Hybridization REF	TCGA-BH-A0BA-11A-22R-A089-07
HK2	-0.5925
ELOVL6	-0.737875
MDK	-1.009
EPHX1	1.67375
RASSF2	0.156875
DKFZP434B0335	-0.228
DLX3	-0.905142857142857
PRTN3	-0.689333333333333
AVPR1A	1.06933333333333
C21orf125	-2.18775
TNFAIP8	0.608166666666667
GNB2L1	0.3115
CALCRL	0.6545
SCGB2A2	10.7151666666667
UBXD7	0.37575
ZNF674	-0.4625
TMEM35	0.877875
BRSK2	-0.592285714285714
HECTD3	-0.7665
TMEM188	-0.261583333333333
LGALS9	0.412
SCARB2	0.361583333333333
USP34	-0.374666666666667
C17orf28	0.492833333333333
ZDHHC23	-0.8545
AQP12B	0.7495
SLC16A3	-3.13025
APLP2	-0.16375
ITIH2	-3.1595
MICAL3	-0.308875
TNNI3K	0.330555555555555
HDAC2	-0.996875
PRR7	0.5149
THBS2	-0.294125
LOC751071	-0.9054
CA2	1.43033333333333
RANBP17	-1.17675
RLN3	0.39425
CRYZ	-0.176833333333333
GBAS	-0.0551666666666666
TAS1R1	0.2555
MPZL3	-0.957
PCDH8	0.837666666666667
HSP90B1	-0.795166666666667
KCNK15	-0.0995
TNIP2	-0.933166666666667
GPR146	2.1305
NOL6	-0.880428571428571
SPC25	-3.86525
STEAP2	2.93371428571429
VAMP3	0.147
TCIRG1	-0.694
ZP4	-0.127
PARL	-0.0767142857142857
TRIM39	-0.0291666666666666
KIAA1305	1.81225
CRNN	0.194
GRN	0.1475
HSH2D	-1.41475
SCAMP1	-0.208125
KIAA1913	0.92425
PTS	-0.85575
BANP	-0.110642857142857
PRKACG	0.2735
ADCY6	-0.0961666666666667
C16orf46	0.066
CYP51A1	0.084
DDC	-3.07833333333333
ANPEP	1.277
PROM1	2.25
SIGLEC10	0.87675
COPG	-0.3515
FAM26E	0.4685
TRIP4	0.001
SNX3	0.314166666666667
C1orf175	1.0836
PPY2	-0.08325
C14orf152	-0.055
FTSJ1	-1.99266666666667
DST	1.57847368421053
LOC554235	-0.12
GLRX5	-0.4165
C20orf12	0.5299
CAB39	0.198333333333333
MSH2	-1.4195
PIP4K2C	0.151
CYLD	-0.0715
WTAP	0.718
MGAT4A	0.0403333333333333
TSC22D4	0.2996
CHRM2	-2.342
PPYR1	0.0141666666666666
CCNH	-0.5825
RRM1	-1.36825
ECAT8	-0.991666666666667
LOC400120	0.4805
GABRA4	0.703857142857143
C14orf4	0.6085
C1orf59	-0.374
CTDSPL	1.14308333333333
NHEDC2	-0.191
PDE11A	0.326625
KLHL29	2.24575
CD5	-0.1337
TSPAN9	1.287875
WDR67	-2.04525
THUMPD1	0.1784
C18orf17	-0.04675
CLYBL	1.28783333333333
FLJ13231	-1.285375
CMBL	-0.99225
LECT2	0.9275
NKAPL	1.13183333333333
LOC654780	0.41
OR4C6	0.196
RAB30	-1.00266666666667
TSSK4	-0.213
TMEM163	0.367
OSBPL11	0.476
GNB5	-0.514833333333333
CCL21	2.81875
C1orf121	-0.373666666666667
FMO2	4.1135
RPTN	0.2545
MSTN	0.1375
VCL	-0.0123571428571429
FYTTD1	-0.46625
C11orf1	0.59375
CCDC88C	-0.151384615384615
HFE	-0.347823529411765
MOGAT1	0.3455
FAM125B	0.264833333333333
IRGQ	-1.3355
RAVER2	0.569
AKAP5	-0.617
SSSCA1	-0.56525
C11orf63	0.25225
ACTG2	3.9734
PORCN	-0.7875
DTL	-2.67581818181818
TMEM151	0.20625
FAM122C	-0.74025
RSAD2	0.104888888888889
BAT4	0.075
KRTDAP	-1.37633333333333
MYH8	0.325375
CRTC3	0.68575
LRRFIP2	-0.4382
INTS4	-1.38016666666667
TTN	-0.950666666666667
SLC26A5	-0.8335
PLLP	-0.06375
RGS6	-0.075375
SRGAP3	2.021
ZNF525	-0.115333333333333
NBR2	-0.2615
C13orf1	-0.514
ZNF137	-0.343
CEP27	-2.495
BEST2	-0.658
RNF121	-0.75025
DMRTC2	1.27666666666667
C8orf76	-0.631
BCCIP	-1.139875
MEST	0.942
HTRA2	-0.587
ANGPTL2	2.592
ILKAP	-1.19133333333333
ERAS	-0.4
HBS1L	-0.902142857142857
CPA5	-0.313
TMEM30A	0.000499999999999991
CD300LF	0.404666666666667
WISP3	0.518
CRK	0.428928571428571
PDS5A	-0.4462
BRPF3	-0.772666666666667
NEDD9	0.5745
SMPDL3B	-0.15725
PSG6	-0.428333333333333
PSMD13	-0.81025
ETV5	0.6578125
OR51A4	-0.527
BTBD7	1.27008333333333
GSTO1	-1.374375
hCG_16001	1.6985
MAD2L1BP	-0.400166666666667
COX6A2	4.4705
SCNN1A	0.747833333333333
LSM1	-0.399333333333333
UGT2B11	-0.3085
IDUA	0.29225
PPP2R3C	-0.8925
COX11	-0.689166666666667
PDZK1	0.1755
ZNF443	-0.630333333333333
MGC21874	0.2055
ZNF323	0.2042
KRTAP10-10	0.018
CXCL6	0.443
SLC34A2	0.9488
LOC284402	0.9675
NPTN	1.88491666666667
UPP1	-2.02036363636364
SLC6A9	-0.477
OR7G3	0.350666666666667
CISD1	-0.63
ZNF545	-0.767
SYT14	-1.472
NT5C3L	-0.108166666666667
ZNHIT3	-0.00983333333333334
SNRPD3	-0.6215
KIAA0701	-0.1125
UNC93B1	0.405
GMNN	-0.888285714285714
SPCS2	0.365833333333333
LOC388524	2.1765
NAPRT1	0.339
PNLIPRP1	0.58125
OR6V1	1.6
PRKAB1	-0.73175
EYA4	0.1224
KIF20A	-2.66
ALG10	0.28575
ITPKC	1.22816666666667
LMX1B	-1.1578
RPUSD4	-0.559833333333333
C7orf34	0.262166666666667
DLGAP2	0.736875
PFN1	-1.1332
MICALL2	-1.08325
ZNF654	-0.1625
SS18L1	-1.653625
SLC16A8	1.1835
MKI67IP	-0.289333333333333
ITGB3	-1.44625
TCEA3	1.154
CEP152	-1.84407692307692
CLIP1	-0.285125
ZNF75	-0.2914
ATP5C1	-1.5125
NUDT5	-1.22466666666667
PSCDBP	1.79925
UBP1	-0.00575000000000003
RBM27	-0.06025
C13orf15	2.567875
ZNF282	-0.428666666666667
ZNF222	-0.3363
COL10A1	0.0625
PRDM15	-2.2985
TTTY5	-1.58
FAM9C	0.355083333333333
C20orf67	-0.247
GNG13	0.548
F12	-0.6205
C1orf41	-1.338
CPXCR1	0.71
GSK3A	-0.936875
SUPT6H	-0.377666666666667
PI16	5.08133333333333
ELL2	-0.353333333333333
C9orf167	-1.437
PVRL3	-1.1606
FLJ38596	0.642
ADAM20	0.416
GPR89A	-1.968
GPR87	0.2065
ZNF30	-0.08825
SMR3B	0.855
ZNF770	-0.215375
TRPC4AP	-0.508333333333333
DKFZP686E2158	0.0301666666666667
C2orf28	-0.00833333333333334
FREM1	1.667
LAMA4	0.753
ADPRHL2	-0.1645
EIF4G2	-0.450833333333333
GUCA1A	-0.2275
CTNNA2	-0.562714285714286
NUDT15	-1.1635
CEPT1	0.343
ZNFX1	-0.0571
CCDC92	1.276
TDRD1	0.41
KCNK5	-1.1935
ETNK1	-0.517666666666667
LTA	-0.345
TTPA	0.6425
B3GALNT2	-1.568625
SC65	-1.47733333333333
PEX5L	-1.09142857142857
EPS15L1	-1.777
MGEA5	0.723625
HIST1H3A	0.01325
ING1	-0.21325
BCAT1	-2.47914285714286
ORC6L	-3.6884
KLK11	0.156166666666667
C19orf28	-2.031375
DNER	-2.856125
MED22	-0.857714285714286
ETV6	1.18983333333333
CHAC2	-2.10875
CD300E	-0.284
CEBPB	1.09733333333333
ZNF398	0.53375
LRCH3	-0.648
HMGA1	-1.45683333333333
CAPN7	-0.1415
MGC5566	-3.05375
CCL3	3.99571428571429
NANOS1	1.03683333333333
ZFYVE19	-0.00899999999999999
APITD1	-1.344
PARD3	0.539625
IRAK4	-1.2655
SERPINI2	0.488
CEP170L	-2.79825
TTC9	1.052875
MYOM3	-2.0705
MLPH	0.199
LOC222699	-0.562
NRG1	-0.1496
TBC1D9	2.75418181818182
TTK	-4.2406
ZNF557	-0.4298
DDX41	-0.716
FANK1	0.557
UBE2D2	-0.00724999999999999
PSMB10	0.609625
MYH7B	0.316
GABARAPL2	0.553875
MARVELD2	0.853833333333333
DGCR2	0.956166666666667
UNC45A	0.391
C6orf72	0.7775
ZNF683	4.08725
GIT2	0.175
CASK	0.458333333333333
C14orf161	1.1245
LRRC44	-2.4165
TIFA	0.223625
UTP11L	-0.588125
C6orf65	-0.8
FDPS	-0.9975
DUSP9	-1.5113
SLC17A8	0.825
OR51G1	0.0715999999999999
NANS	-1.023
OLFML1	2.48075
ATP10B	0.427
NPAS3	0.195
PRKCA	-1.2827
GGA2	0.4225625
LCE4A	-1.34
SPANXN3	0.78675
CCDC115	1.09325
SDCCAG3	-1.16925
GLIPR1L1	0.60725
TTC1	-1.04675
C17orf76	0.2475
MAD2L2	-1.803
HIPK1	0.848555555555556
LRRC3B	2.0495
CLN3	-0.507681818181818
C17orf47	1.272
FMN2	-0.984571428571429
TUBB1	-0.703625
WAPAL	-0.4145
C3orf21	-1.13525
SCN5A	0.3557
SMYD1	-0.19575
BEX5	1.94375
ZNF192	0.363
SEC22A	-0.135666666666667
GRIA2	0.407357142857143
KIAA0825	-2.811
NUSAP1	-3.72063636363636
LANCL1	-0.263125
C15orf40	-1.2333
ZNF645	0.840285714285714
GPR61	-0.5445
NLRP14	0.49
SNX21	0.6835
C1QTNF8	1.1965
C17orf46	-0.48225
IFNA8	-0.098
SPRR1B	-0.451166666666667
FLRT1	1.04
SNX17	-0.486666666666667
ASB2	0.957166666666667
HBG1	-6.0815
RPRML	-0.389333333333333
JOSD2	0.195833333333333
PLSCR3	0.86675
SPOCD1	-2.13216666666667
RAB39	-0.388
GHRH	-0.0788333333333333
ITIH5L	1.43075
C17orf37	0.22425
SMCR8	0.2695
DPY19L2P3	-0.6616
IL11RA	2.48616666666667
GDF3	-2.61433333333333
RPS6KB1	-0.743818181818182
DNAJC19	0.5729
TOP1	-1.45675
CRCT1	1.29757142857143
MPST	0.46375
DPM2	-0.08175
FAM38B	-1.48683333333333
SLC18A1	-1.73725
FARP1	0.0863333333333333
PAX7	-1.133
TUBD1	-1.01075
GNL3	-1.07525
BTG2	2.4948
NDUFS6	-0.88225
C1orf79	-1.99825
ERAL1	-0.9835
ECHS1	1.1835
VPS4A	0.0383333333333333
CYP11A1	-0.104
ABCC6	0.0886428571428572
PBX4	-1.042
MOSC1	1.9295
NCF4	-0.27625
HYMAI	0.7865
NAGPA	-0.1845
OTOP2	-0.0205
ACOT12	-0.229666666666667
MTHFD2L	-0.997875
LOC441376	2.59
C19orf34	1.0955
RAB1B	0.312
ALDOAP2	-1.066
NTRK1	-2.33766666666667
ARTS-1	-0.0588
SLC6A11	0.217
NAP1L2	2.084
CNGB1	-0.9374
EPB41L4B	-0.00674999999999996
FAM134B	1.6185
HS3ST3A1	-1.46266666666667
CPXM2	6.22375
SIRPB2	0.8235
CHORDC1	-1.54
TRIB3	-1.72983333333333
SLC2A5	1.77375
C2orf49	-1.24066666666667
DDX5	-0.822
OR5L1	0.5175
ANAPC4	0.0571666666666667
ZSWIM1	-0.000749999999999973
LOC93622	-0.888625
KCNK3	-0.144777777777778
RP11-35N6.1	-0.252125
ZFP161	-0.0878333333333333
AQP9	0.322333333333333
SLC15A2	-0.6042
MREG	-1.27783333333333
OR9I1	0.4105
PDLIM2	-0.338875
ADAM7	-0.245
GSTCD	-1.257
WDR21A	0.01675
SLC12A8	-0.8512
TMEM174	-0.64175
IGSF3	-0.93425
LRRN1	0.945
LOC402117	0.3085
SRPK1	-1.22683333333333
LY6K	-0.885142857142857
NFIA	3.651
PTCD3	-0.631571428571428
LEP	5.29166666666667
PCDH21	-0.478833333333333
MAPKAPK2	-0.289357142857143
NMNAT1	-1.068
LHFPL2	0.289875
C9orf43	-1.796
DIP2A	-0.777833333333333
ACTR8	-0.3275
CCDC34	-1.136
PTPN22	-0.687
ITGA3	-0.125
FAM129C	0.0505
RABGGTA	0.541833333333333
UNC45B	-0.221
KIAA1033	0.089875
ZNF510	-1.416
CYP2D6	-0.746666666666667
SLC26A10	-2.134
STX8	-0.0505
LUZP1	-0.455375
WDR89	-0.691833333333333
EIF4G3	-1.3375
C5AR1	0.435
ZNF623	-0.5315
A2M	1.79125
TGM7	0.0735
GRPEL1	-1.063
LMNB2	-2.317
ROCK2	-0.0868333333333333
SNX16	0.216375
CCDC66	-1.5425
ANXA3	1.59775
KIAA1609	-0.479625
EED	-0.34375
RNF32	-0.529
HES1	0.9946
CLC	0.195333333333333
ISL1	-0.368
KIAA0528	-0.09875
MANEA	0.345125
C1orf61	-1.9145
hCG_2001000	1.8795
RAPGEF6	-0.0509
KIAA0020	-0.706
NEIL1	1.43175
C16orf45	0.09925
RBM10	-0.2895
C10orf125	-0.13525
MRS2L	-1.11075
DNAH17	-0.161142857142857
C19orf10	-1.14925
C1orf160	1.36225
SLFN12	0.0345
EXOC3	-0.086
HIST3H3	-0.257
NCOR2	-0.1185
TNFRSF9	0.10875
MFSD8	-0.693
ALX1	-1.4468
NOL1	-1.82375
PODN	2.359
TIAL1	-1.692
HIST1H1E	-1.715
NPY6R	-0.2585
TM4SF4	0.415
CORO2A	-0.7125
ETNK2	-1.1888
APOE	0.6493
ANGPT4	0.352
HDGF2	-0.92025
G30	1.735
ST8SIA4	-0.585875
F2RL1	-1.011375
FAM19A4	-0.366
CCAR1	-1.651
B3GNT7	-0.00899999999999999
OPHN1	-0.7474
DSCR6	-0.301
C21orf13	-0.446333333333333
GAS2L1	0.347636363636364
RFX3	-0.155333333333333
COPS4	-0.0537499999999999
BCHE	-1.08883333333333
BCL2	3.635125
HBZ	-2.90766666666667
ARL13B	-0.2415
MAPBPIP	-0.180625
MYO15B	0.153375
SPZ1	0.80775
KIAA1324	3.87622222222222
PLCL2	-0.257
C4orf29	-0.8995
WDFY2	-0.64125
ZNF284	-1.6245
NAALADL1	0.219
DUSP5	0.5355
PXDN	-0.0505714285714286
SLMO1	-1.25325
TNXB	1.9377
BIRC7	-0.80575
A4GALT	1.00033333333333
TIMM22	-0.353
FAM110C	-1.0285
TOMM34	-1.2695
ABHD9	0.6605
ADAM32	-0.563
CRHBP	0.90525
AQP2	-0.21025
LOC130355	1.02725
ZNF187	0.175666666666667
ZNF816A	0.1155
F7	-0.928714285714286
CNOT1	-0.7421
SLC13A4	-0.13825
ZBTB11	0.08225
B3GALT5	-0.2305
EXOC2	-0.316333333333333
IRS1	1.0146
TMEM1	-0.0163333333333333
MRPL34	0.203
SAMM50	-0.19525
CDC42EP3	1.00875
HSF2	-0.7221
MFN2	0.0635
TSPAN7	0.3
NUCB1	0.614181818181818
RHOH	0.1625
ARL16	-1.038
TACR1	-0.05025
SFRS5	-1.43666666666667
SNX25	-1.203125
RHBDF1	0.0795
PCDH18	3.26983333333333
HMG1L1	-1.65375
MYO5C	0.6945
MAPK10	0.1605
LDHAL6A	0.7942
NUDT12	-0.363833333333333
NCAM1	-0.675571428571428
GLIS2	0.896
GGTL4	0.1455
DAPP1	-0.53125
ATF7	0.45025
KIAA0748	-1.91525
NFIL3	1.30275
TM6SF1	-0.0978
SEZ6	-0.096
NANOS3	0.293333333333333
DNAJA3	-1.1615
CLDN6	-4.643
CIITA	1.748
EPHA4	0.0651666666666667
FANCC	-0.527
CMTM3	-0.112875
PSG3	0.453285714285714
MRPL15	-0.92775
C21orf59	-1.24475
PLCXD2	0.15975
C2orf34	-0.651714285714286
UBE2L6	0.00924999999999998
MED14	-0.875833333333333
HP1BP3	0.761
C6orf208	-0.396
TPBG	-0.063
OSR2	1.19775
XPC	-0.6565
KLHL7	-0.940666666666667
CCR3	-0.4114
AGTPBP1	-0.222333333333333
PCSK6	-1.356
STAT5A	-0.3427
FAM18B	0.70225
LONRF2	-0.91
PTPN2	-0.75075
SF3A3	-0.9275
EFCBP2	-0.05475
HCFC1	-1.03016666666667
AHNAK	1.0381
ACTR5	-1.8765
KIF14	-3.71466666666667
TENC1	2.21475
HEATR5B	0.3825
YIPF2	0.267
MYEOV2	-0.404166666666667
DUSP18	0.86175
KIAA1012	0.28475
AHR	0.215833333333333
C17orf53	-1.0724
PTPRH	-2.86475
ATP6V1C1	-0.1341
TAS2R3	0.021
LOC440356	-1.196
COQ10B	-0.23325
PSMF1	0.146166666666667
SORBS2	2.884
NFE2L2	0.3355
TMCO7	-1.3945
SH3PXD2A	0.421
SH2D2A	-0.87425
SPINK5	-1.36425
MRPS24	-0.241
OPA3	1.024625
TRAF7	-1.28066666666667
C4orf35	0.2075
MT1G	1.12175
MGC39545	0.536
HS1BP3	0.29
OR2B2	0.25
CHRM4	0.532
SFRP2	3.169
RIC3	0.815
ART1	0.852
C6orf1	0.236
DUS4L	-2.64225
C10orf104	0.60225
TNFAIP6	0.92575
RTEL1	-0.74525
CCT4	-1.4389
ZNF709	-0.6065
CHMP6	0.545
UPP2	1.05575
CYP19A1	-1.12085714285714
CD151	-1.892
NDUFA13	-0.296833333333333
ARFRP1	-0.9815
FAM26B	2.53575
CRYBA1	-0.2525
MRPL41	-0.0378333333333333
NPFFR2	-0.485857142857143
HRH2	-1.731
SCAMP3	-0.411
MTMR6	-0.1653
MTG1	-1.60333333333333
UBTD1	1.4055
CRABP1	-0.0135
FLJ33790	-0.5204
KIAA1908	-0.0183333333333333
GPR158	-1.2965
PACSIN3	-0.648666666666667
OMD	2.823
CATSPER1	-0.3982
HOXB8	1.06457142857143
FBXO46	1.166
OAS1	0.252
SVIL	0.68975
PHB2	-0.70175
ADCY3	0.3605
NDRG2	3.491
ERMAP	-1.21511111111111
APBA2	-1.459
IGSF9	1.6855
WNT6	1.87635714285714
MYCBPAP	1.12375
ATP2B2	0.524875
CPVL	0.0156666666666666
TRAM2	-0.311333333333333
NOP5/NOP58	-1.7375
ZNRF4	0.42725
TLK1	-0.248625
MTMR12	-0.183307692307692
ZNF384	-0.397666666666667
FAM9B	-2.25
RPN1	-0.0685000000000001
PMVK	-0.018
EIF3D	0.181555555555556
SIX2	-1.55175
HPS1	0.368571428571429
RNF7	-0.485
PSKH2	null
KCTD13	-1.04333333333333
CSMD3	0.0147777777777778
FBF1	-0.1765
IL8	-4.564
SERPINB13	0.553916666666667
FBXL20	-1.36425
BLR1	-0.0686666666666667
SH2B1	-0.400166666666667
RFNG	0.115625
RAB20	0.281
RBM7	0.195
POLR1A	-1.8675
TMPRSS4	-3.7185
TAF9	-0.88675
TERF2	-0.5645
TNFRSF1A	0.806916666666667
ACADVL	-0.250833333333333
GTF2H5	0.5515
EDG8	-0.739666666666667
C9orf140	-2.2075
UST6	0.5305
ZBTB8OS	-0.5315
ZNF710	0.5465
GPR174	null
ATP6V0A2	-0.7505
KIAA0319L	-0.4535
XKRX	-0.6615
DOPEY2	-0.9297
SDHD	0.3175
SUMF1	1.76325
OSM	1.80075
OPN3	-2.10825
DAGLB	-0.6215
PPFIBP1	0.219222222222222
TRIM63	0.2135
C10orf53	1.511
LYPD3	0.7075
BCL7A	-0.501625
AGER	-1.092
TCF19	-1.540125
SAT2	0.8665
PFTK1	1.0725
GABRE	-0.115875
C15orf38	1.2867
FIS1	0.3245
KCNV2	0.17
CLPS	-0.17525
PPCDC	-1.29825
FOXN2	2.06366666666667
NT5E	-1.6938
CD83	0.52975
IL18	-1.390125
VPS16	-0.4445
IGFBP2	-1.72116666666667
NOTCH2	0.8865
SIGLEC1	0.627571428571429
CD93	4.359
SULF2	-0.9585
CEP164	-0.2355
P53AIP1	-0.00616666666666666
TOR2A	-0.1734
ZNF136	-0.23375
MGP	5.9501
CCDC144A	0.205
TRPC1	0.435333333333333
SMS	-1.79333333333333
MAPK7	0.284166666666667
RRAGC	0.69175
PARD6A	0.448333333333333
NUB1	0.0521666666666667
SYNGR4	1.446
OR11H12	-0.727
WIF1	4.096875
GCH1	-1.29075
OR11H4	1.336
SLC44A5	0.4685
GPRIN2	2.79216666666667
LOC401431	0.2375
CPA4	-1.96488888888889
MELK	-3.74811111111111
IL15RA	1.5535
CUL3	0.50325
HMBOX1	1.323
PODXL	-1.241
CCT6B	0.863666666666667
COMTD1	-0.969
MUC20	0.5245
GPX2	-1.72875
ITK	-1.04085714285714
FBXL5	1.9905
C13orf27	-1.28775
DEFA5	0.297
TRHDE	1.079
MTP18	-0.680666666666667
UQCRQ	0.5063
ITGB2	0.808916666666667
CSRP2BP	0.7295
TAS2R44	-0.68
PHPT1	-0.103
FAM44C	-0.93425
ERH	0.879
MPHOSPH1	-2.9882
MORC1	-1.269
PARVB	-0.54
LAMA1	-1.483
PGBD3	0.08775
GIMAP6	5.4225
AREG	-1.00016666666667
LIPT1	0.595
MGC99813	-0.92825
C1orf201	-0.2025
GRIN2A	-0.140875
MAN2C1	-0.616375
NSUN5	-1.13025
SF3B5	0.26825
MYC	-0.499666666666667
NRXN1	0.887166666666667
ZNF18	-0.0485
SPDYA	0.536571428571429
SLC37A1	-0.0025
DECR2	0.22975
ANKRD38	1.339625
SPTLC3	-1.05522222222222
SUPT16H	-1.361125
DTWD2	-0.25175
ULBP1	-0.0525
ZADH1	-0.548333333333333
OIP5	-3.908
IL10RB	-0.318333333333333
OTUB2	-1.011125
VWA3A	0.4714
SPIC	0.364666666666667
OR6C4	0.118
PSCD4	1.26483333333333
DPY19L2P2	-1.268
TRAPPC6A	0.303333333333333
C21orf2	-0.2565
CEMP1	-0.26225
LIN7B	0.2075
E2F7	-2.72533333333333
VCP	-0.7146875
LAMA3	2.63966666666667
BGN	0.40125
GPR160	0.5445
COCH	-2.554
GPR81	2.73016666666667
APOBEC3F	-0.49425
tcag7.1017	-0.31325
C1orf32	-0.2125
SCGB1D2	9.07925
FLJ43987	0.087
C6orf170	-1.701
KLK9	0.597
GPD1L	0.061625
VPS37B	0.55475
ATG3	-0.584833333333333
ADAMTS17	-0.099
KLHDC2	0.480666666666667
NDUFV2	-0.4195
BLK	-1.23375
MATN4	-0.4055
GPM6A	1.63525
GBP4	2.28983333333333
TMEM162	0.6814
PKP2	-0.2375
HRASLS	0.096625
MMP1	-6.5065
SFXN3	-0.3032
FSD1	-1.15
ST6GALNAC3	-0.1516
CA12	1.1731
NCOA6	0.017
C19orf58	-0.7322
PPP4R1	-1.22383333333333
MAN1A2	0.223
IKBKAP	-1.2065
UPF1	-0.2935
KIAA1219	-1.30625
WNT16	1.34533333333333
SNW1	-0.537625
IL18RAP	1.5995
RPP30	-0.00775000000000003
CDC40	-0.394214285714286
SETD3	-0.784333333333333
SLAMF6	0.71575
ELK4	-0.146
TRIM47	0.552333333333333
ACOX3	1.1965
TRIM6	1.061
KIAA0372	-0.0446666666666667
TP53AP1	0.856
SMURF2	-0.813
ADAD1	-0.571333333333333
EBP	-1.3881
KRTAP13-2	0.2405
FLJ36874	-2.0585
TOR1A	-0.839166666666667
P2RY4	-0.6325
GPBP1	0.285
TRPV1	-0.6655
ADAMTS12	0.750833333333333
PES1	-0.693
ATG4A	0.466666666666667
MAGEA10	-2.489
WFS1	1.48575
CC2D1B	-0.629166666666667
PABPN1	-0.691375
SLC25A30	0.115333333333333
SLCO1C1	0.1284
SLC22A5	0.98
KIF23	-3.905
SYN2	0.0823333333333334
ASPN	4.30466666666667
CENTG2	-1.17625
QSOX2	-1.3596
FLJ10815	-0.136
STK24	-0.3636875
SPEG	0.6091
STK10	-0.700833333333333
DACT2	2.577
AAAS	-0.8685
SSX3	-1.24442857142857
ABCD3	-0.1431
C4orf12	1.216375
PARVG	-0.825666666666667
FIG4	-0.024
C9orf46	0.08375
TMCO6	-0.408
IGHMBP2	-2.76325
DUS2L	-0.946166666666667
FAM3C	-0.7658125
TMEM16D	-1.48371428571429
DCTN4	0.464
KCNH3	-0.22
EIF2AK2	-0.524
AP1S3	-1.99175
CST4	0.1645
PAM	0.4959375
NUTF2	-1.0315
CITED2	1.2952
SLC39A4	-0.9875
C2orf52	0.191
GRM3	0.10875
C12orf49	-0.025875
CCDC49	-0.5241
GRAMD1B	-1.201
FNDC4	1.16025
SIAH2	-0.831625
GDPD4	0.103
C21orf87	-0.330375
ATP5A1	-0.401
C16orf63	-0.684
LOC388135	-1.03933333333333
ATP5J2	-1.00475
MMP3	-2.76025
EMID2	-1.0305
CRHR1	-0.52425
WDR70	-0.28025
C13orf31	-0.265333333333333
ZFAND1	0.239
CCL18	3.53216666666667
C3orf49	0.1655
RINT1	-0.6055
KIAA0408	-0.117833333333333
F13A1	6.6559
SLC10A1	-0.393833333333333
OGN	6.227
GIPC2	-2.4686
XPO6	-1.09683333333333
LCE1A	0.974
FMR1	0.00369999999999999
LOC374920	0.28875
DUSP3	0.375
ANKMY1	-1.51775
C7orf50	-0.718
BBS9	0.041
UNC119B	0.501428571428571
C9orf72	-0.7945
MGC35440	-0.33475
ENTPD6	-0.366857142857143
PPP1R2P9	1.0835
ERCC4	-1.092
FAHD2B	0.2915
HMHA1	0.0375
HACL1	-0.0075
RAD23A	-0.3815
FAM83B	0.346
PPP5C	-1.43783333333333
RNASEH2C	0.18
C9orf153	0.565666666666667
SCAMP4	-0.039625
GHITM	0.2039
NDUFB7	0.5705
ADCYAP1	0.348333333333333
SP110	0.662833333333333
MAP3K7IP2	1.17925
DHH	0.5365
AGRN	-0.1675
WDR33	-0.336166666666667
CEP290	0.0255
PRPS1L1	-2.827
KLRA1	-1.5035
GPR97	-0.1305
CHD7	-0.558333333333333
TLR10	0.717
SLC30A8	-0.7165
HIC1	2.48425
IAPP	-0.687
RXFP4	-0.258666666666667
GP1BB	4.25975
SHQ1	-0.7275
NKX2-3	0.512166666666667
API5	-0.76
FTHP1	-0.094
MOV10L1	0.899
TRIM6-TRIM34	0.248166666666667
ADHFE1	1.72525
FAM117A	0.5185
DDI1	0.694
CDON	0.946333333333333
TRIM73	-0.408
IGKC	6.6745
MMP14	-1.65509090909091
DYNC1LI1	-1.63775
C11orf66	-1.10525
TRBV3-1	-0.752
FASTKD5	-0.03925
BIVM	-0.501
LHX4	0.003
CXCL2	1.8358
RAB2B	-0.816166666666667
IZUMO1	0.088
MAP3K15	-0.0921666666666667
FAM19A2	-0.709666666666667
ZC3H8	-1.6952
ZMAT1	0.86725
SPINK5L3	-1.03625
SLC10A6	0.788
APPL2	-0.284625
CARD10	0.3685
LOC402176	0.559
EEF1D	0.3134
RAB6A	-0.3087
C12orf5	-1.0185
PAPOLG	0.80625
MSRB2	0.75025
BCR	0.0193888888888889
PUS3	0.22025
TIAM2	0.6895
ZNF317	0.173666666666667
CHD2	-0.263307692307692
FZD5	-0.999
NUDT8	0.5535
ZNF763	-0.704
PRC1	-3.68055555555556
ABCB9	-0.275
SPATA3	-0.0949999999999999
TRAK2	0.356375
STAB1	3.284625
LRRTM2	0.00666666666666667
psiTPTE22	3.5385
DBI	1.1865
SERPINA11	-0.98925
NAT5	-0.437
C20orf58	-1.13275
RPS6KA4	0.157666666666667
FLJ90650	1.837
TGFBRAP1	-0.5265
CHRDL2	0.25025
FAHD2A	0.292666666666667
CNTN1	0.7275
BBS4	-0.6723
TMEM181	-0.38175
MINPP1	-1.5795
MPHOSPH6	0.403
HOXC10	-0.207666666666667
ITPKB	0.221125
CLPTM1L	-1.225
MEOX2	1.21283333333333
ATP6V0C	0.625125
PRPF8	-0.116666666666667
TMC5	3.517
FKBP3	-0.88925
PLEKHB2	-1.0395
OR4D6	1.0545
ZNF544	-0.794
D2HGDH	-0.510125
RPL18A	1.5682
HEL308	-0.151875
MPP6	-2.23725
TCERG1	-1.8835
KRT16	0.0165
KLF17	-0.0589999999999999
KLF5	1.65375
CDR1	4.76075
VCX3A	-4.199
FBLN2	2.787875
C14orf104	-0.603
HBE1	-4.73088888888889
OR4S2	-0.014
C1orf108	-1.03716666666667
ROBO4	5.15283333333333
CPEB4	0.969125
C11orf80	-1.5536
BCKDHA	1.09566666666667
MYOC	4.681
GIF	0.1885
