Hybridization REF	TCGA-AN-A0FD-01A-11R-A034-07
CHST14	0.477
GAMT	-1.167
SMCP	1.13766666666667
TSPAN33	-0.0315
MIDN	-0.273125
NOX4	3.53225
RNASEN	-0.8936
TBX1	-1.2936
SALL2	-0.4385
C10orf35	3.4385
CYP2E1	-0.771714285714286
LRFN2	1.82883333333333
ACO1	-1.8575
IQCG	0.1569
MEGF9	1.513
TM7SF4	0.599
PLEKHA1	0.781266666666667
STK33	-2.241
C1orf210	2.33075
SNUPN	-0.6435
KIAA0406	-1.1996
C20orf29	0.725
TMEM55B	-0.258
OSTM1	-0.4653125
CLCN7	-0.2705
OTP	-0.2515
FLJ23049	1.031
HEATR4	-0.435
MAP3K10	1.1755
PCDHGA9	1.213
AMDHD2	0.68625
LCTL	-1.1915
PDCD2L	0.169
CABLES2	0.0835
SLC5A9	-1.196
CLCA2	-1.98083333333333
MGC16025	0.755
STRAP	-2.3705
C20orf196	-0.1615
RRBP1	0.0846666666666667
NAT13	-0.609
MAT2B	0.23825
CSNK1D	-0.787666666666667
KIR3DL1	0.35575
PRKAG3	1.486
ZNF599	-1.0405
PRM3	1.6365
PER2	1.3775
ASPHD1	-0.5435
PRMT6	-1.291
KCNE1L	0.546857142857143
FAM118A	-0.5885
TAF4	-0.197
NDUFB6	-1.5175
TRIM9	-0.39725
PMFBP1	-0.61275
KY	1.38
DKFZp762E1312	-1.58681818181818
CSMD1	-1.1275
TBP	-0.7215
OR1Q1	0.3045
RETNLB	0.793
HPGD	1.75130769230769
DNAJC12	0.998166666666667
FKBP1B	-1.04375
ANKRD24	-0.593833333333333
CXXC5	0.848666666666667
IL3	0.966428571428571
DRAM	1.7934
PTCH1	-1.44385714285714
TP53BP1	0.0735
SLC17A7	0.451142857142857
COL25A1	-0.6617
AMACR	-0.0958333333333334
RHCG	-0.8905
VPS13A	-0.749833333333333
FAM55D	-0.79
PRPF38B	-1.12741666666667
OSBPL6	0.07075
PFDN5	0.1952
CMTM6	0.732875
KCNK12	-2.42225
RP2	-0.65925
C16orf52	-2.264
PICK1	-1.0845
IFNE1	-0.8012
SEMA4B	0.238
TYRO3	-2.31325
OR12D2	0.4935
CSNK1A1	0.235
FANCF	1.814
LONP2	1.182875
TBL1Y	0.428
LDOC1L	-0.711875
CCNC	-0.22275
C3orf60	-0.48225
CHKA	-0.85925
UBAP1	-0.64575
MAP3K1	1.178
ANKRD9	-0.952
FAM92A1	-1.86433333333333
GAB2	-0.789375
AZU1	-0.3735
DIS3	-0.767833333333333
C21orf109	-0.92175
IQCB1	-0.7415
SPATS2	-0.569166666666667
EFCAB3	4.834
PRB3	0.5365
FUZ	0.558666666666667
ZNF813	0.00600000000000002
BMPER	-3.6854
HEG1	-0.204125
ALS2CR11	-0.07
SURF2	0.5295
PSMC1	0.145333333333333
OR2D2	0.8055
SLC7A8	2.04033333333333
C4orf40	-0.2695
SPATA7	0.78425
MAZ	-0.5645
PIN4	-0.694
PDE1A	-1.443625
TAF6L	0.00316666666666665
OR2T34	0.4915
KIAA0284	-0.40375
ACADS	-0.213727272727273
MKRN2	-0.6775
C18orf56	-1.561
MS4A6E	0.133166666666667
GALNT4	0.8556
C22orf31	1.666
FLJ36070	1.059
PSME4	-0.3235
TFG	-0.3871
EPHX2	-0.120875
ANXA5	-0.531625
KRTAP1-1	0.585142857142857
BATF	1.63075
KARS	-1.3525
MSTP9	-1.465
GPR26	4.07425
CCDC72	-0.88125
TEF	0.725166666666667
FOXK1	-1.198
PRLHR	-0.923
EMX1	1.575
C11orf30	-0.455375
ICK	0.457875
THSD7B	0.320666666666667
C21orf100	0.686
DUOX1	0.412
EFCAB4B	-0.36625
UBE2G2	-0.906
C3orf54	0.6275
PARP1	-1.12025
FAM60A	-0.674454545454545
C6orf146	1.9235
OR9K2	0.1965
DDX55	-1.17016666666667
RPS15	0.0455833333333333
ZNF618	0.7289375
DKFZp686D0972	0.08
SSPO	-1.108
SHFM3P1	0.629
CPA6	-0.846
JAG2	0.43625
DEFA3	0.3355
PPBPL2	1.366
CD34	3.742125
SLCO4A1	-2.58625
AFG3L1	-1.236
SHD	-0.36525
RP13-122B23.3	-0.234666666666667
PRKCSH	-0.132666666666667
DPH5	-0.333166666666667
HLA-F	2.81925
TBC1D4	-0.59825
RIG	1.0268
GLUD1	0.8345
HNRPCL1	0.103875
HBXIP	-1.21175
RNF207	-0.261
APIP	-1.42775
PLA2G3	-2.4816
CCDC84	-1.93075
MYLIP	0.448769230769231
PHIP	0.251
AARS2	-0.0135
DHX32	-0.519
SCAPER	-0.328
MEN1	0.595714285714286
NIP7	-0.973
FLJ25404	1.914
FASTKD3	-0.7065
TMEM158	-0.54925
RARA	1.7895
BDH1	0.598
ANKRD16	0.45925
CARM1	0.2415
SS18	-0.368
IKZF2	0.371454545454545
MYD88	0.124125
PML	1.0376
TAF1A	-1.66775
CBFB	-0.38825
HIST1H3H	-0.213666666666667
C7orf29	-0.7595
COMMD4	-1.04883333333333
DPP3	-0.3915
DAB2	0.605375
LOC388882	-0.1005
YPEL4	-0.343875
AGBL3	1.5525
LRP6	0.0967
SERPINH1	0.41925
TLE1	-0.52125
CD244	0.109166666666667
ZDHHC15	-0.09475
MGLL	0.8288
PLDN	-0.396833333333333
LOC654346	2.022
FAP	2.8835
GPR37	0.373833333333333
SCARA5	-1.3032
EBF4	1.57172727272727
LSM6	-0.56925
MLLT1	-0.0454375
SLC5A12	-1.8325
A2BP1	-1.9306
COPS5	-0.816666666666667
TPM4	0.371571428571428
TNFSF4	2.377
ACADSB	1.8355
HERPUD1	0.278
BCL2L11	-0.890666666666667
CEP78	-0.68325
CDCA3	-1.4045
WBSCR19	0.1076
MYO1A	-1.683
PPEF1	2.83783333333333
LOC440348	-1.246
CPEB2	-0.11
BPTF	-0.341916666666667
RPL21	-0.10625
GSX2	-0.074
ADPRH	0.999166666666667
C17orf68	-0.0291666666666667
KCNS1	-0.559666666666667
MLLT6	-0.5946
PIWIL4	-1.08025
RNF26	-0.47975
RAP1B	-0.538
ADAMTS1	-2.752
ZNF571	1.27625
P2RY6	-0.2245
TRIM21	1.389
CADM3	0.802
NLRC5	0.5455
ADRA2B	0.133666666666667
LOC90835	-0.353625
PCF11	-0.111
LOC400451	0.48875
GLTSCR1	0.9651
C17orf88	-1.40233333333333
CDH16	-1.79275
FGF7	2.002875
PCSK4	1.2545
NPC1L1	0.78
TAT	0.78525
TBCA	-0.9955
MGC33407	0.0495
GPR115	-1.835875
CYGB	0.258
FNBP4	-0.676166666666667
C12orf43	-0.171
CBL	-0.3123
CLECL1	0.84275
PPAPDC1A	3.1195
WDR25	-0.255
SGCA	0.381
C22orf29	-0.2882
YIPF1	0.90775
GALK2	-1.24275
RAB3B	-2.53408333333333
LOC440087	-0.12725
UCP1	-0.46
REEP5	0.756125
FADD	-0.1276
FOXA1	3.1775
CACNA1A	1.1064
ABI1	0.13
GRIN2D	0.99925
SLC1A4	1.18116666666667
LOC401127	-0.86425
HINT2	-0.047
PLD4	-0.227333333333333
ZNF286A	-2.06525
ENY2	-1.60275
IL1F6	-4.1285
PXDNL	4.3405
C20orf79	0.958
TNFSF13B	4.13066666666667
DENND3	0.239
JARID1D	-2.60175
HIST1H2AK	0.873
LOC93349	0.1237
SSH1	-0.8158
ENSA	-0.57075
LOC219854	-0.0431666666666667
CKAP2	-0.5227
DKFZP564J102	0.02
MGC87315	0.148166666666667
HNRPAB	-0.5475
AMH	-1.4575
ZNF526	0.4145
BRUNOL5	-0.1717
CACNG3	0.294
TRPM1	-2.4765
PPP2R1A	0.84925
COL2A1	0.07025
DDN	0.0588333333333333
FLJ25770	1.4342
HK2	-0.396142857142857
ELOVL6	-1.97475
MDK	-0.204
EPHX1	-0.26025
RASSF2	0.602625
DKFZP434B0335	-0.66975
DLX3	-0.0631428571428571
PRTN3	-0.7685
AVPR1A	1.76733333333333
C21orf125	-4.76025
TNFAIP8	-1.137
GNB2L1	0.0185
CALCRL	1.77875
SCGB2A2	2.537
UBXD7	0.6635
ZNF674	-1.392
TMEM35	-0.051125
BRSK2	-0.0307142857142857
HECTD3	-0.336333333333333
TMEM188	0.0351818181818182
LGALS9	2.095375
SCARB2	0.58825
USP34	-0.229583333333333
C17orf28	1.52266666666667
ZDHHC23	-0.2175
AQP12B	0.029
SLC16A3	-2.187
APLP2	0.68625
ITIH2	-4.869
MICAL3	-1.0485
TNNI3K	0.840666666666667
HDAC2	-0.268714285714286
PRR7	0.0423999999999999
THBS2	1.749875
LOC751071	0.183333333333333
CA2	0.569
RANBP17	0.16075
RLN3	-0.0435
CRYZ	0.0456666666666667
GBAS	-0.358666666666667
TAS1R1	-0.0875000000000001
MPZL3	1.87
PCDH8	-0.882
HSP90B1	-0.189
KCNK15	1.18
TNIP2	-0.379166666666667
GPR146	-1.307
NOL6	-0.404875
SPC25	-2.50366666666667
STEAP2	0.096
VAMP3	-0.516333333333333
TCIRG1	-0.576
ZP4	0.473
PARL	-0.276
TRIM39	-0.240166666666667
KIAA1305	0.5525
CRNN	0.836666666666667
GRN	0.09225
HSH2D	0.00175
SCAMP1	0.7754375
KIAA1913	1.88075
PTS	-0.20425
BANP	0.26
PRKACG	0.249
ADCY6	-0.464
C16orf46	0.759
CYP51A1	0.612
DDC	-4.6655
ANPEP	2.425
PROM1	-2.57
SIGLEC10	2.2615
COPG	1.2685
FAM26E	2.35125
TRIP4	-0.0715
SNX3	-1.176
C1orf175	0.259166666666667
PPY2	0.313666666666667
C14orf152	0.294
FTSJ1	-0.876333333333333
DST	-0.52655
LOC554235	0.148
GLRX5	-0.77175
C20orf12	1.1288
CAB39	-0.731166666666667
MSH2	-1.22833333333333
PIP4K2C	0.916875
CYLD	0.8075
WTAP	0.4398125
MGAT4A	0.351777777777778
TSC22D4	-0.0539
CHRM2	-1.797
PPYR1	0.151
CCNH	-0.397166666666667
RRM1	-0.5505
ECAT8	-4.15766666666667
LOC400120	0.2915
GABRA4	-0.382833333333333
C14orf4	1.74766666666667
C1orf59	-1.8495
CTDSPL	0.168416666666667
NHEDC2	-1.5535
PDE11A	-1.3540625
KLHL29	-0.9875
CD5	-1.0879
TSPAN9	1.9168125
WDR67	-2
THUMPD1	0.8735
C18orf17	-0.56425
CLYBL	1.01816666666667
FLJ13231	0.1105
CMBL	1.151125
LECT2	0.89675
NKAPL	2.8405
LOC654780	-0.105
OR4C6	0.292
RAB30	0.761166666666667
TSSK4	-0.9485
TMEM163	2.163
OSBPL11	0.67275
GNB5	-1.48533333333333
CCL21	0.86475
C1orf121	0.28
FMO2	0.2426
RPTN	1.856
MSTN	0.8785
VCL	-0.189571428571429
FYTTD1	-0.6535
C11orf1	-0.19875
CCDC88C	-0.259875
HFE	-0.568666666666667
MOGAT1	-0.022
FAM125B	0.0775
IRGQ	1.23
RAVER2	-0.35075
AKAP5	-0.584
SSSCA1	0.13375
C11orf63	0.523875
ACTG2	1.5061
PORCN	-0.6985
DTL	-2.30981818181818
TMEM151	1.17025
FAM122C	-1.56533333333333
RSAD2	4.7718
BAT4	-0.0455
KRTDAP	-1.89183333333333
MYH8	-0.114625
CRTC3	0.48225
LRRFIP2	0.7681
INTS4	-0.264166666666667
TTN	-1.03766666666667
SLC26A5	0.5635
PLLP	-0.59825
RGS6	-1.27571428571429
SRGAP3	0.423571428571429
ZNF525	0.5185
NBR2	-1.64166666666667
C13orf1	0.7637
ZNF137	-0.141
CEP27	-1.9965
BEST2	1.2645
RNF121	-0.40075
DMRTC2	-0.6955
C8orf76	-0.5585
BCCIP	-1.05375
MEST	-0.092
HTRA2	-0.1275
ANGPTL2	1.30075
ILKAP	-0.461666666666667
ERAS	-0.623
HBS1L	-1.554625
CPA5	0.3705
TMEM30A	0.682333333333333
CD300LF	0.999166666666667
WISP3	0.678
CRK	0.309142857142857
PDS5A	-1.1114
BRPF3	0.205166666666667
NEDD9	-0.516
SMPDL3B	-0.028
PSG6	-1.37525
PSMD13	0.49975
ETV5	-1.2525625
OR51A4	0.186
BTBD7	0.514583333333333
GSTO1	-0.736875
hCG_16001	1.08
MAD2L1BP	-0.5675
COX6A2	1.8035
SCNN1A	-0.627833333333333
LSM1	1.27716666666667
UGT2B11	-2.309
IDUA	0.9915
PPP2R3C	-1.29833333333333
COX11	-0.162333333333333
PDZK1	-2.12175
ZNF443	2.1825
MGC21874	0.345666666666667
ZNF323	0.9544
KRTAP10-10	0.6755
CXCL6	-0.0455
SLC34A2	-0.2921
LOC284402	0.838
NPTN	0.56675
UPP1	-2.74883333333333
SLC6A9	-0.516
OR7G3	1.34575
CISD1	-0.814666666666667
ZNF545	0.2815
SYT14	-0.841
NT5C3L	-0.542166666666667
ZNHIT3	-0.217666666666667
SNRPD3	-0.75775
KIAA0701	0.052125
UNC93B1	0.680666666666667
GMNN	-1.2715
SPCS2	0.136
LOC388524	0.632
NAPRT1	-0.354
PNLIPRP1	0.207
OR6V1	0.8665
PRKAB1	-0.49525
EYA4	-1.922
KIF20A	-2.225
ALG10	-0.61025
ITPKC	0.347333333333333
LMX1B	1.1475
RPUSD4	0.0618333333333333
C7orf34	-0.074
DLGAP2	0.524571428571429
PFN1	-0.7812
MICALL2	-0.0333333333333333
ZNF654	0.3445
SS18L1	-1.507875
SLC16A8	0.58875
MKI67IP	-0.0693333333333334
ITGB3	-0.9075
TCEA3	2.721
CEP152	-2.39875
CLIP1	0.619875
ZNF75	-0.2043125
ATP5C1	-1.47083333333333
NUDT5	-1.42666666666667
PSCDBP	-0.0895
UBP1	-0.52875
RBM27	0.401
C13orf15	2.131125
ZNF282	0.753833333333333
ZNF222	0.5093
COL10A1	6.301
PRDM15	-1.614625
TTTY5	-0.759
FAM9C	-0.5146
C20orf67	-0.604
GNG13	0.249
F12	-0.907
C1orf41	-0.79675
CPXCR1	-0.776
GSK3A	0.023375
SUPT6H	-0.369833333333333
PI16	-0.956166666666667
ELL2	-1.74158333333333
C9orf167	-1.38433333333333
PVRL3	-2.3544
FLJ38596	-1.16
ADAM20	-0.67225
GPR89A	-0.9025
GPR87	-0.6325
ZNF30	1.3055
SMR3B	0.0135
ZNF770	-0.625375
TRPC4AP	-0.500833333333333
DKFZP686E2158	0.577166666666667
C2orf28	-0.709666666666667
FREM1	0.0353333333333333
LAMA4	0.598333333333333
ADPRHL2	0.0315
EIF4G2	0.682333333333333
GUCA1A	0.1845
CTNNA2	-1.915
NUDT15	-0.921333333333333
CEPT1	-0.826166666666667
ZNFX1	1.0615
CCDC92	1.62
TDRD1	-1.3315
KCNK5	-0.374
ETNK1	-0.643583333333334
LTA	0.0835
TTPA	0.0356666666666667
B3GALNT2	-0.197625
SC65	-1.044
PEX5L	-1.07642857142857
EPS15L1	0.16
MGEA5	0.4585
HIST1H3A	0.8795
ING1	1.255875
BCAT1	-2.99825
ORC6L	-3.29672727272727
KLK11	-4.2595
C19orf28	-0.67375
DNER	-3.77725
MED22	-1.02078571428571
ETV6	0.884583333333333
CHAC2	-1.779
CD300E	0.0005
CEBPB	0.00641666666666668
ZNF398	-0.65525
LRCH3	0.1435
HMGA1	-1.54716666666667
CAPN7	0.227666666666667
MGC5566	-2.28825
CCL3	3.86071428571429
NANOS1	-0.956375
ZFYVE19	-0.88675
APITD1	-1.1125
PARD3	1.672625
IRAK4	-1.14466666666667
SERPINI2	0.7
CEP170L	-0.9295
TTC9	2.193375
MYOM3	-1.54125
MLPH	0.993375
LOC222699	-0.127
NRG1	-1.14741666666667
TBC1D9	2.50009090909091
TTK	-1.83366666666667
ZNF557	0.3995
DDX41	-0.2405
FANK1	2.546
UBE2D2	-0.224125
PSMB10	1.486375
MYH7B	0.059
GABARAPL2	-0.26025
MARVELD2	2.476
DGCR2	0.139666666666667
UNC45A	-0.4615
C6orf72	0.486
ZNF683	4.3135
GIT2	-0.0967499999999999
CASK	0.780833333333333
C14orf161	0.608333333333333
LRRC44	1.238
TIFA	-0.676625
UTP11L	-0.88025
C6orf65	-0.0602499999999999
FDPS	-1.07325
DUSP9	-1.4359
SLC17A8	-1.0096
OR51G1	0.663166666666667
NANS	0.12325
OLFML1	1.84325
ATP10B	-1.06371428571429
NPAS3	-0.16
PRKCA	-1.9355
GGA2	-0.0660625
LCE4A	-0.4445
SPANXN3	-0.427
CCDC115	0.95775
SDCCAG3	-0.71625
GLIPR1L1	0.261
TTC1	0.51625
C17orf76	0.89025
MAD2L2	-1.642
HIPK1	0.0784
LRRC3B	-1.1432
CLN3	-0.777954545454545
C17orf47	1.6195
FMN2	-2.774875
TUBB1	-1.65442857142857
WAPAL	0.524833333333333
C3orf21	0.08925
SCN5A	-1.49233333333333
SMYD1	1.7825
BEX5	0.71975
ZNF192	-0.1145
SEC22A	-0.3505
GRIA2	3.68225
KIAA0825	-3.0475
NUSAP1	-2.64018181818182
LANCL1	-0.080625
C15orf40	-1.245
ZNF645	0.5385
GPR61	-1.315
NLRP14	0.487
SNX21	-0.0746
C1QTNF8	0.674
C17orf46	-0.866333333333333
IFNA8	2.131
SPRR1B	-0.2498
FLRT1	0.5405
SNX17	-0.604
ASB2	0.0148333333333333
HBG1	-5.6365
RPRML	-2.55866666666667
JOSD2	-0.0875
PLSCR3	0.30725
SPOCD1	0.102
RAB39	-1.2535
GHRH	0.447333333333333
ITIH5L	0.0519999999999999
C17orf37	-0.05375
SMCR8	0.79675
DPY19L2P3	-1.10333333333333
IL11RA	0.414166666666667
GDF3	-3.18916666666667
RPS6KB1	1.228
DNAJC19	-0.1265
TOP1	-0.2015
CRCT1	0.49325
MPST	0.2045
DPM2	-0.00425000000000002
FAM38B	0.1275
SLC18A1	-1.5206
FARP1	0.3105
PAX7	-0.59475
TUBD1	0.4995
GNL3	-0.297875
BTG2	-0.0833333333333333
NDUFS6	-0.7535
C1orf79	-1.247
ERAL1	-0.40575
ECHS1	0.672
VPS4A	0.203
CYP11A1	-0.423
ABCC6	-2.12807142857143
PBX4	-1.987
MOSC1	-0.762
NCF4	0.005
HYMAI	0.604
NAGPA	-0.45625
OTOP2	0.10325
ACOT12	-0.665
MTHFD2L	-1.34375
LOC441376	5.7475
C19orf34	2.1875
RAB1B	-0.7035
ALDOAP2	0.624
NTRK1	-0.000333333333333297
ARTS-1	0.8608
SLC6A11	-1.016
NAP1L2	-0.67325
CNGB1	0.329833333333333
EPB41L4B	-1.19509090909091
FAM134B	2.5885
HS3ST3A1	0.371666666666667
CPXM2	6.20325
SIRPB2	-1.109
CHORDC1	-0.518333333333333
TRIB3	-1.14
SLC2A5	1.37775
C2orf49	0.671833333333333
DDX5	-0.76675
OR5L1	1.307
ANAPC4	-0.783
ZSWIM1	0.848625
LOC93622	-0.81175
KCNK3	-1.0698
RP11-35N6.1	-2.4145
ZFP161	-0.2275
AQP9	2.03125
SLC15A2	-1.499
MREG	0.414333333333333
OR9I1	0.621
PDLIM2	0.587375
ADAM7	0.8765
GSTCD	-0.149
WDR21A	-0.0395
SLC12A8	1.58316666666667
TMEM174	-1.86975
IGSF3	0.812916666666667
LRRN1	1.14725
LOC402117	0.26625
SRPK1	-1.329
LY6K	-1.6555625
NFIA	0.875
PTCD3	-0.334875
LEP	0.261333333333333
PCDH21	-0.9202
MAPKAPK2	0.875571428571429
NMNAT1	-1.0395
LHFPL2	0.562
C9orf43	-0.27125
DIP2A	-0.702833333333333
ACTR8	0.312125
CCDC34	-0.63925
PTPN22	-1.159625
ITGA3	-0.4855
FAM129C	4.95625
RABGGTA	0.7945
UNC45B	-1.4225
KIAA1033	-0.312125
ZNF510	-0.702333333333333
CYP2D6	-0.8185
SLC26A10	-1.9345
STX8	-0.0865
LUZP1	-0.70525
WDR89	-0.783333333333333
EIF4G3	-0.4362
C5AR1	0.43275
ZNF623	-0.26
A2M	-0.02725
TGM7	-0.1845
GRPEL1	-1.348
LMNB2	-2.0232
ROCK2	0.249333333333333
SNX16	-0.0923749999999999
CCDC66	-0.3695
ANXA3	0.36975
KIAA1609	0.032625
EED	-0.977
RNF32	-0.454333333333333
HES1	1.3792
CLC	1.8755
ISL1	-0.413
KIAA0528	-0.921
MANEA	0.069875
C1orf61	-1.916
hCG_2001000	2.48
RAPGEF6	0.1318
KIAA0020	0.0625
NEIL1	0.646
C16orf45	-1.06675
RBM10	-0.0603333333333333
C10orf125	-1.415625
MRS2L	-0.46575
DNAH17	-1.5955
C19orf10	-1.3445
C1orf160	0.26225
SLFN12	0.51425
EXOC3	0.0658333333333333
HIST3H3	0.264
NCOR2	0.542166666666667
TNFRSF9	0.86675
MFSD8	-0.422
ALX1	-2.6814
NOL1	-1.41775
PODN	3.419
TIAL1	-1.04875
HIST1H1E	0.75
NPY6R	-0.11525
TM4SF4	0.10775
CORO2A	0.6215
ETNK2	-0.573833333333333
APOE	0.6104
ANGPT4	0.875
HDGF2	-0.3215
G30	null
ST8SIA4	-0.779857142857143
F2RL1	-0.44725
FAM19A4	-2.219
CCAR1	-0.91225
B3GNT7	-1.7445
OPHN1	-0.1789
DSCR6	2.6355
C21orf13	0.9435
GAS2L1	0.0775833333333333
RFX3	0.349
COPS4	-0.705125
BCHE	-4.1225
BCL2	3.5715
HBZ	-2.867
ARL13B	-0.208625
MAPBPIP	0.549875
MYO15B	-0.247625
SPZ1	-1.54466666666667
KIAA1324	2.74488888888889
PLCL2	-1.5045
C4orf29	-2.5955
WDFY2	-1.312625
ZNF284	0.2395
NAALADL1	-0.389
DUSP5	2.69933333333333
PXDN	0.88525
SLMO1	0.69325
TNXB	0.5246
BIRC7	-0.66
A4GALT	0.966333333333333
TIMM22	-0.00599999999999999
FAM110C	1.68
TOMM34	-0.61825
ABHD9	0.6875
ADAM32	1.245
CRHBP	-0.52875
AQP2	0.532125
LOC130355	0.18125
ZNF187	0.466333333333333
ZNF816A	0.763
F7	-1.1735
CNOT1	-0.199
SLC13A4	-0.53875
ZBTB11	-0.39175
B3GALT5	0.894
EXOC2	1.504
IRS1	-0.5205
TMEM1	-0.313166666666667
MRPL34	-0.375
SAMM50	-1.43325
CDC42EP3	-0.31425
HSF2	-1.1899
MFN2	-0.738
TSPAN7	-2.43616666666667
NUCB1	0.800916666666667
RHOH	2.05075
ARL16	-0.945
TACR1	0.745
SFRS5	-0.656333333333333
SNX25	-0.24175
RHBDF1	0.349666666666667
PCDH18	1.96883333333333
HMG1L1	-0.1495
MYO5C	0.293375
MAPK10	0.8525
LDHAL6A	-0.72
NUDT12	0.185333333333333
NCAM1	-0.557
GLIS2	1.3115
GGTL4	-0.446
DAPP1	-0.367
ATF7	-0.0488571428571428
KIAA0748	-1.722
NFIL3	-1.71325
TM6SF1	-0.097
SEZ6	0.759625
NANOS3	0.894333333333333
DNAJA3	-0.901
CLDN6	-2.8545
CIITA	3.0881
EPHA4	-1.23616666666667
FANCC	-0.14675
CMTM3	0.751375
PSG3	-0.0785
MRPL15	-0.539
C21orf59	-0.1485
PLCXD2	0.12275
C2orf34	-0.763428571428571
UBE2L6	1.839375
MED14	-0.210833333333333
HP1BP3	-0.1482
C6orf208	0.1755
TPBG	-0.14225
OSR2	-0.236875
XPC	-0.123666666666667
KLHL7	-0.89325
CCR3	-0.00575
AGTPBP1	-1.757
PCSK6	1.024
STAT5A	-1.3999
FAM18B	-0.88
LONRF2	-1.857
PTPN2	-0.348875
SF3A3	-1.0945
EFCBP2	-1.7905
HCFC1	-0.927833333333333
AHNAK	0.96345
ACTR5	-0.3365
KIF14	-2.48514285714286
TENC1	0.55875
HEATR5B	0.2435
YIPF2	1.06016666666667
MYEOV2	0.9155
DUSP18	1.4705
KIAA1012	0.2045
AHR	-0.493333333333333
C17orf53	-1.6945
PTPRH	-3.1175
ATP6V1C1	-0.6346
TAS2R3	1.147
LOC440356	0.293
COQ10B	0.7115
PSMF1	0.3335
SORBS2	0.390181818181818
NFE2L2	-0.50225
TMCO7	0.51975
SH3PXD2A	-0.1252
SH2D2A	-0.30375
SPINK5	-3.39175
MRPS24	-1.0685
OPA3	0.63625
TRAF7	-0.681166666666667
C4orf35	-0.479166666666667
MT1G	-0.831375
MGC39545	0.496666666666667
HS1BP3	0.052
OR2B2	-0.291
CHRM4	0.399
SFRP2	3.61616666666667
RIC3	-0.186
ART1	-0.279
C6orf1	-0.249
DUS4L	-1.336
C10orf104	-0.05275
TNFAIP6	3.304
RTEL1	-1.531
CCT4	-0.6671
ZNF709	0.351
CHMP6	0.191166666666667
UPP2	0.72475
CYP19A1	-1.991125
CD151	0.400333333333333
NDUFA13	0.1165
ARFRP1	-1.03566666666667
FAM26B	1.88275
CRYBA1	-1.225
MRPL41	-0.145666666666667
NPFFR2	-2.401625
HRH2	0.8805
SCAMP3	-0.184333333333333
MTMR6	1.0475
MTG1	-1.39466666666667
UBTD1	1.88225
CRABP1	-2.6
FLJ33790	0.5174
KIAA1908	-1.4045
GPR158	-1.72675
PACSIN3	-0.216
OMD	4.25166666666667
CATSPER1	-0.736
HOXB8	0.15875
FBXO46	1.5825
OAS1	2.087
SVIL	0.89175
PHB2	-1.57325
ADCY3	-0.261
NDRG2	0.354666666666667
ERMAP	0.3459
APBA2	-0.188333333333333
IGSF9	2.511
WNT6	0.107714285714286
MYCBPAP	1.24325
ATP2B2	0.274666666666667
CPVL	-1.5028
TRAM2	-0.6929
NOP5/NOP58	-0.2535
ZNRF4	-0.0475
TLK1	0.443625
MTMR12	-0.409571428571429
ZNF384	-1.33016666666667
FAM9B	-2.83675
RPN1	0.3496
PMVK	0.56375
EIF3D	-0.4347
SIX2	0.324
HPS1	0.640642857142857
RNF7	0.20825
PSKH2	0.2745
KCTD13	-0.168333333333333
CSMD3	-0.339111111111111
FBF1	-0.2195
IL8	-5.30425
SERPINB13	0.9416
FBXL20	-0.488
BLR1	-0.21275
SH2B1	-1.35866666666667
RFNG	-0.53325
RAB20	-0.7685
RBM7	-0.239
POLR1A	-0.557833333333333
TMPRSS4	-2.231
TAF9	-0.799875
TERF2	-0.1775
TNFRSF1A	0.359416666666667
ACADVL	-1.33383333333333
GTF2H5	0.376
EDG8	-0.32
C9orf140	-1.216
UST6	-0.14575
ZBTB8OS	-0.765
ZNF710	-0.5975
GPR174	-1.9005
ATP6V0A2	0.02425
KIAA0319L	-0.580333333333333
XKRX	-1.272
DOPEY2	0.8366
SDHD	-1.03725
SUMF1	1.6335
OSM	2.20875
OPN3	-2.41
DAGLB	0.135
PPFIBP1	0.3738
TRIM63	-3.37925
C10orf53	1.649
LYPD3	1.2285
BCL7A	-0.156
AGER	-1.32916666666667
TCF19	-1.042125
SAT2	-0.735
PFTK1	1.14683333333333
GABRE	-2.862375
C15orf38	0.3667
FIS1	-0.3935
KCNV2	-1.437
CLPS	-0.42975
PPCDC	-1.3435
FOXN2	0.2075
NT5E	-3.1045
CD83	0.64625
IL18	0.325125
VPS16	-0.13075
IGFBP2	-0.354666666666667
NOTCH2	0.4555
SIGLEC1	2.21125
CD93	4.387
SULF2	0.7755
CEP164	0.199375
P53AIP1	-0.5362
TOR2A	-0.152333333333333
ZNF136	1.46475
MGP	4.0395
CCDC144A	-0.6056
TRPC1	-1.27716666666667
SMS	-0.329166666666667
MAPK7	-0.481666666666667
RRAGC	0.71425
PARD6A	0.243666666666667
NUB1	0.937166666666667
SYNGR4	0.954
OR11H12	0.349
WIF1	-0.343714285714286
GCH1	0.51075
OR11H4	0.8735
SLC44A5	-0.5495
GPRIN2	-1.44916666666667
LOC401431	-0.839
CPA4	-2.5578
MELK	-2.50655555555556
IL15RA	0.186
CUL3	0.254714285714286
HMBOX1	0.3465
PODXL	-2.1575
CCT6B	1.94183333333333
COMTD1	0.26675
MUC20	-1.5765
GPX2	-2.9025
ITK	-1.772625
FBXL5	0.5515
C13orf27	-1.275
DEFA5	0.5845
TRHDE	0.3265
MTP18	-1.87683333333333
UQCRQ	0.1603
ITGB2	0.556916666666667
CSRP2BP	0.17725
