Hybridization REF	TCGA-A8-A06Q-01A-11R-A034-07
NAP1L2	-2.1465
CNGB1	0.0401666666666667
EPB41L4B	0.195666666666667
FAM134B	1.33575
HS3ST3A1	-1.69883333333333
CPXM2	3.39975
SIRPB2	0.3135
CHORDC1	-1.02133333333333
TRIB3	-0.780666666666667
SLC2A5	0.679
C2orf49	-1.2695
DDX5	-0.4835
OR5L1	1.156
ANAPC4	0.0716666666666667
ZSWIM1	0.619875
LOC93622	0.453125
KCNK3	-0.4928
RP11-35N6.1	-1.10575
ZFP161	0.289833333333333
AQP9	1.28125
SLC15A2	-0.188833333333333
MREG	-0.259166666666667
OR9I1	0.0905
PDLIM2	-0.801625
ADAM7	0.113
GSTCD	-0.478666666666667
WDR21A	0.503875
SLC12A8	1.75083333333333
TMEM174	-0.05675
IGSF3	0.919916666666667
LRRN1	-3.5165
LOC402117	0.10375
SRPK1	-1.22716666666667
LY6K	-0.342
NFIA	2.8685
PTCD3	-0.145375
LEP	0.0653333333333333
PCDH21	-0.417666666666667
MAPKAPK2	0.709642857142857
NMNAT1	0.230833333333333
LHFPL2	0.055
C9orf43	0.42525
DIP2A	-0.0995
ACTR8	-0.487375
CCDC34	-0.7765
PTPN22	-1.22225
ITGA3	-2.22675
FAM129C	0.11125
RABGGTA	0.5165
UNC45B	0.14725
KIAA1033	0.581125
ZNF510	-0.262
CYP2D6	-0.221666666666667
SLC26A10	-1.9415
STX8	-0.253
LUZP1	-0.412625
WDR89	0.853
EIF4G3	-0.3116
C5AR1	0.25875
ZNF623	0.4145
A2M	-1.03225
TGM7	0.1665
GRPEL1	0.363
LMNB2	-1.0196
ROCK2	-0.368
SNX16	-0.62325
CCDC66	-1.13425
ANXA3	-3.08825
KIAA1609	-0.62425
EED	-0.995
RNF32	-0.269666666666667
HES1	0.5401
CLC	0.1135
ISL1	-0.519833333333333
KIAA0528	0.028875
MANEA	-0.427375
C1orf61	-2.221
hCG_2001000	0.056
RAPGEF6	0.2432
KIAA0020	0.224
NEIL1	2.3195
C16orf45	-0.588375
RBM10	-0.00383333333333334
C10orf125	-2.34625
MRS2L	-0.57925
DNAH17	-1.32975
C19orf10	-0.01325
C1orf160	0.666
SLFN12	0.912
EXOC3	0.175666666666667
HIST3H3	0.3375
NCOR2	-0.307166666666667
TNFRSF9	-0.4615
MFSD8	-0.1835
ALX1	-3.012
NOL1	-0.912
PODN	1.41025
TIAL1	-1.185
HIST1H1E	-1.4535
NPY6R	0.17625
TM4SF4	-0.1445
CORO2A	-0.19025
ETNK2	-0.765833333333333
APOE	0.4804
ANGPT4	0.3905
HDGF2	-0.19075
G30	0.506
ST8SIA4	-1.029375
F2RL1	0.004875
FAM19A4	-2.50525
CCAR1	-0.73175
B3GNT7	0.03725
OPHN1	-0.4762
DSCR6	1.4955
C21orf13	0.84
GAS2L1	0.777916666666667
RFX3	0.00783333333333333
COPS4	-0.26075
BCHE	-4.491
BCL2	-2.104375
HBZ	-3.25083333333333
ARL13B	0.3725
MAPBPIP	1.117
MYO15B	-0.181125
SPZ1	0.41225
KIAA1324	4.55644444444444
PLCL2	-2.030625
C4orf29	-1.115
WDFY2	-0.8415
ZNF284	-0.6495
NAALADL1	-0.683
DUSP5	-1.74183333333333
PXDN	-0.06175
SLMO1	-0.86025
TNXB	0.5091
BIRC7	-0.034
A4GALT	-0.596666666666667
TIMM22	0.571
FAM110C	-0.11775
TOMM34	-0.476625
ABHD9	-0.319
ADAM32	3.104
CRHBP	-0.03925
AQP2	0.334
LOC130355	1.1435
ZNF187	0.544333333333333
ZNF816A	0.9185
F7	-0.865875
CNOT1	-0.3542
SLC13A4	-0.5735
ZBTB11	-0.0965
B3GALT5	0.31275
EXOC2	0.898166666666667
IRS1	-1.5368
TMEM1	0.177166666666667
MRPL34	-0.262
SAMM50	0.252
CDC42EP3	-1.38
HSF2	-1.033
MFN2	-0.029
TSPAN7	-2.7655
NUCB1	0.90775
RHOH	1.9335
ARL16	-0.606
TACR1	0.14175
SFRS5	-1.64366666666667
SNX25	-1.02225
RHBDF1	0.705833333333333
PCDH18	-1.0085
HMG1L1	-0.03
MYO5C	1.67675
MAPK10	0.281
LDHAL6A	0.378166666666667
NUDT12	0.902666666666667
NCAM1	-0.100625
GLIS2	0.774
GGTL4	1.9785
DAPP1	-1.34925
ATF7	0.8155
KIAA0748	-0.9725
NFIL3	-1.784
TM6SF1	0.651
SEZ6	0.0015
NANOS3	1.76666666666667
DNAJA3	0.242666666666667
CLDN6	-2.3755
CIITA	1.565
EPHA4	-2.31191666666667
FANCC	-0.23625
CMTM3	-1.9165
PSG3	-0.274375
MRPL15	0.35825
C21orf59	0.376
PLCXD2	0.09975
C2orf34	0.20225
UBE2L6	0.34075
MED14	-0.339666666666667
HP1BP3	-0.3517
C6orf208	0.2115
TPBG	-0.362
OSR2	0.59975
XPC	-0.423333333333333
KLHL7	-1.41233333333333
CCR3	-0.424833333333333
AGTPBP1	-1.20033333333333
PCSK6	-0.272933333333333
STAT5A	-1.3144
FAM18B	0.21775
LONRF2	-0.319833333333333
PTPN2	-0.431875
SF3A3	-0.668333333333333
EFCBP2	-0.00549999999999999
HCFC1	-0.555
AHNAK	-1.08025
ACTR5	-0.0815
KIF14	-2.13157142857143
TENC1	0.655
HEATR5B	1.1465
YIPF2	0.5985
MYEOV2	1.0585
DUSP18	0.60775
KIAA1012	-0.35075
AHR	-0.473166666666667
C17orf53	-0.804333333333333
PTPRH	-3.09275
ATP6V1C1	-0.5559
TAS2R3	0.112
LOC440356	-0.8875
COQ10B	-0.078
PSMF1	-0.4895
SORBS2	0.466166666666667
NFE2L2	-1.2125
TMCO7	-0.44125
SH3PXD2A	-0.9614
SH2D2A	-1.9025
SPINK5	-1.93325
MRPS24	-0.52175
OPA3	0.371
TRAF7	0.594666666666667
C4orf35	-0.0221666666666667
MT1G	-1.2305
MGC39545	-0.11275
HS1BP3	0.5314
OR2B2	0.511
CHRM4	0.11
SFRP2	-1.9355
RIC3	0.243
ART1	-0.3925
C6orf1	0.682625
DUS4L	-1.04075
C10orf104	2.0315
TNFAIP6	-1.487
RTEL1	1.8805
CCT4	0.2752
ZNF709	0.093
CHMP6	0.744166666666667
UPP2	0.29325
CYP19A1	-2.42525
CD151	0.259333333333333
NDUFA13	0.1235
ARFRP1	1.10683333333333
FAM26B	-0.20575
CRYBA1	-1.3295
MRPL41	-0.0375
NPFFR2	-0.914125
HRH2	0.0825
SCAMP3	0.222166666666667
MTMR6	-0.0068
MTG1	-1.31833333333333
UBTD1	0.097
CRABP1	2.103
FLJ33790	1.8733
KIAA1908	-0.7145
GPR158	2.04775
PACSIN3	0.129
OMD	0.4945
CATSPER1	-1.30333333333333
HOXB8	-0.38325
FBXO46	0.7865
OAS1	0.211166666666667
SVIL	-0.17575
PHB2	-0.18425
ADCY3	-0.6695
NDRG2	1.88166666666667
ERMAP	0.6913
APBA2	0.441
IGSF9	2.57825
WNT6	-0.581071428571429
MYCBPAP	-0.64725
ATP2B2	0.3032
CPVL	-1.279
TRAM2	-1.6385
NOP5/NOP58	-0.37425
ZNRF4	-0.22875
TLK1	-0.5175
MTMR12	0.777
ZNF384	-0.2645
FAM9B	-0.781
RPN1	1.2598
PMVK	0.74475
EIF3D	0.4732
SIX2	-0.81375
HPS1	0.315285714285714
RNF7	0.35425
PSKH2	0.129
KCTD13	-0.0401666666666667
CSMD3	-0.3879
FBF1	-0.0565
IL8	-5.595125
SERPINB13	0.269416666666667
FBXL20	-0.8035
BLR1	0.147
SH2B1	0.292333333333333
RFNG	0.735125
RAB20	1.07883333333333
RBM7	-1.42025
POLR1A	0.015
TMPRSS4	-2.27825
TAF9	-0.36925
TERF2	-0.540166666666667
TNFRSF1A	0.205916666666667
ACADVL	-0.403166666666667
GTF2H5	0.913
EDG8	-0.919666666666667
C9orf140	-0.60975
UST6	0.023
ZBTB8OS	-0.3025
ZNF710	0.8665
GPR174	-1.011
ATP6V0A2	-1.258
KIAA0319L	0.683
XKRX	0.9025
DOPEY2	0.2494
SDHD	-1.23558333333333
SUMF1	1.25975
OSM	0.73525
OPN3	-1.794
DAGLB	-0.946833333333333
PPFIBP1	-0.35
TRIM63	-3.631
C10orf53	-0.121
LYPD3	2.00133333333333
BCL7A	-0.158125
AGER	-0.884333333333334
TCF19	-0.36
SAT2	-0.13075
PFTK1	-0.126166666666667
GABRE	-3.103125
C15orf38	1.3216
FIS1	0.419
KCNV2	0.21375
CLPS	0.31075
PPCDC	0.233
FOXN2	-0.407
NT5E	-4.0532
CD83	-0.51925
IL18	-0.458125
VPS16	-0.08675
IGFBP2	0.927166666666667
NOTCH2	0.52225
SIGLEC1	1.6955
CD93	1.9775
SULF2	-1.8645
CEP164	-0.274875
P53AIP1	0.2975
TOR2A	0.115166666666667
ZNF136	0.5445
MGP	3.0204
CCDC144A	0.6155
TRPC1	-2.298
SMS	-0.205333333333333
MAPK7	0.0811666666666667
RRAGC	0.06475
PARD6A	0.570333333333333
NUB1	0.807166666666666
SYNGR4	0.70475
OR11H12	0.112
WIF1	0.224375
GCH1	0.0805
OR11H4	0.017
SLC44A5	0.0595
GPRIN2	2.78883333333333
LOC401431	1.46625
CPA4	-1.31
MELK	-0.701
IL15RA	-1.32875
CUL3	0.057
HMBOX1	0.829
PODXL	-1.77075
CCT6B	0.556666666666667
COMTD1	1.2075
MUC20	-1.92966666666667
GPX2	-3.109625
ITK	-1.841125
FBXL5	2.23975
C13orf27	-1.30825
DEFA5	0.424
TRHDE	-0.00650000000000001
MTP18	0.235833333333333
UQCRQ	1.7453
ITGB2	0.522916666666667
CSRP2BP	-0.168
TAS2R44	0.4255
PHPT1	-0.434375
FAM44C	0.26425
ERH	-0.52975
MPHOSPH1	-1.54033333333333
MORC1	-0.235
PARVB	-0.33375
LAMA1	-2.29625
PGBD3	0.344
GIMAP6	2.51
AREG	-2.99133333333333
LIPT1	-0.5695
MGC99813	-1.301
C1orf201	0.00116666666666665
GRIN2A	-0.3632
MAN2C1	-0.947375
NSUN5	0.0495
SF3B5	-0.08425
MYC	-1.7898125
NRXN1	-0.0941666666666667
ZNF18	1.1655
SPDYA	0.203
SLC37A1	1.927
DECR2	0.3405
ANKRD38	-1.650125
SPTLC3	-0.9445
SUPT16H	-0.488375
DTWD2	1.00025
ULBP1	-0.1385
ZADH1	-0.011
OIP5	-1.57675
IL10RB	0.0703333333333333
OTUB2	1.52625
VWA3A	0.123
SPIC	0.311166666666667
OR6C4	0.279
PSCD4	0.196833333333333
DPY19L2P2	-0.7245
TRAPPC6A	0.976666666666667
C21orf2	-0.2775
CEMP1	1.20125
LIN7B	0.1235
E2F7	-0.454
VCP	-0.1256875
LAMA3	1.43883333333333
BGN	0.478
GPR160	1.42133333333333
COCH	-4.575
GPR81	2.238
APOBEC3F	-3.0175
tcag7.1017	-0.095
C1orf32	0.197
SCGB1D2	6.722
FLJ43987	0.2835
C6orf170	0.7635
KLK9	0.4425
GPD1L	1.255375
VPS37B	1.43075
ATG3	0.368
ADAMTS17	0.0175
KLHDC2	0.232666666666667
NDUFV2	0.01025
BLK	-2.092
MATN4	-1.4235
GPM6A	-0.141
GBP4	1.562
TMEM162	0.1645
PKP2	-1.107
HRASLS	3.091
MMP1	-5.41475
SFXN3	-0.8613
FSD1	-1.41216666666667
ST6GALNAC3	-2.1495
CA12	3.1024
NCOA6	-0.2715
C19orf58	-0.0395
PPP4R1	0.0765
MAN1A2	0.919
IKBKAP	-1.13925
UPF1	0.0183333333333333
KIAA1219	0.07375
WNT16	0.111
SNW1	-0.872125
IL18RAP	0.565
RPP30	-0.616875
CDC40	0.0659285714285714
SETD3	0.134333333333333
SLAMF6	0.06725
ELK4	-0.367
TRIM47	0.0501666666666667
ACOX3	2.35175
TRIM6	-0.58125
KIAA0372	-0.0485
TP53AP1	1.398125
SMURF2	-0.32375
ADAD1	0.25475
EBP	0.4881
KRTAP13-2	-0.276
FLJ36874	-1.599
TOR1A	-0.493666666666667
P2RY4	0.558
GPBP1	0.24975
TRPV1	0.331625
ADAMTS12	-0.516
PES1	-0.0898
ATG4A	1.15233333333333
MAGEA10	-4.1775
WFS1	1.91075
CC2D1B	-0.284666666666667
PABPN1	-0.640875
SLC25A30	-0.0765
SLCO1C1	0.171166666666667
SLC22A5	1.82525
KIF23	-1.367
SYN2	-0.456
ASPN	3.603
CENTG2	-0.42525
QSOX2	-1.7975
FLJ10815	0.00183333333333334
STK24	-0.4208125
SPEG	0.041
STK10	-0.0558333333333333
DACT2	-1.855
AAAS	-0.383
SSX3	-1.389
ABCD3	0.3413
C4orf12	-1.210125
PARVG	-0.0925
FIG4	1.06075
C9orf46	1.50575
TMCO6	-0.2795
IGHMBP2	0.2665
DUS2L	-0.326833333333333
FAM3C	-0.1044375
TMEM16D	-1.586875
DCTN4	1.08175
KCNH3	-0.13975
EIF2AK2	0.44625
AP1S3	-0.455375
CST4	-0.1655
PAM	-1.556625
NUTF2	-0.62675
CITED2	0.564
SLC39A4	-0.04325
C2orf52	-1.0285
GRM3	0.0185
C12orf49	0.586625
CCDC49	-0.5943
GRAMD1B	-1.33725
FNDC4	0.367
SIAH2	1.031625
GDPD4	0.069
C21orf87	0.324875
ATP5A1	0.616166666666667
C16orf63	0.0175
LOC388135	-0.178
ATP5J2	-0.024125
MMP3	-4.99625
EMID2	-0.29825
CRHR1	0.13475
WDR70	0.118
C13orf31	1.49575
ZFAND1	-0.80475
CCL18	3.85966666666667
C3orf49	-0.0255
RINT1	0.296
KIAA0408	-1.927
F13A1	1.8009
SLC10A1	0.0761666666666667
OGN	-1.72725
GIPC2	-1.498
XPO6	-0.165833333333333
LCE1A	0.2845
FMR1	-0.3489
LOC374920	-1.20625
DUSP3	-0.288625
ANKMY1	0.40775
C7orf50	-0.97825
BBS9	0.0337000000000001
UNC119B	0.019375
C9orf72	-0.521625
MGC35440	-0.1905
ENTPD6	-0.166125
PPP1R2P9	0.08425
ERCC4	0.33575
FAHD2B	0.497
HMHA1	0.0265
HACL1	-0.16025
RAD23A	-0.467166666666667
FAM83B	-1.69975
PPP5C	-0.804666666666667
RNASEH2C	-0.62625
C9orf153	0.12375
SCAMP4	0.723875
GHITM	0.7042
NDUFB7	0.312125
ADCYAP1	-0.1585
SP110	1.12016666666667
MAP3K7IP2	-0.25775
DHH	0.132
AGRN	0.873714285714286
WDR33	-0.164
CEP290	0.534833333333333
PRPS1L1	-0.672166666666667
KLRA1	0.041
GPR97	-0.041
CHD7	0.0996666666666667
TLR10	0.491
SLC30A8	-0.412
HIC1	-0.237166666666667
IAPP	0.1125
RXFP4	0.07325
GP1BB	0.88
SHQ1	-0.0995
NKX2-3	0.417166666666667
API5	0.3055
FTHP1	-0.158
MOV10L1	-0.134166666666667
TRIM6-TRIM34	1.0825
ADHFE1	0.48425
FAM117A	-0.9945
DDI1	0.245833333333333
CDON	-1.46283333333333
TRIM73	-0.7435
IGKC	1.8845
MMP14	-1.98675
DYNC1LI1	0.129875
C11orf66	0.162
TRBV3-1	-1.526
FASTKD5	-0.98175
BIVM	-1.209
LHX4	0.177
CXCL2	-2.0279
RAB2B	-0.183333333333333
IZUMO1	-0.43725
MAP3K15	-1.602
FAM19A2	-0.170166666666667
ZC3H8	-1.07816666666667
ZMAT1	2.815875
SPINK5L3	-2.27075
SLC10A6	0.4445
APPL2	0.596625
CARD10	0.1665
LOC402176	-0.516375
EEF1D	0.8487
RAB6A	0.4406
C12orf5	-0.97325
PAPOLG	-0.2555
MSRB2	1.05475
BCR	0.616166666666667
PUS3	-1.475
TIAM2	-1.71125
ZNF317	0.3655
CHD2	0.031
FZD5	-2.53427272727273
NUDT8	-0.48725
ZNF763	0.2135
PRC1	-0.860888888888889
ABCB9	1.43616666666667
SPATA3	0.41075
TRAK2	-0.59
STAB1	1.806625
LRRTM2	0.141333333333333
psiTPTE22	1.00675
DBI	1.10675
SERPINA11	1.85175
NAT5	-0.40225
C20orf58	-2.124
RPS6KA4	0.1445
FLJ90650	-0.13575
TGFBRAP1	-0.14025
CHRDL2	-1.11575
FAHD2A	0.186333333333333
CNTN1	0.15575
BBS4	0.1594
TMEM181	0.63475
MINPP1	-0.39375
MPHOSPH6	0.3855
HOXC10	1.5219
ITPKB	0.129
CLPTM1L	0.198375
MEOX2	-0.89
ATP6V0C	0.992875
PRPF8	-0.0528333333333333
TMC5	3.24275
FKBP3	-0.23675
PLEKHB2	-0.34525
OR4D6	-0.1665
ZNF544	-0.1365
D2HGDH	0.180125
RPL18A	-0.0967
HEL308	-0.41825
MPP6	-2.74725
TCERG1	-1.06575
KRT16	-1.98783333333333
KLF17	-1.162
KLF5	-0.1115
CDR1	-0.585625
VCX3A	-0.496
FBLN2	0.53325
C14orf104	0.0255
HBE1	-4.9194
OR4S2	0.0105
C1orf108	-0.0658333333333333
ROBO4	1.35566666666667
CPEB4	1.091
C11orf80	1.44466666666667
BCKDHA	0.886333333333333
MYOC	0.0305
GIF	0.248
CKMT1A	2.183
RPL3	0.6726
THBS1	1.5365
APOO	-0.01675
ARMCX1	1.61925
HSZFP36	1.391
SNAPC5	-0.129
EIF4ENIF1	0.5135
ZNF433	0.80225
TNFRSF21	-1.676
TMPRSS7	-0.015
SPATA18	1.2922
HPDL	-3.3245
MKL2	0.5573
TBX3	0.807692307692308
C21orf93	0.410166666666667
DAXX	0.64525
ELMO1	-0.17925
RGS13	0.325333333333333
TAF11	-0.78725
UNC13A	-1.594375
LOC653314	-0.4816
ORC3L	-0.741
IMAA	-2.356
TARBP2	0.00675
CABIN1	-0.0263
TRIOBP	0.2971875
HIST1H2AC	0.102875
RGS22	-2.74583333333333
NCOA1	0.9115
IL25	0.913
SNCG	2.0165
GPR6	-0.022
AMDHD1	-2.41083333333333
CHEK2	-0.026375
C6orf142	-0.77
DRD4	0.5845
C14orf68	-0.939
GDF11	-2.10075
SEMG2	0.436
CD247	-2.2315
CDAN1	0.1925
RBMX2	0.0846666666666667
TGS1	-0.01575
OIT3	0.00900000000000001
SYF2	0.00425
MCM4	-0.69175
PKHD1L1	0.11075
CEP192	-0.208833333333333
IFT88	0.6195
RPL9	0.722785714285714
RAB32	-0.118
DDX43	-1.65975
P2RX2	0.377333333333333
OR5D18	0.4705
UBE1	0.41475
SLC24A1	1.058875
ARHGAP5	-0.4915
CETP	-1.70575
KIAA1731	-1.273
SLC9A4	0.097
PTPN6	1.04475
BAHD1	0.4255
GRIK3	-0.252
CACNB2	-0.7307
PDE10A	-1.358
DGCR14	0.143
PCDHB9	-1.70383333333333
RHOQ	-0.891833333333333
MAP3K4	0.057
KTI12	0.144166666666667
RPL23AP13	-2.92
GNG11	-2.168
CLCN3	0.476333333333333
GPAM	-0.874375
VSTM2A	0.121
SLAMF7	1.16816666666667
INTS2	-1.912
PPP2CA	0.5411
LRP12	-0.832066666666667
SEC14L2	0.771666666666667
DKFZP586H2123	-0.215
MC3R	0.01
CIRH1A	-1.7365
HIST1H2AB	-0.3825
POLH	-0.51825
MGC16703	-0.623
SNAPC2	1.189
FILIP1L	-0.6295
RASGRP4	0.0735
LRRC1	0.4405
GAS1	-3.38875
PRAC	-0.77375
DGKA	-0.804
NT5C3	-1.2595
PEG3	-3.7755
NADK	-0.63525
PRR17	1.298
LOC374569	1.767
SGSH	0.683666666666667
NLRP8	-0.192
GALT	-1.4637
MCF2	-0.6325
ZNF263	0.94575
TACSTD1	2.48633333333333
TYR	-6.0395
ATP6AP2	0.38575
RNUXA	-0.08325
ABHD10	0.5235
GDPD2	-0.80575
SLC35C1	1.359
UBE2A	-0.3285
HERC5	-2.61983333333333
FAM112B	-4.5325
FBXL16	1.72025
DKFZP434A0131	-0.66625
ELA3A	-1.802
RBM41	-1.056375
HAO2	-0.1525
RNH1	0.200625
SHANK2	2.379
OSBP2	-0.9015
DAK	0.200666666666667
C3orf58	0.271416666666667
TCL1B	-0.7465
KBTBD2	-0.92225
SUGT1L1	0.16075
UBE2E2	1.134
MYL9	0.718
CDC23	0.359666666666667
PBXIP1	1.0753
CXorf40B	1.5675
NBL1	-0.622
RTBDN	0.4575
RAB11FIP5	0.36575
TTTY13	-0.0155
SCOTIN	-0.2655
SOHLH1	3.12766666666667
CDKN1A	-2.13542857142857
NCK1	-0.35275
ZNF550	-0.417
SAPS3	0.597666666666667
SPIN3	-0.0546666666666667
MAGEE2	-0.13475
MIS12	-0.450333333333333
OR8H2	0.1305
KIAA0774	-0.210666666666667
UNC5D	-1.529
CUL7	-0.1835
LIPC	-3.42433333333333
DIO1	2.512
C20orf11	2.0753
CTRL	-0.4065
HS3ST2	2.972
PAK4	1.08466666666667
CCRL1	0.2975
RNF10	0.22275
ZNF567	-0.14825
ZNF660	-1.5915
TCEAL3	0.9495
MAGOH	-0.8
CENPB	0.0685
C19orf7	0.065125
LOC388965	-0.3245
ZCCHC13	0.3365
JMJD1A	-0.7727
HIST1H4H	-0.0595
TBRG1	-0.5908
GPC3	-4.390875
TAF1C	-0.61725
EBNA1BP2	-0.3035
CIAPIN1	-0.7965
PDGFRA	-1.64488888888889
CSTB	-0.420875
CENPI	-0.9425
GTF2E2	-0.779
RPP21	-0.00275
CCNF	-0.0996666666666667
KCNQ3	0.4335
FAM79A	1.52775
SLC22A12	0.8725
NOVA1	-0.673
FZD3	1.0124
AKAP8	-0.886
SOCS5	-0.39875
CFDP1	-0.7565
DLG5	1.312
PGM5	-0.16225
C1orf144	0.276166666666667
HDAC10	-0.501
RND2	-0.77375
C20orf199	-0.65675
RNMT	-0.485375
SLURP1	2.566
ASTN1	-0.71925
SH3BGR	1.6865
MYCL1	-0.57475
ZHX1	-0.2005
CENPK	-1.839
FOSB	-0.2786
LOC643406	0.100625
C2orf59	-1.32375
TMEM135	0.384875
SLC27A2	1.4825
KRT33A	1.7055
OVOL1	1.454
PAMCI	-3.56483333333333
S100A7	-0.6855
ZNF789	-0.1515
HARS2	0.9645
RPL23A	-0.7535
TCF23	0.094
UPF3B	-1.8125
C17orf78	-0.185
HLA-DOB	0.271333333333333
C14orf142	-0.245833333333333
TEKT5	1.97133333333333
DMWD	0.1065
POLD1	-1.61383333333333
GSCL	0.2105
CALD1	-1.559
SCRT1	0.487666666666667
AIG1	1.15825
UNC84B	-0.1575
ZNF404	-0.76575
TMED6	-2.2305
KIAA1462	-0.049
LRRC27	0.686666666666667
PYGO1	0.03
PIGU	0.2665
ALAS2	-3.649
WRNIP1	0.336375
CNNM3	0.5015
ZNF2	0.79375
ST3GAL5	0.192083333333333
MRPL23	0.008
TSSK6	0.16725
PSMA6	-0.7855
C16orf70	-0.55725
KIAA1602	0.09625
ALMS1	0.674666666666667
DCN	-0.353875
TMEM132D	-0.30325
SUCLG2	0.37975
ABHD14A	0.276
DEXI	0.375166666666667
AMPD2	-0.7755
IFNAR2	-0.286
CYB5A	3.0106
TLOC1	0.5515
NXF5	-0.1275
NRBF2	-0.5865
KCTD3	1.199
ITGAE	0.0525
SLC30A3	-1.70633333333333
ZRF1	-0.613
IFRD2	-0.7885
XAB1	-0.20325
PYCR2	-0.0885
SERPINB3	-2.671
TMLHE	-0.1834
GEFT	-1.710125
ABCA5	-1.534375
EMR4	0.175166666666667
TSFM	-0.13775
HIST3H2BB	-0.51875
ARHGEF19	1.2895
TSPAN17	1.01266666666667
ABCC8	2.17025
MAP1S	0.233333333333333
C22orf36	1.34225
BNC2	-1.85357142857143
HIST1H4A	-0.52225
NDUFS3	0.346666666666667
WDR3	-0.312666666666667
XKR4	-0.03975
TTC33	-0.106571428571429
STMN2	3.49875
CPN2	-0.604833333333333
HSPC105	1.52425
PCOLCE2	-5.47325
C3orf55	0.7265
KLHDC9	3.6595
TBC1D23	0.573
ATXN2L	-0.96275
MAP2K3	0.269583333333333
SCAP	-0.6225
ZNF486	0.729
C20orf96	-0.81575
NARS	-0.10275
ADAMTSL1	-1.16357142857143
PRCC	0.584666666666667
CCDC126	-0.118166666666667
ZNF675	0.104
CALCOCO1	0.392
ANKRD43	3.2725
CWF19L2	-1.7895
ZBTB32	0.379833333333333
BRAF	-1.53725
ODF4	0.14225
MGC14376	0.638666666666667
HORMAD1	-2.1305
AAK1	0.212416666666667
PEBP1	1.32141666666667
TNFSF5IP1	-0.0826666666666667
DKFZp564N2472	0.0585
RMND1	-0.200125
IGKV1-5	2.51225
COL1A2	-0.487833333333333
SERPINA5	-0.176625
AANAT	0.6655
C19orf21	1.61066666666667
GEMIN5	0.04675
UBR4	-0.334666666666667
LTBP3	1.09483333333333
AMHR2	-2.18933333333333
PROCR	-2.9865
MYBBP1A	0.09375
C20orf39	-1.66633333333333
ZNF697	-0.68425
PASK	-0.7432
ZNF776	0.314166666666667
RFXDC2	-0.2445
KIAA0467	-0.061
C10orf96	-1.76275
ZNF503	-0.69525
GULP1	-1.90683333333333
KCNE4	1.2615
DKFZp434K191	-0.814375
LOC196913	-0.229
BHLHB4	0.777
CH25H	-2.2775
LOC81691	-0.346833333333333
ALPL	-0.399142857142857
COL12A1	-0.25575
FOLR3	-1.99216666666667
GPR123	-0.11575
TRIM62	0.182
ABLIM1	0.525
MAST3	0.05975
RHBDD1	0.233666666666667
LOC338809	0.25
RYBP	-0.02175
TTC26	0.302875
ZNF22	0.131
ISCA2	-0.50275
RDM1	-1.46525
PIGM	0.87
GNB3	-0.947
ACTR2	0.1861
HMGB1	0.41665
EDG1	0.444166666666667
SOAT2	-2.36275
OR10AD1	0.4355
RAP1GDS1	-0.43975
LCE1F	0.207
ESM1	-2.326375
RCN3	-0.3385
CREBL1	-0.3955
DBNL	0.0366666666666667
PTGER3	0.996625
USP30	0.220666666666667
BCL2L12	-0.287666666666667
KIF26B	0.9685
ZNF416	0.47775
ZNF225	-0.1865
C17orf70	0.795
ZNF554	0.9335
RAE1	0.735
TNIK	-1.63933333333333
ACTN3	-0.5935
MGC45922	1.146
CCNA1	-2.2165
RYK	0.441666666666667
IL26	-0.8335
LRP3	1.16183333333333
QARS	0.10225
SOX7	-0.232357142857143
BID	-1.385125
OR2S2	0.228
CXCL14	1.49975
C11orf47	0.209
MGC29891	0.781666666666667
HSPB8	0.1611
PRDM14	-0.7785
NUFIP2	0.356
MNAT1	-0.19075
ZDHHC2	-2.07916666666667
MBNL2	-0.282375
ADD3	-3.327125
CSNK2A1P	-1.27375
KLK6	-2.27166666666667
TMEM111	1.1089
KIAA1279	0.718
NUBP2	0.616
RAB42	-0.56525
ID3	-1.9986
TM9SF1	0.24475
MDP-1	-0.54525
POU4F2	0.154
IQCK	1.997
C16orf14	0.28975
CAPN3	-1.3755
FAM43B	-0.49575
RECQL	-1.08425
AP1G1	-0.1255
CTNNBL1	-0.290666666666667
ECHDC1	-0.637166666666667
SMARCC1	-0.3214
FOXQ1	-1.843625
GNAI3	-0.346666666666667
POLG2	-1.48475
CD4	0.9575
ITLN1	0.44775
EBI2	1.09575
IRF1	-0.30775
PTPRE	-0.6785
PTK2B	-0.21475
NXNL2	0.414
SOX4	0.801333333333333
TSPAN3	0.0196666666666667
SH2D1A	-2.9645
C8orf58	-1.02383333333333
USP20	-0.827
DUSP22	-1.07775
CALB1	-1.4065
L3MBTL2	1.77566666666667
MCRS1	-0.23125
TMEM118	-0.529666666666667
C18orf8	0.445833333333333
FLJ10241	0.1625
GJA12	0.41875
PKD1	-0.118833333333333
ZFP3	0.373
JAM3	-2.833875
LAPTM4A	1.1443
DIRC2	0.40475
KIAA2022	-0.699833333333333
MYOM1	-0.271833333333333
TRPM8	-1.46183333333333
MOP-1	1.326
PHKG2	0.439125
ZNF650	0.127625
KIAA1522	1.63675
PSG8	-1.40666666666667
DDX19B	-0.6595
MOBKL1B	-0.419
DIAPH2	-0.9635
PTPN12	-0.43925
CLN8	-0.8316
CRYZL1	0.2345
CRY2	0.40725
FCGR2B	3.11166666666667
PNPLA4	1.601625
