Hybridization REF	TCGA-BH-A0H9-11A-22R-A089-07
FLJ20489	0.950625
ZNF215	-0.664333333333333
AGPAT6	-1.0275
PDE7B	-0.141
BBX	0.42675
MS4A3	-1.62783333333333
OR4A16	0.8895
EFEMP1	3.0675
TULP2	-0.4806
RERE	1.23175
BNC1	-0.16525
PIGB	0.1615
COMMD8	0.64425
TRIP11	0.16
FLJ40142	-0.72825
PCDHB6	1.27825
FKBP8	-0.3795
FLJ12716	0.3674
POT1	-0.500166666666667
KIAA1109	1.41957142857143
PTPRC	0.554833333333333
UNQ9391	-0.21
CCT7	-1.441
EEF1A2	-3.763
MIPEP	-0.54875
ZFX	1.2812
UCHL3	-0.0268571428571429
LOC388419	-0.388
GSG1L	-0.490666666666667
RAB24	-0.93725
SLA2	0.13125
SDS	0.769
LYPLA3	-0.8415
CASQ1	0.017
SLC25A40	-0.643666666666667
IRAK1BP1	1.67275
ACOT6	1.3085
COL9A3	-3.95475
ASB11	0.48
C2orf18	0.738666666666667
FOXD2	0.457
C6orf211	0.0105
OR8G1	0.269666666666667
MDGA1	0.94375
ADARB1	0.304875
GGT1	-1.77975
WNT1	-0.3617
DBP	0.00550000000000002
COL5A3	0.911
RHOD	0.16325
COL4A2	3.3205
LOC201164	0.66625
HEBP1	1.79025
LUM	0.266083333333333
ZCCHC6	0.52825
PAGE1	-1.09033333333333
DTX2	0.43
SLC7A13	-0.0725
H3F3A	-0.160428571428571
RABIF	-0.49825
D4S234E	-0.315166666666667
DYRK3	0.879166666666667
PFAS	-1.14216666666667
ALOXE3	-0.408
RPLP0	-2.01985714285714
RBM34	-0.097
C12orf28	-0.0035
U2AF2	0.0588333333333333
MKNK2	1.305375
SEC16A	-0.273416666666667
ZNF44	0.148222222222222
YWHAG	1.3895
IGF2BP2	-1.51416666666667
OR1D5	-0.575
SIX6	-1.81375
CCR6	-0.19575
PALM	3.2095
PUM2	0.530857142857143
SPRYD5	-0.0935
ALG10B	0.3175
ZNF365	-0.21175
PHC1	-1.4975
KIAA0913	-0.73125
ARX	0.87625
PPP3CB	1.66116666666667
IRX6	1.1008
ANGPTL4	2.7598
LSM14B	0.3126
PCDHGB7	0.8275
INSM1	-0.0471666666666666
WBP2NL	-0.379
ZNF493	0.1991875
NGEF	-2.0135
RNASE13	0.0895
SPPL2A	0.116166666666667
SFXN1	-1.386
FAM102A	-0.43525
SAPS2	0.714583333333333
JTV1	-1.6955
OR51B4	0.0675
SCGB1A1	-0.816833333333333
NEUROD2	-0.312375
tAKR	-0.09
C1orf26	0.97425
RICH2	-0.59025
TEDDM1	0.099
CYP2S1	-0.4765
TBCE	-0.785166666666667
MAPK1	-1.051
HDHD1A	-0.0295
MRM1	-0.38225
ATP9A	0.738928571428571
HSD17B3	-0.177666666666667
HN1L	-0.461166666666667
RNF216	0.236
HOXD12	-0.724
PPP1R14B	-1.775125
SBF1	-0.273
TAS2R42	0.75
USP46	0.0488333333333333
LILRB3	1.50383333333333
SPI1	-0.414
OXSM	-0.544
GYS2	1.33433333333333
NUPL2	-1.03125
C8orf46	0.0855
SF3A1	0.18525
C21orf99	-1.09325
HOXB4	0.928
YRDC	-0.59375
GPRC5D	0.00700000000000001
BLVRA	-0.21475
KIF12	-0.6545
LRRC23	0.031
FAM14A	0.846833333333333
RASL12	0.263875
DAZAP2	1.10225
IKBKB	-0.162285714285714
ZNF271	1.08116666666667
BOK	3.17125
CXorf6	0.47275
MYEOV	1.462
BTN2A2	-0.5024
FRG1	0.718
HSP90AB6P	-0.40375
ENOX1	1.10783333333333
ZNF706	0.3875
DOK1	1.5893
PGAP1	0.178875
TMEM136	-0.21925
FSCN1	-1.2165
KIF17	1.1615
TRIM66	0.9825
CBR3	1.46633333333333
C13orf24	0.6065
C19orf52	-0.32625
BNIP1	0.47075
AQP3	-1.636875
KRT6C	-1.95566666666667
SIRPA	1.17433333333333
IGFBP6	2.33
PLEKHK1	-0.295625
RNASE7	-0.6635
ARHGEF15	-0.19975
NPHS2	-0.52725
SRD5A1	-0.60525
REXO4	-0.2965
EEF1DP3	0.40425
SLC37A2	-0.56525
ZNF142	-0.3235
ANKHD1	-1.4495
MUT	1.606
VPS37A	0.6285
GPRIN1	-0.21125
SLC38A3	-0.381875
BAZ2B	1.5875
WDR87	0.840333333333333
BRD7	0.1265
POU6F2	-0.2185
NISCH	1.1595
TCEB1	0.0075
LINGO2	-1.065
TAX1BP3	0.07925
RPL34	0.4665
MARK2	-0.362666666666667
AKAP12	2.4944
AMBN	0.1735
SLC25A27	0.6915
FLJ21865	-0.26475
KIR2DS2	0.0376666666666667
WDR77	-1.04525
ATF2	0.691
ITFG3	0.406166666666667
SLC39A13	1.22775
ARL6IP5	1.430125
C10orf137	0.16625
QTRT1	-1.1645
CCNT1	0.391
DYNLL1	-0.2616
WDR53	-0.37375
LIPG	-0.0493333333333334
ASAH3	-0.069
HELB	0.694
PHACTR2	2.331875
VENTX	-0.1355
LAD1	-3.13916666666667
PAOX	1.45375
MAPK8	0.114
CCDC38	0.2305
DNAJC8	0.3981
RBBP8	-0.67325
WNT11	1.8969
KCNJ12	1.3645
HDAC8	-0.493833333333333
STARD4	-0.8305
ACVR1	0.869833333333334
C14orf65	-0.96875
KLB	2.4485
C1orf65	-0.25675
ZFYVE28	0.67725
NSUN6	0.8545
KIF27	0.943
SYTL2	-0.648166666666667
UBXD2	-0.0347
OR6T1	-1.683
CCDC91	1.45514285714286
GRID2	0.1945
CALN1	0.23325
ZNF423	2.144
PSMB4	-0.424666666666667
XPNPEP3	0.0595
ARPP-21	-1.1733
SART1	-0.1285
RACGAP1P	-3.373
SPTA1	-1.4425
C6orf113	-0.483666666666667
C7orf16	0.275
CHST7	1.4735
C21orf29	-0.519
SEMA6D	1.1135
PCMTD1	2.7814375
KIAA1754	-0.0865
MYCN	-0.9825
KCNJ3	-0.0395
MAPK13	-0.2636
ERO1LB	1.15675
NTF3	0.4925
NKX6-2	-0.07275
GTF2B	0.197
GSPT1	-1.69716666666667
GUSB	-0.881833333333333
LOC221091	1.9215
LIG1	-4.3345
EXTL3	0.107333333333333
NID2	-0.597
TTC29	0.58075
TMEM97	-2.057875
EXTL2	-0.0301666666666667
SUZ12	-0.069
IL1F8	-1.124
KRT18	-7.159
MRPS16	-0.52625
PI4K2B	-0.6265
LACRT	0.2515
OR51F2	0.1725
JMJD2C	0.34125
KGFLP1	2.12825
CDK5RAP3	-1.753
YTHDF2	-0.564166666666667
GGCX	0.553625
ARPC4	0.723
EGLN2	0.991
KBTBD4	0.0274285714285714
ROBO3	0.4954
DEFB118	-0.485
KIAA1543	-1.16125
RTCD1	0.4625
MZF1	-0.77575
C18orf26	0.8395
CNIH4	-0.351666666666667
ZFP2	1.988
HTATSF1	0.967
WFDC2	-0.755714285714286
NDUFA7	0.21
TTC22	-0.253333333333333
FAM40B	-0.8305
DCPS	-1.728
SH2D1B	-0.0773333333333333
MRGPRE	-0.6325
SBK1	-0.226
UNQ6411	0.5165
OSBPL9	-0.3945
NUP107	-0.941
MYOZ3	-0.976
PDE4B	-0.13525
FAM113A	-0.947
IDH3G	0.182
FBXL7	0.52725
ARFGAP3	-0.00525
MAPRE2	0.0252307692307692
IL1RN	-0.00790000000000002
KIF13A	1.28025
RAC3	-0.2395
TCTE1	-0.756
TMEM14B	0.461666666666667
ADIPOR1	-0.124
GRINA	0.465
CLIP4	2.45575
LRIT2	0.2865
TFPI	0.343571428571429
FABP6	-0.96975
SLITRK2	0.1358
HKR1	0.16125
SMTN	0.38075
C1orf75	-1.02975
CD209	0.221125
CYB5R2	0.676
DNTTIP2	-0.0443333333333334
CSGlcA-T	-0.6355
GABRB3	-0.3405
PCBD1	0.211333333333333
TAF3	1.43733333333333
HOXD3	0.14
GIPC3	-0.584666666666667
P11	0.6245
BFSP1	0.28475
LCP2	0.38725
TAS2R8	0.332
SEZ6L	-0.189142857142857
NR2C1	-0.013875
EXDL2	0.7995
TNFRSF13B	-1.25283333333333
MKI67	-3.9005
GLS	1.02141666666667
C7orf54	-0.4751
LGALS13	-0.168
IL4R	-0.00250000000000001
SEC11A	0.436
SPP2	0.277666666666667
C18orf32	0.78625
CLSPN	-0.8568
SPAG1	0.0335
C9orf82	-0.43325
TM4SF1	-0.644583333333334
EMILIN2	1.98825
SMG7	0.00583333333333333
TAS2R13	-0.4545
ZNF628	-0.2105
DZIP1L	1.10433333333333
ANKRD13A	0.2874
VASP	0.703375
ZCCHC11	-0.255375
SYPL1	-0.04075
MGC34774	0.38675
C4orf28	0.445375
KIAA1211	-0.775583333333333
RPS27L	0.39875
TATDN3	0.16875
PDCD1	-0.821
OR5P2	0.3865
IFIT1L	-0.132
MIPOL1	0.27775
OR51D1	-0.20825
C1orf92	-0.645333333333333
LAMP2	0.0211111111111111
CAT	2.93566666666667
C16orf80	-0.752
C15orf32	-0.347
ZNF746	0.26825
C1orf76	-0.288
ATXN1	0.457
LAMC2	0.063375
SLC2A7	-0.6385
CPOX	-2.56525
APH1B	0.690666666666667
LOC442245	0.48075
CTNND1	0.970722222222222
GABRG2	-0.06225
MADCAM1	-1.3575
F5	-2.05125
SEMA4F	0.3715
NUDCD3	0.206125
PDZD11	-0.425
TRIML1	-0.7415
GCNT3	-1.4185
TMEM120A	1.6745
CNDP1	0.1315
N4BP1	0.384
SLC35F2	-0.724
LCP1	-1.51866666666667
IGBP1	0.3061
DCAKD	0.078625
ELA2A	0.0475
C12orf56	-0.50625
PITRM1	0.416571428571429
GUK1	0.682666666666667
RASSF8	0.514375
OR2A14	-0.50525
ADM	1.71111111111111
FGD3	-0.7795
GHRHR	-0.0286666666666666
RHPN2	-1.6885
C4orf39	0.454333333333333
VPS72	-1.5105
SERF2	0.810388888888889
CD22	0.0605
CD47	0.1601
PPIC	0.790833333333333
IMPDH1	-0.298833333333333
ACP6	-0.339166666666667
PRKACA	0.101125
PPP1R1A	4.424375
TRPV3	0.2905
ASXL1	-0.61925
C17orf55	-0.307666666666667
FXYD1	2.02616666666667
LMOD2	-0.806
ANKRD33	-0.8555
LCE2C	-0.7615
ZNF620	0.415
DKFZP566E164	-0.75325
VSIG2	-0.0465
KIAA1128	2.24575
USO1	1.18666666666667
NUDT4	1.33878571428571
CLDN1	-0.756142857142857
OR4Q3	-0.2925
FASTK	-0.575166666666667
ICOS	-0.166333333333333
LDB1	-0.72075
GSTA5	-0.6285
ABCC1	-1.44383333333333
FAM54A	-3.17425
PCBP2	0.111666666666667
NUP205	-2.17775
ACTA1	-0.7295
GABBR2	-0.6835
PIP5K1B	0.609333333333333
AGXT	-0.127333333333333
RNF181	0.2925
ATP8A2	1.51625
AFTPH	0.67825
FGF21	0.2235
FCER1G	-0.02775
SNTB1	-0.554
SLC24A3	1.879375
TXNL4B	-0.6064
RPL10L	-0.789833333333333
LOC389517	-0.671
TSGA13	0.558
SHOX2	0.840333333333333
ITGA7	2.6068
KCNIP2	2.40483333333333
KLF13	1.1392
ZFAND2A	-0.55675
CEACAM1	-0.554214285714286
PFKFB4	-3.102
MED19	0.694
LRRC57	0.449
RNF11	2.19175
ANKRD32	-2.39875
P117	0.53275
OBFC2A	0.749
POLD3	-0.418083333333333
RAB18	1.2055
TPH2	-0.218333333333333
PHB	-0.4296
JDP2	2.54733333333333
MORF4L1	0.6763
POU2F1	0.13825
CNNM2	-0.170166666666667
LOXHD1	0.231333333333333
ZC3H15	0.152
ELK3	0.8525
FAM111B	-0.9375
CBLC	-0.132166666666667
SBNO1	0.964
ANKMY2	-0.0905
PLEKHA5	-0.183666666666667
DHX58	0.643833333333333
ARCN1	0.192833333333333
TREML1	-0.907
KNCN	-0.993
SEC24A	0.380125
PSCA	0.323
MGC24125	-0.310833333333333
DNA2L	-1.58875
CIB4	0.011875
HIGD2A	0.262833333333333
TBX6	-0.532666666666667
TTLL5	-0.128333333333333
SGK3	0.208166666666667
GCN1L1	-0.1465
AMOT	0.9613
LDOC1	-0.0496666666666667
NRK	-0.0845
ASB9	-0.9065
NAT1	0.1706
TRAFD1	-0.431
PEAR1	-0.157
FAM36A	-0.247375
OR1S2	0.346166666666667
LOC388323	-1.05625
PGS1	-0.193833333333333
LEPREL1	-1.86675
TFF1	-7.96966666666667
HAP1	-0.58675
EPHB2	0.1885
ACTG1	-0.566666666666667
ZFP42	0.089
HAVCR2	0.7023
NME1	-1.9685
SNX26	-1.18491666666667
LACTB	-0.0951666666666667
ZKSCAN2	-0.028375
C5orf35	0.81
ANKS3	-0.897
RBM28	-0.98975
DKFZP586P0123	-0.50775
HNRNPA1	-0.5605
BCAS3	-0.965
FLJ20184	-0.2665
POLA2	-2.43333333333333
TMC7	0.468833333333333
HSD17B6	-0.9445
ZNF658B	1.27066666666667
TTTY10	-0.124833333333333
RANBP9	-0.114666666666667
CPNE7	-2.594
EVL	-1.52176470588235
LNX1	1.16183333333333
IFNA21	-0.493833333333333
CFD	5.30425
PYCARD	-0.699833333333333
MYBPC2	-1.647
ENPP3	-0.179
ACSL4	0.53225
LOC440258	-2.50133333333333
TMEM176B	1.38316666666667
SOX2	-3.24525
SCO1	-0.461166666666667
COMT	-0.39275
AOC2	-0.51725
PDLIM5	1.25264285714286
SPHK2	0.375166666666667
NXPH2	0.0805
GPR108	0.427666666666667
RAD51L1	0.102333333333333
TMEM54	-0.6145
LETMD1	0.117777777777778
SLC6A17	1.73472347597681e-17
KRT75	-1.0505
STT3B	-0.904
CD3EAP	-0.605166666666667
TMEM63A	0.297
DUSP13	-2.31025
CD1C	0.387666666666667
LASS2	-0.6775
AVP	0.337
PITPNM1	-1.2435
FLJ22795	-3.4025
MCTP1	-1.6255
TRIM68	1.03583333333333
UCK2	-2.26
ABHD1	0.77225
FAM50A	0.107
RNASEH1	-1.155
PCP2	-0.462
OR52H1	0.426
C20orf149	-0.58075
RBP5	0.291333333333333
HYAL3	-0.962
CLPB	-0.232
SMNDC1	0.165
DONSON	-3.05983333333333
FLJ27523	0.0465
BARHL2	0.149333333333333
SLC30A9	-0.0665
TMPRSS11B	-0.00225000000000001
E2F8	-1.7625
CCDC25	0.793333333333333
C14orf48	0.8355
C20orf116	0.1505
TSPAN11	-0.6525
YIF1B	-1.7675
FAM12B	0.23675
OR1L6	0.4385
HPN	-2.2966
NBN	0.71875
C14orf94	-0.189666666666667
OCLM	0.159
ZSCAN18	0.967
L3MBTL	-0.6537
TSTA3	-0.527833333333333
RAC1	0.184625
C19orf15	-0.310166666666667
NFE2	-5.5385
KLK14	-1.116
ARSF	0.647
MAST2	-0.2025
AMICA1	1.41633333333333
GTF2A1	0.145875
ATP1A3	-1.1145
TC2N	1.2756
PNKP	-0.301
ODZ2	-0.138
MATR3	0.059
S100P	-5.3795
KRT82	-0.715
CA13	-0.1428
PROZ	-0.2315
AASDH	0.43275
C19orf40	-0.933833333333333
DCK	0.0223076923076923
FAM5C	-0.7185
SLC6A4	-0.3
MID1IP1	-0.03225
TESSP5	-0.216
TMOD4	-0.189166666666667
DOCK2	-0.465666666666667
TUG1	0.412875
NUP214	-0.52825
DPYSL2	1.25945454545455
GOLM1	-0.931333333333333
MPFL	-0.1525
SOX13	1.088
SDCCAG8	1.172
KEL	-1.6975
NUP210L	-0.855
GK	-0.46375
DNAJB1	1.37675
ALPK3	1.464
CHID1	0.1551
CYLC2	-0.0955
IKZF5	1.237
C8orf51	-0.235833333333333
PPM1J	-0.23425
GIMAP8	3.19416666666667
GPR101	-0.0345
NR2F1	0.658
ACAD8	0.423
RBM35A	-1.0065
GNAI2	0.425833333333333
METTL8	0.0801666666666667
SLC39A7	-0.90275
FBXO8	1.29525
CAMK1	1.441
RFC3	-0.6675
FAM129A	1.22464285714286
ILF2	-1.39825
FGFBP3	-0.11575
NOM1	-1.01133333333333
PSMA3	-0.1195
ASCC3	0.3354
ZYG11A	-2.2715
SOX21	-0.381571428571429
LYRM1	1.40575
DEFB1	2.022
LOC91431	-1.20566666666667
OR7C2	-0.00699999999999999
FAM46B	-0.26275
TMEM18	0.529
ARHGAP30	0.503166666666667
TMEM86A	1.06841666666667
EPHA2	0.781
C10orf46	0.52025
TCHH	0.2405
C3orf30	-0.0521666666666667
LOC285636	0.127666666666667
PAIP2	0.54475
CYP2U1	0.675375
C12orf34	-0.7685
SARS2	-1.00333333333333
ZCWPW1	1.31525
SAMD12	0.766
KIAA1430	0.592875
ACAT1	0.91775
MEOX1	3.14333333333333
ADAMDEC1	0.69275
PHKA2	0.776
CARD11	-0.954
CALML4	0.8655
TSSC1	-1.7135
TMEM45A	-1.18344444444444
MPP7	1.114375
POU1F1	0.156
SLC2A13	0.5943
FBN2	-0.759642857142857
ZC3H7A	0.5107
LAIR2	-0.39275
ST3GAL1	0.633833333333333
LCT	-0.098
GEMIN8	0.3935
KLF16	-0.0877
HIF3A	0.1716
FAM44A	1.01064285714286
AQP10	-0.7209
PLA2G2A	0.039
FOLH1	0.754166666666667
C20orf186	-0.044
MAPKAP1	0.437375
SPRR2D	-0.5785
UBQLN4	-0.368166666666667
RSHL1	-0.384333333333333
PIAS3	-0.461375
MRPL24	0.1245
GREB1	-2.35875
FAM27E3	-1.513
NUP62CL	-1.103
NEUROG3	0.3665
REEP3	1.83625
MARK1	2.144
LMBRD1	2.15825
PRPF19	-2.239
PNMT	0.206666666666667
CTGLF1	-1.2775
SLC25A16	1.6545
EIF2B3	-0.989
RPA2	-0.57775
PAK6	-1.13616666666667
CCDC26	-1.69314285714286
SEMA3E	1.947625
MXD4	1.5772
TNFSF10	2.0926
SMARCB1	-0.542666666666667
DTX3L	0.588833333333333
PLA2G4E	-0.2585
PPAP2A	2.29175
ULK1	-0.4995
TAS1R3	-0.6405
SLC2A3	-2.09127272727273
ARID3A	-1.99025
GNG5	-0.9375
ACOX1	1.2703
KIF5B	0.3045
NUP153	-0.747
MUC7	-0.5005
CSDE1	0.0360714285714286
CLPTM1	0.309
C3orf23	0.793875
LRRC17	-0.1065
TTYH3	-2.8105
ATP5B	-1.068
ELF3	-1.9223
CPSF3L	-0.06
ZNF665	0.333833333333333
TLR6	0.3055
GPI	-0.0615
RAD9A	-0.23825
NDST4	-1.66125
AGPAT3	0.873666666666667
MAGI3	1.58966666666667
ADORA2A	-0.497375
CACNG7	-1.088
CAMK2D	1.2555
CCHCR1	-1.54
RPS27A	0.24225
OR10G7	-0.396666666666667
GCM2	-0.434
FAM135B	-0.3808
E2F1	-2.714
PLCB3	0.2735
OR2AE1	0.423
COIL	-0.434
CDC25C	-3.81066666666667
RAB11FIP2	1.44566666666667
TSC2	0.3515
CTGLF5	-1.61
CCDC108	0.203111111111111
OR13C4	-0.52325
C10orf81	-0.48425
PTPRB	3.511
ACP2	0.03925
LAG3	0.3245
MRPL54	0.16075
LOC201175	0.533
ITGB1BP3	-0.2355
SPTAN1	0.675666666666667
SIPA1L2	-0.259
RCAN2	0.7795
CDX2	0.1415
ECOP	-0.065
ACTR1A	0.776642857142857
PPARG	3.95983333333333
BBS10	1.94883333333333
TMEM44	-0.3585
BPIL2	0.38475
CITED1	0.047
IRF6	0.558
PRDM4	-0.0873333333333333
RRP9	-1.22633333333333
OR10H4	-0.25525
IL31RA	-0.07125
GNB1L	-1.6065
MYBL2	-5.16725
ZNF407	1.13816666666667
PPIG	0.604166666666667
TTC18	1.4675
RPSA	-0.9015
MAPT	0.67375
MRE11A	-0.00707142857142855
C8orf37	-0.4405
RASGEF1C	-0.5385
STBD1	2.34175
CTAG2	0.5725
MGAT5B	-1.11883333333333
ECM1	0.103
RLN1	0.344
PARP14	0.6145
EPB41L1	1.3499
HOXA3	1.00758333333333
MAGEA9	-1.017
RPS8	-0.354666666666667
RPS19BP1	0.2535
FOXJ2	0.92025
C10orf76	0.407625
IL17RE	-0.1485
C10orf65	1.9745
ZNF343	0.447333333333333
FBXO33	0.882625
UHMK1	1.4228
LY6G6C	-0.46875
FGF19	-0.80375
C14orf128	0.374666666666667
IFIT2	2.186375
TIGD1	-0.453
S100G	0.0685
GUCY1B3	2.2075
NR3C1	1.7861
CORO1B	0.0391666666666667
PARP11	1.01283333333333
DNALI1	1.95816666666667
OR4N4	0.203375
MAP2K6	0.276833333333333
FSTL4	0.02425
ANKRD47	2.306625
TMEM171	-0.6725
PNLIP	-0.1175
YY1	0.4305
CCDC138	-1.259
AASDHPPT	-0.2916
CKS1B	-1.2848
MCM3	-1.82716666666667
ANAPC7	-0.9135
FAM110A	-0.67675
CDC37L1	1.70883333333333
THTPA	1.332
NBPF20	-0.053
WDR24	0.1245
NPTX2	-1.87475
CBLB	1.08566666666667
CETN1	-0.608666666666667
RPUSD1	-0.7215
FAF1	-0.632
CDK6	-0.7185
HMX2	-0.6905
CSK	-0.5435
TEAD2	0.58075
SNAP25	-0.03225
TUFT1	-0.441
TMTC3	1.08716666666667
LCK	-2.672
SGOL1	-1.18583333333333
AKTIP	1.136
FURIN	1.009875
SOX12	-0.523166666666667
DEFB103A	1.23975
RAMP1	-0.97875
KIR3DX1	0.5525
GAS2L3	-0.126
PDE8A	0.267
EDN3	0.24875
GMIP	-0.47025
SF3A2	-0.3235
FN3KRP	0.22825
SMAD7	0.45875
RHBDD2	0.35575
OR11H6	-0.6145
PPP1R3B	1.7474
C9orf23	-0.19075
CADPS	-0.90075
GOLGA8A	-2.1195
TMEM57	-0.559333333333333
RGL3	-0.553
S100A14	-3.80375
FGFR2	0.103625
XRCC3	-0.79925
RTN4RL2	-1.24825
MGC3771	0.768
GH2	-0.0328333333333333
BTBD2	0.35575
LMO2	2.1275
RDBP	-0.70775
ACRBP	-0.394
AMY2A	1.935
DUOXA1	-1.0425
PTK7	-1.80083333333333
TWF2	0.755166666666667
FAM80A	-0.07475
TNNI2	-2.2445
GLT25D1	-0.999666666666667
OCC-1	-2.555
CYC1	-0.978666666666666
RPL22	-0.448818181818182
MORN3	-0.4025
DISP1	1.059
PRB2	-0.602
CHUK	-0.3115
HR	-0.717875
CCDC134	-0.219125
DENND4B	-0.931
C14orf130	0.233
RAB33A	-0.94475
DCST2	-0.543
TNMD	3.28175
PEX7	0.46275
FAM62A	0.45725
SRD5A2L	-0.2425
IL22	-0.3735
RPS26	-0.481666666666667
HOXC5	0.6465
SPATA6	1.30225
FLJ38482	1.128
ZNF234	2.2215
C18orf22	1.42725
SPATA22	1.014
THOC1	-0.59925
CYP7B1	2.23575
KCNC3	-0.56625
C8orf42	0.661
ALDH1B1	-0.752666666666667
CCDC100	0.5787
ARMC4	-0.16475
FAM18B2	-0.71075
SLC44A1	0.27525
FBXO17	-0.59
C6orf107	0.534
C19orf29	0.04125
ZC3HAV1L	-0.78425
PARP6	-0.3487
SULT2A1	-1.525875
C1orf159	-0.87675
TMC1	0.187333333333333
CHST14	0.119625
GAMT	-0.963666666666667
SMCP	-0.564333333333333
TSPAN33	-0.206416666666667
MIDN	0.07875
NOX4	2.51575
RNASEN	-0.5547
TBX1	0.168833333333333
SALL2	-0.77825
C10orf35	-0.35675
CYP2E1	-0.0535
LRFN2	-0.222166666666667
ACO1	2.26566666666667
IQCG	0.7027
MEGF9	0.788
TM7SF4	0.0355
PLEKHA1	1.45393333333333
STK33	-0.3165
C1orf210	0.08
SNUPN	0.1412
KIAA0406	-0.7968
C20orf29	0.37775
TMEM55B	0.302
OSTM1	0.5763125
CLCN7	-0.1665
OTP	-0.5505
FLJ23049	-0.585666666666667
HEATR4	-0.0115
MAP3K10	0.0325
PCDHGA9	0.4135
AMDHD2	-0.093
LCTL	-0.6465
PDCD2L	-0.4255
CABLES2	-1.5085
SLC5A9	-0.403
CLCA2	0.958666666666667
MGC16025	-0.48
STRAP	-0.116166666666667
C20orf196	0.3525
RRBP1	-1.1115
NAT13	-0.635
MAT2B	0.534375
CSNK1D	-0.521
KIR3DL1	-0.5495
PRKAG3	-0.359
ZNF599	0.7145
PRM3	-0.961
PER2	0.753666666666667
ASPHD1	-4.075
PRMT6	-1.442
KCNE1L	0.912285714285714
FAM118A	-0.322666666666667
TAF4	-0.21425
NDUFB6	0.2175
TRIM9	0.680545454545455
PMFBP1	-0.29375
KY	3.349
DKFZp762E1312	-5.60036363636364
CSMD1	0.06125
TBP	-0.342333333333333
OR1Q1	-0.553833333333333
RETNLB	0.178666666666667
HPGD	0.522428571428571
DNAJC12	-3.01933333333333
FKBP1B	-1.048
ANKRD24	0.173
CXXC5	-0.0561666666666666
IL3	-0.396375
DRAM	0.1585
PTCH1	-0.118625
TP53BP1	-0.8475
SLC17A7	-1.700375
COL25A1	0.4936
AMACR	0.163666666666667
RHCG	-0.2895
VPS13A	0.828666666666667
FAM55D	0.128
PRPF38B	-0.122
OSBPL6	-0.4845
PFDN5	1.0798
CMTM6	-0.03075
KCNK12	-0.4215
RP2	1.1415
C16orf52	-0.768
PICK1	0.4695
IFNE1	-0.571
SEMA4B	-0.787
TYRO3	2.10025
OR12D2	-0.3625
CSNK1A1	0.1291
FANCF	0.488
LONP2	0.400375
TBL1Y	0.697
LDOC1L	0.246125
CCNC	-0.09575
C3orf60	0.25025
CHKA	-1.625
UBAP1	0.62925
MAP3K1	0.967
ANKRD9	-0.28375
FAM92A1	0.949833333333333
GAB2	1.082875
AZU1	-0.7895
DIS3	0.247833333333333
C21orf109	-0.46125
IQCB1	-0.91975
SPATS2	-0.762
EFCAB3	-0.0145
PRB3	-1.755
FUZ	0.051
ZNF813	-0.0895
BMPER	0.5325
HEG1	1.183875
ALS2CR11	0.3655
SURF2	-0.692
PSMC1	0.665333333333333
OR2D2	-0.209
SLC7A8	0.442166666666667
C4orf40	-0.446
SPATA7	1.52825
MAZ	-1.39816666666667
PIN4	0.6455
PDE1A	1.334625
TAF6L	-0.504166666666667
OR2T34	0.0415
KIAA0284	0.3735
ACADS	2.32127272727273
MKRN2	-0.4685
C18orf56	-2.6745
MS4A6E	-0.0206666666666667
GALNT4	0.5967
C22orf31	-1.231
FLJ36070	-0.968
PSME4	-0.889
TFG	-0.6793
EPHX2	1.22175
ANXA5	0.0715000000000001
KRTAP1-1	-0.6009
BATF	-1.33475
KARS	-1.442
MSTP9	-0.3485
GPR26	0.35175
CCDC72	0.3385
TEF	1.27883333333333
FOXK1	-0.209555555555556
PRLHR	-1.218
EMX1	-0.9325
C11orf30	0.33925
ICK	1.456875
THSD7B	0.82225
C21orf100	0.578
DUOX1	0.5675
EFCAB4B	0.00450000000000002
UBE2G2	-0.468333333333333
C3orf54	0.5375
PARP1	-1.63575
FAM60A	-1.97691666666667
C6orf146	0.156
OR9K2	0.3865
DDX55	-1.05683333333333
RPS15	-1.24433333333333
ZNF618	0.5584
DKFZp686D0972	-0.036
SSPO	-1.3935
SHFM3P1	0.939333333333333
CPA6	-0.4235
JAG2	1.57175
DEFA3	-0.01425
PPBPL2	0.207333333333333
CD34	4.850375
SLCO4A1	-1.782625
AFG3L1	-2.81733333333333
SHD	-0.424
RP13-122B23.3	-0.847166666666667
PRKCSH	-1.15233333333333
DPH5	-0.449666666666667
HLA-F	0.710125
TBC1D4	0.6525
RIG	-0.381333333333333
GLUD1	0.235666666666667
HNRPCL1	-0.46525
HBXIP	-0.397
RNF207	-1.217
APIP	0.697
PLA2G3	-1.167
CCDC84	-1.051
MYLIP	0.857307692307692
PHIP	0.256
AARS2	-0.962
DHX32	-0.189
SCAPER	0.916666666666667
MEN1	-0.74375
NIP7	-1.17625
FLJ25404	0.1085
FASTKD3	-0.3905
TMEM158	-4.39691666666667
RARA	0.37725
BDH1	-0.065
ANKRD16	-0.07775
CARM1	0.187
SS18	0.0396666666666667
IKZF2	0.477416666666667
MYD88	-0.17275
PML	1.20785
TAF1A	-0.75175
CBFB	-0.73575
HIST1H3H	-1.3325
C7orf29	-1.934
COMMD4	-1.07766666666667
DPP3	-1.59575
DAB2	0.932625
LOC388882	-0.029
YPEL4	0.6185
AGBL3	-0.19275
LRP6	0.6261
