Hybridization REF	TCGA-A8-A0A4-01A-11R-A00Z-07
C20orf79	0.069
TNFSF13B	1.89766666666667
DENND3	-0.182
JARID1D	-3.8285
HIST1H2AK	0.25775
LOC93349	-0.2507
SSH1	-1.4464
ENSA	-1.374
LOC219854	0.0285
CKAP2	-0.623888888888889
DKFZP564J102	0.382833333333333
MGC87315	0.484833333333333
HNRPAB	-2.5625
AMH	-2.706
ZNF526	0.7845
BRUNOL5	0.2003
CACNG3	0.351333333333333
TRPM1	-0.907
PPP2R1A	0.52875
COL2A1	-2.24075
DDN	-0.492166666666667
FLJ25770	1.55375
HK2	-1.06364285714286
ELOVL6	-2.398625
MDK	-1.2045
EPHX1	1.90675
RASSF2	0.188125
DKFZP434B0335	-0.315
DLX3	0.080875
PRTN3	-1.1775
AVPR1A	0.336
C21orf125	-2.5855
TNFAIP8	-0.983333333333333
GNB2L1	0.06425
CALCRL	2.5695
SCGB2A2	8.792
UBXD7	-0.02125
ZNF674	-0.971
TMEM35	1.24875
BRSK2	-0.91825
HECTD3	0.0518333333333333
TMEM188	-0.504818181818182
LGALS9	1.0415
SCARB2	1.06358333333333
USP34	0.171583333333333
C17orf28	1.97891666666667
ZDHHC23	-1.442
AQP12B	-0.071
SLC16A3	-3.2715
APLP2	0.346
ITIH2	-5.3015
MICAL3	0.244875
TNNI3K	1.4648
HDAC2	-0.867125
PRR7	-0.7507
THBS2	-0.634625
LOC751071	0.500333333333333
CA2	1.99466666666667
RANBP17	-0.23425
RLN3	0.1015
CRYZ	-0.261666666666667
GBAS	0.0368333333333333
TAS1R1	-0.13925
MPZL3	-0.4555
PCDH8	1.0915
HSP90B1	1.12516666666667
KCNK15	1.185
TNIP2	-0.220666666666667
GPR146	0.48125
NOL6	-0.41625
SPC25	-3.40066666666667
STEAP2	2.48221428571429
VAMP3	0.142833333333333
TCIRG1	0.1715
ZP4	0.1294
PARL	0.21375
TRIM39	0.477333333333333
KIAA1305	0.95375
CRNN	0.332
GRN	0.684
HSH2D	-2.581
SCAMP1	1.099625
KIAA1913	0.37325
PTS	-1.35875
BANP	0.166642857142857
PRKACG	0.05
ADCY6	0.3185
C16orf46	0.2515
CYP51A1	0.397625
DDC	-5.397
ANPEP	-0.450333333333333
PROM1	1.28183333333333
SIGLEC10	1.59575
COPG	0.978
FAM26E	1.151375
TRIP4	0.366
SNX3	-0.989166666666667
C1orf175	0.6365
PPY2	0.171333333333333
C14orf152	-0.00174999999999999
FTSJ1	-0.975166666666667
DST	0.933157894736842
LOC554235	-0.27375
GLRX5	-0.00375
C20orf12	1.0573
CAB39	0.096
MSH2	-0.551833333333333
PIP4K2C	0.56675
CYLD	0.695125
WTAP	0.0463125
MGAT4A	0.841
TSC22D4	-0.1109
CHRM2	-1.729
PPYR1	0.00483333333333334
CCNH	0.170333333333333
RRM1	-0.4855
ECAT8	-2.87425
LOC400120	2.18325
GABRA4	0.00949999999999998
C14orf4	1.531
C1orf59	-2.601
CTDSPL	0.73075
NHEDC2	-1.135
PDE11A	-0.578857142857143
KLHL29	0.359
CD5	-1.462
TSPAN9	1.480125
WDR67	-1.3585
THUMPD1	0.3504
C18orf17	-0.02375
CLYBL	-0.492833333333333
FLJ13231	0.21625
CMBL	1.352625
LECT2	-0.20225
NKAPL	2.0395
LOC654780	0.402
OR4C6	-0.237
RAB30	-0.282
TSSK4	-0.5505
TMEM163	-0.9585
OSBPL11	-0.0300833333333333
GNB5	-0.765833333333333
CCL21	2.4965
C1orf121	-0.4895
FMO2	2.62466666666667
RPTN	1.172
MSTN	1.1975
VCL	-0.205071428571429
FYTTD1	-0.19775
C11orf1	-0.19775
CCDC88C	-0.284375
HFE	-0.582055555555556
MOGAT1	-0.68
FAM125B	0.478166666666667
IRGQ	-0.1865
RAVER2	0.5165
AKAP5	-1.259
SSSCA1	-0.22575
C11orf63	-0.346285714285714
ACTG2	3.7356
PORCN	-1.0865
DTL	-1.33636363636364
TMEM151	0.18175
FAM122C	-0.84575
RSAD2	3.3209
BAT4	0.151
KRTDAP	-0.407666666666667
MYH8	-0.0747142857142857
CRTC3	1.19925
LRRFIP2	-0.5001
INTS4	-0.187333333333333
TTN	-0.7504
SLC26A5	-0.076
PLLP	-0.70025
RGS6	-0.202285714285714
SRGAP3	0.81325
ZNF525	0.0236666666666667
NBR2	-0.0855
C13orf1	-0.1421
ZNF137	-0.1605
CEP27	-1.161
BEST2	-0.495
RNF121	0.2845
DMRTC2	0.246
C8orf76	-0.83675
BCCIP	-0.0655
MEST	-1.633
HTRA2	-0.1805
ANGPTL2	0.256
ILKAP	0.144333333333333
ERAS	-0.7935
HBS1L	-0.54725
CPA5	-0.39
TMEM30A	0.623166666666667
CD300LF	1.40516666666667
WISP3	0.905
CRK	0.488214285714286
PDS5A	-0.3938
BRPF3	-0.342666666666667
NEDD9	-0.812125
SMPDL3B	0.804
PSG6	-1.3555
PSMD13	-0.21625
ETV5	-1.765375
OR51A4	-0.193
BTBD7	1.13541666666667
GSTO1	-1.03025
hCG_16001	0.233
MAD2L1BP	-0.274666666666667
COX6A2	1.509
SCNN1A	0.7665
LSM1	0.137333333333333
UGT2B11	-2.4545
IDUA	1.297
PPP2R3C	-0.6885
COX11	-0.616166666666667
PDZK1	2.692
ZNF443	1.07366666666667
MGC21874	1.17283333333333
ZNF323	0.9982
KRTAP10-10	0.3125
CXCL6	-0.57025
SLC34A2	2.2434
LOC284402	0.1815
NPTN	1.31808333333333
UPP1	-2.88633333333333
SLC6A9	-0.3785
OR7G3	0.43325
CISD1	-1.073
ZNF545	-0.024
SYT14	-0.1115
NT5C3L	0.0985
ZNHIT3	-0.3805
SNRPD3	-0.914
KIAA0701	-0.216
UNC93B1	0.303166666666667
GMNN	-1.625125
SPCS2	1.29166666666667
LOC388524	-0.741
NAPRT1	-1.892875
PNLIPRP1	0.64
OR6V1	0.2625
PRKAB1	-0.0465
EYA4	-2.55016666666667
KIF20A	-1.87
ALG10	0.549
ITPKC	0.565833333333333
LMX1B	0.6085
RPUSD4	-1.06183333333333
C7orf34	0.124
DLGAP2	-0.160875
PFN1	-0.8073
MICALL2	-0.27825
ZNF654	0.3855
SS18L1	-0.825875
SLC16A8	1.095
MKI67IP	-0.712
ITGB3	0.3725
TCEA3	2.95625
CEP152	-1.7263125
CLIP1	0.602
ZNF75	0.4871875
ATP5C1	-0.828333333333333
NUDT5	-0.8565
PSCDBP	-1.03925
UBP1	0.37975
RBM27	0.19675
C13orf15	1.791875
ZNF282	-0.331833333333333
ZNF222	0.4716
COL10A1	5.568
PRDM15	-1.143125
TTTY5	-0.634
FAM9C	0.0190833333333333
C20orf67	0.0885
GNG13	-1.0205
F12	-0.15475
C1orf41	-0.5315
CPXCR1	0.983
GSK3A	0.0255
SUPT6H	0.308333333333333
PI16	3.2545
ELL2	-0.860666666666666
C9orf167	-2.58533333333333
PVRL3	-1.4596
FLJ38596	0.6795
ADAM20	0.20225
GPR89A	1.091
GPR87	0.2275
ZNF30	0.86
SMR3B	-0.0776666666666666
ZNF770	0.141
TRPC4AP	-0.380166666666667
DKFZP686E2158	1.207
C2orf28	0.327333333333333
FREM1	-0.434333333333333
LAMA4	0.542833333333333
ADPRHL2	0.278
EIF4G2	0.334833333333333
GUCA1A	0.171
CTNNA2	-0.79175
NUDT15	-0.6455
CEPT1	-0.7325
ZNFX1	0.7907
CCDC92	1.17475
TDRD1	-0.95
KCNK5	-1.5515
ETNK1	-0.07325
LTA	0.5415
TTPA	-0.493
B3GALNT2	-0.6495
SC65	-0.119166666666667
PEX5L	-1.38975
EPS15L1	-0.1305
MGEA5	0.07975
HIST1H3A	0.21875
ING1	-0.181625
BCAT1	-4.42725
ORC6L	-3.38609090909091
KLK11	4.38333333333333
C19orf28	-1.681
DNER	-4.86
MED22	-0.00814285714285712
ETV6	1.41466666666667
CHAC2	-2.5415
CD300E	0.385
CEBPB	-0.0463333333333334
ZNF398	-0.71375
LRCH3	-0.006
HMGA1	-1.74766666666667
CAPN7	0.345833333333333
MGC5566	-3.04225
CCL3	1.986375
NANOS1	-0.191625
ZFYVE19	0.03775
APITD1	-0.358166666666667
PARD3	0.93725
IRAK4	-0.903333333333333
SERPINI2	-0.4615
CEP170L	-0.734
TTC9	1.220375
MYOM3	-1.35025
MLPH	2.73325
LOC222699	1.178
NRG1	-1.039
TBC1D9	4.19409090909091
TTK	-2.731
ZNF557	0.636
DDX41	-0.489666666666667
FANK1	1.486
UBE2D2	-0.217375
PSMB10	-0.43
MYH7B	0.8535
GABARAPL2	-0.6285
MARVELD2	2.5215
DGCR2	0.4485
UNC45A	0.490833333333333
C6orf72	0.1405
ZNF683	3.3175
GIT2	-0.16175
CASK	0.322833333333333
C14orf161	2.12816666666667
LRRC44	0.51025
TIFA	0.75725
UTP11L	-0.388
C6orf65	-0.938
FDPS	-0.56175
DUSP9	-1.9929
SLC17A8	0.496
OR51G1	0.747
NANS	0.393
OLFML1	1.83975
ATP10B	-0.577666666666667
NPAS3	-0.387
PRKCA	-2.0266
GGA2	-0.176
LCE4A	-0.0165
SPANXN3	-0.1465
CCDC115	1.208
SDCCAG3	-0.817
GLIPR1L1	-0.123333333333333
TTC1	0.03975
C17orf76	-0.3995
MAD2L2	-0.80525
HIPK1	-0.1629
LRRC3B	-0.168166666666667
CLN3	-0.169909090909091
C17orf47	0.314
FMN2	-3.196
TUBB1	-0.741875
WAPAL	-0.0916666666666667
C3orf21	-0.52925
SCN5A	-0.251111111111111
SMYD1	0.12175
BEX5	2.67075
ZNF192	-0.3305
SEC22A	-0.198
GRIA2	1.65114285714286
KIAA0825	-0.9495
NUSAP1	-1.75736363636364
LANCL1	-0.1585
C15orf40	-0.7169
ZNF645	0.32425
GPR61	0.075
NLRP14	0.7395
SNX21	0.0405
C1QTNF8	0.182
C17orf46	-0.4075
IFNA8	0.289
SPRR1B	-1.50966666666667
FLRT1	0.41475
SNX17	0.272166666666667
ASB2	3.00233333333333
HBG1	-5.2205
RPRML	0.043
JOSD2	-0.345833333333333
PLSCR3	0.02275
SPOCD1	-0.974833333333333
RAB39	-0.452
GHRH	0.6975
ITIH5L	0.38825
C17orf37	0.19525
SMCR8	0.446
DPY19L2P3	-1.17533333333333
IL11RA	1.65166666666667
GDF3	-3.65683333333333
RPS6KB1	-1.02933333333333
DNAJC19	0.3622
TOP1	-1.0665
CRCT1	-0.343375
MPST	-0.185625
DPM2	0.027125
FAM38B	-3.39716666666667
SLC18A1	-2.18266666666667
FARP1	0.265833333333333
PAX7	-0.32575
TUBD1	-0.7765
GNL3	-0.2895
BTG2	1.5856
NDUFS6	-0.15475
C1orf79	-1.92875
ERAL1	-0.34775
ECHS1	0.7405
VPS4A	-0.568166666666667
CYP11A1	-1.1695
ABCC6	1.47835714285714
PBX4	-2.3145
MOSC1	-0.0675
NCF4	0.02375
HYMAI	0.058
NAGPA	-0.432
OTOP2	0.5965
ACOT12	-0.0726666666666667
MTHFD2L	-0.090375
LOC441376	2.398
C19orf34	-1.1635
RAB1B	0.443
ALDOAP2	-0.0145
NTRK1	-1.84766666666667
ARTS-1	1.1011
SLC6A11	-0.56
NAP1L2	1.84425
CNGB1	0.1495
EPB41L4B	-0.196272727272727
FAM134B	3.372125
HS3ST3A1	-1.62966666666667
CPXM2	5.6385
SIRPB2	0.034
CHORDC1	-1.88083333333333
TRIB3	-0.794333333333333
SLC2A5	-0.235
C2orf49	-0.498333333333333
DDX5	-0.45575
OR5L1	1.734
ANAPC4	-0.544666666666667
ZSWIM1	0.482125
LOC93622	0.0515
KCNK3	1.146
RP11-35N6.1	-1.52714285714286
ZFP161	0.162166666666667
AQP9	1.07825
SLC15A2	0.631666666666667
MREG	0.500833333333333
OR9I1	0.905
PDLIM2	0.183125
ADAM7	0.7645
GSTCD	-0.250333333333333
WDR21A	-0.418
SLC12A8	1.07883333333333
TMEM174	-0.06525
IGSF3	-0.260916666666667
LRRN1	1.03225
LOC402117	0.2075
SRPK1	-2.25233333333333
LY6K	-2.2935
NFIA	3.004
PTCD3	-0.579375
LEP	0.554333333333333
PCDH21	0.728333333333333
MAPKAPK2	-0.0996428571428571
NMNAT1	-0.292333333333333
LHFPL2	0.18775
C9orf43	0.20825
DIP2A	-1.19366666666667
ACTR8	-0.033
CCDC34	-0.0277500000000001
PTPN22	-1.411375
ITGA3	-0.41575
FAM129C	-0.07625
RABGGTA	0.0931666666666667
UNC45B	-0.29275
KIAA1033	0.09825
ZNF510	0.233666666666667
CYP2D6	-0.856333333333333
SLC26A10	-1.0765
STX8	-0.28025
LUZP1	-0.279125
WDR89	-0.291333333333333
EIF4G3	-0.8885
C5AR1	0.193875
ZNF623	-0.2055
A2M	1.212
TGM7	0.182
GRPEL1	-0.368833333333333
LMNB2	-1.1821
ROCK2	0.0356666666666667
SNX16	0.909375
CCDC66	0.68775
ANXA3	0.156
KIAA1609	-0.661875
EED	-1.40975
RNF32	-0.538
HES1	0.5177
CLC	0.3415
ISL1	-1.0632
KIAA0528	0.061
MANEA	0.10975
C1orf61	-2.3405
hCG_2001000	0.59725
RAPGEF6	0.0731
KIAA0020	-0.790833333333333
NEIL1	1.332
C16orf45	0.482375
RBM10	-0.023
C10orf125	-1.010625
MRS2L	-0.728
DNAH17	-1.14725
C19orf10	0.3065
C1orf160	1.1745
SLFN12	0.9285
EXOC3	0.414
HIST3H3	-0.091
NCOR2	0.592833333333333
TNFRSF9	-1.42475
MFSD8	-0.1545
ALX1	-3.11233333333333
NOL1	-1.327
PODN	2.01075
TIAL1	-0.85675
HIST1H1E	-0.82875
NPY6R	0.06425
TM4SF4	0.119
CORO2A	-0.45775
ETNK2	2.18966666666667
APOE	0.1031
ANGPT4	0.598
HDGF2	0.0405
G30	0.0655
ST8SIA4	-0.887428571428571
F2RL1	0.189375
FAM19A4	-2.74425
CCAR1	-0.6815
B3GNT7	0.24975
OPHN1	-0.3698
DSCR6	0.132
C21orf13	0.209166666666667
GAS2L1	0.281583333333333
RFX3	-0.395666666666667
COPS4	0.324375
BCHE	-0.129
BCL2	2.56075
HBZ	-3.09783333333333
ARL13B	0.565875
MAPBPIP	0.631875
MYO15B	0.469875
SPZ1	1.112
KIAA1324	3.20666666666667
PLCL2	-0.935625
C4orf29	-0.745
WDFY2	-0.8505
ZNF284	2.027
NAALADL1	0.7295
DUSP5	1.32716666666667
PXDN	0.87
SLMO1	-0.76175
TNXB	0.7643
BIRC7	-1.15875
A4GALT	0.893333333333333
TIMM22	0.59075
FAM110C	0.935
TOMM34	-1.06175
ABHD9	0.66
ADAM32	2.0755
CRHBP	0.95825
AQP2	0.32275
LOC130355	0.542
ZNF187	0.652166666666667
ZNF816A	0.555
F7	-0.088
CNOT1	-0.5887
SLC13A4	-1.227
ZBTB11	-0.27225
B3GALT5	0.427
EXOC2	-0.197333333333333
IRS1	0.6424
TMEM1	-0.551
MRPL34	-0.205333333333333
SAMM50	-0.43325
CDC42EP3	-0.017
HSF2	-1.0022
MFN2	0.29425
TSPAN7	-0.155
NUCB1	1.16316666666667
RHOH	-1.47725
ARL16	-0.3025
TACR1	0.78925
SFRS5	-1.12483333333333
SNX25	-0.508
RHBDF1	0.731166666666667
PCDH18	2.27766666666667
HMG1L1	-0.12175
MYO5C	1.404
MAPK10	0.9515
LDHAL6A	0.3314
NUDT12	1.71116666666667
NCAM1	0.62775
GLIS2	0.466
GGTL4	-0.7495
DAPP1	-1.01475
ATF7	0.980142857142857
KIAA0748	-0.877
NFIL3	-0.752
TM6SF1	0.6006
SEZ6	-0.243
NANOS3	-0.1532
DNAJA3	-0.517833333333333
CLDN6	-3.3755
CIITA	2.0155
EPHA4	-0.518916666666667
FANCC	0.303
CMTM3	-0.675
PSG3	-0.39875
MRPL15	-0.69925
C21orf59	-0.91375
PLCXD2	-0.23475
C2orf34	-0.606625
UBE2L6	1.072375
MED14	-0.3002
HP1BP3	-0.1293
C6orf208	-0.4115
TPBG	0.89425
OSR2	3.00675
XPC	0.174
KLHL7	-1.43425
CCR3	-0.673
AGTPBP1	-1.45283333333333
PCSK6	0.6632
STAT5A	-1.4953
FAM18B	-0.3735
LONRF2	0.811
PTPN2	-0.793875
SF3A3	-0.162166666666667
EFCBP2	-0.21775
HCFC1	-0.531
AHNAK	0.79145
ACTR5	-0.37775
KIF14	-2.38642857142857
TENC1	1.8145
HEATR5B	0.7815
YIPF2	0.871166666666667
MYEOV2	0.721
DUSP18	0.386
KIAA1012	0.322
AHR	-0.348333333333333
C17orf53	-1.595
PTPRH	-4.9155
ATP6V1C1	-0.0366
TAS2R3	-0.3095
LOC440356	-0.26375
COQ10B	0.21725
PSMF1	0.618083333333333
SORBS2	2.93
NFE2L2	-0.269
TMCO7	-0.8075
SH3PXD2A	0.0139
SH2D2A	-2.67575
SPINK5	-1.96775
MRPS24	-0.6935
OPA3	0.328125
TRAF7	-0.693833333333333
C4orf35	-0.440833333333333
MT1G	-0.555125
MGC39545	0.1115
HS1BP3	0.3
OR2B2	0.1785
CHRM4	-0.3205
SFRP2	2.22191666666667
RIC3	0.507
ART1	-0.16
C6orf1	0.425625
DUS4L	-0.775
C10orf104	0.5215
TNFAIP6	1.08
RTEL1	-1.003
CCT4	-0.8026
ZNF709	0.482
CHMP6	0.445
UPP2	-0.74275
CYP19A1	-2.7972
CD151	-0.234666666666667
NDUFA13	0.283833333333333
ARFRP1	-1.386
FAM26B	1.39475
CRYBA1	-1.308
MRPL41	0.448666666666667
NPFFR2	-0.456125
HRH2	-0.3245
SCAMP3	-0.0563333333333333
MTMR6	0.7401
MTG1	-1.06016666666667
UBTD1	1.36
CRABP1	0.758
FLJ33790	1.0457
KIAA1908	0.599666666666667
GPR158	-2.20525
PACSIN3	-0.1235
OMD	3.22233333333333
CATSPER1	-1.027
HOXB8	-1.33275
FBXO46	1.0055
OAS1	1.24233333333333
SVIL	1.56175
PHB2	-0.28
ADCY3	-0.81
NDRG2	2.35466666666667
ERMAP	0.5857
APBA2	-2.42216666666667
IGSF9	2.37575
WNT6	1.00657142857143
MYCBPAP	0.154
ATP2B2	-0.120444444444444
CPVL	-1.548
TRAM2	-0.59575
NOP5/NOP58	-0.66675
ZNRF4	0.05325
TLK1	0.371375
MTMR12	0.986785714285714
ZNF384	0.3825
FAM9B	-3.50975
RPN1	1.554
PMVK	1.0065
EIF3D	-0.4919
SIX2	-0.4555
HPS1	0.355071428571429
RNF7	0.1645
PSKH2	-0.259
KCTD13	-0.417666666666667
CSMD3	-0.4003
FBF1	1.228
IL8	-5.80985714285714
SERPINB13	0.5925
FBXL20	-0.48
BLR1	0.045
SH2B1	0.140333333333333
RFNG	0.195125
RAB20	0.313833333333333
RBM7	-0.19275
POLR1A	-0.2665
TMPRSS4	-3.2295
TAF9	-0.02125
TERF2	-0.406
TNFRSF1A	0.49525
ACADVL	-0.823166666666667
GTF2H5	-0.1675
EDG8	0.658166666666667
C9orf140	-0.798625
UST6	0.83725
ZBTB8OS	-0.8735
ZNF710	-0.1685
GPR174	-1.543
ATP6V0A2	-1.134
KIAA0319L	0.758666666666667
XKRX	-0.417
DOPEY2	-0.1122
SDHD	-0.653416666666667
SUMF1	2.5655
OSM	0.3275
OPN3	-1.90125
DAGLB	0.00933333333333333
PPFIBP1	0.0936
TRIM63	-2.28925
C10orf53	-1.118
LYPD3	-0.205333333333333
BCL7A	-0.2315
AGER	-0.876833333333333
TCF19	-1.117625
SAT2	-0.1125
PFTK1	1.0415
GABRE	-2.59
C15orf38	0.2467
FIS1	0.375
KCNV2	-0.4285
CLPS	0.19575
PPCDC	-0.68425
FOXN2	-0.130166666666667
NT5E	-2.2948
CD83	-0.125
IL18	-0.74375
VPS16	0.04175
IGFBP2	-0.2935
NOTCH2	0.074
SIGLEC1	2.5945
CD93	4.4415
SULF2	-0.88975
CEP164	-0.489
P53AIP1	0.347333333333333
TOR2A	0.0603333333333333
ZNF136	0.68475
MGP	3.9013
CCDC144A	-0.3405
TRPC1	-0.0308333333333333
SMS	-0.412166666666667
MAPK7	-0.363666666666667
RRAGC	0.8255
PARD6A	0.231
NUB1	0.129
SYNGR4	0.2435
OR11H12	-0.577
WIF1	3.31225
GCH1	-0.697
OR11H4	0.7225
SLC44A5	0.9605
GPRIN2	3.65966666666667
LOC401431	-0.45225
CPA4	-2.9644
MELK	-2.015
IL15RA	-0.01525
CUL3	1.134
HMBOX1	0.52225
PODXL	-1.92975
CCT6B	0.865833333333333
COMTD1	-0.939
MUC20	1.35966666666667
GPX2	-1.164375
ITK	-1.58125
FBXL5	1.45575
C13orf27	-1.8035
DEFA5	0.2315
TRHDE	-0.875
MTP18	-1.355
UQCRQ	0.0541
ITGB2	0.943666666666667
CSRP2BP	0.25775
TAS2R44	0.561
PHPT1	0.65025
FAM44C	1.02875
ERH	0.41975
MPHOSPH1	-0.756833333333333
MORC1	-1.0335
PARVB	-1.54525
LAMA1	-2.67666666666667
PGBD3	0.637
GIMAP6	4.17525
AREG	-2.4675
LIPT1	0.498
MGC99813	-0.635
C1orf201	-0.599166666666667
GRIN2A	-1.051
MAN2C1	-0.903125
NSUN5	-0.58075
SF3B5	0.03
MYC	-2.1518125
NRXN1	0.435666666666667
ZNF18	-0.24225
SPDYA	0.0515
SLC37A1	0.2105
DECR2	-0.12925
ANKRD38	-0.592428571428571
SPTLC3	-0.983
SUPT16H	-0.23725
DTWD2	1.84625
ULBP1	1.617
ZADH1	0.265166666666667
OIP5	-2.36525
IL10RB	-0.248666666666667
OTUB2	0.2905
VWA3A	0.21
SPIC	-0.1516
OR6C4	-0.166
PSCD4	1.16116666666667
DPY19L2P2	0.418
TRAPPC6A	1.21816666666667
C21orf2	-0.157833333333333
CEMP1	0.17225
LIN7B	-0.225
E2F7	-1.936
VCP	0.1496
LAMA3	2.30766666666667
BGN	2.09625
GPR160	1.413
COCH	-5.12966666666667
GPR81	1.42916666666667
APOBEC3F	-1.9145
tcag7.1017	-0.62625
C1orf32	0.487
SCGB1D2	7.0065
FLJ43987	0.2065
C6orf170	-0.573
KLK9	1.049
GPD1L	0.150625
VPS37B	-0.14625
ATG3	-0.1835
ADAMTS17	-0.1855
KLHDC2	0.314333333333333
NDUFV2	-0.2195
BLK	-4.2085
MATN4	-1.4685
GPM6A	0.8085
GBP4	3.53366666666667
TMEM162	0.851833333333333
PKP2	-0.1115
HRASLS	0.0365555555555556
MMP1	-5.0965
SFXN3	-0.4758
FSD1	-2.25
ST6GALNAC3	-0.866666666666667
CA12	3.1362
NCOA6	0.4745
C19orf58	-0.6552
PPP4R1	-0.359666666666667
MAN1A2	0.385666666666667
IKBKAP	-1.06325
UPF1	-0.1485
KIAA1219	0.367
WNT16	0.251
SNW1	0.08725
IL18RAP	1.7275
RPP30	-0.402375
CDC40	-0.365
SETD3	0.337666666666667
SLAMF6	-0.48375
ELK4	-0.5395
TRIM47	0.00683333333333333
ACOX3	0.582875
TRIM6	0.849375
KIAA0372	0.192166666666667
TP53AP1	1.365875
SMURF2	-0.88775
ADAD1	0.18375
EBP	-1.154
KRTAP13-2	0.401
FLJ36874	-1.25633333333333
TOR1A	-0.638333333333333
P2RY4	0.487
GPBP1	0.344
TRPV1	0.242125
ADAMTS12	-0.431666666666667
PES1	-0.8189
ATG4A	-0.986666666666667
MAGEA10	-4.57275
WFS1	1.28925
CC2D1B	-0.5524
PABPN1	0.147125
SLC25A30	-0.64575
SLCO1C1	-0.237166666666667
SLC22A5	1.72775
KIF23	-2.24266666666667
SYN2	-0.621166666666667
ASPN	8.55516666666667
CENTG2	1.44075
QSOX2	-1.713
FLJ10815	0.0783333333333333
STK24	-0.5635
SPEG	1.3176
STK10	-0.9995
DACT2	1.1805
AAAS	-0.83325
SSX3	-1.399
ABCD3	-0.3793
C4orf12	0.23375
PARVG	-0.0401666666666667
FIG4	-0.26925
C9orf46	1.3785
TMCO6	-0.9695
IGHMBP2	-0.47625
DUS2L	-1.08716666666667
FAM3C	0.023375
TMEM16D	-1.86025
DCTN4	0.574
KCNH3	-0.32075
EIF2AK2	1.175
AP1S3	-0.5085
CST4	0.3115
PAM	0.3043125
NUTF2	-0.69425
CITED2	0.0232
SLC39A4	-0.63575
C2orf52	-0.182
GRM3	0.04225
C12orf49	0.29725
CCDC49	0.065
GRAMD1B	-1.76357142857143
FNDC4	-0.112
SIAH2	1.077625
GDPD4	-0.11975
C21orf87	0.05775
ATP5A1	-0.107
C16orf63	-0.930375
LOC388135	0.223
ATP5J2	-0.83625
MMP3	-1.0365
EMID2	0.14825
CRHR1	0.00375
WDR70	1.2245
C13orf31	0.427
ZFAND1	0.27
CCL18	3.27916666666667
C3orf49	0.346
RINT1	-0.34
KIAA0408	-1.5298
F13A1	4.0705
SLC10A1	-0.0776666666666667
OGN	1.129
GIPC2	-0.597166666666667
XPO6	-0.834
LCE1A	0.624
FMR1	0.4449
LOC374920	0.51
DUSP3	0.223
ANKMY1	0.34825
C7orf50	0.49875
BBS9	-0.4498
UNC119B	0.310625
C9orf72	-0.556
MGC35440	-0.161
ENTPD6	0.40325
PPP1R2P9	-0.095
ERCC4	-0.147
FAHD2B	0.4375
HMHA1	0.162
HACL1	-0.8075
RAD23A	-0.114
FAM83B	-1.0665
PPP5C	-0.688
RNASEH2C	-0.417875
C9orf153	-0.712
SCAMP4	0.724625
GHITM	0.2742
NDUFB7	0.363375
ADCYAP1	0.0628333333333333
SP110	1.41783333333333
MAP3K7IP2	-0.095
DHH	0.248
AGRN	1.02078571428571
WDR33	-0.0316666666666667
CEP290	0.332666666666667
PRPS1L1	-3.68183333333333
KLRA1	-0.772
GPR97	-0.9265
CHD7	-2.14991666666667
TLR10	0.218
SLC30A8	-1.0005
HIC1	0.848666666666667
IAPP	0.7175
RXFP4	0.18075
GP1BB	0.99775
SHQ1	0.063
NKX2-3	0.2685
API5	-0.2165
FTHP1	0.4115
MOV10L1	0.7584
TRIM6-TRIM34	2.20233333333333
ADHFE1	1.87675
FAM117A	0.208
DDI1	0.444333333333333
CDON	-0.300833333333333
TRIM73	0.218
IGKC	4.5405
MMP14	-1.08216666666667
DYNC1LI1	-0.88275
C11orf66	0.2345
TRBV3-1	-1.49575
FASTKD5	-0.18175
BIVM	-1.368
LHX4	-0.0463333333333333
CXCL2	-1.0785
RAB2B	-0.0583333333333333
IZUMO1	-1.56166666666667
MAP3K15	-2.184875
FAM19A2	0.523666666666667
ZC3H8	-0.898833333333333
ZMAT1	2.599125
SPINK5L3	-2.26466666666667
SLC10A6	0.264
APPL2	0.30575
CARD10	-0.4985
LOC402176	-0.058125
EEF1D	0.8768
RAB6A	0.9698
C12orf5	-1.6285
PAPOLG	0.096
MSRB2	0.547
BCR	0.262333333333333
PUS3	-0.48075
TIAM2	-0.46375
ZNF317	-0.0711666666666667
CHD2	0.106923076923077
FZD5	-1.2025
NUDT8	-1.48075
ZNF763	0.4825
PRC1	-1.67366666666667
ABCB9	-0.0361666666666667
SPATA3	0.48975
TRAK2	1.037625
STAB1	2.619
LRRTM2	0.281666666666667
psiTPTE22	1.3055
DBI	0.47525
SERPINA11	-0.33625
NAT5	0.2125
C20orf58	-2.4115
RPS6KA4	-0.102166666666667
FLJ90650	-0.5485
TGFBRAP1	0.7665
CHRDL2	5.019375
FAHD2A	-0.177333333333333
CNTN1	-0.295333333333333
BBS4	-0.0893
TMEM181	-1.21925
MINPP1	-0.36325
MPHOSPH6	0.113666666666667
HOXC10	1.1668
ITPKB	0.642875
CLPTM1L	0.25675
MEOX2	0.701
ATP6V0C	0.230125
PRPF8	0.116666666666667
TMC5	2.97225
FKBP3	0.06825
PLEKHB2	-0.76025
OR4D6	-0.03
ZNF544	-0.1985
D2HGDH	-0.12425
RPL18A	-0.3235
HEL308	-0.258375
MPP6	-3.6205
TCERG1	-1.331
KRT16	-0.713166666666667
KLF17	-0.867666666666667
KLF5	0.637375
