Hybridization REF	TCGA-A8-A06O-01A-11R-A00Z-07
RNF207	0.0005
APIP	-0.9795
PLA2G3	-3.30433333333333
CCDC84	-1.44625
MYLIP	0.111692307692308
PHIP	-0.3685
AARS2	-0.530833333333333
DHX32	0.51175
SCAPER	-0.289166666666667
MEN1	-0.207625
NIP7	-1.4595
FLJ25404	0.8635
FASTKD3	-0.61725
TMEM158	-2.73141666666667
RARA	1.761
BDH1	0.669
ANKRD16	1.36825
CARM1	0.594
SS18	0.363166666666667
IKZF2	-0.99175
MYD88	0.344875
PML	0.3633
TAF1A	-1.14825
CBFB	-1.2745
HIST1H3H	0.710833333333333
C7orf29	-2.50075
COMMD4	0.371166666666667
DPP3	-0.802
DAB2	0.152875
LOC388882	-0.467
YPEL4	-0.580875
AGBL3	0.9435
LRP6	-0.0509
SERPINH1	-0.879083333333333
TLE1	-1.576
CD244	0.556
ZDHHC15	-1.465
MGLL	0.2146
PLDN	0.0658333333333333
LOC654346	2.1305
FAP	2.60175
GPR37	-2.26583333333333
SCARA5	0.704666666666667
EBF4	2.96718181818182
LSM6	-0.686
MLLT1	0.0091875
SLC5A12	0.1
A2BP1	-1.5342
COPS5	1.4895
TPM4	-0.658642857142857
TNFSF4	1.49783333333333
ACADSB	0.2555
HERPUD1	0.09825
BCL2L11	-1.07627777777778
CEP78	-1.996625
CDCA3	-0.715375
WBSCR19	0.0804
MYO1A	-1.78
PPEF1	2.67433333333333
LOC440348	-0.957
CPEB2	0.9595
BPTF	-0.267166666666667
RPL21	-0.5251875
GSX2	-0.144
ADPRH	0.937
C17orf68	0.404333333333333
KCNS1	-1.00733333333333
MLLT6	0.3839
PIWIL4	-0.27975
RNF26	-0.95425
RAP1B	0.18275
ADAMTS1	-3.2601
ZNF571	0.986
P2RY6	-0.05575
TRIM21	0.9545
CADM3	0.105
NLRC5	1.16483333333333
ADRA2B	-0.0623333333333333
LOC90835	0.772125
PCF11	-0.52325
LOC400451	2.06475
GLTSCR1	0.8992
C17orf88	0.527
CDH16	-1.639
FGF7	1.2025
PCSK4	0.0680000000000001
NPC1L1	-1.36833333333333
TAT	0.332375
TBCA	0.11675
MGC33407	-0.02975
GPR115	-1.4335
CYGB	0.036
FNBP4	-1.45283333333333
C12orf43	-0.1555
CBL	-0.754
CLECL1	0.53375
PPAPDC1A	0.21675
WDR25	-0.003
SGCA	-0.4925
C22orf29	0.388333333333333
YIPF1	1.3895
GALK2	-0.9525
RAB3B	-1.42775
LOC440087	-0.2255
UCP1	-1.194
REEP5	2.391625
FADD	2.514
FOXA1	3.173375
CACNA1A	0.152166666666667
ABI1	0.275666666666667
GRIN2D	0.969
SLC1A4	-1.02816666666667
LOC401127	-0.82525
HINT2	0.499
PLD4	0.619333333333333
ZNF286A	-1.0245
ENY2	1.37325
IL1F6	0.2985
PXDNL	1.0765
C20orf79	0.1015
TNFSF13B	3.06766666666667
DENND3	0.53075
JARID1D	-3.45375
HIST1H2AK	1.2875
LOC93349	-0.6659
SSH1	-0.5442
ENSA	-0.579
LOC219854	0.1275
CKAP2	-1.1571
DKFZP564J102	0.889166666666667
MGC87315	-0.215833333333333
HNRPAB	-0.67475
AMH	-2.252
ZNF526	1.2965
BRUNOL5	-0.5187
CACNG3	0.343333333333333
TRPM1	-2.8925
PPP2R1A	0.785
COL2A1	-1.96025
DDN	-0.0728333333333333
FLJ25770	0.71925
HK2	-1.81457142857143
ELOVL6	-0.76425
MDK	-1.31425
EPHX1	2.541
RASSF2	0.695125
DKFZP434B0335	-0.3555
DLX3	-0.64575
PRTN3	-0.621
AVPR1A	0.07875
C21orf125	0.0805
TNFAIP8	-1.22966666666667
GNB2L1	-0.20625
CALCRL	1.57025
SCGB2A2	8.52616666666667
UBXD7	-0.14375
ZNF674	-0.881
TMEM35	0.47625
BRSK2	-0.17575
HECTD3	0.191
TMEM188	-0.65975
LGALS9	1.979125
SCARB2	0.511833333333333
USP34	-0.59725
C17orf28	2.78216666666667
ZDHHC23	-0.82975
AQP12B	-0.5525
SLC16A3	-2.20375
APLP2	0.070125
ITIH2	-5.172
MICAL3	0.730875
TNNI3K	1.6224
HDAC2	-0.49025
PRR7	0.6304
THBS2	-0.390625
LOC751071	-0.819833333333333
CA2	-1.0245
RANBP17	1.20875
RLN3	0.255
CRYZ	-0.558833333333333
GBAS	0.229333333333333
TAS1R1	-0.13775
MPZL3	0.324
PCDH8	-3.839
HSP90B1	-0.496
KCNK15	0.896
TNIP2	0.657833333333333
GPR146	0.241
NOL6	-0.068125
SPC25	-2.11066666666667
STEAP2	-0.425214285714286
VAMP3	-0.340666666666667
TCIRG1	-0.38975
ZP4	-0.331833333333333
PARL	0.49825
TRIM39	0.295666666666667
KIAA1305	-0.21225
CRNN	-0.0593333333333333
GRN	0.8225
HSH2D	0.41375
SCAMP1	0.951
KIAA1913	1.24625
PTS	-0.98425
BANP	0.089
PRKACG	-0.14425
ADCY6	0.784666666666667
C16orf46	0.1675
CYP51A1	0.124625
DDC	-5.53775
ANPEP	-1.2625
PROM1	-3.51583333333333
SIGLEC10	2.07275
COPG	0.7895
FAM26E	0.837875
TRIP4	0.44975
SNX3	0.1615
C1orf175	0.731833333333333
PPY2	0.43925
C14orf152	-0.202
FTSJ1	-0.5625
DST	-1.54165
LOC554235	-0.1265
GLRX5	-0.255
C20orf12	0.7437
CAB39	0.144166666666667
MSH2	-1.95
PIP4K2C	1.292125
CYLD	0.876875
WTAP	0.340125
MGAT4A	1.33
TSC22D4	-0.3051
CHRM2	-1.8985
PPYR1	0.305833333333333
CCNH	-1.4425
RRM1	-1.163
ECAT8	-3.916
LOC400120	-0.18875
GABRA4	-0.0242857142857143
C14orf4	1.32733333333333
C1orf59	-0.3595
CTDSPL	0.447416666666667
NHEDC2	-1.8005
PDE11A	-0.809875
KLHL29	-1.87925
CD5	-0.6192
TSPAN9	1.467625
WDR67	0.757
THUMPD1	0.1809
C18orf17	-0.46325
CLYBL	-0.583
FLJ13231	-0.4155
CMBL	0.529625
LECT2	-0.501666666666667
NKAPL	1.444
LOC654780	0.2215
OR4C6	0.1285
RAB30	1.08283333333333
TSSK4	-0.6245
TMEM163	0.274
OSBPL11	0.311666666666667
GNB5	-2.129
CCL21	0.364
C1orf121	0.170333333333333
FMO2	3.09166666666667
RPTN	-0.0245
MSTN	0.79
VCL	-0.168571428571429
FYTTD1	0.263
C11orf1	-0.5715
CCDC88C	1.505125
HFE	-1.06627777777778
MOGAT1	0.197
FAM125B	0.218166666666667
IRGQ	0.9165
RAVER2	-0.99625
AKAP5	-1.908
SSSCA1	-0.6
C11orf63	0.678375
ACTG2	-1.392
PORCN	-1.138
DTL	-0.0319090909090909
TMEM151	0.27875
FAM122C	-1.90675
RSAD2	4.2147
BAT4	-0.353
KRTDAP	-2.52833333333333
MYH8	0.02475
CRTC3	0.94675
LRRFIP2	-0.0533
INTS4	-1.05716666666667
TTN	-1.26616666666667
SLC26A5	0.4475
PLLP	-1.62325
RGS6	-0.64125
SRGAP3	0.816875
ZNF525	-0.00133333333333333
NBR2	-0.128666666666667
C13orf1	-0.2318
ZNF137	0.05
CEP27	-1.6775
BEST2	0.426
RNF121	-0.5625
DMRTC2	0.44775
C8orf76	1.44775
BCCIP	0.274875
MEST	-0.58125
HTRA2	-0.556
ANGPTL2	0.257
ILKAP	0.293166666666667
ERAS	0.082
HBS1L	-0.36625
CPA5	-0.238
TMEM30A	-0.392333333333333
CD300LF	2.62833333333333
WISP3	0.6485
CRK	0.0392857142857143
PDS5A	0.187
BRPF3	0.127333333333333
NEDD9	0.33125
SMPDL3B	-0.17625
PSG6	-1.273
PSMD13	-0.035
ETV5	-2.5264375
OR51A4	0.339
BTBD7	-0.0319166666666667
GSTO1	-0.974375
hCG_16001	0.5985
MAD2L1BP	-0.677666666666667
COX6A2	0.9225
SCNN1A	2.70266666666667
LSM1	-0.330333333333333
UGT2B11	-3.4595
IDUA	0.8835
PPP2R3C	-0.609833333333333
COX11	-1.1455
PDZK1	-3.22825
ZNF443	0.0253333333333333
MGC21874	1.16616666666667
ZNF323	2.1361
KRTAP10-10	0.682
CXCL6	-0.46575
SLC34A2	0.455111111111111
LOC284402	1.334
NPTN	2.47983333333333
UPP1	-2.53383333333333
SLC6A9	-0.02
OR7G3	0.3485
CISD1	0.0906666666666667
ZNF545	-0.308333333333333
SYT14	-0.596
NT5C3L	0.626166666666667
ZNHIT3	-0.559666666666667
SNRPD3	0.2135
KIAA0701	0.486625
UNC93B1	0.799
GMNN	-1.876875
SPCS2	0.239833333333333
LOC388524	0.8995
NAPRT1	0.772625
PNLIPRP1	-0.01975
OR6V1	0.7125
PRKAB1	-0.30625
EYA4	-3.2318
KIF20A	-1.26975
ALG10	-0.6765
ITPKC	1.85583333333333
LMX1B	1.39833333333333
RPUSD4	-1.32416666666667
C7orf34	0.408
DLGAP2	0.107
PFN1	-0.8194
MICALL2	-0.44675
ZNF654	-0.669
SS18L1	-0.55825
SLC16A8	0.44325
MKI67IP	-0.362833333333333
ITGB3	-1.883625
TCEA3	2.38041666666667
CEP152	-1.547125
CLIP1	0.981375
ZNF75	0.10825
ATP5C1	-0.244833333333333
NUDT5	-0.903
PSCDBP	0.38175
UBP1	0.25175
RBM27	0.243
C13orf15	2.05825
ZNF282	-0.146666666666667
ZNF222	0.0999
COL10A1	6.5305
PRDM15	-0.1555
TTTY5	-0.053
FAM9C	-0.335166666666667
C20orf67	0.07075
GNG13	-0.3995
F12	1.48125
C1orf41	-1.09375
CPXCR1	0.183
GSK3A	0.9535
SUPT6H	0.0085
PI16	3.01066666666667
ELL2	-1.30266666666667
C9orf167	-1.69783333333333
PVRL3	-2.8814
FLJ38596	0.74925
ADAM20	0.17375
GPR89A	0.987
GPR87	-3.154
ZNF30	0.18525
SMR3B	0.051
ZNF770	0.20025
TRPC4AP	-0.545666666666667
DKFZP686E2158	0.3565
C2orf28	-0.466
FREM1	-0.641166666666667
LAMA4	0.115666666666667
ADPRHL2	0.66425
EIF4G2	0.00449999999999999
GUCA1A	-0.0475
CTNNA2	-1.55925
NUDT15	-1.45033333333333
CEPT1	-0.578
ZNFX1	1.093
CCDC92	1.10275
TDRD1	0.0705
KCNK5	-2.71683333333333
ETNK1	-0.265833333333333
LTA	0.445
TTPA	0.277166666666667
B3GALNT2	0.67875
SC65	0.657
PEX5L	-1.619375
EPS15L1	0.25575
MGEA5	0.326625
HIST1H3A	0.8975
ING1	-0.46325
BCAT1	-3.711875
ORC6L	-2.90027272727273
KLK11	-4.9745
C19orf28	-0.6805
DNER	-4.6165
MED22	-0.737571428571429
ETV6	1.05225
CHAC2	-2.87825
CD300E	-0.1295
CEBPB	0.47925
ZNF398	0.257
LRCH3	-0.1295
HMGA1	-1.55416666666667
CAPN7	-0.2065
MGC5566	-2.58075
CCL3	3.508375
NANOS1	0.367625
ZFYVE19	0.623
APITD1	-0.0996666666666667
PARD3	-0.090375
IRAK4	-0.7005
SERPINI2	1.5715
CEP170L	-1.2285
TTC9	2.47925
MYOM3	-2.0875
MLPH	1.987125
LOC222699	0.475
NRG1	-2.13808333333333
TBC1D9	4.96463636363636
TTK	-1.77183333333333
ZNF557	0.9581
DDX41	-0.208833333333333
FANK1	0.522
UBE2D2	0.260375
PSMB10	0.090625
MYH7B	0.095
GABARAPL2	-0.777125
MARVELD2	1.964
DGCR2	1.253
UNC45A	0.794833333333333
C6orf72	0.2975
ZNF683	4.119
GIT2	-0.207625
CASK	-0.178
C14orf161	3.59833333333333
LRRC44	-0.77025
TIFA	0.422625
UTP11L	-0.70325
C6orf65	-1.1685
FDPS	0.10825
DUSP9	-2.073
SLC17A8	0.00683333333333333
OR51G1	0.341
NANS	0.27375
OLFML1	1.69875
ATP10B	-1.55725
NPAS3	-1.5365
PRKCA	-2.7179
GGA2	0.1935625
LCE4A	0.3285
SPANXN3	-0.575
CCDC115	0.6255
SDCCAG3	-1.1605
GLIPR1L1	-0.297666666666667
TTC1	0.02425
C17orf76	-0.59575
MAD2L2	-0.1915
HIPK1	0.2289
LRRC3B	0.2085
CLN3	0.298727272727273
C17orf47	0.3835
FMN2	-1.6975
TUBB1	-0.711
WAPAL	0.0843333333333333
C3orf21	-0.393875
SCN5A	-0.6701
SMYD1	-0.24575
BEX5	-1.0915
ZNF192	-0.0365
SEC22A	0.312666666666667
GRIA2	0.155307692307692
KIAA0825	-1.3
NUSAP1	-0.918363636363636
LANCL1	-0.3335
C15orf40	-0.2619
ZNF645	0.387875
GPR61	0.182
NLRP14	0.254
SNX21	0.1063
C1QTNF8	0.178
C17orf46	0.34425
IFNA8	0.252
SPRR1B	-2.1085
FLRT1	-0.87575
SNX17	-0.121
ASB2	-0.150833333333333
HBG1	-4.9145
RPRML	0.36425
JOSD2	1.31716666666667
PLSCR3	-0.40025
SPOCD1	-0.702333333333333
RAB39	-1.395
GHRH	0.0361666666666667
ITIH5L	-0.00374999999999999
C17orf37	1.229
SMCR8	0.21425
DPY19L2P3	-0.3815
IL11RA	0.245333333333333
GDF3	-3.51783333333333
RPS6KB1	-0.550916666666667
DNAJC19	0.3657
TOP1	-0.80025
CRCT1	-0.348125
MPST	0.44975
DPM2	0.07975
FAM38B	-1.99833333333333
SLC18A1	-2.51966666666667
FARP1	1.00183333333333
PAX7	0.8905
TUBD1	-0.98425
GNL3	-1.112125
BTG2	1.61693333333333
NDUFS6	0.10275
C1orf79	-0.98225
ERAL1	-0.2965
ECHS1	0.8565
VPS4A	-0.500833333333333
CYP11A1	-0.542875
ABCC6	-1.62635714285714
PBX4	-1.907
MOSC1	1.29025
NCF4	0.92325
HYMAI	0.275
NAGPA	-0.204125
OTOP2	0.14425
ACOT12	-0.11275
MTHFD2L	0.28475
LOC441376	3.54725
C19orf34	-0.303
RAB1B	-0.11275
ALDOAP2	0.647
NTRK1	-0.9
ARTS-1	0.000999999999999993
SLC6A11	-1.651
NAP1L2	2.38075
CNGB1	0.316333333333333
EPB41L4B	0.53175
FAM134B	2.121625
HS3ST3A1	-2.67066666666667
CPXM2	4.97
SIRPB2	1.0185
CHORDC1	-1.19033333333333
TRIB3	0.131666666666667
SLC2A5	0.376
C2orf49	-1.396
DDX5	-0.60675
OR5L1	1.1535
ANAPC4	-0.488333333333333
ZSWIM1	-0.01075
LOC93622	0.99575
KCNK3	-0.0706
RP11-35N6.1	-1.639625
ZFP161	-0.0585
AQP9	4.058
SLC15A2	0.723
MREG	0.165333333333333
OR9I1	0.35
PDLIM2	0.31825
ADAM7	0.2905
GSTCD	0.186833333333333
WDR21A	0.51875
SLC12A8	2.4005
TMEM174	0.171
IGSF3	-0.0288333333333333
LRRN1	-4.00725
LOC402117	-0.345
SRPK1	-0.905166666666667
LY6K	-1.6124375
NFIA	3.415
PTCD3	-0.9155
LEP	3.39366666666667
PCDH21	-1.13483333333333
MAPKAPK2	1.03514285714286
NMNAT1	-0.359833333333333
LHFPL2	0.336
C9orf43	1.1625
DIP2A	-0.111
ACTR8	-0.882625
CCDC34	-1.5975
PTPN22	-1.06375
ITGA3	-1.463
FAM129C	0.66425
RABGGTA	0.1785
UNC45B	-0.0785
KIAA1033	-0.491125
ZNF510	-0.660666666666667
CYP2D6	-0.725166666666667
SLC26A10	-2.026
STX8	0.022
LUZP1	-0.357625
WDR89	0.966333333333333
EIF4G3	-0.5241
C5AR1	1.4865
ZNF623	2.1335
A2M	0.4095
TGM7	0.585
GRPEL1	-0.0416666666666667
LMNB2	-0.8702
ROCK2	-0.813
SNX16	0.65825
CCDC66	-0.3105
ANXA3	-3.8295
KIAA1609	-0.458375
EED	-1.89875
RNF32	0.744666666666667
HES1	0.2594
CLC	-0.146166666666667
ISL1	-0.891
KIAA0528	0.061125
MANEA	-0.046
C1orf61	-2.701
hCG_2001000	0.53425
RAPGEF6	1.1829
KIAA0020	-1.22883333333333
NEIL1	1.78775
C16orf45	-1.241
RBM10	-0.453666666666667
C10orf125	0.019875
MRS2L	-1.247
DNAH17	-0.8415
C19orf10	-0.13825
C1orf160	0.77025
SLFN12	0.7705
EXOC3	-0.363333333333333
HIST3H3	0.35625
NCOR2	-0.0371666666666667
TNFRSF9	0.15675
MFSD8	0.8325
ALX1	-3.30383333333333
NOL1	-0.562
PODN	2.88225
TIAL1	-0.79
HIST1H1E	1.7705
NPY6R	0.403
TM4SF4	-0.94
CORO2A	-0.65625
ETNK2	1.90716666666667
APOE	1.8965
ANGPT4	0.347
HDGF2	0.4035
G30	-0.3505
ST8SIA4	-0.405
F2RL1	-0.782125
FAM19A4	-3.0065
CCAR1	-0.1945
B3GNT7	-0.07625
OPHN1	-0.455
DSCR6	1.27
C21orf13	0.933333333333333
GAS2L1	1.36616666666667
RFX3	-0.54
COPS4	0.168375
BCHE	-5.0325
BCL2	1.987
HBZ	-2.74566666666667
ARL13B	-0.45125
MAPBPIP	1.34075
MYO15B	0.255125
SPZ1	0.378333333333333
KIAA1324	2.87911111111111
PLCL2	-0.95075
C4orf29	-0.88325
WDFY2	-0.231875
ZNF284	-0.49
NAALADL1	0.0235
DUSP5	1.45
PXDN	-0.267375
SLMO1	-0.00425
TNXB	0.4418
BIRC7	-0.0495
A4GALT	1.25266666666667
TIMM22	0.1275
FAM110C	-1.36825
TOMM34	-0.684875
ABHD9	0.351
ADAM32	1.8865
CRHBP	0.986
AQP2	0.546
LOC130355	0.52225
ZNF187	-0.366
ZNF816A	0.533
F7	-0.4685
CNOT1	-0.732
SLC13A4	-1.41775
ZBTB11	-0.19975
B3GALT5	-0.340666666666667
EXOC2	-0.963
IRS1	0.5417
TMEM1	0.342666666666667
MRPL34	-0.641666666666667
SAMM50	0.2305
CDC42EP3	-0.705125
HSF2	-0.6564
MFN2	-0.0455
TSPAN7	-1.857
NUCB1	1.15991666666667
RHOH	2.6335
ARL16	0.2545
TACR1	-0.2465
SFRS5	-0.332833333333333
SNX25	-0.34525
RHBDF1	0.6555
PCDH18	1.48783333333333
HMG1L1	-0.975
MYO5C	0.857625
MAPK10	1.3835
LDHAL6A	0.183166666666667
NUDT12	0.691666666666667
NCAM1	-0.415
GLIS2	0.3975
GGTL4	2.1085
DAPP1	-1.179
ATF7	1.175
KIAA0748	-1.0985
NFIL3	-1.2285
TM6SF1	1.1668
SEZ6	0.21525
NANOS3	-0.522166666666667
DNAJA3	0.0708333333333333
CLDN6	-2.721
CIITA	2.3877
EPHA4	-2.30783333333333
FANCC	-0.3855
CMTM3	-0.18725
PSG3	-0.506875
MRPL15	0.75775
C21orf59	-0.07225
PLCXD2	-0.105
C2orf34	-0.887875
UBE2L6	1.213875
MED14	-0.3585
HP1BP3	-0.737
C6orf208	0.5555
TPBG	-0.29875
OSR2	2.034125
XPC	-0.143333333333333
KLHL7	-1.69241666666667
CCR3	-0.536833333333333
AGTPBP1	-0.913166666666667
PCSK6	0.0846666666666667
STAT5A	-1.29
FAM18B	-0.3745
LONRF2	0.863333333333333
PTPN2	-0.859625
SF3A3	-0.593833333333333
EFCBP2	-0.2135
HCFC1	-0.230166666666667
AHNAK	-0.65455
ACTR5	0.055
KIF14	-1.01557142857143
TENC1	0.70175
HEATR5B	0.2855
YIPF2	0.740166666666667
MYEOV2	0.914833333333333
DUSP18	1.423
KIAA1012	0.46675
AHR	-1.333
C17orf53	-0.717833333333333
PTPRH	-3.8875
ATP6V1C1	1.9288
TAS2R3	-0.483
LOC440356	1.60925
COQ10B	0.0645
PSMF1	0.6465
SORBS2	1.295
NFE2L2	-0.99225
TMCO7	-0.67375
SH3PXD2A	-0.4532
SH2D2A	-1.058
SPINK5	-2.944
MRPS24	-0.71
OPA3	0.670375
TRAF7	-0.265833333333333
C4orf35	0.0213333333333333
MT1G	0.58
MGC39545	0.36675
HS1BP3	0.7079
OR2B2	0.5725
CHRM4	0.502
SFRP2	2.59341666666667
RIC3	-1.21875
ART1	0.249
C6orf1	0.456
DUS4L	-1.4875
C10orf104	0.709
TNFAIP6	1.656
RTEL1	-0.90625
CCT4	-1.149
ZNF709	-0.418
CHMP6	0.779833333333333
UPP2	-0.523333333333333
CYP19A1	-1.589375
CD151	-1.09483333333333
NDUFA13	0.498333333333333
ARFRP1	-0.632833333333333
FAM26B	1.48275
CRYBA1	-1.4
MRPL41	-0.061
NPFFR2	-2.005625
HRH2	0.526
SCAMP3	1.07016666666667
MTMR6	0.0659
MTG1	-0.091
UBTD1	0.39525
CRABP1	-2.653
FLJ33790	0.0357
KIAA1908	1.02383333333333
GPR158	-3.565
PACSIN3	-0.577
OMD	3.0605
CATSPER1	-0.865166666666667
HOXB8	-1.113625
FBXO46	1.3925
OAS1	2.12433333333333
SVIL	0.37975
PHB2	-0.678
ADCY3	-0.7945
NDRG2	0.1065
ERMAP	0.0344
APBA2	-1.8115
IGSF9	1.54125
WNT6	-0.578357142857143
MYCBPAP	-0.67975
ATP2B2	-0.4014
CPVL	-0.6785
TRAM2	-1.09025
NOP5/NOP58	-0.59225
ZNRF4	0.10575
TLK1	-0.638375
MTMR12	0.991142857142857
ZNF384	-0.319666666666667
FAM9B	-3.1825
RPN1	0.8287
PMVK	2.159
EIF3D	0.355
SIX2	1.379
HPS1	0.516285714285714
RNF7	0.08775
PSKH2	0.2205
KCTD13	-0.0935
CSMD3	-0.3296
FBF1	0.344
IL8	-4.459625
SERPINB13	0.5232
FBXL20	0.1025
BLR1	0.484
SH2B1	0.106166666666667
RFNG	-0.043375
RAB20	0.583166666666667
RBM7	-1.066
POLR1A	-0.721
TMPRSS4	3.2285
TAF9	-0.789625
TERF2	0.884
TNFRSF1A	0.393083333333333
ACADVL	-0.186
GTF2H5	0.036
EDG8	-1.4615
C9orf140	-1.050625
UST6	-0.09475
ZBTB8OS	-0.3095
ZNF710	0.9145
GPR174	-1.53
ATP6V0A2	-1.414
KIAA0319L	0.375083333333333
XKRX	0.3735
DOPEY2	2.2407
SDHD	-1.133
SUMF1	1.10125
OSM	3.45875
OPN3	-1.8725
DAGLB	-0.236833333333333
PPFIBP1	-0.6188
TRIM63	-2.85875
C10orf53	1.0265
LYPD3	-0.833333333333333
BCL7A	-0.070375
AGER	-1.40933333333333
TCF19	-0.150125
SAT2	-0.1895
PFTK1	-0.514833333333333
GABRE	-2.276
C15orf38	1.5553
FIS1	0.435
KCNV2	0.386
CLPS	0.53325
PPCDC	0.13725
FOXN2	-0.389666666666667
NT5E	-3.8175
CD83	1.3115
IL18	-0.247375
VPS16	0.889
IGFBP2	-2.57533333333333
NOTCH2	0.7115
SIGLEC1	3.421
CD93	4.3295
SULF2	-1.137
CEP164	-0.48925
P53AIP1	0.0736666666666667
TOR2A	0.17
ZNF136	-0.0025
MGP	3.6669
CCDC144A	0.34
TRPC1	-1.53083333333333
SMS	0.896333333333333
MAPK7	-0.804166666666667
RRAGC	0.5085
PARD6A	-0.00733333333333333
NUB1	0.607333333333333
SYNGR4	0.85425
OR11H12	-0.089
WIF1	0.340714285714286
GCH1	0.05325
OR11H4	-0.174
SLC44A5	-1.41
GPRIN2	-0.8905
LOC401431	0.3485
CPA4	-2.9885
MELK	-1.805
IL15RA	0.04725
CUL3	0.789875
HMBOX1	-0.5965
PODXL	-2.5345
CCT6B	0.665166666666667
COMTD1	0.69775
MUC20	2.00216666666667
GPX2	-3.571875
ITK	-1.2775
FBXL5	1.64675
C13orf27	-1.4165
DEFA5	0.18
TRHDE	-0.526
MTP18	0.929
UQCRQ	0.7084
ITGB2	2.31941666666667
CSRP2BP	0.76825
TAS2R44	0.543
PHPT1	-0.1775
FAM44C	-0.00125
ERH	1.32575
MPHOSPH1	-0.382666666666667
MORC1	-0.512
PARVB	0.43775
LAMA1	-2.50733333333333
PGBD3	0.14725
GIMAP6	3.91
AREG	-3.85933333333333
LIPT1	-0.536
MGC99813	-0.3165
C1orf201	0.382666666666667
GRIN2A	-0.7511
MAN2C1	-0.300375
NSUN5	-0.3135
SF3B5	0.328
MYC	-0.2808125
NRXN1	-0.7287
ZNF18	-0.042
SPDYA	-0.425125
SLC37A1	1.412
DECR2	0.677
ANKRD38	-0.790125
SPTLC3	-1.55441666666667
SUPT16H	-0.71525
DTWD2	0.389
ULBP1	-0.335
ZADH1	0.983833333333333
OIP5	-1.3415
IL10RB	-0.0795
OTUB2	0.424
VWA3A	0.259666666666667
SPIC	0.3895
OR6C4	-0.3565
PSCD4	1.30433333333333
DPY19L2P2	-0.923
TRAPPC6A	1.92316666666667
C21orf2	0.217833333333333
CEMP1	0.8155
LIN7B	0.087
E2F7	-2.28033333333333
VCP	0.0521875
LAMA3	0.334
BGN	1.65075
GPR160	1.6385
COCH	-4.5105
GPR81	1.869
APOBEC3F	-1.7385
tcag7.1017	-0.30575
C1orf32	0.7265
SCGB1D2	7.02275
FLJ43987	-0.5495
C6orf170	0.04975
KLK9	0.289
GPD1L	-1.041125
VPS37B	0.587
ATG3	-0.1965
ADAMTS17	-0.00749999999999999
KLHDC2	-0.278166666666667
NDUFV2	0.36125
BLK	-2.31775
MATN4	-1.3325
GPM6A	-0.527857142857143
GBP4	3.71716666666667
TMEM162	0.1785
PKP2	-1.4125
HRASLS	1.128
MMP1	-3.3855
SFXN3	-0.5583
FSD1	-2.04233333333333
ST6GALNAC3	-2.18433333333333
CA12	3.8169
NCOA6	0.25425
C19orf58	-0.4247
PPP4R1	0.374666666666667
MAN1A2	0.198166666666667
IKBKAP	-1.61625
UPF1	-0.00950000000000001
KIAA1219	0.34175
WNT16	-0.18425
SNW1	-0.076125
IL18RAP	2.094
RPP30	-0.527625
CDC40	0.0347857142857143
SETD3	-0.1225
SLAMF6	0.04625
ELK4	-0.6885
TRIM47	0.412333333333333
ACOX3	0.583625
TRIM6	-0.720375
KIAA0372	-0.112666666666667
TP53AP1	0.718625
SMURF2	-0.691
ADAD1	0.3755
EBP	-0.6836
KRTAP13-2	0.2845
FLJ36874	-0.762833333333333
TOR1A	-0.859166666666667
P2RY4	1.1475
GPBP1	0.2335
TRPV1	-0.0085
ADAMTS12	-0.227333333333333
PES1	0.4021
ATG4A	0.7655
MAGEA10	-4.797
WFS1	1.99325
CC2D1B	-0.091
PABPN1	-0.594875
SLC25A30	-0.018
SLCO1C1	0.588166666666667
SLC22A5	2.31375
KIF23	-1.20816666666667
SYN2	-0.4615
ASPN	7.19283333333333
CENTG2	0.589
QSOX2	-2.0136
FLJ10815	-0.212
STK24	-0.56175
SPEG	-1.3439
STK10	0.0116666666666667
DACT2	-2.485
AAAS	-0.68025
SSX3	-1.405375
ABCD3	0.6256
C4orf12	0.273125
PARVG	1.286
FIG4	0.81775
C9orf46	-0.21375
TMCO6	-0.5735
IGHMBP2	-0.4775
DUS2L	-0.5025
FAM3C	-0.653875
TMEM16D	-3.258625
DCTN4	0.53375
KCNH3	-0.28325
EIF2AK2	0.38225
AP1S3	-0.77575
CST4	2.914
PAM	-0.7839375
NUTF2	-0.61175
CITED2	-1.3566
SLC39A4	2.32825
C2orf52	-0.08
GRM3	-0.17425
C12orf49	0.802875
CCDC49	-0.2566
GRAMD1B	-1.413375
FNDC4	0.18275
SIAH2	1.87825
GDPD4	-0.0285
C21orf87	0.987125
ATP5A1	0.0565
C16orf63	-0.71875
LOC388135	0.268333333333333
ATP5J2	-0.637375
MMP3	-0.72325
EMID2	0.0455
CRHR1	0.393
WDR70	-0.3625
C13orf31	1.19725
ZFAND1	0.7245
CCL18	4.35666666666667
C3orf49	0.328
RINT1	-1.036
KIAA0408	-2.358
F13A1	3.8073
SLC10A1	-0.00966666666666668
OGN	-0.445
GIPC2	-2.03483333333333
XPO6	0.152
LCE1A	0.824
FMR1	0.6675
LOC374920	0.16125
DUSP3	0.28575
ANKMY1	0.15125
C7orf50	0.78975
BBS9	-1.1419
UNC119B	-0.0855
C9orf72	-0.756625
MGC35440	-0.20675
ENTPD6	0.270375
PPP1R2P9	0.6565
ERCC4	-0.07575
