Hybridization REF	TCGA-BH-A0DQ-01A-11R-A084-07
VPS37B	0.322
ATG3	-0.440666666666667
ADAMTS17	-0.7995
KLHDC2	-0.208166666666667
NDUFV2	-0.03625
BLK	-3.33275
MATN4	-1.1925
GPM6A	0.261875
GBP4	4.04266666666667
TMEM162	0.2315
PKP2	0.7415
HRASLS	-2.90677777777778
MMP1	-2.84825
SFXN3	0.5717
FSD1	-2.57
ST6GALNAC3	-0.976666666666667
CA12	3.0293
NCOA6	0.69925
C19orf58	-0.4904
PPP4R1	0.597833333333333
MAN1A2	1.15866666666667
IKBKAP	-1.29375
UPF1	0.1615
KIAA1219	0.82275
WNT16	0.213166666666667
SNW1	-0.557125
IL18RAP	1.731
RPP30	-0.490625
CDC40	0.495142857142857
SETD3	0.556166666666667
SLAMF6	0.0455
ELK4	-0.1775
TRIM47	0.139666666666667
ACOX3	0.743
TRIM6	0.29875
KIAA0372	-0.305666666666667
TP53AP1	0.9825
SMURF2	0.21275
ADAD1	0.42975
EBP	-0.823
KRTAP13-2	-0.4105
FLJ36874	-0.644
TOR1A	0.579333333333333
P2RY4	0.453
GPBP1	0.14
TRPV1	0.09425
ADAMTS12	1.23
PES1	-0.8028
ATG4A	0.506333333333333
MAGEA10	-5.13525
WFS1	1.7665
CC2D1B	-0.521333333333333
PABPN1	-0.500875
SLC25A30	0.34
SLCO1C1	0.492
SLC22A5	0.82925
KIF23	-2.032
SYN2	-0.102333333333333
ASPN	8.81016666666667
CENTG2	0.2735
QSOX2	-1.7488
FLJ10815	-0.00166666666666667
STK24	-0.4804375
SPEG	-0.00669999999999999
STK10	0.22
DACT2	-0.849
AAAS	-0.52175
SSX3	0.0125
ABCD3	0.9453
C4orf12	0.101875
PARVG	0.389833333333333
FIG4	0.37675
C9orf46	1.114
TMCO6	-1.105
IGHMBP2	-0.9525
DUS2L	-0.5815
FAM3C	0.274
TMEM16D	-0.49375
DCTN4	0.93175
KCNH3	-0.49175
EIF2AK2	1.873
AP1S3	-0.06125
CST4	1.214
PAM	1.071125
NUTF2	0.47175
CITED2	0.1221
SLC39A4	-0.691
C2orf52	-1.179
GRM3	0.187
C12orf49	0.410875
CCDC49	0.2331
GRAMD1B	-1.82325
FNDC4	0.899
SIAH2	1.9845
GDPD4	0.378
C21orf87	-0.179875
ATP5A1	-0.755166666666667
C16orf63	-0.365375
LOC388135	-0.04
ATP5J2	-0.950125
MMP3	-0.99675
EMID2	-0.48225
CRHR1	0.37775
WDR70	-0.38875
C13orf31	1.73675
ZFAND1	0.11525
CCL18	3.967
C3orf49	-0.092
RINT1	-1.589
KIAA0408	-1.3205
F13A1	5.3741
SLC10A1	1.175
OGN	2.66475
GIPC2	-0.301333333333333
XPO6	-1.08566666666667
LCE1A	1.1195
FMR1	1.0971
LOC374920	0.0065
DUSP3	0.3155
ANKMY1	0.09975
C7orf50	-0.1495
BBS9	-0.2697
UNC119B	-0.068875
C9orf72	-0.69925
MGC35440	-0.358
ENTPD6	-0.2485
PPP1R2P9	0.365
ERCC4	0.56075
FAHD2B	-1.0495
HMHA1	-0.8115
HACL1	-1.1595
RAD23A	-0.311833333333333
FAM83B	2.3
PPP5C	-1.1775
RNASEH2C	-0.101875
C9orf153	0.09675
SCAMP4	0.745125
GHITM	0.0555
NDUFB7	-0.045125
ADCYAP1	1.316
SP110	1.84916666666667
MAP3K7IP2	0.29825
DHH	-0.714
AGRN	0.624571428571429
WDR33	0.938333333333333
CEP290	0.7845
PRPS1L1	-2.41283333333333
KLRA1	-0.3295
GPR97	-0.615
CHD7	-0.85075
TLR10	0.502333333333333
SLC30A8	2.871
HIC1	1.8465
IAPP	0.887
RXFP4	-0.0275
GP1BB	0.50575
SHQ1	0.3885
NKX2-3	0.0738333333333333
API5	-0.113
FTHP1	-0.202
MOV10L1	-0.0461666666666667
TRIM6-TRIM34	2.96566666666667
ADHFE1	0.60775
FAM117A	0.0845
DDI1	0.126166666666667
CDON	0.2335
TRIM73	-1.0705
IGKC	4.26
MMP14	1.433
DYNC1LI1	0.00324999999999998
C11orf66	0.1
TRBV3-1	-1.0445
FASTKD5	-0.29975
BIVM	-0.79625
LHX4	-0.32225
CXCL2	-0.6894
RAB2B	-0.178833333333333
IZUMO1	-0.7205
MAP3K15	-2.380125
FAM19A2	0.134666666666667
ZC3H8	-1.1645
ZMAT1	1.332375
SPINK5L3	-2.90675
SLC10A6	0.432
APPL2	0.282625
CARD10	-0.0875
LOC402176	-1.0995
EEF1D	0.6421
RAB6A	0.5848
C12orf5	-0.504625
PAPOLG	0.16375
MSRB2	1.03375
BCR	0.434611111111111
PUS3	-0.68775
TIAM2	0.132
ZNF317	0.147666666666667
CHD2	0.0237142857142857
FZD5	-1.52404545454545
NUDT8	-2.29275
ZNF763	0.792
PRC1	-1.50055555555556
ABCB9	0.827
SPATA3	-0.25225
TRAK2	1.613375
STAB1	3.049625
LRRTM2	0.493833333333333
psiTPTE22	0.93975
DBI	-0.094
SERPINA11	-2.93125
NAT5	-0.43475
C20orf58	-1.80025
RPS6KA4	0.245666666666667
FLJ90650	1.44325
TGFBRAP1	0.43075
CHRDL2	-0.180125
FAHD2A	-1.30233333333333
CNTN1	0.0675
BBS4	0.3524
TMEM181	0.12675
MINPP1	0.03175
MPHOSPH6	-0.920416666666667
HOXC10	-0.1711
ITPKB	0.321875
CLPTM1L	-0.39175
MEOX2	1.96016666666667
ATP6V0C	0.6625
PRPF8	-0.504
TMC5	1.92475
FKBP3	0.0365
PLEKHB2	0.150375
OR4D6	-0.4475
ZNF544	-0.5357
D2HGDH	-0.789375
RPL18A	-1.6331
HEL308	-0.247375
MPP6	-3.43975
TCERG1	-1.317
KRT16	-0.0745
KLF17	-0.0395
KLF5	-0.995875
CDR1	3.760125
VCX3A	-1.2635
FBLN2	2.872
C14orf104	-0.1465
HBE1	-5.1638
OR4S2	0.8285
C1orf108	0.0973333333333333
ROBO4	3.85816666666667
CPEB4	0.87975
C11orf80	-0.498166666666667
BCKDHA	0.200166666666667
MYOC	3.48375
GIF	-0.398
CKMT1A	0.8285
RPL3	-0.2746
THBS1	2.92875
APOO	-0.91675
ARMCX1	1.98925
HSZFP36	0.952
SNAPC5	-0.38575
EIF4ENIF1	0.0885
ZNF433	0.04075
TNFRSF21	-1.060875
TMPRSS7	-0.2445
SPATA18	1.4437
HPDL	-3.805
MKL2	1.4324
TBX3	1.84215384615385
C21orf93	0.286166666666667
DAXX	1.43175
ELMO1	0.2565
RGS13	2.59716666666667
TAF11	0.072
UNC13A	-2.41175
LOC653314	-1.0237
ORC3L	-1.23725
IMAA	-3.31
TARBP2	-0.23575
CABIN1	-0.4118
TRIOBP	-0.1199375
HIST1H2AC	0.943375
RGS22	-0.719166666666667
NCOA1	1.2575
IL25	0.8195
SNCG	2.8415
GPR6	-0.156
AMDHD1	0.552166666666667
CHEK2	-1.180375
C6orf142	-0.04375
DRD4	0.5685
C14orf68	-1.6535
GDF11	-1.694
SEMG2	-0.529
CD247	-1.647
CDAN1	-0.21475
RBMX2	0.7945
TGS1	-0.03925
OIT3	1.24125
SYF2	0.0645
MCM4	-1.6105
PKHD1L1	-0.16925
CEP192	-1.17833333333333
IFT88	1.45275
RPL9	-0.694357142857143
RAB32	0.426
DDX43	-2.18675
P2RX2	0.276333333333333
OR5D18	0.186
UBE1	-0.423333333333333
SLC24A1	0.698125
ARHGAP5	0.8605
CETP	0.83175
KIAA1731	-1.02416666666667
SLC9A4	0.46
PTPN6	0.3065
BAHD1	0.61175
GRIK3	0.558
CACNB2	-0.6011
PDE10A	0.454
DGCR14	-0.6595
PCDHB9	0.143833333333333
RHOQ	0.812166666666667
MAP3K4	0.135
KTI12	-0.225833333333333
RPL23AP13	-0.5735
GNG11	0.874
CLCN3	1.2545
GPAM	1.386
VSTM2A	3.0675
SLAMF7	1.74733333333333
INTS2	-0.917
PPP2CA	0.2252
LRP12	0.593933333333333
SEC14L2	2.91255555555556
DKFZP586H2123	2.716
MC3R	-0.1005
CIRH1A	-1.4425
HIST1H2AB	0.263833333333333
POLH	0.368625
MGC16703	-1.9345
SNAPC2	0.632
FILIP1L	2.46325
RASGRP4	0.6825
LRRC1	1.34875
GAS1	1.694
PRAC	-1.329
DGKA	-0.198833333333333
NT5C3	-0.709
PEG3	-2.90441666666667
NADK	-0.5655
PRR17	-0.115
LOC374569	-1.196
SGSH	0.329833333333333
NLRP8	-0.1145
GALT	-0.8267
MCF2	-1.3205
ZNF263	0.78525
TACSTD1	1.32133333333333
TYR	-7.1847
ATP6AP2	0.4505
RNUXA	-0.00574999999999999
ABHD10	0.0801111111111111
GDPD2	-1.9395
SLC35C1	0.01375
UBE2A	0.499
HERC5	0.632333333333333
FAM112B	-3.46933333333333
FBXL16	0.36225
DKFZP434A0131	-0.75825
ELA3A	-3.1025
RBM41	-1.3735
HAO2	0.82775
RNH1	0.376
SHANK2	0.361833333333333
OSBP2	-2.476875
DAK	-0.797166666666667
C3orf58	-0.0353333333333333
TCL1B	0.2725
KBTBD2	-0.207125
SUGT1L1	0.39925
UBE2E2	1.36716666666667
MYL9	3.095
CDC23	-0.5545
PBXIP1	1.6072
CXorf40B	1.578
NBL1	2.2835
RTBDN	-0.125
RAB11FIP5	0.559375
TTTY13	-0.8235
SCOTIN	0.552
SOHLH1	-0.176833333333333
CDKN1A	1.19535714285714
NCK1	0.011
ZNF550	-0.9315
SAPS3	-0.521916666666667
SPIN3	0.901833333333333
MAGEE2	0.48075
MIS12	-0.363666666666667
OR8H2	0.268
KIAA0774	-2.2132
UNC5D	-2.4195
CUL7	-0.367666666666667
LIPC	-3.314
DIO1	-1.7205
C20orf11	0.4913
CTRL	-1.27025
HS3ST2	2.53075
PAK4	0.632666666666667
CCRL1	3.914
RNF10	0.7155
ZNF567	0.04525
ZNF660	0.6515
TCEAL3	1.973
MAGOH	-0.566166666666667
CENPB	-0.353333333333333
C19orf7	0.74275
LOC388965	0.5635
ZCCHC13	1.693
JMJD1A	-0.8127
HIST1H4H	0.1165
TBRG1	-0.6749
GPC3	-3.10525
TAF1C	-0.5875
EBNA1BP2	-0.675166666666667
CIAPIN1	0.089
PDGFRA	0.505944444444444
CSTB	-0.582125
CENPI	-2.02583333333333
GTF2E2	-0.335166666666667
RPP21	-0.302
CCNF	0.3995
KCNQ3	0.859
FAM79A	1.412
SLC22A12	0.0325
NOVA1	-0.0366666666666667
FZD3	1.4726
AKAP8	-0.247
SOCS5	0.770875
CFDP1	-0.103
DLG5	0.95975
PGM5	1.36233333333333
C1orf144	0.0241666666666667
HDAC10	-2.22
RND2	-1.3525
C20orf199	-1.09575
RNMT	-0.4875
SLURP1	0.582
ASTN1	0.081375
SH3BGR	0.84925
MYCL1	-0.67975
ZHX1	-0.0441666666666667
CENPK	-2.77925
FOSB	0.7277
LOC643406	0.715125
C2orf59	-1.427875
TMEM135	0.162
SLC27A2	0.0175
KRT33A	1.915
OVOL1	1.758125
PAMCI	-2.1685
S100A7	1.0255
ZNF789	-0.946
HARS2	0.74175
RPL23A	-1.40883333333333
TCF23	-0.343
UPF3B	-1.6315
C17orf78	-0.6605
HLA-DOB	-0.0115
C14orf142	-0.0246666666666667
TEKT5	0.4815
DMWD	-0.007
POLD1	-1.97816666666667
GSCL	-0.108
CALD1	1.3202
SCRT1	0.217666666666667
AIG1	0.75975
UNC84B	0.49175
ZNF404	0.474
TMED6	-3.901
KIAA1462	1.459
LRRC27	1.9065
PYGO1	0.2355
PIGU	-0.421
ALAS2	-3.83133333333333
WRNIP1	0.230125
CNNM3	0.537
ZNF2	0.63025
ST3GAL5	0.286166666666667
MRPL23	-0.759
TSSK6	-0.5085
PSMA6	-0.393
C16orf70	-0.01225
KIAA1602	0.34525
ALMS1	1.004
DCN	3.70125
TMEM132D	-0.862
SUCLG2	0.7135
ABHD14A	-0.1975
DEXI	-0.035
AMPD2	-1.39083333333333
IFNAR2	0.273833333333333
CYB5A	1.0403
TLOC1	1.38505
NXF5	-1.48883333333333
NRBF2	0.2675
KCTD3	0.7745
ITGAE	-0.243166666666667
SLC30A3	-2.28566666666667
ZRF1	-1.412
IFRD2	-0.746875
XAB1	-0.42075
PYCR2	-0.129
SERPINB3	-5.6245
TMLHE	0.0706
GEFT	-0.78425
ABCA5	-0.90725
EMR4	-0.003
TSFM	-0.165
HIST3H2BB	0.092
ARHGEF19	1.09575
TSPAN17	0.0581666666666667
ABCC8	3.05225
MAP1S	-0.075
C22orf36	0.042
BNC2	1.54242857142857
HIST1H4A	-1.008
NDUFS3	-0.227666666666667
WDR3	-1.0625
XKR4	-0.57125
TTC33	0.00542857142857143
STMN2	4.28025
CPN2	-0.610166666666667
HSPC105	1.211125
PCOLCE2	0.0435
C3orf55	1.959
KLHDC9	1.58416666666667
TBC1D23	0.292625
ATXN2L	-1.2395
MAP2K3	-0.07575
SCAP	-0.1465
ZNF486	1.26433333333333
C20orf96	2.115
NARS	-0.74925
ADAMTSL1	-0.328571428571429
PRCC	0.357166666666667
CCDC126	2.08216666666667
ZNF675	0.69075
CALCOCO1	0.47525
ANKRD43	0.796
CWF19L2	0.1275
ZBTB32	0.675666666666667
BRAF	0.2865
ODF4	0.29475
MGC14376	0.672666666666667
HORMAD1	-2.13533333333333
AAK1	-0.022
PEBP1	1.10916666666667
TNFSF5IP1	0.0511666666666667
DKFZp564N2472	0.2185
RMND1	-0.091125
IGKV1-5	4.58625
COL1A2	4.02166666666667
SERPINA5	0.6005
AANAT	0.202
C19orf21	1.45466666666667
GEMIN5	0.08
UBR4	-0.261833333333333
LTBP3	0.809666666666667
AMHR2	-2.45783333333333
PROCR	0.34275
MYBBP1A	-1.31775
C20orf39	2.30083333333333
ZNF697	-0.33375
PASK	-0.4155
ZNF776	1.14883333333333
RFXDC2	0.130875
KIAA0467	-0.189
C10orf96	-1.20025
ZNF503	-0.6955
GULP1	0.024
KCNE4	4.1255
DKFZp434K191	-2.019125
LOC196913	0.3775
BHLHB4	0.4315
CH25H	0.67875
LOC81691	-0.4
ALPL	0.0602857142857143
COL12A1	3.365875
FOLR3	-2.09966666666667
GPR123	0.118625
TRIM62	0.459642857142857
ABLIM1	0.487166666666667
MAST3	-0.473
RHBDD1	0.7465
LOC338809	-0.7265
RYBP	1.192
TTC26	-0.372125
ZNF22	0.4325
ISCA2	-0.263
RDM1	-2.044
PIGM	0.18275
GNB3	-1.9615
ACTR2	0.9078
HMGB1	0.44055
EDG1	3.79566666666667
SOAT2	-2.268
OR10AD1	0.307
RAP1GDS1	0.6585
LCE1F	0.1505
ESM1	0.27975
RCN3	2.413
CREBL1	-0.946
DBNL	0.034
PTGER3	3.1255
USP30	0.527333333333333
BCL2L12	-0.636833333333333
KIF26B	2.5725
ZNF416	0.73025
ZNF225	0.253
C17orf70	-0.233
ZNF554	0.75925
RAE1	-0.599166666666667
TNIK	0.626166666666667
ACTN3	0.8895
MGC45922	0.2415
CCNA1	0.2265
RYK	0.5835
IL26	0.1235
LRP3	0.407
QARS	0.08125
SOX7	1.88985714285714
BID	-1.8895
OR2S2	0.7995
CXCL14	3.5795
C11orf47	-1.3135
MGC29891	-0.068
HSPB8	1.8754
PRDM14	-0.976
NUFIP2	0.07575
MNAT1	-0.304625
ZDHHC2	-0.958166666666667
MBNL2	0.266625
ADD3	0.46875
CSNK2A1P	-0.3825
KLK6	-1.30916666666667
TMEM111	0.3503
KIAA1279	1.121
NUBP2	0.269
RAB42	-0.95275
ID3	-0.5099
TM9SF1	0.5695
MDP-1	0.03325
POU4F2	1.05775
IQCK	1.27325
C16orf14	-0.69
CAPN3	-1.63275
FAM43B	0.555625
RECQL	-0.389
AP1G1	0.513214285714286
CTNNBL1	-0.063
ECHDC1	-0.5005
SMARCC1	0.5213
FOXQ1	-0.877875
GNAI3	0.2135
POLG2	-1.872
CD4	0.806
ITLN1	0.07125
EBI2	2.552
IRF1	0.32325
PTPRE	2.1343
PTK2B	-0.58225
NXNL2	1.0545
SOX4	1.11444444444444
TSPAN3	0.293833333333333
SH2D1A	-3.46066666666667
C8orf58	-0.167666666666667
USP20	-0.57075
DUSP22	-0.546333333333333
CALB1	-2.831
L3MBTL2	0.2165
MCRS1	0.062
TMEM118	-0.644666666666667
C18orf8	0.576333333333333
FLJ10241	-0.17675
GJA12	1.63875
PKD1	-0.5145
ZFP3	1.0955
JAM3	0.519625
LAPTM4A	1.5215
DIRC2	0.049
KIAA2022	-0.721166666666667
MYOM1	1.74883333333333
TRPM8	-2.46083333333333
MOP-1	0.72125
PHKG2	-0.34325
ZNF650	0.245125
KIAA1522	1.389
PSG8	-1.98133333333333
DDX19B	-0.0705
MOBKL1B	0.0745
DIAPH2	0.0756666666666667
PTPN12	-0.079
CLN8	0.1196
CRYZL1	0.165166666666667
CRY2	0.958916666666667
FCGR2B	4.0185
PNPLA4	1.60875
ZNF454	1.302
DKFZp434B1231	-0.358
CLDN11	0.6332
RFWD2	0.3135
CIB2	-0.804833333333333
MXRA8	3.94475
HRK	-1.122
MAML2	0.16175
C4orf31	0.7795
C6orf192	-0.55825
COG6	0.212875
FAM5B	0.154
NFATC1	0.3604
SEPT10	0.601
SCYL1	-0.0803
RPP40	-1.213
SCOC	0.495
KIAA1450	1.1065
CTDSPL2	-0.58775
TBX5	2.37016666666667
NAPG	0.15025
RHD	-5.4275
C14orf45	2.53883333333333
ZBTB22	1.569
PLCG1	-0.7945
ANKRD10	-1.707625
AQP7P2	2.7405
TAGLN2	-0.308666666666667
HTR2C	-1.20666666666667
SLC16A7	1.14833333333333
C17orf83	-0.58175
TSGA14	-0.467666666666667
MDH1	-0.59575
PPP3R2	0.454333333333333
DCBLD2	-1.34857142857143
RBM33	-0.745
DPH3	-1.922
SYT10	-1.2935
FMO4	2.982
THYN1	-1.029
DRD5	-2.6665
OTOR	0.893375
PGRMC2	0.3932
KATNAL1	0.643875
PAQR6	-3.21525
UBE2I	-0.000499999999999999
C14orf28	0.41825
C8orf70	2.24625
FLYWCH1	-0.6925
ANGPTL3	-1.093
GLRX2	-0.447
ATP11A	-1.2125
ARL5B	-0.059
MUC16	-3.94625
SLC25A5	-0.920428571428571
ACRC	-1.6425
MYO1C	0.530625
FAM89B	1.09516666666667
FAS	0.569125
KIFAP3	1.07475
GLRA2	0.3555
BTN3A2	-0.2808
CNKSR3	0.115
CSTF3	-0.688333333333333
ARPM1	1.40675
KIAA1530	-1.072
C9orf150	1.7215
PRKCI	1.1055
tcag7.1015	-1.476
SOD3	0.70225
ZNF574	0.031
CYP21A2	1.64575
RPL12	-0.075
COMMD2	-0.2155
WIZ	0.05575
LOC344405	-1.03725
ALDH4A1	0.0575294117647059
CRYAB	3.63875
COPA	0.217766666666667
PCDHGA7	0.754666666666667
KIF11	-1.17216666666667
RASD2	-0.36025
SLC26A3	0.0735
ZNF175	0.2465
JAKMIP2	-2.262
C8orf4	1.32683333333333
PTHLH	2.76225
SLC40A1	2.6795
OR7D4	0.2875
PCDHB17	-0.431
CD36	5.10664285714286
C6orf203	0.6609
PRKG2	-0.0265
LOC400566	1.68125
ANAPC13	0.2815
SLCO3A1	-0.31625
ZNF692	-2.2285
FANCL	-1.0505
SH3GLB1	1.00375
C12orf61	-0.539
KBTBD6	0.8605
SUPT5H	-0.01775
XRCC6	-0.7369
HUS1B	4.3348
FAM133B	-0.263071428571429
LOC728276	-0.8215
KCTD18	1.2525
SOS2	0.4065
CCDC99	-1.77075
C1QTNF5	4.1085
NNAT	1.725
USP16	0.1555
LARS	-0.8135
ZBTB2	0.653
ABO	-0.1025
TRAF3	-0.211
GALNT5	-1.0925
NAP5	1.16775
ALG14	0.316166666666667
KIAA0515	-0.124
WDR75	-0.865166666666667
TEX261	-0.0196666666666667
LY86	1.07025
LOC389072	-0.248
FLJ13611	-0.0585
MRGPRX2	0.589
SNRPA	-1.2225
OR2G2	0.0075
GPRASP2	1.2875
C7orf42	0.5811
C9orf163	-1.1645
CYP11B2	-0.2825
FCRL3	0.8165
PRDX1	0.24575
FGB	-8.142
COX17	0.186
C16orf33	0.1205
PIWIL1	-0.224833333333333
FOLR1	-1.57166666666667
KIAA0082	-0.746
FREQ	-0.609
TMCC2	-1.10933333333333
TCF12	0.68475
ZNF721	0.6
FAM130A2	0.82
POU4F1	-3.10675
SNRPF	-0.656
SGIP1	3.17883333333333
ZNF641	1.45666666666667
EMG1	-1.191625
PRRG4	1.5815
HIRA	-3.54325
MYNN	0.643666666666667
AEBP2	-0.815916666666667
TBXA2R	0.587833333333333
ISL2	-1.86733333333333
PCDHB11	0.608
RNF144A	0.44225
MARCH5	0.434125
DULLARD	-0.00133333333333333
DCLRE1B	0.296666666666667
ITGA8	2.118
TP73	-0.11325
PRKCD	1.663
NDUFB4	0.5025
ATP13A4	0.21125
ANTXR2	0.523166666666667
COL4A3	-0.702166666666666
MYO10	-1.3151
SLC6A18	0.41675
PEX1	0.03425
TMEM74	-0.890166666666667
RBM19	-0.14875
TAPBP	0.60735
RUNX1	0.427875
MID1	-1.49966666666667
GPR64	-0.539333333333333
RASEF	3.473
GABRG1	0.3465
MYO16	-1.0605
DBF4	-1.43716666666667
TSHZ2	3.7555
RIPK2	0.18575
PPTC7	0.342666666666667
KIF4B	-1.033
LRRC31	1.365
ZNF540	1.6305
EFNB3	0.000499999999999991
LOH12CR1	-0.13525
STON2	0.634833333333333
GLP1R	0.142
CSTF2T	0.794375
IREB2	-0.7805
GRSF1	0.07025
PDCD7	-0.370833333333333
LRRC43	0.659
CNR1	0.777666666666667
IL1F7	-0.7915
C12orf64	0.07275
FAM69B	-1.015
NR2E1	-2.37783333333333
MS4A6A	3.0335
FTL	0.1584
C7orf36	-0.846
PCLO	2.3723
DYRK2	1.45191666666667
ARIH2	-0.274
SAMD7	0.494
SCNN1D	-1.42175
SLC32A1	-0.942125
C22orf25	-0.288333333333333
MRPS18A	0.0516
GPR112	0.5565
EARS2	-1.204
ERN2	0.188
ATPBD3	-0.528333333333333
PRH2	-1.504
CDKN2D	-0.642666666666667
PGLYRP2	3.13725
TRIM40	0.157
SEC14L3	-0.00833333333333331
SLC22A1	-0.537
BTN2A3	0.16825
RASA4	-0.1275
CCNL2	-1.25558333333333
MYBPC3	0.013
GJA4	3.97925
CDC42SE1	1.086125
TRPV2	-1.01425
MYPN	-4.4512
SIM1	0.4815
CDADC1	0.16975
ZFHX4	1.99525
NIBP	0.429666666666667
ADAMTS19	0.7355
ABTB2	-1.44875
TSPYL2	-0.420125
EIF2S3	-0.864
SOX30	-0.1125
AP2A1	-0.523333333333333
DKFZP564O0523	0.573166666666667
LOC285398	0.189
CDH18	-5.6795
CHL1	1.68
GATS	-0.5373
TBC1D2B	0.549333333333333
OR1J1	-1.1495
GSN	2.99616666666667
DPCR1	0.032375
GARNL4	-0.59
SMARCA5	-0.18475
PLEKHG3	0.596
ZBTB45	0.714
FRMD6	0.53
PLS1	0.506166666666667
DGKZ	0.591833333333333
EFNA1	1.6742
WDR85	-0.70275
ANK2	0.927
PAGE4	-0.554
SENP6	0.317833333333333
AKR7A2	0.938833333333333
FKBP10	-2.36375
VEGFC	-0.606166666666667
LARP1	-0.0201875
SRBD1	0.606
ITGB6	3.9545
SLC1A2	-0.244785714285714
INVS	-0.958
MPO	0.2265
MOBKL3	0.0582
CUTL2	-2.08875
KLK2	0.00208333333333333
VIM	1.1505
REG1B	0.351
PCDHGC4	0.343
C3orf34	0.325166666666667
SUMO3	0.1695
CST9L	4.58025
MLL4	-0.665
SPR	1.49316666666667
SAMD9L	1.30275
ABCE1	-0.567
SUPT3H	-0.733833333333333
ACTBL1	1.41775
ADAMTS4	1.4785
SLIT3	3.32225
RHEBL1	-1.3605
NPM2	-1.829
MAN1C1	1.840375
KIAA1856	0.651833333333333
HSPA6	1.1925
LOC388152	-0.329
C10orf140	-0.29675
ZDHHC12	0.0245
LIN7A	1.5024
PHC2	0.550666666666667
SPHK1	0.5685
TRIM26	0.789
FAM83E	2.1755
C18orf24	-2.1165
ZNF578	0.486333333333333
ORAI1	0.63275
RUVBL1	-0.809083333333333
C7orf20	-0.496333333333333
APAF1	-0.0205
SLC36A4	-1.846
MYH11	4.48183333333333
NEK1	0.8697
MPP2	-0.416625
C12orf24	-3.28325
TNK2	0.6044375
ZNF289	-0.0565
MATN3	-0.724
IFNGR2	1.18616666666667
ITPR1	0.08
EBF3	4.0045
TBC1D20	0.5213
OR10P1	-0.1435
DDAH2	1.939
SHPRH	-0.07725
STX7	-0.2845
LOC554248	-2.61
BCAR1	0.377
ATXN3	0.213833333333333
TRIM27	0.213
CDC42EP2	0.96
CHP	0.298285714285714
SOX17	2.49175
ZNF259	-1.21016666666667
CHCHD1	0.222625
ZDHHC19	0.3025
GBP2	2.8425
GARNL3	1.117875
MRC2	1.388
C1orf52	-0.2285
AOF2	-0.0176666666666667
LRPPRC	-0.8091
ACVR1C	2.275
TM4SF18	3.14216666666667
TMEM169	0.276166666666667
PPP1R16A	-0.06825
EBF1	2.83116666666667
RRS1	-0.896333333333333
SNX2	0.1405
OR2T2	-0.075
RBX1	-0.48575
ANKRD54	-0.220333333333333
TSNAX	0.891833333333333
TMEM83	-1.8235
ZBTB7A	1.22675
ATM	-1.20725
LOC338328	2.78033333333333
TIE1	2.45433333333333
HIST1H3G	0.809666666666667
PASD1	-5.24833333333333
TINAG	0.2675
PCDHAC2	0.8415
LRRC15	1.659625
WBSCR17	-0.7955
TFF2	0.573
PARP2	-1.255
NDFIP2	-0.874125
PCDHGB2	0.3315
WDR60	-0.13625
MAP7D2	-1.8597
USP45	-1.46475
GSDML	-0.928
TNS1	0.861
PLCD4	1.625
IQCD	1.55566666666667
SMPX	-2.68675
CD9	0.103833333333333
SRGN	0.992125
CASP7	1.501875
INOC1	0.348166666666667
DKFZp451M2119	-0.818
VMAC	1.42
USP53	1.2026
CAMK1G	-0.76125
TMEM106A	-0.0411666666666667
CDC20	-1.4637
ACSL5	-0.948333333333333
CBWD5	-0.770375
C1orf87	-1.53683333333333
KIAA1274	1.32025
PRUNE2	-2.10578571428571
LYPLA2	0.114666666666667
DOK6	-0.437166666666667
GPR149	-0.45525
FAM30A	1.674
TMEM129	0.18175
SLC35B3	1.1695
ACPP	0.1079
LOC200261	-0.25
SLC4A7	0.7428
CCDC40	2.58575
GART	-1.289875
THOP1	-1.0805
SCARB1	-0.698625
CACNA1F	0.55
TRIAP1	0.101833333333333
SYT14L	-0.294
SFRS8	0.224
PBOV1	0.16425
GOLSYN	2.19925
GJB7	-2.0665
CAMK2N1	1.01625
GREM1	3.66091666666667
FLJ20433	0.41725
QPCT	-2.53025
PRKAG2	1.16266666666667
H2AFX	-0.98725
C6orf154	1.34725
PLOD3	-1.1805
ZBTB39	0.414333333333333
WASF3	0.0995833333333333
DRG1	-0.66525
PRR4	-1.0805
SPCS1	-0.05675
KDELR3	0.515666666666667
SRP19	-0.111833333333333
GABRA6	0.40175
MFSD1	0.81575
MMEL1	1.63825
PDXDC2	0.1776
BUB1	-2.74266666666667
RNF138	-1.660875
MYLPF	-0.830166666666667
AIF1	0.614
DYNLRB1	0.4461
HCN3	-2.12
HIST1H2AI	0.08925
MAP4K5	0.7295
LASP1	1.941125
LOC130951	1.8525
PLAA	0.731875
KRT6A	-1.037
C6orf117	-1.504875
ARHGAP23	-0.5405
PTF1A	-0.0455
GPHA2	-1.07275
LCE3B	-0.34725
MCL1	0.595714285714286
EHBP1	-0.103083333333333
PRNP	-0.798375
ZSCAN1	0.6045
C1orf113	-0.189166666666667
FOXA3	-2.68625
NEB	-0.25075
ASGR1	-4.902
CTGF	2.44933333333333
RAB17	0.788
MST101	0.7265
JARID1B	1.1551
USP37	0.4308
PTBP1	-0.294166666666667
PTPN7	-1.34866666666667
CDC7	-2.067
SNX7	0.43925
ZNF335	-0.3175
CPT2	0.15075
