Hybridization REF	TCGA-E2-A15O-01A-11R-A115-07
DNAJC19	-0.4708
TOP1	0.47125
CRCT1	-0.779375
MPST	-0.252625
DPM2	-0.081125
FAM38B	2.311
SLC18A1	-1.61633333333333
FARP1	-0.367833333333333
PAX7	-0.1365
TUBD1	-1.25725
GNL3	-0.209875
BTG2	1.49826666666667
NDUFS6	-0.4025
C1orf79	-1.44975
ERAL1	-0.222
ECHS1	0.74525
VPS4A	-0.730333333333333
CYP11A1	-1.062
ABCC6	-1.06928571428571
PBX4	-1.703
MOSC1	0.219625
NCF4	-0.07975
HYMAI	-1.16
NAGPA	0.13
OTOP2	0.2
ACOT12	-0.05875
MTHFD2L	1.03975
LOC441376	4.8155
C19orf34	0.6165
RAB1B	0.5405
ALDOAP2	-0.6545
NTRK1	-1.41816666666667
ARTS-1	0.3039
SLC6A11	-1.4855
NAP1L2	-2.22875
CNGB1	-0.146333333333333
EPB41L4B	0.362333333333333
FAM134B	3.22975
HS3ST3A1	-2.40583333333333
CPXM2	3.22125
SIRPB2	0.631
CHORDC1	-1.395
TRIB3	-0.179333333333333
SLC2A5	-0.67375
C2orf49	-0.710666666666667
DDX5	0.33525
OR5L1	0.3955
ANAPC4	-0.493666666666667
ZSWIM1	0.098
LOC93622	0.6865
KCNK3	-0.1156
RP11-35N6.1	-2.523375
ZFP161	0.647833333333333
AQP9	4.07125
SLC15A2	1.13233333333333
MREG	0.375833333333333
OR9I1	0.1905
PDLIM2	-0.199625
ADAM7	0.2475
GSTCD	1.71766666666667
WDR21A	-0.19575
SLC12A8	0.0423333333333333
TMEM174	0.0325
IGSF3	0.348
LRRN1	-0.33825
LOC402117	0.04075
SRPK1	-1.17433333333333
LY6K	-1.5398125
NFIA	2.4445
PTCD3	-0.478125
LEP	1.78033333333333
PCDH21	-1.24166666666667
MAPKAPK2	0.292785714285714
NMNAT1	-0.814333333333333
LHFPL2	0.190875
C9orf43	0.8865
DIP2A	0.268
ACTR8	0.440375
CCDC34	-0.28875
PTPN22	-1.169
ITGA3	-0.38225
FAM129C	0.6
RABGGTA	0.169333333333333
UNC45B	0.43525
KIAA1033	0.75725
ZNF510	0.956833333333333
CYP2D6	-0.6915
SLC26A10	-0.7865
STX8	-0.27375
LUZP1	-0.363875
WDR89	0.0423333333333333
EIF4G3	-0.3049
C5AR1	1.64425
ZNF623	1.515
A2M	0.29325
TGM7	0.682
GRPEL1	0.217833333333333
LMNB2	-0.9341
ROCK2	-0.0298333333333333
SNX16	0.910125
CCDC66	1.0565
ANXA3	-2.46575
KIAA1609	-0.5415
EED	-1.54825
RNF32	-1.83416666666667
HES1	-0.3262
CLC	0.970833333333333
ISL1	-1.5335
KIAA0528	0.803375
MANEA	0.721875
C1orf61	-0.5245
hCG_2001000	-0.3985
RAPGEF6	0.7826
KIAA0020	-0.848
NEIL1	1.43725
C16orf45	-0.74975
RBM10	-0.255666666666667
C10orf125	-2.249375
MRS2L	0.038
DNAH17	-0.28575
C19orf10	-0.70225
C1orf160	-0.096
SLFN12	0.20075
EXOC3	-0.253166666666667
HIST3H3	0.4105
NCOR2	0.686666666666667
TNFRSF9	1.1125
MFSD8	1.15525
ALX1	-3.63033333333333
NOL1	-0.35675
PODN	1.962
TIAL1	-1.105
HIST1H1E	-0.25725
NPY6R	1.34925
TM4SF4	-0.10025
CORO2A	0.46075
ETNK2	0.869666666666667
APOE	0.1281
ANGPT4	0.00700000000000001
HDGF2	0.3135
G30	-0.3605
ST8SIA4	-0.62925
F2RL1	0.742125
FAM19A4	-4.3115
CCAR1	-0.18425
B3GNT7	-0.108
OPHN1	0.0596
DSCR6	2.362
C21orf13	1.71583333333333
GAS2L1	0.189666666666667
RFX3	0.192833333333333
COPS4	0.59775
BCHE	-4.32933333333333
BCL2	2.6785
HBZ	-1.86916666666667
ARL13B	1.1875
MAPBPIP	0.388625
MYO15B	0.38825
SPZ1	0.269
KIAA1324	2.497
PLCL2	-1.654375
C4orf29	0.152
WDFY2	-1.09175
ZNF284	-0.3885
NAALADL1	-0.1065
DUSP5	0.8495
PXDN	0.110875
SLMO1	0.3655
TNXB	-0.1079
BIRC7	-1.579
A4GALT	1.43883333333333
TIMM22	0.5225
FAM110C	1.26475
TOMM34	-0.449125
ABHD9	2.026
ADAM32	1.0935
CRHBP	-0.54175
AQP2	0.0775
LOC130355	0.329
ZNF187	-0.4705
ZNF816A	0.3505
F7	0.382875
CNOT1	-0.5536
SLC13A4	-1.334
ZBTB11	-0.8005
B3GALT5	1.77825
EXOC2	2.58466666666667
IRS1	1.8205
TMEM1	0.791833333333333
MRPL34	-0.175666666666667
SAMM50	-0.339
CDC42EP3	0.1425
HSF2	-0.4056
MFN2	-0.61975
TSPAN7	-2.14666666666667
NUCB1	0.216666666666667
RHOH	2.1665
ARL16	0.721
TACR1	0.2775
SFRS5	0.0218333333333333
SNX25	0.340875
RHBDF1	0.780333333333333
PCDH18	1.10483333333333
HMG1L1	0.22
MYO5C	1.472625
MAPK10	2.203
LDHAL6A	0.0475
NUDT12	1.22516666666667
NCAM1	-0.3795
GLIS2	0.5895
GGTL4	-1.06625
DAPP1	1.3905
ATF7	1.02375
KIAA0748	-0.731
NFIL3	-1.74675
TM6SF1	0.5861
SEZ6	0.1765
NANOS3	0.644333333333333
DNAJA3	1.0585
CLDN6	-3.04
CIITA	1.7313
EPHA4	-0.953833333333333
FANCC	-0.93475
CMTM3	-0.2615
PSG3	-0.521375
MRPL15	-0.41925
C21orf59	0.38625
PLCXD2	-0.5
C2orf34	0.175875
UBE2L6	0.48625
MED14	-0.0341666666666667
HP1BP3	-0.9222
C6orf208	0.2745
TPBG	2.20275
OSR2	2.319875
XPC	0.676666666666667
KLHL7	-0.617833333333333
CCR3	-0.185666666666667
AGTPBP1	-1.36766666666667
PCSK6	-1.08353333333333
STAT5A	-1.1579
FAM18B	0.5915
LONRF2	0.264833333333333
PTPN2	0.30175
SF3A3	-0.1935
EFCBP2	-0.71
HCFC1	-0.0748333333333333
AHNAK	0.4007
ACTR5	0.36075
KIF14	-1.19485714285714
TENC1	0.9195
HEATR5B	0.785
YIPF2	0.6955
MYEOV2	0.734166666666667
DUSP18	0.595
KIAA1012	0.88225
AHR	-0.0933333333333334
C17orf53	-0.371333333333333
PTPRH	-3.01425
ATP6V1C1	1.1653
TAS2R3	0.0625
LOC440356	0.83825
COQ10B	0.909
PSMF1	0.4555
SORBS2	-0.21425
NFE2L2	0.688
TMCO7	-0.927
SH3PXD2A	-0.6471
SH2D2A	-1.46775
SPINK5	-1.1645
MRPS24	-1.0645
OPA3	-0.112375
TRAF7	0.459666666666667
C4orf35	-0.0283333333333333
MT1G	-0.75825
MGC39545	0.759333333333333
HS1BP3	0.35
OR2B2	0.074
CHRM4	0.2915
SFRP2	2.01925
RIC3	-0.701
ART1	0.089
C6orf1	0.391
DUS4L	-0.2845
C10orf104	0.68325
TNFAIP6	1.251
RTEL1	0.29775
CCT4	-0.3664
ZNF709	0.86975
CHMP6	0.313
UPP2	0.11225
CYP19A1	-2.69425
CD151	-0.25
NDUFA13	-0.204333333333333
ARFRP1	-0.0796666666666667
FAM26B	2.0245
CRYBA1	-3.648
MRPL41	-0.135
NPFFR2	-2.2165
HRH2	-0.0075
SCAMP3	-0.2195
MTMR6	1.3796
MTG1	-0.54
UBTD1	0.932
CRABP1	-0.4885
FLJ33790	-0.5999
KIAA1908	0.6245
GPR158	0.326
PACSIN3	0.181666666666667
OMD	1.9095
CATSPER1	-0.0136666666666667
HOXB8	-2.442125
FBXO46	0.4715
OAS1	1.626
SVIL	0.01325
PHB2	0.319
ADCY3	-0.0265
NDRG2	0.5715
ERMAP	0.7089
APBA2	-1.95733333333333
IGSF9	1.71075
WNT6	-0.9765
MYCBPAP	1.39875
ATP2B2	-0.3743
CPVL	-1.3457
TRAM2	-0.9655
NOP5/NOP58	0.351
ZNRF4	0.04625
TLK1	0.27925
MTMR12	0.130714285714286
ZNF384	0.29
FAM9B	-3.031
RPN1	-0.4307
PMVK	0.7505
EIF3D	-0.1947
SIX2	1.9915
HPS1	0.130428571428571
RNF7	-0.43125
PSKH2	0.422
KCTD13	0.852666666666667
CSMD3	2.5641
FBF1	0.3385
IL8	-2.865
SERPINB13	0.167272727272727
FBXL20	0.30925
BLR1	0.30675
SH2B1	0.962333333333333
RFNG	0.3815
RAB20	-0.311666666666667
RBM7	-1.32525
POLR1A	0.695333333333333
TMPRSS4	-1.48275
TAF9	-0.600625
TERF2	-0.367833333333333
TNFRSF1A	-0.0725833333333333
ACADVL	0.3095
GTF2H5	0.0865
EDG8	1.87166666666667
C9orf140	-0.471875
UST6	0.09125
ZBTB8OS	-0.72825
ZNF710	0.13
GPR174	-1.647
ATP6V0A2	-0.178
KIAA0319L	0.775666666666667
XKRX	2.0075
DOPEY2	1.3875
SDHD	-1.23725
SUMF1	1.9665
OSM	2.29125
OPN3	-1.645
DAGLB	-0.347166666666667
PPFIBP1	-0.6049
TRIM63	-3.28175
C10orf53	-0.4965
LYPD3	0.899666666666667
BCL7A	1.419625
AGER	-0.239333333333333
TCF19	-0.129875
SAT2	0.27025
PFTK1	-0.503833333333333
GABRE	-2.801625
C15orf38	0.8088
FIS1	0.1585
KCNV2	0.0155
CLPS	0.1955
PPCDC	-0.011625
FOXN2	-0.224666666666667
NT5E	-3.4147
CD83	0.1725
IL18	0.9505
VPS16	0.3845
IGFBP2	0.0178333333333333
NOTCH2	0.07725
SIGLEC1	2.484125
CD93	4.2945
SULF2	0.069
CEP164	-0.49625
P53AIP1	0.465666666666667
TOR2A	0.0945
ZNF136	0.819
MGP	2.5125
CCDC144A	0.614333333333333
TRPC1	-2.002
SMS	0.357833333333333
MAPK7	-0.0085
RRAGC	0.97825
PARD6A	0.0295
NUB1	0.420166666666667
SYNGR4	0.77475
OR11H12	0.156
WIF1	2.229125
GCH1	0.5285
OR11H4	0.402
SLC44A5	-0.734
GPRIN2	0.0503333333333333
LOC401431	1.6845
CPA4	-2.47
MELK	-1.21188888888889
IL15RA	-0.1485
CUL3	1.268375
HMBOX1	-1.45825
PODXL	-1.9115
CCT6B	0.720666666666667
COMTD1	-0.11575
MUC20	0.545666666666667
GPX2	-1.969375
ITK	-1.0815
FBXL5	2.14825
C13orf27	-2.0015
DEFA5	0.4165
TRHDE	-0.7235
MTP18	-1.23483333333333
UQCRQ	-0.2764
ITGB2	1.30708333333333
CSRP2BP	0.72425
TAS2R44	-0.1215
PHPT1	-0.481
FAM44C	0.23725
ERH	0.23475
MPHOSPH1	-0.785
MORC1	-1.3305
PARVB	-1.174
LAMA1	-2.10783333333333
PGBD3	-0.19075
GIMAP6	3.06525
AREG	2.30033333333333
LIPT1	-0.1475
MGC99813	-0.6405
C1orf201	-0.466833333333333
GRIN2A	-1.05955555555556
MAN2C1	-0.727625
NSUN5	-0.0295
SF3B5	0.10675
MYC	-1.199125
NRXN1	-0.00941666666666667
ZNF18	0.4755
SPDYA	-0.56325
SLC37A1	1.308
DECR2	0.9405
ANKRD38	-0.454
SPTLC3	-2.282
SUPT16H	0.40225
DTWD2	1.2265
ULBP1	-1.3395
ZADH1	-0.0373333333333334
OIP5	-1.37075
IL10RB	-0.0855
OTUB2	0.23075
VWA3A	2.10816666666667
SPIC	0.504
OR6C4	0.038
PSCD4	0.5135
DPY19L2P2	0.00650000000000001
TRAPPC6A	0.977333333333333
C21orf2	0.549666666666667
CEMP1	1.25375
LIN7B	-0.15
E2F7	-1.713
VCP	0.263625
LAMA3	1.11866666666667
BGN	1.01275
GPR160	0.796666666666667
COCH	-4.10533333333333
GPR81	1.94483333333333
APOBEC3F	-1.424
tcag7.1017	-0.599
C1orf32	0.343
SCGB1D2	3.83325
FLJ43987	-0.2215
C6orf170	1.33
KLK9	0.06
GPD1L	-0.478625
VPS37B	-0.31425
ATG3	-0.217
ADAMTS17	0.26
KLHDC2	0.458333333333333
NDUFV2	0.22525
BLK	-2.65325
MATN4	-1.052
GPM6A	-0.48175
GBP4	2.74866666666667
TMEM162	0.0975
PKP2	2.1755
HRASLS	0.643
MMP1	-2.79025
SFXN3	0.1053
FSD1	-1.738
ST6GALNAC3	-2.21866666666667
CA12	2.3364
NCOA6	0.655
C19orf58	-0.3934
PPP4R1	0.867666666666667
MAN1A2	0.0318333333333333
IKBKAP	-0.27025
UPF1	0.287333333333333
KIAA1219	1.38525
WNT16	-0.0216666666666667
SNW1	0.106125
IL18RAP	2.4115
RPP30	-0.87325
CDC40	0.752285714285714
SETD3	0.754
SLAMF6	0.21125
ELK4	-0.508
TRIM47	0.334166666666667
ACOX3	0.22225
TRIM6	-1.80825
KIAA0372	-0.359166666666667
TP53AP1	0.797375
SMURF2	-0.09075
ADAD1	-0.115
EBP	-0.9174
KRTAP13-2	-0.168
FLJ36874	-0.8315
TOR1A	0.143166666666667
P2RY4	-0.227
GPBP1	0.26275
TRPV1	0.273
ADAMTS12	-0.064
PES1	-0.1541
ATG4A	0.208
MAGEA10	-3.936
WFS1	1.39
CC2D1B	-0.229833333333333
PABPN1	-0.263125
SLC25A30	0.62225
SLCO1C1	-0.37
SLC22A5	1.03475
KIF23	-1.13883333333333
SYN2	-0.607166666666667
ASPN	6.02866666666667
CENTG2	0.81475
QSOX2	-1.0455
FLJ10815	0.355166666666667
STK24	-0.365875
SPEG	0.2491
STK10	-0.590333333333333
DACT2	-2.589
AAAS	0.09025
SSX3	-1.944
ABCD3	1.2953
C4orf12	0.242875
PARVG	0.2065
FIG4	1.184
C9orf46	0.86625
TMCO6	-0.236
IGHMBP2	1.84475
DUS2L	-0.6515
FAM3C	-0.415875
TMEM16D	-3.18175
DCTN4	0.579
KCNH3	0.93725
EIF2AK2	1.6105
AP1S3	0.949625
CST4	0.4605
PAM	-1.2129375
NUTF2	-1.064
CITED2	1.0605
SLC39A4	0.49925
C2orf52	-1.0195
GRM3	0.00724999999999999
C12orf49	0.593375
CCDC49	0.3774
GRAMD1B	-1.791375
FNDC4	-0.14275
SIAH2	-0.34675
GDPD4	0.12925
C21orf87	0.66425
ATP5A1	0.239666666666667
C16orf63	0.54275
LOC388135	0.1325
ATP5J2	-0.4835
MMP3	-0.6625
EMID2	-0.61225
CRHR1	0.202
WDR70	-0.23225
C13orf31	0.945
ZFAND1	0.07375
CCL18	3.23466666666667
C3orf49	-0.238
RINT1	-0.5215
KIAA0408	-2.39383333333333
F13A1	3.4728
SLC10A1	-0.113666666666667
OGN	-1.47575
GIPC2	-1.9275
XPO6	-0.323833333333333
LCE1A	-0.098
FMR1	0.6773
LOC374920	0.5965
DUSP3	-0.378
ANKMY1	0.53575
C7orf50	-0.139
BBS9	-0.5681
UNC119B	-0.064875
C9orf72	0.835375
MGC35440	-0.1485
ENTPD6	0.064125
PPP1R2P9	0.95225
ERCC4	1.34325
FAHD2B	-0.221
HMHA1	0.2495
HACL1	-0.3595
RAD23A	0.225666666666667
FAM83B	-2.86375
PPP5C	-0.167666666666667
RNASEH2C	-0.329375
C9orf153	-0.6795
SCAMP4	0.766875
GHITM	0.6708
NDUFB7	0.3175
ADCYAP1	1.79766666666667
SP110	1.94733333333333
MAP3K7IP2	0.69025
DHH	-0.3125
AGRN	-0.151285714285714
WDR33	0.315833333333333
CEP290	2.169
PRPS1L1	-2.49916666666667
KLRA1	0.2515
GPR97	-0.333
CHD7	-0.832333333333333
TLR10	0.94125
SLC30A8	3.4275
HIC1	0.701333333333333
IAPP	-0.812
RXFP4	0.47025
GP1BB	-0.8105
SHQ1	0.449
NKX2-3	0.556333333333333
API5	0.2945
FTHP1	-0.4815
MOV10L1	1.40833333333333
TRIM6-TRIM34	1.916
ADHFE1	1.73925
FAM117A	0.00925
DDI1	0.187333333333333
CDON	1.42516666666667
TRIM73	0.062
IGKC	2.4115
MMP14	-0.159416666666667
DYNC1LI1	0.72525
C11orf66	0.0855
TRBV3-1	-0.877
FASTKD5	0.94975
BIVM	-0.468
LHX4	-0.358
CXCL2	-0.646
RAB2B	-0.265333333333333
IZUMO1	-0.2055
MAP3K15	-2.5395
FAM19A2	1.02483333333333
ZC3H8	-0.4305
ZMAT1	2.344125
SPINK5L3	-2.2155
SLC10A6	0.5815
APPL2	0.721375
CARD10	-0.2505
LOC402176	-0.172125
EEF1D	0.7847
RAB6A	-0.4007
C12orf5	0.306625
PAPOLG	0.7215
MSRB2	0.69175
BCR	0.266
PUS3	-0.469
TIAM2	-0.239
ZNF317	0.2475
CHD2	0.00157142857142855
FZD5	-2.367
NUDT8	0.14175
ZNF763	1.104
PRC1	-1.14455555555556
ABCB9	1.03816666666667
SPATA3	0.33775
TRAK2	2.377125
STAB1	1.964875
LRRTM2	-0.197833333333333
psiTPTE22	-0.5205
DBI	-0.5635
SERPINA11	-3.02
NAT5	0.5365
C20orf58	-2.0435
RPS6KA4	-0.501166666666667
FLJ90650	-1.24975
TGFBRAP1	0.47675
CHRDL2	-0.011875
FAHD2A	-1.06116666666667
CNTN1	-0.30325
BBS4	-0.436
TMEM181	-0.321
MINPP1	0.58325
MPHOSPH6	-2.3845
HOXC10	1.6645
ITPKB	0.03825
CLPTM1L	-0.49125
MEOX2	-0.0291666666666667
ATP6V0C	1.092625
PRPF8	0.163833333333333
TMC5	1.547
FKBP3	-0.46675
PLEKHB2	0.525875
OR4D6	0.1985
ZNF544	0.4733
D2HGDH	-0.202
RPL18A	-0.9436
HEL308	0.370875
MPP6	-4.053
TCERG1	-0.692
KRT16	-1.53583333333333
KLF17	-0.1815
KLF5	0.343
CDR1	2.83025
VCX3A	-2.159
FBLN2	0.709
C14orf104	0.45225
HBE1	-3.2117
OR4S2	-0.4665
C1orf108	-0.482
ROBO4	2.58866666666667
CPEB4	0.9435
C11orf80	0.442166666666667
BCKDHA	0.983333333333333
MYOC	0.83075
GIF	-0.4175
CKMT1A	0.6695
RPL3	-0.103
THBS1	2.4735
APOO	-1.631
ARMCX1	1.13425
HSZFP36	0.484
SNAPC5	-0.137
EIF4ENIF1	0.00725
ZNF433	0.4655
TNFRSF21	-0.67075
TMPRSS7	0.1565
SPATA18	1.4508
HPDL	-2.25
MKL2	2.1603
TBX3	1.81853846153846
C21orf93	-0.185666666666667
DAXX	0.62475
ELMO1	-0.386625
RGS13	2.01533333333333
TAF11	-0.056
UNC13A	-2.15825
LOC653314	-0.352
ORC3L	0.83725
IMAA	-1.651
TARBP2	0.28775
CABIN1	-1.3348
TRIOBP	-0.0464375
HIST1H2AC	0.473875
RGS22	2.7055
NCOA1	0.736166666666667
IL25	1.663
SNCG	1.542
GPR6	0.376
AMDHD1	-0.786
CHEK2	-1.819625
C6orf142	-1.64
DRD4	-0.3235
C14orf68	-1.6195
GDF11	-1.467
SEMG2	0.085
CD247	-1.27025
CDAN1	0.78575
RBMX2	-0.425
TGS1	0.39475
OIT3	0.91325
SYF2	-0.34475
MCM4	-1.2365
PKHD1L1	-0.212125
CEP192	0.1465
IFT88	0.53775
RPL9	-0.552571428571429
RAB32	-1.03075
DDX43	-3.8145
P2RX2	0.139666666666667
OR5D18	0.2945
UBE1	-0.195166666666667
SLC24A1	0.711875
ARHGAP5	0.659
CETP	-0.731
KIAA1731	-0.454333333333333
SLC9A4	0.3085
PTPN6	1.2515
BAHD1	0.25
GRIK3	1.326
CACNB2	-1.1817
PDE10A	-1.26175
DGCR14	-0.42575
PCDHB9	1.38566666666667
RHOQ	0.656166666666667
MAP3K4	0.214
KTI12	0.313166666666667
RPL23AP13	-0.55425
GNG11	-1.76225
CLCN3	1.25116666666667
GPAM	-0.73125
VSTM2A	4.365
SLAMF7	1.20983333333333
INTS2	-0.337
PPP2CA	0.2358
LRP12	-1.78493333333333
SEC14L2	0.340444444444444
DKFZP586H2123	1.37025
MC3R	-0.2425
CIRH1A	-1.74716666666667
HIST1H2AB	0.935333333333333
POLH	0.131625
MGC16703	-1.56166666666667
SNAPC2	1.14
FILIP1L	1.162
RASGRP4	0.1635
LRRC1	0.92825
GAS1	-0.124
PRAC	-0.817
DGKA	0.330166666666667
NT5C3	-0.97075
PEG3	0.606
NADK	-0.64325
PRR17	-0.68275
LOC374569	-0.2435
SGSH	-0.0356666666666667
NLRP8	0.529
GALT	0.2525
MCF2	-1.3685
ZNF263	2.223
TACSTD1	1.51833333333333
TYR	-5.3265
ATP6AP2	0.5315
RNUXA	0.568
ABHD10	-0.5663
GDPD2	1.2145
SLC35C1	-0.72625
UBE2A	0.606875
HERC5	-2.38666666666667
FAM112B	-3.79316666666667
FBXL16	2.334
DKFZP434A0131	-0.2595
ELA3A	-2.2715
RBM41	-1.22575
HAO2	0.125
RNH1	0.33875
SHANK2	0.608166666666667
OSBP2	-1.3505
DAK	-0.783
C3orf58	-1.52675
TCL1B	-0.0885
KBTBD2	0.068375
SUGT1L1	0.03925
UBE2E2	-1.14066666666667
MYL9	1.683375
CDC23	0.0121666666666667
PBXIP1	-0.00519999999999998
CXorf40B	1.2285
NBL1	0.15675
RTBDN	0.0095
RAB11FIP5	-0.1175
TTTY13	-0.92
SCOTIN	0.0319166666666667
SOHLH1	-0.802
CDKN1A	0.928928571428571
NCK1	-0.56375
ZNF550	0.15325
SAPS3	0.286166666666667
SPIN3	0.660333333333333
MAGEE2	-0.147
MIS12	0.455666666666667
OR8H2	0.4015
KIAA0774	-2.41083333333333
UNC5D	-2.9485
CUL7	0.158833333333333
LIPC	-3.18133333333333
DIO1	2.984
C20orf11	1.2119
CTRL	-0.9405
HS3ST2	0.3845
PAK4	0.766333333333333
CCRL1	2.6395
RNF10	0.838375
ZNF567	0.58225
ZNF660	0.856
TCEAL3	0.16425
MAGOH	0.2525
CENPB	0.156166666666667
C19orf7	0.33625
LOC388965	-0.3695
ZCCHC13	0.18
JMJD1A	-0.1341
HIST1H4H	-0.3345
TBRG1	-0.3048
GPC3	-4.31425
TAF1C	-0.89025
EBNA1BP2	-0.296333333333333
CIAPIN1	-0.77125
PDGFRA	-0.966444444444444
CSTB	0.175
CENPI	-1.2985
GTF2E2	-1.04416666666667
RPP21	-0.88175
CCNF	0.204
KCNQ3	-0.137
FAM79A	0.82725
SLC22A12	-0.043
NOVA1	1.30783333333333
FZD3	0.3623
AKAP8	0.011
SOCS5	0.309375
CFDP1	-0.8835
DLG5	0.369
PGM5	0.113416666666667
C1orf144	-0.164
HDAC10	-0.7025
RND2	1.177
C20orf199	-0.964
RNMT	-0.550875
SLURP1	-0.063125
ASTN1	-0.53975
SH3BGR	2.461
MYCL1	0.61175
ZHX1	-0.155166666666667
CENPK	-2.13625
FOSB	1.0957
LOC643406	-0.01725
C2orf59	-1.45475
TMEM135	-0.09575
SLC27A2	1.009
KRT33A	0.5645
OVOL1	1.554125
PAMCI	-3.168
S100A7	-2.1705
ZNF789	-1.9275
HARS2	0.69125
RPL23A	-0.867666666666667
TCF23	0.76825
UPF3B	-0.362375
C17orf78	-0.388
HLA-DOB	-0.121833333333333
C14orf142	0.648333333333333
TEKT5	2.20416666666667
DMWD	0.269
POLD1	-0.935333333333333
GSCL	-0.0885
CALD1	-0.474
SCRT1	-0.326
AIG1	1.5465
UNC84B	-0.52725
ZNF404	1.07675
TMED6	-3.819
KIAA1462	0.172
LRRC27	1.63466666666667
PYGO1	-0.6135
PIGU	-0.247833333333333
ALAS2	-3.05833333333333
WRNIP1	0.441875
CNNM3	0.919
ZNF2	0.47825
ST3GAL5	-1.08275
MRPL23	-0.2625
TSSK6	-0.15775
PSMA6	-0.5875
C16orf70	-0.82125
KIAA1602	0.2045
ALMS1	1.19166666666667
DCN	0.934625
TMEM132D	-1.27525
SUCLG2	0.352
ABHD14A	0.143
DEXI	0.304833333333333
AMPD2	-1.166
IFNAR2	-0.484833333333333
CYB5A	1.5863
TLOC1	-0.56405
NXF5	-0.8035
NRBF2	-0.15725
KCTD3	1.1595
ITGAE	-0.0648333333333333
SLC30A3	-1.67516666666667
ZRF1	-1.153
IFRD2	-0.276
XAB1	-0.249
PYCR2	-0.315833333333333
SERPINB3	-3.857
TMLHE	-0.3693
GEFT	-1.888
ABCA5	-2.82425
EMR4	0.225666666666667
TSFM	0.872
HIST3H2BB	0.025
ARHGEF19	-0.17175
TSPAN17	0.0241666666666667
ABCC8	1.40925
MAP1S	0.142166666666667
C22orf36	-0.102
BNC2	-0.503285714285714
HIST1H4A	-0.542
NDUFS3	-0.415833333333333
WDR3	-1.1765
XKR4	-0.6015
TTC33	-0.100785714285714
STMN2	1.91775
CPN2	-0.703166666666667
HSPC105	0.3355
PCOLCE2	-3.8975
C3orf55	0.316
KLHDC9	2.73516666666667
TBC1D23	0.634125
ATXN2L	0.05125
MAP2K3	-0.173583333333333
SCAP	0.25475
ZNF486	0.588
C20orf96	1.259
NARS	0.19075
ADAMTSL1	-1.14835714285714
PRCC	0.439833333333333
CCDC126	1.361
ZNF675	0.679
CALCOCO1	0.87
ANKRD43	1.62625
CWF19L2	-0.391
ZBTB32	1.7545
BRAF	0.62775
ODF4	0.50325
MGC14376	0.906833333333333
HORMAD1	-2.64116666666667
AAK1	-0.048
PEBP1	1.34641666666667
TNFSF5IP1	0.526
DKFZp564N2472	0.2775
RMND1	1.176
IGKV1-5	2.92525
COL1A2	1.28875
SERPINA5	0.730125
AANAT	0.0205
C19orf21	1.1105
GEMIN5	-0.45425
UBR4	-0.563333333333333
LTBP3	0.410833333333333
AMHR2	0.805833333333333
PROCR	-1.89
MYBBP1A	-0.742
C20orf39	-0.12
ZNF697	-0.9055
PASK	0.3778
ZNF776	0.987333333333333
RFXDC2	0.088625
KIAA0467	0.27275
C10orf96	-2.5135
ZNF503	-0.9745
GULP1	-2.50116666666667
KCNE4	2.557
DKFZp434K191	-0.888125
LOC196913	0.236
BHLHB4	-0.5805
CH25H	-1.3865
LOC81691	-0.511166666666667
ALPL	-0.135285714285714
COL12A1	2.584625
FOLR3	-1.85833333333333
GPR123	0.052375
TRIM62	0.329285714285714
ABLIM1	0.3215
MAST3	-0.207
RHBDD1	0.985
LOC338809	-0.6845
RYBP	0.661
TTC26	-0.107125
ZNF22	-1.50616666666667
ISCA2	0.11275
RDM1	-1.9135
PIGM	1.161
GNB3	-1.174
ACTR2	0.5257
HMGB1	0.1081
EDG1	1.66033333333333
SOAT2	-2.346
OR10AD1	-0.196
RAP1GDS1	0.415416666666667
LCE1F	0.1995
ESM1	-1.099375
RCN3	1.1875
CREBL1	-0.08975
DBNL	-0.0515
PTGER3	2.8795
USP30	0.729333333333333
BCL2L12	-0.168833333333333
KIF26B	1.4435
ZNF416	0.23125
ZNF225	0.57
C17orf70	-0.04225
ZNF554	1.0325
RAE1	0.0311666666666667
TNIK	-1.4975
ACTN3	0.183
MGC45922	-0.576
CCNA1	-1.26833333333333
RYK	-0.170333333333333
IL26	-0.1835
LRP3	-0.268333333333333
QARS	0.26475
SOX7	0.946642857142857
BID	-1.4
OR2S2	0.0615
CXCL14	1.72825
C11orf47	-0.6955
MGC29891	-0.3515
HSPB8	2.3178
PRDM14	-1.9155
NUFIP2	-0.372
MNAT1	0.29275
ZDHHC2	-2.37233333333333
MBNL2	-0.317625
ADD3	-2.037875
CSNK2A1P	-0.18725
KLK6	-0.783
TMEM111	0.6631
KIAA1279	1.552
NUBP2	1.10816666666667
RAB42	-1.37425
ID3	-1.7343
TM9SF1	0.10125
MDP-1	0.32475
POU4F2	0.33775
IQCK	2.11875
C16orf14	0.254
CAPN3	-0.838625
FAM43B	-0.38875
RECQL	-0.62075
AP1G1	-0.549714285714286
CTNNBL1	0.0238333333333333
ECHDC1	0.134333333333333
SMARCC1	0.3405
FOXQ1	-2.067
GNAI3	0.290833333333333
POLG2	-0.8825
CD4	0.79725
ITLN1	-1.1985
EBI2	3.163
IRF1	0.355
PTPRE	1.6811
PTK2B	-0.66325
NXNL2	1.243
SOX4	1.09716666666667
TSPAN3	0.9125
SH2D1A	-3.36783333333333
