Hybridization REF	TCGA-A2-A0YF-01A-21R-A109-07
KIF13A	0.03825
RAC3	-0.6815
TCTE1	0.189
TMEM14B	-0.129166666666667
ADIPOR1	1.15883333333333
GRINA	1.319
CLIP4	-1.5455
LRIT2	-0.207
TFPI	-3.20407142857143
FABP6	-1.56225
SLITRK2	-0.5428
HKR1	1.13425
SMTN	-0.9195
C1orf75	0.2415
CD209	0.79675
CYB5R2	2.23075
DNTTIP2	-0.252
CSGlcA-T	1.32
GABRB3	-3.77825
PCBD1	0.356
TAF3	0.134916666666667
HOXD3	-0.911666666666667
GIPC3	0.4055
P11	0.8729
BFSP1	0.3205
LCP2	1.04475
TAS2R8	-0.0535
SEZ6L	-1.40457142857143
NR2C1	-2.805375
EXDL2	0.9677
TNFRSF13B	-2.66983333333333
MKI67	-0.97025
GLS	0.337833333333333
C7orf54	-0.9332
LGALS13	0.0498333333333333
IL4R	0.523
SEC11A	0.0268333333333333
SPP2	0.381333333333333
C18orf32	1.28825
CLSPN	-1.93683333333333
SPAG1	1.36475
C9orf82	-0.6085
TM4SF1	1.638
EMILIN2	0.8995
SMG7	0.224
TAS2R13	0.769
ZNF628	0.2115
DZIP1L	-0.563166666666667
ANKRD13A	-0.0013
VASP	1.441125
ZCCHC11	-1.654875
SYPL1	0.684625
MGC34774	0.17525
C4orf28	-0.035875
KIAA1211	1.83825
RPS27L	0.061
TATDN3	-0.7385
PDCD1	-0.36775
OR5P2	1.166
IFIT1L	1.876
MIPOL1	0.6395
OR51D1	0.58475
C1orf92	0.379166666666667
LAMP2	1.33166666666667
CAT	0.1285
C16orf80	-1.07975
C15orf32	0.3495
ZNF746	0.211
C1orf76	-1.333
ATXN1	0.36525
LAMC2	1.783875
SLC2A7	-0.103
CPOX	-1.85175
APH1B	2.1385
LOC442245	1.646
CTNND1	2.01555555555556
GABRG2	-0.592875
MADCAM1	-0.545333333333333
F5	-2.278
SEMA4F	-0.186166666666667
NUDCD3	0.579125
PDZD11	1.305
TRIML1	0.251
GCNT3	-1.9615
TMEM120A	0.7505
CNDP1	1.561
N4BP1	-0.129125
SLC35F2	-1.95975
LCP1	0.48775
IGBP1	0.4118
DCAKD	-0.136875
ELA2A	-1.1475
C12orf56	-3.00225
PITRM1	0.0387142857142857
GUK1	-0.316
RASSF8	-0.8264375
OR2A14	0.65425
ADM	-3.17122222222222
FGD3	1.86016666666667
GHRHR	-0.204
RHPN2	-0.42725
C4orf39	-1.1625
VPS72	0.08175
SERF2	1.64438888888889
CD22	1.51183333333333
CD47	-0.2033
PPIC	0.312333333333333
IMPDH1	0.23525
ACP6	0.732833333333334
PRKACA	0.502375
PPP1R1A	0.719125
TRPV3	0.07575
ASXL1	-1.248
C17orf55	0.334333333333333
FXYD1	0.593833333333333
LMOD2	-0.6035
ANKRD33	0.4385
LCE2C	-0.33
ZNF620	-0.0395
DKFZP566E164	-1.60825
VSIG2	4.14
KIAA1128	1.203
USO1	0.285833333333333
NUDT4	0.581785714285714
CLDN1	0.521571428571429
OR4Q3	0.0895
FASTK	-0.208
ICOS	1.11866666666667
LDB1	0.80775
GSTA5	-0.808
ABCC1	-1.95516666666667
FAM54A	-1.42175
PCBP2	-0.850333333333333
NUP205	-1.2645
ACTA1	-0.889833333333333
GABBR2	-1.93225
PIP5K1B	1.313
AGXT	-2.71216666666667
RNF181	0.5365
ATP8A2	-0.57225
AFTPH	2.1660625
FGF21	0.4275
FCER1G	2.79475
SNTB1	-1.4485
SLC24A3	-1.433625
TXNL4B	-1.3987
RPL10L	-0.378833333333333
LOC389517	-0.72845
TSGA13	-0.189
SHOX2	-1.9345
ITGA7	-0.1995
KCNIP2	0.0601666666666667
KLF13	-0.7403
ZFAND2A	-0.388
CEACAM1	0.872928571428572
PFKFB4	-2.27566666666667
MED19	0.48375
LRRC57	0.662833333333333
RNF11	0.292
ANKRD32	-1.9575
P117	0.5565
OBFC2A	-0.6725
POLD3	-0.380833333333333
RAB18	1.181125
TPH2	0.324333333333333
PHB	-0.0621
JDP2	0.251666666666667
MORF4L1	-1.025
POU2F1	-0.09225
CNNM2	-0.347666666666667
LOXHD1	-0.00583333333333342
ZC3H15	-0.5445
ELK3	1.33066666666667
FAM111B	-0.088
CBLC	3.8905
SBNO1	-0.37775
ANKMY2	-0.91325
PLEKHA5	-0.297
DHX58	1.08266666666667
ARCN1	-0.3765
TREML1	0.7706
KNCN	-0.4305
SEC24A	-0.1805
PSCA	-0.6605
MGC24125	0.508666666666667
DNA2L	-1.7415
CIB4	-0.074625
HIGD2A	-0.0526666666666667
TBX6	0.583666666666667
TTLL5	0.02
SGK3	1.84966666666667
GCN1L1	-0.57525
AMOT	0.1727
LDOC1	0.692
NRK	-0.7818
ASB9	-2.074
NAT1	5.2359
TRAFD1	-0.1255
PEAR1	0.659166666666667
FAM36A	-0.701375
OR1S2	0.461333333333333
LOC388323	-2.17375
PGS1	-0.0996666666666667
LEPREL1	-2.14225
TFF1	2.226
HAP1	0.20925
EPHB2	-0.894
ACTG1	0.527333333333333
ZFP42	-1.4118
HAVCR2	1.6572
NME1	-0.59
SNX26	0.148916666666667
LACTB	0.147833333333333
ZKSCAN2	-0.025125
C5orf35	-0.704
ANKS3	-0.48975
RBM28	-1.226
DKFZP586P0123	-1.346
HNRNPA1	0.164333333333333
BCAS3	-1.52958333333333
FLJ20184	0.9985
POLA2	-0.549
TMC7	1.03016666666667
HSD17B6	0.6985
ZNF658B	0.838166666666667
TTTY10	-0.2525
RANBP9	-0.349
CPNE7	-2.88966666666667
EVL	2.38170588235294
LNX1	1.44508333333333
IFNA21	-0.384166666666667
CFD	1.90025
PYCARD	2.55383333333333
MYBPC2	-1.7935
ENPP3	-0.6075
ACSL4	-2.1085
LOC440258	-1.50633333333333
TMEM176B	3.57516666666667
SOX2	-5.544875
SCO1	0.099
COMT	-0.36325
AOC2	-0.2675
PDLIM5	2.26078571428571
SPHK2	0.922833333333333
NXPH2	0.0725
GPR108	1.03866666666667
RAD51L1	-0.533
TMEM54	1.20225
LETMD1	-0.982
SLC6A17	0.91725
KRT75	-1.532
STT3B	-0.983
CD3EAP	-0.5815
TMEM63A	0.875
DUSP13	-1.59125
CD1C	0.639333333333333
LASS2	0.773
AVP	1.6235
PITPNM1	-1.594875
FLJ22795	-1.4005
MCTP1	-2.5625
TRIM68	0.9505
UCK2	-1.49183333333333
ABHD1	0.32325
FAM50A	-0.1125
RNASEH1	-1.34416666666667
PCP2	2.3715
OR52H1	0.564
C20orf149	0.69175
RBP5	-0.8015
HYAL3	-0.53
CLPB	-1.33075
SMNDC1	-0.28
DONSON	-2.06183333333333
FLJ27523	0.7755
BARHL2	0.0115
SLC30A9	0.724
TMPRSS11B	-0.4105
E2F8	-0.906333333333333
CCDC25	0.575583333333333
C14orf48	0.3548
C20orf116	1.241625
TSPAN11	-0.1825
YIF1B	-1.00333333333333
FAM12B	4.3985
OR1L6	0.3405
HPN	1.4851
NBN	0.768125
C14orf94	-0.2935
OCLM	-0.5325
ZSCAN18	1.6697
L3MBTL	-1.073
TSTA3	1.56933333333333
RAC1	0.484125
C19orf15	0.475333333333333
NFE2	-5.10225
KLK14	0.4715
ARSF	0.3585
MAST2	-0.202833333333333
AMICA1	1.70166666666667
GTF2A1	0.225
ATP1A3	0.408
TC2N	3.1853
PNKP	0.5825
ODZ2	-1.046375
MATR3	0.268
S100P	4.367625
KRT82	0.832
CA13	1.04
PROZ	0.107166666666667
AASDH	0.366
C19orf40	0.000166666666666671
DCK	-0.121615384615385
FAM5C	3.946
SLC6A4	-0.597
MID1IP1	-0.454
TESSP5	2.771
TMOD4	-0.4855
DOCK2	-0.404333333333333
TUG1	-0.591875
NUP214	-0.45425
DPYSL2	-0.0684090909090909
GOLM1	2.10841666666667
MPFL	0.434
SOX13	0.66475
SDCCAG8	0.5934
KEL	-2.46333333333333
NUP210L	-2.61175
GK	0.804375
DNAJB1	1.483
ALPK3	0.5555
CHID1	0.2623
CYLC2	0.539166666666667
IKZF5	1.36575
C8orf51	0.846
PPM1J	2.83075
GIMAP8	3.717
GPR101	-0.9505
NR2F1	-2.5885
ACAD8	-0.82675
RBM35A	1.88975
GNAI2	0.0396666666666667
METTL8	0.364333333333333
SLC39A7	-0.805
FBXO8	0.748
CAMK1	0.57475
RFC3	-1.22175
FAM129A	0.704285714285714
ILF2	-0.5235
FGFBP3	-3.018
NOM1	-0.736166666666667
PSMA3	-0.2215
ASCC3	-0.1141
ZYG11A	-2.271
SOX21	-1.744875
LYRM1	0.26725
DEFB1	2.18
LOC91431	-2.35116666666667
OR7C2	2.4665
FAM46B	-1.241375
TMEM18	-0.42475
ARHGAP30	1.41883333333333
TMEM86A	3.09208333333333
EPHA2	-1.66983333333333
C10orf46	0.8085
TCHH	-1.0745
C3orf30	0.40525
LOC285636	0.118666666666667
PAIP2	0.227
CYP2U1	-0.579428571428571
C12orf34	2.04375
SARS2	-0.751166666666667
ZCWPW1	-0.08325
SAMD12	1.92025
KIAA1430	1.02575
ACAT1	-0.3845
MEOX1	2.2115
ADAMDEC1	7.00675
PHKA2	-0.347
CARD11	-0.427
CALML4	-1.478
TSSC1	-0.6515
TMEM45A	-0.878666666666667
MPP7	1.378
POU1F1	-0.40675
SLC2A13	-0.9282
FBN2	-0.388714285714286
ZC3H7A	0.4166
LAIR2	-1.0455
ST3GAL1	-0.0905
LCT	-3.94125
GEMIN8	0.754833333333333
KLF16	1.2409
HIF3A	-0.5293
FAM44A	0.0865
AQP10	-1.1815
PLA2G2A	0.302
FOLH1	2.404
C20orf186	0.7345
MAPKAP1	-0.57425
SPRR2D	-1.7475
UBQLN4	-1.19383333333333
RSHL1	0.303833333333333
PIAS3	0.510125
MRPL24	0.506
GREB1	-1.026125
FAM27E3	-3.0925
NUP62CL	0.63325
NEUROG3	1.2495
REEP3	1.64525
MARK1	-0.522375
LMBRD1	1.60725
PRPF19	-1.4305
PNMT	0.355
CTGLF1	-1.6055
SLC25A16	1.342
EIF2B3	-1.7755
RPA2	-1.028
PAK6	2.04283333333333
CCDC26	-3.681625
SEMA3E	2.949875
MXD4	0.4749
TNFSF10	4.864
SMARCB1	-0.825
DTX3L	1.668
PLA2G4E	-0.362
PPAP2A	0.35675
ULK1	-0.184833333333333
TAS1R3	0.3655
SLC2A3	-3.81245454545455
ARID3A	-1.359
GNG5	0.761
ACOX1	-0.0611
KIF5B	-0.05
NUP153	-0.809
MUC7	0.8625
CSDE1	-0.524285714285714
CLPTM1	0.5905
C3orf23	-0.074375
LRRC17	-1.596
TTYH3	-1.03475
ATP5B	-0.8645
ELF3	2.9961
CPSF3L	-0.3105
ZNF665	0.826666666666667
TLR6	1.1541
GPI	-0.964875
RAD9A	0.051375
NDST4	-0.1845
AGPAT3	0.453833333333333
MAGI3	1.49
ADORA2A	-0.547
CACNG7	0.141
CAMK2D	0.228071428571429
CCHCR1	-1.0965
RPS27A	-0.3835
OR10G7	0.246833333333333
GCM2	0.722
FAM135B	1.9166
E2F1	-1.51825
PLCB3	-0.11875
OR2AE1	0.255
COIL	-0.309833333333333
CDC25C	-1.16383333333333
RAB11FIP2	0.603166666666667
TSC2	0.423
CTGLF5	-2.096
CCDC108	0.656
OR13C4	-0.072
C10orf81	6.22375
PTPRB	2.37225
ACP2	0.62425
LAG3	0.29225
MRPL54	0.434
LOC201175	1.3865
ITGB1BP3	-1.746
SPTAN1	0.0771666666666667
SIPA1L2	-0.682
RCAN2	-0.8185
CDX2	-1.214
ECOP	0.13275
ACTR1A	0.133357142857143
PPARG	-1.23666666666667
BBS10	0.780166666666667
TMEM44	-1.07775
BPIL2	0.88075
CITED1	1.0235
IRF6	4.581
PRDM4	0.510166666666667
RRP9	-0.592
OR10H4	0.7715
IL31RA	-1.39666666666667
GNB1L	-1.52833333333333
MYBL2	-2.603625
ZNF407	0.875333333333333
PPIG	-0.280333333333333
TTC18	1.98175
RPSA	-0.4095
MAPT	1.50675
MRE11A	-0.526357142857143
C8orf37	-0.479666666666667
RASGEF1C	-0.615166666666667
STBD1	0.711
CTAG2	-0.58
MGAT5B	-2.8335
ECM1	3.322625
RLN1	1.0625
PARP14	1.17175
EPB41L1	1.6456
HOXA3	-1.04291666666667
MAGEA9	-5.7175
RPS8	-1.27066666666667
RPS19BP1	-0.305
FOXJ2	-0.45475
C10orf76	0.848875
IL17RE	1.24825
C10orf65	1.80425
ZNF343	0.395166666666667
FBXO33	0.063625
UHMK1	0.1692
LY6G6C	0.0045
FGF19	-3.3125
C14orf128	-0.982666666666667
IFIT2	2.6165
TIGD1	-0.6585
S100G	1.252
GUCY1B3	2.8535
NR3C1	-0.0834999999999999
CORO1B	0.982666666666667
PARP11	-0.433583333333333
DNALI1	4.333
OR4N4	0.167125
MAP2K6	-0.402833333333333
FSTL4	0.0135
ANKRD47	1.9855
TMEM171	-2.176
PNLIP	0.065
YY1	-0.2805
CCDC138	-2.226
AASDHPPT	-0.9714
CKS1B	0.2568
MCM3	-0.759666666666667
ANAPC7	-0.332333333333333
FAM110A	1.9935
CDC37L1	0.802833333333333
THTPA	1.12225
NBPF20	-0.7855
WDR24	0.99975
NPTX2	-1.96625
CBLB	0.886333333333333
CETN1	0.5765
RPUSD1	0.36175
FAF1	-0.985
CDK6	-3.5442
HMX2	0.12
CSK	-0.4905
TEAD2	0.52475
SNAP25	0.21575
TUFT1	1.3933
TMTC3	0.562
LCK	-2.8305
SGOL1	-1.76083333333333
AKTIP	-0.1785
FURIN	1.00275
SOX12	-0.384333333333333
DEFB103A	-0.305
RAMP1	4.604
KIR3DX1	0.0005
GAS2L3	-0.769
PDE8A	-1.0753
EDN3	1.558
GMIP	1.39
SF3A2	1.324
FN3KRP	-0.000499999999999994
SMAD7	1.125
RHBDD2	0.9785
OR11H6	0.659
PPP1R3B	1.6701
C9orf23	0.47025
CADPS	-2.712
GOLGA8A	-5.218375
TMEM57	0.513666666666667
RGL3	0.992
S100A14	3.74975
FGFR2	2.0578125
XRCC3	-0.63825
RTN4RL2	0.79675
MGC3771	0.677
GH2	0.4535
BTBD2	0.32275
LMO2	0.6535
RDBP	-0.171875
ACRBP	-0.299
AMY2A	0.97925
DUOXA1	0.637
PTK7	-0.942333333333333
TWF2	0.24
FAM80A	-0.97475
TNNI2	-1.85816666666667
GLT25D1	-0.666333333333333
OCC-1	-2.08075
CYC1	-0.529166666666667
RPL22	-0.482363636363636
MORN3	1.80166666666667
DISP1	1.7155
PRB2	-0.13
CHUK	-0.6295
HR	-0.685
CCDC134	-0.094
DENND4B	-1.5385
C14orf130	0.307375
RAB33A	-1.288
DCST2	0.2125
TNMD	-0.4235
PEX7	1.56725
FAM62A	-0.13025
SRD5A2L	2.5175
IL22	0.21425
RPS26	-0.797333333333333
HOXC5	-0.6795
SPATA6	1.01625
FLJ38482	1.322125
ZNF234	1.108
C18orf22	0.63725
SPATA22	0.08875
THOC1	-1.219
CYP7B1	1.5205
KCNC3	0.768
C8orf42	-2.2495
ALDH1B1	-0.0536666666666667
CCDC100	0.2371
ARMC4	-1.14625
FAM18B2	-0.1155
SLC44A1	0.367125
FBXO17	-1.86583333333333
C6orf107	-0.05575
C19orf29	-0.7215
ZC3HAV1L	0.586
PARP6	-0.3061
SULT2A1	-5.334875
C1orf159	-0.7985
TMC1	-0.329666666666667
CHST14	0.565875
GAMT	1.0885
SMCP	-0.362
TSPAN33	1.388
MIDN	0.98175
NOX4	1.87625
RNASEN	-1.2392
TBX1	-1.72933333333333
SALL2	-0.30325
C10orf35	1.3975
CYP2E1	-1.640125
LRFN2	3.21983333333333
ACO1	-0.972166666666667
IQCG	0.6896
MEGF9	2.218
TM7SF4	3.408
PLEKHA1	0.937133333333333
STK33	-3.38925
C1orf210	3.17625
SNUPN	0.3043
KIAA0406	-0.839
C20orf29	0.41725
TMEM55B	0.079
OSTM1	-0.439625
CLCN7	1.027
OTP	-0.03775
FLJ23049	1.29375
HEATR4	3.0135
MAP3K10	1.298
PCDHGA9	0.583
AMDHD2	1.13475
LCTL	-2.5885
PDCD2L	-0.32025
CABLES2	0.13725
SLC5A9	-0.8225
CLCA2	-2.85183333333333
MGC16025	-1.096
STRAP	-1.91466666666667
C20orf196	0.185
RRBP1	0.853166666666667
NAT13	-0.5145
MAT2B	-0.185375
CSNK1D	-0.819
KIR3DL1	0.67
PRKAG3	-0.021
ZNF599	1.016
PRM3	1.16
PER2	1.5125
ASPHD1	-2.847
PRMT6	-0.5325
KCNE1L	-0.888
FAM118A	-1.67866666666667
TAF4	-0.00575
NDUFB6	0.12125
TRIM9	-1.82158333333333
PMFBP1	1.21025
KY	0.963
DKFZp762E1312	-2.07072727272727
CSMD1	-1.4965
TBP	-0.398333333333333
OR1Q1	0.041
RETNLB	0.3745
HPGD	0.430285714285714
DNAJC12	3.05566666666667
FKBP1B	-1.53025
ANKRD24	-0.361
CXXC5	1.24016666666667
IL3	0.476285714285714
DRAM	0.8811
PTCH1	-1.277
TP53BP1	0.051
SLC17A7	0.10925
COL25A1	-1.5817
AMACR	-0.2065
RHCG	-0.7
VPS13A	-0.656083333333333
FAM55D	0.4485
PRPF38B	-0.94
OSBPL6	-1.82325
PFDN5	0.3876
CMTM6	1.6725
KCNK12	-1.83575
RP2	0.36
C16orf52	-1.426
PICK1	0.4375
IFNE1	-1.6245
SEMA4B	0.32
TYRO3	-1.569
OR12D2	0.349
CSNK1A1	0.57065
FANCF	1.751
LONP2	0.635875
TBL1Y	-0.831
LDOC1L	-1.022125
CCNC	-0.25675
C3orf60	-0.059
CHKA	-1.13975
UBAP1	0.20075
MAP3K1	-0.012
ANKRD9	-0.1835
FAM92A1	-1.39616666666667
GAB2	-0.141375
AZU1	-0.52225
DIS3	-0.371583333333333
C21orf109	-1.0815
IQCB1	-1.209
SPATS2	-0.594166666666667
EFCAB3	-0.90875
PRB3	-0.00837499999999998
FUZ	0.635
ZNF813	0.177625
BMPER	-0.114
HEG1	-0.659
ALS2CR11	-2.1335
SURF2	-0.398
PSMC1	0.0885833333333333
OR2D2	0.327
SLC7A8	2.34183333333333
C4orf40	1.006
SPATA7	-0.31925
MAZ	-0.415916666666667
PIN4	0.734
PDE1A	-0.546625
TAF6L	-0.300666666666667
OR2T34	0.364
KIAA0284	0.233
ACADS	-0.118909090909091
MKRN2	-0.9255
C18orf56	-2.74525
MS4A6E	0.00333333333333335
GALNT4	2.3593
C22orf31	0.32
FLJ36070	0.3195
PSME4	0.274
TFG	0.0792
EPHX2	2.0415
ANXA5	0.128625
KRTAP1-1	-0.625444444444444
BATF	2.81925
KARS	-2.21925
MSTP9	-0.9345
GPR26	0.33225
CCDC72	0.3865
TEF	0.585333333333333
FOXK1	-1.4933
PRLHR	-0.0345
EMX1	1.46175
C11orf30	-0.177625
ICK	1.944875
THSD7B	-0.1235
C21orf100	-1.178
DUOX1	2.38
EFCAB4B	-0.08
UBE2G2	-0.716333333333333
C3orf54	0.8695
PARP1	-1.4615
FAM60A	-1.03158333333333
C6orf146	0.078
OR9K2	0.5305
DDX55	-1.7425
RPS15	0.22625
ZNF618	1.3686875
DKFZp686D0972	-0.39675
SSPO	0.3365
SHFM3P1	0.9645
CPA6	5.9855
JAG2	0.69225
DEFA3	0.6925
PPBPL2	0.268833333333333
CD34	5.21025
SLCO4A1	-3.568125
AFG3L1	-2.06866666666667
SHD	-0.79
RP13-122B23.3	-1.10733333333333
PRKCSH	-0.350333333333333
DPH5	-0.174666666666667
HLA-F	1.900375
TBC1D4	-0.5225
RIG	0.554
GLUD1	0.187166666666667
HNRPCL1	-0.377125
HBXIP	0.486
RNF207	-1.526
APIP	-0.59125
PLA2G3	-1.90583333333333
CCDC84	-2.05825
MYLIP	0.403
PHIP	-0.11975
AARS2	-0.5135
DHX32	0.8545
SCAPER	0.2735
MEN1	0.092875
NIP7	-1.79325
FLJ25404	1.201
FASTKD3	-0.7045
TMEM158	-3.13683333333333
RARA	1.60325
BDH1	1.276
ANKRD16	1.356
CARM1	0.439
SS18	0.558666666666667
IKZF2	-0.025
MYD88	0.214625
PML	0.4796
TAF1A	-1.91075
CBFB	-1.276125
HIST1H3H	-1.79883333333333
C7orf29	-1.9385
COMMD4	0.035
DPP3	-0.55375
DAB2	0.75075
LOC388882	-1.8855
YPEL4	-1.13625
AGBL3	1.46875
LRP6	-0.7132
SERPINH1	-0.6165
TLE1	-0.244
CD244	1.3515
ZDHHC15	-1.38825
MGLL	1.5115
PLDN	-0.0104166666666667
LOC654346	2.434
FAP	1.54775
GPR37	-1.287
SCARA5	2.01
EBF4	3.01045454545455
LSM6	0.06925
MLLT1	-0.1135625
SLC5A12	-0.23625
A2BP1	-1.51283333333333
COPS5	-0.202666666666667
TPM4	0.557785714285714
TNFSF4	0.1515
ACADSB	2.87188888888889
HERPUD1	0.12025
BCL2L11	-0.934722222222223
CEP78	-1.530375
CDCA3	-1.932625
WBSCR19	0.4503
MYO1A	-2.4795
PPEF1	2.98183333333333
LOC440348	-1.08725
CPEB2	1.50725
BPTF	-0.1015
RPL21	-0.192125
GSX2	-1.023
ADPRH	1.43416666666667
C17orf68	0.752666666666667
KCNS1	0.539333333333333
MLLT6	-0.0363
PIWIL4	-0.7255
RNF26	-0.889
RAP1B	0.804125
ADAMTS1	-2.6217
ZNF571	0.983
P2RY6	0.85525
TRIM21	1.19233333333333
CADM3	0.51025
NLRC5	0.0713333333333333
ADRA2B	-0.0905
LOC90835	-0.349
PCF11	-0.68725
LOC400451	2.73925
GLTSCR1	1.0271
C17orf88	-1.08483333333333
CDH16	-2.01625
FGF7	1.29475
PCSK4	0.5205
NPC1L1	0.399666666666667
TAT	0.899375
TBCA	0.03475
MGC33407	0.168
GPR115	-1.611
CYGB	1.0265
FNBP4	-1.60083333333333
C12orf43	0.034
CBL	-0.459
CLECL1	2.9795
PPAPDC1A	-0.48925
WDR25	0.953166666666667
SGCA	1.118
C22orf29	-0.623666666666667
YIPF1	1.347
GALK2	-1.1845
RAB3B	-4.44391666666667
LOC440087	-1.0125
UCP1	-0.609
REEP5	2.259875
FADD	-0.8809
FOXA1	3.9135
CACNA1A	0.3435
ABI1	0.0445
GRIN2D	1.6925
SLC1A4	1.584
LOC401127	-0.713
HINT2	0.5025
PLD4	2.53066666666667
ZNF286A	-1.45825
ENY2	-0.66175
IL1F6	0.6145
PXDNL	-0.3865
C20orf79	0.223666666666667
TNFSF13B	3.10266666666667
DENND3	0.9405
JARID1D	-3.9025
HIST1H2AK	-0.116125
LOC93349	0.0158
SSH1	-0.9843
ENSA	-0.90825
LOC219854	-0.480833333333333
CKAP2	-0.6627
DKFZP564J102	0.699
MGC87315	-0.351333333333333
HNRPAB	-2.67125
AMH	-1.076
ZNF526	0.9615
BRUNOL5	-0.7173
CACNG3	-0.0435
TRPM1	-3.3805
PPP2R1A	0.588125
COL2A1	-1.16875
DDN	-0.7175
FLJ25770	0.725416666666667
HK2	0.1225
ELOVL6	-1.250625
MDK	-0.03125
EPHX1	-0.23525
RASSF2	0.56775
DKFZP434B0335	0.02675
DLX3	-0.873125
PRTN3	-0.26575
AVPR1A	0.6555
C21orf125	-2.07425
TNFAIP8	-0.025
GNB2L1	-0.64025
CALCRL	3.75125
SCGB2A2	7.34933333333333
UBXD7	-0.12075
ZNF674	-0.507
TMEM35	-0.427
BRSK2	-1.9735
HECTD3	-0.371666666666667
TMEM188	-0.79
LGALS9	3.027875
SCARB2	1.41925
USP34	-0.133916666666667
C17orf28	2.523
ZDHHC23	-0.02575
AQP12B	0.3785
SLC16A3	-1.6655
APLP2	0.121125
ITIH2	-5.98675
MICAL3	-2.08275
TNNI3K	-0.4233
HDAC2	0.165625
PRR7	-0.8258
THBS2	-1.836125
LOC751071	-0.712
CA2	-0.522
RANBP17	2.51875
RLN3	-0.0165
CRYZ	-0.017
GBAS	0.658
TAS1R1	-0.51875
MPZL3	0.5635
PCDH8	-1.97733333333333
HSP90B1	-0.487583333333333
KCNK15	1.974
TNIP2	-0.0826666666666667
GPR146	0.33375
NOL6	-0.245875
SPC25	-2.57555555555556
STEAP2	2.78121428571428
VAMP3	0.036
TCIRG1	1.3655
ZP4	-0.458833333333333
PARL	-0.09225
TRIM39	0.379333333333333
KIAA1305	2.18425
CRNN	0.2865
GRN	0.9715
HSH2D	2.094
SCAMP1	1.1455
KIAA1913	0.18375
PTS	-0.67475
BANP	0.0324285714285714
PRKACG	0.347
ADCY6	0.6185
C16orf46	-0.2065
CYP51A1	0.2495
DDC	-6.19166666666667
ANPEP	0.917666666666667
PROM1	-0.108833333333333
SIGLEC10	3.758
COPG	0.951
FAM26E	1.318875
TRIP4	0.78875
SNX3	0.101666666666667
C1orf175	0.667666666666667
PPY2	0.2145
C14orf152	0.49175
FTSJ1	-1.33233333333333
DST	0.61675
LOC554235	0.25325
GLRX5	-0.30075
C20orf12	1.3319
CAB39	0.204
MSH2	-1.18
PIP4K2C	1.191
CYLD	0.816125
WTAP	0.2495625
MGAT4A	2.79633333333333
TSC22D4	-0.0475
CHRM2	-1.0505
PPYR1	0.187
CCNH	0.202833333333333
RRM1	-0.6765
ECAT8	-3.4135
LOC400120	-0.09825
GABRA4	-0.200428571428571
C14orf4	1.8945
C1orf59	-0.2095
CTDSPL	1.23858333333333
NHEDC2	-0.197
PDE11A	-1.3155
KLHL29	-2.12525
CD5	-1.0549
TSPAN9	1.5306875
WDR67	-0.68125
THUMPD1	0.5901
C18orf17	1.014
CLYBL	-0.765
FLJ13231	-0.61975
CMBL	1.48
LECT2	-0.80825
NKAPL	2.09033333333333
LOC654780	0.6685
OR4C6	-0.5965
RAB30	1.3005
TSSK4	-0.537
TMEM163	0.331
OSBPL11	0.313666666666667
GNB5	-1.909
CCL21	0.96
C1orf121	-0.838666666666667
FMO2	1.18583333333333
RPTN	-0.208
MSTN	-0.3735
VCL	-0.360857142857143
FYTTD1	-0.4945
C11orf1	-0.19
CCDC88C	0.4985
HFE	1.07172222222222
MOGAT1	-0.091
FAM125B	1.2825
IRGQ	1.2755
RAVER2	1.061
AKAP5	2.0445
SSSCA1	-0.03325
C11orf63	0.883625
ACTG2	0.6944
PORCN	-1.472
DTL	-0.711090909090909
TMEM151	0.5815
FAM122C	-0.26175
RSAD2	1.8559
BAT4	-0.099
KRTDAP	-2.47566666666667
MYH8	-0.62925
CRTC3	0.66425
LRRFIP2	0.4844
INTS4	-0.439666666666667
TTN	-1.75266666666667
SLC26A5	2.85
PLLP	-1.992
RGS6	-1.324625
SRGAP3	1.22975
ZNF525	0.387
NBR2	0.529333333333333
C13orf1	0.7585
ZNF137	0.5255
CEP27	-1.59825
BEST2	0.36
RNF121	0.323
DMRTC2	2.48525
C8orf76	0.000750000000000002
BCCIP	-0.271
MEST	-1.3485
HTRA2	-0.2565
ANGPTL2	-0.26875
ILKAP	-0.4925
ERAS	0.045
HBS1L	-0.673125
CPA5	-0.0595
TMEM30A	0.4775
CD300LF	2.82933333333333
WISP3	1.224
CRK	0.656571428571429
PDS5A	0.2583
BRPF3	0.879
NEDD9	1.190625
SMPDL3B	1.18925
PSG6	-0.13725
PSMD13	0.421
ETV5	-0.75975
OR51A4	0.499
BTBD7	1.02425
GSTO1	-1.241625
hCG_16001	0.776
MAD2L1BP	0.411833333333333
COX6A2	1.98
SCNN1A	2.33866666666667
LSM1	0.2015
UGT2B11	-0.0715
IDUA	1.1585
PPP2R3C	-0.716
COX11	-1.32666666666667
PDZK1	3.37525
ZNF443	0.837333333333333
MGC21874	1.30283333333333
ZNF323	1.321
KRTAP10-10	0.1435
CXCL6	-1.332
SLC34A2	1.4545
LOC284402	0.4985
NPTN	0.727583333333333
UPP1	-2.03675
SLC6A9	1.409
OR7G3	0.25325
CISD1	-1.327
ZNF545	0.453666666666667
SYT14	-0.9715
NT5C3L	-0.293
ZNHIT3	-0.0185
SNRPD3	-0.73775
