Hybridization REF	TCGA-A8-A09Q-01A-11R-A00Z-07
MAN1A2	0.311666666666667
IKBKAP	-1.015
UPF1	-0.0498333333333333
KIAA1219	0.791
WNT16	1.107
SNW1	-0.714875
IL18RAP	3.5195
RPP30	-0.282
CDC40	0.454642857142857
SETD3	0.1475
SLAMF6	1.5085
ELK4	-0.061
TRIM47	0.0986666666666667
ACOX3	1.212625
TRIM6	-1.108875
KIAA0372	-0.002
TP53AP1	1.716625
SMURF2	0.90325
ADAD1	0.78625
EBP	-0.4722
KRTAP13-2	-0.559
FLJ36874	-0.705
TOR1A	-0.8685
P2RY4	1.09
GPBP1	-0.1365
TRPV1	-0.04875
ADAMTS12	0.185833333333333
PES1	-0.3026
ATG4A	1.14933333333333
MAGEA10	-4.29275
WFS1	-0.04375
CC2D1B	-0.4012
PABPN1	-0.276625
SLC25A30	-0.3505
SLCO1C1	0.0791666666666667
SLC22A5	1.575
KIF23	-1.76616666666667
SYN2	-1.02483333333333
ASPN	7.27933333333333
CENTG2	1.60925
QSOX2	-2.2883
FLJ10815	0.0195
STK24	-0.4726875
SPEG	-1.2089
STK10	0.525166666666667
DACT2	-2.638
AAAS	-0.50425
SSX3	-1.309
ABCD3	0.1619
C4orf12	0.663875
PARVG	2.07233333333333
FIG4	2.12425
C9orf46	0.93675
TMCO6	-0.632
IGHMBP2	-0.75175
DUS2L	-0.267333333333333
FAM3C	0.1599375
TMEM16D	-1.917
DCTN4	0.8005
KCNH3	-0.5085
EIF2AK2	-0.2175
AP1S3	-0.434625
CST4	0.524
PAM	-0.56325
NUTF2	-0.52475
CITED2	0.6208
SLC39A4	1.76875
C2orf52	-1.5245
GRM3	0.5025
C12orf49	0.09025
CCDC49	-0.1118
GRAMD1B	-1.30014285714286
FNDC4	-0.7265
SIAH2	2.438
GDPD4	0.360666666666667
C21orf87	0.382
ATP5A1	-0.4405
C16orf63	-0.5055
LOC388135	-0.2078
ATP5J2	-0.1795
MMP3	-0.49075
EMID2	-0.217
CRHR1	0.549
WDR70	-0.103
C13orf31	1.93575
ZFAND1	0.84875
CCL18	4.439
C3orf49	0.39
RINT1	0.0415
KIAA0408	-2.2805
F13A1	5.0281
SLC10A1	-0.312166666666667
OGN	0.51825
GIPC2	-1.55683333333333
XPO6	-0.800333333333333
LCE1A	0.615
FMR1	0.1778
LOC374920	-0.18175
DUSP3	0.147625
ANKMY1	0.51425
C7orf50	0.68225
BBS9	-0.2767
UNC119B	-0.619625
C9orf72	0.064375
MGC35440	-0.37625
ENTPD6	-0.39325
PPP1R2P9	0.246333333333333
ERCC4	-0.3945
FAHD2B	-0.8075
HMHA1	-0.0445
HACL1	-0.52125
RAD23A	-0.0591666666666667
FAM83B	-2.53025
PPP5C	-0.2785
RNASEH2C	0.235125
C9orf153	-0.165666666666667
SCAMP4	0.06
GHITM	0.6345
NDUFB7	0.2675
ADCYAP1	0.5726
SP110	0.781
MAP3K7IP2	0.4055
DHH	0.428
AGRN	-0.445928571428571
WDR33	-0.515666666666667
CEP290	-0.62
PRPS1L1	-0.624666666666667
KLRA1	-1.577
GPR97	-0.9115
CHD7	-0.571666666666667
TLR10	1.44075
SLC30A8	-2.3235
HIC1	1.27866666666667
IAPP	0.374
RXFP4	-0.45925
GP1BB	0.57775
SHQ1	0.9275
NKX2-3	0.978666666666667
API5	0.06925
FTHP1	0.3965
MOV10L1	-0.157333333333333
TRIM6-TRIM34	0.8035
ADHFE1	-0.17775
FAM117A	-0.9745
DDI1	1.22883333333333
CDON	-1.046
TRIM73	0.282
IGKC	5.965
MMP14	-0.2445
DYNC1LI1	0.62875
C11orf66	0.4785
TRBV3-1	-1.3695
FASTKD5	-0.26625
BIVM	-1.49075
LHX4	-0.61725
CXCL2	-1.7591
RAB2B	-0.600666666666667
IZUMO1	-0.289666666666667
MAP3K15	2.15375
FAM19A2	-0.564833333333333
ZC3H8	0.303
ZMAT1	1.7585
SPINK5L3	-0.954
SLC10A6	1.431
APPL2	-0.318625
CARD10	-1.001
LOC402176	-0.4985
EEF1D	1.0915
RAB6A	0.4325
C12orf5	-0.4665
PAPOLG	0.49725
MSRB2	0.4895
BCR	0.377411764705882
PUS3	-1.16175
TIAM2	-0.6935
ZNF317	0.636333333333333
CHD2	0.107785714285714
FZD5	0.535045454545455
NUDT8	-1.4555
ZNF763	-0.016
PRC1	-1.49744444444444
ABCB9	-0.1284
SPATA3	1.26275
TRAK2	0.000750000000000003
STAB1	3.46325
LRRTM2	-0.256333333333333
psiTPTE22	0.68525
DBI	0.9375
SERPINA11	-0.544
NAT5	0.572
C20orf58	-2.093
RPS6KA4	0.0075
FLJ90650	-1.13325
TGFBRAP1	0.3475
CHRDL2	-0.845625
FAHD2A	-1.006
CNTN1	-1.577
BBS4	-0.1562
TMEM181	-0.44525
MINPP1	0.26175
MPHOSPH6	0.243916666666667
HOXC10	-1.6129
ITPKB	0.167125
CLPTM1L	0.0365
MEOX2	0.617
ATP6V0C	0.7615
PRPF8	-0.037
TMC5	1.91175
FKBP3	-0.5305
PLEKHB2	0.010625
OR4D6	0.5045
ZNF544	0.1831
D2HGDH	-0.835875
RPL18A	0.0924
HEL308	-0.573
MPP6	-1.65725
TCERG1	-1.54425
KRT16	-2.607
KLF17	-1.58125
KLF5	-1.8955
CDR1	1.811625
VCX3A	-4.6985
FBLN2	1.44025
C14orf104	-0.045
HBE1	-4.5005
OR4S2	0.7665
C1orf108	-0.7095
ROBO4	3.25633333333333
CPEB4	1.425625
C11orf80	-0.445333333333333
BCKDHA	0.8755
MYOC	0.0103333333333334
GIF	0.0655
CKMT1A	2.3465
RPL3	0.7024
THBS1	3.20675
APOO	1.50775
ARMCX1	2.7495
HSZFP36	0.2955
SNAPC5	0.003
EIF4ENIF1	0.362
ZNF433	0.26
TNFRSF21	-1.887875
TMPRSS7	0.4745
SPATA18	-0.00529999999999997
HPDL	-3.1095
MKL2	0.997
TBX3	2.61746153846154
C21orf93	0.5845
DAXX	0.06525
ELMO1	0.0235
RGS13	2.56683333333333
TAF11	-0.46775
UNC13A	-1.67114285714286
LOC653314	0.3258
ORC3L	-0.716
IMAA	-2.2315
TARBP2	-0.34125
CABIN1	0.349
TRIOBP	0.0811875
HIST1H2AC	2.634625
RGS22	-2.81183333333333
NCOA1	0.834333333333333
IL25	0.3425
SNCG	0.7855
GPR6	0.8225
AMDHD1	-0.0821666666666667
CHEK2	-0.303875
C6orf142	-0.8685
DRD4	-0.0715000000000001
C14orf68	-1.62225
GDF11	-1.7155
SEMG2	0.411
CD247	0.30225
CDAN1	-0.159
RBMX2	-0.207666666666667
TGS1	0.447
OIT3	0.00124999999999997
SYF2	-0.04125
MCM4	-0.859
PKHD1L1	0.646571428571429
CEP192	-0.990166666666667
IFT88	0.58175
RPL9	0.299285714285714
RAB32	1.3595
DDX43	-3.723
P2RX2	0.417333333333333
OR5D18	0.99
UBE1	0.29
SLC24A1	0.106
ARHGAP5	0.2255
CETP	-0.83475
KIAA1731	-0.507333333333333
SLC9A4	-0.143
PTPN6	1.50175
BAHD1	-0.19675
GRIK3	1.5345
CACNB2	-1.3445
PDE10A	1.16
DGCR14	-0.49525
PCDHB9	-0.357666666666667
RHOQ	0.440333333333333
MAP3K4	-0.5945
KTI12	-0.174
RPL23AP13	-2.257
GNG11	-1.2455
CLCN3	0.419
GPAM	-0.462625
VSTM2A	0.07
SLAMF7	4.18316666666667
INTS2	-0.54325
PPP2CA	-0.223
LRP12	-0.462333333333333
SEC14L2	3.43977777777778
DKFZP586H2123	1.2805
MC3R	-0.129
CIRH1A	-1.8135
HIST1H2AB	1.50483333333333
POLH	-0.5475
MGC16703	-1.86866666666667
SNAPC2	0.655
FILIP1L	1.42825
RASGRP4	0.91
LRRC1	1.0455
GAS1	-0.23325
PRAC	-1.28825
DGKA	-0.0618333333333333
NT5C3	-0.8095
PEG3	-0.966166666666667
NADK	0.3165
PRR17	0.313
LOC374569	-1.99475
SGSH	-0.158
NLRP8	0.068
GALT	-0.0349
MCF2	null
ZNF263	0.43
TACSTD1	0.7345
TYR	-5.9168
ATP6AP2	0.7265
RNUXA	-0.1925
ABHD10	0.320111111111111
GDPD2	-1.9125
SLC35C1	-0.53725
UBE2A	0.1425
HERC5	-1.0315
FAM112B	-3.857
FBXL16	1.929
DKFZP434A0131	-0.79975
ELA3A	-2.438
RBM41	-1.37425
HAO2	-0.7655
RNH1	-0.062125
SHANK2	0.705833333333333
OSBP2	0.00724999999999999
DAK	-0.300833333333333
C3orf58	-0.22575
TCL1B	-1.04
KBTBD2	-0.539375
SUGT1L1	0.2955
UBE2E2	2.29766666666667
MYL9	1.93025
CDC23	-0.868
PBXIP1	0.5259
CXorf40B	0.593
NBL1	0.112
RTBDN	0.2125
RAB11FIP5	-0.14075
TTTY13	-0.499
SCOTIN	0.4045
SOHLH1	-1.18733333333333
CDKN1A	-0.153357142857143
NCK1	0.67
ZNF550	0.659
SAPS3	0.465333333333333
SPIN3	-0.619166666666667
MAGEE2	-0.100333333333333
MIS12	-0.5335
OR8H2	-0.374
KIAA0774	-2.01433333333333
UNC5D	-2.7655
CUL7	-0.377833333333333
LIPC	-3.1815
DIO1	5.43175
C20orf11	-0.3901
CTRL	-1.101
HS3ST2	3.45675
PAK4	1.201
CCRL1	2.06825
RNF10	-0.339125
ZNF567	0.4175
ZNF660	-1.5895
TCEAL3	2.456
MAGOH	-1.53633333333333
CENPB	-0.120333333333333
C19orf7	0.203625
LOC388965	0.4735
ZCCHC13	0.3215
JMJD1A	-1.1548
HIST1H4H	2.48
TBRG1	0.3954
GPC3	-3.474125
TAF1C	-1.132
EBNA1BP2	-0.500333333333333
CIAPIN1	-0.879
PDGFRA	-0.0386666666666667
CSTB	0.527125
CENPI	-1.695
GTF2E2	-1.52683333333333
RPP21	0.12225
CCNF	-0.840833333333333
KCNQ3	0.501
FAM79A	1.18475
SLC22A12	0.701
NOVA1	2.59816666666667
FZD3	1.7363
AKAP8	-0.352
SOCS5	-0.17575
CFDP1	0.0865
DLG5	0.24875
PGM5	0.0805
C1orf144	0.817583333333333
HDAC10	0.142
RND2	0.191
C20orf199	0.032
RNMT	-0.569
SLURP1	-0.1455
ASTN1	-0.380125
SH3BGR	0.74875
MYCL1	-0.198125
ZHX1	1.11983333333333
CENPK	-2.23325
FOSB	-0.2533
LOC643406	-0.1435
C2orf59	-1.899875
TMEM135	1.72775
SLC27A2	0.04425
KRT33A	2.3
OVOL1	1.589125
PAMCI	-3.00483333333333
S100A7	-0.85
ZNF789	-1.3295
HARS2	-0.33125
RPL23A	0.951666666666667
TCF23	0.951
UPF3B	-1.35975
C17orf78	0.2765
HLA-DOB	1.61716666666667
C14orf142	0.9365
TEKT5	1.156
DMWD	0.4735
POLD1	-1.43716666666667
GSCL	0.883
CALD1	-0.1104
SCRT1	0.223166666666667
AIG1	2.57925
UNC84B	0.2965
ZNF404	0.11575
TMED6	-3.78225
KIAA1462	-0.1545
LRRC27	1.84683333333333
PYGO1	-0.76
PIGU	-0.287666666666667
ALAS2	-3.5985
WRNIP1	0.536125
CNNM3	0.227
ZNF2	0.157
ST3GAL5	-1.08216666666667
MRPL23	-0.3075
TSSK6	-0.44325
PSMA6	-0.30875
C16orf70	-0.72575
KIAA1602	-0.2055
ALMS1	-0.506333333333333
DCN	2.54225
TMEM132D	-1.053
SUCLG2	1.60425
ABHD14A	1.18325
DEXI	0.623333333333333
AMPD2	-0.712333333333333
IFNAR2	0.0931666666666667
CYB5A	0.7905
TLOC1	0.31795
NXF5	-1.25416666666667
NRBF2	0.011625
KCTD3	0.827
ITGAE	0.2885
SLC30A3	-2.33866666666667
ZRF1	-0.96
IFRD2	-0.035625
XAB1	-0.40125
PYCR2	-0.219833333333333
SERPINB3	-6.304
TMLHE	-0.4711
GEFT	-1.1305
ABCA5	-2.221875
EMR4	0.113333333333333
TSFM	0.10875
HIST3H2BB	1.0825
ARHGEF19	0.76375
TSPAN17	0.356
ABCC8	2.3215
MAP1S	0.189333333333333
C22orf36	0.67325
BNC2	-0.664785714285714
HIST1H4A	-0.7595
NDUFS3	-0.1325
WDR3	-0.458833333333333
XKR4	-0.492333333333333
TTC33	0.2745
STMN2	3.53625
CPN2	-0.796
HSPC105	0.673
PCOLCE2	-3.42725
C3orf55	0.26
KLHDC9	3.001
TBC1D23	0.527625
ATXN2L	-1.69683333333333
MAP2K3	0.494083333333333
SCAP	0.37725
ZNF486	0.494333333333333
C20orf96	0.057
NARS	-0.2225
ADAMTSL1	-0.495857142857143
PRCC	0.108833333333333
CCDC126	0.762
ZNF675	-0.132
CALCOCO1	0.6945
ANKRD43	0.34525
CWF19L2	0.113166666666667
ZBTB32	2.045
BRAF	-0.654
ODF4	0.53125
MGC14376	-0.563666666666667
HORMAD1	-1.976
AAK1	0.102833333333333
PEBP1	-0.0165
TNFSF5IP1	0.291
DKFZp564N2472	0.82175
RMND1	2.703
IGKV1-5	5.0745
COL1A2	1.78466666666667
SERPINA5	2.0135
AANAT	0.573
C19orf21	-0.7625
GEMIN5	0.22825
UBR4	-0.2235
LTBP3	0.921166666666667
AMHR2	-2.06666666666667
PROCR	-2.13225
MYBBP1A	-0.3405
C20orf39	0.196
ZNF697	-0.680625
PASK	-1.0416
ZNF776	0.74
RFXDC2	-0.04525
KIAA0467	-0.28425
C10orf96	-0.982
ZNF503	1.0205
GULP1	-2.10891666666667
KCNE4	-0.441833333333333
DKFZp434K191	-0.256375
LOC196913	-0.098
BHLHB4	0.9145
CH25H	0.163
LOC81691	-0.127333333333333
ALPL	-0.287153846153846
COL12A1	3.405375
FOLR3	-2.8525
GPR123	0.1738
TRIM62	-0.252857142857143
ABLIM1	0.110833333333333
MAST3	-0.47025
RHBDD1	-0.0928333333333333
LOC338809	-0.973
RYBP	1.45125
TTC26	0.253875
ZNF22	0.3925
ISCA2	0.36925
RDM1	-2.0115
PIGM	0.95225
GNB3	-0.6745
ACTR2	0.4918
HMGB1	-0.5106
EDG1	2.425
SOAT2	-3.338
OR10AD1	0.5385
RAP1GDS1	0.0455
LCE1F	0.6835
ESM1	-1.278375
RCN3	1.9915
CREBL1	-0.036
DBNL	0.00133333333333333
PTGER3	0.85375
USP30	-0.0641666666666667
BCL2L12	-0.113166666666667
KIF26B	2.332
ZNF416	0.86375
ZNF225	0.1215
C17orf70	0.2715
ZNF554	-0.037
RAE1	-1.35433333333333
TNIK	-0.249666666666667
ACTN3	-0.1055
MGC45922	0.5305
CCNA1	-2.01683333333333
RYK	0.294
IL26	0.8735
LRP3	0.839333333333333
QARS	1.0435
SOX7	-0.340928571428571
BID	-0.9425
OR2S2	-0.812
CXCL14	3.70625
C11orf47	0.0825
MGC29891	0.403
HSPB8	-0.0566
PRDM14	-2.62
NUFIP2	0.47825
MNAT1	-0.623625
ZDHHC2	-0.150083333333333
MBNL2	-0.988571428571429
ADD3	-0.237
CSNK2A1P	-1.342
KLK6	-2.4825
TMEM111	0.5819
KIAA1279	1.431
NUBP2	0.553833333333333
RAB42	0.1815
ID3	-1.2814
TM9SF1	-0.0545
MDP-1	0.1265
POU4F2	1.06675
IQCK	1.06775
C16orf14	0.0695
CAPN3	-2.04475
FAM43B	0.484375
RECQL	-0.902
AP1G1	-0.143785714285714
CTNNBL1	-0.491166666666667
ECHDC1	-0.738
SMARCC1	1.2435
FOXQ1	-2.33375
GNAI3	0.310333333333333
POLG2	-0.0475
CD4	1.937125
ITLN1	-1.194
EBI2	4.84675
IRF1	0.68225
PTPRE	1.3326
PTK2B	-0.561
NXNL2	0.393
SOX4	0.121055555555556
TSPAN3	0.253666666666667
SH2D1A	-0.984
C8orf58	-1.11266666666667
USP20	-1.08425
DUSP22	-0.487833333333333
CALB1	-1.7064
L3MBTL2	0.5895
MCRS1	-0.6195
TMEM118	-1.57833333333333
C18orf8	0.518333333333333
FLJ10241	-0.238625
GJA12	0.823
PKD1	-0.453166666666667
ZFP3	0.6995
JAM3	-1.408625
LAPTM4A	0.2153
DIRC2	0.8435
KIAA2022	1.67016666666667
MYOM1	-0.6355
TRPM8	-3.3924
MOP-1	1.1405
PHKG2	-1.340875
ZNF650	0.5025
KIAA1522	1.413
PSG8	-0.8666
DDX19B	-0.376
MOBKL1B	0.36575
DIAPH2	0.4215
PTPN12	-0.208
CLN8	-0.444
CRYZL1	-0.696
CRY2	0.193083333333333
FCGR2B	5.24466666666667
PNPLA4	1.14675
ZNF454	-0.348
DKFZp434B1231	-0.387
CLDN11	0.0294
RFWD2	0.1075
CIB2	-1.17333333333333
MXRA8	2.195375
HRK	1.000125
MAML2	-0.7305
C4orf31	-1.45075
C6orf192	-1.06825
COG6	0.47375
FAM5B	0.98525
NFATC1	0.8139
SEPT10	-1.001
SCYL1	0.4032
RPP40	-0.84725
SCOC	1.2394
KIAA1450	0.353
CTDSPL2	-0.11275
TBX5	1.07116666666667
NAPG	-0.428375
RHD	-3.74625
C14orf45	2.03383333333333
ZBTB22	1.3765
PLCG1	-0.7295
ANKRD10	-2.0625
AQP7P2	0.04825
TAGLN2	-0.031
HTR2C	-1.4758
SLC16A7	-1.0755
C17orf83	0.0116666666666666
TSGA14	-0.220083333333333
MDH1	-0.6015
PPP3R2	0.435166666666667
DCBLD2	-3.14992857142857
RBM33	-1.041125
DPH3	-0.5775
SYT10	-1.28966666666667
FMO4	2.272875
THYN1	-1.01625
DRD5	-1.2395
OTOR	0.559285714285714
PGRMC2	0.8249
KATNAL1	-0.622375
PAQR6	-2.088
UBE2I	-0.90525
C14orf28	0.637
C8orf70	1.38875
FLYWCH1	-0.596875
ANGPTL3	-2.0775
GLRX2	-0.0311666666666667
ATP11A	-1.53135714285714
ARL5B	0.698375
MUC16	-2.805
SLC25A5	-0.0444285714285714
ACRC	-1.21625
MYO1C	-0.138875
FAM89B	1.413
FAS	0.4785
KIFAP3	0.93675
GLRA2	0.7515
BTN3A2	0.4321
CNKSR3	-0.30425
CSTF3	0.175833333333333
ARPM1	1.2925
KIAA1530	-0.1395
C9orf150	1.68066666666667
PRKCI	0.91925
tcag7.1015	-1.03275
SOD3	-0.9585
ZNF574	0.8605
CYP21A2	3.186
RPL12	-0.12875
COMMD2	-0.36575
WIZ	-0.182
LOC344405	-1.43375
ALDH4A1	0.233058823529412
CRYAB	1.51075
COPA	0.335566666666667
PCDHGA7	0.732
KIF11	-1.37009090909091
RASD2	0.307375
SLC26A3	2.9625
ZNF175	-0.257
JAKMIP2	-2.104625
C8orf4	0.000166666666666667
PTHLH	0.5245
SLC40A1	3.74025
OR7D4	-0.420333333333333
PCDHB17	-1.621
CD36	3.55985714285714
C6orf203	0.2498
PRKG2	-0.234
LOC400566	0.426
ANAPC13	0.9265
SLCO3A1	-0.98325
ZNF692	-1.3215
FANCL	-1.905
SH3GLB1	0.588
C12orf61	0.789
KBTBD6	0.621
SUPT5H	0.14825
XRCC6	-0.0321
HUS1B	-0.89
FAM133B	-0.184428571428571
LOC728276	0.2315
KCTD18	0.054
SOS2	0.463833333333333
CCDC99	-1.49175
C1QTNF5	3.2665
NNAT	0.547666666666667
USP16	1.4895
LARS	-0.451375
ZBTB2	2.552625
ABO	0.237666666666667
TRAF3	0.177
GALNT5	-2.4055
NAP5	0.736
ALG14	0.9215
KIAA0515	-0.191807692307692
WDR75	-0.829166666666667
TEX261	-0.0773333333333333
LY86	1.83225
LOC389072	0.805
FLJ13611	-0.15
MRGPRX2	0.5835
SNRPA	-0.792
OR2G2	0.4495
GPRASP2	0.31925
C7orf42	0.2232
C9orf163	0.0765
CYP11B2	-0.03
FCRL3	1.843
PRDX1	-0.19225
FGB	-5.843
COX17	0.380833333333333
C16orf33	0.931
PIWIL1	0.3642
FOLR1	-3.2505
KIAA0082	-0.0205
FREQ	-1.4195
TMCC2	-0.967333333333333
TCF12	0.25875
ZNF721	0.48225
FAM130A2	-0.215666666666667
POU4F1	-2.767
SNRPF	-2.147
SGIP1	1.1435
ZNF641	0.606166666666667
EMG1	-1.004875
PRRG4	0.791
HIRA	-1.948
MYNN	0.8305
AEBP2	-0.645333333333333
TBXA2R	0.290166666666667
ISL2	-0.981333333333333
PCDHB11	-0.0475
RNF144A	-1.537125
MARCH5	0.749375
DULLARD	-0.343166666666667
DCLRE1B	-0.857166666666667
ITGA8	0.6195
TP73	-0.68125
PRKCD	2.10375
NDUFB4	0.5575
ATP13A4	0.171285714285714
ANTXR2	-0.6385
COL4A3	-1.208
MYO10	-1.6123
SLC6A18	0.5515
PEX1	1.00425
TMEM74	-1.8652
RBM19	-0.10675
TAPBP	0.3745
RUNX1	-0.29625
MID1	-2.38918181818182
GPR64	-1.58583333333333
RASEF	1.4315
GABRG1	0.212166666666667
MYO16	-0.93925
DBF4	-0.7465
TSHZ2	2.5115
RIPK2	1.809625
PPTC7	-0.537166666666667
KIF4B	-0.654
LRRC31	0.211
ZNF540	1.3415
EFNB3	-0.217333333333333
LOH12CR1	0.153625
STON2	-0.730333333333333
GLP1R	-0.019
CSTF2T	0.3515
IREB2	-0.7595
GRSF1	1.02275
PDCD7	-0.819333333333333
LRRC43	0.377
CNR1	0.0728333333333333
IL1F7	-0.732
C12orf64	-0.2115
FAM69B	-1.0065
NR2E1	-1.67875
MS4A6A	3.2903
FTL	0.1338
C7orf36	-0.057
PCLO	1.7829
DYRK2	0.694916666666667
ARIH2	-0.054875
SAMD7	0.462
SCNN1D	-1.0885
SLC32A1	-0.912
C22orf25	-0.230833333333333
MRPS18A	-0.2218
GPR112	0.121
EARS2	0.00225
ERN2	0.9235
ATPBD3	0.959166666666667
PRH2	-0.9215
CDKN2D	0.468
PGLYRP2	1.108
TRIM40	0.36775
SEC14L3	1.0912
SLC22A1	-0.72
BTN2A3	0.08175
RASA4	-0.325
CCNL2	-1.08358333333333
MYBPC3	0.7965
GJA4	3.296
CDC42SE1	1.052125
TRPV2	-0.17825
MYPN	-3.825
SIM1	0.058
CDADC1	0.621
ZFHX4	0.8415
NIBP	2.44933333333333
ADAMTS19	-2.89475
ABTB2	-1.522
TSPYL2	-0.649625
EIF2S3	1.6197
SOX30	0.03775
AP2A1	0.176833333333333
DKFZP564O0523	-0.181
LOC285398	0.00349999999999998
CDH18	-4.72
CHL1	0.354833333333333
GATS	-0.1199
TBC1D2B	0.468
OR1J1	0.638
GSN	0.730333333333333
DPCR1	0.164857142857143
GARNL4	0.0898333333333333
SMARCA5	-0.54475
PLEKHG3	0.679
ZBTB45	0.7765
FRMD6	-0.768833333333333
PLS1	1.2955
DGKZ	0.0485
EFNA1	0.6388
WDR85	-0.829625
ANK2	-0.6735
PAGE4	0.982
SENP6	0.387333333333333
AKR7A2	0.779
FKBP10	-1.466
VEGFC	-1.59666666666667
LARP1	-0.0854375
SRBD1	-0.96425
ITGB6	0.1535
SLC1A2	-0.402
INVS	-0.532333333333333
MPO	-0.88875
MOBKL3	0.18
CUTL2	-1.743
KLK2	0.715333333333333
VIM	-1.23625
REG1B	3.46944695195361e-18
PCDHGC4	1.0175
C3orf34	0.0163333333333333
SUMO3	-0.0241666666666667
CST9L	1.6785
MLL4	-0.56025
SPR	0.77
SAMD9L	1.121
ABCE1	0.0545
SUPT3H	-1.417
ACTBL1	0.85925
ADAMTS4	0.617666666666667
SLIT3	3.0875
RHEBL1	-1.4545
NPM2	-1.4405
MAN1C1	0.3135
KIAA1856	0.641
HSPA6	1.916
LOC388152	-0.4135
C10orf140	-0.70425
ZDHHC12	-0.9275
LIN7A	-1.3606
PHC2	-0.319545454545455
SPHK1	-0.895
TRIM26	0.37075
FAM83E	-0.7385
C18orf24	-2.07166666666667
ZNF578	0.475166666666667
ORAI1	-0.30475
RUVBL1	0.58625
C7orf20	0.181666666666667
APAF1	-1.7275
SLC36A4	-1.36816666666667
MYH11	4.04483333333333
NEK1	-0.0367
MPP2	-1.359125
C12orf24	-1.734
TNK2	0.6088125
ZNF289	-0.29525
MATN3	-1.42457142857143
IFNGR2	1.25566666666667
ITPR1	0.238125
EBF3	3.099
TBC1D20	-0.349
OR10P1	0.55675
DDAH2	1.57425
SHPRH	0.1105
STX7	0.558
LOC554248	-2.266
BCAR1	-0.62125
ATXN3	0.39975
TRIM27	0.63175
CDC42EP2	1.27
CHP	0.298142857142857
SOX17	1.875
ZNF259	-0.757833333333333
CHCHD1	0.931375
ZDHHC19	-0.2595
GBP2	2.0865
GARNL3	0.334
MRC2	0.00549999999999999
C1orf52	-0.1505
AOF2	-0.880166666666667
LRPPRC	-0.3717
ACVR1C	-0.5975
TM4SF18	2.70533333333333
TMEM169	0.3315
PPP1R16A	1.337625
EBF1	0.0726666666666667
RRS1	1.19066666666667
SNX2	0.055
OR2T2	-0.0205
RBX1	-0.223
ANKRD54	0.379666666666667
TSNAX	0.337333333333333
TMEM83	-1.954
ZBTB7A	1.089
ATM	-1.30383333333333
LOC338328	2.04633333333333
TIE1	1.16583333333333
HIST1H3G	-0.177833333333333
PASD1	-4.268
TINAG	0.20525
PCDHAC2	-0.6325
LRRC15	0.512625
WBSCR17	-0.64925
TFF2	-0.574
PARP2	-0.47725
NDFIP2	-0.566625
PCDHGB2	-1.5985
WDR60	-0.8015
MAP7D2	-1.0856
USP45	-0.03375
GSDML	-1.0195
TNS1	0.453555555555556
PLCD4	1.75925
IQCD	0.291166666666667
SMPX	-2.668
CD9	0.7555
SRGN	1.51075
CASP7	1.36175
INOC1	-0.1415
DKFZp451M2119	-2.31
VMAC	1.7235
USP53	0.6997
CAMK1G	-0.122125
TMEM106A	0.440166666666667
CDC20	-1.7225
ACSL5	-0.353666666666667
CBWD5	-1.13525
C1orf87	-1.16425
KIAA1274	-0.21675
PRUNE2	-2.42909090909091
LYPLA2	-0.3425
DOK6	-1.70316666666667
GPR149	-1.08533333333333
FAM30A	4.17375
TMEM129	-0.02375
SLC35B3	1.62725
ACPP	-0.1964
LOC200261	-1.409
SLC4A7	0.0828
CCDC40	2.0425
GART	-1.17675
THOP1	-2.2985
SCARB1	-1.161125
CACNA1F	0.23625
TRIAP1	-0.5465
SYT14L	null
SFRS8	-0.694333333333333
PBOV1	-0.000750000000000012
GOLSYN	3.581
GJB7	-2.132
CAMK2N1	0.656583333333333
GREM1	1.77158333333333
FLJ20433	0.44475
QPCT	-2.842875
PRKAG2	0.654666666666667
H2AFX	-0.32275
C6orf154	1.6555
PLOD3	-1.1005
ZBTB39	-0.525666666666667
WASF3	0.017
DRG1	-0.0675
PRR4	-0.7625
SPCS1	0.93975
KDELR3	-0.7475
SRP19	-0.598166666666667
GABRA6	0.702
MFSD1	1.27475
MMEL1	1.64875
PDXDC2	-0.2754
BUB1	-2.54722222222222
RNF138	-1.55675
MYLPF	-0.6884
AIF1	1.57883333333333
DYNLRB1	0.6681
HCN3	-1.25116666666667
HIST1H2AI	1.2935
MAP4K5	-0.134916666666667
LASP1	0.698125
LOC130951	0.721
PLAA	-0.1565
KRT6A	-3.1395
C6orf117	-4.15328571428571
ARHGAP23	-1.005
PTF1A	0.253
GPHA2	-0.158
LCE3B	0.10575
MCL1	0.506214285714286
EHBP1	-0.786583333333333
PRNP	-0.8600625
ZSCAN1	-0.065
C1orf113	0.938833333333333
FOXA3	-3.55525
NEB	0.80975
ASGR1	-4.487
CTGF	1.1985
RAB17	0.485166666666667
MST101	0.0495
JARID1B	0.0956
USP37	0.1703
PTBP1	-0.201833333333333
PTPN7	0.647666666666667
CDC7	-2.97516666666667
SNX7	0.04875
ZNF335	-0.053
CPT2	0.55975
HEATR1	-1.007625
HSPC152	0.15675
C5orf40	0.72375
PSME1	-0.0466666666666667
STAG3	-1.27275
TMEM154	0.279333333333333
KLHL32	-0.942666666666667
TSGA10IP	-1.669
SUV420H2	-0.776166666666667
SF1	-0.5773
2'-PDE	0.6241875
PNLIPRP2	-2.7725
TRSPAP1	0.1535
NUP210	0.203
ANP32C	-0.459666666666667
