Hybridization REF	TCGA-BH-A0E6-01A-11R-A034-07
NRK	-1.05233333333333
ASB9	-2.2525
NAT1	0.36
TRAFD1	-0.8755
PEAR1	0.207666666666667
FAM36A	0.611875
OR1S2	0.5185
LOC388323	-1.49625
PGS1	-1.54533333333333
LEPREL1	-2.5575
TFF1	-4.21616666666667
HAP1	0.5215
EPHB2	-1.28175
ACTG1	0.663
ZFP42	5.42416666666667
HAVCR2	0.159
NME1	-0.3135
SNX26	0.363833333333333
LACTB	-0.8185
ZKSCAN2	0.35175
C5orf35	0.3895
ANKS3	-0.42225
RBM28	0.1075
DKFZP586P0123	-0.283
HNRNPA1	-0.667166666666667
BCAS3	-1.77033333333333
FLJ20184	0.501
POLA2	-1.5855
TMC7	0.997166666666666
HSD17B6	-0.8845
ZNF658B	0.183166666666667
TTTY10	0.014
RANBP9	-0.769
CPNE7	-2.02933333333333
EVL	-0.635235294117647
LNX1	-0.320583333333333
IFNA21	0.677833333333333
CFD	0.90825
PYCARD	0.3455
MYBPC2	-0.7695
ENPP3	-2.674
ACSL4	-0.71375
LOC440258	0.413166666666667
TMEM176B	3.88766666666667
SOX2	-4.849625
SCO1	-0.562833333333333
COMT	0.93825
AOC2	-0.06875
PDLIM5	1.46071428571429
SPHK2	0.0348333333333333
NXPH2	0.062
GPR108	-0.0218333333333333
RAD51L1	-0.864
TMEM54	0.81775
LETMD1	-1.79466666666667
SLC6A17	1.4775
KRT75	0.295
STT3B	-0.927333333333333
CD3EAP	1.963
TMEM63A	0.2295
DUSP13	-2.2395
CD1C	-0.596333333333333
LASS2	0.865666666666667
AVP	2.0045
PITPNM1	-1.914625
FLJ22795	0.455
MCTP1	-1.7535
TRIM68	-1.4755
UCK2	0.791
ABHD1	1.34125
FAM50A	0.337
RNASEH1	-0.2875
PCP2	-0.577333333333333
OR52H1	0.195
C20orf149	0.4255
RBP5	0.124333333333333
HYAL3	1.62725
CLPB	-0.2805
SMNDC1	-0.354
DONSON	-1.59516666666667
FLJ27523	0.7035
BARHL2	0.267
SLC30A9	-0.713333333333333
TMPRSS11B	-0.379
E2F8	-1.89083333333333
CCDC25	0.055
C14orf48	-0.0921666666666667
C20orf116	0.775375
TSPAN11	0.087
YIF1B	-0.996
FAM12B	0.2285
OR1L6	0.4075
HPN	-2.6155
NBN	0.102625
C14orf94	-1.453
OCLM	-0.802
ZSCAN18	-1.5801
L3MBTL	-2.9598
TSTA3	0.7625
RAC1	-0.432875
C19orf15	-0.1405
NFE2	-1.13575
KLK14	0.46
ARSF	0.521
MAST2	0.297166666666667
AMICA1	1.34166666666667
GTF2A1	0.970625
ATP1A3	0.629
TC2N	3.4357
PNKP	0.0085
ODZ2	-0.7
MATR3	0.076
S100P	-0.724625
KRT82	-0.0865
CA13	-0.4749
PROZ	-1.06766666666667
AASDH	-0.09675
C19orf40	-0.805
DCK	-1.32738461538462
FAM5C	-1.45925
SLC6A4	-3.3225
MID1IP1	-0.949125
TESSP5	1.2955
TMOD4	0.782
DOCK2	-1.144
TUG1	1.09225
NUP214	-0.667
DPYSL2	1.26777272727273
GOLM1	1.35191666666667
MPFL	0.336
SOX13	0.19225
SDCCAG8	1.2193
KEL	-2.0345
NUP210L	-2.248
GK	-1.165875
DNAJB1	0.3135
ALPK3	-0.823
CHID1	0.0928
CYLC2	-0.208833333333333
IKZF5	0.78975
C8orf51	1.82666666666667
PPM1J	0.2085
GIMAP8	3.51233333333333
GPR101	-0.1985
NR2F1	1.397
ACAD8	-0.5365
RBM35A	0.28375
GNAI2	-0.0658333333333333
METTL8	0.8125
SLC39A7	-0.76475
FBXO8	-0.46875
CAMK1	-0.53125
RFC3	-1.05375
FAM129A	0.517857142857143
ILF2	0.24875
FGFBP3	-0.674
NOM1	-0.423166666666667
PSMA3	-1.18375
ASCC3	0.5321
ZYG11A	-0.4745
SOX21	-1.397
LYRM1	-0.85875
DEFB1	3.372
LOC91431	-2.29333333333333
OR7C2	2.463
FAM46B	-1.014
TMEM18	-0.4195
ARHGAP30	0.925833333333333
TMEM86A	1.51183333333333
EPHA2	-1.0565
C10orf46	0.92095
TCHH	-1.01416666666667
C3orf30	-0.06
LOC285636	-0.407166666666667
PAIP2	-1.52525
CYP2U1	0.05125
C12orf34	1.18075
SARS2	-0.188
ZCWPW1	0.64625
SAMD12	1.797375
KIAA1430	-0.1645
ACAT1	-1.14675
MEOX1	3.41866666666667
ADAMDEC1	5.966
PHKA2	-1.2745
CARD11	-1.449
CALML4	-0.4115
TSSC1	-0.6135
TMEM45A	-1.85811111111111
MPP7	2.7715
POU1F1	-0.1725
SLC2A13	-1.2412
FBN2	-1.96864285714286
ZC3H7A	-0.2326
LAIR2	0.16825
ST3GAL1	-0.510166666666667
LCT	1.23875
GEMIN8	-0.370333333333333
KLF16	1.4071
HIF3A	-0.0185
FAM44A	1.02628571428571
AQP10	-0.3801
PLA2G2A	-0.7285
FOLH1	2.33516666666667
C20orf186	0.015
MAPKAP1	-1.047125
SPRR2D	-1.352
UBQLN4	0.184333333333333
RSHL1	1.00933333333333
PIAS3	0.4905
MRPL24	0.42025
GREB1	-3.60275
FAM27E3	-2.132
NUP62CL	-3.04875
NEUROG3	2.4765
REEP3	3.03175
MARK1	0.4785
LMBRD1	0.23375
PRPF19	-0.816
PNMT	-0.291833333333333
CTGLF1	-0.356
SLC25A16	0.66725
EIF2B3	-1.462
RPA2	-1.3015
PAK6	1.64316666666667
CCDC26	-3.956375
SEMA3E	0.218125
MXD4	1.2717
TNFSF10	2.0401
SMARCB1	-1.07983333333333
DTX3L	0.4365
PLA2G4E	0.367
PPAP2A	0.89375
ULK1	-0.699666666666667
TAS1R3	0.4195
SLC2A3	-3.44254545454545
ARID3A	-1.57525
GNG5	0.00799999999999999
ACOX1	-0.1664
KIF5B	0.85475
NUP153	-1.2755
MUC7	0.622
CSDE1	0.219571428571429
CLPTM1	-0.693
C3orf23	0.101875
LRRC17	-3.13266666666667
TTYH3	-0.443875
ATP5B	-2.751
ELF3	1.8829
CPSF3L	-0.599
ZNF665	0.3805
TLR6	1.1794
GPI	-1.05825
RAD9A	-0.72525
NDST4	-3.288
AGPAT3	1.06833333333333
MAGI3	1.94833333333333
ADORA2A	-0.28575
CACNG7	0.4935
CAMK2D	-0.286571428571429
CCHCR1	-0.7425
RPS27A	-0.185
OR10G7	0.6345
GCM2	0.29
FAM135B	0.7688
E2F1	-1.147
PLCB3	0.85425
OR2AE1	-0.53
COIL	-1.03583333333333
CDC25C	-0.974
RAB11FIP2	0.53425
TSC2	-0.035
CTGLF5	-0.7765
CCDC108	0.5485
OR13C4	-0.37875
C10orf81	2.54
PTPRB	1.137
ACP2	-0.5475
LAG3	1.57575
MRPL54	-0.36125
LOC201175	2.558
ITGB1BP3	-0.85825
SPTAN1	-0.003
SIPA1L2	0.37825
RCAN2	0.254
CDX2	0.3525
ECOP	-0.31325
ACTR1A	0.7015
PPARG	-0.862666666666667
BBS10	0.2775
TMEM44	0.215875
BPIL2	-0.321
CITED1	-2.503
IRF6	4.17175
PRDM4	0.2415
RRP9	-0.153166666666667
OR10H4	0.67025
IL31RA	-0.365
GNB1L	0.482333333333333
MYBL2	-1.438375
ZNF407	0.975833333333333
PPIG	0.5815
TTC18	1.49975
RPSA	0.2035
MAPT	-0.01175
MRE11A	-0.134785714285714
C8orf37	-1.4655
RASGEF1C	0.686166666666667
STBD1	-0.83375
CTAG2	-0.9675
MGAT5B	-1.63583333333333
ECM1	-0.422125
RLN1	-1.4415
PARP14	0.452625
EPB41L1	0.919
HOXA3	0.917083333333333
MAGEA9	-4.3655
RPS8	-0.7475
RPS19BP1	0.2425
FOXJ2	-0.308375
C10orf76	0.236625
IL17RE	1.79025
C10orf65	-3.06925
ZNF343	-0.2665
FBXO33	-0.164
UHMK1	-0.0993
LY6G6C	-0.44475
FGF19	-2.99825
C14orf128	0.000499999999999995
IFIT2	2.680875
TIGD1	0.60375
S100G	0.8745
GUCY1B3	0.786
NR3C1	-0.6132
CORO1B	-0.399333333333333
PARP11	-0.884
DNALI1	0.382166666666667
OR4N4	0.56425
MAP2K6	-0.0235
FSTL4	-0.00574999999999999
ANKRD47	1.434625
TMEM171	-1.296
PNLIP	-0.02225
YY1	0.746333333333333
CCDC138	-1.05866666666667
AASDHPPT	-0.2874
CKS1B	0.032
MCM3	-0.8865
ANAPC7	-1.09
FAM110A	2.4475
CDC37L1	0.557833333333333
THTPA	0.236
NBPF20	1.1235
WDR24	-0.56475
NPTX2	-1.128
CBLB	0.609333333333333
CETN1	1.1524
RPUSD1	1.0105
FAF1	-0.37575
CDK6	-2.1168
HMX2	-0.0845
CSK	-0.1805
TEAD2	-0.037
SNAP25	-0.4505
TUFT1	0.428
TMTC3	0.900833333333333
LCK	-1.83075
SGOL1	0.795166666666667
AKTIP	-1.39775
FURIN	1.639625
SOX12	0.262
DEFB103A	-0.398
RAMP1	0.12975
KIR3DX1	-1.256
GAS2L3	1.05125
PDE8A	-0.0245
EDN3	1.42275
GMIP	1.16075
SF3A2	1.8285
FN3KRP	0.06325
SMAD7	0.79275
RHBDD2	0.80875
OR11H6	0.6595
PPP1R3B	0.3648
C9orf23	0.208
CADPS	-1.686
GOLGA8A	-2.0075
TMEM57	0.683166666666667
RGL3	-0.019
S100A14	3.34075
FGFR2	1.9985
XRCC3	-0.86625
RTN4RL2	0.80975
MGC3771	0.886
GH2	0.484833333333333
BTBD2	-0.92475
LMO2	-0.36175
RDBP	-0.053375
ACRBP	-1.75425
AMY2A	3.70375
DUOXA1	0.8385
PTK7	1.66216666666667
TWF2	-0.054
FAM80A	-2.5025
TNNI2	-1.095
GLT25D1	0.0608333333333334
OCC-1	-1.61125
CYC1	-1.3965
RPL22	-0.0524545454545455
MORN3	2.83
DISP1	0.5705
PRB2	-0.121
CHUK	-1.14425
HR	1.447125
CCDC134	-0.013625
DENND4B	0.131
C14orf130	-0.309125
RAB33A	-1.97575
DCST2	0.642
TNMD	-1.16875
PEX7	-0.471
FAM62A	-0.153
SRD5A2L	-0.03775
IL22	0.2435
RPS26	-1.51966666666667
HOXC5	-0.3225
SPATA6	-0.39
FLJ38482	-0.127375
ZNF234	1.7755
C18orf22	1.803
SPATA22	0.2885
THOC1	-0.7425
CYP7B1	4.32825
KCNC3	0.58275
C8orf42	-0.494
ALDH1B1	-0.256666666666667
CCDC100	-1.132
ARMC4	-2.71075
FAM18B2	-1.49775
SLC44A1	0.238625
FBXO17	-0.47
C6orf107	-0.4265
C19orf29	0.03475
ZC3HAV1L	0.83425
PARP6	-0.7582
SULT2A1	-4.6495
C1orf159	-0.4085
TMC1	0.00399999999999995
CHST14	-0.441625
GAMT	-2.68433333333333
SMCP	0.0991666666666667
TSPAN33	1.58083333333333
MIDN	-0.168875
NOX4	1.60375
RNASEN	-0.4583
TBX1	-1.46116666666667
SALL2	-1.034
C10orf35	2.912
CYP2E1	1.458
LRFN2	-0.744
ACO1	-1.338
IQCG	2.1351
MEGF9	-0.33375
TM7SF4	1.948
PLEKHA1	0.9588
STK33	0.4675
C1orf210	2.17975
SNUPN	-0.8849
KIAA0406	-2.3153
C20orf29	0.51475
TMEM55B	-1.055
OSTM1	-0.51625
CLCN7	0.84625
OTP	0.16175
FLJ23049	1.2415
HEATR4	-0.2945
MAP3K10	1.30183333333333
PCDHGA9	0.694
AMDHD2	-1.18725
LCTL	1.5415
PDCD2L	-0.34775
CABLES2	1.16225
SLC5A9	-0.28975
CLCA2	0.932
MGC16025	1.829
STRAP	-1.805
C20orf196	-2.448
RRBP1	1.77416666666667
NAT13	-0.45375
MAT2B	-1.075875
CSNK1D	-0.576333333333333
KIR3DL1	0.729
PRKAG3	0.38
ZNF599	-0.977
PRM3	1.31
PER2	0.32
ASPHD1	2.658
PRMT6	0.447
KCNE1L	-0.299071428571429
FAM118A	-1.07516666666667
TAF4	-0.46025
NDUFB6	-1.177
TRIM9	-1.437
PMFBP1	-0.83
KY	-0.0695
DKFZp762E1312	-0.665
CSMD1	2.50625
TBP	-0.438666666666667
OR1Q1	0.328166666666667
RETNLB	0.43225
HPGD	-0.896428571428571
DNAJC12	-2.21866666666667
FKBP1B	-2.78675
ANKRD24	-0.897833333333333
CXXC5	0.0793333333333333
IL3	-0.00262500000000002
DRAM	1.0448
PTCH1	0.791375
TP53BP1	-0.826
SLC17A7	0.405714285714286
COL25A1	-1.0983
AMACR	-0.328666666666667
RHCG	1.1505
VPS13A	0.4155
FAM55D	0.0825
PRPF38B	-0.0153333333333333
OSBPL6	-0.39575
PFDN5	0.1599
CMTM6	0.413625
KCNK12	0.75825
RP2	-0.72
C16orf52	-1.714
PICK1	-0.419
IFNE1	-1.3645
SEMA4B	-0.3075
TYRO3	0.31375
OR12D2	-0.3335
CSNK1A1	-0.67845
FANCF	1.87
LONP2	-0.621125
TBL1Y	-0.1095
LDOC1L	-0.41025
CCNC	-0.36625
C3orf60	0.3935
CHKA	-0.75925
UBAP1	-0.621
MAP3K1	0.727
ANKRD9	0.1945
FAM92A1	-0.786833333333333
GAB2	0.2465
AZU1	-0.409
DIS3	-1.47
C21orf109	-1.105
IQCB1	-0.99575
SPATS2	-1.44
EFCAB3	1.15375
PRB3	0.838
FUZ	-1.04533333333333
ZNF813	0.181875
BMPER	-1.61483333333333
HEG1	-0.46775
ALS2CR11	-1.51675
SURF2	0.50425
PSMC1	-0.51075
OR2D2	0.5995
SLC7A8	-0.5085
C4orf40	0.00800000000000001
SPATA7	-0.68325
MAZ	-0.38925
PIN4	-0.521
PDE1A	-1.203
TAF6L	0.199333333333333
OR2T34	0.565
KIAA0284	0.284
ACADS	-0.351
MKRN2	-0.5575
C18orf56	-2.52925
MS4A6E	-0.0578333333333333
GALNT4	-0.1255
C22orf31	0.1105
FLJ36070	1.2595
PSME4	1.0045
TFG	-0.8777
EPHX2	0.132875
ANXA5	-0.153875
KRTAP1-1	-0.2301
BATF	-0.0675
KARS	-1.6
MSTP9	-0.2765
GPR26	2.562
CCDC72	0.72975
TEF	0.297333333333333
FOXK1	-0.5642
PRLHR	0.434
EMX1	1.1295
C11orf30	0.251625
ICK	0.694875
THSD7B	0.43775
C21orf100	-1.0915
DUOX1	0.5855
EFCAB4B	0.11125
UBE2G2	0.398333333333333
C3orf54	1.0205
PARP1	0.13125
FAM60A	-0.532583333333333
C6orf146	-0.34675
OR9K2	0.3245
DDX55	-0.415833333333333
RPS15	0.244083333333333
ZNF618	1.5696875
DKFZp686D0972	2.98225
SSPO	-0.6985
SHFM3P1	-0.1525
CPA6	-2.31375
JAG2	0.952
DEFA3	0.4955
PPBPL2	-0.0253333333333333
CD34	4.208375
SLCO4A1	-2.00575
AFG3L1	-1.54166666666667
SHD	-0.58125
RP13-122B23.3	-1.0095
PRKCSH	-1.45983333333333
DPH5	-0.201666666666667
HLA-F	2.030375
TBC1D4	-0.7395
RIG	-0.0986666666666667
GLUD1	0.318333333333333
HNRPCL1	0.00449999999999998
HBXIP	-0.52425
RNF207	-0.941
APIP	-1.50075
PLA2G3	-2.51316666666667
CCDC84	-1.0195
MYLIP	-0.786076923076923
PHIP	0.454
AARS2	-0.279
DHX32	0.358
SCAPER	-0.758666666666667
MEN1	-0.302125
NIP7	-0.82175
FLJ25404	1.134
FASTKD3	-0.2565
TMEM158	-1.01241666666667
RARA	1.1625
BDH1	1.4995
ANKRD16	0.94625
CARM1	1.0965
SS18	0.5305
IKZF2	0.0204166666666667
MYD88	0.424875
PML	0.92325
TAF1A	-1.4465
CBFB	-0.395
HIST1H3H	-0.541333333333333
C7orf29	-0.977
COMMD4	-0.693333333333333
DPP3	-1.4995
DAB2	-0.324
LOC388882	-0.8965
YPEL4	-0.063125
AGBL3	2.04025
LRP6	1.4335
SERPINH1	0.879166666666667
TLE1	0.8545
CD244	0.546166666666667
ZDHHC15	2.26375
MGLL	-0.4827
PLDN	-0.373916666666667
LOC654346	1.2895
FAP	1.6975
GPR37	1.652
SCARA5	-0.243333333333333
EBF4	1.63081818181818
LSM6	-0.82325
MLLT1	0.1259375
SLC5A12	-0.64575
A2BP1	0.0873333333333333
COPS5	-1.993
TPM4	0.935428571428571
TNFSF4	0.6595
ACADSB	-0.848
HERPUD1	-0.4295
BCL2L11	-0.676555555555556
CEP78	-0.54625
CDCA3	-0.59575
WBSCR19	0.4275
MYO1A	-2.576
PPEF1	0.742666666666667
LOC440348	-0.564
CPEB2	-0.726875
BPTF	-0.669333333333333
RPL21	-0.4491875
GSX2	0.1165
ADPRH	1.88483333333333
C17orf68	-0.427666666666667
KCNS1	-0.495833333333333
MLLT6	0.1683
PIWIL4	1.4805
RNF26	0.045
RAP1B	0.010125
ADAMTS1	1.3776
ZNF571	-0.30375
P2RY6	0.827
TRIM21	0.535
CADM3	0.566
NLRC5	0.354666666666667
ADRA2B	-0.187166666666667
LOC90835	-0.652625
PCF11	-0.772
LOC400451	1.8505
GLTSCR1	1.5722
C17orf88	-0.0885
CDH16	-1.2805
FGF7	2.07625
PCSK4	-0.0849999999999998
NPC1L1	-1.4085
TAT	0.687875
TBCA	-0.9335
MGC33407	-0.537
GPR115	-1.621125
CYGB	-0.6315
FNBP4	-0.694666666666667
C12orf43	-0.34175
CBL	0.9937
CLECL1	1.03375
PPAPDC1A	1.15375
WDR25	-0.758666666666667
SGCA	0.988
C22orf29	-0.920333333333333
YIPF1	0.31125
GALK2	0.4855
RAB3B	-3.26791666666667
LOC440087	-0.954
UCP1	-0.8885
REEP5	0.449375
FADD	-0.9335
FOXA1	-1.93225
CACNA1A	0.743333333333333
ABI1	0.431833333333333
GRIN2D	1.96375
SLC1A4	-1.24166666666667
LOC401127	-0.35125
HINT2	-0.31275
PLD4	-0.698833333333333
ZNF286A	0.0125
ENY2	-0.95725
IL1F6	-0.0595
PXDNL	5.70175
C20orf79	0.35675
TNFSF13B	7.55666666666667
DENND3	0.14575
JARID1D	-3.50925
HIST1H2AK	0.07225
LOC93349	-0.459888888888889
SSH1	-0.2804
ENSA	-0.0425
LOC219854	-0.73
CKAP2	-1.8957
DKFZP564J102	0.546833333333333
MGC87315	1.01683333333333
HNRPAB	-0.8235
AMH	-0.7035
ZNF526	1.289
BRUNOL5	-0.1733
CACNG3	0.1825
TRPM1	-2.1685
PPP2R1A	0.544875
COL2A1	-1.74075
DDN	0.76
FLJ25770	0.449416666666667
HK2	1.51157142857143
ELOVL6	-0.17775
MDK	-1.11775
EPHX1	1.16875
RASSF2	0.774625
DKFZP434B0335	1.333
DLX3	0.613375
PRTN3	-0.708
AVPR1A	1.40225
C21orf125	-2.37575
TNFAIP8	-0.0773333333333333
GNB2L1	-1.049
CALCRL	3.205
SCGB2A2	6.40083333333333
UBXD7	1.6015
ZNF674	-2.445
TMEM35	2.157375
BRSK2	2.065125
HECTD3	-0.524666666666667
TMEM188	-1.68383333333333
LGALS9	1.290625
SCARB2	0.03325
USP34	-0.0684166666666666
C17orf28	0.215
ZDHHC23	-1.091
AQP12B	0.627
SLC16A3	-2.04075
APLP2	0.599
ITIH2	-4.9915
MICAL3	0.486875
TNNI3K	-0.0313
HDAC2	1.580625
PRR7	1.7517
THBS2	0.26725
LOC751071	-0.7845
CA2	-0.4015
RANBP17	1.344
RLN3	-0.11575
CRYZ	-0.922333333333333
GBAS	-0.522
TAS1R1	-0.07675
MPZL3	1.349
PCDH8	-0.223
HSP90B1	0.826916666666667
KCNK15	-0.1885
TNIP2	-0.207833333333333
GPR146	0.01975
NOL6	-0.30825
SPC25	-2.57533333333333
STEAP2	0.868142857142857
VAMP3	-0.761
TCIRG1	-0.16075
ZP4	0.322166666666667
PARL	-0.645875
TRIM39	0.5365
KIAA1305	2.83825
CRNN	-0.0193333333333333
GRN	0.01575
HSH2D	-0.8575
SCAMP1	-0.1285
KIAA1913	0.78525
PTS	-0.214
BANP	0.231785714285714
PRKACG	-0.14325
ADCY6	-0.356
C16orf46	0.36
CYP51A1	0.992875
DDC	0.41775
ANPEP	-0.686166666666667
PROM1	4.181
SIGLEC10	1.4255
COPG	0.7335
FAM26E	0.089625
TRIP4	-0.51
SNX3	-0.053
C1orf175	0.705833333333333
PPY2	0.03725
C14orf152	0.912
FTSJ1	-1.50016666666667
DST	-0.3408
LOC554235	0.15625
GLRX5	-0.826
C20orf12	0.3549
CAB39	-0.588
MSH2	-0.821833333333333
PIP4K2C	0.95175
CYLD	-0.247125
WTAP	-0.0655
MGAT4A	0.591777777777778
TSC22D4	1.0336
CHRM2	-0.534
PPYR1	0.584333333333333
CCNH	-1.67733333333333
RRM1	-0.73225
ECAT8	-3.76575
LOC400120	-0.43625
GABRA4	0.00499999999999997
C14orf4	1.32516666666667
C1orf59	1.4705
CTDSPL	-0.237416666666667
NHEDC2	-0.735
PDE11A	-1.8029375
KLHL29	0.90475
CD5	-0.6227
TSPAN9	0.6296875
WDR67	-0.8145
THUMPD1	0.6172
C18orf17	0.941
CLYBL	-1.365
FLJ13231	-0.286
CMBL	0.319125
LECT2	-0.0805
NKAPL	1.70733333333333
LOC654780	0.379
OR4C6	0.85
RAB30	-0.864
TSSK4	-0.032
TMEM163	0.942
OSBPL11	0.3845
GNB5	-2.23883333333333
CCL21	1.6215
C1orf121	1.14816666666667
FMO2	4.25383333333333
RPTN	1.0635
MSTN	0.383
VCL	0.943571428571429
FYTTD1	-0.43475
C11orf1	0.41425
CCDC88C	-0.0203125
HFE	-0.0480555555555556
MOGAT1	0.9965
FAM125B	-0.241666666666667
IRGQ	0.649
RAVER2	2.6065
AKAP5	-0.3755
SSSCA1	-0.97925
C11orf63	1.581
ACTG2	4.5515
PORCN	-1.56
DTL	-0.824818181818182
TMEM151	0.9725
FAM122C	-0.09175
RSAD2	3.5807
BAT4	-0.338
KRTDAP	0.5205
MYH8	0.245625
CRTC3	0.18
LRRFIP2	-0.0292
INTS4	-0.548333333333333
TTN	-1.08333333333333
SLC26A5	0.494
PLLP	-1.785
RGS6	-0.3695
SRGAP3	1.043375
ZNF525	0.600833333333333
NBR2	-1.19683333333333
C13orf1	-0.9706
ZNF137	-0.0115
CEP27	-1.77725
BEST2	0.383
RNF121	-1.396
DMRTC2	1.14325
C8orf76	-0.8605
BCCIP	-0.123
MEST	-2.25075
HTRA2	0.0355
ANGPTL2	0.6655
ILKAP	-0.5725
ERAS	0.392
HBS1L	0.00687500000000001
CPA5	0.0055
TMEM30A	-0.223166666666667
CD300LF	1.3845
WISP3	7.613
CRK	0.576928571428571
PDS5A	-0.999
BRPF3	-0.270666666666667
NEDD9	-0.213375
SMPDL3B	2.644
PSG6	-2.084
PSMD13	0.5115
ETV5	0.5204375
OR51A4	0.0465
BTBD7	0.985666666666667
GSTO1	-0.57025
hCG_16001	0.362
MAD2L1BP	-0.985833333333333
COX6A2	2.1805
SCNN1A	-1.42866666666667
LSM1	0.917666666666667
UGT2B11	-3.551
IDUA	0.318
PPP2R3C	-2.04983333333333
COX11	-0.866166666666667
PDZK1	-3.358
ZNF443	0.184833333333333
MGC21874	0.3485
ZNF323	0.4846
KRTAP10-10	0.31
CXCL6	-0.673
SLC34A2	1.112
LOC284402	0.2755
NPTN	-0.484
UPP1	-2.2715
SLC6A9	-0.928
OR7G3	0.21375
CISD1	0.0766666666666667
ZNF545	-1.87716666666667
SYT14	-0.159
NT5C3L	-0.6985
ZNHIT3	-1.038
SNRPD3	-0.01975
KIAA0701	-0.365125
UNC93B1	0.440333333333333
GMNN	-1.5585
SPCS2	0.146833333333333
LOC388524	0.101
NAPRT1	-1.334625
PNLIPRP1	-0.103666666666667
OR6V1	1.3845
PRKAB1	-1.15875
EYA4	-3.53983333333333
KIF20A	-0.98
ALG10	-0.86325
ITPKC	0.892166666666667
LMX1B	0.446
RPUSD4	-0.655666666666667
C7orf34	-0.515
DLGAP2	0.48425
PFN1	0.1386
MICALL2	-0.759416666666667
ZNF654	0.5785
SS18L1	-1.489375
SLC16A8	2.71775
MKI67IP	0.299833333333333
ITGB3	1.032625
TCEA3	0.241416666666667
CEP152	-1.2751875
CLIP1	1.43375
ZNF75	0.4205625
ATP5C1	-0.0408333333333333
NUDT5	1.18116666666667
PSCDBP	0.73575
UBP1	0.11875
RBM27	0.28375
C13orf15	1.72025
ZNF282	-0.0455
ZNF222	-2.3843
COL10A1	6.2445
PRDM15	-0.515875
TTTY5	-0.5425
FAM9C	-0.657272727272727
C20orf67	-0.6705
GNG13	0.054
F12	1.84775
C1orf41	-1.35825
CPXCR1	0.1865
GSK3A	-0.03825
SUPT6H	-0.579666666666667
PI16	-0.426333333333333
ELL2	-1.40675
C9orf167	-1.69416666666667
PVRL3	-1.5669
FLJ38596	0.1945
ADAM20	-0.17775
GPR89A	0.625
GPR87	1.464
ZNF30	-0.28675
SMR3B	3.877
ZNF770	-0.12475
TRPC4AP	-1.64383333333333
DKFZP686E2158	0.276333333333333
C2orf28	0.0566666666666667
FREM1	-1.21816666666667
LAMA4	0.721166666666667
ADPRHL2	-0.58625
EIF4G2	0.49
GUCA1A	-0.2635
CTNNA2	-0.411625
NUDT15	-1.56366666666667
CEPT1	-1.01033333333333
ZNFX1	-0.3013
CCDC92	0.96275
TDRD1	-0.2035
KCNK5	0.148333333333333
ETNK1	-1.09291666666667
LTA	0.562
TTPA	0.109
B3GALNT2	1.98075
SC65	-0.0883333333333333
PEX5L	-1.398625
EPS15L1	-0.60525
MGEA5	0.804625
HIST1H3A	1.5575
ING1	0.91125
BCAT1	-2.10975
ORC6L	-2.93345454545455
KLK11	-2.95533333333333
C19orf28	-0.807875
DNER	-4.36
MED22	-1.07628571428571
ETV6	1.56358333333333
CHAC2	-0.859
CD300E	0.328
CEBPB	1.41766666666667
ZNF398	0.77675
LRCH3	0.2645
HMGA1	-1.02533333333333
CAPN7	-0.655166666666667
MGC5566	-3.387
CCL3	2.184125
NANOS1	1.1455
ZFYVE19	-1.333
APITD1	-0.7775
PARD3	1.050375
IRAK4	-0.9415
SERPINI2	-1.1
CEP170L	0.5145
TTC9	0.95325
MYOM3	-1.52625
MLPH	-1.59175
LOC222699	-0.028
NRG1	-1.07733333333333
TBC1D9	-0.728636363636364
TTK	-0.234
ZNF557	0.1904
DDX41	-0.774833333333333
FANK1	1.8325
UBE2D2	-0.61875
PSMB10	0.129625
MYH7B	-0.0405
GABARAPL2	-1.907125
MARVELD2	1.99816666666667
DGCR2	0.490333333333333
UNC45A	0.105166666666667
C6orf72	0.7315
ZNF683	2.65
GIT2	-0.467875
CASK	0.870166666666667
C14orf161	2.20983333333333
LRRC44	0.19175
TIFA	-0.133
UTP11L	-0.321875
C6orf65	-1.41775
FDPS	-0.8775
DUSP9	-0.1059
SLC17A8	0.3878
OR51G1	0.1015
NANS	-1.2405
OLFML1	1.56625
ATP10B	-0.11825
NPAS3	-0.88475
PRKCA	-2.2851
GGA2	-0.2059375
LCE4A	0.5155
SPANXN3	0.37625
CCDC115	0.437875
SDCCAG3	-1.21825
GLIPR1L1	-0.63875
TTC1	-0.7805
C17orf76	-0.2895
MAD2L2	-0.73525
HIPK1	0.228
LRRC3B	-0.0483333333333333
CLN3	-0.596318181818182
C17orf47	0.333
FMN2	-1.87325
TUBB1	-2.23928571428571
WAPAL	0.393
C3orf21	1.23525
SCN5A	-0.0224
SMYD1	0.7205
BEX5	2.77325
ZNF192	0.189
SEC22A	-0.694
GRIA2	0.501285714285714
KIAA0825	-2.39775
NUSAP1	-1.98581818181818
LANCL1	-1.122625
C15orf40	-1.6305
ZNF645	0.07825
GPR61	-0.156
NLRP14	0.6245
SNX21	-1.0189
C1QTNF8	0.2915
C17orf46	0.59775
IFNA8	0.68
SPRR1B	-0.494666666666667
FLRT1	-0.288
SNX17	-1.364
ASB2	0.0503333333333333
HBG1	-5.467
RPRML	3.36175
JOSD2	-0.235333333333333
PLSCR3	1.31075
SPOCD1	0.8825
RAB39	-0.2535
