Hybridization REF	TCGA-BH-A0BV-01A-11R-A00Z-07
EFCBP2	-0.21575
HCFC1	-0.356166666666667
AHNAK	-0.52495
ACTR5	-0.364
KIF14	-2.39928571428571
TENC1	1.05125
HEATR5B	0.8925
YIPF2	1.19433333333333
MYEOV2	0.49
DUSP18	1.067
KIAA1012	0.4145
AHR	-0.718
C17orf53	-0.685333333333333
PTPRH	-3.0205
ATP6V1C1	0.2751
TAS2R3	0.0225
LOC440356	-0.49125
COQ10B	0.545
PSMF1	0.423083333333333
SORBS2	2.77908333333333
NFE2L2	-0.4185
TMCO7	0.04525
SH3PXD2A	-0.1829
SH2D2A	-0.86
SPINK5	-2.903
MRPS24	-0.2435
OPA3	0.35325
TRAF7	-0.5785
C4orf35	0.1585
MT1G	-2.05775
MGC39545	-0.160333333333333
HS1BP3	0.3445
OR2B2	0.5365
CHRM4	0.4275
SFRP2	3.74391666666667
RIC3	-1.36575
ART1	0.825
C6orf1	0.925375
DUS4L	-0.32525
C10orf104	0.34275
TNFAIP6	2.92
RTEL1	-1.4345
CCT4	-1.3835
ZNF709	0.163
CHMP6	0.514833333333333
UPP2	0.71625
CYP19A1	-2.236
CD151	0.319166666666667
NDUFA13	0.6455
ARFRP1	-1.04983333333333
FAM26B	1.783
CRYBA1	-0.9075
MRPL41	0.489166666666667
NPFFR2	-0.1575
HRH2	0.187
SCAMP3	1.124
MTMR6	0.3359
MTG1	-1.03483333333333
UBTD1	1.30275
CRABP1	-2.6875
FLJ33790	-0.6981
KIAA1908	-0.4265
GPR158	-2.45225
PACSIN3	-0.264333333333333
OMD	3.3505
CATSPER1	0.258166666666667
HOXB8	-1.12275
FBXO46	0.74
OAS1	2.88716666666667
SVIL	1.37
PHB2	-0.58875
ADCY3	-0.5125
NDRG2	0.923833333333333
ERMAP	0.744
APBA2	-1.16233333333333
IGSF9	1.57525
WNT6	-0.0720714285714286
MYCBPAP	0.946
ATP2B2	-0.128333333333333
CPVL	-0.2912
TRAM2	-0.970666666666667
NOP5/NOP58	-1.086
ZNRF4	-0.06475
TLK1	-0.000250000000000007
MTMR12	0.263857142857143
ZNF384	-0.360666666666667
FAM9B	-2.417
RPN1	0.8496
PMVK	1.229
EIF3D	-0.8564
SIX2	-0.4565
HPS1	0.4115
RNF7	0.3555
PSKH2	0.3575
KCTD13	0.364333333333333
CSMD3	-0.607777777777778
FBF1	-0.149
IL8	-5.753375
SERPINB13	0.25275
FBXL20	0.47025
BLR1	0.577
SH2B1	-0.0658333333333333
RFNG	0.33225
RAB20	-0.00816666666666667
RBM7	-0.46825
POLR1A	-0.179333333333333
TMPRSS4	0.63425
TAF9	-0.755875
TERF2	0.677333333333333
TNFRSF1A	0.422416666666667
ACADVL	-0.3365
GTF2H5	0.74125
EDG8	-0.622
C9orf140	-1.796125
UST6	0.4835
ZBTB8OS	-0.6485
ZNF710	0.6465
GPR174	-0.5265
ATP6V0A2	-0.68875
KIAA0319L	0.1305
XKRX	0.068
DOPEY2	1.1324
SDHD	-0.6895
SUMF1	1.342
OSM	3.34425
OPN3	-1.9425
DAGLB	0.449833333333333
PPFIBP1	0.1073
TRIM63	-3.96575
C10orf53	0.187
LYPD3	0.0168333333333333
BCL7A	0.115625
AGER	-1.0715
TCF19	-0.80675
SAT2	0.39825
PFTK1	-0.666333333333333
GABRE	-3.427375
C15orf38	0.9233
FIS1	0.4855
KCNV2	0.34425
CLPS	0.72925
PPCDC	-0.580375
FOXN2	-0.254333333333333
NT5E	-3.2645
CD83	1.17925
IL18	0.773375
VPS16	0.5135
IGFBP2	0.833333333333333
NOTCH2	0.6575
SIGLEC1	2.550125
CD93	4.79
SULF2	0.3275
CEP164	-0.415625
P53AIP1	0.411
TOR2A	0.294333333333333
ZNF136	0.6575
MGP	2.1832
CCDC144A	-0.7654
TRPC1	-1.1995
SMS	-0.575166666666667
MAPK7	-0.181166666666667
RRAGC	0.7025
PARD6A	1.73766666666667
NUB1	1.12183333333333
SYNGR4	0.659
OR11H12	0.193
WIF1	0.533625
GCH1	1.068
OR11H4	0.336
SLC44A5	-0.822
GPRIN2	-0.334666666666667
LOC401431	0.5155
CPA4	-2.764
MELK	-2.64077777777778
IL15RA	0.409
CUL3	0.31625
HMBOX1	-1.744
PODXL	-1.557
CCT6B	0.7935
COMTD1	-0.528
MUC20	-0.565333333333333
GPX2	-2.914375
ITK	-0.392
FBXL5	1.59825
C13orf27	-2.2175
DEFA5	0.376
TRHDE	-0.8275
MTP18	-0.625166666666667
UQCRQ	0.9135
ITGB2	2.36575
CSRP2BP	0.16225
TAS2R44	0.2065
PHPT1	0.550125
FAM44C	0.226
ERH	0.11775
MPHOSPH1	-1.5365
MORC1	0.046
PARVB	-0.2605
LAMA1	-1.62391666666667
PGBD3	-0.38125
GIMAP6	3.93075
AREG	-0.156333333333333
LIPT1	-0.25125
MGC99813	-1.04825
C1orf201	0.223333333333333
GRIN2A	-0.501666666666667
MAN2C1	-0.886125
NSUN5	-0.5075
SF3B5	0.4545
MYC	-1.2920625
NRXN1	-0.466666666666667
ZNF18	0.8135
SPDYA	0.026875
SLC37A1	1.428
DECR2	-0.40175
ANKRD38	1.18025
SPTLC3	-1.24758333333333
SUPT16H	-0.191
DTWD2	-0.04325
ULBP1	1.2705
ZADH1	-0.0865
OIP5	-2.7785
IL10RB	0.818333333333333
OTUB2	0.737625
VWA3A	-0.503166666666667
SPIC	0.197
OR6C4	0.519
PSCD4	1.63216666666667
DPY19L2P2	0.359
TRAPPC6A	0.599333333333333
C21orf2	-0.0261666666666667
CEMP1	-0.46325
LIN7B	0.059
E2F7	-2.42966666666667
VCP	-0.1120625
LAMA3	0.11875
BGN	2.071
GPR160	1.83266666666667
COCH	-4.623
GPR81	1.32366666666667
APOBEC3F	-1.056
tcag7.1017	-0.515
C1orf32	0.459
SCGB1D2	6.49575
FLJ43987	-0.173
C6orf170	0.3245
KLK9	0.234
GPD1L	0.627375
VPS37B	-0.469
ATG3	-0.0923333333333333
ADAMTS17	-0.3925
KLHDC2	0.507
NDUFV2	-0.03625
BLK	-2.235
MATN4	-1.4975
GPM6A	0.211625
GBP4	3.17383333333333
TMEM162	0.500333333333333
PKP2	-0.9285
HRASLS	-2.25066666666667
MMP1	-4.6145
SFXN3	0.0199
FSD1	-1.619
ST6GALNAC3	-1.57483333333333
CA12	3.0493
NCOA6	0.33675
C19orf58	-0.018
PPP4R1	-0.0148333333333333
MAN1A2	0.2215
IKBKAP	-0.89575
UPF1	0.249666666666667
KIAA1219	0.50575
WNT16	-0.00199999999999999
SNW1	0.262625
IL18RAP	1.51675
RPP30	-0.539625
CDC40	0.178142857142857
SETD3	0.256833333333333
SLAMF6	0.41425
ELK4	-0.5195
TRIM47	0.648666666666667
ACOX3	0.767
TRIM6	-0.355875
KIAA0372	-0.278333333333333
TP53AP1	1.210875
SMURF2	-0.07625
ADAD1	-0.03775
EBP	0.0555
KRTAP13-2	-0.103
FLJ36874	-1.24583333333333
TOR1A	0.354833333333333
P2RY4	1.3505
GPBP1	0.146
TRPV1	0.29625
ADAMTS12	0.263
PES1	-0.4937
ATG4A	0.923
MAGEA10	-4.79725
WFS1	0.73375
CC2D1B	-0.47
PABPN1	-0.541625
SLC25A30	-0.082
SLCO1C1	0.584666666666667
SLC22A5	1.46275
KIF23	-2.2735
SYN2	-0.165333333333333
ASPN	7.82116666666667
CENTG2	-0.54825
QSOX2	-1.4495
FLJ10815	0.555666666666667
STK24	-0.242125
SPEG	0.503
STK10	0.4025
DACT2	-1.814
AAAS	-0.6715
SSX3	-0.992625
ABCD3	-0.2858
C4orf12	-0.473125
PARVG	1.55916666666667
FIG4	1.4615
C9orf46	1.19625
TMCO6	-0.5385
IGHMBP2	1.2665
DUS2L	-0.465
FAM3C	0.7784375
TMEM16D	-1.848625
DCTN4	0.304
KCNH3	-0.036
EIF2AK2	0.7785
AP1S3	-0.295875
CST4	0.6475
PAM	-0.215875
NUTF2	0.05175
CITED2	0.939
SLC39A4	-0.16125
C2orf52	-0.1175
GRM3	0.048
C12orf49	0.91225
CCDC49	0.2936
GRAMD1B	-1.20525
FNDC4	-0.1305
SIAH2	1.7655
GDPD4	0.1875
C21orf87	0.42875
ATP5A1	-0.1245
C16orf63	-1.004125
LOC388135	-0.5825
ATP5J2	-0.27625
MMP3	-2.114
EMID2	0.1085
CRHR1	0.5125
WDR70	-0.42175
C13orf31	1.0295
ZFAND1	-0.194
CCL18	2.80433333333333
C3orf49	0.636
RINT1	-0.328
KIAA0408	-1.79383333333333
F13A1	3.7313
SLC10A1	0.242333333333333
OGN	2.19575
GIPC2	-1.2415
XPO6	-0.215
LCE1A	1.0105
FMR1	0.7903
LOC374920	0.0265
DUSP3	-0.008875
ANKMY1	0.533
C7orf50	1.0365
BBS9	0.2782
UNC119B	-0.610125
C9orf72	-0.1835
MGC35440	-0.139
ENTPD6	0.874
PPP1R2P9	0.14325
ERCC4	0.20125
FAHD2B	-1.0075
HMHA1	0.224
HACL1	-1.021
RAD23A	-0.159833333333333
FAM83B	-1.322
PPP5C	-0.443
RNASEH2C	-0.121375
C9orf153	-0.806
SCAMP4	1.142
GHITM	0.3574
NDUFB7	0.614625
ADCYAP1	-0.049
SP110	2.2375
MAP3K7IP2	-0.02525
DHH	0.4785
AGRN	-0.089
WDR33	-0.3125
CEP290	-0.120666666666667
PRPS1L1	-1.37866666666667
KLRA1	-0.00699999999999999
GPR97	-0.041
CHD7	-1.09341666666667
TLR10	0.9865
SLC30A8	5.206
HIC1	1.10283333333333
IAPP	0.212
RXFP4	0.63875
GP1BB	1.291
SHQ1	0.438
NKX2-3	0.371833333333333
API5	0.028
FTHP1	0.4385
MOV10L1	0.879333333333333
TRIM6-TRIM34	1.92533333333333
ADHFE1	0.2685
FAM117A	-0.42175
DDI1	0.187833333333333
CDON	0.404166666666667
TRIM73	-0.7405
IGKC	4.5215
MMP14	-0.82675
DYNC1LI1	0.375375
C11orf66	-0.0725
TRBV3-1	-1.12525
FASTKD5	0.1605
BIVM	-1.34725
LHX4	-0.59425
CXCL2	-2.3382
RAB2B	-0.2995
IZUMO1	-0.16575
MAP3K15	-1.53175
FAM19A2	0.0281666666666667
ZC3H8	-0.5645
ZMAT1	0.968375
SPINK5L3	-1.38875
SLC10A6	0.5245
APPL2	-0.11575
CARD10	0.173
LOC402176	-1.42
EEF1D	0.5279
RAB6A	0.3819
C12orf5	-0.223125
PAPOLG	0.469
MSRB2	0.99725
BCR	0.116388888888889
PUS3	-0.4295
TIAM2	-0.1925
ZNF317	-0.148333333333333
CHD2	0.0416428571428571
FZD5	-2.31009090909091
NUDT8	0.109
ZNF763	0.2375
PRC1	-1.78
ABCB9	0.359666666666667
SPATA3	0.29575
TRAK2	0.281875
STAB1	3.12975
LRRTM2	-0.375666666666667
psiTPTE22	1.42175
DBI	0.832
SERPINA11	1.17575
NAT5	0.408
C20orf58	-1.6605
RPS6KA4	0.5655
FLJ90650	-0.61575
TGFBRAP1	0.44525
CHRDL2	-0.932625
FAHD2A	-1.264
CNTN1	0.00175000000000001
BBS4	0.7601
TMEM181	0.74025
MINPP1	0.08425
MPHOSPH6	-1.08458333333333
HOXC10	1.9571
ITPKB	0.38325
CLPTM1L	-0.034875
MEOX2	-0.669833333333333
ATP6V0C	0.7395
PRPF8	0.118833333333333
TMC5	2.212
FKBP3	0.225
PLEKHB2	0.1175
OR4D6	0.581
ZNF544	-0.8178
D2HGDH	-0.445
RPL18A	-0.7254
HEL308	-0.138125
MPP6	-3.68575
TCERG1	-1.6925
KRT16	-1.29566666666667
KLF17	0.133
KLF5	-1.940875
CDR1	1.526375
VCX3A	-5.4055
FBLN2	2.22525
C14orf104	-0.1855
HBE1	-4.5155
OR4S2	0.548
C1orf108	-0.6725
ROBO4	3.0765
CPEB4	0.410375
C11orf80	-0.918666666666667
BCKDHA	0.662166666666667
MYOC	0.29275
GIF	-0.1745
CKMT1A	0.0235
RPL3	-0.4138
THBS1	3.1425
APOO	-0.392
ARMCX1	-0.17675
HSZFP36	0.4675
SNAPC5	-0.0115
EIF4ENIF1	0.22825
ZNF433	0.57375
TNFRSF21	1.10425
TMPRSS7	-0.00849999999999999
SPATA18	1.6672
HPDL	-3.6155
MKL2	1.0393
TBX3	-0.815384615384615
C21orf93	0.707
DAXX	0.10625
ELMO1	0.0585
RGS13	0.555
TAF11	-0.897
UNC13A	-1.642375
LOC653314	-0.2706
ORC3L	-0.27625
IMAA	-3.2625
TARBP2	-0.4355
CABIN1	-0.5662
TRIOBP	-0.2921875
HIST1H2AC	1.2805
RGS22	2.11316666666667
NCOA1	0.613333333333333
IL25	-0.718
SNCG	-0.068
GPR6	0.839
AMDHD1	-1.896
CHEK2	-1.721875
C6orf142	-0.48025
DRD4	0.88575
C14orf68	-0.5875
GDF11	-1.85325
SEMG2	0.169
CD247	-0.40175
CDAN1	0.24625
RBMX2	0.682
TGS1	-1.11175
OIT3	0.40175
SYF2	0.1775
MCM4	-3.03275
PKHD1L1	0.665375
CEP192	-0.843
IFT88	0.835
RPL9	-0.908785714285714
RAB32	0.337625
DDX43	-2.33925
P2RX2	0.005
OR5D18	0.6505
UBE1	0.941666666666667
SLC24A1	0.4355
ARHGAP5	-0.316
CETP	-0.47625
KIAA1731	-0.792833333333333
SLC9A4	0.425
PTPN6	1.297
BAHD1	0.257
GRIK3	0.6305
CACNB2	-0.9247
PDE10A	-0.04225
DGCR14	-0.3395
PCDHB9	1.137
RHOQ	-0.414166666666667
MAP3K4	-0.167
KTI12	-0.568833333333333
RPL23AP13	-1.192
GNG11	-0.93575
CLCN3	0.650666666666667
GPAM	-1.056125
VSTM2A	-0.1405
SLAMF7	2.606
INTS2	-0.71225
PPP2CA	0.4399
LRP12	-0.926866666666667
SEC14L2	1.89322222222222
DKFZP586H2123	1.109
MC3R	0.026
CIRH1A	-0.880166666666667
HIST1H2AB	0.830666666666667
POLH	-0.496125
MGC16703	0.206833333333333
SNAPC2	0.304
FILIP1L	1.3625
RASGRP4	0.8065
LRRC1	1.12825
GAS1	0.48
PRAC	-0.85925
DGKA	-0.224333333333333
NT5C3	-0.533
PEG3	-3.41183333333333
NADK	-0.21
PRR17	-0.2895
LOC374569	-0.49375
SGSH	-0.0361666666666667
NLRP8	-0.113
GALT	0.1252
MCF2	-0.3085
ZNF263	0.521
TACSTD1	0.878833333333333
TYR	-6.107
ATP6AP2	1.5075
RNUXA	0.05025
ABHD10	0.236666666666667
GDPD2	-0.7835
SLC35C1	-0.57925
UBE2A	0.82075
HERC5	-0.181666666666667
FAM112B	-3.85933333333333
FBXL16	-2.5975
DKFZP434A0131	-0.82675
ELA3A	-2.4235
RBM41	-0.372
HAO2	0.13175
RNH1	0.286125
SHANK2	1.831
OSBP2	-1.310875
DAK	-0.0911666666666667
C3orf58	-0.72075
TCL1B	-1.061
KBTBD2	-0.27225
SUGT1L1	0.627
UBE2E2	-0.132
MYL9	2.089
CDC23	-0.494333333333333
PBXIP1	1.8705
CXorf40B	0.7675
NBL1	1.677
RTBDN	0.3325
RAB11FIP5	0.010375
TTTY13	-0.031
SCOTIN	0.945
SOHLH1	-0.455
CDKN1A	0.674928571428572
NCK1	0.48575
ZNF550	0.1245
SAPS3	-0.187083333333333
SPIN3	0.774333333333333
MAGEE2	0.512
MIS12	-0.367
OR8H2	0.634
KIAA0774	-1.57933333333333
UNC5D	null
CUL7	-0.111
LIPC	-2.7925
DIO1	-1.8445
C20orf11	-0.464
CTRL	-0.7025
HS3ST2	0.4915
PAK4	0.985333333333333
CCRL1	2.18425
RNF10	0.357625
ZNF567	0.186
ZNF660	-0.4985
TCEAL3	2.40475
MAGOH	-0.586333333333333
CENPB	0.1655
C19orf7	0.710125
LOC388965	0.72075
ZCCHC13	0.0395
JMJD1A	-0.8285
HIST1H4H	-0.0215
TBRG1	-1.0977
GPC3	-4.61
TAF1C	-0.554375
EBNA1BP2	-0.438833333333333
CIAPIN1	-0.12
PDGFRA	-0.529888888888889
CSTB	-0.231
CENPI	-1.33766666666667
GTF2E2	-0.673666666666667
RPP21	0.1765
CCNF	-0.581
KCNQ3	1.0265
FAM79A	0.9715
SLC22A12	0.2995
NOVA1	-1.1795
FZD3	0.8353
AKAP8	-0.60175
SOCS5	-0.01925
CFDP1	-0.03525
DLG5	0.85625
PGM5	0.11725
C1orf144	0.162833333333333
HDAC10	-1.008
RND2	-0.793
C20orf199	-1.73475
RNMT	-0.52225
SLURP1	0.655875
ASTN1	-0.291714285714286
SH3BGR	3.26525
MYCL1	-0.030875
ZHX1	-0.138
CENPK	-3.11925
FOSB	2.2587
LOC643406	0.106375
C2orf59	-1.31825
TMEM135	-0.313625
SLC27A2	1.62225
KRT33A	0.7235
OVOL1	0.962875
PAMCI	-2.729
S100A7	-0.0625
ZNF789	-1.436
HARS2	0.49525
RPL23A	-0.528333333333333
TCF23	0.22325
UPF3B	-1.011625
C17orf78	-0.1845
HLA-DOB	0.748666666666667
C14orf142	0.654833333333333
TEKT5	0.786166666666667
DMWD	-0.002
POLD1	-1.75433333333333
GSCL	0.3875
CALD1	-0.247
SCRT1	0.563333333333333
AIG1	1.5225
UNC84B	-0.1565
ZNF404	0.745
TMED6	-2.767
KIAA1462	0.517
LRRC27	1.80216666666667
PYGO1	-0.0765
PIGU	0.00716666666666666
ALAS2	-3.84783333333333
WRNIP1	0.16675
CNNM3	0.832
ZNF2	0.222
ST3GAL5	-1.108
MRPL23	0.0375
TSSK6	-0.09275
PSMA6	0.01025
C16orf70	0.38525
KIAA1602	0.03475
ALMS1	-0.137166666666667
DCN	3.105
TMEM132D	-0.355
SUCLG2	1.1895
ABHD14A	0.9615
DEXI	0.199
AMPD2	-0.8955
IFNAR2	0.4145
CYB5A	2.2551
TLOC1	1.12075
NXF5	-0.187666666666667
NRBF2	-0.034125
KCTD3	1.71
ITGAE	-0.237666666666667
SLC30A3	-2.135
ZRF1	-0.8095
IFRD2	-0.52225
XAB1	-0.9175
PYCR2	0.145333333333333
SERPINB3	-3.8585
TMLHE	-1.3013
GEFT	-1.172
ABCA5	-1.1275
EMR4	0.0901666666666667
TSFM	-0.69525
HIST3H2BB	-0.6515
ARHGEF19	0.115
TSPAN17	0.350833333333333
ABCC8	2.38025
MAP1S	0.765166666666667
C22orf36	-0.073
BNC2	0.108142857142857
HIST1H4A	-0.11
NDUFS3	-0.649166666666667
WDR3	-1.13866666666667
XKR4	-0.640333333333333
TTC33	-0.0976428571428571
STMN2	2.4245
CPN2	-0.814666666666667
HSPC105	0.84875
PCOLCE2	-5.5765
C3orf55	0.59
KLHDC9	3.32883333333333
TBC1D23	0.50475
ATXN2L	-1.17108333333333
MAP2K3	-0.2965
SCAP	0.28475
ZNF486	0.8445
C20orf96	1.21925
NARS	-0.51975
ADAMTSL1	-0.781071428571429
PRCC	0.477166666666667
CCDC126	2.61116666666667
ZNF675	0.30925
CALCOCO1	0.92925
ANKRD43	3.2205
CWF19L2	-0.382333333333333
ZBTB32	0.576666666666667
BRAF	-0.533
ODF4	0.27125
MGC14376	-0.129666666666667
HORMAD1	-1.5065
AAK1	0.174833333333333
PEBP1	0.692833333333333
TNFSF5IP1	0.0995
DKFZp564N2472	0.509
RMND1	-0.051875
IGKV1-5	4.60025
COL1A2	2.93358333333333
SERPINA5	3.06225
AANAT	0.4895
C19orf21	0.845333333333333
GEMIN5	-0.273
UBR4	-0.3885
LTBP3	0.9775
AMHR2	-1.85266666666667
PROCR	-1.0575
MYBBP1A	-0.4465
C20orf39	1.83733333333333
ZNF697	-0.990875
PASK	-0.2568
ZNF776	0.909666666666667
RFXDC2	0.34725
KIAA0467	0.07225
C10orf96	-0.75075
ZNF503	-1.0995
GULP1	-0.84475
KCNE4	3.93116666666667
DKFZp434K191	-1.406875
LOC196913	-0.5275
BHLHB4	0.988
CH25H	0.1525
LOC81691	-1.25583333333333
ALPL	-0.248785714285714
COL12A1	2.020625
FOLR3	-2.47516666666667
GPR123	0.15
TRIM62	0.103785714285714
ABLIM1	0.208833333333333
MAST3	-0.6655
RHBDD1	0.478333333333333
LOC338809	-0.03
RYBP	0.5345
TTC26	0.32125
ZNF22	-0.762
ISCA2	0.35125
RDM1	-1.99875
PIGM	1.78125
GNB3	-0.4365
ACTR2	0.0531
HMGB1	-0.47065
EDG1	2.61766666666667
SOAT2	-3.24875
OR10AD1	1.2625
RAP1GDS1	0.298
LCE1F	0.1985
ESM1	-0.425125
RCN3	2.10775
CREBL1	-0.42525
DBNL	0.2845
PTGER3	0.68625
USP30	0.408333333333333
BCL2L12	-0.7225
KIF26B	2.53625
ZNF416	0.74675
ZNF225	0.1345
C17orf70	0.39625
ZNF554	0.99525
RAE1	-0.845333333333333
TNIK	0.603833333333333
ACTN3	0.554
MGC45922	0.9745
CCNA1	-0.5695
RYK	0.573666666666667
IL26	-0.1135
LRP3	1.0775
QARS	0.15525
SOX7	0.695285714285714
BID	-0.5445
OR2S2	-0.0735
CXCL14	5.16375
C11orf47	-0.8005
MGC29891	0.862833333333333
HSPB8	-0.608
PRDM14	-1.4165
NUFIP2	0.09825
MNAT1	-0.035125
ZDHHC2	-0.961416666666667
MBNL2	-0.16475
ADD3	-1.261625
CSNK2A1P	-0.5225
KLK6	-1.1935
TMEM111	0.7353
KIAA1279	1.077
NUBP2	0.302833333333333
RAB42	-1.0305
ID3	-0.8159
TM9SF1	1.1225
MDP-1	-0.29475
POU4F2	0.418
IQCK	1.61825
C16orf14	-0.021
CAPN3	-1.854875
FAM43B	0.226875
RECQL	-0.49025
AP1G1	0.345285714285714
CTNNBL1	0.0921666666666667
ECHDC1	0.1585
SMARCC1	0.0131
FOXQ1	-1.359125
GNAI3	0.116833333333333
POLG2	-1.579
CD4	1.161875
ITLN1	-0.468
EBI2	3.33475
IRF1	1.204
PTPRE	1.3541
PTK2B	-0.268
NXNL2	0.3755
SOX4	0.638611111111111
TSPAN3	0.715833333333333
SH2D1A	-1.8145
C8orf58	-0.634
USP20	-0.444
DUSP22	-0.555166666666667
CALB1	-2.20183333333333
L3MBTL2	0.373833333333333
MCRS1	0.08275
TMEM118	-1.14216666666667
C18orf8	0.792333333333333
FLJ10241	0.078375
GJA12	0.832
PKD1	-0.768166666666667
ZFP3	0.3505
JAM3	-1.056
LAPTM4A	1.1496
DIRC2	1.27675
KIAA2022	1.345
MYOM1	-0.164333333333333
TRPM8	-1.619
MOP-1	1.2735
PHKG2	-0.045375
ZNF650	0.391
KIAA1522	0.665625
PSG8	-1.33
DDX19B	0.1305
MOBKL1B	-0.10025
DIAPH2	-1.07075
PTPN12	-0.03125
CLN8	-1.3519
CRYZL1	-0.0246666666666667
CRY2	0.652916666666667
FCGR2B	3.9135
PNPLA4	1.720125
ZNF454	-0.868
DKFZp434B1231	-0.1425
CLDN11	0.2848
RFWD2	0.394333333333333
CIB2	-0.514333333333333
MXRA8	2.32775
HRK	-0.998875
MAML2	-0.525
C4orf31	-0.2175
C6orf192	-0.88275
COG6	0.4855
FAM5B	1.2435
NFATC1	-0.0362
SEPT10	-1.1225
SCYL1	0.3422
RPP40	-1.264
SCOC	0.4408
KIAA1450	-0.32175
CTDSPL2	-0.058
TBX5	1.235
NAPG	-0.201125
RHD	-4.36133333333333
C14orf45	2.57883333333333
ZBTB22	1.259
PLCG1	-1.352
ANKRD10	-1.5375
AQP7P2	-0.2515
TAGLN2	0.992833333333333
HTR2C	-0.669
SLC16A7	-1.018
C17orf83	-0.312
TSGA14	0.16425
MDH1	-1.02225
PPP3R2	-0.0122
DCBLD2	-2.09421428571429
RBM33	-0.46375
DPH3	-1.4975
SYT10	-0.39
FMO4	1.300125
THYN1	-0.61225
DRD5	-1.778
OTOR	0.40475
PGRMC2	-0.5845
KATNAL1	-0.859375
PAQR6	-2.79225
UBE2I	-0.528
C14orf28	0.43475
C8orf70	0.07925
FLYWCH1	-0.212125
ANGPTL3	-1.04325
GLRX2	0.501333333333333
ATP11A	-0.9105
ARL5B	0.23825
MUC16	2.98525
SLC25A5	-0.138285714285714
ACRC	-1.77125
MYO1C	0.1855
FAM89B	1.586
FAS	0.16025
KIFAP3	1.41775
GLRA2	-0.0875
BTN3A2	0.556
CNKSR3	0.587
CSTF3	-0.638833333333333
ARPM1	0.7235
KIAA1530	-0.93
C9orf150	1.42466666666667
PRKCI	0.11475
tcag7.1015	-0.9375
SOD3	-0.814
ZNF574	0.2155
CYP21A2	1.21275
RPL12	-0.5075
COMMD2	-0.792
WIZ	0.526
LOC344405	-2.4695
ALDH4A1	-1.13311764705882
CRYAB	1.0265
COPA	1.07363333333333
PCDHGA7	0.799833333333333
KIF11	-1.51981818181818
RASD2	0.522625
SLC26A3	-0.0275
ZNF175	-0.492
JAKMIP2	-2.03085714285714
C8orf4	1.2675
PTHLH	0.03575
SLC40A1	2.34241666666667
OR7D4	0.306166666666667
PCDHB17	-0.577
CD36	0.783923076923077
C6orf203	0.6495
PRKG2	-0.56
LOC400566	1.76625
ANAPC13	0.434
SLCO3A1	-0.93725
ZNF692	-1.607
FANCL	-1.315
SH3GLB1	0.613
C12orf61	-0.466
KBTBD6	-0.4945
SUPT5H	0.314875
XRCC6	-0.5687
HUS1B	2.1384
FAM133B	-0.599214285714286
LOC728276	0.00900000000000001
KCTD18	0.4475
SOS2	0.637
CCDC99	-1.85925
C1QTNF5	3.2735
NNAT	0.287666666666667
USP16	0.24175
LARS	-0.62375
ZBTB2	0.766625
ABO	0.024
TRAF3	0.03425
GALNT5	0.5515
NAP5	0.770625
ALG14	0.1455
KIAA0515	-0.741192307692308
WDR75	-1.22616666666667
TEX261	0.162
LY86	1.66675
LOC389072	-0.8315
FLJ13611	0.22725
MRGPRX2	0.4955
SNRPA	-1.093125
OR2G2	1.0105
GPRASP2	1.34975
C7orf42	0.603
C9orf163	-0.547
CYP11B2	0.4505
FCRL3	0.57
PRDX1	0.04725
FGB	-3.981
COX17	0.722666666666667
C16orf33	0.3965
PIWIL1	-0.516
FOLR1	-2.622
KIAA0082	-0.5195
FREQ	-1.1285
TMCC2	-1.1925
TCF12	0.453916666666667
ZNF721	-0.33975
FAM130A2	0.599
POU4F1	-1.05875
SNRPF	-1.26625
SGIP1	1.30516666666667
ZNF641	0.752833333333333
EMG1	-0.23225
PRRG4	1.4095
HIRA	-4.312
MYNN	0.368166666666667
AEBP2	0.0515
TBXA2R	0.444833333333333
ISL2	-0.836333333333333
PCDHB11	1.5115
RNF144A	-0.5765
MARCH5	0.110875
DULLARD	0.236666666666667
DCLRE1B	-0.317666666666667
ITGA8	0.728
TP73	0.421375
PRKCD	1.74025
NDUFB4	0.1665
ATP13A4	0.927625
ANTXR2	-0.772
COL4A3	-0.465833333333333
MYO10	-1.4105
SLC6A18	0.5035
PEX1	0.2345
TMEM74	-1.05666666666667
RBM19	0.45325
TAPBP	1.1275
RUNX1	0.276125
MID1	-2.46125
GPR64	-0.988
RASEF	1.92675
GABRG1	0.03575
MYO16	-0.35325
DBF4	-1.46966666666667
TSHZ2	1.3965
RIPK2	-0.566875
PPTC7	0.0116666666666667
KIF4B	-0.69
LRRC31	4.32675
ZNF540	1.08075
EFNB3	-0.136333333333333
LOH12CR1	0.259875
STON2	-0.165333333333333
GLP1R	0.8665
CSTF2T	-1.097
IREB2	-0.822125
GRSF1	-0.062
PDCD7	-0.678333333333333
LRRC43	0.649
CNR1	0.217166666666667
IL1F7	-0.102
C12orf64	-0.05225
FAM69B	-1.57325
NR2E1	-1.59683333333333
MS4A6A	2.5209
FTL	-0.0551
C7orf36	0.101
PCLO	1.2809
DYRK2	0.685083333333333
ARIH2	-0.400875
SAMD7	0.6715
SCNN1D	-0.614
SLC32A1	-0.668833333333333
C22orf25	-0.173
MRPS18A	0.034
GPR112	-0.067
EARS2	-0.52875
ERN2	0.4705
ATPBD3	0.096
