Hybridization REF	TCGA-A8-A08P-01A-11R-A00Z-07
TP53BP1	0.01375
SLC17A7	0.3895
COL25A1	-1.5819
AMACR	0.672666666666667
RHCG	-0.2035
VPS13A	-1.07
FAM55D	-0.209
PRPF38B	-0.930416666666667
OSBPL6	-1.3165
PFDN5	0.21
CMTM6	0.962375
KCNK12	-0.82025
RP2	0.3175
C16orf52	-1.12675
PICK1	0.3645
IFNE1	-1.54366666666667
SEMA4B	1.06
TYRO3	-1.4905
OR12D2	-0.214
CSNK1A1	0.3533
FANCF	0.69
LONP2	-0.079375
TBL1Y	0.09375
LDOC1L	-0.20775
CCNC	0.03675
C3orf60	0.07775
CHKA	-0.23825
UBAP1	0.26675
MAP3K1	1.2815
ANKRD9	-0.594
FAM92A1	-1.3175
GAB2	0.044125
AZU1	0.18725
DIS3	-0.96475
C21orf109	-1.25425
IQCB1	-1.29275
SPATS2	-0.2215
EFCAB3	0.0765
PRB3	0.59325
FUZ	-0.0346666666666667
ZNF813	0.512625
BMPER	-1.50316666666667
HEG1	0.101375
ALS2CR11	-1.9895
SURF2	0.033
PSMC1	0.00258333333333333
OR2D2	0.4115
SLC7A8	1.55466666666667
C4orf40	0.2095
SPATA7	-0.31075
MAZ	-0.0129166666666667
PIN4	0.03525
PDE1A	-1.53875
TAF6L	0.4035
OR2T34	0.334
KIAA0284	0.2605
ACADS	0.955818181818182
MKRN2	-0.8455
C18orf56	-0.2685
MS4A6E	1.32916666666667
GALNT4	0.2766
C22orf31	0.0325
FLJ36070	0.482
PSME4	-0.21875
TFG	-0.3076
EPHX2	-0.754875
ANXA5	-0.622625
KRTAP1-1	-0.1102
BATF	2.34625
KARS	-1.11475
MSTP9	-1.593
GPR26	0.820625
CCDC72	-0.0265
TEF	1.06
FOXK1	-0.4254
PRLHR	0.649
EMX1	1.55075
C11orf30	-0.220875
ICK	0.87525
THSD7B	-0.23675
C21orf100	-1.288
DUOX1	2.5765
EFCAB4B	0.42375
UBE2G2	-0.554666666666667
C3orf54	0.35775
PARP1	0.094
FAM60A	-1.51633333333333
C6orf146	0.584333333333333
OR9K2	0.598
DDX55	-0.598166666666667
RPS15	-0.174833333333333
ZNF618	0.3385625
DKFZp686D0972	0.91225
SSPO	-0.727
SHFM3P1	0.404166666666667
CPA6	-0.48325
JAG2	0.61575
DEFA3	0.71475
PPBPL2	0.259333333333333
CD34	4.1375
SLCO4A1	-3.3165
AFG3L1	-0.859333333333333
SHD	-0.4515
RP13-122B23.3	-0.426
PRKCSH	-0.733666666666667
DPH5	-0.9545
HLA-F	2.441
TBC1D4	-0.89475
RIG	-0.000333333333333329
GLUD1	-0.336666666666667
HNRPCL1	0.647375
HBXIP	-0.64375
RNF207	-0.3145
APIP	-0.25475
PLA2G3	-2.77083333333333
CCDC84	-0.99025
MYLIP	0.275384615384615
PHIP	-0.373
AARS2	-0.476166666666667
DHX32	0.4285
SCAPER	-0.434166666666667
MEN1	-0.112875
NIP7	-1.305
FLJ25404	0.5245
FASTKD3	-0.57975
TMEM158	-1.81633333333333
RARA	1.70025
BDH1	-0.8325
ANKRD16	1.281
CARM1	0.0805
SS18	0.0855
IKZF2	2.2485
MYD88	1.1305
PML	0.84165
TAF1A	-1.125
CBFB	-0.814
HIST1H3H	-0.260166666666667
C7orf29	-1.2845
COMMD4	-0.271333333333333
DPP3	0.234
DAB2	0.84
LOC388882	-0.6065
YPEL4	-0.432375
AGBL3	0.688
LRP6	0.0941
SERPINH1	0.1675
TLE1	-0.22825
CD244	1.57716666666667
ZDHHC15	-0.21675
MGLL	-0.3923
PLDN	0.0266666666666667
LOC654346	2.009
FAP	3.21275
GPR37	-0.8155
SCARA5	-0.72
EBF4	2.06427272727273
LSM6	-0.687
MLLT1	0.00787500000000003
SLC5A12	0.83475
A2BP1	-1.12583333333333
COPS5	0.5995
TPM4	0.3335
TNFSF4	1.21933333333333
ACADSB	1.12983333333333
HERPUD1	0.091
BCL2L11	-0.609944444444445
CEP78	-1.394375
CDCA3	-0.728625
WBSCR19	-0.1339
MYO1A	-1.985
PPEF1	2.3885
LOC440348	-0.8465
CPEB2	0.43875
BPTF	-0.0180833333333333
RPL21	-0.4696875
GSX2	0.241
ADPRH	1.68633333333333
C17orf68	1.1295
KCNS1	-1.011
MLLT6	0.5344
PIWIL4	0.462
RNF26	-0.773
RAP1B	0.558625
ADAMTS1	-1.9202
ZNF571	0.578
P2RY6	1.13725
TRIM21	1.27916666666667
CADM3	0.34275
NLRC5	1.44233333333333
ADRA2B	-0.111333333333333
LOC90835	0.068
PCF11	-0.43725
LOC400451	1.236
GLTSCR1	0.7128
C17orf88	-0.242333333333333
CDH16	-1.766
FGF7	1.714625
PCSK4	0.7085
NPC1L1	-0.755166666666667
TAT	0.225125
TBCA	-0.339
MGC33407	0.00025
GPR115	-0.6675
CYGB	0.24
FNBP4	-1.1575
C12orf43	0.18225
CBL	-0.1572
CLECL1	2.415
PPAPDC1A	2.41675
WDR25	0.0865
SGCA	0.0675
C22orf29	0.334666666666667
YIPF1	0.871
GALK2	-0.1345
RAB3B	-2.21566666666667
LOC440087	-0.57925
UCP1	-0.656
REEP5	0.8565
FADD	1.12
FOXA1	2.66125
CACNA1A	0.055
ABI1	1.137
GRIN2D	0.69275
SLC1A4	-0.651833333333333
LOC401127	-0.5725
HINT2	0.2315
PLD4	0.213166666666667
ZNF286A	-0.4555
ENY2	0.1765
IL1F6	0.2315
PXDNL	1.7955
C20orf79	-0.03575
TNFSF13B	4.6245
DENND3	0.51575
JARID1D	-2.825
HIST1H2AK	0.434875
LOC93349	0.7589
SSH1	0.0169
ENSA	0.31725
LOC219854	-0.09
CKAP2	-1.133
DKFZP564J102	-0.485333333333333
MGC87315	0.519
HNRPAB	-0.045
AMH	-1.4335
ZNF526	0.547
BRUNOL5	-0.4345
CACNG3	0.1515
TRPM1	-2.815
PPP2R1A	0.438875
COL2A1	-0.6285
DDN	-0.215333333333333
FLJ25770	1.12708333333333
HK2	-0.978571428571429
ELOVL6	-1.57075
MDK	0.087
EPHX1	2.36075
RASSF2	1.124
DKFZP434B0335	-0.32725
DLX3	0.3765
PRTN3	0.252
AVPR1A	1.152
C21orf125	-2.2075
TNFAIP8	-0.213833333333333
GNB2L1	-0.19275
CALCRL	3.63025
SCGB2A2	8.01866666666667
UBXD7	-0.23525
ZNF674	-0.4175
TMEM35	-0.75475
BRSK2	-1.265125
HECTD3	0.222
TMEM188	-0.389916666666667
LGALS9	2.4725
SCARB2	1.88691666666667
USP34	0.08725
C17orf28	2.39091666666667
ZDHHC23	-0.42025
AQP12B	0.3375
SLC16A3	-1.078125
APLP2	0.45425
ITIH2	-4.88375
MICAL3	-0.170375
TNNI3K	0.0156
HDAC2	-0.034625
PRR7	0.1073
THBS2	0.412
LOC751071	-0.310833333333333
CA2	-0.554833333333333
RANBP17	-0.09125
RLN3	0.124
CRYZ	-2.30416666666667
GBAS	0.3045
TAS1R1	-0.44575
MPZL3	0.68
PCDH8	-3.51625
HSP90B1	0.816583333333333
KCNK15	1.3565
TNIP2	0.45
GPR146	-0.78175
NOL6	0.1895
SPC25	-2.11111111111111
STEAP2	1.88828571428571
VAMP3	-0.378
TCIRG1	1.064
ZP4	-0.190833333333333
PARL	-0.26275
TRIM39	0.681833333333333
KIAA1305	0.77375
CRNN	0.641166666666667
GRN	1.48025
HSH2D	0.2425
SCAMP1	-0.019125
KIAA1913	0.96325
PTS	-0.667
BANP	0.0662142857142857
PRKACG	0.19775
ADCY6	0.82
C16orf46	0.391
CYP51A1	-0.08975
DDC	-5.39275
ANPEP	0.569166666666667
PROM1	-2.15966666666667
SIGLEC10	3.14675
COPG	0.7925
FAM26E	1.865625
TRIP4	0.55175
SNX3	0.435333333333333
C1orf175	0.554833333333333
PPY2	0.013
C14orf152	-0.23975
FTSJ1	-0.195666666666667
DST	-0.55135
LOC554235	-0.1235
GLRX5	-0.4625
C20orf12	1.3815
CAB39	0.348
MSH2	-1.135
PIP4K2C	1.0195
CYLD	1.013125
WTAP	0.239125
MGAT4A	1.72188888888889
TSC22D4	-0.4187
CHRM2	0.03
PPYR1	0.214
CCNH	-0.9065
RRM1	-0.63675
ECAT8	-3.516
LOC400120	-0.588
GABRA4	0.165142857142857
C14orf4	0.795833333333333
C1orf59	-0.064
CTDSPL	-0.13575
NHEDC2	-0.665
PDE11A	-1.66706666666667
KLHL29	-2.34475
CD5	0.9658
TSPAN9	1.261875
WDR67	0.52425
THUMPD1	0.1769
C18orf17	0.26975
CLYBL	-0.882166666666667
FLJ13231	-0.319625
CMBL	0.931125
LECT2	-0.186666666666667
NKAPL	1.37216666666667
LOC654780	0.399
OR4C6	0.4195
RAB30	0.6995
TSSK4	0.081
TMEM163	1.096
OSBPL11	0.551
GNB5	-1.0605
CCL21	1.27025
C1orf121	0.318333333333333
FMO2	1.92766666666667
RPTN	0.4965
MSTN	0.4155
VCL	0.180642857142857
FYTTD1	0.2825
C11orf1	-1.42425
CCDC88C	0.4994375
HFE	-0.281888888888889
MOGAT1	-0.5005
FAM125B	0.5455
IRGQ	0.43
RAVER2	-0.7385
AKAP5	-0.699
SSSCA1	1.09
C11orf63	-0.466
ACTG2	0.4441
PORCN	-0.698
DTL	-0.925090909090909
TMEM151	0.23425
FAM122C	-1.3
RSAD2	5.4961
BAT4	-0.378
KRTDAP	-2.788
MYH8	0.431625
CRTC3	0.43275
LRRFIP2	0.3792
INTS4	-0.549
TTN	-1.148
SLC26A5	0.265
PLLP	-1.2845
RGS6	-0.747125
SRGAP3	0.61875
ZNF525	-0.1275
NBR2	-0.6015
C13orf1	-0.2844
ZNF137	0.133
CEP27	-1.353
BEST2	0.272
RNF121	-0.7405
DMRTC2	0.44925
C8orf76	1.2545
BCCIP	0.262875
MEST	-1.464
HTRA2	-0.038
ANGPTL2	1.10075
ILKAP	-0.0618333333333333
ERAS	-0.253
HBS1L	0.339125
CPA5	0.0385
TMEM30A	0.416
CD300LF	3.02616666666667
WISP3	0.65
CRK	0.413285714285714
PDS5A	0.0797
BRPF3	0.229333333333333
NEDD9	-0.3865
SMPDL3B	0.22975
PSG6	-0.804
PSMD13	0.514
ETV5	-2.1280625
OR51A4	0.2275
BTBD7	0.256583333333333
GSTO1	-0.4115
hCG_16001	0.2155
MAD2L1BP	0.3275
COX6A2	0.641
SCNN1A	2.75116666666667
LSM1	-0.0785
UGT2B11	-2.831
IDUA	1.01025
PPP2R3C	-0.1525
COX11	-0.711333333333333
PDZK1	-3.1995
ZNF443	0.0325
MGC21874	1.0705
ZNF323	1.0694
KRTAP10-10	0.339
CXCL6	-0.23625
SLC34A2	0.156333333333333
LOC284402	-0.1175
NPTN	0.92425
UPP1	-1.052
SLC6A9	-0.468
OR7G3	0.1065
CISD1	-1.53816666666667
ZNF545	-0.678666666666667
SYT14	-1.1205
NT5C3L	-0.4135
ZNHIT3	-0.2575
SNRPD3	-0.006
KIAA0701	0.46475
UNC93B1	1.001
GMNN	-1.43425
SPCS2	0.0945
LOC388524	-0.4625
NAPRT1	0.71675
PNLIPRP1	-0.186
OR6V1	0.4335
PRKAB1	0.27225
EYA4	-3.193
KIF20A	-1.19625
ALG10	-0.53375
ITPKC	1.06516666666667
LMX1B	1.10983333333333
RPUSD4	-1.01416666666667
C7orf34	0.051
DLGAP2	0.2005
PFN1	0.2859
MICALL2	-0.043
ZNF654	-0.5235
SS18L1	-0.488375
SLC16A8	0.14775
MKI67IP	-0.448166666666667
ITGB3	-0.595
TCEA3	2.13175
CEP152	-1.6000625
CLIP1	0.979875
ZNF75	-0.104125
ATP5C1	0.418666666666667
NUDT5	0.365
PSCDBP	1.43075
UBP1	-0.2405
RBM27	-0.05825
C13orf15	2.039625
ZNF282	-0.157666666666667
ZNF222	-0.7652
COL10A1	5.8835
PRDM15	-0.148625
TTTY5	-0.0855
FAM9C	-0.419166666666667
C20orf67	0.59775
GNG13	0.795
F12	0.67975
C1orf41	-1.0405
CPXCR1	0.6065
GSK3A	0.364625
SUPT6H	0.3
PI16	-1.12916666666667
ELL2	-0.763583333333333
C9orf167	-1.0505
PVRL3	-1.7156
FLJ38596	1.1105
ADAM20	0.10425
GPR89A	0.0545
GPR87	-1.2645
ZNF30	0.30825
SMR3B	-0.535
ZNF770	0.132875
TRPC4AP	-0.0836666666666667
DKFZP686E2158	-0.006
C2orf28	0.0951666666666667
FREM1	-2.24133333333333
LAMA4	0.923333333333333
ADPRHL2	0.24325
EIF4G2	0.349666666666667
GUCA1A	-0.116
CTNNA2	-1.63525
NUDT15	-1.15533333333333
CEPT1	-0.1285
ZNFX1	1.1859
CCDC92	1.009
TDRD1	-1.0925
KCNK5	-2.1475
ETNK1	-0.133083333333333
LTA	1.11
TTPA	-0.1625
B3GALNT2	0.69
SC65	0.0726666666666667
PEX5L	-1.227875
EPS15L1	0.203
MGEA5	-0.638
HIST1H3A	1.09975
ING1	-0.294
BCAT1	-1.707125
ORC6L	-2.81954545454545
KLK11	-5.01883333333333
C19orf28	-0.996625
DNER	-4.475
MED22	-0.407214285714286
ETV6	1.19241666666667
CHAC2	-1.992
CD300E	0.7675
CEBPB	0.9425
ZNF398	-0.56725
LRCH3	0.137
HMGA1	-1.0535
CAPN7	0.491666666666667
MGC5566	-2.59925
CCL3	3.758
NANOS1	0.668625
ZFYVE19	0.67875
APITD1	-0.367666666666667
PARD3	0.55475
IRAK4	-0.253166666666667
SERPINI2	0.151
CEP170L	0.08075
TTC9	2.164
MYOM3	-1.19225
MLPH	1.47925
LOC222699	0.452
NRG1	-1.382
TBC1D9	2.59018181818182
TTK	-1.52433333333333
ZNF557	0.911
DDX41	-0.0855
FANK1	1.444
UBE2D2	-0.143
PSMB10	0.877875
MYH7B	0.087
GABARAPL2	-0.612875
MARVELD2	1.37666666666667
DGCR2	0.8525
UNC45A	0.404666666666667
C6orf72	0.333
ZNF683	4.8915
GIT2	0.212625
CASK	0.967333333333333
C14orf161	4.06883333333333
LRRC44	0.29675
TIFA	-0.241375
UTP11L	-0.5675
C6orf65	-0.7705
FDPS	0.1
DUSP9	-1.901
SLC17A8	-0.299833333333333
OR51G1	0.139333333333333
NANS	-0.0495
OLFML1	1.736
ATP10B	-1.732625
NPAS3	-0.91075
PRKCA	-2.1605
GGA2	-0.037375
LCE4A	0.1955
SPANXN3	-0.10275
CCDC115	0.865875
SDCCAG3	-0.8485
GLIPR1L1	-0.23175
TTC1	-0.151
C17orf76	0.24475
MAD2L2	-0.83325
HIPK1	-0.2589
LRRC3B	-0.438
CLN3	-0.311636363636364
C17orf47	-0.0275
FMN2	-2.98425
TUBB1	-1.409625
WAPAL	0.5495
C3orf21	-0.51475
SCN5A	-0.5852
SMYD1	0.112
BEX5	-0.3085
ZNF192	-0.236
SEC22A	0.0586666666666667
GRIA2	-0.0214615384615385
KIAA0825	-1.52325
NUSAP1	-1.281
LANCL1	-0.567125
C15orf40	-0.454
ZNF645	0.13175
GPR61	0.1525
NLRP14	-0.009
SNX21	0.1344
C1QTNF8	-0.348
C17orf46	0.5015
IFNA8	0.1305
SPRR1B	-1.71533333333333
FLRT1	-0.45125
SNX17	0.5525
ASB2	0.2665
HBG1	-4.713
RPRML	-2.69875
JOSD2	0.41
PLSCR3	0.57675
SPOCD1	0.7565
RAB39	0.023
GHRH	0.0285
ITIH5L	0.2715
C17orf37	1.394
SMCR8	0.29
DPY19L2P3	-0.964666666666667
IL11RA	0.145833333333333
GDF3	-3.52066666666667
RPS6KB1	-1.08433333333333
DNAJC19	0.8845
TOP1	-0.1765
CRCT1	-0.18775
MPST	0.0565
DPM2	-0.101375
FAM38B	-1.52716666666667
SLC18A1	-1.86266666666667
FARP1	-0.122166666666667
PAX7	-0.084
TUBD1	-1.04925
GNL3	-0.64475
BTG2	0.662466666666667
NDUFS6	0.026
C1orf79	-1.35375
ERAL1	0.26725
ECHS1	0.32975
VPS4A	-0.317333333333333
CYP11A1	-0.799125
ABCC6	-1.16764285714286
PBX4	0.1005
MOSC1	0.800875
NCF4	1.56225
HYMAI	-0.6915
NAGPA	-0.066875
OTOP2	0.42025
ACOT12	0.14
MTHFD2L	-1.436375
LOC441376	4.2665
C19orf34	-1.726
RAB1B	0.2425
ALDOAP2	-0.024
NTRK1	-1.62216666666667
ARTS-1	-0.5828
SLC6A11	-1.063
NAP1L2	0.845
CNGB1	0.2495
EPB41L4B	-0.237416666666667
FAM134B	2.3295
HS3ST3A1	-0.586666666666667
CPXM2	4.93675
SIRPB2	0.5935
CHORDC1	-1.088
TRIB3	0.385333333333333
SLC2A5	0.83425
C2orf49	-0.5785
DDX5	0.085
OR5L1	0.649
ANAPC4	-0.6505
ZSWIM1	0.507625
LOC93622	0.102625
KCNK3	-0.562
RP11-35N6.1	-1.717875
ZFP161	0.424166666666667
AQP9	5.71375
SLC15A2	0.1115
MREG	0.876333333333334
OR9I1	0.4445
PDLIM2	0.143375
ADAM7	0.183
GSTCD	0.239833333333333
WDR21A	-0.149
SLC12A8	1.398
TMEM174	0.189
IGSF3	0.810333333333333
LRRN1	-1.97475
LOC402117	-0.6335
SRPK1	-1.283
LY6K	-0.248875
NFIA	1.4205
PTCD3	-0.173
LEP	0.364333333333333
PCDH21	-0.813666666666667
MAPKAPK2	0.86
NMNAT1	-1.174
LHFPL2	1.88275
C9orf43	0.316
DIP2A	0.136333333333333
ACTR8	-0.3975
CCDC34	-0.71575
PTPN22	0.18625
ITGA3	-1.05625
FAM129C	0.87275
RABGGTA	0.191333333333333
UNC45B	0.824
KIAA1033	0.32375
ZNF510	-0.449333333333333
CYP2D6	-0.4935
SLC26A10	-1.646
STX8	0.40225
LUZP1	0.163375
WDR89	-0.087
EIF4G3	-0.0964
C5AR1	1.814375
ZNF623	1.617
A2M	0.63725
TGM7	0.296
GRPEL1	0.497166666666667
LMNB2	-0.8833
ROCK2	-0.640166666666667
SNX16	0.784125
CCDC66	-0.44375
ANXA3	-1.87675
KIAA1609	-0.408125
EED	-1.1485
RNF32	0.140166666666667
HES1	-0.0496
CLC	0.5525
ISL1	-0.9386
KIAA0528	0.259
MANEA	0.31825
C1orf61	-2.601
hCG_2001000	0.13525
RAPGEF6	-0.2951
KIAA0020	-0.754666666666667
NEIL1	0.426
C16orf45	-0.448
RBM10	-0.159166666666667
C10orf125	-0.32625
MRS2L	-0.3395
DNAH17	-1.016
C19orf10	0.08425
C1orf160	0.33375
SLFN12	0.51725
EXOC3	0.0548333333333333
HIST3H3	1.005
NCOR2	0.3515
TNFRSF9	2.0395
MFSD8	0.59675
ALX1	-3.7765
NOL1	-0.541
PODN	2.659
TIAL1	-0.73225
HIST1H1E	-0.20175
NPY6R	0.60775
TM4SF4	-0.27625
CORO2A	0.46025
ETNK2	0.384
APOE	1.9716
ANGPT4	0.0295
HDGF2	-0.01875
G30	-0.45
ST8SIA4	0.423125
F2RL1	-0.82725
FAM19A4	-2.60325
CCAR1	-0.4545
B3GNT7	0.1955
OPHN1	-0.4694
DSCR6	2.5855
C21orf13	3.3195
GAS2L1	0.834583333333333
RFX3	-0.219
COPS4	-0.17275
BCHE	-4.45916666666667
BCL2	0.735625
HBZ	-2.90283333333333
ARL13B	0.2095
MAPBPIP	0.943
MYO15B	-0.3225
SPZ1	0.65325
KIAA1324	1.50711111111111
PLCL2	-0.20575
C4orf29	-0.13225
WDFY2	-0.553625
ZNF284	-1.236
NAALADL1	0.6695
DUSP5	0.434333333333333
PXDN	0.12575
SLMO1	-0.19075
TNXB	0.2983
BIRC7	-0.50875
A4GALT	1.528
TIMM22	0.395
FAM110C	1.0915
TOMM34	-0.265
ABHD9	0.138
ADAM32	0.3575
CRHBP	0.007
AQP2	0.40575
LOC130355	0.84875
ZNF187	-0.1795
ZNF816A	0.5025
F7	0.75175
CNOT1	-0.4689
SLC13A4	-1.1875
ZBTB11	-0.544
B3GALT5	1.84875
EXOC2	0.289333333333333
IRS1	-0.7005
TMEM1	-0.3205
MRPL34	-0.379166666666667
SAMM50	-0.0685
CDC42EP3	0.112
HSF2	-0.9073
MFN2	-0.37975
TSPAN7	-2.548
NUCB1	0.85475
RHOH	1.16725
ARL16	-0.543
TACR1	0.239
SFRS5	-0.519166666666667
SNX25	-0.6875
RHBDF1	0.255166666666667
PCDH18	1.1795
HMG1L1	-0.0105
MYO5C	0.116125
MAPK10	1.292
LDHAL6A	0.321166666666667
NUDT12	0.0545
NCAM1	-0.40175
GLIS2	0.56
GGTL4	1.09025
DAPP1	0.378
ATF7	0.976375
KIAA0748	0.06875
NFIL3	-1.091
TM6SF1	0.832
SEZ6	0.384
NANOS3	-0.365833333333333
DNAJA3	-0.227666666666667
CLDN6	-2.5005
CIITA	3.0427
EPHA4	-1.61575
FANCC	-0.3895
CMTM3	0.6785
PSG3	-0.350375
MRPL15	-0.215
C21orf59	0.59175
PLCXD2	0.15175
C2orf34	-0.27675
UBE2L6	2.291875
MED14	-0.0615
HP1BP3	-0.9395
C6orf208	-0.44
TPBG	0.63
OSR2	1.456875
XPC	0.0526666666666667
KLHL7	-0.635
CCR3	-0.5355
AGTPBP1	-1.08433333333333
PCSK6	-1.61286666666667
STAT5A	-0.6124
FAM18B	0.245
LONRF2	1.17183333333333
PTPN2	-0.594
SF3A3	-0.845833333333333
EFCBP2	-0.55675
HCFC1	-0.369666666666667
AHNAK	0.89395
ACTR5	0.512
KIF14	-1.80214285714286
TENC1	0.57325
HEATR5B	0.5725
YIPF2	0.466166666666667
MYEOV2	0.590166666666667
DUSP18	1.37975
KIAA1012	0.223
AHR	0.7225
C17orf53	-0.5675
PTPRH	-3.856
ATP6V1C1	1.1212
TAS2R3	-0.478
LOC440356	0.92075
COQ10B	0.10725
PSMF1	0.63475
SORBS2	-0.108083333333333
NFE2L2	-0.2845
TMCO7	-0.59375
SH3PXD2A	-0.1448
SH2D2A	0.02725
SPINK5	-2.3635
MRPS24	-0.35725
OPA3	0.3885
TRAF7	0.621166666666667
C4orf35	-0.0716666666666667
MT1G	-0.604875
MGC39545	-0.04225
HS1BP3	1.0389
OR2B2	0.3295
CHRM4	0.31
SFRP2	2.86875
RIC3	-1.37175
ART1	0.4385
C6orf1	1.365625
DUS4L	-1.09875
C10orf104	0.14275
TNFAIP6	3.1295
RTEL1	0.40525
CCT4	-0.4422
ZNF709	-0.42575
CHMP6	0.852833333333333
UPP2	0.147
CYP19A1	-2.53075
CD151	-0.315
NDUFA13	1.0365
ARFRP1	0.169
FAM26B	1.82175
CRYBA1	-1.6505
MRPL41	-0.0025
NPFFR2	-1.7385
HRH2	0.1905
SCAMP3	0.714666666666667
MTMR6	0.3354
MTG1	-1.038
UBTD1	0.9
CRABP1	-1.7235
FLJ33790	0.0606
KIAA1908	-1.14216666666667
GPR158	1.69725
PACSIN3	0.286
OMD	3.146
CATSPER1	0.3555
HOXB8	-1.549625
FBXO46	0.801
OAS1	2.70966666666667
SVIL	0.0405
PHB2	-0.43375
ADCY3	-0.657
NDRG2	0.299166666666667
ERMAP	0.2304
APBA2	-0.872
IGSF9	2.46475
WNT6	-0.512928571428571
MYCBPAP	-1.322
ATP2B2	-0.3388
CPVL	-0.0190999999999999
TRAM2	-0.985916666666667
NOP5/NOP58	-0.25275
ZNRF4	0.06775
TLK1	-0.048875
MTMR12	0.815642857142857
ZNF384	-0.241666666666667
FAM9B	-3.14825
RPN1	0.2239
PMVK	0.95775
EIF3D	0.2337
SIX2	-0.157
HPS1	0.414857142857143
RNF7	0.2365
PSKH2	0.2285
KCTD13	-0.0191666666666667
CSMD3	-0.9353
FBF1	0.406
IL8	-3.827375
SERPINB13	0.373916666666667
FBXL20	0.88125
BLR1	0.27175
SH2B1	-0.689333333333333
RFNG	0.2385
RAB20	1.01916666666667
RBM7	-0.87925
POLR1A	0.0458333333333333
TMPRSS4	0.51375
TAF9	-0.828125
TERF2	-0.038
TNFRSF1A	1.14825
ACADVL	0.281166666666667
GTF2H5	0.25675
EDG8	0.631166666666667
C9orf140	-0.85075
UST6	0.90725
ZBTB8OS	-0.55525
ZNF710	1.144
GPR174	-0.7355
ATP6V0A2	-0.2965
KIAA0319L	-0.0525833333333333
XKRX	0.9965
DOPEY2	2.2827
SDHD	-0.8265
SUMF1	1.489
OSM	3.1
OPN3	-0.8855
DAGLB	0.0511666666666667
PPFIBP1	-0.0074
TRIM63	-4.394
C10orf53	0.6515
LYPD3	1.30483333333333
BCL7A	0.386125
AGER	-1.05583333333333
TCF19	-0.6645
SAT2	0.4555
PFTK1	0.0561666666666667
GABRE	-3.01625
C15orf38	2.1551
FIS1	-0.2835
KCNV2	0.27275
CLPS	0.51975
PPCDC	-0.26
FOXN2	0.587
NT5E	-2.161
CD83	1.2015
IL18	1.253
VPS16	0.4995
IGFBP2	0.588666666666667
NOTCH2	0.1795
SIGLEC1	3.716375
CD93	5.581
SULF2	-0.39775
CEP164	-0.235375
P53AIP1	0.241666666666667
TOR2A	0.0768333333333333
ZNF136	-0.51575
MGP	2.1825
CCDC144A	1.09233333333333
TRPC1	-1.5705
SMS	0.411
MAPK7	-0.312666666666667
RRAGC	0.84225
PARD6A	-0.551833333333333
NUB1	0.539
SYNGR4	0.231
OR11H12	0.5395
WIF1	0.0975
GCH1	0.794
OR11H4	0.317
SLC44A5	-0.7245
GPRIN2	1.49166666666667
LOC401431	0.85725
CPA4	-2.6722
MELK	-1.40466666666667
IL15RA	1.4815
CUL3	0.123375
HMBOX1	-0.217
PODXL	-1.859
CCT6B	0.623
COMTD1	0.603
MUC20	0.861666666666667
GPX2	-2.575625
ITK	0.361875
FBXL5	1.24425
C13orf27	-1.56975
DEFA5	0.609
TRHDE	-1.4265
MTP18	-0.2495
UQCRQ	-0.1599
ITGB2	2.722
CSRP2BP	0.381
TAS2R44	0.377
PHPT1	-0.2755
FAM44C	-0.362
ERH	-0.055
MPHOSPH1	-0.882333333333333
MORC1	-0.5655
PARVB	-0.825
LAMA1	-1.77241666666667
PGBD3	0.1705
GIMAP6	4.2165
AREG	-1.82533333333333
LIPT1	-0.44825
MGC99813	-1.645
C1orf201	0.108833333333333
GRIN2A	-0.9825
MAN2C1	-0.712625
NSUN5	-0.266
SF3B5	0.43425
MYC	-1.4595625
NRXN1	-0.6105
ZNF18	0.1555
SPDYA	-0.4165
SLC37A1	0.6695
DECR2	0.285
ANKRD38	0.076875
SPTLC3	-1.31525
SUPT16H	0.035125
DTWD2	0.61575
ULBP1	-0.8465
ZADH1	-1.18866666666667
OIP5	-1.4535
IL10RB	0.351166666666667
OTUB2	0.913
VWA3A	0.285833333333333
SPIC	1.0375
OR6C4	-0.097
PSCD4	1.97533333333333
DPY19L2P2	-0.306
TRAPPC6A	0.75
C21orf2	0.0365
CEMP1	0.28375
LIN7B	0.5335
E2F7	-1.33133333333333
VCP	0.4795
LAMA3	-0.30825
BGN	1.904
GPR160	1.16366666666667
COCH	-5.22766666666667
GPR81	1.86316666666667
APOBEC3F	-0.8515
tcag7.1017	-0.5595
C1orf32	0.34
SCGB1D2	6.17625
FLJ43987	-0.321
C6orf170	0.02975
KLK9	0.36
GPD1L	1.27475
VPS37B	0.60975
ATG3	0.3615
ADAMTS17	-0.1565
KLHDC2	-0.401833333333333
NDUFV2	0.17325
BLK	-2.20925
MATN4	-1.243
GPM6A	-0.121375
GBP4	4.835
TMEM162	0.369833333333333
PKP2	-1.0325
HRASLS	1.06977777777778
MMP1	2.9485
SFXN3	-0.3345
FSD1	-1.59783333333333
ST6GALNAC3	-2.18983333333333
CA12	1.6382
NCOA6	0.242
C19orf58	-0.0524
PPP4R1	0.3535
MAN1A2	0.704
IKBKAP	-1.42225
UPF1	0.948
KIAA1219	0.881
WNT16	-0.435333333333333
SNW1	-0.345
IL18RAP	4.311
RPP30	-0.7225
CDC40	0.0886428571428571
SETD3	0.212666666666667
SLAMF6	0.824
ELK4	-0.1885
