Hybridization REF	TCGA-A8-A06X-01A-21R-A00Z-07
C7orf16	-3.48275
CHST7	-1.242
C21orf29	0.0735
SEMA6D	-1.75375
PCMTD1	1.2053125
KIAA1754	-1.365
MYCN	-0.3661875
KCNJ3	3.69975
MAPK13	2.9773
ERO1LB	-2.1505
NTF3	-2.3555
NKX6-2	-0.461
GTF2B	0.18175
GSPT1	1.78616666666667
GUSB	-0.0885
LOC221091	-2.0265
LIG1	-0.40875
EXTL3	-0.733
NID2	-0.946
TTC29	-1.64825
TMEM97	-0.26625
EXTL2	-0.528
SUZ12	-0.465375
IL1F8	0.5325
KRT18	0.895727272727273
MRPS16	0.0706666666666667
PI4K2B	0.11375
LACRT	0.4495
OR51F2	0.107
JMJD2C	0.243375
KGFLP1	1.617
CDK5RAP3	-1.0299
YTHDF2	0.733666666666667
GGCX	0.07025
ARPC4	0.809
EGLN2	1.63016666666667
KBTBD4	1.1565
ROBO3	-1.0484
DEFB118	0.524
KIAA1543	2.2555
RTCD1	0.659166666666667
MZF1	-0.366
C18orf26	0.4845
CNIH4	-0.0543333333333333
ZFP2	2.53816666666667
HTATSF1	1.35875
WFDC2	2.054
NDUFA7	0.7495
TTC22	0.518333333333333
FAM40B	-2.430625
DCPS	-0.93225
SH2D1B	0.2515
MRGPRE	0.321
SBK1	0.769
UNQ6411	0.606
OSBPL9	-0.567
NUP107	-1.25925
MYOZ3	-0.4226
PDE4B	-1.04858333333333
FAM113A	-0.5715
IDH3G	0.317833333333333
FBXL7	0.99025
ARFGAP3	-0.055
MAPRE2	-0.751923076923077
IL1RN	2.2936
KIF13A	1.3605
RAC3	-0.9845
TCTE1	-0.1375
TMEM14B	-0.450166666666667
ADIPOR1	1.16483333333333
GRINA	2.295
CLIP4	-2.647
LRIT2	0.641
TFPI	-3.3945
FABP6	2.83775
SLITRK2	0.0617
HKR1	-0.41575
SMTN	-0.2905
C1orf75	0.95475
CD209	0.500125
CYB5R2	0.34625
DNTTIP2	-0.587833333333333
CSGlcA-T	1.31675
GABRB3	1.50775
PCBD1	0.701833333333333
TAF3	0.216416666666667
HOXD3	-0.96
GIPC3	0.00366666666666665
P11	0.4514
BFSP1	-1.0195
LCP2	0.783
TAS2R8	0.042
SEZ6L	-1.342
NR2C1	-1.115125
EXDL2	1.9468
TNFRSF13B	-2.42766666666667
MKI67	-0.177
GLS	-0.468416666666667
C7orf54	-0.195
LGALS13	0.022
IL4R	0.34925
SEC11A	0.720833333333333
SPP2	0.323833333333333
C18orf32	1.4675
CLSPN	-0.965333333333333
SPAG1	1.033
C9orf82	-0.43125
TM4SF1	-0.869333333333333
EMILIN2	-0.30075
SMG7	1.23283333333333
TAS2R13	0.574
ZNF628	0.212
DZIP1L	-0.647666666666667
ANKRD13A	0.0463
VASP	0.4465
ZCCHC11	-3.59525
SYPL1	0.00550000000000001
MGC34774	0.3885
C4orf28	-0.65275
KIAA1211	1.82866666666667
RPS27L	-0.2545
TATDN3	-0.3655
PDCD1	0.55775
OR5P2	0.6525
IFIT1L	2.027
MIPOL1	0.4135
OR51D1	0.128
C1orf92	-0.7285
LAMP2	0.966222222222222
CAT	0.553
C16orf80	-0.46
C15orf32	0.6865
ZNF746	0.4375
C1orf76	-0.7975
ATXN1	-0.4655
LAMC2	1.510625
SLC2A7	-0.3165
CPOX	-1.339
APH1B	1.61166666666667
LOC442245	0.113
CTNND1	0.392333333333333
GABRG2	-0.966625
MADCAM1	-0.856166666666667
F5	-1.881375
SEMA4F	0.9225
NUDCD3	1.450125
PDZD11	0.473
TRIML1	-0.69
GCNT3	-2.42516666666667
TMEM120A	1.03
CNDP1	0.4725
N4BP1	0.861375
SLC35F2	-0.1
LCP1	-1.14166666666667
IGBP1	-0.136
DCAKD	0.021375
ELA2A	-1.312
C12orf56	-2.70825
PITRM1	1.57328571428571
GUK1	0.649666666666667
RASSF8	-0.809875
OR2A14	1.0065
ADM	-4.19533333333333
FGD3	0.0591666666666667
GHRHR	-0.172
RHPN2	0.9295
C4orf39	0.805166666666667
VPS72	0.06075
SERF2	0.828888888888889
CD22	0.140666666666667
CD47	0.4183
PPIC	-0.478833333333333
IMPDH1	0.0209166666666667
ACP6	0.0615
PRKACA	1.12875
PPP1R1A	-1.030875
TRPV3	0.055
ASXL1	-0.268875
C17orf55	-0.3735
FXYD1	-0.588333333333333
LMOD2	-0.312
ANKRD33	0.3615
LCE2C	-0.058125
ZNF620	-1.062
DKFZP566E164	0.09525
VSIG2	1.98825
KIAA1128	1.26725
USO1	0.9955
NUDT4	-0.357428571428571
CLDN1	-3.16092857142857
OR4Q3	0.411
FASTK	-0.123166666666667
ICOS	2.7485
LDB1	1.1945
GSTA5	-1.1585
ABCC1	1.063
FAM54A	-1.014
PCBP2	0.425333333333333
NUP205	-0.46475
ACTA1	-2.18733333333333
GABBR2	-1.76025
PIP5K1B	-1.38033333333333
AGXT	-2.377
RNF181	0.3845
ATP8A2	-1.811
AFTPH	2.2741875
FGF21	0.347
FCER1G	2.23225
SNTB1	-1.6545
SLC24A3	0.517
TXNL4B	-1.2762
RPL10L	0.0628333333333333
LOC389517	-0.88725
TSGA13	-0.1695
SHOX2	-1.14116666666667
ITGA7	-0.8433
KCNIP2	-0.624333333333333
KLF13	0.7732
ZFAND2A	-0.57125
CEACAM1	-0.163285714285714
PFKFB4	-2.0665
MED19	0.30575
LRRC57	0.490333333333333
RNF11	0.84275
ANKRD32	-2.721
P117	0.55
OBFC2A	-0.283
POLD3	-0.924583333333333
RAB18	2.754875
TPH2	0.0328333333333333
PHB	-0.9093
JDP2	0.346166666666667
MORF4L1	0.0859
POU2F1	-0.142
CNNM2	-0.0735
LOXHD1	0.579833333333333
ZC3H15	-0.35825
ELK3	0.861833333333333
FAM111B	0.46675
CBLC	3.8045
SBNO1	-0.0865
ANKMY2	-0.92525
PLEKHA5	0.49425
DHX58	2.0945
ARCN1	-0.0483333333333333
TREML1	0.3614
KNCN	0.0995
SEC24A	-1.478
PSCA	2.759
MGC24125	0.0863333333333333
DNA2L	-0.46025
CIB4	0.596875
HIGD2A	0.222833333333333
TBX6	0.1515
TTLL5	-0.492333333333333
SGK3	-0.179
GCN1L1	0.05825
AMOT	0.0643
LDOC1	3.06883333333333
NRK	-0.0806666666666667
ASB9	-3.8605
NAT1	3.8789
TRAFD1	1.9615
PEAR1	1.39683333333333
FAM36A	0.37
OR1S2	0.296333333333333
LOC388323	-2.16825
PGS1	0.789833333333333
LEPREL1	-3.9415
TFF1	-4.229
HAP1	0.2685
EPHB2	0.709
ACTG1	2.07983333333333
ZFP42	-1.119
HAVCR2	0.6858
NME1	-0.3945
SNX26	-0.484833333333333
LACTB	0.286833333333333
ZKSCAN2	0.856125
C5orf35	-0.219
ANKS3	-1.3055
RBM28	-0.6595
DKFZP586P0123	-0.203
HNRNPA1	-1.04116666666667
BCAS3	-0.532083333333333
FLJ20184	0.3495
POLA2	-0.865333333333333
TMC7	0.146
HSD17B6	1.328
ZNF658B	-2.14816666666667
TTTY10	-0.128
RANBP9	0.512416666666667
CPNE7	-3.33233333333333
EVL	0.916058823529412
LNX1	0.857333333333333
IFNA21	0.0901666666666667
CFD	4.0465
PYCARD	2.69816666666667
MYBPC2	-2.487
ENPP3	-2.78116666666667
ACSL4	-1.6175
LOC440258	-1.3365
TMEM176B	3.3975
SOX2	-5.611625
SCO1	-0.7655
COMT	0.03075
AOC2	0.41475
PDLIM5	0.0745
SPHK2	0.0265
NXPH2	1.668
GPR108	0.947166666666667
RAD51L1	-0.856833333333333
TMEM54	1.559
LETMD1	-1.19866666666667
SLC6A17	0.33
KRT75	-0.353
STT3B	-0.349333333333333
CD3EAP	-0.0593333333333333
TMEM63A	0.06675
DUSP13	-2.89925
CD1C	-2.07766666666667
LASS2	1.83483333333333
AVP	-0.7535
PITPNM1	-1.2215
FLJ22795	0.1485
MCTP1	-2.48975
TRIM68	-1.95183333333333
UCK2	1.03033333333333
ABHD1	1.1
FAM50A	0.51575
RNASEH1	-0.191666666666667
PCP2	0.892166666666667
OR52H1	0.978
C20orf149	0.04675
RBP5	-1.213
HYAL3	-1.251
CLPB	0.3255
SMNDC1	-0.5525
DONSON	-2.0595
FLJ27523	0.12275
BARHL2	0.141
SLC30A9	0.087
TMPRSS11B	0.057
E2F8	-1.50616666666667
CCDC25	-1.34141666666667
C14orf48	0.065
C20orf116	0.840625
TSPAN11	0.22
YIF1B	-0.601833333333333
FAM12B	0.25875
OR1L6	0.7575
HPN	0.0672
NBN	0.4975
C14orf94	-1.42116666666667
OCLM	0.2415
ZSCAN18	-1.7447
L3MBTL	-1.9258
TSTA3	1.23083333333333
RAC1	0.876875
C19orf15	0.325166666666667
NFE2	-5.48075
KLK14	0.4395
ARSF	0.1735
MAST2	0.0131666666666667
AMICA1	1.24583333333333
GTF2A1	-0.519125
ATP1A3	0.31875
TC2N	2.5044
PNKP	0.2895
ODZ2	-1.806
MATR3	0.664375
S100P	-2.94925
KRT82	-0.7385
CA13	-1.4926
PROZ	-1.67366666666667
AASDH	-0.836875
C19orf40	0.094
DCK	0.654
FAM5C	-1.6445
SLC6A4	1.267
MID1IP1	0.621
TESSP5	0.202
TMOD4	-1.05966666666667
DOCK2	-0.401
TUG1	0.743875
NUP214	-0.739
DPYSL2	-0.898545454545455
GOLM1	-0.112
MPFL	0.2815
SOX13	0.6665
SDCCAG8	0.2998
KEL	-2.171
NUP210L	-2.334
GK	-1.374625
DNAJB1	1.80525
ALPK3	1.2045
CHID1	-0.2079
CYLC2	-0.265333333333333
IKZF5	0.71475
C8orf51	1.0935
PPM1J	2.12775
GIMAP8	2.739
GPR101	0.1925
NR2F1	-2.086
ACAD8	0.34425
RBM35A	1.78025
GNAI2	0.493666666666667
METTL8	0.000666666666666667
SLC39A7	-1.5565
FBXO8	0.88075
CAMK1	0.113
RFC3	-1.335875
FAM129A	-1.86564285714286
ILF2	0.55375
FGFBP3	-3.435375
NOM1	-0.318666666666667
PSMA3	-0.71725
ASCC3	0.4102
ZYG11A	0.21025
SOX21	-1.606375
LYRM1	-0.446
DEFB1	-0.00700000000000001
LOC91431	-2.46816666666667
OR7C2	1.507
FAM46B	1.809875
TMEM18	0.5045
ARHGAP30	1.2755
TMEM86A	1.70625
EPHA2	0.1535
C10orf46	0.1664
TCHH	-0.991333333333333
C3orf30	-0.081
LOC285636	-0.476833333333333
PAIP2	-0.2415
CYP2U1	0.24275
C12orf34	0.8125
SARS2	-0.846666666666667
ZCWPW1	-1.093
SAMD12	0.365875
KIAA1430	-0.3345
ACAT1	-0.21075
MEOX1	2.1965
ADAMDEC1	7.90375
PHKA2	-1.3415
CARD11	-1.03516666666667
CALML4	-1.599
TSSC1	0.68825
TMEM45A	-1.51466666666667
MPP7	2.01525
POU1F1	0.03775
SLC2A13	-0.7497
FBN2	-1.03071428571429
ZC3H7A	0.0927999999999999
LAIR2	-1.793
ST3GAL1	0.705166666666667
LCT	1.5555
GEMIN8	0.156833333333333
KLF16	0.1976
HIF3A	-0.4724
FAM44A	-0.378071428571429
AQP10	-1.4153
PLA2G2A	-1.794
FOLH1	1.9235
C20orf186	0.783
MAPKAP1	0.013875
SPRR2D	-1.991
UBQLN4	1.293
RSHL1	-0.0171666666666667
PIAS3	0.231
MRPL24	-0.01125
GREB1	-0.53975
FAM27E3	-3.033
NUP62CL	-0.45375
NEUROG3	0.112
REEP3	1.23016666666667
MARK1	0.164625
LMBRD1	1.3335
PRPF19	-1.8725
PNMT	-1.7665
CTGLF1	-0.287
SLC25A16	1.2335
EIF2B3	-1.1555
RPA2	-0.854
PAK6	2.14633333333333
CCDC26	-4.704875
SEMA3E	-1.279
MXD4	0.7882
TNFSF10	3.4226
SMARCB1	0.246
DTX3L	2.0755
PLA2G4E	0.3505
PPAP2A	0.3475
ULK1	0.585333333333333
TAS1R3	0.7055
SLC2A3	-3.15409090909091
ARID3A	-1.3525
GNG5	-0.517
ACOX1	0.799
KIF5B	1.6275
NUP153	0.194
MUC7	0.552
CSDE1	0.0927142857142857
CLPTM1	0.70875
C3orf23	0.11975
LRRC17	0.109666666666667
TTYH3	0.47925
ATP5B	0.476
ELF3	2.5914
CPSF3L	0.3335
ZNF665	0.775666666666667
TLR6	0.8162
GPI	-0.478375
RAD9A	-0.27675
NDST4	-3.8715
AGPAT3	0.76275
MAGI3	2.39066666666667
ADORA2A	1.213
CACNG7	0.047
CAMK2D	-0.855071428571429
CCHCR1	-1.07375
RPS27A	0.40675
OR10G7	0.295166666666667
GCM2	0.0965
FAM135B	0.2042
E2F1	-0.67925
PLCB3	0.9125
OR2AE1	0.162
COIL	1.2505
CDC25C	-1.48483333333333
RAB11FIP2	-0.0256666666666667
TSC2	0.809
CTGLF5	-1.1985
CCDC108	0.2509
OR13C4	0.551
C10orf81	2.54175
PTPRB	1.2125
ACP2	1.3715
LAG3	2.803
MRPL54	0.31275
LOC201175	-0.7105
ITGB1BP3	-2.149
SPTAN1	0.3265
SIPA1L2	-1.22775
RCAN2	-0.835
CDX2	-0.1645
ECOP	0.92925
ACTR1A	0.474571428571429
PPARG	-1.10966666666667
BBS10	-0.477
TMEM44	-1.192
BPIL2	0.28675
CITED1	-1.33925
IRF6	4.528
PRDM4	0.858
RRP9	-1.15333333333333
OR10H4	0.521
IL31RA	-0.56175
GNB1L	-0.633166666666667
MYBL2	-0.783
ZNF407	1.336
PPIG	0.340666666666667
TTC18	-0.386
RPSA	-0.705
MAPT	0.560125
MRE11A	-0.201285714285714
C8orf37	-0.159166666666667
RASGEF1C	1.373
STBD1	2.33475
CTAG2	0.454833333333333
MGAT5B	-2.68466666666667
ECM1	2.096125
RLN1	0.531
PARP14	1.9975
EPB41L1	0.8864
HOXA3	-1.57058333333333
MAGEA9	-4.4285
RPS8	-0.413333333333333
RPS19BP1	-0.48975
FOXJ2	0.396125
C10orf76	0.397125
IL17RE	0.7505
C10orf65	0.4885
ZNF343	0.612
FBXO33	-0.331875
UHMK1	1.9868
LY6G6C	-0.1425
FGF19	-2.363
C14orf128	-1.27783333333333
IFIT2	5.228
TIGD1	-0.96475
S100G	2.7695
GUCY1B3	2.2845
NR3C1	-0.845
CORO1B	0.619833333333333
PARP11	0.573666666666667
DNALI1	4.03116666666667
OR4N4	0.30225
MAP2K6	1.43616666666667
FSTL4	-0.1865
ANKRD47	1.37925
TMEM171	0.0745
PNLIP	-0.00400000000000002
YY1	1.0275
CCDC138	-0.791833333333333
AASDHPPT	-0.4376
CKS1B	-0.3761
MCM3	-1.00933333333333
ANAPC7	0.114333333333333
FAM110A	2.2705
CDC37L1	1.3735
THTPA	0.3525
NBPF20	-0.1735
WDR24	0.8935
NPTX2	-1.846
CBLB	1.1505
CETN1	0.0646666666666667
RPUSD1	0.923
FAF1	0.000499999999999999
CDK6	-3.4525
HMX2	0.7165
CSK	0.513166666666667
TEAD2	1.40325
SNAP25	-0.49025
TUFT1	1.0829
TMTC3	0.524166666666667
LCK	-1.9465
SGOL1	-0.37
AKTIP	1.28475
FURIN	1.551125
SOX12	0.677333333333333
DEFB103A	-0.956666666666667
RAMP1	2.87
KIR3DX1	0.004
GAS2L3	0.659
PDE8A	0.451
EDN3	-0.32975
GMIP	1.69825
SF3A2	-0.11375
FN3KRP	0.89975
SMAD7	1.548
RHBDD2	0.6305
OR11H6	-0.3825
PPP1R3B	-0.4777
C9orf23	-0.8405
CADPS	-1.652
GOLGA8A	-4.412
TMEM57	0.794166666666667
RGL3	-1.848
S100A14	2.276
FGFR2	1.8491875
XRCC3	-0.50375
RTN4RL2	0.31225
MGC3771	0.9725
GH2	-0.0315
BTBD2	0.0375
LMO2	-0.0745
RDBP	-0.4225
ACRBP	-1.388
AMY2A	0.562
DUOXA1	-0.144
PTK7	0.0563333333333333
TWF2	0.273166666666667
FAM80A	-2.61975
TNNI2	-3.46733333333333
GLT25D1	1.375
OCC-1	-0.93975
CYC1	0.213833333333333
RPL22	-0.237409090909091
MORN3	0.1105
DISP1	0.76825
PRB2	0.2125
CHUK	0.3535
HR	0.782
CCDC134	-0.132
DENND4B	-0.68575
C14orf130	-0.523
RAB33A	-2.721
DCST2	-0.15
TNMD	-2.65225
PEX7	1.53775
FAM62A	0.580375
SRD5A2L	1.5365
IL22	0.468
RPS26	-0.6475
HOXC5	0.5195
SPATA6	0.615
FLJ38482	-0.5345
ZNF234	0.567
C18orf22	0.31525
SPATA22	0.92375
THOC1	-1.32975
CYP7B1	2.05
KCNC3	0.4965
C8orf42	0.3085
ALDH1B1	0.591666666666667
CCDC100	0.2689
ARMC4	-2.71175
FAM18B2	-0.09575
SLC44A1	1.85225
FBXO17	-1.75433333333333
C6orf107	0.35875
C19orf29	0.09575
ZC3HAV1L	-0.9595
PARP6	0.5677
SULT2A1	-4.9705
C1orf159	0.37475
TMC1	-0.46325
CHST14	0.3525
GAMT	-0.383166666666667
SMCP	0.011
TSPAN33	1.54891666666667
MIDN	0.066
NOX4	1.902
RNASEN	-0.693
TBX1	-2.03783333333333
SALL2	-2.01325
C10orf35	1.77825
CYP2E1	0.428
LRFN2	2.87066666666667
ACO1	-1.37733333333333
IQCG	-0.6772
MEGF9	1.45825
TM7SF4	1.52175
PLEKHA1	-2.47986666666667
STK33	-3.328
C1orf210	3.01
SNUPN	0.5318
KIAA0406	-0.1997
C20orf29	-0.217
TMEM55B	-0.07375
OSTM1	-1.430375
CLCN7	0.363
OTP	-0.12875
FLJ23049	-0.7215
HEATR4	-0.3905
MAP3K10	0.115666666666667
PCDHGA9	0.381
AMDHD2	0.4665
LCTL	-2.3925
PDCD2L	-0.1195
CABLES2	0.54475
SLC5A9	-0.61225
CLCA2	-2.289
MGC16025	-1.136
STRAP	0.0676666666666667
C20orf196	0.1195
RRBP1	-0.178333333333333
NAT13	-0.1155
MAT2B	-0.524375
CSNK1D	-0.196166666666667
KIR3DL1	0.62575
PRKAG3	0.2195
ZNF599	0.0155
PRM3	0.4915
PER2	0.6385
ASPHD1	-1.9555
PRMT6	-0.28525
KCNE1L	-1.64657142857143
FAM118A	-0.672833333333334
TAF4	-0.5455
NDUFB6	-0.5835
TRIM9	-0.59825
PMFBP1	-1.5275
KY	-0.075
DKFZp762E1312	-2.24890909090909
CSMD1	-1.5425
TBP	-0.230666666666667
OR1Q1	0.487
RETNLB	1.15575
HPGD	-0.845571428571429
DNAJC12	-0.9885
FKBP1B	-2.786
ANKRD24	0.422666666666667
CXXC5	0.826666666666667
IL3	0.276
DRAM	0.8769
PTCH1	-2.04225
TP53BP1	0.7645
SLC17A7	-0.123
COL25A1	-1.3617
AMACR	0.617333333333333
RHCG	-0.4205
VPS13A	-0.433
FAM55D	0.241
PRPF38B	-0.639916666666667
OSBPL6	-2.29775
PFDN5	-0.0585
CMTM6	0.583
KCNK12	-1.995
RP2	0.12425
C16orf52	-2.28675
PICK1	0.6845
IFNE1	-1.3115
SEMA4B	2.36225
TYRO3	-0.78875
OR12D2	0.0135
CSNK1A1	-0.0222
FANCF	0.3055
LONP2	0.564
TBL1Y	-0.0555
LDOC1L	0.355375
CCNC	0.31
C3orf60	-0.4665
CHKA	-0.787
UBAP1	0.52925
MAP3K1	0.6355
ANKRD9	-0.32525
FAM92A1	-3.165
GAB2	-0.4105
AZU1	-0.0125
DIS3	-0.800833333333333
C21orf109	-1.3015
IQCB1	0.63475
SPATS2	0.0118333333333333
EFCAB3	-0.31275
PRB3	0.042375
FUZ	-0.00233333333333333
ZNF813	0.5985
BMPER	-0.935166666666667
HEG1	-0.262125
ALS2CR11	-1.1945
SURF2	-1.08825
PSMC1	-0.0754166666666667
OR2D2	0.3385
SLC7A8	1.13066666666667
C4orf40	-0.0685
SPATA7	-0.64375
MAZ	0.44425
PIN4	-0.043
PDE1A	-0.593
TAF6L	-0.278166666666667
OR2T34	0.328
KIAA0284	0.8855
ACADS	-0.403727272727273
MKRN2	1.0555
C18orf56	-2.72675
MS4A6E	-0.1275
GALNT4	0.8207
C22orf31	-0.4085
FLJ36070	0.1195
PSME4	1.822
TFG	0.2258
EPHX2	-0.09375
ANXA5	-0.868375
KRTAP1-1	-0.3062
BATF	0.92475
KARS	-0.58225
MSTP9	-0.3155
GPR26	0.066
CCDC72	-0.25725
TEF	-0.0318333333333333
FOXK1	0.2328
PRLHR	0.1245
EMX1	0.156
C11orf30	0.216875
ICK	0.823375
THSD7B	-0.47525
C21orf100	-1.058
DUOX1	-0.282
EFCAB4B	0.416
UBE2G2	-0.589666666666667
C3orf54	-0.63575
PARP1	-0.3015
FAM60A	-0.547833333333333
C6orf146	0.24825
OR9K2	0.3925
DDX55	-1.02833333333333
RPS15	-0.754166666666667
ZNF618	0.9665
DKFZp686D0972	2.4775
SSPO	0.805
SHFM3P1	1.566
CPA6	-0.6165
JAG2	2.05225
DEFA3	0.19375
PPBPL2	0.0241666666666666
CD34	4.09825
SLCO4A1	-2.113375
AFG3L1	-1.40333333333333
SHD	-0.66125
RP13-122B23.3	-0.7515
PRKCSH	0.2755
DPH5	-0.8645
HLA-F	2.681
TBC1D4	-0.92575
RIG	-0.0798333333333333
GLUD1	-0.006
HNRPCL1	1.06825
HBXIP	-0.3755
RNF207	-0.2635
APIP	-0.9595
PLA2G3	2.125
CCDC84	-2.563
MYLIP	-0.337923076923077
PHIP	0.4095
AARS2	-0.665333333333333
DHX32	0.7865
SCAPER	0.917666666666667
MEN1	0.214428571428571
NIP7	-1.45225
FLJ25404	0.35
FASTKD3	-0.67125
TMEM158	-2.37058333333333
RARA	1.977
BDH1	1.479
ANKRD16	1.077
CARM1	0.8675
SS18	1.0545
IKZF2	-0.5625
MYD88	1.780375
PML	1.4202
TAF1A	-1.0235
CBFB	-0.219
HIST1H3H	-0.999833333333333
C7orf29	-2.12125
COMMD4	0.339833333333333
DPP3	0.09425
DAB2	0.28225
LOC388882	-0.333
YPEL4	-0.85825
AGBL3	0.39575
LRP6	0.2587
SERPINH1	-0.0626666666666667
TLE1	-0.864
CD244	0.971666666666667
ZDHHC15	-1.69125
MGLL	1.3795
PLDN	0.3285
LOC654346	2.068
FAP	2.30825
GPR37	1.39033333333333
SCARA5	-0.602666666666667
EBF4	1.19163636363636
LSM6	-0.8855
MLLT1	0.739625
SLC5A12	0.37625
A2BP1	-2.00716666666667
COPS5	-0.15
TPM4	1.65021428571429
TNFSF4	1.4965
ACADSB	2.0385
HERPUD1	0.36175
BCL2L11	0.215444444444444
CEP78	-0.983625
CDCA3	-0.445
WBSCR19	-0.5382
MYO1A	-2.91
PPEF1	2.274
LOC440348	-1.09925
CPEB2	1.459875
BPTF	1.14616666666667
RPL21	-0.83075
GSX2	0.199
ADPRH	1.3585
C17orf68	-0.129333333333333
KCNS1	-1.01166666666667
MLLT6	0.0674
PIWIL4	0.3325
RNF26	-0.902
RAP1B	0.246375
ADAMTS1	-2.5766
ZNF571	0.64025
P2RY6	0.375
TRIM21	1.34066666666667
CADM3	-0.31875
NLRC5	1.464
ADRA2B	0.4955
LOC90835	-1.308625
PCF11	0.01225
LOC400451	0.912
GLTSCR1	0.4104
C17orf88	-0.788
CDH16	-2.16425
FGF7	1.433
PCSK4	-0.180833333333333
NPC1L1	-0.5355
TAT	0.30575
TBCA	-0.24
MGC33407	0.53425
GPR115	-0.066125
CYGB	0.192
FNBP4	-1.58216666666667
C12orf43	-0.09125
CBL	-0.2589
CLECL1	1.90325
PPAPDC1A	1.10875
WDR25	0.783
SGCA	-0.2455
C22orf29	0.0814999999999999
YIPF1	1.561
GALK2	-0.95125
RAB3B	-3.70166666666667
LOC440087	-0.23525
UCP1	-0.7605
REEP5	1.074
FADD	0.0601
FOXA1	3.21975
CACNA1A	0.172
ABI1	1.36433333333333
GRIN2D	-0.05775
SLC1A4	0.545166666666667
LOC401127	0.17725
HINT2	-0.11925
PLD4	-0.380833333333333
ZNF286A	-0.02525
ENY2	-1.082
IL1F6	0.3215
PXDNL	2.29825
C20orf79	-0.155333333333333
TNFSF13B	3.272
DENND3	0.2535
JARID1D	-3.4725
HIST1H2AK	0.553
LOC93349	0.6787
SSH1	-0.4603
ENSA	0.10075
LOC219854	-0.541
CKAP2	-0.8662
DKFZP564J102	-0.8145
MGC87315	0.0095
HNRPAB	0.62375
AMH	-1.946
ZNF526	0.686
BRUNOL5	0.4762
CACNG3	0.04
TRPM1	-2.842
PPP2R1A	0.3985
COL2A1	-1.71725
DDN	0.000666666666666663
FLJ25770	1.5765
HK2	-0.942428571428571
ELOVL6	-1.1175
MDK	-1.56475
EPHX1	0.729
RASSF2	0.383125
DKFZP434B0335	-0.737
DLX3	0.4735
PRTN3	0.14875
AVPR1A	-0.2035
C21orf125	-2.75775
TNFAIP8	-1.823
GNB2L1	-0.13925
CALCRL	3.09625
SCGB2A2	-0.728166666666667
UBXD7	-0.2295
ZNF674	0.218
TMEM35	-0.1105
BRSK2	0.378125
HECTD3	0.612166666666667
TMEM188	-0.485583333333333
LGALS9	2.734625
SCARB2	2.57291666666667
USP34	1.31933333333333
C17orf28	2.70416666666667
ZDHHC23	-0.141
AQP12B	-0.6525
SLC16A3	-2.301125
APLP2	0.969375
ITIH2	-5.66125
MICAL3	-0.862375
TNNI3K	-0.2874
HDAC2	0.952625
PRR7	-0.4728
THBS2	-0.013625
LOC751071	-0.443166666666667
CA2	-0.304166666666667
RANBP17	1.374
RLN3	-0.1525
CRYZ	-0.0221666666666667
GBAS	0.792333333333333
TAS1R1	-0.2845
MPZL3	1.666
PCDH8	-2.29175
HSP90B1	-0.194083333333333
KCNK15	0.5
TNIP2	0.429166666666667
GPR146	0.0225
NOL6	0.465375
SPC25	-1.76555555555556
STEAP2	0.912285714285714
VAMP3	0.664166666666667
TCIRG1	-0.13075
ZP4	-0.460333333333333
PARL	0.102125
TRIM39	0.249166666666667
KIAA1305	0.73925
CRNN	0.477166666666667
GRN	0.51225
HSH2D	1.69425
SCAMP1	0.546625
KIAA1913	0.10625
PTS	0.35275
BANP	0.310785714285714
PRKACG	0.3825
ADCY6	0.150333333333333
C16orf46	0.304
CYP51A1	0.031125
DDC	-5.209
ANPEP	3.2645
PROM1	-3.60066666666667
SIGLEC10	2.822
COPG	1.366
FAM26E	1.5685
TRIP4	0.18125
SNX3	1.024
C1orf175	0.913333333333333
PPY2	0.40875
C14orf152	-0.30475
FTSJ1	0.266666666666667
DST	-1.66875
LOC554235	-0.05675
GLRX5	-0.10225
C20orf12	0.1926
CAB39	-0.0753333333333333
MSH2	-0.3135
PIP4K2C	1.352625
CYLD	1.26975
WTAP	0.6131875
MGAT4A	2.74411111111111
TSC22D4	-0.0735
CHRM2	-2.3065
PPYR1	-0.0163333333333333
CCNH	-0.931833333333333
RRM1	-1.33825
ECAT8	-3.11625
LOC400120	0.1355
GABRA4	-0.289428571428571
C14orf4	1.338
C1orf59	0.7335
CTDSPL	-1.25133333333333
NHEDC2	-0.202
PDE11A	-1.4881875
KLHL29	-2.86575
CD5	-0.8464
TSPAN9	1.8690625
WDR67	-1.5625
THUMPD1	0.7367
C18orf17	0.8725
CLYBL	-0.519666666666667
FLJ13231	-0.5955
CMBL	1.318625
LECT2	-0.4635
NKAPL	1.12933333333333
LOC654780	0.3685
OR4C6	-0.2775
RAB30	1.31983333333333
TSSK4	-0.361
TMEM163	0.135
OSBPL11	0.268416666666667
GNB5	-1.236
CCL21	0.89025
C1orf121	0.2325
FMO2	1.4065
RPTN	0.228
MSTN	0.4465
VCL	0.697785714285714
FYTTD1	0.8205
C11orf1	-1.51
CCDC88C	0.6188125
HFE	0.4015
MOGAT1	-0.788
FAM125B	0.293666666666667
IRGQ	0.8395
RAVER2	0.42425
AKAP5	-0.0525
SSSCA1	-0.535
C11orf63	-0.665
ACTG2	-0.6996
PORCN	-0.763
DTL	-0.836727272727273
TMEM151	0.37275
FAM122C	-1.3135
RSAD2	5.1184
BAT4	-1.3615
