Hybridization REF	TCGA-BH-A0DL-11A-13R-A115-07
C4orf29	-0.5655
WDFY2	-0.028
ZNF284	-0.511
NAALADL1	1.235
DUSP5	-0.00266666666666666
PXDN	0.475
SLMO1	-1.27475
TNXB	0.6928
BIRC7	-1.79
A4GALT	1.15366666666667
TIMM22	0.19725
FAM110C	-0.37375
TOMM34	-1.235875
ABHD9	0.5405
ADAM32	2.0375
CRHBP	1.96525
AQP2	0.125625
LOC130355	0.718
ZNF187	0.656666666666667
ZNF816A	0.5065
F7	-0.56275
CNOT1	-0.5144
SLC13A4	-0.8525
ZBTB11	0.1065
B3GALT5	0.1435
EXOC2	0.2875
IRS1	0.9523
TMEM1	-0.235666666666667
MRPL34	-0.322333333333333
SAMM50	-0.3335
CDC42EP3	1.36225
HSF2	-0.2485
MFN2	0.3075
TSPAN7	1.5745
NUCB1	0.601583333333333
RHOH	-1.077
ARL16	0.026
TACR1	0.156
SFRS5	-0.176666666666667
SNX25	-0.608125
RHBDF1	-0.131833333333333
PCDH18	3.9595
HMG1L1	0.46475
MYO5C	1.141125
MAPK10	1.4105
LDHAL6A	0.3095
NUDT12	0.67
NCAM1	-0.124375
GLIS2	-0.466
GGTL4	-0.646
DAPP1	0.92
ATF7	0.682375
KIAA0748	-0.05375
NFIL3	0.57
TM6SF1	1.1128
SEZ6	-0.086625
NANOS3	-0.1355
DNAJA3	-0.922
CLDN6	-3.1775
CIITA	2.7054
EPHA4	0.831583333333333
FANCC	-0.63775
CMTM3	0.223375
PSG3	-0.431
MRPL15	-0.90175
C21orf59	-0.4715
PLCXD2	-0.262
C2orf34	-0.203875
UBE2L6	1.34825
MED14	-0.460166666666667
HP1BP3	-0.4718
C6orf208	-0.0135
TPBG	0.36475
OSR2	0.40575
XPC	0.164333333333333
KLHL7	-0.553416666666667
CCR3	-0.3518
AGTPBP1	-0.148
PCSK6	-0.337133333333333
STAT5A	-0.0238
FAM18B	0.83925
LONRF2	-0.403333333333333
PTPN2	-0.0295
SF3A3	-0.320833333333333
EFCBP2	-0.38475
HCFC1	-0.755666666666667
AHNAK	1.03715
ACTR5	-0.731
KIF14	-4.02685714285714
TENC1	1.70075
HEATR5B	0.803
YIPF2	-0.057
MYEOV2	0.244333333333333
DUSP18	0.9235
KIAA1012	0.6645
AHR	1.2565
C17orf53	-2.1855
PTPRH	-2.52375
ATP6V1C1	-0.0921
TAS2R3	-0.178
LOC440356	-1.92075
COQ10B	0.43975
PSMF1	0.425916666666667
SORBS2	3.43816666666667
NFE2L2	0.95075
TMCO7	-0.08375
SH3PXD2A	-0.242
SH2D2A	-0.956
SPINK5	-1.457
MRPS24	-0.88425
OPA3	-0.5045
TRAF7	-0.350333333333333
C4orf35	-0.1995
MT1G	-0.412625
MGC39545	0.0426666666666666
HS1BP3	-0.4177
OR2B2	0.024
CHRM4	0.189
SFRP2	3.64108333333333
RIC3	2.7085
ART1	-0.0755
C6orf1	0.0135
DUS4L	-0.98775
C10orf104	0.58775
TNFAIP6	1.023
RTEL1	-1.537
CCT4	-0.388
ZNF709	0.51
CHMP6	-0.381666666666667
UPP2	0.78125
CYP19A1	-1.405875
CD151	0.1545
NDUFA13	-0.481
ARFRP1	-0.790333333333333
FAM26B	2.1225
CRYBA1	-2.0245
MRPL41	-0.702333333333333
NPFFR2	-1.23425
HRH2	-0.3165
SCAMP3	-0.776166666666667
MTMR6	0.6693
MTG1	-0.906333333333333
UBTD1	0.432
CRABP1	0.4575
FLJ33790	-0.9595
KIAA1908	-0.185
GPR158	-2.88275
PACSIN3	-0.823666666666667
OMD	3.85516666666667
CATSPER1	-1.07616666666667
HOXB8	-1.449375
FBXO46	-0.078
OAS1	0.9465
SVIL	1.5225
PHB2	-0.48475
ADCY3	0.7805
NDRG2	3.00716666666667
ERMAP	0.9774
APBA2	-1.7275
IGSF9	0.95525
WNT6	0.00992857142857149
MYCBPAP	0.79375
ATP2B2	-0.2066
CPVL	0.3982
TRAM2	-0.302916666666667
NOP5/NOP58	-0.528
ZNRF4	-0.3305
TLK1	-0.09025
MTMR12	-0.00799999999999997
ZNF384	-0.364666666666667
FAM9B	-2.8835
RPN1	0.3122
PMVK	0.38025
EIF3D	0.5056
SIX2	-0.865
HPS1	0.377142857142857
RNF7	0.3925
PSKH2	-0.2005
KCTD13	-0.752666666666667
CSMD3	-0.7008
FBF1	-0.1885
IL8	-5.15325
SERPINB13	0.326916666666667
FBXL20	-0.22675
BLR1	0.0635
SH2B1	-0.0375
RFNG	-0.449875
RAB20	0.277833333333333
RBM7	0.58575
POLR1A	-0.632833333333333
TMPRSS4	-2.70975
TAF9	-0.799
TERF2	0.337666666666667
TNFRSF1A	0.674583333333333
ACADVL	0.01
GTF2H5	0.38
EDG8	0.464
C9orf140	-2.184625
UST6	-0.102333333333333
ZBTB8OS	-0.936
ZNF710	-0.033
GPR174	-1.0075
ATP6V0A2	-0.70075
KIAA0319L	0.148
XKRX	-0.1935
DOPEY2	-0.162
SDHD	0.106666666666667
SUMF1	1.19925
OSM	0.92175
OPN3	-0.89375
DAGLB	-0.8475
PPFIBP1	0.7557
TRIM63	-1.724
C10orf53	-0.067
LYPD3	-0.0553333333333333
BCL7A	0.0675
AGER	-0.893833333333333
TCF19	-1.546875
SAT2	0.74175
PFTK1	0.529333333333333
GABRE	-0.078625
C15orf38	0.5377
FIS1	0.364
KCNV2	0.2055
CLPS	-0.2415
PPCDC	-0.654625
FOXN2	0.3715
NT5E	-1.3144
CD83	0.56
IL18	0.589125
VPS16	-0.2665
IGFBP2	-0.622666666666667
NOTCH2	0.95
SIGLEC1	3.084875
CD93	5.8915
SULF2	-0.3395
CEP164	-0.391625
P53AIP1	1.71816666666667
TOR2A	-0.422
ZNF136	0.6245
MGP	3.2783
CCDC144A	1.40516666666667
TRPC1	0.596166666666667
SMS	-1.1655
MAPK7	-0.169333333333333
RRAGC	1.228
PARD6A	-0.689666666666667
NUB1	0.339
SYNGR4	-0.9575
OR11H12	-0.5015
WIF1	3.852
GCH1	-0.0445
OR11H4	0.058
SLC44A5	0.53
GPRIN2	2.54616666666667
LOC401431	-0.0185
CPA4	-2.362
MELK	-3.63644444444444
IL15RA	1.67175
CUL3	1.205375
HMBOX1	0.719
PODXL	-0.28975
CCT6B	0.680666666666667
COMTD1	-1.34825
MUC20	1.4795
GPX2	-1.341625
ITK	-0.302285714285714
FBXL5	2.0755
C13orf27	-1.5295
DEFA5	0.442
TRHDE	0.084
MTP18	-1.55733333333333
UQCRQ	-0.7989
ITGB2	1.60141666666667
CSRP2BP	0.4035
TAS2R44	0.2415
PHPT1	-0.194375
FAM44C	-0.09725
ERH	-0.71125
MPHOSPH1	-1.70616666666667
MORC1	-0.993
PARVB	-0.66575
LAMA1	-1.56866666666667
PGBD3	0.114
GIMAP6	4.446
AREG	-2.2865
LIPT1	0.87275
MGC99813	-1.33375
C1orf201	-0.463
GRIN2A	-0.8522
MAN2C1	-1.052625
NSUN5	-1.04525
SF3B5	0.20275
MYC	-0.6645625
NRXN1	1.84208333333333
ZNF18	0.15225
SPDYA	-0.807375
SLC37A1	0.398
DECR2	-0.27675
ANKRD38	1.500375
SPTLC3	-0.42675
SUPT16H	-0.412375
DTWD2	0.60325
ULBP1	-1.8295
ZADH1	-0.307833333333333
OIP5	-4.399
IL10RB	0.287333333333333
OTUB2	-0.238625
VWA3A	-0.2335
SPIC	0.282333333333333
OR6C4	-0.195
PSCD4	1.76533333333333
DPY19L2P2	-1.263
TRAPPC6A	0.164833333333333
C21orf2	-0.1035
CEMP1	-0.02925
LIN7B	-0.1705
E2F7	-3.6215
VCP	-0.318
LAMA3	2.86758333333333
BGN	0.21875
GPR160	0.0856666666666667
COCH	-3.80333333333333
GPR81	2.07283333333333
APOBEC3F	0.05125
tcag7.1017	-0.971
C1orf32	0.0435
SCGB1D2	5.30075
FLJ43987	-0.007
C6orf170	0.204
KLK9	0.1
GPD1L	0.76125
VPS37B	0.106
ATG3	0.0705
ADAMTS17	-0.162
KLHDC2	0.424333333333333
NDUFV2	-0.54025
BLK	-2.4075
MATN4	0.121
GPM6A	1.68925
GBP4	3.81716666666667
TMEM162	0.17
PKP2	0.5915
HRASLS	-0.106888888888889
MMP1	-4.9985
SFXN3	-0.0471
FSD1	-2.3405
ST6GALNAC3	-0.112
CA12	1.1414
NCOA6	0.3405
C19orf58	-0.6542
PPP4R1	-0.165333333333333
MAN1A2	0.257666666666667
IKBKAP	-1.17825
UPF1	-0.173666666666667
KIAA1219	0.4225
WNT16	0.597666666666667
SNW1	0.12175
IL18RAP	3.4495
RPP30	-0.354
CDC40	0.169928571428571
SETD3	0.3875
SLAMF6	0.38525
ELK4	-0.9945
TRIM47	0.258166666666667
ACOX3	0.989125
TRIM6	1.31075
KIAA0372	0.280666666666667
TP53AP1	0.38775
SMURF2	-0.1755
ADAD1	-0.237
EBP	-1.8773
KRTAP13-2	0.061
FLJ36874	-0.4255
TOR1A	-0.360166666666667
P2RY4	-0.5365
GPBP1	0.3895
TRPV1	0.066875
ADAMTS12	0.896166666666667
PES1	-0.6123
ATG4A	0.493
MAGEA10	-4.2425
WFS1	0.887
CC2D1B	-0.552
PABPN1	-0.433125
SLC25A30	0.62975
SLCO1C1	2.05016666666667
SLC22A5	0.815
KIF23	-3.81016666666667
SYN2	0.969166666666667
ASPN	7.10333333333333
CENTG2	0.09625
QSOX2	-1.6435
FLJ10815	0.0453333333333333
STK24	-0.1626875
SPEG	0.8311
STK10	0.138333333333333
DACT2	1.91
AAAS	-0.86
SSX3	-1.6755
ABCD3	0.4092
C4orf12	1.19425
PARVG	0.620666666666667
FIG4	0.73
C9orf46	0.91275
TMCO6	-0.4005
IGHMBP2	-0.7865
DUS2L	-0.938333333333333
FAM3C	0.4501875
TMEM16D	-0.533625
DCTN4	0.53875
KCNH3	0.092
EIF2AK2	0.438
AP1S3	-0.485625
CST4	0.4865
PAM	1.2180625
NUTF2	-0.71975
CITED2	1.335
SLC39A4	-1.3755
C2orf52	-0.997
GRM3	-0.22175
C12orf49	-0.125125
CCDC49	0.0834
GRAMD1B	-1.593375
FNDC4	1.70275
SIAH2	-0.888125
GDPD4	-0.00275
C21orf87	-0.159
ATP5A1	-0.0595
C16orf63	-0.594125
LOC388135	-0.258833333333333
ATP5J2	-0.742125
MMP3	-2.04475
EMID2	-0.07125
CRHR1	-0.02775
WDR70	-0.0075
C13orf31	2.05525
ZFAND1	0.844
CCL18	4.622
C3orf49	0.0905
RINT1	-1.2395
KIAA0408	0.520333333333333
F13A1	5.1765
SLC10A1	0.495666666666667
OGN	5.2085
GIPC2	1.34283333333333
XPO6	-1.22183333333333
LCE1A	0.1495
FMR1	0.3281
LOC374920	0.61975
DUSP3	0.117875
ANKMY1	-0.95425
C7orf50	-1.00675
BBS9	-0.3443
UNC119B	0.315
C9orf72	0.59775
MGC35440	-0.9365
ENTPD6	-0.774125
PPP1R2P9	0.539
ERCC4	-0.50025
FAHD2B	-0.0245
HMHA1	-0.284
HACL1	-0.43675
RAD23A	-0.681833333333333
FAM83B	-0.51225
PPP5C	-1.18866666666667
RNASEH2C	-0.179375
C9orf153	-0.247
SCAMP4	0.188125
GHITM	0.095
NDUFB7	-0.011625
ADCYAP1	1.1745
SP110	1.75133333333333
MAP3K7IP2	0.999
DHH	-0.4455
AGRN	0.051
WDR33	0.525
CEP290	0.822833333333333
PRPS1L1	-2.09116666666667
KLRA1	0.134
GPR97	-0.3875
CHD7	-0.511333333333333
TLR10	2.397
SLC30A8	-1.5495
HIC1	1.5055
IAPP	-0.6915
RXFP4	-0.33
GP1BB	-1.64925
SHQ1	-0.1855
NKX2-3	-0.192166666666667
API5	-0.063
FTHP1	0.6995
MOV10L1	0.592166666666667
TRIM6-TRIM34	2.35716666666667
ADHFE1	2.30675
FAM117A	0.25975
DDI1	0.118333333333333
CDON	0.440833333333333
TRIM73	-0.4265
IGKC	4.219
MMP14	-0.771416666666667
DYNC1LI1	-0.462375
C11orf66	0.567
TRBV3-1	-0.6525
FASTKD5	-0.1285
BIVM	-0.597
LHX4	-0.39475
CXCL2	3.3708
RAB2B	-0.0883333333333333
IZUMO1	-0.67425
MAP3K15	-1.484875
FAM19A2	0.869
ZC3H8	-0.48
ZMAT1	2.637625
SPINK5L3	-4.1245
SLC10A6	0.686
APPL2	0.685375
CARD10	-0.0761666666666667
LOC402176	0.235875
EEF1D	0.5239
RAB6A	0.2666
C12orf5	-0.450375
PAPOLG	0.4265
MSRB2	0.724
BCR	0.403666666666667
PUS3	0.43775
TIAM2	1.12325
ZNF317	-0.0611666666666667
CHD2	0.0863571428571429
FZD5	-1.22322727272727
NUDT8	-1.4385
ZNF763	0.835
PRC1	-3.27611111111111
ABCB9	-0.216666666666667
SPATA3	-0.20325
TRAK2	0.946
STAB1	2.559875
LRRTM2	1.901
psiTPTE22	-1.28975
DBI	0.673
SERPINA11	-2.09975
NAT5	-0.406
C20orf58	-2.11025
RPS6KA4	-0.0498333333333333
FLJ90650	3.4415
TGFBRAP1	-0.0285
CHRDL2	1.1525
FAHD2A	-0.358166666666667
CNTN1	0.9295
BBS4	-0.0126
TMEM181	0.4385
MINPP1	-0.12175
MPHOSPH6	-0.721083333333333
HOXC10	-0.0162
ITPKB	0.185375
CLPTM1L	-0.612125
MEOX2	3.35566666666667
ATP6V0C	-0.29875
PRPF8	-0.5835
TMC5	1.68925
FKBP3	-0.92175
PLEKHB2	-0.765125
OR4D6	-0.078
ZNF544	-0.7377
D2HGDH	-0.549
RPL18A	-0.5431
HEL308	0.216
MPP6	-1.6475
TCERG1	-0.78075
KRT16	0.674166666666667
KLF17	-1.29475
KLF5	1.488375
CDR1	3.28125
VCX3A	-3.086
FBLN2	2.588375
C14orf104	-0.01425
HBE1	-3.8799
OR4S2	-0.178
C1orf108	-0.552666666666667
ROBO4	3.811
CPEB4	0.768625
C11orf80	-0.793166666666667
BCKDHA	0.0485
MYOC	4.00675
GIF	-0.105
CKMT1A	-0.1205
RPL3	0.9517
THBS1	1.035
APOO	-1.70475
ARMCX1	2.14375
HSZFP36	0.78325
SNAPC5	-0.047
EIF4ENIF1	0.731
ZNF433	0.28025
TNFRSF21	0.29825
TMPRSS7	-0.1645
SPATA18	1.8909
HPDL	-2.735
MKL2	1.8225
TBX3	0.935153846153846
C21orf93	-0.318666666666667
DAXX	-0.39925
ELMO1	1.007875
RGS13	2.74316666666667
TAF11	-0.5905
UNC13A	-2.56925
LOC653314	-0.3498
ORC3L	-0.18475
IMAA	-1.671
TARBP2	-1.0635
CABIN1	-0.1577
TRIOBP	0.1298125
HIST1H2AC	-0.143125
RGS22	-0.770333333333333
NCOA1	1.62966666666667
IL25	1.43
SNCG	3.0255
GPR6	-0.131
AMDHD1	-1.15
CHEK2	-1.10975
C6orf142	0.87375
DRD4	-0.89475
C14orf68	-1.948
GDF11	-2.29875
SEMG2	0.1
CD247	0.08025
CDAN1	-0.81475
RBMX2	0.119666666666667
TGS1	-0.14475
OIT3	0.24025
SYF2	0.8095
MCM4	-2.904625
PKHD1L1	1.830125
CEP192	-0.7885
IFT88	1.0245
RPL9	0.549714285714286
RAB32	0.125875
DDX43	-0.626
P2RX2	0.0596666666666667
OR5D18	0.545
UBE1	-0.421833333333333
SLC24A1	0.818125
ARHGAP5	0.80375
CETP	0.03025
KIAA1731	-0.297833333333333
SLC9A4	-0.1745
PTPN6	0.59925
BAHD1	0.14575
GRIK3	0.0475
CACNB2	0.184
PDE10A	-0.64725
DGCR14	-0.397
PCDHB9	0.535333333333333
RHOQ	1.317
MAP3K4	0.22925
KTI12	-0.327333333333333
RPL23AP13	1.4945
GNG11	2.00475
CLCN3	1.14616666666667
GPAM	2.661375
VSTM2A	0.2015
SLAMF7	2.81466666666667
INTS2	-1.047
PPP2CA	-0.2505
LRP12	0.0985333333333333
SEC14L2	1.61055555555556
DKFZP586H2123	4.1715
MC3R	-0.4555
CIRH1A	-1.16083333333333
HIST1H2AB	-1.069
POLH	-0.486875
MGC16703	-1.78566666666667
SNAPC2	-0.2265
FILIP1L	1.63225
RASGRP4	0.3015
LRRC1	1.1235
GAS1	3.01275
PRAC	-0.614
DGKA	0.0923333333333333
NT5C3	-0.76625
PEG3	-2.0575
NADK	-1.1545
PRR17	-1.792
LOC374569	0.4405
SGSH	0.228666666666667
NLRP8	0.469
GALT	0.2219
MCF2	-1.525
ZNF263	-0.13175
TACSTD1	0.574333333333333
TYR	-5.75
ATP6AP2	0.48125
RNUXA	0.0705
ABHD10	0.2759
GDPD2	-1.80975
SLC35C1	0.258
UBE2A	0.004125
HERC5	0.151666666666667
FAM112B	-4.12933333333333
FBXL16	-0.73225
DKFZP434A0131	-0.20075
ELA3A	-2.339
RBM41	-0.83475
HAO2	0.45875
RNH1	0.119
SHANK2	1.471
OSBP2	-1.72275
DAK	-1.04433333333333
C3orf58	1.29875
TCL1B	-0.263
KBTBD2	-0.144625
SUGT1L1	0.94925
UBE2E2	1.169
MYL9	3.06475
CDC23	-0.817666666666667
PBXIP1	1.2437
CXorf40B	0.0045
NBL1	1.2555
RTBDN	-0.5545
RAB11FIP5	0.22
TTTY13	-0.57
SCOTIN	-0.0225833333333333
SOHLH1	-1.10866666666667
CDKN1A	-0.00321428571428574
NCK1	0.94275
ZNF550	0.21475
SAPS3	-0.2405
SPIN3	0.563666666666667
MAGEE2	0.5855
MIS12	-0.293333333333333
OR8H2	-0.0415
KIAA0774	-0.0898333333333333
UNC5D	-2.802
CUL7	-0.7135
LIPC	-2.3575
DIO1	-1.32525
C20orf11	0.0518
CTRL	-0.80375
HS3ST2	2.47425
PAK4	0.108666666666667
CCRL1	5.20575
RNF10	-0.095125
ZNF567	0.351
ZNF660	0.7405
TCEAL3	1.117
MAGOH	0.148333333333333
CENPB	-0.596833333333333
C19orf7	0.506
LOC388965	0.31225
ZCCHC13	1.4985
JMJD1A	-0.6524
HIST1H4H	-1.896
TBRG1	0.224
GPC3	-0.993625
TAF1C	-0.7775
EBNA1BP2	-0.789833333333333
CIAPIN1	-0.526
PDGFRA	0.967166666666667
CSTB	-0.447
CENPI	-3.136
GTF2E2	-0.449166666666667
RPP21	-0.82075
CCNF	-2.19866666666667
KCNQ3	0.204
FAM79A	1.4995
SLC22A12	-0.2925
NOVA1	1.0915
FZD3	0.9408
AKAP8	-0.99125
SOCS5	1.466
CFDP1	0.044
DLG5	0.303
PGM5	1.865
C1orf144	0.197
HDAC10	-1.16
RND2	-0.75075
C20orf199	-0.806
RNMT	-0.667875
SLURP1	0.338125
ASTN1	0.124
SH3BGR	1.9225
MYCL1	-1.109875
ZHX1	0.875333333333333
CENPK	-4.0165
FOSB	1.8018
LOC643406	0.375375
C2orf59	-1.21725
TMEM135	-0.07575
SLC27A2	-3.679
KRT33A	2.0025
OVOL1	-0.047375
PAMCI	-0.448333333333333
S100A7	3.2515
ZNF789	-0.5355
HARS2	0.05125
RPL23A	-0.7905
TCF23	-0.368
UPF3B	-0.4865
C17orf78	-0.343
HLA-DOB	1.5175
C14orf142	0.0725
TEKT5	0.2215
DMWD	-0.1455
POLD1	-1.888
GSCL	-0.253
CALD1	2.069
SCRT1	-0.779166666666667
AIG1	1.52375
UNC84B	0.356
ZNF404	0.458
TMED6	-2.3
KIAA1462	0.3315
LRRC27	1.224
PYGO1	0.0105
PIGU	-0.9835
ALAS2	-3.05383333333333
WRNIP1	-0.017125
CNNM3	-0.509
ZNF2	0.243
ST3GAL5	0.274916666666667
MRPL23	-0.506
TSSK6	-0.669
PSMA6	-0.75225
C16orf70	-0.643
KIAA1602	-0.1285
ALMS1	-0.193833333333333
DCN	4.492375
TMEM132D	-1.39125
SUCLG2	0.6315
ABHD14A	0.18825
DEXI	0.108166666666667
AMPD2	-1.16133333333333
IFNAR2	0.296166666666667
CYB5A	1.9116
TLOC1	1.19685
NXF5	-1.12883333333333
NRBF2	0.383875
KCTD3	0.526
ITGAE	-0.755
SLC30A3	-1.7615
ZRF1	-1.0515
IFRD2	-0.53375
XAB1	-0.13975
PYCR2	-0.4535
SERPINB3	-2.194
TMLHE	0.1438
GEFT	-0.47925
ABCA5	1.14175
EMR4	0.336
TSFM	-0.321
HIST3H2BB	-1.62475
ARHGEF19	-0.12325
TSPAN17	-0.755166666666667
ABCC8	2.93175
MAP1S	-0.318333333333333
C22orf36	0.4015
BNC2	0.734785714285714
HIST1H4A	-1.15725
NDUFS3	-0.491
WDR3	-0.842166666666667
XKR4	0.8265
TTC33	0.324285714285714
STMN2	2.2545
CPN2	-0.158833333333333
HSPC105	0.963625
PCOLCE2	1.43925
C3orf55	2.717
KLHDC9	0.978666666666667
TBC1D23	0.3355
ATXN2L	-1.01325
MAP2K3	-0.0744166666666666
SCAP	-0.08375
ZNF486	0.351166666666667
C20orf96	-0.35075
NARS	-0.36075
ADAMTSL1	-0.437
PRCC	-0.0795
CCDC126	1.54583333333333
ZNF675	0.375
CALCOCO1	1.36475
ANKRD43	1.89475
CWF19L2	0.531833333333333
ZBTB32	0.9955
BRAF	-0.16025
ODF4	0.05675
MGC14376	1.69133333333333
HORMAD1	-2.67516666666667
AAK1	0.0123333333333333
PEBP1	0.701666666666667
TNFSF5IP1	0.389833333333333
DKFZp564N2472	0.316
RMND1	-0.033875
IGKV1-5	4.14625
COL1A2	2.03975
SERPINA5	-1.174875
AANAT	0.0005
C19orf21	-2.09083333333333
GEMIN5	-0.46975
UBR4	-0.578
LTBP3	0.517833333333333
AMHR2	-2.10733333333333
PROCR	0.13725
MYBBP1A	-0.926
C20orf39	-1.512
ZNF697	-0.572125
PASK	-1.3236
ZNF776	0.333833333333333
RFXDC2	-0.326875
KIAA0467	0.55425
C10orf96	-2.412
ZNF503	0.90075
GULP1	0.683166666666667
KCNE4	0.092
DKFZp434K191	-0.6435
LOC196913	0.1525
BHLHB4	-1.1595
CH25H	0.83225
LOC81691	-1.7645
ALPL	1.73035714285714
COL12A1	1.209875
FOLR3	-0.844166666666667
GPR123	0.058375
TRIM62	-0.243642857142857
ABLIM1	1.80933333333333
MAST3	-0.17825
RHBDD1	0.395833333333333
LOC338809	-0.066
RYBP	0.01
TTC26	-1.165875
ZNF22	1.04383333333333
ISCA2	-0.40925
RDM1	-2.97275
PIGM	0.18725
GNB3	-1.4925
ACTR2	0.1107
HMGB1	0.45925
EDG1	4.75633333333333
SOAT2	-3.05275
OR10AD1	0.317
RAP1GDS1	0.374833333333333
LCE1F	0.269
ESM1	-2.513375
RCN3	1.1475
CREBL1	-0.557
DBNL	-0.603333333333333
PTGER3	3.04375
USP30	-0.290833333333333
BCL2L12	-1.30783333333333
KIF26B	0.757666666666667
ZNF416	0.203
ZNF225	0.347
C17orf70	-1.0395
ZNF554	0.63375
RAE1	-1.26516666666667
TNIK	0.502166666666667
ACTN3	0.7135
MGC45922	-0.9615
CCNA1	0.0225
RYK	1.093
IL26	0.4245
LRP3	-0.265333333333333
QARS	-0.08025
SOX7	1.68842857142857
BID	-0.612125
OR2S2	0.0785
CXCL14	4.22875
C11orf47	-0.4095
MGC29891	0.0643333333333333
HSPB8	1.5976
PRDM14	-1.918
NUFIP2	-0.156
MNAT1	-0.180375
ZDHHC2	0.23425
MBNL2	1.557875
ADD3	1.267375
CSNK2A1P	-0.62875
KLK6	1.54983333333333
TMEM111	0.2252
KIAA1279	0.71975
NUBP2	-0.888833333333333
RAB42	-1.2395
ID3	-0.6703
TM9SF1	-0.0915
MDP-1	-0.4855
POU4F2	0.18525
IQCK	1.0065
C16orf14	-1.621
CAPN3	-0.668
FAM43B	-0.332875
RECQL	-0.46475
AP1G1	-0.0483571428571428
CTNNBL1	-0.443166666666667
ECHDC1	0.509166666666667
SMARCC1	-0.5071
FOXQ1	-1.95
GNAI3	-0.0345
POLG2	-1.395
CD4	1.185875
ITLN1	0.53875
EBI2	3.93475
IRF1	1.00875
PTPRE	2.3327
PTK2B	-0.21775
NXNL2	-0.7725
SOX4	0.3095
TSPAN3	0.687333333333333
SH2D1A	-1.508
C8orf58	-0.199
USP20	-0.96875
DUSP22	0.122333333333333
CALB1	-2.77016666666667
L3MBTL2	0.701916666666667
MCRS1	-0.514
TMEM118	-1.929
C18orf8	0.2405
FLJ10241	-0.2135
GJA12	1.1895
PKD1	-0.546
ZFP3	0.7625
JAM3	0.265375
LAPTM4A	1.3411
DIRC2	0.1035
KIAA2022	0.384
MYOM1	2.353
TRPM8	-2.58383333333333
MOP-1	-0.019
PHKG2	-1.024625
ZNF650	0.6325
KIAA1522	0.64675
PSG8	-2.4165
DDX19B	-0.0305
MOBKL1B	-0.23875
DIAPH2	0.788833333333333
PTPN12	0.417
CLN8	0.0328
CRYZL1	0.339166666666667
CRY2	0.899166666666667
FCGR2B	3.96066666666667
PNPLA4	1.33325
ZNF454	1.7225
DKFZp434B1231	0.6695
CLDN11	2.0087
RFWD2	0.272
CIB2	0.0105
MXRA8	3.2585
HRK	-1.393
MAML2	1.2885
C4orf31	0.94725
C6orf192	0.79875
COG6	0.45775
FAM5B	1.837
NFATC1	0.8868
SEPT10	0.39725
SCYL1	-0.546
RPP40	-0.81475
SCOC	0.8463
KIAA1450	1.05325
CTDSPL2	-0.4585
TBX5	2.81416666666667
NAPG	-0.695375
RHD	-4.30775
C14orf45	1.48916666666667
ZBTB22	1.0525
PLCG1	-1.2615
ANKRD10	-0.0545
AQP7P2	3.5435
TAGLN2	-0.130666666666667
HTR2C	-1.33733333333333
SLC16A7	2.02433333333333
C17orf83	-0.00999999999999999
TSGA14	-0.683333333333333
MDH1	0.05825
PPP3R2	0.123
DCBLD2	-1.50528571428571
RBM33	-1.014625
DPH3	-1.84
SYT10	-1.439
FMO4	2.2745
THYN1	0.3215
DRD5	-1.3195
OTOR	0.382857142857143
PGRMC2	0.5724
KATNAL1	0.3265
PAQR6	-1.914
UBE2I	-0.706
C14orf28	0.8985
C8orf70	1.82625
FLYWCH1	-0.68325
ANGPTL3	-1.3035
GLRX2	-0.794833333333333
ATP11A	-0.821285714285714
ARL5B	-0.728625
MUC16	-1.083
SLC25A5	-1.01085714285714
ACRC	0.33525
MYO1C	0.2005
FAM89B	0.386833333333333
FAS	1.759625
KIFAP3	0.967
GLRA2	1.096
BTN3A2	1.0781
CNKSR3	0.40425
CSTF3	-1.37866666666667
ARPM1	0.56325
KIAA1530	-1.269
C9orf150	1.62866666666667
PRKCI	0.09275
tcag7.1015	-1.25025
SOD3	1.68175
ZNF574	-0.08675
CYP21A2	1.372
RPL12	0.667
COMMD2	-0.48025
WIZ	-0.336
LOC344405	-1.02325
ALDH4A1	-0.172764705882353
CRYAB	3.95175
COPA	0.1139
PCDHGA7	-0.0455
KIF11	-2.21383333333333
RASD2	0.74975
SLC26A3	1.3925
ZNF175	0.273
JAKMIP2	-2.4875
C8orf4	1.76066666666667
PTHLH	1.541
SLC40A1	3.63016666666667
OR7D4	-0.147333333333333
PCDHB17	0.459
CD36	5.91721428571429
C6orf203	1.0626
PRKG2	-1.015
LOC400566	0.56175
ANAPC13	0.14425
SLCO3A1	0.19875
ZNF692	-1.3985
FANCL	-0.73
SH3GLB1	0.9505
C12orf61	0.236
KBTBD6	1.0395
SUPT5H	0.09675
XRCC6	-0.1837
HUS1B	-1.5824
FAM133B	0.344071428571429
LOC728276	0.0135
KCTD18	1.11675
SOS2	1.25733333333333
CCDC99	-1.79225
C1QTNF5	3.1285
NNAT	3.42383333333333
USP16	0.41525
LARS	-0.582375
ZBTB2	0.0685
ABO	0.335833333333333
TRAF3	-0.4335
GALNT5	-2.7305
NAP5	0.96475
ALG14	0.517
KIAA0515	-0.307230769230769
WDR75	-0.5235
TEX261	-0.04825
LY86	0.739
LOC389072	0.586
FLJ13611	-0.061
MRGPRX2	0.0205
SNRPA	-0.896
OR2G2	0.057
GPRASP2	1.981
C7orf42	0.3381
