Hybridization REF	TCGA-BH-A0WA-01A-11R-A109-07
ACAA2	-0.269625
GLCE	1.4705
GPR18	2.51325
HIST1H2AG	0.4784
PIGK	0.004625
C16orf67	-0.447
DAG1	1.147125
OR4D2	0.231
C21orf81	-4.53875
PLOD2	1.40966666666667
TTC27	-0.427
TSPAN2	2.87716666666667
PI3	1.50625
ZFAND6	0.4175
C6orf57	0.43375
NUF2	-1.55475
ARID2	-0.73775
RCC1	0.4255
CD86	2.176
FAM91A1	0.835
CALM2	1.4075
GYG2	-0.965
PARS2	0.704
INTS12	-0.214
CTSF	1.846875
BNIPL	2.15425
GNA13	-0.320875
HUNK	-0.18825
ZBTB4	0.53225
B4GALT4	1.04325
CHD1L	-1.682125
MSTO1	0.046
FUT8	-1.30007692307692
AGA	-0.12375
TRMT11	-0.0868333333333333
WWP1	0.232666666666667
B9D2	0.204166666666667
STAT1	2.033
PTTG1	-1.166
TMEM62	-0.08
SSBP2	-1.274
MRFAP1	0.404583333333333
NME4	-0.967375
LOC55565	0.222166666666667
DLL4	2.321
MYOCD	0.171833333333333
HTR3D	-0.3975
C9orf156	0.94675
CHMP4C	3.26716666666667
PROCA1	-1.5565
GCDH	-0.47025
APOF	-3.303
WEE1	0.335666666666667
SSR4	-0.42675
RGS1	5.99375
ACCN4	-1.778
FLJ20489	-0.819
ZNF215	-2.626
AGPAT6	0.10675
PDE7B	-0.678
BBX	0.068
MS4A3	-4.46183333333333
OR4A16	0.7345
EFEMP1	2.99425
TULP2	-0.358666666666667
RERE	0.559875
BNC1	-0.35625
PIGB	-0.884
COMMD8	-0.05325
TRIP11	0.187166666666667
FLJ40142	-0.4555
PCDHB6	0.6
FKBP8	-0.0631666666666667
FLJ12716	-0.3916
POT1	-0.628666666666667
KIAA1109	0.170142857142857
PTPRC	0.70425
UNQ9391	-0.323
CCT7	-0.763166666666667
EEF1A2	-3.73625
MIPEP	-0.7705
ZFX	-0.2153
UCHL3	0.889625
LOC388419	0.313
GSG1L	-0.341
RAB24	-1.0765
SLA2	0.083
SDS	2.447
LYPLA3	-0.071
CASQ1	0.24975
SLC25A40	-1.1795
IRAK1BP1	0.14375
ACOT6	0.20475
COL9A3	2.24975
ASB11	-0.466
C2orf18	0.6455
FOXD2	0.42575
C6orf211	-1.7295
OR8G1	-0.436833333333333
MDGA1	1.1625
ADARB1	0.1825
GGT1	0.3275
WNT1	0.5196
DBP	-0.09175
COL5A3	1.98725
RHOD	0.62875
COL4A2	2.66675
LOC201164	-0.2545
HEBP1	-0.28175
LUM	1.98091666666667
ZCCHC6	0.555
PAGE1	-3.74816666666667
DTX2	0.259
SLC7A13	0.238
H3F3A	1.02092857142857
RABIF	0.67375
D4S234E	2.19933333333333
DYRK3	0.124333333333333
PFAS	-2.05516666666667
ALOXE3	-0.0298333333333333
RPLP0	-0.364357142857143
RBM34	-0.012
C12orf28	-0.3415
U2AF2	-0.351833333333333
MKNK2	-1.251875
SEC16A	0.602916666666667
ZNF44	-0.4189
YWHAG	0.62475
IGF2BP2	-0.820166666666667
OR1D5	0.479
SIX6	-3.05625
CCR6	-0.43375
PALM	-1.48525
PUM2	0.701
SPRYD5	-1.643
ALG10B	1.231625
ZNF365	-0.0945
PHC1	-2.24325
KIAA0913	0.241
ARX	0.3955
PPP3CB	0.158166666666667
IRX6	0.5024
ANGPTL4	1.4212
LSM14B	1.1761
PCDHGB7	0.191
INSM1	-0.737
WBP2NL	0.0665
ZNF493	-0.6548125
NGEF	0.632
RNASE13	-0.0265
SPPL2A	-0.242666666666667
SFXN1	-1.326875
FAM102A	0.555375
SAPS2	-0.720166666666667
JTV1	-0.5395
OR51B4	-1.2755
SCGB1A1	0.0395
NEUROD2	0.243571428571429
tAKR	-0.26975
C1orf26	0.39175
RICH2	-0.84725
TEDDM1	0.3045
CYP2S1	-0.8865
TBCE	-0.665833333333333
MAPK1	0.380875
HDHD1A	-1.5685
MRM1	-0.84925
ATP9A	-0.0625
HSD17B3	-0.378
HN1L	0.0386666666666667
RNF216	-0.286875
HOXD12	-1.364
PPP1R14B	0.454125
SBF1	-0.49275
TAS2R42	-0.622
USP46	-0.481166666666667
LILRB3	2.43583333333333
SPI1	1.37425
OXSM	-0.4045
GYS2	0.417833333333333
NUPL2	-0.56925
C8orf46	2.131375
SF3A1	0.46765
C21orf99	-0.1035
HOXB4	0.1093
YRDC	-0.2735
GPRC5D	0.671
BLVRA	-1.227125
KIF12	0.851
LRRC23	0.1275
FAM14A	-0.169666666666667
RASL12	2.50125
DAZAP2	0.36775
IKBKB	0.0368571428571429
ZNF271	1.02133333333333
BOK	0.456
CXorf6	0.04275
MYEOV	-0.60875
BTN2A2	-0.1743
FRG1	-0.601
HSP90AB6P	0.543
ENOX1	-0.584833333333333
ZNF706	0.726
DOK1	0.0209
PGAP1	-0.98125
TMEM136	-0.5045
FSCN1	0.75475
KIF17	-0.1745
TRIM66	0.915
CBR3	1.2835
C13orf24	0.0373333333333333
C19orf52	0.1705
BNIP1	0.35875
AQP3	0.96875
KRT6C	2.77066666666667
SIRPA	2.27316666666667
IGFBP6	-1.34766666666667
PLEKHK1	-0.074375
RNASE7	-0.143
ARHGEF15	0.526
NPHS2	0.2225
SRD5A1	1.3275
REXO4	-0.92875
EEF1DP3	-0.2635
SLC37A2	-0.418
ZNF142	0.69875
ANKHD1	-0.873
MUT	0.708
VPS37A	-0.767
GPRIN1	-0.1525
SLC38A3	-0.289375
BAZ2B	0.8585
WDR87	-0.3545
BRD7	-0.2385
POU6F2	-0.6145
NISCH	0.851875
TCEB1	0.55825
LINGO2	-2.86125
TAX1BP3	-0.0085
RPL34	-0.609944444444444
MARK2	0.952333333333333
AKAP12	-2.5266
AMBN	0.183
SLC25A27	-0.324
FLJ21865	-0.293125
KIR2DS2	0.311666666666667
WDR77	-0.2165
ATF2	0.233416666666667
ITFG3	-0.0766666666666667
SLC39A13	0.986
ARL6IP5	1.882375
C10orf137	-0.1465
QTRT1	-1.48816666666667
CCNT1	-0.07525
DYNLL1	0.7319
WDR53	0.64275
LIPG	-0.225666666666667
ASAH3	0.184
HELB	-0.38725
PHACTR2	-0.01275
VENTX	-0.5705
LAD1	1.712
PAOX	0.98375
MAPK8	-0.2375
CCDC38	0.1345
DNAJC8	-0.0328
RBBP8	0.354
WNT11	1.8826
KCNJ12	-0.9245
HDAC8	-0.143333333333333
STARD4	-2.0255
ACVR1	1.49383333333333
C14orf65	-0.719166666666667
KLB	-1.5185
C1orf65	0.26925
ZFYVE28	-0.44025
NSUN6	-0.19275
KIF27	0.315833333333333
SYTL2	-2.3965
UBXD2	0.5986
OR6T1	0.319
CCDC91	2.28728571428571
GRID2	0.2155
CALN1	-0.966375
ZNF423	-1.0095
PSMB4	-0.5885
XPNPEP3	-0.23
ARPP-21	-2.6359
SART1	-0.31075
RACGAP1P	-1.5085
SPTA1	-4.70025
C6orf113	-0.318666666666667
C7orf16	-2.52625
CHST7	-0.895
C21orf29	-0.702333333333333
SEMA6D	-1.146
PCMTD1	3.210875
KIAA1754	-0.5045
MYCN	-0.7806875
KCNJ3	-1.14175
MAPK13	2.6406
ERO1LB	-1.0645
NTF3	-1.32533333333333
NKX6-2	-0.18
GTF2B	-0.04775
GSPT1	-0.116666666666667
GUSB	-0.554666666666667
LOC221091	-2.2925
LIG1	-1.155
EXTL3	-0.107666666666667
NID2	-1.00925
TTC29	-0.6885
TMEM97	-1.141375
EXTL2	-0.0256666666666667
SUZ12	-0.1485
IL1F8	0.3375
KRT18	-1.78418181818182
MRPS16	-0.826416666666667
PI4K2B	0.41275
LACRT	0.3255
OR51F2	0.5825
JMJD2C	-0.84125
KGFLP1	2.05825
CDK5RAP3	-0.8401
YTHDF2	0.969
GGCX	1.3055
ARPC4	0.45725
EGLN2	0.3565
KBTBD4	0.318214285714286
ROBO3	-0.4466
DEFB118	0.117
KIAA1543	0.94875
RTCD1	-0.284
MZF1	-0.829
C18orf26	0.5105
CNIH4	-0.0553333333333333
ZFP2	0.5325
HTATSF1	0.8585
WFDC2	1.20425
NDUFA7	-0.476
TTC22	0.7075
FAM40B	-3.283375
DCPS	-0.3545
SH2D1B	-1.0385
MRGPRE	0.441
SBK1	1.329
UNQ6411	0.282
OSBPL9	-0.41675
NUP107	-1.17825
MYOZ3	-0.4121
PDE4B	0.628083333333333
FAM113A	-0.076
IDH3G	-0.179666666666667
FBXL7	0.568
ARFGAP3	0.58225
MAPRE2	0.293538461538462
IL1RN	0.7103
KIF13A	-0.417
RAC3	0.017
TCTE1	-0.672
TMEM14B	0.3845
ADIPOR1	0.109666666666667
GRINA	0.4985
CLIP4	0.602
LRIT2	0.4255
TFPI	-2.92042857142857
FABP6	1.74225
SLITRK2	-0.6277
HKR1	0.05
SMTN	0.62425
C1orf75	0.41275
CD209	0.08875
CYB5R2	2.6775
DNTTIP2	-0.252666666666667
CSGlcA-T	0.665125
GABRB3	-3.393
PCBD1	-0.333833333333333
TAF3	0.231416666666667
HOXD3	-1.17483333333333
GIPC3	-0.361
P11	0.0234
BFSP1	0.32175
LCP2	0.6535
TAS2R8	0.426
SEZ6L	-1.294375
NR2C1	-0.763
EXDL2	0.9617
TNFRSF13B	-2.26016666666667
MKI67	-0.79575
GLS	0.0740833333333333
C7orf54	-0.6159
LGALS13	0.441166666666667
IL4R	-0.0145
SEC11A	0.33
SPP2	0.291833333333333
C18orf32	0.321
CLSPN	-0.830333333333333
SPAG1	0.1625
C9orf82	-0.1415
TM4SF1	1.86233333333333
EMILIN2	2.09925
SMG7	0.054
TAS2R13	0.6605
ZNF628	0.2135
DZIP1L	0.05
ANKRD13A	0.0509
VASP	1.379375
ZCCHC11	-0.994125
SYPL1	-0.10275
MGC34774	0.4225
C4orf28	-0.292125
KIAA1211	0.0430833333333333
RPS27L	-0.77025
TATDN3	-0.85575
PDCD1	0.44225
OR5P2	0.2965
IFIT1L	0.602
MIPOL1	-0.783
OR51D1	0.33425
C1orf92	-0.611
LAMP2	1.2045
CAT	0.435833333333333
C16orf80	0.04075
C15orf32	0.881
ZNF746	-0.212
C1orf76	-2.563
ATXN1	0.4385
LAMC2	3.864375
SLC2A7	0.3535
CPOX	-2.1
APH1B	1.036
LOC442245	-0.611
CTNND1	0.962722222222222
GABRG2	-1.082625
MADCAM1	-0.214
F5	-1.363625
SEMA4F	0.241666666666667
NUDCD3	0.469625
PDZD11	0.5115
TRIML1	0.743
GCNT3	-2.66166666666667
TMEM120A	0.16125
CNDP1	-0.2625
N4BP1	0.2335
SLC35F2	-1.3
LCP1	-0.61975
IGBP1	-0.9995
DCAKD	-0.00275
ELA2A	-0.523
C12orf56	-0.94775
PITRM1	-0.129571428571429
GUK1	0.777833333333333
RASSF8	0.82175
OR2A14	0.184
ADM	0.919222222222222
FGD3	0.885333333333333
GHRHR	0.748666666666667
RHPN2	0.38525
C4orf39	1.54916666666667
VPS72	0.2355
SERF2	0.313055555555556
CD22	-0.418
CD47	0.1907
PPIC	1.2765
IMPDH1	0.0976666666666667
ACP6	-1.5735
PRKACA	0.251
PPP1R1A	2.3465
TRPV3	-0.18
ASXL1	-0.301375
C17orf55	-0.132166666666667
FXYD1	1.09333333333333
LMOD2	-0.1495
ANKRD33	0.2235
LCE2C	-0.314375
ZNF620	-1.0535
DKFZP566E164	-0.7955
VSIG2	2.39425
KIAA1128	1.773
USO1	0.129833333333333
NUDT4	-0.7535
CLDN1	1.60728571428571
OR4Q3	0.2025
FASTK	-0.581666666666667
ICOS	1.815
LDB1	0.29625
GSTA5	3.40825
ABCC1	-0.115
FAM54A	-2.03575
PCBP2	-0.800666666666667
NUP205	-0.67975
ACTA1	3.66283333333333
GABBR2	1.63475
PIP5K1B	-1.11966666666667
AGXT	-2.519
RNF181	-0.394
ATP8A2	-1.283
AFTPH	1.1954375
FGF21	0.539
FCER1G	1.9585
SNTB1	0.769
SLC24A3	1.132875
TXNL4B	-1.4397
RPL10L	-1.20183333333333
LOC389517	-0.85565
TSGA13	0.4135
SHOX2	-0.335166666666667
ITGA7	-0.7137
KCNIP2	-0.576
KLF13	0.302
ZFAND2A	-0.271
CEACAM1	1.53078571428571
PFKFB4	-1.05966666666667
MED19	0.31875
LRRC57	-0.154166666666667
RNF11	0.81075
ANKRD32	-2.94375
P117	0.14975
OBFC2A	0.0605
POLD3	-0.93425
RAB18	1.33275
TPH2	0.138333333333333
PHB	-0.155
JDP2	1.53966666666667
MORF4L1	0.5848
POU2F1	-0.24875
CNNM2	-0.641416666666667
LOXHD1	0.230333333333333
ZC3H15	-0.0715
ELK3	0.280833333333333
FAM111B	0.425
CBLC	3.26666666666667
SBNO1	0.306
ANKMY2	-1.14275
PLEKHA5	0.084
DHX58	0.6585
ARCN1	0.049
TREML1	0.2296
KNCN	0.9455
SEC24A	-0.150125
PSCA	2.0595
MGC24125	0.469333333333333
DNA2L	-1.38675
CIB4	1.218875
HIGD2A	-0.109333333333333
TBX6	0.0615
TTLL5	-0.729833333333333
SGK3	0.574666666666667
GCN1L1	-0.1885
AMOT	0.3587
LDOC1	1.30866666666667
NRK	-0.461666666666667
ASB9	-3.26425
NAT1	-0.9839
TRAFD1	-0.0165
PEAR1	0.374
FAM36A	-0.1055
OR1S2	0.305833333333333
LOC388323	-1.42875
PGS1	-0.338833333333333
LEPREL1	-1.94575
TFF1	-4.50225
HAP1	0.366
EPHB2	0.40775
ACTG1	1.45433333333333
ZFP42	-1.83983333333333
HAVCR2	0.3465
NME1	-0.1165
SNX26	0.11425
LACTB	0.1385
ZKSCAN2	0.083875
C5orf35	0.68175
ANKS3	-0.91475
RBM28	-0.29075
DKFZP586P0123	-1.43325
HNRNPA1	-1.16133333333333
BCAS3	-1.6595
FLJ20184	0.139
POLA2	-0.5575
TMC7	-0.0143333333333333
HSD17B6	1.2095
ZNF658B	0.5785
TTTY10	-0.1525
RANBP9	0.176583333333333
CPNE7	-2.383
EVL	-0.876411764705882
LNX1	-0.18275
IFNA21	-0.0789999999999999
CFD	-1.53775
PYCARD	-0.277
MYBPC2	-1.1915
ENPP3	-2.175
ACSL4	-1.04125
LOC440258	-1.1695
TMEM176B	3.28166666666667
SOX2	-4.8305
SCO1	-0.389833333333333
COMT	0.399
AOC2	-0.288
PDLIM5	1.99928571428571
SPHK2	-0.2045
NXPH2	0.303
GPR108	0.00733333333333333
RAD51L1	0.767666666666667
TMEM54	1.34775
LETMD1	-1.51655555555556
SLC6A17	0.32825
KRT75	2.6575
STT3B	-0.961333333333333
CD3EAP	0.260333333333333
TMEM63A	0.17525
DUSP13	-1.37
CD1C	-0.7265
LASS2	-0.681833333333333
AVP	1.1225
PITPNM1	-1.060625
FLJ22795	-0.128
MCTP1	-2.37975
TRIM68	0.152333333333333
UCK2	0.0453333333333333
ABHD1	1.13575
FAM50A	-0.40625
RNASEH1	-0.111166666666667
PCP2	-0.336166666666667
OR52H1	0.1965
C20orf149	0.187
RBP5	-0.933166666666667
HYAL3	0.863
CLPB	-0.63175
SMNDC1	-0.01575
DONSON	-1.10583333333333
FLJ27523	0.453
BARHL2	0.3305
SLC30A9	0.164166666666667
TMPRSS11B	0.0395
E2F8	-1.00233333333333
CCDC25	-0.951333333333333
C14orf48	-0.4096
C20orf116	0.99025
TSPAN11	0.5865
YIF1B	-0.617833333333333
FAM12B	0.37375
OR1L6	0.5305
HPN	-0.4233
NBN	1.053625
C14orf94	-1.4005
OCLM	-0.353
ZSCAN18	0.6824
L3MBTL	-1.2292
TSTA3	0.417
RAC1	0.2715
C19orf15	-0.0986666666666667
NFE2	-4.089
KLK14	0.3685
ARSF	0.654
MAST2	0.507666666666667
AMICA1	2.09916666666667
GTF2A1	0.334125
ATP1A3	1.1405
TC2N	2.088
PNKP	-0.6455
ODZ2	-3.9385
MATR3	0.05475
S100P	0.857
KRT82	-0.347
CA13	1.9011
PROZ	-1.608
AASDH	-0.327428571428571
C19orf40	-0.317
DCK	-0.691769230769231
FAM5C	2.5665
SLC6A4	-1.037
MID1IP1	-1.36225
TESSP5	0.493
TMOD4	-0.246666666666667
DOCK2	-1.1865
TUG1	1.13425
NUP214	-0.884
DPYSL2	0.489136363636364
GOLM1	1.1535
MPFL	0.33875
SOX13	-0.814
SDCCAG8	0.3518
KEL	-2.28716666666667
NUP210L	-2.0715
GK	-1.395375
DNAJB1	0.5635
ALPK3	0.429
CHID1	-0.1893
CYLC2	-0.0398333333333333
IKZF5	-0.19725
C8orf51	0.8595
PPM1J	1.4335
GIMAP8	2.788
GPR101	-0.983
NR2F1	-2.3285
ACAD8	-0.77175
RBM35A	1.3125
GNAI2	0.392833333333333
METTL8	0.412666666666667
SLC39A7	1.034
FBXO8	-0.08275
CAMK1	-1.109
RFC3	-1.045125
FAM129A	0.692214285714286
ILF2	0.1125
FGFBP3	-1.47675
NOM1	-0.767333333333333
PSMA3	-0.7635
ASCC3	0.0277
ZYG11A	-0.317
SOX21	-1.623375
LYRM1	0.3135
DEFB1	0.4325
LOC91431	-2.6635
OR7C2	0.7995
FAM46B	0.860375
TMEM18	-0.46725
ARHGAP30	0.7585
TMEM86A	1.1585
EPHA2	-0.491333333333333
C10orf46	1.14005
TCHH	-1.87766666666667
C3orf30	0.618166666666667
LOC285636	-0.575
PAIP2	0.03125
CYP2U1	0.428714285714286
C12orf34	1.72575
SARS2	-0.282
ZCWPW1	1.38925
SAMD12	0.2355
KIAA1430	-0.2145
ACAT1	-1.85175
MEOX1	0.949666666666667
ADAMDEC1	6.45625
PHKA2	-1.32325
CARD11	-1.694
CALML4	0.269
TSSC1	-0.324
TMEM45A	1.22122222222222
MPP7	0.720625
POU1F1	0.21775
SLC2A13	-0.1119
FBN2	2.96407142857143
ZC3H7A	0.357
LAIR2	-0.60225
ST3GAL1	1.33633333333333
LCT	-0.1115
GEMIN8	-0.0683333333333333
KLF16	0.4304
HIF3A	0.5565
FAM44A	-0.0952857142857143
AQP10	-1.1342
PLA2G2A	-2.1245
FOLH1	2.52166666666667
C20orf186	0.3075
MAPKAP1	-0.18425
SPRR2D	-0.9935
UBQLN4	0.335166666666667
RSHL1	0.2815
PIAS3	0.22675
MRPL24	0.25925
GREB1	-3.84975
FAM27E3	-2.206
NUP62CL	-2.585
NEUROG3	1.0925
REEP3	1.02733333333333
MARK1	1.005625
LMBRD1	0.366
PRPF19	-0.875
PNMT	-1.095
CTGLF1	-1.293
SLC25A16	-0.0085
EIF2B3	-0.347
RPA2	-0.22725
PAK6	1.22633333333333
CCDC26	-4.148125
SEMA3E	2.087125
MXD4	0.8699
TNFSF10	2.7966
SMARCB1	0.837666666666667
DTX3L	1.35483333333333
PLA2G4E	0.241
PPAP2A	0.8165
ULK1	-0.37375
TAS1R3	0.2885
SLC2A3	-2.77636363636364
ARID3A	-3.00725
GNG5	-0.00675
ACOX1	0.5582
KIF5B	0.9135
NUP153	0.31625
MUC7	0.1745
CSDE1	0.401571428571429
CLPTM1	-0.4365
C3orf23	0.731
LRRC17	-3.041
TTYH3	-0.00612500000000001
ATP5B	-0.8355
ELF3	1.4141
CPSF3L	-0.342666666666667
ZNF665	0.285833333333333
TLR6	0.984
GPI	-0.59175
RAD9A	-0.43975
NDST4	-3.52875
AGPAT3	-0.112083333333333
MAGI3	1.91566666666667
ADORA2A	-0.344
CACNG7	0.3675
CAMK2D	-0.5185
CCHCR1	0.301
RPS27A	0.44375
OR10G7	0.550166666666667
GCM2	-0.1295
FAM135B	0.4923
E2F1	-1.195
PLCB3	0.40325
OR2AE1	0.6535
COIL	0.0813333333333333
CDC25C	-1.3285
RAB11FIP2	-0.00825
TSC2	-0.752
CTGLF5	-2.22
CCDC108	-0.0886666666666666
OR13C4	0.505
C10orf81	4.4885
PTPRB	0.67975
ACP2	0.64
LAG3	1.512
MRPL54	-0.694
LOC201175	1.197
ITGB1BP3	-1.3625
SPTAN1	0.4765
SIPA1L2	-0.6015
RCAN2	1.474
CDX2	-0.6855
ECOP	0.59625
ACTR1A	0.156428571428571
PPARG	-2.32316666666667
BBS10	0.945
TMEM44	-0.995875
BPIL2	-0.69575
CITED1	-1.97075
IRF6	4.8575
PRDM4	0.0501666666666667
RRP9	-0.638
OR10H4	0.5385
IL31RA	-0.64425
GNB1L	-1.09066666666667
MYBL2	-1.091875
ZNF407	0.454666666666667
PPIG	0.337333333333333
TTC18	1.52225
RPSA	-0.5765
MAPT	-0.5655
MRE11A	-0.439857142857143
C8orf37	-0.0421666666666666
RASGEF1C	1.68966666666667
STBD1	0.0305
CTAG2	-0.96
MGAT5B	-1.951
ECM1	-0.0945
RLN1	0.791
PARP14	1.0816875
EPB41L1	0.9584
HOXA3	0.454333333333333
MAGEA9	-5.087
RPS8	-0.820666666666667
RPS19BP1	0.1685
FOXJ2	-0.293625
C10orf76	0.146375
IL17RE	0.31875
C10orf65	-1.26425
ZNF343	0.392
FBXO33	0.041625
UHMK1	0.5385
LY6G6C	0.25525
FGF19	-2.4225
C14orf128	0.174166666666667
IFIT2	2.961875
TIGD1	0.4355
S100G	-0.3165
GUCY1B3	2.0825
NR3C1	-1.0094
CORO1B	0.0633333333333333
PARP11	-0.67075
DNALI1	1.68733333333333
OR4N4	0.200625
MAP2K6	0.318666666666667
FSTL4	-0.3885
ANKRD47	0.872
TMEM171	0.027
PNLIP	-0.064
YY1	0.309
CCDC138	-0.569166666666667
AASDHPPT	-1.2177
CKS1B	0.5199
MCM3	0.304333333333333
ANAPC7	0.053
FAM110A	1.94025
CDC37L1	0.974333333333333
THTPA	-0.361
NBPF20	-1.45
WDR24	-0.4045
NPTX2	-2
CBLB	0.4715
CETN1	0.158
RPUSD1	-0.02925
FAF1	-0.11025
CDK6	0.1618
HMX2	0.403
CSK	-0.103
TEAD2	1.3255
SNAP25	-1.38225
TUFT1	0.8402
TMTC3	0.258166666666667
LCK	-1.201
SGOL1	-0.816
AKTIP	0.52425
FURIN	1.069875
SOX12	0.677333333333333
DEFB103A	0.20475
RAMP1	0.3685
KIR3DX1	-0.3525
GAS2L3	0.1925
PDE8A	-0.8528
EDN3	0.52
GMIP	0.6015
SF3A2	0.59875
FN3KRP	0.7595
SMAD7	0.766
RHBDD2	0.76225
OR11H6	0.2185
PPP1R3B	0.8573
C9orf23	-0.0205
CADPS	-1.8625
GOLGA8A	-2.607125
TMEM57	0.661
RGL3	0.155
S100A14	1.9555
FGFR2	2.215375
XRCC3	-0.52975
RTN4RL2	0.4025
MGC3771	0.295
GH2	0.314166666666667
BTBD2	-0.432
LMO2	-0.659
RDBP	0.35625
ACRBP	-1.61725
AMY2A	2.96925
DUOXA1	1.598
PTK7	1.96783333333333
TWF2	0.402166666666667
FAM80A	0.30175
TNNI2	1.59033333333333
GLT25D1	-0.3495
OCC-1	-1.18775
CYC1	-0.51
RPL22	-0.0215
MORN3	0.402166666666667
DISP1	0.9235
PRB2	0.775
CHUK	-0.39475
HR	0.62875
CCDC134	0.866625
DENND4B	-0.48575
C14orf130	-0.601625
RAB33A	-1.63025
DCST2	0.318
TNMD	-0.36225
PEX7	-0.1715
FAM62A	0.289375
SRD5A2L	-0.6115
IL22	-0.01875
RPS26	-0.413833333333333
HOXC5	-0.0725
SPATA6	1.2325
FLJ38482	-0.644
ZNF234	-0.048
C18orf22	0.00975
SPATA22	0.91375
THOC1	-0.516
CYP7B1	3.986
KCNC3	0.6805
C8orf42	-0.708
ALDH1B1	1.27583333333333
CCDC100	-0.8264
ARMC4	-3.89225
FAM18B2	-0.00874999999999999
SLC44A1	0.576625
FBXO17	-0.4495
C6orf107	0.34
C19orf29	-0.7005
ZC3HAV1L	0.402
PARP6	0.4527
SULT2A1	-4.60125
C1orf159	-0.2215
TMC1	0.826666666666667
CHST14	-0.164625
GAMT	-2.4565
SMCP	0.2225
TSPAN33	1.96191666666667
MIDN	-0.5295
NOX4	2.46125
RNASEN	-0.3498
TBX1	1.14633333333333
SALL2	-0.8985
C10orf35	0.6935
CYP2E1	-1.39275
LRFN2	-0.5415
ACO1	-1.46883333333333
IQCG	2.3558
MEGF9	0.524
TM7SF4	1.653
PLEKHA1	1.123
STK33	-1.5725
C1orf210	2.59075
SNUPN	0.5808
KIAA0406	-0.776
C20orf29	1.11625
TMEM55B	-0.53725
OSTM1	-1.010625
CLCN7	-0.5905
OTP	0.11375
FLJ23049	-1.026
HEATR4	1.1045
MAP3K10	0.455833333333333
PCDHGA9	0.7765
AMDHD2	-0.55325
LCTL	0.45
PDCD2L	-0.873
CABLES2	-0.272
SLC5A9	-0.538
CLCA2	-2.68466666666667
MGC16025	-0.434
STRAP	-1.03166666666667
C20orf196	0.383
RRBP1	1.64333333333333
NAT13	0.07825
MAT2B	-0.138125
CSNK1D	-0.0946666666666667
KIR3DL1	0.436
PRKAG3	1.103
ZNF599	0.2275
PRM3	0.8025
PER2	0.527
ASPHD1	-1.202
PRMT6	-1.54825
KCNE1L	1.69364285714286
FAM118A	-0.4035
TAF4	-0.3725
NDUFB6	-0.16925
TRIM9	-0.806583333333333
PMFBP1	-0.8645
KY	0.851
DKFZp762E1312	-0.979727272727273
CSMD1	-1.59125
TBP	-0.7615
OR1Q1	0.338
RETNLB	0.226
HPGD	-0.992846153846154
DNAJC12	-2.63633333333333
FKBP1B	0.28575
ANKRD24	-0.437
CXXC5	-0.958166666666667
IL3	0.269857142857143
DRAM	0.5995
PTCH1	-0.52025
TP53BP1	-0.49675
SLC17A7	0.135625
COL25A1	-1.204
AMACR	-0.787333333333333
RHCG	2.90625
VPS13A	0.0126666666666667
FAM55D	-0.0885
PRPF38B	-0.2415
OSBPL6	-0.752
PFDN5	-0.3344
CMTM6	0.88525
KCNK12	-1.25975
RP2	-0.7235
C16orf52	-0.897
PICK1	0.6325
IFNE1	-0.607333333333333
SEMA4B	0.2955
TYRO3	-1.3085
OR12D2	0.0305
CSNK1A1	0.11335
FANCF	1.111
LONP2	-0.4715
TBL1Y	-0.66275
LDOC1L	-0.336125
CCNC	0.0155
C3orf60	-0.27825
CHKA	-0.50475
UBAP1	-0.086
MAP3K1	0.162
ANKRD9	-0.83625
FAM92A1	-0.418
GAB2	0.141625
AZU1	0.121
DIS3	-1.06425
C21orf109	-0.91775
IQCB1	-0.955
SPATS2	0.465666666666667
EFCAB3	-0.11725
PRB3	0.61675
FUZ	-0.0903333333333333
ZNF813	0.088125
BMPER	-1.17333333333333
HEG1	-0.459625
ALS2CR11	-2.089
SURF2	-0.13425
PSMC1	-0.0500833333333333
OR2D2	0.729
SLC7A8	-0.459833333333333
C4orf40	1.2915
SPATA7	-0.229
MAZ	0.223
PIN4	0.52575
PDE1A	-1.760625
TAF6L	0.0663333333333333
OR2T34	0.355
KIAA0284	0.2365
ACADS	-0.182090909090909
MKRN2	-0.082
C18orf56	-0.475
MS4A6E	0.502
GALNT4	-0.1073
C22orf31	-0.0915
FLJ36070	0.139
PSME4	1.13625
TFG	0.5365
EPHX2	0.331875
ANXA5	0.392
KRTAP1-1	0.2191
BATF	-0.41475
KARS	-0.863
MSTP9	0.204
GPR26	0.224875
CCDC72	0.16275
TEF	0.687333333333333
FOXK1	-0.0394
PRLHR	1.1895
EMX1	0.6005
C11orf30	-0.091125
ICK	1.226875
THSD7B	-0.54075
C21orf100	-0.867
DUOX1	2.2715
EFCAB4B	-0.025
UBE2G2	-0.540166666666667
C3orf54	0.24875
PARP1	-0.594
FAM60A	1.64
C6orf146	0.31475
OR9K2	0.584
DDX55	-0.715333333333333
RPS15	-0.996916666666667
ZNF618	1.0985
DKFZp686D0972	1.77125
SSPO	-0.897
SHFM3P1	-0.0275
CPA6	-0.1775
JAG2	0.63625
DEFA3	-0.0155
PPBPL2	-0.0198333333333333
CD34	4.155875
SLCO4A1	-2.343875
AFG3L1	-1.251
SHD	-0.04125
RP13-122B23.3	-0.576333333333333
PRKCSH	-0.404833333333333
DPH5	-0.393
HLA-F	2.4185
