Hybridization REF	TCGA-B6-A0RT-01A-21R-A084-07
LY6G6C	-0.54625
FGF19	-2.42425
C14orf128	-0.546833333333333
IFIT2	4.218875
TIGD1	0.3865
S100G	-0.1515
GUCY1B3	2.4865
NR3C1	0.6042
CORO1B	0.565333333333333
PARP11	1.94275
DNALI1	0.4185
OR4N4	0.121625
MAP2K6	0.3705
FSTL4	-0.598
ANKRD47	1.566
TMEM171	0.289
PNLIP	-0.095
YY1	0.454666666666667
CCDC138	-1.91116666666667
AASDHPPT	-0.1943
CKS1B	0.7266
MCM3	-0.119166666666667
ANAPC7	-0.782833333333333
FAM110A	1.097
CDC37L1	1.37033333333333
THTPA	-0.34325
NBPF20	-0.3855
WDR24	-0.01275
NPTX2	-3.2955
CBLB	1.54566666666667
CETN1	0.2035
RPUSD1	0.4795
FAF1	-0.1885
CDK6	-1.4075
HMX2	0.2015
CSK	1.0095
TEAD2	0.4695
SNAP25	-0.15575
TUFT1	0.3002
TMTC3	-0.004
LCK	2.15025
SGOL1	-0.289333333333333
AKTIP	0.77375
FURIN	0.28425
SOX12	-2.01766666666667
DEFB103A	-1.23125
RAMP1	1.60225
KIR3DX1	-0.2555
GAS2L3	-0.77175
PDE8A	-1.2955
EDN3	3.44725
GMIP	2.1975
SF3A2	0.45425
FN3KRP	1.11275
SMAD7	0.693
RHBDD2	0.13925
OR11H6	-0.385
PPP1R3B	0.2144
C9orf23	0.0715
CADPS	-2.5235
GOLGA8A	-1.24675
TMEM57	0.402
RGL3	-1.8865
S100A14	3.341
FGFR2	0.924375
XRCC3	-0.6275
RTN4RL2	0.141
MGC3771	0.0505
GH2	-0.177166666666667
BTBD2	-0.27675
LMO2	0.56675
RDBP	-0.29625
ACRBP	-0.5785
AMY2A	3.159
DUOXA1	1.96
PTK7	0.873666666666667
TWF2	0.421166666666667
FAM80A	-0.79775
TNNI2	-1.87766666666667
GLT25D1	0.1945
OCC-1	-1.7185
CYC1	-0.220166666666667
RPL22	0.713227272727273
MORN3	2.18866666666667
DISP1	0.79325
PRB2	-0.078
CHUK	-0.13475
HR	1.44275
CCDC134	0.948125
DENND4B	0.27725
C14orf130	0.5715
RAB33A	1.08175
DCST2	-0.025
TNMD	0.59825
PEX7	-0.07775
FAM62A	-0.091875
SRD5A2L	0.096
IL22	0.1635
RPS26	-1.51433333333333
HOXC5	-0.339
SPATA6	-0.03875
FLJ38482	-0.63575
ZNF234	0.624
C18orf22	0.8125
SPATA22	0.67825
THOC1	0.03925
CYP7B1	3.865
KCNC3	0.50525
C8orf42	0.306
ALDH1B1	0.148833333333333
CCDC100	0.5663
ARMC4	-1.2835
FAM18B2	0.18425
SLC44A1	0.92775
FBXO17	-0.967333333333333
C6orf107	0.11425
C19orf29	-0.18125
ZC3HAV1L	-0.55475
PARP6	0.1247
SULT2A1	-4.84428571428572
C1orf159	0.452
TMC1	1.187
CHST14	-0.1055
GAMT	-2.35133333333333
SMCP	0.392833333333333
TSPAN33	1.80841666666667
MIDN	-0.302
NOX4	1.86075
RNASEN	-0.3879
TBX1	-0.391
SALL2	-1.84125
C10orf35	0.33925
CYP2E1	-0.105125
LRFN2	0.659833333333333
ACO1	-1.17833333333333
IQCG	1.6978
MEGF9	1.045
TM7SF4	1.984
PLEKHA1	0.348466666666667
STK33	-1.6445
C1orf210	0.00475
SNUPN	-0.2786
KIAA0406	-1.1006
C20orf29	0.03575
TMEM55B	-0.1395
OSTM1	-0.6484375
CLCN7	-0.04825
OTP	0.289
FLJ23049	-0.4155
HEATR4	0.2545
MAP3K10	0.700166666666667
PCDHGA9	0.056
AMDHD2	-0.10075
LCTL	-2.1105
PDCD2L	-0.88425
CABLES2	0.20925
SLC5A9	-0.56725
CLCA2	-1.27683333333333
MGC16025	2.018
STRAP	-1.42166666666667
C20orf196	0.0385
RRBP1	0.0205
NAT13	-0.271
MAT2B	1.203125
CSNK1D	-0.343833333333333
KIR3DL1	1.0705
PRKAG3	-0.288
ZNF599	0.1445
PRM3	0.1185
PER2	1.50733333333333
ASPHD1	-1.639
PRMT6	-1.11975
KCNE1L	-0.288
FAM118A	1.055
TAF4	-0.20875
NDUFB6	-1.2155
TRIM9	-0.949333333333333
PMFBP1	-0.579
KY	0.7985
DKFZp762E1312	0.266818181818182
CSMD1	-1.23825
TBP	-0.0585
OR1Q1	0.544833333333333
RETNLB	-0.104
HPGD	0.0429285714285714
DNAJC12	-3.20116666666667
FKBP1B	-1.94275
ANKRD24	-0.3894
CXXC5	-0.245666666666667
IL3	0.33875
DRAM	1.3555
PTCH1	-0.64475
TP53BP1	0.0425
SLC17A7	0.101428571428571
COL25A1	-0.8355
AMACR	-0.376166666666667
RHCG	1.6935
VPS13A	-0.230166666666667
FAM55D	1.0145
PRPF38B	-0.0890833333333333
OSBPL6	-0.8905
PFDN5	0.1546
CMTM6	0.66925
KCNK12	-0.94325
RP2	0.13775
C16orf52	-0.988
PICK1	-0.51
IFNE1	-0.7995
SEMA4B	-0.4745
TYRO3	-1.34475
OR12D2	0.84
CSNK1A1	-0.07715
FANCF	0.14975
LONP2	-0.137625
TBL1Y	0.15375
LDOC1L	0.09025
CCNC	0.90675
C3orf60	-0.8375
CHKA	-0.4775
UBAP1	0.45925
MAP3K1	1.1925
ANKRD9	-1.75725
FAM92A1	-0.6745
GAB2	0.3025
AZU1	-0.538
DIS3	-0.436833333333333
C21orf109	-0.89275
IQCB1	-0.18725
SPATS2	-0.451666666666667
EFCAB3	-0.7455
PRB3	0.013125
FUZ	-0.602666666666667
ZNF813	1.19425
BMPER	-1.445
HEG1	0.523125
ALS2CR11	-1.4485
SURF2	-0.5945
PSMC1	0.82125
OR2D2	0.681
SLC7A8	0.338666666666667
C4orf40	0.3205
SPATA7	0.003
MAZ	-0.540333333333333
PIN4	0.1045
PDE1A	-0.8795
TAF6L	0.0403333333333333
OR2T34	0.181
KIAA0284	0.04975
ACADS	-0.150545454545455
MKRN2	0.4965
C18orf56	-0.5605
MS4A6E	0.3188
GALNT4	-0.2964
C22orf31	0.4455
FLJ36070	0.174
PSME4	0.70675
TFG	-0.0449
EPHX2	0.94325
ANXA5	-0.187875
KRTAP1-1	-0.2658
BATF	3.1705
KARS	-0.751
MSTP9	0.2755
GPR26	0.097875
CCDC72	-0.09625
TEF	0.455833333333333
FOXK1	0.074
PRLHR	-0.088
EMX1	0.54625
C11orf30	0.21075
ICK	0.369125
THSD7B	0.1815
C21orf100	-0.5475
DUOX1	2.659
EFCAB4B	-0.474
UBE2G2	-1.06433333333333
C3orf54	0.4795
PARP1	0.284
FAM60A	-0.87125
C6orf146	0.16
OR9K2	-0.4205
DDX55	-1.154
RPS15	-0.41725
ZNF618	2.029625
DKFZp686D0972	1.01175
SSPO	-0.138
SHFM3P1	0.677666666666667
CPA6	-0.2205
JAG2	0.87625
DEFA3	0.60125
PPBPL2	0.271833333333333
CD34	4.154375
SLCO4A1	-2.375125
AFG3L1	-0.855333333333333
SHD	-0.196
RP13-122B23.3	-0.523
PRKCSH	-1.122
DPH5	-0.555333333333333
HLA-F	2.982625
TBC1D4	0.66975
RIG	0.169166666666667
GLUD1	-0.207166666666667
HNRPCL1	0.73025
HBXIP	-0.83125
RNF207	0.4155
APIP	-0.777
PLA2G3	-2.26616666666667
CCDC84	-0.5295
MYLIP	-0.332
PHIP	0.4615
AARS2	-0.395333333333333
DHX32	-0.36275
SCAPER	0.459166666666667
MEN1	-0.11525
NIP7	-0.906
FLJ25404	0.7
FASTKD3	-0.2075
TMEM158	-1.202
RARA	0.56775
BDH1	0.8315
ANKRD16	0.42125
CARM1	-0.0025
SS18	0.401833333333333
IKZF2	0.641833333333333
MYD88	1.444125
PML	1.5677
TAF1A	-0.1755
CBFB	0.38325
HIST1H3H	-0.899333333333333
C7orf29	-0.13225
COMMD4	-1.228
DPP3	-0.0055
DAB2	0.696625
LOC388882	-0.141
YPEL4	-0.114375
AGBL3	0.76375
LRP6	-0.0701
SERPINH1	0.162166666666667
TLE1	0.15325
CD244	2.6415
ZDHHC15	-0.774
MGLL	0.0892
PLDN	-0.154
LOC654346	2.3605
FAP	2.08825
GPR37	0.605833333333333
SCARA5	2.20766666666667
EBF4	0.876909090909091
LSM6	0.086
MLLT1	-0.292
SLC5A12	0.64
A2BP1	-1.58066666666667
COPS5	-0.145
TPM4	-0.444857142857143
TNFSF4	1.943
ACADSB	-0.945111111111111
HERPUD1	0.801
BCL2L11	-0.273166666666667
CEP78	-0.671
CDCA3	-0.831125
WBSCR19	0.2462
MYO1A	-1.445
PPEF1	-0.0988333333333334
LOC440348	-0.466
CPEB2	0.0645
BPTF	-0.309916666666667
RPL21	-0.277375
GSX2	-0.411
ADPRH	1.94366666666667
C17orf68	0.648166666666667
KCNS1	-0.139333333333333
MLLT6	0.4269
PIWIL4	1.93175
RNF26	-1.35225
RAP1B	0.437125
ADAMTS1	-1.8738
ZNF571	0.7365
P2RY6	0.9855
TRIM21	1.99983333333333
CADM3	0.36525
NLRC5	2.20316666666667
ADRA2B	-0.173666666666667
LOC90835	-0.126625
PCF11	-0.6535
LOC400451	-0.41125
GLTSCR1	0.7458
C17orf88	-0.162
CDH16	1.17
FGF7	2.563625
PCSK4	-0.6885
NPC1L1	-1.67016666666667
TAT	-0.358375
TBCA	-1.0185
MGC33407	-0.0665
GPR115	-1.162
CYGB	-0.2725
FNBP4	-0.245333333333333
C12orf43	-0.74
CBL	0.0537
CLECL1	2.74975
PPAPDC1A	0.37525
WDR25	0.00249999999999999
SGCA	1.017
C22orf29	0.192833333333333
YIPF1	0.6055
GALK2	-0.74225
RAB3B	-3.69616666666667
LOC440087	0.3475
UCP1	-0.644
REEP5	0.328625
FADD	0.1053
FOXA1	-4.395
CACNA1A	0.193166666666667
ABI1	1.505
GRIN2D	0.59575
SLC1A4	-0.986666666666667
LOC401127	-0.198
HINT2	-0.0805
PLD4	1.94933333333333
ZNF286A	0
ENY2	0.065
IL1F6	0.2145
PXDNL	0.8895
C20orf79	-0.55775
TNFSF13B	4.76733333333333
DENND3	1.56175
JARID1D	-3.61275
HIST1H2AK	-0.92825
LOC93349	1.4318
SSH1	-0.599
ENSA	0.807
LOC219854	-0.388666666666667
CKAP2	-0.7813
DKFZP564J102	0.700833333333333
MGC87315	-0.356
HNRPAB	0.58525
AMH	-3.339
ZNF526	0.915
BRUNOL5	-0.3671
CACNG3	0.394
TRPM1	-2.5165
PPP2R1A	-0.2405
COL2A1	-1.965
DDN	-0.2245
FLJ25770	0.646
HK2	-1.14378571428571
ELOVL6	-0.982125
MDK	-0.37725
EPHX1	-0.12775
RASSF2	1.95025
DKFZP434B0335	0.19
DLX3	0.554625
PRTN3	-1.145
AVPR1A	1.04025
C21orf125	-2.29775
TNFAIP8	1.5065
GNB2L1	-0.1405
CALCRL	2.27925
SCGB2A2	4.23183333333333
UBXD7	-0.45325
ZNF674	0.0565
TMEM35	-0.652375
BRSK2	-1.127
HECTD3	-0.0545
TMEM188	-0.0583333333333333
LGALS9	3.059
SCARB2	0.582
USP34	0.361
C17orf28	-0.778333333333333
ZDHHC23	-1.21
AQP12B	-0.9365
SLC16A3	-2.339125
APLP2	-0.77725
ITIH2	-5.47425
MICAL3	0.688625
TNNI3K	0.5511
HDAC2	0.51825
PRR7	-0.3992
THBS2	-0.261875
LOC751071	-0.527833333333333
CA2	-1.08583333333333
RANBP17	0.83125
RLN3	0.2165
CRYZ	-0.00833333333333333
GBAS	-0.270833333333333
TAS1R1	-0.376
MPZL3	1.091
PCDH8	-0.09375
HSP90B1	-0.360916666666667
KCNK15	-0.3595
TNIP2	1.17166666666667
GPR146	0.13325
NOL6	0.078125
SPC25	-2.16866666666667
STEAP2	1.22778571428571
VAMP3	0.857333333333334
TCIRG1	0.97025
ZP4	0.234333333333333
PARL	0.23275
TRIM39	0.678666666666667
KIAA1305	0.69225
CRNN	0.3335
GRN	0.95925
HSH2D	1.20775
SCAMP1	-0.240875
KIAA1913	1.017
PTS	-1.237
BANP	0.479714285714286
PRKACG	1.16475
ADCY6	0.1875
C16orf46	0.1675
CYP51A1	-0.400875
DDC	-2.48975
ANPEP	-0.726666666666667
PROM1	4.06783333333333
SIGLEC10	3.42525
COPG	0.477
FAM26E	1.195125
TRIP4	0.21425
SNX3	0.858666666666667
C1orf175	0.741666666666667
PPY2	-0.4625
C14orf152	0.376
FTSJ1	-0.729833333333333
DST	-0.0835263157894737
LOC554235	-0.08175
GLRX5	0.42625
C20orf12	0.00149999999999998
CAB39	1.23866666666667
MSH2	-0.361666666666667
PIP4K2C	-0.106375
CYLD	2.38025
WTAP	0.50475
MGAT4A	1.40077777777778
TSC22D4	0.2798
CHRM2	-0.779
PPYR1	0.188833333333333
CCNH	-1.07533333333333
RRM1	-0.47725
ECAT8	-2.904
LOC400120	0.08225
GABRA4	-0.00112499999999998
C14orf4	0.537333333333333
C1orf59	1.1365
CTDSPL	-0.70475
NHEDC2	-0.4915
PDE11A	-1.4281875
KLHL29	0.45875
CD5	2.5981
TSPAN9	0.575
WDR67	-0.28075
THUMPD1	0.4229
C18orf17	0.89
CLYBL	0.425
FLJ13231	0.13625
CMBL	-2.726125
LECT2	-0.72775
NKAPL	2.00933333333333
LOC654780	0.5745
OR4C6	0.4115
RAB30	0.469
TSSK4	-0.047
TMEM163	2.2665
OSBPL11	0.590833333333333
GNB5	-1.00816666666667
CCL21	2.332
C1orf121	0.883666666666667
FMO2	3.30216666666667
RPTN	0.633
MSTN	-0.035
VCL	0.213214285714286
FYTTD1	0.397
C11orf1	-1.10575
CCDC88C	1.099875
HFE	-0.720166666666667
MOGAT1	-0.0425
FAM125B	1.06716666666667
IRGQ	0.2245
RAVER2	0.23675
AKAP5	-0.337
SSSCA1	-0.1395
C11orf63	0.491
ACTG2	1.0846
PORCN	-1.3835
DTL	-1.86436363636364
TMEM151	0.17825
FAM122C	0.0475
RSAD2	4.9719
BAT4	-0.411
KRTDAP	2.78916666666667
MYH8	0.0335
CRTC3	0.9635
LRRFIP2	0.4973
INTS4	-0.273166666666667
TTN	0.468333333333333
SLC26A5	0.5375
PLLP	-1.1875
RGS6	-0.305875
SRGAP3	0.88575
ZNF525	0.616666666666667
NBR2	-0.928166666666667
C13orf1	-0.8108
ZNF137	0.302
CEP27	-1.08625
BEST2	-0.233
RNF121	-0.65075
DMRTC2	0.11775
C8orf76	0.16325
BCCIP	-0.61175
MEST	-2.1535
HTRA2	0.092
ANGPTL2	0.15
ILKAP	0.795333333333333
ERAS	-0.3635
HBS1L	-0.33575
CPA5	0.396
TMEM30A	0.978666666666667
CD300LF	2.99316666666667
WISP3	1.431
CRK	-0.394428571428571
PDS5A	-0.1519
BRPF3	-0.002
NEDD9	-0.295875
SMPDL3B	0.031
PSG6	-0.27975
PSMD13	0.547
ETV5	-2.0950625
OR51A4	0.0135
BTBD7	0.625333333333333
GSTO1	-1.232875
hCG_16001	-0.715
MAD2L1BP	-0.348833333333333
COX6A2	0.8205
SCNN1A	-0.776666666666667
LSM1	0.433333333333333
UGT2B11	-2.9795
IDUA	-0.14175
PPP2R3C	-0.2115
COX11	-0.976
PDZK1	-3.715
ZNF443	0.215833333333333
MGC21874	1.37933333333333
ZNF323	1.0425
KRTAP10-10	0.2605
CXCL6	1.319
SLC34A2	1.7944
LOC284402	-0.056
NPTN	-0.118416666666667
UPP1	-1.27483333333333
SLC6A9	0.333
OR7G3	0.39075
CISD1	-0.851333333333333
ZNF545	0.169333333333333
SYT14	0.0125
NT5C3L	-0.609666666666667
ZNHIT3	-0.375166666666667
SNRPD3	0.28975
KIAA0701	-0.119875
UNC93B1	0.701
GMNN	-1.256875
SPCS2	0.220666666666667
LOC388524	-0.775
NAPRT1	0.34325
PNLIPRP1	0.11925
OR6V1	0.834
PRKAB1	-0.36075
EYA4	-3.686
KIF20A	-1.4465
ALG10	0.1045
ITPKC	1.29016666666667
LMX1B	-0.320333333333333
RPUSD4	-0.706666666666667
C7orf34	0.329333333333333
DLGAP2	-0.336714285714286
PFN1	0.2984
MICALL2	-0.65425
ZNF654	-0.512
SS18L1	-0.2115
SLC16A8	0.62075
MKI67IP	0.1685
ITGB3	-1.4655
TCEA3	1.35758333333333
CEP152	-1.3924375
CLIP1	0.39025
ZNF75	1.652875
ATP5C1	0.353666666666667
NUDT5	-0.4715
PSCDBP	3.60525
UBP1	-0.0045
RBM27	0.25925
C13orf15	2.683875
ZNF282	-0.0225
ZNF222	-0.2625
COL10A1	4.88775
PRDM15	0.03375
TTTY5	0.4685
FAM9C	0.0621666666666667
C20orf67	-0.021
GNG13	1.375
F12	-0.49675
C1orf41	-0.7255
CPXCR1	0.2885
GSK3A	0.321
SUPT6H	-0.426833333333333
PI16	3.514
ELL2	-0.703
C9orf167	-0.6585
PVRL3	-1.9948
FLJ38596	0.358
ADAM20	-0.02425
GPR89A	1.0815
GPR87	-0.5935
ZNF30	0.5485
SMR3B	-0.105
ZNF770	-0.17275
TRPC4AP	-0.577666666666667
DKFZP686E2158	0.06
C2orf28	-0.304333333333333
FREM1	0.658333333333333
LAMA4	0.00183333333333334
ADPRHL2	0.37175
EIF4G2	0.272
GUCA1A	-0.00650000000000001
CTNNA2	-0.1725
NUDT15	-0.902833333333333
CEPT1	0.607833333333333
ZNFX1	1.2372
CCDC92	1.0245
TDRD1	-1.252
KCNK5	0.158666666666667
ETNK1	-0.1775
LTA	1.4615
TTPA	-0.252833333333333
B3GALNT2	0.505875
SC65	-1.645
PEX5L	-1.351875
EPS15L1	0.13025
MGEA5	0.2905
HIST1H3A	0.269
ING1	0.77675
BCAT1	-3.22725
ORC6L	-1.92172727272727
KLK11	-5.05233333333333
C19orf28	-1.23475
DNER	-2.708875
MED22	-0.654928571428571
ETV6	1.77675
CHAC2	-1.37575
CD300E	0.073
CEBPB	1.55858333333333
ZNF398	-0.14775
LRCH3	0.284
HMGA1	-1.12783333333333
CAPN7	0.483833333333333
MGC5566	-0.3655
CCL3	3.195625
NANOS1	0.763875
ZFYVE19	-0.353
APITD1	-0.352833333333333
PARD3	0.712625
IRAK4	0.997666666666667
SERPINI2	0.324
CEP170L	-0.26625
TTC9	1.650875
MYOM3	-1.24225
MLPH	-3.305
LOC222699	-0.5
NRG1	-0.8715
TBC1D9	-0.641727272727273
TTK	-0.0143333333333333
ZNF557	1.0978
DDX41	-0.472
FANK1	0.4335
UBE2D2	0.1055
PSMB10	1.493375
MYH7B	-0.1585
GABARAPL2	-0.470875
MARVELD2	0.458166666666667
DGCR2	1.0965
UNC45A	-0.429166666666667
C6orf72	-0.1835
ZNF683	5.331
GIT2	1.121375
CASK	0.936666666666667
C14orf161	1.89666666666667
LRRC44	0.26625
TIFA	1.164875
UTP11L	-0.381875
C6orf65	0.21825
FDPS	0.1795
DUSP9	-1.8569
SLC17A8	-0.0534
OR51G1	0.216166666666667
NANS	-0.52475
OLFML1	1.84475
ATP10B	-0.708
NPAS3	1.73075
PRKCA	-1.4464
GGA2	0.260375
LCE4A	0.409
SPANXN3	0.21525
CCDC115	1.58225
SDCCAG3	-0.6585
GLIPR1L1	0.54025
TTC1	-0.18175
C17orf76	0.38975
MAD2L2	-0.52275
HIPK1	0.0668
LRRC3B	0.345166666666667
CLN3	-0.343
C17orf47	0.1495
FMN2	-1.58375
TUBB1	-1.25825
WAPAL	0.6715
C3orf21	-0.257
SCN5A	-0.3404
SMYD1	0.83025
BEX5	1.652
ZNF192	0.4655
SEC22A	0.1685
GRIA2	0.0207142857142857
KIAA0825	-1.561
NUSAP1	-1.32645454545455
LANCL1	-0.43425
C15orf40	-0.7411
ZNF645	-0.3115
GPR61	-0.14625
NLRP14	0.838
SNX21	-0.2559
C1QTNF8	0.141
C17orf46	0.7695
IFNA8	0.3995
SPRR1B	-1.30983333333333
FLRT1	-0.3195
SNX17	0.196333333333333
ASB2	2.62333333333333
HBG1	-5.8095
RPRML	-2.04175
JOSD2	0.160166666666667
PLSCR3	0.645
SPOCD1	-1.43933333333333
RAB39	0.5195
GHRH	-0.165666666666667
ITIH5L	0.101
C17orf37	0.0305
SMCR8	-0.22
DPY19L2P3	-0.1435
IL11RA	1.07983333333333
GDF3	-3.7935
RPS6KB1	-1.08225
DNAJC19	-0.3373
TOP1	0.1195
CRCT1	-0.146
MPST	-0.14975
DPM2	-0.561
FAM38B	-2.09033333333333
SLC18A1	-1.84516666666667
FARP1	0.378166666666667
PAX7	-0.11625
TUBD1	-0.91825
GNL3	-0.482875
BTG2	1.1086
NDUFS6	-1.18075
C1orf79	-0.1425
ERAL1	-0.7635
ECHS1	0.1005
VPS4A	-0.272166666666667
CYP11A1	0.406
ABCC6	-2.21892857142857
PBX4	0.546
MOSC1	-1.42925
NCF4	2.106
HYMAI	-0.0105
NAGPA	0.084875
OTOP2	0.1
ACOT12	-0.05025
MTHFD2L	-0.9225
LOC441376	5.33025
C19orf34	0.443
RAB1B	-0.9815
ALDOAP2	-1.6475
NTRK1	-0.7465
ARTS-1	0.0981
SLC6A11	0.8275
NAP1L2	0.924
CNGB1	-0.247666666666667
EPB41L4B	0.945166666666667
FAM134B	0.52625
HS3ST3A1	0.0415
CPXM2	5.58975
SIRPB2	0.4635
CHORDC1	0.3635
TRIB3	-2.43383333333333
SLC2A5	1.3045
C2orf49	-0.451333333333333
DDX5	0.18325
OR5L1	0.59
ANAPC4	-0.1595
ZSWIM1	0.308125
LOC93622	0.33125
KCNK3	0.2718
RP11-35N6.1	-0.8045
ZFP161	1.02
AQP9	3.087
SLC15A2	0.443166666666667
MREG	-0.4235
OR9I1	0.0395
PDLIM2	0.599375
ADAM7	-0.08
GSTCD	-0.5965
WDR21A	0.393375
SLC12A8	1.568
TMEM174	0.43625
IGSF3	0.793
LRRN1	0.33
LOC402117	0.17075
SRPK1	-0.311333333333333
LY6K	0.5339375
NFIA	0.3005
PTCD3	-0.061375
LEP	1.7285
PCDH21	0.199666666666667
MAPKAPK2	0.677785714285714
NMNAT1	-0.933166666666667
LHFPL2	0.8155
C9orf43	0.551
DIP2A	-0.298833333333333
ACTR8	-0.120125
CCDC34	-1.48325
PTPN22	1.776
ITGA3	-1.987125
FAM129C	3.50925
RABGGTA	0.00466666666666667
UNC45B	1.46875
KIAA1033	0.149875
ZNF510	0.347
CYP2D6	-0.255666666666667
SLC26A10	-1.9925
STX8	-0.28475
LUZP1	0.507875
WDR89	0.394
EIF4G3	-0.7771
C5AR1	0.65
ZNF623	1.2355
A2M	1.33675
TGM7	0.433
GRPEL1	0.64
LMNB2	-0.4052
ROCK2	-0.717666666666667
SNX16	0.53575
CCDC66	0.461
ANXA3	-1.177
KIAA1609	0.89225
EED	0.1605
RNF32	1.247
HES1	0.0348
CLC	0.357
ISL1	-0.479333333333333
KIAA0528	0.288
MANEA	0.672875
C1orf61	-1.118
hCG_2001000	-0.49525
RAPGEF6	0.5857
KIAA0020	0.658333333333333
NEIL1	0.00325000000000001
C16orf45	-1.93425
RBM10	0.0893333333333333
C10orf125	-0.115125
MRS2L	-0.30075
DNAH17	-0.38125
C19orf10	-1.0335
C1orf160	0.216
SLFN12	1.31825
EXOC3	-0.294
HIST3H3	0.46475
NCOR2	0.0746666666666667
TNFRSF9	3.0235
MFSD8	0.581
ALX1	-2.38766666666667
NOL1	-0.48225
PODN	2.67425
TIAL1	-0.52425
HIST1H1E	-1.481
NPY6R	0.21525
TM4SF4	1.5255
CORO2A	-0.41125
ETNK2	-0.766
APOE	1.9982
ANGPT4	-0.0115
HDGF2	-0.4025
G30	0.2005
ST8SIA4	1.239
F2RL1	-0.128625
FAM19A4	-1.7225
CCAR1	-0.81925
B3GNT7	0.2645
OPHN1	0.4007
DSCR6	1.9055
C21orf13	-0.459333333333333
GAS2L1	0.719833333333333
RFX3	0.879833333333333
COPS4	-0.384125
BCHE	-4.88533333333333
BCL2	1.58375
HBZ	-3.05533333333333
ARL13B	-0.191
MAPBPIP	0.9165
MYO15B	0.47575
SPZ1	0.028
KIAA1324	-0.242555555555556
PLCL2	1.455125
C4orf29	-0.538
WDFY2	-0.14975
ZNF284	-0.523
NAALADL1	1.3005
DUSP5	0.432
PXDN	-0.74725
SLMO1	-0.25975
TNXB	0.5304
BIRC7	-1.013
A4GALT	1.205
TIMM22	-0.181
FAM110C	-0.8065
TOMM34	-0.226875
ABHD9	0.042
ADAM32	1.36
CRHBP	0.60925
AQP2	0.342375
LOC130355	-0.05025
ZNF187	0.6275
ZNF816A	1.3225
F7	-0.780125
CNOT1	-0.0399
SLC13A4	-1.0025
ZBTB11	0.08
B3GALT5	-0.51375
EXOC2	0.756166666666667
IRS1	-0.0538
TMEM1	0.819333333333333
MRPL34	0.0395
SAMM50	-0.47675
CDC42EP3	1.37625
HSF2	-0.0998
MFN2	0.43875
TSPAN7	0.115833333333333
NUCB1	0.531166666666667
RHOH	1.2055
ARL16	-0.5125
TACR1	0.20625
SFRS5	-0.252333333333333
SNX25	-0.54475
RHBDF1	0.131666666666667
PCDH18	2.2475
HMG1L1	-0.4935
MYO5C	-1.107125
MAPK10	-1.236
LDHAL6A	0.084
NUDT12	-0.703333333333333
NCAM1	-0.095125
GLIS2	0.059
GGTL4	-0.32575
DAPP1	2.12675
ATF7	-0.00699999999999999
KIAA0748	2.44675
NFIL3	0.07275
TM6SF1	0.0644
SEZ6	-0.10475
NANOS3	-0.3795
DNAJA3	0.229
CLDN6	-2.958
CIITA	3.9262
EPHA4	0.693833333333333
FANCC	0.28975
CMTM3	0.601125
PSG3	-0.101875
MRPL15	-0.25025
C21orf59	-0.89525
PLCXD2	-0.072
C2orf34	0.414
UBE2L6	1.735875
MED14	0.467666666666667
HP1BP3	-0.3066
C6orf208	-0.525
TPBG	-0.7095
OSR2	0.687
XPC	0.642
KLHL7	0.138916666666667
CCR3	0.448166666666667
AGTPBP1	-0.325666666666667
PCSK6	-0.623666666666667
STAT5A	0.0711
FAM18B	0.24375
LONRF2	-2.51916666666667
PTPN2	0.514
SF3A3	-0.646333333333333
EFCBP2	-0.9135
HCFC1	0.396833333333333
AHNAK	0.07255
ACTR5	-0.10775
KIF14	-2.20857142857143
TENC1	0.6515
HEATR5B	0.7045
YIPF2	0.6495
MYEOV2	0.2345
DUSP18	0.97575
KIAA1012	0.1205
AHR	0.407
C17orf53	-1.04666666666667
PTPRH	-3.545
ATP6V1C1	0.0869
TAS2R3	0.7535
LOC440356	-0.332
COQ10B	0.2795
PSMF1	0.0335833333333333
SORBS2	3.253
NFE2L2	-0.24225
TMCO7	-0.24525
SH3PXD2A	-0.1492
SH2D2A	2.235
SPINK5	-2.13775
MRPS24	-1.09175
OPA3	0.346
TRAF7	0.354833333333333
C4orf35	-0.0165
MT1G	-1.419375
MGC39545	0.1975
HS1BP3	0.1609
OR2B2	0.263
CHRM4	0.2975
SFRP2	2.26033333333333
RIC3	1.15025
ART1	0.181
C6orf1	0.389
DUS4L	-1.36775
C10orf104	0.415
TNFAIP6	1.11875
RTEL1	-0.27325
CCT4	-0.2417
ZNF709	0.29775
CHMP6	0.168
UPP2	0.1815
CYP19A1	-0.924375
CD151	-1.334
NDUFA13	-0.405666666666667
ARFRP1	-0.681833333333333
FAM26B	1.75575
CRYBA1	-0.876
MRPL41	-0.837166666666667
NPFFR2	-1.33725
HRH2	0.1455
SCAMP3	0.449
MTMR6	0.6016
MTG1	-1.19766666666667
UBTD1	0.1525
CRABP1	1.304
FLJ33790	0.9287
KIAA1908	-0.130833333333333
GPR158	-2.31
PACSIN3	0.4395
OMD	2.1975
CATSPER1	-0.3115
HOXB8	-1.055375
FBXO46	1.1545
OAS1	2.995
SVIL	1.16625
PHB2	-0.66425
ADCY3	0.93
NDRG2	1.52866666666667
ERMAP	0.8497
APBA2	0.205666666666667
IGSF9	1.923
WNT6	2.31857142857143
MYCBPAP	0.13225
ATP2B2	-0.0011
CPVL	0.4904
