Hybridization REF	TCGA-A8-A0A9-01A-11R-A00Z-07
PPAPDC1A	2.526
WDR25	1.06533333333333
SGCA	-0.2105
C22orf29	0.0615
YIPF1	1.19125
GALK2	-0.60675
RAB3B	-3.46008333333333
LOC440087	-0.69325
UCP1	0.324
REEP5	1.918125
FADD	2.0789
FOXA1	3.797375
CACNA1A	0.595166666666667
ABI1	0.3895
GRIN2D	0.946
SLC1A4	-0.696666666666667
LOC401127	-1.30925
HINT2	-0.0925
PLD4	-0.0573333333333334
ZNF286A	-1.68125
ENY2	-0.41
IL1F6	0.072
PXDNL	1.0925
C20orf79	0.16275
TNFSF13B	3.46083333333333
DENND3	-0.214
JARID1D	-3.25
HIST1H2AK	-0.174125
LOC93349	0.5876
SSH1	-1.1231
ENSA	0.4995
LOC219854	-0.634166666666667
CKAP2	-1.1432
DKFZP564J102	-0.195666666666667
MGC87315	-0.113666666666667
HNRPAB	0.31025
AMH	-1.5275
ZNF526	1.189
BRUNOL5	-0.226
CACNG3	0.425833333333333
TRPM1	-2.034
PPP2R1A	0.50025
COL2A1	-1.59725
DDN	-0.1045
FLJ25770	0.654454545454545
HK2	-1.32842857142857
ELOVL6	-0.782625
MDK	-0.863
EPHX1	0.6355
RASSF2	0.3355
DKFZP434B0335	-1.289
DLX3	0.108375
PRTN3	0.27175
AVPR1A	0.418333333333333
C21orf125	-2.88225
TNFAIP8	-1.11083333333333
GNB2L1	0.137
CALCRL	1.72425
SCGB2A2	8.2495
UBXD7	0.14575
ZNF674	-0.9485
TMEM35	-0.14825
BRSK2	-1.393875
HECTD3	-0.193333333333333
TMEM188	-0.372833333333333
LGALS9	1.756625
SCARB2	0.847333333333333
USP34	-0.245
C17orf28	1.94458333333333
ZDHHC23	-0.24225
AQP12B	-0.1995
SLC16A3	-1.69375
APLP2	-0.289125
ITIH2	-5.367
MICAL3	-0.517125
TNNI3K	0.4093
HDAC2	-0.108375
PRR7	0.277
THBS2	0.891
LOC751071	0.196
CA2	-1.36283333333333
RANBP17	1.70075
RLN3	0.36275
CRYZ	-0.425833333333333
GBAS	-0.153333333333333
TAS1R1	-0.672
MPZL3	-0.071
PCDH8	-1.9435
HSP90B1	1.03416666666667
KCNK15	2.8095
TNIP2	0.9155
GPR146	0.07875
NOL6	-0.03925
SPC25	-3.28655555555556
STEAP2	1.12907142857143
VAMP3	-0.456833333333333
TCIRG1	0.57975
ZP4	-0.222666666666667
PARL	0.120125
TRIM39	0.380666666666667
KIAA1305	0.036
CRNN	0.274666666666667
GRN	0.34
HSH2D	1.0145
SCAMP1	1.0345625
KIAA1913	0.76175
PTS	-1.39075
BANP	0.343285714285714
PRKACG	-0.06925
ADCY6	0.7075
C16orf46	0.606
CYP51A1	-0.229625
DDC	-5.2445
ANPEP	-0.4015
PROM1	-2.17833333333333
SIGLEC10	2.1705
COPG	1.0365
FAM26E	1.441125
TRIP4	0.375
SNX3	-0.218833333333333
C1orf175	0.423666666666667
PPY2	-0.59575
C14orf152	0.501
FTSJ1	-0.708166666666667
DST	-1.0961
LOC554235	-0.10725
GLRX5	-0.19975
C20orf12	1.8032
CAB39	-0.4275
MSH2	-1.0815
PIP4K2C	0.684375
CYLD	0.648
WTAP	0.818375
MGAT4A	1.15311111111111
TSC22D4	-0.9519
CHRM2	-1.454
PPYR1	0.0905
CCNH	-0.180166666666667
RRM1	-0.632
ECAT8	-4.47
LOC400120	-0.634
GABRA4	-0.381375
C14orf4	1.40916666666667
C1orf59	-2.534
CTDSPL	0.111666666666667
NHEDC2	-1.0395
PDE11A	-0.295333333333333
KLHL29	-1.6905
CD5	-0.4879
TSPAN9	1.161
WDR67	-1.29025
THUMPD1	0.2448
C18orf17	0.83275
CLYBL	-0.739666666666667
FLJ13231	-0.750375
CMBL	0.980625
LECT2	-0.25625
NKAPL	1.26633333333333
LOC654780	0.326
OR4C6	0.0835
RAB30	1.3295
TSSK4	-0.1735
TMEM163	0.9165
OSBPL11	0.6585
GNB5	-1.51366666666667
CCL21	0.521
C1orf121	0.319
FMO2	1.32016666666667
RPTN	0.224
MSTN	0.6645
VCL	0.125357142857143
FYTTD1	-0.12875
C11orf1	-1.1205
CCDC88C	0.9144375
HFE	-0.200166666666667
MOGAT1	-1.065
FAM125B	0.182666666666667
IRGQ	0.2945
RAVER2	-0.394
AKAP5	-0.393
SSSCA1	-0.238
C11orf63	0.491875
ACTG2	-1.065
PORCN	-1.0455
DTL	-1.66054545454545
TMEM151	0.43975
FAM122C	-1.93125
RSAD2	5.2775
BAT4	0.181
KRTDAP	-0.960666666666667
MYH8	-0.5615
CRTC3	0.90425
LRRFIP2	0.698
INTS4	1.81933333333333
TTN	-1.39466666666667
SLC26A5	0.5165
PLLP	-1.4965
RGS6	-0.25925
SRGAP3	-0.0465714285714285
ZNF525	0.233333333333333
NBR2	0.1305
C13orf1	-0.0819
ZNF137	0.684
CEP27	-1.7515
BEST2	0.065
RNF121	-0.44275
DMRTC2	0.221666666666667
C8orf76	-0.58225
BCCIP	-0.094875
MEST	-1.95325
HTRA2	0.124
ANGPTL2	0.66925
ILKAP	0.147
ERAS	1.1395
HBS1L	-0.283875
CPA5	0.191
TMEM30A	0.964666666666667
CD300LF	1.7755
WISP3	0.572
CRK	0.520357142857143
PDS5A	-0.0492
BRPF3	0.0693333333333333
NEDD9	-0.806875
SMPDL3B	1.6045
PSG6	0.83525
PSMD13	0.44
ETV5	-2.0269375
OR51A4	-0.231
BTBD7	0.6255
GSTO1	-0.8195
hCG_16001	-0.019
MAD2L1BP	-0.304833333333333
COX6A2	1.2545
SCNN1A	2.83683333333333
LSM1	0.563666666666667
UGT2B11	-1.783
IDUA	0.98575
PPP2R3C	-0.566833333333333
COX11	-0.863333333333333
PDZK1	1.047
ZNF443	0.7505
MGC21874	1.37766666666667
ZNF323	0.4977
KRTAP10-10	0.621
CXCL6	-0.041
SLC34A2	0.2064
LOC284402	0.552
NPTN	0.9595
UPP1	-1.32175
SLC6A9	0.1595
OR7G3	0.00600000000000001
CISD1	-1.16533333333333
ZNF545	0.091
SYT14	-1.1435
NT5C3L	-0.305166666666667
ZNHIT3	-0.508333333333333
SNRPD3	-0.24925
KIAA0701	-0.30925
UNC93B1	0.1245
GMNN	-2.1575
SPCS2	1.447
LOC388524	-0.012
NAPRT1	1.04
PNLIPRP1	-1.5905
OR6V1	0.597
PRKAB1	-0.3455
EYA4	-2.41666666666667
KIF20A	-1.25975
ALG10	-0.18725
ITPKC	2.40033333333333
LMX1B	1.2295
RPUSD4	-0.9795
C7orf34	0.00766666666666667
DLGAP2	0.306625
PFN1	-0.4305
MICALL2	0.886333333333333
ZNF654	-0.4565
SS18L1	-0.379625
SLC16A8	0.445
MKI67IP	-0.2005
ITGB3	-0.720875
TCEA3	2.14716666666667
CEP152	-2.1403125
CLIP1	0.799
ZNF75	0.26
ATP5C1	-0.881166666666667
NUDT5	-0.592333333333333
PSCDBP	-0.2215
UBP1	-0.2975
RBM27	0.48375
C13orf15	2.130875
ZNF282	-0.00500000000000001
ZNF222	0.1383
COL10A1	6.28225
PRDM15	-0.739
TTTY5	-0.3235
FAM9C	-0.268909090909091
C20orf67	-0.6345
GNG13	0.8095
F12	1.19375
C1orf41	-1.3645
CPXCR1	-0.279
GSK3A	0.42275
SUPT6H	0.376333333333333
PI16	0.185333333333333
ELL2	-0.283416666666667
C9orf167	-1.93
PVRL3	-2.5078
FLJ38596	0.392
ADAM20	0.50525
GPR89A	1.344
GPR87	-2.805
ZNF30	0.576
SMR3B	-0.162
ZNF770	-0.031
TRPC4AP	-0.250833333333333
DKFZP686E2158	0.7435
C2orf28	-0.722666666666667
FREM1	-1.9825
LAMA4	-0.029
ADPRHL2	0.393
EIF4G2	0.3345
GUCA1A	-0.8405
CTNNA2	-1.729625
NUDT15	-1.4945
CEPT1	0.467
ZNFX1	1.3573
CCDC92	0.7265
TDRD1	-0.7475
KCNK5	-2.48816666666667
ETNK1	0.56225
LTA	0.578
TTPA	-0.247333333333333
B3GALNT2	0.33925
SC65	0.7245
PEX5L	-1.401125
EPS15L1	0.474
MGEA5	0.00700000000000002
HIST1H3A	0.73525
ING1	0.10775
BCAT1	-2.442
ORC6L	-3.24754545454546
KLK11	-5.4215
C19orf28	-0.405125
DNER	-4.5595
MED22	-0.338071428571428
ETV6	1.48441666666667
CHAC2	-2.94475
CD300E	0.7265
CEBPB	1.221
ZNF398	-0.57375
LRCH3	0.087
HMGA1	-1.66866666666667
CAPN7	-0.321833333333333
MGC5566	-2.67775
CCL3	3.43514285714286
NANOS1	0.19275
ZFYVE19	0.564
APITD1	-0.898333333333333
PARD3	0.184
IRAK4	-1.0345
SERPINI2	0.0405
CEP170L	-0.652
TTC9	2.707375
MYOM3	-1.16825
MLPH	2.136875
LOC222699	0.7705
NRG1	-1.59175
TBC1D9	3.39509090909091
TTK	-2.34483333333333
ZNF557	0.8442
DDX41	0.0483333333333333
FANK1	2.764
UBE2D2	0.23075
PSMB10	1.104
MYH7B	0.762
GABARAPL2	-0.5895
MARVELD2	2.511
DGCR2	1.20233333333333
UNC45A	0.3405
C6orf72	-0.0635
ZNF683	4.66075
GIT2	-0.368375
CASK	0.306833333333333
C14orf161	4.83766666666667
LRRC44	-0.09175
TIFA	1.242125
UTP11L	-0.79025
C6orf65	-1.0905
FDPS	-0.03275
DUSP9	-1.944
SLC17A8	0.145666666666667
OR51G1	0.119
NANS	-0.0975
OLFML1	1.56425
ATP10B	-1.6255
NPAS3	-1.56275
PRKCA	-2.4652
GGA2	0.2816875
LCE4A	0.3815
SPANXN3	0.268
CCDC115	1.3535
SDCCAG3	-0.8235
GLIPR1L1	0.224
TTC1	0.536
C17orf76	1.1245
MAD2L2	-0.91575
HIPK1	0.0629
LRRC3B	-1.44783333333333
CLN3	0.148090909090909
C17orf47	0.198
FMN2	-2.8715
TUBB1	-1.35728571428571
WAPAL	0.233666666666667
C3orf21	-0.0405
SCN5A	-1.0991
SMYD1	0.312
BEX5	2.393
ZNF192	0.3135
SEC22A	-0.0941666666666667
GRIA2	2.76807142857143
KIAA0825	-1.127
NUSAP1	-1.78909090909091
LANCL1	-0.536875
C15orf40	-0.99
ZNF645	0.23075
GPR61	0.3605
NLRP14	-0.2915
SNX21	-0.1229
C1QTNF8	-0.044
C17orf46	-0.1855
IFNA8	0.6835
SPRR1B	-1.9805
FLRT1	-0.75675
SNX17	0.0411666666666667
ASB2	-0.968
HBG1	-5.624
RPRML	-2.47225
JOSD2	-0.288333333333333
PLSCR3	0.17825
SPOCD1	0.0121666666666667
RAB39	0.4835
GHRH	0.266333333333333
ITIH5L	0.33675
C17orf37	0.18975
SMCR8	0.506
DPY19L2P3	0.2715
IL11RA	0.1425
GDF3	-3.7555
RPS6KB1	-0.789333333333333
DNAJC19	-0.0437
TOP1	0.0455
CRCT1	-0.223428571428571
MPST	0.335
DPM2	-0.15725
FAM38B	-2.3225
SLC18A1	-2.49033333333333
FARP1	0.6455
PAX7	0.144
TUBD1	-1.049
GNL3	-0.001875
BTG2	1.76413333333333
NDUFS6	-0.13575
C1orf79	-0.4095
ERAL1	-0.38625
ECHS1	0.3465
VPS4A	-0.462166666666667
CYP11A1	-0.901125
ABCC6	-1.31192857142857
PBX4	-1.839
MOSC1	-0.950375
NCF4	0.67025
HYMAI	0.0145
NAGPA	0.319375
OTOP2	0.04575
ACOT12	-0.1275
MTHFD2L	0.509
LOC441376	3.96575
C19orf34	-0.5885
RAB1B	-0.68825
ALDOAP2	-0.176
NTRK1	-1.61116666666667
ARTS-1	0.7786
SLC6A11	-0.171
NAP1L2	-1.24375
CNGB1	-0.0523333333333333
EPB41L4B	-0.407666666666667
FAM134B	2.601875
HS3ST3A1	-0.580833333333333
CPXM2	5.019
SIRPB2	0.261
CHORDC1	-1.70266666666667
TRIB3	0.616166666666667
SLC2A5	0.3275
C2orf49	-0.9825
DDX5	-0.01575
OR5L1	1.153
ANAPC4	0.1325
ZSWIM1	1.065
LOC93622	0.5425
KCNK3	-0.7318
RP11-35N6.1	-2.229625
ZFP161	0.385833333333333
AQP9	4.394
SLC15A2	-1.5525
MREG	0.217166666666667
OR9I1	-0.152
PDLIM2	0.14525
ADAM7	0.1025
GSTCD	0.101333333333333
WDR21A	-0.112125
SLC12A8	1.1385
TMEM174	0.273
IGSF3	0.30575
LRRN1	0.224
LOC402117	0.337
SRPK1	-1.14666666666667
LY6K	-1.89025
NFIA	2.5515
PTCD3	-0.865625
LEP	0.437166666666667
PCDH21	-0.794166666666667
MAPKAPK2	1.18542857142857
NMNAT1	-0.680166666666667
LHFPL2	0.923
C9orf43	-0.40025
DIP2A	-0.3775
ACTR8	-0.024
CCDC34	-1.2135
PTPN22	-1.1045
ITGA3	-0.758
FAM129C	-0.151
RABGGTA	0.750166666666667
UNC45B	-0.297
KIAA1033	-0.353
ZNF510	-0.309166666666667
CYP2D6	-0.6495
SLC26A10	-1.403
STX8	0.4515
LUZP1	-0.06425
WDR89	-0.2085
EIF4G3	-0.203
C5AR1	1.18725
ZNF623	0.8585
A2M	-0.3735
TGM7	0.3145
GRPEL1	-0.401
LMNB2	-0.6583
ROCK2	0.129
SNX16	0.32825
CCDC66	0.11225
ANXA3	-3.819
KIAA1609	-0.302625
EED	-1.54775
RNF32	-1.49283333333333
HES1	1.1834
CLC	0.595833333333333
ISL1	-0.384166666666667
KIAA0528	0.006125
MANEA	-0.18025
C1orf61	-2.084
hCG_2001000	0.1295
RAPGEF6	0.039
KIAA0020	-0.461833333333333
NEIL1	1.844
C16orf45	1.51875
RBM10	0.161333333333333
C10orf125	-0.327375
MRS2L	-0.95925
DNAH17	-1.40671428571429
C19orf10	0.047
C1orf160	0.67325
SLFN12	-0.28725
EXOC3	0.198833333333333
HIST3H3	0.258
NCOR2	0.00216666666666666
TNFRSF9	0.80875
MFSD8	0.6925
ALX1	-3.13383333333333
NOL1	-0.88425
PODN	2.797
TIAL1	-1.20925
HIST1H1E	-0.4645
NPY6R	0.39125
TM4SF4	-0.7255
CORO2A	-0.00025
ETNK2	0.678333333333333
APOE	1.1014
ANGPT4	0.193
HDGF2	0.59875
G30	0.762
ST8SIA4	-0.602
F2RL1	0.431125
FAM19A4	-3.855
CCAR1	-0.80675
B3GNT7	0.30425
OPHN1	-0.7424
DSCR6	2.109
C21orf13	-0.155
GAS2L1	0.310666666666667
RFX3	-0.5315
COPS4	0.142875
BCHE	-4.7465
BCL2	2.5225
HBZ	-2.93466666666667
ARL13B	-0.031875
MAPBPIP	0.912625
MYO15B	0.5305
SPZ1	-0.47575
KIAA1324	2.80577777777778
PLCL2	-1.366125
C4orf29	-0.36075
WDFY2	-0.985
ZNF284	0.09
NAALADL1	-0.181
DUSP5	0.7525
PXDN	0.826
SLMO1	-0.105
TNXB	0.3577
BIRC7	-0.91575
A4GALT	1.811
TIMM22	0.26275
FAM110C	1.1875
TOMM34	-0.3125
ABHD9	0.5675
ADAM32	1.385
CRHBP	-0.56825
AQP2	0.44925
LOC130355	-0.25075
ZNF187	0.721666666666667
ZNF816A	0.939
F7	1.236625
CNOT1	-0.8419
SLC13A4	-0.67075
ZBTB11	-0.5085
B3GALT5	0.3445
EXOC2	1.036
IRS1	0.1959
TMEM1	-0.113833333333333
MRPL34	-0.472833333333333
SAMM50	-0.12125
CDC42EP3	-1.389875
HSF2	-0.8449
MFN2	-0.05875
TSPAN7	-2.9305
NUCB1	1.23816666666667
RHOH	-1.32175
ARL16	-0.0825
TACR1	0.4605
SFRS5	0.0303333333333333
SNX25	-0.551
RHBDF1	1.42233333333333
PCDH18	0.587666666666667
HMG1L1	-0.728
MYO5C	1.0495
MAPK10	0.0285
LDHAL6A	-0.068
NUDT12	0.120166666666667
NCAM1	-0.234375
GLIS2	0.5935
GGTL4	-0.971
DAPP1	0.19575
ATF7	0.607875
KIAA0748	-1.432
NFIL3	-0.672
TM6SF1	0.2729
SEZ6	0.23425
NANOS3	0.784166666666667
DNAJA3	0.191
CLDN6	-2.7685
CIITA	2.6605
EPHA4	-2.25891666666667
FANCC	-0.162
CMTM3	1.106625
PSG3	0.391375
MRPL15	-0.60775
C21orf59	-0.11575
PLCXD2	-0.436
C2orf34	-0.66
UBE2L6	1.727625
MED14	-0.646
HP1BP3	-0.4848
C6orf208	-0.3
TPBG	1.2845
OSR2	0.105
XPC	0.280333333333333
KLHL7	-0.58375
CCR3	-0.2765
AGTPBP1	-1.291
PCSK6	0.533733333333333
STAT5A	-1.0549
FAM18B	0.2935
LONRF2	0.870333333333333
PTPN2	-0.479875
SF3A3	-0.797666666666667
EFCBP2	-0.326
HCFC1	-0.323333333333333
AHNAK	0.65375
ACTR5	0.118
KIF14	-2.26057142857143
TENC1	1.15775
HEATR5B	0.2545
YIPF2	0.902666666666667
MYEOV2	0.708
DUSP18	0.837
KIAA1012	0.22025
AHR	0.760166666666667
C17orf53	-1.285
PTPRH	-3.588
ATP6V1C1	0.3489
TAS2R3	0.111
LOC440356	-0.48975
COQ10B	0.3035
PSMF1	0.8585
SORBS2	3.93366666666667
NFE2L2	-0.54975
TMCO7	-0.8475
SH3PXD2A	0.1068
SH2D2A	-1.4855
SPINK5	-3.46325
MRPS24	-0.4955
OPA3	0.481125
TRAF7	-0.6475
C4orf35	0.340833333333333
MT1G	-0.825375
MGC39545	1.1
HS1BP3	0.171
OR2B2	0.145
CHRM4	-0.0315
SFRP2	2.09591666666667
RIC3	-1.73066666666667
ART1	-0.327
C6orf1	0.199875
DUS4L	-1.89975
C10orf104	-0.10075
TNFAIP6	2.951
RTEL1	0.08925
CCT4	-0.6969
ZNF709	0.072
CHMP6	0.488666666666667
UPP2	-0.3655
CYP19A1	-2.776
CD151	0.0916666666666667
NDUFA13	0.0988333333333333
ARFRP1	-0.0755
FAM26B	2.016
CRYBA1	null
MRPL41	-0.189833333333333
NPFFR2	-0.651875
HRH2	0.2
SCAMP3	0.566
MTMR6	0.6148
MTG1	-0.678166666666667
UBTD1	1.622
CRABP1	-3.024
FLJ33790	0.6022
KIAA1908	-0.281
GPR158	-2.86475
PACSIN3	0.556666666666667
OMD	3.70983333333333
CATSPER1	-0.3755
HOXB8	-1.231125
FBXO46	1.5945
OAS1	2.335
SVIL	-0.222
PHB2	-0.607
ADCY3	-0.4525
NDRG2	0.619666666666667
ERMAP	-0.1293
APBA2	-1.948
IGSF9	2.0515
WNT6	-0.803357142857143
MYCBPAP	2.4975
ATP2B2	0.0173
CPVL	-1.0464
TRAM2	-1.05341666666667
NOP5/NOP58	-0.52925
ZNRF4	0.2535
TLK1	-0.105125
MTMR12	0.515785714285714
ZNF384	0.179666666666667
FAM9B	-2.68
RPN1	0.7543
PMVK	1.24525
EIF3D	0.2861
SIX2	0.5015
HPS1	0.592928571428571
RNF7	0.10125
PSKH2	0.0325
KCTD13	0.173333333333333
CSMD3	-0.7757
FBF1	0.708
IL8	-3.77825
SERPINB13	-0.204727272727273
FBXL20	-0.0585
BLR1	0.274
SH2B1	0.8045
RFNG	0.1225
RAB20	0.6735
RBM7	-1.00625
POLR1A	-0.282666666666667
TMPRSS4	1.11125
TAF9	-0.3605
TERF2	-0.610833333333333
TNFRSF1A	1.28325
ACADVL	0.2755
GTF2H5	-0.511
EDG8	-0.046
C9orf140	-1.14675
UST6	0.01
ZBTB8OS	-0.6795
ZNF710	1.0145
GPR174	-1.221
ATP6V0A2	-0.6165
KIAA0319L	-0.247916666666667
XKRX	0.158
DOPEY2	0.6893
SDHD	-1.39566666666667
SUMF1	0.979
OSM	3.21425
OPN3	-0.944
DAGLB	0.401166666666667
PPFIBP1	0.1317
TRIM63	-3.8245
C10orf53	0.3055
LYPD3	0.892166666666667
BCL7A	-0.7585
AGER	-1.31133333333333
TCF19	-1.19025
SAT2	-0.1915
PFTK1	-0.568333333333333
GABRE	-1.717125
C15orf38	1.5484
FIS1	-1.2095
KCNV2	-0.09525
CLPS	0.64425
PPCDC	-0.4285
FOXN2	-0.304166666666667
NT5E	-2.7005
CD83	0.8615
IL18	-0.32025
VPS16	0.6325
IGFBP2	-1.0325
NOTCH2	0.20525
SIGLEC1	2.651875
CD93	3.902
SULF2	1.1845
CEP164	-0.465
P53AIP1	-0.134
TOR2A	0.0933333333333333
ZNF136	1.166
MGP	3.6318
CCDC144A	0.5414
TRPC1	-1.3906
SMS	-0.710666666666667
MAPK7	-0.246
RRAGC	0.4595
PARD6A	0.3515
NUB1	0.431
SYNGR4	0.56325
OR11H12	0.1475
WIF1	0.149
GCH1	0.5485
OR11H4	-0.1855
SLC44A5	0.1585
GPRIN2	0.234166666666667
LOC401431	-0.36975
CPA4	-3.0223
MELK	-2.47133333333333
IL15RA	1.004
CUL3	0.493
HMBOX1	0.729
PODXL	-2.74725
CCT6B	0.371833333333333
COMTD1	-0.8275
MUC20	0.692166666666667
GPX2	-3.77525
ITK	-1.625875
FBXL5	1.5405
C13orf27	-1.7
DEFA5	0.2595
TRHDE	1.207
MTP18	-0.609833333333333
UQCRQ	0.4064
ITGB2	1.85125
CSRP2BP	0.78925
TAS2R44	0.2105
PHPT1	0.248125
FAM44C	0.55
ERH	-0.0335
MPHOSPH1	-1.75183333333333
MORC1	-0.333
PARVB	-1.482
LAMA1	-2.02408333333333
PGBD3	0.31775
GIMAP6	3.44975
AREG	2.41583333333333
LIPT1	-0.24175
MGC99813	-0.61575
C1orf201	-0.244166666666667
GRIN2A	-1.18722222222222
MAN2C1	-0.73825
NSUN5	-0.81625
SF3B5	0.4515
MYC	-0.8069375
NRXN1	-0.587333333333333
ZNF18	0.26675
SPDYA	-1.0775
SLC37A1	1.176
DECR2	0.20375
ANKRD38	0.845375
SPTLC3	-0.695333333333333
SUPT16H	-0.278375
DTWD2	-0.7395
ULBP1	-0.845
ZADH1	-0.637833333333333
OIP5	-2.55575
IL10RB	-0.199833333333333
OTUB2	0.270875
VWA3A	-0.161666666666667
SPIC	-0.0176
OR6C4	0.5265
PSCD4	1.04333333333333
DPY19L2P2	-0.9135
TRAPPC6A	0.275166666666667
C21orf2	-0.451
CEMP1	0.527
LIN7B	-0.082
E2F7	-2.37666666666667
VCP	0.0580625
LAMA3	1.01808333333333
BGN	1.6785
GPR160	0.271333333333333
COCH	-5.102
GPR81	1.95533333333333
APOBEC3F	-2.3775
tcag7.1017	-1.0245
C1orf32	0.55
SCGB1D2	5.9635
FLJ43987	-0.322
C6orf170	0.24525
KLK9	0.2355
GPD1L	1.2885
VPS37B	-0.612
ATG3	-0.315333333333333
ADAMTS17	-0.5175
KLHDC2	0.117
NDUFV2	0.1945
BLK	-3.176
MATN4	-0.6625
GPM6A	0.441
GBP4	4.28933333333333
TMEM162	0.564
PKP2	-0.3915
HRASLS	-1.89466666666667
MMP1	-2.54025
SFXN3	0.3491
FSD1	-1.89816666666667
ST6GALNAC3	-2.51916666666667
CA12	3.2387
NCOA6	0.818
C19orf58	-0.1379
PPP4R1	0.7645
MAN1A2	0.604833333333333
IKBKAP	-1.283
UPF1	0.294666666666667
KIAA1219	0.91425
WNT16	0.8664
SNW1	0.16975
IL18RAP	1.781
RPP30	-0.574625
CDC40	0.0270714285714286
SETD3	0.419166666666667
SLAMF6	0.035
ELK4	-0.135
TRIM47	0.6815
ACOX3	1.599375
TRIM6	0.267125
KIAA0372	-0.378833333333333
TP53AP1	-0.98675
SMURF2	-1.03125
ADAD1	0.51125
EBP	-1.1239
KRTAP13-2	-0.4415
FLJ36874	-1.06316666666667
TOR1A	-0.0821666666666667
P2RY4	0.7015
GPBP1	0.898
TRPV1	0.478625
ADAMTS12	0.620666666666667
PES1	-0.3102
ATG4A	0.430833333333333
MAGEA10	-4.76925
WFS1	1.52775
CC2D1B	-0.107
PABPN1	-0.122625
SLC25A30	-0.116
SLCO1C1	0.0116666666666667
SLC22A5	2.16875
KIF23	-2.19466666666667
SYN2	-0.881833333333333
ASPN	8.684
CENTG2	1.18625
QSOX2	-1.7712
FLJ10815	0.0273333333333333
STK24	0.2215
SPEG	0.7491
STK10	0.150666666666667
DACT2	-2.909
AAAS	-0.689
SSX3	-1.81328571428571
ABCD3	0.6389
C4orf12	-0.717625
PARVG	0.604333333333333
FIG4	0.826
C9orf46	0.22675
TMCO6	-0.2015
IGHMBP2	1.6415
DUS2L	-0.399333333333333
FAM3C	-0.3965625
TMEM16D	-2.55816666666667
DCTN4	0.46925
KCNH3	-0.0895
EIF2AK2	0.929
AP1S3	0.034375
CST4	0.2255
PAM	0.082
NUTF2	-0.5395
CITED2	0.0221
SLC39A4	-0.09375
C2orf52	-0.6105
GRM3	-0.438
C12orf49	0.04325
CCDC49	0.155
GRAMD1B	-1.929
FNDC4	0.06275
SIAH2	0.68125
GDPD4	-0.706
C21orf87	0.85075
ATP5A1	-0.119166666666667
C16orf63	-0.574625
LOC388135	-0.4105
ATP5J2	-1.58925
MMP3	-0.31875
EMID2	0.0996666666666667
CRHR1	0.22725
WDR70	0.102
C13orf31	1.18625
ZFAND1	0.0555
CCL18	4.5285
C3orf49	3.0635
RINT1	-1.997
KIAA0408	-2.415
F13A1	5.2154
SLC10A1	-0.345333333333333
OGN	0.92525
GIPC2	-1.97466666666667
XPO6	-0.0663333333333333
LCE1A	1.076
FMR1	0.5477
LOC374920	0.33775
DUSP3	0.402375
ANKMY1	-0.0775
C7orf50	-0.18775
BBS9	-0.201
UNC119B	-0.6685
C9orf72	-0.70125
MGC35440	0.07875
ENTPD6	0.668875
PPP1R2P9	-0.405666666666667
ERCC4	0.33225
FAHD2B	-0.314
HMHA1	0.1925
HACL1	-0.77225
RAD23A	-0.3435
FAM83B	-1.19175
PPP5C	-0.461833333333333
RNASEH2C	0.059625
C9orf153	-0.67375
SCAMP4	0.7285
GHITM	0.4253
NDUFB7	0.10025
ADCYAP1	-0.3276
SP110	1.9435
MAP3K7IP2	0.50575
DHH	0.022
AGRN	0.716357142857143
WDR33	0.0426666666666667
CEP290	-0.566833333333333
PRPS1L1	-1.672
KLRA1	-0.2705
GPR97	-0.0715
CHD7	-0.0560833333333333
TLR10	0.417
SLC30A8	-1.2725
HIC1	1.50083333333333
IAPP	0.2295
RXFP4	0.03625
GP1BB	0.87825
SHQ1	0.163
NKX2-3	0.294333333333333
API5	-0.3275
FTHP1	1.046
MOV10L1	0.525833333333333
TRIM6-TRIM34	1.65133333333333
ADHFE1	0.18575
FAM117A	-0.908
DDI1	0.983833333333333
CDON	0.176333333333333
TRIM73	-0.394
IGKC	0.2465
MMP14	0.392833333333333
DYNC1LI1	-0.9445
C11orf66	0.132
TRBV3-1	-0.8875
FASTKD5	0.4945
BIVM	-1.13875
LHX4	0.00524999999999999
CXCL2	-1.9024
RAB2B	-0.197666666666667
IZUMO1	-1.38175
MAP3K15	-2.11025
FAM19A2	0.000166666666666658
ZC3H8	-0.887333333333333
ZMAT1	0.8395
SPINK5L3	-2.293
SLC10A6	0.254
APPL2	-0.59
CARD10	-0.0783333333333333
LOC402176	-0.7365
EEF1D	1.3084
RAB6A	0.7257
C12orf5	-0.4835
PAPOLG	0.2025
MSRB2	0.529
BCR	0.666166666666667
PUS3	-0.6415
TIAM2	0.13525
ZNF317	0.577833333333333
CHD2	-0.166571428571429
FZD5	-1.40290909090909
NUDT8	-2.4715
ZNF763	0.223
PRC1	-1.52955555555556
ABCB9	-0.255833333333333
SPATA3	-1.1955
TRAK2	0.316125
STAB1	2.405375
LRRTM2	0.0683333333333333
psiTPTE22	1.27975
DBI	-0.13525
SERPINA11	1.18775
NAT5	0.61025
C20orf58	-2.156
RPS6KA4	-0.123
FLJ90650	-0.4625
TGFBRAP1	0.15925
CHRDL2	-0.36975
FAHD2A	-0.922
CNTN1	0.19975
BBS4	-0.1794
TMEM181	0.80775
MINPP1	-0.469
MPHOSPH6	-0.3395
HOXC10	-1.8713
ITPKB	0.396875
CLPTM1L	0.49025
