Hybridization REF	TCGA-A8-A09G-01A-21R-A00Z-07
GNL3	-0.16
BTG2	1.9608
NDUFS6	-0.2135
C1orf79	-1.34
ERAL1	-0.185
ECHS1	1.204
VPS4A	-0.473833333333333
CYP11A1	-0.67
ABCC6	1.47385714285714
PBX4	-1.2815
MOSC1	1.51625
NCF4	1.24475
HYMAI	null
NAGPA	-0.2885
OTOP2	0.15925
ACOT12	-0.28
MTHFD2L	-2.011125
LOC441376	1.0595
C19orf34	0.387
RAB1B	0.46825
ALDOAP2	0.097
NTRK1	-2.16933333333333
ARTS-1	-0.2989
SLC6A11	0.2475
NAP1L2	2.22075
CNGB1	0.0533333333333333
EPB41L4B	1.43158333333333
FAM134B	1.2825
HS3ST3A1	-2.19133333333333
CPXM2	4.99925
SIRPB2	0.742
CHORDC1	-0.8435
TRIB3	-0.372833333333333
SLC2A5	1.65425
C2orf49	-0.492833333333333
DDX5	-0.3525
OR5L1	0.8735
ANAPC4	-0.9225
ZSWIM1	0.695
LOC93622	-0.11375
KCNK3	-0.6451
RP11-35N6.1	-0.752375
ZFP161	0.212833333333333
AQP9	2.27025
SLC15A2	2.565
MREG	0.498833333333333
OR9I1	0.0735
PDLIM2	0.204
ADAM7	0.5555
GSTCD	-0.6815
WDR21A	1.473
SLC12A8	3.375
TMEM174	-0.0505
IGSF3	1.94358333333333
LRRN1	-2.62775
LOC402117	-0.01125
SRPK1	-1.001
LY6K	-2.1520625
NFIA	3.9875
PTCD3	-0.228625
LEP	2.31266666666667
PCDH21	-0.716166666666667
MAPKAPK2	0.903357142857143
NMNAT1	-0.1585
LHFPL2	0.616
C9orf43	0.546
DIP2A	0.365
ACTR8	-0.131
CCDC34	-0.46425
PTPN22	-0.82
ITGA3	-1.861625
FAM129C	1.302
RABGGTA	1.02016666666667
UNC45B	1.111
KIAA1033	0.329625
ZNF510	0.419833333333333
CYP2D6	-0.2055
SLC26A10	-2.1065
STX8	-0.15775
LUZP1	0.26025
WDR89	-0.1225
EIF4G3	-0.2169
C5AR1	0.997625
ZNF623	0.1215
A2M	0.69275
TGM7	0.0945
GRPEL1	-0.605666666666667
LMNB2	-1.6704
ROCK2	-0.978166666666667
SNX16	1.039375
CCDC66	-0.105
ANXA3	-1.363
KIAA1609	0.563
EED	-0.5765
RNF32	-0.140666666666667
HES1	1.2209
CLC	1.88933333333333
ISL1	-0.462166666666667
KIAA0528	-0.7905
MANEA	0.22675
C1orf61	-2.366
hCG_2001000	0.86325
RAPGEF6	-0.3202
KIAA0020	-0.100166666666667
NEIL1	1.79625
C16orf45	1.55125
RBM10	0.0178333333333333
C10orf125	-0.253
MRS2L	-0.3795
DNAH17	-0.887125
C19orf10	0.2485
C1orf160	0.90725
SLFN12	1.7215
EXOC3	-0.443666666666667
HIST3H3	0.54625
NCOR2	0.00266666666666666
TNFRSF9	0.209
MFSD8	0.9845
ALX1	-4.341
NOL1	-0.697
PODN	2.708
TIAL1	-0.1985
HIST1H1E	-0.00124999999999997
NPY6R	0.583
TM4SF4	-0.3625
CORO2A	1.72775
ETNK2	1.1795
APOE	1.0679
ANGPT4	-0.00750000000000001
HDGF2	-0.45625
G30	-0.3975
ST8SIA4	-0.152875
F2RL1	-1.26775
FAM19A4	-2.29825
CCAR1	-0.13525
B3GNT7	0.1895
OPHN1	-0.3883
DSCR6	-1.182
C21orf13	0.308666666666667
GAS2L1	1.81225
RFX3	-0.689166666666667
COPS4	-0.880875
BCHE	-5.09566666666667
BCL2	-0.605875
HBZ	-3.13866666666667
ARL13B	-0.508
MAPBPIP	0.742125
MYO15B	0.2325
SPZ1	-0.0375
KIAA1324	4.01744444444444
PLCL2	-0.329375
C4orf29	-0.949
WDFY2	-0.335625
ZNF284	-0.5665
NAALADL1	0.0925
DUSP5	0.657333333333333
PXDN	0.496375
SLMO1	-1.83725
TNXB	0.8134
BIRC7	-0.47225
A4GALT	-0.409333333333333
TIMM22	-0.2055
FAM110C	1.36675
TOMM34	-1.610875
ABHD9	-0.135
ADAM32	0.4145
CRHBP	0.62375
AQP2	0.631875
LOC130355	0.6745
ZNF187	-0.179833333333333
ZNF816A	1.099
F7	-0.747375
CNOT1	-0.7206
SLC13A4	-1.36875
ZBTB11	-0.1465
B3GALT5	0.116
EXOC2	0.625333333333333
IRS1	-0.3186
TMEM1	0.031
MRPL34	-0.3645
SAMM50	0.57125
CDC42EP3	-0.684875
HSF2	-0.9583
MFN2	0.188
TSPAN7	-1.643
NUCB1	1.3445
RHOH	0.8985
ARL16	-0.046
TACR1	0.53425
SFRS5	-0.842
SNX25	-2.355375
RHBDF1	0.419166666666667
PCDH18	1.42833333333333
HMG1L1	-1.137
MYO5C	1.5595
MAPK10	-0.1555
LDHAL6A	0.2415
NUDT12	0.257166666666667
NCAM1	-0.213625
GLIS2	0.8525
GGTL4	2.8015
DAPP1	1.1325
ATF7	1.474625
KIAA0748	0.02525
NFIL3	-0.532
TM6SF1	-0.00489999999999995
SEZ6	0.381125
NANOS3	-0.763
DNAJA3	-0.1345
CLDN6	-2.822
CIITA	3.7466
EPHA4	-0.9905
FANCC	0.9005
CMTM3	-0.41575
PSG3	-0.08325
MRPL15	0.13175
C21orf59	0.05325
PLCXD2	-0.087
C2orf34	-0.30725
UBE2L6	2.070875
MED14	-0.0366666666666667
HP1BP3	0.0655
C6orf208	-0.043
TPBG	-0.63375
OSR2	-1.2435
XPC	-0.366
KLHL7	-2.34658333333333
CCR3	-0.412666666666667
AGTPBP1	-1.33066666666667
PCSK6	-2.0972
STAT5A	-0.3671
FAM18B	-0.5295
LONRF2	-1.11316666666667
PTPN2	-0.690375
SF3A3	-0.595
EFCBP2	-0.391
HCFC1	-0.418166666666667
AHNAK	0.04475
ACTR5	0.12975
KIF14	-2.52171428571429
TENC1	0.7085
HEATR5B	1.0615
YIPF2	0.976166666666667
MYEOV2	0.513
DUSP18	1.2795
KIAA1012	-0.69675
AHR	-0.7855
C17orf53	-1.13783333333333
PTPRH	-4.00675
ATP6V1C1	-0.6864
TAS2R3	0.6945
LOC440356	-0.9405
COQ10B	0.30375
PSMF1	0.466166666666667
SORBS2	3.46341666666667
NFE2L2	-1.0195
TMCO7	-1.20725
SH3PXD2A	-0.7912
SH2D2A	-0.44225
SPINK5	-3.67425
MRPS24	-0.4645
OPA3	0.415375
TRAF7	0.181
C4orf35	0.5462
MT1G	-1.19625
MGC39545	0.76525
HS1BP3	0.4763
OR2B2	0.8635
CHRM4	0.216
SFRP2	1.77991666666667
RIC3	1.45925
ART1	-0.454
C6orf1	0.401
DUS4L	-1.3875
C10orf104	0.32425
TNFAIP6	1.0825
RTEL1	-0.3255
CCT4	-0.71
ZNF709	-0.00025
CHMP6	0.250333333333333
UPP2	0.077
CYP19A1	-2.244875
CD151	0.475333333333333
NDUFA13	0.0045
ARFRP1	-0.2055
FAM26B	0.665
CRYBA1	-1.611
MRPL41	2.08733333333333
NPFFR2	-2.38328571428571
HRH2	0.087
SCAMP3	0.842
MTMR6	-0.2858
MTG1	0.129666666666667
UBTD1	1.4705
CRABP1	-3.0175
FLJ33790	1.2536
KIAA1908	0.553833333333333
GPR158	-1.84475
PACSIN3	-0.492166666666667
OMD	2.57866666666667
CATSPER1	-0.812
HOXB8	-0.216875
FBXO46	0.103
OAS1	2.44966666666667
SVIL	0.119
PHB2	-0.4085
ADCY3	-1.683
NDRG2	1.32566666666667
ERMAP	0.4761
APBA2	-2.09683333333333
IGSF9	3.19375
WNT6	-0.3365
MYCBPAP	0.752
ATP2B2	-0.269111111111111
CPVL	-0.5496
TRAM2	-0.60025
NOP5/NOP58	-0.645
ZNRF4	0.453
TLK1	0.06525
MTMR12	0.837285714285714
ZNF384	-0.131833333333333
FAM9B	-3.044
RPN1	1.2259
PMVK	0.82225
EIF3D	0.2448
SIX2	2.52225
HPS1	0.922714285714286
RNF7	0.6335
PSKH2	0.3475
KCTD13	-0.232
CSMD3	-0.614
FBF1	-1.1005
IL8	-5.7585
SERPINB13	0.529833333333333
FBXL20	-0.262
BLR1	1.1225
SH2B1	-0.293
RFNG	-0.069625
RAB20	0.714166666666667
RBM7	0.05325
POLR1A	-0.162166666666667
TMPRSS4	-2.8815
TAF9	-0.48125
TERF2	-0.366666666666667
TNFRSF1A	-0.117333333333333
ACADVL	-0.4585
GTF2H5	0.7115
EDG8	0.0198333333333333
C9orf140	0.20125
UST6	0.80925
ZBTB8OS	0.565
ZNF710	2.6305
GPR174	-0.4495
ATP6V0A2	-0.34025
KIAA0319L	0.88125
XKRX	0.0925
DOPEY2	2.678
SDHD	0.0471666666666667
SUMF1	1.24775
OSM	2.0675
OPN3	-0.678
DAGLB	0.649833333333333
PPFIBP1	-0.8435
TRIM63	0.17325
C10orf53	-0.627
LYPD3	1.66166666666667
BCL7A	-0.024
AGER	-1.2815
TCF19	-0.15625
SAT2	-0.71175
PFTK1	-0.757166666666667
GABRE	-3.066875
C15orf38	2.2886
FIS1	0.025
KCNV2	0.227
CLPS	0.374
PPCDC	0.028625
FOXN2	-0.708833333333333
NT5E	-3.6533
CD83	0.69
IL18	0.56375
VPS16	0.4285
IGFBP2	-2.6905
NOTCH2	0.4945
SIGLEC1	3.694
CD93	5.0835
SULF2	-0.8535
CEP164	-0.1765
P53AIP1	0.105
TOR2A	0.329
ZNF136	0.49975
MGP	0.8721
CCDC144A	-0.119833333333333
TRPC1	-1.7915
SMS	-0.866666666666667
MAPK7	-0.743833333333333
RRAGC	0.45625
PARD6A	-0.27
NUB1	0.714666666666667
SYNGR4	0.78775
OR11H12	-0.1205
WIF1	0.308875
GCH1	-0.274
OR11H4	0.1085
SLC44A5	0.5275
GPRIN2	1.35616666666667
LOC401431	0.94425
CPA4	-1.3651
MELK	-1.149
IL15RA	0.3185
CUL3	-0.426875
HMBOX1	0.178
PODXL	-1.6135
CCT6B	2.00716666666667
COMTD1	-0.3195
MUC20	-0.997833333333333
GPX2	-1.0515
ITK	-0.084125
FBXL5	0.51775
C13orf27	-1.84025
DEFA5	0.855
TRHDE	-0.7815
MTP18	-0.192333333333333
UQCRQ	1.4234
ITGB2	2.116
CSRP2BP	0.1795
TAS2R44	0.4205
PHPT1	0.339875
FAM44C	-0.44125
ERH	0.308
MPHOSPH1	-0.561666666666667
MORC1	-0.9665
PARVB	-1.3225
LAMA1	-2.52591666666667
PGBD3	0.43675
GIMAP6	4.23825
AREG	-3.3265
LIPT1	-0.47375
MGC99813	-0.46975
C1orf201	-0.156333333333333
GRIN2A	-1.1798
MAN2C1	-0.53125
NSUN5	-0.55625
SF3B5	0.8605
MYC	-3.2882
NRXN1	-0.308666666666667
ZNF18	-0.31975
SPDYA	0.246375
SLC37A1	2.2275
DECR2	0.4145
ANKRD38	0.3825
SPTLC3	1.12158333333333
SUPT16H	-0.8475
DTWD2	1.17775
ULBP1	-0.51
ZADH1	0.0925
OIP5	-1.183
IL10RB	-0.0828333333333333
OTUB2	1.488125
VWA3A	0.000999999999999992
SPIC	0.625166666666667
OR6C4	0.342
PSCD4	1.885
DPY19L2P2	-0.7215
TRAPPC6A	0.775
C21orf2	-0.206166666666667
CEMP1	0.38425
LIN7B	0.77
E2F7	-2.50433333333333
VCP	0.7853125
LAMA3	-0.136583333333333
BGN	1.278
GPR160	2.26733333333333
COCH	-4.608
GPR81	1.6815
APOBEC3F	-1.028
tcag7.1017	-0.30275
C1orf32	0.883
SCGB1D2	5.7225
FLJ43987	-0.7895
C6orf170	0.64875
KLK9	0.1985
GPD1L	2.592625
VPS37B	1.3215
ATG3	0.069
ADAMTS17	0.712
KLHDC2	0.3145
NDUFV2	-0.0385
BLK	-1.07175
MATN4	-0.3335
GPM6A	-1.04557142857143
GBP4	4.45066666666667
TMEM162	0.8915
PKP2	-0.9
HRASLS	2.92477777777778
MMP1	-5.1085
SFXN3	-0.9848
FSD1	-1.87166666666667
ST6GALNAC3	-2.08483333333333
CA12	1.6111
NCOA6	0.246
C19orf58	0.0862
PPP4R1	-0.592166666666667
MAN1A2	0.854
IKBKAP	-0.88125
UPF1	0.1455
KIAA1219	0.19675
WNT16	1.12833333333333
SNW1	-0.23475
IL18RAP	4.30925
RPP30	0.00212500000000001
CDC40	0.293285714285714
SETD3	0.0478333333333333
SLAMF6	1.239
ELK4	-0.579
TRIM47	-0.167
ACOX3	2.10925
TRIM6	0.236
KIAA0372	-0.478666666666667
TP53AP1	0.323375
SMURF2	-0.2015
ADAD1	0.20075
EBP	-0.2549
KRTAP13-2	0.4265
FLJ36874	-0.402166666666667
TOR1A	0.208166666666667
P2RY4	0.897
GPBP1	0.466
TRPV1	0.223125
ADAMTS12	-0.1995
PES1	-0.018
ATG4A	1.22066666666667
MAGEA10	-4.83675
WFS1	0.7245
CC2D1B	0.186333333333333
PABPN1	-0.130125
SLC25A30	0.11025
SLCO1C1	1.20566666666667
SLC22A5	1.08225
KIF23	-1.8515
SYN2	0.0095
ASPN	5.92866666666667
CENTG2	0.28075
QSOX2	-1.6801
FLJ10815	-0.422166666666667
STK24	-0.6735
SPEG	-0.8398
STK10	0.384333333333333
DACT2	-1.4945
AAAS	-0.5895
SSX3	-1.304125
ABCD3	-0.0759
C4orf12	-1.5485
PARVG	1.386
FIG4	0.77375
C9orf46	0.6665
TMCO6	-0.9875
IGHMBP2	-0.1725
DUS2L	-0.799333333333333
FAM3C	-0.9390625
TMEM16D	-3.086
DCTN4	0.368
KCNH3	-0.0245
EIF2AK2	-0.07125
AP1S3	-0.052375
CST4	-0.5825
PAM	-0.8221875
NUTF2	-1.0495
CITED2	0.3532
SLC39A4	-0.44725
C2orf52	-0.853
GRM3	-0.5705
C12orf49	1.761
CCDC49	0.1591
GRAMD1B	-0.59125
FNDC4	-0.369
SIAH2	0.24725
GDPD4	0.4105
C21orf87	0.486125
ATP5A1	-0.1415
C16orf63	-0.284375
LOC388135	0.2725
ATP5J2	-0.184125
MMP3	-2.23275
EMID2	-0.15675
CRHR1	0.59425
WDR70	-0.8005
C13orf31	1.99325
ZFAND1	-0.8225
CCL18	4.38783333333333
C3orf49	0.066
RINT1	0.141
KIAA0408	-2.64516666666667
F13A1	4.861
SLC10A1	-0.297833333333333
OGN	1.277
GIPC2	-1.80083333333333
XPO6	0.1065
LCE1A	0.4585
FMR1	-0.3678
LOC374920	-0.599
DUSP3	-0.20925
ANKMY1	1.31725
C7orf50	0.4575
BBS9	-0.1165
UNC119B	-0.032125
C9orf72	-0.53275
MGC35440	1.15775
ENTPD6	0.30475
PPP1R2P9	-0.2
ERCC4	0.15475
FAHD2B	-0.5005
HMHA1	-0.255
HACL1	-0.5535
RAD23A	-0.771166666666667
FAM83B	0.88675
PPP5C	-0.442166666666667
RNASEH2C	-0.255
C9orf153	-0.04975
SCAMP4	0.647625
GHITM	0.6323
NDUFB7	0.443375
ADCYAP1	0.0671666666666667
SP110	2.02033333333333
MAP3K7IP2	0.8645
DHH	0.0365
AGRN	-0.053
WDR33	-0.0133333333333333
CEP290	-0.433
PRPS1L1	-1.5125
KLRA1	-0.1125
GPR97	0.144
CHD7	-0.46375
TLR10	1.9445
SLC30A8	-0.296
HIC1	0.870166666666667
IAPP	0.321
RXFP4	0.68875
GP1BB	0.89325
SHQ1	0.284
NKX2-3	0.823166666666667
API5	0.1585
FTHP1	0.4885
MOV10L1	0.209333333333333
TRIM6-TRIM34	1.98716666666667
ADHFE1	-0.77175
FAM117A	-1.08875
DDI1	0.329333333333333
CDON	-0.616333333333333
TRIM73	-1.7825
IGKC	5.7475
MMP14	-1.67025
DYNC1LI1	0.0805
C11orf66	0.50475
TRBV3-1	-0.374
FASTKD5	0.51425
BIVM	-2.752
LHX4	-0.18875
CXCL2	-1.4149
RAB2B	-0.194166666666667
IZUMO1	-0.832
MAP3K15	-2.199
FAM19A2	-0.409833333333333
ZC3H8	0.118333333333333
ZMAT1	2.383875
SPINK5L3	-1.72775
SLC10A6	0.752
APPL2	0.095625
CARD10	-0.903666666666667
LOC402176	-0.802
EEF1D	0.3707
RAB6A	0.3585
C12orf5	-0.34575
PAPOLG	-0.034
MSRB2	1.1105
BCR	1.32133333333333
PUS3	0.35275
TIAM2	-0.58925
ZNF317	-0.0315
CHD2	-0.0915
FZD5	-2.31036363636364
NUDT8	3.23025
ZNF763	-0.3045
PRC1	-0.924111111111111
ABCB9	1.84166666666667
SPATA3	0.842
TRAK2	0.88525
STAB1	3.47875
LRRTM2	-0.565833333333333
psiTPTE22	0.96025
DBI	2.921
SERPINA11	-2.25475
NAT5	0.395
C20orf58	-2.677
RPS6KA4	0.351166666666667
FLJ90650	-0.449
TGFBRAP1	-0.09575
CHRDL2	0.83625
FAHD2A	-0.760333333333333
CNTN1	0.97025
BBS4	-0.0025
TMEM181	0.22275
MINPP1	-0.29775
MPHOSPH6	1.582
HOXC10	1.0828
ITPKB	-0.031625
CLPTM1L	0.309
MEOX2	-0.5475
ATP6V0C	1.05425
PRPF8	-0.592166666666667
TMC5	3.69475
FKBP3	0.12775
PLEKHB2	0.231375
OR4D6	0.429
ZNF544	-0.687
D2HGDH	0.416125
RPL18A	-0.094
HEL308	-1.09375
MPP6	-2.636
TCERG1	-1.6045
KRT16	-1.91616666666667
KLF17	-0.5865
KLF5	0.91225
CDR1	2.283625
VCX3A	-5.105
FBLN2	1.70325
C14orf104	-0.488
HBE1	-4.686
OR4S2	1.017
C1orf108	-0.340333333333333
ROBO4	3.884
CPEB4	0.524875
C11orf80	0.789166666666667
BCKDHA	0.3855
MYOC	0.34
GIF	0.303
CKMT1A	2.478
RPL3	0.5251
THBS1	2.423125
APOO	-0.37675
ARMCX1	-0.1645
HSZFP36	0.32475
SNAPC5	0.25375
EIF4ENIF1	0.7265
ZNF433	0.0985
TNFRSF21	-1.7625
TMPRSS7	-0.5715
SPATA18	1.3973
HPDL	-2.3095
MKL2	0.7892
TBX3	0.0615384615384615
C21orf93	0.827666666666667
DAXX	0.205
ELMO1	-0.1005
RGS13	1.38866666666667
TAF11	-0.30225
UNC13A	-1.505125
LOC653314	-0.7364
ORC3L	-0.25225
IMAA	-2.439
TARBP2	-0.0955
CABIN1	0.1605
TRIOBP	0.5435
HIST1H2AC	1.794375
RGS22	-3.11033333333333
NCOA1	0.832333333333333
IL25	1.3835
SNCG	0.482
GPR6	1.5985
AMDHD1	-3.42366666666667
CHEK2	-0.691875
C6orf142	-0.80525
DRD4	0.744
C14orf68	-0.80175
GDF11	-2.033
SEMG2	0.3495
CD247	0.3075
CDAN1	0.55175
RBMX2	-0.0508333333333333
TGS1	-1.0085
OIT3	1.163
SYF2	0.262
MCM4	-1.14925
PKHD1L1	1.582625
CEP192	-1.48483333333333
IFT88	0.536
RPL9	-0.287928571428571
RAB32	-1.0575
DDX43	2.63675
P2RX2	0.314833333333333
OR5D18	0.2475
UBE1	0.393333333333333
SLC24A1	1.047375
ARHGAP5	-0.29425
CETP	0.502
KIAA1731	-0.183833333333333
SLC9A4	0.845
PTPN6	0.5465
BAHD1	0.636
GRIK3	0.23
CACNB2	-1.1136
PDE10A	-0.1435
DGCR14	-0.10325
PCDHB9	1.4805
RHOQ	0.451333333333333
MAP3K4	-0.26325
KTI12	-0.0875
RPL23AP13	-1.994
GNG11	-1.38175
CLCN3	-0.049
GPAM	0.162
VSTM2A	-0.841
SLAMF7	4.03683333333333
INTS2	-1.3575
PPP2CA	0.2195
LRP12	-1.22533333333333
SEC14L2	0.853
DKFZP586H2123	2.9715
MC3R	-0.577
CIRH1A	-1.81966666666667
HIST1H2AB	0.752666666666667
POLH	-0.318125
MGC16703	-1.8395
SNAPC2	-0.5805
FILIP1L	0.709
RASGRP4	0.862
LRRC1	1.07275
GAS1	-1.0035
PRAC	-0.61675
DGKA	-0.610166666666667
NT5C3	-0.685
PEG3	-3.72475
NADK	0.02075
PRR17	0.2135
LOC374569	0.17475
SGSH	1.68816666666667
NLRP8	0.7725
GALT	-0.3332
MCF2	-0.7505
ZNF263	0.53
TACSTD1	2.722
TYR	-6.0248
ATP6AP2	0.829
RNUXA	0.3975
ABHD10	0.009
GDPD2	-1.37175
SLC35C1	0.71175
UBE2A	0.003375
HERC5	-0.919833333333333
FAM112B	-2.94616666666667
FBXL16	2.231
DKFZP434A0131	-0.25025
ELA3A	-2.6315
RBM41	-0.4505
HAO2	-0.54375
RNH1	0.359
SHANK2	1.11166666666667
OSBP2	-1.15175
DAK	-0.0943333333333333
C3orf58	-1.1325
TCL1B	3.416
KBTBD2	-0.82875
SUGT1L1	-0.44925
UBE2E2	-0.5035
MYL9	1.792875
CDC23	-0.778666666666667
PBXIP1	1.8883
CXorf40B	0.732
NBL1	0.753
RTBDN	0.1315
RAB11FIP5	-0.394125
TTTY13	-0.8995
SCOTIN	0.0411666666666667
SOHLH1	1.02666666666667
CDKN1A	-0.0998571428571429
NCK1	-0.16725
ZNF550	0.33725
SAPS3	0.579416666666667
SPIN3	-0.492166666666667
MAGEE2	-0.57425
MIS12	-1.0075
OR8H2	0.416
KIAA0774	0.429166666666667
UNC5D	-2.296
CUL7	-0.088
LIPC	-3.3605
DIO1	2.5375
C20orf11	-0.1262
CTRL	-0.8975
HS3ST2	1.4135
PAK4	1.772
CCRL1	1.612
RNF10	0.75175
ZNF567	0.767
ZNF660	-1.469
TCEAL3	0.94875
MAGOH	-1.25983333333333
CENPB	0.146833333333333
C19orf7	0.1125
LOC388965	0.057
ZCCHC13	0.6425
JMJD1A	-1.2871
HIST1H4H	1.7095
TBRG1	-1.2391
GPC3	-4.951125
TAF1C	-0.875
EBNA1BP2	-0.356
CIAPIN1	-0.6735
PDGFRA	-0.830277777777778
CSTB	-0.52525
CENPI	-1.00866666666667
GTF2E2	-0.264333333333333
RPP21	0.38025
CCNF	-0.2175
KCNQ3	1.7435
FAM79A	0.765
SLC22A12	0.5285
NOVA1	-1.01033333333333
FZD3	0.099
AKAP8	-0.62875
SOCS5	-0.58725
CFDP1	-1.59375
DLG5	0.611
PGM5	0.379
C1orf144	0.5205
HDAC10	-1.1945
RND2	-1.50725
C20orf199	-1.03475
RNMT	-0.931375
SLURP1	1.524
ASTN1	-0.6885
SH3BGR	-0.21375
MYCL1	0.23875
ZHX1	0.219333333333333
CENPK	-1.57625
FOSB	-0.0186
LOC643406	0.43525
C2orf59	-1.149625
TMEM135	1.69675
SLC27A2	-1.4015
KRT33A	1.4795
OVOL1	2.04125
PAMCI	-3.27666666666667
S100A7	-0.426
ZNF789	-0.695
HARS2	0.17675
RPL23A	-0.667
TCF23	0.66575
UPF3B	-1.269375
C17orf78	1.241
HLA-DOB	1.25583333333333
C14orf142	0.7195
TEKT5	2.0385
DMWD	0.1335
POLD1	-1.69766666666667
GSCL	0.0425
CALD1	-0.4158
SCRT1	0.374
AIG1	-0.187
UNC84B	0.3435
ZNF404	0.62075
TMED6	-4.12775
KIAA1462	0.703
LRRC27	1.1415
PYGO1	-1.18
PIGU	0.453833333333333
ALAS2	-3.77166666666667
WRNIP1	0.550125
CNNM3	1.2955
ZNF2	0.39625
ST3GAL5	0.431333333333333
MRPL23	-0.1265
TSSK6	-0.10675
PSMA6	0.48725
C16orf70	-0.204
KIAA1602	-0.511
ALMS1	-0.201166666666667
DCN	1.603
TMEM132D	-0.66625
SUCLG2	-0.379
ABHD14A	0.45125
DEXI	0.135333333333333
AMPD2	-1.31266666666667
IFNAR2	0.244166666666667
CYB5A	2.2702
TLOC1	0.32825
NXF5	-0.117333333333333
NRBF2	0.104875
KCTD3	1.303
ITGAE	-0.735833333333333
SLC30A3	-1.80633333333333
ZRF1	-0.6855
IFRD2	-0.365875
XAB1	-0.2915
PYCR2	-0.166
SERPINB3	-4.603
TMLHE	0.3043
GEFT	-2.176375
ABCA5	-0.17975
EMR4	0.1005
TSFM	0.068
HIST3H2BB	0.59125
ARHGEF19	1.2375
TSPAN17	0.00666666666666666
ABCC8	1.39925
MAP1S	-0.0953333333333333
C22orf36	1.49575
BNC2	-1.19542857142857
HIST1H4A	-0.60175
NDUFS3	0.288666666666667
WDR3	-0.947666666666667
XKR4	-1.88125
TTC33	-0.460230769230769
STMN2	3.6325
CPN2	-0.898833333333333
HSPC105	1.39375
PCOLCE2	-3.6025
C3orf55	1.2385
KLHDC9	2.24166666666667
TBC1D23	0.2215
ATXN2L	-1.46816666666667
MAP2K3	-0.11175
SCAP	0.49525
ZNF486	0.884833333333333
C20orf96	0.7615
NARS	-1.03375
ADAMTSL1	-0.687285714285714
PRCC	0.4925
CCDC126	1.23491666666667
ZNF675	-0.24825
CALCOCO1	0.49175
ANKRD43	4.22425
CWF19L2	-0.171
ZBTB32	2.3115
BRAF	-0.44475
ODF4	0.39175
MGC14376	0.514666666666667
HORMAD1	1.33483333333333
AAK1	0.20525
PEBP1	0.455
TNFSF5IP1	-0.6
DKFZp564N2472	0.37575
RMND1	-1.33825
IGKV1-5	5.29475
COL1A2	1.86616666666667
SERPINA5	-3.65225
AANAT	0.6795
C19orf21	-0.268333333333333
GEMIN5	-0.4575
UBR4	-0.747
LTBP3	0.689333333333333
AMHR2	-2.83183333333333
PROCR	-2.26
MYBBP1A	-0.905
C20orf39	-1.62583333333333
ZNF697	0.211875
PASK	-0.0731
ZNF776	0.749166666666667
RFXDC2	0.034625
KIAA0467	0.0385
C10orf96	-1.5385
ZNF503	1.52075
GULP1	-1.698
KCNE4	-1.09883333333333
DKFZp434K191	-1.425125
LOC196913	0.043
BHLHB4	0.733
CH25H	-0.02
LOC81691	-0.059
ALPL	0.573357142857143
COL12A1	1.1895
FOLR3	-2.38633333333333
GPR123	0.342375
TRIM62	0.660357142857143
ABLIM1	1.51933333333333
MAST3	-0.23575
RHBDD1	0.541833333333333
LOC338809	0.59
RYBP	0.5965
TTC26	-0.1195
ZNF22	-0.120666666666667
ISCA2	-0.0665
RDM1	-1.4765
PIGM	1.32825
GNB3	-0.7825
ACTR2	0.0939
HMGB1	-0.46975
EDG1	2.55683333333333
SOAT2	-3.20425
OR10AD1	0.302
RAP1GDS1	0.14525
LCE1F	0.7535
ESM1	-0.724375
RCN3	1.40175
CREBL1	-0.4105
DBNL	0.3135
PTGER3	1.006625
USP30	0.537166666666667
BCL2L12	-0.0253333333333334
KIF26B	2.41125
ZNF416	1.0275
ZNF225	-0.0475
C17orf70	0.336
ZNF554	-0.25825
RAE1	-1.11316666666667
TNIK	0.8555
ACTN3	-0.0245
MGC45922	0.659
CCNA1	-2.0015
RYK	-0.332833333333333
IL26	0.468
LRP3	1.46666666666667
QARS	0.819
SOX7	0.415571428571429
BID	-0.12825
OR2S2	-0.259
CXCL14	2.51275
C11orf47	-0.531
MGC29891	1.51733333333333
HSPB8	-0.1221
PRDM14	-1.862
NUFIP2	0.3915
MNAT1	-0.555125
ZDHHC2	-1.20016666666667
MBNL2	-0.007875
ADD3	-1.478
CSNK2A1P	0.02825
KLK6	-2.41433333333333
TMEM111	0.6029
KIAA1279	0.689
NUBP2	0.63
RAB42	-1.26
ID3	-1.2815
TM9SF1	1.19
MDP-1	-0.881
POU4F2	0.23475
IQCK	0.74075
C16orf14	-0.41875
CAPN3	-1.590625
FAM43B	-0.801125
RECQL	-1.1815
AP1G1	0.044
CTNNBL1	-0.425333333333333
ECHDC1	-2.48433333333333
SMARCC1	0.0722
FOXQ1	-1.5645
GNAI3	0.441
POLG2	-2.2095
CD4	1.433
ITLN1	-0.22575
EBI2	3.40625
IRF1	1.96525
PTPRE	1.1687
PTK2B	-0.083
NXNL2	-1.4935
SOX4	0.505611111111111
TSPAN3	-2.03016666666667
SH2D1A	-1.313
C8orf58	-0.555333333333333
USP20	-0.142
DUSP22	-0.591333333333333
CALB1	-2.1148
L3MBTL2	1.11933333333333
MCRS1	0.0965
TMEM118	-2.38566666666667
C18orf8	0.264333333333333
FLJ10241	-0.265625
GJA12	0.21025
PKD1	-0.358333333333333
ZFP3	0.672
