Hybridization REF	TCGA-A2-A0YM-01A-11R-A109-07
KIAA1012	0.32075
AHR	0.792833333333333
C17orf53	-0.413166666666667
PTPRH	-3.41425
ATP6V1C1	0.3425
TAS2R3	-0.558
LOC440356	0.356
COQ10B	-0.38
PSMF1	-0.0700833333333333
SORBS2	4.2685
NFE2L2	0.11425
TMCO7	-0.916
SH3PXD2A	-0.00769999999999998
SH2D2A	0.38825
SPINK5	-3.9735
MRPS24	-0.75575
OPA3	0.475875
TRAF7	0.08
C4orf35	0.2885
MT1G	1.19425
MGC39545	1.17825
HS1BP3	0.1033
OR2B2	0.3495
CHRM4	0.188
SFRP2	0.38675
RIC3	2.83725
ART1	-0.9455
C6orf1	-0.030125
DUS4L	-1.44525
C10orf104	0.04725
TNFAIP6	2.62625
RTEL1	-1.20675
CCT4	-0.2237
ZNF709	-0.608
CHMP6	0.792666666666667
UPP2	-0.533
CYP19A1	-1.89725
CD151	-0.57
NDUFA13	-0.411333333333333
ARFRP1	-1.152
FAM26B	1.71275
CRYBA1	-1.2015
MRPL41	-0.563
NPFFR2	-1.298375
HRH2	0.2865
SCAMP3	0.0845
MTMR6	0.2705
MTG1	-0.0716666666666667
UBTD1	1.3465
CRABP1	1.081
FLJ33790	0.4139
KIAA1908	-0.0791666666666667
GPR158	2.36175
PACSIN3	0.230666666666667
OMD	1.62616666666667
CATSPER1	0.314
HOXB8	-0.471125
FBXO46	0.176
OAS1	2.67416666666667
SVIL	-0.2525
PHB2	0.35775
ADCY3	0.345
NDRG2	1.753
ERMAP	2.6164
APBA2	-0.294
IGSF9	3.07125
WNT6	1.87778571428571
MYCBPAP	0.032
ATP2B2	-0.5855
CPVL	-0.1962
TRAM2	-0.52075
NOP5/NOP58	-0.28025
ZNRF4	-0.05625
TLK1	0.138625
MTMR12	0.344142857142857
ZNF384	0.437
FAM9B	-2.617
RPN1	0.6879
PMVK	0.6885
EIF3D	1.0854
SIX2	1.267
HPS1	0.888642857142857
RNF7	0.0975
PSKH2	-0.041
KCTD13	-0.034
CSMD3	-0.3933
FBF1	-0.0505
IL8	-0.246625
SERPINB13	0.306
FBXL20	0.1355
BLR1	0.17675
SH2B1	-0.750666666666667
RFNG	0.28625
RAB20	0.442833333333333
RBM7	-0.27925
POLR1A	-0.3435
TMPRSS4	-2.71875
TAF9	-1.361875
TERF2	-0.801666666666667
TNFRSF1A	0.292583333333333
ACADVL	-0.760333333333333
GTF2H5	0.6285
EDG8	0.245
C9orf140	0.364125
UST6	0.1565
ZBTB8OS	-0.785
ZNF710	0.477
GPR174	-1.2625
ATP6V0A2	0.45275
KIAA0319L	-0.718416666666667
XKRX	0.7005
DOPEY2	1.3938
SDHD	-0.654083333333333
SUMF1	1.30625
OSM	4.5085
OPN3	0.3585
DAGLB	-0.21
PPFIBP1	0.0606
TRIM63	-3.97725
C10orf53	0.5655
LYPD3	-0.600833333333333
BCL7A	0.405625
AGER	-1.01316666666667
TCF19	1.105625
SAT2	-0.6465
PFTK1	-0.454
GABRE	-1.97075
C15orf38	0.8747
FIS1	-0.8415
KCNV2	-0.327
CLPS	0.3475
PPCDC	-0.52925
FOXN2	0.775
NT5E	-1.7732
CD83	2.45825
IL18	1.734125
VPS16	-0.13175
IGFBP2	0.00466666666666667
NOTCH2	1.7585
SIGLEC1	3.560625
CD93	4.145
SULF2	-0.948
CEP164	0.106875
P53AIP1	-0.187
TOR2A	-0.091
ZNF136	-0.86725
MGP	3.6217
CCDC144A	-1.39516666666667
TRPC1	-0.420166666666667
SMS	-0.977
MAPK7	1.345
RRAGC	0.47975
PARD6A	0.711666666666667
NUB1	-0.123
SYNGR4	0.81325
OR11H12	0.4505
WIF1	1.19142857142857
GCH1	0.39625
OR11H4	0.0575
SLC44A5	-0.7595
GPRIN2	4.216
LOC401431	0.72
CPA4	-1.9281
MELK	0.700222222222222
IL15RA	1.08525
CUL3	-0.56325
HMBOX1	-0.91
PODXL	-1.81675
CCT6B	0.814333333333333
COMTD1	-0.239
MUC20	1.87166666666667
GPX2	-3.53825
ITK	-0.90475
FBXL5	0.40475
C13orf27	0.552
DEFA5	0.5185
TRHDE	-0.0385
MTP18	0.184
UQCRQ	-0.6433
ITGB2	2.42675
CSRP2BP	-0.11875
TAS2R44	0.534
PHPT1	-0.9425
FAM44C	-0.2325
ERH	0.056
MPHOSPH1	-0.9015
MORC1	0.0655
PARVB	-0.18875
LAMA1	-1.92433333333333
PGBD3	0.69875
GIMAP6	3.50275
AREG	-1.14316666666667
LIPT1	-0.336
MGC99813	-1.227
C1orf201	0.426166666666667
GRIN2A	-0.9316
MAN2C1	-1.5155
NSUN5	-0.78075
SF3B5	0.269
MYC	0.2815625
NRXN1	-0.204916666666667
ZNF18	0.31775
SPDYA	-0.539375
SLC37A1	1.65
DECR2	-0.9375
ANKRD38	-0.9715
SPTLC3	-2.07225
SUPT16H	-0.935
DTWD2	-0.85425
ULBP1	0.3975
ZADH1	-0.919
OIP5	-1.227
IL10RB	0.753833333333333
OTUB2	0.36025
VWA3A	-0.139166666666667
SPIC	0.324166666666667
OR6C4	0.3625
PSCD4	1.51216666666667
DPY19L2P2	-1.3945
TRAPPC6A	-0.400833333333333
C21orf2	0.0435
CEMP1	-0.58175
LIN7B	-1.0365
E2F7	-0.110166666666667
VCP	0.0140625
LAMA3	-0.377166666666667
BGN	1.2815
GPR160	-0.971
COCH	0.109
GPR81	0.1215
APOBEC3F	-0.093
tcag7.1017	-1.01025
C1orf32	0.267
SCGB1D2	-0.00475
FLJ43987	0.141
C6orf170	-0.088
KLK9	0.812
GPD1L	-1.8645
VPS37B	1.13775
ATG3	0.1025
ADAMTS17	-0.122
KLHDC2	-0.367166666666667
NDUFV2	0.57075
BLK	-2.218
MATN4	0.568
GPM6A	0.140125
GBP4	2.83916666666667
TMEM162	0.494166666666667
PKP2	0.467
HRASLS	1.96622222222222
MMP1	2.768
SFXN3	-0.6658
FSD1	0.340333333333333
ST6GALNAC3	0.208
CA12	-1.6698
NCOA6	0.26275
C19orf58	0.6735
PPP4R1	1.807
MAN1A2	0.720833333333333
IKBKAP	-1.51075
UPF1	-0.136
KIAA1219	-0.56075
WNT16	0.2555
SNW1	-0.314875
IL18RAP	2.102
RPP30	0.21875
CDC40	-0.355357142857143
SETD3	-0.179666666666667
SLAMF6	0.0985
ELK4	-0.279
TRIM47	1.75466666666667
ACOX3	0.08425
TRIM6	0.18325
KIAA0372	-1.002
TP53AP1	-0.869125
SMURF2	0.9735
ADAD1	0.0615
EBP	-1.7184
KRTAP13-2	-0.3005
FLJ36874	-0.250666666666667
TOR1A	0.650333333333333
P2RY4	1.207
GPBP1	0.09325
TRPV1	-0.105875
ADAMTS12	-0.180666666666667
PES1	-0.3794
ATG4A	-5.20417042793042e-18
MAGEA10	-3.97625
WFS1	0.39175
CC2D1B	-0.3425
PABPN1	-0.310875
SLC25A30	-1.299
SLCO1C1	0.137166666666667
SLC22A5	-1.67825
KIF23	-1.305
SYN2	0.383333333333333
ASPN	6.686
CENTG2	0.35375
QSOX2	-0.8075
FLJ10815	0.217666666666667
STK24	1.063
SPEG	1.3274
STK10	0.0676666666666667
DACT2	-2.2815
AAAS	-0.83825
SSX3	-1.441875
ABCD3	-0.91
C4orf12	-0.20025
PARVG	1.12216666666667
FIG4	0.34075
C9orf46	0.429
TMCO6	-0.414
IGHMBP2	-1.20575
DUS2L	-0.960333333333333
FAM3C	-0.3183125
TMEM16D	-1.40975
DCTN4	-0.6455
KCNH3	0.04475
EIF2AK2	1.29475
AP1S3	0.976125
CST4	-0.4425
PAM	0.5425
NUTF2	-0.724
CITED2	-0.0813
SLC39A4	0.0705
C2orf52	-0.95
GRM3	0.07575
C12orf49	1.34
CCDC49	0.0017
GRAMD1B	-0.747
FNDC4	0.91875
SIAH2	0.480375
GDPD4	0.2095
C21orf87	0.91975
ATP5A1	-1.072
C16orf63	-0.349
LOC388135	-1.4175
ATP5J2	-1.007375
MMP3	2.84775
EMID2	-0.29
CRHR1	0.603
WDR70	-0.958
C13orf31	1.7605
ZFAND1	0.3665
CCL18	4.40716666666667
C3orf49	0.5805
RINT1	-0.836
KIAA0408	1.55233333333333
F13A1	3.4764
SLC10A1	-0.0771666666666667
OGN	-1.26125
GIPC2	-1.87466666666667
XPO6	0.0635
LCE1A	0.497
FMR1	1.3407
LOC374920	-0.21675
DUSP3	0.20575
ANKMY1	0.13775
C7orf50	-0.38175
BBS9	-0.3338
UNC119B	-0.30275
C9orf72	0.245375
MGC35440	0.4065
ENTPD6	-0.196125
PPP1R2P9	0.4335
ERCC4	0.198
FAHD2B	-0.378
HMHA1	-0.4235
HACL1	-0.675
RAD23A	-0.398166666666667
FAM83B	0.60825
PPP5C	-0.566
RNASEH2C	-0.863125
C9orf153	0.03775
SCAMP4	0.18425
GHITM	-0.0123
NDUFB7	-0.11575
ADCYAP1	0.818666666666667
SP110	1.55483333333333
MAP3K7IP2	0.6785
DHH	0.352
AGRN	0.668857142857143
WDR33	-0.00699999999999998
CEP290	-1.9385
PRPS1L1	-1.327
KLRA1	0.3085
GPR97	-0.3315
CHD7	1.47108333333333
TLR10	0.83075
SLC30A8	-0.4835
HIC1	0.730333333333333
IAPP	0.4665
RXFP4	0.34025
GP1BB	1.18975
SHQ1	-0.5595
NKX2-3	0.468
API5	-0.06525
FTHP1	0.6915
MOV10L1	0.545666666666667
TRIM6-TRIM34	1.30866666666667
ADHFE1	1.8315
FAM117A	-0.56175
DDI1	0.256833333333333
CDON	-0.00583333333333333
TRIM73	-1.343
IGKC	3.7145
MMP14	0.21975
DYNC1LI1	-0.348625
C11orf66	0.07925
TRBV3-1	-1.09675
FASTKD5	0.012
BIVM	-2.12725
LHX4	0.01425
CXCL2	1.3097
RAB2B	-0.854666666666667
IZUMO1	-0.336
MAP3K15	-1.06575
FAM19A2	0.1445
ZC3H8	-0.0675
ZMAT1	0.773375
SPINK5L3	-2.22225
SLC10A6	0.1365
APPL2	-0.92375
CARD10	0.184166666666667
LOC402176	-0.5075
EEF1D	0.2391
RAB6A	0.3172
C12orf5	0.035625
PAPOLG	0.358
MSRB2	0.2215
BCR	0.762555555555556
PUS3	-0.83975
TIAM2	2.054
ZNF317	-0.145833333333333
CHD2	-0.413071428571429
FZD5	-1.73036363636364
NUDT8	0.27675
ZNF763	-1.142
PRC1	-0.764555555555556
ABCB9	-0.167833333333333
SPATA3	0.169
TRAK2	0.000374999999999993
STAB1	2.780375
LRRTM2	-0.297833333333333
psiTPTE22	1.14675
DBI	0.3625
SERPINA11	-2.959
NAT5	-0.43325
C20orf58	-1.12875
RPS6KA4	2.13783333333333
FLJ90650	-1.09625
TGFBRAP1	0.1015
CHRDL2	1.34925
FAHD2A	-0.450166666666667
CNTN1	-0.1335
BBS4	-2.0485
TMEM181	0.324
MINPP1	-0.76125
MPHOSPH6	0.15
HOXC10	0.4299
ITPKB	0.31925
CLPTM1L	-0.251375
MEOX2	-1.14266666666667
ATP6V0C	0.10925
PRPF8	-0.0115
TMC5	0.293
FKBP3	-1.04925
PLEKHB2	-0.01125
OR4D6	0.2275
ZNF544	-0.3951
D2HGDH	-0.19925
RPL18A	0.388
HEL308	-0.033375
MPP6	-1.56675
TCERG1	-1.5375
KRT16	4.2095
KLF17	-1.599
KLF5	1.97625
CDR1	3.734375
VCX3A	-5.334
FBLN2	3.159
C14orf104	-0.235
HBE1	-4.7006
OR4S2	0.6085
C1orf108	0.0486666666666667
ROBO4	3.38816666666667
CPEB4	-0.909875
C11orf80	0.280666666666667
BCKDHA	0.361
MYOC	-0.098
GIF	-0.532
CKMT1A	2.415
RPL3	0.6575
THBS1	2.009625
APOO	-1.2125
ARMCX1	1.43125
HSZFP36	-0.70325
SNAPC5	-0.7645
EIF4ENIF1	0.8285
ZNF433	-1.554
TNFRSF21	0.8245
TMPRSS7	-0.1415
SPATA18	0.6936
HPDL	0.061
MKL2	0.4691
TBX3	-1.76092307692308
C21orf93	0.710833333333333
DAXX	0.7465
ELMO1	-0.62375
RGS13	0.970833333333333
TAF11	0.47775
UNC13A	-1.790875
LOC653314	-0.0528
ORC3L	0.52325
IMAA	-2.4795
TARBP2	-0.20375
CABIN1	-0.7593
TRIOBP	-0.037125
HIST1H2AC	0.633625
RGS22	-2.81233333333333
NCOA1	0.227833333333333
IL25	1.703
SNCG	0.1705
GPR6	-0.0715
AMDHD1	-1.27983333333333
CHEK2	-0.421375
C6orf142	4.3945
DRD4	0.80625
C14orf68	-0.7
GDF11	-2.111
SEMG2	-0.162
CD247	-0.54875
CDAN1	-1.1875
RBMX2	-0.0918333333333333
TGS1	0.46
OIT3	1.233
SYF2	-0.0205
MCM4	-0.012125
PKHD1L1	-0.13225
CEP192	1.81566666666667
IFT88	-1.1725
RPL9	0.1045
RAB32	1.413
DDX43	-2.95025
P2RX2	0.693166666666667
OR5D18	0.53
UBE1	-0.766416666666667
SLC24A1	0.107
ARHGAP5	-0.68925
CETP	-0.972
KIAA1731	-1.28666666666667
SLC9A4	0.00799999999999999
PTPN6	1.17425
BAHD1	-0.8825
GRIK3	-0.124
CACNB2	-0.9476
PDE10A	-1.09675
DGCR14	0.3375
PCDHB9	0.4685
RHOQ	0.383166666666667
MAP3K4	-0.1555
KTI12	0.476
RPL23AP13	-2.1505
GNG11	-2.025
CLCN3	0.953833333333333
GPAM	-0.960625
VSTM2A	0.4585
SLAMF7	3.06433333333333
INTS2	-0.4865
PPP2CA	-0.4411
LRP12	1.21546666666667
SEC14L2	0.977888888888889
DKFZP586H2123	0.4925
MC3R	0.2935
CIRH1A	-0.960166666666667
HIST1H2AB	0.6675
POLH	-0.343375
MGC16703	-1.99033333333333
SNAPC2	0.1095
FILIP1L	0.90775
RASGRP4	0.3505
LRRC1	2.85175
GAS1	0.91625
PRAC	-1.0835
DGKA	-0.0338333333333334
NT5C3	-0.73775
PEG3	-4.46033333333333
NADK	-0.88475
PRR17	0.09825
LOC374569	-0.0155
SGSH	-0.0418333333333333
NLRP8	0.6125
GALT	-0.3986
MCF2	-0.6655
ZNF263	-0.0155
TACSTD1	1.99333333333333
TYR	-6.1882
ATP6AP2	-0.80775
RNUXA	-0.406
ABHD10	0.3179
GDPD2	-0.9325
SLC35C1	0.352
UBE2A	0.119875
HERC5	1.46833333333333
FAM112B	-4.05116666666667
FBXL16	0.32725
DKFZP434A0131	-1.11525
ELA3A	-2.0975
RBM41	-0.845125
HAO2	-0.2735
RNH1	-0.53625
SHANK2	0.548
OSBP2	-1.742
DAK	-1.031
C3orf58	0.836166666666667
TCL1B	-1.8555
KBTBD2	-0.151125
SUGT1L1	-0.07025
UBE2E2	0.736
MYL9	2.252625
CDC23	-0.9955
PBXIP1	0.9093
CXorf40B	0.8755
NBL1	0.677
RTBDN	1.016
RAB11FIP5	-0.475
TTTY13	-0.5095
SCOTIN	0.0580833333333334
SOHLH1	-0.205
CDKN1A	-0.128071428571429
NCK1	1.12225
ZNF550	-0.5865
SAPS3	-0.0765
SPIN3	-0.295
MAGEE2	0.76875
MIS12	-0.121333333333333
OR8H2	-0.2205
KIAA0774	-1.62933333333333
UNC5D	-2.093
CUL7	0.5675
LIPC	-2.89233333333333
DIO1	-1.51725
C20orf11	-0.4614
CTRL	-0.66875
HS3ST2	0.653
PAK4	0.781333333333333
CCRL1	3.44675
RNF10	-0.51925
ZNF567	0.63775
ZNF660	-1.7915
TCEAL3	0.28825
MAGOH	0.840833333333333
CENPB	0.258666666666667
C19orf7	0.3705
LOC388965	0.3665
ZCCHC13	0.9255
JMJD1A	-0.2099
HIST1H4H	0.013
TBRG1	-1.164
GPC3	-5.269
TAF1C	-0.88475
EBNA1BP2	1.4645
CIAPIN1	-0.8175
PDGFRA	-0.694444444444444
CSTB	1.1445
CENPI	-0.290666666666667
GTF2E2	-0.1365
RPP21	0.7215
CCNF	-0.5155
KCNQ3	1.201
FAM79A	0.77575
SLC22A12	0.758
NOVA1	-0.575333333333333
FZD3	-0.6974
AKAP8	0.131
SOCS5	0.501125
CFDP1	-0.74975
DLG5	0.118
PGM5	-0.1645
C1orf144	0.600333333333333
HDAC10	-1.633
RND2	-0.095
C20orf199	-0.7655
RNMT	1.739875
SLURP1	0.792625
ASTN1	-0.61075
SH3BGR	0.452
MYCL1	-0.14325
ZHX1	-0.842833333333333
CENPK	-1.66125
FOSB	1.7403
LOC643406	-0.05475
C2orf59	-1.25875
TMEM135	-1.230875
SLC27A2	-3.17625
KRT33A	2.337
OVOL1	1.927875
PAMCI	0.484833333333333
S100A7	-0.881
ZNF789	-1.1755
HARS2	-0.17525
RPL23A	-0.387
TCF23	0.193
UPF3B	-0.6495
C17orf78	0.013
HLA-DOB	1.94783333333333
C14orf142	-0.188166666666667
TEKT5	0.4195
DMWD	0.343
POLD1	-1.22966666666667
GSCL	-0.215
CALD1	-0.6174
SCRT1	0.385666666666667
AIG1	-0.309
UNC84B	0.1895
ZNF404	-0.30175
TMED6	-2.99175
KIAA1462	-0.7395
LRRC27	0.889833333333333
PYGO1	-0.3175
PIGU	-0.487
ALAS2	-3.67566666666667
WRNIP1	0.893875
CNNM3	0.032
ZNF2	-0.168
ST3GAL5	-1.504
MRPL23	-0.14925
TSSK6	-0.65
PSMA6	-0.39075
C16orf70	-0.60225
KIAA1602	0.22875
ALMS1	-0.167833333333333
DCN	1.574625
TMEM132D	-0.706
SUCLG2	-0.66575
ABHD14A	-0.73625
DEXI	0.0656666666666667
AMPD2	-0.927666666666667
IFNAR2	1.217
CYB5A	0.6148
TLOC1	-0.2188
NXF5	-1.19366666666667
NRBF2	0.23475
KCTD3	0.0125
ITGAE	-1.08683333333333
SLC30A3	-1.9335
ZRF1	-0.786
IFRD2	-0.13275
XAB1	0.407
PYCR2	-0.896
SERPINB3	-3.7585
TMLHE	-0.1262
GEFT	-1.8265
ABCA5	-1.986625
EMR4	0.2205
TSFM	-0.37525
HIST3H2BB	0.2735
ARHGEF19	1.552
TSPAN17	0.121333333333333
ABCC8	-1.189
MAP1S	0.847333333333333
C22orf36	0.274
BNC2	-1.53892857142857
HIST1H4A	-0.488
NDUFS3	-0.426
WDR3	-0.104666666666667
XKR4	-0.514
TTC33	-0.564928571428571
STMN2	2.70625
CPN2	-1.44166666666667
HSPC105	2.267
PCOLCE2	-1.17175
C3orf55	0.2355
KLHDC9	0.489666666666667
TBC1D23	0.418375
ATXN2L	-0.791916666666667
MAP2K3	0.356833333333333
SCAP	-0.46275
ZNF486	-0.702666666666667
C20orf96	-1.03825
NARS	-0.24275
ADAMTSL1	-1.30964285714286
PRCC	0.91
CCDC126	0.35775
ZNF675	-1.22
CALCOCO1	-0.2625
ANKRD43	-0.3175
CWF19L2	-0.139833333333333
ZBTB32	1.41666666666667
BRAF	-0.06475
ODF4	0.259
MGC14376	-0.386166666666667
HORMAD1	4.0005
AAK1	-0.0156666666666667
PEBP1	0.409833333333333
TNFSF5IP1	2.195
DKFZp564N2472	0.4385
RMND1	0.197875
IGKV1-5	4.391
COL1A2	1.37683333333333
SERPINA5	-3.714
AANAT	0.4545
C19orf21	0.502666666666667
GEMIN5	-1.09825
UBR4	-0.605
LTBP3	0.160833333333333
AMHR2	-2.33083333333333
PROCR	-1.002
MYBBP1A	-0.43675
C20orf39	-0.0625
ZNF697	0.39175
PASK	-0.1302
ZNF776	-0.402833333333333
RFXDC2	-0.330625
KIAA0467	1.50675
C10orf96	-1.6185
ZNF503	-1.1525
GULP1	-1.47991666666667
KCNE4	-2.16666666666667
DKFZp434K191	0.51075
LOC196913	-0.021
BHLHB4	0.9145
CH25H	0.58475
LOC81691	-0.8875
ALPL	1.02321428571429
COL12A1	1.982375
FOLR3	-0.265666666666667
GPR123	0.1565
TRIM62	-0.671285714285714
ABLIM1	0.1965
MAST3	-0.883
RHBDD1	0.724666666666667
LOC338809	0.6205
RYBP	-0.55475
TTC26	-0.841875
ZNF22	0.442833333333333
ISCA2	-0.40375
RDM1	0.63925
PIGM	0.63725
GNB3	-0.8365
ACTR2	-0.0963
HMGB1	-0.2197
EDG1	1.14116666666667
SOAT2	-2.03275
OR10AD1	0.172
RAP1GDS1	1.41091666666667
LCE1F	0.499
ESM1	-1.13975
RCN3	1.643
CREBL1	-0.40325
DBNL	-0.277166666666667
PTGER3	0.79825
USP30	-0.527833333333333
BCL2L12	-0.274166666666667
KIF26B	2.74225
ZNF416	0.484
ZNF225	-0.412
C17orf70	0.50925
ZNF554	0.5085
RAE1	-0.744833333333333
TNIK	-0.393333333333333
ACTN3	1.124
MGC45922	1.2035
CCNA1	-0.248666666666667
RYK	0.7225
IL26	0.2985
LRP3	1.58983333333333
QARS	-0.22825
SOX7	0.162857142857143
BID	0.8315
OR2S2	0.4125
CXCL14	2.243
C11orf47	-1.091
MGC29891	0.4525
HSPB8	-0.7492
PRDM14	-1.4375
NUFIP2	0.565
MNAT1	-0.404375
ZDHHC2	-0.450916666666667
MBNL2	0.84925
ADD3	0.4895
CSNK2A1P	-0.17275
KLK6	4.08916666666667
TMEM111	-0.3572
KIAA1279	0.22375
NUBP2	0.0988333333333333
RAB42	0.69075
ID3	-0.9727
TM9SF1	-1.006
MDP-1	-1.581
POU4F2	0.26275
IQCK	0.30925
C16orf14	-0.70375
CAPN3	-1.677625
FAM43B	-0.778375
RECQL	0.12075
AP1G1	-0.240357142857143
CTNNBL1	-0.365666666666667
ECHDC1	0.1325
SMARCC1	0.2053
FOXQ1	-0.535375
GNAI3	-0.046
POLG2	-1.126
CD4	1.50175
ITLN1	0.21
EBI2	5.5755
IRF1	0.719
PTPRE	1.2724
PTK2B	-0.55475
NXNL2	-0.868
SOX4	1.84961111111111
TSPAN3	-0.582666666666667
SH2D1A	-2.43216666666667
C8orf58	-0.281833333333333
USP20	-1.182
DUSP22	0.477916666666667
CALB1	-1.78083333333333
L3MBTL2	1.03516666666667
MCRS1	-0.2715
TMEM118	0.3305
C18orf8	0.148166666666667
FLJ10241	-0.446
GJA12	-0.06225
PKD1	-0.311166666666667
ZFP3	0.6865
JAM3	-2.49075
LAPTM4A	1.2372
DIRC2	0.12325
KIAA2022	-0.3735
MYOM1	1.74983333333333
TRPM8	-0.484166666666667
MOP-1	1.57225
PHKG2	-0.334
ZNF650	-0.23725
KIAA1522	0.739
PSG8	-1.94633333333333
DDX19B	-0.196
MOBKL1B	0.2575
DIAPH2	-0.525583333333333
PTPN12	0.22625
CLN8	-1.0407
CRYZL1	0.0633333333333333
CRY2	-0.5115
FCGR2B	5.11333333333333
PNPLA4	-1.25925
ZNF454	1.238
DKFZp434B1231	-0.40075
CLDN11	0.341
RFWD2	0.354833333333333
CIB2	1.34533333333333
MXRA8	2.8965
HRK	1.382
MAML2	1.0875
C4orf31	-2.37925
C6orf192	0.27975
COG6	-0.316
FAM5B	-0.1
NFATC1	0.7589
SEPT10	-0.4415
SCYL1	-0.0777
RPP40	0.37625
SCOC	0.2641
KIAA1450	0.29
CTDSPL2	-0.02425
TBX5	0.653333333333333
NAPG	1.10125
RHD	-3.86825
C14orf45	0.759
ZBTB22	0.8335
PLCG1	-0.848
ANKRD10	0.031
AQP7P2	-0.32675
TAGLN2	1.096
HTR2C	-1.00633333333333
SLC16A7	-1.11833333333333
C17orf83	0.3575
TSGA14	-1.25783333333333
MDH1	-0.53025
PPP3R2	0.222
DCBLD2	-1.45885714285714
RBM33	-1.106
DPH3	-0.371
SYT10	-1.0265
FMO4	1.083625
THYN1	-1.267
DRD5	-1.829
OTOR	-0.0575
PGRMC2	0.229
KATNAL1	-0.29575
PAQR6	-0.03
UBE2I	0.00825
C14orf28	-0.59275
C8orf70	0.6735
FLYWCH1	-0.8525
ANGPTL3	-0.50225
GLRX2	0.181166666666667
ATP11A	0.8655
ARL5B	1.268375
MUC16	2.99625
SLC25A5	-0.139428571428571
ACRC	-0.94975
MYO1C	-0.537375
FAM89B	1.2545
FAS	0.367125
KIFAP3	0.442
GLRA2	0.623
BTN3A2	0.1119
CNKSR3	0.4
CSTF3	-0.0776666666666667
ARPM1	0.391
KIAA1530	-0.39
C9orf150	-1.7215
PRKCI	-0.14725
tcag7.1015	0.16675
SOD3	1.15175
ZNF574	0.853
CYP21A2	-0.5865
RPL12	0.70525
COMMD2	0.58
WIZ	0.2415
LOC344405	-2.233
ALDH4A1	-0.604529411764706
CRYAB	3.45
COPA	0.755758620689655
PCDHGA7	0.435
KIF11	-0.34725
RASD2	2.20375
SLC26A3	-0.665
ZNF175	-2.6615
JAKMIP2	-1.545625
C8orf4	2.68316666666667
PTHLH	-0.26675
SLC40A1	0.124833333333333
OR7D4	0.0723333333333333
PCDHB17	-0.4515
CD36	2.39571428571429
C6orf203	0.3072
PRKG2	0.7185
LOC400566	-0.52025
ANAPC13	-0.14425
SLCO3A1	-0.433
ZNF692	-1.367
FANCL	-0.5315
SH3GLB1	1.32
C12orf61	0.1625
KBTBD6	-0.45125
SUPT5H	0.361125
XRCC6	0.1238
HUS1B	0.3391
FAM133B	-0.696142857142857
LOC728276	0.127
KCTD18	-0.0015
SOS2	0.745666666666667
CCDC99	-1.445
C1QTNF5	3.001
NNAT	-0.237833333333333
USP16	0.51875
LARS	-1.01925
ZBTB2	0.044375
ABO	0.058
TRAF3	0.8095
GALNT5	-2.777
NAP5	-1.0375
ALG14	0.0208333333333333
KIAA0515	0.875230769230769
WDR75	-0.3835
TEX261	0.2375
LY86	1.2065
LOC389072	0.024
FLJ13611	-0.423
MRGPRX2	0.1435
SNRPA	-0.638
OR2G2	0.1315
GPRASP2	-0.27925
C7orf42	-0.2932
C9orf163	-0.0645
CYP11B2	-0.126
FCRL3	1.3555
PRDX1	-0.328
FGB	-5.7495
COX17	0.656666666666667
C16orf33	-0.25675
PIWIL1	-0.301666666666667
FOLR1	-0.268333333333333
KIAA0082	0.08175
FREQ	1.1755
TMCC2	0.579333333333333
TCF12	-0.377333333333333
ZNF721	0.32525
FAM130A2	0.153
POU4F1	2.192
SNRPF	-1.289
SGIP1	0.687166666666667
ZNF641	2.114
EMG1	0.46525
PRRG4	0.749
HIRA	-1.8375
MYNN	0.545
AEBP2	1.487
TBXA2R	0.398666666666667
ISL2	-1.26966666666667
PCDHB11	0.532
RNF144A	0.23175
MARCH5	0.174375
DULLARD	0.239166666666667
DCLRE1B	0.659833333333333
ITGA8	-1.1365
TP73	0.856625
PRKCD	0.8145
NDUFB4	0.39675
ATP13A4	0.5095
ANTXR2	-1.05733333333333
COL4A3	-0.241
MYO10	-0.6013
SLC6A18	0.347
PEX1	-1.229
TMEM74	0.757166666666667
RBM19	0.3085
TAPBP	1.1804
RUNX1	-0.523875
MID1	-0.349916666666667
GPR64	-0.832666666666667
RASEF	1.103
GABRG1	0.197125
MYO16	-0.86175
DBF4	-1.59183333333333
TSHZ2	0.866
RIPK2	1.285625
PPTC7	-0.054
KIF4B	0.1395
LRRC31	-0.142875
ZNF540	-0.84975
EFNB3	0.6745
LOH12CR1	0.898125
STON2	-0.387166666666667
GLP1R	0.52925
CSTF2T	0.219375
IREB2	-0.89025
GRSF1	-0.00225
PDCD7	-1.1105
LRRC43	1.561
CNR1	0.345166666666667
IL1F7	-0.2055
C12orf64	0.13625
FAM69B	0.2
NR2E1	-1.47966666666667
MS4A6A	2.4192
FTL	-0.5282
C7orf36	-0.225
PCLO	-0.0599
DYRK2	1.251
ARIH2	-0.644625
SAMD7	-0.125
SCNN1D	-0.8695
SLC32A1	-0.613625
C22orf25	-0.7765
MRPS18A	0.7755
GPR112	0.27
EARS2	-0.8675
ERN2	0.8195
ATPBD3	0.299166666666667
PRH2	-0.789
CDKN2D	0.0743333333333333
PGLYRP2	-1.15
TRIM40	0.288333333333333
SEC14L3	0.1735
SLC22A1	-0.531
BTN2A3	-0.0405
RASA4	0.3
CCNL2	-1.12883333333333
MYBPC3	0.6095
GJA4	2.662
