Hybridization REF	TCGA-E2-A15T-01A-11R-A115-07
NDUFB6	0.00225
TRIM9	-0.86975
PMFBP1	-0.76775
KY	0.1405
DKFZp762E1312	-1.84627272727273
CSMD1	-0.70375
TBP	-0.58
OR1Q1	0.275833333333333
RETNLB	0.0115
HPGD	-0.148571428571429
DNAJC12	1.9075
FKBP1B	-0.80925
ANKRD24	0.458166666666667
CXXC5	1.54066666666667
IL3	0.05475
DRAM	-0.1946
PTCH1	-1.91775
TP53BP1	0.35625
SLC17A7	-0.474875
COL25A1	-1.2111
AMACR	0.0508333333333333
RHCG	0.117
VPS13A	0.625333333333333
FAM55D	0.5605
PRPF38B	-0.669416666666667
OSBPL6	0.45075
PFDN5	0.1564
CMTM6	1.363875
KCNK12	-1.5905
RP2	0.18625
C16orf52	-1.22625
PICK1	0.6285
IFNE1	-1.5625
SEMA4B	1.1325
TYRO3	-2.03775
OR12D2	-0.3795
CSNK1A1	0.70785
FANCF	1.38525
LONP2	1.20175
TBL1Y	-0.80275
LDOC1L	0.2425
CCNC	0.11875
C3orf60	-0.011
CHKA	0.12625
UBAP1	1.13225
MAP3K1	0.3825
ANKRD9	-1.256
FAM92A1	-0.590333333333333
GAB2	0.297625
AZU1	-0.03075
DIS3	0.465916666666667
C21orf109	-1.18825
IQCB1	-0.5225
SPATS2	0.0448333333333333
EFCAB3	-0.48675
PRB3	0.04725
FUZ	0.554666666666667
ZNF813	0.478375
BMPER	-0.732833333333333
HEG1	0.074125
ALS2CR11	-1.7845
SURF2	-0.46425
PSMC1	0.11975
OR2D2	0.5455
SLC7A8	2.47733333333333
C4orf40	0.2005
SPATA7	0.35075
MAZ	-0.148416666666667
PIN4	1.554
PDE1A	-1.046625
TAF6L	-0.495333333333333
OR2T34	0.3655
KIAA0284	0.952
ACADS	0.0443636363636364
MKRN2	0.401
C18orf56	-2.028
MS4A6E	-0.084
GALNT4	0.5635
C22orf31	0.0495
FLJ36070	0.0135
PSME4	-1.11875
TFG	0.451
EPHX2	1.200375
ANXA5	-0.721625
KRTAP1-1	-0.0734
BATF	0.90725
KARS	-1.59975
MSTP9	0.3235
GPR26	2.7695
CCDC72	0.1035
TEF	1.11316666666667
FOXK1	-0.7234
PRLHR	-0.5605
EMX1	1.28275
C11orf30	-0.208125
ICK	0.854375
THSD7B	-0.2395
C21orf100	-1.3215
DUOX1	2.582
EFCAB4B	0.54075
UBE2G2	-0.266166666666667
C3orf54	-0.98125
PARP1	-0.5865
FAM60A	-0.61675
C6orf146	0.22825
OR9K2	0.2275
DDX55	-1.04933333333333
RPS15	-0.178666666666667
ZNF618	1.2459375
DKFZp686D0972	0.5025
SSPO	0.418
SHFM3P1	1.64366666666667
CPA6	-1.08925
JAG2	0.7955
DEFA3	0.25375
PPBPL2	-1.10933333333333
CD34	3.64925
SLCO4A1	-4.138125
AFG3L1	-1.317
SHD	-0.7325
RP13-122B23.3	-0.1955
PRKCSH	0.5085
DPH5	-0.0626666666666667
HLA-F	0.281375
TBC1D4	-2.22825
RIG	-0.246166666666667
GLUD1	1.1095
HNRPCL1	1.375375
HBXIP	-0.29675
RNF207	-0.7105
APIP	0.69925
PLA2G3	-2.75483333333333
CCDC84	-2.157
MYLIP	0.624769230769231
PHIP	0.396
AARS2	-0.843833333333333
DHX32	1.0205
SCAPER	1.12616666666667
MEN1	-0.154375
NIP7	-2.09725
FLJ25404	0.113
FASTKD3	-0.386
TMEM158	-3.78158333333333
RARA	1.11025
BDH1	1.1755
ANKRD16	0.65125
CARM1	-0.3855
SS18	0.804166666666667
IKZF2	-0.160416666666667
MYD88	0.894875
PML	-0.5398
TAF1A	-0.91675
CBFB	-0.472875
HIST1H3H	-2.40666666666667
C7orf29	-1.5545
COMMD4	-0.467333333333333
DPP3	-1.54825
DAB2	-0.642875
LOC388882	0.134
YPEL4	-1.482125
AGBL3	-0.005
LRP6	0.471
SERPINH1	-1.31591666666667
TLE1	-1.7925
CD244	0.199
ZDHHC15	-2.02575
MGLL	0.3247
PLDN	0.52575
LOC654346	0.729
FAP	1.11675
GPR37	-1.12866666666667
SCARA5	1.06666666666667
EBF4	1.74763636363636
LSM6	-1.29425
MLLT1	0.38875
SLC5A12	1.13425
A2BP1	-1.78916666666667
COPS5	0.685833333333333
TPM4	-0.473714285714286
TNFSF4	0.752166666666667
ACADSB	2.17044444444444
HERPUD1	-0.03925
BCL2L11	-0.0498888888888889
CEP78	-0.524125
CDCA3	-0.72875
WBSCR19	0.145
MYO1A	-1.883
PPEF1	2.068
LOC440348	-0.7295
CPEB2	1.29525
BPTF	0.88425
RPL21	-0.62425
GSX2	0.0625
ADPRH	2.42316666666667
C17orf68	-0.227
KCNS1	-0.969166666666667
MLLT6	0.6944
PIWIL4	-1.33475
RNF26	-1.93375
RAP1B	-0.387625
ADAMTS1	-1.5517
ZNF571	2.052
P2RY6	-1.07075
TRIM21	-0.1685
CADM3	-0.25425
NLRC5	-0.013
ADRA2B	0.145666666666667
LOC90835	0.043875
PCF11	-0.3775
LOC400451	1.98875
GLTSCR1	0.0447
C17orf88	0.0005
CDH16	-1.641
FGF7	2.42575
PCSK4	-0.332166666666667
NPC1L1	0.0295
TAT	-0.229875
TBCA	0.46925
MGC33407	0.248
GPR115	-1.2675
CYGB	0.284
FNBP4	-1.6705
C12orf43	0.11025
CBL	-1.1429
CLECL1	1.1835
PPAPDC1A	-0.721
WDR25	0.980833333333333
SGCA	0.402
C22orf29	1.00533333333333
YIPF1	1.3895
GALK2	-0.95475
RAB3B	-2.69025
LOC440087	-0.14675
UCP1	0.3375
REEP5	2.005
FADD	0.2585
FOXA1	5.01
CACNA1A	-0.282166666666667
ABI1	0.787666666666667
GRIN2D	-0.86375
SLC1A4	0.171666666666667
LOC401127	-0.1155
HINT2	0.58625
PLD4	-0.272833333333333
ZNF286A	-1.16325
ENY2	-0.48425
IL1F6	0.181
PXDNL	1.23225
C20orf79	0.54825
TNFSF13B	1.05683333333333
DENND3	0.663
JARID1D	-2.1415
HIST1H2AK	0.063875
LOC93349	-1.3194
SSH1	-0.8841
ENSA	0.5835
LOC219854	-0.6925
CKAP2	-0.374
DKFZP564J102	0.0786666666666667
MGC87315	0.878
HNRPAB	0.473
AMH	-1.1515
ZNF526	0.2235
BRUNOL5	-0.00360000000000001
CACNG3	0.1465
TRPM1	-0.7225
PPP2R1A	0.447125
COL2A1	-0.9565
DDN	-0.273333333333333
FLJ25770	1.61958333333333
HK2	-0.121857142857143
ELOVL6	-2.459375
MDK	-2.69675
EPHX1	2.25675
RASSF2	-0.052625
DKFZP434B0335	-0.36225
DLX3	1.367
PRTN3	-0.37725
AVPR1A	0.34675
C21orf125	-1.85
TNFAIP8	-1.655
GNB2L1	-0.326
CALCRL	3.6695
SCGB2A2	6.65983333333333
UBXD7	0.03425
ZNF674	-0.0355
TMEM35	-0.676625
BRSK2	-0.608375
HECTD3	0.899833333333333
TMEM188	-0.383833333333333
LGALS9	0.846625
SCARB2	1.09408333333333
USP34	0.282333333333333
C17orf28	2.08166666666667
ZDHHC23	-0.88675
AQP12B	-0.2085
SLC16A3	-1.704875
APLP2	0.131625
ITIH2	-6.10425
MICAL3	-0.984125
TNNI3K	0.8871
HDAC2	-0.47575
PRR7	-1.0249
THBS2	-1.799
LOC751071	-0.897166666666667
CA2	2.22866666666667
RANBP17	-3.11275
RLN3	0.04475
CRYZ	0.4535
GBAS	0.163666666666667
TAS1R1	0.32
MPZL3	0.1135
PCDH8	-2.1695
HSP90B1	0.00775000000000002
KCNK15	1.4565
TNIP2	0.722166666666667
GPR146	-0.56425
NOL6	0.246625
SPC25	-1.98977777777778
STEAP2	3.01235714285714
VAMP3	1.05733333333333
TCIRG1	0.24525
ZP4	0.154666666666667
PARL	0.16925
TRIM39	0.535666666666667
KIAA1305	1.7855
CRNN	0.1225
GRN	0.92875
HSH2D	-0.13775
SCAMP1	1.7105625
KIAA1913	-0.66175
PTS	-0.86525
BANP	0.460071428571429
PRKACG	0.06875
ADCY6	1.034
C16orf46	1.0755
CYP51A1	-0.64325
DDC	-5.67475
ANPEP	-0.531833333333333
PROM1	-2.07566666666667
SIGLEC10	1.069
COPG	1.219
FAM26E	0.786375
TRIP4	1.01875
SNX3	0.708666666666667
C1orf175	0.0183333333333333
PPY2	0.10425
C14orf152	-0.455
FTSJ1	-0.002
DST	-1.45475
LOC554235	0.07725
GLRX5	0.339
C20orf12	1.998
CAB39	1.26566666666667
MSH2	-0.593
PIP4K2C	0.740625
CYLD	1.05075
WTAP	-0.601375
MGAT4A	1.89455555555556
TSC22D4	0.194
CHRM2	-1.3155
PPYR1	-0.381
CCNH	0.0528333333333333
RRM1	-0.225
ECAT8	-3.9195
LOC400120	-0.026
GABRA4	0.212285714285714
C14orf4	0.912666666666667
C1orf59	-1.33575
CTDSPL	1.231
NHEDC2	-1.109
PDE11A	0.0948125
KLHL29	-2.42425
CD5	-0.9819
TSPAN9	1.3635625
WDR67	-1.594
THUMPD1	0.0135
C18orf17	0.86875
CLYBL	-0.916
FLJ13231	-0.175
CMBL	0.543625
LECT2	-0.399
NKAPL	1.8715
LOC654780	0.2055
OR4C6	0.132
RAB30	1.81166666666667
TSSK4	-0.103
TMEM163	0.1795
OSBPL11	-0.32925
GNB5	-0.471833333333333
CCL21	0.06475
C1orf121	-0.682666666666667
FMO2	1.01916666666667
RPTN	-1.211
MSTN	0.7245
VCL	1.11114285714286
FYTTD1	-0.01
C11orf1	-0.60625
CCDC88C	1.1209375
HFE	-0.0149444444444445
MOGAT1	-0.2335
FAM125B	1.19533333333333
IRGQ	0.181
RAVER2	1.52925
AKAP5	0.5805
SSSCA1	-0.853
C11orf63	-0.961375
ACTG2	0.082
PORCN	-1.2335
DTL	0.0543636363636364
TMEM151	-0.017
FAM122C	0.0105
RSAD2	1.3396
BAT4	-0.63
KRTDAP	-1.00216666666667
MYH8	0.082875
CRTC3	0.84825
LRRFIP2	-0.1013
INTS4	-0.614666666666667
TTN	-1.139
SLC26A5	0.29
PLLP	-0.728
RGS6	-0.527875
SRGAP3	0.696875
ZNF525	0.1245
NBR2	0.191666666666667
C13orf1	-0.1103
ZNF137	0.8175
CEP27	-1.12325
BEST2	-0.1395
RNF121	-0.5505
DMRTC2	0.049
C8orf76	0.0705
BCCIP	0.717875
MEST	-2.54225
HTRA2	0.1245
ANGPTL2	-0.946
ILKAP	-0.000666666666666663
ERAS	0.352
HBS1L	-0.075875
CPA5	0.1425
TMEM30A	0.511833333333333
CD300LF	1.7955
WISP3	5.238
CRK	-0.120214285714286
PDS5A	0.6158
BRPF3	0.879
NEDD9	-0.7735
SMPDL3B	1.49475
PSG6	-0.3895
PSMD13	1.15675
ETV5	-3.3301875
OR51A4	0.0315
BTBD7	0.72775
GSTO1	-1.168125
hCG_16001	-0.511
MAD2L1BP	0.0993333333333333
COX6A2	-0.8825
SCNN1A	1.8275
LSM1	0.359333333333333
UGT2B11	-3.01725
IDUA	0.953
PPP2R3C	-0.289333333333333
COX11	-0.0298333333333333
PDZK1	4.991
ZNF443	1.06183333333333
MGC21874	1.77633333333333
ZNF323	2.0489
KRTAP10-10	0.107
CXCL6	0.31025
SLC34A2	0.2186
LOC284402	-0.209
NPTN	0.825833333333333
UPP1	-2.73025
SLC6A9	-0.466
OR7G3	0.373
CISD1	-0.589833333333333
ZNF545	1.07033333333333
SYT14	-0.417
NT5C3L	0.142166666666667
ZNHIT3	0.799166666666667
SNRPD3	-0.0355
KIAA0701	-0.167875
UNC93B1	1.2
GMNN	-2.036875
SPCS2	-0.309666666666667
LOC388524	-1.3975
NAPRT1	0.2575
PNLIPRP1	-0.203
OR6V1	-0.151
PRKAB1	0.4455
EYA4	-3.01933333333333
KIF20A	-1.1975
ALG10	0.25375
ITPKC	1.6335
LMX1B	1.3895
RPUSD4	-1.0425
C7orf34	-0.138
DLGAP2	0.297375
PFN1	-0.4117
MICALL2	-0.719416666666667
ZNF654	1.071
SS18L1	-0.356875
SLC16A8	0.47475
MKI67IP	0.0738333333333333
ITGB3	-0.61175
TCEA3	2.2465
CEP152	-1.8931875
CLIP1	1.009875
ZNF75	0.260375
ATP5C1	0.526166666666667
NUDT5	-0.955666666666667
PSCDBP	-0.40925
UBP1	-0.55425
RBM27	0.22825
C13orf15	1.63225
ZNF282	0.291333333333333
ZNF222	-0.069
COL10A1	4.184
PRDM15	-0.559
TTTY5	0.1495
FAM9C	-0.6255
C20orf67	0.7435
GNG13	-0.3535
F12	0.12025
C1orf41	-0.2135
CPXCR1	-0.3355
GSK3A	0.7195
SUPT6H	1.35683333333333
PI16	2.463
ELL2	0.0461666666666667
C9orf167	-1.88616666666667
PVRL3	-2.6168
FLJ38596	0.42325
ADAM20	0.17775
GPR89A	1.8465
GPR87	-2.6355
ZNF30	0.8725
SMR3B	0.80675
ZNF770	0.389625
TRPC4AP	0.429166666666667
DKFZP686E2158	0.655833333333333
C2orf28	0.128166666666667
FREM1	-1.97816666666667
LAMA4	-0.0681666666666667
ADPRHL2	0.1875
EIF4G2	0.601333333333333
GUCA1A	0.079
CTNNA2	-1.554875
NUDT15	-0.32
CEPT1	0.2735
ZNFX1	0.4597
CCDC92	1.386
TDRD1	0.151
KCNK5	-1.30166666666667
ETNK1	-0.162916666666667
LTA	0.173
TTPA	-0.14
B3GALNT2	-1.14675
SC65	0.670666666666667
PEX5L	-0.7615
EPS15L1	1.37675
MGEA5	-0.08175
HIST1H3A	0.38375
ING1	0.92425
BCAT1	-3.43075
ORC6L	-1.88172727272727
KLK11	-5.57183333333333
C19orf28	-2.20325
DNER	-4.416375
MED22	-0.345214285714286
ETV6	0.47525
CHAC2	-2.271
CD300E	0.0385
CEBPB	-0.44225
ZNF398	-0.691
LRCH3	0.2125
HMGA1	-1.41133333333333
CAPN7	0.680833333333333
MGC5566	-2.266
CCL3	2.49225
NANOS1	-0.32375
ZFYVE19	0.109
APITD1	0.4585
PARD3	1.23475
IRAK4	0.268166666666667
SERPINI2	0.1485
CEP170L	-1.07175
TTC9	2.79825
MYOM3	-1.05525
MLPH	2.481625
LOC222699	0.364
NRG1	-1.76627272727273
TBC1D9	4.24263636363636
TTK	-1.098
ZNF557	0.1188
DDX41	-0.508666666666667
FANK1	3.286
UBE2D2	0.676125
PSMB10	-0.574875
MYH7B	0.914
GABARAPL2	0.54825
MARVELD2	1.69266666666667
DGCR2	0.635166666666667
UNC45A	0.388166666666667
C6orf72	-0.3935
ZNF683	1.5655
GIT2	0.0345
CASK	0.126333333333333
C14orf161	1.9225
LRRC44	1.148
TIFA	-0.220125
UTP11L	-0.463
C6orf65	-1.1395
FDPS	-0.32875
DUSP9	-1.7353
SLC17A8	0.482333333333333
OR51G1	0.00516666666666666
NANS	-0.5355
OLFML1	0.4805
ATP10B	-0.910857142857143
NPAS3	-0.672
PRKCA	-2.7579
GGA2	0.9318125
LCE4A	0.312
SPANXN3	0.4495
CCDC115	2.1195
SDCCAG3	-1.17275
GLIPR1L1	0.47475
TTC1	0.36175
C17orf76	0.74
MAD2L2	-1.5925
HIPK1	-0.0148
LRRC3B	-0.456
CLN3	-0.726136363636364
C17orf47	0.328
FMN2	-3.62
TUBB1	-1.505
WAPAL	0.841666666666667
C3orf21	-0.3945
SCN5A	-0.2703
SMYD1	-0.4805
BEX5	1.50825
ZNF192	-0.0005
SEC22A	-0.0656666666666667
GRIA2	0.4015
KIAA0825	-0.2895
NUSAP1	-0.902181818181818
LANCL1	0.398
C15orf40	0.5539
ZNF645	0.45575
GPR61	0.15525
NLRP14	1.074
SNX21	0.1001
C1QTNF8	-0.3325
C17orf46	0.3905
IFNA8	-0.088
SPRR1B	-0.928333333333333
FLRT1	-1.3625
SNX17	1.1415
ASB2	-1.84266666666667
HBG1	-5.449
RPRML	-1.20575
JOSD2	0.237333333333333
PLSCR3	-0.43375
SPOCD1	-2.03666666666667
RAB39	-0.877
GHRH	-0.3555
ITIH5L	0.34975
C17orf37	1.11575
SMCR8	0.4255
DPY19L2P3	0.519833333333333
IL11RA	0.677333333333333
GDF3	-4.7835
RPS6KB1	-0.112666666666667
DNAJC19	0.2144
TOP1	-0.23
CRCT1	-0.725
MPST	-0.539625
DPM2	0.167375
FAM38B	1.792
SLC18A1	-1.778
FARP1	-0.0375
PAX7	0.0905
TUBD1	-0.1535
GNL3	0.250125
BTG2	2.42173333333333
NDUFS6	-0.8065
C1orf79	-1.987
ERAL1	0.92925
ECHS1	0.39575
VPS4A	-0.764666666666667
CYP11A1	-0.587875
ABCC6	-1.40735714285714
PBX4	-2.142
MOSC1	-0.773625
NCF4	0.1045
HYMAI	-3.18
NAGPA	-0.980375
OTOP2	0.131
ACOT12	0.4965
MTHFD2L	0.568375
LOC441376	5.57925
C19orf34	0.9395
RAB1B	0.07375
ALDOAP2	0.0445
NTRK1	-1.64283333333333
ARTS-1	-0.0653
SLC6A11	-0.867
NAP1L2	-1.326
CNGB1	0.0973333333333333
EPB41L4B	0.48725
FAM134B	3.997
HS3ST3A1	-3.17583333333333
CPXM2	4.041
SIRPB2	-0.1735
CHORDC1	-1.34983333333333
TRIB3	-0.940333333333333
SLC2A5	0.24425
C2orf49	-0.841
DDX5	0.68325
OR5L1	0.00700000000000001
ANAPC4	-0.644166666666667
ZSWIM1	-0.167
LOC93622	0.5015
KCNK3	0.1751
RP11-35N6.1	-2.2415
ZFP161	0.564
AQP9	3.22625
SLC15A2	-1.11016666666667
MREG	0.429
OR9I1	0.2295
PDLIM2	-1.116375
ADAM7	0.569
GSTCD	0.0225
WDR21A	-0.686875
SLC12A8	2.05983333333333
TMEM174	-0.1155
IGSF3	0.625166666666667
LRRN1	-0.10675
LOC402117	0.1355
SRPK1	-1.33716666666667
LY6K	-2.2813125
NFIA	0.811
PTCD3	-0.598875
LEP	2.55866666666667
PCDH21	-0.446833333333333
MAPKAPK2	1.07057142857143
NMNAT1	0.2835
LHFPL2	-0.051125
C9orf43	1.684
DIP2A	0.346333333333333
ACTR8	0.478125
CCDC34	0.98575
PTPN22	-1.624375
ITGA3	-0.00725
FAM129C	0.272
RABGGTA	1.05333333333333
UNC45B	0.07675
KIAA1033	0.1615
ZNF510	1.14266666666667
CYP2D6	-0.510833333333333
SLC26A10	-2.183
STX8	-0.755
LUZP1	-0.134375
WDR89	0.068
EIF4G3	0.1649
C5AR1	1.35425
ZNF623	1.728
A2M	0.256
TGM7	0.529
GRPEL1	-0.0905
LMNB2	-1.5652
ROCK2	-0.339833333333333
SNX16	1.06525
CCDC66	0.4815
ANXA3	-1.15225
KIAA1609	-0.440625
EED	-1.5505
RNF32	1.12716666666667
HES1	0.316
CLC	-0.0193333333333333
ISL1	-0.9775
KIAA0528	0.3935
MANEA	0.59225
C1orf61	-1.863
hCG_2001000	-0.1325
RAPGEF6	-0.0395
KIAA0020	-0.644666666666667
NEIL1	1.104
C16orf45	-1.84625
RBM10	-0.556
C10orf125	-2.020125
MRS2L	0.361
DNAH17	-0.84825
C19orf10	-0.33625
C1orf160	0.25175
SLFN12	-1.0465
EXOC3	0.140833333333333
HIST3H3	0.91075
NCOR2	0.282833333333333
TNFRSF9	0.09725
MFSD8	0.29875
ALX1	-3.7955
NOL1	-0.96
PODN	2.044
TIAL1	-0.29425
HIST1H1E	-0.20725
NPY6R	0.30275
TM4SF4	-0.198
CORO2A	0.09625
ETNK2	2.09033333333333
APOE	-0.3004
ANGPT4	0.0035
HDGF2	0.14075
G30	1.118
ST8SIA4	-1.3355
F2RL1	-0.520375
FAM19A4	-5.28325
CCAR1	0.5
B3GNT7	-0.30125
OPHN1	-0.0167
DSCR6	2.4875
C21orf13	1.58
GAS2L1	0.5075
RFX3	0.506333333333333
COPS4	0.77275
BCHE	-5.1935
BCL2	2.7335
HBZ	-3.6555
ARL13B	0.161875
MAPBPIP	1.104625
MYO15B	0.163
SPZ1	1.2845
KIAA1324	3.42822222222222
PLCL2	-0.972625
C4orf29	-0.02125
WDFY2	-1.337
ZNF284	-0.3515
NAALADL1	0.0745
DUSP5	1.42266666666667
PXDN	0.0185
SLMO1	-0.109
TNXB	-0.2381
BIRC7	-0.6435
A4GALT	0.876166666666667
TIMM22	0.24575
FAM110C	1.4485
TOMM34	-0.06025
ABHD9	-0.3975
ADAM32	-0.355
CRHBP	0.23325
AQP2	0.00400000000000002
LOC130355	0.88875
ZNF187	0.597166666666667
ZNF816A	0.1775
F7	-0.548875
CNOT1	-0.1591
SLC13A4	-0.6235
ZBTB11	0.5725
B3GALT5	0.3585
EXOC2	1.981
IRS1	1.5012
TMEM1	0.3595
MRPL34	-0.426833333333333
SAMM50	-1.4855
CDC42EP3	2.074
HSF2	0.1306
MFN2	0.46875
TSPAN7	-1.74483333333333
NUCB1	0.294666666666667
RHOH	1.195
ARL16	0.1825
TACR1	0.221
SFRS5	-0.266166666666667
SNX25	0.424125
RHBDF1	0.548833333333333
PCDH18	1.17816666666667
HMG1L1	-0.4925
MYO5C	1.580625
MAPK10	1.1685
LDHAL6A	-0.0605
NUDT12	2.64066666666667
NCAM1	-0.391625
GLIS2	0.152
GGTL4	-1.14575
DAPP1	-0.1065
ATF7	1.075375
KIAA0748	-0.98825
NFIL3	-2.60975
TM6SF1	0.757
SEZ6	-0.00537499999999999
NANOS3	-0.962333333333333
DNAJA3	0.109666666666667
CLDN6	-0.865
CIITA	1.5546
EPHA4	-0.116833333333333
FANCC	-0.764
CMTM3	-0.0845
PSG3	-0.198625
MRPL15	-0.5365
C21orf59	0.322
PLCXD2	0.22125
C2orf34	0.10775
UBE2L6	0.337125
MED14	-0.0668333333333333
HP1BP3	0.386
C6orf208	0.021
TPBG	0.98075
OSR2	1.6055
XPC	0.7425
KLHL7	-0.555083333333333
CCR3	-0.561833333333333
AGTPBP1	0.379833333333333
PCSK6	0.791133333333333
STAT5A	-0.7429
FAM18B	0.598
LONRF2	2.83283333333333
PTPN2	-0.31425
SF3A3	-0.675333333333333
EFCBP2	0.1025
HCFC1	0.2755
AHNAK	0.69995
ACTR5	-0.3975
KIF14	-1.275
TENC1	1.0375
HEATR5B	1.8845
YIPF2	0.685333333333333
MYEOV2	0.348833333333333
DUSP18	0.2045
KIAA1012	1.1405
AHR	0.468666666666667
C17orf53	-0.383166666666667
PTPRH	-4.02025
ATP6V1C1	1.4811
TAS2R3	0.513
LOC440356	2.61375
COQ10B	0.604
PSMF1	1.07766666666667
SORBS2	3.13483333333333
NFE2L2	1.6005
TMCO7	-1.0165
SH3PXD2A	-0.2827
SH2D2A	-2.02325
SPINK5	-3.3075
MRPS24	-1.17575
OPA3	-0.6945
TRAF7	0.8495
C4orf35	-0.1054
MT1G	-1.1505
MGC39545	-0.08625
HS1BP3	1.0146
OR2B2	0.1335
CHRM4	0.02
SFRP2	2.047
RIC3	-1.2895
ART1	-0.07
C6orf1	0.985875
DUS4L	-0.08475
C10orf104	0.4305
TNFAIP6	1.3175
RTEL1	-1.68075
CCT4	-0.0163
ZNF709	1.03325
CHMP6	0.576
UPP2	-0.1195
CYP19A1	-1.93475
CD151	0.737666666666667
NDUFA13	-0.4165
ARFRP1	-0.766333333333333
FAM26B	1.983
CRYBA1	-1.642
MRPL41	-0.424833333333333
NPFFR2	-1.522
HRH2	0.019
SCAMP3	1.0765
MTMR6	0.4359
MTG1	-0.820666666666667
UBTD1	0.2275
CRABP1	-1.5965
FLJ33790	0.4711
KIAA1908	0.014
GPR158	-0.96525
PACSIN3	-1.10216666666667
OMD	2.05333333333333
CATSPER1	-1.16433333333333
HOXB8	-2.18275
FBXO46	0.4645
OAS1	-0.2415
SVIL	-1.18175
PHB2	-0.274
ADCY3	0.2585
NDRG2	0.766
ERMAP	2.092
APBA2	-1.81083333333333
IGSF9	1.901
WNT6	-1.29385714285714
MYCBPAP	2.24425
ATP2B2	-0.489
CPVL	-1.3133
TRAM2	-1.12725
NOP5/NOP58	-0.29225
ZNRF4	0.061
TLK1	0.199125
MTMR12	0.875
ZNF384	-0.253166666666667
FAM9B	-2.76425
RPN1	0.5204
PMVK	1.5495
EIF3D	-0.7005
SIX2	1.59925
HPS1	0.155071428571429
RNF7	0.2405
PSKH2	0.0935
KCTD13	0.581666666666667
CSMD3	0.0861
FBF1	0.237
IL8	-3.63625
SERPINB13	0.686333333333333
FBXL20	0.92075
BLR1	0.32125
SH2B1	0.318666666666667
RFNG	0.820375
RAB20	0.273833333333333
RBM7	-1.2485
POLR1A	0.033
TMPRSS4	-2.30325
TAF9	-0.037
TERF2	0.870333333333333
TNFRSF1A	-0.232666666666667
ACADVL	-1.19633333333333
GTF2H5	-0.4005
EDG8	-0.5055
C9orf140	-1.038625
UST6	-0.382333333333333
ZBTB8OS	-0.9985
ZNF710	0.582
GPR174	-1.3975
ATP6V0A2	-1.00575
KIAA0319L	0.925
XKRX	0.1345
DOPEY2	1.5197
SDHD	-1.15291666666667
SUMF1	2.1415
OSM	2.3855
OPN3	-2.232
DAGLB	-0.0363333333333333
PPFIBP1	0.2044
TRIM63	-3.855
C10orf53	0.66
LYPD3	0.932666666666667
BCL7A	0.931875
AGER	-1.05233333333333
TCF19	0.23325
SAT2	-0.674
PFTK1	-0.937
GABRE	-3.070375
C15orf38	0.6709
FIS1	0.4145
KCNV2	0.08375
CLPS	0.19975
PPCDC	-0.026125
FOXN2	-1.22516666666667
NT5E	-3.5833
CD83	-0.31975
IL18	-0.5405
VPS16	0.093
IGFBP2	1.492
NOTCH2	0.105
SIGLEC1	2.42775
CD93	5.3705
SULF2	0.866
CEP164	-0.672875
P53AIP1	0.259666666666667
TOR2A	-0.0166666666666666
ZNF136	0.773
MGP	3.7115
CCDC144A	0.322
TRPC1	-1.71416666666667
SMS	-0.457166666666667
MAPK7	-1.09633333333333
RRAGC	0.83225
PARD6A	0.2695
NUB1	1.17616666666667
SYNGR4	-0.28275
OR11H12	0.3745
WIF1	0.488125
GCH1	-0.44825
OR11H4	0.5195
SLC44A5	1.009
GPRIN2	0.4465
LOC401431	0.34175
CPA4	-2.6899
MELK	-1.35211111111111
IL15RA	-0.70975
CUL3	1.564625
HMBOX1	1.726
PODXL	-1.0465
CCT6B	1.575
COMTD1	-1.12725
MUC20	-0.248166666666667
GPX2	-3.4135
ITK	-1.4445
FBXL5	2.52125
C13orf27	-1.51925
DEFA5	0.14
TRHDE	0.183
MTP18	-1.77966666666667
UQCRQ	-0.7288
ITGB2	1.04125
CSRP2BP	0.671
TAS2R44	-0.02
PHPT1	0.1055
FAM44C	0.95825
ERH	-0.432
MPHOSPH1	0.592333333333333
MORC1	-0.2005
PARVB	-0.64075
LAMA1	-2.61558333333333
PGBD3	0.3105
GIMAP6	3.475
AREG	0.4355
LIPT1	-0.21825
MGC99813	-0.92125
C1orf201	1.085
GRIN2A	-0.7576
MAN2C1	-0.632125
NSUN5	-0.484
SF3B5	-1.0355
MYC	-0.347625
NRXN1	-0.972416666666667
ZNF18	-0.7145
SPDYA	0.1455
SLC37A1	1.53
DECR2	-0.18
ANKRD38	0.102
SPTLC3	-1.87783333333333
SUPT16H	0.05425
DTWD2	1.736
ULBP1	0.6675
ZADH1	1.53866666666667
OIP5	-1.9735
IL10RB	-0.277833333333333
OTUB2	0.848125
VWA3A	0.303833333333333
SPIC	0.061
OR6C4	0.227
PSCD4	0.230166666666667
DPY19L2P2	2.3225
TRAPPC6A	1.35466666666667
C21orf2	-0.058
CEMP1	-0.31075
LIN7B	0.009
E2F7	-1.64033333333333
VCP	0.683875
LAMA3	2.69441666666667
BGN	0.70075
GPR160	1.46316666666667
COCH	-4.66266666666667
GPR81	1.1915
APOBEC3F	-1.41675
tcag7.1017	-0.7375
C1orf32	0.2575
SCGB1D2	3.81675
FLJ43987	0.219
C6orf170	1.61075
KLK9	0.3365
GPD1L	1.34125
VPS37B	-0.32825
ATG3	0.038
ADAMTS17	-0.135
KLHDC2	0.3985
