Hybridization REF	TCGA-E2-A14T-01A-11R-A115-07
MPHOSPH1	-1.494
MORC1	-1.2855
PARVB	-0.921
LAMA1	-2.12841666666667
PGBD3	-0.42375
GIMAP6	3.602
AREG	-1.6675
LIPT1	-0.67625
MGC99813	1.2285
C1orf201	0.874666666666667
GRIN2A	-0.5972
MAN2C1	-0.499375
NSUN5	0.033
SF3B5	-0.62
MYC	-1.1921875
NRXN1	2.90925
ZNF18	0.1845
SPDYA	-0.66725
SLC37A1	1.5875
DECR2	0.18025
ANKRD38	0.468875
SPTLC3	-2.19933333333333
SUPT16H	-0.213375
DTWD2	0.82925
ULBP1	-1.282
ZADH1	-0.148833333333333
OIP5	-2.29825
IL10RB	0.335166666666667
OTUB2	-0.146625
VWA3A	2.07966666666667
SPIC	0.819
OR6C4	0.0935
PSCD4	0.683
DPY19L2P2	-0.4765
TRAPPC6A	1.01183333333333
C21orf2	0.3485
CEMP1	-0.00875
LIN7B	1.313
E2F7	-1.81816666666667
VCP	0.124625
LAMA3	-0.24225
BGN	1.3785
GPR160	1.147
COCH	-3.32766666666667
GPR81	1.38366666666667
APOBEC3F	-1.364
tcag7.1017	-0.25375
C1orf32	0.6185
SCGB1D2	4.45075
FLJ43987	-0.4625
C6orf170	0.13875
KLK9	0.344
GPD1L	0.05925
VPS37B	-0.369
ATG3	-0.347833333333333
ADAMTS17	-0.468
KLHDC2	-0.7525
NDUFV2	0.3275
BLK	-2.4325
MATN4	-1.723
GPM6A	0.12075
GBP4	2.92316666666667
TMEM162	0.00766666666666669
PKP2	-0.331
HRASLS	-0.132
MMP1	-4.457
SFXN3	-0.0763
FSD1	-1.76516666666667
ST6GALNAC3	-2.318
CA12	1.8218
NCOA6	0.36325
C19orf58	-0.3711
PPP4R1	0.103333333333333
MAN1A2	1.51933333333333
IKBKAP	-0.88625
UPF1	0.428833333333333
KIAA1219	1.3815
WNT16	0.186
SNW1	-0.403125
IL18RAP	1.723
RPP30	-1.232625
CDC40	-0.156785714285714
SETD3	0.3405
SLAMF6	-0.2385
ELK4	-0.5665
TRIM47	-0.149166666666667
ACOX3	0.918875
TRIM6	-1.426875
KIAA0372	0.634666666666667
TP53AP1	1.34225
SMURF2	-0.57275
ADAD1	0.38575
EBP	-0.1948
KRTAP13-2	0.054
FLJ36874	-1.11
TOR1A	-0.0766666666666667
P2RY4	0.162
GPBP1	0.26525
TRPV1	-0.579625
ADAMTS12	0.0911666666666666
PES1	-0.3218
ATG4A	0.272833333333333
MAGEA10	-4.0795
WFS1	1.78025
CC2D1B	-0.318833333333333
PABPN1	-0.26925
SLC25A30	0.33375
SLCO1C1	0.048
SLC22A5	3.056
KIF23	-1.84216666666667
SYN2	-0.470833333333333
ASPN	6.945
CENTG2	0.42075
QSOX2	-0.4569
FLJ10815	0.275333333333333
STK24	-0.12
SPEG	-0.0407
STK10	0.462166666666667
DACT2	-2.0825
AAAS	-0.99875
SSX3	-1.639875
ABCD3	-0.0938
C4orf12	0.04
PARVG	0.990166666666667
FIG4	0.38275
C9orf46	1.18725
TMCO6	-0.0455
IGHMBP2	-0.08675
DUS2L	0.035
FAM3C	0.530125
TMEM16D	-1.5075
DCTN4	1.00875
KCNH3	0.059
EIF2AK2	1.17475
AP1S3	-1.219625
CST4	0.474
PAM	-0.677875
NUTF2	-0.29625
CITED2	-0.2605
SLC39A4	0.45025
C2orf52	-1.116
GRM3	0.471
C12orf49	0.403
CCDC49	0.0044
GRAMD1B	-1.123125
FNDC4	0.0665
SIAH2	0.193875
GDPD4	0.2335
C21orf87	0.364875
ATP5A1	-0.0168333333333333
C16orf63	-0.661375
LOC388135	1.14266666666667
ATP5J2	-0.050875
MMP3	-2.47375
EMID2	-0.179
CRHR1	0.1055
WDR70	-0.46725
C13orf31	2.1875
ZFAND1	0.26425
CCL18	3.68583333333333
C3orf49	-1.396
RINT1	-0.031
KIAA0408	-1.82566666666667
F13A1	4.0005
SLC10A1	1.31916666666667
OGN	0.13375
GIPC2	-1.80283333333333
XPO6	0.242
LCE1A	0.2345
FMR1	0.9901
LOC374920	-0.01725
DUSP3	-0.032375
ANKMY1	1.55425
C7orf50	0.6215
BBS9	-0.5792
UNC119B	-0.972875
C9orf72	0.3265
MGC35440	-0.01825
ENTPD6	0.153625
PPP1R2P9	1.0055
ERCC4	0.28275
FAHD2B	-0.762
HMHA1	0.1965
HACL1	-0.29325
RAD23A	0.222833333333333
FAM83B	0.7795
PPP5C	0.0231666666666667
RNASEH2C	0.020625
C9orf153	-0.9505
SCAMP4	1.23375
GHITM	-0.1344
NDUFB7	-0.157875
ADCYAP1	0.0131666666666667
SP110	1.41883333333333
MAP3K7IP2	-0.06675
DHH	-0.2275
AGRN	0.0420714285714286
WDR33	0.699
CEP290	1.85316666666667
PRPS1L1	-1.87316666666667
KLRA1	-0.019
GPR97	-0.0365
CHD7	0.696
TLR10	0.99
SLC30A8	4.615
HIC1	1.025
IAPP	-0.227
RXFP4	-0.0705
GP1BB	0.50775
SHQ1	0.251
NKX2-3	0.0846666666666667
API5	-0.43175
FTHP1	0.5445
MOV10L1	0.763166666666667
TRIM6-TRIM34	2.8355
ADHFE1	-0.2575
FAM117A	1.065
DDI1	-0.1222
CDON	-0.54
TRIM73	-0.348
IGKC	2.925
MMP14	-0.443416666666667
DYNC1LI1	0.412875
C11orf66	0.3785
TRBV3-1	-1.47375
FASTKD5	0.04475
BIVM	-0.5325
LHX4	-0.3295
CXCL2	-1.6669
RAB2B	-0.581166666666667
IZUMO1	-1.09275
MAP3K15	-1.77025
FAM19A2	0.487333333333333
ZC3H8	-0.479166666666667
ZMAT1	2.06475
SPINK5L3	-3.82225
SLC10A6	0.142
APPL2	-0.552375
CARD10	-0.115166666666667
LOC402176	-0.19875
EEF1D	0.2109
RAB6A	0.2852
C12orf5	-0.623125
PAPOLG	-0.4445
MSRB2	0.01725
BCR	1.23561111111111
PUS3	0.21775
TIAM2	-0.619
ZNF317	-0.3835
CHD2	-0.0142857142857143
FZD5	-2.31209090909091
NUDT8	-2.13
ZNF763	1.155
PRC1	-1.21466666666667
ABCB9	1.17583333333333
SPATA3	-0.0025
TRAK2	0.712375
STAB1	2.273375
LRRTM2	-0.392833333333333
psiTPTE22	0.63925
DBI	-0.11625
SERPINA11	-1.6225
NAT5	0.2065
C20orf58	-2.03525
RPS6KA4	-0.3915
FLJ90650	0.57375
TGFBRAP1	0.47225
CHRDL2	-0.48675
FAHD2A	-1.05466666666667
CNTN1	-0.3595
BBS4	0.6696
TMEM181	1.22775
MINPP1	-0.56575
MPHOSPH6	-1.58158333333333
HOXC10	1.8669
ITPKB	0.035375
CLPTM1L	0.18875
MEOX2	0.455666666666667
ATP6V0C	1.048125
PRPF8	-0.228833333333333
TMC5	0.145
FKBP3	-1.08925
PLEKHB2	0.47225
OR4D6	0.0905
ZNF544	-0.1972
D2HGDH	-0.072875
RPL18A	-1.2406
HEL308	-0.556875
MPP6	-4.09275
TCERG1	-0.98425
KRT16	-0.727333333333333
KLF17	-1.1575
KLF5	-1.2045
CDR1	2.316
VCX3A	-2.552
FBLN2	0.691125
C14orf104	-0.89375
HBE1	-3.8776
OR4S2	0.459
C1orf108	-0.150666666666667
ROBO4	3.06016666666667
CPEB4	1.46625
C11orf80	0.832666666666667
BCKDHA	0.454666666666667
MYOC	0.27975
GIF	0.14
CKMT1A	1.8325
RPL3	-0.089
THBS1	2.790125
APOO	0.5145
ARMCX1	-0.2345
HSZFP36	0.466
SNAPC5	-0.269
EIF4ENIF1	-0.09075
ZNF433	1.494
TNFRSF21	-1.394875
TMPRSS7	-0.251
SPATA18	0.7462
HPDL	-2.756
MKL2	1.1172
TBX3	1.14061538461538
C21orf93	0.00133333333333332
DAXX	0.6745
ELMO1	-0.168375
RGS13	1.21766666666667
TAF11	-0.797
UNC13A	2.69125
LOC653314	-0.1217
ORC3L	-0.7805
IMAA	-2.012
TARBP2	-0.73875
CABIN1	0.0125
TRIOBP	-0.3196875
HIST1H2AC	2.01025
RGS22	2.299
NCOA1	1.11033333333333
IL25	0.4385
SNCG	0.9405
GPR6	0.023
AMDHD1	-2.39916666666667
CHEK2	-1.929625
C6orf142	-0.97475
DRD4	0.42825
C14orf68	-1.50325
GDF11	-1.6595
SEMG2	-0.7265
CD247	-1.816
CDAN1	0.09675
RBMX2	-0.03
TGS1	-0.818
OIT3	0.86175
SYF2	0.0795
MCM4	-1.13475
PKHD1L1	0.5455
CEP192	-0.339333333333333
IFT88	1.351
RPL9	-0.873214285714286
RAB32	-1.69625
DDX43	-3.91375
P2RX2	0.547
OR5D18	-0.0535
UBE1	0.173416666666667
SLC24A1	0.281
ARHGAP5	0.4725
CETP	0.9525
KIAA1731	-0.597666666666667
SLC9A4	0.2665
PTPN6	1.91525
BAHD1	1.0175
GRIK3	0.246
CACNB2	-1.2277
PDE10A	-0.73825
DGCR14	-0.47125
PCDHB9	-0.792
RHOQ	0.362
MAP3K4	-0.7735
KTI12	-0.7265
RPL23AP13	-1.09475
GNG11	-0.484
CLCN3	2.11483333333333
GPAM	-0.29425
VSTM2A	3.507
SLAMF7	2.454
INTS2	0.53025
PPP2CA	-0.167
LRP12	0.4398
SEC14L2	2.27033333333333
DKFZP586H2123	1.80475
MC3R	-0.2485
CIRH1A	-0.949333333333333
HIST1H2AB	1.406
POLH	0.03025
MGC16703	-0.345333333333333
SNAPC2	0.5805
FILIP1L	0.6145
RASGRP4	0.6635
LRRC1	1.68275
GAS1	-1.00125
PRAC	-0.937
DGKA	-0.428333333333333
NT5C3	-0.3985
PEG3	-3.61733333333333
NADK	0.08875
PRR17	-0.409
LOC374569	-0.603
SGSH	-0.0423333333333333
NLRP8	0.2345
GALT	-0.4763
MCF2	-1.393
ZNF263	0.81675
TACSTD1	1.9505
TYR	-5.454
ATP6AP2	0.5115
RNUXA	-0.43
ABHD10	0.7687
GDPD2	-1.4015
SLC35C1	0.23825
UBE2A	0.518
HERC5	-1.226
FAM112B	-3.86133333333333
FBXL16	2.29175
DKFZP434A0131	-0.208
ELA3A	-2.133
RBM41	-1.051375
HAO2	-0.5875
RNH1	-0.06
SHANK2	1.06266666666667
OSBP2	-0.8715
DAK	0.373833333333333
C3orf58	-0.406916666666667
TCL1B	-0.2975
KBTBD2	0.054375
SUGT1L1	0.76925
UBE2E2	-0.205333333333333
MYL9	1.629875
CDC23	-0.408333333333333
PBXIP1	0.8295
CXorf40B	0.678
NBL1	0.342
RTBDN	3.6265
RAB11FIP5	0.070375
TTTY13	-0.884
SCOTIN	0.652
SOHLH1	-0.959
CDKN1A	0.416714285714286
NCK1	-0.51275
ZNF550	-0.132
SAPS3	0.13425
SPIN3	0.1275
MAGEE2	-0.2145
MIS12	-1.3645
OR8H2	0.6135
KIAA0774	-0.485666666666667
UNC5D	-4.1485
CUL7	0.338666666666667
LIPC	-3.09866666666667
DIO1	1.4705
C20orf11	0.0256
CTRL	-0.74275
HS3ST2	3.41525
PAK4	1.25283333333333
CCRL1	2.71275
RNF10	0.326875
ZNF567	0.16525
ZNF660	1.2795
TCEAL3	1.05675
MAGOH	-1.7265
CENPB	0.0833333333333333
C19orf7	0.214625
LOC388965	0.231
ZCCHC13	2.8635
JMJD1A	-0.5792
HIST1H4H	1.787
TBRG1	-0.526
GPC3	-4.148625
TAF1C	-0.642
EBNA1BP2	0.119666666666667
CIAPIN1	-0.2795
PDGFRA	-0.506944444444444
CSTB	-0.088375
CENPI	-1.985
GTF2E2	-1.494
RPP21	-0.22175
CCNF	-0.175
KCNQ3	0.583
FAM79A	1.32775
SLC22A12	-0.081
NOVA1	-1.15216666666667
FZD3	0.6268
AKAP8	-1.88725
SOCS5	-0.053375
CFDP1	-0.676
DLG5	0.302
PGM5	0.0944166666666667
C1orf144	0.0435
HDAC10	-0.427
RND2	0.28125
C20orf199	-0.5815
RNMT	-0.611125
SLURP1	0.643875
ASTN1	-0.43625
SH3BGR	1.14025
MYCL1	-0.6475
ZHX1	0.280333333333333
CENPK	-2.7745
FOSB	0.8916
LOC643406	0.47675
C2orf59	-0.68475
TMEM135	-0.558375
SLC27A2	0.43025
KRT33A	2.2555
OVOL1	2.32275
PAMCI	-2.95416666666667
S100A7	-1.783
ZNF789	-1.52
HARS2	0.25475
RPL23A	-0.540333333333333
TCF23	-0.18525
UPF3B	-0.786125
C17orf78	-0.2385
HLA-DOB	-0.0473333333333333
C14orf142	-0.281333333333333
TEKT5	0.420666666666667
DMWD	0.3805
POLD1	-1.55716666666667
GSCL	-0.598
CALD1	0.3316
SCRT1	0.823166666666667
AIG1	0.14375
UNC84B	1.1775
ZNF404	1.0065
TMED6	-3.70475
KIAA1462	0.3015
LRRC27	1.07166666666667
PYGO1	-0.278
PIGU	-0.774666666666667
ALAS2	-3.28866666666667
WRNIP1	0.392
CNNM3	0.977
ZNF2	0.20375
ST3GAL5	0.313166666666667
MRPL23	-0.56575
TSSK6	0.144
PSMA6	-0.473
C16orf70	1.0435
KIAA1602	0.3975
ALMS1	0.523833333333333
DCN	2.592625
TMEM132D	-0.749
SUCLG2	0.37175
ABHD14A	0.904
DEXI	0.2085
AMPD2	-0.342333333333333
IFNAR2	0.154833333333333
CYB5A	2.1034
TLOC1	0.9427
NXF5	-1.1145
NRBF2	-0.6725
KCTD3	1.38375
ITGAE	-0.8775
SLC30A3	-1.78966666666667
ZRF1	-0.7945
IFRD2	-0.430875
XAB1	-0.34375
PYCR2	0.726666666666667
SERPINB3	-4.2605
TMLHE	0.2168
GEFT	-0.485125
ABCA5	1.27675
EMR4	-0.00800000000000001
TSFM	-0.60275
HIST3H2BB	0.3385
ARHGEF19	1.817
TSPAN17	0.821833333333333
ABCC8	3.555
MAP1S	0.1275
C22orf36	-0.453
BNC2	-0.416214285714286
HIST1H4A	-0.25125
NDUFS3	-0.4545
WDR3	-0.144666666666667
XKR4	-0.97525
TTC33	-0.569642857142857
STMN2	3.51075
CPN2	-0.695666666666667
HSPC105	1.34725
PCOLCE2	-1.61
C3orf55	1.3675
KLHDC9	2.0175
TBC1D23	0.000874999999999987
ATXN2L	0.135833333333333
MAP2K3	-0.0511666666666667
SCAP	0.86225
ZNF486	1.05866666666667
C20orf96	2.14775
NARS	0.21125
ADAMTSL1	-1.0245
PRCC	0.432
CCDC126	1.51308333333333
ZNF675	0.73775
CALCOCO1	0.643
ANKRD43	1.48725
CWF19L2	-0.736833333333333
ZBTB32	0.6155
BRAF	0.27125
ODF4	0.26575
MGC14376	0.4165
HORMAD1	-3.26183333333333
AAK1	-0.352833333333333
PEBP1	0.50175
TNFSF5IP1	-0.432666666666667
DKFZp564N2472	0.4815
RMND1	-0.6395
IGKV1-5	3.4845
COL1A2	2.54208333333333
SERPINA5	-0.7775
AANAT	0.366
C19orf21	1.5165
GEMIN5	0.377
UBR4	-0.374333333333333
LTBP3	0.875333333333333
AMHR2	-1.21833333333333
PROCR	-0.591
MYBBP1A	-0.59125
C20orf39	0.475333333333333
ZNF697	0.206625
PASK	0.5251
ZNF776	1.30716666666667
RFXDC2	-0.639
KIAA0467	0.62575
C10orf96	-3.55766666666667
ZNF503	-1.241
GULP1	-2.30191666666667
KCNE4	0.951166666666667
DKFZp434K191	-0.43325
LOC196913	0.184
BHLHB4	0.796
CH25H	-0.5145
LOC81691	-1.2685
ALPL	0.357785714285714
COL12A1	2.3795
FOLR3	-2.868
GPR123	0.009625
TRIM62	0.898785714285714
ABLIM1	-0.9965
MAST3	0.59775
RHBDD1	0.00416666666666666
LOC338809	-0.647
RYBP	1.6595
TTC26	-0.263125
ZNF22	-0.421833333333333
ISCA2	-0.4035
RDM1	-1.60875
PIGM	1.22
GNB3	-0.604
ACTR2	0.6351
HMGB1	0.37085
EDG1	2.37866666666667
SOAT2	-3.00825
OR10AD1	0.331
RAP1GDS1	0.127333333333333
LCE1F	0.8385
ESM1	-1.9885
RCN3	1.52325
CREBL1	-0.4595
DBNL	0.2105
PTGER3	1.539625
USP30	-0.0396666666666667
BCL2L12	-1.96966666666667
KIF26B	1.74375
ZNF416	0.10775
ZNF225	0.2315
C17orf70	-0.63575
ZNF554	0.60025
RAE1	-1.04016666666667
TNIK	-0.273833333333333
ACTN3	0.072
MGC45922	0.409
CCNA1	-0.484333333333333
RYK	0.196666666666667
IL26	-0.077
LRP3	0.382333333333333
QARS	0.303
SOX7	1.09485714285714
BID	-0.795
OR2S2	0.1295
CXCL14	3.19725
C11orf47	-0.33
MGC29891	0.579
HSPB8	2.7655
PRDM14	-1.784
NUFIP2	0.51325
MNAT1	-0.363125
ZDHHC2	-0.29
MBNL2	0.294375
ADD3	0.56575
CSNK2A1P	-0.5215
KLK6	-0.308666666666667
TMEM111	0.3738
KIAA1279	0.557
NUBP2	0.0323333333333333
RAB42	0.2615
ID3	-1.5225
TM9SF1	1.01725
MDP-1	0.02425
POU4F2	0.4205
IQCK	0.79125
C16orf14	0.162
CAPN3	-1.725125
FAM43B	-0.02025
RECQL	-0.75425
AP1G1	-0.107785714285714
CTNNBL1	-0.0375
ECHDC1	-0.520833333333333
SMARCC1	0.8817
FOXQ1	-2.081875
GNAI3	0.251833333333333
POLG2	-0.85075
CD4	1.15925
ITLN1	0.1265
EBI2	4.3205
IRF1	0.153
PTPRE	2.0059
PTK2B	-0.506
NXNL2	-1.278
SOX4	0.856555555555556
TSPAN3	0.4045
SH2D1A	-3.44016666666667
C8orf58	-1.11133333333333
USP20	-0.491
DUSP22	-1.08908333333333
CALB1	-1.5225
L3MBTL2	1.2605
MCRS1	0.23875
TMEM118	-1.33466666666667
C18orf8	0.9875
FLJ10241	0.079125
GJA12	0.5235
PKD1	-0.444
ZFP3	0.0745
JAM3	-0.1625
LAPTM4A	1.0611
DIRC2	-0.0695
KIAA2022	0.087
MYOM1	0.736833333333333
TRPM8	-2.63983333333333
MOP-1	0.8425
PHKG2	0.498
ZNF650	1.310375
KIAA1522	1.95175
PSG8	-1.55383333333333
DDX19B	0.0255
MOBKL1B	-0.76775
DIAPH2	-0.690916666666667
PTPN12	0.99375
CLN8	-0.1585
CRYZL1	-0.519
CRY2	0.596833333333333
FCGR2B	3.72633333333333
PNPLA4	2.07125
ZNF454	-0.0505
DKFZp434B1231	0.004
CLDN11	-0.0574
RFWD2	0.165166666666667
CIB2	-0.5285
MXRA8	2.40675
HRK	-0.51975
MAML2	-0.507
C4orf31	-1.852
C6orf192	-1.57675
COG6	1.389375
FAM5B	2.64525
NFATC1	0.0928
SEPT10	-0.1015
SCYL1	0.3833
RPP40	-1.818
SCOC	0.9358
KIAA1450	1.02125
CTDSPL2	-0.9075
TBX5	2.304
NAPG	0.257875
RHD	-4.307
C14orf45	1.32083333333333
ZBTB22	0.9095
PLCG1	-1.337
ANKRD10	-0.68925
AQP7P2	2.16875
TAGLN2	0.348666666666667
HTR2C	-1.99516666666667
SLC16A7	-0.373833333333333
C17orf83	-0.3585
TSGA14	-0.209333333333333
MDH1	-0.31325
PPP3R2	-0.0643333333333333
DCBLD2	-2.71907142857143
RBM33	-0.7875
DPH3	-1.969
SYT10	-1.79883333333333
FMO4	1.51775
THYN1	-0.65625
DRD5	-1.5315
OTOR	1.239
PGRMC2	0.5151
KATNAL1	0.5115
PAQR6	-1.30025
UBE2I	-0.77025
C14orf28	-0.9505
C8orf70	0.582
FLYWCH1	-0.221375
ANGPTL3	-1.37725
GLRX2	-0.289166666666667
ATP11A	-0.4965
ARL5B	-0.99875
MUC16	-1.48275
SLC25A5	-1.043
ACRC	-1.862
MYO1C	0.23925
FAM89B	1.0175
FAS	-1.096375
KIFAP3	0.953
GLRA2	0.1415
BTN3A2	-0.4758
CNKSR3	-1.814
CSTF3	-0.802333333333333
ARPM1	-0.01325
KIAA1530	-0.834
C9orf150	1.23366666666667
PRKCI	0.4575
tcag7.1015	-0.2905
SOD3	-0.592
ZNF574	0.18825
CYP21A2	0.9375
RPL12	-0.436
COMMD2	-1.225
WIZ	0.22725
LOC344405	-0.675
ALDH4A1	0.267705882352941
CRYAB	2.318
COPA	0.7111
PCDHGA7	0.566666666666667
KIF11	-1.68958333333333
RASD2	-0.3965
SLC26A3	0.242
ZNF175	-0.4565
JAKMIP2	-2.0275
C8orf4	0.842833333333333
PTHLH	0.127
SLC40A1	3.02308333333333
OR7D4	0.247
PCDHB17	-1.2235
CD36	5.19178571428571
C6orf203	-0.3819
PRKG2	0.488
LOC400566	0.9505
ANAPC13	-0.43
SLCO3A1	-0.5475
ZNF692	-1.1325
FANCL	-1.1935
SH3GLB1	-0.27425
C12orf61	0.3415
KBTBD6	1.11225
SUPT5H	0.002875
XRCC6	-0.6258
HUS1B	1.203
FAM133B	-0.0600714285714286
LOC728276	-1.009
KCTD18	1.3965
SOS2	0.315
CCDC99	-1.40025
C1QTNF5	2.947
NNAT	2.32366666666667
USP16	-0.24675
LARS	0.1945
ZBTB2	-0.567
ABO	0.201666666666667
TRAF3	-0.4445
GALNT5	-2.3785
NAP5	2.005875
ALG14	-0.501833333333333
KIAA0515	0.633346153846154
WDR75	-0.607166666666667
TEX261	0.0244166666666667
LY86	0.23825
LOC389072	-0.9215
FLJ13611	0.31625
MRGPRX2	0.9685
SNRPA	-0.9805
OR2G2	0.0385
GPRASP2	0.53675
C7orf42	0.367
C9orf163	-0.6925
CYP11B2	0.1605
FCRL3	1.73166666666667
PRDX1	0.1165
FGB	-6.25983333333333
COX17	1.31766666666667
C16orf33	-0.007
PIWIL1	-0.598666666666667
FOLR1	-2.37566666666667
KIAA0082	-0.54525
FREQ	-0.870166666666667
TMCC2	0.168666666666667
TCF12	0.0133333333333334
ZNF721	-0.1295
FAM130A2	0.545
POU4F1	1.707
SNRPF	-1.81275
SGIP1	1.137
ZNF641	1.8945
EMG1	0.323125
PRRG4	0.6765
HIRA	-2.49425
MYNN	-0.630666666666667
AEBP2	-0.879416666666667
TBXA2R	-0.134833333333333
ISL2	-1.91966666666667
PCDHB11	-0.611
RNF144A	-1.232625
MARCH5	0.0484999999999999
DULLARD	-0.431833333333333
DCLRE1B	-0.5995
ITGA8	0.3065
TP73	0.044375
PRKCD	2.4405
NDUFB4	0.1305
ATP13A4	-0.640875
ANTXR2	-0.9265
COL4A3	-0.692
MYO10	-2.2421
SLC6A18	0.40425
PEX1	0.65325
TMEM74	-2.1585
RBM19	-0.3155
TAPBP	0.5903
RUNX1	0.609125
MID1	-2.1295
GPR64	-1.7915
RASEF	3.16875
GABRG1	-0.0238333333333333
MYO16	0.0275
DBF4	-1.607
TSHZ2	2.59275
RIPK2	0.480875
PPTC7	0.299
KIF4B	-0.666
LRRC31	0.143625
ZNF540	1.69
EFNB3	0.224333333333333
LOH12CR1	-0.595375
STON2	-0.194
GLP1R	0.0645
CSTF2T	-1.925875
IREB2	-1.38075
GRSF1	0.12875
PDCD7	-0.415166666666667
LRRC43	0.6175
CNR1	1.62083333333333
IL1F7	-0.3265
C12orf64	0.22
FAM69B	-0.3405
NR2E1	-2.53
MS4A6A	2.5946
FTL	0.4972
C7orf36	-0.35225
PCLO	2.9082
DYRK2	1.4
ARIH2	0.187625
SAMD7	-0.0795
SCNN1D	-0.164
SLC32A1	-1.4245
C22orf25	-0.0713333333333333
MRPS18A	-0.7653
GPR112	0.0755
EARS2	-0.30575
ERN2	0.107
ATPBD3	-0.240833333333333
PRH2	-0.1725
CDKN2D	0.442833333333333
PGLYRP2	0.297
TRIM40	-0.401333333333333
SEC14L3	0.224166666666667
SLC22A1	-0.66075
BTN2A3	-0.4125
RASA4	0.4035
CCNL2	-0.58575
MYBPC3	0.4105
GJA4	2.99375
CDC42SE1	0.89325
TRPV2	-0.4205
MYPN	-4.1187
SIM1	0.3475
CDADC1	-0.731166666666667
ZFHX4	1.79025
NIBP	1.40016666666667
ADAMTS19	-2.161
ABTB2	-2.089
TSPYL2	-0.708875
EIF2S3	-0.1485
SOX30	-0.1395
AP2A1	0.553333333333333
DKFZP564O0523	0.0471666666666667
LOC285398	-0.8255
CDH18	-4.1675
CHL1	1.830875
GATS	0.1006
TBC1D2B	-0.0618333333333334
OR1J1	-0.992
GSN	1.24416666666667
DPCR1	0.214375
GARNL4	-0.3815
SMARCA5	-0.413
PLEKHG3	1.00116666666667
ZBTB45	0.5105
FRMD6	-0.797833333333333
PLS1	-0.8825
DGKZ	0.790833333333333
EFNA1	1.0852
WDR85	-0.740125
ANK2	0.02775
PAGE4	1.92316666666667
SENP6	0.603833333333333
AKR7A2	0.0113333333333333
FKBP10	-1.408
VEGFC	-2.27533333333333
LARP1	0.547625
SRBD1	-0.1685
ITGB6	4.00675
SLC1A2	1.998
INVS	-0.9615
MPO	0.62825
MOBKL3	0.5059
CUTL2	-1.548125
KLK2	0.0334166666666667
VIM	0.11025
REG1B	0.015
PCDHGC4	0.206
C3orf34	-0.627833333333333
SUMO3	0.212666666666667
CST9L	2.23475
MLL4	-0.28875
SPR	1.63216666666667
SAMD9L	-0.66425
ABCE1	-0.49725
SUPT3H	-1.6385
ACTBL1	1.8665
ADAMTS4	0.392666666666667
SLIT3	2.6195
RHEBL1	-1.14325
NPM2	-2.0365
MAN1C1	1.608125
KIAA1856	0.73125
HSPA6	1.5
LOC388152	0.2795
C10orf140	-1.8715
ZDHHC12	0.408
LIN7A	-1.5436
PHC2	0.2785
SPHK1	-0.702
TRIM26	0.4735
FAM83E	1.6935
C18orf24	-1.27166666666667
ZNF578	0.237166666666667
ORAI1	-0.91175
RUVBL1	-0.248416666666667
C7orf20	0.335833333333333
APAF1	-0.54
SLC36A4	-1.15716666666667
MYH11	3.65066666666667
NEK1	0.6895
MPP2	1.692
C12orf24	-2.51625
TNK2	0.16925
ZNF289	0.17575
MATN3	-1.774
IFNGR2	0.645333333333333
ITPR1	0.973875
EBF3	2.9304
TBC1D20	0.0533
OR10P1	0.091
DDAH2	1.4225
SHPRH	-0.442375
STX7	-1.1335
LOC554248	-1.61575
BCAR1	0.07375
ATXN3	-0.582833333333333
TRIM27	-0.43375
CDC42EP2	-0.7285
CHP	0.498714285714286
SOX17	1.690375
ZNF259	-0.7695
CHCHD1	-0.656625
ZDHHC19	-0.149
GBP2	1.357
GARNL3	1.62375
MRC2	0.083
C1orf52	-0.26925
AOF2	-0.726166666666667
LRPPRC	-0.5648
ACVR1C	0.464666666666667
TM4SF18	2.4875
TMEM169	0.391666666666667
PPP1R16A	0.924125
EBF1	1.14233333333333
RRS1	0.196166666666667
SNX2	-0.22225
OR2T2	-0.057
RBX1	-0.86075
ANKRD54	0.188166666666667
TSNAX	0.512
TMEM83	-1.22025
ZBTB7A	1.68075
ATM	-1.18227272727273
LOC338328	2.13433333333333
TIE1	0.987166666666667
HIST1H3G	0.159833333333333
PASD1	-4.00183333333333
TINAG	0.5215
PCDHAC2	-0.0995
LRRC15	0.326
WBSCR17	-0.69425
TFF2	-0.9595
PARP2	-1.5515
NDFIP2	0.681125
PCDHGB2	0.376
WDR60	0.648
MAP7D2	-2.4555
USP45	-1.77175
GSDML	-0.2575
TNS1	0.2364
PLCD4	2.686
IQCD	1.11466666666667
SMPX	-2.448
CD9	0.0966666666666667
SRGN	0.833625
CASP7	-0.273375
INOC1	0.3855
DKFZp451M2119	-0.14725
VMAC	1.3335
USP53	-0.1789
CAMK1G	-0.321625
TMEM106A	0.347333333333333
CDC20	-1.4511
ACSL5	-0.7195
CBWD5	-0.54875
C1orf87	-1.73483333333333
KIAA1274	-0.33625
PRUNE2	-2.50914285714286
LYPLA2	0.736166666666667
DOK6	-0.13
GPR149	-0.196
FAM30A	2.165
TMEM129	0.62475
SLC35B3	1.14025
ACPP	0.0927
LOC200261	-1.659
SLC4A7	2.1156
CCDC40	1.66275
GART	-1.320625
THOP1	-0.7165
SCARB1	-0.288
CACNA1F	0.13425
TRIAP1	-1.10533333333333
SYT14L	0.3955
SFRS8	0.0611666666666667
PBOV1	0.227
