Hybridization REF	TCGA-B6-A0RU-01A-11R-A084-07
TINAGL1	1.19916666666667
DCUN1D2	-0.668875
C3orf36	0.996
MGC10850	0.2135
hCG_31916	1.26125
FHAD1	0.473
LCE1C	0.57775
ARPC1A	-0.442666666666667
CHST2	-0.27925
SPATA2	0.100125
PGLYRP4	-0.936333333333333
RUFY1	0.70775
TXNDC12	0.475
RPS4Y1	-6.2705
TNFRSF8	-1.21016666666667
PTGIR	0.956833333333333
FOXE3	0.2875
ART4	-1.04366666666667
ZC3H12C	0.0315
KIAA1841	-0.53675
EVX1	1.17916666666667
WDR38	0.026
LOC402057	-0.63125
ACAA2	0.12725
GLCE	0.95175
GPR18	1.4545
HIST1H2AG	0.5944
PIGK	1.119625
C16orf67	-1.23366666666667
DAG1	0.44425
OR4D2	0.5515
C21orf81	-0.73675
PLOD2	-0.998666666666667
TTC27	-0.40325
TSPAN2	1.23983333333333
PI3	0.27
ZFAND6	-0.419
C6orf57	-0.44275
NUF2	-0.806
ARID2	-0.9395
RCC1	0.7365
CD86	1.79333333333333
FAM91A1	0.30175
CALM2	1.28766666666667
GYG2	0.26325
PARS2	0.223833333333333
INTS12	0.207
CTSF	1.731375
BNIPL	0.86575
GNA13	-0.469875
HUNK	0.5445
ZBTB4	0.55525
B4GALT4	0.14375
CHD1L	-1.216375
MSTO1	-0.592166666666667
FUT8	-0.296153846153846
AGA	1.3055
TRMT11	-0.917833333333333
WWP1	-0.283833333333333
B9D2	0.328666666666667
STAT1	0.64975
PTTG1	0.117
TMEM62	0.37475
SSBP2	-0.17525
MRFAP1	0.0925
NME4	-0.4615
LOC55565	0.765
DLL4	1.4485
MYOCD	0.558166666666667
HTR3D	-0.0535
C9orf156	0.488
CHMP4C	2.44466666666667
PROCA1	-2.566
GCDH	-0.23625
APOF	-2.46016666666667
WEE1	0.354
SSR4	-0.037
RGS1	4.43825
ACCN4	-1.57616666666667
FLJ20489	-0.3095
ZNF215	-1.47616666666667
AGPAT6	-0.002875
PDE7B	-0.671
BBX	-0.15575
MS4A3	-3.17483333333333
OR4A16	0.268
EFEMP1	2.36525
TULP2	-0.347
RERE	-0.00200000000000001
BNC1	2.2335
PIGB	-0.2695
COMMD8	-0.22975
TRIP11	0.241333333333333
FLJ40142	-1.33625
PCDHB6	2.175
FKBP8	-0.013
FLJ12716	0.0527
POT1	-0.481
KIAA1109	0.106071428571429
PTPRC	0.233666666666667
UNQ9391	0.224
CCT7	-0.395166666666667
EEF1A2	-2.4425
MIPEP	-0.50775
ZFX	0.2507
UCHL3	0.220625
LOC388419	0.275
GSG1L	1.03966666666667
RAB24	-1.08475
SLA2	-0.8885
SDS	1.89133333333333
LYPLA3	-0.067
CASQ1	0.13925
SLC25A40	-1.09766666666667
IRAK1BP1	0.18325
ACOT6	-0.0945
COL9A3	-1.19175
ASB11	0.16
C2orf18	0.4425
FOXD2	-0.25325
C6orf211	-1.1015
OR8G1	-0.00100000000000001
MDGA1	0.11775
ADARB1	-1.085875
GGT1	0.8545
WNT1	-0.0639
DBP	0.676125
COL5A3	1.2615
RHOD	0.7575
COL4A2	2.598
LOC201164	-0.431
HEBP1	-0.2785
LUM	0.860583333333333
ZCCHC6	0.2685
PAGE1	-2.6765
DTX2	-0.397
SLC7A13	0.64275
H3F3A	0.842071428571429
RABIF	0.039875
D4S234E	0.191333333333333
DYRK3	0.621833333333333
PFAS	-1.755
ALOXE3	-0.166333333333333
RPLP0	0.0277857142857143
RBM34	0.306
C12orf28	-0.6165
U2AF2	0.164
MKNK2	-0.49225
SEC16A	-0.0201666666666667
ZNF44	-0.3971
YWHAG	-0.159125
IGF2BP2	-2.29266666666667
OR1D5	0.2675
SIX6	-2.46025
CCR6	-0.05575
PALM	1.02025
PUM2	0.219714285714286
SPRYD5	-1.6735
ALG10B	-0.604125
ZNF365	-0.40775
PHC1	-2.12325
KIAA0913	-0.22725
ARX	0.599875
PPP3CB	0.106166666666667
IRX6	1.1305
ANGPTL4	1.9774
LSM14B	0.4711
PCDHGB7	0.018
INSM1	-1.15991666666667
WBP2NL	0.5665
ZNF493	-0.7255
NGEF	-1.13275
RNASE13	0.133
SPPL2A	-0.8095
SFXN1	-0.120125
FAM102A	0.13575
SAPS2	-0.104083333333333
JTV1	-0.771
OR51B4	-0.4265
SCGB1A1	0.453
NEUROD2	0.275125
tAKR	0.049
C1orf26	0.2025
RICH2	0.57625
TEDDM1	0.217
CYP2S1	-0.577
TBCE	-0.410166666666667
MAPK1	-0.325875
HDHD1A	-0.154
MRM1	-1.09025
ATP9A	0.4215
HSD17B3	0.0866666666666667
HN1L	0.17325
RNF216	-0.4325
HOXD12	-0.0045
PPP1R14B	-0.406875
SBF1	-0.3885
TAS2R42	0.2605
USP46	-0.327
LILRB3	1.52966666666667
SPI1	0.4265
OXSM	0.03825
GYS2	0.108666666666667
NUPL2	-1.18
C8orf46	2.313625
SF3A1	0.40635
C21orf99	-0.21175
HOXB4	0.5172
YRDC	-0.4495
GPRC5D	0.0895
BLVRA	-0.97
KIF12	0.6825
LRRC23	-0.01875
FAM14A	0.306666666666667
RASL12	2.452
DAZAP2	0.005
IKBKB	-0.332357142857143
ZNF271	1.22666666666667
BOK	0.7785
CXorf6	0.57925
MYEOV	-0.0055
BTN2A2	-0.6258
FRG1	0.545
HSP90AB6P	-0.08425
ENOX1	0.233166666666667
ZNF706	0.3072
DOK1	-0.0894
PGAP1	-0.0195
TMEM136	-0.35575
FSCN1	-0.987
KIF17	0.332
TRIM66	0.022
CBR3	1.53933333333333
C13orf24	-0.6695
C19orf52	0.321
BNIP1	0.96
AQP3	-0.892875
KRT6C	0.941166666666667
SIRPA	1.494
IGFBP6	-0.0681666666666667
PLEKHK1	-0.6755
RNASE7	0.239
ARHGEF15	0.5095
NPHS2	-0.19075
SRD5A1	-0.10425
REXO4	-0.439
EEF1DP3	0.867
SLC37A2	-0.75875
ZNF142	-0.25525
ANKHD1	-0.9495
MUT	0.41
VPS37A	-0.51025
GPRIN1	0.587
SLC38A3	-0.0515
BAZ2B	0.39325
WDR87	0.290333333333333
BRD7	0.08825
POU6F2	-0.382
NISCH	0.25025
TCEB1	0.20075
LINGO2	-2.42675
TAX1BP3	0.01175
RPL34	0.000555555555555559
MARK2	0.701
AKAP12	-0.7069
AMBN	0.218
SLC25A27	-0.302166666666667
FLJ21865	-0.643625
KIR2DS2	0.215833333333333
WDR77	-0.241
ATF2	-0.3815
ITFG3	-0.270333333333333
SLC39A13	0.49475
ARL6IP5	1.2625
C10orf137	-0.680875
QTRT1	-0.837666666666667
CCNT1	-0.22975
DYNLL1	0.377
WDR53	0.241
LIPG	0.172333333333333
ASAH3	0.162
HELB	-0.79775
PHACTR2	-0.043625
VENTX	-0.407
LAD1	1.22766666666667
PAOX	0.78625
MAPK8	-0.608
CCDC38	-0.29625
DNAJC8	-0.3212
RBBP8	0.42975
WNT11	0.2068
KCNJ12	-0.5015
HDAC8	0.102333333333333
STARD4	-1.653
ACVR1	0.1855
C14orf65	0.13675
KLB	-1.616
C1orf65	0.13125
ZFYVE28	-0.87825
NSUN6	-0.286
KIF27	0.211
SYTL2	-1.7655
UBXD2	-0.1328
OR6T1	0.471
CCDC91	-0.0279285714285714
GRID2	-0.0595
CALN1	0.203
ZNF423	0.23575
PSMB4	-0.539333333333333
XPNPEP3	-0.300333333333333
ARPP-21	-2.7216
SART1	-0.6205
RACGAP1P	-1.097
SPTA1	-4.4875
C6orf113	-0.846333333333333
C7orf16	-1.8015
CHST7	-0.4315
C21orf29	-0.372333333333333
SEMA6D	0.250125
PCMTD1	1.4484375
KIAA1754	-0.365666666666667
MYCN	-0.40875
KCNJ3	-0.03775
MAPK13	1.0165
ERO1LB	-0.11975
NTF3	-0.322166666666667
NKX6-2	-0.11475
GTF2B	0.20675
GSPT1	-0.757833333333333
GUSB	-0.0745
LOC221091	0.4645
LIG1	-0.822
EXTL3	-0.0608333333333333
NID2	-0.79125
TTC29	-0.313
TMEM97	0.07525
EXTL2	0.281166666666667
SUZ12	-0.204375
IL1F8	-0.7045
KRT18	-2.50054545454545
MRPS16	-0.894416666666667
PI4K2B	0.16825
LACRT	0.849
OR51F2	0.213
JMJD2C	-0.27025
KGFLP1	2.5445
CDK5RAP3	-0.8192
YTHDF2	0.46
GGCX	0.445
ARPC4	0.38175
EGLN2	0.812166666666667
KBTBD4	0.595285714285714
ROBO3	-0.5724
DEFB118	0.0395
KIAA1543	0.3525
RTCD1	-0.464333333333333
MZF1	-0.26925
C18orf26	0.5285
CNIH4	0.00783333333333332
ZFP2	1.76816666666667
HTATSF1	0.35775
WFDC2	2.132
NDUFA7	-0.39
TTC22	0.5986
FAM40B	-1.715875
DCPS	-0.353
SH2D1B	-0.613166666666667
MRGPRE	0.4855
SBK1	0.53225
UNQ6411	0.2275
OSBPL9	-0.63675
NUP107	-1.2135
MYOZ3	-0.2218
PDE4B	0.976166666666667
FAM113A	-0.639
IDH3G	0.2725
FBXL7	0.17775
ARFGAP3	0.57875
MAPRE2	0.638
IL1RN	-0.2861
KIF13A	-0.252
RAC3	-0.6865
TCTE1	-0.4425
TMEM14B	-0.0476666666666667
ADIPOR1	-0.1795
GRINA	0.7205
CLIP4	0.58875
LRIT2	-0.4165
TFPI	-2.24414285714286
FABP6	-1.5795
SLITRK2	-0.0849
HKR1	0.11625
SMTN	0.341
C1orf75	0.504
CD209	0.59225
CYB5R2	0.756
DNTTIP2	0.0431666666666667
CSGlcA-T	0.205375
GABRB3	-1.7455
PCBD1	-0.102
TAF3	0.307
HOXD3	-0.675333333333333
GIPC3	-0.498
P11	0.2906
BFSP1	0.55575
LCP2	-0.08925
TAS2R8	0.475
SEZ6L	-0.30675
NR2C1	-1.082375
EXDL2	1.0517
TNFRSF13B	-2.0885
MKI67	-0.443
GLS	0.0848333333333333
C7orf54	-0.6082
LGALS13	0.333
IL4R	-0.29925
SEC11A	-0.617333333333333
SPP2	-0.0526666666666667
C18orf32	-0.03475
CLSPN	-0.0405
SPAG1	-0.316125
C9orf82	0.11925
TM4SF1	0.0684166666666667
EMILIN2	1.189
SMG7	0.170333333333333
TAS2R13	0.4935
ZNF628	0.207
DZIP1L	-0.0233333333333333
ANKRD13A	-0.1563
VASP	0.792125
ZCCHC11	-0.7715
SYPL1	0.00549999999999999
MGC34774	0.23525
C4orf28	-0.00862500000000001
KIAA1211	-0.87275
RPS27L	-0.859
TATDN3	-0.8895
PDCD1	-0.5535
OR5P2	0.49
IFIT1L	0.162
MIPOL1	-0.35775
OR51D1	0.15075
C1orf92	-0.727833333333333
LAMP2	0.456722222222222
CAT	0.823666666666667
C16orf80	0.14025
C15orf32	0.513
ZNF746	-0.04675
C1orf76	-0.6205
ATXN1	-0.24125
LAMC2	1.812125
SLC2A7	0.0755
CPOX	-1.45775
APH1B	0.182
LOC442245	-0.958
CTNND1	0.915833333333333
GABRG2	-0.279125
MADCAM1	-0.306333333333333
F5	-1.807625
SEMA4F	0.5845
NUDCD3	0.46575
PDZD11	0.455
TRIML1	-0.294
GCNT3	-2.26733333333333
TMEM120A	0.867
CNDP1	-0.0265
N4BP1	0.060625
SLC35F2	-1.23575
LCP1	-0.920333333333333
IGBP1	-0.044
DCAKD	-0.165125
ELA2A	-0.508
C12orf56	-1.622375
PITRM1	-0.331928571428571
GUK1	0.761333333333333
RASSF8	-0.9506875
OR2A14	0.15725
ADM	-0.762
FGD3	0.0268333333333333
GHRHR	-0.0443333333333333
RHPN2	-0.07525
C4orf39	2.1625
VPS72	-0.14575
SERF2	0.181333333333333
CD22	-0.211833333333333
CD47	0.2848
PPIC	0.638
IMPDH1	-0.706666666666667
ACP6	-0.0843333333333333
PRKACA	0.290875
PPP1R1A	3.532875
TRPV3	-0.39925
ASXL1	-0.0775
C17orf55	-0.5925
FXYD1	1.7575
LMOD2	0.395
ANKRD33	0.2565
LCE2C	-0.500875
ZNF620	-0.556
DKFZP566E164	-0.138
VSIG2	1.418
KIAA1128	0.888
USO1	-0.405
NUDT4	0.406642857142857
CLDN1	0.236857142857143
OR4Q3	0.0585
FASTK	-0.731666666666667
ICOS	0.612333333333333
LDB1	-0.055
GSTA5	1.458
ABCC1	-0.963666666666667
FAM54A	-2.01475
PCBP2	-0.593666666666667
NUP205	-0.87975
ACTA1	0.377333333333333
GABBR2	1.8075
PIP5K1B	-0.206666666666667
AGXT	-1.55833333333333
RNF181	-0.41075
ATP8A2	0.048
AFTPH	0.5271875
FGF21	0.015
FCER1G	1.079375
SNTB1	1.191
SLC24A3	1.502375
TXNL4B	-0.2207
RPL10L	-0.172833333333333
LOC389517	-1.18475
TSGA13	-0.243
SHOX2	-0.824666666666667
ITGA7	0.3353
KCNIP2	0.134833333333333
KLF13	0.192
ZFAND2A	-0.982
CEACAM1	0.550928571428571
PFKFB4	-1.93033333333333
MED19	0.29375
LRRC57	-0.0273333333333333
RNF11	0.59875
ANKRD32	-2.6915
P117	-0.172
OBFC2A	-0.713
POLD3	-0.496083333333333
RAB18	0.471375
TPH2	-0.0916666666666667
PHB	-0.2114
JDP2	1.07916666666667
MORF4L1	-0.1584
POU2F1	-0.537
CNNM2	-0.71975
LOXHD1	0.0751666666666667
ZC3H15	-0.7135
ELK3	0.0646666666666667
FAM111B	1.963
CBLC	2.53083333333333
SBNO1	-0.2625
ANKMY2	-1.01825
PLEKHA5	0.1355
DHX58	0.369
ARCN1	-0.3355
TREML1	-0.0517
KNCN	-1.417
SEC24A	-0.865125
PSCA	-0.98725
MGC24125	0.375166666666667
DNA2L	-1.42675
CIB4	0.96625
HIGD2A	0.196666666666667
TBX6	-0.307833333333333
TTLL5	-0.278333333333333
SGK3	1.13333333333333
GCN1L1	-0.645
AMOT	0.9449
LDOC1	1.02383333333333
NRK	0.119
ASB9	-2.55675
NAT1	-0.202
TRAFD1	-0.1845
PEAR1	0.475166666666667
FAM36A	0.168875
OR1S2	0.309666666666667
LOC388323	-1.43175
PGS1	-0.837166666666667
LEPREL1	-0.519
TFF1	-3.66991666666667
HAP1	0.0815
EPHB2	0.324
ACTG1	0.350833333333333
ZFP42	-0.5065
HAVCR2	-0.212
NME1	-0.8
SNX26	0.144583333333333
LACTB	-0.753833333333333
ZKSCAN2	-0.32825
C5orf35	-1.213
ANKS3	-1.027
RBM28	-0.578
DKFZP586P0123	-1.6085
HNRNPA1	-0.0691666666666667
BCAS3	-1.57775
FLJ20184	0.2025
POLA2	-0.980333333333333
TMC7	-0.546
HSD17B6	1.1965
ZNF658B	0.864
TTTY10	-0.1005
RANBP9	-0.562833333333333
CPNE7	-2.09633333333333
EVL	-0.580470588235294
LNX1	-0.363166666666667
IFNA21	0.0966666666666667
CFD	2.253
PYCARD	-0.278666666666667
MYBPC2	-0.752
ENPP3	-2.13983333333333
ACSL4	0.8865
LOC440258	-1.29466666666667
TMEM176B	3.40366666666667
SOX2	-3.9445
SCO1	-0.178666666666667
COMT	0.52975
AOC2	-0.48625
PDLIM5	1.42814285714286
SPHK2	0.873
NXPH2	0.5315
GPR108	-0.219666666666667
RAD51L1	0.895333333333333
TMEM54	1.043
LETMD1	-0.860444444444444
SLC6A17	0.69175
KRT75	-0.02
STT3B	-0.6115
CD3EAP	0.341333333333333
TMEM63A	0.37575
DUSP13	-2.82625
CD1C	0.964666666666667
LASS2	-0.6885
AVP	1.212
PITPNM1	-1.912625
FLJ22795	-1.335
MCTP1	-1.95125
TRIM68	-0.666666666666667
UCK2	-0.4355
ABHD1	0.26825
FAM50A	-0.1735
RNASEH1	-0.486333333333333
PCP2	-0.5905
OR52H1	-0.25
C20orf149	-0.2525
RBP5	-0.72
HYAL3	0.63875
CLPB	-0.7625
SMNDC1	-0.39375
DONSON	-0.493166666666667
FLJ27523	0.155
BARHL2	0.215333333333333
SLC30A9	0.208166666666667
TMPRSS11B	-0.01425
E2F8	-0.656833333333333
CCDC25	-0.119583333333333
C14orf48	0.5734
C20orf116	0.631
TSPAN11	0.1095
YIF1B	-0.8365
FAM12B	0.47675
OR1L6	0.218
HPN	-2.1724
NBN	0.359625
C14orf94	0.196333333333333
OCLM	-0.2835
ZSCAN18	1.3859
L3MBTL	-1.9925
TSTA3	0.878833333333333
RAC1	0.083625
C19orf15	-0.0723333333333333
NFE2	-4.8775
KLK14	0.431
ARSF	2.0585
MAST2	0.0978333333333333
AMICA1	1.94583333333333
GTF2A1	0.6105
ATP1A3	1.41225
TC2N	2.7545
PNKP	0.168
ODZ2	1.15225
MATR3	0.179
S100P	-4.05725
KRT82	-0.361
CA13	0.7047
PROZ	-0.9245
AASDH	-0.18775
C19orf40	-0.252666666666667
DCK	-0.505538461538461
FAM5C	-0.686
SLC6A4	-2.2635
MID1IP1	-1.006125
TESSP5	0.013
TMOD4	-0.330833333333333
DOCK2	-0.6385
TUG1	0.709875
NUP214	-0.629
DPYSL2	1.16436363636364
GOLM1	0.407083333333333
MPFL	0.04275
SOX13	0.051
SDCCAG8	1.2465
KEL	-2.31633333333333
NUP210L	-1.50825
GK	-0.508375
DNAJB1	1.083
ALPK3	-0.192
CHID1	0.1897
CYLC2	0.297166666666667
IKZF5	-0.26475
C8orf51	0.752833333333333
PPM1J	0.224
GIMAP8	2.931
GPR101	0.4315
NR2F1	-0.307
ACAD8	-0.03675
RBM35A	1.13325
GNAI2	-0.0966666666666667
METTL8	-0.515833333333333
SLC39A7	-0.5705
FBXO8	0.79725
CAMK1	-0.5515
RFC3	-0.81175
FAM129A	0.6555
ILF2	0.0695
FGFBP3	-0.81225
NOM1	-0.58
PSMA3	-0.18225
ASCC3	-0.6384
ZYG11A	-2.212
SOX21	-1.04775
LYRM1	0.172
DEFB1	3.7925
LOC91431	-2.54766666666667
OR7C2	1.122
FAM46B	1.116
TMEM18	0.6225
ARHGAP30	0.328
TMEM86A	1.36516666666667
EPHA2	-0.659166666666667
C10orf46	0.2931
TCHH	-1.074
C3orf30	-0.163
LOC285636	-0.7325
PAIP2	0.25
CYP2U1	0.14475
C12orf34	1.309
SARS2	-0.677833333333333
ZCWPW1	0.86125
SAMD12	0.68325
KIAA1430	0.008875
ACAT1	-0.9205
MEOX1	2.07483333333333
ADAMDEC1	1.8555
PHKA2	-0.80575
CARD11	-1.6955
CALML4	0.516
TSSC1	-0.71875
TMEM45A	-0.436222222222222
MPP7	-0.23925
POU1F1	-0.24575
SLC2A13	-0.9191
FBN2	1.57
ZC3H7A	-0.5347
LAIR2	-1.01075
ST3GAL1	1.354
LCT	-2.1155
GEMIN8	0.364666666666667
KLF16	0.6654
HIF3A	0.359
FAM44A	-0.108071428571429
AQP10	-0.5714
PLA2G2A	0.0965
FOLH1	3.46883333333333
C20orf186	0.5455
MAPKAP1	0.16225
SPRR2D	-1.294
UBQLN4	-0.344
RSHL1	0.253166666666667
PIAS3	-0.062375
MRPL24	0.07075
GREB1	-3.127
FAM27E3	-1.339
NUP62CL	-2.18225
NEUROG3	0.919
REEP3	0.424916666666667
MARK1	0.74225
LMBRD1	0.59
PRPF19	-0.8895
PNMT	-1.04016666666667
CTGLF1	-1.925
SLC25A16	-0.50725
EIF2B3	0.376
RPA2	-0.00675
PAK6	1.61416666666667
CCDC26	-3.32325
SEMA3E	1.86625
MXD4	0.3154
TNFSF10	2.8361
SMARCB1	0.5515
DTX3L	0.717333333333333
PLA2G4E	0.4815
PPAP2A	1.72275
ULK1	-1.03508333333333
TAS1R3	-0.0475
SLC2A3	-3.13681818181818
ARID3A	-2.481
GNG5	-0.575
ACOX1	-0.092
KIF5B	-0.135
NUP153	-0.3415
MUC7	-0.0045
CSDE1	-0.139357142857143
CLPTM1	-0.36925
C3orf23	0.140875
LRRC17	-0.857
TTYH3	-0.074
ATP5B	-0.965
ELF3	1.4141
CPSF3L	-0.4485
ZNF665	0.453
TLR6	0.0149000000000001
GPI	-0.90275
RAD9A	-0.734
NDST4	-2.74225
AGPAT3	-0.28825
MAGI3	1.50866666666667
ADORA2A	-0.442125
CACNG7	-0.0695
CAMK2D	0.2005
CCHCR1	0.09975
RPS27A	-0.03475
OR10G7	0.2375
GCM2	0.034
FAM135B	0.2296
E2F1	-0.32125
PLCB3	-0.3555
OR2AE1	-0.1925
COIL	-0.445666666666667
CDC25C	-0.254666666666667
RAB11FIP2	0.3285
TSC2	-0.004
CTGLF5	-1.8515
CCDC108	0.1744
OR13C4	-0.2055
C10orf81	4.093
PTPRB	1.74375
ACP2	-0.069
LAG3	1.182
MRPL54	-0.0765
LOC201175	1.021
ITGB1BP3	-0.93625
SPTAN1	-0.278833333333333
SIPA1L2	0.43575
RCAN2	-0.5645
CDX2	0.3825
ECOP	0.1115
ACTR1A	0.308071428571429
PPARG	0.3025
BBS10	0.410166666666667
TMEM44	-1.409125
BPIL2	-0.13875
CITED1	-0.87625
IRF6	4.24275
PRDM4	-0.767666666666667
RRP9	-0.119833333333333
OR10H4	0.326
IL31RA	0.139
GNB1L	-0.595666666666667
MYBL2	-0.552875
ZNF407	1.15433333333333
PPIG	-0.422333333333333
TTC18	0.21325
RPSA	0.882
MAPT	0.197875
MRE11A	-0.238642857142857
C8orf37	0.4575
RASGEF1C	0.865666666666667
STBD1	-0.47275
CTAG2	-0.704
MGAT5B	-1.399
ECM1	-0.784
RLN1	0.4255
PARP14	-0.040875
EPB41L1	1.1216
HOXA3	0.610833333333333
MAGEA9	-4.17175
RPS8	-0.059
RPS19BP1	1.15875
FOXJ2	0.034625
C10orf76	0.021
IL17RE	0.807
C10orf65	-1.415
ZNF343	0.127
FBXO33	0.591125
UHMK1	0.5072
LY6G6C	-0.6965
FGF19	-1.4105
C14orf128	1.82016666666667
IFIT2	1.82175
TIGD1	0.2055
S100G	0.2595
GUCY1B3	2.1515
NR3C1	-0.0078
CORO1B	-0.5875
PARP11	-0.40325
DNALI1	1.8995
OR4N4	0.034625
MAP2K6	0.399
FSTL4	0.3255
ANKRD47	1.140625
TMEM171	-0.9505
PNLIP	-0.50225
YY1	0.097
CCDC138	-1.517
AASDHPPT	-0.7771
CKS1B	-0.4479
MCM3	0.0198333333333333
ANAPC7	-0.706
FAM110A	0.99625
CDC37L1	0.822166666666667
THTPA	0.888
NBPF20	-1.0985
WDR24	0.01275
NPTX2	-0.398
CBLB	0.624333333333333
CETN1	0.351833333333333
RPUSD1	0.51925
FAF1	0.357
CDK6	-1.6963
HMX2	0.1945
CSK	-0.647666666666667
TEAD2	1.6175
SNAP25	-0.4835
TUFT1	-0.2136
TMTC3	0.475166666666667
LCK	-1.87925
SGOL1	-0.485333333333333
AKTIP	0.68625
FURIN	0.18475
SOX12	-0.6115
DEFB103A	-0.514
RAMP1	0.6015
KIR3DX1	0.1535
GAS2L3	-0.178
PDE8A	-1.82
EDN3	3.904
GMIP	0.2105
SF3A2	1.08625
FN3KRP	-0.2095
SMAD7	0.4445
RHBDD2	0.2835
OR11H6	0.757
PPP1R3B	0.2093
C9orf23	0.47625
CADPS	-1.38675
GOLGA8A	-3.383
TMEM57	-0.0583333333333333
RGL3	-1.4435
S100A14	0.254
FGFR2	2.6491875
XRCC3	-0.39675
RTN4RL2	0.4035
MGC3771	-0.541
GH2	0.423666666666667
BTBD2	-0.3525
LMO2	1.0885
RDBP	-0.031625
ACRBP	-1.86975
AMY2A	2.945
DUOXA1	1.0965
PTK7	1.538
TWF2	0.830833333333333
FAM80A	0.43225
TNNI2	-2.38533333333333
GLT25D1	-0.0311666666666667
OCC-1	-2.041
CYC1	0.2455
RPL22	-0.172636363636364
MORN3	0.8935
DISP1	1.6975
PRB2	-0.1375
CHUK	-0.43525
HR	0.931
CCDC134	0.58925
DENND4B	-1.075
C14orf130	0.43
RAB33A	-1.762
DCST2	0.1475
TNMD	0.35775
PEX7	-0.2235
FAM62A	-0.0545
SRD5A2L	0.83175
IL22	0.3615
RPS26	-1.13133333333333
HOXC5	0.2615
SPATA6	0.827
FLJ38482	-0.546
ZNF234	0.886
C18orf22	0.927
SPATA22	0.65875
THOC1	-0.00725
CYP7B1	3.694
KCNC3	0.7355
C8orf42	-1.0025
ALDH1B1	-0.213333333333333
CCDC100	-0.5875
ARMC4	-1.26725
FAM18B2	-0.323
SLC44A1	1.63125
FBXO17	-0.433666666666667
C6orf107	-0.3975
C19orf29	-0.453
ZC3HAV1L	0.255
PARP6	-0.5315
SULT2A1	-4.39925
C1orf159	-0.977
TMC1	0.18925
CHST14	0.042375
GAMT	-0.575333333333333
SMCP	0.0378333333333333
TSPAN33	1.24566666666667
MIDN	-0.152
NOX4	0.86975
RNASEN	-0.9308
TBX1	1.19083333333333
SALL2	0.0355
C10orf35	0.869
CYP2E1	-1.29175
LRFN2	0.148
ACO1	-0.696166666666667
IQCG	0.3775
MEGF9	1.06925
TM7SF4	0.45
PLEKHA1	0.6386
STK33	-2.411
C1orf210	0.972
SNUPN	0.3155
KIAA0406	-1.1596
C20orf29	0.30925
TMEM55B	-0.2335
OSTM1	-1.3469375
CLCN7	-0.578
OTP	0.46125
FLJ23049	-0.46075
HEATR4	-0.0055
MAP3K10	0.6925
PCDHGA9	0.231
AMDHD2	-0.4845
LCTL	0.323
PDCD2L	-0.2395
CABLES2	0.48325
SLC5A9	-0.43275
CLCA2	0.277333333333333
MGC16025	-0.212
STRAP	-1.05933333333333
C20orf196	-0.06
RRBP1	1.17416666666667
NAT13	0.504
MAT2B	0.69075
CSNK1D	-1.25616666666667
KIR3DL1	0.448
PRKAG3	0.076
ZNF599	0.2805
PRM3	0.3875
PER2	0.7325
ASPHD1	-1.3445
PRMT6	0.3525
KCNE1L	0.704571428571429
FAM118A	-0.105333333333333
TAF4	-0.8485
NDUFB6	0.29875
TRIM9	1.12608333333333
PMFBP1	-0.93
KY	0.6915
DKFZp762E1312	-0.930363636363636
CSMD1	-0.76375
TBP	-0.728
OR1Q1	0.256166666666667
RETNLB	0.0425
HPGD	0.318214285714286
DNAJC12	-1.27833333333333
FKBP1B	-1.0995
ANKRD24	-0.811333333333333
CXXC5	-0.8435
IL3	-0.081375
DRAM	0.2221
PTCH1	-0.02775
TP53BP1	-0.37
SLC17A7	-0.01425
COL25A1	-0.3289
AMACR	-0.4735
RHCG	0.2985
VPS13A	-0.82375
FAM55D	0.57
PRPF38B	-0.434416666666667
OSBPL6	-0.18775
PFDN5	0.2982
CMTM6	0.753
KCNK12	-0.8055
RP2	0.0335
C16orf52	-1.74
PICK1	0.0785
IFNE1	-0.783333333333333
SEMA4B	-0.28375
TYRO3	-0.60975
OR12D2	0.1855
CSNK1A1	0.1669
FANCF	0.8245
LONP2	0.114625
TBL1Y	0.67925
LDOC1L	0.519
CCNC	-0.128
C3orf60	-0.61175
CHKA	-0.53975
UBAP1	0.14925
MAP3K1	0.492
ANKRD9	-0.3495
FAM92A1	-0.78
GAB2	-0.37625
AZU1	-0.65675
DIS3	-0.697
C21orf109	-0.67775
IQCB1	-0.65525
SPATS2	-0.0803333333333333
EFCAB3	-0.046
PRB3	0.66625
FUZ	0.636166666666667
ZNF813	0.410625
BMPER	0.081
HEG1	-0.241875
ALS2CR11	-0.685
SURF2	0.273
PSMC1	0.47425
OR2D2	0.356
SLC7A8	0.183166666666667
C4orf40	0.0335
SPATA7	0.15525
MAZ	-0.514166666666667
PIN4	0.95625
PDE1A	-0.495625
TAF6L	0.0298333333333333
OR2T34	0.09
KIAA0284	0.31075
ACADS	-0.309181818181818
MKRN2	-0.173
C18orf56	0.80775
MS4A6E	0.36
GALNT4	0.3069
C22orf31	-0.2255
FLJ36070	0.928
PSME4	0.577
TFG	-0.0435
EPHX2	1.14775
ANXA5	0.0495
KRTAP1-1	0.2445
BATF	-0.08425
KARS	-0.562
MSTP9	0.333
GPR26	0.171
CCDC72	0.4705
TEF	1.1295
FOXK1	-0.7049
PRLHR	0.5645
EMX1	0.84275
C11orf30	-0.585875
ICK	0.472625
THSD7B	0.623
