Hybridization REF	TCGA-A8-A06Y-01A-21R-A00Z-07
ATP6V0A2	0.395
KIAA0319L	-0.40825
XKRX	0.4425
DOPEY2	1.8583
SDHD	0.0535833333333333
SUMF1	2.35775
OSM	0.83025
OPN3	-0.92725
DAGLB	-0.534833333333333
PPFIBP1	-0.0539
TRIM63	-4.28025
C10orf53	1.491
LYPD3	-1.214
BCL7A	-0.104125
AGER	-1.263
TCF19	-2.071
SAT2	1.07375
PFTK1	-1.81566666666667
GABRE	-1.8215
C15orf38	0.4591
FIS1	0.0275
KCNV2	0.018
CLPS	0.5525
PPCDC	-0.577375
FOXN2	-0.255
NT5E	-2.1501
CD83	0.13175
IL18	0.0285
VPS16	1.139
IGFBP2	-1.29366666666667
NOTCH2	-0.4405
SIGLEC1	1.71075
CD93	4.7165
SULF2	-1.5255
CEP164	0.331375
P53AIP1	-0.179166666666667
TOR2A	0.0605
ZNF136	0.68275
MGP	4.784
CCDC144A	1.01783333333333
TRPC1	-0.3015
SMS	-0.894166666666667
MAPK7	-0.406666666666667
RRAGC	-0.07
PARD6A	0.592833333333333
NUB1	0.571833333333333
SYNGR4	0.41175
OR11H12	-0.324
WIF1	0.78725
GCH1	0.399
OR11H4	-0.00900000000000001
SLC44A5	0.0745
GPRIN2	1.5065
LOC401431	0.436
CPA4	-2.5727
MELK	-2.73177777777778
IL15RA	-0.13325
CUL3	0.631875
HMBOX1	1.604
PODXL	-0.2575
CCT6B	1.625
COMTD1	0.661
MUC20	4.0445
GPX2	-3.572125
ITK	-2.230875
FBXL5	1.8205
C13orf27	-2.08125
DEFA5	-1.3985
TRHDE	-0.418
MTP18	-1.55616666666667
UQCRQ	0.2251
ITGB2	-0.2355
CSRP2BP	0.876
TAS2R44	0.397
PHPT1	-0.256625
FAM44C	-0.00775
ERH	0.58125
MPHOSPH1	-2.56766666666667
MORC1	-0.5215
PARVB	-1.27525
LAMA1	-2.663
PGBD3	0.09575
GIMAP6	3.63625
AREG	-6.421
LIPT1	0.67775
MGC99813	-0.51675
C1orf201	-0.482
GRIN2A	-0.6418
MAN2C1	-1.27
NSUN5	-0.9965
SF3B5	0.54975
MYC	-0.5265
NRXN1	-0.693
ZNF18	0.95075
SPDYA	-0.848666666666667
SLC37A1	1.546
DECR2	-0.05675
ANKRD38	-0.377125
SPTLC3	0.02025
SUPT16H	-0.434
DTWD2	1.371
ULBP1	0.8235
ZADH1	0.8375
OIP5	-4.48075
IL10RB	-0.159833333333333
OTUB2	0.467625
VWA3A	0.5975
SPIC	-0.087
OR6C4	0.4845
PSCD4	-0.257
DPY19L2P2	0.3125
TRAPPC6A	1.0835
C21orf2	-0.190166666666667
CEMP1	-0.193
LIN7B	-0.5765
E2F7	-2.8845
VCP	-0.1086875
LAMA3	-0.456333333333333
BGN	0.1585
GPR160	0.978666666666667
COCH	1.72533333333333
GPR81	3.0405
APOBEC3F	-1.483
tcag7.1017	-0.72425
C1orf32	0.7775
SCGB1D2	2.76575
FLJ43987	0.3215
C6orf170	0.42875
KLK9	0.1305
GPD1L	0.82825
VPS37B	0.6855
ATG3	-0.038
ADAMTS17	0.598
KLHDC2	0.496333333333333
NDUFV2	-0.2265
BLK	-4.35325
MATN4	-1.874
GPM6A	-0.162875
GBP4	2.87783333333333
TMEM162	0.466
PKP2	0.8695
HRASLS	1.98711111111111
MMP1	-3.67575
SFXN3	0.0675
FSD1	-1.94166666666667
ST6GALNAC3	-1.96216666666667
CA12	2.8046
NCOA6	0.66825
C19orf58	-0.5376
PPP4R1	-0.842333333333333
MAN1A2	0.383333333333333
IKBKAP	-0.8255
UPF1	0.278
KIAA1219	0.70175
WNT16	-0.63725
SNW1	0.064625
IL18RAP	0.0355
RPP30	-0.836
CDC40	0.461714285714286
SETD3	0.376666666666667
SLAMF6	0.487
ELK4	-0.466
TRIM47	-0.216666666666667
ACOX3	3.07625
TRIM6	0.581375
KIAA0372	-0.0728333333333333
TP53AP1	0.963625
SMURF2	-0.18475
ADAD1	0.58175
EBP	-1.5614
KRTAP13-2	0.092
FLJ36874	-1.174
TOR1A	0.201833333333333
P2RY4	0.0125
GPBP1	0.50525
TRPV1	-0.0765
ADAMTS12	0.304333333333333
PES1	-0.9555
ATG4A	1.13766666666667
MAGEA10	-4.73275
WFS1	1.77975
CC2D1B	-0.763333333333333
PABPN1	0.11475
SLC25A30	-0.31225
SLCO1C1	0.239833333333333
SLC22A5	1.8405
KIF23	-3.82833333333333
SYN2	-0.406166666666667
ASPN	6.034
CENTG2	0.662
QSOX2	-1.5365
FLJ10815	0.463
STK24	-0.01375
SPEG	-0.1659
STK10	-0.247
DACT2	-4.164
AAAS	-0.7165
SSX3	-0.772125
ABCD3	0.465
C4orf12	-0.177625
PARVG	-0.856666666666667
FIG4	1.27075
C9orf46	1.359
TMCO6	-0.0985
IGHMBP2	-0.68975
DUS2L	0.057
FAM3C	0.3795
TMEM16D	-2.496875
DCTN4	1.25075
KCNH3	-0.4835
EIF2AK2	1.29975
AP1S3	0.000124999999999983
CST4	1.052
PAM	0.811875
NUTF2	-0.0775
CITED2	2.0703
SLC39A4	-0.06175
C2orf52	-0.9925
GRM3	0.20625
C12orf49	0.73425
CCDC49	-0.2029
GRAMD1B	-1.45085714285714
FNDC4	-0.8115
SIAH2	0.71925
GDPD4	-0.88725
C21orf87	0.310375
ATP5A1	-0.456833333333333
C16orf63	0.52925
LOC388135	0.3915
ATP5J2	-0.057875
MMP3	-2.77125
EMID2	0.081
CRHR1	0.3585
WDR70	0.238
C13orf31	1.77075
ZFAND1	0.349
CCL18	3.9375
C3orf49	0.373
RINT1	0.1795
KIAA0408	-2.13266666666667
F13A1	2.2269
SLC10A1	-0.206166666666667
OGN	0.80225
GIPC2	-1.663
XPO6	-0.4015
LCE1A	0.0295
FMR1	0.3475
LOC374920	0.14175
DUSP3	0.413
ANKMY1	0.80275
C7orf50	-0.4505
BBS9	0.3405
UNC119B	0.403285714285714
C9orf72	0.214375
MGC35440	0.30625
ENTPD6	0.804
PPP1R2P9	0.471333333333333
ERCC4	0.519
FAHD2B	0.0785
HMHA1	-0.7445
HACL1	-0.3185
RAD23A	-0.2615
FAM83B	-0.0315
PPP5C	-1.59983333333333
RNASEH2C	0.434
C9orf153	-0.88725
SCAMP4	0.3885
GHITM	0.6845
NDUFB7	0.12875
ADCYAP1	-0.12
SP110	1.62483333333333
MAP3K7IP2	0.686
DHH	-0.289
AGRN	-0.0860714285714285
WDR33	0.341833333333333
CEP290	0.201
PRPS1L1	-2.014
KLRA1	-0.452
GPR97	0.421
CHD7	-0.359833333333333
TLR10	0.753
SLC30A8	-0.6175
HIC1	0.284333333333333
IAPP	-0.1135
RXFP4	0.43975
GP1BB	-0.446
SHQ1	0.4735
NKX2-3	0.331333333333333
API5	0.1435
FTHP1	-0.3715
MOV10L1	0.979
TRIM6-TRIM34	2.81483333333333
ADHFE1	1.11425
FAM117A	0.6905
DDI1	0.623333333333333
CDON	1.11533333333333
TRIM73	-1.3685
IGKC	0.9005
MMP14	-0.512916666666667
DYNC1LI1	0.06975
C11orf66	0.378
TRBV3-1	-1.35875
FASTKD5	1.149
BIVM	-0.27125
LHX4	0.12525
CXCL2	-2.2752
RAB2B	-0.394666666666667
IZUMO1	-0.4075
MAP3K15	-2.19975
FAM19A2	0.037
ZC3H8	-0.595166666666667
ZMAT1	1.638125
SPINK5L3	-2.8835
SLC10A6	1.767
APPL2	0.531625
CARD10	-0.541833333333333
LOC402176	-0.415
EEF1D	0.7697
RAB6A	0.4841
C12orf5	-0.026
PAPOLG	0.34375
MSRB2	0.92025
BCR	-0.160277777777778
PUS3	0.05675
TIAM2	-1.0895
ZNF317	0.222333333333333
CHD2	0.126928571428572
FZD5	-2.76754545454545
NUDT8	-1.744
ZNF763	0.0955
PRC1	-3.14666666666667
ABCB9	0.3155
SPATA3	0.10325
TRAK2	0.2955
STAB1	2.186125
LRRTM2	-0.0748333333333333
psiTPTE22	-0.8005
DBI	2.26775
SERPINA11	-0.144
NAT5	1.01375
C20orf58	-2.318
RPS6KA4	-0.134333333333333
FLJ90650	-1.061
TGFBRAP1	-0.105
CHRDL2	0.885875
FAHD2A	-0.140666666666667
CNTN1	0.0163333333333333
BBS4	-0.6064
TMEM181	-0.1585
MINPP1	-0.033
MPHOSPH6	-0.108416666666667
HOXC10	1.8506
ITPKB	0.674375
CLPTM1L	0.00849999999999997
MEOX2	-1.282
ATP6V0C	0.0545
PRPF8	-0.159833333333333
TMC5	3.4275
FKBP3	-0.272
PLEKHB2	-0.2555
OR4D6	0.5025
ZNF544	-0.4598
D2HGDH	0.397
RPL18A	-0.493
HEL308	-0.477125
MPP6	-2.003
TCERG1	-0.9055
KRT16	-2.35016666666667
KLF17	-1.149
KLF5	-0.359375
CDR1	0.81525
VCX3A	-4.853
FBLN2	-0.489
C14orf104	0.03475
HBE1	-4.6766
OR4S2	1.66
C1orf108	-1.28016666666667
ROBO4	3.41333333333333
CPEB4	1.3145
C11orf80	-1.88816666666667
BCKDHA	0.2165
MYOC	4.7345
GIF	0.9225
CKMT1A	0.748
RPL3	0.2312
THBS1	1.45675
APOO	-0.63
ARMCX1	3.42025
HSZFP36	0.7255
SNAPC5	-1.004
EIF4ENIF1	0.27675
ZNF433	0.47925
TNFRSF21	-1.18925
TMPRSS7	0.1515
SPATA18	2.4928
HPDL	-3.1985
MKL2	1.3099
TBX3	1.72015384615385
C21orf93	-0.141333333333333
DAXX	-0.05225
ELMO1	0.16175
RGS13	0.8632
TAF11	-0.94875
UNC13A	-2.01325
LOC653314	-0.1148
ORC3L	-0.40475
IMAA	-1.8085
TARBP2	-0.383
CABIN1	-0.6788
TRIOBP	-0.3664375
HIST1H2AC	1.7285
RGS22	-1.5035
NCOA1	1.3075
IL25	2.0405
SNCG	-0.1195
GPR6	0.5445
AMDHD1	-3.223
CHEK2	-0.774625
C6orf142	0.461
DRD4	-0.50925
C14orf68	-1.33675
GDF11	-1.808
SEMG2	0.313
CD247	-3.636
CDAN1	-0.5595
RBMX2	0.196
TGS1	-0.455
OIT3	-0.3945
SYF2	-0.33675
MCM4	-2.448
PKHD1L1	0.235571428571429
CEP192	-1.49
IFT88	1.338
RPL9	0.372214285714286
RAB32	-0.601625
DDX43	-3.563
P2RX2	0.4705
OR5D18	0.8235
UBE1	-0.306583333333333
SLC24A1	0.580625
ARHGAP5	0.91075
CETP	-0.47
KIAA1731	-0.180666666666667
SLC9A4	0.487
PTPN6	0.6915
BAHD1	0.20525
GRIK3	1.13
CACNB2	-0.4146
PDE10A	-1.57975
DGCR14	-0.74675
PCDHB9	0.9255
RHOQ	0.207833333333333
MAP3K4	-0.11275
KTI12	-0.4325
RPL23AP13	-0.31325
GNG11	-1.58725
CLCN3	1.34
GPAM	-0.302375
VSTM2A	0.8265
SLAMF7	0.185666666666667
INTS2	-0.48
PPP2CA	0.064
LRP12	0.7458
SEC14L2	0.0986666666666667
DKFZP586H2123	1.92925
MC3R	-0.359
CIRH1A	-0.906833333333333
HIST1H2AB	1.1515
POLH	-0.616875
MGC16703	-2.2765
SNAPC2	-0.7875
FILIP1L	1.53325
RASGRP4	0.2075
LRRC1	2.25425
GAS1	-2.317
PRAC	-0.39975
DGKA	-0.821333333333333
NT5C3	-0.6435
PEG3	-0.69975
NADK	-1.26625
PRR17	-0.647
LOC374569	-0.765
SGSH	0.221833333333333
NLRP8	0.569
GALT	-0.202
MCF2	-0.0135
ZNF263	0.1915
TACSTD1	1.35183333333333
TYR	-6.207
ATP6AP2	0.39625
RNUXA	0.37275
ABHD10	0.6889
GDPD2	-0.0375
SLC35C1	-0.47425
UBE2A	0.478
HERC5	-1.1445
FAM112B	-4.67166666666667
FBXL16	-2.7205
DKFZP434A0131	-0.1
ELA3A	-2.3685
RBM41	0.347375
HAO2	-0.039
RNH1	-0.130875
SHANK2	2.00583333333333
OSBP2	-1.352125
DAK	-0.0655
C3orf58	-0.62625
TCL1B	-0.4165
KBTBD2	-0.5995
SUGT1L1	1.02125
UBE2E2	0.7845
MYL9	1.86975
CDC23	0.273333333333333
PBXIP1	2.3654
CXorf40B	-0.15
NBL1	-1.1865
RTBDN	0.352
RAB11FIP5	0.705375
TTTY13	-0.403
SCOTIN	-0.271083333333333
SOHLH1	-0.1278
CDKN1A	0.963642857142857
NCK1	0.0975
ZNF550	0.46725
SAPS3	0.4655
SPIN3	1.14766666666667
MAGEE2	0.13375
MIS12	-0.27
OR8H2	0.301
KIAA0774	-1.029
UNC5D	-1.227
CUL7	-0.6795
LIPC	-2.507
DIO1	4.713
C20orf11	0.4118
CTRL	-0.7065
HS3ST2	1.274
PAK4	0.363166666666667
CCRL1	2.01125
RNF10	1.45775
ZNF567	-0.17925
ZNF660	-0.7755
TCEAL3	1.4325
MAGOH	-1.97383333333333
CENPB	-0.365833333333333
C19orf7	0.7945
LOC388965	-0.038
ZCCHC13	0.6575
JMJD1A	-0.6302
HIST1H4H	0.167
TBRG1	0.1028
GPC3	-5.457625
TAF1C	-0.342125
EBNA1BP2	-0.5475
CIAPIN1	0.064
PDGFRA	-2.41705555555556
CSTB	0.231625
CENPI	-2.3745
GTF2E2	0.0155
RPP21	-0.383
CCNF	-1.19366666666667
KCNQ3	0.925
FAM79A	0.76825
SLC22A12	0.422
NOVA1	-0.8615
FZD3	1.9288
AKAP8	-0.33075
SOCS5	0.073375
CFDP1	-0.08175
DLG5	1.205
PGM5	-0.161583333333333
C1orf144	-0.5075
HDAC10	-1.0595
RND2	-0.9345
C20orf199	-0.427
RNMT	-0.82875
SLURP1	0.456375
ASTN1	-0.462375
SH3BGR	4.1625
MYCL1	0.614125
ZHX1	0.711166666666667
CENPK	-3.86525
FOSB	-0.1061
LOC643406	0.82675
C2orf59	-0.43425
TMEM135	0.463625
SLC27A2	2.263
KRT33A	1.1465
OVOL1	0.916
PAMCI	-3.56783333333333
S100A7	-0.9965
ZNF789	-1.1665
HARS2	0.3825
RPL23A	-0.540333333333333
TCF23	0.105
UPF3B	-1.462875
C17orf78	1.6225
HLA-DOB	-0.174666666666667
C14orf142	-0.077
TEKT5	0.343333333333333
DMWD	0.2145
POLD1	-2.13533333333333
GSCL	-0.1525
CALD1	-0.587
SCRT1	-0.6355
AIG1	2.39575
UNC84B	-1.663
ZNF404	0.8635
TMED6	-3.099
KIAA1462	-0.238
LRRC27	2.00866666666667
PYGO1	-0.178
PIGU	-0.591333333333333
ALAS2	-3.88616666666667
WRNIP1	0.60375
CNNM3	0.3655
ZNF2	0.119
ST3GAL5	-2.09716666666667
MRPL23	0.7495
TSSK6	-0.52275
PSMA6	-0.148
C16orf70	0.04925
KIAA1602	-0.156
ALMS1	0.2255
DCN	-0.1875
TMEM132D	0.0185
SUCLG2	0.583
ABHD14A	0.98825
DEXI	0.545666666666667
AMPD2	-0.947666666666667
IFNAR2	0.123166666666667
CYB5A	3.4165
TLOC1	0.91835
NXF5	-0.922166666666667
NRBF2	0.30225
KCTD3	0.9095
ITGAE	-0.4745
SLC30A3	-0.893
ZRF1	-0.5765
IFRD2	-0.277875
XAB1	-0.58925
PYCR2	1.0035
SERPINB3	-4.4105
TMLHE	-0.1294
GEFT	-1.639125
ABCA5	0.7655
EMR4	-0.599
TSFM	0.31875
HIST3H2BB	-0.085
ARHGEF19	0.1395
TSPAN17	0.107666666666667
ABCC8	0.26375
MAP1S	0.0378333333333333
C22orf36	0.34625
BNC2	-1.78307142857143
HIST1H4A	-0.5125
NDUFS3	-0.0396666666666667
WDR3	-0.837833333333333
XKR4	-0.97825
TTC33	0.359357142857143
STMN2	3.73625
CPN2	-0.8365
HSPC105	1.788875
PCOLCE2	-5.04775
C3orf55	2.191
KLHDC9	3.70616666666667
TBC1D23	0.65875
ATXN2L	-1.171
MAP2K3	0.366083333333333
SCAP	-0.3125
ZNF486	-0.168
C20orf96	1.12175
NARS	-0.38225
ADAMTSL1	0.295285714285714
PRCC	1.14516666666667
CCDC126	1.70991666666667
ZNF675	-0.71325
CALCOCO1	0.6055
ANKRD43	-0.651
CWF19L2	-0.0893333333333333
ZBTB32	-0.2728
BRAF	1.741
ODF4	0.547
MGC14376	1.84483333333333
HORMAD1	-2.156
AAK1	0.422090909090909
PEBP1	1.47116666666667
TNFSF5IP1	-0.372
DKFZp564N2472	0.64475
RMND1	1.169875
IGKV1-5	1.9885
COL1A2	1.44891666666667
SERPINA5	-3.53675
AANAT	0.485
C19orf21	-0.701166666666667
GEMIN5	-0.25875
UBR4	-0.757166666666667
LTBP3	0.837166666666667
AMHR2	-0.476666666666667
PROCR	-0.90975
MYBBP1A	-0.95775
C20orf39	-1.52866666666667
ZNF697	-0.580625
PASK	-1.0728
ZNF776	0.434166666666667
RFXDC2	-0.901125
KIAA0467	-1.411
C10orf96	-1.85266666666667
ZNF503	-0.64025
GULP1	-2.79925
KCNE4	2.2625
DKFZp434K191	-1.355875
LOC196913	0.03
BHLHB4	-1.0555
CH25H	-2.26625
LOC81691	-1.06383333333333
ALPL	-0.101357142857143
COL12A1	-0.083875
FOLR3	-2.79933333333333
GPR123	0.03975
TRIM62	0.0902857142857143
ABLIM1	0.867166666666667
MAST3	-0.66175
RHBDD1	0.6725
LOC338809	1.041
RYBP	0.5325
TTC26	-0.00674999999999999
ZNF22	0.535166666666667
ISCA2	0.139
RDM1	-2.18475
PIGM	1.5835
GNB3	-1.104
ACTR2	0.2633
HMGB1	0.1157
EDG1	1.99583333333333
SOAT2	-3.9045
OR10AD1	0.0505
RAP1GDS1	0.483166666666667
LCE1F	0.6885
ESM1	0.634
RCN3	0.472
CREBL1	-0.77375
DBNL	-0.690833333333333
PTGER3	2.50575
USP30	0.723666666666667
BCL2L12	-0.696166666666667
KIF26B	1.45925
ZNF416	0.89325
ZNF225	0.0135
C17orf70	-0.009
ZNF554	0.86325
RAE1	-0.721
TNIK	0.8955
ACTN3	0.4495
MGC45922	-0.1575
CCNA1	-0.920666666666667
RYK	0.989166666666667
IL26	0.2
LRP3	0.1355
QARS	-0.56025
SOX7	0.171357142857143
BID	-1.0845
OR2S2	0.0345
CXCL14	3.53575
C11orf47	-0.0285
MGC29891	1.33333333333333
HSPB8	4.0573
PRDM14	-1.2045
NUFIP2	0.8505
MNAT1	0.163125
ZDHHC2	1.3715
MBNL2	0.873125
ADD3	0.379625
CSNK2A1P	-0.60925
KLK6	-2.33966666666667
TMEM111	0.5274
KIAA1279	0.34625
NUBP2	-0.2335
RAB42	-1.465
ID3	-1.5146
TM9SF1	0.5485
MDP-1	0.6965
POU4F2	0.119
IQCK	1.3085
C16orf14	-0.60875
CAPN3	-1.952875
FAM43B	0.15525
RECQL	-1.027
AP1G1	0.629571428571429
CTNNBL1	-0.0445
ECHDC1	-0.471166666666667
SMARCC1	0.5102
FOXQ1	-2.158375
GNAI3	-0.557
POLG2	-1.44125
CD4	0.25425
ITLN1	-0.95775
EBI2	0.1725
IRF1	-0.17175
PTPRE	1.9098
PTK2B	-0.17475
NXNL2	0.0165
SOX4	0.324388888888889
TSPAN3	0.290833333333333
SH2D1A	-4.56066666666667
C8orf58	-0.160666666666667
USP20	-0.415
DUSP22	0.0435833333333333
CALB1	-2.74983333333333
L3MBTL2	0.651333333333333
MCRS1	-0.1405
TMEM118	0.1345
C18orf8	0.319666666666667
FLJ10241	-0.41375
GJA12	0.08425
PKD1	-0.936666666666667
ZFP3	0.9815
JAM3	-2.035
LAPTM4A	1.241
DIRC2	1.156
KIAA2022	3.12633333333333
MYOM1	0.254833333333333
TRPM8	-2.27083333333333
MOP-1	0.42075
PHKG2	-0.18625
ZNF650	0.73275
KIAA1522	0.684375
PSG8	-1.258
DDX19B	0.2245
MOBKL1B	0.1845
DIAPH2	-1.1435
PTPN12	-0.44675
CLN8	0.9617
CRYZL1	-0.0255
CRY2	0.526
FCGR2B	0.6825
PNPLA4	1.5675
ZNF454	-1.196
DKFZp434B1231	-0.24075
CLDN11	0.6088
RFWD2	1.88
CIB2	-1.7225
MXRA8	0.860375
HRK	-1.72375
MAML2	-0.878
C4orf31	-3.16375
C6orf192	0.65525
COG6	1.272125
FAM5B	2.35975
NFATC1	-0.3396
SEPT10	-0.54225
SCYL1	-0.3227
RPP40	-0.69075
SCOC	0.8106
KIAA1450	-0.26
CTDSPL2	-1.0285
TBX5	1.16783333333333
NAPG	-0.140875
RHD	-4.42475
C14orf45	1.62133333333333
ZBTB22	0.591
PLCG1	-1.786
ANKRD10	-0.825125
AQP7P2	-0.05575
TAGLN2	1.02
HTR2C	-1.0075
SLC16A7	-2.55933333333333
C17orf83	-0.0587500000000001
TSGA14	0.0250833333333333
MDH1	-0.39325
PPP3R2	0.4568
DCBLD2	-1.27514285714286
RBM33	0.25375
DPH3	-1.58775
SYT10	-1.1355
FMO4	2.46025
THYN1	-0.31775
DRD5	-2.5415
OTOR	0.857625
PGRMC2	1.0441
KATNAL1	-0.434625
PAQR6	-1.7875
UBE2I	-0.33375
C14orf28	1.4725
C8orf70	0.80575
FLYWCH1	-0.622625
ANGPTL3	-1.082
GLRX2	0.568166666666667
ATP11A	-0.852428571428572
ARL5B	0.889125
MUC16	-2.512
SLC25A5	-0.319642857142857
ACRC	-1.68325
MYO1C	0.21475
FAM89B	0.480333333333333
FAS	0.9605
KIFAP3	1.65975
GLRA2	0.3985
BTN3A2	0.4451
CNKSR3	-1.07675
CSTF3	-0.493666666666667
ARPM1	1.99025
KIAA1530	-0.6805
C9orf150	1.31866666666667
PRKCI	0.57675
tcag7.1015	-1.04275
SOD3	-1.67275
ZNF574	0.238
CYP21A2	2.5815
RPL12	0.186
COMMD2	-0.16875
WIZ	0.153
LOC344405	-1.119
ALDH4A1	-1.37135294117647
CRYAB	2.3415
COPA	1.16023333333333
PCDHGA7	0.877166666666667
KIF11	-2.01025
RASD2	0.3325
SLC26A3	-1.23
ZNF175	-0.972
JAKMIP2	-2.79125
C8orf4	0.978666666666667
PTHLH	-0.6975
SLC40A1	0.9435
OR7D4	0.584833333333333
PCDHB17	3.058
CD36	1.12307142857143
C6orf203	0.8633
PRKG2	0.453
LOC400566	2.08475
ANAPC13	0.3595
SLCO3A1	-1.7515
ZNF692	-0.9755
FANCL	-1.5435
SH3GLB1	0.312
C12orf61	0.3035
KBTBD6	1.04425
SUPT5H	0.132125
XRCC6	-0.989
HUS1B	-1.1581
FAM133B	0.366071428571429
LOC728276	-0.5715
KCTD18	1.48
SOS2	0.953833333333333
CCDC99	-2.316
C1QTNF5	2.767
NNAT	-0.0616666666666666
USP16	0.55625
LARS	-0.33525
ZBTB2	0.67275
ABO	0.487
TRAF3	0.2905
GALNT5	-2.9295
NAP5	0.942
ALG14	0.210166666666667
KIAA0515	0.255038461538462
WDR75	-0.9055
TEX261	-0.287416666666667
LY86	-0.44375
LOC389072	-1.2495
FLJ13611	0.70125
MRGPRX2	1.19
SNRPA	-1.451625
OR2G2	0.2825
GPRASP2	2.558
C7orf42	0.6653
C9orf163	-0.5755
CYP11B2	0.0960000000000001
FCRL3	0.484
PRDX1	0.29475
FGB	-6.19633333333333
COX17	1.26483333333333
C16orf33	-1.04
PIWIL1	0.09525
FOLR1	-3.01133333333333
KIAA0082	0.0395
FREQ	-1.067
TMCC2	-0.982833333333333
TCF12	-0.694416666666667
ZNF721	0.3885
FAM130A2	1.2625
POU4F1	-1.78625
SNRPF	-0.8855
SGIP1	0.5565
ZNF641	0.849333333333333
EMG1	-0.051375
PRRG4	2.5555
HIRA	-3.28725
MYNN	0.816833333333333
AEBP2	0.544666666666667
TBXA2R	0.427666666666667
ISL2	-0.543
PCDHB11	2.0015
RNF144A	-1.633875
MARCH5	0.414
DULLARD	-0.819833333333333
DCLRE1B	-1.36533333333333
ITGA8	1.026
TP73	-0.174875
PRKCD	1.334
NDUFB4	0.35575
ATP13A4	1.43075
ANTXR2	-0.751666666666667
COL4A3	-0.0713333333333333
MYO10	-1.1571
SLC6A18	0.8265
PEX1	0.80325
TMEM74	-1.99466666666667
RBM19	0.02925
TAPBP	0.6602
RUNX1	0.24325
MID1	-1.16258333333333
GPR64	-2.46416666666667
RASEF	2.347
GABRG1	-0.218625
MYO16	-1.07825
DBF4	-2.33833333333333
TSHZ2	0.9915
RIPK2	0.475
PPTC7	0.667166666666667
KIF4B	-1.2145
LRRC31	3.916
ZNF540	0.28025
EFNB3	0.1345
LOH12CR1	0.366875
STON2	0.424166666666667
GLP1R	-0.08575
CSTF2T	-1.980875
IREB2	-0.99025
GRSF1	0.5345
PDCD7	-0.918833333333333
LRRC43	0.8445
CNR1	0.234666666666667
IL1F7	0.042
C12orf64	0.38
FAM69B	-0.63925
NR2E1	-1.74683333333333
MS4A6A	0.6146
FTL	-1.837
C7orf36	0.479
PCLO	0.9854
DYRK2	0.03975
ARIH2	0.075
SAMD7	0.344
SCNN1D	-0.607
SLC32A1	-0.939571428571429
C22orf25	-0.877666666666667
MRPS18A	0.0685
GPR112	1.115
EARS2	0.69875
ERN2	0.5855
ATPBD3	0.272166666666667
PRH2	-0.314
CDKN2D	-1.3745
PGLYRP2	1.54125
TRIM40	0.1675
SEC14L3	0.574
SLC22A1	-0.49725
BTN2A3	0.23925
RASA4	0.78875
CCNL2	-1.47425
MYBPC3	0.594
GJA4	3.9515
CDC42SE1	1.021875
TRPV2	-2.31825
MYPN	-4.075625
SIM1	-0.129
CDADC1	0.860583333333333
ZFHX4	0.16325
NIBP	1.13716666666667
ADAMTS19	-0.52275
ABTB2	-0.07225
TSPYL2	-0.943625
EIF2S3	-0.161
SOX30	-0.123
AP2A1	-0.620166666666667
DKFZP564O0523	0.5095
LOC285398	-0.1425
CDH18	-5.20725
CHL1	-0.382875
GATS	-0.1322
TBC1D2B	-0.992833333333334
OR1J1	0.246
GSN	0.0461666666666667
DPCR1	0.163428571428571
GARNL4	-0.0216666666666667
SMARCA5	-0.3375
PLEKHG3	0.926833333333333
ZBTB45	0.639
FRMD6	0.0355
PLS1	0.3865
DGKZ	-0.0381666666666667
EFNA1	3.1986
WDR85	-0.640875
ANK2	0.31025
PAGE4	-0.136333333333333
SENP6	1.34266666666667
AKR7A2	-0.186166666666667
FKBP10	-1.75175
VEGFC	-1.68416666666667
LARP1	0.1104375
SRBD1	0.15675
ITGB6	2.32925
SLC1A2	1.68785714285714
INVS	-0.746
MPO	-0.36575
MOBKL3	-0.2191
CUTL2	-1.7755
KLK2	0.1205
VIM	-2.32525
REG1B	0.0436
PCDHGC4	0.301
C3orf34	-0.441166666666667
SUMO3	-0.235
CST9L	6.64675
MLL4	-0.88575
SPR	1.91416666666667
SAMD9L	0.47475
ABCE1	-0.365
SUPT3H	-0.489166666666667
ACTBL1	-0.94875
ADAMTS4	0.3025
SLIT3	2.3895
RHEBL1	-2.061
NPM2	-0.938
MAN1C1	-1.316375
KIAA1856	0.0664999999999999
HSPA6	0.168
LOC388152	-0.0985
C10orf140	2.95725
ZDHHC12	-0.338
LIN7A	-2.0359
PHC2	-0.563
SPHK1	-1.4985
TRIM26	-0.043125
FAM83E	1.3115
C18orf24	-2.719
ZNF578	0.603833333333333
ORAI1	-0.13025
RUVBL1	-0.573333333333333
C7orf20	-0.242333333333333
APAF1	-0.366
SLC36A4	-1.41616666666667
MYH11	5.16066666666667
NEK1	0.3754
MPP2	1.4515
C12orf24	-1.63675
TNK2	0.1899375
ZNF289	-1.019
MATN3	-1.52271428571429
IFNGR2	2.56683333333333
ITPR1	1.36475
EBF3	2.1777
TBC1D20	0.5221
OR10P1	0.732
DDAH2	0.986
SHPRH	0.12625
STX7	-0.4025
LOC554248	-1.428
BCAR1	0.44325
ATXN3	0.892916666666667
TRIM27	-0.36525
CDC42EP2	-0.1195
CHP	-0.343071428571429
SOX17	1.063625
ZNF259	-0.318
CHCHD1	0.85425
ZDHHC19	-0.494
GBP2	1.6295
GARNL3	1.227
