Hybridization REF	TCGA-A2-A0D2-01A-21R-A034-07
RBM10	0.127833333333333
C10orf125	-0.9035
MRS2L	-0.341
DNAH17	0.896875
C19orf10	-0.97225
C1orf160	0.23375
SLFN12	1.5105
EXOC3	-0.499166666666667
HIST3H3	0.45025
NCOR2	0.0308333333333333
TNFRSF9	2.2975
MFSD8	0.45775
ALX1	-4.01283333333333
NOL1	-0.52125
PODN	2.391
TIAL1	-0.20025
HIST1H1E	-1.605
NPY6R	0.41975
TM4SF4	-0.6675
CORO2A	0.60025
ETNK2	-1.05966666666667
APOE	-0.2442
ANGPT4	0.223
HDGF2	-0.4215
G30	0.5475
ST8SIA4	0.13325
F2RL1	-0.547875
FAM19A4	-3.4725
CCAR1	-0.713
B3GNT7	1.14225
OPHN1	-0.3834
DSCR6	-2.316
C21orf13	-1.10083333333333
GAS2L1	0.875166666666667
RFX3	0.1085
COPS4	-0.068875
BCHE	-4.77266666666667
BCL2	0.853125
HBZ	-3.16583333333333
ARL13B	0.008125
MAPBPIP	-0.206625
MYO15B	-0.91825
SPZ1	0.43875
KIAA1324	1.52955555555556
PLCL2	-0.711
C4orf29	-1.1585
WDFY2	-0.23225
ZNF284	-0.458
NAALADL1	0.1405
DUSP5	-0.482666666666667
PXDN	-0.480875
SLMO1	1.511
TNXB	0.3577
BIRC7	-1.2315
A4GALT	-0.1905
TIMM22	-0.04975
FAM110C	0.1035
TOMM34	0.272
ABHD9	0.294
ADAM32	2.4685
CRHBP	-1.08575
AQP2	0.45125
LOC130355	-0.15525
ZNF187	-0.239166666666667
ZNF816A	0.2085
F7	-1.056625
CNOT1	-0.1541
SLC13A4	-0.979
ZBTB11	-1.08275
B3GALT5	0.20125
EXOC2	-0.168
IRS1	-1.3106
TMEM1	-0.2455
MRPL34	0.150333333333333
SAMM50	-1.09275
CDC42EP3	-0.334625
HSF2	0.45
MFN2	-0.253
TSPAN7	-2.08033333333333
NUCB1	0.876583333333333
RHOH	-1.53175
ARL16	-0.2875
TACR1	0.26375
SFRS5	-1.04866666666667
SNX25	-0.56825
RHBDF1	-0.220333333333333
PCDH18	2.19983333333333
HMG1L1	0.676
MYO5C	0.8005
MAPK10	0.2065
LDHAL6A	0.135666666666667
NUDT12	-0.5235
NCAM1	0.359375
GLIS2	0.1635
GGTL4	-0.1975
DAPP1	0.2305
ATF7	0.249125
KIAA0748	-0.3945
NFIL3	0.7345
TM6SF1	0.6895
SEZ6	0.038875
NANOS3	0.469333333333333
DNAJA3	-0.714166666666667
CLDN6	-2.4885
CIITA	2.9419
EPHA4	0.112666666666667
FANCC	1.0075
CMTM3	0.18375
PSG3	-0.56375
MRPL15	0.949
C21orf59	-0.6275
PLCXD2	0.03575
C2orf34	0.09075
UBE2L6	0.455375
MED14	0.0968333333333333
HP1BP3	-0.3569
C6orf208	-0.2565
TPBG	0.6
OSR2	0.045125
XPC	-1.089
KLHL7	0.7825
CCR3	-0.197166666666667
AGTPBP1	0.023
PCSK6	-0.0807333333333333
STAT5A	-0.2814
FAM18B	-0.25225
LONRF2	-3.9365
PTPN2	0.467
SF3A3	0.210166666666667
EFCBP2	-0.62325
HCFC1	-0.192833333333333
AHNAK	-0.42385
ACTR5	-0.1675
KIF14	-0.842857142857143
TENC1	0.12475
HEATR5B	0.0785
YIPF2	0.793333333333333
MYEOV2	0.313
DUSP18	1.348
KIAA1012	0.8145
AHR	0.0245
C17orf53	-0.672333333333333
PTPRH	-3.5735
ATP6V1C1	-0.321
TAS2R3	-0.391
LOC440356	-0.60775
COQ10B	-0.323
PSMF1	0.0591666666666667
SORBS2	1.02375
NFE2L2	-1.23325
TMCO7	0.45175
SH3PXD2A	0.6308
SH2D2A	0.06425
SPINK5	-3.2055
MRPS24	-0.2595
OPA3	0.537
TRAF7	-0.615
C4orf35	0.412833333333333
MT1G	0.19
MGC39545	0.205
HS1BP3	0.4779
OR2B2	0.4395
CHRM4	-0.19
SFRP2	3.12375
RIC3	-0.67575
ART1	-0.161
C6orf1	0.006875
DUS4L	0.563
C10orf104	0.1215
TNFAIP6	2.625
RTEL1	-0.229
CCT4	-0.7126
ZNF709	-0.08675
CHMP6	0.152
UPP2	0.4135
CYP19A1	-0.84375
CD151	-0.758833333333333
NDUFA13	-0.214666666666667
ARFRP1	-0.4745
FAM26B	1.059
CRYBA1	-1.871
MRPL41	-0.647333333333333
NPFFR2	-0.8645
HRH2	0.2685
SCAMP3	0.309333333333333
MTMR6	0.7894
MTG1	-1.25283333333333
UBTD1	1.07375
CRABP1	-1.7485
FLJ33790	-1.2352
KIAA1908	-2.037
GPR158	-2.226
PACSIN3	0.615166666666667
OMD	1.6075
CATSPER1	0.0411666666666667
HOXB8	-1.557375
FBXO46	1.009
OAS1	1.08733333333333
SVIL	0.23725
PHB2	-0.1965
ADCY3	0.0455
NDRG2	1.5575
ERMAP	-0.5952
APBA2	-1.9225
IGSF9	1.8475
WNT6	1.25321428571429
MYCBPAP	-1.259
ATP2B2	-0.0575
CPVL	-1.1579
TRAM2	-0.885583333333333
NOP5/NOP58	-0.3
ZNRF4	-0.11825
TLK1	0.20075
MTMR12	0.369428571428571
ZNF384	-0.1985
FAM9B	-2.72025
RPN1	0.8477
PMVK	-0.15375
EIF3D	0.4824
SIX2	-0.7765
HPS1	0.484071428571429
RNF7	-0.593
PSKH2	0.4655
KCTD13	-0.150166666666667
CSMD3	-0.4973
FBF1	-0.566
IL8	-4.183625
SERPINB13	0.291666666666667
FBXL20	-0.6705
BLR1	0.52725
SH2B1	-0.519166666666667
RFNG	-0.194625
RAB20	2.3095
RBM7	-0.4015
POLR1A	-0.0585
TMPRSS4	-2.98775
TAF9	-0.698875
TERF2	0.354166666666667
TNFRSF1A	0.385916666666667
ACADVL	-1.49333333333333
GTF2H5	-0.323
EDG8	-0.287166666666667
C9orf140	-0.041875
UST6	-0.011
ZBTB8OS	-1.00275
ZNF710	0.113
GPR174	-1.4805
ATP6V0A2	0.1345
KIAA0319L	-0.668833333333333
XKRX	1.4185
DOPEY2	0.2722
SDHD	-0.605416666666667
SUMF1	-0.819
OSM	2.01725
OPN3	-1.3715
DAGLB	-0.869
PPFIBP1	0.2097
TRIM63	-3.88225
C10orf53	0.6045
LYPD3	0.324333333333333
BCL7A	-0.1135
AGER	-0.980833333333333
TCF19	0.14375
SAT2	0.0245
PFTK1	0.784833333333333
GABRE	-0.589875
C15orf38	0.6022
FIS1	0.1295
KCNV2	-0.274
CLPS	0.70675
PPCDC	-0.228
FOXN2	1.33516666666667
NT5E	-1.5838
CD83	0.0315
IL18	0.719125
VPS16	-0.0425
IGFBP2	-3.55666666666667
NOTCH2	-0.509
SIGLEC1	3.247875
CD93	5.318
SULF2	0.62675
CEP164	-0.30975
P53AIP1	0.069
TOR2A	-0.118833333333333
ZNF136	-0.15325
MGP	3.606
CCDC144A	1.354
TRPC1	-1.53766666666667
SMS	0.419333333333333
MAPK7	-0.146166666666667
RRAGC	1.71275
PARD6A	1.5845
NUB1	0.496166666666667
SYNGR4	0.241
OR11H12	0.4155
WIF1	2.109625
GCH1	0.41575
OR11H4	-0.179
SLC44A5	-0.7905
GPRIN2	2.94016666666667
LOC401431	0.55925
CPA4	-1.9467
MELK	-0.0856666666666667
IL15RA	0.94075
CUL3	-0.48275
HMBOX1	-0.14675
PODXL	0.598
CCT6B	-0.155166666666667
COMTD1	-2.68
MUC20	-1.10366666666667
GPX2	-2.852125
ITK	0.142375
FBXL5	0.37075
C13orf27	1.27275
DEFA5	0.7455
TRHDE	-0.2275
MTP18	1.2675
UQCRQ	-0.6135
ITGB2	1.93358333333333
CSRP2BP	-0.273
TAS2R44	0.3
PHPT1	-0.52325
FAM44C	0.00175
ERH	0.02975
MPHOSPH1	-1.025
MORC1	-0.266
PARVB	-1.662
LAMA1	-2.29066666666667
PGBD3	-0.04175
GIMAP6	4.1515
AREG	-2.884
LIPT1	-0.649
MGC99813	-0.64775
C1orf201	0.298
GRIN2A	-0.939
MAN2C1	-1.0095
NSUN5	-0.7205
SF3B5	0.812
MYC	-0.782875
NRXN1	-0.763083333333333
ZNF18	-0.585
SPDYA	-0.468
SLC37A1	0.3745
DECR2	-0.666
ANKRD38	0.572125
SPTLC3	-1.83708333333333
SUPT16H	0.26675
DTWD2	-0.2125
ULBP1	-0.527
ZADH1	-0.628666666666667
OIP5	-0.483
IL10RB	-0.6845
OTUB2	-0.777625
VWA3A	-0.088
SPIC	3.66
OR6C4	0.3585
PSCD4	1.17683333333333
DPY19L2P2	-0.2965
TRAPPC6A	-1.2575
C21orf2	-0.462666666666667
CEMP1	-0.13425
LIN7B	0.4015
E2F7	-0.374833333333333
VCP	-0.4028125
LAMA3	0.86875
BGN	2.2915
GPR160	-2.19033333333333
COCH	2.23183333333333
GPR81	1.35033333333333
APOBEC3F	-1.308
tcag7.1017	-0.844
C1orf32	0.538
SCGB1D2	4.88575
FLJ43987	-0.2105
C6orf170	0.0615
KLK9	0.3785
GPD1L	-1.2745
VPS37B	0.24175
ATG3	-0.674
ADAMTS17	-0.1895
KLHDC2	-0.646333333333333
NDUFV2	-0.5055
BLK	-0.572
MATN4	-0.55
GPM6A	-0.101125
GBP4	3.5965
TMEM162	0.329333333333333
PKP2	-0.088
HRASLS	1.80022222222222
MMP1	-0.98325
SFXN3	-0.8366
FSD1	-1.72383333333333
ST6GALNAC3	-0.206666666666667
CA12	-1.6285
NCOA6	0.747
C19orf58	0.5033
PPP4R1	0.4605
MAN1A2	-0.447166666666667
IKBKAP	-0.29725
UPF1	0.349166666666667
KIAA1219	-0.03675
WNT16	0.3815
SNW1	-0.56575
IL18RAP	4.6625
RPP30	-0.000874999999999998
CDC40	0.368214285714286
SETD3	-0.0755
SLAMF6	1.0795
ELK4	0.455
TRIM47	1.47366666666667
ACOX3	1.02675
TRIM6	-1.4855
KIAA0372	-0.546
TP53AP1	-0.928375
SMURF2	-0.223
ADAD1	0.19325
EBP	0.0742
KRTAP13-2	0.268
FLJ36874	0.215833333333333
TOR1A	-0.148166666666667
P2RY4	0.7585
GPBP1	-0.42975
TRPV1	-0.243375
ADAMTS12	0.122166666666667
PES1	0.1996
ATG4A	0.063
MAGEA10	-4.32125
WFS1	-0.2225
CC2D1B	-0.0318333333333333
PABPN1	0.516375
SLC25A30	0.55025
SLCO1C1	-0.0213333333333333
SLC22A5	-0.0825
KIF23	0.2665
SYN2	-0.514
ASPN	6.50416666666667
CENTG2	-1.2615
QSOX2	-1.5953
FLJ10815	-0.189666666666667
STK24	0.9491875
SPEG	0.5848
STK10	0.858166666666667
DACT2	-2.0595
AAAS	-0.8955
SSX3	-1.59375
ABCD3	0.8003
C4orf12	-0.887625
PARVG	0.918666666666667
FIG4	0.4745
C9orf46	0.3775
TMCO6	-0.815
IGHMBP2	-0.38975
DUS2L	0.320833333333333
FAM3C	1.9213125
TMEM16D	-2.402375
DCTN4	-0.54625
KCNH3	-0.3655
EIF2AK2	0.582
AP1S3	1.027875
CST4	0.058
PAM	0.140875
NUTF2	0.82175
CITED2	-0.1323
SLC39A4	-1.00825
C2orf52	-1.263
GRM3	0.112
C12orf49	1.339625
CCDC49	-0.6987
GRAMD1B	-0.960625
FNDC4	1.45975
SIAH2	-0.80525
GDPD4	0.1205
C21orf87	-0.045875
ATP5A1	1.1405
C16orf63	-1.45825
LOC388135	-1.53416666666667
ATP5J2	0.47025
MMP3	0.423
EMID2	-0.3175
CRHR1	0.854
WDR70	-0.23675
C13orf31	1.6835
ZFAND1	0.4905
CCL18	4.332
C3orf49	-0.1015
RINT1	0.539
KIAA0408	-1.93016666666667
F13A1	4.1744
SLC10A1	-0.177333333333333
OGN	0.42075
GIPC2	-1.282
XPO6	-0.310166666666667
LCE1A	0.7535
FMR1	0.9323
LOC374920	-0.05425
DUSP3	0.425625
ANKMY1	-1.13375
C7orf50	0.009
BBS9	-0.5613
UNC119B	-0.219625
C9orf72	0.339125
MGC35440	0.45775
ENTPD6	0.577125
PPP1R2P9	0.461
ERCC4	-0.15775
FAHD2B	-0.987
HMHA1	-0.454
HACL1	-0.3945
RAD23A	-0.144333333333333
FAM83B	0.37175
PPP5C	-0.0671666666666667
RNASEH2C	-1.0445
C9orf153	-0.292
SCAMP4	0.3185
GHITM	-0.0788
NDUFB7	0.27675
ADCYAP1	0.6635
SP110	0.964333333333333
MAP3K7IP2	0.5685
DHH	0.212
AGRN	-0.294285714285714
WDR33	-0.255833333333333
CEP290	-0.036
PRPS1L1	-0.588166666666667
KLRA1	-0.512
GPR97	-0.0705
CHD7	0.368
TLR10	1.49625
SLC30A8	-1.424
HIC1	1.44866666666667
IAPP	0.435
RXFP4	0.65675
GP1BB	0.29125
SHQ1	-0.347
NKX2-3	0.176666666666667
API5	0.21075
FTHP1	0.775
MOV10L1	0.277
TRIM6-TRIM34	0.985833333333333
ADHFE1	-0.007
FAM117A	-1.416
DDI1	0.535
CDON	-0.489
TRIM73	-1.3875
IGKC	5.437
MMP14	0.344083333333333
DYNC1LI1	-0.27675
C11orf66	-0.12025
TRBV3-1	-1.04525
FASTKD5	0.40225
BIVM	0.939
LHX4	-0.52125
CXCL2	0.9184
RAB2B	-0.379166666666667
IZUMO1	-0.675
MAP3K15	-1.903
FAM19A2	0.3325
ZC3H8	-1.319
ZMAT1	-0.289
SPINK5L3	-3.55375
SLC10A6	0.6855
APPL2	-1.054875
CARD10	0.0331666666666667
LOC402176	-0.253875
EEF1D	0.8571
RAB6A	0.7623
C12orf5	-0.80775
PAPOLG	-0.6
MSRB2	-0.41825
BCR	1.53061111111111
PUS3	0.20725
TIAM2	2.7365
ZNF317	-0.000666666666666667
CHD2	0.229785714285714
FZD5	-1.49554545454545
NUDT8	-1.6
ZNF763	-0.289
PRC1	0.487444444444444
ABCB9	0.205666666666667
SPATA3	0.43775
TRAK2	-0.188625
STAB1	3.1385
LRRTM2	-0.0431666666666667
psiTPTE22	0.36825
DBI	0.28675
SERPINA11	-3.3975
NAT5	0.421
C20orf58	-2.25375
RPS6KA4	-0.151
FLJ90650	-0.7515
TGFBRAP1	0.12425
CHRDL2	1.677375
FAHD2A	-0.8705
CNTN1	-0.221
BBS4	-0.2074
TMEM181	-0.377
MINPP1	-1.4675
MPHOSPH6	0.9965
HOXC10	-1.4027
ITPKB	0.572625
CLPTM1L	0.545
MEOX2	-0.459833333333333
ATP6V0C	-0.396125
PRPF8	-0.0245
TMC5	0.408
FKBP3	0.3695
PLEKHB2	-0.632
OR4D6	-0.2285
ZNF544	0.6443
D2HGDH	-0.746875
RPL18A	0.381
HEL308	-0.42175
MPP6	-1.4165
TCERG1	-1.2645
KRT16	2.24316666666667
KLF17	-1.15525
KLF5	1.052625
CDR1	2.955
VCX3A	-3.8955
FBLN2	1.53175
C14orf104	0.6505
HBE1	-4.8212
OR4S2	0.441
C1orf108	-0.113333333333333
ROBO4	3.78366666666667
CPEB4	-0.600875
C11orf80	0.435
BCKDHA	0.512833333333333
MYOC	0.0425
GIF	-0.4315
CKMT1A	-1.7325
RPL3	0.0199
THBS1	2.621875
APOO	-2.22575
ARMCX1	1.4775
HSZFP36	-0.037
SNAPC5	-0.72175
EIF4ENIF1	1.46175
ZNF433	0.66375
TNFRSF21	0.442
TMPRSS7	-0.458
SPATA18	0.822
HPDL	-0.8175
MKL2	0.4196
TBX3	-2.18176923076923
C21orf93	0.233333333333333
DAXX	0.457
ELMO1	0.364375
RGS13	1.09616666666667
TAF11	-0.22425
UNC13A	-2.155
LOC653314	-0.604
ORC3L	-0.17075
IMAA	-2.1225
TARBP2	-0.477
CABIN1	0.5594
TRIOBP	0.1624375
HIST1H2AC	-0.5435
RGS22	-3.21416666666667
NCOA1	0.0506666666666667
IL25	0.2195
SNCG	-0.0125
GPR6	0.684
AMDHD1	-2.62183333333333
CHEK2	1.1725
C6orf142	-0.945
DRD4	0.145
C14orf68	-1.014
GDF11	-2.44775
SEMG2	0.7075
CD247	0.17625
CDAN1	-0.178
RBMX2	0.281
TGS1	0.056
OIT3	1.549
SYF2	-0.47475
MCM4	-0.379125
PKHD1L1	0.750625
CEP192	0.257
IFT88	0.15075
RPL9	0.0397142857142858
RAB32	2.070125
DDX43	-2.51625
P2RX2	0.257833333333333
OR5D18	0.0565
UBE1	0.12025
SLC24A1	-0.253875
ARHGAP5	-0.19925
CETP	-0.34775
KIAA1731	-0.412666666666667
SLC9A4	0.532
PTPN6	0.47575
BAHD1	0.243
GRIK3	-0.181
CACNB2	-0.8482
PDE10A	-0.14225
DGCR14	0.504
PCDHB9	-0.202333333333333
RHOQ	1.174
MAP3K4	0.1525
KTI12	0.288666666666667
RPL23AP13	-1.82825
GNG11	-0.791
CLCN3	0.612333333333333
GPAM	-0.61975
VSTM2A	-0.029
SLAMF7	3.21233333333333
INTS2	-0.2005
PPP2CA	-0.2397
LRP12	0.378133333333333
SEC14L2	2.166
DKFZP586H2123	2.19325
MC3R	0.041
CIRH1A	-0.367333333333333
HIST1H2AB	-0.0445
POLH	0.103625
MGC16703	-1.83883333333333
SNAPC2	-0.0945
FILIP1L	0.309
RASGRP4	0.2955
LRRC1	1.21575
GAS1	1.7145
PRAC	-0.96125
DGKA	-1.06566666666667
NT5C3	-1.04275
PEG3	1.29141666666667
NADK	-1.10225
PRR17	-0.24625
LOC374569	-0.4855
SGSH	-0.08
NLRP8	0.068
GALT	-0.5334
MCF2	-1.3045
ZNF263	-0.563
TACSTD1	1.40766666666667
TYR	-6.4219
ATP6AP2	-0.29875
RNUXA	-0.1685
ABHD10	-0.0658888888888889
GDPD2	-0.9195
SLC35C1	-0.045
UBE2A	0.247
HERC5	-0.216333333333333
FAM112B	-2.83266666666667
FBXL16	-3.21825
DKFZP434A0131	-0.56
ELA3A	-2.5335
RBM41	-0.123125
HAO2	-0.05025
RNH1	-0.506
SHANK2	2.32266666666667
OSBP2	-0.567625
DAK	-1.58583333333333
C3orf58	0.773416666666667
TCL1B	-0.9085
KBTBD2	-0.66225
SUGT1L1	-0.23
UBE2E2	-0.541333333333333
MYL9	2.996
CDC23	-0.785166666666667
PBXIP1	0.1611
CXorf40B	0.6215
NBL1	-0.3605
RTBDN	0.1215
RAB11FIP5	-0.434375
TTTY13	-0.686
SCOTIN	-0.187166666666667
SOHLH1	-0.3505
CDKN1A	-0.768357142857143
NCK1	-0.191
ZNF550	-0.0875
SAPS3	0.37525
SPIN3	0.652166666666667
MAGEE2	1.74575
MIS12	-1.3585
OR8H2	0.369
KIAA0774	-1.88366666666667
UNC5D	-2.105
CUL7	-0.509833333333333
LIPC	-3.39
DIO1	-3.17275
C20orf11	0.849
CTRL	-0.26225
HS3ST2	0.82375
PAK4	0.743833333333333
CCRL1	2.889
RNF10	-0.03125
ZNF567	0.94875
ZNF660	-0.7865
TCEAL3	0.56325
MAGOH	1.64483333333333
CENPB	0.264166666666667
C19orf7	1.2105
LOC388965	0.2785
ZCCHC13	0.0605
JMJD1A	-1.1447
HIST1H4H	-0.885
TBRG1	-0.3759
GPC3	-4.674375
TAF1C	-0.308625
EBNA1BP2	-0.036
CIAPIN1	-0.368
PDGFRA	0.882444444444444
CSTB	-0.03325
CENPI	0.333
GTF2E2	-0.447
RPP21	0.385
CCNF	-0.702
KCNQ3	0.3835
FAM79A	0.3765
SLC22A12	0.3875
NOVA1	-1.16133333333333
FZD3	0.9703
AKAP8	0.4115
SOCS5	0.545625
CFDP1	0.79625
DLG5	0.07825
PGM5	0.109083333333333
C1orf144	-0.108583333333333
HDAC10	-1.685
RND2	-0.17675
C20orf199	-1.7875
RNMT	0.1175
SLURP1	0.258
ASTN1	-0.424375
SH3BGR	0.4445
MYCL1	0.530125
ZHX1	-0.854
CENPK	-1.462
FOSB	1.3316
LOC643406	1.030625
C2orf59	-0.697375
TMEM135	-0.913125
SLC27A2	-3.23675
KRT33A	0.704
OVOL1	0.426875
PAMCI	-1.46233333333333
S100A7	0.7675
ZNF789	0.166
HARS2	-0.1805
RPL23A	-0.655833333333333
TCF23	0.0165
UPF3B	-0.515125
C17orf78	-0.054
HLA-DOB	1.51283333333333
C14orf142	-0.031
TEKT5	-0.756166666666667
DMWD	0.4015
POLD1	-0.411333333333333
GSCL	0.1425
CALD1	2.0556
SCRT1	0.1285
AIG1	0.36
UNC84B	0.26475
ZNF404	-2.38275
TMED6	-2.34425
KIAA1462	0.0295
LRRC27	0.6005
PYGO1	-0.6985
PIGU	-0.114666666666667
ALAS2	-3.69133333333333
WRNIP1	0.802375
CNNM3	-0.495
ZNF2	-0.2265
ST3GAL5	-0.615583333333333
MRPL23	-0.715
TSSK6	-0.51925
PSMA6	0.1065
C16orf70	0.24375
KIAA1602	-0.12525
ALMS1	-0.3795
DCN	1.957875
TMEM132D	-1.04975
SUCLG2	-0.21425
ABHD14A	-0.354
DEXI	-0.1565
AMPD2	-0.113
IFNAR2	0.0116666666666667
CYB5A	1.4214
TLOC1	0.000950000000000001
NXF5	-1.02
NRBF2	0.495375
KCTD3	0.2565
ITGAE	-0.7355
SLC30A3	-2.01683333333333
ZRF1	0.726
IFRD2	-0.247875
XAB1	0.009
PYCR2	-0.879833333333333
SERPINB3	-4.656
TMLHE	0.4529
GEFT	-1.46025
ABCA5	-0.747125
EMR4	0.410166666666667
TSFM	-0.1505
HIST3H2BB	-0.69425
ARHGEF19	-0.5875
TSPAN17	-0.432833333333333
ABCC8	-0.1295
MAP1S	0.559333333333333
C22orf36	0.9505
BNC2	-0.556785714285714
HIST1H4A	0.38
NDUFS3	0.536333333333333
WDR3	0.113333333333333
XKR4	-0.47425
TTC33	-0.267142857142857
STMN2	1.72125
CPN2	-1.2535
HSPC105	2.4755
PCOLCE2	-4.70625
C3orf55	3.8575
KLHDC9	1.17033333333333
TBC1D23	-0.17175
ATXN2L	-1.03216666666667
MAP2K3	0.531
SCAP	-0.53375
ZNF486	-0.404666666666667
C20orf96	0.7415
NARS	0.6345
ADAMTSL1	-0.298142857142857
PRCC	0.649666666666667
CCDC126	1.88
ZNF675	-0.95625
CALCOCO1	-0.777
ANKRD43	-0.495
CWF19L2	-0.00599999999999999
ZBTB32	2.49116666666667
BRAF	1.683
ODF4	0.17425
MGC14376	0.0873333333333333
HORMAD1	5.19
AAK1	-0.06025
PEBP1	0.617666666666667
TNFSF5IP1	0.693666666666667
DKFZp564N2472	0.457
RMND1	0.017875
IGKV1-5	4.9095
COL1A2	2.55725
SERPINA5	-0.497875
AANAT	0.4
C19orf21	-3.57833333333333
GEMIN5	-0.426
UBR4	-0.200333333333333
LTBP3	0.593833333333333
AMHR2	-2.83666666666667
PROCR	-1.01475
MYBBP1A	-0.55925
C20orf39	0.0661666666666667
ZNF697	-0.656625
PASK	-0.4347
ZNF776	0.7745
RFXDC2	0.25075
KIAA0467	-0.4405
C10orf96	-2.749
ZNF503	-1.42375
GULP1	-1.00358333333333
KCNE4	-0.120333333333333
DKFZp434K191	-0.396375
LOC196913	-0.09
BHLHB4	0.358
CH25H	1.175
LOC81691	-0.283
ALPL	0.580571428571428
COL12A1	2.311
FOLR3	-2.42566666666667
GPR123	0.076125
TRIM62	-0.254571428571429
ABLIM1	1.04183333333333
MAST3	-1.565
RHBDD1	-0.235166666666667
LOC338809	-0.165
RYBP	-0.02575
TTC26	0.87125
ZNF22	1.11616666666667
ISCA2	-0.68
RDM1	-0.599
PIGM	-0.501
GNB3	-1.369
ACTR2	-0.1639
HMGB1	0.72625
EDG1	3.11033333333333
SOAT2	-3.32275
OR10AD1	0.2515
RAP1GDS1	0.53825
LCE1F	0.3765
ESM1	-0.979125
RCN3	3.0585
CREBL1	-0.5505
DBNL	-0.921833333333333
PTGER3	0.936875
USP30	-0.0913333333333333
BCL2L12	1.46333333333333
KIF26B	1.97675
ZNF416	0.66675
ZNF225	-0.2405
C17orf70	0.42
ZNF554	0.32475
RAE1	-0.0453333333333333
TNIK	-0.5765
ACTN3	0.873
MGC45922	0.5095
CCNA1	3.50333333333333
RYK	0.4405
IL26	-0.158
LRP3	1.07166666666667
QARS	-0.1155
SOX7	0.946642857142857
BID	0.346375
OR2S2	0.081
CXCL14	2.48975
C11orf47	-0.595
MGC29891	-0.275333333333333
HSPB8	-0.8394
PRDM14	-1.808
NUFIP2	-0.22125
MNAT1	-0.33125
ZDHHC2	-2.03358333333333
MBNL2	0.99025
ADD3	-1.637375
CSNK2A1P	-0.36175
KLK6	-0.769
TMEM111	-1.0087
KIAA1279	0.0115
NUBP2	0.643333333333333
RAB42	-0.94
ID3	-0.4587
TM9SF1	0.2055
MDP-1	-0.84225
POU4F2	0.08825
IQCK	1.1195
C16orf14	-1.3505
CAPN3	-1.796625
FAM43B	0.110375
RECQL	-0.76975
AP1G1	0.0397142857142857
CTNNBL1	-0.466
ECHDC1	0.483833333333333
SMARCC1	0.0635
FOXQ1	-1.912625
GNAI3	0.471833333333333
POLG2	-1.52275
CD4	1.040125
ITLN1	-0.22225
EBI2	4.485
IRF1	0.28925
PTPRE	1.4152
PTK2B	-0.872
NXNL2	-1.095
SOX4	1.19655555555556
TSPAN3	-0.584333333333333
SH2D1A	-1.56283333333333
C8orf58	-0.236166666666667
USP20	-1.69725
DUSP22	-0.103333333333333
CALB1	-2.37983333333333
L3MBTL2	0.294416666666667
MCRS1	-0.17025
TMEM118	0.1325
C18orf8	0.849
FLJ10241	0.287125
GJA12	0.7385
PKD1	-0.604
ZFP3	0.171
JAM3	-1.2865
LAPTM4A	0.4974
DIRC2	-0.27775
KIAA2022	2.71816666666667
MYOM1	0.692
TRPM8	-2.57566666666667
MOP-1	0.86775
PHKG2	0.066
ZNF650	0.119125
KIAA1522	-0.00987500000000001
PSG8	-2.0675
DDX19B	0.227
MOBKL1B	-0.128
DIAPH2	-1.30166666666667
PTPN12	0.17825
CLN8	-0.599
CRYZL1	-0.931666666666667
CRY2	-0.0675
FCGR2B	4.05983333333333
PNPLA4	-0.2985
ZNF454	0.503
DKFZp434B1231	-0.20125
CLDN11	0.4363
RFWD2	-0.248666666666667
CIB2	1.99583333333333
MXRA8	1.721875
HRK	0.104875
MAML2	0.43225
C4orf31	-1.84375
C6orf192	-0.4335
COG6	0.513375
FAM5B	0.59775
NFATC1	2.7654
SEPT10	-0.4635
SCYL1	0.3543
RPP40	-0.03
SCOC	0.9795
KIAA1450	0.4065
CTDSPL2	-0.2675
TBX5	1.78
NAPG	0.075
RHD	-4.49775
C14orf45	0.0661666666666667
ZBTB22	0.435
PLCG1	-0.6845
ANKRD10	0.88575
AQP7P2	-0.012
TAGLN2	0.382333333333333
HTR2C	-1.078
SLC16A7	-0.418
C17orf83	-0.06375
TSGA14	0.637416666666667
MDH1	-0.65275
PPP3R2	0.233333333333333
DCBLD2	-1.5775
RBM33	0.73225
DPH3	-1.475
SYT10	-1.221
FMO4	0.3195
THYN1	-0.764
DRD5	-2.3645
OTOR	-0.12675
PGRMC2	-0.4866
KATNAL1	-0.25475
PAQR6	-1.79225
UBE2I	-0.15175
C14orf28	0.289
C8orf70	1.2135
FLYWCH1	-0.71925
ANGPTL3	-1.32675
GLRX2	0.2335
ATP11A	0.982071428571428
ARL5B	1.609875
MUC16	-0.7075
SLC25A5	-0.0787142857142857
ACRC	-0.5825
MYO1C	-0.7545
FAM89B	1.82383333333333
FAS	1.323125
KIFAP3	0.31525
GLRA2	-0.208
BTN3A2	-0.3252
CNKSR3	1.021125
CSTF3	0.692833333333334
ARPM1	2.2125
KIAA1530	-1.2905
C9orf150	-0.1395
PRKCI	1.23025
tcag7.1015	-0.5955
SOD3	-0.652
ZNF574	0.47825
CYP21A2	-0.5355
RPL12	-0.385
COMMD2	-0.5815
WIZ	0.93375
LOC344405	-1.4335
ALDH4A1	-0.208470588235294
CRYAB	3.96825
COPA	0.5743
PCDHGA7	0.368666666666667
KIF11	-0.53975
RASD2	0.374875
SLC26A3	-0.333
ZNF175	-0.62
