Hybridization REF	TCGA-E2-A10C-01A-21R-A10J-07
PFDN5	0.8168
CMTM6	0.34525
KCNK12	-1.524
RP2	0.47025
C16orf52	-1.2025
PICK1	-0.615
IFNE1	-0.989833333333333
SEMA4B	-0.0435
TYRO3	-1.711
OR12D2	0.357
CSNK1A1	0.179
FANCF	1.361
LONP2	0.511375
TBL1Y	0.196
LDOC1L	-0.893375
CCNC	-1.247
C3orf60	0.0415
CHKA	-1.261
UBAP1	-0.228
MAP3K1	1.348
ANKRD9	-0.2595
FAM92A1	-0.181833333333333
GAB2	0.538
AZU1	-0.4195
DIS3	-1.41483333333333
C21orf109	-1.17933333333333
IQCB1	-0.95625
SPATS2	-0.1125
EFCAB3	0.5765
PRB3	1.098875
FUZ	0.308333333333333
ZNF813	0.091625
BMPER	-1.035
HEG1	-0.437125
ALS2CR11	-1.4465
SURF2	-0.2645
PSMC1	0.193083333333333
OR2D2	0.034
SLC7A8	2.7385
C4orf40	0.18
SPATA7	0.2735
MAZ	0.287833333333333
PIN4	0.74175
PDE1A	-1.951125
TAF6L	0.1355
OR2T34	0.4455
KIAA0284	0.89375
ACADS	-0.465818181818182
MKRN2	-2.081
C18orf56	-1.7785
MS4A6E	0.269166666666667
GALNT4	0.1132
C22orf31	0.258
FLJ36070	0.6215
PSME4	0.8595
TFG	-0.7855
EPHX2	0.3155
ANXA5	-0.402625
KRTAP1-1	-0.0681
BATF	4.11375
KARS	-2.1875
MSTP9	-0.3875
GPR26	0.547125
CCDC72	0.46375
TEF	0.3035
FOXK1	-0.4236
PRLHR	0.291
EMX1	1.26275
C11orf30	-0.13275
ICK	0.34675
THSD7B	-0.1765
C21orf100	0.0055
DUOX1	0.093
EFCAB4B	-0.2565
UBE2G2	-0.912
C3orf54	-0.0495
PARP1	0.06825
FAM60A	-0.474666666666667
C6orf146	-0.0285
OR9K2	0.2435
DDX55	-1.709
RPS15	-0.0104166666666667
ZNF618	1.2209375
DKFZp686D0972	0.127
SSPO	-0.309
SHFM3P1	0.255333333333333
CPA6	-0.14
JAG2	0.496
DEFA3	0.57325
PPBPL2	0.0723333333333333
CD34	3.36625
SLCO4A1	-3.228375
AFG3L1	-1.2825
SHD	-0.33625
RP13-122B23.3	-0.4675
PRKCSH	-0.305333333333333
DPH5	-0.763166666666667
HLA-F	2.524875
TBC1D4	-1.08925
RIG	0.116833333333333
GLUD1	-0.26
HNRPCL1	0.2815
HBXIP	-0.8755
RNF207	-0.736
APIP	-0.945
PLA2G3	-0.173333333333333
CCDC84	-0.50775
MYLIP	1.04907692307692
PHIP	0.06875
AARS2	-0.737833333333333
DHX32	-0.1625
SCAPER	-1.6015
MEN1	-0.07975
NIP7	-1.55775
FLJ25404	0.5835
FASTKD3	-0.301
TMEM158	-2.86333333333333
RARA	1.49275
BDH1	0.459
ANKRD16	0.7335
CARM1	0.8305
SS18	-0.206833333333333
IKZF2	2.98416666666667
MYD88	0.04575
PML	0.09785
TAF1A	-1.80925
CBFB	-1.09575
HIST1H3H	0.107666666666667
C7orf29	-2.199
COMMD4	-0.952666666666667
DPP3	-0.487
DAB2	0.119375
LOC388882	-0.016
YPEL4	-0.8445
AGBL3	1.493
LRP6	0.8475
SERPINH1	-0.117916666666667
TLE1	0.4065
CD244	0.646833333333333
ZDHHC15	-1.0925
MGLL	-1.0295
PLDN	-1.12408333333333
LOC654346	2.4985
FAP	2.1375
GPR37	-1.941
SCARA5	0.690666666666667
EBF4	3.09554545454545
LSM6	-0.9765
MLLT1	-0.1456875
SLC5A12	0.102
A2BP1	-1.12733333333333
COPS5	0.0938333333333333
TPM4	-0.0162142857142858
TNFSF4	0.24
ACADSB	1.09455555555556
HERPUD1	-0.13075
BCL2L11	-0.427388888888889
CEP78	-1.350375
CDCA3	-0.427625
WBSCR19	0.3888
MYO1A	-2.1835
PPEF1	3.02366666666667
LOC440348	0.19175
CPEB2	0.109125
BPTF	-0.2785
RPL21	-1.6995625
GSX2	-0.378
ADPRH	0.880333333333333
C17orf68	-0.45
KCNS1	-0.616666666666667
MLLT6	0.4093
PIWIL4	-0.1375
RNF26	-0.3935
RAP1B	1.60625
ADAMTS1	-2.102
ZNF571	-0.044
P2RY6	0.04025
TRIM21	0.798166666666667
CADM3	0.5505
NLRC5	1.22466666666667
ADRA2B	0.041
LOC90835	0.823125
PCF11	-0.63425
LOC400451	1.5005
GLTSCR1	1.311
C17orf88	0.388
CDH16	-0.86025
FGF7	1.799875
PCSK4	1.06516666666667
NPC1L1	-0.868833333333333
TAT	0.03775
TBCA	-0.97625
MGC33407	-0.13825
GPR115	-0.853375
CYGB	-0.286
FNBP4	-0.984666666666667
C12orf43	-0.741
CBL	-0.045
CLECL1	1.2985
PPAPDC1A	0.18375
WDR25	0.00416666666666669
SGCA	-0.0825
C22orf29	-0.0988333333333333
YIPF1	0.56125
GALK2	-0.86525
RAB3B	-1.40825
LOC440087	-0.94425
UCP1	-0.674
REEP5	1.153875
FADD	-0.7634
FOXA1	3.079375
CACNA1A	0.703
ABI1	0.2455
GRIN2D	1.89475
SLC1A4	-0.273666666666667
LOC401127	-0.4175
HINT2	0.441
PLD4	0.280166666666667
ZNF286A	-0.46975
ENY2	0.10475
IL1F6	0.13
PXDNL	1.03875
C20orf79	0.08125
TNFSF13B	3.3805
DENND3	0.700875
JARID1D	-3.3185
HIST1H2AK	1.14425
LOC93349	0.5059
SSH1	-0.8784
ENSA	0.18825
LOC219854	0.138666666666667
CKAP2	-1.8322
DKFZP564J102	-0.359166666666667
MGC87315	0.532833333333333
HNRPAB	-0.6275
AMH	0.634
ZNF526	0.4965
BRUNOL5	-0.126
CACNG3	0.102166666666667
TRPM1	-1.5025
PPP2R1A	0.40125
COL2A1	-1.33225
DDN	0.0595
FLJ25770	0.304333333333333
HK2	0.661142857142857
ELOVL6	-1.32175
MDK	0.9995
EPHX1	2.2195
RASSF2	0.7595
DKFZP434B0335	1.00175
DLX3	-0.08625
PRTN3	-0.2905
AVPR1A	0.103
C21orf125	-1.49275
TNFAIP8	-0.3925
GNB2L1	-1.67775
CALCRL	1.89725
SCGB2A2	9.06316666666667
UBXD7	0.048
ZNF674	-0.3595
TMEM35	-0.661
BRSK2	0.305625
HECTD3	0.0518333333333333
TMEM188	-1.0915
LGALS9	2.45075
SCARB2	0.5995
USP34	-0.162916666666667
C17orf28	2.02983333333333
ZDHHC23	-1.8385
AQP12B	-0.136
SLC16A3	-2.628625
APLP2	0.30175
ITIH2	-5.33375
MICAL3	-0.102125
TNNI3K	-0.2426
HDAC2	0.559625
PRR7	0.8358
THBS2	-0.797125
LOC751071	-0.7725
CA2	2.08966666666667
RANBP17	1.71175
RLN3	-0.08675
CRYZ	-0.888333333333333
GBAS	0.136
TAS1R1	-0.2725
MPZL3	0.5905
PCDH8	-1.3445
HSP90B1	-0.268166666666667
KCNK15	1.381
TNIP2	0.131
GPR146	-0.45425
NOL6	-0.03525
SPC25	-2.16544444444444
STEAP2	3.60635714285714
VAMP3	-1.30233333333333
TCIRG1	-0.39925
ZP4	0.220166666666667
PARL	-1.282625
TRIM39	0.261833333333333
KIAA1305	1.23475
CRNN	0.2
GRN	0.2385
HSH2D	0.53025
SCAMP1	-0.518375
KIAA1913	-0.041
PTS	0.228
BANP	0.212428571428571
PRKACG	0.1625
ADCY6	0.933333333333333
C16orf46	-0.17
CYP51A1	0.24125
DDC	-5.532
ANPEP	-0.593166666666667
PROM1	-3.213
SIGLEC10	1.49375
COPG	1.081
FAM26E	0.303
TRIP4	-0.07025
SNX3	-0.616666666666667
C1orf175	0.487833333333333
PPY2	0.112
C14orf152	0.71125
FTSJ1	-1.11716666666667
DST	-0.5279
LOC554235	0.0515
GLRX5	-0.205
C20orf12	1.3097
CAB39	0.24
MSH2	-1.24366666666667
PIP4K2C	1.255
CYLD	0.45825
WTAP	-0.275875
MGAT4A	0.805333333333333
TSC22D4	-0.0441
CHRM2	-2.0135
PPYR1	0.2585
CCNH	-1.08883333333333
RRM1	-0.90775
ECAT8	-3.3485
LOC400120	-0.0625
GABRA4	-0.016375
C14orf4	1.1905
C1orf59	-0.27125
CTDSPL	0.52975
NHEDC2	-1.319
PDE11A	-0.2203125
KLHL29	-1.249
CD5	0.7238
TSPAN9	1.9981875
WDR67	0.711
THUMPD1	1.6084
C18orf17	-0.29025
CLYBL	-0.949333333333333
FLJ13231	0.4535
CMBL	1.210125
LECT2	-0.31875
NKAPL	0.847666666666667
LOC654780	0.4605
OR4C6	-0.0875
RAB30	1.93033333333333
TSSK4	0.162
TMEM163	0.5875
OSBPL11	0.348666666666667
GNB5	-1.88066666666667
CCL21	0.43375
C1orf121	-1.06266666666667
FMO2	0.934
RPTN	-0.1845
MSTN	0.455
VCL	-0.958357142857143
FYTTD1	-1.21875
C11orf1	0.35075
CCDC88C	1.4205625
HFE	-0.336055555555556
MOGAT1	0.8185
FAM125B	0.0441666666666667
IRGQ	0.157
RAVER2	-2.38275
AKAP5	-0.391
SSSCA1	-0.78575
C11orf63	-0.238
ACTG2	-1.0257
PORCN	-0.9005
DTL	-1.264
TMEM151	0.68075
FAM122C	0.316
RSAD2	1.7145
BAT4	-0.17
KRTDAP	-1.8065
MYH8	-0.061375
CRTC3	0.249
LRRFIP2	0.4662
INTS4	-1.10366666666667
TTN	-0.5495
SLC26A5	0.4395
PLLP	-0.9955
RGS6	1.243875
SRGAP3	0.982
ZNF525	-0.417166666666667
NBR2	-0.317
C13orf1	-0.1236
ZNF137	-0.1
CEP27	-2.0515
BEST2	0.103
RNF121	-1.4405
DMRTC2	0.9215
C8orf76	-0.00399999999999999
BCCIP	-0.456
MEST	0.38775
HTRA2	-0.594
ANGPTL2	-0.12375
ILKAP	-0.0795
ERAS	0.1235
HBS1L	0.16175
CPA5	0.2565
TMEM30A	-0.911833333333333
CD300LF	1.96216666666667
WISP3	1.3955
CRK	-0.233357142857143
PDS5A	-0.1818
BRPF3	0.124666666666667
NEDD9	0.512375
SMPDL3B	1.018
PSG6	0.0975
PSMD13	-0.1905
ETV5	-2.0531875
OR51A4	0.298
BTBD7	0.943166666666667
GSTO1	-1.8995
hCG_16001	-0.1405
MAD2L1BP	-1.27666666666667
COX6A2	1.993
SCNN1A	2.80183333333333
LSM1	1.11133333333333
UGT2B11	-0.35725
IDUA	1.108
PPP2R3C	-1.11983333333333
COX11	-2.0125
PDZK1	-0.709
ZNF443	0.464166666666667
MGC21874	1.23883333333333
ZNF323	0.4729
KRTAP10-10	0.2145
CXCL6	-0.52375
SLC34A2	0.333
LOC284402	-0.1285
NPTN	0.247083333333333
UPP1	-2.44125
SLC6A9	-0.7185
OR7G3	-0.083
CISD1	-0.3215
ZNF545	-1.1965
SYT14	-0.7625
NT5C3L	-0.917833333333333
ZNHIT3	0.0201666666666667
SNRPD3	0.2705
KIAA0701	-0.24175
UNC93B1	0.266833333333333
GMNN	-1.82
SPCS2	-0.208
LOC388524	-1.231
NAPRT1	-0.82
PNLIPRP1	-0.09825
OR6V1	0.644
PRKAB1	-0.49775
EYA4	-3.20783333333333
KIF20A	-1.21875
ALG10	-0.7475
ITPKC	1.44133333333333
LMX1B	1.1395
RPUSD4	-0.856
C7orf34	0.192
DLGAP2	0.13275
PFN1	0.0675
MICALL2	0.101083333333333
ZNF654	-0.9345
SS18L1	-0.514625
SLC16A8	0.041
MKI67IP	-0.7755
ITGB3	-0.954
TCEA3	2.02458333333333
CEP152	-1.5689375
CLIP1	1.115125
ZNF75	0.97
ATP5C1	-0.871666666666667
NUDT5	-0.422333333333333
PSCDBP	1.628
UBP1	-0.584
RBM27	-0.22975
C13orf15	1.17625
ZNF282	0.213833333333333
ZNF222	-1.0482
COL10A1	5.98475
PRDM15	-0.77525
TTTY5	-0.4595
FAM9C	-0.3035
C20orf67	-0.50675
GNG13	3.1975
F12	0.88875
C1orf41	-1.12925
CPXCR1	0.02
GSK3A	0.265625
SUPT6H	0.139166666666667
PI16	3.423
ELL2	-1.20058333333333
C9orf167	-1.726
PVRL3	-2.6422
FLJ38596	0.61875
ADAM20	0.253
GPR89A	0.0225
GPR87	-3.24
ZNF30	1.104
SMR3B	-0.0295
ZNF770	-0.179625
TRPC4AP	-1.04266666666667
DKFZP686E2158	0.333333333333333
C2orf28	0.4315
FREM1	-1.86466666666667
LAMA4	0.139
ADPRHL2	-0.174
EIF4G2	0.131333333333333
GUCA1A	-0.1465
CTNNA2	-1.255625
NUDT15	-1.19216666666667
CEPT1	-0.973333333333333
ZNFX1	0.244
CCDC92	1.10675
TDRD1	-0.504
KCNK5	-0.767833333333333
ETNK1	-0.500583333333333
LTA	0.3995
TTPA	-0.177
B3GALNT2	1.378375
SC65	-0.425333333333333
PEX5L	-0.953625
EPS15L1	0.2175
MGEA5	0.13
HIST1H3A	1.74425
ING1	0.483125
BCAT1	-3.265625
ORC6L	-2.53618181818182
KLK11	-2.2985
C19orf28	-0.748
DNER	-4.4055
MED22	-0.784642857142857
ETV6	1.46441666666667
CHAC2	-2.042
CD300E	-0.131
CEBPB	0.821833333333333
ZNF398	-0.18925
LRCH3	-0.015
HMGA1	-1.62833333333333
CAPN7	-0.908166666666667
MGC5566	-2.60325
CCL3	2.46975
NANOS1	0.48325
ZFYVE19	-0.05775
APITD1	-0.349833333333333
PARD3	0.92525
IRAK4	0.130333333333333
SERPINI2	-0.0215
CEP170L	-0.37975
TTC9	2.685
MYOM3	-1.318
MLPH	1.654
LOC222699	0.158
NRG1	-1.96766666666667
TBC1D9	1.83054545454545
TTK	-1.0235
ZNF557	0.3503
DDX41	-0.383833333333333
FANK1	2.405
UBE2D2	-1.026625
PSMB10	0.687625
MYH7B	-0.283
GABARAPL2	-0.957625
MARVELD2	2.394
DGCR2	0.166833333333333
UNC45A	-0.0396666666666667
C6orf72	0.1035
ZNF683	4.47175
GIT2	-0.1475
CASK	1.57866666666667
C14orf161	1.3815
LRRC44	-1.56625
TIFA	-0.202625
UTP11L	-0.8595
C6orf65	-1.1675
FDPS	-1.40575
DUSP9	-1.8232
SLC17A8	0.0461666666666667
OR51G1	0.164166666666667
NANS	0.64425
OLFML1	1.39675
ATP10B	-0.995375
NPAS3	-1.2625
PRKCA	-2.2131
GGA2	0.588625
LCE4A	0.326
SPANXN3	0.18075
CCDC115	1.493875
SDCCAG3	-1.49375
GLIPR1L1	-0.27225
TTC1	-0.67675
C17orf76	1.89075
MAD2L2	-1.3625
HIPK1	0.2343
LRRC3B	-0.0591666666666667
CLN3	0.647363636363636
C17orf47	0.231
FMN2	-2.698625
TUBB1	-1.407
WAPAL	-0.546166666666667
C3orf21	-0.60975
SCN5A	-0.458
SMYD1	0.7725
BEX5	1.03175
ZNF192	0.483
SEC22A	-0.990833333333333
GRIA2	0.083
KIAA0825	-1.24425
NUSAP1	-2.02072727272727
LANCL1	-1.454375
C15orf40	-0.3934
ZNF645	0.081625
GPR61	0.13275
NLRP14	0.2175
SNX21	0.2186
C1QTNF8	-0.127
C17orf46	0.43175
IFNA8	0.025
SPRR1B	-1.20466666666667
FLRT1	-0.67475
SNX17	-1.44066666666667
ASB2	0.0406666666666667
HBG1	-5.4645
RPRML	-2.05025
JOSD2	0.206833333333333
PLSCR3	0.3715
SPOCD1	-1.07216666666667
RAB39	-0.481
GHRH	0.0895
ITIH5L	0.5475
C17orf37	1.30725
SMCR8	0.6935
DPY19L2P3	-1.15066666666667
IL11RA	-0.615
GDF3	-3.72383333333333
RPS6KB1	-0.534416666666667
DNAJC19	-0.3888
TOP1	-0.0235
CRCT1	-0.216625
MPST	0.232625
DPM2	0.316125
FAM38B	-2.66016666666667
SLC18A1	-1.9055
FARP1	-0.0461666666666667
PAX7	0.13275
TUBD1	-1.2945
GNL3	-0.498375
BTG2	0.7266
NDUFS6	-0.54775
C1orf79	-1.5365
ERAL1	-0.08775
ECHS1	0.62725
VPS4A	-0.410333333333333
CYP11A1	-0.546625
ABCC6	0.899071428571429
PBX4	-0.231
MOSC1	0.90575
NCF4	0.15925
HYMAI	0.52
NAGPA	-0.2605
OTOP2	0.30775
ACOT12	-0.09925
MTHFD2L	-0.953625
LOC441376	0.3975
C19orf34	-0.204
RAB1B	-0.85325
ALDOAP2	-0.574
NTRK1	-1.24133333333333
ARTS-1	-0.597
SLC6A11	-0.7105
NAP1L2	-0.55075
CNGB1	0.0365
EPB41L4B	-0.105416666666667
FAM134B	1.783625
HS3ST3A1	0.0976666666666667
CPXM2	3.1725
SIRPB2	-0.0785
CHORDC1	-1.46533333333333
TRIB3	-1.37083333333333
SLC2A5	0.4435
C2orf49	-0.5665
DDX5	-0.12325
OR5L1	1.179
ANAPC4	-0.2155
ZSWIM1	0.861
LOC93622	0.407125
KCNK3	0.0583
RP11-35N6.1	-1.71575
ZFP161	0.150833333333333
AQP9	2.33525
SLC15A2	1.93433333333333
MREG	0.472833333333333
OR9I1	0.17
PDLIM2	-0.42125
ADAM7	0.2635
GSTCD	0.4495
WDR21A	0.971125
SLC12A8	0.846
TMEM174	0.24475
IGSF3	0.613416666666667
LRRN1	0.52175
LOC402117	0.04625
SRPK1	-1.55633333333333
LY6K	-1.8573125
NFIA	3.3235
PTCD3	-0.202875
LEP	1.69966666666667
PCDH21	0.267333333333333
MAPKAPK2	0.6445
NMNAT1	-0.415333333333333
LHFPL2	0.24575
C9orf43	0.2885
DIP2A	-0.821
ACTR8	-0.166375
CCDC34	-1.20225
PTPN22	-0.7515
ITGA3	-1.763125
FAM129C	0.713
RABGGTA	0.0438333333333333
UNC45B	-0.01675
KIAA1033	-0.2135
ZNF510	-0.164
CYP2D6	0.0686666666666667
SLC26A10	-1.9975
STX8	-0.3185
LUZP1	-0.532
WDR89	1.06533333333333
EIF4G3	0.2767
C5AR1	1.08175
ZNF623	0.1345
A2M	0.247
TGM7	0.441
GRPEL1	-0.387666666666667
LMNB2	-0.2819
ROCK2	0.6685
SNX16	0.8565
CCDC66	-0.553
ANXA3	0.59475
KIAA1609	0.17725
EED	-1.56775
RNF32	0.467333333333333
HES1	-0.6727
CLC	0.279833333333333
ISL1	-0.4835
KIAA0528	0.46775
MANEA	-0.440125
C1orf61	-1.8745
hCG_2001000	-0.0865
RAPGEF6	0.2609
KIAA0020	-1.07966666666667
NEIL1	0.79825
C16orf45	1.874125
RBM10	0.311666666666667
C10orf125	-1.649625
MRS2L	-0.57775
DNAH17	-1.100375
C19orf10	0.32175
C1orf160	0.7155
SLFN12	-0.9155
EXOC3	-0.765833333333333
HIST3H3	1.04875
NCOR2	-0.274333333333333
TNFRSF9	1.736
MFSD8	-0.943
ALX1	-3.22416666666667
NOL1	-0.376
PODN	1.918
TIAL1	-1.6065
HIST1H1E	1.46175
NPY6R	0.34575
TM4SF4	-0.4075
CORO2A	1.18425
ETNK2	0.0781666666666667
APOE	1.5307
ANGPT4	0.289
HDGF2	-0.26225
G30	0.122
ST8SIA4	-0.345
F2RL1	-0.19575
FAM19A4	-2.5145
CCAR1	0.01925
B3GNT7	0.2595
OPHN1	0.2275
DSCR6	2.3365
C21orf13	1.56233333333333
GAS2L1	-0.098
RFX3	0.0646666666666667
COPS4	-1.205875
BCHE	-4.6125
BCL2	0.167375
HBZ	-3.1185
ARL13B	-0.333
MAPBPIP	1.29
MYO15B	-0.105125
SPZ1	0.07325
KIAA1324	3.16622222222222
PLCL2	-1.185625
C4orf29	-1.45675
WDFY2	-0.77025
ZNF284	-0.9485
NAALADL1	-0.1925
DUSP5	-0.754
PXDN	-0.130375
SLMO1	-1.157
TNXB	0.7105
BIRC7	-1.11775
A4GALT	1.18133333333333
TIMM22	-0.02525
FAM110C	1.567
TOMM34	-1.3205
ABHD9	-0.098
ADAM32	-0.052
CRHBP	-0.34175
AQP2	0.539125
LOC130355	0.82575
ZNF187	-0.689333333333333
ZNF816A	0.2425
F7	1.132
CNOT1	-0.855
SLC13A4	0.211
ZBTB11	-0.89275
B3GALT5	0.742
EXOC2	0.648
IRS1	-0.1706
TMEM1	-0.108
MRPL34	0.066
SAMM50	-0.5545
CDC42EP3	-0.14125
HSF2	-0.743
MFN2	0.053
TSPAN7	-2.47466666666667
NUCB1	0.514916666666667
RHOH	-0.92725
ARL16	-0.07
TACR1	0.2275
SFRS5	0.0853333333333333
SNX25	0.3485
RHBDF1	1.45966666666667
PCDH18	1.22233333333333
HMG1L1	0.8785
MYO5C	1.129375
MAPK10	1.8345
LDHAL6A	-0.0155
NUDT12	-0.0976666666666667
NCAM1	-0.2055
GLIS2	0.9155
GGTL4	1.2035
DAPP1	0.2045
ATF7	1.449125
KIAA0748	0.351
NFIL3	-1.32575
TM6SF1	0.3383
SEZ6	0.135375
NANOS3	0.4885
DNAJA3	0.589
CLDN6	-2.568
CIITA	2.9264
EPHA4	-0.584583333333333
FANCC	0.18225
CMTM3	-0.115875
PSG3	-0.2305
MRPL15	0.06025
C21orf59	0.4855
PLCXD2	0.279
C2orf34	0.278
UBE2L6	1.116875
MED14	-0.153833333333333
HP1BP3	-0.4507
C6orf208	-0.052
TPBG	0.76375
OSR2	2.0035
XPC	-0.608
KLHL7	-0.912333333333333
CCR3	-0.465166666666667
AGTPBP1	-2.03066666666667
PCSK6	-1.42766666666667
STAT5A	-1.3596
FAM18B	-0.4145
LONRF2	0.296333333333333
PTPN2	-0.58375
SF3A3	-1.05383333333333
EFCBP2	-0.12775
HCFC1	-0.9495
AHNAK	0.27345
ACTR5	-0.59075
KIF14	-1.41
TENC1	1.01875
HEATR5B	0.5065
YIPF2	0.5855
MYEOV2	0.9345
DUSP18	0.81575
KIAA1012	-0.431
AHR	0.907166666666667
C17orf53	-1.36
PTPRH	-2.64675
ATP6V1C1	-0.6289
TAS2R3	-0.207
LOC440356	1.66725
COQ10B	0.16475
PSMF1	-0.0481666666666666
SORBS2	1.63591666666667
NFE2L2	-0.5015
TMCO7	-1.0875
SH3PXD2A	0.4988
SH2D2A	-0.287
SPINK5	-3.33675
MRPS24	-0.4615
OPA3	1.009625
TRAF7	-0.355
C4orf35	0.266833333333333
MT1G	-1.143875
MGC39545	0.11275
HS1BP3	0.478
OR2B2	0.3995
CHRM4	-0.035
SFRP2	2.76933333333333
RIC3	-0.77125
ART1	0.0355
C6orf1	1.220625
DUS4L	-0.5615
C10orf104	-0.39375
TNFAIP6	1.42925
RTEL1	-0.74325
CCT4	-1.1364
ZNF709	-0.47725
CHMP6	0.6585
UPP2	0.19325
CYP19A1	-1.63175
CD151	-0.159
NDUFA13	1.25733333333333
ARFRP1	-1.06416666666667
FAM26B	0.933
CRYBA1	-1.207
MRPL41	1.7805
NPFFR2	-1.212
HRH2	0.176
SCAMP3	-0.436166666666667
MTMR6	-0.315
MTG1	-1.71183333333333
UBTD1	0.85175
CRABP1	-1.671
FLJ33790	0.4585
KIAA1908	1.08466666666667
GPR158	2.54875
PACSIN3	-0.8905
OMD	3.05716666666667
CATSPER1	-0.152
HOXB8	-0.0807499999999999
FBXO46	1.527
OAS1	1.30583333333333
SVIL	0.1145
PHB2	-0.74925
ADCY3	-0.7765
NDRG2	1.43883333333333
ERMAP	-0.3345
APBA2	-1.78583333333333
IGSF9	2.83675
WNT6	-0.341785714285714
MYCBPAP	0.466
ATP2B2	0.0825
CPVL	-1.0688
TRAM2	-0.80325
NOP5/NOP58	0.5155
ZNRF4	0.0935
TLK1	0.146625
MTMR12	-0.0997142857142857
ZNF384	-0.0751666666666667
FAM9B	-2.7105
RPN1	0.5689
PMVK	0.6995
EIF3D	-0.5133
SIX2	-0.38525
HPS1	0.460428571428572
RNF7	0.023
PSKH2	0.288
KCTD13	0.843666666666667
CSMD3	-0.4596
FBF1	0.223
IL8	-6.229625
SERPINB13	0.452916666666667
FBXL20	0.188
BLR1	0.392
SH2B1	0.650666666666667
RFNG	-0.050625
RAB20	0.819166666666667
RBM7	-2.91975
POLR1A	-0.560166666666667
TMPRSS4	3.1835
TAF9	-1.6215
TERF2	-1.11466666666667
TNFRSF1A	0.581
ACADVL	0.0776666666666667
GTF2H5	0.9285
EDG8	1.59
C9orf140	-0.17425
UST6	0.553
ZBTB8OS	-0.30675
ZNF710	1.4445
GPR174	-0.667
ATP6V0A2	-0.93375
KIAA0319L	0.88075
XKRX	-0.5135
DOPEY2	1.7333
SDHD	-1.2925
SUMF1	1.51025
OSM	3.52075
OPN3	0.232
DAGLB	0.26
PPFIBP1	0.9082
TRIM63	-2.3145
C10orf53	0.1465
LYPD3	0.8835
BCL7A	0.06325
AGER	-0.177833333333333
TCF19	-0.68475
SAT2	0.08275
PFTK1	1.75083333333333
GABRE	-3.21175
C15orf38	1.3336
FIS1	-0.1595
KCNV2	0.71
CLPS	0.71425
PPCDC	-0.6
FOXN2	1.034
NT5E	-3.6217
CD83	0.77175
IL18	1.362875
VPS16	0.6295
IGFBP2	0.901666666666667
NOTCH2	-0.044
SIGLEC1	1.836375
CD93	4.4465
SULF2	-0.55225
CEP164	0.268
P53AIP1	0.240666666666667
TOR2A	0.204666666666667
ZNF136	0.55625
MGP	2.7858
CCDC144A	0.0441666666666667
TRPC1	-1.34383333333333
SMS	0.4815
MAPK7	-0.505833333333333
RRAGC	-0.18
PARD6A	-0.851333333333333
NUB1	0.300833333333333
SYNGR4	1.3695
OR11H12	0.2255
WIF1	0.334
GCH1	0.505
OR11H4	0.1525
SLC44A5	1.516
GPRIN2	1.30383333333333
LOC401431	2.3855
CPA4	-2.182
MELK	-1.57766666666667
IL15RA	0.41025
CUL3	0.1815
HMBOX1	-1.63825
PODXL	-1.96275
CCT6B	0.456
COMTD1	2.3245
MUC20	0.825833333333333
GPX2	-2.750625
ITK	-0.144125
FBXL5	1.30375
C13orf27	-2.0955
DEFA5	0.6645
TRHDE	0.267
MTP18	-1.1105
UQCRQ	1.6354
ITGB2	1.8055
CSRP2BP	0.021
TAS2R44	0.586
PHPT1	0.28025
FAM44C	-0.5215
ERH	1.2595
MPHOSPH1	-2.39816666666667
MORC1	-0.116
PARVB	-1.71725
LAMA1	-2.53383333333333
PGBD3	0.4585
GIMAP6	3.9015
AREG	-1.8705
LIPT1	-0.5065
MGC99813	-1.51775
C1orf201	0.628833333333333
GRIN2A	-0.7193
MAN2C1	-1.055375
NSUN5	-0.3675
SF3B5	0.092
MYC	-2.9339375
NRXN1	0.62375
ZNF18	0.376
SPDYA	0.214875
SLC37A1	1.6385
DECR2	1.4645
ANKRD38	-0.219125
SPTLC3	-2.50175
SUPT16H	0.24975
DTWD2	0.90975
ULBP1	-0.276
ZADH1	0.134833333333333
OIP5	-2.13
IL10RB	-0.91
OTUB2	0.268875
VWA3A	0.204666666666667
SPIC	0.5435
OR6C4	0.178
PSCD4	1.261
DPY19L2P2	-0.6675
TRAPPC6A	1.11583333333333
C21orf2	-0.371
CEMP1	1.103
LIN7B	1.2005
E2F7	-2.10183333333333
VCP	-0.3295
LAMA3	-0.986333333333333
BGN	2.019
GPR160	0.520833333333333
COCH	-3.48033333333333
GPR81	1.47966666666667
APOBEC3F	-1.3735
tcag7.1017	-0.11
C1orf32	0.3715
SCGB1D2	6.713
FLJ43987	0.4645
C6orf170	0.32325
KLK9	0.707
GPD1L	-0.368625
VPS37B	0.9285
ATG3	-1.32116666666667
ADAMTS17	-0.029
KLHDC2	0.0503333333333333
NDUFV2	-0.023
BLK	-1.38525
MATN4	-0.479
GPM6A	-0.307125
GBP4	4.36166666666667
TMEM162	0.165333333333333
PKP2	1.1405
HRASLS	-3.34377777777778
MMP1	-0.85125
SFXN3	-0.5285
FSD1	-1.65216666666667
ST6GALNAC3	-1.96233333333333
CA12	2.3202
NCOA6	0.39025
C19orf58	0.1618
PPP4R1	-0.7495
MAN1A2	0.571166666666667
IKBKAP	-1.17625
UPF1	0.756833333333333
KIAA1219	0.3545
WNT16	-0.0535
SNW1	-0.265875
IL18RAP	3.22325
RPP30	-1.056875
CDC40	0.105857142857143
