Hybridization REF	TCGA-A2-A04N-01A-11R-A115-07
SEZ6L	-0.700125
NR2C1	-0.58075
EXDL2	0.7015
TNFRSF13B	-1.56133333333333
MKI67	-2.503
GLS	0.310333333333333
C7orf54	-0.4848
LGALS13	-0.039
IL4R	-0.19025
SEC11A	-0.0206666666666667
SPP2	0.931333333333333
C18orf32	1.32725
CLSPN	-1.60966666666667
SPAG1	2.183625
C9orf82	0.58675
TM4SF1	-1.07691666666667
EMILIN2	-0.05725
SMG7	-0.340666666666667
TAS2R13	0.5735
ZNF628	-0.9105
DZIP1L	-0.2608
ANKRD13A	0.1682
VASP	1.03875
ZCCHC11	-1.8135
SYPL1	0.395625
MGC34774	-0.79025
C4orf28	0.595875
KIAA1211	0.834416666666667
RPS27L	1.00025
TATDN3	-0.29225
PDCD1	-0.384
OR5P2	0.4205
IFIT1L	0.971
MIPOL1	2.0315
OR51D1	0.5135
C1orf92	0.0556666666666667
LAMP2	0.893
CAT	0.885666666666666
C16orf80	-0.73975
C15orf32	0.3545
ZNF746	-0.2145
C1orf76	-1.3
ATXN1	0.94225
LAMC2	0.29075
SLC2A7	-0.143
CPOX	-1.7145
APH1B	1.58333333333333
LOC442245	1.2065
CTNND1	0.909888888888889
GABRG2	-0.909428571428571
MADCAM1	0.0646666666666667
F5	-2.698125
SEMA4F	0.0588333333333333
NUDCD3	-0.506375
PDZD11	0.183
TRIML1	0.6905
GCNT3	-3.0795
TMEM120A	-0.09525
CNDP1	0.8625
N4BP1	0.67275
SLC35F2	-0.44075
LCP1	-1.05366666666667
IGBP1	-0.0041
DCAKD	0.0528749999999999
ELA2A	-0.662
C12orf56	-2.044
PITRM1	-0.273142857142857
GUK1	-0.481333333333333
RASSF8	-0.6924375
OR2A14	-0.1355
ADM	-2.51488888888889
FGD3	3.01733333333333
GHRHR	0.372333333333333
RHPN2	1.30175
C4orf39	2.13833333333333
VPS72	-0.648
SERF2	0.838555555555555
CD22	0.530833333333333
CD47	0.332
PPIC	1.64383333333333
IMPDH1	-1.76275
ACP6	-1.19133333333333
PRKACA	-0.983
PPP1R1A	0.26625
TRPV3	-0.134
ASXL1	-1.057875
C17orf55	-0.0251666666666667
FXYD1	-0.456166666666667
LMOD2	-0.604
ANKRD33	0.437
LCE2C	-0.0995
ZNF620	-0.316
DKFZP566E164	-0.3395
VSIG2	2.3195
KIAA1128	1.61425
USO1	0.278333333333333
NUDT4	0.879785714285714
CLDN1	0.263857142857143
OR4Q3	0.122
FASTK	-1.53983333333333
ICOS	1.33383333333333
LDB1	-0.5715
GSTA5	-0.5365
ABCC1	-1.33766666666667
FAM54A	-2.86175
PCBP2	-1.33233333333333
NUP205	-1.236
ACTA1	-1.281
GABBR2	-1.62575
PIP5K1B	-0.583333333333333
AGXT	-1.67416666666667
RNF181	0.0805
ATP8A2	1.2885
AFTPH	1.6595
FGF21	0.02475
FCER1G	1.946125
SNTB1	-0.93925
SLC24A3	0.993125
TXNL4B	-1.8151
RPL10L	-0.7965
LOC389517	-1.22995
TSGA13	-0.849
SHOX2	0.738666666666667
ITGA7	-1.1445
KCNIP2	-0.541666666666667
KLF13	-0.3953
ZFAND2A	-0.27925
CEACAM1	-0.650857142857143
PFKFB4	-2.42183333333333
MED19	0.65
LRRC57	0.700166666666667
RNF11	1.2925
ANKRD32	-2.2985
P117	-0.16525
OBFC2A	-0.452833333333333
POLD3	-0.495416666666667
RAB18	1.778125
TPH2	0.0185
PHB	-0.7239
JDP2	2.20033333333333
MORF4L1	-0.2462
POU2F1	-0.34775
CNNM2	-1.34716666666667
LOXHD1	0.1365
ZC3H15	-0.04725
ELK3	0.8725
FAM111B	-0.45775
CBLC	2.17733333333333
SBNO1	0.96525
ANKMY2	-0.2055
PLEKHA5	0.4
DHX58	1.07616666666667
ARCN1	-0.6235
TREML1	0.3141
KNCN	-0.121
SEC24A	-0.4545
PSCA	1.2605
MGC24125	0.895
DNA2L	-1.39875
CIB4	0.462625
HIGD2A	-0.542833333333333
TBX6	-0.110833333333333
TTLL5	0.00916666666666667
SGK3	3.46033333333333
GCN1L1	-0.7395
AMOT	0.8218
LDOC1	-0.0853333333333333
NRK	0.393333333333333
ASB9	-2.8355
NAT1	3.9317
TRAFD1	-1.13175
PEAR1	0.272333333333333
FAM36A	-0.053
OR1S2	0.574
LOC388323	-2.21275
PGS1	-1.39933333333333
LEPREL1	-2.5445
TFF1	-2.40325
HAP1	0.2245
EPHB2	-0.14075
ACTG1	0.0561666666666666
ZFP42	-1.74683333333333
HAVCR2	0.8893
NME1	-0.7305
SNX26	-1.49208333333333
LACTB	0.880833333333333
ZKSCAN2	0.602125
C5orf35	1.06
ANKS3	0.1925
RBM28	-1.01725
DKFZP586P0123	-0.68675
HNRNPA1	-0.04
BCAS3	-1.599
FLJ20184	1.239
POLA2	-2.07233333333333
TMC7	-0.445
HSD17B6	2.582
ZNF658B	1.72483333333333
TTTY10	-0.5375
RANBP9	0.183916666666667
CPNE7	-2.191
EVL	0.901529411764706
LNX1	1.8345
IFNA21	-0.164166666666667
CFD	2.7325
PYCARD	1.746
MYBPC2	-1.565
ENPP3	-1.22316666666667
ACSL4	-1.399
LOC440258	-0.658166666666667
TMEM176B	3.33
SOX2	-4.565625
SCO1	-0.277166666666667
COMT	-0.818
AOC2	0.07825
PDLIM5	1.84071428571429
SPHK2	0.338166666666667
NXPH2	1.479
GPR108	-0.198333333333333
RAD51L1	0.447333333333333
TMEM54	-0.09825
LETMD1	-0.988
SLC6A17	-0.1085
KRT75	-0.562
STT3B	-0.7315
CD3EAP	0.119833333333333
TMEM63A	-1.1635
DUSP13	-2.08675
CD1C	-0.104833333333333
LASS2	0.0343333333333333
AVP	-1.4135
PITPNM1	-2.675875
FLJ22795	-1.2225
MCTP1	-1.71275
TRIM68	0.678666666666667
UCK2	-1.54083333333333
ABHD1	1.31675
FAM50A	-1.64875
RNASEH1	-1.24316666666667
PCP2	1.02833333333333
OR52H1	1.109
C20orf149	0.26525
RBP5	-0.1755
HYAL3	-0.342
CLPB	-1.3465
SMNDC1	-0.26025
DONSON	-1.55233333333333
FLJ27523	-0.45225
BARHL2	-0.171666666666667
SLC30A9	0.3075
TMPRSS11B	0.352
E2F8	-1.82366666666667
CCDC25	0.304666666666667
C14orf48	-0.4225
C20orf116	-0.317375
TSPAN11	0.258
YIF1B	-1.41666666666667
FAM12B	1.03675
OR1L6	0.0315
HPN	-0.0187
NBN	2.24725
C14orf94	-0.993333333333333
OCLM	-0.1065
ZSCAN18	-0.1154
L3MBTL	-0.7769
TSTA3	0.0755
RAC1	-0.324875
C19orf15	0.113833333333333
NFE2	-3.7635
KLK14	0.318
ARSF	-0.0245
MAST2	-0.407833333333333
AMICA1	1.332
GTF2A1	-0.473125
ATP1A3	-1.25075
TC2N	3.6969
PNKP	-1.1685
ODZ2	2.340625
MATR3	0.563125
S100P	-1.88
KRT82	-0.1235
CA13	-0.2981
PROZ	-1.7525
AASDH	1.094625
C19orf40	0.0503333333333333
DCK	0.0105384615384615
FAM5C	-1.5005
SLC6A4	3.14
MID1IP1	-1.167875
TESSP5	0.5815
TMOD4	-0.262
DOCK2	-1.39433333333333
TUG1	0.252375
NUP214	-2.125
DPYSL2	-1.25027272727273
GOLM1	1.66691666666667
MPFL	0.17725
SOX13	1.072
SDCCAG8	1.4509
KEL	-1.84216666666667
NUP210L	-1.8345
GK	-1.043125
DNAJB1	0.27275
ALPK3	0.2485
CHID1	-0.455
CYLC2	0.0363333333333333
IKZF5	0.7785
C8orf51	2.82116666666667
PPM1J	0.9845
GIMAP8	3.29016666666667
GPR101	-0.164
NR2F1	0.102
ACAD8	0.4
RBM35A	1.70025
GNAI2	-1.60333333333333
METTL8	0.302333333333333
SLC39A7	-1.8695
FBXO8	1.594
CAMK1	-1.1875
RFC3	-0.619875
FAM129A	0.743071428571428
ILF2	-0.896
FGFBP3	-0.559625
NOM1	-0.511833333333333
PSMA3	-0.00025
ASCC3	0.6093
ZYG11A	-1.253
SOX21	-1.332875
LYRM1	1.04075
DEFB1	2.3145
LOC91431	-1.95866666666667
OR7C2	1.2115
FAM46B	1.82325
TMEM18	-0.02775
ARHGAP30	0.310333333333333
TMEM86A	2.24391666666667
EPHA2	-1.856
C10orf46	1.0669
TCHH	-0.100666666666667
C3orf30	0.0396666666666666
LOC285636	0.421333333333333
PAIP2	0.75825
CYP2U1	0.368875
C12orf34	0.58025
SARS2	-1.08166666666667
ZCWPW1	1.52025
SAMD12	3.192
KIAA1430	0.5335
ACAT1	-0.0825
MEOX1	-0.132
ADAMDEC1	3.49825
PHKA2	-0.27475
CARD11	-1.60933333333333
CALML4	-0.68
TSSC1	-1.24125
TMEM45A	-0.291444444444444
MPP7	2.8575
POU1F1	0.217
SLC2A13	-0.2951
FBN2	0.556142857142857
ZC3H7A	0.6846
LAIR2	-1.60525
ST3GAL1	0.0263333333333333
LCT	-2.73775
GEMIN8	0.7715
KLF16	-1.8686
HIF3A	-0.0935
FAM44A	1.17992857142857
AQP10	-1.218
PLA2G2A	-2.2545
FOLH1	1.013
C20orf186	0.1245
MAPKAP1	-1.549375
SPRR2D	-1.262
UBQLN4	-1.78683333333333
RSHL1	0.218166666666667
PIAS3	-0.355625
MRPL24	0.08025
GREB1	0.022625
FAM27E3	-1.656
NUP62CL	-0.47125
NEUROG3	-3.664
REEP3	0.79875
MARK1	-0.375625
LMBRD1	1.60075
PRPF19	-1.4455
PNMT	-0.837833333333333
CTGLF1	-2.226
SLC25A16	0.98575
EIF2B3	-1.5775
RPA2	-0.2285
PAK6	0.967833333333333
CCDC26	-3.828
SEMA3E	4.073
MXD4	-0.0492
TNFSF10	3.218
SMARCB1	-1.64966666666667
DTX3L	1.24933333333333
PLA2G4E	-0.2365
PPAP2A	1.07
ULK1	-0.887416666666667
TAS1R3	0.2855
SLC2A3	-2.997
ARID3A	-2.55825
GNG5	0.35575
ACOX1	0.3539
KIF5B	0.16375
NUP153	-0.77425
MUC7	-0.087
CSDE1	-0.168785714285714
CLPTM1	-1.36725
C3orf23	0.10375
LRRC17	2.07716666666667
TTYH3	-1.848
ATP5B	-2.0435
ELF3	0.5621
CPSF3L	-1.33266666666667
ZNF665	1.09383333333333
TLR6	0.6075
GPI	-1.79225
RAD9A	-0.891375
NDST4	-2.967
AGPAT3	-0.363083333333333
MAGI3	2.70166666666667
ADORA2A	-0.688125
CACNG7	0.7535
CAMK2D	0.183642857142857
CCHCR1	-1.2985
RPS27A	-0.1675
OR10G7	0.326333333333333
GCM2	-0.071
FAM135B	1.6442
E2F1	-2.1455
PLCB3	-1.24925
OR2AE1	0.7305
COIL	0.308
CDC25C	-1.87866666666667
RAB11FIP2	1.01983333333333
TSC2	-0.68075
CTGLF5	-1.7435
CCDC108	-0.2495
OR13C4	0.3525
C10orf81	6.38575
PTPRB	1.99475
ACP2	-1.21425
LAG3	-1.08275
MRPL54	0.09975
LOC201175	-1.2705
ITGB1BP3	-1.76525
SPTAN1	-0.384333333333333
SIPA1L2	0.31875
RCAN2	0.3985
CDX2	-1.2345
ECOP	-0.2075
ACTR1A	-0.203571428571429
PPARG	-0.6315
BBS10	0.863166666666667
TMEM44	-1.51175
BPIL2	-0.41075
CITED1	-1.32825
IRF6	3.21725
PRDM4	1.25466666666667
RRP9	-1.196
OR10H4	0.3575
IL31RA	-0.92225
GNB1L	-1.774
MYBL2	-2.72275
ZNF407	1.44866666666667
PPIG	0.758
TTC18	4.112
RPSA	-0.6685
MAPT	1.7985
MRE11A	-0.0882142857142857
C8orf37	1.5405
RASGEF1C	-0.551166666666667
STBD1	0.34575
CTAG2	-0.276166666666667
MGAT5B	-1.93466666666667
ECM1	0.2345
RLN1	3.696
PARP14	0.3873125
EPB41L1	0.305
HOXA3	-1.41925
MAGEA9	-3.94975
RPS8	0.1725
RPS19BP1	-0.96275
FOXJ2	0.50525
C10orf76	0.093875
IL17RE	0.18325
C10orf65	-1.922
ZNF343	-0.204
FBXO33	0.603375
UHMK1	-0.6406
LY6G6C	0.20375
FGF19	-1.84975
C14orf128	0.7315
IFIT2	2.048875
TIGD1	-0.287
S100G	0.719
GUCY1B3	3.129
NR3C1	0.0981
CORO1B	-1.85983333333333
PARP11	1.75025
DNALI1	4.05216666666667
OR4N4	0.145625
MAP2K6	-0.4175
FSTL4	0.35775
ANKRD47	0.74475
TMEM171	-1.3135
PNLIP	2.6235
YY1	-0.853
CCDC138	-0.946166666666667
AASDHPPT	0.0883
CKS1B	-0.7352
MCM3	-1.51716666666667
ANAPC7	-0.706333333333333
FAM110A	1.3915
CDC37L1	1.78916666666667
THTPA	0.568
NBPF20	-0.5485
WDR24	-0.25575
NPTX2	-0.74825
CBLB	0.4395
CETN1	-0.0183333333333334
RPUSD1	-0.44325
FAF1	-0.69525
CDK6	-2.1939
HMX2	0.2445
CSK	-1.76883333333333
TEAD2	-0.877
SNAP25	-0.9395
TUFT1	0.9702
TMTC3	0.953166666666667
LCK	-3.071
SGOL1	-1.3745
AKTIP	1.61525
FURIN	-1.183
SOX12	-0.9025
DEFB103A	-0.57825
RAMP1	3.2125
KIR3DX1	0.4125
GAS2L3	-0.559
PDE8A	-0.9672
EDN3	1.225
GMIP	0.22725
SF3A2	-1.18
FN3KRP	-0.08075
SMAD7	0.9025
RHBDD2	-0.6615
OR11H6	0.505
PPP1R3B	0.7355
C9orf23	0.46675
CADPS	0.87225
GOLGA8A	-1.40675
TMEM57	0.627333333333333
RGL3	-0.974
S100A14	2.62375
FGFR2	0.86425
XRCC3	-0.77825
RTN4RL2	0.46275
MGC3771	2.596
GH2	-0.194833333333333
BTBD2	-1.35525
LMO2	0.22175
RDBP	-0.878875
ACRBP	-1.8335
AMY2A	2.4915
DUOXA1	0.769
PTK7	-0.353666666666667
TWF2	-1.51966666666667
FAM80A	-1.511
TNNI2	-2.75183333333333
GLT25D1	-1.58883333333333
OCC-1	-0.55175
CYC1	-1.08166666666667
RPL22	0.433090909090909
MORN3	1.83333333333333
DISP1	1.86125
PRB2	-0.2535
CHUK	-0.05625
HR	-1.292
CCDC134	-0.82725
DENND4B	-1.731
C14orf130	0.48825
RAB33A	-0.85425
DCST2	0.2235
TNMD	-1.9015
PEX7	1.93975
FAM62A	-0.497375
SRD5A2L	0.27925
IL22	0.03425
RPS26	-1.14333333333333
HOXC5	-0.6
SPATA6	1.50025
FLJ38482	1.053375
ZNF234	0.8345
C18orf22	0.87
SPATA22	0.3135
THOC1	-0.524
CYP7B1	2.739
KCNC3	-0.5395
C8orf42	-0.4575
ALDH1B1	-0.333
CCDC100	0.4056
ARMC4	-0.37625
FAM18B2	0.31325
SLC44A1	2.04125
FBXO17	-1.27866666666667
C6orf107	-0.694
C19orf29	-1.00575
ZC3HAV1L	-0.13425
PARP6	-0.6065
SULT2A1	-3.60275
C1orf159	-1.28825
TMC1	-0.114
CHST14	-0.6415
GAMT	-0.564833333333333
SMCP	-0.118333333333333
TSPAN33	-0.543
MIDN	-0.998625
NOX4	3.83875
RNASEN	-0.0784
TBX1	0.8655
SALL2	0.31525
C10orf35	1.753
CYP2E1	-0.656125
LRFN2	2.8685
ACO1	-0.703666666666667
IQCG	1.8197
MEGF9	2.952
TM7SF4	1.2265
PLEKHA1	0.809533333333333
STK33	-2.597
C1orf210	2.37275
SNUPN	0.2138
KIAA0406	-1.4395
C20orf29	0.39925
TMEM55B	-0.9405
OSTM1	-0.774375
CLCN7	-1.8785
OTP	0.26875
FLJ23049	1.488
HEATR4	1.791
MAP3K10	-2.3835
PCDHGA9	0.217
AMDHD2	-1.11275
LCTL	-1.911
PDCD2L	-0.72875
CABLES2	-0.81225
SLC5A9	-0.37225
CLCA2	0.347833333333333
MGC16025	-0.8585
STRAP	-0.644166666666667
C20orf196	-1.8825
RRBP1	-0.05
NAT13	-0.40675
MAT2B	0.433125
CSNK1D	-1.6195
KIR3DL1	0.0405
PRKAG3	-0.034
ZNF599	1.1285
PRM3	2.2415
PER2	0.350833333333333
ASPHD1	-2.009
PRMT6	-0.09875
KCNE1L	-0.433857142857143
FAM118A	-1.11466666666667
TAF4	0.16125
NDUFB6	0.07275
TRIM9	-0.36425
PMFBP1	-0.6395
KY	0.281
DKFZp762E1312	-2.84618181818182
CSMD1	-0.28975
TBP	-0.215
OR1Q1	0.248666666666667
RETNLB	0.24875
HPGD	1.967
DNAJC12	1.294
FKBP1B	-1.59225
ANKRD24	-0.218833333333333
CXXC5	0.6955
IL3	0.119
DRAM	1.5724
PTCH1	-0.914375
TP53BP1	-0.234
SLC17A7	-0.08375
COL25A1	-1.3805
AMACR	0.821
RHCG	-0.20375
VPS13A	0.734916666666667
FAM55D	0.811
PRPF38B	-0.006
OSBPL6	1.8395
PFDN5	0.6947
CMTM6	0.417
KCNK12	-1.21075
RP2	0.36625
C16orf52	-0.5355
PICK1	-1.6
IFNE1	-0.73
SEMA4B	-0.77025
TYRO3	-1.927
OR12D2	-0.0935
CSNK1A1	0.57485
FANCF	1.62875
LONP2	1.78475
TBL1Y	0.153
LDOC1L	0.166
CCNC	0.51975
C3orf60	-0.04975
CHKA	-0.858
UBAP1	-0.11025
MAP3K1	2.7535
ANKRD9	-2.36125
FAM92A1	0.224166666666667
GAB2	-0.18575
AZU1	-0.3975
DIS3	0.0274166666666667
C21orf109	-1.33725
IQCB1	-0.605
SPATS2	-0.748166666666667
EFCAB3	-0.253
PRB3	-0.091625
FUZ	-0.491
ZNF813	0.981375
BMPER	-0.982
HEG1	-0.191
ALS2CR11	-1.0825
SURF2	-0.2015
PSMC1	-0.2435
OR2D2	0.477
SLC7A8	1.9775
C4orf40	0.3865
SPATA7	1.12525
MAZ	-1.11058333333333
PIN4	1.227
PDE1A	0.36075
TAF6L	-1.16016666666667
OR2T34	-0.557
KIAA0284	-0.607
ACADS	-0.0137272727272728
MKRN2	-0.708
C18orf56	-1.85375
MS4A6E	0.174666666666667
GALNT4	0.9096
C22orf31	0.7985
FLJ36070	-0.505
PSME4	-0.717
TFG	-0.1153
EPHX2	1.34575
ANXA5	0.055125
KRTAP1-1	0.0513
BATF	2.271
KARS	-2.5555
MSTP9	0.4045
GPR26	1.203625
CCDC72	0.64725
TEF	0.190333333333333
FOXK1	-1.3974
PRLHR	0.001
EMX1	1.95425
C11orf30	-0.66725
ICK	0.628
THSD7B	0.417
C21orf100	-1.6335
DUOX1	2.7625
EFCAB4B	-0.3005
UBE2G2	-1.77316666666667
C3orf54	0.552
PARP1	-1.078
FAM60A	-1.05416666666667
C6orf146	0.30025
OR9K2	0.624
DDX55	-1.00266666666667
RPS15	0.46875
ZNF618	0.3383125
DKFZp686D0972	-1.29775
SSPO	-1.1385
SHFM3P1	-1.08166666666667
CPA6	-0.51625
JAG2	-1.09475
DEFA3	1.1245
PPBPL2	0.507833333333333
CD34	3.369375
SLCO4A1	-3.181375
AFG3L1	-2.3925
SHD	-1.1
RP13-122B23.3	-2.03183333333333
PRKCSH	-2.225
DPH5	0.276833333333333
HLA-F	0.679625
TBC1D4	0.0225
RIG	-0.558833333333333
GLUD1	1.10433333333333
HNRPCL1	0.350875
HBXIP	0.14475
RNF207	-1.33
APIP	0.25975
PLA2G3	-0.9495
CCDC84	-0.6035
MYLIP	-0.362538461538462
PHIP	0.49725
AARS2	-0.304666666666667
DHX32	1.054
SCAPER	0.1925
MEN1	-0.628625
NIP7	-0.9645
FLJ25404	-0.066
FASTKD3	0.0905
TMEM158	-2.87683333333333
RARA	1.47775
BDH1	-0.4465
ANKRD16	0.432
CARM1	-0.193
SS18	0.0691666666666667
IKZF2	0.7635
MYD88	-0.958
PML	-0.21615
TAF1A	-0.37275
CBFB	-1.430125
HIST1H3H	-1.16533333333333
C7orf29	-1.47775
COMMD4	-0.596
DPP3	-2.39625
DAB2	1.348875
LOC388882	-0.2825
YPEL4	-0.199
AGBL3	-0.15975
LRP6	0.5862
SERPINH1	-0.489166666666667
TLE1	-0.40325
CD244	0.340833333333333
ZDHHC15	0.872
MGLL	-1.2282
PLDN	-0.738916666666667
LOC654346	0.4595
FAP	3.934
GPR37	0.905166666666667
SCARA5	-0.270166666666667
EBF4	1.859
LSM6	0.10475
MLLT1	-0.901
SLC5A12	-0.035
A2BP1	-1.28883333333333
COPS5	1.21
TPM4	0.131
TNFSF4	2.32383333333333
ACADSB	1.75
HERPUD1	0.4635
BCL2L11	-0.3655
CEP78	-0.504625
CDCA3	-1.739
WBSCR19	0.1689
MYO1A	-1.2055
PPEF1	3.49016666666667
LOC440348	-0.45325
CPEB2	1.2535
BPTF	0.148083333333333
RPL21	0.20425
GSX2	-0.291
ADPRH	0.495333333333333
C17orf68	0.543833333333333
KCNS1	-0.801333333333333
MLLT6	-0.6689
PIWIL4	0.80375
RNF26	-0.8605
RAP1B	0.47075
ADAMTS1	-1.664
ZNF571	1.61075
P2RY6	-0.06725
TRIM21	0.550666666666667
CADM3	-0.449
NLRC5	-0.309333333333333
ADRA2B	0.178666666666667
LOC90835	0.775625
PCF11	0.1975
LOC400451	1.58525
GLTSCR1	-1.0238
C17orf88	-0.731
CDH16	-1.555
FGF7	2.83075
PCSK4	0.9155
NPC1L1	-0.923333333333333
TAT	0.271875
TBCA	-0.31075
MGC33407	0.1745
GPR115	-0.8875
CYGB	-0.3535
FNBP4	-0.7935
C12orf43	-0.248
CBL	-0.5066
CLECL1	3.14525
PPAPDC1A	2.50525
WDR25	-0.757
SGCA	1.1185
C22orf29	-0.0201666666666667
YIPF1	1.7825
GALK2	0.1005
RAB3B	-2.63133333333333
LOC440087	2.283
UCP1	0.809
REEP5	2.664375
FADD	-1.3248
FOXA1	4.23775
CACNA1A	-0.075
ABI1	0.633166666666667
GRIN2D	-4.07975
SLC1A4	0.6565
LOC401127	-1.241
HINT2	0.28175
PLD4	-0.220333333333333
ZNF286A	-0.338
ENY2	1.24675
IL1F6	0.656
PXDNL	2.9855
C20orf79	0.17025
TNFSF13B	3.00166666666667
DENND3	0.259375
JARID1D	-2.91275
HIST1H2AK	0.211375
LOC93349	0.0937
SSH1	-1.268
ENSA	-1.193
LOC219854	0.641
CKAP2	-1.0879
DKFZP564J102	-0.501833333333333
MGC87315	0.248
HNRPAB	-1.3205
AMH	-2.3555
ZNF526	0.2015
BRUNOL5	-0.2672
CACNG3	0.319333333333333
TRPM1	-1.412
PPP2R1A	-0.125
COL2A1	-1.20475
DDN	-0.373
FLJ25770	1.40558333333333
HK2	-0.537142857142857
ELOVL6	-1.635625
MDK	-0.6525
EPHX1	0.41975
RASSF2	0.429875
DKFZP434B0335	-1.19225
DLX3	0.247375
PRTN3	-0.55675
AVPR1A	0.1185
C21orf125	-1.54925
TNFAIP8	0.328166666666667
GNB2L1	-0.817
CALCRL	3.34675
SCGB2A2	7.87316666666667
UBXD7	-0.149
ZNF674	-0.4145
TMEM35	1.4695
BRSK2	-1.051875
HECTD3	-0.4955
TMEM188	0.0595833333333333
LGALS9	0.618375
SCARB2	0.939
USP34	-0.0201666666666667
C17orf28	0.73325
ZDHHC23	-0.36
AQP12B	-1.2935
SLC16A3	-2.493
APLP2	-0.349125
ITIH2	-4.52325
MICAL3	-0.864375
TNNI3K	0.4305
HDAC2	0.015375
PRR7	-3.3611
THBS2	1.298375
LOC751071	-0.295833333333333
CA2	0.861
RANBP17	1.3355
RLN3	-0.056
CRYZ	1.51233333333333
GBAS	1.04883333333333
TAS1R1	-0.22
MPZL3	1.048
PCDH8	-1.267
HSP90B1	-0.0800833333333333
KCNK15	0.6435
TNIP2	-1.7505
GPR146	-0.5745
NOL6	-1.063625
SPC25	-3.382
STEAP2	2.27414285714286
VAMP3	-0.1895
TCIRG1	-1.11425
ZP4	0.7922
PARL	-0.621375
TRIM39	-0.005
KIAA1305	2.014
CRNN	0.443
GRN	-1.1885
HSH2D	-1.12325
SCAMP1	0.842375
KIAA1913	1.736
PTS	0.31825
BANP	-0.647785714285714
PRKACG	0.03925
ADCY6	0.0848333333333334
C16orf46	0.2055
CYP51A1	-1.86675
DDC	-5.16
ANPEP	-0.379833333333333
PROM1	3.13866666666667
SIGLEC10	0.86975
COPG	-0.413
FAM26E	2.217875
TRIP4	0.93825
SNX3	0.2715
C1orf175	0.3795
PPY2	0.23525
C14orf152	0.372
FTSJ1	-1.66783333333333
DST	0.1578
LOC554235	-0.107
GLRX5	0.223
C20orf12	1.8934
CAB39	0.906666666666667
MSH2	-1.12933333333333
PIP4K2C	1.1865
CYLD	1.674875
WTAP	0.4175625
MGAT4A	1.98133333333333
TSC22D4	-1.8171
CHRM2	-1.904
PPYR1	0.044
CCNH	0.1835
RRM1	-0.52575
ECAT8	-2.681
LOC400120	-0.347
GABRA4	0.242125
C14orf4	0.984
C1orf59	-0.0265
CTDSPL	1.0115
NHEDC2	-1.018
PDE11A	0.699625
KLHL29	-1.0285
CD5	-1.1058
TSPAN9	1.211875
WDR67	-0.2435
THUMPD1	2.1665
C18orf17	0.88175
CLYBL	1.2285
FLJ13231	-0.426625
CMBL	2.464125
LECT2	0.17
NKAPL	2.7305
LOC654780	0.8745
OR4C6	-0.625
RAB30	1.47183333333333
TSSK4	-0.334
TMEM163	0.5255
OSBPL11	0.8965
GNB5	-0.644333333333333
CCL21	0.7925
C1orf121	-0.117166666666667
FMO2	1.447
RPTN	-0.3535
MSTN	1.0245
VCL	-0.401142857142857
FYTTD1	0.58225
C11orf1	1.144
CCDC88C	0.304
HFE	-0.0160555555555555
MOGAT1	-0.242
FAM125B	-0.499833333333333
IRGQ	0.439
RAVER2	0.24425
AKAP5	-1.2045
SSSCA1	-0.728
C11orf63	2.1345
ACTG2	0.5697
PORCN	-0.7975
DTL	-2.08636363636364
TMEM151	-0.09975
FAM122C	-1.31025
RSAD2	2.8698
BAT4	-0.8675
KRTDAP	-0.940833333333333
MYH8	0.56375
CRTC3	-0.0755
LRRFIP2	0.5216
INTS4	0.0686666666666667
TTN	-1.1735
SLC26A5	0.305
PLLP	-1.722
RGS6	-0.422
SRGAP3	-0.428714285714286
ZNF525	0.634833333333333
NBR2	0.0676666666666667
C13orf1	1.1524
ZNF137	1.029
CEP27	-1.38675
BEST2	0.3555
RNF121	-0.5365
DMRTC2	2.46825
C8orf76	0.8815
BCCIP	0.60375
MEST	-0.35375
HTRA2	-1.1095
ANGPTL2	0.65725
ILKAP	0.0385
ERAS	0.7195
HBS1L	0.06675
CPA5	0.322
TMEM30A	1.0445
CD300LF	1.87466666666667
WISP3	1.8825
CRK	-0.5485
PDS5A	0.0789
BRPF3	0.816833333333333
NEDD9	0.561375
SMPDL3B	-0.028
PSG6	-1.1475
PSMD13	-0.9555
ETV5	-1.2566875
OR51A4	0.0195
BTBD7	0.999583333333333
GSTO1	-0.976625
hCG_16001	0.908
MAD2L1BP	-0.454
COX6A2	-3.334
SCNN1A	1.4465
LSM1	0.652166666666667
UGT2B11	-1.3205
IDUA	-0.2285
PPP2R3C	-0.471666666666667
COX11	-1.14583333333333
PDZK1	2.241
ZNF443	1.69066666666667
MGC21874	1.42316666666667
ZNF323	1.3264
KRTAP10-10	0.4965
CXCL6	-0.4855
SLC34A2	0.3801
LOC284402	1.0215
NPTN	1.12558333333333
UPP1	-2.59825
SLC6A9	-0.692
OR7G3	0.0045
CISD1	0.0835
ZNF545	0.226
SYT14	-0.4315
NT5C3L	-1.563
ZNHIT3	0.444
SNRPD3	0.22625
KIAA0701	0.31975
UNC93B1	-1.1775
GMNN	-1.712125
SPCS2	0.917666666666667
LOC388524	-0.6
NAPRT1	-0.130125
PNLIPRP1	0.201
OR6V1	0.691
PRKAB1	-0.91475
EYA4	-2.66516666666667
KIF20A	-2.071
ALG10	0.3105
ITPKC	0.410666666666667
LMX1B	-0.123833333333333
RPUSD4	-0.712666666666667
C7orf34	0.147833333333333
DLGAP2	0.273571428571429
PFN1	-1.1029
MICALL2	-1.00866666666667
