Hybridization REF	TCGA-A8-A07F-01A-11R-A00Z-07
LOC402117	-0.1125
SRPK1	-0.1315
LY6K	-2.06875
NFIA	1.57
PTCD3	-0.351875
LEP	1.07966666666667
PCDH21	-0.161833333333333
MAPKAPK2	0.728642857142857
NMNAT1	0.217666666666667
LHFPL2	0.769125
C9orf43	0.16525
DIP2A	-0.478166666666667
ACTR8	-0.37425
CCDC34	0.48125
PTPN22	-0.88525
ITGA3	-1.436125
FAM129C	-0.79425
RABGGTA	-0.00116666666666666
UNC45B	0.374
KIAA1033	0.00562500000000001
ZNF510	0.325833333333333
CYP2D6	-0.614
SLC26A10	-1.693
STX8	0.6375
LUZP1	0.106875
WDR89	-0.104
EIF4G3	-0.8451
C5AR1	1.41875
ZNF623	1.045
A2M	0.784
TGM7	0.185
GRPEL1	-0.354
LMNB2	-1.4781
ROCK2	-0.115
SNX16	0.698875
CCDC66	-0.61825
ANXA3	2.01075
KIAA1609	0.556375
EED	-0.02125
RNF32	1.798
HES1	-0.3094
CLC	1.13866666666667
ISL1	-0.977333333333333
KIAA0528	-0.26775
MANEA	1.168125
C1orf61	-1.87
hCG_2001000	0.5345
RAPGEF6	-0.2017
KIAA0020	0.581166666666667
NEIL1	0.795
C16orf45	-0.995625
RBM10	-0.0168333333333333
C10orf125	-0.77325
MRS2L	-0.2975
DNAH17	-1.15625
C19orf10	-0.6425
C1orf160	0.225
SLFN12	1.234
EXOC3	-0.0815
HIST3H3	0.73625
NCOR2	-0.0823333333333333
TNFRSF9	0.2085
MFSD8	0.43025
ALX1	-3.6315
NOL1	-0.773
PODN	3.2335
TIAL1	-0.406
HIST1H1E	-1.60975
NPY6R	0.2965
TM4SF4	1.6
CORO2A	1.38625
ETNK2	2.01866666666667
APOE	1.0969
ANGPT4	-0.5875
HDGF2	-0.29525
G30	0.3225
ST8SIA4	0.030875
F2RL1	-0.390625
FAM19A4	-3.115
CCAR1	-0.1605
B3GNT7	-0.378
OPHN1	0.4421
DSCR6	-1.5225
C21orf13	2.08616666666667
GAS2L1	0.521583333333333
RFX3	0.1395
COPS4	0.43925
BCHE	-4.82083333333333
BCL2	2.203375
HBZ	-3.09666666666667
ARL13B	-0.425625
MAPBPIP	2.049875
MYO15B	0.044875
SPZ1	0.119
KIAA1324	2.28055555555556
PLCL2	-0.501875
C4orf29	-0.34325
WDFY2	-0.3835
ZNF284	-0.0205
NAALADL1	0.131
DUSP5	0.607333333333333
PXDN	0.9245
SLMO1	-0.33075
TNXB	0.2172
BIRC7	-0.80725
A4GALT	0.309833333333333
TIMM22	0.496
FAM110C	0.13875
TOMM34	-0.66875
ABHD9	-0.0835
ADAM32	2.818
CRHBP	0.653
AQP2	0.328625
LOC130355	1.04825
ZNF187	0.783333333333333
ZNF816A	1.04
F7	1.1645
CNOT1	-0.6391
SLC13A4	-1.13925
ZBTB11	-0.3735
B3GALT5	-0.4475
EXOC2	2.807
IRS1	-0.9683
TMEM1	-0.0423333333333334
MRPL34	0.0555
SAMM50	-0.58025
CDC42EP3	-1.1835
HSF2	0.1271
MFN2	-0.3785
TSPAN7	-2.6615
NUCB1	0.539
RHOH	0.1705
ARL16	-0.2
TACR1	0.321
SFRS5	-1.76383333333333
SNX25	0.150375
RHBDF1	1.51933333333333
PCDH18	2.2945
HMG1L1	-0.8275
MYO5C	0.70925
MAPK10	4.5
LDHAL6A	0.456666666666667
NUDT12	1.71633333333333
NCAM1	-0.282
GLIS2	0.4285
GGTL4	0.87825
DAPP1	-0.45475
ATF7	1.0265
KIAA0748	-0.36325
NFIL3	0.00925000000000001
TM6SF1	-0.12
SEZ6	0.025125
NANOS3	0.00616666666666666
DNAJA3	-0.114666666666667
CLDN6	-2.4715
CIITA	2.9706
EPHA4	-2.31858333333333
FANCC	0.503
CMTM3	0.707375
PSG3	-0.08675
MRPL15	0.47575
C21orf59	-0.128
PLCXD2	-0.3115
C2orf34	-0.362375
UBE2L6	1.90925
MED14	0.279333333333333
HP1BP3	-0.5383
C6orf208	-0.3635
TPBG	0.961
OSR2	-0.89325
XPC	-0.144833333333333
KLHL7	-0.2185
CCR3	-0.3335
AGTPBP1	-0.3805
PCSK6	-1.3286
STAT5A	-0.9454
FAM18B	0.2275
LONRF2	-3.80766666666667
PTPN2	-0.418375
SF3A3	-1.3805
EFCBP2	-0.055
HCFC1	-0.5295
AHNAK	0.56425
ACTR5	0.12975
KIF14	-1.73457142857143
TENC1	1.39325
HEATR5B	0.8195
YIPF2	0.553833333333333
MYEOV2	0.784333333333333
DUSP18	0.796
KIAA1012	0.383
AHR	-0.269833333333333
C17orf53	-1.15683333333333
PTPRH	-3.86725
ATP6V1C1	0.3572
TAS2R3	0.1535
LOC440356	-1.65225
COQ10B	-0.075
PSMF1	0.103083333333333
SORBS2	3.4445
NFE2L2	0.01625
TMCO7	-0.1415
SH3PXD2A	-0.5714
SH2D2A	-1.00925
SPINK5	-3.2125
MRPS24	-0.0705
OPA3	0.16625
TRAF7	0.227333333333333
C4orf35	0.4314
MT1G	-1.86925
MGC39545	-0.09825
HS1BP3	0.5183
OR2B2	0.612
CHRM4	0.363
SFRP2	3.34533333333333
RIC3	-1.1915
ART1	0.068
C6orf1	0.95225
DUS4L	0.15075
C10orf104	0.26375
TNFAIP6	2.9945
RTEL1	-0.858
CCT4	-0.7322
ZNF709	0.32225
CHMP6	0.423666666666667
UPP2	0.5
CYP19A1	-2.730875
CD151	0.555166666666667
NDUFA13	-0.0035
ARFRP1	-1.12933333333333
FAM26B	1.45425
CRYBA1	-1.5525
MRPL41	1.4675
NPFFR2	-1.897625
HRH2	0.0815
SCAMP3	1.00416666666667
MTMR6	0.3952
MTG1	-0.474666666666667
UBTD1	1.463
CRABP1	-3.197
FLJ33790	0.5967
KIAA1908	-0.202166666666667
GPR158	-1.253
PACSIN3	-0.0756666666666667
OMD	1.95866666666667
CATSPER1	-0.5215
HOXB8	-1.2315
FBXO46	0.9255
OAS1	2.0115
SVIL	0.05525
PHB2	-0.77525
ADCY3	-0.8525
NDRG2	0.763
ERMAP	0.8512
APBA2	-1.9935
IGSF9	3.27175
WNT6	-0.289785714285714
MYCBPAP	1.352
ATP2B2	-0.2515
CPVL	-0.3557
TRAM2	-0.48275
NOP5/NOP58	-1.14725
ZNRF4	0.085
TLK1	-0.1325
MTMR12	0.858214285714286
ZNF384	-0.0573333333333333
FAM9B	-2.91575
RPN1	-0.3867
PMVK	1.41425
EIF3D	-0.3525
SIX2	-1.46025
HPS1	0.7965
RNF7	0.0925
PSKH2	0.6755
KCTD13	0.07
CSMD3	-0.6585
FBF1	-1.154
IL8	-5.032875
SERPINB13	0.164333333333333
FBXL20	0.28075
BLR1	0.55075
SH2B1	-0.202166666666667
RFNG	-0.2375
RAB20	1.33066666666667
RBM7	0.66975
POLR1A	-0.0986666666666667
TMPRSS4	-3.31575
TAF9	-0.504625
TERF2	0.348666666666667
TNFRSF1A	0.214583333333333
ACADVL	-0.530833333333333
GTF2H5	1.43775
EDG8	-0.465166666666667
C9orf140	-0.604625
UST6	0.38225
ZBTB8OS	-0.979
ZNF710	1.154
GPR174	-1.149
ATP6V0A2	-0.37025
KIAA0319L	0.230416666666667
XKRX	-0.078
DOPEY2	1.7545
SDHD	0.203
SUMF1	1.70475
OSM	2.93975
OPN3	1.09125
DAGLB	0.546
PPFIBP1	0.0196
TRIM63	-2.64175
C10orf53	-0.3695
LYPD3	-0.515333333333333
BCL7A	-0.04425
AGER	-1.142
TCF19	-0.72975
SAT2	0.939
PFTK1	1.3985
GABRE	-3.623
C15orf38	1.013
FIS1	0.3505
KCNV2	0.037
CLPS	0.55675
PPCDC	-1.23325
FOXN2	-0.721833333333333
NT5E	-3.2174
CD83	0.64475
IL18	0.860125
VPS16	0.5355
IGFBP2	-0.9895
NOTCH2	0.43375
SIGLEC1	3.5915
CD93	4.922
SULF2	-0.10675
CEP164	0.044
P53AIP1	0.00600000000000001
TOR2A	0.125333333333333
ZNF136	0.14575
MGP	3.4844
CCDC144A	0.811166666666667
TRPC1	-1.35333333333333
SMS	0.0105
MAPK7	0.112833333333333
RRAGC	0.641
PARD6A	0.7245
NUB1	1.00633333333333
SYNGR4	0.3815
OR11H12	-0.127
WIF1	0.544
GCH1	-0.10725
OR11H4	0.539
SLC44A5	0.671
GPRIN2	1.4725
LOC401431	0.39225
CPA4	-3.2011
MELK	-1.24811111111111
IL15RA	-0.14225
CUL3	-0.016625
HMBOX1	1.56725
PODXL	-1.92575
CCT6B	1.31383333333333
COMTD1	-0.80775
MUC20	-0.109666666666667
GPX2	-3.501625
ITK	-0.739625
FBXL5	1.725
C13orf27	-1.35025
DEFA5	0.7355
TRHDE	-0.227
MTP18	-0.627
UQCRQ	0.4957
ITGB2	1.94741666666667
CSRP2BP	0.7405
TAS2R44	0.1805
PHPT1	0.21525
FAM44C	0.07475
ERH	-0.37875
MPHOSPH1	-1.37483333333333
MORC1	-1.013
PARVB	-0.74375
LAMA1	-1.32275
PGBD3	0.09675
GIMAP6	3.9165
AREG	0.243666666666667
LIPT1	-0.18125
MGC99813	-1.994
C1orf201	0.022
GRIN2A	-1.03855555555556
MAN2C1	-1.16125
NSUN5	-0.35475
SF3B5	0.6745
MYC	-1.0854375
NRXN1	-0.347416666666667
ZNF18	0.713
SPDYA	-0.37125
SLC37A1	1.6545
DECR2	0.55
ANKRD38	0.157125
SPTLC3	0.0635
SUPT16H	-0.991125
DTWD2	1.091
ULBP1	0.414
ZADH1	0.983833333333333
OIP5	-2.75275
IL10RB	-0.0343333333333333
OTUB2	0.574875
VWA3A	-0.4695
SPIC	0.028
OR6C4	0.5375
PSCD4	1.04883333333333
DPY19L2P2	-0.137
TRAPPC6A	0.836666666666667
C21orf2	-0.787833333333333
CEMP1	0.58425
LIN7B	-0.13
E2F7	-2.28683333333333
VCP	0.228625
LAMA3	0.7265
BGN	1.73925
GPR160	1.02866666666667
COCH	-2.38966666666667
GPR81	0.904333333333333
APOBEC3F	-1.571
tcag7.1017	-0.1885
C1orf32	0.19
SCGB1D2	6.3215
FLJ43987	-0.0125
C6orf170	1.27175
KLK9	0.385
GPD1L	0.112
VPS37B	0.808
ATG3	-0.432333333333333
ADAMTS17	-0.2475
KLHDC2	-0.473666666666667
NDUFV2	0.26725
BLK	-2.8355
MATN4	-1.3395
GPM6A	-0.127142857142857
GBP4	3.37066666666667
TMEM162	0.335333333333333
PKP2	1.664
HRASLS	-1.97322222222222
MMP1	-1.2445
SFXN3	-0.627
FSD1	-1.69483333333333
ST6GALNAC3	-2.411
CA12	2.5354
NCOA6	0.415
C19orf58	0.0186
PPP4R1	0.237166666666667
MAN1A2	1.02916666666667
IKBKAP	-0.62
UPF1	0.371666666666667
KIAA1219	0.8105
WNT16	0.0272
SNW1	-0.342375
IL18RAP	3.17125
RPP30	-0.045875
CDC40	0.337714285714286
SETD3	-0.375666666666667
SLAMF6	0.43225
ELK4	-0.351
TRIM47	0.466833333333333
ACOX3	1.800375
TRIM6	1.639125
KIAA0372	0.00699999999999999
TP53AP1	2.235
SMURF2	0.08075
ADAD1	0.486
EBP	-0.9095
KRTAP13-2	-0.388
FLJ36874	-0.1455
TOR1A	0.441833333333333
P2RY4	0.9225
GPBP1	0.495
TRPV1	0.735625
ADAMTS12	0.798666666666667
PES1	-0.8416
ATG4A	1.037
MAGEA10	-4.68375
WFS1	1.571
CC2D1B	-0.439833333333333
PABPN1	-0.745625
SLC25A30	0.83925
SLCO1C1	0.176
SLC22A5	0.9565
KIF23	-2.179
SYN2	-0.781666666666667
ASPN	7.97466666666667
CENTG2	0.22925
QSOX2	-2.1221
FLJ10815	0.530666666666667
STK24	-0.2941875
SPEG	-0.2469
STK10	0.148833333333333
DACT2	-3.2515
AAAS	-0.811
SSX3	-1.617625
ABCD3	0.3925
C4orf12	-0.32
PARVG	1.10966666666667
FIG4	1.56075
C9orf46	2.39075
TMCO6	-0.8775
IGHMBP2	0.096
DUS2L	-0.101333333333333
FAM3C	0.1431875
TMEM16D	-2.39325
DCTN4	0.36375
KCNH3	0.0125
EIF2AK2	0.147
AP1S3	0.306125
CST4	2.528
PAM	0.0670625
NUTF2	-0.62975
CITED2	1.4716
SLC39A4	-2.68775
C2orf52	-1.5355
GRM3	-0.5345
C12orf49	0.681375
CCDC49	-0.0813
GRAMD1B	-1.4755
FNDC4	0.57375
SIAH2	0.849875
GDPD4	0.03275
C21orf87	0.945125
ATP5A1	-0.203166666666667
C16orf63	-0.104375
LOC388135	0.909666666666667
ATP5J2	-0.185375
MMP3	0.987
EMID2	0.358666666666667
CRHR1	0.49325
WDR70	-0.34425
C13orf31	1.861
ZFAND1	-0.10325
CCL18	3.95483333333333
C3orf49	0.223
RINT1	-0.044
KIAA0408	-1.92616666666667
F13A1	5.0957
SLC10A1	0.1915
OGN	3.8115
GIPC2	-1.46916666666667
XPO6	0.115333333333333
LCE1A	0.617
FMR1	0.342
LOC374920	0.1115
DUSP3	0.3435
ANKMY1	0.65375
C7orf50	0.436
BBS9	-0.0631000000000001
UNC119B	-0.3785
C9orf72	0.44575
MGC35440	-0.60325
ENTPD6	-0.098875
PPP1R2P9	0.35725
ERCC4	0.6245
FAHD2B	-1.075
HMHA1	0.0025
HACL1	-1.60025
RAD23A	-0.940333333333333
FAM83B	0.15425
PPP5C	-0.847333333333333
RNASEH2C	-0.088125
C9orf153	-0.2555
SCAMP4	0.82275
GHITM	0.6057
NDUFB7	-0.08275
ADCYAP1	0.576166666666667
SP110	1.3165
MAP3K7IP2	1.78025
DHH	-0.129
AGRN	0.353428571428571
WDR33	-0.149166666666667
CEP290	-0.406833333333333
PRPS1L1	-1.15166666666667
KLRA1	-0.253
GPR97	0.0995
CHD7	-1.17
TLR10	0.72475
SLC30A8	-1.6905
HIC1	1.11066666666667
IAPP	0.026
RXFP4	0.27575
GP1BB	0.54775
SHQ1	0.475
NKX2-3	0.214333333333333
API5	0.5305
FTHP1	0.898
MOV10L1	0.167
TRIM6-TRIM34	3.00383333333333
ADHFE1	0.7305
FAM117A	-0.38475
DDI1	-0.0388
CDON	-0.0936666666666667
TRIM73	-1.4785
IGKC	4.592
MMP14	0.32475
DYNC1LI1	-0.311875
C11orf66	0.29
TRBV3-1	-1.07025
FASTKD5	0.4215
BIVM	-1.632
LHX4	-0.277
CXCL2	-1.5055
RAB2B	-0.300833333333333
IZUMO1	-1.319
MAP3K15	-2.028125
FAM19A2	0.881666666666667
ZC3H8	-0.735833333333333
ZMAT1	2.50225
SPINK5L3	-2.7755
SLC10A6	0.03
APPL2	0.609125
CARD10	-0.982166666666667
LOC402176	-1.05375
EEF1D	0.2417
RAB6A	0.6613
C12orf5	0.133625
PAPOLG	0.27225
MSRB2	1.347
BCR	0.603277777777778
PUS3	0.89825
TIAM2	0.02675
ZNF317	0.122833333333333
CHD2	-0.351714285714286
FZD5	-1.74545454545455
NUDT8	0.66125
ZNF763	-0.0145
PRC1	-1.94622222222222
ABCB9	0.0643333333333333
SPATA3	-0.276
TRAK2	0.394375
STAB1	3.056875
LRRTM2	-0.184333333333333
psiTPTE22	0.7785
DBI	0.48075
SERPINA11	-2.97775
NAT5	0.456
C20orf58	-2.49725
RPS6KA4	0.004
FLJ90650	-0.96
TGFBRAP1	-0.11875
CHRDL2	0.946375
FAHD2A	-1.28766666666667
CNTN1	-0.05725
BBS4	-0.2742
TMEM181	-0.22325
MINPP1	0.3045
MPHOSPH6	-0.593
HOXC10	2.236
ITPKB	0.54675
CLPTM1L	0.032625
MEOX2	-0.515666666666667
ATP6V0C	0.688375
PRPF8	-0.215166666666667
TMC5	3.5425
FKBP3	-0.18675
PLEKHB2	-0.73925
OR4D6	0.182
ZNF544	-0.4021
D2HGDH	-0.269875
RPL18A	-0.6411
HEL308	-0.36275
MPP6	-3.473
TCERG1	-1.6475
KRT16	-1.22716666666667
KLF17	-0.99975
KLF5	-2.6505
CDR1	1.54125
VCX3A	-4.253
FBLN2	1.608
C14orf104	-0.32175
HBE1	-4.6167
OR4S2	1.081
C1orf108	-1.12633333333333
ROBO4	3.49766666666667
CPEB4	0.171
C11orf80	0.389666666666667
BCKDHA	0.653333333333333
MYOC	0.0915
GIF	-0.3115
CKMT1A	-2.2215
RPL3	-0.2803
THBS1	3.06275
APOO	-0.392
ARMCX1	3.202
HSZFP36	0.44925
SNAPC5	-0.2465
EIF4ENIF1	0.5575
ZNF433	1.036
TNFRSF21	-0.092125
TMPRSS7	0.031
SPATA18	0.7705
HPDL	-1.789
MKL2	1.4719
TBX3	1.61184615384615
C21orf93	0.298833333333333
DAXX	0.367
ELMO1	-0.46475
RGS13	3.1005
TAF11	-0.49925
UNC13A	-2.46475
LOC653314	-0.3929
ORC3L	0.22925
IMAA	-2.9525
TARBP2	-0.38
CABIN1	-0.4861
TRIOBP	0.1895
HIST1H2AC	0.438375
RGS22	-1.11666666666667
NCOA1	1.15333333333333
IL25	2.756
SNCG	-0.1885
GPR6	0.606
AMDHD1	0.104333333333333
CHEK2	-0.857375
C6orf142	0.19575
DRD4	0.5265
C14orf68	-1.14
GDF11	-1.02225
SEMG2	-0.204
CD247	-0.9865
CDAN1	-0.483
RBMX2	0.434166666666667
TGS1	-0.20475
OIT3	0.735
SYF2	-0.11325
MCM4	-2.16175
PKHD1L1	0.01775
CEP192	-0.544166666666667
IFT88	0.92075
RPL9	-0.00542857142857141
RAB32	0.822125
DDX43	-3.20275
P2RX2	0.254833333333333
OR5D18	0.153
UBE1	0.0248333333333333
SLC24A1	1.188125
ARHGAP5	-0.67425
CETP	-0.467
KIAA1731	-0.121666666666667
SLC9A4	0.677
PTPN6	1.149
BAHD1	-0.09775
GRIK3	0.767
CACNB2	-0.6083
PDE10A	-0.8795
DGCR14	-0.3495
PCDHB9	-1.16033333333333
RHOQ	0.0401666666666667
MAP3K4	0.669
KTI12	-0.543333333333333
RPL23AP13	-2.53725
GNG11	-0.928
CLCN3	0.504166666666667
GPAM	-0.15475
VSTM2A	1.664
SLAMF7	2.87783333333333
INTS2	-0.664
PPP2CA	0.311
LRP12	-0.603933333333333
SEC14L2	3.492
DKFZP586H2123	2.9185
MC3R	-0.435
CIRH1A	-1.40816666666667
HIST1H2AB	1.021
POLH	0.123625
MGC16703	-1.76616666666667
SNAPC2	0.3185
FILIP1L	0.6895
RASGRP4	0.6485
LRRC1	1.50875
GAS1	0.803
PRAC	-0.838
DGKA	-0.713833333333333
NT5C3	-0.04225
PEG3	-3.34283333333333
NADK	-0.607
PRR17	0.0342500000000001
LOC374569	-0.43425
SGSH	0.700666666666667
NLRP8	0.2345
GALT	0.4902
MCF2	-1.593
ZNF263	1.0725
TACSTD1	1.08566666666667
TYR	-6.0336
ATP6AP2	0.638
RNUXA	0.3555
ABHD10	-0.1248
GDPD2	-1.0175
SLC35C1	0.4365
UBE2A	0.6095
HERC5	0.392833333333333
FAM112B	-4.44216666666667
FBXL16	-0.879
DKFZP434A0131	-0.57025
ELA3A	-2.274
RBM41	0.083375
HAO2	0.471
RNH1	0.612875
SHANK2	2.3195
OSBP2	-1.453
DAK	0.489333333333333
C3orf58	-0.00875
TCL1B	-0.8595
KBTBD2	-0.15475
SUGT1L1	0.0965
UBE2E2	-0.3385
MYL9	2.439625
CDC23	-0.2715
PBXIP1	2.0417
CXorf40B	0.679
NBL1	0.37425
RTBDN	-0.0755
RAB11FIP5	-0.24475
TTTY13	-0.418
SCOTIN	0.2335
SOHLH1	-0.00399999999999998
CDKN1A	0.597642857142857
NCK1	0.407
ZNF550	0.5785
SAPS3	0.341333333333333
SPIN3	0.046
MAGEE2	-0.1375
MIS12	-0.0506666666666667
OR8H2	0.506
KIAA0774	-2.34266666666667
UNC5D	-1.9755
CUL7	0.0231666666666667
LIPC	-3.89433333333333
DIO1	1.79725
C20orf11	-0.0148
CTRL	-0.846
HS3ST2	2.46875
PAK4	0.515166666666667
CCRL1	2.85825
RNF10	0.386375
ZNF567	0.591
ZNF660	-1.7695
TCEAL3	2.7265
MAGOH	-0.8135
CENPB	0.106833333333333
C19orf7	0.96025
LOC388965	0.65575
ZCCHC13	0.2975
JMJD1A	-1.0703
HIST1H4H	-1.1985
TBRG1	-0.0693
GPC3	-4.1705
TAF1C	-0.58475
EBNA1BP2	-0.844
CIAPIN1	-0.3295
PDGFRA	-0.602388888888889
CSTB	-0.145375
CENPI	-0.684
GTF2E2	0.339333333333333
RPP21	-0.101
CCNF	-0.303833333333333
KCNQ3	0.807
FAM79A	1.0535
SLC22A12	0.4145
NOVA1	-1.16933333333333
FZD3	1.7347
AKAP8	-0.4395
SOCS5	0.015375
CFDP1	-0.762
DLG5	1.21675
PGM5	0.0855
C1orf144	0.146416666666667
HDAC10	-1.514
RND2	-1.06825
C20orf199	-0.80275
RNMT	-0.149125
SLURP1	0.21275
ASTN1	0.2485
SH3BGR	1.668
MYCL1	-0.071875
ZHX1	0.83
CENPK	-2.736
FOSB	-0.1309
LOC643406	0.27425
C2orf59	-1.16425
TMEM135	-0.117875
SLC27A2	-3.3405
KRT33A	2.3455
OVOL1	0.59425
PAMCI	-3.03816666666667
S100A7	-0.6
ZNF789	-1.9345
HARS2	0.50875
RPL23A	-0.7475
TCF23	-0.0745
UPF3B	-1.054375
C17orf78	-0.269
HLA-DOB	0.7038
C14orf142	0.398333333333333
TEKT5	0.963833333333333
DMWD	-0.0765
POLD1	-1.71033333333333
GSCL	0.411
CALD1	0.1836
SCRT1	0.234666666666667
AIG1	1.33325
UNC84B	-0.4515
ZNF404	-2.28375
TMED6	-3.1175
KIAA1462	0.1535
LRRC27	2.34633333333333
PYGO1	-0.651
PIGU	-0.403166666666667
ALAS2	-3.75583333333333
WRNIP1	0.0225
CNNM3	0.089
ZNF2	0.44175
ST3GAL5	-0.43625
MRPL23	0.08625
TSSK6	0.237
PSMA6	-0.71425
C16orf70	-0.1965
KIAA1602	0.28075
ALMS1	-0.330666666666667
DCN	2.3845
TMEM132D	-0.74825
SUCLG2	0.1025
ABHD14A	-0.655
DEXI	0.282833333333333
AMPD2	-0.931333333333333
IFNAR2	-0.150166666666667
CYB5A	2.2104
TLOC1	0.51505
NXF5	-0.3195
NRBF2	0.122
KCTD3	2.01775
ITGAE	0.0373333333333333
SLC30A3	-1.9675
ZRF1	-0.3835
IFRD2	-0.8245
XAB1	-0.44375
PYCR2	-0.224
SERPINB3	-4.418
TMLHE	0.127
GEFT	-1.711625
ABCA5	-1.335375
EMR4	0.0525
TSFM	0.6165
HIST3H2BB	-1.23575
ARHGEF19	1.3015
TSPAN17	0.627166666666667
ABCC8	1.00675
MAP1S	0.470666666666667
C22orf36	1.022
BNC2	-0.456428571428571
HIST1H4A	-0.96575
NDUFS3	0.352166666666667
WDR3	-0.950333333333333
XKR4	-1.115
TTC33	0.00421428571428569
STMN2	3.762
CPN2	-1.10283333333333
HSPC105	1.573125
PCOLCE2	-5.1985
C3orf55	1.4045
KLHDC9	4.3655
TBC1D23	-0.216125
ATXN2L	-1.05975
MAP2K3	-0.0631666666666667
SCAP	-0.184
ZNF486	0.489166666666667
C20orf96	0.13775
NARS	-0.1535
ADAMTSL1	-1.27364285714286
PRCC	1.061
CCDC126	0.836
ZNF675	-0.30775
CALCOCO1	0.7885
ANKRD43	1.0045
CWF19L2	0.695666666666667
ZBTB32	1.16533333333333
BRAF	0.52925
ODF4	0.3665
MGC14376	0.519833333333333
HORMAD1	-2.43983333333333
AAK1	-0.222333333333333
PEBP1	0.627333333333333
TNFSF5IP1	0.0486666666666667
DKFZp564N2472	0.045
RMND1	0.08975
IGKV1-5	4.308
COL1A2	2.834
SERPINA5	-3.408625
AANAT	0.4655
C19orf21	-0.751
GEMIN5	-0.1275
UBR4	-0.434333333333333
LTBP3	0.138666666666667
AMHR2	-2.64216666666667
PROCR	-1.58475
MYBBP1A	0.29475
C20orf39	-0.284833333333333
ZNF697	-0.381125
PASK	-0.659
ZNF776	0.707333333333333
RFXDC2	-0.33425
KIAA0467	-0.31125
C10orf96	-2.62075
ZNF503	-1.781
GULP1	-0.961666666666667
KCNE4	-0.507
DKFZp434K191	-1.260125
LOC196913	-0.2785
BHLHB4	0.537
CH25H	1.397
LOC81691	0.0286666666666667
ALPL	-0.0453571428571429
COL12A1	3.691625
FOLR3	-2.42016666666667
GPR123	0.128375
TRIM62	0.0719285714285714
ABLIM1	0.906666666666667
MAST3	-0.444
RHBDD1	0.851833333333333
LOC338809	-0.6285
RYBP	0.302
TTC26	0.3525
ZNF22	0.446666666666667
ISCA2	-0.00425
RDM1	-1.095
PIGM	1.53825
GNB3	-0.8615
ACTR2	0.0847
HMGB1	-0.1612
EDG1	2.38916666666667
SOAT2	-3.11475
OR10AD1	0.8465
RAP1GDS1	0.88775
LCE1F	0.3965
ESM1	-0.394375
RCN3	2.26775
CREBL1	-0.25375
DBNL	0.0611666666666667
PTGER3	3.212125
USP30	0.399
BCL2L12	-0.191166666666667
KIF26B	2.64525
ZNF416	0.66925
ZNF225	0.3995
C17orf70	0.58475
ZNF554	1.1205
RAE1	-1.08033333333333
TNIK	0.344333333333333
ACTN3	-0.142
MGC45922	0.4135
CCNA1	-0.779
RYK	-0.4785
IL26	0.6405
LRP3	0.779
QARS	-0.42325
SOX7	0.877142857142857
BID	-0.251875
OR2S2	0.689
CXCL14	3.65025
C11orf47	-0.7495
MGC29891	0.9435
HSPB8	3.5418
PRDM14	-0.9635
NUFIP2	0.56325
MNAT1	-1.022375
ZDHHC2	-1.16983333333333
MBNL2	-0.022625
ADD3	0.694125
CSNK2A1P	-0.42275
KLK6	-1.70333333333333
TMEM111	-0.0984
KIAA1279	0.72275
NUBP2	0.237
RAB42	-0.64475
ID3	-0.5571
TM9SF1	-0.03725
MDP-1	-0.2885
POU4F2	0.359666666666667
IQCK	1.41725
C16orf14	-0.382
CAPN3	-1.542625
FAM43B	-0.900375
RECQL	-1.116
AP1G1	-0.0400714285714286
CTNNBL1	-0.216166666666667
ECHDC1	-1.27016666666667
SMARCC1	-0.2133
FOXQ1	-0.781875
GNAI3	-0.00800000000000001
POLG2	-1.34475
CD4	1.06475
ITLN1	-0.45775
EBI2	3.871
IRF1	1.2245
PTPRE	0.552
PTK2B	-0.076
NXNL2	2.927
SOX4	1.61394444444444
TSPAN3	-0.973166666666667
SH2D1A	-2.522
C8orf58	-0.206333333333333
USP20	-0.244
DUSP22	0.233166666666667
CALB1	-2.38833333333333
L3MBTL2	1.04266666666667
MCRS1	-0.26425
TMEM118	-0.921333333333333
C18orf8	0.709666666666667
FLJ10241	0.1325
GJA12	0.4275
PKD1	-0.404
ZFP3	0.838
JAM3	-1.020125
LAPTM4A	1.1876
DIRC2	0.2155
KIAA2022	2.01766666666667
MYOM1	0.267
TRPM8	-1.0685
MOP-1	0.84525
PHKG2	0.202125
ZNF650	0.219125
KIAA1522	1.17875
PSG8	-0.112
DDX19B	-0.363
MOBKL1B	-0.3205
DIAPH2	-0.951416666666667
PTPN12	0.784
CLN8	0.0575
CRYZL1	-0.111666666666667
CRY2	0.891333333333333
FCGR2B	4.425
PNPLA4	1.80175
ZNF454	1.12
DKFZp434B1231	0.11525
CLDN11	0.3966
RFWD2	0.8275
CIB2	-0.4135
MXRA8	3.21775
HRK	-0.189125
MAML2	0.10825
C4orf31	1.22225
C6orf192	1.20925
COG6	0.406125
FAM5B	-0.051
NFATC1	-0.2682
SEPT10	-0.65375
SCYL1	0.2733
RPP40	-0.3235
SCOC	0.9318
KIAA1450	0.31525
CTDSPL2	-0.42825
TBX5	2.05166666666667
NAPG	0.013125
RHD	-4.35175
C14orf45	2.00633333333333
ZBTB22	1.202
PLCG1	-0.7005
ANKRD10	-1.28625
AQP7P2	-0.78225
TAGLN2	0.314333333333333
HTR2C	-1.161
SLC16A7	-1.743
C17orf83	0.47475
TSGA14	0.261833333333333
MDH1	-0.581
