Hybridization REF	TCGA-BH-A0B2-11A-11R-A10J-07
ATF2	-0.0659166666666667
ITFG3	-0.132166666666667
SLC39A13	0.90325
ARL6IP5	1.460125
C10orf137	-0.78025
QTRT1	-0.031
CCNT1	0.00025
DYNLL1	0.3821
WDR53	-0.6575
LIPG	0.186166666666667
ASAH3	0.284
HELB	-0.3775
PHACTR2	1.4905
VENTX	-0.2445
LAD1	1.04666666666667
PAOX	1.21675
MAPK8	0.0255
CCDC38	0.289
DNAJC8	-0.0706
RBBP8	0.68025
WNT11	2.2005
KCNJ12	0.409
HDAC8	-0.246166666666667
STARD4	-2.54775
ACVR1	1.23266666666667
C14orf65	-0.270166666666667
KLB	0.468
C1orf65	0.17675
ZFYVE28	0.182125
NSUN6	0.3635
KIF27	0.434
SYTL2	-0.440333333333333
UBXD2	0.3122
OR6T1	0.3285
CCDC91	0.854357142857143
GRID2	-0.021
CALN1	0.0185
ZNF423	1.15425
PSMB4	-1.019
XPNPEP3	-0.6165
ARPP-21	-2.7683
SART1	-0.41775
RACGAP1P	-2.7885
SPTA1	-5.1565
C6orf113	-0.801333333333333
C7orf16	-1.11475
CHST7	0.482666666666667
C21orf29	-0.260833333333333
SEMA6D	0.863625
PCMTD1	1.6023125
KIAA1754	-0.827166666666667
MYCN	-0.817625
KCNJ3	1.84475
MAPK13	1.5065
ERO1LB	0.23775
NTF3	0.489
NKX6-2	-0.4955
GTF2B	-0.01775
GSPT1	-1.01783333333333
GUSB	-0.135166666666667
LOC221091	1.9355
LIG1	-1.48075
EXTL3	0.0876666666666667
NID2	-0.12325
TTC29	-0.207
TMEM97	-1.396
EXTL2	-0.0485
SUZ12	-0.515
IL1F8	-0.218
KRT18	-1.21527272727273
MRPS16	-0.865666666666667
PI4K2B	-0.56475
LACRT	3.8605
OR51F2	0.24
JMJD2C	-0.3545
KGFLP1	3.44575
CDK5RAP3	-0.7531
YTHDF2	0.226166666666667
GGCX	0.326375
ARPC4	0.04275
EGLN2	0.731
KBTBD4	0.119428571428571
ROBO3	-0.3905
DEFB118	0.0345
KIAA1543	0.64
RTCD1	-0.403833333333333
MZF1	-0.08825
C18orf26	0.0385
CNIH4	-0.700666666666667
ZFP2	2.0725
HTATSF1	0.198
WFDC2	3.211375
NDUFA7	-0.5935
TTC22	0.448666666666667
FAM40B	-3.366625
DCPS	-1.08325
SH2D1B	-0.0311666666666667
MRGPRE	0.0225
SBK1	0.19725
UNQ6411	0.1645
OSBPL9	-0.7145
NUP107	-1.05725
MYOZ3	0.2423
PDE4B	0.789583333333333
FAM113A	-0.3075
IDH3G	0.00833333333333333
FBXL7	0.92375
ARFGAP3	0.26425
MAPRE2	-0.212307692307692
IL1RN	-0.1379
KIF13A	-0.1625
RAC3	-0.91
TCTE1	-0.197
TMEM14B	-1.01783333333333
ADIPOR1	-0.55
GRINA	0.5515
CLIP4	1.424
LRIT2	-0.102
TFPI	-0.620928571428571
FABP6	-2.18375
SLITRK2	0.0064
HKR1	0.16675
SMTN	0.53075
C1orf75	-0.938
CD209	1.605625
CYB5R2	1.183
DNTTIP2	-0.2095
CSGlcA-T	0.37575
GABRB3	-1.3725
PCBD1	0.242
TAF3	0.538
HOXD3	0.639333333333333
GIPC3	-0.138666666666667
P11	0.8476
BFSP1	0.2305
LCP2	0.51625
TAS2R8	0.166
SEZ6L	0.00475
NR2C1	-0.802625
EXDL2	0.5947
TNFRSF13B	-1.88583333333333
MKI67	-3.11925
GLS	0.118166666666667
C7orf54	-0.3381
LGALS13	0.0981666666666667
IL4R	1.3155
SEC11A	0.0415
SPP2	0.125333333333333
C18orf32	-0.009
CLSPN	-2.28666666666667
SPAG1	-0.43925
C9orf82	-0.40575
TM4SF1	0.432333333333333
EMILIN2	3.79725
SMG7	-0.209833333333333
TAS2R13	0.03
ZNF628	0.162
DZIP1L	0.000499999999999996
ANKRD13A	0.032
VASP	0.715125
ZCCHC11	-0.79125
SYPL1	-0.242125
MGC34774	0.01225
C4orf28	-0.296625
KIAA1211	-0.284583333333333
RPS27L	-0.437
TATDN3	-0.92325
PDCD1	-0.09475
OR5P2	0.049
IFIT1L	0.049
MIPOL1	-0.691
OR51D1	-0.08725
C1orf92	0.212333333333333
LAMP2	0.486444444444444
CAT	1.637
C16orf80	-0.55675
C15orf32	0.3235
ZNF746	-0.045
C1orf76	-1.3355
ATXN1	0.39225
LAMC2	2.4995
SLC2A7	-0.005
CPOX	-1.76525
APH1B	0.671333333333333
LOC442245	0.32925
CTNND1	1.07022222222222
GABRG2	-0.462875
MADCAM1	-0.230666666666667
F5	-2.65725
SEMA4F	0.0726666666666667
NUDCD3	0.085875
PDZD11	-0.4475
TRIML1	-0.0505
GCNT3	-2.05066666666667
TMEM120A	0.81225
CNDP1	-0.0245
N4BP1	0.194125
SLC35F2	-1.419375
LCP1	-0.736416666666667
IGBP1	0.4589
DCAKD	0.345625
ELA2A	-0.348
C12orf56	-1.53825
PITRM1	-0.00864285714285714
GUK1	-0.0345
RASSF8	0.120125
OR2A14	0.17025
ADM	-1.17811111111111
FGD3	0.540833333333333
GHRHR	0.0396666666666667
RHPN2	0.547
C4orf39	0.620833333333333
VPS72	-0.87025
SERF2	0.485666666666667
CD22	0.288333333333333
CD47	0.8036
PPIC	1.2755
IMPDH1	-0.918083333333333
ACP6	0.041
PRKACA	0.138
PPP1R1A	3.436375
TRPV3	-0.2015
ASXL1	-0.45025
C17orf55	-0.8735
FXYD1	2.80866666666667
LMOD2	0.012
ANKRD33	-0.031
LCE2C	-0.4
ZNF620	-0.3105
DKFZP566E164	-0.783
VSIG2	2.995
KIAA1128	1.32475
USO1	0.299
NUDT4	0.00935714285714285
CLDN1	-1.22892857142857
OR4Q3	0.1675
FASTK	-0.723166666666667
ICOS	0.805333333333333
LDB1	0.09225
GSTA5	0.71925
ABCC1	-1.59833333333333
FAM54A	-4.25575
PCBP2	-0.178
NUP205	-1.71275
ACTA1	-1.455
GABBR2	-1.01475
PIP5K1B	0.641333333333333
AGXT	-1.40116666666667
RNF181	-0.2895
ATP8A2	-0.3855
AFTPH	0.7283125
FGF21	0.10475
FCER1G	0.8415
SNTB1	-0.693
SLC24A3	0.814625
TXNL4B	-0.5815
RPL10L	0.172666666666667
LOC389517	-0.8421
TSGA13	0.055
SHOX2	0.670166666666667
ITGA7	0.7949
KCNIP2	1.70816666666667
KLF13	0.8467
ZFAND2A	-0.986
CEACAM1	0.651642857142857
PFKFB4	-2.7345
MED19	-0.03625
LRRC57	0.131166666666667
RNF11	0.66675
ANKRD32	-3.096
P117	0.29375
OBFC2A	0.2155
POLD3	-0.939166666666667
RAB18	1.07275
TPH2	-0.258666666666667
PHB	-0.0554
JDP2	2.00983333333333
MORF4L1	0.1137
POU2F1	-0.50475
CNNM2	-0.987
LOXHD1	0.178166666666667
ZC3H15	-0.275
ELK3	0.448166666666667
FAM111B	-1.24675
CBLC	2.60733333333333
SBNO1	0.5765
ANKMY2	-0.028
PLEKHA5	0.092
DHX58	1.0505
ARCN1	0.0733333333333333
TREML1	0.1676
KNCN	-0.2345
SEC24A	-0.94725
PSCA	-0.347
MGC24125	0.220833333333333
DNA2L	-2.755
CIB4	0.019125
HIGD2A	-0.299333333333333
TBX6	-0.239166666666667
TTLL5	-0.599333333333333
SGK3	0.505666666666667
GCN1L1	-0.3905
AMOT	0.6371
LDOC1	0.4665
NRK	0.288
ASB9	-2.093
NAT1	1.7222
TRAFD1	-0.2305
PEAR1	1.12566666666667
FAM36A	-0.1035
OR1S2	0.147
LOC388323	-1.506
PGS1	-1.09933333333333
LEPREL1	-1.11225
TFF1	-0.777166666666667
HAP1	0.26
EPHB2	-0.32875
ACTG1	0.492333333333333
ZFP42	-0.864
HAVCR2	0.6024
NME1	-1.037
SNX26	-0.116666666666667
LACTB	-0.189666666666667
ZKSCAN2	-0.528
C5orf35	0.446
ANKS3	-0.7805
RBM28	-1.316
DKFZP586P0123	-0.85825
HNRNPA1	-0.345
BCAS3	-1.4455
FLJ20184	0.1465
POLA2	-1.93416666666667
TMC7	-1.32133333333333
HSD17B6	-0.47
ZNF658B	0.807
TTTY10	0.0351666666666667
RANBP9	-0.823416666666667
CPNE7	-2.2685
EVL	0.389529411764706
LNX1	0.450083333333333
IFNA21	0.125
CFD	3.24025
PYCARD	0.458833333333333
MYBPC2	-1.1305
ENPP3	-1.26616666666667
ACSL4	-0.179
LOC440258	-0.247666666666667
TMEM176B	3.90266666666667
SOX2	-5.206125
SCO1	-0.36
COMT	0.53675
AOC2	-0.2215
PDLIM5	1.4645
SPHK2	0.0726666666666667
NXPH2	-0.102
GPR108	0.000833333333333333
RAD51L1	-0.0476666666666667
TMEM54	0.095
LETMD1	-0.005
SLC6A17	0.45325
KRT75	-0.365
STT3B	-1.14233333333333
CD3EAP	-0.113166666666667
TMEM63A	0.195
DUSP13	-2.732
CD1C	1.19833333333333
LASS2	-0.465833333333333
AVP	1.7495
PITPNM1	-1.18925
FLJ22795	-1.5645
MCTP1	-1.6905
TRIM68	0.523166666666667
UCK2	-0.7405
ABHD1	0.569
FAM50A	-0.2615
RNASEH1	-1.05533333333333
PCP2	-0.203166666666667
OR52H1	0.364
C20orf149	-0.4205
RBP5	0.346
HYAL3	-0.519
CLPB	-0.9045
SMNDC1	-0.212
DONSON	-3.13533333333333
FLJ27523	-0.17525
BARHL2	0.186666666666667
SLC30A9	0.218833333333333
TMPRSS11B	-0.071
E2F8	-2.82733333333333
CCDC25	0.301666666666667
C14orf48	-0.135666666666667
C20orf116	0.25275
TSPAN11	0.0875
YIF1B	-1.61283333333333
FAM12B	0.4995
OR1L6	-0.023
HPN	-1.1942
NBN	-0.044125
C14orf94	0.0306666666666667
OCLM	-0.176
ZSCAN18	1.1696
L3MBTL	-1.457
TSTA3	-0.150833333333333
RAC1	0.145875
C19orf15	-0.0255
NFE2	-4.841
KLK14	0.026
ARSF	0.198
MAST2	-0.218666666666667
AMICA1	2.71133333333333
GTF2A1	0.29775
ATP1A3	0.37075
TC2N	3.0325
PNKP	-0.15025
ODZ2	2.5755
MATR3	0.10775
S100P	-4.626875
KRT82	-0.5785
CA13	0.3866
PROZ	-1.44266666666667
AASDH	0.26025
C19orf40	-1.08333333333333
DCK	-1.14730769230769
FAM5C	-1.44675
SLC6A4	-2.0895
MID1IP1	-0.81
TESSP5	0.3485
TMOD4	-0.423333333333333
DOCK2	-0.560333333333333
TUG1	0.763125
NUP214	-0.7965
DPYSL2	1.02090909090909
GOLM1	1.12983333333333
MPFL	0.20975
SOX13	0.13225
SDCCAG8	0.8839
KEL	-2.39516666666667
NUP210L	-2.02275
GK	-1.2145
DNAJB1	0.83975
ALPK3	0.343
CHID1	0.5954
CYLC2	0.500333333333333
IKZF5	0.2345
C8orf51	-0.993333333333333
PPM1J	-0.33275
GIMAP8	4.01466666666667
GPR101	-0.0315
NR2F1	0.901
ACAD8	0.41025
RBM35A	0.0275
GNAI2	0.0331666666666667
METTL8	-0.729666666666667
SLC39A7	-1.436
FBXO8	0.40625
CAMK1	0.72175
RFC3	-1.70575
FAM129A	1.94335714285714
ILF2	-0.7
FGFBP3	-0.64625
NOM1	-0.8125
PSMA3	-0.97525
ASCC3	0.1401
ZYG11A	-2.90275
SOX21	-1.224
LYRM1	0.25175
DEFB1	2.966
LOC91431	-3.11333333333333
OR7C2	0.656
FAM46B	0.2395
TMEM18	0.495
ARHGAP30	1.00166666666667
TMEM86A	1.69016666666667
EPHA2	0.0181666666666667
C10orf46	0.6722
TCHH	-0.731333333333333
C3orf30	-0.027
LOC285636	-0.346166666666667
PAIP2	0.2465
CYP2U1	0.172125
C12orf34	1.035
SARS2	-0.496166666666667
ZCWPW1	0.595
SAMD12	0.93175
KIAA1430	0.01975
ACAT1	-0.37625
MEOX1	4.1675
ADAMDEC1	2.88025
PHKA2	-0.35025
CARD11	-1.2765
CALML4	-0.7955
TSSC1	-0.99775
TMEM45A	-1.27544444444444
MPP7	1.258125
POU1F1	-0.1185
SLC2A13	-0.5036
FBN2	-1.08228571428571
ZC3H7A	-0.3065
LAIR2	-0.66075
ST3GAL1	0.289833333333333
LCT	-1.062
GEMIN8	0.605666666666667
KLF16	0.5251
HIF3A	0.2616
FAM44A	0.601642857142857
AQP10	-1.1661
PLA2G2A	-0.4005
FOLH1	2.52066666666667
C20orf186	-0.224
MAPKAP1	-0.295
SPRR2D	-1.363
UBQLN4	-0.901333333333333
RSHL1	0.568166666666667
PIAS3	-0.236375
MRPL24	-0.06875
GREB1	-1.8165
FAM27E3	-2.0675
NUP62CL	-1.8395
NEUROG3	1.596
REEP3	0.900833333333333
MARK1	1.971625
LMBRD1	0.8715
PRPF19	-1.121
PNMT	0.828
CTGLF1	-0.8055
SLC25A16	-0.4565
EIF2B3	-0.602
RPA2	-0.5415
PAK6	1.04183333333333
CCDC26	-3.891875
SEMA3E	2.726625
MXD4	1.4902
TNFSF10	3.3248
SMARCB1	-0.5085
DTX3L	0.897666666666667
PLA2G4E	-0.0635
PPAP2A	1.59725
ULK1	-0.582916666666667
TAS1R3	-0.1455
SLC2A3	-2.18081818181818
ARID3A	-2.23875
GNG5	-1.02875
ACOX1	0.259
KIF5B	-0.10075
NUP153	-0.77725
MUC7	0.397
CSDE1	-0.266571428571429
CLPTM1	-0.4355
C3orf23	-0.436125
LRRC17	2.0335
TTYH3	-0.52725
ATP5B	-1.0845
ELF3	0.6378
CPSF3L	-0.134333333333333
ZNF665	-0.0538333333333333
TLR6	-0.1017
GPI	-1.534
RAD9A	-0.77525
NDST4	-3.23225
AGPAT3	-0.06125
MAGI3	1.75766666666667
ADORA2A	-0.4605
CACNG7	-0.129
CAMK2D	0.371071428571429
CCHCR1	-0.9675
RPS27A	0.34875
OR10G7	0.109333333333333
GCM2	0.526
FAM135B	0.6248
E2F1	-2.36475
PLCB3	-0.31175
OR2AE1	0.5915
COIL	-0.2115
CDC25C	-3.12016666666667
RAB11FIP2	0.75625
TSC2	0.21325
CTGLF5	-1.335
CCDC108	0.325
OR13C4	0.08425
C10orf81	3.944
PTPRB	1.984
ACP2	0.26275
LAG3	-0.42325
MRPL54	0.102
LOC201175	1.2815
ITGB1BP3	-1.21
SPTAN1	0.3465
SIPA1L2	0.505
RCAN2	-0.2475
CDX2	-0.242
ECOP	-0.54025
ACTR1A	0.218142857142857
PPARG	2.01683333333333
BBS10	0.710666666666667
TMEM44	-0.82775
BPIL2	0.1885
CITED1	2.14775
IRF6	3.5635
PRDM4	-0.0555
RRP9	-0.835333333333333
OR10H4	0.81025
IL31RA	-0.51725
GNB1L	-0.8625
MYBL2	-3.082
ZNF407	0.905666666666667
PPIG	0.0906666666666666
TTC18	2.33575
RPSA	0.1085
MAPT	1.2365
MRE11A	-0.259
C8orf37	-0.533333333333333
RASGEF1C	0.730833333333333
STBD1	1.3655
CTAG2	-0.307666666666667
MGAT5B	-2.34616666666667
ECM1	-0.3605
RLN1	1.7425
PARP14	1.1196875
EPB41L1	0.3162
HOXA3	0.92225
MAGEA9	-4.02275
RPS8	0.416166666666667
RPS19BP1	-0.0335
FOXJ2	0.383
C10orf76	0.065625
IL17RE	0.04725
C10orf65	-0.12975
ZNF343	-0.233666666666667
FBXO33	-0.03425
UHMK1	0.6655
LY6G6C	-0.38375
FGF19	-2.11525
C14orf128	0.380666666666667
IFIT2	2.3375
TIGD1	-0.61775
S100G	0.134
GUCY1B3	2.315
NR3C1	0.6264
CORO1B	-0.0795
PARP11	0.690166666666667
DNALI1	3.80066666666667
OR4N4	0.124875
MAP2K6	1.136
FSTL4	-0.15575
ANKRD47	1.824125
TMEM171	-0.931
PNLIP	-0.17525
YY1	0.2285
CCDC138	-2.463
AASDHPPT	-0.7412
CKS1B	-1.1442
MCM3	-1.37133333333333
ANAPC7	-0.765
FAM110A	0.81575
CDC37L1	1.15166666666667
THTPA	0.581
NBPF20	-0.486
WDR24	-0.114
NPTX2	-3.5145
CBLB	1.18816666666667
CETN1	0.416
RPUSD1	-0.14575
FAF1	-0.56375
CDK6	-1.0519
HMX2	0.2935
CSK	-0.286666666666667
TEAD2	0.788
SNAP25	0.62
TUFT1	-0.5105
TMTC3	0.702333333333333
LCK	-1.4035
SGOL1	-2.57766666666667
AKTIP	0.883
FURIN	0.36925
SOX12	-0.678666666666667
DEFB103A	-0.64675
RAMP1	1.903
KIR3DX1	-0.313
GAS2L3	-0.68275
PDE8A	-0.9226
EDN3	5.3655
GMIP	0.03075
SF3A2	1.1935
FN3KRP	-0.0525
SMAD7	0.3675
RHBDD2	0.17975
OR11H6	-0.347
PPP1R3B	0.8537
C9orf23	-0.0735
CADPS	-2.0955
GOLGA8A	-1.88125
TMEM57	0.091
RGL3	-0.619
S100A14	0.696
FGFR2	1.4713125
XRCC3	-1.24825
RTN4RL2	0.33375
MGC3771	0.103
GH2	0.360166666666667
BTBD2	0.14475
LMO2	0.772
RDBP	-0.66375
ACRBP	-1.76725
AMY2A	1.973
DUOXA1	0.6525
PTK7	0.9425
TWF2	0.327166666666667
FAM80A	-1.53925
TNNI2	-2.0325
GLT25D1	-0.775166666666667
OCC-1	-0.94575
CYC1	-1.00683333333333
RPL22	0.545863636363636
MORN3	0.618833333333333
DISP1	0.846
PRB2	-0.2745
CHUK	-0.45775
HR	0.66275
CCDC134	-0.676
DENND4B	-1.02525
C14orf130	-0.3815
RAB33A	-1.34825
DCST2	0.0125
TNMD	2.457
PEX7	0.331
FAM62A	0.338125
SRD5A2L	-0.2755
IL22	-0.192
RPS26	-0.874
HOXC5	0.1425
SPATA6	0.67825
FLJ38482	0.08225
ZNF234	2.219
C18orf22	0.7305
SPATA22	1.16875
THOC1	-0.79025
CYP7B1	3.72125
KCNC3	0.70425
C8orf42	-0.436
ALDH1B1	-0.271166666666667
CCDC100	-0.2522
ARMC4	-2.0075
FAM18B2	0.15825
SLC44A1	0.753375
FBXO17	-0.7995
C6orf107	0.089
C19orf29	-0.3115
ZC3HAV1L	0.3235
PARP6	-0.2938
SULT2A1	-4.327125
C1orf159	-1.01825
TMC1	0.1905
CHST14	0.3945
GAMT	-0.250333333333333
SMCP	-0.0523333333333333
TSPAN33	0.789
MIDN	-0.441625
NOX4	0.43875
RNASEN	-0.7688
TBX1	0.141666666666667
SALL2	0.14725
C10orf35	0.181
CYP2E1	-0.6555
LRFN2	-0.0693333333333333
ACO1	-0.00816666666666667
IQCG	1.2324
MEGF9	1.84675
TM7SF4	0.6435
PLEKHA1	0.7928
STK33	-2.333
C1orf210	1.08025
SNUPN	0.2002
KIAA0406	-1.5519
C20orf29	-0.461
TMEM55B	-0.563
OSTM1	-0.99675
CLCN7	-0.475
OTP	0.33725
FLJ23049	-0.54125
HEATR4	-0.1095
MAP3K10	0.663666666666667
PCDHGA9	0.133
AMDHD2	-0.394
LCTL	-1.14
PDCD2L	-0.76875
CABLES2	-1.2055
SLC5A9	-0.40425
CLCA2	-0.195
MGC16025	-0.1765
STRAP	-0.955833333333333
C20orf196	-0.665
RRBP1	0.563333333333333
NAT13	-0.53675
MAT2B	0.524
CSNK1D	-1.16683333333333
KIR3DL1	0.269
PRKAG3	0.856
ZNF599	0.6
PRM3	0.644
PER2	1.805
ASPHD1	-0.971
PRMT6	-0.22075
KCNE1L	0.6495
FAM118A	-0.8935
TAF4	-1.17375
NDUFB6	-0.6185
TRIM9	0.23175
PMFBP1	-0.98025
KY	0.8565
DKFZp762E1312	-3.67436363636364
CSMD1	-0.99575
TBP	-0.647166666666667
OR1Q1	0.141166666666667
RETNLB	0.20825
HPGD	0.593285714285714
DNAJC12	0.753666666666667
FKBP1B	-0.715
ANKRD24	0.140333333333333
CXXC5	0.938666666666666
IL3	0.063125
DRAM	1.4611
PTCH1	-0.30075
TP53BP1	0.02725
SLC17A7	0.02625
COL25A1	-0.3265
AMACR	-0.400333333333333
RHCG	0.43675
VPS13A	-0.0259166666666667
FAM55D	0.52
PRPF38B	-0.477333333333333
OSBPL6	-0.4875
PFDN5	0.911
CMTM6	1.030125
KCNK12	-1.75325
RP2	0.4375
C16orf52	-1.26525
PICK1	0.1385
IFNE1	0.232833333333333
SEMA4B	0.27675
TYRO3	-0.669
OR12D2	0.3045
CSNK1A1	0.59015
FANCF	0.7725
LONP2	0.275875
TBL1Y	-0.352
LDOC1L	0.4575
CCNC	-0.27
C3orf60	-0.505
CHKA	-0.99325
UBAP1	0.19875
MAP3K1	1.837
ANKRD9	-0.848
FAM92A1	-0.5485
GAB2	0.57325
AZU1	-0.39575
DIS3	-0.448583333333333
C21orf109	-1.21075
IQCB1	-0.3845
SPATS2	-0.8055
EFCAB3	-0.41575
PRB3	-0.069375
FUZ	0.114166666666667
ZNF813	0.029625
BMPER	1.22216666666667
HEG1	0.4725
ALS2CR11	-0.32125
SURF2	-0.3725
PSMC1	-0.421833333333333
OR2D2	0.1285
SLC7A8	1.42633333333333
C4orf40	0.429
SPATA7	0.84275
MAZ	-0.942666666666667
PIN4	0.67525
PDE1A	0.53825
TAF6L	-0.499333333333333
OR2T34	0.2265
KIAA0284	0.429
ACADS	1.18045454545455
MKRN2	-0.4555
C18orf56	-1.45275
MS4A6E	-0.0255
GALNT4	0.4152
C22orf31	0.999
FLJ36070	0.3065
PSME4	-0.2905
TFG	-0.3784
EPHX2	1.853125
ANXA5	0.019375
KRTAP1-1	-0.1308
BATF	2.1055
KARS	-0.96025
MSTP9	-0.752
GPR26	0.467
CCDC72	-0.38
TEF	0.998666666666667
FOXK1	-0.3308
PRLHR	0.592
EMX1	0.3265
C11orf30	-0.334
ICK	0.539875
THSD7B	0.05225
C21orf100	-0.7185
DUOX1	1.0905
EFCAB4B	-0.446
UBE2G2	-0.892666666666667
C3orf54	0.91675
PARP1	-1.50375
FAM60A	-0.951166666666667
C6orf146	0.08575
OR9K2	0.437
DDX55	-1.53133333333333
RPS15	0.218583333333333
ZNF618	0.5578125
DKFZp686D0972	1.68325
SSPO	-0.501
SHFM3P1	0.661
CPA6	-0.54325
JAG2	1.2315
DEFA3	0.68225
PPBPL2	-0.035
CD34	4.995375
SLCO4A1	-2.488125
AFG3L1	-1.8385
SHD	-0.84075
RP13-122B23.3	-0.497666666666667
PRKCSH	-0.679166666666667
DPH5	0.0195
HLA-F	1.831125
TBC1D4	0.453
RIG	0.375833333333333
GLUD1	-0.0105
HNRPCL1	0.537875
HBXIP	-0.8175
RNF207	-0.6705
APIP	-0.68625
PLA2G3	-1.06766666666667
CCDC84	-1.78475
MYLIP	0.443384615384615
PHIP	-0.1185
AARS2	-0.117333333333333
DHX32	0.25275
SCAPER	0.0393333333333333
MEN1	0.240125
NIP7	-0.608
FLJ25404	0.057
FASTKD3	-1.1805
TMEM158	-1.06608333333333
RARA	1.06975
BDH1	0.6085
ANKRD16	0.08725
CARM1	0.1375
SS18	0.184833333333333
IKZF2	-0.401333333333333
MYD88	0.352375
PML	0.8145
TAF1A	-1.61525
CBFB	-0.626375
HIST1H3H	-2.06933333333333
C7orf29	-2.144
COMMD4	-1.192
DPP3	-1.27775
DAB2	1.199875
LOC388882	-0.2735
YPEL4	1.094
AGBL3	1.0525
LRP6	0.8866
SERPINH1	0.582833333333333
TLE1	0.78325
CD244	0.911333333333333
ZDHHC15	0.56775
MGLL	1.7163
PLDN	0.314666666666667
LOC654346	1.473
FAP	2.2945
GPR37	0.331833333333333
SCARA5	3.48583333333333
EBF4	1.86563636363636
LSM6	-0.07975
MLLT1	-0.1768125
SLC5A12	-0.7905
A2BP1	-1.084
COPS5	-0.552833333333333
TPM4	0.00385714285714285
TNFSF4	-1.45316666666667
ACADSB	1.054
HERPUD1	0.38925
BCL2L11	-1.07183333333333
CEP78	-1.39025
CDCA3	-2.47725
WBSCR19	0.1312
MYO1A	-2.363
PPEF1	0.114833333333333
LOC440348	-1.306
CPEB2	0.155875
BPTF	-0.456583333333333
RPL21	0.8529375
GSX2	-0.058
ADPRH	1.18
C17orf68	-0.2775
KCNS1	1.40983333333333
MLLT6	0.3281
PIWIL4	1.95125
RNF26	-0.6885
RAP1B	0.699625
ADAMTS1	-0.5973
ZNF571	0.449
P2RY6	-0.40325
TRIM21	1.165
CADM3	0.90875
NLRC5	0.0543333333333333
ADRA2B	0.665333333333333
LOC90835	-1.181
PCF11	-0.51975
LOC400451	1.12575
GLTSCR1	0.8871
C17orf88	-0.614333333333333
CDH16	-1.57275
FGF7	3.71125
PCSK4	-0.731166666666667
NPC1L1	1.17366666666667
TAT	1.56175
TBCA	-0.91525
MGC33407	0.066
GPR115	-0.931125
CYGB	0.673
FNBP4	-1.21233333333333
C12orf43	-0.20475
CBL	-0.1191
CLECL1	0.8475
PPAPDC1A	-2.92825
WDR25	0.254833333333333
SGCA	0.368
C22orf29	-0.0521666666666667
YIPF1	0.70075
GALK2	-0.915
RAB3B	-3.5475
LOC440087	3.7835
UCP1	0.133
REEP5	1.495375
FADD	-0.0932
FOXA1	1.301125
CACNA1A	0.2465
ABI1	0.366
GRIN2D	1.35875
SLC1A4	-0.9915
LOC401127	-1.15575
HINT2	-0.004
PLD4	0.334333333333333
ZNF286A	-0.869
ENY2	-0.891
IL1F6	-0.009
PXDNL	1.00425
C20orf79	-0.189
TNFSF13B	2.02816666666667
DENND3	0.2955
JARID1D	-3.0765
HIST1H2AK	-0.169
LOC93349	-0.0668
SSH1	-0.9999
ENSA	-0.502
LOC219854	0.264666666666667
CKAP2	-1.8918
DKFZP564J102	1.53983333333333
MGC87315	0.307333333333333
HNRPAB	-0.37475
AMH	-2.2705
ZNF526	0.5385
BRUNOL5	0.2007
CACNG3	-0.072
TRPM1	-1.855
PPP2R1A	0.048625
COL2A1	0.34
DDN	-0.294166666666667
FLJ25770	1.12325
HK2	0.508214285714286
ELOVL6	-0.874875
MDK	-0.8385
EPHX1	0.58425
RASSF2	1.53975
DKFZP434B0335	-0.46775
DLX3	0.17225
PRTN3	-0.58125
AVPR1A	1.22175
C21orf125	-1.81975
TNFAIP8	-0.226666666666667
GNB2L1	0.4785
CALCRL	2.294
SCGB2A2	7.75133333333333
UBXD7	0.37975
ZNF674	-0.194
TMEM35	0.59
BRSK2	-1.215625
HECTD3	0.155166666666667
TMEM188	0.186333333333333
LGALS9	1.788
SCARB2	0.687916666666667
USP34	-0.00841666666666667
C17orf28	0.711166666666667
ZDHHC23	-0.38375
AQP12B	0.204
SLC16A3	-3.41225
APLP2	0.43325
ITIH2	-3.13375
MICAL3	-0.187
TNNI3K	0.6778
HDAC2	-0.134625
PRR7	-0.1153
THBS2	1.14425
LOC751071	-0.0428333333333333
CA2	2.52583333333333
RANBP17	-0.785
RLN3	0.03625
CRYZ	-1.38833333333333
GBAS	-0.0678333333333333
TAS1R1	0.02725
MPZL3	-0.184
PCDH8	-1.03225
HSP90B1	0.0156666666666666
KCNK15	-0.573
TNIP2	0.203666666666667
GPR146	1.46625
NOL6	-0.166
SPC25	-4.10622222222222
STEAP2	2.19628571428571
VAMP3	-0.117
TCIRG1	-0.787
ZP4	0.0568333333333333
PARL	-0.039625
TRIM39	0.136166666666667
KIAA1305	1.558
CRNN	0.107333333333333
GRN	0.1545
HSH2D	-1.92375
SCAMP1	0.8319375
KIAA1913	1.183
PTS	-0.85575
BANP	-0.0596428571428572
PRKACG	0.05375
ADCY6	0.597166666666667
C16orf46	0.6955
CYP51A1	0.2475
DDC	-4.4435
ANPEP	1.74083333333333
PROM1	2.79766666666667
SIGLEC10	1.65825
COPG	0.4805
FAM26E	0.70275
TRIP4	0.24375
SNX3	0.518666666666667
C1orf175	0.37
PPY2	-0.04025
C14orf152	0.5175
FTSJ1	-1.13883333333333
DST	1.73595
LOC554235	-0.157
GLRX5	-0.29725
C20orf12	0.7237
CAB39	0.276
MSH2	-1.58816666666667
PIP4K2C	0.044125
CYLD	0.84225
WTAP	0.83975
MGAT4A	-0.0185555555555556
