Hybridization REF	TCGA-E2-A159-01A-11R-A115-07
NUDT4	-0.2355
CLDN1	1.76542857142857
OR4Q3	-0.2555
FASTK	0.00233333333333333
ICOS	3.70166666666667
LDB1	0.54525
GSTA5	-0.69775
ABCC1	-1.33433333333333
FAM54A	-0.52075
PCBP2	-0.553833333333333
NUP205	-0.1695
ACTA1	-2.82666666666667
GABBR2	-1.45875
PIP5K1B	1.15833333333333
AGXT	-2.05683333333333
RNF181	0.50825
ATP8A2	-0.09575
AFTPH	1.0814375
FGF21	0.16575
FCER1G	3.191625
SNTB1	-0.88425
SLC24A3	1.32275
TXNL4B	-0.5915
RPL10L	-0.381666666666667
LOC389517	-0.8853
TSGA13	0.573
SHOX2	-0.0608333333333333
ITGA7	-1.2055
KCNIP2	-0.338333333333333
KLF13	0.8653
ZFAND2A	0.25825
CEACAM1	1.23607142857143
PFKFB4	-2.09383333333333
MED19	0.577
LRRC57	0.189333333333333
RNF11	2.00225
ANKRD32	-2.254
P117	-0.17125
OBFC2A	0.789333333333333
POLD3	-0.278416666666667
RAB18	1.831375
TPH2	0.0206
PHB	-1.107
JDP2	0.9365
MORF4L1	-0.3574
POU2F1	-0.075
CNNM2	-0.793833333333333
LOXHD1	-0.235166666666667
ZC3H15	-0.47825
ELK3	0.898666666666667
FAM111B	1.38725
CBLC	3.329
SBNO1	-0.48875
ANKMY2	-0.9015
PLEKHA5	0.16875
DHX58	0.352333333333333
ARCN1	-0.269166666666667
TREML1	0.36
KNCN	-1.0805
SEC24A	-0.037625
PSCA	1.33725
MGC24125	0.690833333333333
DNA2L	-0.905
CIB4	0.287375
HIGD2A	0.865333333333333
TBX6	0.104333333333333
TTLL5	-0.352166666666667
SGK3	0.382166666666667
GCN1L1	-0.93
AMOT	2.2389
LDOC1	1.14066666666667
NRK	-0.45275
ASB9	-2.9815
NAT1	1.4431
TRAFD1	-0.13775
PEAR1	0.121833333333333
FAM36A	0.177375
OR1S2	0.393666666666667
LOC388323	-1.74225
PGS1	-0.285666666666667
LEPREL1	-3.43275
TFF1	-4.42608333333333
HAP1	0.472
EPHB2	-0.19475
ACTG1	0.519333333333333
ZFP42	-2.1152
HAVCR2	1.5626
NME1	-0.904
SNX26	0.02775
LACTB	0.759166666666667
ZKSCAN2	-1.049125
C5orf35	0.0455
ANKS3	-1.59525
RBM28	-0.42425
DKFZP586P0123	-0.70325
HNRNPA1	-1.37166666666667
BCAS3	-1.946
FLJ20184	0.793
POLA2	-0.642833333333333
TMC7	-0.717166666666667
HSD17B6	1.964
ZNF658B	1.44066666666667
TTTY10	-0.2864
RANBP9	1.09483333333333
CPNE7	-2.68166666666667
EVL	-0.194941176470588
LNX1	0.642166666666667
IFNA21	0.0968
CFD	0.6385
PYCARD	0.609
MYBPC2	-1.699
ENPP3	3.20783333333333
ACSL4	-1.3525
LOC440258	-1.86
TMEM176B	3.55016666666667
SOX2	-1.10675
SCO1	-0.8115
COMT	-0.3905
AOC2	0.39475
PDLIM5	1.08314285714286
SPHK2	-0.336166666666667
NXPH2	1.2305
GPR108	0.655166666666667
RAD51L1	-0.717833333333333
TMEM54	1.9965
LETMD1	-1.51
SLC6A17	1.1925
KRT75	2.7915
STT3B	0.119333333333333
CD3EAP	-0.764166666666667
TMEM63A	0.77475
DUSP13	-2.67175
CD1C	-0.00283333333333334
LASS2	-0.0343333333333333
AVP	0.462
PITPNM1	-0.595125
FLJ22795	-1.0935
MCTP1	-2.38925
TRIM68	0.498166666666667
UCK2	0.722833333333333
ABHD1	-1.1265
FAM50A	0.42575
RNASEH1	1.139
PCP2	0.477833333333333
OR52H1	-0.0475
C20orf149	1.024
RBP5	-0.5605
HYAL3	-0.179
CLPB	-0.525
SMNDC1	-0.05275
DONSON	0.2685
FLJ27523	0.132666666666667
BARHL2	0.649166666666667
SLC30A9	-0.5105
TMPRSS11B	0.08175
E2F8	0.3925
CCDC25	0.22225
C14orf48	1.84066666666667
C20orf116	0.3755
TSPAN11	0.042
YIF1B	-0.759166666666667
FAM12B	0.29
OR1L6	0.2605
HPN	-0.7981
NBN	0.612625
C14orf94	-0.767666666666667
OCLM	0.228
ZSCAN18	0.7009
L3MBTL	-0.67
TSTA3	1.42416666666667
RAC1	0.6955
C19orf15	0.44325
NFE2	-4.33
KLK14	-0.039
ARSF	0.779
MAST2	0.6245
AMICA1	2.78983333333333
GTF2A1	-0.0885
ATP1A3	0.5935
TC2N	3.1565
PNKP	-0.20775
ODZ2	0.512
MATR3	0.2105
S100P	0.568875
KRT82	0.4145
CA13	0.6057
PROZ	-1.80766666666667
AASDH	-0.702571428571429
C19orf40	-0.167333333333333
DCK	0.124538461538462
FAM5C	3.35225
SLC6A4	-1.2815
MID1IP1	-0.152
TESSP5	0.2065
TMOD4	-0.867666666666667
DOCK2	0.3875
TUG1	0.33625
NUP214	-0.89475
DPYSL2	0.357545454545455
GOLM1	1.57441666666667
MPFL	0.29525
SOX13	1.337
SDCCAG8	0.6432
KEL	-1.326
NUP210L	-3.23575
GK	-0.2285
DNAJB1	0.52125
ALPK3	1.391
CHID1	-0.5793
CYLC2	0.4034
IKZF5	-0.089
C8orf51	2.23583333333333
PPM1J	-0.706
GIMAP8	3.98216666666667
GPR101	-0.469
NR2F1	-3.1
ACAD8	0.13725
RBM35A	1.74275
GNAI2	1.22733333333333
METTL8	-0.583666666666667
SLC39A7	-1.418
FBXO8	0.27875
CAMK1	0.67575
RFC3	-1.542875
FAM129A	1.29271428571429
ILF2	-0.44825
FGFBP3	-1.67475
NOM1	-0.0548333333333333
PSMA3	0.19975
ASCC3	-0.1117
ZYG11A	-0.99325
SOX21	-1.476125
LYRM1	-0.208
DEFB1	3.781
LOC91431	-2.5265
OR7C2	1.6615
FAM46B	1.700875
TMEM18	0.609
ARHGAP30	2.11766666666667
TMEM86A	2.88375
EPHA2	0.414666666666667
C10orf46	0.24885
TCHH	1.7315
C3orf30	0.5096
LOC285636	-0.7475
PAIP2	0.0475
CYP2U1	-0.490428571428571
C12orf34	0.7805
SARS2	-0.930666666666667
ZCWPW1	0.016
SAMD12	1.67675
KIAA1430	-0.2495
ACAT1	-0.54925
MEOX1	0.870833333333333
ADAMDEC1	7.8065
PHKA2	0.10475
CARD11	-0.304666666666667
CALML4	0.2505
TSSC1	1.107
TMEM45A	2.69766666666667
MPP7	1.725
POU1F1	0.74
SLC2A13	-1.6258
FBN2	-1.48107692307692
ZC3H7A	-0.4937
LAIR2	1.86875
ST3GAL1	-0.247
LCT	1.44525
GEMIN8	0.2905
KLF16	0.2796
HIF3A	-0.1056
FAM44A	-0.655571428571429
AQP10	-1.3175
PLA2G2A	-0.7475
FOLH1	3.01616666666667
C20orf186	-1.119
MAPKAP1	-0.318625
SPRR2D	4.49575
UBQLN4	0.971666666666667
RSHL1	0.185666666666667
PIAS3	0.0975
MRPL24	0.827
GREB1	-3.976125
FAM27E3	-2.4935
NUP62CL	-0.4855
NEUROG3	0.0615
REEP3	0.958916666666667
MARK1	1.88825
LMBRD1	1.25375
PRPF19	-0.8825
PNMT	-0.209666666666667
CTGLF1	-1.6265
SLC25A16	-0.0125
EIF2B3	-0.1945
RPA2	0.54
PAK6	1.886
CCDC26	-4.58725
SEMA3E	2.13725
MXD4	0.0539
TNFSF10	3.722
SMARCB1	0.329333333333333
DTX3L	1.132
PLA2G4E	0.361
PPAP2A	0.5345
ULK1	-0.166583333333333
TAS1R3	0.008
SLC2A3	-3.19
ARID3A	-2.2065
GNG5	1.6295
ACOX1	0.1165
KIF5B	1.5155
NUP153	0.05975
MUC7	-0.1865
CSDE1	0.315857142857143
CLPTM1	0.38025
C3orf23	0.596125
LRRC17	-3.02616666666667
TTYH3	0.672375
ATP5B	-0.8245
ELF3	2.0856
CPSF3L	0.463166666666667
ZNF665	1.11483333333333
TLR6	1.1631
GPI	-0.916625
RAD9A	0.06625
NDST4	-3.863
AGPAT3	1.03441666666667
MAGI3	2.06566666666667
ADORA2A	-0.181875
CACNG7	-0.039
CAMK2D	0.0199285714285714
CCHCR1	0.47625
RPS27A	-0.02375
OR10G7	0.261
GCM2	1.7415
FAM135B	0.8485
E2F1	-0.3445
PLCB3	0.76
OR2AE1	0.371
COIL	-0.803333333333333
CDC25C	-0.169166666666667
RAB11FIP2	-0.2835
TSC2	0.08075
CTGLF5	-2.136
CCDC108	-0.2678
OR13C4	0.01825
C10orf81	5.84375
PTPRB	0.939
ACP2	0.9015
LAG3	3.17675
MRPL54	-0.449
LOC201175	0.8415
ITGB1BP3	-1.82275
SPTAN1	1.6415
SIPA1L2	0.12625
RCAN2	-0.767
CDX2	2.655
ECOP	1.78475
ACTR1A	0.622428571428571
PPARG	-0.7915
BBS10	-0.403166666666667
TMEM44	-0.4875
BPIL2	0.775
CITED1	-1.75375
IRF6	4.65125
PRDM4	0.379666666666667
RRP9	-0.569
OR10H4	0.71575
IL31RA	-0.7065
GNB1L	-1.4255
MYBL2	-0.21425
ZNF407	0.432333333333333
PPIG	-0.432833333333333
TTC18	-0.19725
RPSA	-1.072
MAPT	1.61971428571429
MRE11A	-0.373714285714286
C8orf37	-0.74
RASGEF1C	0.383666666666667
STBD1	0.397
CTAG2	-1.29033333333333
MGAT5B	-0.973666666666667
ECM1	2.032375
RLN1	-0.3685
PARP14	1.482125
EPB41L1	0.6495
HOXA3	-0.68075
MAGEA9	-4.6885
RPS8	-0.115333333333333
RPS19BP1	-0.18175
FOXJ2	0.27975
C10orf76	0.345875
IL17RE	0.437
C10orf65	-2.9145
ZNF343	0.573833333333333
FBXO33	-0.31425
UHMK1	0.2439
LY6G6C	0.83375
FGF19	-2.01175
C14orf128	0.415333333333333
IFIT2	2.834125
TIGD1	-0.32175
S100G	0.4635
GUCY1B3	3.059
NR3C1	0.0771
CORO1B	0.951166666666667
PARP11	0.142
DNALI1	-0.539666666666667
OR4N4	0.4785
MAP2K6	-0.113
FSTL4	0.4765
ANKRD47	0.958125
TMEM171	0.0745
PNLIP	0.59
YY1	-0.0208333333333333
CCDC138	-0.273666666666667
AASDHPPT	-0.3573
CKS1B	0.3119
MCM3	-0.455
ANAPC7	-0.902666666666667
FAM110A	1.81325
CDC37L1	1.12516666666667
THTPA	0.01075
NBPF20	-0.555
WDR24	-0.9515
NPTX2	-0.21975
CBLB	1.77783333333333
CETN1	-0.00239999999999999
RPUSD1	-0.575
FAF1	0.4625
CDK6	-2.3287
HMX2	0.0135
CSK	0.618166666666667
TEAD2	1.317
SNAP25	-0.83825
TUFT1	1.3141
TMTC3	-0.185833333333333
LCK	0.18925
SGOL1	-0.954333333333333
AKTIP	0.5215
FURIN	0.437
SOX12	-0.835833333333333
DEFB103A	5.285
RAMP1	0.50125
KIR3DX1	1.125
GAS2L3	-0.1045
PDE8A	-0.2881
EDN3	-0.119
GMIP	0.9195
SF3A2	0.2415
FN3KRP	-0.00775
SMAD7	0.332
RHBDD2	0.636
OR11H6	0.448
PPP1R3B	1.3379
C9orf23	-0.094
CADPS	-1.45225
GOLGA8A	-1.761375
TMEM57	0.727
RGL3	-2.01
S100A14	3.77075
FGFR2	0.0551875000000001
XRCC3	-0.32925
RTN4RL2	0.399
MGC3771	-0.7955
GH2	-0.159
BTBD2	0.3075
LMO2	-0.07725
RDBP	0.224625
ACRBP	-1.0205
AMY2A	2.5985
DUOXA1	2.1335
PTK7	1.338
TWF2	0.254833333333333
FAM80A	-0.47575
TNNI2	-2.47733333333333
GLT25D1	-0.431666666666667
OCC-1	-0.09775
CYC1	-0.0391666666666667
RPL22	0.195772727272727
MORN3	1.53
DISP1	0.55375
PRB2	0.075
CHUK	-0.07225
HR	1.45075
CCDC134	0.21575
DENND4B	-0.3365
C14orf130	-0.339375
RAB33A	-0.07975
DCST2	0.329
TNMD	-2.51225
PEX7	1.21175
FAM62A	-0.054375
SRD5A2L	1.03875
IL22	-0.041
RPS26	-0.332333333333333
HOXC5	0.4155
SPATA6	1.86025
FLJ38482	-0.23075
ZNF234	0.8015
C18orf22	0.40175
SPATA22	0.53725
THOC1	-0.751
CYP7B1	3.8905
KCNC3	-0.03525
C8orf42	1.2635
ALDH1B1	-0.4975
CCDC100	0.1539
ARMC4	-3.83225
FAM18B2	-1.444
SLC44A1	0.666625
FBXO17	-1.4295
C6orf107	0.392
C19orf29	-0.49575
ZC3HAV1L	-0.278
PARP6	0.1445
SULT2A1	-4.313625
C1orf159	0.201
TMC1	0.883
CHST14	-0.49625
GAMT	-2.81133333333333
SMCP	0.00933333333333334
TSPAN33	0.863666666666667
MIDN	-0.4235
NOX4	3.1745
RNASEN	-1.2412
TBX1	-0.414666666666667
SALL2	-1.46225
C10orf35	0.84025
CYP2E1	1.413125
LRFN2	1.53716666666667
ACO1	-1.082
IQCG	1.3958
MEGF9	1.14775
TM7SF4	4.4685
PLEKHA1	0.335266666666667
STK33	-3.306
C1orf210	2.939
SNUPN	-0.0521
KIAA0406	0.0604
C20orf29	-0.05325
TMEM55B	-0.2495
OSTM1	-0.7599375
CLCN7	-0.3455
OTP	0.56075
FLJ23049	-0.85375
HEATR4	0.4895
MAP3K10	0.331333333333333
PCDHGA9	0.9485
AMDHD2	0.2985
LCTL	-2.024
PDCD2L	-1.028
CABLES2	1.40925
SLC5A9	-0.69175
CLCA2	5.88833333333333
MGC16025	1.8755
STRAP	-0.749333333333333
C20orf196	0.0455
RRBP1	0.599166666666667
NAT13	0.2495
MAT2B	0.096625
CSNK1D	-0.543333333333333
KIR3DL1	1.36875
PRKAG3	6.3365
ZNF599	0.8045
PRM3	0.3015
PER2	-0.274166666666667
ASPHD1	-3.189
PRMT6	-1.663
KCNE1L	-0.378642857142857
FAM118A	-1.22333333333333
TAF4	0.49425
NDUFB6	0.57625
TRIM9	-1.59625
PMFBP1	0.8355
KY	-0.03
DKFZp762E1312	-1.54990909090909
CSMD1	-2.07275
TBP	0.0968333333333333
OR1Q1	0.383666666666667
RETNLB	0.47825
HPGD	0.203857142857143
DNAJC12	-2.94966666666667
FKBP1B	-2.3135
ANKRD24	-0.858166666666667
CXXC5	-0.358666666666667
IL3	0.525
DRAM	0.9747
PTCH1	-1.521875
TP53BP1	-0.37825
SLC17A7	0.619875
COL25A1	-1.5191
AMACR	-0.806666666666667
RHCG	0.3135
VPS13A	-0.948833333333333
FAM55D	1.812
PRPF38B	-0.811
OSBPL6	-0.61775
PFDN5	-0.5139
CMTM6	0.43025
KCNK12	-1.87925
RP2	0.04475
C16orf52	-1.03725
PICK1	0.6625
IFNE1	1.35316666666667
SEMA4B	0.79325
TYRO3	-1.25525
OR12D2	0.4845
CSNK1A1	0.38665
FANCF	0.09675
LONP2	-0.152125
TBL1Y	-0.005
LDOC1L	-0.300125
CCNC	0.374
C3orf60	-0.09425
CHKA	-0.706
UBAP1	1.61425
MAP3K1	0.7655
ANKRD9	-0.13525
FAM92A1	-0.8925
GAB2	0.2215
AZU1	-0.381
DIS3	-0.102
C21orf109	-1.618
IQCB1	0.87625
SPATS2	-0.0648333333333333
EFCAB3	0.4835
PRB3	0.066375
FUZ	-1.2725
ZNF813	0.9815
BMPER	-1.5355
HEG1	0.05125
ALS2CR11	-3.04275
SURF2	0.1435
PSMC1	0.16175
OR2D2	1.2305
SLC7A8	0.441
C4orf40	-0.00850000000000001
SPATA7	-0.14125
MAZ	-0.557083333333333
PIN4	0.72925
PDE1A	-1.674125
TAF6L	0.571
OR2T34	0.117
KIAA0284	0.491
ACADS	-0.417727272727273
MKRN2	-0.7905
C18orf56	-1.757
MS4A6E	0.867
GALNT4	-0.2648
C22orf31	-0.651
FLJ36070	-0.3175
PSME4	1.41325
TFG	0.4851
EPHX2	0.5185
ANXA5	0.050125
KRTAP1-1	0.0415
BATF	1.71
KARS	-1.55175
MSTP9	-1.1825
GPR26	1.467
CCDC72	0.33575
TEF	-0.218666666666667
FOXK1	-0.6201
PRLHR	-0.194
EMX1	0.09875
C11orf30	0.266625
ICK	0.614625
THSD7B	-0.73975
C21orf100	-2.1165
DUOX1	2.945
EFCAB4B	1.1175
UBE2G2	-0.579333333333333
C3orf54	0.285
PARP1	0.21275
FAM60A	-0.728916666666667
C6orf146	0.21275
OR9K2	0.6655
DDX55	-1.43333333333333
RPS15	-0.658
ZNF618	0.7246875
DKFZp686D0972	0.81
SSPO	-0.6415
SHFM3P1	0.373166666666667
CPA6	-0.992
JAG2	-0.156
DEFA3	0.68525
PPBPL2	-0.0475
CD34	3.5915
SLCO4A1	-1.97375
AFG3L1	-1.45783333333333
SHD	-1.03375
RP13-122B23.3	-0.534833333333333
PRKCSH	0.0576666666666667
DPH5	-0.6695
HLA-F	2.044
TBC1D4	-0.35175
RIG	-0.6822
GLUD1	0.115833333333333
HNRPCL1	-0.33425
HBXIP	0.64475
RNF207	-1.026
APIP	-0.06525
PLA2G3	-0.887666666666667
CCDC84	-1.36475
MYLIP	-0.334615384615385
PHIP	0.18475
AARS2	-0.263166666666667
DHX32	0.591
SCAPER	0.313833333333333
MEN1	0.13225
NIP7	-1.52425
FLJ25404	-0.137
FASTKD3	-0.77125
TMEM158	-1.7775
RARA	-0.1295
BDH1	1.5465
ANKRD16	1.417
CARM1	-1.027
SS18	-0.353666666666667
IKZF2	0.867333333333333
MYD88	0.82125
PML	0.7388
TAF1A	-0.5375
CBFB	-0.275375
HIST1H3H	-1.17766666666667
C7orf29	-0.6805
COMMD4	-0.489833333333333
DPP3	-0.04225
DAB2	0.690375
LOC388882	0.0985
YPEL4	-0.2585
AGBL3	0.72475
LRP6	-0.3378
SERPINH1	0.402333333333333
TLE1	0.7735
CD244	1.88816666666667
ZDHHC15	-0.07925
MGLL	0.4731
PLDN	-0.439916666666667
LOC654346	2.046
FAP	2.7325
GPR37	1.20416666666667
SCARA5	0.371666666666667
EBF4	0.405454545454545
LSM6	-0.3245
MLLT1	-0.325125
SLC5A12	0.06275
A2BP1	-1.73183333333333
COPS5	0.264666666666667
TPM4	0.324071428571429
TNFSF4	1.555
ACADSB	-1.5805
HERPUD1	1.16725
BCL2L11	-0.164444444444444
CEP78	0.057
CDCA3	-0.948625
WBSCR19	-0.6551
MYO1A	-1.963
PPEF1	2.911
LOC440348	-0.67375
CPEB2	0.595875
BPTF	-0.656333333333333
RPL21	-0.8731875
GSX2	0.0895
ADPRH	2.2795
C17orf68	0.546333333333333
KCNS1	1.24416666666667
MLLT6	-0.0763
PIWIL4	1.56975
RNF26	-0.5735
RAP1B	-0.342375
ADAMTS1	-1.7931
ZNF571	0.4835
P2RY6	0.7885
TRIM21	0.57
CADM3	-0.0395
NLRC5	0.813
ADRA2B	0.1205
LOC90835	-0.35175
PCF11	-0.173
LOC400451	0.673
GLTSCR1	0.4895
C17orf88	-0.6815
CDH16	-1.6835
FGF7	1.859
PCSK4	-1.84866666666667
NPC1L1	-1.37833333333333
TAT	0.072875
TBCA	-0.23675
MGC33407	0.12425
GPR115	2.17725
CYGB	-0.161
FNBP4	-0.888166666666667
C12orf43	-0.63625
CBL	-0.00460000000000001
CLECL1	2.54625
PPAPDC1A	1.35375
WDR25	-0.454
SGCA	-0.189
C22orf29	-0.189333333333333
YIPF1	1.37225
GALK2	-0.6655
RAB3B	-2.33816666666667
LOC440087	-0.52675
UCP1	-0.3585
REEP5	0.796
FADD	-0.1223
FOXA1	1.82975
CACNA1A	0.239333333333333
ABI1	1.38766666666667
GRIN2D	0.61775
SLC1A4	0.613333333333333
LOC401127	0.13775
HINT2	0.54375
PLD4	0.150666666666667
ZNF286A	-0.08675
ENY2	0.59775
IL1F6	-0.1955
PXDNL	2.92475
C20orf79	1.00975
TNFSF13B	4.22166666666667
DENND3	0.038
JARID1D	-2.98575
HIST1H2AK	-0.815125
LOC93349	0.4923
SSH1	-0.3118
ENSA	0.253
LOC219854	0.0295
CKAP2	-0.175
DKFZP564J102	-0.345333333333333
MGC87315	0.031
HNRPAB	0.413
AMH	-0.1025
ZNF526	0.38
BRUNOL5	0.0863
CACNG3	0.1305
TRPM1	-1.727
PPP2R1A	0.630375
COL2A1	-1.50925
DDN	-0.1385
FLJ25770	0.965583333333333
HK2	-0.502714285714286
ELOVL6	-1.6995
MDK	1.016
EPHX1	2.6245
RASSF2	0.49775
DKFZP434B0335	0.88975
DLX3	0.031375
PRTN3	-0.498
AVPR1A	0.65
C21orf125	0.61025
TNFAIP8	0.206
GNB2L1	-0.529
CALCRL	3.71325
SCGB2A2	8.039
UBXD7	0.056
ZNF674	-0.2185
TMEM35	-1.41225
BRSK2	-0.11925
HECTD3	1.057
TMEM188	-0.468083333333333
LGALS9	2.561875
SCARB2	1.35508333333333
USP34	0.38075
C17orf28	1.497
ZDHHC23	-0.008
AQP12B	0.0580000000000001
SLC16A3	-1.71125
APLP2	0.367625
ITIH2	-5.963
MICAL3	-0.45125
TNNI3K	-1.0007
HDAC2	0.82575
PRR7	-0.2413
THBS2	-0.25925
LOC751071	0.289166666666667
CA2	1.55366666666667
RANBP17	0.63125
RLN3	0.5175
CRYZ	0.154833333333333
GBAS	0.952666666666667
TAS1R1	0.328
MPZL3	1.5915
PCDH8	-0.2745
HSP90B1	-0.417833333333333
KCNK15	-1.1695
TNIP2	-0.199
GPR146	-1.0085
NOL6	-0.15275
SPC25	-1.921
STEAP2	0.919928571428571
VAMP3	0.8505
TCIRG1	0.58325
ZP4	-0.2075
PARL	0.27275
TRIM39	0.625333333333333
KIAA1305	1.7825
CRNN	1.4565
GRN	1.27275
HSH2D	-0.343
SCAMP1	-0.4878125
KIAA1913	0.8095
PTS	0.6075
BANP	0.516071428571429
PRKACG	0.136
ADCY6	0.336166666666667
C16orf46	0.4725
CYP51A1	-0.3245
DDC	-2.58375
ANPEP	0.2875
PROM1	3.15533333333333
SIGLEC10	2.74875
COPG	0.895
FAM26E	1.864625
TRIP4	0.47625
SNX3	1.49066666666667
C1orf175	0.3295
PPY2	0.083
C14orf152	-0.27025
FTSJ1	0.00466666666666667
DST	0.136947368421053
LOC554235	0.182
GLRX5	-0.618
C20orf12	1.3245
CAB39	0.728833333333333
MSH2	0.302833333333333
PIP4K2C	0.72425
CYLD	1.216
WTAP	0.2334375
MGAT4A	2.25944444444444
TSC22D4	0.3377
CHRM2	-1.3325
PPYR1	0.3285
CCNH	-1.239
RRM1	-0.9515
ECAT8	-4.11875
LOC400120	-2.51175
GABRA4	0.0721666666666667
C14orf4	-0.276666666666667
C1orf59	1.0645
CTDSPL	0.163666666666667
NHEDC2	-1.5725
PDE11A	-1.2685
KLHL29	-2.09725
CD5	0.8734
TSPAN9	1.274875
WDR67	-0.25425
THUMPD1	-0.5419
C18orf17	0.4455
CLYBL	-0.806333333333333
FLJ13231	-0.703375
CMBL	-2.255125
LECT2	-1.38675
NKAPL	2.374
LOC654780	0.9105
OR4C6	0.5585
RAB30	-0.207166666666667
TSSK4	0.3295
TMEM163	1.2715
OSBPL11	0.590166666666667
GNB5	-0.5735
CCL21	1.95575
C1orf121	0.989333333333333
FMO2	2.67083333333333
RPTN	3.944
MSTN	0.4055
VCL	0.210571428571429
FYTTD1	0.7585
C11orf1	-0.481
CCDC88C	0.3173125
HFE	-0.271888888888889
MOGAT1	-1.5095
FAM125B	1.34483333333333
IRGQ	-0.0215
RAVER2	0.317
AKAP5	1.2585
SSSCA1	-0.11225
C11orf63	2.04225
ACTG2	-0.8722
PORCN	-0.8325
DTL	-1.03281818181818
TMEM151	0.426
FAM122C	0.10725
RSAD2	5.1124
BAT4	-0.658
KRTDAP	1.32016666666667
MYH8	0.44325
CRTC3	0.03025
LRRFIP2	0.0051
INTS4	0.0131666666666667
TTN	-0.9525
SLC26A5	0.985
PLLP	-1.2275
RGS6	-0.617375
SRGAP3	0.610375
ZNF525	0.808833333333333
NBR2	-0.347166666666667
C13orf1	-0.4959
ZNF137	1.0335
CEP27	-0.3015
BEST2	0.35
RNF121	-0.45925
DMRTC2	4.42275
C8orf76	0.732
BCCIP	-0.478875
MEST	-0.06225
HTRA2	0.049
ANGPTL2	0.136
ILKAP	0.0831666666666667
ERAS	0.324
HBS1L	-0.1525
CPA5	-0.00600000000000001
TMEM30A	0.433166666666667
CD300LF	3.18433333333333
WISP3	4.5575
CRK	0.524928571428571
PDS5A	-0.00310000000000001
BRPF3	0.727
NEDD9	-0.848625
SMPDL3B	0.282
PSG6	-0.633
PSMD13	0.511
ETV5	-0.841375
OR51A4	-0.0835
BTBD7	-0.05125
GSTO1	-0.4525
hCG_16001	-1.1685
MAD2L1BP	-0.195666666666667
COX6A2	0.742
SCNN1A	1.29633333333333
LSM1	0.411333333333333
UGT2B11	-0.5525
IDUA	0.62075
PPP2R3C	-0.451833333333333
COX11	-1.34116666666667
PDZK1	-4.84525
ZNF443	0.921
MGC21874	0.888833333333333
ZNF323	1.6803
KRTAP10-10	0.2945
CXCL6	2.2555
SLC34A2	2.3016
LOC284402	-0.0945
NPTN	-0.294083333333333
UPP1	0.563916666666667
SLC6A9	0.5825
OR7G3	-0.52675
CISD1	-0.786166666666667
ZNF545	0.149333333333333
SYT14	-0.956
NT5C3L	-0.381333333333333
ZNHIT3	-0.5465
SNRPD3	-0.27875
KIAA0701	-0.1915
UNC93B1	0.847166666666667
GMNN	-1.21475
SPCS2	-0.0411666666666667
LOC388524	-1.5945
NAPRT1	-2.14975
PNLIPRP1	0.933333333333333
OR6V1	1.2215
PRKAB1	-0.80075
EYA4	-3.02216666666667
KIF20A	0.063
ALG10	-1.04175
ITPKC	0.5235
LMX1B	0.4415
RPUSD4	-0.715333333333333
C7orf34	0.257166666666667
DLGAP2	0.246285714285714
PFN1	0.7006
MICALL2	0.139909090909091
ZNF654	0.715
SS18L1	-0.0305
SLC16A8	2.83425
MKI67IP	-1.03133333333333
ITGB3	-1.1295
TCEA3	3.04475
CEP152	-2.2175625
CLIP1	0.96675
ZNF75	0.3905
ATP5C1	1.33416666666667
NUDT5	0.815666666666667
PSCDBP	2.341
UBP1	-0.48925
RBM27	0.42975
C13orf15	2.656
ZNF282	-0.128666666666667
ZNF222	-0.7492
COL10A1	4.9435
PRDM15	-0.402
TTTY5	0.205
FAM9C	-0.000750000000000005
C20orf67	0.43475
GNG13	0.0035
F12	1.12375
C1orf41	1.07
CPXCR1	-2.269
GSK3A	0.374
SUPT6H	-0.062
PI16	-0.148
ELL2	-0.37875
C9orf167	-1.845
PVRL3	-2.5802
FLJ38596	1.36666666666667
ADAM20	-0.17325
GPR89A	-0.3155
GPR87	3.45
ZNF30	-0.16675
SMR3B	-0.283666666666667
ZNF770	0.189
TRPC4AP	0.0191666666666667
DKFZP686E2158	-0.426166666666667
C2orf28	0.600333333333333
FREM1	-1.9615
LAMA4	0.388333333333333
ADPRHL2	0.16275
EIF4G2	0.436833333333333
GUCA1A	-0.1515
CTNNA2	-2.1165
NUDT15	-1.05833333333333
CEPT1	-0.2065
ZNFX1	0.9863
CCDC92	1.075
TDRD1	-0.00850000000000001
KCNK5	-1.63266666666667
ETNK1	-0.907666666666667
LTA	0.608
TTPA	1.10966666666667
B3GALNT2	1.1765
SC65	-1.374
PEX5L	-1.569125
EPS15L1	0.88175
MGEA5	-1.063625
HIST1H3A	1.584
ING1	0.034375
BCAT1	-1.778125
ORC6L	-2.02809090909091
KLK11	-2.07
C19orf28	-1.37375
DNER	-4.6815
MED22	-0.027
ETV6	1.40558333333333
CHAC2	-0.95925
CD300E	0.2355
CEBPB	0.410833333333333
ZNF398	-0.11725
LRCH3	0.101
HMGA1	-0.175
CAPN7	0.0546666666666666
MGC5566	-2.209
CCL3	3.11542857142857
NANOS1	2.33175
ZFYVE19	-0.17
APITD1	0.867833333333333
PARD3	1.9845
IRAK4	0.715166666666667
SERPINI2	0.4505
CEP170L	-0.17275
TTC9	3.465625
MYOM3	-0.894
MLPH	-0.613625
LOC222699	1.242
NRG1	-2.21725
TBC1D9	0.104363636363636
TTK	0.211666666666667
