Hybridization REF	TCGA-BH-A0DH-11A-31R-A089-07
CSNK1A1	0.6638
FANCF	1.056
LONP2	0.374625
TBL1Y	0.04275
LDOC1L	-0.1595
CCNC	-0.169
C3orf60	-0.00625
CHKA	-1.6135
UBAP1	-0.0375
MAP3K1	0.399
ANKRD9	-1.4095
FAM92A1	-0.1155
GAB2	0.6265
AZU1	-1.21225
DIS3	0.2325
C21orf109	-1.3775
IQCB1	-0.6185
SPATS2	-1.42466666666667
EFCAB3	0.4555
PRB3	-0.1285
FUZ	-0.3505
ZNF813	-0.205875
BMPER	-0.0806666666666667
HEG1	-0.37925
ALS2CR11	-0.44775
SURF2	0.1735
PSMC1	-0.1535
OR2D2	0.528
SLC7A8	1.30033333333333
C4orf40	-1.107
SPATA7	1.78725
MAZ	-1.7495
PIN4	1.35775
PDE1A	0.95325
TAF6L	-0.759
OR2T34	0.273
KIAA0284	-0.06625
ACADS	1.40472727272727
MKRN2	-1.8915
C18orf56	-3.10775
MS4A6E	0.196
GALNT4	0.4192
C22orf31	0.055
FLJ36070	0.02
PSME4	-0.83375
TFG	-0.8386
EPHX2	1.927625
ANXA5	0.389
KRTAP1-1	0.7492
BATF	1.88
KARS	-1.8785
MSTP9	-0.526
GPR26	-0.44475
CCDC72	0.2095
TEF	1.73433333333333
FOXK1	-0.5851
PRLHR	-0.091
EMX1	0.358
C11orf30	-0.322375
ICK	0.28375
THSD7B	0.39925
C21orf100	-1.505
DUOX1	3.052
EFCAB4B	-0.688
UBE2G2	-1.08266666666667
C3orf54	1.7335
PARP1	-2.0785
FAM60A	-1.071
C6orf146	0.431
OR9K2	0.421
DDX55	-1.52033333333333
RPS15	0.9215
ZNF618	0.7311875
DKFZp686D0972	1.31725
SSPO	-0.0625
SHFM3P1	-1.03116666666667
CPA6	0.15675
JAG2	1.23025
DEFA3	1.345
PPBPL2	-0.1495
CD34	5.391375
SLCO4A1	-2.872
AFG3L1	-2.32783333333333
SHD	-0.5805
RP13-122B23.3	-1.80716666666667
PRKCSH	-1.95683333333333
DPH5	0.258
HLA-F	1.619
TBC1D4	1.0975
RIG	0.555833333333333
GLUD1	0.229666666666667
HNRPCL1	-0.669
HBXIP	0.41875
RNF207	-0.8715
APIP	-0.2045
PLA2G3	-1.46616666666667
CCDC84	-0.42975
MYLIP	0.897
PHIP	0.494
AARS2	-0.6265
DHX32	0.17
SCAPER	0.740333333333333
MEN1	-0.73175
NIP7	-0.7265
FLJ25404	0.374
FASTKD3	-0.21025
TMEM158	-3.01916666666667
RARA	0.8815
BDH1	-0.3
ANKRD16	-0.02
CARM1	-0.125
SS18	0.184666666666667
IKZF2	0.0675833333333333
MYD88	-1.739625
PML	0.3711
TAF1A	-0.58775
CBFB	-1.371625
HIST1H3H	-2.034
C7orf29	-1.68175
COMMD4	-0.536
DPP3	-2.448
DAB2	1.1295
LOC388882	-0.016
YPEL4	0.42
AGBL3	0.563
LRP6	0.6098
SERPINH1	-1.19941666666667
TLE1	0.38175
CD244	1.11483333333333
ZDHHC15	0.67125
MGLL	1.8099
PLDN	-0.248416666666667
LOC654346	0.986
FAP	1.25925
GPR37	-0.776666666666667
SCARA5	3.5285
EBF4	1.579
LSM6	0.9555
MLLT1	-1.22825
SLC5A12	0.21575
A2BP1	-0.78
COPS5	-0.201333333333333
TPM4	-0.248857142857143
TNFSF4	-1.08333333333333
ACADSB	1.88905555555556
HERPUD1	0.60625
BCL2L11	-0.752611111111111
CEP78	-1.50075
CDCA3	-2.905375
WBSCR19	0.2908
MYO1A	-2.3885
PPEF1	-0.8845
LOC440348	-1.115
CPEB2	0.38925
BPTF	-0.2755
RPL21	1.431
GSX2	0.133
ADPRH	0.531166666666667
C17orf68	-0.382
KCNS1	0.471166666666667
MLLT6	-0.5058
PIWIL4	1.31325
RNF26	-0.7355
RAP1B	0.996625
ADAMTS1	0.2283
ZNF571	0.8495
P2RY6	-0.60325
TRIM21	0.987333333333333
CADM3	0.3805
NLRC5	-0.496666666666667
ADRA2B	0.477833333333333
LOC90835	-1.126375
PCF11	-0.29875
LOC400451	0.81725
GLTSCR1	-0.0984
C17orf88	-0.9425
CDH16	-1.44375
FGF7	3.212
PCSK4	0.991833333333333
NPC1L1	-0.819
TAT	1.84975
TBCA	-0.5065
MGC33407	0.01025
GPR115	-1.50357142857143
CYGB	0.3195
FNBP4	-0.8785
C12orf43	-0.321
CBL	0.077
CLECL1	0.69025
PPAPDC1A	-2.47375
WDR25	-0.759666666666667
SGCA	1.895
C22orf29	-0.110333333333333
YIPF1	1.031
GALK2	-0.29175
RAB3B	-2.09675
LOC440087	-0.40575
UCP1	1.1885
REEP5	2.081875
FADD	-1.6339
FOXA1	2.01075
CACNA1A	-0.0681666666666667
ABI1	0.306666666666667
GRIN2D	-0.1715
SLC1A4	-0.394
LOC401127	-1.464
HINT2	0.892
PLD4	-0.306333333333333
ZNF286A	-1.5245
ENY2	0.191
IL1F6	-0.3765
PXDNL	0.068
C20orf79	0.290666666666667
TNFSF13B	3.25766666666667
DENND3	0.045375
JARID1D	-3.072
HIST1H2AK	0.244125
LOC93349	-1.0031
SSH1	-1.2236
ENSA	-1.95975
LOC219854	0.5225
CKAP2	-2.4367
DKFZP564J102	1.0625
MGC87315	-0.434666666666667
HNRPAB	-2.7485
AMH	-1.561
ZNF526	0.271
BRUNOL5	-0.564
CACNG3	0.219166666666667
TRPM1	-3.514
PPP2R1A	-0.28775
COL2A1	-0.7985
DDN	-0.690333333333333
FLJ25770	2.2615
HK2	-0.628714285714286
ELOVL6	-1.18625
MDK	-1.111
EPHX1	1.057
RASSF2	0.358375
DKFZP434B0335	-0.342
DLX3	-0.435625
PRTN3	-0.63075
AVPR1A	1.01
C21orf125	-2.60075
TNFAIP8	0.5105
GNB2L1	0.03675
CALCRL	2.871
SCGB2A2	9.85933333333333
UBXD7	0.43425
ZNF674	-1.0135
TMEM35	0.856375
BRSK2	-0.960625
HECTD3	-1.13416666666667
TMEM188	-0.154666666666667
LGALS9	0.88025
SCARB2	0.77675
USP34	-0.208416666666667
C17orf28	0.123833333333333
ZDHHC23	-1.00425
AQP12B	0.393
SLC16A3	-3.462
APLP2	-0.541375
ITIH2	-2.9235
MICAL3	0.217125
TNNI3K	1.2343
HDAC2	-0.00237500000000003
PRR7	-1.9123
THBS2	-1.435125
LOC751071	-0.698
CA2	3.5155
RANBP17	-0.485
RLN3	0.04875
CRYZ	0.348333333333333
GBAS	0.468
TAS1R1	0.96475
MPZL3	0.3115
PCDH8	-1.622
HSP90B1	-0.539083333333333
KCNK15	-0.4655
TNIP2	-1.96266666666667
GPR146	2.019
NOL6	-1.484
SPC25	-5.01955555555555
STEAP2	3.07221428571429
VAMP3	0.603833333333333
TCIRG1	-1.242
ZP4	-0.169333333333333
PARL	0.19
TRIM39	0.231833333333333
KIAA1305	1.8125
CRNN	-0.0691666666666667
GRN	-0.9615
HSH2D	-2.15575
SCAMP1	0.6189375
KIAA1913	0.88525
PTS	-0.0115
BANP	-0.810071428571429
PRKACG	0.2665
ADCY6	0.052
C16orf46	-1.9245
CYP51A1	-1.002375
DDC	-5.1295
ANPEP	-0.716333333333333
PROM1	2.21883333333333
SIGLEC10	0.82025
COPG	-0.7635
FAM26E	1.455375
TRIP4	0.64675
SNX3	0.483666666666667
C1orf175	0.835
PPY2	0.30425
C14orf152	0.45175
FTSJ1	-2.19166666666667
DST	2.4957
LOC554235	-0.2815
GLRX5	-0.29975
C20orf12	0.7579
CAB39	0.4385
MSH2	-1.75133333333333
PIP4K2C	0.34225
CYLD	0.917125
WTAP	0.59475
MGAT4A	1.00788888888889
TSC22D4	-1.4556
CHRM2	-1.5015
PPYR1	0.0758333333333333
CCNH	0.370833333333333
RRM1	-1.126
ECAT8	-2.223
LOC400120	-0.03425
GABRA4	-0.175
C14orf4	1.40433333333333
C1orf59	-0.14
CTDSPL	1.34675
NHEDC2	-0.242
PDE11A	1.142625
KLHL29	2.60175
CD5	-1.2757
TSPAN9	1.1755625
WDR67	-1.464
THUMPD1	0.7625
C18orf17	0.16975
CLYBL	1.66516666666667
FLJ13231	-0.626125
CMBL	0.727
LECT2	-0.11375
NKAPL	4.08716666666667
LOC654780	0.554
OR4C6	-0.157
RAB30	0.249333333333333
TSSK4	-0.599
TMEM163	0.484
OSBPL11	0.6565
GNB5	-0.867833333333333
CCL21	1.5945
C1orf121	-0.411666666666667
FMO2	4.4645
RPTN	1.188
MSTN	0.105
VCL	-0.5805
FYTTD1	0.2465
C11orf1	1.20225
CCDC88C	-0.2351875
HFE	-0.24
MOGAT1	2.4305
FAM125B	-0.125833333333333
IRGQ	-0.4755
RAVER2	1.5705
AKAP5	-0.774
SSSCA1	-0.401
C11orf63	1.287625
ACTG2	4.4774
PORCN	-0.935
DTL	-3.48409090909091
TMEM151	0.34875
FAM122C	-0.6045
RSAD2	1.2432
BAT4	-0.0785
KRTDAP	0.372833333333333
MYH8	0.861625
CRTC3	0.1645
LRRFIP2	-0.0761
INTS4	-0.529833333333333
TTN	-1.178
SLC26A5	0.3025
PLLP	-0.3765
RGS6	0.13225
SRGAP3	0.67325
ZNF525	0.389666666666667
NBR2	-0.2255
C13orf1	0.3728
ZNF137	-0.2925
CEP27	-1.39375
BEST2	0.085
RNF121	-0.3065
DMRTC2	0.607
C8orf76	-0.3955
BCCIP	-0.3595
MEST	1.0195
HTRA2	-0.9285
ANGPTL2	2.35875
ILKAP	-0.186166666666667
ERAS	0.6585
HBS1L	0.250375
CPA5	-0.335
TMEM30A	0.3445
CD300LF	1.22333333333333
WISP3	3.7295
CRK	-0.123142857142857
PDS5A	-0.5659
BRPF3	0.208333333333333
NEDD9	0.664125
SMPDL3B	-0.37625
PSG6	-0.38975
PSMD13	-0.68575
ETV5	-0.1294375
OR51A4	-0.4525
BTBD7	1.27958333333333
GSTO1	-0.83225
hCG_16001	1.6595
MAD2L1BP	-0.436333333333333
COX6A2	1.0465
SCNN1A	0.678833333333333
LSM1	0.0618333333333333
UGT2B11	-1.873
IDUA	0.4615
PPP2R3C	-0.374333333333333
COX11	-0.453333333333333
PDZK1	2.09175
ZNF443	0.339
MGC21874	0.3125
ZNF323	1.3406
KRTAP10-10	0.095
CXCL6	0.057
SLC34A2	1.6861
LOC284402	0.5715
NPTN	2.11566666666667
UPP1	-1.48991666666667
SLC6A9	0.3055
OR7G3	-0.18225
CISD1	-0.0176666666666667
ZNF545	0.2335
SYT14	-0.8225
NT5C3L	-0.396833333333333
ZNHIT3	0.3825
SNRPD3	-0.212
KIAA0701	0.103875
UNC93B1	-0.878666666666667
GMNN	-0.114
SPCS2	0.2885
LOC388524	0.4535
NAPRT1	-0.234875
PNLIPRP1	0.355666666666667
OR6V1	0.7475
PRKAB1	-0.954
EYA4	-2.41833333333333
KIF20A	-4.09475
ALG10	-0.1045
ITPKC	0.504166666666667
LMX1B	-0.2615
RPUSD4	0.0473333333333333
C7orf34	-0.543166666666667
DLGAP2	0.407857142857143
PFN1	-1.5025
MICALL2	-1.448
ZNF654	0.7935
SS18L1	-1.24825
SLC16A8	1.43775
MKI67IP	0.0363333333333333
ITGB3	-1.182875
TCEA3	1.91858333333333
CEP152	-1.84475
CLIP1	0.438125
ZNF75	0.200875
ATP5C1	-0.582166666666667
NUDT5	-1.01616666666667
PSCDBP	1.03225
UBP1	0.2575
RBM27	-0.1965
C13orf15	2.699
ZNF282	-1.49116666666667
ZNF222	0.6353
COL10A1	1.736
PRDM15	-1.16
TTTY5	-0.072
FAM9C	-0.309454545454545
C20orf67	-0.65
GNG13	-0.3235
F12	-1.71175
C1orf41	-0.90725
CPXCR1	-0.5585
GSK3A	-0.216375
SUPT6H	-0.731
PI16	3.80066666666667
ELL2	-0.225583333333333
C9orf167	-2.281
PVRL3	-0.2539
FLJ38596	-0.0505
ADAM20	0.74875
GPR89A	-1.3185
GPR87	2.262
ZNF30	0.6745
SMR3B	1.32125
ZNF770	0.00887499999999995
TRPC4AP	-1.4345
DKFZP686E2158	0.558
C2orf28	0.4285
FREM1	2.44983333333333
LAMA4	1.96933333333333
ADPRHL2	-0.859
EIF4G2	0.284833333333333
GUCA1A	-0.599
CTNNA2	-1.76975
NUDT15	-0.661333333333333
CEPT1	0.15
ZNFX1	-0.7528
CCDC92	0.36825
TDRD1	-1.574
KCNK5	-2.26866666666667
ETNK1	-1.03083333333333
LTA	0.1845
TTPA	0.198666666666667
B3GALNT2	-0.5765
SC65	-2.6415
PEX5L	-1.312125
EPS15L1	-1.26225
MGEA5	0.7775
HIST1H3A	0.50725
ING1	-0.487
BCAT1	-3.33575
ORC6L	-4.25281818181818
KLK11	-1.15983333333333
C19orf28	-2.57525
DNER	-3.401625
MED22	-1.16557142857143
ETV6	0.427333333333333
CHAC2	-1.91175
CD300E	-1.041
CEBPB	0.0574166666666666
ZNF398	0.42425
LRCH3	-0.3325
HMGA1	-2.36533333333333
CAPN7	-0.029
MGC5566	-2.755
CCL3	2.92175
NANOS1	0.76475
ZFYVE19	-0.73325
APITD1	-1.02066666666667
PARD3	0.942625
IRAK4	-0.577666666666667
SERPINI2	-0.526
CEP170L	-1.19925
TTC9	1.02875
MYOM3	-1.91675
MLPH	-0.44675
LOC222699	0.3895
NRG1	0.0939166666666666
TBC1D9	2.19263636363636
TTK	-4.59616666666667
ZNF557	0.2091
DDX41	-1.19283333333333
FANK1	2.3775
UBE2D2	-0.137875
PSMB10	0.62225
MYH7B	0.0885
GABARAPL2	1.11925
MARVELD2	1.09816666666667
DGCR2	0.434
UNC45A	-0.5865
C6orf72	1.3065
ZNF683	4.5945
GIT2	-0.0581250000000001
CASK	-0.0273333333333333
C14orf161	0.9445
LRRC44	0.84925
TIFA	0.72925
UTP11L	-0.385625
C6orf65	-0.86075
FDPS	-1.10525
DUSP9	-1.979
SLC17A8	0.5612
OR51G1	0.448166666666667
NANS	-0.64075
OLFML1	2.4305
ATP10B	-1.44325
NPAS3	1.50925
PRKCA	-1.7922
GGA2	0.4205625
LCE4A	0.032
SPANXN3	-0.19825
CCDC115	1.079125
SDCCAG3	-1.23675
GLIPR1L1	0.2825
TTC1	-0.47675
C17orf76	1.3475
MAD2L2	-2.0905
HIPK1	-0.1195
LRRC3B	3.8045
CLN3	-1.29381818181818
C17orf47	-0.2145
FMN2	-1.745375
TUBB1	-0.909285714285714
WAPAL	-0.6045
C3orf21	-1.666375
SCN5A	-0.4861
SMYD1	4.14775
BEX5	3.04075
ZNF192	0.3985
SEC22A	0.258333333333333
GRIA2	2.18192857142857
KIAA0825	-0.7935
NUSAP1	-4.34218181818182
LANCL1	0.011625
C15orf40	-0.4433
ZNF645	-0.090125
GPR61	0.60275
NLRP14	-0.5745
SNX21	0.1486
C1QTNF8	0.11
C17orf46	0.57425
IFNA8	0.4
SPRR1B	-1.65066666666667
FLRT1	-0.1855
SNX17	-1.7505
ASB2	1.55633333333333
HBG1	-5.444
RPRML	-0.00625
JOSD2	0.187833333333333
PLSCR3	0.40825
SPOCD1	-1.66933333333333
RAB39	-0.6675
GHRH	-0.184666666666667
ITIH5L	-0.031
C17orf37	0.01
SMCR8	0.12225
DPY19L2P3	0.137666666666667
IL11RA	2.2625
GDF3	-3.30916666666667
RPS6KB1	-1.099
DNAJC19	0.8902
TOP1	-1.412
CRCT1	1.32985714285714
MPST	0.307
DPM2	-0.51575
FAM38B	1.4
SLC18A1	-2.33116666666667
FARP1	-0.735833333333333
PAX7	-0.07775
TUBD1	-0.285
GNL3	-0.952125
BTG2	1.74613333333333
NDUFS6	-0.49175
C1orf79	-1.398
ERAL1	-0.78125
ECHS1	1.49525
VPS4A	-0.6035
CYP11A1	0.240625
ABCC6	0.0214285714285714
PBX4	-0.513
MOSC1	2.334875
NCF4	-0.65425
HYMAI	0.9085
NAGPA	-1.25275
OTOP2	-0.2985
ACOT12	0.11075
MTHFD2L	0.110625
LOC441376	3.31975
C19orf34	0.0625
RAB1B	-1.34225
ALDOAP2	-2.285
NTRK1	-1.60583333333333
ARTS-1	0.929
SLC6A11	-0.709
NAP1L2	2.839
CNGB1	0.121
EPB41L4B	1.27025
FAM134B	2.5365
HS3ST3A1	-1.982
CPXM2	6.68
SIRPB2	0.7235
CHORDC1	-0.948166666666667
TRIB3	-2.5105
SLC2A5	1.06175
C2orf49	-0.136
DDX5	-0.68675
OR5L1	0.1615
ANAPC4	0.441833333333333
ZSWIM1	0.21825
LOC93622	-0.741375
KCNK3	-0.175
RP11-35N6.1	0.286
ZFP161	0.4435
AQP9	0.9495
SLC15A2	-0.3525
MREG	-0.429166666666667
OR9I1	-0.2295
PDLIM2	0.26175
ADAM7	0.493
GSTCD	-0.874166666666667
WDR21A	0.433125
SLC12A8	-0.910833333333333
TMEM174	0.0295
IGSF3	-0.645166666666667
LRRN1	1.81975
LOC402117	-0.08175
SRPK1	-1.56216666666667
LY6K	-0.0618125000000001
NFIA	3.7885
PTCD3	-0.4915
LEP	4.09416666666667
PCDH21	-0.486166666666667
MAPKAPK2	-0.836428571428572
NMNAT1	-0.750833333333333
LHFPL2	-0.175375
C9orf43	0.31975
DIP2A	-2.00366666666667
ACTR8	0.111875
CCDC34	-1.3305
PTPN22	-1.825375
ITGA3	-0.628375
FAM129C	-0.07875
RABGGTA	-0.464666666666667
UNC45B	1.0965
KIAA1033	0.081875
ZNF510	-0.4075
CYP2D6	0.241333333333333
SLC26A10	-0.843
STX8	0.795
LUZP1	-0.0535
WDR89	0.244666666666667
EIF4G3	-1.0292
C5AR1	-0.017
ZNF623	-0.657
A2M	1.753
TGM7	0.2365
GRPEL1	-0.535
LMNB2	-2.6724
ROCK2	0.713333333333333
SNX16	0.559
CCDC66	0.84925
ANXA3	2.82375
KIAA1609	-0.2305
EED	-0.5595
RNF32	0.337
HES1	0.8056
CLC	0.0523333333333333
ISL1	1.081
KIAA0528	0.291625
MANEA	-0.137875
C1orf61	0.1105
hCG_2001000	1.687
RAPGEF6	0.3782
KIAA0020	-0.392333333333333
NEIL1	0.9875
C16orf45	0.824375
RBM10	-0.868666666666667
C10orf125	0.250375
MRS2L	-0.6815
DNAH17	-0.849
C19orf10	-1.2365
C1orf160	0.45025
SLFN12	1.2805
EXOC3	-0.468333333333333
HIST3H3	-0.12925
NCOR2	0.034
TNFRSF9	-1.182
MFSD8	0.62525
ALX1	-2.871
NOL1	-2.27775
PODN	2.67525
TIAL1	-0.77075
HIST1H1E	-1.564
NPY6R	-0.11925
TM4SF4	0.9745
CORO2A	-1.049
ETNK2	-1.76016666666667
APOE	0.8857
ANGPT4	-0.246
HDGF2	-2.30775
G30	0.361
ST8SIA4	-0.758875
F2RL1	-0.1625
FAM19A4	-1.76325
CCAR1	-1.06275
B3GNT7	-0.362
OPHN1	-0.1552
DSCR6	-1.426
C21orf13	1.50916666666667
GAS2L1	-0.0898333333333333
RFX3	0.214166666666667
COPS4	0.7025
BCHE	-1.91383333333333
BCL2	3.62375
HBZ	-3.49433333333333
ARL13B	1.199875
MAPBPIP	0.355
MYO15B	-0.32075
SPZ1	1.11733333333333
KIAA1324	3.18622222222222
PLCL2	0.174625
C4orf29	-1.11975
WDFY2	-0.634375
ZNF284	-0.571
NAALADL1	0.629
DUSP5	0.383333333333333
PXDN	0.0625
SLMO1	-1.5605
TNXB	0.5613
BIRC7	-1.284
A4GALT	0.1625
TIMM22	-0.07275
FAM110C	-0.16875
TOMM34	-2.229375
ABHD9	0.1265
ADAM32	1.2435
CRHBP	3.568
AQP2	0.472625
LOC130355	1.68775
ZNF187	0.774333333333333
ZNF816A	0.5155
F7	-0.400875
CNOT1	-1.0063
SLC13A4	-1.302
ZBTB11	-0.50925
B3GALT5	-0.1545
EXOC2	-0.0476666666666667
IRS1	1.1584
TMEM1	-0.494833333333333
MRPL34	0.363333333333333
SAMM50	-0.13625
CDC42EP3	1.125875
HSF2	-0.4351
MFN2	0.26525
TSPAN7	0.258166666666667
NUCB1	0.520166666666667
RHOH	-0.83725
ARL16	-0.5275
TACR1	-0.0715
SFRS5	-0.881
SNX25	-0.7665
RHBDF1	-0.738166666666667
PCDH18	2.981
HMG1L1	-0.345
MYO5C	0.75975
MAPK10	0.2915
LDHAL6A	0.1946
NUDT12	0.729166666666667
NCAM1	-0.401
GLIS2	-0.918
GGTL4	-0.9875
DAPP1	-0.91975
ATF7	0.567125
KIAA0748	-1.11575
NFIL3	-0.384
TM6SF1	0.9618
SEZ6	0.069125
NANOS3	0.304333333333333
DNAJA3	-1.59233333333333
CLDN6	-2.3825
CIITA	2.2696
EPHA4	0.784833333333333
FANCC	-0.81725
CMTM3	-0.816875
PSG3	0.0835
MRPL15	-0.5115
C21orf59	-0.3345
PLCXD2	-0.413
C2orf34	-0.8015
UBE2L6	0.868
MED14	-0.33
HP1BP3	-0.3693
C6orf208	-0.9865
TPBG	0.2905
OSR2	0.338625
XPC	-1.36466666666667
KLHL7	-0.543583333333333
CCR3	0.0475
AGTPBP1	-0.183666666666667
PCSK6	-1.76766666666667
STAT5A	-1.0301
FAM18B	0.1535
LONRF2	-0.0606666666666667
PTPN2	-0.25525
SF3A3	-0.6895
EFCBP2	-0.28125
HCFC1	-2.4595
AHNAK	0.17805
ACTR5	-0.87675
KIF14	-4.04214285714286
TENC1	0.98025
HEATR5B	0.779
YIPF2	-0.389333333333333
MYEOV2	1.163
DUSP18	0.879
KIAA1012	0.565
AHR	-0.122333333333333
C17orf53	-2.1775
PTPRH	-3.3625
ATP6V1C1	-0.2231
TAS2R3	-0.182
LOC440356	-1.322
COQ10B	-0.259
PSMF1	0.0608333333333333
SORBS2	3.30758333333333
NFE2L2	0.49525
TMCO7	0.20775
SH3PXD2A	-0.1426
SH2D2A	-1.5895
SPINK5	-1.86775
MRPS24	-0.28225
OPA3	0.1335
TRAF7	-1.78733333333333
C4orf35	0.2565
MT1G	1.282625
MGC39545	0.208
HS1BP3	-0.5531
OR2B2	0.518
CHRM4	-0.00750000000000001
SFRP2	2.58408333333333
RIC3	2.4945
ART1	-0.773
C6orf1	0.120625
DUS4L	-0.9815
C10orf104	0.71975
TNFAIP6	1.28425
RTEL1	-1.7055
CCT4	-0.4409
ZNF709	-0.13925
CHMP6	-0.3825
UPP2	1.10175
CYP19A1	-2.10275
CD151	-0.787
NDUFA13	0.452833333333333
ARFRP1	-0.8605
FAM26B	2.24575
CRYBA1	-1.577
MRPL41	-0.0851666666666667
NPFFR2	-1.094375
HRH2	0.137
SCAMP3	-1.468
MTMR6	0.2609
MTG1	-1.21216666666667
UBTD1	0.0265
CRABP1	-0.9475
FLJ33790	-0.474
KIAA1908	-0.18
GPR158	-2.251
PACSIN3	-1.55733333333333
OMD	3.93916666666667
CATSPER1	-1.255
HOXB8	-0.14225
FBXO46	0.3275
OAS1	-0.363166666666667
SVIL	1.03525
PHB2	-1.157
ADCY3	0.236
NDRG2	2.71866666666667
ERMAP	0.1643
APBA2	-2.13283333333333
IGSF9	0.90175
WNT6	0.695785714285714
MYCBPAP	1.523
ATP2B2	-0.2561
CPVL	0.045
TRAM2	-0.466363636363636
NOP5/NOP58	-0.73375
ZNRF4	-0.13575
TLK1	-1.017875
MTMR12	0.000214285714285691
ZNF384	-0.833166666666667
FAM9B	-3.10275
RPN1	0.0504
PMVK	0.31275
EIF3D	0.4317
SIX2	-0.95975
HPS1	0.249642857142857
RNF7	0.2095
PSKH2	-0.187
KCTD13	-1.457
CSMD3	-0.2754
FBF1	-0.1755
IL8	-5.382
SERPINB13	0.0820000000000001
FBXL20	-0.87675
BLR1	0.3015
SH2B1	-1.413
RFNG	-1.728
RAB20	0.233833333333333
RBM7	0.3915
POLR1A	-1.737
TMPRSS4	-2.87325
TAF9	-0.33275
TERF2	-0.478666666666667
TNFRSF1A	-0.162833333333333
ACADVL	-0.591833333333333
GTF2H5	1.28275
EDG8	0.0761666666666667
C9orf140	-2.869875
UST6	0.4545
ZBTB8OS	0.28425
ZNF710	-0.748
GPR174	-0.522
ATP6V0A2	-0.52925
KIAA0319L	-0.311416666666667
XKRX	-0.117
DOPEY2	-0.2307
SDHD	0.535583333333333
SUMF1	1.588
OSM	0.69625
OPN3	-1.467
DAGLB	-1.41266666666667
PPFIBP1	1.016
TRIM63	-1.37475
C10orf53	0.552
LYPD3	-0.445833333333333
BCL7A	-0.6295
AGER	-1.57466666666667
TCF19	-1.861375
SAT2	1.2155
PFTK1	1.219
GABRE	-0.46425
C15orf38	1.4177
FIS1	0.9915
KCNV2	-0.334
CLPS	0.02725
PPCDC	-1.07425
FOXN2	2.223
NT5E	-1.965
CD83	0.1955
IL18	-0.17975
VPS16	-0.53125
IGFBP2	-1.565
NOTCH2	0.911
SIGLEC1	1.858625
CD93	6.2485
SULF2	-0.92925
CEP164	-0.630625
P53AIP1	0.810166666666667
TOR2A	-0.533166666666667
ZNF136	0.449
MGP	4.5722
CCDC144A	0.895
TRPC1	0.734833333333333
SMS	-1.35
MAPK7	-0.242166666666667
RRAGC	1.53025
PARD6A	0.163833333333333
NUB1	-0.0628333333333333
SYNGR4	-0.68175
OR11H12	-1.033
WIF1	5.02675
GCH1	-0.79375
OR11H4	-0.408
SLC44A5	0.5855
GPRIN2	3.1315
LOC401431	1.1875
CPA4	-2.3675
MELK	-4.24622222222222
IL15RA	1.21825
CUL3	1.454625
HMBOX1	-0.2885
PODXL	-1.50975
CCT6B	1.55083333333333
COMTD1	-0.916
MUC20	0.97
GPX2	-0.082625
ITK	-1.2865
FBXL5	2.25725
C13orf27	-1.10175
DEFA5	-1.063
TRHDE	0.4105
MTP18	-0.871
UQCRQ	0.6382
ITGB2	0.0795
CSRP2BP	0.6025
TAS2R44	0.415
PHPT1	-0.18575
FAM44C	-0.2405
ERH	0.54125
MPHOSPH1	-2.84283333333333
MORC1	-0.595
PARVB	-1.23775
LAMA1	-1.84633333333333
PGBD3	0.77375
GIMAP6	5.308
AREG	-2.62333333333333
LIPT1	1.4
MGC99813	-1.15925
C1orf201	-0.2295
GRIN2A	-1.2564
MAN2C1	-1.442
NSUN5	-1.753
SF3B5	0.27525
MYC	-2.02825
NRXN1	1.20708333333333
ZNF18	0.166
SPDYA	-1.227
SLC37A1	-0.3735
DECR2	-0.05975
ANKRD38	2.102375
SPTLC3	-1.06766666666667
SUPT16H	-0.7225
DTWD2	0.1355
ULBP1	-0.5565
ZADH1	0.1505
OIP5	-4.336
IL10RB	-0.374166666666667
OTUB2	-0.972
VWA3A	-0.1022
SPIC	0.9175
OR6C4	-0.241
PSCD4	1.24133333333333
DPY19L2P2	-0.464
TRAPPC6A	-0.0613333333333333
C21orf2	-0.479833333333333
CEMP1	-0.08275
LIN7B	0.343
E2F7	-3.46266666666667
VCP	-1.1142
LAMA3	3.26141666666667
BGN	-0.15725
GPR160	0.5615
COCH	-3.993
GPR81	2.59216666666667
APOBEC3F	-1.365
tcag7.1017	-0.68
C1orf32	0.0685
SCGB1D2	6.9925
FLJ43987	-0.38
C6orf170	-0.12275
KLK9	0.61
GPD1L	0.77125
VPS37B	-0.08675
ATG3	-0.180333333333333
ADAMTS17	-0.9175
KLHDC2	0.678
NDUFV2	-0.2025
BLK	-2.87075
MATN4	-1.335
GPM6A	2.147875
GBP4	3.858
TMEM162	-0.1116
PKP2	0.145
HRASLS	0.976777777777778
MMP1	-3.962
SFXN3	-0.1352
FSD1	-2.0665
ST6GALNAC3	-0.107166666666667
CA12	1.8679
NCOA6	0.384
C19orf58	-0.5701
PPP4R1	-1.30633333333333
MAN1A2	0.248666666666667
IKBKAP	-1.16525
UPF1	-0.769333333333333
KIAA1219	-0.11475
WNT16	0.59
SNW1	-0.278375
IL18RAP	3.70425
RPP30	0.391
CDC40	-0.146142857142857
SETD3	-0.0285
SLAMF6	-0.44075
ELK4	-0.4165
TRIM47	-0.280333333333333
ACOX3	0.852
TRIM6	1.8495
KIAA0372	-0.236166666666667
