Hybridization REF	TCGA-AR-A0U1-01A-11R-A115-07
FOXK1	-0.5901
PRLHR	0.196
EMX1	0.43825
C11orf30	0.06075
ICK	0.88725
THSD7B	-0.00099999999999999
C21orf100	-1.191
DUOX1	3.0395
EFCAB4B	-0.97025
UBE2G2	-0.365833333333333
C3orf54	-0.34525
PARP1	-0.8785
FAM60A	0.123666666666667
C6orf146	-0.09925
OR9K2	0.497
DDX55	-0.465666666666667
RPS15	0.246333333333333
ZNF618	0.8485
DKFZp686D0972	0.62225
SSPO	-0.3865
SHFM3P1	1.04333333333333
CPA6	0.655
JAG2	0.47375
DEFA3	3.07875
PPBPL2	0.0164
CD34	4.022125
SLCO4A1	-2.189
AFG3L1	-1.206
SHD	-0.8415
RP13-122B23.3	-0.683833333333333
PRKCSH	-0.416666666666667
DPH5	-0.729166666666667
HLA-F	1.6505
TBC1D4	-0.93675
RIG	-0.174
GLUD1	-0.0603333333333333
HNRPCL1	-0.31675
HBXIP	-0.25825
RNF207	-2.4165
APIP	-0.04275
PLA2G3	-0.4925
CCDC84	-1.05525
MYLIP	-0.377153846153846
PHIP	0.0045
AARS2	-0.311666666666667
DHX32	0.45375
SCAPER	-0.875666666666667
MEN1	0.00525000000000001
NIP7	-0.98375
FLJ25404	0.5995
FASTKD3	-0.48775
TMEM158	-0.963666666666667
RARA	0.278
BDH1	0.2465
ANKRD16	1.074
CARM1	0.544
SS18	0.138166666666667
IKZF2	1.45408333333333
MYD88	0.44725
PML	1.3753
TAF1A	-1.07475
CBFB	-0.56225
HIST1H3H	-1.20566666666667
C7orf29	-0.64225
COMMD4	-0.625
DPP3	-0.60125
DAB2	-0.2395
LOC388882	-0.318
YPEL4	-0.484125
AGBL3	0.882
LRP6	2.0009
SERPINH1	-0.246416666666667
TLE1	2.01725
CD244	0.826666666666667
ZDHHC15	-0.79625
MGLL	1.1607
PLDN	-0.567083333333333
LOC654346	2.5975
FAP	1.386
GPR37	0.595666666666667
SCARA5	1.80683333333333
EBF4	0.613909090909091
LSM6	-0.161
MLLT1	-0.1876875
SLC5A12	0.619
A2BP1	-1.9435
COPS5	-0.934166666666667
TPM4	0.556857142857143
TNFSF4	-0.0683333333333333
ACADSB	-0.827055555555556
HERPUD1	0.95575
BCL2L11	-0.147333333333333
CEP78	-0.43025
CDCA3	-0.626625
WBSCR19	0.2626
MYO1A	-2.1525
PPEF1	-0.01
LOC440348	-0.829
CPEB2	-0.2975
BPTF	-0.293083333333333
RPL21	-0.3795625
GSX2	0.1325
ADPRH	1.29866666666667
C17orf68	0.471333333333333
KCNS1	0.775833333333333
MLLT6	0.2092
PIWIL4	0.1515
RNF26	-0.8005
RAP1B	-0.239375
ADAMTS1	-1.1028
ZNF571	-0.29425
P2RY6	0.4325
TRIM21	0.993166666666667
CADM3	0.50325
NLRC5	1.07833333333333
ADRA2B	0.6575
LOC90835	0.25625
PCF11	-0.7955
LOC400451	2.4415
GLTSCR1	1.0166
C17orf88	-0.213
CDH16	1.03575
FGF7	2.141
PCSK4	1.35233333333333
NPC1L1	0.0931666666666667
TAT	0.0755
TBCA	-0.39425
MGC33407	-0.3015
GPR115	0.406625
CYGB	0.121
FNBP4	-0.676833333333333
C12orf43	0.384
CBL	-0.2744
CLECL1	1.87
PPAPDC1A	-0.01825
WDR25	-0.160666666666667
SGCA	1.12
C22orf29	0.143833333333333
YIPF1	0.94175
GALK2	-0.44925
RAB3B	-3.31325
LOC440087	-1.2075
UCP1	-0.689
REEP5	0.55975
FADD	-0.3537
FOXA1	-1.9
CACNA1A	0.498833333333333
ABI1	0.6085
GRIN2D	1.6005
SLC1A4	-0.169166666666667
LOC401127	-0.0355
HINT2	-0.0655
PLD4	0.0305
ZNF286A	-0.48325
ENY2	-0.26475
IL1F6	0.2645
PXDNL	0.36475
C20orf79	0.439666666666667
TNFSF13B	3.30233333333333
DENND3	0.391875
JARID1D	-3.05825
HIST1H2AK	-0.166
LOC93349	0.4907
SSH1	-0.2919
ENSA	-0.62425
LOC219854	-0.484666666666667
CKAP2	-1.8363
DKFZP564J102	2.5085
MGC87315	0.802833333333333
HNRPAB	0.12625
AMH	-0.7355
ZNF526	0.8535
BRUNOL5	-0.2986
CACNG3	0.0348333333333333
TRPM1	-2.312
PPP2R1A	0.3035
COL2A1	-0.53875
DDN	-0.321166666666667
FLJ25770	0.720333333333333
HK2	0.685857142857143
ELOVL6	-0.558375
MDK	0.88575
EPHX1	1.79525
RASSF2	0.8575
DKFZP434B0335	1.64125
DLX3	-0.61575
PRTN3	-0.5
AVPR1A	0.33725
C21orf125	-1.32875
TNFAIP8	-1.18533333333333
GNB2L1	-0.5455
CALCRL	2.231
SCGB2A2	7.14166666666667
UBXD7	-0.142
ZNF674	-0.072
TMEM35	0.746
BRSK2	-0.338
HECTD3	0.164666666666667
TMEM188	-1.29041666666667
LGALS9	2.64175
SCARB2	0.3505
USP34	-0.0830833333333333
C17orf28	1.718
ZDHHC23	-0.9475
AQP12B	-0.888
SLC16A3	-0.222375
APLP2	0.54675
ITIH2	-4.56975
MICAL3	0.37925
TNNI3K	0.8508
HDAC2	6.93889390390723e-18
PRR7	0.5048
THBS2	-1.099625
LOC751071	-0.649833333333333
CA2	-0.417666666666667
RANBP17	1.5085
RLN3	0.415
CRYZ	0.0556666666666667
GBAS	-0.5785
TAS1R1	0.13425
MPZL3	0.747
PCDH8	0.05375
HSP90B1	0.0889166666666667
KCNK15	2.016
TNIP2	0.6105
GPR146	0.49675
NOL6	-0.2625
SPC25	-1.965
STEAP2	2.92935714285714
VAMP3	-0.6365
TCIRG1	0.989
ZP4	-0.114
PARL	-0.711375
TRIM39	0.062
KIAA1305	2.51175
CRNN	-0.167666666666667
GRN	0.14175
HSH2D	0.182
SCAMP1	-0.1755
KIAA1913	0.58225
PTS	-0.00925
BANP	0.099
PRKACG	0.33625
ADCY6	0.362666666666667
C16orf46	0.4225
CYP51A1	-0.0342500000000001
DDC	-4.1705
ANPEP	1.958
PROM1	3.6415
SIGLEC10	2.31675
COPG	0.8
FAM26E	0.382875
TRIP4	0.529
SNX3	-0.01
C1orf175	1.173
PPY2	-0.49875
C14orf152	3.99175
FTSJ1	-0.358666666666667
DST	0.49535
LOC554235	0.33225
GLRX5	-1.1955
C20orf12	1.4697
CAB39	0.203666666666667
MSH2	-1.29016666666667
PIP4K2C	0.965375
CYLD	0.2555
WTAP	-0.2265
MGAT4A	-0.355666666666667
TSC22D4	0.1748
CHRM2	-0.922
PPYR1	0.288166666666667
CCNH	-0.779666666666667
RRM1	-1.131
ECAT8	0.09825
LOC400120	2.2695
GABRA4	-0.544142857142857
C14orf4	0.323833333333333
C1orf59	-0.33575
CTDSPL	0.208416666666667
NHEDC2	-1.7345
PDE11A	-1.3334
KLHL29	-0.72525
CD5	-0.3118
TSPAN9	1.0946875
WDR67	-0.79625
THUMPD1	-0.0187
C18orf17	0.01
CLYBL	-0.0221666666666667
FLJ13231	-0.14275
CMBL	0.54525
LECT2	-0.53825
NKAPL	1.62983333333333
LOC654780	0.614
OR4C6	0.4695
RAB30	-0.953666666666667
TSSK4	-0.257
TMEM163	0.8695
OSBPL11	-0.0365
GNB5	-0.246833333333333
CCL21	1.00025
C1orf121	0.282833333333333
FMO2	2.08716666666667
RPTN	-0.499
MSTN	0.0745
VCL	0.306357142857143
FYTTD1	-1.10225
C11orf1	-0.03425
CCDC88C	0.7871875
HFE	-0.0193333333333333
MOGAT1	4.905
FAM125B	0.1495
IRGQ	0.2615
RAVER2	1.079
AKAP5	-1.72
SSSCA1	-0.59525
C11orf63	1.845625
ACTG2	0.5836
PORCN	0.5215
DTL	-1.88018181818182
TMEM151	0.642
FAM122C	-1.19775
RSAD2	2.3458
BAT4	-1.09
KRTDAP	0.137166666666667
MYH8	0.061
CRTC3	0.073
LRRFIP2	0.7338
INTS4	-0.9285
TTN	-0.395
SLC26A5	0.2725
PLLP	1.46275
RGS6	0.430375
SRGAP3	1.45225
ZNF525	-0.0331666666666667
NBR2	-0.034
C13orf1	-0.2001
ZNF137	-0.4755
CEP27	-1.30175
BEST2	0.213
RNF121	-0.973
DMRTC2	0.253
C8orf76	-0.375
BCCIP	0.03275
MEST	0.90225
HTRA2	-0.4975
ANGPTL2	-0.1945
ILKAP	-0.177833333333333
ERAS	-0.1635
HBS1L	-0.43625
CPA5	0.105
TMEM30A	0.0388333333333334
CD300LF	2.2115
WISP3	0.7785
CRK	-0.252714285714286
PDS5A	-0.8496
BRPF3	-0.0223333333333333
NEDD9	-0.587125
SMPDL3B	2.1805
PSG6	-0.48225
PSMD13	0.43725
ETV5	0.0143125
OR51A4	-0.2425
BTBD7	1.08808333333333
GSTO1	-0.659375
hCG_16001	0.2675
MAD2L1BP	-0.568333333333333
COX6A2	1.564
SCNN1A	3.225
LSM1	0.2675
UGT2B11	1.16175
IDUA	0.366
PPP2R3C	-0.876333333333333
COX11	-1.10533333333333
PDZK1	-4.44075
ZNF443	0.694333333333333
MGC21874	0.851833333333333
ZNF323	0.6599
KRTAP10-10	0.4595
CXCL6	1.18725
SLC34A2	4.0462
LOC284402	0.4475
NPTN	0.159583333333333
UPP1	-0.56375
SLC6A9	-0.2365
OR7G3	0.08175
CISD1	0.403666666666667
ZNF545	0.000333333333333334
SYT14	-0.825
NT5C3L	-0.971
ZNHIT3	-0.480666666666667
SNRPD3	0.1635
KIAA0701	-0.46525
UNC93B1	0.870666666666667
GMNN	-1.931375
SPCS2	-0.0956666666666667
LOC388524	-0.8535
NAPRT1	0.314125
PNLIPRP1	0.435333333333333
OR6V1	0.8995
PRKAB1	0.87825
EYA4	-2.74816666666667
KIF20A	-1.68975
ALG10	-0.123
ITPKC	1.22666666666667
LMX1B	0.1355
RPUSD4	-0.616
C7orf34	-0.286333333333333
DLGAP2	0.0885
PFN1	0.1551
MICALL2	0.290166666666667
ZNF654	0.1835
SS18L1	-1.270625
SLC16A8	0.57525
MKI67IP	-0.3025
ITGB3	1.105
TCEA3	0.726916666666667
CEP152	-1.415625
CLIP1	2.047875
ZNF75	0.13125
ATP5C1	-0.241666666666667
NUDT5	0.246
PSCDBP	0.66625
UBP1	-0.476
RBM27	0.31925
C13orf15	1.592
ZNF282	0.5135
ZNF222	-0.5461
COL10A1	5.02875
PRDM15	-0.474375
TTTY5	0.113
FAM9C	-0.4235
C20orf67	0.044
GNG13	-0.4415
F12	-0.93025
C1orf41	-0.217
CPXCR1	1.2225
GSK3A	0.092625
SUPT6H	-0.245333333333333
PI16	3.4125
ELL2	-2.04183333333333
C9orf167	-1.63416666666667
PVRL3	-0.75
FLJ38596	1.2495
ADAM20	0.36675
GPR89A	-0.5905
GPR87	0.4835
ZNF30	0.05275
SMR3B	0.176
ZNF770	-0.00300000000000002
TRPC4AP	-0.629833333333333
DKFZP686E2158	0.1945
C2orf28	-0.0336666666666667
FREM1	1.55133333333333
LAMA4	0.794833333333333
ADPRHL2	-0.05025
EIF4G2	0.2845
GUCA1A	-1.5595
CTNNA2	3.09725
NUDT15	-0.366666666666667
CEPT1	-1.16866666666667
ZNFX1	0.0796
CCDC92	1.43225
TDRD1	-1.0435
KCNK5	0.328666666666667
ETNK1	-0.821083333333333
LTA	0.398
TTPA	-0.0852
B3GALNT2	1.2015
SC65	-0.786666666666667
PEX5L	-1.255625
EPS15L1	-0.5375
MGEA5	-0.374375
HIST1H3A	1.28725
ING1	0.063875
BCAT1	1.592125
ORC6L	-1.88918181818182
KLK11	-1.542
C19orf28	-0.246375
DNER	-1.876
MED22	-0.432
ETV6	2.3025
CHAC2	-1.38325
CD300E	0.4155
CEBPB	0.770583333333333
ZNF398	0.11675
LRCH3	-0.1655
HMGA1	0.430666666666667
CAPN7	-0.801833333333333
MGC5566	-2.73375
CCL3	2.611625
NANOS1	-0.494
ZFYVE19	-0.185
APITD1	-0.325166666666667
PARD3	0.96625
IRAK4	0.520666666666667
SERPINI2	2.067
CEP170L	-1.152
TTC9	3.499875
MYOM3	-1.29775
MLPH	0.783125
LOC222699	-0.259
NRG1	-1.46991666666667
TBC1D9	-0.908818181818182
TTK	-1.16433333333333
ZNF557	0.0167
DDX41	-0.347333333333333
FANK1	3.999
UBE2D2	0.26725
PSMB10	1.039375
MYH7B	0.793
GABARAPL2	-0.561
MARVELD2	2.3645
DGCR2	0.775
UNC45A	-0.0236666666666667
C6orf72	0.777
ZNF683	4.6875
GIT2	-0.271375
CASK	0.187166666666667
C14orf161	1.8045
LRRC44	1.976
TIFA	-0.24225
UTP11L	-0.666125
C6orf65	-1.09525
FDPS	-0.7125
DUSP9	-1.5216
SLC17A8	0.4215
OR51G1	0.218333333333333
NANS	0.075
OLFML1	1.306
ATP10B	-0.05575
NPAS3	5.48625
PRKCA	-0.7437
GGA2	-0.4711875
LCE4A	0.2185
SPANXN3	1.01475
CCDC115	1.286125
SDCCAG3	-1.263
GLIPR1L1	0.35125
TTC1	-0.594
C17orf76	0.048
MAD2L2	-1.64975
HIPK1	0.4501
LRRC3B	1.17916666666667
CLN3	-0.814454545454545
C17orf47	-0.2315
FMN2	-2.646625
TUBB1	-1.41771428571429
WAPAL	-0.00133333333333332
C3orf21	-0.396375
SCN5A	-0.5081
SMYD1	0.58225
BEX5	-0.49325
ZNF192	-0.0255
SEC22A	-0.4365
GRIA2	4.115
KIAA0825	-2.2295
NUSAP1	-2.41309090909091
LANCL1	-1.169875
C15orf40	-0.6457
ZNF645	0.145125
GPR61	0.1355
NLRP14	0.134
SNX21	-0.4168
C1QTNF8	0.0445
C17orf46	0.28275
IFNA8	0.481
SPRR1B	-0.822833333333333
FLRT1	-0.27075
SNX17	-0.619166666666667
ASB2	2.15466666666667
HBG1	-4.224
RPRML	-0.93675
JOSD2	0.1015
PLSCR3	-0.00650000000000001
SPOCD1	-0.965166666666667
RAB39	0.138
GHRH	-0.224833333333333
ITIH5L	0.30225
C17orf37	0.544
SMCR8	1.07125
DPY19L2P3	-1.04933333333333
IL11RA	-0.283666666666667
GDF3	-3.16683333333333
RPS6KB1	-1.36291666666667
DNAJC19	-0.0997
TOP1	-0.558
CRCT1	-0.218
MPST	1.38125
DPM2	-0.281875
FAM38B	-2.63933333333333
SLC18A1	-1.95733333333333
FARP1	0.431
PAX7	0.1215
TUBD1	-0.8495
GNL3	-0.561125
BTG2	1.2068
NDUFS6	-0.19125
C1orf79	-0.443
ERAL1	-0.18725
ECHS1	0.8555
VPS4A	-0.266666666666667
CYP11A1	-0.687625
ABCC6	-1.93685714285714
PBX4	-0.475
MOSC1	0.05125
NCF4	0.3925
HYMAI	null
NAGPA	-0.865125
OTOP2	0.26075
ACOT12	-0.19825
MTHFD2L	-0.849375
LOC441376	4.40675
C19orf34	-0.0155
RAB1B	-1.095
ALDOAP2	-1.2055
NTRK1	-1.4875
ARTS-1	0.4057
SLC6A11	-0.1425
NAP1L2	-2.50025
CNGB1	0.0676666666666667
EPB41L4B	0.99025
FAM134B	-0.3815
HS3ST3A1	-2.47866666666667
CPXM2	4.3875
SIRPB2	1.011
CHORDC1	-1.2955
TRIB3	-0.877
SLC2A5	0.50275
C2orf49	0.519333333333333
DDX5	-0.34725
OR5L1	1.495
ANAPC4	0.973166666666667
ZSWIM1	0.47625
LOC93622	-0.39125
KCNK3	-0.0305
RP11-35N6.1	-2.511
ZFP161	-0.0383333333333333
AQP9	3.21
SLC15A2	0.867833333333333
MREG	0.818833333333333
OR9I1	0.2095
PDLIM2	-0.320875
ADAM7	0.1045
GSTCD	-0.277833333333333
WDR21A	-0.041625
SLC12A8	1.20983333333333
TMEM174	0.00274999999999999
IGSF3	0.129
LRRN1	-1.62675
LOC402117	-0.093
SRPK1	-1.28333333333333
LY6K	-1.2586875
NFIA	2.9625
PTCD3	-0.491875
LEP	2.53983333333333
PCDH21	-0.009
MAPKAPK2	1.06178571428571
NMNAT1	-0.0816666666666667
LHFPL2	0.382875
C9orf43	0.5355
DIP2A	-0.509
ACTR8	0.07825
CCDC34	-0.63125
PTPN22	-0.89025
ITGA3	0.503625
FAM129C	0.8585
RABGGTA	0.192
UNC45B	0.281
KIAA1033	0.308125
ZNF510	-0.672833333333333
CYP2D6	0.502166666666667
SLC26A10	-1.5045
STX8	-0.0315
LUZP1	-0.241
WDR89	0.0793333333333333
EIF4G3	0.4771
C5AR1	1.37525
ZNF623	-0.547
A2M	0.4225
TGM7	0.8825
GRPEL1	-0.364333333333333
LMNB2	-0.4082
ROCK2	0.376666666666667
SNX16	0.01
CCDC66	0.7685
ANXA3	1.5545
KIAA1609	0.511375
EED	-1.12725
RNF32	1.14416666666667
HES1	0.8819
CLC	0.105333333333333
ISL1	-1.20283333333333
KIAA0528	0.60975
MANEA	0.067625
C1orf61	-1.7125
hCG_2001000	0.1665
RAPGEF6	-0.7135
KIAA0020	-0.1675
NEIL1	1.44775
C16orf45	-1.677
RBM10	0.0593333333333333
C10orf125	-1.077375
MRS2L	-0.301
DNAH17	-1.21275
C19orf10	-0.1545
C1orf160	0.8975
SLFN12	1.007
EXOC3	0.0988333333333333
HIST3H3	0.83625
NCOR2	0.650833333333333
TNFRSF9	1.3565
MFSD8	-0.14525
ALX1	-4.076
NOL1	-0.29925
PODN	2.63775
TIAL1	-0.573
HIST1H1E	-0.91
NPY6R	0.16175
TM4SF4	0.39825
CORO2A	1.2315
ETNK2	-0.587333333333333
APOE	-0.5546
ANGPT4	0.351
HDGF2	-0.1055
G30	0.532
ST8SIA4	-0.858375
F2RL1	1.705125
FAM19A4	-2.36975
CCAR1	0.49325
B3GNT7	0.7165
OPHN1	-0.2562
DSCR6	2.089
C21orf13	1.9505
GAS2L1	0.39375
RFX3	1.7625
COPS4	-0.78375
BCHE	-5.01433333333333
BCL2	-0.059875
HBZ	-2.13566666666667
ARL13B	0.70025
MAPBPIP	0.323125
MYO15B	0.477
SPZ1	-0.0625
KIAA1324	2.84988888888889
PLCL2	-0.942625
C4orf29	-1.37075
WDFY2	-0.166875
ZNF284	-0.4225
NAALADL1	0.1515
DUSP5	0.1565
PXDN	-0.470375
SLMO1	-0.33425
TNXB	0.7816
BIRC7	-1.00875
A4GALT	2.54583333333333
TIMM22	-0.00925
FAM110C	2.64875
TOMM34	-0.726
ABHD9	1.5875
ADAM32	1.921
CRHBP	-0.6335
AQP2	0.6345
LOC130355	0.644
ZNF187	-0.787333333333333
ZNF816A	0.3005
F7	-0.85775
CNOT1	-0.8225
SLC13A4	-0.424
ZBTB11	-0.8825
B3GALT5	0.402
EXOC2	0.074
IRS1	0.022
TMEM1	-0.241333333333333
MRPL34	-0.169333333333333
SAMM50	-0.3845
CDC42EP3	0.656625
HSF2	-1.4508
MFN2	-0.2385
TSPAN7	-1.55866666666667
NUCB1	0.478666666666667
RHOH	-1.8995
ARL16	-0.2325
TACR1	0.039
SFRS5	-0.6525
SNX25	-0.464625
RHBDF1	0.3085
PCDH18	2.05683333333333
HMG1L1	1.09675
MYO5C	1.23725
MAPK10	2.783
LDHAL6A	-0.57025
NUDT12	-0.580666666666667
NCAM1	0.03525
GLIS2	0.184
GGTL4	0.1285
DAPP1	1.559
ATF7	1.00942857142857
KIAA0748	-0.94375
NFIL3	-0.24075
TM6SF1	0.2597
SEZ6	0.089875
NANOS3	0.948833333333333
DNAJA3	-0.493166666666667
CLDN6	-2.4185
CIITA	3.1628
EPHA4	0.829666666666667
FANCC	0.2975
CMTM3	0.378375
PSG3	-0.80075
MRPL15	-0.28925
C21orf59	1.124
PLCXD2	0.0755
C2orf34	0.569375
UBE2L6	0.72025
MED14	-0.3905
HP1BP3	-1.161
C6orf208	-0.2815
TPBG	0.10975
OSR2	-0.028
XPC	-0.2375
KLHL7	-0.302333333333333
CCR3	-0.4286
AGTPBP1	0.103
PCSK6	-0.240533333333333
STAT5A	-0.5317
FAM18B	-0.1465
LONRF2	-1.222
PTPN2	0.0075
SF3A3	-0.6845
EFCBP2	-0.48075
HCFC1	-0.627833333333333
AHNAK	0.16105
ACTR5	-0.605
KIF14	-1.22228571428571
TENC1	0.87825
HEATR5B	0.837
YIPF2	0.744333333333333
MYEOV2	0.777
DUSP18	1.98725
KIAA1012	0.031
AHR	0.680666666666667
C17orf53	-0.692666666666667
PTPRH	0.76025
ATP6V1C1	-0.6702
TAS2R3	-0.4165
LOC440356	-0.94525
COQ10B	-0.291
PSMF1	0.13775
SORBS2	3.3995
NFE2L2	1.054
TMCO7	-0.7075
SH3PXD2A	0.9203
SH2D2A	-0.76375
SPINK5	3.67
MRPS24	-0.0385
OPA3	0.63175
TRAF7	0.6615
C4orf35	0.229666666666667
MT1G	0.335625
MGC39545	0.40675
HS1BP3	0.7544
OR2B2	0.1065
CHRM4	0.1105
SFRP2	2.14616666666667
RIC3	-0.5745
ART1	-0.311
C6orf1	-0.16375
DUS4L	-1.20425
C10orf104	0.32225
TNFAIP6	0.55175
RTEL1	-0.7095
CCT4	-0.9001
ZNF709	-0.36
CHMP6	0.464
UPP2	1.064
CYP19A1	-1.350875
CD151	0.1465
NDUFA13	-0.318833333333333
ARFRP1	-1.111
FAM26B	0.57625
CRYBA1	-2.658
MRPL41	0.122166666666667
NPFFR2	-2.17175
HRH2	0.1965
SCAMP3	-0.8055
MTMR6	-0.1955
MTG1	-0.611666666666667
UBTD1	2.00725
CRABP1	2.373
FLJ33790	-1.1286
KIAA1908	-1.023
GPR158	-0.67
PACSIN3	0.8045
OMD	1.74516666666667
CATSPER1	-0.884833333333333
HOXB8	1.001875
FBXO46	0.7565
OAS1	1.228
SVIL	1.275
PHB2	-0.2345
ADCY3	0.775
NDRG2	2.72166666666667
ERMAP	-0.0016
APBA2	-0.695166666666667
IGSF9	0.74175
WNT6	0.0942142857142857
MYCBPAP	2.5575
ATP2B2	1.2186
CPVL	-1.0554
TRAM2	-0.50275
NOP5/NOP58	0.80275
ZNRF4	-0.07875
TLK1	0.17225
MTMR12	0.292285714285714
ZNF384	-0.056
FAM9B	-3.23875
RPN1	0.6863
PMVK	0.06425
EIF3D	-0.0565
SIX2	-0.3055
HPS1	1.05285714285714
RNF7	0.081
PSKH2	0.2825
KCTD13	0.0085
CSMD3	-0.6194
FBF1	-0.0449999999999999
IL8	-1.712
SERPINB13	0.314909090909091
FBXL20	-0.104
BLR1	0.3235
SH2B1	0.0495
RFNG	0.08725
RAB20	1.066
RBM7	-1.1545
POLR1A	-0.3745
TMPRSS4	3.717
TAF9	-1.00225
TERF2	-0.214833333333333
TNFRSF1A	0.964416666666667
ACADVL	0.3965
GTF2H5	0.60775
EDG8	0.036
C9orf140	0.195125
UST6	0.5615
ZBTB8OS	0.20425
ZNF710	1.4055
GPR174	-1.683
ATP6V0A2	0.18575
KIAA0319L	0.2645
XKRX	1.7085
DOPEY2	1.5783
SDHD	-1.10608333333333
SUMF1	0.78925
OSM	2.92775
OPN3	-0.9025
DAGLB	0.222333333333333
PPFIBP1	0.9501
TRIM63	-2.45225
C10orf53	0.651
LYPD3	0.227
BCL7A	0.970375
AGER	-0.664833333333333
TCF19	-1.262125
SAT2	0.66125
PFTK1	2.26133333333333
GABRE	-1.390875
C15orf38	2.0326
FIS1	-0.2345
KCNV2	-0.1585
CLPS	1.317
PPCDC	-0.077375
FOXN2	2.41866666666667
NT5E	-0.7798
CD83	-0.30375
IL18	1.649125
VPS16	-0.03
IGFBP2	0.932
NOTCH2	-0.015
SIGLEC1	2.726375
CD93	4.9225
SULF2	-0.55075
CEP164	0.294125
P53AIP1	0.361
TOR2A	0.0571666666666667
ZNF136	0.00550000000000002
MGP	3.2318
CCDC144A	0.756666666666667
TRPC1	-1.09033333333333
SMS	-0.6165
MAPK7	-0.392333333333333
RRAGC	0.41375
PARD6A	-1.06816666666667
NUB1	0.392166666666667
SYNGR4	0.01375
OR11H12	0.2935
WIF1	2.655625
GCH1	-0.6025
OR11H4	-0.074
SLC44A5	0.7145
GPRIN2	1.7435
LOC401431	-0.80625
CPA4	-1.2736
MELK	-1.13844444444444
IL15RA	0.5225
CUL3	0.26675
HMBOX1	0.07975
PODXL	0.004
CCT6B	0.612333333333333
COMTD1	1.24175
MUC20	4.42583333333333
GPX2	-2.60225
ITK	-0.93925
FBXL5	0.91775
C13orf27	-1.706
DEFA5	0.703
TRHDE	-0.41
MTP18	0.363666666666667
UQCRQ	0.0778
ITGB2	1.51366666666667
CSRP2BP	0.16
TAS2R44	0.95
PHPT1	-0.538625
FAM44C	-0.352
ERH	0.1975
MPHOSPH1	-1.34716666666667
MORC1	-0.3355
PARVB	-0.33825
LAMA1	-2.324
PGBD3	0.182
GIMAP6	3.89175
AREG	-3.44816666666667
LIPT1	0.0245
MGC99813	-0.81075
C1orf201	1.4315
GRIN2A	-0.9237
MAN2C1	-0.297625
NSUN5	-0.52775
SF3B5	0.56625
MYC	-1.758125
NRXN1	-1.03658333333333
ZNF18	0.6575
SPDYA	0.70525
SLC37A1	1.7965
DECR2	0.5965
ANKRD38	2.192
SPTLC3	-1.66633333333333
SUPT16H	-0.5075
DTWD2	0.6
ULBP1	1.534
ZADH1	-0.0683333333333333
OIP5	-1.667
IL10RB	-0.0931666666666666
OTUB2	2.0365
VWA3A	2.878
SPIC	0.421833333333333
OR6C4	0.27
PSCD4	1.32716666666667
DPY19L2P2	-1.208
TRAPPC6A	-0.0863333333333333
C21orf2	-0.0166666666666667
CEMP1	-0.13425
LIN7B	0.1275
E2F7	-0.148833333333333
VCP	-0.2536875
LAMA3	3.07791666666667
BGN	0.93975
GPR160	-0.685833333333333
COCH	-0.812166666666667
GPR81	-0.438666666666667
APOBEC3F	0.122
tcag7.1017	-0.393
C1orf32	0.7545
SCGB1D2	6.09175
FLJ43987	-0.376
C6orf170	-0.083
KLK9	0.49
GPD1L	0.065625
VPS37B	2.23025
ATG3	-0.592666666666667
ADAMTS17	-0.172
KLHDC2	-0.880333333333333
NDUFV2	-0.576
BLK	-1.8865
MATN4	0.1505
GPM6A	0.142833333333333
GBP4	4.27616666666667
TMEM162	0.157166666666667
PKP2	1.831
HRASLS	0.781111111111111
MMP1	-2.3375
SFXN3	-0.1168
FSD1	-1.72566666666667
ST6GALNAC3	-2.05433333333333
CA12	-0.3904
NCOA6	0.3865
C19orf58	0.303
PPP4R1	-0.0561666666666667
MAN1A2	1.58116666666667
IKBKAP	-1.6465
UPF1	0.300166666666667
KIAA1219	0.18575
WNT16	0.285
SNW1	-0.3275
IL18RAP	2.657
RPP30	-0.368
CDC40	0.163714285714286
SETD3	0.218333333333333
SLAMF6	0.096
ELK4	-0.419
TRIM47	1.56983333333333
ACOX3	0.795
TRIM6	-1.08575
KIAA0372	-0.617
TP53AP1	0.61325
SMURF2	0.2505
ADAD1	0.55525
EBP	-0.4384
KRTAP13-2	0.1065
FLJ36874	-0.729833333333333
TOR1A	-0.4595
P2RY4	0.8735
GPBP1	-0.30825
TRPV1	-0.05325
ADAMTS12	-0.619666666666667
PES1	-0.7527
ATG4A	0.599333333333333
MAGEA10	-4.173
WFS1	0.445
CC2D1B	0.334
PABPN1	0.595875
SLC25A30	-0.212
SLCO1C1	0.279833333333333
SLC22A5	1.4185
KIF23	-1.91166666666667
SYN2	-0.977833333333333
ASPN	6.55683333333333
CENTG2	1.20525
QSOX2	-1.5735
FLJ10815	0.9005
STK24	0.3644375
SPEG	0.3213
STK10	0.176333333333333
DACT2	3.769
AAAS	-0.365
SSX3	-1.52957142857143
ABCD3	-0.9392
C4orf12	-0.31375
PARVG	2.36716666666667
FIG4	0.4365
C9orf46	-0.26325
TMCO6	-0.488
IGHMBP2	-0.60125
DUS2L	-0.741666666666667
FAM3C	0.37725
TMEM16D	-0.524125
DCTN4	-0.111
KCNH3	2.8375
EIF2AK2	2.571
AP1S3	1.309
CST4	-0.294
PAM	0.6573125
NUTF2	0.03625
CITED2	-0.958
SLC39A4	0.09475
C2orf52	-0.458
GRM3	-0.49925
