Hybridization REF	TCGA-BH-A0BQ-01A-21R-A115-07
ZNF398	-0.4895
LRCH3	-0.059
HMGA1	-1.41516666666667
CAPN7	-0.04
MGC5566	-2.38175
CCL3	2.07425
NANOS1	-0.783
ZFYVE19	-0.04525
APITD1	-0.454333333333333
PARD3	0.81325
IRAK4	0.1425
SERPINI2	0.909
CEP170L	-0.358
TTC9	1.774375
MYOM3	-0.52925
MLPH	1.392625
LOC222699	-0.0595
NRG1	-0.91825
TBC1D9	3.54281818181818
TTK	-3.22516666666667
ZNF557	0.5477
DDX41	-0.461666666666667
FANK1	3.3
UBE2D2	0.004625
PSMB10	0.31175
MYH7B	0.229
GABARAPL2	-0.45075
MARVELD2	1.81683333333333
DGCR2	0.949833333333333
UNC45A	0.151333333333333
C6orf72	0.096
ZNF683	4.16875
GIT2	0.27375
CASK	1.58583333333333
C14orf161	1.818
LRRC44	0.53675
TIFA	0.707625
UTP11L	-0.464875
C6orf65	0.36425
FDPS	0.013
DUSP9	-2.0142
SLC17A8	0.521
OR51G1	0.118833333333333
NANS	-0.3275
OLFML1	1.70575
ATP10B	-1.295875
NPAS3	1.454
PRKCA	-2.2121
GGA2	-0.7966875
LCE4A	0.35
SPANXN3	0.10475
CCDC115	1.594625
SDCCAG3	-0.87775
GLIPR1L1	-0.0425
TTC1	0.31475
C17orf76	0.07375
MAD2L2	-1.5455
HIPK1	-0.1112
LRRC3B	0.279166666666667
CLN3	-0.304681818181818
C17orf47	0.154
FMN2	-2.161125
TUBB1	-2.01928571428571
WAPAL	0.140666666666667
C3orf21	-0.31375
SCN5A	0.0395
SMYD1	0.73825
BEX5	1.3605
ZNF192	-0.02
SEC22A	-0.0436666666666667
GRIA2	0.0772857142857143
KIAA0825	-0.85825
NUSAP1	-2.93927272727273
LANCL1	-0.229625
C15orf40	-0.2822
ZNF645	0.143375
GPR61	0.168
NLRP14	0.4645
SNX21	-0.4977
C1QTNF8	-0.06
C17orf46	0.333
IFNA8	0.3105
SPRR1B	-1.6625
FLRT1	-0.87375
SNX17	0.4825
ASB2	-0.270333333333333
HBG1	-4.5735
RPRML	-1.8965
JOSD2	0.497
PLSCR3	0.46775
SPOCD1	0.3775
RAB39	-0.346
GHRH	2.29033333333333
ITIH5L	0.16975
C17orf37	-0.2
SMCR8	-0.03475
DPY19L2P3	-0.675833333333333
IL11RA	0.555333333333333
GDF3	-3.94733333333333
RPS6KB1	-1.07558333333333
DNAJC19	-0.1586
TOP1	-0.36675
CRCT1	-0.0737499999999999
MPST	-0.093375
DPM2	-0.200625
FAM38B	1.6645
SLC18A1	-1.95066666666667
FARP1	1.37333333333333
PAX7	0.16175
TUBD1	-1.882
GNL3	-0.392125
BTG2	2.57453333333333
NDUFS6	-0.762
C1orf79	-2.26075
ERAL1	-0.06475
ECHS1	0.44375
VPS4A	-0.822166666666667
CYP11A1	-0.112125
ABCC6	-1.85085714285714
PBX4	-1.976
MOSC1	-0.374875
NCF4	1.1915
HYMAI	-0.0855
NAGPA	-0.22325
OTOP2	0.18825
ACOT12	0.0055
MTHFD2L	-0.740875
LOC441376	2.561
C19orf34	-0.4415
RAB1B	0.4695
ALDOAP2	-0.48
NTRK1	-0.861666666666667
ARTS-1	0.1979
SLC6A11	-0.919
NAP1L2	-0.43025
CNGB1	-0.144666666666667
EPB41L4B	0.564083333333333
FAM134B	1.20075
HS3ST3A1	-0.449333333333333
CPXM2	5.41275
SIRPB2	0.4845
CHORDC1	-1.57533333333333
TRIB3	-0.844166666666667
SLC2A5	0.3515
C2orf49	-0.5675
DDX5	-0.017
OR5L1	-0.008
ANAPC4	-0.254166666666667
ZSWIM1	0.01625
LOC93622	0.00162499999999999
KCNK3	-0.2061
RP11-35N6.1	-0.68025
ZFP161	0.402166666666667
AQP9	0.87
SLC15A2	0.0991666666666667
MREG	1.1905
OR9I1	0.1645
PDLIM2	0.55675
ADAM7	0.293
GSTCD	0.141666666666667
WDR21A	-0.52175
SLC12A8	1.9295
TMEM174	0.288
IGSF3	0.910833333333333
LRRN1	0.147
LOC402117	0.29875
SRPK1	-1.26716666666667
LY6K	-1.235
NFIA	3.3425
PTCD3	-0.67375
LEP	2.58033333333333
PCDH21	-0.266666666666667
MAPKAPK2	0.941357142857143
NMNAT1	-0.121333333333333
LHFPL2	0.801625
C9orf43	0.0755
DIP2A	0.145833333333333
ACTR8	0.25425
CCDC34	-0.573
PTPN22	-0.69675
ITGA3	0.555125
FAM129C	1.0595
RABGGTA	0.0103333333333333
UNC45B	0.75575
KIAA1033	0.2375
ZNF510	0.529833333333333
CYP2D6	-0.0445
SLC26A10	-2.2215
STX8	-0.132
LUZP1	0.096375
WDR89	-0.1695
EIF4G3	-0.177
C5AR1	0.529625
ZNF623	0.477
A2M	1.81075
TGM7	0.1665
GRPEL1	-0.629666666666667
LMNB2	-1.0425
ROCK2	-0.0798333333333333
SNX16	0.3975
CCDC66	0.052
ANXA3	1.2745
KIAA1609	-0.5145
EED	-0.87075
RNF32	0.543
HES1	0.6662
CLC	0.344833333333333
ISL1	-0.659166666666667
KIAA0528	-0.189625
MANEA	0.065
C1orf61	-1.7885
hCG_2001000	0.28875
RAPGEF6	-0.329
KIAA0020	-0.442333333333333
NEIL1	0.582
C16orf45	1.137125
RBM10	-0.312833333333333
C10orf125	-1.393375
MRS2L	-0.49375
DNAH17	-0.57025
C19orf10	-0.4425
C1orf160	0.04925
SLFN12	1.76825
EXOC3	0.00766666666666667
HIST3H3	0.48025
NCOR2	0.207666666666667
TNFRSF9	1.2645
MFSD8	0.083
ALX1	-3.93916666666667
NOL1	-1.0615
PODN	2.92825
TIAL1	-0.923
HIST1H1E	0.6505
NPY6R	0.385
TM4SF4	-0.29275
CORO2A	0.465
ETNK2	0.946833333333334
APOE	0.1029
ANGPT4	0.113
HDGF2	0.19275
G30	0.3205
ST8SIA4	0.094625
F2RL1	0.937375
FAM19A4	-3.62925
CCAR1	-0.13175
B3GNT7	0.165
OPHN1	-0.6461
DSCR6	-1.344
C21orf13	1.416
GAS2L1	0.5625
RFX3	0.9235
COPS4	0.203
BCHE	-4.85916666666667
BCL2	2.5005
HBZ	-3.03216666666667
ARL13B	0.328875
MAPBPIP	1.447125
MYO15B	-0.777
SPZ1	-0.72525
KIAA1324	2.67566666666667
PLCL2	0.361125
C4orf29	-0.71125
WDFY2	-0.263
ZNF284	-0.607
NAALADL1	0.899
DUSP5	0.578833333333333
PXDN	0.890375
SLMO1	-1.022
TNXB	0.2151
BIRC7	-1.32575
A4GALT	0.847
TIMM22	-0.0295
FAM110C	1.41275
TOMM34	-0.7165
ABHD9	0.2165
ADAM32	0.966
CRHBP	0.073
AQP2	0.228375
LOC130355	0.65625
ZNF187	0.301
ZNF816A	0.749
F7	-0.389375
CNOT1	-0.8228
SLC13A4	-0.48775
ZBTB11	-0.25175
B3GALT5	0.19
EXOC2	0.647333333333333
IRS1	0.5659
TMEM1	0.092
MRPL34	-0.493166666666667
SAMM50	-0.255
CDC42EP3	0.1795
HSF2	-1.1445
MFN2	0.3685
TSPAN7	-0.6075
NUCB1	0.339083333333333
RHOH	1.24725
ARL16	-0.065
TACR1	0.17775
SFRS5	0.338666666666667
SNX25	-0.50025
RHBDF1	1.10066666666667
PCDH18	3.37466666666667
HMG1L1	0.03475
MYO5C	1.344
MAPK10	1.2355
LDHAL6A	0.0403333333333333
NUDT12	1.477
NCAM1	-0.177875
GLIS2	-0.0265
GGTL4	0.53025
DAPP1	1.46575
ATF7	0.841625
KIAA0748	-0.0215
NFIL3	0.03975
TM6SF1	0.7653
SEZ6	0.0135
NANOS3	0.192166666666667
DNAJA3	-0.0628333333333333
CLDN6	-1.724
CIITA	2.6743
EPHA4	-0.81925
FANCC	-0.4335
CMTM3	1.280625
PSG3	-0.18175
MRPL15	-0.84175
C21orf59	-0.04625
PLCXD2	0.1555
C2orf34	0.222625
UBE2L6	1.470875
MED14	-0.419333333333333
HP1BP3	-0.0371
C6orf208	0.187
TPBG	0.86075
OSR2	-0.09425
XPC	0.674
KLHL7	-1.20558333333333
CCR3	-0.642
AGTPBP1	-0.974
PCSK6	1.95513333333333
STAT5A	0.0285
FAM18B	-0.00575
LONRF2	-0.0176666666666667
PTPN2	-0.34225
SF3A3	-0.805833333333333
EFCBP2	-0.26025
HCFC1	0.228666666666667
AHNAK	0.35135
ACTR5	-0.3755
KIF14	-3.03971428571429
TENC1	1.6365
HEATR5B	0.8985
YIPF2	0.689
MYEOV2	0.899333333333333
DUSP18	1.122
KIAA1012	0.15925
AHR	0.409333333333333
C17orf53	-1.30383333333333
PTPRH	-2.65225
ATP6V1C1	-0.1529
TAS2R3	-0.2645
LOC440356	-0.5435
COQ10B	0.456
PSMF1	0.632416666666667
SORBS2	2.73566666666667
NFE2L2	0.508
TMCO7	-0.51725
SH3PXD2A	0.2038
SH2D2A	-0.78475
SPINK5	-2.28875
MRPS24	-1.193
OPA3	-0.304625
TRAF7	1.19533333333333
C4orf35	-0.03
MT1G	-0.572
MGC39545	0.280333333333333
HS1BP3	0.2932
OR2B2	0.309
CHRM4	0.1575
SFRP2	4.57025
RIC3	1.294
ART1	0.5745
C6orf1	0.66375
DUS4L	-0.87875
C10orf104	0.542
TNFAIP6	2.7725
RTEL1	-1.27425
CCT4	-0.6508
ZNF709	0.55925
CHMP6	0.291666666666667
UPP2	0.7555
CYP19A1	-1.46375
CD151	0.432333333333333
NDUFA13	-0.637666666666667
ARFRP1	-0.754166666666667
FAM26B	1.90775
CRYBA1	-1.354
MRPL41	-0.359833333333333
NPFFR2	1.850875
HRH2	-0.029
SCAMP3	0.525833333333333
MTMR6	0.6776
MTG1	-0.726166666666667
UBTD1	1.21775
CRABP1	-0.2155
FLJ33790	0.1507
KIAA1908	0.545666666666667
GPR158	-2.40525
PACSIN3	-0.0853333333333333
OMD	3.94966666666667
CATSPER1	-0.288333333333333
HOXB8	-1.84675
FBXO46	0.832
OAS1	2.05066666666667
SVIL	0.7555
PHB2	-0.45375
ADCY3	0.243
NDRG2	1.422
ERMAP	1.3092
APBA2	-0.583333333333333
IGSF9	2.385
WNT6	-0.347357142857143
MYCBPAP	1.303
ATP2B2	-0.3189
CPVL	-0.5489
TRAM2	-0.612416666666667
NOP5/NOP58	-0.5005
ZNRF4	0.15725
TLK1	0.233875
MTMR12	0.178071428571429
ZNF384	-0.0841666666666667
FAM9B	-3.16175
RPN1	0.3713
PMVK	1.37125
EIF3D	0.3325
SIX2	0.82325
HPS1	0.460857142857143
RNF7	0.4555
PSKH2	0.1545
KCTD13	0.129166666666667
CSMD3	-0.5348
FBF1	0.351
IL8	0.38725
SERPINB13	0.20725
FBXL20	0.512
BLR1	0.23475
SH2B1	0.115333333333333
RFNG	0.419875
RAB20	1.34183333333333
RBM7	-0.09225
POLR1A	0.107666666666667
TMPRSS4	-2.4485
TAF9	-0.736375
TERF2	0.367
TNFRSF1A	1.13608333333333
ACADVL	-0.7145
GTF2H5	-0.484
EDG8	0.1515
C9orf140	-1.8355
UST6	0.23375
ZBTB8OS	-1.02925
ZNF710	1.633
GPR174	-0.7375
ATP6V0A2	-0.682
KIAA0319L	0.176666666666667
XKRX	0.0025
DOPEY2	1.335
SDHD	-0.348
SUMF1	1.96775
OSM	1.80325
OPN3	0.396
DAGLB	-0.144333333333333
PPFIBP1	0.2377
TRIM63	-2.1535
C10orf53	-0.193
LYPD3	1.411
BCL7A	0.62125
AGER	-1.63683333333333
TCF19	-1.24475
SAT2	-0.4465
PFTK1	0.902333333333333
GABRE	-2.878625
C15orf38	1.235
FIS1	0.0795
KCNV2	-0.21275
CLPS	0.942
PPCDC	-0.560125
FOXN2	-0.430666666666667
NT5E	-2.5538
CD83	-0.327
IL18	1.38675
VPS16	0.159
IGFBP2	-0.052
NOTCH2	0.743
SIGLEC1	2.470625
CD93	5.1485
SULF2	0.7745
CEP164	-0.16925
P53AIP1	0.859
TOR2A	-0.0353333333333333
ZNF136	0.544
MGP	3.204
CCDC144A	-0.290333333333333
TRPC1	-0.632333333333333
SMS	-1.43666666666667
MAPK7	-0.678833333333333
RRAGC	0.66825
PARD6A	-0.231333333333333
NUB1	0.833666666666667
SYNGR4	-0.5495
OR11H12	0.2795
WIF1	2.03875
GCH1	0.04725
OR11H4	-0.075
SLC44A5	0.4885
GPRIN2	1.42216666666667
LOC401431	0.3375
CPA4	-1.7998
MELK	-2.78088888888889
IL15RA	1.09875
CUL3	0.481375
HMBOX1	-2.1175
PODXL	-1.518
CCT6B	1.03983333333333
COMTD1	-0.725
MUC20	-0.379
GPX2	-3.3065
ITK	0.411125
FBXL5	1.56275
C13orf27	-1.731
DEFA5	0.619
TRHDE	0.027
MTP18	-0.6355
UQCRQ	-0.5311
ITGB2	2.06925
CSRP2BP	0.13825
TAS2R44	-0.3675
PHPT1	0.01875
FAM44C	0.112
ERH	-0.6785
MPHOSPH1	-1.118
MORC1	-0.8075
PARVB	-0.42675
LAMA1	-1.05791666666667
PGBD3	0.23825
GIMAP6	4.1035
AREG	3.60833333333333
LIPT1	0.17525
MGC99813	-0.787
C1orf201	0.310833333333333
GRIN2A	-0.6047
MAN2C1	-0.962875
NSUN5	-0.68625
SF3B5	-0.38775
MYC	-0.2565625
NRXN1	-0.650666666666667
ZNF18	0.122
SPDYA	-0.069875
SLC37A1	1.4255
DECR2	0.28625
ANKRD38	1.741125
SPTLC3	-0.08475
SUPT16H	-0.5455
DTWD2	0.975
ULBP1	-1.076
ZADH1	-0.019
OIP5	-3.2255
IL10RB	0.461666666666667
OTUB2	0.415375
VWA3A	0.405333333333333
SPIC	0.440666666666667
OR6C4	0.194
PSCD4	1.034
DPY19L2P2	-0.291
TRAPPC6A	0.558666666666667
C21orf2	-0.198
CEMP1	-0.2005
LIN7B	-0.886
E2F7	-2.46966666666667
VCP	0.154
LAMA3	2.22975
BGN	2.23675
GPR160	1.13183333333333
COCH	-3.91683333333333
GPR81	1.93833333333333
APOBEC3F	0.006
tcag7.1017	-0.9235
C1orf32	0.2655
SCGB1D2	3.509
FLJ43987	-0.4255
C6orf170	0.467
KLK9	0.1825
GPD1L	1.23575
VPS37B	-0.23875
ATG3	-0.0288333333333333
ADAMTS17	0.1545
KLHDC2	0.196166666666667
NDUFV2	-0.29125
BLK	-2.0595
MATN4	-2.0035
GPM6A	0.401142857142857
GBP4	4.25866666666667
TMEM162	-0.061
PKP2	0.7105
HRASLS	0.241444444444444
MMP1	-1.69875
SFXN3	-0.1291
FSD1	-2.032
ST6GALNAC3	-1.57666666666667
CA12	2.5549
NCOA6	0.03925
C19orf58	0.00949999999999999
PPP4R1	0.673
MAN1A2	0.741166666666667
IKBKAP	-0.98775
UPF1	0.055
KIAA1219	0.4975
WNT16	0.170166666666667
SNW1	0.192375
IL18RAP	2.75225
RPP30	-0.758625
CDC40	-0.273785714285714
SETD3	0.480166666666667
SLAMF6	1.14725
ELK4	-0.1065
TRIM47	0.687166666666667
ACOX3	1.8215
TRIM6	0.48375
KIAA0372	-0.191
TP53AP1	1.188625
SMURF2	-0.355
ADAD1	0.1385
EBP	-1.4403
KRTAP13-2	-0.1025
FLJ36874	-0.604666666666667
TOR1A	0.2015
P2RY4	0.264
GPBP1	0.32225
TRPV1	-0.405125
ADAMTS12	0.632666666666667
PES1	0.00639999999999999
ATG4A	0.246666666666667
MAGEA10	-4.57825
WFS1	1.5045
CC2D1B	-0.132
PABPN1	-0.499
SLC25A30	0.8085
SLCO1C1	0.359666666666667
SLC22A5	0.64425
KIF23	-2.60566666666667
SYN2	0.421166666666667
ASPN	8.45783333333333
CENTG2	1.058
QSOX2	-1.9158
FLJ10815	0.152166666666667
STK24	0.552
SPEG	-0.3758
STK10	0.287666666666667
DACT2	0.549
AAAS	-0.518
SSX3	-1.17425
ABCD3	0.0652
C4orf12	-0.072875
PARVG	1.1215
FIG4	0.63875
C9orf46	1.41725
TMCO6	-0.354
IGHMBP2	-0.1945
DUS2L	-0.6865
FAM3C	0.38
TMEM16D	-1.201375
DCTN4	0.68325
KCNH3	0.2695
EIF2AK2	1.63475
AP1S3	0.552
CST4	1.634
PAM	0.592125
NUTF2	-0.78125
CITED2	0.0997
SLC39A4	-1.54475
C2orf52	-0.7815
GRM3	-0.431
C12orf49	0.551875
CCDC49	-0.2076
GRAMD1B	-1.220625
FNDC4	1.1115
SIAH2	1.823
GDPD4	0.271
C21orf87	0.331125
ATP5A1	-0.077
C16orf63	-0.120875
LOC388135	-0.412666666666667
ATP5J2	-0.756875
MMP3	0.87875
EMID2	-0.15225
CRHR1	0.37475
WDR70	-0.21175
C13orf31	2.249
ZFAND1	-0.321
CCL18	3.373
C3orf49	0.0125
RINT1	-1.15
KIAA0408	-0.851666666666667
F13A1	4.9874
SLC10A1	-0.1075
OGN	3.269
GIPC2	-0.354833333333333
XPO6	-0.315333333333333
LCE1A	0.905
FMR1	-0.4025
LOC374920	0.028
DUSP3	0.04725
ANKMY1	1.95975
C7orf50	-0.6065
BBS9	0.2635
UNC119B	-0.505625
C9orf72	0.1715
MGC35440	-0.908
ENTPD6	-0.06575
PPP1R2P9	-0.095
ERCC4	0.50375
FAHD2B	-0.404
HMHA1	-0.333
HACL1	-0.37925
RAD23A	-0.601
FAM83B	-1.30175
PPP5C	-0.209333333333333
RNASEH2C	-0.58725
C9orf153	-0.34025
SCAMP4	0.67475
GHITM	-0.0332
NDUFB7	-0.355125
ADCYAP1	0.687166666666667
SP110	2.46316666666667
MAP3K7IP2	0.2395
DHH	-0.231
AGRN	1.30864285714286
WDR33	0.0276666666666667
CEP290	-0.201
PRPS1L1	-2.2865
KLRA1	-0.4285
GPR97	0.136
CHD7	-1.95716666666667
TLR10	1.216
SLC30A8	-0.6535
HIC1	1.91016666666667
IAPP	-0.3635
RXFP4	0.30175
GP1BB	-0.37175
SHQ1	0.5755
NKX2-3	0.103333333333333
API5	0.0155
FTHP1	0.557
MOV10L1	-0.308333333333333
TRIM6-TRIM34	2.14516666666667
ADHFE1	0.0835
FAM117A	-0.2515
DDI1	0.544
CDON	0.276166666666667
TRIM73	-1.3785
IGKC	4.203
MMP14	0.822
DYNC1LI1	-0.131
C11orf66	1.001
TRBV3-1	-0.98025
FASTKD5	-0.00225
BIVM	-1.10725
LHX4	-0.60125
CXCL2	1.2139
RAB2B	-1.1235
IZUMO1	-0.76175
MAP3K15	-1.744875
FAM19A2	0.4435
ZC3H8	-0.307166666666667
ZMAT1	1.0335
SPINK5L3	-3.21175
SLC10A6	0.64
APPL2	0.578875
CARD10	0.506333333333333
LOC402176	-0.380875
EEF1D	0.739
RAB6A	0.0727
C12orf5	-0.5125
PAPOLG	0.1285
MSRB2	1.1195
BCR	0.954166666666667
PUS3	-0.2075
TIAM2	0.69775
ZNF317	0.1365
CHD2	0.128928571428571
FZD5	-0.632727272727273
NUDT8	-2.39825
ZNF763	0.5795
PRC1	-2.73811111111111
ABCB9	-0.0815
SPATA3	0.0375
TRAK2	0.22675
STAB1	2.543
LRRTM2	0.408
psiTPTE22	-0.021
DBI	0.441
SERPINA11	0.55075
NAT5	-0.0225
C20orf58	-1.682
RPS6KA4	-0.309833333333333
FLJ90650	-0.1905
TGFBRAP1	0.2075
CHRDL2	1.08475
FAHD2A	-0.8935
CNTN1	1.26
BBS4	0.2087
TMEM181	-0.54875
MINPP1	0.013
MPHOSPH6	-0.569083333333333
HOXC10	-1.0233
ITPKB	0.712
CLPTM1L	-0.37925
MEOX2	0.871
ATP6V0C	0.3415
PRPF8	-0.820833333333333
TMC5	4.087
FKBP3	-0.44
PLEKHB2	-0.201
OR4D6	0.2435
ZNF544	-0.1431
D2HGDH	-0.32725
RPL18A	-0.4313
HEL308	-0.2355
MPP6	-2.5755
TCERG1	-1.71475
KRT16	1.089
KLF17	-0.486
KLF5	0.242625
CDR1	2.543625
VCX3A	-4.4985
FBLN2	2.306125
C14orf104	0.34975
HBE1	-4.5331
OR4S2	-0.077
C1orf108	-0.031
ROBO4	3.2895
CPEB4	1.244
C11orf80	-0.929333333333333
BCKDHA	0.464
MYOC	0.41075
GIF	0.2465
CKMT1A	0.6195
RPL3	1.0063
THBS1	2.55825
APOO	-1.097
ARMCX1	1.9515
HSZFP36	0.34
SNAPC5	-0.0635
EIF4ENIF1	0.4465
ZNF433	0.267
TNFRSF21	0.027875
TMPRSS7	-0.4555
SPATA18	2.4451
HPDL	-3.058
MKL2	1.1291
TBX3	1.31569230769231
C21orf93	-0.298166666666667
DAXX	1.25625
ELMO1	0.71625
RGS13	2.58966666666667
TAF11	-0.62975
UNC13A	-1.458375
LOC653314	-0.4581
ORC3L	-0.7555
IMAA	-3.3985
TARBP2	-0.62375
CABIN1	-0.1404
TRIOBP	0.401
HIST1H2AC	1.149125
RGS22	-0.296
NCOA1	1.011
IL25	1.0615
SNCG	1.4575
GPR6	0.637
AMDHD1	-1.72716666666667
CHEK2	-1.190125
C6orf142	-0.4305
DRD4	-0.036
C14orf68	-1.292
GDF11	-1.7665
SEMG2	0.45
CD247	-0.269
CDAN1	-0.2615
RBMX2	0.106833333333333
TGS1	-0.18625
OIT3	0.82325
SYF2	0.787
MCM4	-1.904625
PKHD1L1	0.21575
CEP192	-0.419833333333333
IFT88	1.44875
RPL9	0.0994285714285714
RAB32	0.014625
DDX43	-1.1655
P2RX2	0.226666666666667
OR5D18	0.324
UBE1	0.37
SLC24A1	1.1235
ARHGAP5	0.442
CETP	-0.02725
KIAA1731	-0.574666666666667
SLC9A4	0.468
PTPN6	1.29525
BAHD1	0.08675
GRIK3	0.358
CACNB2	-0.8302
PDE10A	1.60575
DGCR14	-0.108
PCDHB9	-0.593166666666667
RHOQ	0.597166666666667
MAP3K4	-0.05575
KTI12	-0.1645
RPL23AP13	-1.97325
GNG11	-0.128
CLCN3	1.28816666666667
GPAM	-0.06725
VSTM2A	-0.1455
SLAMF7	2.6365
INTS2	-1.10775
PPP2CA	0.391
LRP12	0.1158
SEC14L2	2.94644444444444
DKFZP586H2123	2.91775
MC3R	0.255
CIRH1A	-1.5915
HIST1H2AB	0.468666666666667
POLH	-0.30475
MGC16703	-1.39133333333333
SNAPC2	0.619
FILIP1L	2.347
RASGRP4	0.627
LRRC1	2.0335
GAS1	2.2855
PRAC	-1.00275
DGKA	0.628
NT5C3	-0.061
PEG3	-2.60558333333333
NADK	0.0625
PRR17	-0.36275
LOC374569	-0.04125
SGSH	0.685833333333333
NLRP8	0.378
GALT	-1.1193
MCF2	-0.889
ZNF263	1.04375
TACSTD1	1.26516666666667
TYR	-6.2998
ATP6AP2	0.57025
RNUXA	-0.234
ABHD10	-0.0934
GDPD2	-1.07575
SLC35C1	0.05625
UBE2A	0.24675
HERC5	0.135
FAM112B	-4.55533333333333
FBXL16	0.20425
DKFZP434A0131	-1.06075
ELA3A	-2.265
RBM41	-0.944375
HAO2	0.0795
RNH1	0.1505
SHANK2	1.1375
OSBP2	-0.999375
DAK	-0.0246666666666667
C3orf58	0.287
TCL1B	-1.5095
KBTBD2	-0.167
SUGT1L1	0.51825
UBE2E2	1.03933333333333
MYL9	2.421375
CDC23	-0.663166666666667
PBXIP1	1.6045
CXorf40B	0.5025
NBL1	1.9885
RTBDN	-0.1665
RAB11FIP5	0.295625
TTTY13	-0.2675
SCOTIN	0.658916666666667
SOHLH1	-0.907166666666667
CDKN1A	0.440357142857143
NCK1	0.31875
ZNF550	-0.0635
SAPS3	-0.3
SPIN3	-0.173166666666667
MAGEE2	0.40625
MIS12	-1.15116666666667
OR8H2	0.351
KIAA0774	-1.01833333333333
UNC5D	-1.8705
CUL7	-0.0581666666666667
LIPC	-3.3395
DIO1	1.4595
C20orf11	-0.0425
CTRL	-0.97775
HS3ST2	0.71075
PAK4	0.451
CCRL1	3.68775
RNF10	0.252875
ZNF567	0.05975
ZNF660	-0.0565
TCEAL3	0.83325
MAGOH	-0.963
CENPB	-0.242333333333333
C19orf7	0.333875
LOC388965	0.0695
ZCCHC13	0.0795
JMJD1A	-0.5991
HIST1H4H	0.935
TBRG1	-0.7401
GPC3	-2.785375
TAF1C	-1.17325
EBNA1BP2	-0.660833333333333
CIAPIN1	-0.62125
PDGFRA	1.00983333333333
CSTB	-0.13475
CENPI	-2.40583333333333
GTF2E2	-0.471166666666667
RPP21	-0.9185
CCNF	-0.9675
KCNQ3	0.86
FAM79A	1.28825
SLC22A12	0.0685
NOVA1	-0.762166666666667
FZD3	0.8662
AKAP8	-0.44925
SOCS5	0.615625
CFDP1	-0.66975
DLG5	1.268
PGM5	0.507416666666667
C1orf144	0.47525
HDAC10	-1.4385
RND2	-0.115
C20orf199	-1.1995
RNMT	-0.323125
SLURP1	0.113625
ASTN1	0.07325
SH3BGR	0.92275
MYCL1	0.172625
ZHX1	-0.0508333333333333
CENPK	-3.6595
FOSB	2.4756
LOC643406	0.2655
C2orf59	-1.14625
TMEM135	0.468875
SLC27A2	0.93675
KRT33A	1.622
OVOL1	0.89275
PAMCI	-1.98533333333333
S100A7	4.8435
ZNF789	-1.644
HARS2	0.064
RPL23A	-0.169833333333333
TCF23	0.24275
UPF3B	-1.584875
C17orf78	-0.0885
HLA-DOB	0.608
C14orf142	0.213833333333333
TEKT5	1.30016666666667
DMWD	0.252
POLD1	-1.86216666666667
GSCL	-0.314
CALD1	0.9262
SCRT1	-0.181
AIG1	0.0785
UNC84B	1.559
ZNF404	0.17825
TMED6	-3.385
KIAA1462	1.1185
LRRC27	1.8655
PYGO1	0.255
PIGU	-0.331166666666667
ALAS2	-4.04766666666667
WRNIP1	0.2835
CNNM3	0.566
ZNF2	0.7075
ST3GAL5	0.4025
MRPL23	-0.5055
TSSK6	0.278
PSMA6	-0.46125
C16orf70	-0.888
KIAA1602	0.09
ALMS1	0.3995
DCN	3.725125
TMEM132D	-0.499
SUCLG2	0.8875
ABHD14A	-0.11425
DEXI	0.335333333333333
AMPD2	-0.643
IFNAR2	0.0181666666666667
CYB5A	2.3954
TLOC1	0.65115
NXF5	-0.401333333333333
NRBF2	0.426
KCTD3	2.0155
ITGAE	-1.42416666666667
SLC30A3	-1.78133333333333
ZRF1	-1.045
IFRD2	-0.64
XAB1	-0.239
PYCR2	0.185166666666667
SERPINB3	-3.7745
TMLHE	0.0958
GEFT	-0.00137499999999999
ABCA5	-0.98375
EMR4	0.352166666666667
TSFM	-0.09425
HIST3H2BB	0.9345
ARHGEF19	1.27325
TSPAN17	0.343
ABCC8	3.924
MAP1S	0.489166666666667
C22orf36	0.769
BNC2	1.28214285714286
HIST1H4A	-0.98425
NDUFS3	-0.589166666666667
WDR3	-0.575333333333333
XKR4	-0.32025
TTC33	-0.292142857142857
STMN2	3.832
CPN2	-0.929333333333333
HSPC105	1.12375
PCOLCE2	-3.20025
C3orf55	1.8205
KLHDC9	3.17516666666667
TBC1D23	0.168625
ATXN2L	-0.954166666666667
MAP2K3	0.579333333333333
SCAP	-0.116
ZNF486	-0.166166666666667
C20orf96	-0.441
NARS	-0.16875
ADAMTSL1	-0.586642857142857
PRCC	0.994833333333333
CCDC126	1.33458333333333
ZNF675	0.02
CALCOCO1	1.39875
ANKRD43	3.02075
CWF19L2	0.387833333333333
ZBTB32	1.51166666666667
BRAF	0.1935
ODF4	0.17675
MGC14376	0.327166666666667
HORMAD1	-2.4805
AAK1	-0.156333333333333
PEBP1	0.513833333333333
TNFSF5IP1	0.228166666666667
DKFZp564N2472	0.6545
RMND1	-0.241625
IGKV1-5	4.16425
COL1A2	3.43641666666667
SERPINA5	-2.077125
AANAT	0.227
C19orf21	0.935833333333333
GEMIN5	-0.07025
UBR4	-0.263
LTBP3	1.1835
AMHR2	-2.1045
PROCR	-0.45475
MYBBP1A	-1.01125
C20orf39	2.93433333333333
ZNF697	-0.468625
PASK	-0.5369
ZNF776	0.475833333333333
RFXDC2	-0.398375
KIAA0467	-0.1445
