Hybridization REF	TCGA-AR-A0TY-01A-12R-A115-07
PTPRC	0.151583333333333
UNQ9391	0.56
CCT7	-0.490666666666667
EEF1A2	1.64075
MIPEP	0.4015
ZFX	0.9777
UCHL3	0.478375
LOC388419	0.6745
GSG1L	1.5575
RAB24	-1.71966666666667
SLA2	0.375
SDS	2.5105
LYPLA3	0.2405
CASQ1	-0.116
SLC25A40	0.224333333333333
IRAK1BP1	1.0535
ACOT6	3.66325
COL9A3	-2.70525
ASB11	0.517
C2orf18	1.10216666666667
FOXD2	2.79925
C6orf211	4.241
OR8G1	0.495166666666667
MDGA1	0.65
ADARB1	-0.691125
GGT1	2.12175
WNT1	-0.056
DBP	1.012625
COL5A3	1.5885
RHOD	1.9605
COL4A2	1.5295
LOC201164	-0.75125
HEBP1	0.7275
LUM	0.441333333333333
ZCCHC6	-0.2615
PAGE1	-2.18233333333333
DTX2	1.1625
SLC7A13	0.67275
H3F3A	0.744928571428571
RABIF	0.9735
D4S234E	-2.4365
DYRK3	-1.16783333333333
PFAS	-1.38883333333333
ALOXE3	1.3885
RPLP0	0.299428571428571
RBM34	-0.119166666666667
C12orf28	3.8615
U2AF2	0.594833333333333
MKNK2	-0.2184375
SEC16A	0.330916666666667
ZNF44	0.8586
YWHAG	0.48425
IGF2BP2	-3.40958333333333
OR1D5	0.3725
SIX6	-2.62775
CCR6	-0.3045
PALM	1.5695
PUM2	0.920071428571429
SPRYD5	-2.209
ALG10B	0.88625
ZNF365	0.2455
PHC1	-2.762
KIAA0913	-0.00875000000000002
ARX	0.33425
PPP3CB	0.509666666666667
IRX6	0.00880000000000001
ANGPTL4	-0.4066
LSM14B	0.9565
PCDHGB7	0.0595
INSM1	-1.65908333333333
WBP2NL	0.6065
ZNF493	0.4110625
NGEF	-1.27675
RNASE13	-0.1645
SPPL2A	-0.1725
SFXN1	-0.762125
FAM102A	1.793375
SAPS2	-0.980333333333333
JTV1	-0.952
OR51B4	-1.01475
SCGB1A1	0.536833333333333
NEUROD2	0.552375
tAKR	-0.1505
C1orf26	-0.33225
RICH2	-1.21875
TEDDM1	0.50575
CYP2S1	-0.9175
TBCE	-0.355666666666667
MAPK1	-1.40175
HDHD1A	0.448
MRM1	-0.63425
ATP9A	0.423428571428571
HSD17B3	-1.20166666666667
HN1L	0.877666666666667
RNF216	-0.620625
HOXD12	-0.286
PPP1R14B	-0.016125
SBF1	-1.95775
TAS2R42	1.0195
USP46	-0.363333333333333
LILRB3	2.3285
SPI1	0.61325
OXSM	-0.0105
GYS2	0.379333333333333
NUPL2	-1.38475
C8orf46	-1.04525
SF3A1	-0.72555
C21orf99	-0.2975
HOXB4	-0.3653
YRDC	-0.0325
GPRC5D	0.5475
BLVRA	0.825
KIF12	0.9095
LRRC23	0.43525
FAM14A	-0.309833333333333
RASL12	1.0845
DAZAP2	1.7375
IKBKB	0.568642857142857
ZNF271	0.848666666666667
BOK	-0.78375
CXorf6	-2.5155
MYEOV	-0.65925
BTN2A2	-1.0163
FRG1	-0.99425
HSP90AB6P	0.195
ENOX1	-1.3005
ZNF706	0.9233
DOK1	1.202
PGAP1	-1.44675
TMEM136	0.3215
FSCN1	-1.8005
KIF17	0.368
TRIM66	-0.16
CBR3	1.20833333333333
C13orf24	0.454666666666667
C19orf52	-0.5625
BNIP1	0.36025
AQP3	-2.0195
KRT6C	-1.85833333333333
SIRPA	-0.63775
IGFBP6	-1.50233333333333
PLEKHK1	0.66075
RNASE7	-0.1325
ARHGEF15	0.685
NPHS2	-0.00475
SRD5A1	-0.64575
REXO4	-0.7845
EEF1DP3	-0.351
SLC37A2	-0.26675
ZNF142	-0.2095
ANKHD1	-0.4245
MUT	0.12
VPS37A	-0.36625
GPRIN1	-0.14375
SLC38A3	-1.396625
BAZ2B	0.87425
WDR87	0.129333333333333
BRD7	-0.6985
POU6F2	-1.3325
NISCH	-0.09575
TCEB1	0.4515
LINGO2	-2.9135
TAX1BP3	-1.03025
RPL34	-0.125333333333333
MARK2	1.09783333333333
AKAP12	-1.9423
AMBN	-0.024
SLC25A27	-2.707
FLJ21865	-0.86075
KIR2DS2	0.448666666666667
WDR77	-1.02975
ATF2	-0.681333333333333
ITFG3	-0.309166666666667
SLC39A13	0.42875
ARL6IP5	0.896125
C10orf137	-0.905125
QTRT1	-0.892166666666667
CCNT1	1.05125
DYNLL1	0.6173
WDR53	-0.17575
LIPG	-1.03533333333333
ASAH3	1.113
HELB	-0.039
PHACTR2	0.71525
VENTX	-0.63675
LAD1	2.44133333333333
PAOX	1.47475
MAPK8	0.075
CCDC38	0.24375
DNAJC8	-0.9393
RBBP8	0.123
WNT11	-0.9578
KCNJ12	-1.21
HDAC8	-0.2755
STARD4	-3.05975
ACVR1	1.46016666666667
C14orf65	-0.749166666666667
KLB	-0.9655
C1orf65	-0.10825
ZFYVE28	-0.644625
NSUN6	0.94725
KIF27	-0.180833333333333
SYTL2	1.73366666666667
UBXD2	1.1789
OR6T1	0.4405
CCDC91	0.138714285714286
GRID2	-0.0285
CALN1	-0.939625
ZNF423	-0.30925
PSMB4	-0.4825
XPNPEP3	-0.585666666666667
ARPP-21	-3.90155555555556
SART1	-0.10025
RACGAP1P	-2.1975
SPTA1	-4.842
C6orf113	0.2005
C7orf16	-3.54575
CHST7	-0.207833333333333
C21orf29	0.0685
SEMA6D	-1.474875
PCMTD1	1.5528125
KIAA1754	-0.349166666666667
MYCN	-1.25375
KCNJ3	5.83
MAPK13	2.7992
ERO1LB	-1.54375
NTF3	-2.57216666666667
NKX6-2	-0.3985
GTF2B	0.2945
GSPT1	-0.0178333333333333
GUSB	0.334333333333333
LOC221091	-1.1415
LIG1	-0.3035
EXTL3	-0.388
NID2	-1.272
TTC29	-1.823
TMEM97	-1.9925
EXTL2	-0.758833333333333
SUZ12	-0.256
IL1F8	0.135
KRT18	1.30227272727273
MRPS16	-0.434916666666667
PI4K2B	-0.33
LACRT	-0.403
OR51F2	0.4885
JMJD2C	-0.610625
KGFLP1	1.921
CDK5RAP3	-0.774
YTHDF2	0.157833333333333
GGCX	1.019
ARPC4	0.62925
EGLN2	0.896833333333333
KBTBD4	0.544428571428571
ROBO3	-0.5973
DEFB118	-0.7965
KIAA1543	1.348
RTCD1	1.01766666666667
MZF1	-0.6165
C18orf26	0.78
CNIH4	0.166166666666667
ZFP2	2.045
HTATSF1	0.652
WFDC2	-0.55475
NDUFA7	0.7655
TTC22	-0.236333333333333
FAM40B	-2.355375
DCPS	-0.1715
SH2D1B	-1.20766666666667
MRGPRE	0.4775
SBK1	0.51425
UNQ6411	0.18
OSBPL9	-0.7395
NUP107	-0.4835
MYOZ3	-0.2695
PDE4B	-1.71525
FAM113A	-0.889
IDH3G	0.200166666666667
FBXL7	1.268125
ARFGAP3	-1.01475
MAPRE2	-1.53392307692308
IL1RN	-0.7739
KIF13A	0.275
RAC3	-0.7305
TCTE1	-0.2625
TMEM14B	-0.199333333333333
ADIPOR1	0.179166666666667
GRINA	0.1705
CLIP4	-2.00925
LRIT2	0.554
TFPI	0.494285714285714
FABP6	-2.35125
SLITRK2	-0.8705
HKR1	0.52
SMTN	-0.34375
C1orf75	-0.955
CD209	0.983875
CYB5R2	1.37525
DNTTIP2	0.0773333333333333
CSGlcA-T	0.5545
GABRB3	2.1905
PCBD1	0.5265
TAF3	1.331
HOXD3	-0.554833333333333
GIPC3	0.218833333333333
P11	0.4782
BFSP1	1.4255
LCP2	-0.12125
TAS2R8	-0.077
SEZ6L	-1.809
NR2C1	-0.24875
EXDL2	1.3817
TNFRSF13B	-1.69216666666667
MKI67	-0.087
GLS	-0.6115
C7orf54	-0.472
LGALS13	0.190333333333333
IL4R	0.2855
SEC11A	0.489666666666667
SPP2	0.2535
C18orf32	1.3075
CLSPN	0.407333333333333
SPAG1	2.0715
C9orf82	0.1075
TM4SF1	-2.20091666666667
EMILIN2	0.2315
SMG7	-0.257166666666667
TAS2R13	-0.096
ZNF628	0.494
DZIP1L	-1.12033333333333
ANKRD13A	0.6947
VASP	2.50125
ZCCHC11	-0.907125
SYPL1	0.035125
MGC34774	-0.0395
C4orf28	-1.03375
KIAA1211	0.750083333333333
RPS27L	-0.32775
TATDN3	-1.4095
PDCD1	-0.23225
OR5P2	0.6565
IFIT1L	0.5855
MIPOL1	0.6185
OR51D1	0.2495
C1orf92	-0.937333333333333
LAMP2	0.656611111111111
CAT	-0.3925
C16orf80	-0.2525
C15orf32	0.688
ZNF746	0.56225
C1orf76	-1.5995
ATXN1	-1.1665
LAMC2	-1.0685
SLC2A7	-1.5845
CPOX	-1.13475
APH1B	1.19633333333333
LOC442245	0.02525
CTNND1	1.89505555555556
GABRG2	-1.983125
MADCAM1	-0.085
F5	-3.68975
SEMA4F	-0.2105
NUDCD3	0.500375
PDZD11	0.29
TRIML1	-0.523
GCNT3	-3.44433333333333
TMEM120A	1.00925
CNDP1	-0.4775
N4BP1	0.258375
SLC35F2	-0.28225
LCP1	1.18025
IGBP1	0.3467
DCAKD	-0.601375
ELA2A	-0.485
C12orf56	-0.58375
PITRM1	0.477857142857143
GUK1	0.228833333333333
RASSF8	-1.562
OR2A14	0.53725
ADM	-2.66344444444444
FGD3	1.26666666666667
GHRHR	0.254166666666667
RHPN2	0.7645
C4orf39	-1.859
VPS72	-0.407
SERF2	1.20911111111111
CD22	2.29966666666667
CD47	1.0902
PPIC	1.47466666666667
IMPDH1	0.403416666666667
ACP6	-0.398666666666667
PRKACA	-0.052875
PPP1R1A	-1.583875
TRPV3	0.19625
ASXL1	-0.978625
C17orf55	0.111
FXYD1	-0.377
LMOD2	-0.4455
ANKRD33	0.388
LCE2C	-0.215625
ZNF620	-0.994
DKFZP566E164	2.623
VSIG2	3.9705
KIAA1128	0.99075
USO1	0.0848333333333333
NUDT4	0.177928571428571
CLDN1	-1.74578571428571
OR4Q3	1.429
FASTK	0.043
ICOS	-0.186166666666667
LDB1	0.81075
GSTA5	2.4225
ABCC1	-1.63733333333333
FAM54A	-0.467
PCBP2	-0.469
NUP205	-1.1025
ACTA1	1.25666666666667
GABBR2	-1.5035
PIP5K1B	-2.07083333333333
AGXT	-1.4155
RNF181	0.944
ATP8A2	0.7575
AFTPH	1.173125
FGF21	0.55275
FCER1G	2.204
SNTB1	-1.8515
SLC24A3	-1.55575
TXNL4B	-0.4189
RPL10L	-0.41
LOC389517	-0.3151
TSGA13	-0.1225
SHOX2	0.435
ITGA7	-0.1352
KCNIP2	-0.4425
KLF13	-0.3992
ZFAND2A	0.02475
CEACAM1	-2.53571428571429
PFKFB4	-1.71816666666667
MED19	0.41375
LRRC57	0.4545
RNF11	0.53425
ANKRD32	-0.93625
P117	0.014
OBFC2A	-0.95
POLD3	-0.255333333333333
RAB18	1.74275
TPH2	-0.403333333333333
PHB	-0.7533
JDP2	0.189666666666667
MORF4L1	0.6075
POU2F1	-0.1375
CNNM2	-0.889333333333333
LOXHD1	0.545833333333333
ZC3H15	-0.5405
ELK3	0.4155
FAM111B	1.794
CBLC	3.73116666666667
SBNO1	1.26175
ANKMY2	-0.7005
PLEKHA5	-0.19
DHX58	0.472
ARCN1	0.929666666666667
TREML1	0.2586
KNCN	-0.2905
SEC24A	-0.885375
PSCA	3.58375
MGC24125	0.2115
DNA2L	-0.11525
CIB4	-0.694
HIGD2A	-0.0835
TBX6	0.1025
TTLL5	-0.5265
SGK3	0.0993333333333333
GCN1L1	-0.3775
AMOT	-1.7321
LDOC1	0.397166666666667
NRK	-0.377
ASB9	-3.03
NAT1	0.4809
TRAFD1	-0.01725
PEAR1	0.434333333333333
FAM36A	0.42475
OR1S2	0.212666666666667
LOC388323	-1.53575
PGS1	-0.3205
LEPREL1	-2.95175
TFF1	-1.49491666666667
HAP1	0.0805
EPHB2	-0.7195
ACTG1	0.1055
ZFP42	-1.95216666666667
HAVCR2	-0.2551
NME1	-0.814
SNX26	0.00691666666666666
LACTB	0.145333333333333
ZKSCAN2	-0.0855
C5orf35	0.79275
ANKS3	-1.19675
RBM28	-0.6815
DKFZP586P0123	-0.54975
HNRNPA1	-0.533166666666667
BCAS3	0.0196666666666666
FLJ20184	0.4175
POLA2	-0.525166666666667
TMC7	-0.874166666666667
HSD17B6	-0.4315
ZNF658B	0.3995
TTTY10	-0.0698333333333333
RANBP9	-0.177583333333333
CPNE7	-2.38033333333333
EVL	-0.0152352941176471
LNX1	0.13675
IFNA21	-0.5055
CFD	0.78375
PYCARD	-1.428
MYBPC2	-1.3805
ENPP3	-2.22416666666667
ACSL4	-2.18125
LOC440258	-0.0513333333333333
TMEM176B	2.94066666666667
SOX2	-3.1815
SCO1	-0.417333333333333
COMT	-0.15825
AOC2	-0.44425
PDLIM5	0.159428571428571
SPHK2	0.2005
NXPH2	0.247
GPR108	0.461
RAD51L1	0.0498333333333333
TMEM54	1.303
LETMD1	-1.18166666666667
SLC6A17	0.69
KRT75	-0.4045
STT3B	-0.027
CD3EAP	1.63933333333333
TMEM63A	0.42575
DUSP13	-2.08975
CD1C	-0.7485
LASS2	-0.249833333333333
AVP	1.4175
PITPNM1	-1.688625
FLJ22795	-1.0815
MCTP1	-1.89975
TRIM68	0.6925
UCK2	-0.340166666666667
ABHD1	-0.3075
FAM50A	-0.07375
RNASEH1	-0.609833333333333
PCP2	2.31816666666667
OR52H1	0.1085
C20orf149	0.80025
RBP5	-0.734
HYAL3	-0.70525
CLPB	-0.66275
SMNDC1	-0.6255
DONSON	-0.832666666666667
FLJ27523	0.37825
BARHL2	0.204666666666667
SLC30A9	-0.156166666666667
TMPRSS11B	-0.27075
E2F8	-0.152833333333333
CCDC25	1.42833333333333
C14orf48	-0.145
C20orf116	0.44725
TSPAN11	0.3075
YIF1B	-0.352833333333333
FAM12B	0.053
OR1L6	0.5125
HPN	0.4856
NBN	0.763875
C14orf94	-0.0178333333333333
OCLM	0.1455
ZSCAN18	1.3388
L3MBTL	-1.2518
TSTA3	-0.00116666666666667
RAC1	-0.0095
C19orf15	0.286666666666667
NFE2	-3.6655
KLK14	0.455
ARSF	0.595
MAST2	-0.555333333333333
AMICA1	1.422
GTF2A1	1.8315
ATP1A3	-0.6385
TC2N	2.5097
PNKP	0.435
ODZ2	-0.69575
MATR3	0.60325
S100P	-1.55125
KRT82	0.5535
CA13	-1.3477
PROZ	-1.47066666666667
AASDH	0.1425
C19orf40	0.463166666666667
DCK	-0.296692307692308
FAM5C	-1.46025
SLC6A4	-3.033
MID1IP1	-0.208625
TESSP5	0.8185
TMOD4	-0.548833333333333
DOCK2	-1.2305
TUG1	0.835
NUP214	-1.528
DPYSL2	0.403636363636364
GOLM1	-1.94266666666667
MPFL	0.374
SOX13	0.7705
SDCCAG8	0.5522
KEL	-2.27883333333333
NUP210L	-2.5815
GK	-1.155375
DNAJB1	0.257
ALPK3	0.3615
CHID1	0.4627
CYLC2	-0.0735
IKZF5	0.301
C8orf51	1.11116666666667
PPM1J	2.563
GIMAP8	2.74233333333333
GPR101	0.162
NR2F1	-0.28
ACAD8	-0.03275
RBM35A	4.08775
GNAI2	-0.381166666666667
METTL8	-1.71533333333333
SLC39A7	-0.3775
FBXO8	0.137
CAMK1	-1.056
RFC3	-1.24425
FAM129A	0.237
ILF2	-0.353
FGFBP3	0.21175
NOM1	-0.121333333333333
PSMA3	0.04375
ASCC3	0.7587
ZYG11A	0.07175
SOX21	-1.60075
LYRM1	-0.9425
DEFB1	1.661
LOC91431	-3.12233333333333
OR7C2	1.627
FAM46B	-0.01825
TMEM18	-0.005625
ARHGAP30	0.144166666666667
TMEM86A	1.98508333333333
EPHA2	-0.714333333333333
C10orf46	-0.38965
TCHH	-0.631833333333333
C3orf30	-0.028
LOC285636	0.0453333333333333
PAIP2	0.756
CYP2U1	-0.978625
C12orf34	2.0185
SARS2	0.233666666666667
ZCWPW1	-0.833
SAMD12	0.38925
KIAA1430	-0.1015
ACAT1	0.41575
MEOX1	1.18316666666667
ADAMDEC1	5.746
PHKA2	-0.6905
CARD11	-1.39366666666667
CALML4	-1.183
TSSC1	-0.07375
TMEM45A	-1.53611111111111
MPP7	2.853125
POU1F1	0.07975
SLC2A13	-0.286
FBN2	2.90535714285714
ZC3H7A	0.1108
LAIR2	-1.86575
ST3GAL1	-0.625166666666667
LCT	-3.22175
GEMIN8	0.741833333333333
KLF16	0.8046
HIF3A	-0.00180000000000001
FAM44A	0.499214285714286
AQP10	-0.9297
PLA2G2A	-2.0925
FOLH1	1.71883333333333
C20orf186	0.063
MAPKAP1	-1.325
SPRR2D	-2.07675
UBQLN4	-0.798666666666667
RSHL1	0.136166666666667
PIAS3	0.430625
MRPL24	-0.3205
GREB1	-1.072625
FAM27E3	-2.051
NUP62CL	-1.72975
NEUROG3	0.8545
REEP3	0.9265
MARK1	-1.852375
LMBRD1	0.9355
PRPF19	-1.362
PNMT	-1.5815
CTGLF1	-0.68
SLC25A16	0.77425
EIF2B3	-0.898
RPA2	-1.212
PAK6	0.1815
CCDC26	-4.253
SEMA3E	-0.414375
MXD4	0.3071
TNFSF10	2.0844
SMARCB1	-0.471
DTX3L	1.44083333333333
PLA2G4E	0.244
PPAP2A	-0.15675
ULK1	-0.147833333333333
TAS1R3	0.6985
SLC2A3	-2.78127272727273
ARID3A	0.007
GNG5	-0.48325
ACOX1	1.5684
KIF5B	0.336
NUP153	-0.44825
MUC7	0.2555
CSDE1	-0.4145
CLPTM1	0.58225
C3orf23	-0.5325
LRRC17	-1.46533333333333
TTYH3	-1.018625
ATP5B	-0.677
ELF3	2.2427
CPSF3L	-0.174666666666667
ZNF665	1.22183333333333
TLR6	-0.7973
GPI	-0.263125
RAD9A	-0.1845
NDST4	0.8135
AGPAT3	0.487333333333333
MAGI3	2.20783333333333
ADORA2A	-0.51775
CACNG7	-0.0715
CAMK2D	-1.329
CCHCR1	-0.77625
RPS27A	-0.576
OR10G7	-0.0301666666666667
GCM2	0.2075
FAM135B	0.3585
E2F1	-1.039
PLCB3	0.538
OR2AE1	0.4555
COIL	1.37283333333333
CDC25C	-0.0201666666666667
RAB11FIP2	0.65725
TSC2	-0.2665
CTGLF5	-1.139
CCDC108	0.1381
OR13C4	-0.05175
C10orf81	1.917
PTPRB	1.39925
ACP2	0.354
LAG3	-0.44875
MRPL54	0.69175
LOC201175	1.532
ITGB1BP3	-1.1295
SPTAN1	-0.7775
SIPA1L2	-1.103
RCAN2	-1.056
CDX2	-0.4935
ECOP	-0.94075
ACTR1A	0.627785714285714
PPARG	-1.211
BBS10	0.262
TMEM44	-0.862125
BPIL2	0.989
CITED1	-1.78475
IRF6	3.419
PRDM4	0.986166666666667
RRP9	-0.592
OR10H4	0.30875
IL31RA	-0.9765
GNB1L	-0.155
MYBL2	0.69225
ZNF407	1.15766666666667
PPIG	-0.133
TTC18	-1.63775
RPSA	-0.2555
MAPT	-0.57075
MRE11A	0.636
C8orf37	-0.905
RASGEF1C	0.428
STBD1	0.12625
CTAG2	0.511833333333333
MGAT5B	0.739166666666667
ECM1	-0.58575
RLN1	1.635
PARP14	1.025125
EPB41L1	0.5915
HOXA3	0.48225
MAGEA9	-0.017
RPS8	-0.691333333333333
RPS19BP1	-0.30375
FOXJ2	-0.080625
C10orf76	0.175
IL17RE	0.88575
C10orf65	1.78825
ZNF343	-0.705666666666667
FBXO33	-0.765375
UHMK1	1.5406
LY6G6C	-0.2785
FGF19	-2.59775
C14orf128	-1.59766666666667
IFIT2	0.807375
TIGD1	-0.752
S100G	5.8215
GUCY1B3	1.9365
NR3C1	-1.6519
CORO1B	0.840833333333333
PARP11	1.173
DNALI1	3.62033333333333
OR4N4	4.50075
MAP2K6	-1.37
FSTL4	0.067
ANKRD47	1.9505
TMEM171	-1.8525
PNLIP	0.11125
YY1	0.221666666666667
CCDC138	-1.15916666666667
AASDHPPT	0.7496
CKS1B	-0.2909
MCM3	-0.674333333333333
ANAPC7	-0.335833333333333
FAM110A	1.48675
CDC37L1	0.124666666666667
THTPA	-0.18225
NBPF20	-0.136
WDR24	0.6615
NPTX2	-1.939
CBLB	1.1145
CETN1	0.744833333333333
RPUSD1	0.484
FAF1	-1.321
CDK6	-3.1479
HMX2	0.6175
CSK	-0.00533333333333334
TEAD2	0.72
SNAP25	-1.513
TUFT1	2.0984
TMTC3	2.72483333333333
LCK	-2.6885
SGOL1	0.4055
AKTIP	1.563
FURIN	1.489875
SOX12	-0.825833333333333
DEFB103A	-1.43375
RAMP1	3.57425
KIR3DX1	-1.608
GAS2L3	1.1575
PDE8A	-0.0629
EDN3	0.73375
GMIP	1.18
SF3A2	1.16875
FN3KRP	-0.81
SMAD7	1.35825
RHBDD2	-0.15875
OR11H6	0.6535
PPP1R3B	1.2696
C9orf23	-0.21475
CADPS	-0.9285
GOLGA8A	-3.9835
TMEM57	0.552
RGL3	1.415
S100A14	0.01175
FGFR2	1.3286875
XRCC3	-0.31675
RTN4RL2	0.84625
MGC3771	0.5535
GH2	0.797166666666667
BTBD2	0.257
LMO2	-0.4795
RDBP	-0.48075
ACRBP	-1.14325
AMY2A	-0.66925
DUOXA1	0.821
PTK7	0.0331666666666667
TWF2	-0.309
FAM80A	0.445
TNNI2	-2.56966666666667
GLT25D1	-0.665166666666667
OCC-1	-3.5065
CYC1	-1.03716666666667
RPL22	0.0494090909090909
MORN3	1.33333333333333
DISP1	0.151
PRB2	0.3515
CHUK	0.48275
HR	0.5005
CCDC134	0.21325
DENND4B	-1.7095
C14orf130	1.208125
RAB33A	-2.02625
DCST2	0.405
TNMD	-0.90025
PEX7	1.19625
FAM62A	-0.04675
SRD5A2L	1.69725
IL22	0.28925
RPS26	-0.655166666666667
HOXC5	0.778
SPATA6	0.0435
FLJ38482	0.29725
ZNF234	2.315
C18orf22	1.25325
SPATA22	6.68725
THOC1	-0.8805
CYP7B1	2.52975
KCNC3	0.59075
C8orf42	-1.9265
ALDH1B1	-0.729166666666667
CCDC100	1.2418
ARMC4	-3.85525
FAM18B2	-0.02425
SLC44A1	-0.248625
FBXO17	-1.85916666666667
C6orf107	-0.3595
C19orf29	0.27925
ZC3HAV1L	0.56775
PARP6	-0.2337
SULT2A1	-4.51925
C1orf159	-0.87775
TMC1	0.150666666666667
CHST14	0.89575
GAMT	0.797833333333333
SMCP	-0.0138333333333333
TSPAN33	0.42525
MIDN	0.55925
NOX4	0.12
RNASEN	-0.4071
TBX1	-1.28483333333333
SALL2	-2.88875
C10orf35	1.5225
CYP2E1	-1.541375
LRFN2	3.76766666666667
ACO1	-2.04416666666667
IQCG	-0.2782
MEGF9	2.3735
TM7SF4	1.461
PLEKHA1	0.658933333333333
STK33	-2.43275
C1orf210	2.33925
SNUPN	0.4632
KIAA0406	-0.816
C20orf29	-0.13325
TMEM55B	0.1555
OSTM1	-0.112375
CLCN7	0.1715
OTP	0.02675
FLJ23049	-1.24625
HEATR4	1.6335
MAP3K10	0.560833333333333
PCDHGA9	0.553
AMDHD2	0.8975
LCTL	-2.702
PDCD2L	0.41925
CABLES2	0.4155
SLC5A9	-0.7845
CLCA2	-2.84233333333333
MGC16025	-1.0085
STRAP	-1.3955
C20orf196	-1.146
RRBP1	0.585333333333333
NAT13	0.2535
MAT2B	-0.32475
CSNK1D	-0.9315
KIR3DL1	0.45525
PRKAG3	-0.794
ZNF599	1.0755
PRM3	1.3425
PER2	1.23266666666667
ASPHD1	-1.476
PRMT6	-0.42825
KCNE1L	-0.476785714285714
FAM118A	-0.511333333333333
TAF4	0.3985
NDUFB6	-0.4955
TRIM9	-1.87233333333333
PMFBP1	-1.24475
KY	0.5665
DKFZp762E1312	-1.66754545454545
CSMD1	0.52625
TBP	-0.4115
OR1Q1	0.581166666666667
RETNLB	0.396
HPGD	0.0188571428571429
DNAJC12	-1.44716666666667
FKBP1B	0.15025
ANKRD24	-1.15566666666667
CXXC5	1.5105
IL3	0.05475
DRAM	3.0787
PTCH1	-2.076375
TP53BP1	-0.2105
SLC17A7	0.115
COL25A1	-1.5516
AMACR	-0.4475
RHCG	0.49925
VPS13A	-0.61575
FAM55D	1.351
PRPF38B	-0.01125
OSBPL6	-0.71525
PFDN5	-0.1578
CMTM6	1.874
KCNK12	-0.99375
RP2	1.92825
C16orf52	-0.8095
PICK1	-0.531
IFNE1	-2.03966666666667
SEMA4B	1.20825
TYRO3	-0.90025
OR12D2	0.4
CSNK1A1	0.9534
FANCF	1.738
LONP2	1.065125
TBL1Y	-1.052
LDOC1L	-0.689125
CCNC	0.9345
C3orf60	-0.75775
CHKA	-0.7385
UBAP1	-0.50475
MAP3K1	0.9005
ANKRD9	-0.02175
FAM92A1	-2.6075
GAB2	-0.879125
AZU1	-0.0965
DIS3	-0.366083333333333
C21orf109	-1.11175
IQCB1	0.2765
SPATS2	-0.269833333333333
EFCAB3	1.0015
PRB3	0.817125
FUZ	0.275
ZNF813	1.566875
BMPER	-1.46733333333333
HEG1	-0.31575
ALS2CR11	-3.07225
SURF2	-0.62175
PSMC1	0.372
OR2D2	0.991
SLC7A8	0.638833333333333
C4orf40	-0.016
SPATA7	-0.00375
MAZ	-0.134833333333333
PIN4	0.801
PDE1A	-0.961625
TAF6L	0.226833333333333
OR2T34	0.571
KIAA0284	-0.6605
ACADS	0.806818181818182
MKRN2	0.2915
C18orf56	0.273
MS4A6E	-0.195666666666667
GALNT4	1.8078
C22orf31	-0.106
FLJ36070	0.8435
PSME4	-0.48
TFG	-0.2495
EPHX2	2.883125
ANXA5	-0.875875
KRTAP1-1	-0.3625
BATF	2.8555
KARS	-0.90175
MSTP9	-1.883
GPR26	0.211
CCDC72	-0.0825
TEF	-0.567666666666667
FOXK1	-1.0915
PRLHR	0.084
EMX1	0.4055
C11orf30	0.10575
ICK	1.933625
THSD7B	-0.649
C21orf100	-1.894
DUOX1	0.0175
EFCAB4B	0.53825
UBE2G2	0.0411666666666667
C3orf54	0.01175
PARP1	-1.00375
FAM60A	-0.58975
C6orf146	-0.21525
OR9K2	0.379
DDX55	-0.308833333333333
RPS15	0.8025
ZNF618	-0.7331875
DKFZp686D0972	-0.16325
SSPO	-1.9385
SHFM3P1	0.0306666666666667
CPA6	-1.92275
JAG2	1.18
DEFA3	0.6575
PPBPL2	0.487666666666667
CD34	4.438625
SLCO4A1	-2.385375
AFG3L1	-1.506
SHD	0.1145
RP13-122B23.3	-1.12116666666667
PRKCSH	0.425
DPH5	0.0165
HLA-F	0.831625
TBC1D4	-0.23375
RIG	-0.322666666666667
GLUD1	0.663
HNRPCL1	0.622375
HBXIP	0.09725
RNF207	-1.2465
APIP	0.2115
PLA2G3	-0.980333333333333
CCDC84	-1.8005
MYLIP	0.539692307692308
PHIP	0.1565
AARS2	-0.323333333333333
DHX32	0.2295
SCAPER	-1.11033333333333
MEN1	-0.0757142857142857
NIP7	-0.13725
FLJ25404	0.5295
FASTKD3	-0.00374999999999999
TMEM158	-1.85225
RARA	1.082
BDH1	0.403
ANKRD16	1.314
CARM1	0.134
SS18	0.644333333333333
IKZF2	-0.00791666666666665
MYD88	0.06725
PML	0.4326
TAF1A	-0.8525
CBFB	0.233375
HIST1H3H	0.305666666666667
C7orf29	-2.465
COMMD4	0.373
DPP3	0.19575
DAB2	0.31975
LOC388882	-1.0005
YPEL4	-1.341375
AGBL3	1.18625
LRP6	0.7474
SERPINH1	-0.363833333333333
TLE1	0.27725
CD244	0.0268333333333333
ZDHHC15	1.3305
MGLL	1.1935
PLDN	0.476583333333333
LOC654346	0.933
FAP	1.98575
GPR37	1.33383333333333
SCARA5	0.518333333333333
EBF4	1.35709090909091
LSM6	-0.41175
MLLT1	-0.0289375
SLC5A12	-0.33625
A2BP1	-1.9395
COPS5	0.6375
TPM4	1.29371428571429
TNFSF4	0.393833333333333
ACADSB	1.65733333333333
HERPUD1	1.7985
BCL2L11	-0.7475
CEP78	-0.91825
CDCA3	-0.19825
WBSCR19	0.7117
MYO1A	-2.324
