Hybridization REF	TCGA-AO-A12C-01A-11R-A10J-07
NEUROG3	1.379
REEP3	0.812166666666667
MARK1	-0.34
LMBRD1	0.68975
PRPF19	-0.714
PNMT	0.998666666666667
CTGLF1	-0.402
SLC25A16	0.39075
EIF2B3	-1.496
RPA2	-1.36725
PAK6	0.759
CCDC26	-4.111375
SEMA3E	1.362875
MXD4	1.5808
TNFSF10	3.0874
SMARCB1	-0.6515
DTX3L	1.16016666666667
PLA2G4E	0.344
PPAP2A	1.36
ULK1	-0.0624166666666667
TAS1R3	0.4105
SLC2A3	-3.25772727272727
ARID3A	-1.1075
GNG5	-0.2155
ACOX1	0.1049
KIF5B	0.0465
NUP153	-0.7625
MUC7	0.3845
CSDE1	-0.159071428571429
CLPTM1	-0.52125
C3orf23	-0.28475
LRRC17	2.22316666666667
TTYH3	-0.623875
ATP5B	-1.211
ELF3	2.139
CPSF3L	0.639666666666667
ZNF665	-0.514
TLR6	-0.1348
GPI	-1.574875
RAD9A	-0.511125
NDST4	-3.4845
AGPAT3	-0.554416666666667
MAGI3	2.3275
ADORA2A	0.6825
CACNG7	-0.3815
CAMK2D	-0.391285714285714
CCHCR1	-1.233
RPS27A	-0.2955
OR10G7	0.338333333333333
GCM2	0.3555
FAM135B	1.0721
E2F1	-2.481
PLCB3	0.247
OR2AE1	0.0575
COIL	0.817666666666667
CDC25C	-2.546
RAB11FIP2	0.102333333333333
TSC2	0.64025
CTGLF5	-1.0665
CCDC108	0.1905
OR13C4	0.36225
C10orf81	2.6825
PTPRB	2.05725
ACP2	1.0665
LAG3	-1.07075
MRPL54	0.3155
LOC201175	1.1595
ITGB1BP3	-1.5395
SPTAN1	0.170666666666667
SIPA1L2	-1.13325
RCAN2	-0.1555
CDX2	-0.2825
ECOP	-0.0905
ACTR1A	0.0857857142857143
PPARG	-1.63633333333333
BBS10	0.303666666666667
TMEM44	-0.512
BPIL2	0.1755
CITED1	-0.7985
IRF6	3.29175
PRDM4	0.346166666666667
RRP9	-0.749
OR10H4	0.4105
IL31RA	-0.3505
GNB1L	-0.895833333333333
MYBL2	-3.055625
ZNF407	0.540333333333333
PPIG	0.0598333333333333
TTC18	1.785
RPSA	0.2515
MAPT	1.35775
MRE11A	-0.409
C8orf37	-0.631666666666667
RASGEF1C	-0.425666666666667
STBD1	0.63075
CTAG2	-0.155166666666667
MGAT5B	-2.0765
ECM1	0.86325
RLN1	-0.0695
PARP14	0.7276875
EPB41L1	-0.1263
HOXA3	-0.346083333333333
MAGEA9	-3.6505
RPS8	0.430666666666667
RPS19BP1	-0.543
FOXJ2	0.169
C10orf76	0.380375
IL17RE	0.24525
C10orf65	-1.71875
ZNF343	0.206833333333333
FBXO33	-0.494125
UHMK1	1.2302
LY6G6C	-0.57975
FGF19	-1.74025
C14orf128	-0.2355
IFIT2	1.8745
TIGD1	-0.253
S100G	0.209
GUCY1B3	2.8965
NR3C1	-0.974
CORO1B	0.542
PARP11	0.602083333333333
DNALI1	4.74316666666667
OR4N4	0.186125
MAP2K6	-1.03083333333333
FSTL4	0.77325
ANKRD47	1.364875
TMEM171	-1.331
PNLIP	-0.2915
YY1	0.494333333333333
CCDC138	-2.65183333333333
AASDHPPT	-1.2577
CKS1B	-1.01
MCM3	-1.62266666666667
ANAPC7	-0.953166666666667
FAM110A	1.00575
CDC37L1	1.28016666666667
THTPA	0.284
NBPF20	0.2965
WDR24	0.955
NPTX2	-0.9325
CBLB	1.10183333333333
CETN1	0.133333333333333
RPUSD1	0.65675
FAF1	-0.53175
CDK6	-2.9564
HMX2	0.3845
CSK	-0.7305
TEAD2	0.04575
SNAP25	-0.0595
TUFT1	1.3917
TMTC3	0.581333333333333
LCK	-3.10275
SGOL1	-2.319
AKTIP	1.509
FURIN	-0.015625
SOX12	-0.0286666666666667
DEFB103A	-0.2925
RAMP1	2.992
KIR3DX1	-0.2475
GAS2L3	-0.397
PDE8A	-1.6045
EDN3	2.92925
GMIP	0.044
SF3A2	1.0155
FN3KRP	0.18325
SMAD7	0.97725
RHBDD2	0.90075
OR11H6	0.5235
PPP1R3B	1.3976
C9orf23	0.1755
CADPS	-1.63275
GOLGA8A	-3.7625
TMEM57	0.610166666666667
RGL3	0.924
S100A14	2.81875
FGFR2	1.41575
XRCC3	-1.01125
RTN4RL2	0.59425
MGC3771	0.26
GH2	0.585666666666667
BTBD2	0.57825
LMO2	0.0055
RDBP	-0.599125
ACRBP	-1.801
AMY2A	2.642
DUOXA1	0.4875
PTK7	1.01766666666667
TWF2	0.344833333333333
FAM80A	-0.80725
TNNI2	-3.04866666666667
GLT25D1	-0.451666666666667
OCC-1	-2.9945
CYC1	-0.830333333333333
RPL22	0.993272727272727
MORN3	0.5505
DISP1	0.352
PRB2	-0.153
CHUK	-0.60075
HR	0.177125
CCDC134	-0.775625
DENND4B	-1.1625
C14orf130	0.425375
RAB33A	-1.64525
DCST2	0.4675
TNMD	-1.8295
PEX7	0.31175
FAM62A	0.40125
SRD5A2L	1.049
IL22	0.00775000000000001
RPS26	-0.618
HOXC5	0.52
SPATA6	1.208
FLJ38482	0.835125
ZNF234	0.9605
C18orf22	0.31275
SPATA22	0.54075
THOC1	-1.24375
CYP7B1	1.95125
KCNC3	0.05975
C8orf42	-0.5385
ALDH1B1	0.0715
CCDC100	-0.0966
ARMC4	-1.103
FAM18B2	0.68775
SLC44A1	0.858
FBXO17	-1.41316666666667
C6orf107	-0.42075
C19orf29	-0.00475
ZC3HAV1L	-0.2235
PARP6	0.6589
SULT2A1	-4.466375
C1orf159	-0.1555
TMC1	0.014
CHST14	0.526875
GAMT	0.280333333333333
SMCP	0.155833333333333
TSPAN33	-0.109583333333333
MIDN	0.3285
NOX4	3.4275
RNASEN	-1.1492
TBX1	0.0055
SALL2	-0.35725
C10orf35	0.257
CYP2E1	0.820125
LRFN2	2.24283333333333
ACO1	-1.3475
IQCG	1.0238
MEGF9	1.18275
TM7SF4	0.73475
PLEKHA1	0.4052
STK33	-2.45275
C1orf210	1.941
SNUPN	-0.6046
KIAA0406	-0.8327
C20orf29	-0.39325
TMEM55B	0.02325
OSTM1	-1.2299375
CLCN7	0.409
OTP	-0.00325000000000001
FLJ23049	-0.4535
HEATR4	0.829
MAP3K10	0.4835
PCDHGA9	0.6425
AMDHD2	0.1905
LCTL	-1.33
PDCD2L	-0.6175
CABLES2	-0.5465
SLC5A9	-0.56425
CLCA2	-1.49383333333333
MGC16025	-0.1595
STRAP	-0.953
C20orf196	-0.0855
RRBP1	0.475666666666667
NAT13	-1.13375
MAT2B	0.12675
CSNK1D	-0.837833333333333
KIR3DL1	0.533
PRKAG3	0.536
ZNF599	0.3615
PRM3	0.6695
PER2	1.89083333333333
ASPHD1	-0.453
PRMT6	-0.60975
KCNE1L	-0.803428571428571
FAM118A	-0.568333333333333
TAF4	-0.5605
NDUFB6	-0.99375
TRIM9	-1.21775
PMFBP1	-1.00275
KY	0.744
DKFZp762E1312	-3.40018181818182
CSMD1	-1.01175
TBP	-0.410333333333333
OR1Q1	-0.1035
RETNLB	0.374
HPGD	0.763230769230769
DNAJC12	2.8805
FKBP1B	-1.358
ANKRD24	0.219166666666667
CXXC5	0.573333333333333
IL3	0.121875
DRAM	0.6073
PTCH1	-0.7445
TP53BP1	0.47225
SLC17A7	0.5305
COL25A1	-0.6018
AMACR	-0.181333333333333
RHCG	-0.94775
VPS13A	-0.367416666666667
FAM55D	0.362
PRPF38B	-0.20575
OSBPL6	-1.21475
PFDN5	0.6171
CMTM6	1.04325
KCNK12	-1.038
RP2	0.1405
C16orf52	-1.42275
PICK1	-0.453
IFNE1	-0.716666666666667
SEMA4B	1.35075
TYRO3	-2.4885
OR12D2	-0.0195
CSNK1A1	0.5659
FANCF	1.34825
LONP2	0.09575
TBL1Y	0.031
LDOC1L	-0.012
CCNC	-1.23225
C3orf60	-0.82525
CHKA	-1.072
UBAP1	0.298
MAP3K1	2.222
ANKRD9	-0.758
FAM92A1	-1.95466666666667
GAB2	0.208875
AZU1	-0.226
DIS3	-0.50725
C21orf109	-1.178
IQCB1	-1.386
SPATS2	-0.4585
EFCAB3	-0.2295
PRB3	0.304375
FUZ	0.881333333333333
ZNF813	-0.354375
BMPER	-0.952166666666666
HEG1	0.24175
ALS2CR11	-0.88375
SURF2	-0.281
PSMC1	-0.1845
OR2D2	0.433
SLC7A8	1.946
C4orf40	0.016
SPATA7	0.41625
MAZ	0.415
PIN4	-0.303
PDE1A	-0.21675
TAF6L	-0.0571666666666667
OR2T34	0.6905
KIAA0284	0.0465
ACADS	-0.517909090909091
MKRN2	-0.271
C18orf56	-3.54625
MS4A6E	0.117833333333333
GALNT4	0.3111
C22orf31	0.3675
FLJ36070	0.3455
PSME4	-0.57425
TFG	-0.1718
EPHX2	1.108
ANXA5	-0.279875
KRTAP1-1	-0.00450000000000002
BATF	2.181
KARS	-1.36575
MSTP9	-0.713
GPR26	-0.00662500000000001
CCDC72	0.51225
TEF	0.860666666666667
FOXK1	-0.6967
PRLHR	0.47
EMX1	0.71125
C11orf30	-0.165875
ICK	0.6105
THSD7B	0.32
C21orf100	-0.6055
DUOX1	0.7485
EFCAB4B	0.16275
UBE2G2	-1.36566666666667
C3orf54	0.55475
PARP1	-1.44525
FAM60A	-0.61325
C6orf146	-0.10225
OR9K2	0.2425
DDX55	-0.870833333333333
RPS15	0.988333333333333
ZNF618	0.3090625
DKFZp686D0972	1.32875
SSPO	-1.3185
SHFM3P1	1.293
CPA6	-0.7565
JAG2	0.73175
DEFA3	0.57525
PPBPL2	-0.029
CD34	3.987
SLCO4A1	-3.640125
AFG3L1	-2.00766666666667
SHD	-0.6125
RP13-122B23.3	-0.172166666666667
PRKCSH	-0.590666666666667
DPH5	-0.383833333333333
HLA-F	1.301125
TBC1D4	0.32175
RIG	0.0131666666666667
GLUD1	-0.123833333333333
HNRPCL1	0.65925
HBXIP	-0.468
RNF207	-0.042
APIP	-0.82975
PLA2G3	-2.76833333333333
CCDC84	-2.055
MYLIP	0.489923076923077
PHIP	-0.73175
AARS2	-0.194833333333333
DHX32	0.73
SCAPER	0.28
MEN1	0.049625
NIP7	-1.66775
FLJ25404	0.4
FASTKD3	-1.05625
TMEM158	-2.47591666666667
RARA	1.333
BDH1	0.7775
ANKRD16	0.81325
CARM1	0.409
SS18	0.00199999999999999
IKZF2	0.40375
MYD88	0.969125
PML	0.43515
TAF1A	-1.3
CBFB	-0.940125
HIST1H3H	2.35583333333333
C7orf29	-2.7665
COMMD4	-0.816833333333333
DPP3	-0.10125
DAB2	0.832
LOC388882	0.203
YPEL4	0.101125
AGBL3	1.03925
LRP6	-0.036
SERPINH1	0.53825
TLE1	-0.71575
CD244	0.178333333333333
ZDHHC15	-0.2555
MGLL	0.6823
PLDN	-0.267083333333333
LOC654346	1.0435
FAP	3.98575
GPR37	-0.696
SCARA5	-0.0286666666666667
EBF4	1.676
LSM6	-0.808
MLLT1	0.016125
SLC5A12	0.471
A2BP1	-0.764833333333333
COPS5	-0.440166666666667
TPM4	-0.0531428571428572
TNFSF4	0.940166666666667
ACADSB	1.477
HERPUD1	-0.081
BCL2L11	0.0550555555555556
CEP78	-1.987375
CDCA3	-2.169875
WBSCR19	0.4741
MYO1A	-2.568
PPEF1	2.8915
LOC440348	-0.8125
CPEB2	0.425
BPTF	1.0175
RPL21	0.6996875
GSX2	-0.204
ADPRH	0.898833333333333
C17orf68	-0.173666666666667
KCNS1	-0.4335
MLLT6	-0.074
PIWIL4	-0.16075
RNF26	-1.3175
RAP1B	0.687375
ADAMTS1	-2.2539
ZNF571	1.109
P2RY6	-0.59775
TRIM21	0.560166666666667
CADM3	0.577
NLRC5	0.232
ADRA2B	0.0753333333333333
LOC90835	-0.241
PCF11	0.49125
LOC400451	2.18125
GLTSCR1	0.7167
C17orf88	-0.591333333333333
CDH16	-1.40375
FGF7	1.583125
PCSK4	1.558
NPC1L1	-1.04016666666667
TAT	-0.22225
TBCA	-0.52925
MGC33407	-0.633
GPR115	-0.71825
CYGB	0.445
FNBP4	-0.722333333333333
C12orf43	-0.1
CBL	-0.7965
CLECL1	0.36125
PPAPDC1A	3.01975
WDR25	0.683666666666667
SGCA	0.517
C22orf29	-0.636
YIPF1	1.3135
GALK2	-1.74225
RAB3B	-3.19941666666667
LOC440087	0.49825
UCP1	-0.5685
REEP5	1.859375
FADD	-0.1022
FOXA1	3.302375
CACNA1A	0.58
ABI1	0.465666666666667
GRIN2D	1.03875
SLC1A4	-1.13716666666667
LOC401127	-0.33175
HINT2	0.138
PLD4	0.635666666666667
ZNF286A	-1.5435
ENY2	-0.71425
IL1F6	0.38
PXDNL	1.51025
C20orf79	-0.26875
TNFSF13B	2.9575
DENND3	0.50725
JARID1D	-3.43125
HIST1H2AK	2.02075
LOC93349	0.3105
SSH1	-0.8094
ENSA	0.5675
LOC219854	-0.688666666666667
CKAP2	-2.1303
DKFZP564J102	0.627
MGC87315	0.274
HNRPAB	-0.73675
AMH	-0.6865
ZNF526	0.646
BRUNOL5	0.4233
CACNG3	0.316166666666667
TRPM1	-1.6595
PPP2R1A	-0.12325
COL2A1	-0.38525
DDN	-0.1785
FLJ25770	0.472333333333333
HK2	-0.662
ELOVL6	-1.224875
MDK	-1.204
EPHX1	0.73575
RASSF2	0.575125
DKFZP434B0335	-0.37675
DLX3	0.472875
PRTN3	-0.14
AVPR1A	0.4475
C21orf125	-1.816
TNFAIP8	-1.73516666666667
GNB2L1	0.4345
CALCRL	2.948
SCGB2A2	6.63116666666667
UBXD7	0.04675
ZNF674	-0.275
TMEM35	0.504625
BRSK2	-0.897125
HECTD3	-0.0125
TMEM188	0.630333333333333
LGALS9	1.309375
SCARB2	0.867916666666667
USP34	-0.12775
C17orf28	1.68366666666667
ZDHHC23	-1.48125
AQP12B	-0.1475
SLC16A3	-3.016625
APLP2	0.843
ITIH2	-5.78175
MICAL3	-1.11825
TNNI3K	0.7593
HDAC2	-0.155125
PRR7	-0.0649
THBS2	1.569125
LOC751071	-0.419666666666667
CA2	0.583166666666667
RANBP17	0.08775
RLN3	-0.31625
CRYZ	-0.446333333333333
GBAS	-0.2925
TAS1R1	-0.245
MPZL3	0.639
PCDH8	-0.7535
HSP90B1	-0.280666666666667
KCNK15	1.5625
TNIP2	0.629666666666667
GPR146	-0.188
NOL6	-0.137875
SPC25	-4.53133333333333
STEAP2	2.12871428571429
VAMP3	0.2645
TCIRG1	-1.0515
ZP4	0.234333333333333
PARL	0.116875
TRIM39	0.347833333333333
KIAA1305	1.06325
CRNN	0.232833333333333
GRN	-0.0375
HSH2D	-0.26975
SCAMP1	0.867375
KIAA1913	1.441
PTS	-1.264
BANP	-0.301571428571429
PRKACG	0.42575
ADCY6	0.4965
C16orf46	-0.141
CYP51A1	0.357125
DDC	-5.7515
ANPEP	-0.347666666666667
PROM1	-0.280833333333333
SIGLEC10	1.614
COPG	0.481
FAM26E	1.45225
TRIP4	0.09625
SNX3	-0.147
C1orf175	0.568666666666667
PPY2	0.0835
C14orf152	0.19825
FTSJ1	-0.420833333333333
DST	0.7193
LOC554235	0.3045
GLRX5	-0.44575
C20orf12	1.2591
CAB39	0.0638333333333333
MSH2	-1.97966666666667
PIP4K2C	0.109375
CYLD	0.475875
WTAP	0.1315
MGAT4A	1.07033333333333
TSC22D4	-0.3184
CHRM2	-0.9005
PPYR1	0.511
CCNH	-0.5905
RRM1	-1.80125
ECAT8	-3.349
LOC400120	0.00300000000000002
GABRA4	-0.278625
C14orf4	1.582
C1orf59	-2.26575
CTDSPL	0.301
NHEDC2	-1.051
PDE11A	-0.2009375
KLHL29	-0.78
CD5	-1.7708
TSPAN9	1.4864375
WDR67	-2.7505
THUMPD1	0.325
C18orf17	0.41125
CLYBL	-0.842666666666667
FLJ13231	-0.772875
CMBL	1.175
LECT2	-0.41575
NKAPL	1.10266666666667
LOC654780	0.666
OR4C6	-0.7525
RAB30	-0.242333333333333
TSSK4	0.176
TMEM163	0.8215
OSBPL11	-0.516083333333333
GNB5	-1.37616666666667
CCL21	1.0595
C1orf121	-0.126333333333333
FMO2	1.684
RPTN	-0.476
MSTN	0.661
VCL	0.174928571428571
FYTTD1	-0.2175
C11orf1	-0.00425
CCDC88C	-0.270125
HFE	-0.684166666666667
MOGAT1	-0.0995
FAM125B	0.0393333333333333
IRGQ	0.4505
RAVER2	-0.23
AKAP5	-0.654
SSSCA1	-0.24175
C11orf63	0.878
ACTG2	1.4967
PORCN	-1.495
DTL	-2.80036363636364
TMEM151	0.63825
FAM122C	-1.15675
RSAD2	2.3502
BAT4	-0.4655
KRTDAP	0.110166666666667
MYH8	0.18
CRTC3	0.97775
LRRFIP2	0.6073
INTS4	-0.548
TTN	-0.9135
SLC26A5	0.5015
PLLP	-0.64925
RGS6	-0.68825
SRGAP3	0.93925
ZNF525	0.0835
NBR2	-0.284333333333333
C13orf1	-0.0551
ZNF137	0.1835
CEP27	-1.7905
BEST2	0.747
RNF121	-0.3765
DMRTC2	-0.1485
C8orf76	-0.80475
BCCIP	-0.17675
MEST	-0.84275
HTRA2	-0.09
ANGPTL2	2.1195
ILKAP	-0.428333333333333
ERAS	0.1835
HBS1L	-1.351875
CPA5	0.3995
TMEM30A	0.0693333333333333
CD300LF	1.47516666666667
WISP3	0.6795
CRK	1.83964285714286
PDS5A	-0.3898
BRPF3	0.5705
NEDD9	0.22525
SMPDL3B	1.7585
PSG6	-0.6805
PSMD13	0.038
ETV5	-1.7705625
OR51A4	0.8995
BTBD7	0.588333333333333
GSTO1	-1.16825
hCG_16001	0.8835
MAD2L1BP	-0.0315
COX6A2	1.0565
SCNN1A	3.12716666666667
LSM1	0.302
UGT2B11	-2.402
IDUA	1.253
PPP2R3C	-0.615
COX11	-0.606
PDZK1	0.4935
ZNF443	-0.5355
MGC21874	1.68833333333333
ZNF323	0.9898
KRTAP10-10	0.0645
CXCL6	-0.72725
SLC34A2	1.4224
LOC284402	0.406
NPTN	1.073
UPP1	-2.07216666666667
SLC6A9	-0.4765
OR7G3	-0.1245
CISD1	-1.36533333333333
ZNF545	-1.47666666666667
SYT14	-0.289
NT5C3L	-1.05483333333333
ZNHIT3	-0.6675
SNRPD3	-1.2385
KIAA0701	0.390125
UNC93B1	0.129333333333333
GMNN	-2.589375
SPCS2	0.163166666666667
LOC388524	0.797
NAPRT1	-0.66475
PNLIPRP1	-0.12725
OR6V1	0.72
PRKAB1	-0.182
EYA4	-2.6115
KIF20A	-2.817
ALG10	0.076
ITPKC	1.059
LMX1B	0.777
RPUSD4	-0.539166666666667
C7orf34	0.0761666666666666
DLGAP2	0.264625
PFN1	-0.8252
MICALL2	0.417
ZNF654	0.387
SS18L1	-1.04675
SLC16A8	0.42975
MKI67IP	-0.0401666666666667
ITGB3	-0.245875
TCEA3	2.187
CEP152	-2.4995
CLIP1	0.67325
ZNF75	0.728
ATP5C1	-0.487666666666667
NUDT5	-1.06733333333333
PSCDBP	0.6365
UBP1	-0.5405
RBM27	-0.24175
C13orf15	2.1175
ZNF282	0.0906666666666667
ZNF222	-0.7918
COL10A1	6.44025
PRDM15	-0.982125
TTTY5	-0.3015
FAM9C	-0.146
C20orf67	0.10575
GNG13	2.358
F12	0.38175
C1orf41	-1.37125
CPXCR1	-0.654
GSK3A	0.324875
SUPT6H	-0.337833333333333
PI16	-0.756833333333333
ELL2	-0.516416666666667
C9orf167	-1.63016666666667
PVRL3	-0.9994
FLJ38596	0.0935
ADAM20	0.15575
GPR89A	0.6765
GPR87	-0.3735
ZNF30	0.5855
SMR3B	0.17025
ZNF770	0.598
TRPC4AP	-0.361
DKFZP686E2158	0.0946666666666667
C2orf28	0.1475
FREM1	-0.628
LAMA4	0.9755
ADPRHL2	0.26675
EIF4G2	0.925333333333333
GUCA1A	-0.24
CTNNA2	0.059375
NUDT15	-0.946333333333333
CEPT1	0.0173333333333333
ZNFX1	0.4092
CCDC92	1.43525
TDRD1	-0.3865
KCNK5	-1.56983333333333
ETNK1	0.37875
LTA	0.6585
TTPA	-0.229666666666667
B3GALNT2	0.384625
SC65	0.530666666666667
PEX5L	-0.6725
EPS15L1	0.30475
MGEA5	-0.08475
HIST1H3A	0.607
ING1	0.155625
BCAT1	-2.79675
ORC6L	-3.51818181818182
KLK11	-4.81633333333333
C19orf28	-1.29325
DNER	-4.679875
MED22	-0.7775
ETV6	0.787333333333333
CHAC2	-3.25725
CD300E	0.375
CEBPB	0.206083333333333
ZNF398	-0.27175
LRCH3	0.0925
HMGA1	-1.35833333333333
CAPN7	-0.0621666666666667
MGC5566	-3.097
CCL3	2.261875
NANOS1	-1.109625
ZFYVE19	-0.28275
APITD1	-1.01133333333333
PARD3	1.010125
IRAK4	-0.120833333333333
SERPINI2	0.2155
CEP170L	-0.86
TTC9	1.27425
MYOM3	-0.8515
MLPH	2.32025
LOC222699	0.242
NRG1	-0.730083333333333
TBC1D9	3.299
TTK	-4.2815
ZNF557	0.5977
DDX41	-0.0731666666666667
FANK1	2.375
UBE2D2	0.0515
PSMB10	-0.2675
MYH7B	-0.3455
GABARAPL2	-0.24075
MARVELD2	2.12366666666667
DGCR2	0.1875
UNC45A	0.0371666666666667
C6orf72	0.477
ZNF683	2.09675
GIT2	-0.10775
CASK	0.8415
C14orf161	1.86833333333333
LRRC44	1.16675
TIFA	-0.5305
UTP11L	-0.642375
C6orf65	0.09925
FDPS	-0.563
DUSP9	-2.0569
SLC17A8	0.193833333333333
OR51G1	0.375833333333333
NANS	-0.205
OLFML1	2.05925
ATP10B	-0.76425
NPAS3	0.57175
PRKCA	-2.0621
GGA2	-0.24
LCE4A	0.549
SPANXN3	0.256
CCDC115	1.28175
SDCCAG3	-0.81625
GLIPR1L1	-0.23175
TTC1	-0.48425
C17orf76	-0.27825
MAD2L2	-1.233
HIPK1	-0.5091
LRRC3B	0.0255
CLN3	-0.0951818181818181
C17orf47	0.172
FMN2	-1.72425
TUBB1	-1.733125
WAPAL	0.109666666666667
C3orf21	-0.34
SCN5A	-0.0942
SMYD1	0.848
BEX5	0.811
ZNF192	0.202
SEC22A	-0.2115
GRIA2	1.37907142857143
KIAA0825	-1.1235
NUSAP1	-2.91863636363636
LANCL1	-0.48825
C15orf40	-1.111
ZNF645	0.19675
GPR61	0.45275
NLRP14	-0.107
SNX21	-0.5107
C1QTNF8	-0.3905
C17orf46	0.34175
IFNA8	-0.00800000000000001
SPRR1B	-0.936166666666667
FLRT1	-0.69225
SNX17	0.0385
ASB2	-1.20516666666667
HBG1	-6.0085
RPRML	-2.096
JOSD2	-0.0625
PLSCR3	0.305
SPOCD1	0.992166666666667
RAB39	-0.2845
GHRH	0.0415
ITIH5L	0.7365
C17orf37	1.478
SMCR8	0.67275
DPY19L2P3	-0.653333333333333
IL11RA	0.587333333333333
GDF3	-4.068
RPS6KB1	-0.0545833333333333
DNAJC19	0.0904999999999999
TOP1	-0.1185
CRCT1	0.6535
MPST	-0.066875
DPM2	0.1365
FAM38B	-0.886666666666667
SLC18A1	-1.695
FARP1	1.152
PAX7	0.18175
TUBD1	-0.324
GNL3	-0.138375
BTG2	2.2626
NDUFS6	-1.199
C1orf79	-1.30025
ERAL1	-0.86075
ECHS1	0.3555
VPS4A	-0.566333333333333
CYP11A1	-0.552875
ABCC6	-2.38442857142857
PBX4	-2.9725
MOSC1	-1.291375
NCF4	0.0915
HYMAI	0.403
NAGPA	0.034375
OTOP2	0.59675
ACOT12	0.178
MTHFD2L	0.029625
LOC441376	4.62325
C19orf34	0.0255
RAB1B	-0.28175
ALDOAP2	-0.4
NTRK1	-1.60016666666667
ARTS-1	0.4983
SLC6A11	-0.6295
NAP1L2	-0.014
CNGB1	0.423
EPB41L4B	-0.0130833333333333
FAM134B	4.2785
HS3ST3A1	-1.02416666666667
CPXM2	4.35975
SIRPB2	0.282
CHORDC1	-1.92533333333333
TRIB3	-0.756333333333333
SLC2A5	0.36225
C2orf49	-0.472
DDX5	-0.235
OR5L1	0.586
ANAPC4	-0.7665
ZSWIM1	0.25475
LOC93622	0.885625
KCNK3	-0.1639
RP11-35N6.1	-1.01775
ZFP161	0.0686666666666667
AQP9	1.779
SLC15A2	-0.969333333333333
MREG	0.673166666666667
OR9I1	-0.1685
PDLIM2	0.77275
ADAM7	0.1665
GSTCD	0.423833333333333
WDR21A	-0.2535
SLC12A8	0.589833333333333
TMEM174	0.423
IGSF3	1.36841666666667
LRRN1	-0.652
LOC402117	-0.08425
SRPK1	-1.50716666666667
LY6K	-1.6726875
NFIA	2.109
PTCD3	-0.1925
LEP	0.7265
PCDH21	-0.7765
MAPKAPK2	0.908642857142857
NMNAT1	-0.856666666666667
LHFPL2	0.739875
C9orf43	1.292
DIP2A	-0.7785
ACTR8	0.256875
CCDC34	0.091
PTPN22	-1.091
ITGA3	0.529875
FAM129C	0.35775
RABGGTA	0.405166666666667
UNC45B	0.40025
KIAA1033	0.2215
ZNF510	-0.0253333333333333
CYP2D6	-0.181333333333333
SLC26A10	-0.971
STX8	-0.282
LUZP1	-0.334625
WDR89	-0.180666666666667
EIF4G3	-0.7752
C5AR1	0.859125
ZNF623	0.464
A2M	0.90625
TGM7	0.2475
GRPEL1	-0.487
LMNB2	-1.6277
ROCK2	-0.608666666666667
SNX16	-0.642625
CCDC66	0
ANXA3	-0.53275
KIAA1609	-0.89875
EED	-1.4575
RNF32	0.102833333333333
HES1	0.2974
CLC	-0.265166666666667
ISL1	0.00266666666666668
KIAA0528	0.39675
MANEA	0.144
C1orf61	-2.023
hCG_2001000	0.7205
RAPGEF6	-0.317
KIAA0020	-0.676
NEIL1	1.5335
C16orf45	-0.9195
RBM10	-0.0978333333333333
C10orf125	-0.797875
MRS2L	-0.62525
DNAH17	-1.04225
C19orf10	-0.43775
C1orf160	0.238
SLFN12	0.453
EXOC3	-0.0425
HIST3H3	0.1895
NCOR2	0.871
TNFRSF9	-0.00899999999999999
MFSD8	0.20575
ALX1	-3.43833333333333
NOL1	-1.0515
PODN	3.02925
TIAL1	-0.952
HIST1H1E	2.41675
NPY6R	0.47
TM4SF4	0.54525
CORO2A	0.8295
ETNK2	0.12
APOE	0.5777
ANGPT4	0.2095
HDGF2	-0.114
G30	0.555
ST8SIA4	-0.183875
F2RL1	0.055125
FAM19A4	-1.37375
CCAR1	-0.7245
B3GNT7	0.334
OPHN1	-0.3361
DSCR6	-0.965
C21orf13	0.365666666666667
GAS2L1	0.05275
RFX3	0.245
COPS4	-0.052875
BCHE	-4.64416666666667
BCL2	1.8085
HBZ	-3.648
ARL13B	-0.138375
MAPBPIP	0.738875
MYO15B	0.191375
SPZ1	0.43375
KIAA1324	3.25155555555556
PLCL2	-0.283
C4orf29	-0.8665
WDFY2	-1.22025
ZNF284	-0.742
NAALADL1	0.6095
DUSP5	0.896166666666667
PXDN	1.413625
SLMO1	-0.37825
TNXB	0.805
BIRC7	-1.2105
A4GALT	1.00216666666667
TIMM22	1.41425
FAM110C	1.80125
TOMM34	-1.27475
ABHD9	1.3005
ADAM32	0.263
CRHBP	-0.07475
AQP2	0.61925
LOC130355	0.83775
ZNF187	0.442333333333333
ZNF816A	-0.5665
F7	-0.391375
CNOT1	-0.9389
SLC13A4	-0.7545
ZBTB11	-0.381
B3GALT5	0.2415
EXOC2	0.6735
IRS1	0.8103
TMEM1	-0.759
MRPL34	-0.430333333333333
SAMM50	-0.85825
CDC42EP3	-1.346125
HSF2	-1.1426
MFN2	-0.25725
TSPAN7	-1.69583333333333
NUCB1	0.6745
RHOH	0.8415
ARL16	-0.297
TACR1	0.37
SFRS5	-0.7855
SNX25	0.53525
RHBDF1	0.613166666666667
PCDH18	2.90166666666667
HMG1L1	-0.4245
MYO5C	0.50725
MAPK10	1.643
LDHAL6A	0.0125
NUDT12	0.718
NCAM1	-0.063875
GLIS2	0.555
GGTL4	-0.7425
