Hybridization REF	TCGA-B6-A0RS-01A-11R-A084-07
REXO4	0.08525
EEF1DP3	0.00475
SLC37A2	-0.073
ZNF142	0.33825
ANKHD1	-1.6615
MUT	0.215
VPS37A	0.23275
GPRIN1	-0.84925
SLC38A3	-1.155625
BAZ2B	1.44875
WDR87	-0.642
BRD7	0.44025
POU6F2	-0.642
NISCH	-0.7555
TCEB1	-0.06125
LINGO2	-2.8395
TAX1BP3	0.5525
RPL34	-0.0429444444444444
MARK2	0.670833333333333
AKAP12	-1.6257
AMBN	-0.101
SLC25A27	-2.00233333333333
FLJ21865	-0.530125
KIR2DS2	0.817166666666667
WDR77	-0.896
ATF2	0.655333333333333
ITFG3	-0.083
SLC39A13	0.68325
ARL6IP5	1.132375
C10orf137	0.111625
QTRT1	-1.29916666666667
CCNT1	-0.691
DYNLL1	0.5688
WDR53	0.38225
LIPG	0.04
ASAH3	-0.047
HELB	-0.2645
PHACTR2	1.218875
VENTX	-0.4645
LAD1	2.564
PAOX	1.50225
MAPK8	0.191
CCDC38	-1.087
DNAJC8	-0.5573
RBBP8	-0.6685
WNT11	1.1177
KCNJ12	-1.17316666666667
HDAC8	-0.1415
STARD4	-1.9925
ACVR1	1.33816666666667
C14orf65	0.429083333333333
KLB	-1.7435
C1orf65	-0.681333333333333
ZFYVE28	-0.637625
NSUN6	0.88375
KIF27	-0.138
SYTL2	-1.06833333333333
UBXD2	0.6205
OR6T1	0.7015
CCDC91	0.190142857142857
GRID2	0.4335
CALN1	-0.912875
ZNF423	-0.42775
PSMB4	0.185333333333333
XPNPEP3	1.05733333333333
ARPP-21	-3.1805
SART1	-0.07375
RACGAP1P	-1.4665
SPTA1	-4.86825
C6orf113	-0.303
C7orf16	-2.97175
CHST7	-0.0326666666666667
C21orf29	-1.48733333333333
SEMA6D	-1.98075
PCMTD1	1.095875
KIAA1754	0.1425
MYCN	-1.24875
KCNJ3	-0.79225
MAPK13	1.5499
ERO1LB	0.08775
NTF3	-1.8095
NKX6-2	-0.568
GTF2B	0.01375
GSPT1	0.310166666666667
GUSB	-0.472833333333333
LOC221091	-1.3
LIG1	-0.28275
EXTL3	-0.786333333333333
NID2	-0.60575
TTC29	-0.7515
TMEM97	-1.18
EXTL2	-0.432
SUZ12	-0.578875
IL1F8	0.0025
KRT18	-1.416
MRPS16	0.829916666666667
PI4K2B	-0.18825
LACRT	1.4985
OR51F2	0.424
JMJD2C	0.90275
KGFLP1	1.459
CDK5RAP3	-0.3922
YTHDF2	0.164166666666667
GGCX	1.517875
ARPC4	0.67425
EGLN2	0.925333333333333
KBTBD4	0.732142857142857
ROBO3	-1.3619
DEFB118	-0.638
KIAA1543	0.60875
RTCD1	-0.410666666666667
MZF1	-1.7795
C18orf26	0.103
CNIH4	0.155166666666667
ZFP2	2.2775
HTATSF1	-0.48525
WFDC2	-1.865
NDUFA7	-0.5305
TTC22	1.31033333333333
FAM40B	-2.745
DCPS	-0.289
SH2D1B	-0.2655
MRGPRE	0.151
SBK1	0.15875
UNQ6411	0.7565
OSBPL9	0.75925
NUP107	-0.8315
MYOZ3	-0.7102
PDE4B	3.59058333333333
FAM113A	-1.053
IDH3G	-0.615
FBXL7	-0.8565
ARFGAP3	1.0025
MAPRE2	-0.941538461538462
IL1RN	0.5484
KIF13A	-0.00375
RAC3	-0.1165
TCTE1	-0.105
TMEM14B	-0.427
ADIPOR1	0.7555
GRINA	0.797
CLIP4	-1.06325
LRIT2	1.31
TFPI	-2.70464285714286
FABP6	1.78675
SLITRK2	0.0882
HKR1	0.98875
SMTN	0.411
C1orf75	-0.2545
CD209	0.45575
CYB5R2	0.266
DNTTIP2	-0.212833333333333
CSGlcA-T	0.259875
GABRB3	-2.59375
PCBD1	1.06683333333333
TAF3	0.300666666666667
HOXD3	-1.01466666666667
GIPC3	0.072
P11	0.3267
BFSP1	-0.355
LCP2	1.39475
TAS2R8	-0.7185
SEZ6L	-1.31114285714286
NR2C1	-0.29
EXDL2	1.7863
TNFRSF13B	-2.40766666666667
MKI67	-1.04425
GLS	0.45725
C7orf54	-0.3189
LGALS13	0.0313333333333333
IL4R	0.71475
SEC11A	-0.0831666666666667
SPP2	0.1805
C18orf32	0.6385
CLSPN	-1.31616666666667
SPAG1	1.12275
C9orf82	0.51075
TM4SF1	1.12533333333333
EMILIN2	1.2325
SMG7	-0.2395
TAS2R13	0.32
ZNF628	-0.11
DZIP1L	-0.260666666666667
ANKRD13A	0.2819
VASP	1.01575
ZCCHC11	-1.06
SYPL1	0.668875
MGC34774	0.07175
C4orf28	-0.269375
KIAA1211	0.455416666666667
RPS27L	-1.45475
TATDN3	-0.287
PDCD1	0.6425
OR5P2	0.7845
IFIT1L	0.0735
MIPOL1	-0.043
OR51D1	0.465
C1orf92	-0.846166666666667
LAMP2	0.900111111111111
CAT	0.4955
C16orf80	0.30675
C15orf32	0.638
ZNF746	-0.27925
C1orf76	-0.7565
ATXN1	-0.52475
LAMC2	0.195875
SLC2A7	0.5725
CPOX	-2.22
APH1B	1.49066666666667
LOC442245	-0.4405
CTNND1	1.444
GABRG2	-0.682
MADCAM1	-0.380333333333333
F5	-2.018375
SEMA4F	-0.00216666666666668
NUDCD3	0.55275
PDZD11	0.8625
TRIML1	0.5115
GCNT3	-2.8375
TMEM120A	0.23675
CNDP1	-0.4665
N4BP1	0.94225
SLC35F2	-0.136875
LCP1	-0.706416666666667
IGBP1	0.3734
DCAKD	0.046375
ELA2A	-0.8455
C12orf56	-1.795375
PITRM1	0.576642857142857
GUK1	0.45
RASSF8	-1.0715
OR2A14	0.17925
ADM	-0.487777777777778
FGD3	-0.223
GHRHR	0.284333333333333
RHPN2	1.3355
C4orf39	1.133
VPS72	0.6845
SERF2	1.31066666666667
CD22	0.903666666666667
CD47	0.6587
PPIC	0.525666666666667
IMPDH1	1.14125
ACP6	-0.744333333333333
PRKACA	0.11125
PPP1R1A	4.3625
TRPV3	-0.4305
ASXL1	-0.85625
C17orf55	-0.746333333333333
FXYD1	-0.5135
LMOD2	-0.2845
ANKRD33	0.296
LCE2C	-0.5285
ZNF620	-0.154
DKFZP566E164	-0.75
VSIG2	-1.107
KIAA1128	1.42225
USO1	0.749833333333333
NUDT4	0.0480714285714286
CLDN1	5.58371428571429
OR4Q3	0.2795
FASTK	-0.8975
ICOS	2.60833333333333
LDB1	0.47475
GSTA5	1.2205
ABCC1	-0.508333333333333
FAM54A	-0.69975
PCBP2	-0.586
NUP205	-0.616
ACTA1	0.227666666666667
GABBR2	-1.968
PIP5K1B	-0.266833333333333
AGXT	-2.028
RNF181	-0.1505
ATP8A2	0.926
AFTPH	0.947125
FGF21	0.30225
FCER1G	2.149375
SNTB1	-0.681
SLC24A3	1.8365
TXNL4B	-1.0579
RPL10L	-0.3775
LOC389517	-0.66925
TSGA13	-0.772
SHOX2	-0.739166666666667
ITGA7	-0.682
KCNIP2	-0.0394
KLF13	-0.0345
ZFAND2A	-0.886
CEACAM1	-0.276785714285714
PFKFB4	-2.55783333333333
MED19	0.9125
LRRC57	0.931833333333333
RNF11	0.95
ANKRD32	-2.9115
P117	0.18275
OBFC2A	0.692
POLD3	-0.181833333333333
RAB18	2.566375
TPH2	-0.1205
PHB	-0.1413
JDP2	1.76183333333333
MORF4L1	-0.5514
POU2F1	-0.74425
CNNM2	-0.591333333333333
LOXHD1	0.222833333333333
ZC3H15	0.33925
ELK3	0.0978333333333333
FAM111B	1.327
CBLC	3.48466666666667
SBNO1	0.5955
ANKMY2	-0.584
PLEKHA5	0.054
DHX58	0.575666666666667
ARCN1	0.877666666666667
TREML1	0.1085
KNCN	-1.377
SEC24A	-0.709875
PSCA	0.09875
MGC24125	0.258
DNA2L	0.2305
CIB4	1.518625
HIGD2A	0.1695
TBX6	-0.086
TTLL5	-0.559666666666667
SGK3	0.171666666666667
GCN1L1	-0.383
AMOT	-1.9962
LDOC1	-0.116
NRK	0.381333333333333
ASB9	-3.4455
NAT1	1.1994
TRAFD1	0.459
PEAR1	0.6645
FAM36A	0.4745
OR1S2	-0.082
LOC388323	-2.28375
PGS1	-1.152
LEPREL1	-3.50275
TFF1	-4.20708333333333
HAP1	0.1075
EPHB2	0.32475
ACTG1	0.530166666666667
ZFP42	-1.60466666666667
HAVCR2	1.5365
NME1	0.023
SNX26	-0.337083333333333
LACTB	0.820666666666667
ZKSCAN2	-1.196625
C5orf35	0.46275
ANKS3	-0.7005
RBM28	0.227
DKFZP586P0123	-0.0895
HNRNPA1	-1.2255
BCAS3	-0.978333333333333
FLJ20184	0.592
POLA2	-1.396
TMC7	1.68833333333333
HSD17B6	1.609
ZNF658B	-0.192333333333333
TTTY10	-0.263166666666667
RANBP9	0.791583333333333
CPNE7	-2.5025
EVL	-0.683117647058824
LNX1	0.561083333333333
IFNA21	0.260833333333333
CFD	0.83175
PYCARD	-0.0305
MYBPC2	-1.8815
ENPP3	-1.03566666666667
ACSL4	-1.14275
LOC440258	-1.345
TMEM176B	3.4075
SOX2	-5.3285
SCO1	-0.057
COMT	0.2085
AOC2	0.16975
PDLIM5	1.11435714285714
SPHK2	0.00716666666666667
NXPH2	0.4485
GPR108	0.195333333333333
RAD51L1	0.492833333333333
TMEM54	0.27575
LETMD1	-1.37911111111111
SLC6A17	0.3375
KRT75	0.879
STT3B	1.216
CD3EAP	1.14366666666667
TMEM63A	0.24725
DUSP13	-2.69225
CD1C	-1.6145
LASS2	0.7155
AVP	-0.02
PITPNM1	-2.148
FLJ22795	-1.8085
MCTP1	-1.39475
TRIM68	-1.84183333333333
UCK2	0.166166666666667
ABHD1	0.82775
FAM50A	-0.712
RNASEH1	-0.175166666666667
PCP2	-0.414833333333333
OR52H1	0.3135
C20orf149	0.11025
RBP5	2.93766666666667
HYAL3	-1.777
CLPB	-0.3995
SMNDC1	-0.0165
DONSON	-1.533
FLJ27523	0.069
BARHL2	0.271
SLC30A9	-0.414833333333333
TMPRSS11B	-0.2505
E2F8	-1.407
CCDC25	-1.229
C14orf48	0.0354
C20orf116	-0.028
TSPAN11	0.116
YIF1B	-0.230166666666667
FAM12B	0.23525
OR1L6	0.16
HPN	1.641
NBN	0.298375
C14orf94	-0.831666666666667
OCLM	0.896
ZSCAN18	-0.2772
L3MBTL	-1.3109
TSTA3	1.12466666666667
RAC1	0.380375
C19orf15	0.026
NFE2	-5.651
KLK14	-0.0745
ARSF	0.1845
MAST2	0.0433333333333333
AMICA1	2.55583333333333
GTF2A1	0.224
ATP1A3	-0.22475
TC2N	3.8006
PNKP	0.365
ODZ2	-2.08875
MATR3	0.029375
S100P	-2.365625
KRT82	-0.8165
CA13	-0.7849
PROZ	-1.67516666666667
AASDH	0.470875
C19orf40	-0.519833333333333
DCK	0.0602307692307692
FAM5C	3.33725
SLC6A4	-2.9065
MID1IP1	-0.917375
TESSP5	-0.124
TMOD4	-0.5795
DOCK2	-0.28
TUG1	1.244125
NUP214	-0.3225
DPYSL2	-1.21904545454545
GOLM1	1.75208333333333
MPFL	0.093
SOX13	0.7175
SDCCAG8	1.3213
KEL	-2.39583333333333
NUP210L	-2.3305
GK	-1.03825
DNAJB1	0.51225
ALPK3	0.4295
CHID1	-0.6777
CYLC2	0.2955
IKZF5	0.60475
C8orf51	0.639666666666667
PPM1J	-0.3845
GIMAP8	2.69916666666667
GPR101	-0.056
NR2F1	-2.9605
ACAD8	0.21225
RBM35A	2.399
GNAI2	0.1295
METTL8	1.1135
SLC39A7	0.64125
FBXO8	0.82
CAMK1	-0.29325
RFC3	-0.10425
FAM129A	0.958928571428571
ILF2	0.81275
FGFBP3	-0.475125
NOM1	-1.04066666666667
PSMA3	-0.0505
ASCC3	-0.57
ZYG11A	1.24075
SOX21	-1.345875
LYRM1	0.315
DEFB1	3.9725
LOC91431	-1.49466666666667
OR7C2	2.212
FAM46B	1.00625
TMEM18	-0.47225
ARHGAP30	1.45483333333333
TMEM86A	4.15516666666667
EPHA2	-0.285166666666667
C10orf46	0.679
TCHH	-0.63
C3orf30	0.406333333333333
LOC285636	0.389666666666667
PAIP2	-0.485
CYP2U1	0.653875
C12orf34	0.57025
SARS2	-0.207166666666667
ZCWPW1	0.2785
SAMD12	0.64625
KIAA1430	-0.308875
ACAT1	-0.084
MEOX1	1.143
ADAMDEC1	6.77375
PHKA2	-1.43425
CARD11	-0.979166666666667
CALML4	-0.077
TSSC1	0.03525
TMEM45A	0.0368888888888889
MPP7	2.428625
POU1F1	0.809
SLC2A13	0.4127
FBN2	-1.47128571428571
ZC3H7A	-0.3217
LAIR2	0.2755
ST3GAL1	-0.574333333333333
LCT	1.5915
GEMIN8	0.582
KLF16	0.4881
HIF3A	-0.2048
FAM44A	-0.537571428571428
AQP10	-1.1441
PLA2G2A	2.7745
FOLH1	1.21233333333333
C20orf186	0.204
MAPKAP1	0.2485
SPRR2D	-1.42325
UBQLN4	1.67866666666667
RSHL1	0.422833333333333
PIAS3	-0.59575
MRPL24	0.8805
GREB1	-3.213375
FAM27E3	-3.709
NUP62CL	-1.71225
NEUROG3	0.341
REEP3	2.28283333333333
MARK1	0.568125
LMBRD1	0.61875
PRPF19	0.191
PNMT	1.8885
CTGLF1	-0.507
SLC25A16	2.37675
EIF2B3	-0.6665
RPA2	-0.966
PAK6	0.920833333333333
CCDC26	-3.79
SEMA3E	3.9955
MXD4	0.2629
TNFSF10	5.6207
SMARCB1	0.08
DTX3L	0.829833333333333
PLA2G4E	0.5505
PPAP2A	0.27325
ULK1	-0.509416666666667
TAS1R3	0.034
SLC2A3	-1.58209090909091
ARID3A	-2.77375
GNG5	0.35625
ACOX1	1.5352
KIF5B	0.9105
NUP153	0.32
MUC7	-0.069
CSDE1	-0.413357142857143
CLPTM1	1.22025
C3orf23	0.25
LRRC17	-2.975
TTYH3	0.51025
ATP5B	-0.4985
ELF3	2.6307
CPSF3L	-0.7135
ZNF665	0.508833333333333
TLR6	1.4882
GPI	-0.13825
RAD9A	-0.407
NDST4	-3.53
AGPAT3	0.0846666666666667
MAGI3	2.66383333333333
ADORA2A	-0.02225
CACNG7	-0.1095
CAMK2D	1.37907142857143
CCHCR1	-1.0895
RPS27A	-0.943
OR10G7	0.449666666666667
GCM2	0.0035
FAM135B	0.2576
E2F1	-0.462
PLCB3	0.3175
OR2AE1	-0.115
COIL	0.294
CDC25C	-1.99433333333333
RAB11FIP2	-0.355333333333333
TSC2	-0.762
CTGLF5	-0.5355
CCDC108	0.228
OR13C4	-0.15825
C10orf81	4.493
PTPRB	0.80675
ACP2	-0.10475
LAG3	1.4865
MRPL54	-0.37975
LOC201175	0.086
ITGB1BP3	-1.625
SPTAN1	0.1895
SIPA1L2	-0.89725
RCAN2	-0.6515
CDX2	-0.6035
ECOP	0.74075
ACTR1A	0.5125
PPARG	-0.3485
BBS10	-0.198666666666667
TMEM44	-0.680375
BPIL2	-0.27375
CITED1	-2.037
IRF6	4.29725
PRDM4	0.664166666666667
RRP9	-1.0215
OR10H4	0.41625
IL31RA	-0.2685
GNB1L	-0.0646666666666667
MYBL2	-0.716125
ZNF407	0.321333333333333
PPIG	0.683166666666667
TTC18	-0.47
RPSA	0.339
MAPT	0.096625
MRE11A	-0.216214285714286
C8orf37	0.812666666666667
RASGEF1C	-0.804166666666667
STBD1	0.107
CTAG2	-0.857333333333333
MGAT5B	-2.86316666666667
ECM1	-0.1645
RLN1	0.6325
PARP14	0.74
EPB41L1	-0.6827
HOXA3	-1.37891666666667
MAGEA9	-3.8565
RPS8	0.0236666666666667
RPS19BP1	0.15275
FOXJ2	0.0485
C10orf76	0.559125
IL17RE	0.43875
C10orf65	0.0325
ZNF343	0.041
FBXO33	-0.474125
UHMK1	1.3955
LY6G6C	-0.9615
FGF19	-2.0485
C14orf128	1.11566666666667
IFIT2	3.197
TIGD1	-0.53525
S100G	0.146
GUCY1B3	1.989
NR3C1	-0.9631
CORO1B	0.701833333333333
PARP11	-0.638666666666667
DNALI1	-0.0706666666666667
OR4N4	0.7995
MAP2K6	-0.440166666666667
FSTL4	-0.08625
ANKRD47	1.363
TMEM171	-1.101
PNLIP	1.2785
YY1	0.325833333333333
CCDC138	-1.23816666666667
AASDHPPT	-0.0967
CKS1B	0.2385
MCM3	-0.882833333333333
ANAPC7	-0.00700000000000001
FAM110A	1.067
CDC37L1	2.2735
THTPA	0.283
NBPF20	-1.587
WDR24	-0.31025
NPTX2	-2.71175
CBLB	1.01633333333333
CETN1	0.132833333333333
RPUSD1	-0.3655
FAF1	-0.58275
CDK6	-2.7735
HMX2	2.56
CSK	-0.337666666666667
TEAD2	1.9515
SNAP25	-0.53825
TUFT1	1.4898
TMTC3	1.60183333333333
LCK	-1.4205
SGOL1	-0.6835
AKTIP	1.11225
FURIN	0.32175
SOX12	-0.404333333333333
DEFB103A	-0.17175
RAMP1	0.043
KIR3DX1	0.064
GAS2L3	-0.51025
PDE8A	-1.2173
EDN3	-0.32525
GMIP	0.34425
SF3A2	0.234
FN3KRP	0.86025
SMAD7	0.82175
RHBDD2	-0.47
OR11H6	-0.043
PPP1R3B	1.9361
C9orf23	0.233
CADPS	-2.79025
GOLGA8A	-4.174375
TMEM57	0.673666666666667
RGL3	-0.332
S100A14	3.276
FGFR2	4.163875
XRCC3	-0.98825
RTN4RL2	0.358
MGC3771	1.2655
GH2	0.514666666666667
BTBD2	-0.38975
LMO2	-0.42125
RDBP	-0.48475
ACRBP	-1.258
AMY2A	1.15275
DUOXA1	0.675
PTK7	0.864833333333333
TWF2	-0.332333333333333
FAM80A	-3.49075
TNNI2	-2.6855
GLT25D1	-0.111833333333333
OCC-1	-1.7785
CYC1	-0.786333333333333
RPL22	-0.513363636363636
MORN3	0.246166666666667
DISP1	0.54475
PRB2	-0.131
CHUK	0.1565
HR	0.444875
CCDC134	0.380875
DENND4B	-0.296
C14orf130	0.252
RAB33A	-1.457
DCST2	-0.046
TNMD	-1.57875
PEX7	0.57225
FAM62A	0.29
SRD5A2L	2.5675
IL22	0.1205
RPS26	-0.601333333333333
HOXC5	0.815
SPATA6	0.62
FLJ38482	1.014375
ZNF234	2.043
C18orf22	-0.126
SPATA22	1.02575
THOC1	-0.3055
CYP7B1	3.03925
KCNC3	0.5855
C8orf42	-2.082
ALDH1B1	0.0838333333333333
CCDC100	-0.3716
ARMC4	-3.51925
FAM18B2	0.17975
SLC44A1	0.178625
FBXO17	-1.14816666666667
C6orf107	0.3925
C19orf29	-0.203
ZC3HAV1L	-0.14775
PARP6	-0.4381
SULT2A1	-4.148
C1orf159	-1.03625
TMC1	0.49925
CHST14	0.495375
GAMT	-2.7485
SMCP	0.290166666666667
TSPAN33	0.158916666666667
MIDN	0.02875
NOX4	2.582
RNASEN	-0.548
TBX1	1.5945
SALL2	-1.26525
C10orf35	2.22475
CYP2E1	0.623375
LRFN2	1.23716666666667
ACO1	-1.166
IQCG	1.1243
MEGF9	3.45725
TM7SF4	3.5435
PLEKHA1	0.470333333333333
STK33	-2.68875
C1orf210	2.6045
SNUPN	-0.7359
KIAA0406	-0.1187
C20orf29	-0.42975
TMEM55B	0.17975
OSTM1	-1.08025
CLCN7	0.112
OTP	-0.64075
FLJ23049	-0.59025
HEATR4	0.974
MAP3K10	0.509333333333333
PCDHGA9	-0.2975
AMDHD2	0.6175
LCTL	-2.0055
PDCD2L	-0.16475
CABLES2	-0.1945
SLC5A9	-0.56475
CLCA2	4.83433333333333
MGC16025	-0.0065
STRAP	-0.746833333333333
C20orf196	-1.489
RRBP1	0.187666666666667
NAT13	0.02075
MAT2B	-0.528
CSNK1D	-0.5765
KIR3DL1	0.63125
PRKAG3	0.5095
ZNF599	0.8495
PRM3	0.2695
PER2	0.405666666666667
ASPHD1	-3.486
PRMT6	-1.30875
KCNE1L	0.7655
FAM118A	0.942166666666667
TAF4	-0.59075
NDUFB6	-0.3325
TRIM9	-1.53472727272727
PMFBP1	-0.671
KY	-0.858
DKFZp762E1312	-2.08372727272727
CSMD1	-1.384
TBP	-0.9345
OR1Q1	-0.0468333333333333
RETNLB	0.212
HPGD	1.27971428571429
DNAJC12	0.107333333333333
FKBP1B	-2.827
ANKRD24	-0.2395
CXXC5	-0.591333333333333
IL3	-0.158625
DRAM	1.0827
PTCH1	-1.243875
TP53BP1	0.3345
SLC17A7	-0.409875
COL25A1	-0.4083
AMACR	0.091
RHCG	1.105
VPS13A	-1.46133333333333
FAM55D	0.352
PRPF38B	-0.988583333333333
OSBPL6	-2.93325
PFDN5	-0.0269
CMTM6	0.397
KCNK12	-1.63875
RP2	0.43325
C16orf52	-1.5215
PICK1	1.1345
IFNE1	-1.489
SEMA4B	0.60625
TYRO3	-0.762
OR12D2	0.7
CSNK1A1	-0.0766
FANCF	1.235
LONP2	0.848
TBL1Y	-1.44675
LDOC1L	0.2045
CCNC	-0.57025
C3orf60	-1.08825
CHKA	0.13025
UBAP1	0.5835
MAP3K1	1.7145
ANKRD9	-1.591
FAM92A1	-2.022
GAB2	0.411875
AZU1	-0.594
DIS3	-0.0490833333333333
C21orf109	-1.0325
IQCB1	-0.9975
SPATS2	-0.939333333333333
EFCAB3	1.2305
PRB3	0.00912500000000001
FUZ	0.234833333333333
ZNF813	0.89925
BMPER	-0.931166666666667
HEG1	0.55275
ALS2CR11	-0.6005
SURF2	0.0545
PSMC1	0.2225
OR2D2	0.2985
SLC7A8	0.830833333333333
C4orf40	0.1225
SPATA7	-0.25225
MAZ	-1.04175
PIN4	0.257
PDE1A	-1.0525
TAF6L	-0.0055
OR2T34	0.2925
KIAA0284	0.36875
ACADS	-0.751363636363636
MKRN2	0.0315
C18orf56	-2.23475
MS4A6E	0.267333333333333
GALNT4	0.7742
C22orf31	-0.7605
FLJ36070	0.456
PSME4	1.176
TFG	0.2027
EPHX2	0.11325
ANXA5	-0.751625
KRTAP1-1	-0.0474
BATF	2.4195
KARS	-1.1015
MSTP9	0.096
GPR26	2.71525
CCDC72	-0.52975
TEF	-0.227666666666667
FOXK1	-0.6565
PRLHR	0.508
EMX1	0.91575
C11orf30	0.372625
ICK	0.55575
THSD7B	0.18675
C21orf100	-1.278
DUOX1	2.3995
EFCAB4B	-0.63325
UBE2G2	-1.082
C3orf54	-0.292
PARP1	-0.383
FAM60A	-0.528916666666667
C6orf146	0.154
OR9K2	0.486
DDX55	-0.523333333333333
RPS15	-0.437416666666667
ZNF618	0.8013125
DKFZp686D0972	1.5655
SSPO	-0.8385
SHFM3P1	0.612666666666667
CPA6	-0.7855
JAG2	0.835
DEFA3	0.2055
PPBPL2	0.108333333333333
CD34	3.98825
SLCO4A1	-3.5375
AFG3L1	-1.81016666666667
SHD	0.1475
RP13-122B23.3	-0.465
PRKCSH	-0.258
DPH5	0.0978333333333333
HLA-F	1.715
TBC1D4	0.69025
RIG	-0.432666666666667
GLUD1	0.296
HNRPCL1	0.177125
HBXIP	-0.579
RNF207	-0.4275
APIP	-0.7505
PLA2G3	2.6555
CCDC84	-0.8745
MYLIP	-1.47207692307692
PHIP	-0.2575
AARS2	-0.400666666666667
DHX32	0.998
SCAPER	-0.264
MEN1	-0.047
NIP7	-1.09125
FLJ25404	0.1415
FASTKD3	-0.72675
TMEM158	-2.61433333333333
RARA	1.1005
BDH1	0.4385
ANKRD16	0.76525
CARM1	0.161
SS18	0.578666666666667
IKZF2	0.361666666666667
MYD88	0.94275
PML	0.083
TAF1A	-0.5375
CBFB	-1.01175
HIST1H3H	-1.074
C7orf29	-1.8955
COMMD4	-1.2365
DPP3	-0.843
DAB2	0.490875
LOC388882	-0.2545
YPEL4	-0.678125
AGBL3	0.7835
LRP6	0.8581
SERPINH1	0.167166666666667
TLE1	0.81775
CD244	1.01733333333333
ZDHHC15	-0.86325
MGLL	-0.5269
PLDN	0.99025
LOC654346	2.0505
FAP	2.51325
GPR37	-2.22283333333333
SCARA5	1.12833333333333
EBF4	0.468090909090909
LSM6	-0.41375
MLLT1	-0.110625
SLC5A12	-0.28275
A2BP1	-1.63183333333333
COPS5	0.471333333333333
TPM4	-0.427785714285714
TNFSF4	0.288666666666667
ACADSB	1.44422222222222
HERPUD1	0.56175
BCL2L11	-0.636166666666667
CEP78	-1.21
CDCA3	-1.24125
WBSCR19	-0.6862
MYO1A	-1.9045
PPEF1	1.86483333333333
LOC440348	-0.62975
CPEB2	-0.39475
BPTF	-0.0454166666666667
RPL21	-0.156125
GSX2	-1.0135
ADPRH	1.5985
C17orf68	-0.583833333333333
KCNS1	2.92216666666667
MLLT6	-0.2169
PIWIL4	1.09725
RNF26	-0.523
RAP1B	0.11275
ADAMTS1	-0.2488
ZNF571	1.592
P2RY6	0.43575
TRIM21	1.07733333333333
CADM3	0.17975
NLRC5	1.40566666666667
ADRA2B	0.150833333333333
LOC90835	-1.614125
PCF11	-0.2545
LOC400451	1.129
GLTSCR1	0.6642
C17orf88	-0.0565
CDH16	-1.782
FGF7	1.65725
PCSK4	0.381166666666667
NPC1L1	-1.75033333333333
TAT	0.358875
TBCA	-0.95125
MGC33407	0.2425
GPR115	-1.31975
CYGB	0.1215
FNBP4	-0.852666666666667
C12orf43	0.0705
CBL	0.5071
CLECL1	1.56625
PPAPDC1A	1.7265
WDR25	0.2025
SGCA	0.164
C22orf29	-0.218833333333333
YIPF1	1.111
GALK2	0.88
RAB3B	-3.10858333333333
LOC440087	-1.068
UCP1	-1.12
REEP5	1.200375
FADD	-0.6139
FOXA1	3.0085
CACNA1A	0.0935
ABI1	0.981333333333333
GRIN2D	0.3335
SLC1A4	-1.49166666666667
LOC401127	0.544
HINT2	-0.37775
PLD4	-0.0806666666666667
ZNF286A	-0.113
ENY2	-0.22375
IL1F6	0.2075
PXDNL	-0.947
C20orf79	0.41275
TNFSF13B	3.86416666666667
DENND3	0.24125
JARID1D	-2.98825
HIST1H2AK	0.134
LOC93349	-0.0959
SSH1	-0.5149
ENSA	0.503
LOC219854	-0.0736666666666667
CKAP2	-0.5571
DKFZP564J102	-0.658333333333333
MGC87315	0.3475
HNRPAB	0.09025
AMH	-2.526
ZNF526	1.1515
BRUNOL5	0.2792
CACNG3	-0.0421666666666667
TRPM1	-1.3975
PPP2R1A	0.256625
COL2A1	-1.862
DDN	0.176
FLJ25770	0.125916666666667
HK2	-0.406214285714286
ELOVL6	-1.53175
MDK	0.25025
EPHX1	2.097
RASSF2	0.939125
DKFZP434B0335	-0.50725
DLX3	0.223875
PRTN3	-0.803
AVPR1A	0.473
C21orf125	-2.58575
TNFAIP8	-0.314166666666667
GNB2L1	-0.12475
CALCRL	3.483
SCGB2A2	9.2905
UBXD7	0.4225
ZNF674	-0.6015
TMEM35	-0.648875
BRSK2	-1.46225
HECTD3	0.298166666666667
TMEM188	0.6485
LGALS9	2.65375
SCARB2	1.94425
USP34	0.19725
C17orf28	1.39358333333333
ZDHHC23	-3.026
AQP12B	-0.187
SLC16A3	-2.242125
APLP2	0.81825
ITIH2	-5.644
MICAL3	0.682
TNNI3K	-0.248444444444444
HDAC2	0.58675
PRR7	-0.9732
THBS2	-0.1305
LOC751071	-0.5545
CA2	-0.698833333333333
RANBP17	-2.42475
RLN3	0.47475
CRYZ	-0.850666666666667
GBAS	0.672166666666667
TAS1R1	-0.54025
MPZL3	1.909
PCDH8	-1.65625
HSP90B1	-0.257416666666667
KCNK15	0.4675
TNIP2	-0.662833333333333
GPR146	-0.07875
NOL6	0.208
SPC25	-1.86044444444444
STEAP2	3.71542857142857
VAMP3	-0.183833333333333
TCIRG1	-0.095
ZP4	-0.0128333333333334
PARL	-0.060875
TRIM39	0.113833333333333
KIAA1305	1.61625
CRNN	2.335
GRN	1.01175
HSH2D	-1.96925
SCAMP1	0.3289375
KIAA1913	0.689
PTS	-0.18075
BANP	-0.177642857142857
PRKACG	0.15275
ADCY6	-0.176333333333333
C16orf46	-0.005
CYP51A1	0.019375
DDC	-5.1475
ANPEP	1.324
PROM1	3.39883333333333
