Hybridization REF	TCGA-B6-A0RQ-01A-11R-A115-07
C19orf34	-0.093
RAB1B	-1.17375
ALDOAP2	-1.5345
NTRK1	-1.57866666666667
ARTS-1	1.3723
SLC6A11	-1.337
NAP1L2	2.38175
CNGB1	-0.399833333333333
EPB41L4B	0.946916666666667
FAM134B	2.166375
HS3ST3A1	-3.3155
CPXM2	5.4605
SIRPB2	-0.104
CHORDC1	-0.753833333333333
TRIB3	-1.42666666666667
SLC2A5	0.2415
C2orf49	-0.418
DDX5	0.01075
OR5L1	0.2245
ANAPC4	0.190833333333333
ZSWIM1	0.0902500000000001
LOC93622	-0.455
KCNK3	0.5342
RP11-35N6.1	-0.429125
ZFP161	0.386666666666667
AQP9	0.36875
SLC15A2	0.930833333333333
MREG	1.25633333333333
OR9I1	0.3395
PDLIM2	-0.504625
ADAM7	0.176
GSTCD	-0.072
WDR21A	-0.07625
SLC12A8	0.104666666666667
TMEM174	-0.0205
IGSF3	0.339083333333333
LRRN1	2.09475
LOC402117	0.35525
SRPK1	-1.1985
LY6K	0.17275
NFIA	3.11
PTCD3	-0.918375
LEP	3.59
PCDH21	0.064
MAPKAPK2	0.0537857142857143
NMNAT1	-0.273833333333333
LHFPL2	-0.013125
C9orf43	0.34325
DIP2A	-1.04016666666667
ACTR8	-0.140125
CCDC34	0.03825
PTPN22	-1.048625
ITGA3	0.306
FAM129C	-0.40225
RABGGTA	-0.0681666666666667
UNC45B	0.27025
KIAA1033	-0.10375
ZNF510	0.3475
CYP2D6	-0.401666666666667
SLC26A10	-0.9865
STX8	0.42775
LUZP1	-0.00812499999999999
WDR89	0.150333333333333
EIF4G3	-0.3926
C5AR1	0.41725
ZNF623	-0.5355
A2M	2.115
TGM7	0.452
GRPEL1	-0.436166666666667
LMNB2	-2.0633
ROCK2	0.320166666666667
SNX16	-0.40125
CCDC66	1.318
ANXA3	2.28625
KIAA1609	-0.163125
EED	-0.4095
RNF32	0.767166666666667
HES1	1.1705
CLC	0.109166666666667
ISL1	-0.1385
KIAA0528	0.6315
MANEA	0.212375
C1orf61	-2.397
hCG_2001000	0.80075
RAPGEF6	0.1804
KIAA0020	-0.415833333333333
NEIL1	1.27625
C16orf45	0.003625
RBM10	-0.567666666666667
C10orf125	-1.115875
MRS2L	-0.68525
DNAH17	-0.7375
C19orf10	-1.20925
C1orf160	0.45
SLFN12	0.972
EXOC3	0.12
HIST3H3	0.40975
NCOR2	0.239833333333333
TNFRSF9	-1.29575
MFSD8	0.127
ALX1	-4.586
NOL1	-1.32025
PODN	2.705
TIAL1	-0.87825
HIST1H1E	-1.2925
NPY6R	0.207
TM4SF4	-0.3955
CORO2A	-0.55975
ETNK2	0.0088333333333333
APOE	-0.0733
ANGPT4	-0.5235
HDGF2	-1.03825
G30	1.8215
ST8SIA4	-1.567625
F2RL1	0.45275
FAM19A4	-2.91375
CCAR1	-0.08275
B3GNT7	-0.594
OPHN1	0.254
DSCR6	-0.997
C21orf13	1.203
GAS2L1	0.0994166666666667
RFX3	-0.216666666666667
COPS4	0.3605
BCHE	-5.0215
BCL2	3.115125
HBZ	-3.56383333333333
ARL13B	1.186
MAPBPIP	0.15475
MYO15B	-0.195625
SPZ1	1.404
KIAA1324	3.40233333333333
PLCL2	-1.5105
C4orf29	-1.1815
WDFY2	-0.601375
ZNF284	0.3715
NAALADL1	0.811
DUSP5	0.739666666666667
PXDN	-0.071375
SLMO1	-1.44975
TNXB	-0.0498
BIRC7	-0.903
A4GALT	-0.0116666666666667
TIMM22	0.13475
FAM110C	0.85525
TOMM34	-1.66875
ABHD9	0.2465
ADAM32	2.1695
CRHBP	-0.29125
AQP2	0.45275
LOC130355	1.38675
ZNF187	0.381833333333333
ZNF816A	0.775
F7	-0.752375
CNOT1	-0.8109
SLC13A4	-0.60525
ZBTB11	-0.0175
B3GALT5	-0.42875
EXOC2	0.2425
IRS1	1.6462
TMEM1	0.1595
MRPL34	-0.4865
SAMM50	-0.40425
CDC42EP3	0.737125
HSF2	-0.9077
MFN2	0.21675
TSPAN7	-0.853333333333333
NUCB1	0.0148333333333333
RHOH	-0.372
ARL16	-0.4895
TACR1	0.2655
SFRS5	-0.605666666666667
SNX25	-0.2805
RHBDF1	0.344833333333333
PCDH18	1.4065
HMG1L1	0.14325
MYO5C	1.197875
MAPK10	1.9115
LDHAL6A	-0.0201666666666666
NUDT12	0.974833333333333
NCAM1	0.03975
GLIS2	-0.4395
GGTL4	-0.01325
DAPP1	-0.19275
ATF7	0.908
KIAA0748	-1.24475
NFIL3	-0.847
TM6SF1	0.6384
SEZ6	-0.239875
NANOS3	0.181166666666667
DNAJA3	-0.804
CLDN6	-1.606
CIITA	1.8223
EPHA4	-0.439083333333333
FANCC	-0.526
CMTM3	-0.234625
PSG3	0.067625
MRPL15	-1.0765
C21orf59	0.12475
PLCXD2	-0.407
C2orf34	-1.006875
UBE2L6	0.490875
MED14	-0.352
HP1BP3	-0.4228
C6orf208	0.162
TPBG	1.055
OSR2	-0.910875
XPC	0.0921666666666667
KLHL7	-0.815083333333333
CCR3	-0.912333333333334
AGTPBP1	-0.406833333333333
PCSK6	-0.940733333333333
STAT5A	-0.2235
FAM18B	0.409
LONRF2	-0.447666666666667
PTPN2	-0.28275
SF3A3	-0.366833333333333
EFCBP2	-0.81975
HCFC1	-0.890666666666667
AHNAK	1.0403
ACTR5	-0.425
KIF14	-3.82414285714286
TENC1	1.1075
HEATR5B	0.9455
YIPF2	0.161333333333333
MYEOV2	0.998666666666667
DUSP18	1.12775
KIAA1012	0.78375
AHR	1.0695
C17orf53	-2.3415
PTPRH	-3.6635
ATP6V1C1	-0.2568
TAS2R3	0.0595
LOC440356	-0.999
COQ10B	-0.0685
PSMF1	0.430166666666667
SORBS2	4.01691666666667
NFE2L2	0.8975
TMCO7	-0.479
SH3PXD2A	0.011
SH2D2A	-2.6525
SPINK5	-1.54675
MRPS24	-0.82025
OPA3	0.027625
TRAF7	-0.451
C4orf35	0.3288
MT1G	0.91075
MGC39545	-0.407333333333333
HS1BP3	-0.4715
OR2B2	0.127
CHRM4	0.1215
SFRP2	2.07483333333333
RIC3	2.9015
ART1	-0.291
C6orf1	-0.009625
DUS4L	-1.07675
C10orf104	0.63625
TNFAIP6	1.51775
RTEL1	-1.4845
CCT4	-0.5594
ZNF709	0.565
CHMP6	-0.0121666666666667
UPP2	-0.08625
CYP19A1	-2.2665
CD151	-0.419333333333333
NDUFA13	-0.538333333333333
ARFRP1	-1.5455
FAM26B	1.49425
CRYBA1	-1.672
MRPL41	-0.311166666666667
NPFFR2	-2.045
HRH2	0.197
SCAMP3	-0.573166666666667
MTMR6	0.5787
MTG1	-1.469
UBTD1	0.57675
CRABP1	-0.3585
FLJ33790	-0.3293
KIAA1908	0.3385
GPR158	-0.63075
PACSIN3	-0.430833333333333
OMD	2.24216666666667
CATSPER1	-1.103
HOXB8	-2.66
FBXO46	0.638
OAS1	0.393666666666667
SVIL	1.19475
PHB2	-0.86925
ADCY3	-0.2155
NDRG2	3.0545
ERMAP	0.618
APBA2	-1.942
IGSF9	2.34775
WNT6	0.655642857142857
MYCBPAP	0.7435
ATP2B2	0.232666666666667
CPVL	-1.2568
TRAM2	-0.682833333333333
NOP5/NOP58	0.1445
ZNRF4	-0.12325
TLK1	-0.162625
MTMR12	0.0685714285714286
ZNF384	-0.3935
FAM9B	-2.76525
RPN1	-0.3376
PMVK	0.46975
EIF3D	0.3838
SIX2	-1.21475
HPS1	0.290785714285714
RNF7	0.37375
PSKH2	0.529
KCTD13	-0.837666666666667
CSMD3	-0.4428
FBF1	-0.233
IL8	-4.747125
SERPINB13	0.486909090909091
FBXL20	-0.696
BLR1	0.2195
SH2B1	-0.309333333333333
RFNG	-0.17625
RAB20	0.637666666666667
RBM7	-0.074
POLR1A	-0.653666666666667
TMPRSS4	-3.15725
TAF9	-0.558375
TERF2	0.1235
TNFRSF1A	0.3445
ACADVL	-0.278166666666667
GTF2H5	0.8105
EDG8	1.27316666666667
C9orf140	-1.374
UST6	0.879333333333333
ZBTB8OS	-0.77275
ZNF710	0.0945
GPR174	-1.631
ATP6V0A2	-0.4315
KIAA0319L	0.328333333333333
XKRX	-1.6415
DOPEY2	0.6397
SDHD	-0.0931666666666667
SUMF1	1.65125
OSM	-0.182
OPN3	-1.06475
DAGLB	-0.453833333333333
PPFIBP1	0.5529
TRIM63	-2.5135
C10orf53	-0.2875
LYPD3	0.155
BCL7A	0.0705
AGER	-1.21033333333333
TCF19	-1.904
SAT2	0.63175
PFTK1	1.42183333333333
GABRE	-2.071
C15orf38	0.2878
FIS1	0.029
KCNV2	-0.54925
CLPS	0.12075
PPCDC	-0.69275
FOXN2	0.569
NT5E	-3.107
CD83	-0.97975
IL18	-0.688625
VPS16	-0.18575
IGFBP2	-0.942
NOTCH2	0.869
SIGLEC1	1.2205
CD93	5.2885
SULF2	-0.25775
CEP164	-0.175
P53AIP1	2.28
TOR2A	-0.406666666666667
ZNF136	0.5515
MGP	4.6083
CCDC144A	1.7578
TRPC1	0.2675
SMS	-1.19866666666667
MAPK7	-0.345333333333333
RRAGC	0.685
PARD6A	-0.023
NUB1	0.520166666666667
SYNGR4	-0.89525
OR11H12	0.0925
WIF1	5.80825
GCH1	-0.157
OR11H4	-0.669
SLC44A5	-0.139
GPRIN2	2.49866666666667
LOC401431	0.26575
CPA4	-2.3502
MELK	-4.50833333333333
IL15RA	0.23375
CUL3	1.558125
HMBOX1	1.21025
PODXL	-0.90975
CCT6B	1.695
COMTD1	-0.8375
MUC20	1.50766666666667
GPX2	-1.769125
ITK	-2.141375
FBXL5	1.90925
C13orf27	-1.59525
DEFA5	0.1725
TRHDE	-0.415
MTP18	-0.894833333333333
UQCRQ	-0.4637
ITGB2	0.441083333333333
CSRP2BP	0.276
TAS2R44	0.793
PHPT1	-0.5975
FAM44C	-0.30025
ERH	-0.349
MPHOSPH1	-2.15133333333333
MORC1	-1.2275
PARVB	-2.1615
LAMA1	-1.09016666666667
PGBD3	0.19825
GIMAP6	4.159
AREG	1.6205
LIPT1	0.76325
MGC99813	-0.95875
C1orf201	-0.227833333333333
GRIN2A	-1.14355555555556
MAN2C1	-0.8845
NSUN5	-1.54275
SF3B5	0.0835
MYC	-1.5239375
NRXN1	2.11883333333333
ZNF18	0.04925
SPDYA	-0.438375
SLC37A1	0.678
DECR2	-1.08025
ANKRD38	0.47775
SPTLC3	-0.558916666666667
SUPT16H	-0.650125
DTWD2	1.01075
ULBP1	0.639
ZADH1	0.133666666666667
OIP5	-4.16975
IL10RB	-0.442666666666667
OTUB2	-0.633
VWA3A	-0.330333333333333
SPIC	0.206
OR6C4	-0.2135
PSCD4	0.599166666666667
DPY19L2P2	0.929
TRAPPC6A	0.0838333333333333
C21orf2	0.114333333333333
CEMP1	-0.08875
LIN7B	0.112
E2F7	-3.44583333333333
VCP	-0.602
LAMA3	3.04858333333333
BGN	0.1945
GPR160	0.954333333333333
COCH	-5.20616666666667
GPR81	2.13383333333333
APOBEC3F	-0.55275
tcag7.1017	-0.72375
C1orf32	0.3195
SCGB1D2	6.6235
FLJ43987	1.6445
C6orf170	0.349
KLK9	0.1975
GPD1L	0.462375
VPS37B	0.46975
ATG3	-0.210333333333333
ADAMTS17	-0.2135
KLHDC2	0.227666666666667
NDUFV2	-0.25575
BLK	-3.31075
MATN4	-1.236
GPM6A	0.150857142857143
GBP4	2.79666666666667
TMEM162	0.0676
PKP2	1.162
HRASLS	-0.0512222222222222
MMP1	-5.9785
SFXN3	-0.2308
FSD1	-2.0055
ST6GALNAC3	-1.8298
CA12	2.4353
NCOA6	0.538
C19orf58	-0.8067
PPP4R1	-0.249833333333333
MAN1A2	0.568833333333333
IKBKAP	-0.952
UPF1	-0.168833333333333
KIAA1219	0.6315
WNT16	0.1506
SNW1	-0.261125
IL18RAP	1.65975
RPP30	-0.149125
CDC40	-0.0412142857142857
SETD3	0.0776666666666667
SLAMF6	-0.567
ELK4	-1.209
TRIM47	0.7455
ACOX3	1.24875
TRIM6	1.759875
KIAA0372	-0.0588333333333333
TP53AP1	1.16925
SMURF2	-0.526
ADAD1	0.3025
EBP	-1.6564
KRTAP13-2	-0.2745
FLJ36874	-0.755
TOR1A	-0.550333333333333
P2RY4	0.08
GPBP1	0.205
TRPV1	-0.078875
ADAMTS12	-0.299666666666667
PES1	-0.7895
ATG4A	0.445166666666667
MAGEA10	-5.20425
WFS1	0.8795
CC2D1B	-0.360166666666667
PABPN1	-0.155625
SLC25A30	0.18025
SLCO1C1	0.715333333333333
SLC22A5	1.5575
KIF23	-3.82316666666667
SYN2	0.953
ASPN	5.96116666666667
CENTG2	0.12325
QSOX2	-2.0995
FLJ10815	-0.1095
STK24	-0.1265
SPEG	0.4176
STK10	-0.5705
DACT2	1.525
AAAS	-0.94825
SSX3	-1.090375
ABCD3	0.4298
C4orf12	0.947625
PARVG	-0.2405
FIG4	0.7415
C9orf46	1.0825
TMCO6	-0.524
IGHMBP2	-1.3125
DUS2L	-1.38316666666667
FAM3C	0.1576875
TMEM16D	-1.432
DCTN4	0.83075
KCNH3	-0.135
EIF2AK2	0.32375
AP1S3	-0.400875
CST4	0.383
PAM	0.61525
NUTF2	-1.137
CITED2	0.00280000000000001
SLC39A4	-0.9495
C2orf52	-1.0765
GRM3	-0.1355
C12orf49	0.021625
CCDC49	-0.2669
GRAMD1B	-1.067
FNDC4	1.309
SIAH2	-0.3925
GDPD4	-0.042
C21orf87	0.17375
ATP5A1	-0.2045
C16orf63	-0.44375
LOC388135	-1.21166666666667
ATP5J2	-1.038875
MMP3	0.25675
EMID2	-0.21975
CRHR1	0.2395
WDR70	-0.19475
C13orf31	1.6745
ZFAND1	0.3245
CCL18	4.554
C3orf49	-0.0765
RINT1	-0.6445
KIAA0408	-0.9345
F13A1	3.3256
SLC10A1	0.799
OGN	1.69875
GIPC2	-0.545
XPO6	-1.15783333333333
LCE1A	0.0755
FMR1	0.298
LOC374920	0.5485
DUSP3	-0.07125
ANKMY1	-0.8505
C7orf50	-0.5925
BBS9	-0.1416
UNC119B	0.265375
C9orf72	0.186125
MGC35440	-0.2745
ENTPD6	-0.181625
PPP1R2P9	-0.23775
ERCC4	-0.282
FAHD2B	-0.16
HMHA1	-1.3205
HACL1	-0.26875
RAD23A	-0.444166666666667
FAM83B	-0.05975
PPP5C	-1.30916666666667
RNASEH2C	-1.1635
C9orf153	-0.37525
SCAMP4	0.40225
GHITM	0.0874
NDUFB7	-0.067
ADCYAP1	0.0723333333333333
SP110	1.47966666666667
MAP3K7IP2	1.04125
DHH	-0.1755
AGRN	0.277
WDR33	0.3495
CEP290	0.856666666666667
PRPS1L1	-2.422
KLRA1	-0.368
GPR97	0.413
CHD7	-0.378333333333333
TLR10	0.80525
SLC30A8	-0.709
HIC1	0.7365
IAPP	-0.582
RXFP4	0.328
GP1BB	0.10075
SHQ1	0.073
NKX2-3	-0.238166666666667
API5	-0.3415
FTHP1	0.161
MOV10L1	0.471333333333333
TRIM6-TRIM34	2.7665
ADHFE1	1.2545
FAM117A	-0.17575
DDI1	0.0196
CDON	-0.276333333333333
TRIM73	-0.1945
IGKC	2.192
MMP14	-1.40058333333333
DYNC1LI1	-0.40125
C11orf66	0.756
TRBV3-1	-1.2855
FASTKD5	-0.0945
BIVM	-1.15925
LHX4	-0.82175
CXCL2	0.6146
RAB2B	-0.674166666666667
IZUMO1	-0.3505
MAP3K15	-1.550125
FAM19A2	0.892
ZC3H8	-0.749333333333333
ZMAT1	2.88225
SPINK5L3	-3.46533333333333
SLC10A6	0.047
APPL2	0.7095
CARD10	-0.168
LOC402176	0.363375
EEF1D	0.6492
RAB6A	0.1922
C12orf5	-0.373625
PAPOLG	0.60175
MSRB2	0.4705
BCR	0.263444444444444
PUS3	0.7105
TIAM2	1.15675
ZNF317	-0.01
CHD2	-0.0635714285714286
FZD5	-0.762181818181819
NUDT8	-1.33925
ZNF763	0.2495
PRC1	-3.65777777777778
ABCB9	0.0323333333333333
SPATA3	0.4305
TRAK2	0.581625
STAB1	2.1715
LRRTM2	0.407833333333333
psiTPTE22	-0.0145
DBI	1.078
SERPINA11	-0.7195
NAT5	0.18925
C20orf58	-1.9995
RPS6KA4	-0.458666666666667
FLJ90650	-0.363
TGFBRAP1	0.12275
CHRDL2	0.163375
FAHD2A	-0.333333333333333
CNTN1	0.57575
BBS4	-0.0231
TMEM181	0.68625
MINPP1	-0.661
MPHOSPH6	0.367916666666667
HOXC10	0.8738
ITPKB	0.08775
CLPTM1L	-0.67825
MEOX2	1.1025
ATP6V0C	0.076625
PRPF8	-0.368166666666667
TMC5	3.07125
FKBP3	-0.7645
PLEKHB2	-0.921875
OR4D6	0.1705
ZNF544	-0.1967
D2HGDH	-0.732375
RPL18A	-0.3895
HEL308	0.220375
MPP6	-2.5015
TCERG1	-1.20925
KRT16	3.21283333333333
KLF17	-0.9185
KLF5	1.251625
CDR1	1.683
VCX3A	-3.6425
FBLN2	1.58375
C14orf104	-0.2
HBE1	-5.1302
OR4S2	0.6615
C1orf108	-0.412
ROBO4	3.37333333333333
CPEB4	0.379125
C11orf80	-0.3535
BCKDHA	0.139166666666667
MYOC	1.079
GIF	0.423
CKMT1A	1.015
RPL3	1.0814
THBS1	1.45
APOO	-0.9545
ARMCX1	2.212
HSZFP36	1.03975
SNAPC5	-0.29675
EIF4ENIF1	0.925
ZNF433	0.39175
TNFRSF21	-0.2375
TMPRSS7	-0.5365
SPATA18	1.9113
HPDL	-3.356
MKL2	1.3144
TBX3	1.74915384615385
C21orf93	-0.3805
DAXX	0.025
ELMO1	0.42875
RGS13	1.53083333333333
TAF11	-1.15075
UNC13A	-1.573875
LOC653314	0.1471
ORC3L	-0.20525
IMAA	-2.411
TARBP2	-1.086
CABIN1	0.0331
TRIOBP	0.0635625
HIST1H2AC	0.743125
RGS22	-1.34816666666667
NCOA1	1.89683333333333
IL25	1.333
SNCG	2.398
GPR6	0.331
AMDHD1	-1.22166666666667
CHEK2	-1.885625
C6orf142	-0.44675
DRD4	-0.01025
C14orf68	-1.28775
GDF11	-2.699
SEMG2	0.3125
CD247	-2.56525
CDAN1	-0.34775
RBMX2	-0.0793333333333333
TGS1	-0.933
OIT3	0.518333333333333
SYF2	0.66975
MCM4	-2.9935
PKHD1L1	0.34725
CEP192	-0.570833333333333
IFT88	1.46125
RPL9	0.952285714285714
RAB32	-0.282625
DDX43	-2.13525
P2RX2	-0.0438333333333333
OR5D18	0.705
UBE1	-0.231583333333333
SLC24A1	1.230125
ARHGAP5	0.33975
CETP	-1.167
KIAA1731	-0.418833333333333
SLC9A4	0.4695
PTPN6	0.38875
BAHD1	0.80175
GRIK3	-0.0565
CACNB2	0.1702
PDE10A	-0.03575
DGCR14	-0.385
PCDHB9	-0.178833333333333
RHOQ	0.544666666666667
MAP3K4	0.2185
KTI12	-0.345166666666667
RPL23AP13	0.36775
GNG11	0.6155
CLCN3	0.878333333333333
GPAM	0.081
VSTM2A	-0.4665
SLAMF7	1.61883333333333
INTS2	-1.468
PPP2CA	-0.3753
LRP12	0.2634
SEC14L2	3.72388888888889
DKFZP586H2123	4.60925
MC3R	-0.1635
CIRH1A	-1.33016666666667
HIST1H2AB	-0.375666666666667
POLH	-0.235125
MGC16703	-1.62333333333333
SNAPC2	0.2955
FILIP1L	-0.05725
RASGRP4	-0.263
LRRC1	1.53575
GAS1	1.494
PRAC	-0.66775
DGKA	0.00916666666666666
NT5C3	-0.782
PEG3	-1.293
NADK	-1.5105
PRR17	-0.65925
LOC374569	-0.01825
SGSH	0.319
NLRP8	-0.1635
GALT	-0.4019
MCF2	-1.2435
ZNF263	-0.2115
TACSTD1	1.277
TYR	-6.5805
ATP6AP2	0.39875
RNUXA	-0.18925
ABHD10	-0.4155
GDPD2	-1.21825
SLC35C1	-0.3375
UBE2A	0.164125
HERC5	-0.355
FAM112B	-5.08166666666667
FBXL16	0.75175
DKFZP434A0131	-0.2465
ELA3A	-2.3845
RBM41	-1.038875
HAO2	0.123
RNH1	-0.28775
SHANK2	2.12766666666667
OSBP2	-1.652
DAK	-0.982833333333333
C3orf58	0.769833333333333
TCL1B	-0.535
KBTBD2	-0.474
SUGT1L1	1.25925
UBE2E2	-0.631
MYL9	2.819125
CDC23	-0.902166666666667
PBXIP1	1.6478
CXorf40B	-0.1475
NBL1	0.9325
RTBDN	-0.1815
RAB11FIP5	0.235875
TTTY13	0.135
SCOTIN	-0.822
SOHLH1	-1.6884
CDKN1A	-0.2155
NCK1	0.40975
ZNF550	0.129
SAPS3	0.16675
SPIN3	0.316666666666667
MAGEE2	0.77725
MIS12	-0.487333333333333
OR8H2	0.11
KIAA0774	-0.164666666666667
UNC5D	-0.6135
CUL7	-0.525833333333333
LIPC	-3.50966666666667
DIO1	-0.6635
C20orf11	-0.2211
CTRL	-0.43825
HS3ST2	1.67525
PAK4	0.6555
CCRL1	1.654
RNF10	-0.059875
ZNF567	0.7095
ZNF660	0.1185
TCEAL3	1.378
MAGOH	-0.0225
CENPB	-0.746
C19orf7	0.3855
LOC388965	0.13375
ZCCHC13	0.3635
JMJD1A	-0.6444
HIST1H4H	-0.46
TBRG1	-0.2422
GPC3	-3.494
TAF1C	-0.848875
EBNA1BP2	-0.828166666666667
CIAPIN1	-0.68675
PDGFRA	1.56355555555556
CSTB	-0.304
CENPI	-3.76933333333333
GTF2E2	-1.08733333333333
RPP21	-0.4375
CCNF	-1.852
KCNQ3	2.849
FAM79A	1.48525
SLC22A12	0.1605
NOVA1	1.6495
FZD3	1.9174
AKAP8	-0.89525
SOCS5	1.296
CFDP1	-0.798
DLG5	1.132
PGM5	1.25941666666667
C1orf144	-0.117916666666667
HDAC10	-1.3045
RND2	-0.448
C20orf199	-0.09275
RNMT	-0.666
SLURP1	-0.048875
ASTN1	0.306875
SH3BGR	1.9175
MYCL1	-0.575375
ZHX1	0.805
CENPK	-4.19275
FOSB	-0.3465
LOC643406	-0.265875
C2orf59	-1.311375
TMEM135	-0.178375
SLC27A2	-2.016
KRT33A	2.6355
OVOL1	0.971
PAMCI	-1.59066666666667
S100A7	-0.5165
ZNF789	-0.3765
HARS2	-0.16075
RPL23A	-0.415666666666667
TCF23	-0.22275
UPF3B	-0.919125
C17orf78	0.1145
HLA-DOB	0.689833333333333
C14orf142	0.3765
TEKT5	1.24966666666667
DMWD	-0.1075
POLD1	-2.40183333333333
GSCL	-0.295
CALD1	1.3075
SCRT1	0.273
AIG1	1.7085
UNC84B	-0.00375
ZNF404	0.63625
TMED6	-2.9455
KIAA1462	-0.821
LRRC27	1.438
PYGO1	-0.0555
PIGU	-1.39216666666667
ALAS2	-4.08866666666667
WRNIP1	0.146375
CNNM3	0.12
ZNF2	0.55075
ST3GAL5	-1.89741666666667
MRPL23	-0.475
TSSK6	-0.0915
PSMA6	-0.842
C16orf70	-0.38675
KIAA1602	-0.25425
ALMS1	0.226666666666667
DCN	1.358
TMEM132D	-0.639
SUCLG2	-0.511
ABHD14A	0.22825
DEXI	-0.0688333333333333
AMPD2	-1.4005
IFNAR2	0.162
CYB5A	1.7416
TLOC1	0.8019
NXF5	-0.489833333333333
NRBF2	-0.071875
KCTD3	1.00325
ITGAE	-0.7165
SLC30A3	-1.93816666666667
ZRF1	-0.8895
IFRD2	-0.85275
XAB1	-0.00174999999999999
PYCR2	-0.804166666666667
SERPINB3	-3.5895
TMLHE	0.2109
GEFT	-0.711125
ABCA5	1.7465
EMR4	0.0421666666666667
TSFM	-0.63125
HIST3H2BB	-1.041
ARHGEF19	0.021
TSPAN17	-0.289833333333333
ABCC8	3.457
MAP1S	0.0471666666666667
C22orf36	1.66225
BNC2	-1.30064285714286
HIST1H4A	-1.05125
NDUFS3	-0.5525
WDR3	-0.691833333333333
XKR4	0.20975
TTC33	-0.0486153846153846
STMN2	3.70975
CPN2	-0.454833333333333
HSPC105	0.971
PCOLCE2	-2.08625
C3orf55	0.6525
KLHDC9	1.68483333333333
TBC1D23	0.1925
ATXN2L	-1.38783333333333
MAP2K3	0.0360833333333333
SCAP	0.027
ZNF486	0.618333333333333
C20orf96	1.9395
NARS	-0.4015
ADAMTSL1	-0.926785714285714
PRCC	-0.024
CCDC126	1.235
ZNF675	0.37125
CALCOCO1	1.80225
ANKRD43	3.5165
CWF19L2	0.516666666666667
ZBTB32	0.0151666666666667
BRAF	0.123
ODF4	0.35
MGC14376	1.38933333333333
HORMAD1	-3.43083333333333
AAK1	0.573272727272727
PEBP1	0.74025
TNFSF5IP1	0.0746666666666667
DKFZp564N2472	0.22125
RMND1	-0.29825
IGKV1-5	3.7545
COL1A2	1.82508333333333
SERPINA5	0.264875
AANAT	0.254
C19orf21	-1.55933333333333
GEMIN5	-0.23725
UBR4	-0.595833333333333
LTBP3	1.12833333333333
AMHR2	-2.25016666666667
PROCR	-0.69625
MYBBP1A	-1.2065
C20orf39	-1.2395
ZNF697	-0.277
PASK	-1.2056
ZNF776	1.00883333333333
RFXDC2	-0.275375
KIAA0467	0.4555
C10orf96	-1.69675
ZNF503	1.15175
GULP1	-0.0644166666666667
KCNE4	-0.623
DKFZp434K191	0.924625
LOC196913	-0.266
BHLHB4	0.2255
CH25H	0.3015
LOC81691	-1.392
ALPL	0.717857142857143
COL12A1	0.82775
FOLR3	-1.467
GPR123	-0.047875
TRIM62	-0.0172142857142857
ABLIM1	1.36416666666667
MAST3	-0.90275
RHBDD1	0.454833333333333
LOC338809	-0.2565
RYBP	1.198
TTC26	-0.742125
ZNF22	0.821833333333333
ISCA2	-0.12375
RDM1	-3.328
PIGM	0.64925
GNB3	1.8325
ACTR2	-0.1052
HMGB1	0.26865
EDG1	3.1685
SOAT2	-4.101
OR10AD1	-0.387
RAP1GDS1	0.098
LCE1F	0.281
ESM1	-3.117625
RCN3	0.649
CREBL1	-0.944
DBNL	-1.195
PTGER3	2.089625
USP30	-0.269333333333333
BCL2L12	-1.19966666666667
KIF26B	1.5795
ZNF416	1.071
ZNF225	0.085
C17orf70	-0.79975
ZNF554	1.0265
RAE1	-1.29716666666667
TNIK	0.292666666666667
ACTN3	0.445
MGC45922	-0.24
CCNA1	1.733
RYK	0.950166666666667
IL26	-0.3155
LRP3	0.1255
QARS	-0.6985
SOX7	1.05157142857143
BID	-1.029
OR2S2	-0.8725
CXCL14	5.48475
C11orf47	-0.796
MGC29891	0.109166666666667
HSPB8	1.675
PRDM14	-1.3625
NUFIP2	0.26375
MNAT1	-0.7625
ZDHHC2	0.303666666666667
MBNL2	0.632625
ADD3	0.83675
CSNK2A1P	-1.3055
KLK6	2.54383333333333
TMEM111	-0.0241
KIAA1279	0.931
NUBP2	-0.754
RAB42	-1.99275
ID3	-1.4569
TM9SF1	-0.03625
MDP-1	-0.08475
POU4F2	0.103
IQCK	1.445
C16orf14	-1.3435
CAPN3	-1.546
FAM43B	-0.18375
RECQL	-1.12625
AP1G1	0.189
CTNNBL1	-0.837166666666667
ECHDC1	-0.0543333333333333
SMARCC1	-0.1908
FOXQ1	-1.606125
GNAI3	0.0376666666666667
POLG2	-1.55075
CD4	0.45275
ITLN1	-0.093
EBI2	1.39725
IRF1	-0.75425
PTPRE	2.5062
PTK2B	-0.726
NXNL2	1.352
SOX4	0.451611111111111
TSPAN3	-0.0861666666666667
SH2D1A	-4.04316666666667
C8orf58	-0.0546666666666667
USP20	-0.99175
DUSP22	0.0586666666666667
CALB1	-2.1844
L3MBTL2	1.01308333333333
MCRS1	-0.583
TMEM118	-2.49516666666667
C18orf8	0.498166666666667
FLJ10241	-0.4155
GJA12	0.736
PKD1	-0.425
ZFP3	0.453
JAM3	-0.206375
LAPTM4A	1.3518
DIRC2	0.5175
KIAA2022	1.29116666666667
MYOM1	1.52883333333333
TRPM8	-1.97816666666667
MOP-1	0.236
PHKG2	-0.9015
