Hybridization REF	TCGA-E2-A14X-01A-11R-A115-07
ADCY3	-0.3315
NDRG2	3.63583333333333
ERMAP	0.4296
APBA2	0.321666666666667
IGSF9	1.181
WNT6	1.45892857142857
MYCBPAP	-1.64475
ATP2B2	0.1154
CPVL	-1.1225
TRAM2	-0.733083333333333
NOP5/NOP58	-0.25425
ZNRF4	-0.108
TLK1	-0.489125
MTMR12	1.20207142857143
ZNF384	-0.2185
FAM9B	-3.27975
RPN1	0.2823
PMVK	1.26575
EIF3D	1.0928
SIX2	2.1335
HPS1	0.536
RNF7	-0.1425
PSKH2	0.133
KCTD13	-0.455833333333333
CSMD3	-0.3278
FBF1	-0.167
IL8	-5.276875
SERPINB13	0.128
FBXL20	-0.327
BLR1	0.713
SH2B1	0.269166666666667
RFNG	-0.478
RAB20	-0.6435
RBM7	0.11175
POLR1A	0.0875
TMPRSS4	-1.0285
TAF9	-1.069375
TERF2	0.731166666666667
TNFRSF1A	-0.15125
ACADVL	-0.72
GTF2H5	1.14925
EDG8	2.00883333333333
C9orf140	-1.49375
UST6	0.31425
ZBTB8OS	-0.3275
ZNF710	0.817
GPR174	-0.5245
ATP6V0A2	0.04425
KIAA0319L	-0.515
XKRX	2.249
DOPEY2	1.0793
SDHD	-0.217666666666667
SUMF1	0.26725
OSM	2.44775
OPN3	-0.4955
DAGLB	-0.381833333333333
PPFIBP1	-0.6695
TRIM63	-4.32775
C10orf53	0.292
LYPD3	0.644
BCL7A	0.5625
AGER	-1.05916666666667
TCF19	0.3395
SAT2	-0.7035
PFTK1	-0.722
GABRE	-1.7215
C15orf38	-0.0285
FIS1	-0.2735
KCNV2	-0.2415
CLPS	1.57275
PPCDC	-0.564125
FOXN2	-0.1465
NT5E	-2.6954
CD83	1.85275
IL18	1.324
VPS16	-0.275
IGFBP2	-3.02133333333333
NOTCH2	1.9485
SIGLEC1	2.429625
CD93	4.948
SULF2	-1.55775
CEP164	0.16975
P53AIP1	0.385666666666667
TOR2A	-0.3765
ZNF136	0.1415
MGP	2.4796
CCDC144A	-0.135
TRPC1	-1.902
SMS	0.0331666666666667
MAPK7	-0.755166666666667
RRAGC	1.28575
PARD6A	-0.7155
NUB1	0.771166666666667
SYNGR4	0.198
OR11H12	0.235
WIF1	0.691375
GCH1	0.32075
OR11H4	0.4615
SLC44A5	-0.1415
GPRIN2	3.01816666666667
LOC401431	-0.0205
CPA4	-2.6371
MELK	-0.788888888888889
IL15RA	0.559
CUL3	0.45625
HMBOX1	-1.85125
PODXL	-1.8655
CCT6B	0.928166666666667
COMTD1	-0.4395
MUC20	2.1395
GPX2	-3.815125
ITK	0.421625
FBXL5	0.87975
C13orf27	0.21475
DEFA5	0.0725
TRHDE	0.059
MTP18	-0.3675
UQCRQ	-0.8586
ITGB2	2.61683333333333
CSRP2BP	0.52775
TAS2R44	0.6105
PHPT1	-1.233625
FAM44C	-0.4365
ERH	-0.41075
MPHOSPH1	-0.918
MORC1	-0.4785
PARVB	-0.83075
LAMA1	-2.21275
PGBD3	-0.00475000000000001
GIMAP6	4.2145
AREG	-0.437166666666667
LIPT1	-0.172
MGC99813	-0.79525
C1orf201	0.516666666666667
GRIN2A	-0.7308
MAN2C1	-1.171
NSUN5	-0.6755
SF3B5	1.188
MYC	0.0106875
NRXN1	-0.892916666666667
ZNF18	-0.08875
SPDYA	-0.710625
SLC37A1	2.197
DECR2	-0.5925
ANKRD38	1.97825
SPTLC3	0.245166666666667
SUPT16H	-0.227625
DTWD2	0.1325
ULBP1	-0.563
ZADH1	0.243
OIP5	-1.32325
IL10RB	0.700833333333333
OTUB2	0.115625
VWA3A	0.270833333333333
SPIC	1.42466666666667
OR6C4	0.1325
PSCD4	1.565
DPY19L2P2	-0.676
TRAPPC6A	-0.0968333333333333
C21orf2	0.445
CEMP1	0.64775
LIN7B	0.304
E2F7	-1.73766666666667
VCP	0.441875
LAMA3	-0.20175
BGN	1.445
GPR160	1.00133333333333
COCH	-3.6175
GPR81	0.986166666666667
APOBEC3F	-0.89825
tcag7.1017	-1.03025
C1orf32	1.483
SCGB1D2	5.84125
FLJ43987	-0.7285
C6orf170	1.101
KLK9	0.984
GPD1L	-2.256125
VPS37B	1.3965
ATG3	0.1565
ADAMTS17	-0.573
KLHDC2	-0.568666666666667
NDUFV2	-0.057
BLK	-0.3675
MATN4	0.245
GPM6A	0.38825
GBP4	4.02566666666667
TMEM162	0.2105
PKP2	-0.686
HRASLS	1.29855555555556
MMP1	-3.2305
SFXN3	-0.478
FSD1	-2.0495
ST6GALNAC3	-2.01583333333333
CA12	-3.4951
NCOA6	0.00725
C19orf58	-0.0167
PPP4R1	0.623833333333333
MAN1A2	1.216
IKBKAP	-1.81425
UPF1	0.801666666666667
KIAA1219	0.85025
WNT16	0.837166666666667
SNW1	0.02925
IL18RAP	3.29725
RPP30	-0.678875
CDC40	1.07585714285714
SETD3	0.403333333333333
SLAMF6	1.87825
ELK4	-0.082
TRIM47	0.0333333333333333
ACOX3	1.3955
TRIM6	-2.668
KIAA0372	0.0178333333333333
TP53AP1	-1.966625
SMURF2	0.37
ADAD1	0.8845
EBP	-0.975
KRTAP13-2	0.1665
FLJ36874	-0.0456666666666667
TOR1A	-0.845166666666667
P2RY4	0.393
GPBP1	0.52475
TRPV1	-0.444125
ADAMTS12	-0.212
PES1	0.1922
ATG4A	0.627666666666667
MAGEA10	-4.80875
WFS1	-0.1875
CC2D1B	0.755833333333333
PABPN1	-0.54025
SLC25A30	-0.8285
SLCO1C1	-0.117166666666667
SLC22A5	-0.69575
KIF23	-1.22383333333333
SYN2	2.19533333333333
ASPN	6.25216666666667
CENTG2	0.841
QSOX2	-1.6366
FLJ10815	-0.0975
STK24	0.9910625
SPEG	1.7461
STK10	0.471
DACT2	1.773
AAAS	-1.02475
SSX3	-1.471125
ABCD3	0.619
C4orf12	-0.176
PARVG	1.41816666666667
FIG4	1.399
C9orf46	0.13325
TMCO6	-0.352
IGHMBP2	0.02525
DUS2L	-0.082
FAM3C	-0.10175
TMEM16D	-1.9865
DCTN4	0.19375
KCNH3	-0.048
EIF2AK2	0.0795
AP1S3	0.47325
CST4	-0.225
PAM	0.211625
NUTF2	0.00825
CITED2	0.0973
SLC39A4	-0.0615
C2orf52	-1.4095
GRM3	-0.25275
C12orf49	1.185125
CCDC49	0.06
GRAMD1B	-1.22875
FNDC4	0.933
SIAH2	-0.013875
GDPD4	0.27575
C21orf87	0.97075
ATP5A1	0.0203333333333333
C16orf63	-0.1485
LOC388135	-1.14166666666667
ATP5J2	-1.190375
MMP3	-0.6605
EMID2	-0.48
CRHR1	0.418
WDR70	-0.144
C13orf31	1.127
ZFAND1	2.175
CCL18	4.813
C3orf49	-0.103
RINT1	-0.6485
KIAA0408	-1.89516666666667
F13A1	3.9527
SLC10A1	0.8445
OGN	1.57925
GIPC2	-1.26966666666667
XPO6	-0.360666666666667
LCE1A	1.0625
FMR1	0.9028
LOC374920	-0.74325
DUSP3	-0.52775
ANKMY1	-0.20975
C7orf50	-0.701
BBS9	-0.3223
UNC119B	-0.234
C9orf72	0.523125
MGC35440	-0.09325
ENTPD6	-0.123
PPP1R2P9	0.6165
ERCC4	-0.15575
FAHD2B	-0.2805
HMHA1	0.2585
HACL1	-0.303
RAD23A	-0.123333333333333
FAM83B	0.54275
PPP5C	-0.0201666666666667
RNASEH2C	-0.59125
C9orf153	-0.34975
SCAMP4	0.601375
GHITM	0.1544
NDUFB7	-0.339625
ADCYAP1	0.0105
SP110	0.950333333333333
MAP3K7IP2	0.86525
DHH	0.0935
AGRN	0.194357142857143
WDR33	0.122833333333333
CEP290	-1.20133333333333
PRPS1L1	-2.26033333333333
KLRA1	-0.1395
GPR97	0.1725
CHD7	1.04433333333333
TLR10	2.77475
SLC30A8	0.2835
HIC1	1.10633333333333
IAPP	-0.1825
RXFP4	0.81625
GP1BB	0.43125
SHQ1	-0.331
NKX2-3	0.317
API5	-0.52125
FTHP1	-1.022
MOV10L1	0.00300000000000001
TRIM6-TRIM34	0.273833333333333
ADHFE1	1.6465
FAM117A	-0.6775
DDI1	0.252333333333333
CDON	-0.276166666666667
TRIM73	-1.836
IGKC	4.6755
MMP14	0.0620833333333334
DYNC1LI1	-0.1865
C11orf66	0.6395
TRBV3-1	-0.3815
FASTKD5	-0.02275
BIVM	0.392
LHX4	-0.17725
CXCL2	-1.2495
RAB2B	-0.653666666666667
IZUMO1	-0.000499999999999997
MAP3K15	-1.669125
FAM19A2	1.219
ZC3H8	-0.630333333333333
ZMAT1	0.17025
SPINK5L3	-2.8825
SLC10A6	0.352
APPL2	-0.232625
CARD10	0.611666666666667
LOC402176	0.14475
EEF1D	0.3452
RAB6A	0.7247
C12orf5	-1.23625
PAPOLG	-0.028
MSRB2	-0.909
BCR	1.67644444444444
PUS3	0.1595
TIAM2	2.237
ZNF317	0.127666666666667
CHD2	0.039
FZD5	-2.5495
NUDT8	-0.3525
ZNF763	0.5105
PRC1	-0.939111111111111
ABCB9	2.26966666666667
SPATA3	0.31325
TRAK2	-0.148875
STAB1	2.540625
LRRTM2	-0.3545
psiTPTE22	0.491
DBI	1.85325
SERPINA11	-3.26775
NAT5	0.23775
C20orf58	-2.2835
RPS6KA4	0.0721666666666667
FLJ90650	-0.5555
TGFBRAP1	-0.457
CHRDL2	-0.020875
FAHD2A	-0.610166666666667
CNTN1	0.25
BBS4	-0.949
TMEM181	1.9145
MINPP1	-1.1765
MPHOSPH6	0.362583333333333
HOXC10	0.0346
ITPKB	1.025125
CLPTM1L	0.069375
MEOX2	0.800833333333333
ATP6V0C	0.3735
PRPF8	-0.7465
TMC5	-1.11475
FKBP3	-1.18175
PLEKHB2	-0.225625
OR4D6	0.128
ZNF544	-0.1659
D2HGDH	-0.523625
RPL18A	-0.3102
HEL308	-0.139125
MPP6	-1.851
TCERG1	-0.903
KRT16	3.56916666666667
KLF17	-0.68025
KLF5	3.967125
CDR1	1.04475
VCX3A	-4.992
FBLN2	2.5785
C14orf104	0.2765
HBE1	-4.7612
OR4S2	0.3605
C1orf108	-0.506333333333333
ROBO4	3.4475
CPEB4	1.06825
C11orf80	0.508
BCKDHA	0.6305
MYOC	1.08575
GIF	0.4105
CKMT1A	2.3035
RPL3	0.7571
THBS1	1.07125
APOO	0.18725
ARMCX1	-0.00925
HSZFP36	1.20725
SNAPC5	-0.29175
EIF4ENIF1	1.30175
ZNF433	0.3255
TNFRSF21	-1.071
TMPRSS7	0.08
SPATA18	0.5883
HPDL	-0.6775
MKL2	0.5438
TBX3	0.117230769230769
C21orf93	-0.419833333333333
DAXX	0.8745
ELMO1	0.257375
RGS13	2.88116666666667
TAF11	0.31625
UNC13A	-2.0205
LOC653314	-0.7546
ORC3L	0.20125
IMAA	-2.123
TARBP2	-1.029
CABIN1	0.0124
TRIOBP	0.9309375
HIST1H2AC	1.0435
RGS22	-2.16666666666667
NCOA1	0.85
IL25	0.6185
SNCG	2.0565
GPR6	0.4545
AMDHD1	-2.47633333333333
CHEK2	-0.421875
C6orf142	4.531
DRD4	0.199
C14orf68	-1.37325
GDF11	-1.876
SEMG2	-0.8665
CD247	0.2595
CDAN1	-0.7285
RBMX2	-0.337833333333333
TGS1	1.4085
OIT3	1.70375
SYF2	0.50575
MCM4	1.435875
PKHD1L1	2.209375
CEP192	-0.0518333333333333
IFT88	1.18175
RPL9	0.0287857142857143
RAB32	0.078
DDX43	-2.92125
P2RX2	-0.00166666666666666
OR5D18	0.834
UBE1	0.669583333333333
SLC24A1	0.366875
ARHGAP5	0.679
CETP	-0.20775
KIAA1731	-0.498333333333333
SLC9A4	0.4315
PTPN6	1.33475
BAHD1	0.27025
GRIK3	0.1
CACNB2	-0.976
PDE10A	-0.04425
DGCR14	0.3785
PCDHB9	0.4785
RHOQ	0.223833333333333
MAP3K4	0.43975
KTI12	0.243333333333333
RPL23AP13	-2.135
GNG11	-0.79575
CLCN3	0.251666666666667
GPAM	-1.310875
VSTM2A	0.4025
SLAMF7	4.42683333333333
INTS2	-1.76725
PPP2CA	-0.2675
LRP12	2.27126666666667
SEC14L2	1.47377777777778
DKFZP586H2123	1.4965
MC3R	-0.075
CIRH1A	-0.4895
HIST1H2AB	0.199333333333333
POLH	0.193625
MGC16703	-1.75233333333333
SNAPC2	-0.161
FILIP1L	0.67825
RASGRP4	0.1135
LRRC1	2.4325
GAS1	0.58575
PRAC	-0.86325
DGKA	1.87683333333333
NT5C3	-0.40925
PEG3	2.45041666666667
NADK	-0.1195
PRR17	-0.81375
LOC374569	1.43025
SGSH	-0.439
NLRP8	0.3225
GALT	0.4541
MCF2	-0.6985
ZNF263	0.688
TACSTD1	2.311
TYR	-6.4864
ATP6AP2	0.603
RNUXA	-0.033
ABHD10	0.2947
GDPD2	-0.4275
SLC35C1	-0.3035
UBE2A	0.74725
HERC5	-0.739166666666667
FAM112B	-4.37116666666667
FBXL16	2.0485
DKFZP434A0131	-0.40975
ELA3A	-2.5155
RBM41	-0.794875
HAO2	0.10775
RNH1	-0.441375
SHANK2	1.04183333333333
OSBP2	-0.713875
DAK	-1.0885
C3orf58	0.63225
TCL1B	0.499
KBTBD2	-0.1595
SUGT1L1	-0.1775
UBE2E2	1.52316666666667
MYL9	2.013125
CDC23	-0.873166666666667
PBXIP1	1.9836
CXorf40B	0.219
NBL1	2.24725
RTBDN	-0.329
RAB11FIP5	0.232875
TTTY13	0.046
SCOTIN	-0.256666666666667
SOHLH1	-0.801333333333333
CDKN1A	-1.00907142857143
NCK1	0.978
ZNF550	0.70475
SAPS3	0.0678333333333333
SPIN3	-0.535833333333333
MAGEE2	2.4265
MIS12	-1.18066666666667
OR8H2	0.4265
KIAA0774	-2.48
UNC5D	-1.7415
CUL7	-0.469833333333333
LIPC	-3.61733333333333
DIO1	2.893
C20orf11	0.6238
CTRL	-0.4695
HS3ST2	1.53
PAK4	0.6165
CCRL1	2.4715
RNF10	-0.08425
ZNF567	0.9365
ZNF660	-1.087
TCEAL3	-0.45925
MAGOH	-0.899166666666667
CENPB	-0.015
C19orf7	0.625375
LOC388965	-0.3535
ZCCHC13	0.5245
JMJD1A	-0.8153
HIST1H4H	0.419
TBRG1	-0.2753
GPC3	-4.497
TAF1C	-0.257125
EBNA1BP2	-0.488166666666667
CIAPIN1	0.1335
PDGFRA	-0.0393888888888889
CSTB	0.729
CENPI	-1.447
GTF2E2	-1.15633333333333
RPP21	0.0625
CCNF	-0.298333333333333
KCNQ3	2.3045
FAM79A	1.94775
SLC22A12	0.227
NOVA1	-1.40416666666667
FZD3	0.2337
AKAP8	0.3435
SOCS5	0.40225
CFDP1	0.067
DLG5	0.01675
PGM5	0.256333333333333
C1orf144	0.648333333333333
HDAC10	-0.42
RND2	-0.975
C20orf199	-1.12025
RNMT	-0.33225
SLURP1	1.621625
ASTN1	-0.300625
SH3BGR	2.8935
MYCL1	-0.706125
ZHX1	1.70383333333333
CENPK	-3.1945
FOSB	1.4112
LOC643406	0.92175
C2orf59	-1.577625
TMEM135	-1.037125
SLC27A2	-4.347
KRT33A	1.657
OVOL1	2.645125
PAMCI	-1.11016666666667
S100A7	4.321
ZNF789	-1.2805
HARS2	0.02075
RPL23A	-1.19016666666667
TCF23	0.14525
UPF3B	-0.447875
C17orf78	0.5
HLA-DOB	2.177
C14orf142	0.664
TEKT5	0.4455
DMWD	0.1395
POLD1	-1.46466666666667
GSCL	0.1275
CALD1	0.3693
SCRT1	0.0946666666666667
AIG1	0.51825
UNC84B	2.66125
ZNF404	-0.2445
TMED6	-3.281
KIAA1462	1.0885
LRRC27	1.10866666666667
PYGO1	-0.517
PIGU	-1.00983333333333
ALAS2	-3.91833333333333
WRNIP1	1.239375
CNNM3	0.36
ZNF2	0.24
ST3GAL5	-1.14058333333333
MRPL23	-0.8655
TSSK6	-0.0345
PSMA6	-0.2855
C16orf70	-0.61575
KIAA1602	-0.38425
ALMS1	-0.400333333333333
DCN	1.81425
TMEM132D	-0.80575
SUCLG2	0.36975
ABHD14A	-0.529
DEXI	0.136333333333333
AMPD2	-0.4085
IFNAR2	1.32583333333333
CYB5A	-0.6123
TLOC1	0.1235
NXF5	-0.825166666666667
NRBF2	0.247375
KCTD3	0.108
ITGAE	-0.757666666666667
SLC30A3	-1.95933333333333
ZRF1	-0.536
IFRD2	-0.35175
XAB1	-0.29275
PYCR2	0.000166666666666667
SERPINB3	-2.7215
TMLHE	0.1614
GEFT	-1.690125
ABCA5	-0.53725
EMR4	0.255166666666667
TSFM	-0.1865
HIST3H2BB	-0.18675
ARHGEF19	1.83425
TSPAN17	-0.174666666666667
ABCC8	-1.1685
MAP1S	0.196833333333333
C22orf36	0.0165
BNC2	-0.879571428571429
HIST1H4A	-0.33875
NDUFS3	-0.876833333333333
WDR3	0.219833333333333
XKR4	-0.6555
TTC33	0.2285
STMN2	2.44775
CPN2	-0.995333333333333
HSPC105	2.66425
PCOLCE2	-4.13725
C3orf55	2.4525
KLHDC9	1.3925
TBC1D23	0.082625
ATXN2L	-1.01025
MAP2K3	0.1635
SCAP	-0.03725
ZNF486	-0.366666666666667
C20orf96	-0.49175
NARS	0.35175
ADAMTSL1	-0.893785714285714
PRCC	0.668833333333333
CCDC126	1.24466666666667
ZNF675	-0.49175
CALCOCO1	1.15225
ANKRD43	-0.169
CWF19L2	0.381
ZBTB32	3.17683333333333
BRAF	-0.1485
ODF4	0.279
MGC14376	-0.176333333333333
HORMAD1	-1.39916666666667
AAK1	0.00483333333333333
PEBP1	1.13925
TNFSF5IP1	0.298833333333333
DKFZp564N2472	0.7935
RMND1	-0.353375
IGKV1-5	5.11375
COL1A2	1.17275
SERPINA5	-4.1795
AANAT	0.599
C19orf21	-0.054
GEMIN5	-0.5805
UBR4	0.580833333333333
LTBP3	0.508333333333333
AMHR2	-2.28433333333333
PROCR	-2.27875
MYBBP1A	-0.536
C20orf39	-0.467333333333333
ZNF697	-0.177
PASK	-0.1227
ZNF776	0.417666666666667
RFXDC2	-1.00275
KIAA0467	0.7945
C10orf96	-2.32225
ZNF503	-0.57
GULP1	-1.56841666666667
KCNE4	-1.50033333333333
DKFZp434K191	-1.24
LOC196913	-0.113
BHLHB4	0.2185
CH25H	0.17925
LOC81691	-1.34716666666667
ALPL	0.0805714285714286
COL12A1	0.518625
FOLR3	-0.00466666666666671
GPR123	-0.1135
TRIM62	0.156
ABLIM1	2.19033333333333
MAST3	-0.481
RHBDD1	0.204666666666667
LOC338809	-0.051
RYBP	0.3845
TTC26	-1.54225
ZNF22	0.7835
ISCA2	-0.555
RDM1	-3.77575
PIGM	0.54725
GNB3	-1.151
ACTR2	0.572
HMGB1	0.52325
EDG1	3.167
SOAT2	-3.0615
OR10AD1	0.4025
RAP1GDS1	0.408416666666667
LCE1F	0.492
ESM1	-2.4445
RCN3	1.049
CREBL1	0.0475
DBNL	0.607666666666667
PTGER3	0.905875
USP30	0.0676666666666667
BCL2L12	-0.520833333333333
KIF26B	2.4195
ZNF416	0.82225
ZNF225	0.082
C17orf70	-0.81375
ZNF554	1.62325
RAE1	-0.6515
TNIK	-0.129166666666667
ACTN3	1.2545
MGC45922	0.173
CCNA1	-1.1575
RYK	0.670833333333333
IL26	-0.027
LRP3	0.5025
QARS	0.40075
SOX7	1.53771428571429
BID	0.242125
OR2S2	0.2675
CXCL14	2.9195
C11orf47	-0.2125
MGC29891	1.9035
HSPB8	-0.1473
PRDM14	-1.6395
NUFIP2	0.081
MNAT1	-0.587375
ZDHHC2	-1.3355
MBNL2	1.537375
ADD3	1.2225
CSNK2A1P	-0.55875
KLK6	4.28783333333333
TMEM111	-0.3886
KIAA1279	0.40575
NUBP2	-0.336833333333333
RAB42	-1.2695
ID3	-1.4681
TM9SF1	-0.499
MDP-1	-0.687
POU4F2	0.1605
IQCK	0.8885
C16orf14	-0.99675
CAPN3	-0.71975
FAM43B	0.498625
RECQL	-1.284
AP1G1	0.159642857142857
CTNNBL1	-0.666
ECHDC1	0.340833333333333
SMARCC1	0.6228
FOXQ1	-2.01825
GNAI3	0.494166666666667
POLG2	-2.08025
CD4	1.376125
ITLN1	-0.50825
EBI2	6.04775
IRF1	1.2535
PTPRE	1.2767
PTK2B	0.266
NXNL2	-1.993
SOX4	1.43227777777778
TSPAN3	-0.528166666666667
SH2D1A	-0.473166666666667
C8orf58	-0.748333333333333
USP20	-0.91525
DUSP22	1.12533333333333
CALB1	-2.82266666666667
L3MBTL2	1.25208333333333
MCRS1	-0.586
TMEM118	-0.61
C18orf8	0.688833333333333
FLJ10241	-0.0545
GJA12	1.4705
PKD1	-0.00499999999999999
ZFP3	0.9045
JAM3	-1.473375
LAPTM4A	2.0299
DIRC2	0.5545
KIAA2022	1.85583333333333
MYOM1	1.6745
TRPM8	2.66083333333333
MOP-1	0.63325
PHKG2	-0.77375
ZNF650	0.216625
KIAA1522	1.31825
PSG8	-1.61583333333333
DDX19B	0.2085
MOBKL1B	-0.38825
DIAPH2	-0.134833333333333
PTPN12	0.76775
CLN8	1.2841
CRYZL1	1.15383333333333
CRY2	0.348416666666667
FCGR2B	4.39983333333333
PNPLA4	-1.229625
ZNF454	2.638
DKFZp434B1231	0.09825
CLDN11	0.3253
RFWD2	1.08033333333333
CIB2	0.624166666666667
MXRA8	2.897625
HRK	-0.253
MAML2	2.0405
C4orf31	-1.81925
C6orf192	-0.82275
COG6	0.676875
FAM5B	0.0575
NFATC1	-0.0546
SEPT10	-0.87725
SCYL1	-0.0431
RPP40	0.205
SCOC	0.8145
KIAA1450	0.09725
CTDSPL2	-0.22875
TBX5	1.54233333333333
NAPG	-0.048625
RHD	-4.19775
C14orf45	0.5365
ZBTB22	1.602
PLCG1	-0.712
ANKRD10	-0.945
AQP7P2	-1.38777878078145e-17
TAGLN2	1.113
HTR2C	-1.54283333333333
SLC16A7	-0.417666666666667
C17orf83	0.03325
TSGA14	-1.05458333333333
MDH1	-0.00675000000000001
PPP3R2	-0.0121666666666667
DCBLD2	-1.70971428571429
RBM33	-0.80475
DPH3	-1.66375
SYT10	-1.39816666666667
FMO4	1.9915
THYN1	-0.6275
DRD5	-1.9065
OTOR	0.152125
PGRMC2	0.0678
KATNAL1	-0.94775
PAQR6	1.413
UBE2I	-0.18825
C14orf28	-0.2735
C8orf70	1.379
FLYWCH1	-0.284875
ANGPTL3	-1.63625
GLRX2	0.320666666666667
ATP11A	0.61
ARL5B	0.015125
MUC16	3.058
SLC25A5	-0.402642857142857
ACRC	-0.45
MYO1C	-0.45325
FAM89B	1.34533333333333
FAS	1.460875
KIFAP3	1.43225
GLRA2	-1.1555
BTN3A2	0.6207
CNKSR3	2.98725
CSTF3	-0.599333333333333
ARPM1	0.54925
KIAA1530	-1.11
C9orf150	-1.06916666666667
PRKCI	0.6545
tcag7.1015	-1.41275
SOD3	1.93475
ZNF574	0.7195
CYP21A2	-0.539
RPL12	-0.506
COMMD2	-0.2325
WIZ	0.29725
LOC344405	-1.95425
ALDH4A1	0.378352941176471
CRYAB	4.13175
COPA	0.8316
PCDHGA7	0.0985
KIF11	-1.05225
RASD2	2.718625
SLC26A3	-0.271
ZNF175	-1.623
JAKMIP2	-2.37625
C8orf4	0.7645
PTHLH	-0.2385
SLC40A1	1.26466666666667
OR7D4	0.383833333333333
PCDHB17	0.8065
CD36	2.829
C6orf203	1.5445
PRKG2	1.655
LOC400566	-0.38325
ANAPC13	0.06725
SLCO3A1	0.98575
ZNF692	-1.0115
FANCL	-0.8215
SH3GLB1	1.31325
C12orf61	0.3815
KBTBD6	0.97
SUPT5H	0.275
XRCC6	0.4589
HUS1B	-0.0164
FAM133B	-0.142642857142857
LOC728276	-1.393
KCTD18	0.57075
SOS2	1.409
CCDC99	-1.00175
C1QTNF5	3.674
NNAT	-0.273166666666667
USP16	0.94675
LARS	-0.391625
ZBTB2	0.99825
ABO	0.515333333333333
TRAF3	0.0815
GALNT5	-4.0535
NAP5	0.005875
ALG14	1.48766666666667
KIAA0515	-0.543653846153846
WDR75	-0.844333333333333
TEX261	0.599083333333333
LY86	0.361
LOC389072	-0.916
FLJ13611	-0.07875
MRGPRX2	0.399
SNRPA	-0.80925
OR2G2	0.2745
GPRASP2	-0.0385
C7orf42	0.1689
C9orf163	-0.606
CYP11B2	-0.239
FCRL3	2.88766666666667
PRDX1	0.91975
FGB	-6.89683333333333
COX17	-0.541
C16orf33	-0.55875
PIWIL1	-0.0025
FOLR1	0.944166666666667
KIAA0082	0.0805
FREQ	0.0298333333333333
TMCC2	1.9635
TCF12	-0.323583333333333
ZNF721	0.36875
FAM130A2	0.5595
POU4F1	2.6345
SNRPF	-1.107625
SGIP1	1.21133333333333
ZNF641	1.47966666666667
EMG1	-0.426125
PRRG4	0.327
HIRA	-1.1405
MYNN	-0.1215
AEBP2	-0.513166666666667
TBXA2R	0.986166666666667
ISL2	-1.282
PCDHB11	1.163
RNF144A	-0.143875
MARCH5	0.69925
DULLARD	-0.424666666666667
DCLRE1B	-0.4715
ITGA8	0.73125
TP73	0.019
PRKCD	0.879
NDUFB4	-0.2335
ATP13A4	1.4895
ANTXR2	-0.720166666666667
COL4A3	-0.4895
MYO10	-0.838
SLC6A18	0.38325
PEX1	-0.2225
TMEM74	-0.472666666666667
RBM19	0.08775
TAPBP	0.6036
RUNX1	-0.648125
MID1	0.7855
GPR64	6.17316666666667
RASEF	1.7685
GABRG1	0.422285714285714
MYO16	-0.9785
DBF4	-1.25216666666667
TSHZ2	3.214
RIPK2	1.4825
PPTC7	0.088
KIF4B	-0.441
LRRC31	-0.093875
ZNF540	1.71475
EFNB3	0.188166666666667
LOH12CR1	0.03575
STON2	-0.2185
GLP1R	0.28575
CSTF2T	-0.7195
IREB2	-1.14175
GRSF1	0.2785
PDCD7	-0.221666666666667
LRRC43	0.6235
CNR1	0.4735
IL1F7	-0.2095
C12orf64	-0.42175
FAM69B	-0.80575
NR2E1	-1.41916666666667
MS4A6A	2.8722
FTL	-0.4429
C7orf36	-0.3095
PCLO	-0.2475
DYRK2	1.09966666666667
ARIH2	-0.083875
SAMD7	0.201
SCNN1D	-1.07925
SLC32A1	-0.856125
C22orf25	-0.077
MRPS18A	0.3189
GPR112	-0.344
EARS2	-0.6585
ERN2	1.0835
ATPBD3	-0.124166666666667
PRH2	-0.487
CDKN2D	0.760833333333333
PGLYRP2	-0.88325
TRIM40	-0.01625
SEC14L3	1.06366666666667
SLC22A1	0.65725
BTN2A3	0.05525
RASA4	0.768
CCNL2	-1.11375
MYBPC3	0.616
GJA4	3.2905
CDC42SE1	1.30275
TRPV2	-1.5375
MYPN	-4.2182
SIM1	0.432
CDADC1	-0.649583333333333
ZFHX4	2.893
NIBP	1.82083333333333
ADAMTS19	-2.56625
ABTB2	-0.159
TSPYL2	-0.1205
EIF2S3	-0.8006
SOX30	0.3405
AP2A1	-0.440666666666667
DKFZP564O0523	-0.344333333333333
LOC285398	0.24975
CDH18	-4.9705
CHL1	-0.122375
GATS	0.0138
TBC1D2B	0.337
OR1J1	-0.071
GSN	2.27233333333333
DPCR1	0.062
GARNL4	-0.1545
SMARCA5	-0.38775
PLEKHG3	0.768666666666667
ZBTB45	0.543
FRMD6	-1.203
PLS1	-0.1975
DGKZ	0.411
EFNA1	1.3238
WDR85	-1.028625
ANK2	0.634
PAGE4	-1.356
SENP6	1.55016666666667
AKR7A2	0.119333333333333
FKBP10	-2.7565
VEGFC	-2.02866666666667
LARP1	0.14825
SRBD1	-0.76475
ITGB6	2.49625
SLC1A2	-0.983142857142857
INVS	-1.36483333333333
MPO	2.212
MOBKL3	-0.2589
CUTL2	-1.652625
KLK2	0.0111666666666667
VIM	-1.21625
REG1B	0.225
PCDHGC4	0.0305
C3orf34	-1.29183333333333
SUMO3	1.747
CST9L	-1.31025
MLL4	0.97325
SPR	-0.4215
SAMD9L	0.8375
ABCE1	-0.0275
