Hybridization REF	TCGA-A8-A06T-01A-11R-A00Z-07
CTSF	2.34775
BNIPL	3.72475
GNA13	-0.464375
HUNK	-0.15
ZBTB4	1.940625
B4GALT4	-0.034
CHD1L	-1.219875
MSTO1	0.575333333333333
FUT8	0.611461538461538
AGA	-0.11275
TRMT11	-0.875666666666667
WWP1	2.53316666666667
B9D2	1.0685
STAT1	2.272125
PTTG1	-2.36733333333333
TMEM62	2.1875
SSBP2	0.577
MRFAP1	0.406416666666667
NME4	-0.454875
LOC55565	1.0175
DLL4	1.48475
MYOCD	0.013
HTR3D	0.3095
C9orf156	0.821
CHMP4C	2.56666666666667
PROCA1	-0.96475
GCDH	0.9015
APOF	-2.08533333333333
WEE1	0.173
SSR4	0.18875
RGS1	6.2265
ACCN4	-1.8995
FLJ20489	1.051875
ZNF215	-2.83733333333333
AGPAT6	0.19325
PDE7B	-1.47025
BBX	0.51
MS4A3	-4.06266666666667
OR4A16	0.4995
EFEMP1	0.52375
TULP2	-0.882833333333333
RERE	0.9465
BNC1	-3.3045
PIGB	0.7665
COMMD8	0.03675
TRIP11	0.0921666666666667
FLJ40142	0.20275
PCDHB6	-0.484
FKBP8	-0.622166666666667
FLJ12716	0.4735
POT1	-0.2385
KIAA1109	0.0133571428571429
PTPRC	0.673333333333333
UNQ9391	0.493
CCT7	-0.199833333333333
EEF1A2	0.78775
MIPEP	0.04825
ZFX	0.8183
UCHL3	-1.144375
LOC388419	0.048
GSG1L	-0.0665
RAB24	0.31025
SLA2	0.147
SDS	2.75383333333333
LYPLA3	0.079
CASQ1	0.607
SLC25A40	-0.942666666666667
IRAK1BP1	0.03025
ACOT6	-0.20825
COL9A3	-3.9365
ASB11	0.549
C2orf18	0.502
FOXD2	2.42925
C6orf211	3.3585
OR8G1	-0.180333333333333
MDGA1	1.69525
ADARB1	-1.08425
GGT1	-0.987
WNT1	0.3246
DBP	0.299625
COL5A3	2.58275
RHOD	0.70225
COL4A2	0.873
LOC201164	0.97825
HEBP1	3.359
LUM	2.123
ZCCHC6	-0.3335
PAGE1	-3.3655
DTX2	0.4555
SLC7A13	3.63775
H3F3A	0.935285714285714
RABIF	0.764375
D4S234E	-2.83616666666667
DYRK3	-0.7585
PFAS	-0.777333333333333
ALOXE3	0.0796666666666667
RPLP0	-0.132357142857143
RBM34	-0.0635
C12orf28	2.3725
U2AF2	-0.293333333333333
MKNK2	0.129
SEC16A	0.250333333333333
ZNF44	0.1153
YWHAG	0.790625
IGF2BP2	-2.85483333333333
OR1D5	0.054
SIX6	-2.90125
CCR6	-0.423
PALM	0.6115
PUM2	-0.0616428571428571
SPRYD5	-1.627
ALG10B	0.320625
ZNF365	-0.5265
PHC1	-2.428
KIAA0913	0.10075
ARX	0.352125
PPP3CB	1.04066666666667
IRX6	0.1073
ANGPTL4	-1.7353
LSM14B	-0.2757
PCDHGB7	-0.234
INSM1	-1.18075
WBP2NL	0.469
ZNF493	-0.1040625
NGEF	-2.4475
RNASE13	-0.3015
SPPL2A	0.855
SFXN1	-1.002
FAM102A	0.914
SAPS2	-0.24525
JTV1	-0.268
OR51B4	-0.8215
SCGB1A1	0.273
NEUROD2	0.268714285714286
tAKR	-0.13675
C1orf26	0.67475
RICH2	1.115
TEDDM1	0.22975
CYP2S1	-1.0085
TBCE	-0.607333333333333
MAPK1	-1.22125
HDHD1A	-0.21825
MRM1	0.2245
ATP9A	0.204642857142857
HSD17B3	-0.022
HN1L	1.35075
RNF216	-0.30525
HOXD12	-0.249
PPP1R14B	-1.6125
SBF1	-1.04275
TAS2R42	0.939
USP46	0.634333333333333
LILRB3	1.9545
SPI1	0.8295
OXSM	0.50325
GYS2	0.497
NUPL2	-0.2225
C8orf46	-2.03025
SF3A1	-0.5972
C21orf99	2.407
HOXB4	0.348
YRDC	0.18125
GPRC5D	1.068
BLVRA	-0.282125
KIF12	3.994
LRRC23	0.68225
FAM14A	1.19116666666667
RASL12	0.80625
DAZAP2	1.7585
IKBKB	0.775928571428571
ZNF271	1.31583333333333
BOK	0.6285
CXorf6	-0.606
MYEOV	0.49625
BTN2A2	0.3506
FRG1	-0.093
HSP90AB6P	0.35375
ENOX1	0.590666666666667
ZNF706	1.2107
DOK1	0.4179
PGAP1	-1.84525
TMEM136	-1.171
FSCN1	-2.20475
KIF17	-0.00325
TRIM66	0.419
CBR3	-0.208333333333333
C13orf24	-1.14716666666667
C19orf52	-0.2095
BNIP1	1.05125
AQP3	-1.0645
KRT6C	-2.9545
SIRPA	-0.540583333333333
IGFBP6	-1.319
PLEKHK1	-2.1235
RNASE7	-0.538
ARHGEF15	0.60125
NPHS2	0.2895
SRD5A1	-1.54575
REXO4	-1.07975
EEF1DP3	0.26975
SLC37A2	-0.785
ZNF142	0.477
ANKHD1	-0.965
MUT	1.056
VPS37A	-0.87125
GPRIN1	-0.66175
SLC38A3	-1.722625
BAZ2B	0.46425
WDR87	-0.120833333333333
BRD7	-0.2995
POU6F2	-0.5625
NISCH	1.255625
TCEB1	0.6675
LINGO2	-2.623
TAX1BP3	-0.401
RPL34	-0.162
MARK2	0.518
AKAP12	-2.5055
AMBN	-0.2315
SLC25A27	-2.61633333333333
FLJ21865	0.40225
KIR2DS2	0.7725
WDR77	-0.96025
ATF2	-0.566083333333333
ITFG3	0.103333333333333
SLC39A13	0.9025
ARL6IP5	1.355875
C10orf137	-0.057625
QTRT1	-0.170833333333333
CCNT1	0.056
DYNLL1	1.1467
WDR53	0.49375
LIPG	-0.601
ASAH3	0.332
HELB	-0.64325
PHACTR2	-0.854875
VENTX	-0.5365
LAD1	-1.38233333333333
PAOX	2.50775
MAPK8	-0.139
CCDC38	0.468
DNAJC8	-0.5174
RBBP8	0.805
WNT11	-0.2728
KCNJ12	-1.42783333333333
HDAC8	0.0595
STARD4	-2.49
ACVR1	-0.320333333333333
C14orf65	-1.12
KLB	-1.345
C1orf65	0.48625
ZFYVE28	1.292
NSUN6	0.18775
KIF27	-0.315166666666667
SYTL2	0.156666666666667
UBXD2	0.1146
OR6T1	0.2265
CCDC91	0.679
GRID2	-0.0655
CALN1	-1.011875
ZNF423	0.129
PSMB4	-0.1345
XPNPEP3	-0.43
ARPP-21	-3.075
SART1	-0.4955
RACGAP1P	-1.1255
SPTA1	-5.2775
C6orf113	0.640833333333333
C7orf16	-2.5745
CHST7	-1.0475
C21orf29	-0.261333333333333
SEMA6D	-1.751375
PCMTD1	2.28675
KIAA1754	-0.972166666666667
MYCN	-1.155375
KCNJ3	-0.648666666666667
MAPK13	1.3855
ERO1LB	-0.20075
NTF3	-1.64233333333333
NKX6-2	-0.65625
GTF2B	0.68575
GSPT1	-0.600166666666667
GUSB	0.383666666666667
LOC221091	-2.191
LIG1	-0.40925
EXTL3	-1.06066666666667
NID2	-0.94275
TTC29	-0.427
TMEM97	-0.94725
EXTL2	-1.25466666666667
SUZ12	0.05075
IL1F8	-0.201
KRT18	0.692454545454545
MRPS16	0.210333333333333
PI4K2B	0.05
LACRT	3.1055
OR51F2	0.492
JMJD2C	0.522
KGFLP1	2.2755
CDK5RAP3	0.2949
YTHDF2	0.6275
GGCX	1.266875
ARPC4	-0.07525
EGLN2	1.414
KBTBD4	0.641857142857143
ROBO3	-1.5303
DEFB118	0.2655
KIAA1543	1.5505
RTCD1	0.0391666666666667
MZF1	0.89175
C18orf26	0.33
CNIH4	-0.383166666666667
ZFP2	2.90266666666667
HTATSF1	0.761
WFDC2	3.849625
NDUFA7	1.1945
TTC22	0.421
FAM40B	-2.954
DCPS	-1.93625
SH2D1B	-0.5885
MRGPRE	0.326
SBK1	-0.0655
UNQ6411	-0.132
OSBPL9	-0.91675
NUP107	-1.10525
MYOZ3	0.0489
PDE4B	-1.72025
FAM113A	0.1985
IDH3G	-0.0436666666666667
FBXL7	-0.39475
ARFGAP3	-0.36875
MAPRE2	-1.29015384615385
IL1RN	-0.1045
KIF13A	-0.6585
RAC3	-0.515
TCTE1	-0.2945
TMEM14B	-0.177666666666667
ADIPOR1	0.5645
GRINA	1.49
CLIP4	-1.972
LRIT2	0.739
TFPI	-3.42792857142857
FABP6	-2.11175
SLITRK2	-0.2591
HKR1	0.9885
SMTN	-0.67925
C1orf75	-0.303
CD209	0.427125
CYB5R2	-0.90675
DNTTIP2	-0.127333333333333
CSGlcA-T	0.021625
GABRB3	1.20575
PCBD1	1.65616666666667
TAF3	1.04241666666667
HOXD3	-0.2255
GIPC3	-0.168166666666667
P11	0.3889
BFSP1	-1.58
LCP2	0.6645
TAS2R8	0.062
SEZ6L	1.846
NR2C1	-0.801125
EXDL2	0.638
TNFRSF13B	-2.23483333333333
MKI67	-2.178
GLS	-0.567333333333333
C7orf54	-0.6231
LGALS13	-0.257
IL4R	-0.921
SEC11A	0.0808333333333333
SPP2	0.610833333333333
C18orf32	2.47775
CLSPN	-1.83883333333333
SPAG1	1.153375
C9orf82	0.1445
TM4SF1	-0.661083333333333
EMILIN2	-0.3615
SMG7	0.410833333333333
TAS2R13	2.802
ZNF628	0.044
DZIP1L	-0.874333333333333
ANKRD13A	0.3671
VASP	0.95625
ZCCHC11	-0.6955
SYPL1	-0.16775
MGC34774	0.28225
C4orf28	-0.230125
KIAA1211	-0.210083333333333
RPS27L	-0.1035
TATDN3	-0.0035
PDCD1	0.8995
OR5P2	0.8305
IFIT1L	0.602
MIPOL1	0.165
OR51D1	0.50275
C1orf92	-1.09166666666667
LAMP2	0.620166666666667
CAT	-0.0376666666666667
C16orf80	-0.91725
C15orf32	-0.055
ZNF746	0.12025
C1orf76	-2.8415
ATXN1	-0.06525
LAMC2	-1.5475
SLC2A7	-0.409
CPOX	-1.56625
APH1B	1.17066666666667
LOC442245	1.308
CTNND1	0.475277777777778
GABRG2	-0.33975
MADCAM1	-0.129333333333333
F5	-2.675
SEMA4F	0.121833333333333
NUDCD3	0.676875
PDZD11	0.96
TRIML1	0.746
GCNT3	-2.47383333333333
TMEM120A	1.19
CNDP1	1.2885
N4BP1	-0.190125
SLC35F2	-2.767125
LCP1	-0.847666666666667
IGBP1	0.0722
DCAKD	-0.053
ELA2A	-0.807
C12orf56	-2.054625
PITRM1	1.00907142857143
GUK1	0.358166666666667
RASSF8	-1.06875
OR2A14	-0.1115
ADM	-1.97211111111111
FGD3	3.30133333333333
GHRHR	0.4015
RHPN2	-0.12525
C4orf39	-0.796166666666667
VPS72	-0.41775
SERF2	1.39816666666667
CD22	0.131
CD47	0.5685
PPIC	0.758333333333333
IMPDH1	-0.385916666666667
ACP6	0.340666666666667
PRKACA	0.09875
PPP1R1A	0.891125
TRPV3	-0.34975
ASXL1	-0.662875
C17orf55	0.791166666666667
FXYD1	-0.0111666666666667
LMOD2	0.1435
ANKRD33	0.4325
LCE2C	0.927
ZNF620	-0.8535
DKFZP566E164	-1.61775
VSIG2	-0.5025
KIAA1128	2.28875
USO1	0.0713333333333333
NUDT4	-0.662785714285714
CLDN1	-2.5205
OR4Q3	0.0385
FASTK	0.251166666666667
ICOS	1.637
LDB1	1.5455
GSTA5	-0.561
ABCC1	-1.74266666666667
FAM54A	-2.76275
PCBP2	-0.725666666666667
NUP205	-1.00975
ACTA1	-1.63516666666667
GABBR2	-1.5535
PIP5K1B	-1.99316666666667
AGXT	-1.9235
RNF181	1.366
ATP8A2	-2.09875
AFTPH	2.177875
FGF21	0.49325
FCER1G	1.669375
SNTB1	-2.0175
SLC24A3	0.036
TXNL4B	-0.1888
RPL10L	-0.549166666666667
LOC389517	-0.16835
TSGA13	-0.2625
SHOX2	-0.51
ITGA7	-0.6961
KCNIP2	-0.0808333333333333
KLF13	0.3656
ZFAND2A	-0.1015
CEACAM1	0.289714285714286
PFKFB4	-1.76116666666667
MED19	0.70725
LRRC57	1.08416666666667
RNF11	0.59575
ANKRD32	-2.127
P117	0.57175
OBFC2A	-1.28616666666667
POLD3	-0.933083333333333
RAB18	1.77375
TPH2	0.118666666666667
PHB	0.0204
JDP2	0.412666666666667
MORF4L1	-0.1752
POU2F1	-0.5135
CNNM2	-0.556416666666667
LOXHD1	-0.0846666666666666
ZC3H15	-0.79375
ELK3	0.5975
FAM111B	-0.67075
CBLC	3.68816666666667
SBNO1	0.107
ANKMY2	-1.001
PLEKHA5	0.317
DHX58	2.68016666666667
ARCN1	-0.235833333333333
TREML1	0.0348
KNCN	-0.215
SEC24A	-0.329
PSCA	-1.03575
MGC24125	0.890666666666667
DNA2L	-1.16575
CIB4	-0.1435
HIGD2A	0.514833333333333
TBX6	-0.208166666666667
TTLL5	-0.844
SGK3	1.10416666666667
GCN1L1	-0.189
AMOT	0.3641
LDOC1	-0.4995
NRK	-0.615333333333333
ASB9	-3.7855
NAT1	4.1444
TRAFD1	0.7545
PEAR1	0.6325
FAM36A	1.003125
OR1S2	0.6465
LOC388323	-1.84325
PGS1	0.135
LEPREL1	-3.886
TFF1	-4.15375
HAP1	0.46875
EPHB2	-1.13525
ACTG1	0.666666666666667
ZFP42	-1.30416666666667
HAVCR2	0.1233
NME1	0.043
SNX26	0.0854166666666667
LACTB	0.4695
ZKSCAN2	0.696
C5orf35	0.614
ANKS3	0.13975
RBM28	-1.00825
DKFZP586P0123	-0.66325
HNRNPA1	-0.214166666666667
BCAS3	-1.28116666666667
FLJ20184	0.2565
POLA2	-1.17166666666667
TMC7	-1.37183333333333
HSD17B6	2.3605
ZNF658B	0.981333333333333
TTTY10	-0.244666666666667
RANBP9	0.708083333333333
CPNE7	-1.70416666666667
EVL	3.30064705882353
LNX1	1.15141666666667
IFNA21	-0.0473333333333333
CFD	2.0615
PYCARD	1.22033333333333
MYBPC2	-1.651
ENPP3	-1.659
ACSL4	-2.38425
LOC440258	-0.653
TMEM176B	4.086
SOX2	-5.136375
SCO1	0.2765
COMT	-0.13475
AOC2	-0.162
PDLIM5	1.35928571428571
SPHK2	0.656833333333333
NXPH2	-0.407
GPR108	0.857
RAD51L1	-0.0108333333333333
TMEM54	-0.20775
LETMD1	-0.568777777777778
SLC6A17	0.11325
KRT75	-0.475
STT3B	-0.823833333333333
CD3EAP	-0.189333333333333
TMEM63A	0.58875
DUSP13	-1.57525
CD1C	-0.737166666666667
LASS2	1.114
AVP	0.6665
PITPNM1	-1.8935
FLJ22795	-0.7905
MCTP1	-2.64775
TRIM68	0.522666666666667
UCK2	-1.2815
ABHD1	0.7625
FAM50A	0.5245
RNASEH1	-0.819
PCP2	2.58233333333333
OR52H1	0.3045
C20orf149	0.6555
RBP5	3.31283333333333
HYAL3	0.4675
CLPB	-0.823
SMNDC1	-0.12675
DONSON	-1.8215
FLJ27523	-0.0115
BARHL2	0.244666666666667
SLC30A9	0.236666666666667
TMPRSS11B	-0.44925
E2F8	-2.3745
CCDC25	-0.7635
C14orf48	0.1135
C20orf116	1.38975
TSPAN11	0.7665
YIF1B	-0.596166666666667
FAM12B	0.37825
OR1L6	0.356
HPN	1.4988
NBN	1.156
C14orf94	0.1625
OCLM	-0.042
ZSCAN18	-0.8183
L3MBTL	-0.247
TSTA3	1.24516666666667
RAC1	0.179
C19orf15	0.146666666666667
NFE2	-5.269
KLK14	0.459
ARSF	0.03
MAST2	0.2255
AMICA1	2.155
GTF2A1	0.07325
ATP1A3	-0.23175
TC2N	0.943
PNKP	0.21925
ODZ2	-1.183875
MATR3	0.46175
S100P	-3.784375
KRT82	0.2185
CA13	-0.948333333333333
PROZ	-1.78683333333333
AASDH	0.4455
C19orf40	-0.313
DCK	-0.345461538461538
FAM5C	-1.972
SLC6A4	-0.0395
MID1IP1	-0.2025
TESSP5	0.2735
TMOD4	-0.790666666666667
DOCK2	-0.915666666666667
TUG1	-0.323125
NUP214	-0.997
DPYSL2	-1.22422727272727
GOLM1	1.098
MPFL	0.2495
SOX13	0.636
SDCCAG8	0.8573
KEL	-2.32016666666667
NUP210L	-2.015
GK	0.6
DNAJB1	0.84675
ALPK3	-0.431
CHID1	0.5998
CYLC2	0.217333333333333
IKZF5	1.23575
C8orf51	2.48616666666667
PPM1J	2.157
GIMAP8	2.7005
GPR101	0.1635
NR2F1	-1.629
ACAD8	0.60575
RBM35A	1.6315
GNAI2	-0.508333333333333
METTL8	-1.27866666666667
SLC39A7	-1.232
FBXO8	1.203
CAMK1	0.56725
RFC3	-1.8165
FAM129A	-0.520571428571429
ILF2	-0.323
FGFBP3	-0.225125
NOM1	-0.444666666666667
PSMA3	-0.477
ASCC3	-0.2501
ZYG11A	-0.057
SOX21	-1.537375
LYRM1	0.86725
DEFB1	-0.2415
LOC91431	-2.60033333333333
OR7C2	1.843
FAM46B	2.504875
TMEM18	0.371
ARHGAP30	0.821666666666667
TMEM86A	2.32775
EPHA2	-1.764
C10orf46	0.86435
TCHH	-1.254
C3orf30	-0.0163333333333333
LOC285636	0.2235
PAIP2	1.142
CYP2U1	-0.111
C12orf34	1.26425
SARS2	-0.571666666666667
ZCWPW1	2.03475
SAMD12	1.767
KIAA1430	0.092375
ACAT1	-0.7875
MEOX1	0.8025
ADAMDEC1	5.711
PHKA2	-0.2905
CARD11	-0.909166666666667
CALML4	-1.2935
TSSC1	0.1665
TMEM45A	-1.64611111111111
MPP7	1.131375
POU1F1	0.55875
SLC2A13	-1.4685
FBN2	-1.26807142857143
ZC3H7A	0.1866
LAIR2	-0.80875
ST3GAL1	1.171
LCT	-2.55
GEMIN8	0.818666666666667
KLF16	0.4329
HIF3A	-0.4457
FAM44A	-0.0648571428571429
AQP10	-1.4542
PLA2G2A	-1.036
FOLH1	0.331666666666667
C20orf186	-0.1585
MAPKAP1	-0.921375
SPRR2D	-1.59575
UBQLN4	-0.375333333333333
RSHL1	0.013
PIAS3	0.121875
MRPL24	1.74275
GREB1	-1.979375
FAM27E3	-1.346
NUP62CL	0.44925
NEUROG3	0.6795
REEP3	0.769666666666667
MARK1	-1.346875
LMBRD1	1.0535
PRPF19	-0.721
PNMT	-1.92383333333333
CTGLF1	-0.39
SLC25A16	1.622
EIF2B3	-0.114
RPA2	-0.16075
PAK6	2.04366666666667
CCDC26	-4.081875
SEMA3E	-2.055125
MXD4	0.9855
TNFSF10	2.6276
SMARCB1	-0.958666666666667
DTX3L	1.7435
PLA2G4E	0.106
PPAP2A	0.917
ULK1	0.237916666666667
TAS1R3	-0.0635
SLC2A3	-3.28981818181818
ARID3A	-2.20475
GNG5	-0.2685
ACOX1	0.7149
KIF5B	0.485
NUP153	-0.552
MUC7	0.4095
CSDE1	-0.879214285714286
CLPTM1	-0.061
C3orf23	0.225375
LRRC17	0.22
TTYH3	-1.268875
ATP5B	-0.4195
ELF3	1.8588
CPSF3L	0.2655
ZNF665	0.4265
TLR6	-0.1732
GPI	-1.1145
RAD9A	-0.051625
NDST4	-3.63825
AGPAT3	0.370916666666667
MAGI3	0.924333333333333
ADORA2A	-0.292375
CACNG7	0.3975
CAMK2D	-1.40714285714286
CCHCR1	-0.5995
RPS27A	0.134
OR10G7	0.237333333333333
GCM2	0.07
FAM135B	0.4735
E2F1	-1.56425
PLCB3	-0.501
OR2AE1	-0.024
COIL	-0.288166666666667
CDC25C	-1.68766666666667
RAB11FIP2	1.00325
TSC2	0.5905
CTGLF5	-1.1655
CCDC108	0.1064
OR13C4	0.4485
C10orf81	1.88075
PTPRB	0.7975
ACP2	1.40525
LAG3	1.61825
MRPL54	0.71225
LOC201175	0.584
ITGB1BP3	-1.375
SPTAN1	0.204166666666667
SIPA1L2	-2.59275
RCAN2	-0.7035
CDX2	-1.136
ECOP	0.41725
ACTR1A	0.432285714285714
PPARG	-1.7105
BBS10	0.453166666666667
TMEM44	-1.584875
BPIL2	0.29525
CITED1	0.01675
IRF6	3.94275
PRDM4	0.6295
RRP9	-0.436833333333333
OR10H4	0.4425
IL31RA	-0.4415
GNB1L	-1.35683333333333
MYBL2	-2.4385
ZNF407	1.13083333333333
PPIG	-0.603
TTC18	4.159
RPSA	-0.315
MAPT	1.277125
MRE11A	-0.186357142857143
C8orf37	1.08683333333333
RASGEF1C	-0.805166666666666
STBD1	1.16225
CTAG2	-0.6702
MGAT5B	-2.26783333333333
ECM1	2.30125
RLN1	1.3095
PARP14	1.5026875
EPB41L1	1.4188
HOXA3	-1.30533333333333
MAGEA9	-3.96
RPS8	-0.755666666666667
RPS19BP1	-0.00600000000000001
FOXJ2	-0.50075
C10orf76	0.881375
IL17RE	-0.05325
C10orf65	1.73625
ZNF343	0.657333333333333
FBXO33	0.434625
UHMK1	0.7944
LY6G6C	-0.385
FGF19	-1.96925
C14orf128	-0.705333333333333
IFIT2	4.2125
TIGD1	-0.7645
S100G	5.8675
GUCY1B3	1.852
NR3C1	-0.5189
CORO1B	0.333833333333333
PARP11	0.949416666666667
DNALI1	4.99816666666667
OR4N4	0.2505
MAP2K6	0.394666666666667
FSTL4	0.24025
ANKRD47	0.796375
TMEM171	-1.31
PNLIP	-0.10375
YY1	0.047
CCDC138	-2.55466666666667
AASDHPPT	-0.9441
CKS1B	-0.4146
MCM3	-0.887666666666667
ANAPC7	0.1475
FAM110A	1.27675
CDC37L1	1.264
THTPA	1.63275
NBPF20	-0.639
WDR24	0.83525
NPTX2	-2.30425
CBLB	-0.0115
CETN1	-0.124
RPUSD1	0.37725
FAF1	-0.2775
CDK6	-3.4118
HMX2	-0.0365
CSK	-0.645833333333333
TEAD2	0.5865
SNAP25	-2.17166666666667
TUFT1	0.6431
TMTC3	0.3845
LCK	-1.60725
SGOL1	-1.5895
AKTIP	1.17225
FURIN	0.890375
SOX12	0.163166666666667
DEFB103A	-0.32075
RAMP1	3.61575
KIR3DX1	0.164
GAS2L3	-1.04075
PDE8A	-1.1962
EDN3	-0.26525
GMIP	0.90525
SF3A2	0.31525
FN3KRP	1.00175
SMAD7	0.57825
RHBDD2	1.1675
OR11H6	0.149
PPP1R3B	-0.9837
C9orf23	0.745
CADPS	-0.21225
GOLGA8A	-2.749375
TMEM57	0.735333333333333
RGL3	-2.489
S100A14	2.19625
FGFR2	-0.6534375
XRCC3	-0.5445
RTN4RL2	0.8475
MGC3771	2.396
GH2	0.1018
BTBD2	-0.35275
LMO2	-0.26575
RDBP	0.29275
ACRBP	0.63825
AMY2A	2.3695
DUOXA1	0.8135
PTK7	0.154666666666667
TWF2	0.0106666666666667
FAM80A	-1.4325
TNNI2	-3.355
GLT25D1	-0.954
OCC-1	-2.398
CYC1	-0.118333333333333
RPL22	-0.0467272727272727
MORN3	2.00283333333333
DISP1	0.99375
PRB2	-0.0055
CHUK	0.26325
HR	-1.1395
CCDC134	0.26275
DENND4B	-0.6545
C14orf130	-0.242625
RAB33A	-1.76875
DCST2	0.488
TNMD	-1.896
PEX7	1.20425
FAM62A	0.324
SRD5A2L	-0.01675
IL22	0.139
RPS26	-0.662166666666667
HOXC5	0.1425
SPATA6	0.30575
FLJ38482	0.91975
ZNF234	1.5875
C18orf22	1.40525
SPATA22	-0.02425
THOC1	-0.348
CYP7B1	1.655
KCNC3	0.1375
C8orf42	-0.77
ALDH1B1	-0.214333333333333
CCDC100	0.7228
ARMC4	-0.21025
FAM18B2	0.11675
SLC44A1	0.103875
FBXO17	-1.7615
C6orf107	1.0725
C19orf29	-0.0565
ZC3HAV1L	-0.06
PARP6	0.2014
SULT2A1	-4.284375
C1orf159	-0.346
TMC1	-0.0215
CHST14	0.29875
GAMT	0.884333333333333
SMCP	0.0901666666666667
TSPAN33	1.36033333333333
MIDN	-0.43775
NOX4	2.0145
RNASEN	-0.4627
TBX1	1.13066666666667
SALL2	-0.8155
C10orf35	2.749
CYP2E1	0.3945
LRFN2	3.38666666666667
ACO1	-0.8305
IQCG	1.5022
MEGF9	1.52125
TM7SF4	0.899
PLEKHA1	0.9458
STK33	-0.81525
C1orf210	3.722
SNUPN	0.7775
KIAA0406	-0.8262
C20orf29	0.73375
TMEM55B	0.75725
OSTM1	-0.9435
CLCN7	0.43775
OTP	-0.037
FLJ23049	-0.8505
HEATR4	1.6235
MAP3K10	0.770833333333333
PCDHGA9	-0.0665
AMDHD2	0.594
LCTL	-1.579
PDCD2L	-0.098
CABLES2	-0.08975
SLC5A9	-0.47475
CLCA2	-3.24333333333333
MGC16025	0.2415
STRAP	-1.5495
C20orf196	-0.5425
RRBP1	0.53
NAT13	-0.398
MAT2B	0.3575
CSNK1D	-0.728
KIR3DL1	0.44225
PRKAG3	0.323
ZNF599	0.9685
PRM3	0.753
PER2	0.493833333333333
ASPHD1	-2.12
PRMT6	-0.983
KCNE1L	-0.590857142857143
FAM118A	0.461666666666667
TAF4	-0.214
NDUFB6	0.81625
TRIM9	-1.5925
PMFBP1	-1.015
KY	0.5805
DKFZp762E1312	-2.91136363636364
CSMD1	-1.5425
TBP	-0.868166666666667
OR1Q1	0.579833333333333
RETNLB	0.44375
HPGD	-0.742285714285714
DNAJC12	1.67533333333333
FKBP1B	-1.9595
ANKRD24	0.687
CXXC5	0.2015
IL3	0.424125
DRAM	0.0307
PTCH1	-1.08375
TP53BP1	0.75275
SLC17A7	1.62371428571429
COL25A1	-1.3228
AMACR	0.806
RHCG	-0.16125
VPS13A	-1.42225
FAM55D	0.296
PRPF38B	-0.806833333333333
OSBPL6	-3.0595
PFDN5	0.5686
CMTM6	-0.285125
KCNK12	-1.3675
RP2	0.11875
C16orf52	-1.76525
PICK1	-0.1045
IFNE1	-1.54516666666667
SEMA4B	0.69125
TYRO3	-1.57075
OR12D2	-0.4985
CSNK1A1	0.6572
FANCF	1.36825
LONP2	0.748
TBL1Y	-0.4695
LDOC1L	-0.07125
CCNC	-0.8305
C3orf60	0.94825
CHKA	-0.64475
UBAP1	0.77025
MAP3K1	0.3365
ANKRD9	-0.12725
FAM92A1	-2.7665
GAB2	-0.95125
AZU1	-0.05775
DIS3	-1.45941666666667
C21orf109	-0.9165
IQCB1	-0.81525
SPATS2	-0.579
EFCAB3	0.03175
PRB3	0.339375
FUZ	0.701833333333333
ZNF813	0.295125
BMPER	-1.47283333333333
HEG1	-0.819125
ALS2CR11	-1.79575
SURF2	-0.248
PSMC1	-0.586083333333333
OR2D2	0.25
SLC7A8	2.24466666666667
C4orf40	0.5285
SPATA7	-0.29125
MAZ	-0.70825
PIN4	1.3755
PDE1A	-1.140875
TAF6L	0.4875
OR2T34	0.505
KIAA0284	0.72725
ACADS	2.04954545454545
MKRN2	-0.109
C18orf56	-1.7295
MS4A6E	0.249666666666667
GALNT4	0.2896
C22orf31	0.2105
FLJ36070	0.4425
PSME4	0.94825
TFG	0.2212
EPHX2	1.10275
ANXA5	-0.508875
KRTAP1-1	-0.1418
BATF	2.345
KARS	-0.7925
MSTP9	0.1475
GPR26	1.192625
CCDC72	0.836
TEF	0.324666666666667
FOXK1	-0.9351
PRLHR	0.3065
EMX1	0.408
C11orf30	-0.191375
ICK	0.834
THSD7B	-0.51575
C21orf100	-0.9125
DUOX1	0.6945
EFCAB4B	-0.16975
UBE2G2	-0.459833333333333
C3orf54	0.351
PARP1	-0.9045
FAM60A	-1.596
C6orf146	0.2315
OR9K2	0.2015
DDX55	-0.798
RPS15	-0.151916666666667
ZNF618	0.021875
DKFZp686D0972	-0.268
SSPO	-0.8575
SHFM3P1	1.07616666666667
CPA6	0.7245
JAG2	0.97825
DEFA3	4.6165
PPBPL2	0.185
CD34	3.7535
SLCO4A1	-3.26025
AFG3L1	-0.962
SHD	-0.609
RP13-122B23.3	-0.846666666666667
PRKCSH	-1.12
DPH5	-0.234833333333333
HLA-F	2.743875
TBC1D4	-2.16875
RIG	0.207166666666667
GLUD1	0.9595
HNRPCL1	0.099875
HBXIP	0.19325
RNF207	-1.057
APIP	-0.3445
PLA2G3	-0.4165
CCDC84	-1.23575
MYLIP	0.019
PHIP	-0.8905
AARS2	-0.159166666666667
DHX32	-0.0685
SCAPER	0.615833333333333
MEN1	-0.045375
NIP7	-1.55875
FLJ25404	1.1865
FASTKD3	-0.2235
TMEM158	-2.54425
RARA	1.1875
