Hybridization REF	TCGA-BH-A0DK-11A-13R-A089-07
C17orf76	-0.1365
MAD2L2	-1.927
HIPK1	-0.0202
LRRC3B	2.6
CLN3	-0.4895
C17orf47	0.574
FMN2	-1.240375
TUBB1	-1.152125
WAPAL	0.336666666666667
C3orf21	-1.3065
SCN5A	-0.31
SMYD1	3.34225
BEX5	1.543
ZNF192	-0.1325
SEC22A	0.1245
GRIA2	1.27592857142857
KIAA0825	-0.21875
NUSAP1	-3.42936363636364
LANCL1	0.142
C15orf40	0.4145
ZNF645	0.231875
GPR61	0.02175
NLRP14	0.3805
SNX21	-0.3654
C1QTNF8	-0.2795
C17orf46	0.45375
IFNA8	1.032
SPRR1B	-1.35533333333333
FLRT1	-0.889
SNX17	-0.0976666666666667
ASB2	-0.644666666666667
HBG1	-5.224
RPRML	-1.7745
JOSD2	0.041
PLSCR3	0.5835
SPOCD1	-1.479
RAB39	-0.4035
GHRH	1.62716666666667
ITIH5L	0.5855
C17orf37	0.54325
SMCR8	0.06
DPY19L2P3	-0.615166666666667
IL11RA	1.44466666666667
GDF3	-4.08066666666667
RPS6KB1	-1.03866666666667
DNAJC19	0.3029
TOP1	0.03625
CRCT1	0.002625
MPST	-0.240625
DPM2	-0.541125
FAM38B	0.109833333333333
SLC18A1	-2.1535
FARP1	0.353
PAX7	0.152
TUBD1	-0.917
GNL3	-0.42375
BTG2	2.14046666666667
NDUFS6	-0.41325
C1orf79	-1.35975
ERAL1	-0.13425
ECHS1	0.6865
VPS4A	-0.647
CYP11A1	-0.256375
ABCC6	-0.962
PBX4	-2.001
MOSC1	0.6255
NCF4	0.09
HYMAI	-0.019
NAGPA	-0.97275
OTOP2	0.24725
ACOT12	0.15975
MTHFD2L	0.502875
LOC441376	3.2205
C19orf34	-0.3605
RAB1B	-0.4705
ALDOAP2	-1.347
NTRK1	-1.64733333333333
ARTS-1	0.082
SLC6A11	0.842
NAP1L2	1.84275
CNGB1	-0.249166666666667
EPB41L4B	0.905583333333333
FAM134B	2.423875
HS3ST3A1	-2.2025
CPXM2	5.24025
SIRPB2	-0.117
CHORDC1	-0.664
TRIB3	-1.72583333333333
SLC2A5	0.654
C2orf49	-0.754833333333333
DDX5	0.8325
OR5L1	-0.3555
ANAPC4	-0.005
ZSWIM1	-0.1005
LOC93622	0.237375
KCNK3	0.4641
RP11-35N6.1	0.43025
ZFP161	0.766833333333333
AQP9	1.381
SLC15A2	2.22166666666667
MREG	1.1165
OR9I1	-0.175
PDLIM2	-0.41425
ADAM7	0.4865
GSTCD	-0.00966666666666665
WDR21A	-0.6205
SLC12A8	1.2075
TMEM174	0.06025
IGSF3	0.32175
LRRN1	1.1815
LOC402117	-0.08675
SRPK1	-1.23933333333333
LY6K	-0.34375
NFIA	2.6185
PTCD3	-0.74475
LEP	2.649
PCDH21	-0.688166666666667
MAPKAPK2	-0.123142857142857
NMNAT1	0.1
LHFPL2	0.477625
C9orf43	0.4925
DIP2A	-0.934666666666667
ACTR8	0.157375
CCDC34	-0.10925
PTPN22	-0.467875
ITGA3	-0.075125
FAM129C	0.067
RABGGTA	-0.0683333333333333
UNC45B	0.7375
KIAA1033	0.357125
ZNF510	0.289166666666667
CYP2D6	-0.779333333333333
SLC26A10	-1.321
STX8	0.589
LUZP1	0.104375
WDR89	0.0925
EIF4G3	-0.4934
C5AR1	0.678125
ZNF623	-0.2925
A2M	1.84575
TGM7	1.1205
GRPEL1	0.619
LMNB2	-2.1219
ROCK2	-0.112
SNX16	0.460625
CCDC66	0.61175
ANXA3	2.41675
KIAA1609	-0.032
EED	-0.44875
RNF32	0.4425
HES1	1.2791
CLC	0.137833333333333
ISL1	0.282833333333333
KIAA0528	0.039125
MANEA	1.13025
C1orf61	-0.997
hCG_2001000	-0.237
RAPGEF6	-0.1068
KIAA0020	-0.0415
NEIL1	1.1285
C16orf45	-0.171125
RBM10	-0.968833333333333
C10orf125	-1.827
MRS2L	-0.26025
DNAH17	-1.103625
C19orf10	-0.53625
C1orf160	0.0865
SLFN12	1.58825
EXOC3	-0.418333333333333
HIST3H3	0.50975
NCOR2	-0.016
TNFRSF9	0.23425
MFSD8	1.6795
ALX1	-2.05116666666667
NOL1	-1.591
PODN	2.14175
TIAL1	-0.63475
HIST1H1E	1.58075
NPY6R	0.226
TM4SF4	0.60975
CORO2A	-0.12325
ETNK2	1.33383333333333
APOE	0.1671
ANGPT4	0.03
HDGF2	-1.01925
G30	0.915
ST8SIA4	-0.66175
F2RL1	1.69625
FAM19A4	-1.2825
CCAR1	-0.277
B3GNT7	-0.06875
OPHN1	0.2682
DSCR6	-1.001
C21orf13	1.491
GAS2L1	0.521
RFX3	0.312
COPS4	0.776125
BCHE	-2.8285
BCL2	2.242625
HBZ	-3.71183333333333
ARL13B	0.632875
MAPBPIP	0.880625
MYO15B	-0.42
SPZ1	-0.2305
KIAA1324	3.78344444444444
PLCL2	-0.317625
C4orf29	0.42025
WDFY2	0.049125
ZNF284	-0.9565
NAALADL1	0.943
DUSP5	0.549
PXDN	-0.395125
SLMO1	-1.423
TNXB	0.0140999999999999
BIRC7	-0.94675
A4GALT	0.933666666666667
TIMM22	0.256
FAM110C	1.5555
TOMM34	-0.91925
ABHD9	0.016
ADAM32	0.6295
CRHBP	1.77925
AQP2	-0.041625
LOC130355	1.71525
ZNF187	0.576833333333333
ZNF816A	0.489
F7	0.68875
CNOT1	-0.4977
SLC13A4	-1.0005
ZBTB11	0.0375
B3GALT5	0.4395
EXOC2	0.784166666666667
IRS1	1.1953
TMEM1	0.2005
MRPL34	-0.674333333333333
SAMM50	-0.42925
CDC42EP3	0.195375
HSF2	-0.0757
MFN2	0.78325
TSPAN7	0.0663333333333333
NUCB1	-0.13025
RHOH	0.5075
ARL16	-0.162
TACR1	0.27675
SFRS5	0.544166666666667
SNX25	0.456
RHBDF1	-0.0576666666666667
PCDH18	2.8495
HMG1L1	0.047
MYO5C	1.60725
MAPK10	1.7165
LDHAL6A	-0.0303333333333333
NUDT12	1.96533333333333
NCAM1	-0.216625
GLIS2	-1.0715
GGTL4	2.17475
DAPP1	0.02275
ATF7	1.2505
KIAA0748	-1.53475
NFIL3	0.39825
TM6SF1	0.5661
SEZ6	0.36625
NANOS3	-0.0455
DNAJA3	-0.198833333333333
CLDN6	-2.2235
CIITA	1.642
EPHA4	-0.361083333333333
FANCC	-0.3805
CMTM3	0.06975
PSG3	-0.508875
MRPL15	-0.27875
C21orf59	0.16825
PLCXD2	0.02675
C2orf34	0.2055
UBE2L6	-0.000125
MED14	-0.321833333333333
HP1BP3	-0.644
C6orf208	-0.2755
TPBG	1.20075
OSR2	0.38875
XPC	-0.285833333333333
KLHL7	-0.293666666666667
CCR3	-0.413666666666667
AGTPBP1	0.101
PCSK6	-0.134866666666667
STAT5A	-0.9558
FAM18B	0.869
LONRF2	0.538166666666667
PTPN2	-0.40075
SF3A3	-0.782
EFCBP2	-0.27825
HCFC1	-0.661833333333333
AHNAK	0.70255
ACTR5	-0.46175
KIF14	-3.62585714285714
TENC1	0.7885
HEATR5B	1.4155
YIPF2	0.387333333333333
MYEOV2	0.479
DUSP18	0.9275
KIAA1012	0.77425
AHR	0.746333333333333
C17orf53	-2.3024
PTPRH	-3.0515
ATP6V1C1	0.5602
TAS2R3	0.4525
LOC440356	-1.79925
COQ10B	1.55775
PSMF1	0.352666666666667
SORBS2	3.13291666666667
NFE2L2	0.71925
TMCO7	-0.4115
SH3PXD2A	-0.502
SH2D2A	-2.22075
SPINK5	-1.35125
MRPS24	-0.7105
OPA3	-0.7085
TRAF7	0.0453333333333333
C4orf35	-0.284833333333333
MT1G	0.71975
MGC39545	0.68975
HS1BP3	0.00440000000000003
OR2B2	0.052
CHRM4	0.0975
SFRP2	1.57533333333333
RIC3	2.4555
ART1	-0.139
C6orf1	0.268
DUS4L	-0.08775
C10orf104	1.115
TNFAIP6	2.476
RTEL1	-1.79425
CCT4	-0.3342
ZNF709	0.574
CHMP6	-0.291
UPP2	0.8545
CYP19A1	-2.337875
CD151	-0.138166666666667
NDUFA13	0.163
ARFRP1	-1.10933333333333
FAM26B	1.015
CRYBA1	-1.081
MRPL41	-0.0581666666666667
NPFFR2	1.688125
HRH2	-0.0185
SCAMP3	-0.453333333333333
MTMR6	1.2358
MTG1	-1.03766666666667
UBTD1	0.18525
CRABP1	-0.4565
FLJ33790	-0.377
KIAA1908	-0.228166666666667
GPR158	-2.0735
PACSIN3	-0.868833333333333
OMD	3.6195
CATSPER1	-1.15483333333333
HOXB8	-1.80575
FBXO46	0.2235
OAS1	0.8365
SVIL	0.76425
PHB2	-0.719
ADCY3	-0.1405
NDRG2	2.25533333333333
ERMAP	1.3231
APBA2	-1.969
IGSF9	1.4155
WNT6	-0.283357142857143
MYCBPAP	1.46425
ATP2B2	0.0398
CPVL	0.6482
TRAM2	-1.20941666666667
NOP5/NOP58	-0.66025
ZNRF4	0.20525
TLK1	0.498375
MTMR12	0.744642857142857
ZNF384	-0.407666666666667
FAM9B	-2.68925
RPN1	1.1095
PMVK	0.674
EIF3D	0.0262
SIX2	-1.01925
HPS1	0.696214285714286
RNF7	0.88375
PSKH2	0.3725
KCTD13	-0.285666666666667
CSMD3	-0.6676
FBF1	-0.36
IL8	-3.145625
SERPINB13	0.64475
FBXL20	0.15925
BLR1	0.16225
SH2B1	-0.192333333333333
RFNG	-0.6625
RAB20	0.627166666666667
RBM7	0.315
POLR1A	-0.828166666666667
TMPRSS4	-2.01175
TAF9	-0.445125
TERF2	0.339
TNFRSF1A	0.112916666666667
ACADVL	0.102333333333333
GTF2H5	0.673
EDG8	-0.389666666666667
C9orf140	-2.372375
UST6	-0.13275
ZBTB8OS	-0.50725
ZNF710	0.822
GPR174	-1.7345
ATP6V0A2	-0.49775
KIAA0319L	0.00766666666666667
XKRX	0.1165
DOPEY2	1.4309
SDHD	0.355833333333333
SUMF1	1.6675
OSM	1.355
OPN3	0.25425
DAGLB	-0.864
PPFIBP1	0.3776
TRIM63	-0.42725
C10orf53	-0.2895
LYPD3	0.9055
BCL7A	-0.158625
AGER	-1.3115
TCF19	-1.972625
SAT2	0.56225
PFTK1	-0.0573333333333334
GABRE	-2.073
C15orf38	0.5844
FIS1	0.1975
KCNV2	0.512
CLPS	0.048
PPCDC	-0.8825
FOXN2	-0.782666666666667
NT5E	-1.8046
CD83	0.3855
IL18	0.16625
VPS16	-0.31175
IGFBP2	-0.443666666666667
NOTCH2	0.9515
SIGLEC1	1.73
CD93	4.6385
SULF2	-0.22175
CEP164	-0.6
P53AIP1	1.52416666666667
TOR2A	-0.409833333333333
ZNF136	0.6665
MGP	3.0746
CCDC144A	0.778166666666667
TRPC1	-0.0713333333333333
SMS	-0.534333333333333
MAPK7	-0.369333333333333
RRAGC	0.66925
PARD6A	-0.295833333333333
NUB1	0.0246666666666667
SYNGR4	-0.92425
OR11H12	0.0995
WIF1	4.430625
GCH1	0.93575
OR11H4	0.2095
SLC44A5	2.44
GPRIN2	1.09616666666667
LOC401431	-0.58475
CPA4	-2.5786
MELK	-3.92866666666667
IL15RA	0.3355
CUL3	1.2465
HMBOX1	1.022
PODXL	-0.981
CCT6B	1.866
COMTD1	-0.35425
MUC20	1.15516666666667
GPX2	-1.889375
ITK	-1.272875
FBXL5	2.301
C13orf27	-1.09675
DEFA5	0.1855
TRHDE	0.0975
MTP18	-0.852
UQCRQ	-0.0812
ITGB2	1.15983333333333
CSRP2BP	0.1625
TAS2R44	-0.02
PHPT1	0.114
FAM44C	-0.1835
ERH	-1.30425
MPHOSPH1	-1.62716666666667
MORC1	-0.514
PARVB	-1.82
LAMA1	-1.3195
PGBD3	0.462
GIMAP6	3.5585
AREG	4.4925
LIPT1	0.29525
MGC99813	-1.16725
C1orf201	0.0386666666666667
GRIN2A	-0.734333333333333
MAN2C1	-1.416375
NSUN5	-1.2405
SF3B5	0.295
MYC	-0.0010625
NRXN1	1.623
ZNF18	0.57175
SPDYA	-0.125
SLC37A1	0.9915
DECR2	-0.19225
ANKRD38	0.72
SPTLC3	-0.591166666666667
SUPT16H	-0.591375
DTWD2	0.99425
ULBP1	-0.7685
ZADH1	1.2525
OIP5	-3.96975
IL10RB	0.215333333333333
OTUB2	-0.00812499999999999
VWA3A	0.0931666666666667
SPIC	-0.0838333333333333
OR6C4	0.2505
PSCD4	0.271833333333333
DPY19L2P2	-0.8
TRAPPC6A	0.691666666666667
C21orf2	-0.533333333333333
CEMP1	-0.37025
LIN7B	-0.059
E2F7	-3.60216666666667
VCP	0.018375
LAMA3	2.81991666666667
BGN	-0.46225
GPR160	1.76233333333333
COCH	-3.63333333333333
GPR81	1.8635
APOBEC3F	-0.4635
tcag7.1017	-1.07475
C1orf32	0.0945
SCGB1D2	5.5295
FLJ43987	0.1105
C6orf170	0.65475
KLK9	0.427
GPD1L	1.539875
VPS37B	0.36875
ATG3	0.319166666666667
ADAMTS17	0.418
KLHDC2	0.645833333333333
NDUFV2	0.29275
BLK	-3.387
MATN4	-1.362
GPM6A	0.454625
GBP4	1.876
TMEM162	-0.346833333333333
PKP2	0.872
HRASLS	0.0768888888888889
MMP1	-5.55675
SFXN3	-0.4453
FSD1	-2.10883333333333
ST6GALNAC3	-1.14
CA12	2.0275
NCOA6	0.08525
C19orf58	-0.1607
PPP4R1	0.157833333333333
MAN1A2	0.363333333333333
IKBKAP	-0.92325
UPF1	-0.0691666666666667
KIAA1219	0.941
WNT16	-0.523666666666667
SNW1	-0.036
IL18RAP	2.44825
RPP30	-0.24075
CDC40	0.542642857142857
SETD3	0.659666666666667
SLAMF6	0.0145
ELK4	-0.654
TRIM47	-0.0343333333333333
ACOX3	1.999875
TRIM6	1.43275
KIAA0372	0.059
TP53AP1	1.824375
SMURF2	-0.36375
ADAD1	0.2445
EBP	0.2869
KRTAP13-2	0.1085
FLJ36874	-0.812666666666667
TOR1A	0.182333333333333
P2RY4	-0.6645
GPBP1	0.23575
TRPV1	-0.013125
ADAMTS12	0.529833333333333
PES1	-0.7419
ATG4A	1.286
MAGEA10	-4.779
WFS1	0.63425
CC2D1B	-0.188833333333333
PABPN1	-0.838125
SLC25A30	0.8865
SLCO1C1	-0.282166666666667
SLC22A5	1.0835
KIF23	-3.5355
SYN2	0.714
ASPN	5.99416666666667
CENTG2	-0.08625
QSOX2	-2.0219
FLJ10815	-0.403
STK24	-0.263375
SPEG	0.3832
STK10	-0.632833333333333
DACT2	2.2495
AAAS	-0.725
SSX3	-0.739
ABCD3	1.515
C4orf12	1.136
PARVG	-0.154333333333333
FIG4	1.4115
C9orf46	1.31375
TMCO6	-0.711
IGHMBP2	-0.58025
DUS2L	-0.827
FAM3C	1.0056875
TMEM16D	-0.499
DCTN4	0.9585
KCNH3	0.17525
EIF2AK2	-0.0785
AP1S3	1.317875
CST4	-0.511
PAM	0.7039375
NUTF2	-0.54675
CITED2	0.9486
SLC39A4	-0.81225
C2orf52	-0.931
GRM3	0.3195
C12orf49	0.735125
CCDC49	-0.173
GRAMD1B	-1.361625
FNDC4	0.7705
SIAH2	0.603875
GDPD4	0.18625
C21orf87	0.37975
ATP5A1	0.799833333333333
C16orf63	-0.302375
LOC388135	-0.9825
ATP5J2	-0.276375
MMP3	-1.25325
EMID2	-0.365
CRHR1	0.19725
WDR70	0.02225
C13orf31	1.3785
ZFAND1	0.4225
CCL18	3.48383333333333
C3orf49	-0.4795
RINT1	-0.4875
KIAA0408	-0.3235
F13A1	3.7561
SLC10A1	0.497333333333333
OGN	4.01925
GIPC2	-0.251
XPO6	-1.36533333333333
LCE1A	-0.144
FMR1	0.07
LOC374920	-0.45775
DUSP3	0.13125
ANKMY1	-0.2795
C7orf50	-0.86825
BBS9	-0.1332
UNC119B	-0.353125
C9orf72	1.0155
MGC35440	-0.11475
ENTPD6	-0.36325
PPP1R2P9	0.47225
ERCC4	-0.0755
FAHD2B	-0.401
HMHA1	-0.997
HACL1	-0.15
RAD23A	-1.26183333333333
FAM83B	-0.8355
PPP5C	-0.852833333333333
RNASEH2C	-1.112375
C9orf153	-0.24625
SCAMP4	0.5925
GHITM	0.7403
NDUFB7	-0.027625
ADCYAP1	1.001
SP110	0.965166666666667
MAP3K7IP2	0.74025
DHH	-0.3755
AGRN	0.0788571428571429
WDR33	0.000666666666666686
CEP290	-0.2815
PRPS1L1	-1.20583333333333
KLRA1	0.296
GPR97	-0.254
CHD7	-0.544666666666667
TLR10	0.8175
SLC30A8	-0.369
HIC1	0.8775
IAPP	-0.18
RXFP4	-0.0515
GP1BB	-1.71525
SHQ1	0.5985
NKX2-3	0.0571666666666667
API5	0.423
FTHP1	0.643
MOV10L1	0.832
TRIM6-TRIM34	2.10916666666667
ADHFE1	2.00425
FAM117A	0.19225
DDI1	0.494166666666667
CDON	0.499
TRIM73	-0.64
IGKC	3.2275
MMP14	-1.03016666666667
DYNC1LI1	0.3805
C11orf66	0.563
TRBV3-1	-1.46775
FASTKD5	0.45575
BIVM	-1.3315
LHX4	-0.771666666666667
CXCL2	3.088
RAB2B	0.103833333333333
IZUMO1	-0.41825
MAP3K15	-1.492875
FAM19A2	0.649333333333333
ZC3H8	-0.223166666666667
ZMAT1	1.288
SPINK5L3	-2.94575
SLC10A6	1.6155
APPL2	1.07875
CARD10	-0.0546666666666667
LOC402176	-0.28025
EEF1D	0.224
RAB6A	0.3609
C12orf5	0.252625
PAPOLG	0.45675
MSRB2	0.69425
BCR	0.0423888888888889
PUS3	-0.25725
TIAM2	0.65775
ZNF317	-0.283166666666667
CHD2	0.237142857142857
FZD5	-1.45468181818182
NUDT8	1.718
ZNF763	0.606
PRC1	-3.15766666666667
ABCB9	-0.580666666666667
SPATA3	-0.215
TRAK2	1.134125
STAB1	1.92775
LRRTM2	1.50016666666667
psiTPTE22	-1.644
DBI	3.49675
SERPINA11	0.21325
NAT5	0.36375
C20orf58	-2.719
RPS6KA4	-0.922666666666667
FLJ90650	-0.08025
TGFBRAP1	-0.28
CHRDL2	1.155375
FAHD2A	-0.550166666666667
CNTN1	1.5455
BBS4	0.2571
TMEM181	0.5695
MINPP1	0.96025
MPHOSPH6	1.68791666666667
HOXC10	0.9277
ITPKB	-0.24825
CLPTM1L	-0.495625
MEOX2	1.56966666666667
ATP6V0C	0.525125
PRPF8	-0.756333333333333
TMC5	1.8315
FKBP3	-0.324
PLEKHB2	-0.108375
OR4D6	-0.1645
ZNF544	-0.1295
D2HGDH	-0.650125
RPL18A	-1.2191
HEL308	0.421125
MPP6	-1.472
TCERG1	-1.25875
KRT16	1.29816666666667
KLF17	-0.98725
KLF5	0.932875
CDR1	1.43275
VCX3A	-4.283
FBLN2	1.595625
C14orf104	0.39
HBE1	-5.0166
OR4S2	0.3795
C1orf108	-0.260166666666667
ROBO4	3.02733333333333
CPEB4	1.122375
C11orf80	-0.376166666666667
BCKDHA	0.196666666666667
MYOC	3.1235
GIF	-0.085
CKMT1A	0.967
RPL3	0.5493
THBS1	1.307375
APOO	-0.78575
ARMCX1	2.44125
HSZFP36	1.238
SNAPC5	0.1155
EIF4ENIF1	0.60275
ZNF433	0.96575
TNFRSF21	-0.15775
TMPRSS7	-0.2075
SPATA18	1.655
HPDL	-2.4905
MKL2	1.0532
TBX3	0.776076923076923
C21orf93	-0.193
DAXX	0.06675
ELMO1	0.24675
RGS13	2.52466666666667
TAF11	-0.173
UNC13A	-2.312125
LOC653314	-0.8783
ORC3L	-0.2765
IMAA	-3.754
TARBP2	-0.9925
CABIN1	-0.6077
TRIOBP	0.3389375
HIST1H2AC	1.12425
RGS22	-0.772833333333333
NCOA1	1.3785
IL25	1.7975
SNCG	0.91
GPR6	0.075
AMDHD1	-0.600333333333333
CHEK2	-1.304375
C6orf142	2.4245
DRD4	-0.5865
C14orf68	-1.20725
GDF11	-2.891
SEMG2	-0.111
CD247	-1.99275
CDAN1	-0.74925
RBMX2	-0.033
TGS1	-0.11425
OIT3	-0.13225
SYF2	0.63
MCM4	-2.463
PKHD1L1	0.943625
CEP192	-0.4205
IFT88	1.54175
RPL9	-0.0632142857142857
RAB32	0.409625
DDX43	-1.45425
P2RX2	-0.1785
OR5D18	0.84
UBE1	-0.200833333333333
SLC24A1	0.93425
ARHGAP5	0.7805
CETP	-0.78275
KIAA1731	-0.62
SLC9A4	0.2065
PTPN6	0.449
BAHD1	0.2845
GRIK3	1.341
CACNB2	-0.3359
PDE10A	-0.126
DGCR14	-0.57375
PCDHB9	0.7025
RHOQ	1.05516666666667
MAP3K4	0.20975
KTI12	-0.688333333333333
RPL23AP13	-1.261
GNG11	-0.545
CLCN3	0.972833333333333
GPAM	-0.16425
VSTM2A	0.3735
SLAMF7	2.11566666666667
INTS2	-0.7215
PPP2CA	0.9444
LRP12	0.0642
SEC14L2	3.04677777777778
DKFZP586H2123	4.2885
MC3R	0.127
CIRH1A	-1.33116666666667
HIST1H2AB	1.3
POLH	-0.6045
MGC16703	-0.247333333333333
SNAPC2	0.148
FILIP1L	2.01625
RASGRP4	0.411
LRRC1	1.19525
GAS1	1.8915
PRAC	-0.94425
DGKA	-0.273
NT5C3	-0.7965
PEG3	-0.556833333333333
NADK	-1.13625
PRR17	-2.05425
LOC374569	-0.507
SGSH	0.172833333333333
NLRP8	0.9305
GALT	-0.3926
MCF2	0.05
ZNF263	-0.22075
TACSTD1	2.554
TYR	-6.4844
ATP6AP2	1.226
RNUXA	0.17
ABHD10	0.1531
GDPD2	-1.24425
SLC35C1	0.168
UBE2A	0.192875
HERC5	-0.9995
FAM112B	-4.867
FBXL16	-0.41375
DKFZP434A0131	-0.83775
ELA3A	-2.191
RBM41	-0.39375
HAO2	2.51325
RNH1	-0.138125
SHANK2	1.66266666666667
OSBP2	-1.855625
DAK	-0.442166666666667
C3orf58	2.12366666666667
TCL1B	-1.536
KBTBD2	-0.026
SUGT1L1	1.25325
UBE2E2	0.672666666666667
MYL9	2.38475
CDC23	-0.234333333333333
PBXIP1	0.9043
CXorf40B	0.4945
NBL1	0.56725
RTBDN	-0.355
RAB11FIP5	0.015625
TTTY13	0.00699999999999999
SCOTIN	-0.04925
SOHLH1	-1.085
CDKN1A	0.705571428571429
NCK1	0.45675
ZNF550	-0.064
SAPS3	-0.202166666666667
SPIN3	0.337166666666667
MAGEE2	1.50325
MIS12	0.0758333333333333
OR8H2	0.228
KIAA0774	-0.596666666666667
UNC5D	-1.5245
CUL7	-0.569166666666667
LIPC	-2.1625
DIO1	-0.1615
C20orf11	0.2606
CTRL	-1.112
HS3ST2	2.50625
PAK4	-0.125166666666667
CCRL1	3.26725
RNF10	0.10325
ZNF567	0.58475
ZNF660	0.2945
TCEAL3	1.2745
MAGOH	-0.131333333333333
CENPB	-0.871166666666667
C19orf7	0.2565
LOC388965	0.3995
ZCCHC13	0.2275
JMJD1A	-0.3984
HIST1H4H	1.743
TBRG1	0.0908
GPC3	-2.72125
TAF1C	-1.1895
EBNA1BP2	-0.623333333333333
CIAPIN1	-0.54325
PDGFRA	0.204333333333333
CSTB	0.007875
CENPI	-2.64333333333333
GTF2E2	-0.5215
RPP21	-0.7525
CCNF	-1.04683333333333
KCNQ3	0.6415
FAM79A	1.4535
SLC22A12	-0.169
NOVA1	0.492333333333333
FZD3	1.5158
AKAP8	-0.60325
SOCS5	1.27275
CFDP1	0.12325
DLG5	1.004
PGM5	0.938416666666667
C1orf144	0.172666666666667
HDAC10	-2.1755
RND2	-0.404
C20orf199	-1.5315
RNMT	-0.49075
SLURP1	0.051875
ASTN1	0.8175
SH3BGR	2.02525
MYCL1	-0.372375
ZHX1	0.2265
CENPK	-3.87725
FOSB	2.9967
LOC643406	0.226125
C2orf59	-1.39425
TMEM135	1.332875
SLC27A2	2.403
KRT33A	2.175
OVOL1	0.76225
PAMCI	-1.45583333333333
S100A7	-0.981
ZNF789	-1.243
HARS2	-0.3405
RPL23A	-0.902666666666667
TCF23	1.41725
UPF3B	-1.23975
C17orf78	1.014
HLA-DOB	0.6295
C14orf142	0.713166666666667
TEKT5	1.47183333333333
DMWD	-0.208
POLD1	-2.57633333333333
GSCL	-0.019
CALD1	1.0461
SCRT1	-0.513666666666667
AIG1	1.69625
UNC84B	0.14475
ZNF404	0.2365
TMED6	-2.207
KIAA1462	0.396
LRRC27	1.55016666666667
PYGO1	0.9875
PIGU	-0.289
ALAS2	-3.62666666666667
WRNIP1	0.12825
CNNM3	-0.302
ZNF2	0.44575
ST3GAL5	-0.407166666666667
MRPL23	-0.3125
TSSK6	0.19675
PSMA6	-0.4675
C16orf70	-0.02725
KIAA1602	-0.23075
ALMS1	-0.128333333333333
DCN	3.62275
TMEM132D	-0.57875
SUCLG2	1.86225
ABHD14A	-0.15575
DEXI	-0.428166666666667
AMPD2	-1.594
IFNAR2	-0.184666666666667
CYB5A	3.5914
TLOC1	1.4915
NXF5	-0.510833333333333
NRBF2	0.682625
KCTD3	0.9815
ITGAE	-0.508
SLC30A3	-2.14183333333333
ZRF1	-0.994
IFRD2	-0.36475
XAB1	0.04775
PYCR2	-0.779333333333333
SERPINB3	-3.3175
TMLHE	0.8114
GEFT	-1.1345
ABCA5	1.238625
EMR4	0.319333333333333
TSFM	0.21325
HIST3H2BB	0.381
ARHGEF19	0.10925
TSPAN17	-0.391666666666667
ABCC8	4.02775
MAP1S	-0.249
C22orf36	1.34
BNC2	-0.713071428571429
HIST1H4A	-0.16375
NDUFS3	-0.330333333333333
WDR3	-0.855333333333333
XKR4	1.08425
TTC33	0.629
STMN2	3.66325
CPN2	-0.5575
HSPC105	1.616375
PCOLCE2	-0.9815
C3orf55	2.0835
KLHDC9	1.54183333333333
TBC1D23	0.324375
ATXN2L	-1.50758333333333
MAP2K3	0.30475
SCAP	0.544
ZNF486	1.21833333333333
C20orf96	-0.95
NARS	-0.025
ADAMTSL1	-0.358714285714286
PRCC	-0.0811666666666667
CCDC126	2.3135
ZNF675	1.048
CALCOCO1	1.076
ANKRD43	2.25425
CWF19L2	0.502333333333333
ZBTB32	0.41
BRAF	0.22375
ODF4	0.36725
MGC14376	0.899333333333333
HORMAD1	-0.758333333333333
AAK1	-0.2625
PEBP1	0.830666666666667
TNFSF5IP1	0.279666666666667
DKFZp564N2472	0.2165
RMND1	0.30975
IGKV1-5	3.027
COL1A2	0.890166666666667
SERPINA5	1.6355
AANAT	0.108
C19orf21	-1.13366666666667
GEMIN5	-0.6295
UBR4	-0.461
LTBP3	0.224333333333333
AMHR2	-2.50266666666667
PROCR	-1.12
MYBBP1A	-1.066
C20orf39	-1.98083333333333
ZNF697	-0.893625
PASK	-1.2107
ZNF776	0.7555
RFXDC2	-0.432
KIAA0467	0.0035
C10orf96	-1.29275
ZNF503	-0.43075
GULP1	0.166083333333333
KCNE4	0.634666666666667
DKFZp434K191	-0.10275
LOC196913	0.2365
BHLHB4	-1.7435
CH25H	1.74725
LOC81691	-1.0455
ALPL	1.59028571428571
COL12A1	1.134375
FOLR3	-1.52833333333333
GPR123	0.125
TRIM62	0.158642857142857
ABLIM1	1.30733333333333
MAST3	-0.60975
RHBDD1	0.818666666666667
LOC338809	0.9395
RYBP	0.5615
TTC26	-0.416625
ZNF22	0.816
ISCA2	0.68175
RDM1	-2.89225
PIGM	0.94775
GNB3	-1.4255
ACTR2	0.5354
HMGB1	0.23555
EDG1	3.564
SOAT2	-3.342
OR10AD1	-0.0055
RAP1GDS1	0.448083333333333
LCE1F	0.3445
ESM1	-0.549125
RCN3	0.47375
CREBL1	-0.6955
DBNL	-0.825333333333333
PTGER3	1.906375
USP30	0.718666666666667
BCL2L12	-1.45916666666667
KIF26B	1.16275
ZNF416	0.09
ZNF225	0.234
C17orf70	-1.2285
ZNF554	0.286
RAE1	-1.29316666666667
TNIK	1.0725
ACTN3	0.1195
MGC45922	-1.596
CCNA1	0.915166666666667
RYK	0.960666666666667
IL26	-0.725
LRP3	-0.676
