Hybridization REF	TCGA-AR-A0U4-01A-11R-A109-07
PCDHGA9	0.426
AMDHD2	0.4945
LCTL	-1.7595
PDCD2L	0.42
CABLES2	-0.41875
SLC5A9	-0.53775
CLCA2	-2.06266666666667
MGC16025	0.08
STRAP	-0.2215
C20orf196	-0.5905
RRBP1	0.971666666666667
NAT13	0.177
MAT2B	-0.451375
CSNK1D	0.295166666666667
KIR3DL1	0.3015
PRKAG3	1.5415
ZNF599	0.4355
PRM3	0.6395
PER2	-0.473
ASPHD1	-1.411
PRMT6	-1.3005
KCNE1L	1.07214285714286
FAM118A	0.358833333333333
TAF4	-0.502
NDUFB6	-0.83125
TRIM9	-0.411583333333333
PMFBP1	-0.73025
KY	0.6395
DKFZp762E1312	-1.60890909090909
CSMD1	-0.847
TBP	-0.9245
OR1Q1	0.0875
RETNLB	0.5365
HPGD	0.169428571428571
DNAJC12	-2.09866666666667
FKBP1B	-2.018
ANKRD24	-0.438333333333333
CXXC5	-0.667166666666667
IL3	0.17525
DRAM	3.0743
PTCH1	-0.736125
TP53BP1	-0.5865
SLC17A7	0.060875
COL25A1	-0.8411
AMACR	0.163166666666667
RHCG	2.60625
VPS13A	-0.819166666666667
FAM55D	0.6675
PRPF38B	-0.552666666666667
OSBPL6	-3.23875
PFDN5	-0.2556
CMTM6	1.546125
KCNK12	-0.83725
RP2	0.286
C16orf52	-0.22325
PICK1	0.5985
IFNE1	-1.0105
SEMA4B	0.489
TYRO3	-1.07025
OR12D2	0.476
CSNK1A1	-1.0093
FANCF	0.27275
LONP2	0.641875
TBL1Y	0.43525
LDOC1L	-0.230625
CCNC	-0.6495
C3orf60	-0.76825
CHKA	-0.1325
UBAP1	-0.35275
MAP3K1	-0.7955
ANKRD9	-0.987
FAM92A1	-0.63
GAB2	0.181
AZU1	-0.793
DIS3	-0.79175
C21orf109	0.8455
IQCB1	-1.166
SPATS2	-0.0773333333333333
EFCAB3	0.28225
PRB3	0.278
FUZ	-0.0838333333333333
ZNF813	-0.970625
BMPER	-1.08816666666667
HEG1	-0.369
ALS2CR11	-0.92275
SURF2	-0.46525
PSMC1	0.145833333333333
OR2D2	0.2765
SLC7A8	-0.733
C4orf40	0.224
SPATA7	0.0015
MAZ	0.122166666666667
PIN4	-0.6675
PDE1A	-1.68875
TAF6L	0.2545
OR2T34	0.049
KIAA0284	0.147
ACADS	0.172454545454545
MKRN2	-0.301
C18orf56	-1.07925
MS4A6E	0.6015
GALNT4	0.4257
C22orf31	0.026
FLJ36070	0.3325
PSME4	2.06575
TFG	1.1133
EPHX2	-0.608625
ANXA5	0.15575
KRTAP1-1	-0.1298
BATF	1.79325
KARS	-1.37825
MSTP9	-0.3095
GPR26	0.3485
CCDC72	-0.10725
TEF	0.145666666666667
FOXK1	-1.0516
PRLHR	0.0945
EMX1	0.682
C11orf30	-0.49775
ICK	0.711125
THSD7B	-0.198
C21orf100	-0.6045
DUOX1	2.3285
EFCAB4B	-0.0405
UBE2G2	0.351833333333333
C3orf54	-0.32425
PARP1	0.1175
FAM60A	0.112416666666667
C6orf146	-0.11325
OR9K2	0.013
DDX55	-0.608
RPS15	0.109333333333333
ZNF618	0.5529375
DKFZp686D0972	-0.09775
SSPO	-0.893
SHFM3P1	0.509
CPA6	-0.59125
JAG2	1.50525
DEFA3	3.067
PPBPL2	0.2086
CD34	3.206625
SLCO4A1	-0.983375
AFG3L1	-1.62183333333333
SHD	-0.10175
RP13-122B23.3	-0.5235
PRKCSH	-0.572833333333333
DPH5	-0.263166666666667
HLA-F	2.735875
TBC1D4	0.19525
RIG	0.196666666666667
GLUD1	-1.17283333333333
HNRPCL1	0.649
HBXIP	0.54275
RNF207	-0.485
APIP	-1.228
PLA2G3	-1.68133333333333
CCDC84	-1.9135
MYLIP	-0.728076923076923
PHIP	-0.64525
AARS2	-0.443833333333333
DHX32	0.9305
SCAPER	-0.831333333333333
MEN1	-0.01
NIP7	0.5845
FLJ25404	0.3735
FASTKD3	-0.0505
TMEM158	0.00374999999999998
RARA	0.19525
BDH1	1.1425
ANKRD16	2.445
CARM1	0.149
SS18	0.751
IKZF2	-0.585090909090909
MYD88	0.726375
PML	1.2451
TAF1A	-0.05625
CBFB	0.116
HIST1H3H	-0.665166666666667
C7orf29	-1.62875
COMMD4	-0.383166666666667
DPP3	0.1575
DAB2	0.321875
LOC388882	0.567
YPEL4	-1.093625
AGBL3	1.612
LRP6	0.7666
SERPINH1	-0.2355
TLE1	-0.1385
CD244	1.47383333333333
ZDHHC15	0.881
MGLL	-0.9621
PLDN	-0.493916666666667
LOC654346	2.234
FAP	1.9535
GPR37	0.561
SCARA5	1.33466666666667
EBF4	1.08609090909091
LSM6	0.43175
MLLT1	0.0254375
SLC5A12	0.04475
A2BP1	-1.696
COPS5	-0.124166666666667
TPM4	0.0368571428571428
TNFSF4	-0.303666666666667
ACADSB	0.412777777777778
HERPUD1	0.91325
BCL2L11	-0.363833333333333
CEP78	-1.23725
CDCA3	-0.098625
WBSCR19	-0.3222
MYO1A	-2.016
PPEF1	1.39083333333333
LOC440348	-1.23975
CPEB2	-0.420875
BPTF	-0.393166666666667
RPL21	-0.24575
GSX2	0.1855
ADPRH	1.027
C17orf68	0.0876666666666667
KCNS1	1.31716666666667
MLLT6	-0.1902
PIWIL4	1.7025
RNF26	-0.34125
RAP1B	0.445
ADAMTS1	0.845
ZNF571	-0.246
P2RY6	1.31
TRIM21	0.489166666666667
CADM3	0.391
NLRC5	1.21
ADRA2B	0.122666666666667
LOC90835	-0.600125
PCF11	-0.76425
LOC400451	0.874
GLTSCR1	0.6689
C17orf88	-0.438333333333333
CDH16	-1.72075
FGF7	1.4455
PCSK4	-0.632
NPC1L1	-1.38833333333333
TAT	0.3665
TBCA	-0.72425
MGC33407	0.107
GPR115	-0.97175
CYGB	0.2805
FNBP4	-1.0255
C12orf43	-0.143
CBL	-0.3648
CLECL1	3.24075
PPAPDC1A	0.865
WDR25	-0.019
SGCA	-0.2705
C22orf29	-0.0365
YIPF1	0.90775
GALK2	-1.10325
RAB3B	-3.60791666666667
LOC440087	-0.59625
UCP1	0.054
REEP5	-0.4105
FADD	0.636
FOXA1	1.24975
CACNA1A	0.223166666666667
ABI1	0.619
GRIN2D	1.827
SLC1A4	0.546833333333333
LOC401127	0.23325
HINT2	-0.7995
PLD4	-0.267
ZNF286A	-0.5095
ENY2	0.43425
IL1F6	-0.0285
PXDNL	0.72975
C20orf79	0.397
TNFSF13B	4.169
DENND3	3.05775
JARID1D	-3.1205
HIST1H2AK	0.07525
LOC93349	-0.2832
SSH1	0.2703
ENSA	-0.09225
LOC219854	-0.006
CKAP2	-0.7176
DKFZP564J102	-0.1365
MGC87315	0.352833333333333
HNRPAB	-0.59225
AMH	-2.189
ZNF526	1.0915
BRUNOL5	-0.379
CACNG3	0.143
TRPM1	-0.597
PPP2R1A	-0.352
COL2A1	-1.3225
DDN	0.126333333333333
FLJ25770	1.09425
HK2	-0.568857142857143
ELOVL6	-0.46975
MDK	-1.60475
EPHX1	0.83375
RASSF2	1.703875
DKFZP434B0335	-0.1185
DLX3	-0.223375
PRTN3	-0.56675
AVPR1A	0.761
C21orf125	-2.28625
TNFAIP8	0.742333333333333
GNB2L1	-0.64275
CALCRL	1.81375
SCGB2A2	0.876
UBXD7	-0.62925
ZNF674	0.096
TMEM35	-0.714625
BRSK2	0.62575
HECTD3	-0.380333333333333
TMEM188	-0.34225
LGALS9	2.944375
SCARB2	1.62375
USP34	0.134
C17orf28	0.0278333333333333
ZDHHC23	-0.6365
AQP12B	0.5865
SLC16A3	-0.11525
APLP2	0.081
ITIH2	-5.06625
MICAL3	-0.4225
TNNI3K	0.6526
HDAC2	0.183625
PRR7	0.955
THBS2	-1.058875
LOC751071	-0.386
CA2	0.7045
RANBP17	1.61675
RLN3	0.14275
CRYZ	-0.3785
GBAS	2.3315
TAS1R1	-0.4865
MPZL3	0.328
PCDH8	3.02825
HSP90B1	-0.02575
KCNK15	-0.5175
TNIP2	0.270333333333333
GPR146	-0.3825
NOL6	-0.356
SPC25	-2.091
STEAP2	0.9225
VAMP3	0.641833333333333
TCIRG1	1.00425
ZP4	0.268833333333333
PARL	0.671
TRIM39	0.343166666666667
KIAA1305	0.16625
CRNN	0.270166666666667
GRN	0.93025
HSH2D	-0.97075
SCAMP1	-0.639125
KIAA1913	2.85775
PTS	-0.15675
BANP	-0.274642857142857
PRKACG	0.06025
ADCY6	-1.12083333333333
C16orf46	-0.35
CYP51A1	0.401375
DDC	-4.18575
ANPEP	1.676
PROM1	4.20116666666667
SIGLEC10	3.943
COPG	0.382
FAM26E	0.516875
TRIP4	0.58275
SNX3	0.609666666666667
C1orf175	0.602833333333333
PPY2	0.2585
C14orf152	0.2905
FTSJ1	-0.427833333333333
DST	-0.60515
LOC554235	0.05075
GLRX5	-0.547
C20orf12	0.4536
CAB39	0.132166666666667
MSH2	-1.01483333333333
PIP4K2C	-0.158
CYLD	1.58725
WTAP	1.560875
MGAT4A	0.799222222222222
TSC22D4	-0.7237
CHRM2	-1.3515
PPYR1	0.448
CCNH	-0.925833333333333
RRM1	-1.34575
ECAT8	-3.96175
LOC400120	0.24175
GABRA4	0.013875
C14orf4	0.663833333333333
C1orf59	1.10525
CTDSPL	-1.27125
NHEDC2	-0.1505
PDE11A	-0.981625
KLHL29	-1.82125
CD5	-0.1835
TSPAN9	1.5388125
WDR67	-0.82625
THUMPD1	-0.5035
C18orf17	1.0345
CLYBL	-0.874166666666667
FLJ13231	-0.489375
CMBL	-1.252375
LECT2	-0.13425
NKAPL	0.507666666666667
LOC654780	0.525
OR4C6	0.0955
RAB30	-0.9045
TSSK4	0.048
TMEM163	1.8975
OSBPL11	0.309166666666667
GNB5	-1.39566666666667
CCL21	0.2445
C1orf121	1.19233333333333
FMO2	1.74033333333333
RPTN	-0.0615
MSTN	0.334
VCL	-0.837571428571429
FYTTD1	0
C11orf1	-1.00175
CCDC88C	0.2941875
HFE	-0.567333333333333
MOGAT1	0.413
FAM125B	-0.0901666666666667
IRGQ	0.65
RAVER2	0.13675
AKAP5	0.00899999999999998
SSSCA1	0.79025
C11orf63	-1.040625
ACTG2	-1.0215
PORCN	-0.9945
DTL	-1.18718181818182
TMEM151	0.57725
FAM122C	-0.857
RSAD2	1.3003
BAT4	-0.108
KRTDAP	-0.852666666666667
MYH8	0.14425
CRTC3	0.89825
LRRFIP2	1.0432
INTS4	-0.392166666666667
TTN	-0.460333333333333
SLC26A5	0.6345
PLLP	0.83175
RGS6	-0.215625
SRGAP3	0.276875
ZNF525	-0.3925
NBR2	-0.661333333333333
C13orf1	-0.1856
ZNF137	-0.8765
CEP27	-0.68225
BEST2	0.166
RNF121	-0.6685
DMRTC2	0.36075
C8orf76	0.05125
BCCIP	0.051
MEST	0.4955
HTRA2	-0.2555
ANGPTL2	0.81225
ILKAP	-0.951166666666667
ERAS	0.303
HBS1L	-1.020375
CPA5	-0.066
TMEM30A	0.876
CD300LF	2.95583333333333
WISP3	4.7765
CRK	0.00407142857142855
PDS5A	-0.0653
BRPF3	-0.058
NEDD9	-0.786625
SMPDL3B	0.96175
PSG6	-0.68625
PSMD13	1.301
ETV5	-1.306
OR51A4	0.213
BTBD7	0.35875
GSTO1	-0.211
hCG_16001	0.0585
MAD2L1BP	0.1045
COX6A2	1.8595
SCNN1A	-1.3815
LSM1	0.9545
UGT2B11	-1.07625
IDUA	-0.257
PPP2R3C	-0.357833333333333
COX11	-0.437333333333333
PDZK1	-3.85575
ZNF443	0.1045
MGC21874	0.173166666666667
ZNF323	-0.613
KRTAP10-10	-0.1595
CXCL6	3.403
SLC34A2	3.0688
LOC284402	0.068
NPTN	0.816916666666667
UPP1	0.069
SLC6A9	-0.108
OR7G3	0.3125
CISD1	-0.202333333333333
ZNF545	0.376666666666667
SYT14	-0.528
NT5C3L	-0.140333333333333
ZNHIT3	-0.901666666666667
SNRPD3	0.06675
KIAA0701	-0.03375
UNC93B1	0.646166666666667
GMNN	-0.872
SPCS2	-0.227166666666667
LOC388524	0.929
NAPRT1	0.4155
PNLIPRP1	0.458666666666667
OR6V1	0.764
PRKAB1	-0.547
EYA4	-2.1895
KIF20A	-1.8295
ALG10	-0.15775
ITPKC	1.05866666666667
LMX1B	-0.265166666666667
RPUSD4	-0.839333333333333
C7orf34	0.0656666666666667
DLGAP2	0.353125
PFN1	-0.2361
MICALL2	0.1095
ZNF654	-0.7615
SS18L1	-0.686
SLC16A8	3.484
MKI67IP	-0.401333333333333
ITGB3	-1.00275
TCEA3	0.853416666666667
CEP152	-2.1465625
CLIP1	0.311625
ZNF75	-0.37525
ATP5C1	0.7075
NUDT5	0.2145
PSCDBP	2.59775
UBP1	0.018
RBM27	-0.42325
C13orf15	1.9305
ZNF282	-0.2305
ZNF222	0.7023
COL10A1	4.6105
PRDM15	-0.64325
TTTY5	-0.118
FAM9C	-0.12525
C20orf67	0.1535
GNG13	-0.6515
F12	0.45875
C1orf41	-0.677
CPXCR1	0.157
GSK3A	0.83375
SUPT6H	-0.783833333333333
PI16	-0.282166666666667
ELL2	-0.930333333333333
C9orf167	-0.598666666666667
PVRL3	-2.6531
FLJ38596	0.85325
ADAM20	-0.144
GPR89A	0.1445
GPR87	1.425
ZNF30	0.2335
SMR3B	0.05175
ZNF770	-0.161375
TRPC4AP	-0.5715
DKFZP686E2158	-0.2395
C2orf28	-0.00383333333333334
FREM1	-2.7745
LAMA4	0.147666666666667
ADPRHL2	1.5375
EIF4G2	0.443333333333333
GUCA1A	-0.051
CTNNA2	-1.23025
NUDT15	-0.3245
CEPT1	0.5355
ZNFX1	0.7759
CCDC92	0.86075
TDRD1	-0.8135
KCNK5	1.547
ETNK1	-0.12375
LTA	0.577
TTPA	0.292333333333333
B3GALNT2	0.47375
SC65	-0.291333333333333
PEX5L	-1.203875
EPS15L1	0.02225
MGEA5	-1.052875
HIST1H3A	0.5265
ING1	0.5065
BCAT1	-0.43475
ORC6L	-1.65609090909091
KLK11	-5.0005
C19orf28	-0.5045
DNER	-3.28625
MED22	-1.19021428571429
ETV6	2.95983333333333
CHAC2	-0.714
CD300E	0.5315
CEBPB	1.87025
ZNF398	-1.04325
LRCH3	0.0995
HMGA1	-0.344666666666667
CAPN7	-0.2645
MGC5566	-3.08825
CCL3	3.015625
NANOS1	0.567
ZFYVE19	-0.014
APITD1	-0.196
PARD3	0.28025
IRAK4	-0.784333333333333
SERPINI2	0.107
CEP170L	0.09525
TTC9	1.11675
MYOM3	-1.37375
MLPH	-2.892
LOC222699	-1.072
NRG1	-0.277666666666667
TBC1D9	0.503181818181818
TTK	-1.854
ZNF557	0.4254
DDX41	-0.324666666666667
FANK1	1.483
UBE2D2	0.775375
PSMB10	1.73975
MYH7B	0.0885
GABARAPL2	-0.266625
MARVELD2	0.4085
DGCR2	0.07
UNC45A	0.293833333333333
C6orf72	0.687
ZNF683	4.3355
GIT2	0.330625
CASK	1.80866666666667
C14orf161	1.1575
LRRC44	-0.97175
TIFA	1.097875
UTP11L	0.000750000000000001
C6orf65	-0.966
FDPS	-0.44825
DUSP9	-1.0927
SLC17A8	0.2964
OR51G1	0.428333333333333
NANS	0.23425
OLFML1	0.7875
ATP10B	-0.85725
NPAS3	-0.995
PRKCA	1.0105
GGA2	0.6806875
LCE4A	-0.0865
SPANXN3	0.21625
CCDC115	0.568125
SDCCAG3	-0.615
GLIPR1L1	1.14825
TTC1	-0.611
C17orf76	-0.05575
MAD2L2	-0.3475
HIPK1	-0.3456
LRRC3B	0.3935
CLN3	-0.614863636363636
C17orf47	0.562
FMN2	-2.729
TUBB1	-1.492125
WAPAL	-0.0475
C3orf21	-0.182875
SCN5A	-0.5226
SMYD1	0.11975
BEX5	4.69525
ZNF192	0.073
SEC22A	0.114666666666667
GRIA2	-0.513714285714286
KIAA0825	-1.8665
NUSAP1	-2.05963636363636
LANCL1	-0.37625
C15orf40	-0.617
ZNF645	0.324375
GPR61	0.18225
NLRP14	0.004
SNX21	-0.0663
C1QTNF8	0.279
C17orf46	0.0685
IFNA8	0.46
SPRR1B	-0.654
FLRT1	-0.132
SNX17	0.192166666666667
ASB2	0.0601666666666667
HBG1	-5.555
RPRML	-1.4665
JOSD2	0.0918333333333333
PLSCR3	-0.31275
SPOCD1	0.193666666666667
RAB39	0.056
GHRH	-0.0355
ITIH5L	0.18425
C17orf37	-0.0585
SMCR8	0.05625
DPY19L2P3	-0.307
IL11RA	-0.1905
GDF3	-3.39566666666667
RPS6KB1	-0.97075
DNAJC19	0.4832
TOP1	-1.07175
CRCT1	0.106375
MPST	0.5195
DPM2	-0.30925
FAM38B	-2.39266666666667
SLC18A1	-1.87483333333333
FARP1	-0.407833333333333
PAX7	-0.2975
TUBD1	-0.5495
GNL3	-0.84225
BTG2	0.434
NDUFS6	-0.57725
C1orf79	-0.48975
ERAL1	-0.6365
ECHS1	-0.134
VPS4A	0.5365
CYP11A1	1.49625
ABCC6	-1.80014285714286
PBX4	-0.4295
MOSC1	-0.8435
NCF4	1.966
HYMAI	0.9025
NAGPA	0.33275
OTOP2	-0.1065
ACOT12	-0.49175
MTHFD2L	0.45425
LOC441376	3.704
C19orf34	-0.032
RAB1B	0.016
ALDOAP2	-0.689
NTRK1	-1.93366666666667
ARTS-1	-0.6868
SLC6A11	-0.00850000000000001
NAP1L2	-2.64975
CNGB1	0.0165
EPB41L4B	-0.13775
FAM134B	-0.747625
HS3ST3A1	0.214333333333333
CPXM2	6.32725
SIRPB2	1.2795
CHORDC1	-1.21066666666667
TRIB3	-1.50016666666667
SLC2A5	2.0365
C2orf49	-0.318166666666667
DDX5	-0.00574999999999998
OR5L1	1.503
ANAPC4	-0.968333333333333
ZSWIM1	-0.263125
LOC93622	-0.69725
KCNK3	-0.4714
RP11-35N6.1	-2.048875
ZFP161	0.0121666666666667
AQP9	5.95075
SLC15A2	-0.377833333333333
MREG	0.975666666666667
OR9I1	0.387
PDLIM2	-0.158125
ADAM7	0.5945
GSTCD	-0.346666666666667
WDR21A	0.80725
SLC12A8	1.47016666666667
TMEM174	0.0625
IGSF3	0.324416666666667
LRRN1	1.388
LOC402117	0.066
SRPK1	-0.479166666666667
LY6K	1.5291875
NFIA	0.3985
PTCD3	-0.52725
LEP	1.80816666666667
PCDH21	-0.52
MAPKAPK2	1.37028571428571
NMNAT1	-0.310166666666667
LHFPL2	1.414625
C9orf43	0.0785
DIP2A	0.393833333333333
ACTR8	-0.609
CCDC34	-0.78175
PTPN22	0.7545
ITGA3	-2.512875
FAM129C	0.3145
RABGGTA	0.928166666666667
UNC45B	0.5525
KIAA1033	-0.119125
ZNF510	-0.327666666666667
CYP2D6	-0.2255
SLC26A10	-1.897
STX8	-0.23125
LUZP1	-0.190125
WDR89	-0.198333333333333
EIF4G3	-0.5134
C5AR1	1.469
ZNF623	0.6935
A2M	0.06575
TGM7	-0.0885
GRPEL1	-0.240666666666667
LMNB2	-0.1948
ROCK2	-0.409166666666667
SNX16	0.15275
CCDC66	-0.691
ANXA3	0.49075
KIAA1609	-0.54025
EED	-0.799
RNF32	0.1725
HES1	-0.9631
CLC	0.500833333333333
ISL1	-0.0201666666666667
KIAA0528	-0.682125
MANEA	-0.857375
C1orf61	0.427
hCG_2001000	0.077
RAPGEF6	-1.321
KIAA0020	0.013
NEIL1	-0.8965
C16orf45	-1.878125
RBM10	-0.4305
C10orf125	0.05725
MRS2L	0.4175
DNAH17	-0.6855
C19orf10	0.135
C1orf160	0.5675
SLFN12	1.51375
EXOC3	-0.234166666666667
HIST3H3	0.21125
NCOR2	0.185333333333333
TNFRSF9	2.7785
MFSD8	0.5225
ALX1	-3.2255
NOL1	-0.24925
PODN	1.30875
TIAL1	0.07675
HIST1H1E	-0.717
NPY6R	0.2295
TM4SF4	1.87625
CORO2A	1.04975
ETNK2	-1.134
APOE	1.9529
ANGPT4	0.3945
HDGF2	-0.34775
G30	0.2285
ST8SIA4	0.269625
F2RL1	-1.765125
FAM19A4	0.00325
CCAR1	-0.63375
B3GNT7	0.291
OPHN1	-0.5851
DSCR6	-0.3085
C21orf13	0.391833333333333
GAS2L1	0.25075
RFX3	0.613
COPS4	0.042625
BCHE	-3.74616666666667
BCL2	0.990625
HBZ	-2.98283333333333
ARL13B	0.499875
MAPBPIP	0.075875
MYO15B	-0.323
SPZ1	0.077
KIAA1324	1.38177777777778
PLCL2	1.615625
C4orf29	-0.78475
WDFY2	0.262375
ZNF284	-0.0565
NAALADL1	0.0245
DUSP5	0.613833333333333
PXDN	0.189875
SLMO1	-0.592
TNXB	0.6055
BIRC7	-0.5585
A4GALT	2.50383333333333
TIMM22	0.1135
FAM110C	-0.1935
TOMM34	-0.326
ABHD9	1.295
ADAM32	1.974
CRHBP	-0.253
AQP2	0.389125
LOC130355	1.289
ZNF187	-0.0695
ZNF816A	-0.3655
F7	-1.2395
CNOT1	-0.1595
SLC13A4	-0.463
ZBTB11	0.13925
B3GALT5	0.478
EXOC2	-0.470166666666667
IRS1	-2.1208
TMEM1	0.479333333333333
MRPL34	0.0153333333333333
SAMM50	-0.221
CDC42EP3	1.0435
HSF2	-0.8973
MFN2	-0.33225
TSPAN7	-1.7035
NUCB1	0.60325
RHOH	-1.24525
ARL16	0.675
TACR1	0.31725
SFRS5	-0.965
SNX25	-1.22825
RHBDF1	0.386
PCDH18	-0.0403333333333333
HMG1L1	-0.96575
MYO5C	-1.384625
MAPK10	1.782
LDHAL6A	-0.0755
NUDT12	-1.0245
NCAM1	0.137
GLIS2	0.482
GGTL4	-0.26475
DAPP1	2.3965
ATF7	0.4165
KIAA0748	-0.43075
NFIL3	1.6115
TM6SF1	0.474
SEZ6	0.121125
NANOS3	0.447166666666667
DNAJA3	-0.144666666666667
CLDN6	-2.1435
CIITA	3.4887
EPHA4	-2.052
FANCC	-0.04325
CMTM3	0.25325
PSG3	-0.233375
MRPL15	-0.28125
C21orf59	-0.27875
PLCXD2	-0.31575
C2orf34	-0.411375
UBE2L6	0.98125
MED14	0.430333333333333
HP1BP3	0.1964
C6orf208	-0.5485
TPBG	-1.3385
OSR2	-3.238625
XPC	-1.18733333333333
KLHL7	-0.751083333333333
CCR3	-0.265166666666667
AGTPBP1	0.679
PCSK6	0.2274
STAT5A	-0.4836
FAM18B	0.847
LONRF2	-4.29733333333333
PTPN2	-0.289375
SF3A3	-0.228166666666667
EFCBP2	-0.446
HCFC1	-1.01033333333333
AHNAK	-1.08145
ACTR5	-0.45
KIF14	-1.45185714285714
TENC1	-0.2385
HEATR5B	0.0225
YIPF2	0.845333333333333
MYEOV2	0.230666666666667
DUSP18	1.22375
KIAA1012	0.589
AHR	0.242833333333333
C17orf53	-1.13866666666667
PTPRH	-3.5785
ATP6V1C1	0.1951
TAS2R3	0.073
LOC440356	-1.2185
COQ10B	-0.14475
PSMF1	0.554833333333333
SORBS2	3.63083333333333
NFE2L2	-0.0915
TMCO7	0.2815
SH3PXD2A	0.6829
SH2D2A	0.883
SPINK5	-3.838
MRPS24	-1.03275
OPA3	0.41175
TRAF7	0.392166666666667
C4orf35	0.564833333333333
MT1G	0.921375
MGC39545	0.46475
HS1BP3	0.3295
OR2B2	0.218
CHRM4	-0.1345
SFRP2	2.17158333333333
RIC3	-1.4095
ART1	-0.6275
C6orf1	0.42625
DUS4L	-1.51675
C10orf104	0.11975
TNFAIP6	3.86475
RTEL1	-0.00875
CCT4	-0.346
ZNF709	0.24125
CHMP6	1.40416666666667
UPP2	0.331
CYP19A1	-1.955
CD151	0.146166666666667
NDUFA13	-0.289166666666667
ARFRP1	0.44
FAM26B	2.03725
CRYBA1	-3.486
MRPL41	-0.687
NPFFR2	-0.880875
HRH2	0.119
SCAMP3	0.615833333333333
MTMR6	0.138
MTG1	-1.604
UBTD1	1.35175
CRABP1	-0.0195
FLJ33790	2.0763
KIAA1908	-1.424
GPR158	-2.4545
PACSIN3	-1.83783333333333
OMD	0.794166666666667
CATSPER1	1.14266666666667
HOXB8	-0.27
FBXO46	-0.367
OAS1	0.420833333333333
SVIL	0.09225
PHB2	0.367
ADCY3	0.495
NDRG2	2.40583333333333
ERMAP	0.2216
APBA2	-0.0241666666666667
IGSF9	2.0815
WNT6	2.15792857142857
MYCBPAP	-0.7825
ATP2B2	-0.0397
CPVL	0.3226
TRAM2	-0.7455
NOP5/NOP58	-0.44525
ZNRF4	-0.23875
TLK1	-0.125125
MTMR12	0.559142857142857
ZNF384	0.00566666666666667
FAM9B	-2.539
RPN1	0.4378
PMVK	0.04325
EIF3D	-0.0129
SIX2	0.6635
HPS1	0.992928571428572
RNF7	0.1745
PSKH2	-0.126
KCTD13	0.766
CSMD3	-0.5529
FBF1	-0.088
IL8	0.922375
SERPINB13	0.410416666666667
FBXL20	-0.62425
BLR1	0.051
SH2B1	-0.581166666666667
RFNG	0.781875
RAB20	0.874166666666667
RBM7	-0.04325
POLR1A	-0.3595
TMPRSS4	-2.309
TAF9	-1.203375
TERF2	0.282333333333333
TNFRSF1A	1.29983333333333
ACADVL	-0.9075
GTF2H5	0.586
EDG8	-0.868666666666667
C9orf140	-1.154375
UST6	0.014
ZBTB8OS	0.78925
ZNF710	1.566
GPR174	-1.299
ATP6V0A2	0.7765
KIAA0319L	0.708166666666667
XKRX	-0.6225
DOPEY2	0.4785
SDHD	-0.28025
SUMF1	1.56825
OSM	4.22225
OPN3	-0.362
DAGLB	0.00816666666666666
PPFIBP1	-0.4092
TRIM63	-3.27425
C10orf53	0.647
LYPD3	-0.720166666666667
BCL7A	-0.027125
AGER	-1.16566666666667
TCF19	-0.929625
SAT2	-0.227
PFTK1	0.0926666666666667
GABRE	-1.87075
C15orf38	1.3906
FIS1	-0.2855
KCNV2	-0.09825
CLPS	1.89975
PPCDC	-0.712625
FOXN2	0.516
NT5E	-3.1965
CD83	2.3425
IL18	2.298625
VPS16	0.364
IGFBP2	-3.49816666666667
NOTCH2	0.30225
SIGLEC1	2.356375
CD93	5.52
SULF2	0.32425
CEP164	-0.553125
P53AIP1	0.00116666666666666
TOR2A	-0.217166666666667
ZNF136	0.12625
MGP	2.6958
CCDC144A	-1.40183333333333
TRPC1	-1.496
SMS	-1.54683333333333
MAPK7	-0.375666666666667
RRAGC	0.8555
PARD6A	-0.144
NUB1	1.50866666666667
SYNGR4	0.80225
OR11H12	0.23
WIF1	0.340625
GCH1	0.93975
OR11H4	0.0625
SLC44A5	-0.9655
GPRIN2	0.8935
LOC401431	-0.632
CPA4	-2.6769
MELK	-1.06188888888889
IL15RA	2.938
CUL3	-0.49425
HMBOX1	-3.04525
PODXL	-0.59925
CCT6B	0.298833333333333
COMTD1	-1.421
MUC20	-0.952333333333333
GPX2	-3.41825
ITK	-0.87575
FBXL5	0.9145
C13orf27	-1.40875
DEFA5	0.2875
TRHDE	0.2595
MTP18	1.30816666666667
UQCRQ	-0.3067
ITGB2	3.41675
CSRP2BP	-0.121
TAS2R44	0.53
PHPT1	-0.00899999999999999
FAM44C	0.068
ERH	0.44675
MPHOSPH1	-1.4915
MORC1	-0.1455
PARVB	0.43125
LAMA1	-2.01933333333333
PGBD3	0.09175
GIMAP6	3.9105
AREG	-5.42183333333333
LIPT1	-0.6235
MGC99813	-0.53875
C1orf201	0.438
GRIN2A	-0.4678
MAN2C1	-0.848125
NSUN5	0.44725
SF3B5	0.9425
MYC	-0.43325
NRXN1	-0.30375
ZNF18	-0.32125
SPDYA	-0.179375
SLC37A1	1.553
DECR2	-0.31025
ANKRD38	0.740625
SPTLC3	-1.73583333333333
SUPT16H	0.1055
DTWD2	-0.42175
ULBP1	0.594
ZADH1	-1.43283333333333
OIP5	-1.8715
IL10RB	0.811833333333333
OTUB2	0.260125
VWA3A	0.0813333333333333
SPIC	2.372
OR6C4	0.3395
PSCD4	1.811
DPY19L2P2	-0.729
