Hybridization REF	TCGA-AN-A0XL-01A-11R-A10J-07
C12orf43	-0.0465
CBL	-0.5842
CLECL1	0.5365
PPAPDC1A	-0.746
WDR25	0.361166666666667
SGCA	2.754
C22orf29	-0.1485
YIPF1	1.45775
GALK2	-0.6605
RAB3B	-3.64958333333333
LOC440087	0.278
UCP1	0.0645
REEP5	1.665
FADD	-0.6378
FOXA1	3.366125
CACNA1A	0.1215
ABI1	0.1555
GRIN2D	0.27875
SLC1A4	0.123666666666667
LOC401127	-1.19525
HINT2	0.23975
PLD4	0.190333333333333
ZNF286A	-1.42425
ENY2	-0.08175
IL1F6	0.29
PXDNL	0.56125
C20orf79	-0.17525
TNFSF13B	2.31016666666667
DENND3	0.72275
JARID1D	-3.12425
HIST1H2AK	0.0314999999999999
LOC93349	-0.1442
SSH1	-0.8207
ENSA	-0.70025
LOC219854	0.128166666666667
CKAP2	-1.7175
DKFZP564J102	1.28566666666667
MGC87315	1.39
HNRPAB	-1.38325
AMH	-1.9355
ZNF526	0.409
BRUNOL5	-0.0964
CACNG3	0.116666666666667
TRPM1	-1.653
PPP2R1A	-0.2315
COL2A1	-1.538
DDN	-0.500833333333333
FLJ25770	1.0295
HK2	-1.1085
ELOVL6	-2.89875
MDK	0.9925
EPHX1	2.13025
RASSF2	0.694375
DKFZP434B0335	0.3015
DLX3	0.280375
PRTN3	-0.3715
AVPR1A	1.93875
C21orf125	-1.16225
TNFAIP8	-0.426666666666667
GNB2L1	-0.4795
CALCRL	3.6825
SCGB2A2	7.29883333333333
UBXD7	0.25025
ZNF674	-0.215
TMEM35	0.54325
BRSK2	-0.97425
HECTD3	0.3215
TMEM188	-0.492666666666667
LGALS9	1.287625
SCARB2	1.27841666666667
USP34	0.156166666666667
C17orf28	1.4115
ZDHHC23	-0.88025
AQP12B	-0.3245
SLC16A3	-2.55825
APLP2	-0.037
ITIH2	-5.47175
MICAL3	-0.524
TNNI3K	0.6597
HDAC2	-0.28925
PRR7	-1.0065
THBS2	-0.003875
LOC751071	-0.366166666666667
CA2	1.01216666666667
RANBP17	-1.045
RLN3	0.01475
CRYZ	0.223
GBAS	0.165
TAS1R1	-0.49575
MPZL3	-0.639
PCDH8	-1.75575
HSP90B1	0.0906666666666667
KCNK15	-0.2205
TNIP2	0.0398333333333333
GPR146	2.1685
NOL6	-0.309625
SPC25	-3.47533333333333
STEAP2	3.79714285714286
VAMP3	0.629833333333333
TCIRG1	-0.31725
ZP4	-0.2325
PARL	-0.101625
TRIM39	0.3325
KIAA1305	1.5595
CRNN	0.164
GRN	1.28675
HSH2D	-1.82675
SCAMP1	1.03975
KIAA1913	0.88825
PTS	-1.333
BANP	-0.218214285714286
PRKACG	0.0725
ADCY6	0.728333333333333
C16orf46	0.6645
CYP51A1	0.09825
DDC	-5.8775
ANPEP	-0.558833333333333
PROM1	-0.41
SIGLEC10	1.4455
COPG	0.689
FAM26E	1.737875
TRIP4	0.72475
SNX3	0.6735
C1orf175	0.287666666666667
PPY2	-0.23375
C14orf152	0.3775
FTSJ1	-1.06183333333333
DST	1.1017
LOC554235	0.005
GLRX5	-0.443
C20orf12	1.6558
CAB39	0.248166666666667
MSH2	-1.27783333333333
PIP4K2C	1.104
CYLD	0.55325
WTAP	-0.030625
MGAT4A	1.18155555555556
TSC22D4	-0.0063
CHRM2	-1.2995
PPYR1	-0.112166666666667
CCNH	-0.211333333333333
RRM1	-0.5345
ECAT8	-3.21575
LOC400120	0.08575
GABRA4	1.311375
C14orf4	0.980333333333333
C1orf59	-0.44125
CTDSPL	0.879583333333333
NHEDC2	-0.7025
PDE11A	-0.08775
KLHL29	0.6005
CD5	-1.3937
TSPAN9	1.272125
WDR67	0.56825
THUMPD1	0.8852
C18orf17	0.5125
CLYBL	-0.402166666666667
FLJ13231	0.396125
CMBL	1.438875
LECT2	-0.134
NKAPL	1.91983333333333
LOC654780	0.26
OR4C6	0.048
RAB30	1.59266666666667
TSSK4	-0.359
TMEM163	0.6435
OSBPL11	-0.42
GNB5	-0.58
CCL21	1.51025
C1orf121	0.0598333333333333
FMO2	2.77916666666667
RPTN	-0.2095
MSTN	0.088
VCL	0.302857142857143
FYTTD1	0.09475
C11orf1	-1.00975
CCDC88C	0.89875
HFE	-0.0292777777777778
MOGAT1	0.2685
FAM125B	0.550333333333333
IRGQ	-0.0305
RAVER2	0.42525
AKAP5	0.6795
SSSCA1	-0.15675
C11orf63	0.452625
ACTG2	2.0874
PORCN	-1.308
DTL	-1.20509090909091
TMEM151	0.04475
FAM122C	-0.0535
RSAD2	1.5783
BAT4	-0.261
KRTDAP	-1.5855
MYH8	0.2665
CRTC3	0.54725
LRRFIP2	0.0455
INTS4	-1.1285
TTN	-0.826833333333333
SLC26A5	0.461
PLLP	-0.38375
RGS6	-0.14275
SRGAP3	0.925125
ZNF525	0.103666666666667
NBR2	-0.272
C13orf1	-0.6821
ZNF137	0.2415
CEP27	-1.08275
BEST2	-0.1025
RNF121	0.24575
DMRTC2	-0.099
C8orf76	0.27975
BCCIP	0.345375
MEST	-0.34675
HTRA2	0.0255
ANGPTL2	1.506
ILKAP	-0.392
ERAS	-0.2255
HBS1L	-0.360625
CPA5	-0.1015
TMEM30A	0.824833333333333
CD300LF	1.732
WISP3	0.6475
CRK	0.0947142857142857
PDS5A	-0.0703
BRPF3	0.296833333333333
NEDD9	0.690375
SMPDL3B	1.75975
PSG6	-1.28725
PSMD13	0.6155
ETV5	-2.0119375
OR51A4	-0.1065
BTBD7	0.919
GSTO1	-1.4335
hCG_16001	-0.467
MAD2L1BP	-0.282
COX6A2	0.316
SCNN1A	2.562
LSM1	-0.363666666666667
UGT2B11	-2.079
IDUA	1.6415
PPP2R3C	-0.438666666666667
COX11	-0.921833333333333
PDZK1	-1.02625
ZNF443	0.898166666666667
MGC21874	1.44816666666667
ZNF323	1.9118
KRTAP10-10	-0.032
CXCL6	-0.50775
SLC34A2	0.7509
LOC284402	-0.2445
NPTN	1.751
UPP1	-2.07416666666667
SLC6A9	-0.2925
OR7G3	0.04275
CISD1	-1.0945
ZNF545	-0.401833333333333
SYT14	-0.673
NT5C3L	-0.2555
ZNHIT3	0.1775
SNRPD3	-0.36925
KIAA0701	0.12975
UNC93B1	0.328833333333333
GMNN	-1.621
SPCS2	-0.301666666666667
LOC388524	-1.228
NAPRT1	0.84
PNLIPRP1	-0.1385
OR6V1	0.2585
PRKAB1	-0.11775
EYA4	-2.7155
KIF20A	-1.77225
ALG10	0.1295
ITPKC	1.24016666666667
LMX1B	1.29316666666667
RPUSD4	-1.06316666666667
C7orf34	0.154166666666667
DLGAP2	0.330125
PFN1	-0.952
MICALL2	-0.0459166666666667
ZNF654	0.7585
SS18L1	-0.71575
SLC16A8	0.52325
MKI67IP	-0.507666666666667
ITGB3	-0.237125
TCEA3	2.4535
CEP152	-1.1863125
CLIP1	1.313625
ZNF75	0.613125
ATP5C1	-0.537333333333333
NUDT5	-0.8545
PSCDBP	0.199
UBP1	-0.328
RBM27	0.1625
C13orf15	2.521875
ZNF282	-0.216666666666667
ZNF222	-0.0671
COL10A1	5.57025
PRDM15	-0.5955
TTTY5	-0.2205
FAM9C	-0.465166666666667
C20orf67	0.11775
GNG13	-0.537
F12	-0.1835
C1orf41	-1.141
CPXCR1	-0.2245
GSK3A	0.015
SUPT6H	0.0425
PI16	3.90983333333333
ELL2	-0.452166666666667
C9orf167	-1.9875
PVRL3	-0.9515
FLJ38596	0.5335
ADAM20	0.08825
GPR89A	0.3515
GPR87	-1.617
ZNF30	0.3805
SMR3B	0.83075
ZNF770	0.371375
TRPC4AP	-0.129166666666667
DKFZP686E2158	0.444666666666667
C2orf28	0.326
FREM1	0.89
LAMA4	1.2695
ADPRHL2	0.00025
EIF4G2	0.619833333333333
GUCA1A	-0.1945
CTNNA2	-0.8375
NUDT15	-1.43766666666667
CEPT1	-0.1515
ZNFX1	0.5164
CCDC92	1.09425
TDRD1	-0.3635
KCNK5	-2.509
ETNK1	-0.254416666666667
LTA	0.0525
TTPA	0.1305
B3GALNT2	-0.5
SC65	0.8885
PEX5L	-1.1695
EPS15L1	0.4985
MGEA5	0.146625
HIST1H3A	0.7425
ING1	-0.00524999999999999
BCAT1	-3.44775
ORC6L	-3.72181818181818
KLK11	-3.87
C19orf28	-1.76375
DNER	-4.386625
MED22	-0.666142857142857
ETV6	1.14175
CHAC2	-2.476
CD300E	0.003
CEBPB	0.789583333333333
ZNF398	-0.35375
LRCH3	0.0675
HMGA1	-2.03783333333333
CAPN7	-0.1045
MGC5566	-3.28475
CCL3	2.905125
NANOS1	0.203875
ZFYVE19	-0.193
APITD1	-0.47
PARD3	0.68475
IRAK4	0.1005
SERPINI2	-0.182
CEP170L	-0.363
TTC9	1.173875
MYOM3	-1.053
MLPH	2.3435
LOC222699	-0.537
NRG1	-1.34583333333333
TBC1D9	3.08581818181818
TTK	-1.70466666666667
ZNF557	0.1974
DDX41	-0.312833333333333
FANK1	1.3615
UBE2D2	-0.25975
PSMB10	-0.417
MYH7B	0.3605
GABARAPL2	0.089125
MARVELD2	1.36716666666667
DGCR2	0.421
UNC45A	-0.141333333333333
C6orf72	0.665
ZNF683	3.42925
GIT2	-0.0916250000000001
CASK	0.113166666666667
C14orf161	1.98166666666667
LRRC44	2.0105
TIFA	0.594625
UTP11L	-0.6735
C6orf65	-0.61075
FDPS	-0.22875
DUSP9	-2.3039
SLC17A8	0.214666666666667
OR51G1	0.117833333333333
NANS	0.1635
OLFML1	2.013
ATP10B	-0.95575
NPAS3	0.2435
PRKCA	-2.1347
GGA2	-0.7589375
LCE4A	0.346
SPANXN3	0.11425
CCDC115	1.177375
SDCCAG3	-0.76525
GLIPR1L1	-0.314
TTC1	-0.1955
C17orf76	0.39175
MAD2L2	-1.36975
HIPK1	-0.0839
LRRC3B	0.300166666666667
CLN3	0.0183181818181818
C17orf47	0.136
FMN2	-1.688125
TUBB1	-0.824625
WAPAL	0.1725
C3orf21	-0.00324999999999998
SCN5A	-0.4433
SMYD1	0.2615
BEX5	-0.47075
ZNF192	0.048
SEC22A	0.387
GRIA2	0.424642857142857
KIAA0825	-1.14575
NUSAP1	-2.27345454545455
LANCL1	-0.351125
C15orf40	-0.5632
ZNF645	0.1315
GPR61	-0.233
NLRP14	0.0345
SNX21	0.286
C1QTNF8	-0.477
C17orf46	0.19625
IFNA8	0.204
SPRR1B	-1.444
FLRT1	-0.555
SNX17	-0.3205
ASB2	0.1465
HBG1	-5.1845
RPRML	-0.7555
JOSD2	-0.0375
PLSCR3	0.22275
SPOCD1	-1.513
RAB39	0.2245
GHRH	0.605666666666667
ITIH5L	0.24525
C17orf37	0.8495
SMCR8	0.00825
DPY19L2P3	-0.507333333333333
IL11RA	1.09516666666667
GDF3	-3.82216666666667
RPS6KB1	-0.373
DNAJC19	0.8517
TOP1	-0.34075
CRCT1	-0.647625
MPST	-0.089875
DPM2	-0.014
FAM38B	-1.88366666666667
SLC18A1	-1.88616666666667
FARP1	-0.231333333333333
PAX7	-0.15925
TUBD1	-0.4655
GNL3	-0.393875
BTG2	3.11073333333333
NDUFS6	-0.10775
C1orf79	-1.85025
ERAL1	-0.2525
ECHS1	0.62325
VPS4A	-0.8575
CYP11A1	-0.037
ABCC6	0.547428571428571
PBX4	-1.26
MOSC1	0.885
NCF4	-0.0795
HYMAI	0.0585
NAGPA	0.26
OTOP2	0.117
ACOT12	-0.287
MTHFD2L	-0.628625
LOC441376	3.38775
C19orf34	-0.4995
RAB1B	0.15625
ALDOAP2	-0.7815
NTRK1	-1.71966666666667
ARTS-1	0.8884
SLC6A11	-0.7545
NAP1L2	-0.213
CNGB1	0.0115
EPB41L4B	0.505166666666667
FAM134B	3.43375
HS3ST3A1	-3.127
CPXM2	6.122
SIRPB2	0.3405
CHORDC1	-1.37483333333333
TRIB3	-1.5135
SLC2A5	0.014
C2orf49	-0.824
DDX5	0.4435
OR5L1	0.388
ANAPC4	-0.196166666666667
ZSWIM1	0.279375
LOC93622	0.113
KCNK3	0.339
RP11-35N6.1	-1.547875
ZFP161	0.145166666666667
AQP9	1.5935
SLC15A2	0.951666666666667
MREG	0.150833333333333
OR9I1	0.113
PDLIM2	0.482125
ADAM7	0.204
GSTCD	0.7725
WDR21A	-0.480625
SLC12A8	1.41083333333333
TMEM174	-0.00125
IGSF3	0.86775
LRRN1	-0.11525
LOC402117	-0.106
SRPK1	-1.93533333333333
LY6K	-1.295375
NFIA	3.451
PTCD3	-0.58525
LEP	3.592
PCDH21	-0.912166666666667
MAPKAPK2	0.414
NMNAT1	0.131
LHFPL2	0.637375
C9orf43	0.866
DIP2A	-0.421
ACTR8	-0.3915
CCDC34	-0.07175
PTPN22	-1.161875
ITGA3	-0.416375
FAM129C	0.01025
RABGGTA	0.0185
UNC45B	0.30475
KIAA1033	0.495875
ZNF510	0.283166666666667
CYP2D6	-0.487333333333333
SLC26A10	-1.461
STX8	-0.37075
LUZP1	0.230375
WDR89	-0.0888333333333333
EIF4G3	0.0998
C5AR1	0.855375
ZNF623	0.493
A2M	2.29425
TGM7	0.402
GRPEL1	-0.675833333333333
LMNB2	-1.6018
ROCK2	-0.154833333333333
SNX16	1.554375
CCDC66	0.315
ANXA3	-0.8635
KIAA1609	-0.74175
EED	-1.3595
RNF32	0.0861666666666667
HES1	0.6039
CLC	-0.125333333333333
ISL1	0.056
KIAA0528	0.469875
MANEA	0.95725
C1orf61	-2.315
hCG_2001000	-0.38925
RAPGEF6	-0.1233
KIAA0020	-0.596333333333333
NEIL1	1.18025
C16orf45	1.0195
RBM10	-0.281
C10orf125	-1.474875
MRS2L	-0.49775
DNAH17	-0.636875
C19orf10	-0.32975
C1orf160	0.4425
SLFN12	0.35925
EXOC3	0.434166666666667
HIST3H3	0.8375
NCOR2	0.411833333333333
TNFRSF9	-0.7775
MFSD8	0.385
ALX1	-3.43916666666667
NOL1	-1.34175
PODN	3.12875
TIAL1	-0.5195
HIST1H1E	-1.33025
NPY6R	0.2045
TM4SF4	0.172
CORO2A	0.6865
ETNK2	1.15633333333333
APOE	0.5307
ANGPT4	-0.191
HDGF2	-0.4415
G30	-0.259
ST8SIA4	-0.526375
F2RL1	-0.0105
FAM19A4	-3.02825
CCAR1	-0.30775
B3GNT7	-0.174
OPHN1	0.0239
DSCR6	0.1795
C21orf13	1.099
GAS2L1	0.439916666666667
RFX3	0.481333333333333
COPS4	-0.210125
BCHE	-3.34866666666667
BCL2	2.119625
HBZ	-3.209
ARL13B	1.105625
MAPBPIP	1.35525
MYO15B	0.70675
SPZ1	-0.07625
KIAA1324	3.11588888888889
PLCL2	0.040125
C4orf29	-0.66775
WDFY2	-0.962875
ZNF284	-0.544
NAALADL1	0.8755
DUSP5	0.615333333333333
PXDN	0.684375
SLMO1	-1.0375
TNXB	0.5025
BIRC7	-1.29275
A4GALT	1.7525
TIMM22	-0.15025
FAM110C	0.79925
TOMM34	-1.052875
ABHD9	0.304
ADAM32	0.4945
CRHBP	1.72625
AQP2	0.228875
LOC130355	0.52775
ZNF187	0.28
ZNF816A	0.3635
F7	0.08925
CNOT1	-0.841
SLC13A4	-0.4495
ZBTB11	0.3725
B3GALT5	1.00825
EXOC2	1.00483333333333
IRS1	0.4839
TMEM1	-0.162166666666667
MRPL34	-0.2145
SAMM50	-0.12475
CDC42EP3	-0.26925
HSF2	-0.4914
MFN2	-0.0625
TSPAN7	0.451166666666667
NUCB1	0.475583333333333
RHOH	-2.1645
ARL16	-0.088
TACR1	0.237
SFRS5	-0.665
SNX25	0.095625
RHBDF1	0.835166666666667
PCDH18	3.28583333333333
HMG1L1	-0.28475
MYO5C	1.668625
MAPK10	0.9
LDHAL6A	-0.2085
NUDT12	1.19416666666667
NCAM1	-0.24925
GLIS2	0.0135
GGTL4	-0.8195
DAPP1	-1.792
ATF7	1.010125
KIAA0748	-0.95325
NFIL3	-0.59125
TM6SF1	0.786
SEZ6	-0.011
NANOS3	-0.429166666666667
DNAJA3	-0.0321666666666667
CLDN6	-2.475
CIITA	2.1727
EPHA4	0.267916666666667
FANCC	0.067
CMTM3	0.447375
PSG3	-0.602625
MRPL15	0.03325
C21orf59	0.02175
PLCXD2	-0.25525
C2orf34	-0.29875
UBE2L6	0.451375
MED14	-0.0971666666666667
HP1BP3	0.0876
C6orf208	-0.3815
TPBG	1.51325
OSR2	1.121375
XPC	0.0856666666666667
KLHL7	-0.452583333333333
CCR3	-0.1945
AGTPBP1	-1.20833333333333
PCSK6	0.317466666666667
STAT5A	-0.9613
FAM18B	0.0995
LONRF2	-1.33233333333333
PTPN2	-0.664875
SF3A3	-0.459333333333333
EFCBP2	-0.0835
HCFC1	-0.324
AHNAK	1.4083
ACTR5	0.4695
KIF14	-1.35771428571429
TENC1	2.01375
HEATR5B	0.9985
YIPF2	0.420666666666667
MYEOV2	0.2145
DUSP18	1.26725
KIAA1012	0.149
AHR	0.860166666666667
C17orf53	-1.01383333333333
PTPRH	-3.607
ATP6V1C1	0.6818
TAS2R3	-0.557
LOC440356	1.8405
COQ10B	0.37175
PSMF1	0.369833333333333
SORBS2	2.70316666666667
NFE2L2	0.64875
TMCO7	-0.8095
SH3PXD2A	0.6149
SH2D2A	-1.78375
SPINK5	-3.4775
MRPS24	-0.6075
OPA3	-0.259
TRAF7	0.173666666666667
C4orf35	0.0118333333333333
MT1G	-0.3415
MGC39545	0.36875
HS1BP3	0.1246
OR2B2	0.103
CHRM4	-0.0455
SFRP2	4.02183333333333
RIC3	-0.125
ART1	-0.0015
C6orf1	0.826
DUS4L	-0.019
C10orf104	0.58175
TNFAIP6	2.88225
RTEL1	-0.46625
CCT4	-0.7643
ZNF709	0.421
CHMP6	0.329833333333333
UPP2	0.1555
CYP19A1	-0.119625
CD151	0.0415
NDUFA13	-0.250833333333333
ARFRP1	-1.0365
FAM26B	2.33525
CRYBA1	-1.0945
MRPL41	0.1565
NPFFR2	-0.90775
HRH2	-0.0005
SCAMP3	0.644333333333333
MTMR6	-0.1439
MTG1	-1.0195
UBTD1	1.06325
CRABP1	-2.452
FLJ33790	-0.4268
KIAA1908	0.425666666666667
GPR158	-0.0095
PACSIN3	0.6905
OMD	4.10716666666667
CATSPER1	-0.470333333333333
HOXB8	-0.767875
FBXO46	0.4595
OAS1	0.0178333333333333
SVIL	1.021
PHB2	-0.58425
ADCY3	-0.065
NDRG2	1.54083333333333
ERMAP	0.592
APBA2	-2.1315
IGSF9	2.87625
WNT6	-0.448928571428571
MYCBPAP	0.97075
ATP2B2	-0.2034
CPVL	-0.413
TRAM2	-0.336333333333333
NOP5/NOP58	-0.245
ZNRF4	-0.10275
TLK1	0.016
MTMR12	0.995142857142857
ZNF384	-0.0865
FAM9B	-2.6775
RPN1	0.2988
PMVK	0.71475
EIF3D	0.0555
SIX2	0.43
HPS1	0.165
RNF7	0.378
PSKH2	-0.163
KCTD13	-0.201666666666667
CSMD3	-0.599
FBF1	-0.115
IL8	-4.807625
SERPINB13	0.42825
FBXL20	0.5065
BLR1	0.27525
SH2B1	-0.0133333333333333
RFNG	0.092125
RAB20	0.12
RBM7	-0.6415
POLR1A	-0.421833333333333
TMPRSS4	-3.21575
TAF9	-0.671
TERF2	-0.1935
TNFRSF1A	0.990833333333333
ACADVL	-0.229166666666667
GTF2H5	0.6435
EDG8	1.883
C9orf140	-1.2335
UST6	0.10925
ZBTB8OS	-0.87775
ZNF710	0.455
GPR174	-1.2455
ATP6V0A2	-0.096
KIAA0319L	1.42066666666667
XKRX	-0.43
DOPEY2	1.22
SDHD	-0.522333333333333
SUMF1	2.528
OSM	3.2335
OPN3	-0.74525
DAGLB	0.106666666666667
PPFIBP1	0.5441
TRIM63	-2.159
C10orf53	-0.3755
LYPD3	-0.573833333333333
BCL7A	-0.198875
AGER	-1.29016666666667
TCF19	-1.34825
SAT2	-0.18925
PFTK1	1.214
GABRE	-1.68975
C15orf38	0.505
FIS1	0.477
KCNV2	-0.0705
CLPS	0.082
PPCDC	-0.272375
FOXN2	0.981166666666667
NT5E	-2.3625
CD83	0.60425
IL18	-0.41825
VPS16	0.47525
IGFBP2	-0.524
NOTCH2	0.8255
SIGLEC1	2.184375
CD93	5.8225
SULF2	0.142
CEP164	-0.59875
P53AIP1	0.162833333333333
TOR2A	0.0921666666666667
ZNF136	0.3805
MGP	3.4349
CCDC144A	0.1865
TRPC1	-0.0198333333333333
SMS	-1.28783333333333
MAPK7	-0.534833333333333
RRAGC	0.661
PARD6A	-0.1575
NUB1	0.613166666666667
SYNGR4	-0.18475
OR11H12	-0.1885
WIF1	1.554
GCH1	-1.11775
OR11H4	0.1345
SLC44A5	2.787
GPRIN2	0.0841666666666667
LOC401431	0.29525
CPA4	-3.22
MELK	-2.51144444444444
IL15RA	0.4765
CUL3	0.613625
HMBOX1	1.12925
PODXL	-1.24325
CCT6B	0.587333333333333
COMTD1	-1.2165
MUC20	-1.78766666666667
GPX2	-2.93075
ITK	-1.174375
FBXL5	1.587
C13orf27	-2.0415
DEFA5	0.2185
TRHDE	-0.189
MTP18	-0.707666666666667
UQCRQ	0.3677
ITGB2	0.911083333333333
CSRP2BP	0.42975
TAS2R44	0.123
PHPT1	0.25
FAM44C	-0.26075
ERH	0.284
MPHOSPH1	-0.9435
MORC1	-0.412
PARVB	-1.115
LAMA1	-2.23225
PGBD3	0.48725
GIMAP6	4.28075
AREG	-0.474833333333333
LIPT1	0.33875
MGC99813	-2.35225
C1orf201	0.4805
GRIN2A	-0.5423
MAN2C1	-0.78175
NSUN5	-0.9285
SF3B5	0.32775
MYC	-0.6799375
NRXN1	-0.04975
ZNF18	-0.03175
SPDYA	-0.42475
SLC37A1	0.9975
DECR2	0.118
ANKRD38	0.50325
SPTLC3	-0.780833333333333
SUPT16H	-0.29125
DTWD2	0.735
ULBP1	-0.3925
ZADH1	0.412666666666667
OIP5	-2.18025
IL10RB	0.2555
OTUB2	0.406
VWA3A	0.00183333333333334
SPIC	0.0785
OR6C4	-0.0595
PSCD4	0.795666666666667
DPY19L2P2	-0.833
TRAPPC6A	0.308333333333333
C21orf2	-0.537166666666667
CEMP1	0.392
LIN7B	0.0035
E2F7	-2.23733333333333
VCP	-0.132625
LAMA3	2.02575
BGN	2.26275
GPR160	2.21
COCH	-4.10466666666667
GPR81	1.32633333333333
APOBEC3F	-1.88375
tcag7.1017	-0.2215
C1orf32	0.0935
SCGB1D2	4.9615
FLJ43987	0.024
C6orf170	0.5425
KLK9	0.252
GPD1L	0.45825
VPS37B	0.21225
ATG3	-0.246
ADAMTS17	-0.1585
KLHDC2	0.5375
NDUFV2	-0.1615
BLK	-2.9795
MATN4	-2.006
GPM6A	1.083
GBP4	3.84766666666667
TMEM162	0.126666666666667
PKP2	0.5185
HRASLS	0.851333333333333
MMP1	-5.41675
SFXN3	-0.1433
FSD1	-2.20366666666667
ST6GALNAC3	-0.694833333333333
CA12	3.4349
NCOA6	0.71175
C19orf58	-0.4003
PPP4R1	0.031
MAN1A2	1.11616666666667
IKBKAP	-0.68725
UPF1	-0.104166666666667
KIAA1219	1.20775
WNT16	-0.0575
SNW1	0.025
IL18RAP	1.986
RPP30	-0.38575
CDC40	0.298285714285714
SETD3	0.126666666666667
SLAMF6	0.11075
ELK4	-0.187
TRIM47	0.272166666666667
ACOX3	1.625625
TRIM6	1.02275
KIAA0372	0.158
TP53AP1	1.4155
SMURF2	-0.1965
ADAD1	0.3355
EBP	-1.5317
KRTAP13-2	-0.16
FLJ36874	-0.16
TOR1A	0.00733333333333333
P2RY4	-0.4
GPBP1	0.2735
TRPV1	-0.060625
ADAMTS12	0.604166666666667
PES1	-0.5762
ATG4A	0.456333333333333
MAGEA10	-4.86625
WFS1	1.2915
CC2D1B	-0.290166666666667
PABPN1	-0.305625
SLC25A30	-0.3075
SLCO1C1	0.723166666666667
SLC22A5	0.76375
KIF23	-1.88116666666667
SYN2	-0.118166666666667
ASPN	8.3145
CENTG2	0.466
QSOX2	-1.5028
FLJ10815	0.367
STK24	-0.729125
SPEG	0.7245
STK10	-0.356833333333333
DACT2	-0.914
AAAS	-0.78425
SSX3	-0.50025
ABCD3	0.6444
C4orf12	0.697
PARVG	0.4575
FIG4	1.1165
C9orf46	0.77375
TMCO6	-0.8
IGHMBP2	-0.2655
DUS2L	-1.13983333333333
FAM3C	0.1476875
TMEM16D	-1.73275
DCTN4	0.573
KCNH3	-0.1525
EIF2AK2	0.361
AP1S3	-0.38
CST4	0.895
PAM	0.839375
NUTF2	-0.794
CITED2	0.6506
SLC39A4	-0.066
C2orf52	-0.8295
GRM3	0.2115
C12orf49	0.541625
CCDC49	0.3625
GRAMD1B	-1.662625
FNDC4	1.24625
SIAH2	1.33325
GDPD4	-0.1185
C21orf87	0.1885
ATP5A1	-0.313666666666667
C16orf63	-0.251875
LOC388135	-0.149
ATP5J2	-0.51575
MMP3	0.93425
EMID2	-0.17125
CRHR1	0.161
WDR70	0.28475
C13orf31	1.344
ZFAND1	0.3145
CCL18	3.69933333333333
C3orf49	-0.166
RINT1	-0.297
KIAA0408	-0.443333333333333
F13A1	4.2612
SLC10A1	0.0378333333333333
OGN	3.511
GIPC2	0.0713333333333334
XPO6	-0.7025
LCE1A	0.444
FMR1	0.0657
LOC374920	-0.16275
DUSP3	-0.033375
ANKMY1	0.331
C7orf50	0.19075
BBS9	0.9207
UNC119B	-0.3035
C9orf72	0.181625
MGC35440	-0.1895
ENTPD6	0.351125
PPP1R2P9	0.18075
ERCC4	0.5015
FAHD2B	-0.124
HMHA1	-0.331
HACL1	-0.28675
RAD23A	-0.061
FAM83B	0.121
PPP5C	-0.618833333333333
RNASEH2C	-0.168375
C9orf153	-0.31225
SCAMP4	0.7305
GHITM	0.0048
NDUFB7	0.1615
ADCYAP1	2.393
SP110	1.56083333333333
MAP3K7IP2	0.90475
DHH	-0.2135
AGRN	-0.0191428571428571
WDR33	0.00783333333333333
CEP290	1.70983333333333
PRPS1L1	-2.38316666666667
KLRA1	0.0365
GPR97	-0.1995
CHD7	-0.981916666666667
TLR10	0.3655
SLC30A8	-0.727
HIC1	1.55833333333333
IAPP	-0.2505
RXFP4	0.04
GP1BB	0.233
SHQ1	0.3925
NKX2-3	-0.136166666666667
API5	0.132
FTHP1	0.4325
MOV10L1	0.447
TRIM6-TRIM34	2.71516666666667
ADHFE1	1.4735
FAM117A	0.032
DDI1	0.0511666666666667
CDON	0.043
TRIM73	-0.0145
IGKC	2.225
MMP14	-0.1865
DYNC1LI1	-0.2485
C11orf66	0.5275
TRBV3-1	-1.438
FASTKD5	0.38075
BIVM	-1.5695
LHX4	0.027
CXCL2	0.6526
RAB2B	-0.909833333333333
IZUMO1	-0.135666666666667
MAP3K15	-2.098375
FAM19A2	-0.0858333333333333
ZC3H8	-0.705166666666667
ZMAT1	2.482375
SPINK5L3	-3.03925
SLC10A6	1.067
APPL2	0.684625
CARD10	-0.0396666666666667
LOC402176	-0.809875
EEF1D	0.9951
RAB6A	0.5753
C12orf5	-0.882375
PAPOLG	0.465
MSRB2	0.33025
BCR	0.823388888888889
PUS3	-0.6975
TIAM2	-0.258
ZNF317	-0.1075
CHD2	0.1345
FZD5	-1.54518181818182
NUDT8	-1.383
ZNF763	0.0825
PRC1	-1.91011111111111
ABCB9	0.713
SPATA3	-0.07375
TRAK2	1.833625
STAB1	2.991375
LRRTM2	0.458666666666667
psiTPTE22	0.2645
DBI	0.50125
SERPINA11	-1.837
NAT5	0.6665
C20orf58	-2.4295
RPS6KA4	0.0756666666666667
FLJ90650	1.85925
TGFBRAP1	0.3175
CHRDL2	0.66675
FAHD2A	-0.498
CNTN1	-0.0345
BBS4	0.4752
TMEM181	0.461
MINPP1	-0.05925
MPHOSPH6	-0.683916666666667
HOXC10	1.8769
ITPKB	0.365625
CLPTM1L	0.19175
MEOX2	2.91666666666667
