Hybridization REF	TCGA-AN-A0FG-01A-11R-A00Z-07
C21orf2	-0.725333333333333
CEMP1	1.2245
LIN7B	1.0525
E2F7	-1.6495
VCP	-0.5436875
LAMA3	1.73127272727273
BGN	1.743
GPR160	-0.0616666666666667
COCH	-3.76766666666667
GPR81	1.75566666666667
APOBEC3F	-1.0875
tcag7.1017	-1.017
C1orf32	1.8215
SCGB1D2	2.58875
FLJ43987	0.467
C6orf170	-0.12725
KLK9	0.4805
GPD1L	0.505375
VPS37B	0.3745
ATG3	-0.875833333333333
ADAMTS17	-0.4125
KLHDC2	-1.3305
NDUFV2	0.161
BLK	-0.02725
MATN4	-1.0835
GPM6A	0.677666666666667
GBP4	5.62716666666667
TMEM162	0.244666666666667
PKP2	-1.2425
HRASLS	-2.604
MMP1	0.54075
SFXN3	0.2766
FSD1	-1.33683333333333
ST6GALNAC3	-1.38433333333333
CA12	3.1453
NCOA6	0.691
C19orf58	-0.4795
PPP4R1	-0.796166666666667
MAN1A2	1.83716666666667
IKBKAP	-1.864
UPF1	-0.01
KIAA1219	0.67675
WNT16	1.06133333333333
SNW1	-0.246875
IL18RAP	4.14425
RPP30	-0.578
CDC40	0.217642857142857
SETD3	0.735
SLAMF6	1.19475
ELK4	-0.4385
TRIM47	1.318
ACOX3	1.492
TRIM6	1.04275
KIAA0372	-1.0365
TP53AP1	1.37375
SMURF2	0.0655
ADAD1	1.208
EBP	-0.296
KRTAP13-2	0.477
FLJ36874	-1.0765
TOR1A	-0.292666666666667
P2RY4	1.2145
GPBP1	0.04325
TRPV1	0.51
ADAMTS12	0.65
PES1	-0.697
ATG4A	0.761666666666667
MAGEA10	-4.34225
WFS1	2.10025
CC2D1B	0.1215
PABPN1	0.211125
SLC25A30	-0.544
SLCO1C1	0.0275
SLC22A5	2.83525
KIF23	-1.95283333333333
SYN2	-0.261666666666667
ASPN	7.30366666666667
CENTG2	-0.0465
QSOX2	-1.4862
FLJ10815	-0.603166666666667
STK24	-0.705625
SPEG	0.4328
STK10	0.432333333333333
DACT2	-0.286
AAAS	-0.8295
SSX3	-1.268625
ABCD3	0.28
C4orf12	-0.09475
PARVG	1.20016666666667
FIG4	0.35825
C9orf46	0.19775
TMCO6	-0.845
IGHMBP2	-0.76175
DUS2L	-0.993166666666667
FAM3C	-0.72
TMEM16D	-1.64771428571429
DCTN4	0.492
KCNH3	-0.0545
EIF2AK2	2.5545
AP1S3	0.117125
CST4	2.1525
PAM	0.1341875
NUTF2	0.039
CITED2	-0.6329
SLC39A4	1.72525
C2orf52	-0.3405
GRM3	-0.69275
C12orf49	-0.10925
CCDC49	-0.0466
GRAMD1B	-0.641857142857143
FNDC4	0.00125
SIAH2	0.549
GDPD4	-0.784
C21orf87	0.68
ATP5A1	-1.335
C16orf63	-0.094125
LOC388135	-0.7975
ATP5J2	-0.581
MMP3	0.36
EMID2	-0.50575
CRHR1	0.51475
WDR70	-0.32825
C13orf31	2.01175
ZFAND1	-0.30775
CCL18	4.90183333333333
C3orf49	-1.091
RINT1	-1.39
KIAA0408	-1.6455
F13A1	2.9051
SLC10A1	0.444166666666667
OGN	-1.605
GIPC2	-1.17416666666667
XPO6	-0.189666666666667
LCE1A	1.218
FMR1	0.62
LOC374920	0.58175
DUSP3	0.763
ANKMY1	0.167
C7orf50	0.18025
BBS9	-0.1656
UNC119B	-0.91275
C9orf72	-0.50625
MGC35440	-0.78125
ENTPD6	-0.076125
PPP1R2P9	0.293333333333333
ERCC4	0.45625
FAHD2B	-0.386
HMHA1	1.049
HACL1	-1.41425
RAD23A	-0.308833333333333
FAM83B	1.79875
PPP5C	-1.245
RNASEH2C	-0.214625
C9orf153	-0.0263333333333334
SCAMP4	1.03375
GHITM	0.2289
NDUFB7	0.36825
ADCYAP1	0.469166666666667
SP110	2.74
MAP3K7IP2	0.50125
DHH	0.02
AGRN	0.0872142857142857
WDR33	0.0146666666666667
CEP290	0.645666666666667
PRPS1L1	-1.817
KLRA1	-0.429
GPR97	0.531
CHD7	0.478666666666667
TLR10	0.629
SLC30A8	-0.659
HIC1	1.31866666666667
IAPP	0.3715
RXFP4	0.637
GP1BB	1.42675
SHQ1	0.677
NKX2-3	0.3875
API5	-0.27025
FTHP1	-0.0145
MOV10L1	0.00966666666666667
TRIM6-TRIM34	2.3415
ADHFE1	1.03575
FAM117A	0.13575
DDI1	0.72525
CDON	-0.296166666666667
TRIM73	-1.6805
IGKC	5.6845
MMP14	0.165916666666667
DYNC1LI1	-0.402625
C11orf66	0.3035
TRBV3-1	-1.88566666666667
FASTKD5	-0.6725
BIVM	-2.01475
LHX4	0.293
CXCL2	-2.1052
RAB2B	0.067
IZUMO1	-0.921333333333333
MAP3K15	-1.4235
FAM19A2	0.209166666666667
ZC3H8	-1.241
ZMAT1	2.6285
SPINK5L3	-2.42575
SLC10A6	0.168
APPL2	-0.6585
CARD10	0.083
LOC402176	-2.241125
EEF1D	1.6147
RAB6A	0.9803
C12orf5	-0.317875
PAPOLG	0.22575
MSRB2	0.70125
BCR	0.188166666666667
PUS3	-0.1055
TIAM2	0.69325
ZNF317	-0.0161666666666667
CHD2	0.331428571428571
FZD5	-0.914454545454546
NUDT8	-1.79925
ZNF763	0.163
PRC1	-1.11511111111111
ABCB9	0.175666666666667
SPATA3	0.81025
TRAK2	1.241875
STAB1	2.90525
LRRTM2	0.108833333333333
psiTPTE22	1.54825
DBI	0.51625
SERPINA11	-0.82525
NAT5	-0.40425
C20orf58	-1.92275
RPS6KA4	0.628833333333333
FLJ90650	-0.838
TGFBRAP1	0.45425
CHRDL2	1.459625
FAHD2A	-0.675
CNTN1	1.00733333333333
BBS4	-0.1751
TMEM181	0.24375
MINPP1	-1.141
MPHOSPH6	-1.31625
HOXC10	2.0986
ITPKB	0.02175
CLPTM1L	-0.0101250000000001
MEOX2	0.179166666666667
ATP6V0C	0.710125
PRPF8	-0.960666666666667
TMC5	3.589
FKBP3	-0.4065
PLEKHB2	-0.6085
OR4D6	-0.0855
ZNF544	-0.5507
D2HGDH	-0.529
RPL18A	-1.2372
HEL308	-0.09125
MPP6	-3.94175
TCERG1	-1.39825
KRT16	1.08433333333333
KLF17	-1.84333333333333
KLF5	-0.549875
CDR1	1.72725
VCX3A	-5.213
FBLN2	1.924625
C14orf104	-0.525
HBE1	-4.5682
OR4S2	2.286
C1orf108	-1.00466666666667
ROBO4	3.74516666666667
CPEB4	1.390375
C11orf80	-0.559833333333333
BCKDHA	-0.421833333333333
MYOC	1.0555
GIF	-0.8315
CKMT1A	0.652
RPL3	-0.4791
THBS1	3.14175
APOO	-1.035
ARMCX1	1.0555
HSZFP36	-0.3665
SNAPC5	-0.19175
EIF4ENIF1	1.08525
ZNF433	-0.464333333333333
TNFRSF21	0.20675
TMPRSS7	0.675
SPATA18	1.3668
HPDL	-3.0625
MKL2	1.0522
TBX3	2.01576923076923
C21orf93	0.373
DAXX	0.05225
ELMO1	0.420125
RGS13	0.763
TAF11	-1.226
UNC13A	-1.59875
LOC653314	0.151
ORC3L	-0.64225
IMAA	-2.033
TARBP2	-0.608
CABIN1	0.3523
TRIOBP	0.1271875
HIST1H2AC	0.644
RGS22	0.953833333333333
NCOA1	0.893833333333333
IL25	0.6095
SNCG	2.0035
GPR6	0.252
AMDHD1	-0.6515
CHEK2	-0.556375
C6orf142	-1.0105
DRD4	0.96025
C14orf68	-0.5785
GDF11	-1.6055
SEMG2	1.1425
CD247	1.1995
CDAN1	-0.59275
RBMX2	-0.207333333333333
TGS1	-0.7025
OIT3	1.66175
SYF2	-0.37675
MCM4	-0.660125
PKHD1L1	1.401125
CEP192	-1.12733333333333
IFT88	-0.03525
RPL9	-0.457142857142857
RAB32	-1.121375
DDX43	-2.3385
P2RX2	0.5165
OR5D18	0.612
UBE1	-1.11366666666667
SLC24A1	0.44475
ARHGAP5	-0.177
CETP	-0.3345
KIAA1731	-1.00066666666667
SLC9A4	0.437
PTPN6	0.998
BAHD1	0.08825
GRIK3	0.249
CACNB2	-0.7371
PDE10A	-0.63
DGCR14	0.40025
PCDHB9	-0.615666666666667
RHOQ	1.74116666666667
MAP3K4	0.00325
KTI12	-0.1725
RPL23AP13	-1.0465
GNG11	-0.58125
CLCN3	2.0095
GPAM	-1.10425
VSTM2A	2.084
SLAMF7	4.84866666666667
INTS2	-0.40775
PPP2CA	-0.0158
LRP12	0.614866666666667
SEC14L2	1.64711111111111
DKFZP586H2123	3.79275
MC3R	0.366
CIRH1A	-2.07666666666667
HIST1H2AB	0.634666666666667
POLH	-0.862875
MGC16703	-1.7115
SNAPC2	0.308
FILIP1L	1.296
RASGRP4	0.853
LRRC1	2.01625
GAS1	0.5115
PRAC	-1.19333333333333
DGKA	-0.1115
NT5C3	0.02375
PEG3	-2.72958333333333
NADK	-0.983
PRR17	0.6825
LOC374569	0.0135
SGSH	-0.306666666666667
NLRP8	-0.398
GALT	-0.3684
MCF2	0.16
ZNF263	-0.426
TACSTD1	0.571833333333333
TYR	-6.0855
ATP6AP2	0.04075
RNUXA	-0.0735
ABHD10	-0.537111111111111
GDPD2	1.44675
SLC35C1	0.43875
UBE2A	0.403125
HERC5	0.160333333333333
FAM112B	-3.56616666666667
FBXL16	1.55875
DKFZP434A0131	-0.53075
ELA3A	-2.0025
RBM41	-0.879875
HAO2	-0.117
RNH1	-0.3715
SHANK2	1.583
OSBP2	-0.9535
DAK	-0.991166666666667
C3orf58	-0.094
TCL1B	2.0295
KBTBD2	-0.475
SUGT1L1	-0.3945
UBE2E2	-0.4175
MYL9	2.78025
CDC23	-0.296
PBXIP1	1.5366
CXorf40B	0.1425
NBL1	0.6595
RTBDN	1.0605
RAB11FIP5	0.03275
TTTY13	-0.2035
SCOTIN	0.12475
SOHLH1	1.83466666666667
CDKN1A	0.0530714285714286
NCK1	-0.00800000000000001
ZNF550	-1.18975
SAPS3	0.81375
SPIN3	0.126
MAGEE2	0.17675
MIS12	-1.04183333333333
OR8H2	0.4345
KIAA0774	-0.169
UNC5D	-1.2685
CUL7	-1.28133333333333
LIPC	-2.44616666666667
DIO1	3.79025
C20orf11	-0.2543
CTRL	-0.55975
HS3ST2	0.7775
PAK4	1.069
CCRL1	2.9515
RNF10	0.749375
ZNF567	-0.54125
ZNF660	-0.536
TCEAL3	1.918
MAGOH	-0.458666666666667
CENPB	0.0656666666666667
C19orf7	0.947375
LOC388965	-0.374
ZCCHC13	0.432
JMJD1A	-1.7088
HIST1H4H	0.4925
TBRG1	-1.1571
GPC3	-4.877375
TAF1C	-1.064875
EBNA1BP2	-0.7075
CIAPIN1	-1.1725
PDGFRA	-0.411222222222222
CSTB	-0.2385
CENPI	-1.69916666666667
GTF2E2	-0.943
RPP21	0.3035
CCNF	-0.932666666666667
KCNQ3	1.0415
FAM79A	0.03275
SLC22A12	0.42
NOVA1	0.623833333333333
FZD3	-0.2021
AKAP8	-1.10175
SOCS5	-0.655125
CFDP1	-0.96825
DLG5	0.40275
PGM5	0.526
C1orf144	0.0241666666666667
HDAC10	-1.274
RND2	0.4455
C20orf199	-1.453
RNMT	-0.880125
SLURP1	1.757125
ASTN1	-0.341714285714286
SH3BGR	1.546
MYCL1	-0.404125
ZHX1	0.0368333333333333
CENPK	-2.92225
FOSB	0.5193
LOC643406	0.84625
C2orf59	-0.327375
TMEM135	-0.433
SLC27A2	-0.17075
KRT33A	2.167
OVOL1	0.965875
PAMCI	-2.335
S100A7	1.7995
ZNF789	-1.14
HARS2	0.1905
RPL23A	-0.892666666666666
TCF23	0.30975
UPF3B	-1.119625
C17orf78	0.9035
HLA-DOB	1.85383333333333
C14orf142	0.0143333333333333
TEKT5	2.48583333333333
DMWD	0.253
POLD1	-1.43683333333333
GSCL	0.2645
CALD1	0.6071
SCRT1	0.854833333333333
AIG1	1.465
UNC84B	-0.705
ZNF404	-0.936
TMED6	-3.096
KIAA1462	-0.123
LRRC27	1.58683333333333
PYGO1	1.8145
PIGU	-1.0405
ALAS2	-3.66916666666667
WRNIP1	0.610375
CNNM3	-0.418
ZNF2	-0.1225
ST3GAL5	0.123416666666667
MRPL23	-0.39025
TSSK6	-0.644
PSMA6	-0.40325
C16orf70	-0.8905
KIAA1602	0.221
ALMS1	-0.681
DCN	1.815375
TMEM132D	-0.30725
SUCLG2	-0.17975
ABHD14A	1.03725
DEXI	0.409333333333333
AMPD2	-1.61916666666667
IFNAR2	-0.226666666666667
CYB5A	1.2037
TLOC1	0.22965
NXF5	-0.649666666666667
NRBF2	0.128875
KCTD3	2.22775
ITGAE	-1.2125
SLC30A3	-1.60283333333333
ZRF1	-0.8215
IFRD2	-0.2865
XAB1	-0.85275
PYCR2	0.396333333333333
SERPINB3	-3.965
TMLHE	-1.236
GEFT	-1.033875
ABCA5	0.2425
EMR4	-0.454166666666667
TSFM	0.254
HIST3H2BB	-0.38225
ARHGEF19	-0.2075
TSPAN17	-0.333833333333333
ABCC8	1.8355
MAP1S	0.0728333333333333
C22orf36	2.13825
BNC2	0.0922857142857143
HIST1H4A	0.202
NDUFS3	-0.770166666666667
WDR3	-0.4725
XKR4	-0.11975
TTC33	-0.454285714285714
STMN2	3.65825
CPN2	-0.4885
HSPC105	-0.53725
PCOLCE2	-4.758
C3orf55	-0.329
KLHDC9	2.97383333333333
TBC1D23	0.050625
ATXN2L	-0.54375
MAP2K3	0.219083333333333
SCAP	-0.28325
ZNF486	0.575666666666667
C20orf96	1.97375
NARS	-0.433
ADAMTSL1	-0.550785714285714
PRCC	0.6355
CCDC126	1.27366666666667
ZNF675	-0.703
CALCOCO1	0.0475
ANKRD43	2.64325
CWF19L2	-0.274333333333333
ZBTB32	2.98966666666667
BRAF	0.48125
ODF4	0.39225
MGC14376	0.769833333333333
HORMAD1	-2.03
AAK1	0.804818181818182
PEBP1	0.971166666666667
TNFSF5IP1	-0.1545
DKFZp564N2472	0.76725
RMND1	-1.130125
IGKV1-5	4.9535
COL1A2	3.18858333333333
SERPINA5	1.84725
AANAT	0.426
C19orf21	1.39466666666667
GEMIN5	0.00649999999999998
UBR4	-0.927833333333333
LTBP3	0.869
AMHR2	-1.87433333333333
PROCR	-0.239
MYBBP1A	-1.02425
C20orf39	1.53816666666667
ZNF697	-0.430875
PASK	-0.27
ZNF776	0.445666666666667
RFXDC2	0.171125
KIAA0467	-0.0365
C10orf96	-1.2165
ZNF503	-0.57675
GULP1	-2.131
KCNE4	1.86983333333333
DKFZp434K191	-0.397625
LOC196913	0.172
BHLHB4	1.3405
CH25H	1.036
LOC81691	-0.640666666666667
ALPL	0.665357142857143
COL12A1	2.453125
FOLR3	-2.21766666666667
GPR123	0.20325
TRIM62	0.562428571428571
ABLIM1	0.562333333333333
MAST3	-0.5865
RHBDD1	0.421333333333333
LOC338809	0.633
RYBP	0.87275
TTC26	-0.343875
ZNF22	-0.185333333333333
ISCA2	-0.29675
RDM1	0.62
PIGM	0.623
GNB3	-1.163
ACTR2	0.4846
HMGB1	0.15725
EDG1	3.52866666666667
SOAT2	-2.77325
OR10AD1	0.7855
RAP1GDS1	1.11433333333333
LCE1F	0.3955
ESM1	-0.618125
RCN3	1.8675
CREBL1	-0.54575
DBNL	-1.15583333333333
PTGER3	1.647
USP30	-0.111666666666667
BCL2L12	-0.0831666666666667
KIF26B	2.21425
ZNF416	-0.13725
ZNF225	-0.075
C17orf70	0.46
ZNF554	0.578
RAE1	-0.776166666666667
TNIK	-0.031
ACTN3	0.5335
MGC45922	1.387
CCNA1	0.362166666666667
RYK	0.621333333333333
IL26	0.8275
LRP3	0.589833333333333
QARS	-1.3145
SOX7	0.848857142857143
BID	-1.022375
OR2S2	0.169
CXCL14	4.27625
C11orf47	-1.016
MGC29891	1.21383333333333
HSPB8	0.8473
PRDM14	-1.56
NUFIP2	0.36875
MNAT1	-0.435125
ZDHHC2	-0.968416666666667
MBNL2	0.67925
ADD3	-0.8525
CSNK2A1P	-1.5505
KLK6	0.852833333333333
TMEM111	-0.1494
KIAA1279	0.184
NUBP2	0.272
RAB42	-0.25025
ID3	-0.4984
TM9SF1	0.23125
MDP-1	0.255
POU4F2	0.4925
IQCK	1.5705
C16orf14	0.441
CAPN3	-1.280375
FAM43B	0.511625
RECQL	-1.02925
AP1G1	-0.418714285714286
CTNNBL1	-0.356833333333333
ECHDC1	-1.22966666666667
SMARCC1	-0.1865
FOXQ1	-1.282
GNAI3	-0.0686666666666667
POLG2	-1.3825
CD4	1.498625
ITLN1	0.173
EBI2	3.84875
IRF1	1.3225
PTPRE	2.8045
PTK2B	-0.54925
NXNL2	-1.1445
SOX4	0.550444444444445
TSPAN3	0.1555
SH2D1A	-0.465
C8orf58	-0.847
USP20	-1.0605
DUSP22	-0.7265
CALB1	-1.48125
L3MBTL2	1.225
MCRS1	-0.634
TMEM118	-0.34
C18orf8	0.996666666666667
FLJ10241	-0.59675
GJA12	0.866
PKD1	-0.4355
ZFP3	0.309
JAM3	-0.765125
LAPTM4A	0.8845
DIRC2	0.149
KIAA2022	1.24866666666667
MYOM1	0.191666666666667
TRPM8	-2.76066666666667
MOP-1	1.45825
PHKG2	-0.19675
ZNF650	-0.234875
KIAA1522	0.844125
PSG8	0.997666666666667
DDX19B	-0.712
MOBKL1B	-0.47025
DIAPH2	-0.389416666666667
PTPN12	-0.07975
CLN8	-1.1561
CRYZL1	-1.12633333333333
CRY2	-0.250666666666667
FCGR2B	3.88433333333333
PNPLA4	0.6205
ZNF454	-1.663
DKFZp434B1231	0.3825
CLDN11	0.5043
RFWD2	0.970666666666666
CIB2	-0.475666666666667
MXRA8	2.454375
HRK	-0.165625
MAML2	-0.322
C4orf31	-1.34875
C6orf192	-0.587
COG6	0.5725
FAM5B	0.59775
NFATC1	0.971
SEPT10	-1.00025
SCYL1	-0.4271
RPP40	-1.05125
SCOC	-0.0123
KIAA1450	-0.00600000000000001
CTDSPL2	-0.7705
TBX5	2.16216666666667
NAPG	1.321875
RHD	-5.05166666666667
C14orf45	0.709833333333333
ZBTB22	0.229
PLCG1	-1.3875
ANKRD10	-1.38375
AQP7P2	-0.297
TAGLN2	0.5625
HTR2C	-0.640666666666667
SLC16A7	0.616666666666667
C17orf83	-0.8145
TSGA14	-0.434166666666667
MDH1	-0.69775
PPP3R2	0.8275
DCBLD2	-2.06507142857143
RBM33	-0.0115
DPH3	-1.89375
SYT10	-0.00866666666666666
FMO4	2.104
THYN1	-0.92575
DRD5	-1.4525
OTOR	3.30625
PGRMC2	0.4973
KATNAL1	-0.147875
PAQR6	-0.15025
UBE2I	-0.566
C14orf28	-0.1065
C8orf70	2.87975
FLYWCH1	-0.451375
ANGPTL3	-1.0395
GLRX2	0.07
ATP11A	-0.831
ARL5B	-0.135125
MUC16	-2.38825
SLC25A5	-1.60885714285714
ACRC	-0.7975
MYO1C	-0.826625
FAM89B	1.19966666666667
FAS	0.272875
KIFAP3	0.8955
GLRA2	-0.5905
BTN3A2	0.8105
CNKSR3	0.00674999999999999
CSTF3	0.457
ARPM1	0.35375
KIAA1530	0.2285
C9orf150	3.42283333333333
PRKCI	0.47575
tcag7.1015	-1.868
SOD3	0.0415
ZNF574	0.4435
CYP21A2	3.10325
RPL12	-0.2635
COMMD2	-1.12375
WIZ	-0.06425
LOC344405	-1.414
ALDH4A1	-0.493941176470588
CRYAB	2.645
COPA	0.348833333333333
PCDHGA7	0.885833333333333
KIF11	-0.859666666666667
RASD2	0.4915
SLC26A3	0.343
ZNF175	-0.8415
JAKMIP2	-1.314
C8orf4	2.27466666666667
PTHLH	2.2735
SLC40A1	1.38758333333333
OR7D4	0.301333333333333
PCDHB17	-0.724
CD36	1.4495
C6orf203	0.5092
PRKG2	-0.247
LOC400566	0.07025
ANAPC13	-0.51775
SLCO3A1	0.5225
ZNF692	-1.6555
FANCL	-1.231
SH3GLB1	0.3865
C12orf61	0.9895
KBTBD6	-0.38925
SUPT5H	0.242875
XRCC6	-0.4544
HUS1B	-0.2934
FAM133B	-0.0414285714285714
LOC728276	-0.984
KCTD18	0.71
SOS2	0.474166666666667
CCDC99	-1.154
C1QTNF5	3.126
NNAT	0.192333333333333
USP16	-0.9015
LARS	-0.859375
ZBTB2	0.971875
ABO	0.3985
TRAF3	1.389
GALNT5	-1.835
NAP5	1.215375
ALG14	0.396666666666667
KIAA0515	-0.321576923076923
WDR75	-0.593
TEX261	-0.559916666666667
LY86	0.759
LOC389072	-1.413
FLJ13611	-0.11925
MRGPRX2	0.8255
SNRPA	-0.881125
OR2G2	0.469
GPRASP2	-0.14475
C7orf42	0.8172
C9orf163	-0.349
CYP11B2	0.4475
FCRL3	1.54266666666667
PRDX1	0.00900000000000001
FGB	-5.5454
COX17	0.8385
C16orf33	0.82775
PIWIL1	1.4356
FOLR1	-2.18716666666667
KIAA0082	0.0495
FREQ	-0.392333333333333
TMCC2	-0.723833333333333
TCF12	-0.0241666666666667
ZNF721	0.1605
FAM130A2	0.6645
POU4F1	-1.8245
SNRPF	-0.749
SGIP1	1.43433333333333
ZNF641	0.780666666666667
EMG1	-1.0595
PRRG4	2.2385
HIRA	-2.89125
MYNN	-0.176
AEBP2	-0.935333333333333
TBXA2R	0.790333333333333
ISL2	-1.3455
PCDHB11	-0.223
RNF144A	-0.901625
MARCH5	0.313
DULLARD	-0.936833333333333
DCLRE1B	-0.993
ITGA8	1.3825
TP73	0.108125
PRKCD	1.84825
NDUFB4	0.41325
ATP13A4	1.60671428571429
ANTXR2	-0.732833333333333
COL4A3	-0.247333333333333
MYO10	-2.3835
SLC6A18	0.7195
PEX1	-0.38975
TMEM74	-0.988333333333333
RBM19	0.2225
TAPBP	0.66055
RUNX1	0.407375
MID1	-1.95675
GPR64	-1.08633333333333
RASEF	4.64975
GABRG1	0.39225
MYO16	-1.0645
DBF4	-1.385
TSHZ2	1.96325
RIPK2	1.283625
PPTC7	0.644166666666667
KIF4B	-0.8735
LRRC31	0.424714285714286
ZNF540	0.291
EFNB3	0.465166666666667
LOH12CR1	-0.202875
STON2	1.05183333333333
GLP1R	1.2485
CSTF2T	-1.86875
IREB2	-0.933714285714286
GRSF1	0.15525
PDCD7	-0.601
LRRC43	-0.9415
CNR1	0.595166666666667
IL1F7	0.6805
C12orf64	0.033
FAM69B	-1.41
NR2E1	-2.00183333333333
MS4A6A	2.8186
FTL	-0.6067
C7orf36	0.1555
PCLO	1.8129
DYRK2	0.922166666666667
ARIH2	0.0005
SAMD7	-0.9475
SCNN1D	-0.5425
SLC32A1	-0.99375
C22orf25	-0.5565
MRPS18A	-0.4005
GPR112	0.2295
EARS2	0.12025
ERN2	0.799
ATPBD3	0.531666666666667
PRH2	-0.742
CDKN2D	0.713166666666667
PGLYRP2	0.74975
TRIM40	0.452333333333333
SEC14L3	0.0518
SLC22A1	0.387333333333333
BTN2A3	0.459
RASA4	0.379
CCNL2	-1.0375
MYBPC3	0.8125
GJA4	3.79275
CDC42SE1	1.3335
TRPV2	-0.06975
MYPN	-3.1116
SIM1	-0.297
CDADC1	0.477916666666667
ZFHX4	0.93925
NIBP	1.76116666666667
ADAMTS19	1.3555
ABTB2	0.66275
TSPYL2	-0.854625
EIF2S3	-0.788
SOX30	-0.94125
AP2A1	-0.403333333333333
DKFZP564O0523	-0.1635
LOC285398	-0.109
CDH18	-4.69025
CHL1	1.72175
GATS	0.0709
TBC1D2B	-0.0383333333333333
OR1J1	-0.189
GSN	1.13
DPCR1	0.633142857142857
GARNL4	-0.6045
SMARCA5	-0.155
PLEKHG3	0.819833333333333
ZBTB45	0.597
FRMD6	-0.246166666666667
PLS1	0.205833333333333
DGKZ	1.13366666666667
EFNA1	1.4801
WDR85	-0.95
ANK2	0.387
PAGE4	-1.0304
SENP6	-0.23
AKR7A2	-0.612333333333333
FKBP10	-1.37125
VEGFC	-0.82
LARP1	0.0634375
SRBD1	0.4225
ITGB6	4.005
SLC1A2	0.886230769230769
INVS	-0.544833333333333
MPO	0.05925
MOBKL3	-0.4578
CUTL2	-1.896125
KLK2	0.0793333333333333
VIM	-0.50325
REG1B	0.8342
PCDHGC4	-0.05675
C3orf34	0.0323333333333333
SUMO3	-0.986333333333333
CST9L	2.87225
MLL4	-1.13875
SPR	1.6165
SAMD9L	2.3415
ABCE1	0.15775
SUPT3H	-0.856666666666667
ACTBL1	-0.00475
ADAMTS4	0.900333333333333
SLIT3	3.43475
RHEBL1	-0.49575
NPM2	-1.322
MAN1C1	0.222
KIAA1856	1.19191666666667
HSPA6	1.7645
LOC388152	0.115
C10orf140	-1.3855
ZDHHC12	-0.6365
LIN7A	0.85
PHC2	-0.0288333333333333
SPHK1	-0.0735
TRIM26	0.160125
FAM83E	0.705
C18orf24	-0.8105
ZNF578	-0.117333333333333
ORAI1	-0.46125
RUVBL1	-0.779333333333333
C7orf20	-0.127666666666667
APAF1	-0.3305
SLC36A4	-1.40416666666667
MYH11	5.16583333333333
NEK1	0.2358
MPP2	0.36075
C12orf24	-1.8295
TNK2	0.710375
ZNF289	-1.76075
MATN3	-0.726142857142857
IFNGR2	0.880166666666667
ITPR1	-0.6465
EBF3	2.6659
TBC1D20	-0.413
OR10P1	0.641
DDAH2	1.165
SHPRH	-0.596625
STX7	-0.094
LOC554248	-2.0065
BCAR1	0.10675
ATXN3	0.475
TRIM27	-1.059
CDC42EP2	0.876
CHP	-0.0262142857142857
SOX17	2.836
ZNF259	-1.02416666666667
CHCHD1	0.373875
ZDHHC19	0.8365
GBP2	3.429
GARNL3	0.865875
MRC2	0.17475
C1orf52	-0.08
AOF2	-0.89
LRPPRC	-0.4144
ACVR1C	-0.315333333333333
TM4SF18	2.08066666666667
TMEM169	0.437166666666667
PPP1R16A	1.18625
EBF1	1.65133333333333
RRS1	1.8475
SNX2	-0.33825
OR2T2	0.6185
RBX1	-0.22225
ANKRD54	0.937666666666667
TSNAX	0.574833333333333
TMEM83	-1.0035
ZBTB7A	1.282
ATM	-1.42475
LOC338328	1.70483333333333
TIE1	1.04833333333333
HIST1H3G	0.059
PASD1	-4.87283333333333
TINAG	1.0205
PCDHAC2	-0.45
LRRC15	0.994125
WBSCR17	-1.076
TFF2	0.034
PARP2	-0.6595
NDFIP2	-0.86375
PCDHGB2	-0.134
WDR60	-0.5915
MAP7D2	-1.1376
USP45	-1.52025
GSDML	0.26675
TNS1	0.3443
PLCD4	0.399
IQCD	1.60016666666667
SMPX	-2.659
CD9	-0.149833333333333
SRGN	1.909875
CASP7	1.893625
INOC1	0.284333333333333
DKFZp451M2119	-1.184875
VMAC	0.7415
USP53	0.1089
CAMK1G	-0.074875
TMEM106A	0.693
CDC20	-1.2576
ACSL5	0.146833333333333
CBWD5	-1.868875
C1orf87	-0.6988
KIAA1274	1.3535
PRUNE2	-1.74121428571429
LYPLA2	-1.07866666666667
DOK6	-1.37083333333333
GPR149	0.00300000000000002
FAM30A	4.67975
TMEM129	0.742
SLC35B3	-0.2685
ACPP	-0.605
LOC200261	0.2495
SLC4A7	1.4114
CCDC40	2.1615
GART	-2.07625
THOP1	-0.574
SCARB1	-0.772375
CACNA1F	0.0463333333333333
TRIAP1	-0.426
SYT14L	-0.102
SFRS8	0.164833333333333
PBOV1	-0.4215
GOLSYN	3.28425
GJB7	-0.759
CAMK2N1	1.18958333333333
GREM1	3.00575
FLJ20433	0.411
QPCT	-3.372125
PRKAG2	1.25633333333333
H2AFX	-0.747875
C6orf154	0.974
PLOD3	-1.0565
ZBTB39	-0.705333333333333
WASF3	-0.735583333333333
DRG1	-1.12625
PRR4	-0.00899999999999999
SPCS1	-0.54925
KDELR3	-0.52
SRP19	0.235166666666667
GABRA6	0.61
MFSD1	0.5935
MMEL1	2.82475
PDXDC2	-0.1901
BUB1	-2.13144444444444
RNF138	-1.849875
MYLPF	0.375833333333333
AIF1	1.39133333333333
DYNLRB1	0.7853
HCN3	-0.195666666666667
HIST1H2AI	0.5555
