Hybridization REF	TCGA-C8-A12K-01A-21R-A115-07
MYBPC2	1.935
ENPP3	-3.38433333333333
ACSL4	-0.73075
LOC440258	-1.68116666666667
TMEM176B	3.9385
SOX2	-4.64725
SCO1	-0.6065
COMT	-0.1765
AOC2	-0.16575
PDLIM5	1.00957142857143
SPHK2	0.351166666666667
NXPH2	0.182
GPR108	1.13483333333333
RAD51L1	0.509333333333333
TMEM54	0.972
LETMD1	-1.23644444444444
SLC6A17	0.1085
KRT75	0.453
STT3B	-0.487166666666667
CD3EAP	0.279666666666667
TMEM63A	-0.37775
DUSP13	-2.93175
CD1C	-0.193
LASS2	-0.59
AVP	-1.9065
PITPNM1	-1.72825
FLJ22795	-0.3105
MCTP1	-1.35475
TRIM68	-1.0765
UCK2	0.123666666666667
ABHD1	-0.9845
FAM50A	-0.9815
RNASEH1	-0.528166666666667
PCP2	-0.338
OR52H1	0.565
C20orf149	-0.755
RBP5	3.0425
HYAL3	-0.044
CLPB	-0.88975
SMNDC1	0.55425
DONSON	-0.877166666666667
FLJ27523	-0.05375
BARHL2	0.151333333333333
SLC30A9	0.829333333333333
TMPRSS11B	-0.16175
E2F8	0.6135
CCDC25	0.340416666666667
C14orf48	-0.368666666666667
C20orf116	0.03375
TSPAN11	0.3295
YIF1B	-1.04983333333333
FAM12B	0.69275
OR1L6	0.288
HPN	-0.2184
NBN	2.538875
C14orf94	-0.370166666666667
OCLM	-0.622
ZSCAN18	-0.3866
L3MBTL	-2.3969
TSTA3	0.1645
RAC1	0.236
C19orf15	-0.1335
NFE2	-4.88625
KLK14	0.0645
ARSF	0.0105
MAST2	-0.874666666666667
AMICA1	2.97833333333333
GTF2A1	-0.21675
ATP1A3	-0.39125
TC2N	2.7006
PNKP	-0.86825
ODZ2	1.324875
MATR3	-0.261375
S100P	-2.713875
KRT82	0.0165
CA13	0.2888
PROZ	-1.498
AASDH	0.365571428571429
C19orf40	0.213333333333333
DCK	1.27776923076923
FAM5C	-1.3295
SLC6A4	-1.947
MID1IP1	-0.207375
TESSP5	0.2855
TMOD4	0.0198333333333333
DOCK2	-0.0151666666666667
TUG1	0.491375
NUP214	-1.97975
DPYSL2	0.469863636363636
GOLM1	1.29716666666667
MPFL	0.20225
SOX13	0.04325
SDCCAG8	1.4861
KEL	-1.54083333333333
NUP210L	-2.37025
GK	0.51925
DNAJB1	0.49
ALPK3	0.142
CHID1	-0.0144
CYLC2	0.1985
IKZF5	0.22775
C8orf51	1.45683333333333
PPM1J	0.63625
GIMAP8	4.399
GPR101	-0.102
NR2F1	-2.0945
ACAD8	-0.41775
RBM35A	1.9115
GNAI2	-0.329833333333333
METTL8	0.279666666666667
SLC39A7	-2.0935
FBXO8	0.26175
CAMK1	-0.518
RFC3	0.524
FAM129A	2.12478571428571
ILF2	0.041
FGFBP3	0.3375
NOM1	-0.0831666666666667
PSMA3	0.43525
ASCC3	0.5472
ZYG11A	-0.12425
SOX21	-0.904625
LYRM1	0.5115
DEFB1	3.096
LOC91431	-2.39116666666667
OR7C2	1.9325
FAM46B	0.563375
TMEM18	-0.237625
ARHGAP30	1.96683333333333
TMEM86A	1.92491666666667
EPHA2	-0.628166666666667
C10orf46	0.80375
TCHH	-0.360666666666667
C3orf30	0.1755
LOC285636	-1.079
PAIP2	-0.042
CYP2U1	-0.03
C12orf34	-0.441
SARS2	-0.589833333333333
ZCWPW1	1.08075
SAMD12	1.4675
KIAA1430	0.033
ACAT1	-0.8325
MEOX1	0.688666666666667
ADAMDEC1	7.8205
PHKA2	-0.7505
CARD11	-0.843833333333333
CALML4	1.9185
TSSC1	-1.33125
TMEM45A	-1.09422222222222
MPP7	0.6835
POU1F1	0.0163333333333333
SLC2A13	-0.1791
FBN2	-1.49335714285714
ZC3H7A	0.2133
LAIR2	2.44325
ST3GAL1	-0.334333333333333
LCT	-2.092
GEMIN8	0.3565
KLF16	-1.3562
HIF3A	-0.0948000000000001
FAM44A	0.419785714285714
AQP10	-1.2903
PLA2G2A	-1.8555
FOLH1	1.786
C20orf186	0.1815
MAPKAP1	-0.4575
SPRR2D	-1.4195
UBQLN4	-0.5645
RSHL1	0.2675
PIAS3	-0.518625
MRPL24	0.25325
GREB1	-3.39475
FAM27E3	-0.478
NUP62CL	-1.33
NEUROG3	-2.112
REEP3	0.918416666666667
MARK1	3.047125
LMBRD1	0.23375
PRPF19	-1.599
PNMT	-1.5655
CTGLF1	-1.9575
SLC25A16	-0.278
EIF2B3	-0.253
RPA2	-0.0255
PAK6	1.19516666666667
CCDC26	-3.444
SEMA3E	0.07175
MXD4	0.064
TNFSF10	4.0517
SMARCB1	-0.226666666666667
DTX3L	2.41266666666667
PLA2G4E	0.429
PPAP2A	0.611
ULK1	-0.838916666666667
TAS1R3	0.3535
SLC2A3	-3.02090909090909
ARID3A	-2.73
GNG5	0.237
ACOX1	0.7606
KIF5B	0.6155
NUP153	0.19525
MUC7	-0.365
CSDE1	-0.0169285714285714
CLPTM1	0.474
C3orf23	0.099375
LRRC17	-3.73083333333333
TTYH3	-0.440875
ATP5B	-0.7735
ELF3	1.29
CPSF3L	-0.477
ZNF665	0.458666666666667
TLR6	1.7278
GPI	-0.5845
RAD9A	-0.526
NDST4	-3.10475
AGPAT3	-0.0159166666666666
MAGI3	0.799333333333333
ADORA2A	1.06175
CACNG7	-0.0465
CAMK2D	0.386
CCHCR1	-0.14075
RPS27A	0.6725
OR10G7	0.166666666666667
GCM2	0.2295
FAM135B	0.4876
E2F1	-0.55425
PLCB3	-0.04825
OR2AE1	0.713
COIL	-0.077
CDC25C	-1.35516666666667
RAB11FIP2	-0.09525
TSC2	-0.9095
CTGLF5	-2.527
CCDC108	-0.0876
OR13C4	0.49725
C10orf81	6.506
PTPRB	1.4125
ACP2	-0.1075
LAG3	3.4435
MRPL54	-0.38575
LOC201175	-1.1495
ITGB1BP3	-1.86075
SPTAN1	-0.566
SIPA1L2	-0.103
RCAN2	-0.132
CDX2	-0.938
ECOP	1.16975
ACTR1A	-0.0908571428571428
PPARG	-1.149
BBS10	-0.258666666666667
TMEM44	-2.54225
BPIL2	-0.253
CITED1	-1.58375
IRF6	3.95625
PRDM4	-0.114833333333333
RRP9	-0.740833333333333
OR10H4	0.32375
IL31RA	-0.2635
GNB1L	-0.554166666666667
MYBL2	-2.13125
ZNF407	1.0865
PPIG	0.537166666666667
TTC18	0.915
RPSA	-0.448
MAPT	-1.24
MRE11A	0.109785714285714
C8orf37	0.994833333333333
RASGEF1C	0.5945
STBD1	0.14
CTAG2	-0.484833333333333
MGAT5B	-2.84833333333333
ECM1	-0.374875
RLN1	1.566
PARP14	2.6735
EPB41L1	0.3773
HOXA3	-0.37025
MAGEA9	-4.53075
RPS8	0.246666666666667
RPS19BP1	0.985
FOXJ2	0.865875
C10orf76	0.31125
IL17RE	-0.37325
C10orf65	-2.65
ZNF343	0.1925
FBXO33	-0.3305
UHMK1	0.973
LY6G6C	-0.1195
FGF19	-1.50775
C14orf128	0.0991666666666667
IFIT2	4.85175
TIGD1	0.54225
S100G	-0.033
GUCY1B3	3.708
NR3C1	0.4367
CORO1B	-0.804833333333333
PARP11	1.509
DNALI1	-0.477166666666667
OR4N4	0.416375
MAP2K6	-0.0985
FSTL4	0.21925
ANKRD47	0.618625
TMEM171	0.055
PNLIP	0.79575
YY1	-0.326833333333333
CCDC138	-1.392
AASDHPPT	-0.8902
CKS1B	-0.3974
MCM3	-1.04033333333333
ANAPC7	-0.761833333333333
FAM110A	0.36525
CDC37L1	1.426
THTPA	0.11975
NBPF20	-1.4755
WDR24	-0.8195
NPTX2	-1.99525
CBLB	0.691166666666667
CETN1	-0.212166666666667
RPUSD1	-0.30175
FAF1	-0.53675
CDK6	-0.7653
HMX2	0.1205
CSK	-0.607666666666667
TEAD2	1.14525
SNAP25	2.62825
TUFT1	-0.7644
TMTC3	-0.123166666666667
LCK	-0.74025
SGOL1	-0.896166666666667
AKTIP	1.139
FURIN	-0.2275
SOX12	-0.1055
DEFB103A	-0.24525
RAMP1	0.552
KIR3DX1	-0.47
GAS2L3	0.0305
PDE8A	-0.3524
EDN3	5.60925
GMIP	1.1725
SF3A2	-1.168
FN3KRP	-0.32525
SMAD7	1.95325
RHBDD2	-0.54875
OR11H6	0.517
PPP1R3B	0.0772
C9orf23	0.06725
CADPS	-2.0175
GOLGA8A	-3.0965
TMEM57	-0.0273333333333333
RGL3	-2.322
S100A14	1.4745
FGFR2	2.427625
XRCC3	-0.381
RTN4RL2	0.243
MGC3771	0.465
GH2	-0.0865
BTBD2	-0.74425
LMO2	0.239
RDBP	-0.495
ACRBP	-1.12325
AMY2A	2.75075
DUOXA1	-0.289
PTK7	-0.0238333333333333
TWF2	-0.830333333333333
FAM80A	-1.863
TNNI2	-2.3195
GLT25D1	0.182
OCC-1	-1.79625
CYC1	0.0416666666666667
RPL22	0.652318181818182
MORN3	2.4935
DISP1	0.929
PRB2	0.1125
CHUK	0.59125
HR	-0.31775
CCDC134	-0.31825
DENND4B	-1.38775
C14orf130	-0.242375
RAB33A	-0.05375
DCST2	0.09
TNMD	-2.768
PEX7	-0.65275
FAM62A	-0.8225
SRD5A2L	0.88725
IL22	0.34075
RPS26	-0.599833333333333
HOXC5	-0.813
SPATA6	0.33825
FLJ38482	-0.180375
ZNF234	0.379
C18orf22	0.438
SPATA22	-0.163
THOC1	1.075
CYP7B1	4.07425
KCNC3	0.084
C8orf42	0.707
ALDH1B1	0.325666666666667
CCDC100	-0.2895
ARMC4	-1.92575
FAM18B2	1.1645
SLC44A1	1.081375
FBXO17	-1.018
C6orf107	0.16825
C19orf29	-0.999
ZC3HAV1L	0.00275
PARP6	-0.3952
SULT2A1	-4.5515
C1orf159	0.21025
TMC1	1.3845
CHST14	-0.86225
GAMT	-2.77016666666667
SMCP	0.226666666666667
TSPAN33	0.89875
MIDN	-0.968375
NOX4	2.28375
RNASEN	-1.0565
TBX1	-1.71133333333333
SALL2	-2.2055
C10orf35	1.049
CYP2E1	-0.167375
LRFN2	-0.756833333333333
ACO1	-0.250833333333333
IQCG	3.5469
MEGF9	0.72775
TM7SF4	2.54075
PLEKHA1	0.846866666666667
STK33	0.686
C1orf210	1.36225
SNUPN	0.1345
KIAA0406	-1.0373
C20orf29	0.2535
TMEM55B	-0.7325
OSTM1	-0.591375
CLCN7	-1.34
OTP	0.26425
FLJ23049	1.42075
HEATR4	0.164
MAP3K10	-2.227
PCDHGA9	0.478
AMDHD2	-1.051
LCTL	-1.2665
PDCD2L	-0.27725
CABLES2	-0.05725
SLC5A9	-0.3225
CLCA2	-0.344333333333333
MGC16025	0.476
STRAP	-1.25283333333333
C20orf196	-0.7465
RRBP1	-0.112833333333333
NAT13	0.0945
MAT2B	1.20825
CSNK1D	-1.34783333333333
KIR3DL1	0.64175
PRKAG3	0.7295
ZNF599	0.2845
PRM3	1.19
PER2	-0.0945
ASPHD1	-0.5865
PRMT6	-0.2505
KCNE1L	-0.246571428571429
FAM118A	0.140333333333333
TAF4	-0.1645
NDUFB6	0.591
TRIM9	-0.476166666666667
PMFBP1	0.41075
KY	0.8225
DKFZp762E1312	-1.665
CSMD1	-1.249
TBP	-0.366166666666667
OR1Q1	0.3955
RETNLB	0.18525
HPGD	1.7245
DNAJC12	-3.0805
FKBP1B	-2.30225
ANKRD24	-0.625166666666667
CXXC5	-1.86766666666667
IL3	0.2445
DRAM	2.9104
PTCH1	0.452
TP53BP1	-0.77425
SLC17A7	0.1905
COL25A1	-1.0223
AMACR	-0.571666666666667
RHCG	1.38875
VPS13A	0.791166666666667
FAM55D	0.903
PRPF38B	-0.3425
OSBPL6	-0.3605
PFDN5	-0.8711
CMTM6	0.823875
KCNK12	-0.959
RP2	1.272
C16orf52	-0.3255
PICK1	-0.352
IFNE1	0.368666666666667
SEMA4B	-0.49575
TYRO3	-0.7835
OR12D2	0.5745
CSNK1A1	0.13945
FANCF	1.03875
LONP2	-0.328125
TBL1Y	0.25375
LDOC1L	0.790125
CCNC	-0.5235
C3orf60	-0.92275
CHKA	-0.23975
UBAP1	0.277
MAP3K1	1.029
ANKRD9	-1.88025
FAM92A1	0.541166666666667
GAB2	0.064625
AZU1	-0.36075
DIS3	-0.944666666666667
C21orf109	-0.86425
IQCB1	0.2405
SPATS2	-0.778
EFCAB3	-0.14675
PRB3	-0.23025
FUZ	-0.528166666666667
ZNF813	0.419
BMPER	-0.722166666666667
HEG1	-0.0385
ALS2CR11	-1.64475
SURF2	-0.63375
PSMC1	-0.468416666666667
OR2D2	0.606
SLC7A8	-0.295166666666667
C4orf40	0.3055
SPATA7	-0.3995
MAZ	-0.184833333333333
PIN4	1.242
PDE1A	-2.143875
TAF6L	-0.099
OR2T34	0.417
KIAA0284	-0.33775
ACADS	-0.882454545454545
MKRN2	-0.7335
C18orf56	1.42025
MS4A6E	0.530666666666667
GALNT4	0.2209
C22orf31	-0.0755
FLJ36070	-0.012
PSME4	0.83875
TFG	0.355
EPHX2	3.02225
ANXA5	-0.291
KRTAP1-1	0.0247
BATF	1.72475
KARS	-0.70325
MSTP9	-0.6035
GPR26	1.70975
CCDC72	0.02175
TEF	0.764333333333333
FOXK1	-0.9007
PRLHR	0.0115
EMX1	-0.0185
C11orf30	0.224125
ICK	0.2325
THSD7B	1.246
C21orf100	-0.9885
DUOX1	-0.132
EFCAB4B	-0.19025
UBE2G2	-1.35616666666667
C3orf54	-0.6935
PARP1	0.4975
FAM60A	-0.07325
C6orf146	-0.13925
OR9K2	0.373
DDX55	-0.699333333333333
RPS15	-0.820916666666667
ZNF618	1.1495
DKFZp686D0972	-0.13925
SSPO	-0.4305
SHFM3P1	-0.649333333333333
CPA6	0.22525
JAG2	0.274
DEFA3	1.62525
PPBPL2	-0.00783333333333333
CD34	3.171625
SLCO4A1	-1.765875
AFG3L1	-1.3925
SHD	-0.37625
RP13-122B23.3	-1.98016666666667
PRKCSH	-0.601666666666667
DPH5	-0.1725
HLA-F	2.697875
TBC1D4	0.528
RIG	-0.172333333333333
GLUD1	0.0303333333333333
HNRPCL1	0.82625
HBXIP	0.047
RNF207	-0.584
APIP	0.86275
PLA2G3	-1.04983333333333
CCDC84	-1.32825
MYLIP	-0.108461538461539
PHIP	0.0195
AARS2	-0.980833333333333
DHX32	-0.07775
SCAPER	-0.705
MEN1	-0.30075
NIP7	0.0915
FLJ25404	-0.0695
FASTKD3	-0.956
TMEM158	-1.64141666666667
RARA	-0.3
BDH1	0.6745
ANKRD16	0.891
CARM1	0.7555
SS18	0.628166666666667
IKZF2	0.190166666666667
MYD88	-0.043625
PML	0.77485
TAF1A	-0.04875
CBFB	0.13275
HIST1H3H	0.7105
C7orf29	0.94725
COMMD4	-1.17366666666667
DPP3	-1.29775
DAB2	0.333
LOC388882	0.3715
YPEL4	-0.593375
AGBL3	0.11125
LRP6	0.1846
SERPINH1	-0.508916666666667
TLE1	1.25275
CD244	2.35833333333333
ZDHHC15	0.88925
MGLL	-0.0161
PLDN	-0.5255
LOC654346	2.5295
FAP	1.99075
GPR37	1.92116666666667
SCARA5	0.876
EBF4	-0.0792727272727273
LSM6	0.43
MLLT1	-0.7180625
SLC5A12	0.56625
A2BP1	-1.64516666666667
COPS5	0.908
TPM4	0.152428571428571
TNFSF4	1.7
ACADSB	-0.78
HERPUD1	0.27775
BCL2L11	0.0722222222222222
CEP78	0.241875
CDCA3	-0.32525
WBSCR19	-0.5862
MYO1A	-0.9905
PPEF1	0.645833333333333
LOC440348	-0.4185
CPEB2	0.25875
BPTF	-0.279083333333333
RPL21	0.866375
GSX2	-0.593
ADPRH	1.81766666666667
C17orf68	-0.165166666666667
KCNS1	-0.573833333333333
MLLT6	-0.5184
PIWIL4	2.90475
RNF26	-1.55
RAP1B	0.03225
ADAMTS1	-0.59
ZNF571	0.6085
P2RY6	1.11075
TRIM21	1.5405
CADM3	-0.30275
NLRC5	0.862333333333333
ADRA2B	0.491333333333333
LOC90835	-0.102375
PCF11	-0.59375
LOC400451	-0.6425
GLTSCR1	-1.0668
C17orf88	-0.769666666666667
CDH16	-1.14425
FGF7	2.535125
PCSK4	-2.59233333333333
NPC1L1	-1.25183333333333
TAT	0.281125
TBCA	-0.91125
MGC33407	0.25125
GPR115	-1.048875
CYGB	-0.182
FNBP4	-0.411
C12orf43	0.042
CBL	-0.3825
CLECL1	2.97375
PPAPDC1A	0.9765
WDR25	-0.4665
SGCA	-0.443
C22orf29	-0.3605
YIPF1	0.5905
GALK2	-0.80275
RAB3B	-3.03975
LOC440087	-0.666
UCP1	-0.45
REEP5	0.3635
FADD	-0.8748
FOXA1	-2.6425
CACNA1A	0.216833333333333
ABI1	0.633666666666667
GRIN2D	-3.39025
SLC1A4	0.647166666666667
LOC401127	-0.197
HINT2	-0.043
PLD4	0.00516666666666667
ZNF286A	0.84075
ENY2	0.6365
IL1F6	0.155
PXDNL	0.528
C20orf79	0.58025
TNFSF13B	5.60916666666667
DENND3	2.445625
JARID1D	-2.68025
HIST1H2AK	0.590375
LOC93349	0.858
SSH1	-0.8131
ENSA	-0.58025
LOC219854	-0.109166666666667
CKAP2	0.1479
DKFZP564J102	0.401833333333333
MGC87315	0.000999999999999996
HNRPAB	-0.5995
AMH	-2.8325
ZNF526	0.339
BRUNOL5	0.3017
CACNG3	0.201166666666667
TRPM1	-1.4185
PPP2R1A	-0.47875
COL2A1	-1.77375
DDN	-0.066
FLJ25770	0.678416666666667
HK2	-0.354
ELOVL6	-0.757875
MDK	-1.26475
EPHX1	1.122
RASSF2	1.882375
DKFZP434B0335	-0.6795
DLX3	-0.306625
PRTN3	-0.54775
AVPR1A	0.33975
C21orf125	-1.95
TNFAIP8	0.107333333333333
GNB2L1	-1.41375
CALCRL	2.7765
SCGB2A2	3.70216666666667
UBXD7	0.45125
ZNF674	0.206
TMEM35	-0.97375
BRSK2	-0.99175
HECTD3	-0.373333333333333
TMEM188	-0.467166666666667
LGALS9	2.864875
SCARB2	1.42858333333333
USP34	0.231916666666667
C17orf28	-0.01575
ZDHHC23	0.63225
AQP12B	-0.408
SLC16A3	-1.3865
APLP2	-0.05175
ITIH2	-5.30375
MICAL3	-0.2845
TNNI3K	0.8031
HDAC2	-0.349375
PRR7	-2.0866
THBS2	-0.40275
LOC751071	1.15716666666667
CA2	0.119
RANBP17	1.87025
RLN3	0.22425
CRYZ	-0.580333333333333
GBAS	0.295166666666667
TAS1R1	-0.3675
MPZL3	0.1695
PCDH8	3.12025
HSP90B1	-0.421666666666667
KCNK15	-1.186
TNIP2	-0.682166666666667
GPR146	-0.14575
NOL6	-0.512375
SPC25	-1.10044444444444
STEAP2	0.855714285714286
VAMP3	-0.3965
TCIRG1	0.326
ZP4	0.644333333333333
PARL	-0.447625
TRIM39	0.190833333333333
KIAA1305	0.12275
CRNN	0.0896666666666667
GRN	0.313
HSH2D	-0.07225
SCAMP1	-0.113625
KIAA1913	1.9345
PTS	0.267
BANP	0.267857142857143
PRKACG	0.0435
ADCY6	-0.6225
C16orf46	0.4055
CYP51A1	-1.449375
DDC	-3.16125
ANPEP	-0.349
PROM1	5.12183333333333
SIGLEC10	3.17875
COPG	1.001
FAM26E	0.940625
TRIP4	-0.11175
SNX3	0.125833333333333
C1orf175	0.579333333333333
PPY2	0.02175
C14orf152	0.32575
FTSJ1	-1.14783333333333
DST	-0.8983
LOC554235	-0.09825
GLRX5	-0.42425
C20orf12	0.4963
CAB39	0.671333333333333
MSH2	-0.0536666666666667
PIP4K2C	1.1575
CYLD	1.538125
WTAP	1.397
MGAT4A	1.66166666666667
TSC22D4	-1.0773
CHRM2	-1.054
PPYR1	0.171
CCNH	-0.542833333333333
RRM1	0.67225
ECAT8	-3.3745
LOC400120	0.0135
GABRA4	0.215375
C14orf4	0.0421666666666667
C1orf59	0.98975
CTDSPL	0.227916666666667
NHEDC2	-0.7685
PDE11A	-1.8339375
KLHL29	1.041
CD5	0.7108
TSPAN9	0.94425
WDR67	0.33
THUMPD1	0.473
C18orf17	0.86275
CLYBL	0.796333333333333
FLJ13231	-0.80475
CMBL	-2.758375
LECT2	-0.02225
NKAPL	2.25783333333333
LOC654780	0.7105
OR4C6	-0.541
RAB30	-1.07283333333333
TSSK4	0.0635
TMEM163	2.388
OSBPL11	0.965416666666667
GNB5	-0.442333333333333
CCL21	1.60475
C1orf121	0.397
FMO2	2.35533333333333
RPTN	0.6095
MSTN	-0.284
VCL	-0.152357142857143
FYTTD1	0.9465
C11orf1	-0.549
CCDC88C	-0.0215625
HFE	-0.296555555555556
MOGAT1	-0.302
FAM125B	0.465
IRGQ	-0.273
RAVER2	0.92625
AKAP5	0.2415
SSSCA1	-0.4645
C11orf63	0.154125
ACTG2	0.2646
PORCN	-1.543
DTL	-0.216818181818182
TMEM151	0.2485
FAM122C	-0.3035
RSAD2	5.1411
BAT4	-0.2805
KRTDAP	-2.39
MYH8	0.152625
CRTC3	0.0845
LRRFIP2	0.7838
INTS4	-0.318333333333333
TTN	-0.3875
SLC26A5	0.387
PLLP	0.01175
RGS6	-0.612375
SRGAP3	-0.38775
ZNF525	0.176333333333333
NBR2	-0.332666666666667
C13orf1	0.0857
ZNF137	0.275
CEP27	-1.07975
BEST2	0.284
RNF121	0.135
DMRTC2	0.145333333333333
C8orf76	0.92
BCCIP	-0.167125
MEST	-0.2015
HTRA2	-1.2945
ANGPTL2	-0.033
ILKAP	0.0345
ERAS	0.2905
HBS1L	-1.353625
CPA5	-0.0035
TMEM30A	1.05816666666667
CD300LF	3.47383333333333
WISP3	0.2525
CRK	-0.231785714285714
PDS5A	0.0953
BRPF3	0.689666666666667
NEDD9	0.268875
SMPDL3B	1.225
PSG6	-1.0785
PSMD13	0.284
ETV5	-1.2096875
OR51A4	0.2695
BTBD7	0.249
GSTO1	0.369
hCG_16001	1.319
MAD2L1BP	-0.884166666666667
COX6A2	-2.96
SCNN1A	-1.14066666666667
LSM1	0.57
UGT2B11	-3.71325
IDUA	-0.29925
PPP2R3C	-0.755666666666667
COX11	-0.541333333333333
PDZK1	-4.45275
ZNF443	1.19716666666667
MGC21874	0.85
ZNF323	0.6265
KRTAP10-10	0.3205
CXCL6	2.19525
SLC34A2	3.0608
LOC284402	0.1155
NPTN	0.622333333333333
UPP1	-0.594833333333333
SLC6A9	1.055
OR7G3	0.509
CISD1	0.256166666666667
ZNF545	0.7205
SYT14	0.1405
NT5C3L	-0.876
ZNHIT3	-0.513833333333333
SNRPD3	0.2115
KIAA0701	-0.3965
UNC93B1	0.341666666666667
GMNN	-0.741875
SPCS2	0.679166666666667
LOC388524	-0.078
NAPRT1	-1.750375
PNLIPRP1	-0.3075
OR6V1	0.658
PRKAB1	-0.9045
EYA4	-2.79833333333333
KIF20A	-0.79175
ALG10	0.03025
ITPKC	0.328
LMX1B	-0.208666666666667
RPUSD4	-0.815666666666667
C7orf34	0.130333333333333
DLGAP2	0.1325
PFN1	-0.2182
MICALL2	-0.261916666666667
ZNF654	0.098
SS18L1	-0.449375
SLC16A8	3.4645
MKI67IP	0.629666666666667
ITGB3	-0.839375
TCEA3	2.02608333333333
CEP152	-1.2440625
CLIP1	1.015875
ZNF75	0.3453125
ATP5C1	0.483166666666667
NUDT5	0.0736666666666667
PSCDBP	2.255
UBP1	-0.00675
RBM27	1.2715
C13orf15	2.20925
ZNF282	-0.936666666666667
ZNF222	0.1161
COL10A1	5.06
PRDM15	-0.99425
TTTY5	-0.326
FAM9C	-0.611083333333333
C20orf67	-0.4685
GNG13	0.0865
F12	0.917
C1orf41	1.0005
CPXCR1	-0.0845
GSK3A	0.4395
SUPT6H	-0.5065
PI16	-1.31716666666667
ELL2	-1.18558333333333
C9orf167	-1.65716666666667
PVRL3	-1.4301
FLJ38596	0.699
ADAM20	-0.342
GPR89A	0.357
GPR87	-1.7625
ZNF30	0.0405
SMR3B	3.9175
ZNF770	-0.43125
TRPC4AP	-0.9585
DKFZP686E2158	0.188
C2orf28	-0.6585
FREM1	-1.4435
LAMA4	-0.217
ADPRHL2	-0.1975
EIF4G2	0.1615
GUCA1A	-0.5425
CTNNA2	-1.470375
NUDT15	-0.1875
CEPT1	0.316333333333333
ZNFX1	0.4216
CCDC92	0.473
TDRD1	-0.015
KCNK5	1.08583333333333
ETNK1	0.159
LTA	0.495
TTPA	0.351833333333333
B3GALNT2	0.388375
SC65	-2.23433333333333
PEX5L	-1.025625
EPS15L1	-0.7915
MGEA5	-0.394875
HIST1H3A	1.32975
ING1	0.754875
BCAT1	-1.526875
ORC6L	-1.34536363636364
KLK11	-5.01833333333333
C19orf28	-1.178875
DNER	-2.419375
MED22	-1.33007142857143
ETV6	1.6265
CHAC2	-0.04375
CD300E	0.5465
CEBPB	0.8175
ZNF398	-0.0175
LRCH3	0.0975
HMGA1	-0.788666666666667
CAPN7	-0.187666666666667
MGC5566	-2.0555
CCL3	3.789125
NANOS1	-0.049
ZFYVE19	-1.05275
APITD1	1.0825
PARD3	0.401875
IRAK4	-0.00766666666666668
SERPINI2	1.501
CEP170L	0.82975
TTC9	0.947
MYOM3	-1.175
MLPH	-3.264875
LOC222699	-1.1125
NRG1	-0.7245
TBC1D9	-0.00654545454545455
TTK	-0.4095
ZNF557	1.4081
DDX41	-1.25216666666667
FANK1	0.1105
UBE2D2	0.21925
PSMB10	2.04725
MYH7B	-1.05
GABARAPL2	0.535625
MARVELD2	0.3535
DGCR2	0.497333333333333
UNC45A	-0.955666666666667
C6orf72	-0.112
ZNF683	4.9095
GIT2	0.0565
CASK	1.55016666666667
C14orf161	2.511
LRRC44	0.077
TIFA	1.635
UTP11L	-0.11675
C6orf65	-0.473
FDPS	-0.4345
DUSP9	-1.6008
SLC17A8	1.20766666666667
OR51G1	0.493333333333333
NANS	0.749
OLFML1	0.79725
ATP10B	-0.598625
NPAS3	0.643
PRKCA	-1.1594
GGA2	0.1375
LCE4A	0.318
SPANXN3	0.3965
CCDC115	1.01925
SDCCAG3	-1.469
GLIPR1L1	0.07
TTC1	0.051
C17orf76	2.41725
MAD2L2	-1.65825
HIPK1	0.2345
LRRC3B	0.0635
CLN3	-1.02831818181818
C17orf47	0.499
FMN2	-0.837625
TUBB1	-0.355125
WAPAL	0.400166666666667
C3orf21	-2.0375
SCN5A	-0.1255
SMYD1	0.619
BEX5	2.05575
ZNF192	0.287
SEC22A	0.837666666666667
GRIA2	1.00414285714286
KIAA0825	-1.33225
NUSAP1	-0.886636363636364
LANCL1	-0.36025
C15orf40	0.1517
ZNF645	0.321625
GPR61	0.02425
NLRP14	0.08
SNX21	-0.9072
C1QTNF8	0.3465
C17orf46	0.502
IFNA8	0.6045
SPRR1B	-1.34466666666667
FLRT1	1.232
SNX17	-1.54616666666667
ASB2	0.652
HBG1	-5.24
RPRML	1.82075
JOSD2	0.211
PLSCR3	-0.4485
SPOCD1	-0.203666666666667
RAB39	1.132
GHRH	-0.328666666666667
ITIH5L	-0.13225
C17orf37	-0.12725
SMCR8	0.0795
DPY19L2P3	-0.677
IL11RA	-1.1655
GDF3	-3.57483333333333
RPS6KB1	-1.0375
DNAJC19	0.4916
TOP1	-0.20475
CRCT1	0.290125
MPST	-0.268375
DPM2	-0.784
FAM38B	-0.6785
SLC18A1	-1.22516666666667
FARP1	-0.510666666666667
PAX7	-0.0345
TUBD1	-0.7375
GNL3	-0.42775
BTG2	0.705866666666667
NDUFS6	-0.73625
C1orf79	0.14325
ERAL1	0.27325
ECHS1	0.049
VPS4A	-0.501
CYP11A1	-0.599375
ABCC6	-2.33692857142857
PBX4	-0.339
MOSC1	-0.40475
NCF4	1.58025
HYMAI	0.1935
NAGPA	-1.10325
OTOP2	0.3765
ACOT12	0.00449999999999998
MTHFD2L	1.741375
LOC441376	3.8935
C19orf34	-0.542
RAB1B	-0.39425
ALDOAP2	-2.0635
NTRK1	-1.70316666666667
ARTS-1	0.2145
