Hybridization REF	TCGA-BH-A0C7-01B-11R-A115-07
PFN1	-0.0914
MICALL2	-0.01675
ZNF654	0.8205
SS18L1	-0.46325
SLC16A8	0.43625
MKI67IP	-0.0858333333333333
ITGB3	-1.670875
TCEA3	2.42016666666667
CEP152	-1.48775
CLIP1	1.169
ZNF75	0.45975
ATP5C1	-0.389833333333333
NUDT5	-0.448833333333333
PSCDBP	0.36625
UBP1	-0.49825
RBM27	0.4465
C13orf15	1.837
ZNF282	0.155166666666667
ZNF222	0.453
COL10A1	4.83975
PRDM15	-0.905125
TTTY5	-0.4325
FAM9C	-0.46
C20orf67	-0.128
GNG13	-0.3745
F12	1.5245
C1orf41	-0.48375
CPXCR1	-0.205
GSK3A	0.34825
SUPT6H	0.524833333333333
PI16	0.157333333333333
ELL2	-1.324
C9orf167	-2.10883333333333
PVRL3	-1.6443
FLJ38596	1.13925
ADAM20	0.027
GPR89A	1.5365
GPR87	-1.1235
ZNF30	0.7605
SMR3B	-0.113
ZNF770	-0.15425
TRPC4AP	-0.213833333333333
DKFZP686E2158	0.476
C2orf28	-0.5055
FREM1	-0.890166666666667
LAMA4	0.584833333333333
ADPRHL2	-0.204
EIF4G2	-0.0175
GUCA1A	-0.5995
CTNNA2	-1.968375
NUDT15	-0.354
CEPT1	0.467
ZNFX1	1.2049
CCDC92	0.6615
TDRD1	-1.358
KCNK5	-0.738833333333333
ETNK1	0.019
LTA	0.0555
TTPA	1.08583333333333
B3GALNT2	-0.338
SC65	0.308833333333333
PEX5L	1.030375
EPS15L1	0.65575
MGEA5	-0.0165
HIST1H3A	0.58975
ING1	1.855875
BCAT1	-3.719375
ORC6L	-2.15809090909091
KLK11	-5.365
C19orf28	-0.992375
DNER	-4.592875
MED22	-0.3665
ETV6	1.05958333333333
CHAC2	-1.476
CD300E	0.197
CEBPB	0.310666666666667
ZNF398	0.1545
LRCH3	-0.2665
HMGA1	-1.38116666666667
CAPN7	0.431333333333333
MGC5566	-2.7925
CCL3	2.745125
NANOS1	-0.555875
ZFYVE19	0.73825
APITD1	-0.261
PARD3	1.063875
IRAK4	0.1525
SERPINI2	0.358
CEP170L	-0.41375
TTC9	2.49775
MYOM3	-1.1675
MLPH	1.664125
LOC222699	0.6545
NRG1	-1.45575
TBC1D9	5.69454545454545
TTK	-0.366833333333333
ZNF557	0.8266
DDX41	-0.108833333333333
FANK1	1.4005
UBE2D2	-0.079875
PSMB10	0.60325
MYH7B	1.102
GABARAPL2	0.3195
MARVELD2	2.62333333333333
DGCR2	0.313666666666667
UNC45A	0.199666666666667
C6orf72	0.7385
ZNF683	3.8195
GIT2	0.00837499999999999
CASK	0.6385
C14orf161	4.00883333333333
LRRC44	0.02725
TIFA	1.2025
UTP11L	-0.36675
C6orf65	-0.5375
FDPS	-0.1505
DUSP9	-2.0802
SLC17A8	0.324833333333333
OR51G1	0.303333333333333
NANS	0.74825
OLFML1	1.78325
ATP10B	-1.63825
NPAS3	-0.136
PRKCA	-2.6945
GGA2	0.012375
LCE4A	0.324
SPANXN3	-0.0325
CCDC115	1.013
SDCCAG3	-0.46725
GLIPR1L1	0.202
TTC1	0.29075
C17orf76	0.7185
MAD2L2	-1.90475
HIPK1	0.0336
LRRC3B	0.2825
CLN3	0.226090909090909
C17orf47	0.2425
FMN2	-2.361
TUBB1	-1.98475
WAPAL	0.210166666666667
C3orf21	-0.2255
SCN5A	-0.7949
SMYD1	0.6385
BEX5	-0.4805
ZNF192	-0.3805
SEC22A	0.841333333333333
GRIA2	0.858642857142857
KIAA0825	-1.4035
NUSAP1	-0.201
LANCL1	-1.046625
C15orf40	-0.3848
ZNF645	0.243
GPR61	-0.01475
NLRP14	-0.253
SNX21	-0.0274
C1QTNF8	-0.3075
C17orf46	0.5995
IFNA8	0.291
SPRR1B	-2.70233333333333
FLRT1	-0.68875
SNX17	0.184333333333333
ASB2	-1.04716666666667
HBG1	-4.4835
RPRML	-2.83025
JOSD2	0.253333333333333
PLSCR3	0.3335
SPOCD1	0.893833333333333
RAB39	-1.259
GHRH	-0.451166666666667
ITIH5L	0.6255
C17orf37	0.8965
SMCR8	0.41225
DPY19L2P3	-0.753333333333333
IL11RA	0.907666666666667
GDF3	-4.12033333333333
RPS6KB1	-0.104
DNAJC19	0.2134
TOP1	-0.064
CRCT1	-0.52625
MPST	-0.332625
DPM2	0.179375
FAM38B	-1.55116666666667
SLC18A1	-2.46566666666667
FARP1	0.619666666666667
PAX7	0.14425
TUBD1	-0.4115
GNL3	-0.6015
BTG2	2.8856
NDUFS6	0.10475
C1orf79	-0.51425
ERAL1	0.0155
ECHS1	1.07
VPS4A	-0.391333333333333
CYP11A1	-1.03
ABCC6	-1.16785714285714
PBX4	0.0765
MOSC1	1.004625
NCF4	0.81075
HYMAI	0.8
NAGPA	0.053
OTOP2	0.01625
ACOT12	0.0795
MTHFD2L	-0.478125
LOC441376	5.03575
C19orf34	-0.2
RAB1B	0.972
ALDOAP2	-0.7505
NTRK1	-1.3275
ARTS-1	0.7284
SLC6A11	-0.435
NAP1L2	0.0365
CNGB1	-0.0785
EPB41L4B	1.21433333333333
FAM134B	3.879
HS3ST3A1	-2.14233333333333
CPXM2	3.38725
SIRPB2	0.7355
CHORDC1	-1.0515
TRIB3	-0.920333333333333
SLC2A5	-0.383
C2orf49	-1.20016666666667
DDX5	0.54525
OR5L1	0.3835
ANAPC4	-0.801833333333333
ZSWIM1	0.350625
LOC93622	0.038625
KCNK3	-0.1733
RP11-35N6.1	-1.379375
ZFP161	-0.117166666666667
AQP9	1.3735
SLC15A2	-1.57566666666667
MREG	0.875
OR9I1	0.3275
PDLIM2	0.204125
ADAM7	0.3525
GSTCD	0.584333333333333
WDR21A	-0.82275
SLC12A8	1.35966666666667
TMEM174	0.256
IGSF3	-0.0869166666666666
LRRN1	-0.65475
LOC402117	-0.47925
SRPK1	-0.921666666666667
LY6K	-2.1181875
NFIA	0.3945
PTCD3	-0.97075
LEP	2.2665
PCDH21	-0.791
MAPKAPK2	0.7435
NMNAT1	-1.12816666666667
LHFPL2	0.706
C9orf43	0.2135
DIP2A	-0.208
ACTR8	-0.109875
CCDC34	-0.13175
PTPN22	-1.27525
ITGA3	-0.64925
FAM129C	0.503
RABGGTA	0.47
UNC45B	1.132
KIAA1033	0.428875
ZNF510	0.15
CYP2D6	-0.959666666666667
SLC26A10	-1.321
STX8	-0.4335
LUZP1	-0.256
WDR89	-0.6945
EIF4G3	0.0892
C5AR1	0.80725
ZNF623	-0.1705
A2M	0.46225
TGM7	0.038
GRPEL1	-0.804
LMNB2	-0.4261
ROCK2	0.332166666666667
SNX16	0.726
CCDC66	-0.12775
ANXA3	-0.816
KIAA1609	-0.1815
EED	-0.19675
RNF32	0.209333333333333
HES1	2.7506
CLC	0.4605
ISL1	-0.553833333333333
KIAA0528	0.30325
MANEA	1.221875
C1orf61	-2.053
hCG_2001000	0.96875
RAPGEF6	-0.1233
KIAA0020	-0.981833333333333
NEIL1	1.013
C16orf45	0.69125
RBM10	-0.139666666666667
C10orf125	-0.54525
MRS2L	-0.37575
DNAH17	-0.934375
C19orf10	-0.3365
C1orf160	0.2975
SLFN12	0.45425
EXOC3	0.282
HIST3H3	1.08775
NCOR2	0.460166666666667
TNFRSF9	0.3865
MFSD8	1.1955
ALX1	-4.38866666666667
NOL1	-1.365
PODN	2.7495
TIAL1	-0.647
HIST1H1E	-1.19375
NPY6R	0.142
TM4SF4	0.22975
CORO2A	1.4075
ETNK2	1.0765
APOE	0.5397
ANGPT4	-0.21
HDGF2	0.63325
G30	0.239
ST8SIA4	-0.41625
F2RL1	1.182125
FAM19A4	-5.48225
CCAR1	-0.31975
B3GNT7	-0.21475
OPHN1	0.5212
DSCR6	3.3475
C21orf13	0.405666666666667
GAS2L1	0.332416666666667
RFX3	-0.651166666666667
COPS4	-0.45825
BCHE	-5.15233333333333
BCL2	2.176875
HBZ	-2.677
ARL13B	0.9035
MAPBPIP	1.003625
MYO15B	1.106
SPZ1	0.8625
KIAA1324	3.04733333333333
PLCL2	-0.57425
C4orf29	-0.04225
WDFY2	-0.75525
ZNF284	-0.499
NAALADL1	0.3155
DUSP5	2.15716666666667
PXDN	0.355875
SLMO1	-0.19875
TNXB	0.134
BIRC7	-1.34
A4GALT	1.0715
TIMM22	0.182
FAM110C	0.99375
TOMM34	-0.487375
ABHD9	-0.038
ADAM32	2.449
CRHBP	-0.077
AQP2	0.4705
LOC130355	0.82025
ZNF187	0.258833333333333
ZNF816A	0.15
F7	1.1425
CNOT1	-0.2133
SLC13A4	3.1375
ZBTB11	-0.023
B3GALT5	0.06
EXOC2	4.27233333333333
IRS1	0.3363
TMEM1	0.173833333333333
MRPL34	-0.0506666666666667
SAMM50	-0.837
CDC42EP3	-0.92975
HSF2	0.1219
MFN2	0.09125
TSPAN7	-1.39183333333333
NUCB1	0.581583333333333
RHOH	3.092
ARL16	0.165
TACR1	0.402
SFRS5	-0.581833333333333
SNX25	1.419125
RHBDF1	0.683833333333333
PCDH18	2.5315
HMG1L1	1.031
MYO5C	1.187125
MAPK10	1.055
LDHAL6A	0.04
NUDT12	1.18433333333333
NCAM1	-0.23875
GLIS2	0.6835
GGTL4	-0.94925
DAPP1	2.0115
ATF7	0.43575
KIAA0748	-0.2965
NFIL3	-0.37875
TM6SF1	0.6348
SEZ6	0.188
NANOS3	0.574166666666667
DNAJA3	0.167
CLDN6	-3.3015
CIITA	2.6491
EPHA4	-1.24525
FANCC	-0.22375
CMTM3	0.3875
PSG3	-0.717857142857143
MRPL15	-0.00774999999999999
C21orf59	-0.035
PLCXD2	-0.16725
C2orf34	-0.470875
UBE2L6	1.906875
MED14	-0.0308333333333334
HP1BP3	-0.4001
C6orf208	0.63
TPBG	0.678
OSR2	2.09075
XPC	0.445333333333333
KLHL7	-1.0525
CCR3	-0.2304
AGTPBP1	-0.143
PCSK6	1.4906
STAT5A	-0.9232
FAM18B	0.1205
LONRF2	-0.835
PTPN2	-0.960375
SF3A3	-0.464666666666667
EFCBP2	-0.65275
HCFC1	-0.343
AHNAK	0.39025
ACTR5	-0.16925
KIF14	0.132571428571429
TENC1	0.974
HEATR5B	1.3225
YIPF2	0.603666666666667
MYEOV2	0.316166666666667
DUSP18	1.58875
KIAA1012	-0.3665
AHR	-0.732666666666667
C17orf53	-0.0726666666666667
PTPRH	-1.95525
ATP6V1C1	0.453
TAS2R3	-0.979
LOC440356	-0.53675
COQ10B	0.311
PSMF1	0.259083333333333
SORBS2	1.61375
NFE2L2	-0.672
TMCO7	-0.35325
SH3PXD2A	0.118
SH2D2A	-0.85225
SPINK5	-2.94975
MRPS24	-1.24525
OPA3	-0.215
TRAF7	0.0251666666666667
C4orf35	-0.195
MT1G	-0.62875
MGC39545	-0.112666666666667
HS1BP3	0.7698
OR2B2	0.5895
CHRM4	-0.0785
SFRP2	3.83233333333333
RIC3	-0.06675
ART1	0.3095
C6orf1	0.7065
DUS4L	-0.337
C10orf104	0.32875
TNFAIP6	3.15525
RTEL1	-1.32275
CCT4	-0.4138
ZNF709	1.316
CHMP6	0.521666666666667
UPP2	-0.1965
CYP19A1	-2.693
CD151	-0.252
NDUFA13	0.2825
ARFRP1	-0.728666666666667
FAM26B	1.99025
CRYBA1	-2.241
MRPL41	0.120666666666667
NPFFR2	-1.49
HRH2	0.171
SCAMP3	0.925333333333333
MTMR6	0.5701
MTG1	-0.512666666666667
UBTD1	0.8075
CRABP1	-3.3315
FLJ33790	1.1037
KIAA1908	-0.805166666666667
GPR158	-1.59125
PACSIN3	0.3035
OMD	2.5245
CATSPER1	-0.3465
HOXB8	-1.811125
FBXO46	0.1775
OAS1	2.52783333333333
SVIL	0.0995
PHB2	-1.12525
ADCY3	0.734
NDRG2	0.864666666666667
ERMAP	0.6609
APBA2	-1.40716666666667
IGSF9	2.26025
WNT6	-0.605928571428571
MYCBPAP	3.33275
ATP2B2	-0.2309
CPVL	-1.4141
TRAM2	-0.719166666666667
NOP5/NOP58	-0.74625
ZNRF4	-0.014
TLK1	0.721625
MTMR12	0.333714285714286
ZNF384	-0.251166666666667
FAM9B	-3.19775
RPN1	0.3296
PMVK	1.3325
EIF3D	-0.2721
SIX2	0.11125
HPS1	0.891214285714286
RNF7	0.57325
PSKH2	1.117
KCTD13	0.976666666666667
CSMD3	-0.8702
FBF1	-0.605
IL8	-5.6725
SERPINB13	0.31275
FBXL20	0.225
BLR1	0.29325
SH2B1	0.287666666666667
RFNG	0.260375
RAB20	1.36116666666667
RBM7	0.03575
POLR1A	-0.715166666666667
TMPRSS4	1.0545
TAF9	-0.34875
TERF2	0.582
TNFRSF1A	0.12825
ACADVL	-0.593833333333333
GTF2H5	-0.07625
EDG8	0.698833333333333
C9orf140	-0.54725
UST6	0.54075
ZBTB8OS	-0.794
ZNF710	0.833
GPR174	-1.8085
ATP6V0A2	-0.41075
KIAA0319L	0.375083333333333
XKRX	-0.779
DOPEY2	1.6832
SDHD	-0.237416666666667
SUMF1	0.63175
OSM	2.78325
OPN3	-1.753
DAGLB	-0.524
PPFIBP1	0.8415
TRIM63	-2.08125
C10orf53	-0.114
LYPD3	1.59033333333333
BCL7A	0.06125
AGER	-1.65133333333333
TCF19	1.051875
SAT2	-0.49175
PFTK1	0.4205
GABRE	-3.291625
C15orf38	0.5937
FIS1	-0.6315
KCNV2	-0.296
CLPS	0.07125
PPCDC	-0.436625
FOXN2	0.0298333333333333
NT5E	-3.6478
CD83	0.3885
IL18	0.766125
VPS16	-0.45675
IGFBP2	-0.620333333333333
NOTCH2	0.37675
SIGLEC1	2.933875
CD93	4.5015
SULF2	-0.40775
CEP164	-0.67775
P53AIP1	0.806333333333333
TOR2A	0.262333333333333
ZNF136	0.75825
MGP	2.2383
CCDC144A	-0.243666666666667
TRPC1	-1.22266666666667
SMS	-0.1285
MAPK7	-0.545833333333333
RRAGC	0.67225
PARD6A	1.10883333333333
NUB1	0.629
SYNGR4	0.62175
OR11H12	0.023
WIF1	3.2545
GCH1	0.67175
OR11H4	-0.0915
SLC44A5	0.439
GPRIN2	-0.0886666666666667
LOC401431	0.953
CPA4	-3.0066
MELK	-1.36566666666667
IL15RA	0.0605
CUL3	0.033625
HMBOX1	0.245
PODXL	-1.69975
CCT6B	1.35883333333333
COMTD1	0.019
MUC20	-0.378
GPX2	-1.37975
ITK	-0.774875
FBXL5	0.76125
C13orf27	1.35525
DEFA5	0.769
TRHDE	-0.303
MTP18	-0.4555
UQCRQ	0.3264
ITGB2	1.1585
CSRP2BP	0.205
TAS2R44	-0.291
PHPT1	0.09175
FAM44C	-0.06025
ERH	-1.13125
MPHOSPH1	-0.5315
MORC1	-0.864
PARVB	-1.33175
LAMA1	-1.93225
PGBD3	-0.0785
GIMAP6	3.68225
AREG	-1.03283333333333
LIPT1	-0.825
MGC99813	-0.398
C1orf201	0.0886666666666667
GRIN2A	-1.0653
MAN2C1	-1.443
NSUN5	-0.05175
SF3B5	0.31
MYC	-0.125125
NRXN1	-0.341583333333333
ZNF18	-0.103
SPDYA	-0.766375
SLC37A1	1.755
DECR2	0.35425
ANKRD38	1.881625
SPTLC3	-2.10325
SUPT16H	-0.108
DTWD2	1.09575
ULBP1	-0.051
ZADH1	1.09933333333333
OIP5	-1.357
IL10RB	-0.0218333333333333
OTUB2	0.3225
VWA3A	0.096
SPIC	0.435666666666667
OR6C4	0.3475
PSCD4	0.490666666666667
DPY19L2P2	-0.5065
TRAPPC6A	0.396666666666667
C21orf2	-0.0905
CEMP1	0.46775
LIN7B	0.5025
E2F7	-1.05416666666667
VCP	-0.2561875
LAMA3	1.00508333333333
BGN	1.9265
GPR160	2.19616666666667
COCH	0.461166666666667
GPR81	1.495
APOBEC3F	-1.43925
tcag7.1017	-0.606
C1orf32	0.342
SCGB1D2	3.62575
FLJ43987	-0.5875
C6orf170	0.83825
KLK9	0.338
GPD1L	0.921375
VPS37B	-0.95575
ATG3	0.147666666666667
ADAMTS17	-0.848
KLHDC2	0.3205
NDUFV2	-0.56725
BLK	-2.6615
MATN4	-1.29
GPM6A	0.450125
GBP4	3.68483333333333
TMEM162	0.1735
PKP2	0.927
HRASLS	0.314888888888889
MMP1	-4.604
SFXN3	0.0061
FSD1	-2.19616666666667
ST6GALNAC3	-1.92466666666667
CA12	3.0892
NCOA6	0.1935
C19orf58	0.9081
PPP4R1	-0.485333333333333
MAN1A2	0.675833333333333
IKBKAP	-0.3865
UPF1	0.544666666666667
KIAA1219	0.78025
WNT16	-0.26975
SNW1	0.363375
IL18RAP	2.7415
RPP30	0.02375
CDC40	0.583214285714286
SETD3	0.0856666666666667
SLAMF6	0.5295
ELK4	-0.586
TRIM47	0.524166666666667
ACOX3	1.352125
TRIM6	1.248125
KIAA0372	0.208833333333333
TP53AP1	0.5915
SMURF2	0.03275
ADAD1	0.3785
EBP	-0.2911
KRTAP13-2	0.4
FLJ36874	-0.330666666666667
TOR1A	0.414166666666667
P2RY4	0.0855
GPBP1	0.518
TRPV1	0.506375
ADAMTS12	0.618166666666667
PES1	0.3823
ATG4A	-0.175333333333333
MAGEA10	-4.78775
WFS1	0.9425
CC2D1B	-0.136
PABPN1	-0.381125
SLC25A30	-0.148
SLCO1C1	-0.00183333333333334
SLC22A5	1.8765
KIF23	-1.0765
SYN2	0.0123333333333333
ASPN	7.55483333333333
CENTG2	-0.17675
QSOX2	-0.9651
FLJ10815	0.433
STK24	1.0759375
SPEG	0.1911
STK10	0.6355
DACT2	-1.376
AAAS	-1.0255
SSX3	-2.226125
ABCD3	0.5638
C4orf12	-0.5065
PARVG	0.227666666666667
FIG4	0.80375
C9orf46	0.789
TMCO6	-0.4125
IGHMBP2	-0.005
DUS2L	-0.496666666666667
FAM3C	0.0549375
TMEM16D	-1.7675
DCTN4	0.672
KCNH3	-0.01575
EIF2AK2	2.15575
AP1S3	0.301375
CST4	0.4005
PAM	0.6923125
NUTF2	-0.13175
CITED2	1.4601
SLC39A4	-1.2875
C2orf52	-0.782
GRM3	-0.446
C12orf49	-0.017
CCDC49	0.6707
GRAMD1B	-1.56425
FNDC4	0.27725
SIAH2	0.327125
GDPD4	0.023
C21orf87	0.245125
ATP5A1	-0.968
C16orf63	0.21575
LOC388135	0.574333333333333
ATP5J2	-0.548375
MMP3	-0.72875
EMID2	-0.08175
CRHR1	0.31225
WDR70	0.13675
C13orf31	1.60675
ZFAND1	0.33525
CCL18	4.15566666666667
C3orf49	0.0645
RINT1	-0.33
KIAA0408	-1.416
F13A1	3.6585
SLC10A1	0.150666666666667
OGN	1.80075
GIPC2	-1.13833333333333
XPO6	-0.370333333333333
LCE1A	-0.0965
FMR1	1.2358
LOC374920	0.14375
DUSP3	0.15
ANKMY1	0.62975
C7orf50	0.0115
BBS9	-0.5677
UNC119B	-1.13825
C9orf72	0.121375
MGC35440	-0.2425
ENTPD6	-0.378125
PPP1R2P9	0.9595
ERCC4	0.71425
FAHD2B	-0.0895
HMHA1	0.0435
HACL1	0.15375
RAD23A	0.245833333333333
FAM83B	0.72525
PPP5C	-0.3685
RNASEH2C	0.489125
C9orf153	-0.7095
SCAMP4	0.9095
GHITM	0.4615
NDUFB7	0.280375
ADCYAP1	1.73716666666667
SP110	3.05083333333333
MAP3K7IP2	0.60625
DHH	-0.0885
AGRN	-0.21
WDR33	0.193166666666667
CEP290	1.015
PRPS1L1	-2.59466666666667
KLRA1	-0.213
GPR97	-0.0255
CHD7	-0.12775
TLR10	1.07
SLC30A8	5.336
HIC1	1.48433333333333
IAPP	-0.659
RXFP4	-0.13825
GP1BB	0.08525
SHQ1	-0.314
NKX2-3	0.210833333333333
API5	0.07075
FTHP1	0.5625
MOV10L1	0.036
TRIM6-TRIM34	3.17
ADHFE1	0.2755
FAM117A	-0.08575
DDI1	0.241666666666667
CDON	0.00216666666666665
TRIM73	-1.0285
IGKC	3.624
MMP14	0.119083333333333
DYNC1LI1	0.45575
C11orf66	0.14
TRBV3-1	-1.4425
FASTKD5	-0.78375
BIVM	0.21275
LHX4	0.08175
CXCL2	-1.2084
RAB2B	-0.638666666666667
IZUMO1	-0.6175
MAP3K15	-2.29625
FAM19A2	0.178833333333333
ZC3H8	-0.4555
ZMAT1	0.295875
SPINK5L3	-2.9235
SLC10A6	0.123
APPL2	0.102
CARD10	0.129333333333333
LOC402176	-0.77275
EEF1D	0.7913
RAB6A	0.4372
C12orf5	-0.6805
PAPOLG	0.93925
MSRB2	0.09075
BCR	0.4715
PUS3	-0.56425
TIAM2	0.05175
ZNF317	0.304
CHD2	-0.2565
FZD5	-2.05413636363636
NUDT8	-0.5965
ZNF763	0.9275
PRC1	-0.0178888888888889
ABCB9	1.08583333333333
SPATA3	0.3775
TRAK2	0.582625
STAB1	2.5755
LRRTM2	0.0826666666666667
psiTPTE22	0.31725
DBI	0.29725
SERPINA11	-2.30125
NAT5	0.29875
C20orf58	-1.327
RPS6KA4	-0.115833333333333
FLJ90650	-0.74125
TGFBRAP1	0.0665
CHRDL2	0.2485
FAHD2A	-0.539333333333333
CNTN1	0.8645
BBS4	-0.1686
TMEM181	-0.49425
MINPP1	0.53825
MPHOSPH6	-0.276666666666667
HOXC10	1.5648
ITPKB	-0.0675
CLPTM1L	-0.05675
MEOX2	-0.0866666666666667
ATP6V0C	0.661375
PRPF8	-0.0748333333333333
TMC5	3.5315
FKBP3	0.54825
PLEKHB2	0.00987500000000002
OR4D6	0.017
ZNF544	-0.201
D2HGDH	-0.312125
RPL18A	-0.2977
HEL308	-0.385625
MPP6	-2.86825
TCERG1	-0.8215
KRT16	-0.917
KLF17	-1.10525
KLF5	1.108625
CDR1	4.55075
VCX3A	-4.4375
FBLN2	1.9415
C14orf104	-0.000249999999999998
HBE1	-4.6506
OR4S2	1.341
C1orf108	-0.695166666666667
ROBO4	3.28666666666667
CPEB4	0.677875
C11orf80	-0.0841666666666667
BCKDHA	0.3475
MYOC	0.65625
GIF	-0.1845
CKMT1A	1.9785
RPL3	0.0715
THBS1	2.69925
APOO	-0.4325
ARMCX1	0.73525
HSZFP36	0.9195
SNAPC5	-0.24625
EIF4ENIF1	1.6395
ZNF433	1.07625
TNFRSF21	-0.33
TMPRSS7	-0.2165
SPATA18	0.7521
HPDL	-3.3875
MKL2	1.8249
TBX3	1.90053846153846
C21orf93	0.388
DAXX	0.0515
ELMO1	-0.27975
RGS13	2.57033333333333
TAF11	-0.103
UNC13A	-2.386875
LOC653314	0.2913
ORC3L	0.1715
IMAA	-2.34
TARBP2	-0.662
CABIN1	-0.753
TRIOBP	0.0269375
HIST1H2AC	-0.319
RGS22	-0.716
NCOA1	0.964166666666667
IL25	1.863
SNCG	-0.2065
GPR6	0.0745
AMDHD1	-2.65933333333333
CHEK2	-1.471875
C6orf142	-0.90575
DRD4	0.20975
C14orf68	-1.7495
GDF11	-1.86975
SEMG2	0.7785
CD247	-0.84325
CDAN1	-0.48225
RBMX2	0.501666666666667
TGS1	-0.06275
OIT3	0.139
SYF2	0.46525
MCM4	-0.84325
PKHD1L1	0.360125
CEP192	-0.711666666666667
IFT88	0.468
RPL9	-0.602214285714285
RAB32	-0.500875
DDX43	-1.656
P2RX2	0.047
OR5D18	0.4485
UBE1	-0.3885
SLC24A1	1.005
ARHGAP5	0.19725
CETP	-1.237
KIAA1731	0.319666666666667
SLC9A4	0.5005
PTPN6	0.80925
BAHD1	-0.1165
GRIK3	0.233
CACNB2	-1.0263
PDE10A	-0.541
DGCR14	-0.34975
PCDHB9	0.2415
RHOQ	0.206
MAP3K4	0.009
KTI12	-0.151
RPL23AP13	-1.618
GNG11	-0.47425
CLCN3	1.7005
GPAM	-0.5695
VSTM2A	1.1625
SLAMF7	1.49383333333333
INTS2	0.2705
PPP2CA	0.6907
LRP12	-0.00593333333333333
SEC14L2	1.88944444444444
DKFZP586H2123	2.7655
MC3R	-0.1865
CIRH1A	-1.05616666666667
HIST1H2AB	0.493166666666667
POLH	0.5285
MGC16703	-1.616
SNAPC2	0.7105
FILIP1L	0.74625
RASGRP4	0.49
LRRC1	2.469
GAS1	1.21075
PRAC	-1.13925
DGKA	-0.241
NT5C3	-0.179
PEG3	-3.52116666666667
NADK	-0.587
PRR17	0.01675
LOC374569	-0.11475
SGSH	-0.0411666666666667
NLRP8	0.897
GALT	-0.9672
MCF2	-2.291
ZNF263	0.941
TACSTD1	2.17916666666667
TYR	-6.516
ATP6AP2	0.08775
RNUXA	0.049
ABHD10	-0.00960000000000001
GDPD2	-0.88175
SLC35C1	-0.4365
UBE2A	0.391375
HERC5	0.153666666666667
FAM112B	-4.92666666666667
FBXL16	2.339
DKFZP434A0131	-0.5525
ELA3A	-2.6535
RBM41	-1.337875
HAO2	-0.03925
RNH1	0.217375
SHANK2	1.13016666666667
OSBP2	-0.1095
DAK	0.3335
C3orf58	0.9675
TCL1B	-1.2265
KBTBD2	-0.217
SUGT1L1	1.26475
UBE2E2	0.4225
MYL9	2.326875
CDC23	-0.03
PBXIP1	0.9103
CXorf40B	2.268
NBL1	0.65525
RTBDN	2.771
RAB11FIP5	0.0445
TTTY13	-0.486
SCOTIN	0.134833333333333
SOHLH1	-0.217666666666667
CDKN1A	0.227214285714286
NCK1	0.36025
ZNF550	0.01875
SAPS3	0.457416666666667
SPIN3	0.849
MAGEE2	0.23275
MIS12	-1.08483333333333
OR8H2	0.466
KIAA0774	-1.11633333333333
UNC5D	-1.909
CUL7	-0.293666666666667
LIPC	-3.804
DIO1	-0.158
C20orf11	-0.151
CTRL	-0.9845
HS3ST2	0.8935
PAK4	0.390166666666667
CCRL1	2.89475
RNF10	-0.244
ZNF567	0.517
ZNF660	-0.2945
TCEAL3	2.6475
MAGOH	0.143666666666667
CENPB	-0.1275
C19orf7	0.6785
LOC388965	0.01075
ZCCHC13	0.406
JMJD1A	-1.2762
HIST1H4H	-1.166
TBRG1	-1.0579
GPC3	-4.550625
TAF1C	-0.4615
EBNA1BP2	-0.703166666666667
CIAPIN1	-0.2535
PDGFRA	-0.2095
CSTB	-0.544125
CENPI	-1.27616666666667
GTF2E2	-0.865
RPP21	0.02575
CCNF	-0.08
KCNQ3	0.7075
FAM79A	0.6635
SLC22A12	0.1425
NOVA1	0.601666666666667
FZD3	-1.1638
AKAP8	0.0645
SOCS5	-0.024125
CFDP1	-0.0625
DLG5	1.29275
PGM5	0.1465
C1orf144	0.173083333333333
HDAC10	-1.0405
RND2	0.405
C20orf199	-1.02275
RNMT	-0.9965
SLURP1	0.5065
ASTN1	0.060875
SH3BGR	0.6235
MYCL1	-0.45375
ZHX1	-0.2715
CENPK	-1.05575
FOSB	2.7888
LOC643406	0.8315
C2orf59	-1.460875
TMEM135	0.806375
SLC27A2	-0.7645
KRT33A	2.016
OVOL1	1.9425
PAMCI	-2.19816666666667
S100A7	5.4525
ZNF789	-0.938
HARS2	0.29775
RPL23A	0.0505
TCF23	0.35325
UPF3B	-0.81675
C17orf78	0.146
HLA-DOB	1.56716666666667
C14orf142	0.560166666666667
TEKT5	1.7385
DMWD	0.0405
POLD1	-1.55683333333333
GSCL	-0.6795
CALD1	0.9185
SCRT1	-0.0563333333333333
AIG1	1.65125
UNC84B	-0.03525
ZNF404	0.156
TMED6	-3.99275
KIAA1462	0.592
LRRC27	1.714
PYGO1	-0.023
PIGU	-0.276166666666667
ALAS2	-4.024
WRNIP1	0.21175
CNNM3	-0.132
ZNF2	0.22025
ST3GAL5	-0.598583333333333
MRPL23	-0.10775
TSSK6	0.19725
PSMA6	0.5245
C16orf70	-0.1475
KIAA1602	-0.39925
ALMS1	0.872666666666667
DCN	2.81525
TMEM132D	-1.20025
SUCLG2	0.09075
ABHD14A	-0.43375
DEXI	-0.1565
AMPD2	-0.791166666666667
IFNAR2	0.0541666666666667
CYB5A	1.6008
TLOC1	0.4611
NXF5	-0.938
NRBF2	0.215375
KCTD3	1.084
