Hybridization REF	TCGA-A8-A06R-01A-11R-A00Z-07
GLIPR1L1	0.0275
TTC1	0.29375
C17orf76	0.869
MAD2L2	-1.24925
HIPK1	-0.0885
LRRC3B	-0.0748333333333333
CLN3	-0.201545454545454
C17orf47	0.3505
FMN2	-2.880625
TUBB1	-1.88057142857143
WAPAL	0.107
C3orf21	0.1115
SCN5A	-0.4372
SMYD1	0.25
BEX5	0.17925
ZNF192	-0.6185
SEC22A	-0.305666666666667
GRIA2	0.352785714285714
KIAA0825	-1.697
NUSAP1	-1.92627272727273
LANCL1	-0.62775
C15orf40	-1.1819
ZNF645	0.456875
GPR61	0.198
NLRP14	-0.222
SNX21	-0.4224
C1QTNF8	0.3155
C17orf46	0.2145
IFNA8	0.9385
SPRR1B	-2.03883333333333
FLRT1	-0.50775
SNX17	-0.1285
ASB2	-0.594833333333333
HBG1	-4.7115
RPRML	-2.73375
JOSD2	0.232833333333333
PLSCR3	0.55675
SPOCD1	1.6355
RAB39	-0.5215
GHRH	0.294166666666667
ITIH5L	1.17825
C17orf37	0.306
SMCR8	0.70475
DPY19L2P3	-0.9875
IL11RA	-0.342666666666667
GDF3	-3.05866666666667
RPS6KB1	-0.804333333333333
DNAJC19	-0.5101
TOP1	0.02
CRCT1	-0.536125
MPST	0.03075
DPM2	-0.0905
FAM38B	-1.62483333333333
SLC18A1	-2.3775
FARP1	-0.563666666666667
PAX7	0.2605
TUBD1	-1.40175
GNL3	-0.467125
BTG2	1.1418
NDUFS6	-1.259
C1orf79	-1.64125
ERAL1	-0.5425
ECHS1	1.37825
VPS4A	-0.0585
CYP11A1	-0.500375
ABCC6	-2.36564285714286
PBX4	0.41
MOSC1	-0.6935
NCF4	0.81325
HYMAI	0.0895
NAGPA	0.71725
OTOP2	0.3055
ACOT12	-0.11425
MTHFD2L	-0.8015
LOC441376	1.648
C19orf34	-0.3335
RAB1B	-0.212
ALDOAP2	0.242
NTRK1	-2.05716666666667
ARTS-1	-0.4144
SLC6A11	-0.6835
NAP1L2	-2.96775
CNGB1	0.197833333333333
EPB41L4B	-0.566636363636364
FAM134B	-0.428125
HS3ST3A1	-0.555666666666667
CPXM2	4.7775
SIRPB2	0.428
CHORDC1	-0.0763333333333333
TRIB3	-0.284166666666667
SLC2A5	1.5945
C2orf49	0.131666666666667
DDX5	-0.60375
OR5L1	-0.214
ANAPC4	-0.473333333333333
ZSWIM1	0.62125
LOC93622	0.149875
KCNK3	-0.2643
RP11-35N6.1	-1.89928571428571
ZFP161	0.194
AQP9	4.89325
SLC15A2	-0.288166666666667
MREG	0.345
OR9I1	0.3415
PDLIM2	0.152875
ADAM7	0.251
GSTCD	-0.110333333333333
WDR21A	0.105875
SLC12A8	0.204166666666667
TMEM174	0.0775
IGSF3	0.0418333333333333
LRRN1	-1.30875
LOC402117	-0.0875
SRPK1	-1.744
LY6K	1.5899375
NFIA	2.885
PTCD3	0.36325
LEP	0.531
PCDH21	-0.6015
MAPKAPK2	1.2925
NMNAT1	-1.55583333333333
LHFPL2	1.0835
C9orf43	0.834
DIP2A	-0.240166666666667
ACTR8	-0.524875
CCDC34	-0.82075
PTPN22	-0.70875
ITGA3	-1.256625
FAM129C	0.131
RABGGTA	0.529
UNC45B	1.04825
KIAA1033	0.11225
ZNF510	-0.4295
CYP2D6	0.342333333333333
SLC26A10	-1.4625
STX8	0.34925
LUZP1	0.1565
WDR89	0.054
EIF4G3	0.2325
C5AR1	1.587375
ZNF623	0.622
A2M	1.2955
TGM7	0.61
GRPEL1	0.6655
LMNB2	-0.8892
ROCK2	0.181833333333333
SNX16	0.153625
CCDC66	0.1615
ANXA3	-0.93875
KIAA1609	-0.32075
EED	-0.84375
RNF32	-0.741833333333333
HES1	0.3619
CLC	0.949
ISL1	-0.181833333333333
KIAA0528	-0.434
MANEA	0.471875
C1orf61	-2.155
hCG_2001000	-0.55675
RAPGEF6	-0.0856
KIAA0020	-1.18116666666667
NEIL1	0.89525
C16orf45	-1.272125
RBM10	0.176833333333333
C10orf125	-0.648625
MRS2L	-0.24775
DNAH17	-1.35342857142857
C19orf10	-0.65425
C1orf160	0.1205
SLFN12	0.11375
EXOC3	-0.586166666666667
HIST3H3	0.4305
NCOR2	0.210333333333333
TNFRSF9	0.645
MFSD8	-0.50875
ALX1	-3.439
NOL1	-0.72525
PODN	3.50875
TIAL1	-0.5705
HIST1H1E	-0.9515
NPY6R	0.44975
TM4SF4	0.65975
CORO2A	0.75325
ETNK2	-0.0786666666666667
APOE	0.9336
ANGPT4	-0.0745
HDGF2	-0.423
G30	0.78
ST8SIA4	-0.06225
F2RL1	-0.671625
FAM19A4	-2.8215
CCAR1	-0.6335
B3GNT7	0.22075
OPHN1	-0.3924
DSCR6	-0.2535
C21orf13	0.615666666666667
GAS2L1	0.126
RFX3	-0.0928333333333334
COPS4	-0.912625
BCHE	-4.28733333333333
BCL2	-0.21525
HBZ	-2.80666666666667
ARL13B	1.221625
MAPBPIP	-0.365125
MYO15B	1.216875
SPZ1	1.14025
KIAA1324	2.46166666666667
PLCL2	-0.482625
C4orf29	-1.5275
WDFY2	-0.403875
ZNF284	-0.642
NAALADL1	0.6615
DUSP5	1.45283333333333
PXDN	0.762625
SLMO1	-0.6615
TNXB	0.6175
BIRC7	-0.28325
A4GALT	1.62583333333333
TIMM22	0.26025
FAM110C	1.89725
TOMM34	-0.817
ABHD9	0.707
ADAM32	0.952
CRHBP	-0.576
AQP2	0.722625
LOC130355	1.268
ZNF187	-0.381166666666667
ZNF816A	0.063
F7	0.378125
CNOT1	-0.5607
SLC13A4	-0.91625
ZBTB11	0.3505
B3GALT5	0.948
EXOC2	1.05816666666667
IRS1	-0.1139
TMEM1	0.142
MRPL34	-0.1
SAMM50	-0.56125
CDC42EP3	0.07775
HSF2	0.5013
MFN2	-0.43275
TSPAN7	-2.18483333333333
NUCB1	0.27775
RHOH	1.5745
ARL16	0.3535
TACR1	0.337
SFRS5	-0.5295
SNX25	-0.394625
RHBDF1	1.31033333333333
PCDH18	1.62383333333333
HMG1L1	1.498
MYO5C	0.3515
MAPK10	1.617
LDHAL6A	0.026
NUDT12	0.00966666666666666
NCAM1	-0.251125
GLIS2	1.044
GGTL4	1.8745
DAPP1	-0.60625
ATF7	0.45425
KIAA0748	-1.51925
NFIL3	-0.526
TM6SF1	0.4425
SEZ6	0.306125
NANOS3	0.0908333333333333
DNAJA3	1.16483333333333
CLDN6	-2.2945
CIITA	2.5686
EPHA4	-1.15216666666667
FANCC	0.402
CMTM3	0.76075
PSG3	-0.931625
MRPL15	-0.2595
C21orf59	0.15375
PLCXD2	-0.12175
C2orf34	-0.350875
UBE2L6	2.058125
MED14	-0.447833333333333
HP1BP3	-0.4931
C6orf208	-0.619
TPBG	1.2425
OSR2	1.661
XPC	-0.143166666666667
KLHL7	-0.854583333333333
CCR3	0.219166666666667
AGTPBP1	-1.39333333333333
PCSK6	-1.33906666666667
STAT5A	-1.6911
FAM18B	-0.342
LONRF2	-0.3935
PTPN2	-0.528375
SF3A3	-0.920833333333333
EFCBP2	-0.2055
HCFC1	-0.548166666666667
AHNAK	0.61895
ACTR5	0.50125
KIF14	-1.35842857142857
TENC1	0.6655
HEATR5B	0.2465
YIPF2	0.216833333333333
MYEOV2	0.520166666666667
DUSP18	1.65025
KIAA1012	-0.30375
AHR	0.331166666666667
C17orf53	-1.37333333333333
PTPRH	-3.101
ATP6V1C1	-0.3065
TAS2R3	-0.5855
LOC440356	2.0495
COQ10B	0.2735
PSMF1	-0.321333333333333
SORBS2	-0.3955
NFE2L2	-0.408
TMCO7	-0.77125
SH3PXD2A	0.5204
SH2D2A	-0.836
SPINK5	-3.82975
MRPS24	-0.23575
OPA3	0.34675
TRAF7	1.20516666666667
C4orf35	0.22
MT1G	-0.819
MGC39545	0.85225
HS1BP3	0.5332
OR2B2	0.2365
CHRM4	0.2135
SFRP2	3.8305
RIC3	-1.567
ART1	0.0345
C6orf1	0.329125
DUS4L	1.1685
C10orf104	-0.278
TNFAIP6	3.196
RTEL1	-0.01175
CCT4	0.2814
ZNF709	-0.3705
CHMP6	1.13683333333333
UPP2	0.16975
CYP19A1	-3.04775
CD151	-0.524
NDUFA13	0.172666666666667
ARFRP1	-0.456833333333333
FAM26B	2.1595
CRYBA1	-1.3395
MRPL41	0.3335
NPFFR2	-1.869375
HRH2	0.4965
SCAMP3	0.9895
MTMR6	-0.3996
MTG1	-0.486166666666667
UBTD1	1.011
CRABP1	2.907
FLJ33790	0.0668
KIAA1908	-0.561833333333333
GPR158	0.29825
PACSIN3	0.751333333333333
OMD	2.21633333333333
CATSPER1	-0.193833333333333
HOXB8	0.628375
FBXO46	0.5085
OAS1	2.48866666666667
SVIL	0.28375
PHB2	-1.493
ADCY3	-0.595
NDRG2	-0.397333333333333
ERMAP	0.5722
APBA2	-0.8385
IGSF9	3.13575
WNT6	0.110571428571429
MYCBPAP	-1.3285
ATP2B2	0.2626
CPVL	-0.5505
TRAM2	-0.186916666666667
NOP5/NOP58	0.2095
ZNRF4	0.02675
TLK1	0.3075
MTMR12	-0.312071428571429
ZNF384	-0.0621666666666667
FAM9B	-3.5925
RPN1	0.1846
PMVK	2.139
EIF3D	0.0668
SIX2	-1.39725
HPS1	0.396428571428571
RNF7	-0.19675
PSKH2	2.127
KCTD13	0.236
CSMD3	-0.884
FBF1	0.2985
IL8	-1.896375
SERPINB13	0.412083333333333
FBXL20	-0.0885
BLR1	0.3205
SH2B1	-0.0965
RFNG	1.05625
RAB20	0.0973333333333333
RBM7	-1.33425
POLR1A	0.0511666666666667
TMPRSS4	1.057
TAF9	-1.362875
TERF2	-0.408666666666667
TNFRSF1A	-0.0344166666666667
ACADVL	-0.879333333333333
GTF2H5	0.45925
EDG8	0.5095
C9orf140	-0.541375
UST6	0.066
ZBTB8OS	-0.399
ZNF710	0.688
GPR174	-1.371
ATP6V0A2	0.249
KIAA0319L	-0.152
XKRX	1.1605
DOPEY2	1.8005
SDHD	-1.10616666666667
SUMF1	1.39775
OSM	2.9405
OPN3	-0.799
DAGLB	-0.452
PPFIBP1	1.2613
TRIM63	-4.2855
C10orf53	2.628
LYPD3	0.213333333333333
BCL7A	0.40175
AGER	-0.786
TCF19	-1.281125
SAT2	-1.3075
PFTK1	1.95266666666667
GABRE	-1.947125
C15orf38	1.2376
FIS1	0.1555
KCNV2	-0.005
CLPS	0.351
PPCDC	-0.439
FOXN2	0.5905
NT5E	-2.3214
CD83	0.55425
IL18	-0.440875
VPS16	0.50925
IGFBP2	-0.496
NOTCH2	-0.01575
SIGLEC1	3.251
CD93	5.4975
SULF2	-0.14125
CEP164	0.318375
P53AIP1	-0.214333333333333
TOR2A	0.0125
ZNF136	0.36975
MGP	3.8674
CCDC144A	1.70266666666667
TRPC1	-0.872
SMS	-0.2595
MAPK7	-0.115166666666667
RRAGC	0.18075
PARD6A	-0.5425
NUB1	-0.0573333333333333
SYNGR4	0.221
OR11H12	0.3975
WIF1	0.379375
GCH1	0.67075
OR11H4	0.081
SLC44A5	-0.2555
GPRIN2	0.533333333333333
LOC401431	0.1765
CPA4	-2.8116
MELK	-2.00155555555556
IL15RA	0.998
CUL3	-0.4965
HMBOX1	-0.493
PODXL	-1.2295
CCT6B	-0.00249999999999999
COMTD1	-0.25325
MUC20	1.18983333333333
GPX2	-1.479
ITK	-1.055125
FBXL5	1.2475
C13orf27	-2.04775
DEFA5	1.437
TRHDE	-0.099
MTP18	-0.537
UQCRQ	-0.3727
ITGB2	1.75933333333333
CSRP2BP	-0.38425
TAS2R44	0.6985
PHPT1	-0.4935
FAM44C	-0.58625
ERH	0.268
MPHOSPH1	-1.96966666666667
MORC1	-0.377
PARVB	-1.24425
LAMA1	-1.75866666666667
PGBD3	-0.31275
GIMAP6	4.11925
AREG	0.427
LIPT1	-0.286
MGC99813	-1.30925
C1orf201	1.12916666666667
GRIN2A	-0.7126
MAN2C1	-0.702875
NSUN5	1.73625
SF3B5	0.51075
MYC	-2.6703125
NRXN1	-0.535333333333333
ZNF18	-0.09425
SPDYA	-0.10225
SLC37A1	1.768
DECR2	1.03125
ANKRD38	2.093
SPTLC3	-3.06358333333333
SUPT16H	-0.134
DTWD2	0.622
ULBP1	0.563
ZADH1	-0.133333333333333
OIP5	-1.91025
IL10RB	0.1565
OTUB2	0.410375
VWA3A	0.0715
SPIC	0.450333333333333
OR6C4	0.014
PSCD4	1.4985
DPY19L2P2	-1.5385
TRAPPC6A	0.491833333333333
C21orf2	-0.779666666666667
CEMP1	1.00375
LIN7B	-0.1275
E2F7	-2.1525
VCP	0.143875
LAMA3	0.191416666666667
BGN	2.52925
GPR160	-0.0478333333333333
COCH	-3.617
GPR81	1.67416666666667
APOBEC3F	-1.5265
tcag7.1017	-0.56275
C1orf32	1.1095
SCGB1D2	-0.31675
FLJ43987	-1.594
C6orf170	0.0815
KLK9	0.6415
GPD1L	1.3845
VPS37B	1.0525
ATG3	-0.684166666666667
ADAMTS17	-0.066
KLHDC2	-0.450166666666667
NDUFV2	-0.68675
BLK	-1.9145
MATN4	-0.2865
GPM6A	-0.827125
GBP4	4.3155
TMEM162	0.375333333333333
PKP2	0.3985
HRASLS	-3.958
MMP1	0.33875
SFXN3	-0.2306
FSD1	-1.61866666666667
ST6GALNAC3	-1.7665
CA12	2.3388
NCOA6	0.58525
C19orf58	1.2232
PPP4R1	0.0746666666666667
MAN1A2	0.705666666666667
IKBKAP	-1.76975
UPF1	0.495833333333333
KIAA1219	0.16575
WNT16	-0.142833333333333
SNW1	-1.045625
IL18RAP	2.64575
RPP30	-0.287375
CDC40	-0.107428571428571
SETD3	0.420166666666667
SLAMF6	0.70125
ELK4	0.012
TRIM47	-0.0756666666666667
ACOX3	2.968875
TRIM6	-1.026125
KIAA0372	-0.131
TP53AP1	1.772875
SMURF2	-0.57575
ADAD1	0.55725
EBP	-0.9859
KRTAP13-2	0.3985
FLJ36874	-0.823666666666667
TOR1A	0.1215
P2RY4	1.021
GPBP1	0.43225
TRPV1	0.64075
ADAMTS12	0.954666666666667
PES1	-0.4495
ATG4A	0.496666666666667
MAGEA10	0.958
WFS1	1.641
CC2D1B	-0.2715
PABPN1	0.346375
SLC25A30	0.014
SLCO1C1	-0.500833333333333
SLC22A5	1.57625
KIF23	-1.91083333333333
SYN2	-1.10566666666667
ASPN	8.32066666666667
CENTG2	0.49975
QSOX2	-1.0031
FLJ10815	0.582
STK24	-0.7228125
SPEG	0.9891
STK10	0.204833333333333
DACT2	-3.1715
AAAS	-0.41625
SSX3	-1.283125
ABCD3	-0.3238
C4orf12	-1.112625
PARVG	1.10866666666667
FIG4	0.448
C9orf46	0.51825
TMCO6	-0.601
IGHMBP2	-0.40275
DUS2L	-0.785666666666667
FAM3C	-0.745875
TMEM16D	-1.889125
DCTN4	0.3395
KCNH3	-0.08475
EIF2AK2	2.07
AP1S3	0.281625
CST4	2.862
PAM	0.65875
NUTF2	0.17875
CITED2	0.1017
SLC39A4	0.35875
C2orf52	-0.8155
GRM3	0.114
C12orf49	0.437625
CCDC49	-0.381
GRAMD1B	-1.47075
FNDC4	0.4585
SIAH2	0.496375
GDPD4	0.432
C21orf87	0.66
ATP5A1	-0.961166666666667
C16orf63	-0.4495
LOC388135	0.2405
ATP5J2	-0.277625
MMP3	-1.60025
EMID2	-0.06525
CRHR1	0.82125
WDR70	-0.4895
C13orf31	2.069
ZFAND1	-0.246
CCL18	4.56133333333333
C3orf49	0.6795
RINT1	-1.335
KIAA0408	-2.14683333333333
F13A1	4.9397
SLC10A1	0.362666666666667
OGN	-0.64125
GIPC2	-2.034
XPO6	-0.638333333333333
LCE1A	1.1645
FMR1	0.2774
LOC374920	-0.4175
DUSP3	0.0585
ANKMY1	-0.21925
C7orf50	0.15125
BBS9	-0.444
UNC119B	-0.0395
C9orf72	-0.458625
MGC35440	-0.40325
ENTPD6	-0.00299999999999999
PPP1R2P9	-0.156
ERCC4	0.517
FAHD2B	-0.0815
HMHA1	-0.634
HACL1	-1.14575
RAD23A	0.237
FAM83B	1.75925
PPP5C	-0.881666666666666
RNASEH2C	-0.298625
C9orf153	0.08375
SCAMP4	0.553375
GHITM	0.4425
NDUFB7	0.64225
ADCYAP1	-0.589666666666667
SP110	2.765
MAP3K7IP2	2.09125
DHH	0.264
AGRN	1.04014285714286
WDR33	0.544
CEP290	0.766333333333333
PRPS1L1	-1.91233333333333
KLRA1	-1.2495
GPR97	0.1745
CHD7	0.314916666666667
TLR10	0.62725
SLC30A8	0.1905
HIC1	1.706
IAPP	1.125
RXFP4	0.37125
GP1BB	1.073
SHQ1	-0.724
NKX2-3	0.560166666666667
API5	-0.2045
FTHP1	0.231
MOV10L1	-0.3455
TRIM6-TRIM34	1.3785
ADHFE1	-0.92675
FAM117A	-0.786
DDI1	0.474833333333333
CDON	0.8305
TRIM73	-1.605
IGKC	5.717
MMP14	0.863166666666667
DYNC1LI1	-0.077125
C11orf66	0.585
TRBV3-1	-1.19075
FASTKD5	-1.0935
BIVM	-1.11275
LHX4	0.65175
CXCL2	-1.2054
RAB2B	0.473666666666667
IZUMO1	-0.53775
MAP3K15	-2.288
FAM19A2	-0.07
ZC3H8	-0.5815
ZMAT1	3.320375
SPINK5L3	-3.7615
SLC10A6	0.6235
APPL2	0.618875
CARD10	0.313666666666667
LOC402176	-0.568
EEF1D	0.904
RAB6A	1.1261
C12orf5	-0.945375
PAPOLG	0.67
MSRB2	0.59925
BCR	0.640555555555556
PUS3	-0.92475
TIAM2	0.48875
ZNF317	-0.0316666666666667
CHD2	0.411285714285714
FZD5	-1.97404545454545
NUDT8	-0.92725
ZNF763	0.407
PRC1	-1.36222222222222
ABCB9	0.291333333333333
SPATA3	0.659
TRAK2	1.255625
STAB1	2.94575
LRRTM2	0.564333333333333
psiTPTE22	1.1375
DBI	-0.10825
SERPINA11	-2.88225
NAT5	-0.202
C20orf58	-2.494
RPS6KA4	0.517833333333333
FLJ90650	1.171
TGFBRAP1	0.50425
CHRDL2	-0.926375
FAHD2A	-0.385
CNTN1	-0.07325
BBS4	-0.5028
TMEM181	-0.485
MINPP1	-1.02
MPHOSPH6	-0.911416666666667
HOXC10	2.112
ITPKB	-0.531375
CLPTM1L	-0.31675
MEOX2	-1.2365
ATP6V0C	1.39375
PRPF8	-0.150666666666667
TMC5	3.25675
FKBP3	-0.62425
PLEKHB2	0.2155
OR4D6	0.07
ZNF544	-1.031
D2HGDH	0.643375
RPL18A	-0.1348
HEL308	-0.931625
MPP6	-3.73825
TCERG1	-1.22325
KRT16	-1.65933333333333
KLF17	-1.43125
KLF5	0.011375
CDR1	2.245875
VCX3A	0.6665
FBLN2	1.96675
C14orf104	-0.531
HBE1	-4.3614
OR4S2	1.009
C1orf108	-0.935666666666667
ROBO4	3.8555
CPEB4	0.112625
C11orf80	0.717333333333333
BCKDHA	-0.307166666666667
MYOC	-0.06375
GIF	0.125
CKMT1A	-1.994
RPL3	0.1316
THBS1	3.058875
APOO	0.041
ARMCX1	0.66225
HSZFP36	0.50675
SNAPC5	-0.4135
EIF4ENIF1	0.31825
ZNF433	-0.1875
TNFRSF21	-0.842375
TMPRSS7	0.1905
SPATA18	0.3922
HPDL	-2.911
MKL2	1.1653
TBX3	-0.687692307692308
C21orf93	0.403666666666667
DAXX	0.69175
ELMO1	-0.30225
RGS13	0.9315
TAF11	-1.21075
UNC13A	-2.299125
LOC653314	-0.569
ORC3L	-0.62125
IMAA	-1.9945
TARBP2	-0.58375
CABIN1	-0.0688
TRIOBP	-0.123625
HIST1H2AC	-0.77375
RGS22	-3.189
NCOA1	1.14116666666667
IL25	2.0255
SNCG	4.318
GPR6	0.0235
AMDHD1	-2.01833333333333
CHEK2	-0.893875
C6orf142	-1.38525
DRD4	0.646
C14orf68	-0.97225
GDF11	-1.26275
SEMG2	0.298
CD247	-0.7655
CDAN1	-0.39975
RBMX2	0.0365
TGS1	-0.3415
OIT3	0.35275
SYF2	0.6795
MCM4	-0.842
PKHD1L1	1.07025
CEP192	-0.977333333333333
IFT88	0.3425
RPL9	-0.277071428571429
RAB32	0.966125
DDX43	-2.54825
P2RX2	0.68
OR5D18	0.553
UBE1	1.05483333333333
SLC24A1	0.230875
ARHGAP5	1.2165
CETP	-0.4135
KIAA1731	-0.492333333333333
SLC9A4	0.745
PTPN6	0.8725
BAHD1	0.35475
GRIK3	0.351
CACNB2	-0.8215
PDE10A	0.04775
DGCR14	0.20875
PCDHB9	-0.438833333333333
RHOQ	1.01016666666667
MAP3K4	0.15375
KTI12	-0.547
RPL23AP13	0.55525
GNG11	-0.165
CLCN3	-0.546666666666667
GPAM	-0.412375
VSTM2A	0.441
SLAMF7	4.39033333333333
INTS2	-1.58025
PPP2CA	-0.039
LRP12	0.554066666666667
SEC14L2	-0.108555555555556
DKFZP586H2123	2.1605
MC3R	0.521
CIRH1A	-1.43116666666667
HIST1H2AB	-0.0718333333333334
POLH	-0.760625
MGC16703	-1.74766666666667
SNAPC2	0.495
FILIP1L	1.7815
RASGRP4	0.618
LRRC1	1.402
GAS1	1.70625
PRAC	-0.9775
DGKA	-0.948833333333333
NT5C3	-1.12125
PEG3	-3.91808333333333
NADK	-0.45875
PRR17	0.7155
LOC374569	-0.05
SGSH	0.478
NLRP8	0.3955
GALT	-0.7799
MCF2	-1.011
ZNF263	0.99325
TACSTD1	1.9935
TYR	-5.9201
ATP6AP2	-0.09775
RNUXA	0.19825
ABHD10	-1.2418
GDPD2	-1.194
SLC35C1	0.63475
UBE2A	-0.0605
HERC5	-0.287833333333333
FAM112B	-4.133
FBXL16	2.884
DKFZP434A0131	-0.164
ELA3A	-2.582
RBM41	-0.4865
HAO2	0.06025
RNH1	-0.20425
SHANK2	1.30033333333333
OSBP2	-0.973
DAK	-0.000166666666666664
C3orf58	-0.771833333333333
TCL1B	-0.05
KBTBD2	-0.76275
SUGT1L1	-0.4275
UBE2E2	0.191
MYL9	3.082375
CDC23	-0.672833333333333
PBXIP1	2.2839
CXorf40B	0.7515
NBL1	1.31725
RTBDN	0.13
RAB11FIP5	0.802625
TTTY13	-1.0395
SCOTIN	-0.0315
SOHLH1	0.802833333333333
CDKN1A	0.0312857142857143
NCK1	-0.59925
ZNF550	-0.18975
SAPS3	0.381166666666667
SPIN3	1.24833333333333
MAGEE2	-0.23225
MIS12	-0.742166666666667
OR8H2	0.4185
KIAA0774	-1.5875
UNC5D	-2.734
CUL7	-0.6575
LIPC	-3.06816666666667
DIO1	-3.45575
C20orf11	0.6411
CTRL	-0.1455
HS3ST2	2.9105
PAK4	1.238
CCRL1	2.86825
RNF10	0.823375
ZNF567	0.4165
ZNF660	-0.4875
TCEAL3	0.87
MAGOH	-0.647166666666667
CENPB	-0.118
C19orf7	0.22075
LOC388965	-0.40175
ZCCHC13	0.31
JMJD1A	0.328
HIST1H4H	0.153
TBRG1	-0.5056
GPC3	-3.514125
TAF1C	-0.418125
EBNA1BP2	0.637666666666667
CIAPIN1	-0.27725
PDGFRA	-0.00833333333333333
CSTB	0.43325
CENPI	-1.19283333333333
GTF2E2	-0.638666666666667
RPP21	0.0615
CCNF	-0.3265
KCNQ3	0.837
FAM79A	1.13925
SLC22A12	0.611
NOVA1	1.13883333333333
FZD3	-0.1128
AKAP8	0.6105
SOCS5	0.252375
CFDP1	-0.588
DLG5	1.18375
PGM5	0.22975
C1orf144	0.0734166666666667
HDAC10	-1.3765
RND2	-1.5635
C20orf199	-0.69275
RNMT	-0.870125
SLURP1	0.899125
ASTN1	-0.559
SH3BGR	1.0405
MYCL1	-1.462625
ZHX1	-0.6255
CENPK	-2.8765
FOSB	-0.0947
LOC643406	0.180125
C2orf59	-0.22025
TMEM135	-0.1675
SLC27A2	-2.79075
KRT33A	1.2885
OVOL1	1.278125
PAMCI	-3.67816666666667
S100A7	5.621
ZNF789	-1.008
HARS2	0.4065
RPL23A	-1.27466666666667
TCF23	0.5085
UPF3B	-1.412375
C17orf78	0.895
HLA-DOB	1.409
C14orf142	-0.0638333333333333
TEKT5	2.1975
DMWD	0.594
POLD1	-1.3385
GSCL	0.3795
CALD1	1.3223
SCRT1	0.819
AIG1	0.7345
UNC84B	0.0975
ZNF404	-0.21
TMED6	-3.72425
KIAA1462	0.997
LRRC27	1.31416666666667
PYGO1	-0.661
PIGU	-0.465333333333333
ALAS2	-3.499
WRNIP1	0.173875
CNNM3	0.4105
ZNF2	0.59
ST3GAL5	-0.389583333333333
MRPL23	-0.32275
TSSK6	0.2065
PSMA6	0.69925
C16orf70	-0.14625
KIAA1602	-0.0375
ALMS1	1.417
DCN	2.753625
TMEM132D	-0.988
SUCLG2	-0.48225
ABHD14A	0.49075
DEXI	0.245333333333333
AMPD2	-1.53583333333333
IFNAR2	0.567666666666667
CYB5A	2.5226
TLOC1	-0.1624
NXF5	-0.703833333333333
NRBF2	-0.2295
KCTD3	-0.3365
ITGAE	-0.956666666666667
SLC30A3	-1.87183333333333
ZRF1	-0.987
IFRD2	-0.70375
XAB1	-0.3865
PYCR2	-0.657166666666667
SERPINB3	-4.771
TMLHE	-0.8008
GEFT	-1.53525
ABCA5	-1.968125
EMR4	0.336833333333333
TSFM	-0.90725
HIST3H2BB	-0.896
ARHGEF19	0.5535
TSPAN17	0.281166666666667
ABCC8	3.726
MAP1S	1.35116666666667
C22orf36	1.61875
BNC2	0.358642857142857
HIST1H4A	-0.1205
NDUFS3	-0.349166666666667
WDR3	-1.19433333333333
XKR4	-0.479
TTC33	-0.763785714285714
STMN2	4.35075
CPN2	-0.329333333333333
HSPC105	-0.524375
PCOLCE2	-4.0195
C3orf55	0.4905
KLHDC9	3.19366666666667
TBC1D23	0.676875
ATXN2L	-0.795083333333333
MAP2K3	0.325166666666667
SCAP	0.116
ZNF486	1.9905
C20orf96	1.1295
NARS	-0.3255
ADAMTSL1	-0.800357142857143
PRCC	-0.0946666666666667
CCDC126	0.559666666666667
ZNF675	0.03425
CALCOCO1	0.194
ANKRD43	-1.27325
CWF19L2	-0.543833333333333
ZBTB32	1.81066666666667
BRAF	0.1125
ODF4	0.424
MGC14376	0.9515
HORMAD1	-3.0115
AAK1	0.195916666666667
PEBP1	1.15375
TNFSF5IP1	-0.454333333333333
DKFZp564N2472	0.557
RMND1	0.48925
IGKV1-5	5.427
COL1A2	3.74141666666667
SERPINA5	-0.97275
AANAT	0.3305
C19orf21	-0.6175
GEMIN5	-0.212
UBR4	-0.462666666666667
LTBP3	1.07666666666667
AMHR2	-2.6925
PROCR	-0.933
MYBBP1A	-1.1565
C20orf39	2.60866666666667
ZNF697	-0.304125
PASK	0.3112
ZNF776	0.870333333333333
RFXDC2	-0.40075
KIAA0467	0.902
C10orf96	-1.318
ZNF503	0.322
GULP1	0.185416666666667
KCNE4	0.609666666666667
DKFZp434K191	-0.6675
LOC196913	-0.384
BHLHB4	0.875
CH25H	-1.555
LOC81691	-0.562833333333333
ALPL	-0.140214285714286
COL12A1	3.45875
FOLR3	-2.418
GPR123	0.326
TRIM62	0.289071428571429
ABLIM1	1.0945
MAST3	-0.10425
RHBDD1	0.673166666666667
LOC338809	1.284
RYBP	0.49575
TTC26	0.200125
ZNF22	0.00183333333333333
ISCA2	-0.46225
RDM1	-2.12375
PIGM	0.097
GNB3	-0.4295
ACTR2	1.1808
HMGB1	1.09205
EDG1	2.19283333333333
SOAT2	-2.9875
OR10AD1	0.752
RAP1GDS1	-0.82275
LCE1F	0.458
ESM1	1.7715
RCN3	2.7085
CREBL1	-0.29875
DBNL	0.376
PTGER3	0.86425
USP30	0.4375
BCL2L12	-0.215333333333333
KIF26B	2.61625
ZNF416	-0.14325
ZNF225	-0.642
C17orf70	0.659
ZNF554	-0.0905
RAE1	-0.405333333333333
TNIK	0.475333333333333
ACTN3	0.9765
MGC45922	1.1865
CCNA1	-0.799833333333333
