Hybridization REF	TCGA-A8-A06Z-01A-11R-A00Z-07
TTN	-1.36016666666667
SLC26A5	0.508
PLLP	-1.6245
RGS6	-0.5595
SRGAP3	0.0228571428571429
ZNF525	0.361666666666667
NBR2	0.151166666666667
C13orf1	0.4226
ZNF137	0.701
CEP27	-1.41425
BEST2	0.5095
RNF121	-0.3585
DMRTC2	2.912
C8orf76	1.0605
BCCIP	0.6465
MEST	-2.76275
HTRA2	-0.5135
ANGPTL2	-0.61025
ILKAP	-0.644333333333333
ERAS	0.317
HBS1L	-0.796625
CPA5	0.2755
TMEM30A	0.245333333333333
CD300LF	1.22616666666667
WISP3	0.5055
CRK	-2.382
PDS5A	0.4488
BRPF3	0.2185
NEDD9	-1.604125
SMPDL3B	1.62325
PSG6	-1.2085
PSMD13	0.72975
ETV5	-1.9036875
OR51A4	0.0405
BTBD7	0.296083333333333
GSTO1	-1.081375
hCG_16001	0.325
MAD2L1BP	-0.303833333333333
COX6A2	1.0435
SCNN1A	2.99466666666667
LSM1	-0.799833333333333
UGT2B11	-1.26075
IDUA	1.97525
PPP2R3C	-1.07216666666667
COX11	-0.273166666666667
PDZK1	-4.1785
ZNF443	0.0798333333333333
MGC21874	1.30316666666667
ZNF323	2.6553
KRTAP10-10	0.541
CXCL6	-0.49125
SLC34A2	0.4654
LOC284402	0.741
NPTN	1.45275
UPP1	-2.63791666666667
SLC6A9	-0.6125
OR7G3	0.2805
CISD1	0.0263333333333333
ZNF545	0.141
SYT14	-0.646
NT5C3L	0.3905
ZNHIT3	0.201666666666667
SNRPD3	0.07625
KIAA0701	0.296375
UNC93B1	-0.187166666666667
GMNN	-1.4785
SPCS2	1.07116666666667
LOC388524	-1.028
NAPRT1	0.047625
PNLIPRP1	-0.189333333333333
OR6V1	0.4665
PRKAB1	-0.39
EYA4	-3.39616666666667
KIF20A	-1.491
ALG10	0.47275
ITPKC	0.899
LMX1B	1.7075
RPUSD4	-1.72933333333333
C7orf34	-0.139166666666667
DLGAP2	0.204428571428571
PFN1	-1.1719
MICALL2	0.59675
ZNF654	1.1145
SS18L1	-0.346
SLC16A8	0.13125
MKI67IP	0.303
ITGB3	-0.02525
TCEA3	3.61841666666667
CEP152	-2.1841875
CLIP1	1.105375
ZNF75	0.3038125
ATP5C1	0.211333333333333
NUDT5	-0.424
PSCDBP	-0.39725
UBP1	-0.6055
RBM27	0.3755
C13orf15	1.764375
ZNF282	-0.137833333333333
ZNF222	0.3048
COL10A1	4.6435
PRDM15	-0.532125
TTTY5	0.496
FAM9C	-0.0529166666666667
C20orf67	-0.19275
GNG13	0.679
F12	1.213
C1orf41	0.7275
CPXCR1	-0.567
GSK3A	0.4845
SUPT6H	0.155833333333333
PI16	-2.00116666666667
ELL2	0.905666666666667
C9orf167	-2.28016666666667
PVRL3	-3.6519
FLJ38596	0.359
ADAM20	0.2725
GPR89A	0.3785
GPR87	-3.149
ZNF30	1.1155
SMR3B	-0.1095
ZNF770	0.226
TRPC4AP	-0.726666666666667
DKFZP686E2158	0.741833333333333
C2orf28	-0.210333333333333
FREM1	-3.3645
LAMA4	-0.099
ADPRHL2	0.4875
EIF4G2	0.0821666666666667
GUCA1A	-0.306
CTNNA2	-1.60014285714286
NUDT15	-1.02433333333333
CEPT1	0.741
ZNFX1	1.0366
CCDC92	0.46925
TDRD1	-0.5195
KCNK5	-2.68733333333333
ETNK1	0.370333333333333
LTA	0.5695
TTPA	-0.0898333333333333
B3GALNT2	0.470125
SC65	0.4605
PEX5L	0.5975
EPS15L1	0.09275
MGEA5	-0.307375
HIST1H3A	1.09075
ING1	-0.607875
BCAT1	-3.022625
ORC6L	-2.96336363636364
KLK11	-5.348
C19orf28	-1.473375
DNER	-4.704
MED22	-1.0215
ETV6	1.1065
CHAC2	-2.7905
CD300E	0.346
CEBPB	0.0400833333333333
ZNF398	-0.11825
LRCH3	-0.1635
HMGA1	-0.963833333333333
CAPN7	-0.493
MGC5566	-3.48475
CCL3	2.052375
NANOS1	-0.42825
ZFYVE19	-0.1585
APITD1	1.11016666666667
PARD3	1.511375
IRAK4	0.9
SERPINI2	0.4875
CEP170L	-0.95175
TTC9	1.7895
MYOM3	-2.35125
MLPH	1.487375
LOC222699	0.0525
NRG1	-2.04925
TBC1D9	4.27518181818182
TTK	-2.08116666666667
ZNF557	0.5462
DDX41	-0.308666666666667
FANK1	3.754
UBE2D2	0.658875
PSMB10	0.5325
MYH7B	-0.2605
GABARAPL2	0.76475
MARVELD2	2.69033333333333
DGCR2	0.171
UNC45A	-0.066
C6orf72	0.2005
ZNF683	2.3745
GIT2	-0.751
CASK	0.3685
C14orf161	2.892
LRRC44	2.49775
TIFA	0.37725
UTP11L	-0.1585
C6orf65	-1.63725
FDPS	-0.4415
DUSP9	-1.9318
SLC17A8	0.601666666666667
OR51G1	0.389166666666667
NANS	0.28675
OLFML1	1.05725
ATP10B	-1.333125
NPAS3	-1.27875
PRKCA	-2.8438
GGA2	0.3889375
LCE4A	0.5525
SPANXN3	0.038
CCDC115	1.793125
SDCCAG3	-1.22925
GLIPR1L1	0.32375
TTC1	0.47025
C17orf76	-1.488
MAD2L2	-0.8545
HIPK1	0.6834
LRRC3B	0.159666666666667
CLN3	-0.0643181818181818
C17orf47	0.3985
FMN2	-3.142625
TUBB1	-1.511625
WAPAL	0.232
C3orf21	-1.085125
SCN5A	-0.5583
SMYD1	0.535333333333333
BEX5	-1.767
ZNF192	-0.4835
SEC22A	0.5925
GRIA2	4.92635714285714
KIAA0825	-1.42025
NUSAP1	-2.11590909090909
LANCL1	-0.53925
C15orf40	-0.7045
ZNF645	0.288625
GPR61	0.1275
NLRP14	-0.2135
SNX21	-0.2225
C1QTNF8	-0.029
C17orf46	0.20825
IFNA8	0.989
SPRR1B	-1.4125
FLRT1	-1.005
SNX17	-0.628666666666667
ASB2	-2.13683333333333
HBG1	-5.3295
RPRML	-2.2615
JOSD2	0.157166666666667
PLSCR3	-0.5905
SPOCD1	2.65416666666667
RAB39	-0.6025
GHRH	1.29183333333333
ITIH5L	2.3225
C17orf37	1.93375
SMCR8	1.29275
DPY19L2P3	-0.297333333333333
IL11RA	-0.331666666666667
GDF3	-3.812
RPS6KB1	-0.447916666666667
DNAJC19	2.095
TOP1	-0.8375
CRCT1	-0.76475
MPST	-0.033
DPM2	0.83375
FAM38B	2.09016666666667
SLC18A1	-2.23216666666667
FARP1	-0.558666666666667
PAX7	0.15325
TUBD1	-0.71775
GNL3	-0.38975
BTG2	0.984733333333333
NDUFS6	0.36925
C1orf79	-0.9
ERAL1	-0.2165
ECHS1	1.10625
VPS4A	-0.258
CYP11A1	-1.354625
ABCC6	-0.0464285714285714
PBX4	-2.3885
MOSC1	-0.889375
NCF4	-0.47625
HYMAI	0.501
NAGPA	0.023
OTOP2	0.29625
ACOT12	0.279333333333333
MTHFD2L	0.320625
LOC441376	4.19675
C19orf34	-1.102
RAB1B	-0.0555
ALDOAP2	0.499
NTRK1	-2.28016666666667
ARTS-1	1.2667
SLC6A11	-1.845
NAP1L2	-1.882
CNGB1	0.297333333333333
EPB41L4B	1.81525
FAM134B	3.520875
HS3ST3A1	-2.513
CPXM2	2.445
SIRPB2	0.686
CHORDC1	-1.12483333333333
TRIB3	-1.20166666666667
SLC2A5	0.9045
C2orf49	-0.322666666666667
DDX5	-0.1255
OR5L1	1.1465
ANAPC4	-0.315833333333333
ZSWIM1	0.125875
LOC93622	0.10175
KCNK3	-0.7484
RP11-35N6.1	-1.65728571428571
ZFP161	0.584833333333333
AQP9	1.899
SLC15A2	-1.0425
MREG	1.22883333333333
OR9I1	-0.0205
PDLIM2	-0.736625
ADAM7	0.529
GSTCD	-0.151833333333333
WDR21A	-0.430125
SLC12A8	0.846
TMEM174	0.28975
IGSF3	0.0989166666666667
LRRN1	-3.3555
LOC402117	-0.427
SRPK1	-1.99183333333333
LY6K	-1.81625
NFIA	2.758
PTCD3	-0.12225
LEP	0.632166666666667
PCDH21	-1.0645
MAPKAPK2	1.15828571428571
NMNAT1	0.120333333333333
LHFPL2	0.297
C9orf43	1.682
DIP2A	-0.1115
ACTR8	0.27425
CCDC34	-0.21475
PTPN22	-1.095625
ITGA3	-1.291375
FAM129C	-0.29625
RABGGTA	0.3075
UNC45B	0.96525
KIAA1033	-0.09975
ZNF510	-0.2075
CYP2D6	-0.464833333333333
SLC26A10	-2.3525
STX8	0.48725
LUZP1	-0.20125
WDR89	0.263833333333333
EIF4G3	1.594
C5AR1	0.95
ZNF623	0.796
A2M	-0.54075
TGM7	0.4125
GRPEL1	0.27
LMNB2	-1.5737
ROCK2	-0.447333333333333
SNX16	1.038125
CCDC66	0.37
ANXA3	-5.33875
KIAA1609	-0.98225
EED	-0.7655
RNF32	0.925666666666667
HES1	0.5644
CLC	0.5174
ISL1	-0.0448333333333333
KIAA0528	0.233875
MANEA	0.408375
C1orf61	-2.2475
hCG_2001000	0.5325
RAPGEF6	-0.2246
KIAA0020	-1.01066666666667
NEIL1	0.05525
C16orf45	-2.402875
RBM10	-0.475
C10orf125	-0.720875
MRS2L	-0.49125
DNAH17	-1.487625
C19orf10	0.06425
C1orf160	1.33275
SLFN12	-0.885
EXOC3	-0.072
HIST3H3	0.44025
NCOR2	-0.258833333333333
TNFRSF9	-1.1575
MFSD8	0.4435
ALX1	-3.34516666666667
NOL1	-1.0935
PODN	1.1175
TIAL1	-0.329
HIST1H1E	0.4975
NPY6R	0.7535
TM4SF4	1.414
CORO2A	0.8225
ETNK2	0.168666666666667
APOE	-0.4366
ANGPT4	0.62
HDGF2	-0.68375
G30	0.243
ST8SIA4	-0.72125
F2RL1	-3.20825
FAM19A4	-2.079
CCAR1	0.11475
B3GNT7	0.091
OPHN1	-0.0174
DSCR6	2.0355
C21orf13	1.98616666666667
GAS2L1	0.806
RFX3	-0.189666666666667
COPS4	-0.097625
BCHE	-4.85983333333333
BCL2	2.889625
HBZ	-3.09616666666667
ARL13B	1.29375
MAPBPIP	1.250875
MYO15B	-0.071875
SPZ1	0.04025
KIAA1324	4.41
PLCL2	-1.985875
C4orf29	-0.46575
WDFY2	-1.24925
ZNF284	-0.152
NAALADL1	-0.9375
DUSP5	1.9575
PXDN	-0.9175
SLMO1	-0.029
TNXB	0.3369
BIRC7	-1.327
A4GALT	0.185666666666667
TIMM22	-0.27675
FAM110C	1.54025
TOMM34	-0.749625
ABHD9	-0.286
ADAM32	0.167
CRHBP	0.1525
AQP2	0.376375
LOC130355	1.73725
ZNF187	0.153833333333333
ZNF816A	0.4385
F7	0.782875
CNOT1	-0.72
SLC13A4	-0.94425
ZBTB11	0.55825
B3GALT5	1.60525
EXOC2	0.662833333333333
IRS1	-0.4389
TMEM1	0.0196666666666667
MRPL34	0.519
SAMM50	-0.49525
CDC42EP3	-0.93375
HSF2	-0.5996
MFN2	0.685
TSPAN7	-2.81283333333333
NUCB1	0.757
RHOH	-1.1915
ARL16	-0.3825
TACR1	0.05
SFRS5	-1.10233333333333
SNX25	-0.112875
RHBDF1	-0.0478333333333333
PCDH18	0.989
HMG1L1	-0.7285
MYO5C	0.54675
MAPK10	0.3575
LDHAL6A	0.283
NUDT12	1.77666666666667
NCAM1	-0.40775
GLIS2	0.9235
GGTL4	0.1455
DAPP1	-1.23575
ATF7	0.72225
KIAA0748	-1.84875
NFIL3	-0.67275
TM6SF1	0.7614
SEZ6	0.406875
NANOS3	-0.661666666666667
DNAJA3	0.498333333333333
CLDN6	-2.1795
CIITA	1.4565
EPHA4	-2.73708333333333
FANCC	-0.91325
CMTM3	-1.237625
PSG3	-0.589875
MRPL15	0.21825
C21orf59	0.535
PLCXD2	-0.18625
C2orf34	-0.502
UBE2L6	1.372
MED14	0.036
HP1BP3	0.6361
C6orf208	-0.3355
TPBG	1.46875
OSR2	-0.1875
XPC	-0.6435
KLHL7	-0.51925
CCR3	-0.2635
AGTPBP1	-1.10783333333333
PCSK6	0.4216
STAT5A	-1.2894
FAM18B	0.274
LONRF2	-1.099
PTPN2	-0.618
SF3A3	-0.246333333333333
EFCBP2	-0.23025
HCFC1	-0.611333333333333
AHNAK	0.4815
ACTR5	-0.10775
KIF14	-1.89785714285714
TENC1	1.165
HEATR5B	0.9365
YIPF2	0.402
MYEOV2	0.7795
DUSP18	1.1855
KIAA1012	0.2545
AHR	-0.779333333333333
C17orf53	-1.07666666666667
PTPRH	-4.30275
ATP6V1C1	1.6814
TAS2R3	-0.534
LOC440356	0.67225
COQ10B	0.40025
PSMF1	0.51025
SORBS2	3.19675
NFE2L2	-0.819
TMCO7	-0.727
SH3PXD2A	-0.8988
SH2D2A	-2.608
SPINK5	-1.963
MRPS24	-0.195
OPA3	0.674125
TRAF7	1.02833333333333
C4orf35	0.00519999999999999
MT1G	-0.912875
MGC39545	-0.0833333333333333
HS1BP3	0.3612
OR2B2	0.2955
CHRM4	0.1915
SFRP2	1.01783333333333
RIC3	-0.803
ART1	-0.3355
C6orf1	0.800875
DUS4L	-0.754
C10orf104	0.37725
TNFAIP6	1.305
RTEL1	-0.195
CCT4	-1.0959
ZNF709	-0.28325
CHMP6	0.200333333333333
UPP2	0.62575
CYP19A1	-3.12671428571429
CD151	0.1525
NDUFA13	0.5875
ARFRP1	-0.522166666666667
FAM26B	1.2215
CRYBA1	-1.2125
MRPL41	0.137
NPFFR2	-0.743625
HRH2	0.5355
SCAMP3	0.634166666666667
MTMR6	0.1384
MTG1	-0.802
UBTD1	1.2575
CRABP1	-3.055
FLJ33790	1.1731
KIAA1908	-1.622
GPR158	0.91675
PACSIN3	-0.278
OMD	0.965333333333333
CATSPER1	-0.259166666666667
HOXB8	-0.553875
FBXO46	0.7535
OAS1	1.38233333333333
SVIL	-1.63
PHB2	-0.73175
ADCY3	-0.3015
NDRG2	-0.258666666666667
ERMAP	0.1702
APBA2	-2.311
IGSF9	1.97675
WNT6	-0.758928571428571
MYCBPAP	2.91525
ATP2B2	-0.4403
CPVL	-0.9032
TRAM2	-1.072
NOP5/NOP58	-0.63475
ZNRF4	0.2765
TLK1	-0.021875
MTMR12	1.19192857142857
ZNF384	-0.393166666666667
FAM9B	-2.29175
RPN1	0.7615
PMVK	0.604
EIF3D	-0.0764
SIX2	1.06325
HPS1	0.627285714285714
RNF7	0.4105
PSKH2	0.334
KCTD13	-0.209666666666667
CSMD3	-0.798222222222222
FBF1	-0.157
IL8	-4.546875
SERPINB13	0.44225
FBXL20	0.22675
BLR1	0.47975
SH2B1	0.136166666666667
RFNG	0.070875
RAB20	-2.02683333333333
RBM7	-1.20725
POLR1A	-0.454166666666667
TMPRSS4	-2.1955
TAF9	0.338375
TERF2	-0.0428333333333333
TNFRSF1A	0.307
ACADVL	-0.0398333333333333
GTF2H5	0.87175
EDG8	1.87883333333333
C9orf140	-1.136
UST6	0.29575
ZBTB8OS	1.0035
ZNF710	-0.2965
GPR174	-1.986
ATP6V0A2	-0.78825
KIAA0319L	1.13375
XKRX	0.0115
DOPEY2	3.0492
SDHD	-1.23583333333333
SUMF1	1.6735
OSM	1.284
OPN3	-1.45725
DAGLB	0.379166666666667
PPFIBP1	-1.2989
TRIM63	-4.7615
C10orf53	-0.052
LYPD3	0.3315
BCL7A	-0.407375
AGER	-1.52066666666667
TCF19	-1.300625
SAT2	0.06975
PFTK1	1.11633333333333
GABRE	-3.683375
C15orf38	0.6225
FIS1	0.5755
KCNV2	-0.04425
CLPS	0.36725
PPCDC	-0.532625
FOXN2	0.05
NT5E	-4.1191
CD83	-0.21075
IL18	-0.92525
VPS16	0.7525
IGFBP2	1.0185
NOTCH2	0.8075
SIGLEC1	2.539125
CD93	5.1245
SULF2	-2.98075
CEP164	-0.54875
P53AIP1	0.381666666666667
TOR2A	0.342
ZNF136	0.202
MGP	3.4797
CCDC144A	-0.945
TRPC1	-2.63183333333333
SMS	-0.207666666666667
MAPK7	-0.603833333333333
RRAGC	0.6885
PARD6A	1.139
NUB1	0.6065
SYNGR4	0.49525
OR11H12	0.5785
WIF1	-0.040375
GCH1	-0.266
OR11H4	0.6695
SLC44A5	1.6395
GPRIN2	-0.0368333333333333
LOC401431	0.529
CPA4	-3.138
MELK	-2.12611111111111
IL15RA	-0.59275
CUL3	0.364125
HMBOX1	-0.21225
PODXL	-0.23725
CCT6B	0.750333333333333
COMTD1	-0.29775
MUC20	2.932
GPX2	2.425
ITK	-2.50675
FBXL5	1.98625
C13orf27	-1.38175
DEFA5	0.0115
TRHDE	0.141
MTP18	0.349
UQCRQ	1.5865
ITGB2	0.772083333333333
CSRP2BP	0.62025
TAS2R44	0.655
PHPT1	-0.120875
FAM44C	0.37675
ERH	0.4315
MPHOSPH1	-1.36233333333333
MORC1	-0.0405
PARVB	-0.8345
LAMA1	-2.63166666666667
PGBD3	0.737
GIMAP6	3.6995
AREG	-2.67
LIPT1	-0.23375
MGC99813	0.0385
C1orf201	0.922666666666667
GRIN2A	-0.864
MAN2C1	-1.2545
NSUN5	-0.48775
SF3B5	0.1285
MYC	-2.2213125
NRXN1	-0.332181818181818
ZNF18	-3.07275
SPDYA	-0.078
SLC37A1	1.174
DECR2	-0.10775
ANKRD38	-1.107125
SPTLC3	-3.38145454545455
SUPT16H	-0.83375
DTWD2	1.4195
ULBP1	-0.193
ZADH1	0.625666666666667
OIP5	-2.3905
IL10RB	0.0238333333333333
OTUB2	0.401625
VWA3A	0.545333333333333
SPIC	-0.2135
OR6C4	0.3945
PSCD4	0.615166666666667
DPY19L2P2	-0.8915
TRAPPC6A	0.515
C21orf2	-0.466833333333333
CEMP1	1.09625
LIN7B	0.06
E2F7	-1.348
VCP	-0.226125
LAMA3	1.85266666666667
BGN	0.80525
GPR160	1.536
COCH	-5.64416666666667
GPR81	2.39066666666667
APOBEC3F	-2.71075
tcag7.1017	-0.72725
C1orf32	0.736
SCGB1D2	2.8755
FLJ43987	-0.458
C6orf170	0.629
KLK9	0.091
GPD1L	1.03875
VPS37B	-0.01625
ATG3	0.429833333333333
ADAMTS17	-0.3345
KLHDC2	0.142333333333333
NDUFV2	1.41975
BLK	-3.1665
MATN4	-1.4955
GPM6A	-0.38
GBP4	3.6015
TMEM162	0.3615
PKP2	0.341
HRASLS	-3.28777777777778
MMP1	-3.87975
SFXN3	-0.2369
FSD1	-2.32133333333333
ST6GALNAC3	-1.88516666666667
CA12	2.8125
NCOA6	0.36875
C19orf58	0.3228
PPP4R1	-0.404833333333333
MAN1A2	1.9355
IKBKAP	-1.2055
UPF1	0.292
KIAA1219	0.2025
WNT16	0.1565
SNW1	-0.674125
IL18RAP	1.0975
RPP30	-0.1265
CDC40	0.103428571428571
SETD3	-0.172333333333333
SLAMF6	-0.581
ELK4	-0.2595
TRIM47	0.183333333333333
ACOX3	2.22275
TRIM6	0.341
KIAA0372	0.638333333333333
TP53AP1	1.452375
SMURF2	-0.6145
ADAD1	2.61175
EBP	-0.434
KRTAP13-2	0.0545
FLJ36874	-1.23366666666667
TOR1A	-0.0855
P2RY4	1.073
GPBP1	0.5485
TRPV1	-1.24775
ADAMTS12	-0.621833333333333
PES1	-0.3314
ATG4A	1.63666666666667
MAGEA10	-3.68125
WFS1	1.99125
CC2D1B	-0.0601666666666667
PABPN1	-0.5435
SLC25A30	0.40925
SLCO1C1	-0.264
SLC22A5	1.9815
KIF23	-2.09733333333333
SYN2	-1.181
ASPN	5.903
CENTG2	0.157
QSOX2	-1.5556
FLJ10815	0.236833333333333
STK24	-0.8264375
SPEG	0.3669
STK10	0.0401666666666667
DACT2	-3.2825
AAAS	-0.463
SSX3	3.4945
ABCD3	1.4763
C4orf12	-0.193
PARVG	0.138
FIG4	0.55025
C9orf46	0.70225
TMCO6	0.0535
IGHMBP2	-1.11025
DUS2L	-0.649666666666667
FAM3C	0.00768750000000005
TMEM16D	-2.278125
DCTN4	1.1435
KCNH3	-0.5345
EIF2AK2	0.41025
AP1S3	-0.305625
CST4	0.9555
PAM	-0.4070625
NUTF2	-0.56975
CITED2	1.1073
SLC39A4	0.2845
C2orf52	0.2195
GRM3	0.431
C12orf49	0.77075
CCDC49	0.1436
GRAMD1B	-1.75025
FNDC4	-1.553
SIAH2	2.573375
GDPD4	0.193
C21orf87	1.01075
ATP5A1	-0.00116666666666667
C16orf63	-0.149875
LOC388135	1.90383333333333
ATP5J2	0.111375
MMP3	-3.0455
EMID2	0.0305
CRHR1	0.369
WDR70	-0.33775
C13orf31	1.59075
ZFAND1	0.59025
CCL18	1.75233333333333
C3orf49	-0.474
RINT1	-0.0555
KIAA0408	-2.97533333333333
F13A1	2.9471
SLC10A1	0.302666666666667
OGN	-1.0825
GIPC2	-2.1868
XPO6	-0.033
LCE1A	0.2705
FMR1	1.3526
LOC374920	-0.42575
DUSP3	0.37775
ANKMY1	0.2775
C7orf50	0.4335
BBS9	0.4606
UNC119B	-0.02525
C9orf72	0.049625
MGC35440	0.1255
ENTPD6	0.51575
PPP1R2P9	2.73275
ERCC4	0.70375
FAHD2B	0.437
HMHA1	0.7155
HACL1	-1.06575
RAD23A	0.324833333333333
FAM83B	-0.98575
PPP5C	-0.617833333333333
RNASEH2C	-0.499625
C9orf153	0.029
SCAMP4	0.627
GHITM	1.2766
NDUFB7	0.14275
ADCYAP1	-0.225666666666667
SP110	2.038
MAP3K7IP2	-0.016
DHH	0.37
AGRN	0.289357142857143
WDR33	0.08
CEP290	1.36516666666667
PRPS1L1	-2.3235
KLRA1	-0.5705
GPR97	-0.0615
CHD7	0.55625
TLR10	0.2345
SLC30A8	0.2375
HIC1	0.357166666666667
IAPP	0.81
RXFP4	0.4365
GP1BB	0.8785
SHQ1	0.543
NKX2-3	0.262333333333333
API5	-0.2135
FTHP1	1.067
MOV10L1	0.595333333333333
TRIM6-TRIM34	1.851
ADHFE1	-1.19775
FAM117A	-0.309
DDI1	0.564
CDON	0.691333333333333
TRIM73	-1.406
IGKC	0.5975
MMP14	-1.15366666666667
DYNC1LI1	-0.18525
C11orf66	0.619
TRBV3-1	-1.5385
FASTKD5	0.846
BIVM	-4.125
LHX4	0.132
CXCL2	-2.6116
RAB2B	-0.698333333333333
IZUMO1	-1.0945
MAP3K15	-2.02
FAM19A2	-0.00683333333333335
ZC3H8	-0.662166666666667
ZMAT1	0.9825
SPINK5L3	-1.58925
SLC10A6	0.6025
APPL2	-0.156625
CARD10	-0.175833333333333
LOC402176	-0.600125
EEF1D	1.1044
RAB6A	0.233
C12orf5	-0.357625
PAPOLG	-0.2435
MSRB2	0.703
BCR	0.0623333333333334
PUS3	-1.04075
TIAM2	-2.12775
ZNF317	-0.328666666666667
CHD2	0.126071428571429
FZD5	-1.82909090909091
NUDT8	-2.37775
ZNF763	-0.571
PRC1	-1.92133333333333
ABCB9	1.77583333333333
SPATA3	0.04025
TRAK2	0.29475
STAB1	3.076375
LRRTM2	-0.133333333333333
psiTPTE22	0.845
DBI	2.133
SERPINA11	-0.75875
NAT5	1.13075
C20orf58	-2.44725
RPS6KA4	-0.275
FLJ90650	-0.9115
TGFBRAP1	0.65425
CHRDL2	0.02825
FAHD2A	0.1155
CNTN1	-0.031
BBS4	0.2632
TMEM181	1.17275
MINPP1	-0.05975
MPHOSPH6	0.0826666666666667
HOXC10	1.8658
ITPKB	-0.922
CLPTM1L	0.421
MEOX2	-1.49183333333333
ATP6V0C	1.909375
PRPF8	0.494
TMC5	4.08675
FKBP3	-0.433
PLEKHB2	0.8635
OR4D6	0.265
ZNF544	-0.2458
D2HGDH	-0.203625
RPL18A	-0.6118
HEL308	-0.589
MPP6	-5.02425
TCERG1	-1.38475
KRT16	-2.59566666666667
KLF17	-0.93675
KLF5	-1.096875
CDR1	0.728625
VCX3A	3.769
FBLN2	-0.70475
C14orf104	-0.333
HBE1	-4.7158
OR4S2	1.385
C1orf108	0.545166666666667
ROBO4	3.30883333333333
CPEB4	1.859
C11orf80	-1.4315
BCKDHA	0.896333333333333
MYOC	0.31825
GIF	0.23
CKMT1A	1.408
RPL3	0.0887
THBS1	2.082375
APOO	0.708
ARMCX1	1.1405
HSZFP36	0.00825
SNAPC5	-0.05775
EIF4ENIF1	0.54825
ZNF433	-0.23125
TNFRSF21	-1.00025
TMPRSS7	0.329
SPATA18	-0.4107
HPDL	-3.195
MKL2	1.7951
TBX3	1.04623076923077
C21orf93	0.459666666666667
DAXX	-0.547
ELMO1	-0.606125
RGS13	1.06583333333333
TAF11	-1.63925
UNC13A	-1.24625
LOC653314	0.4294
ORC3L	-0.52975
IMAA	-2.6495
TARBP2	-0.2665
CABIN1	-0.2228
TRIOBP	-0.1175
HIST1H2AC	1.27375
RGS22	3.92816666666667
NCOA1	0.7445
IL25	-0.0215
SNCG	2.8335
GPR6	0.909
AMDHD1	-0.524333333333333
CHEK2	-0.197
C6orf142	-1.44166666666667
DRD4	0.65225
C14orf68	-0.9655
GDF11	-2.67425
SEMG2	0.532
CD247	-3.1645
CDAN1	-0.31325
RBMX2	0.606166666666667
TGS1	0.165
OIT3	0.425
SYF2	0.6145
MCM4	-1.644
PKHD1L1	1.28775
CEP192	-0.511833333333333
IFT88	0.61475
RPL9	0.0227142857142857
RAB32	-1.16125
DDX43	-5.01525
P2RX2	0.462833333333333
OR5D18	0.9275
UBE1	-0.198583333333333
SLC24A1	0.024125
ARHGAP5	0.12825
CETP	-0.66425
KIAA1731	-0.983166666666667
SLC9A4	0.395
PTPN6	1.5405
BAHD1	-0.32175
GRIK3	0.4005
CACNB2	-0.1164
PDE10A	-1.1965
DGCR14	-0.405
PCDHB9	-1.9545
RHOQ	-0.247833333333333
MAP3K4	-0.78975
KTI12	0.302166666666667
RPL23AP13	-1.11725
GNG11	-1.242
CLCN3	1.1515
GPAM	-0.328625
VSTM2A	0.166
SLAMF7	1.11683333333333
INTS2	-0.538
PPP2CA	0.4099
LRP12	-0.438666666666667
SEC14L2	2.08944444444444
DKFZP586H2123	1.69575
MC3R	-0.1
CIRH1A	-1.64516666666667
HIST1H2AB	1.4295
POLH	-0.66875
MGC16703	-1.91666666666667
SNAPC2	-0.1165
FILIP1L	-0.35875
RASGRP4	0.5785
LRRC1	0.881
GAS1	-1.785
PRAC	-0.8275
DGKA	-2.21783333333333
NT5C3	0.01625
PEG3	-3.84616666666667
NADK	0.601
PRR17	0.16025
LOC374569	-0.24525
SGSH	0.280833333333333
NLRP8	0.0825
GALT	-1.8087
MCF2	-1.604
ZNF263	0.786
TACSTD1	1.38733333333333
TYR	-6.3647
ATP6AP2	1.28475
RNUXA	0.67875
ABHD10	0.602888888888889
GDPD2	-0.96
SLC35C1	-0.5085
UBE2A	0.81725
HERC5	-1.909
FAM112B	-1.52816666666667
FBXL16	2.495
DKFZP434A0131	-0.52975
ELA3A	-2.319
RBM41	-0.138125
HAO2	-0.046
RNH1	0.171125
SHANK2	1.48466666666667
OSBP2	-1.27975
DAK	0.0845
C3orf58	-0.26175
TCL1B	-1.19
KBTBD2	-0.089125
SUGT1L1	0.515
UBE2E2	0.501
MYL9	0.837875
CDC23	0.421333333333333
PBXIP1	1.6393
CXorf40B	1.4125
NBL1	-1.5405
RTBDN	2.1705
RAB11FIP5	-0.04625
TTTY13	1.4575
SCOTIN	-0.270416666666667
SOHLH1	0.699333333333333
CDKN1A	-1.42471428571429
NCK1	0.08575
ZNF550	-0.02875
SAPS3	1.34866666666667
SPIN3	0.380166666666667
MAGEE2	-0.11225
MIS12	-0.885833333333333
OR8H2	0.689
KIAA0774	-1.94133333333333
UNC5D	-2.133
CUL7	-0.9955
LIPC	-3.056
DIO1	4.84175
C20orf11	-0.00250000000000001
CTRL	-0.945
HS3ST2	1.77525
PAK4	1.10933333333333
CCRL1	1.29525
RNF10	0.1585
ZNF567	0.008
ZNF660	-1.716
TCEAL3	1.19375
MAGOH	-0.049
CENPB	0.53
C19orf7	0.219
LOC388965	1.7515
ZCCHC13	0.2305
JMJD1A	-0.8405
