Hybridization REF	TCGA-BH-A0W7-01A-11R-A115-07
TAS2R13	0.0915
ZNF628	-0.165
DZIP1L	0.712833333333333
ANKRD13A	0.1025
VASP	1.329375
ZCCHC11	-0.605625
SYPL1	-0.15025
MGC34774	0.52325
C4orf28	0.45975
KIAA1211	0.759083333333333
RPS27L	-0.04675
TATDN3	-0.64275
PDCD1	1.6195
OR5P2	0.656
IFIT1L	0.7365
MIPOL1	1.0875
OR51D1	0.2385
C1orf92	-0.713333333333333
LAMP2	0.519
CAT	0.6895
C16orf80	-0.3235
C15orf32	0.8105
ZNF746	-0.633
C1orf76	-1.5365
ATXN1	0.938
LAMC2	0.914125
SLC2A7	0.0445
CPOX	-1.50425
APH1B	1.40783333333333
LOC442245	0.8145
CTNND1	0.951222222222222
GABRG2	-0.513375
MADCAM1	0.145833333333333
F5	-1.03075
SEMA4F	-0.6535
NUDCD3	0.17925
PDZD11	0.401
TRIML1	-1.2545
GCNT3	-2.4195
TMEM120A	0.20625
CNDP1	0.003
N4BP1	0.352625
SLC35F2	-1.2165
LCP1	0.321666666666667
IGBP1	0.3725
DCAKD	-0.44625
ELA2A	-0.607
C12orf56	-2.64425
PITRM1	-0.123571428571429
GUK1	0.429
RASSF8	0.081875
OR2A14	0.61175
ADM	-1.40066666666667
FGD3	3.67016666666667
GHRHR	0.226
RHPN2	1.05925
C4orf39	2.372
VPS72	-0.4255
SERF2	0.896722222222222
CD22	2.017
CD47	0.2321
PPIC	0.933166666666667
IMPDH1	-0.834
ACP6	0.0875
PRKACA	-0.266125
PPP1R1A	0.035625
TRPV3	-0.40375
ASXL1	-0.422
C17orf55	-0.5535
FXYD1	0.1475
LMOD2	-0.0975
ANKRD33	0.2865
LCE2C	-0.286125
ZNF620	1.0355
DKFZP566E164	-0.73975
VSIG2	1.8345
KIAA1128	0.80875
USO1	-0.131
NUDT4	0.0663571428571429
CLDN1	0.3155
OR4Q3	0.215
FASTK	-1.31683333333333
ICOS	3.3665
LDB1	-0.14175
GSTA5	-1.05425
ABCC1	-1.21816666666667
FAM54A	-2.1065
PCBP2	-0.6345
NUP205	-1.9775
ACTA1	1.5965
GABBR2	-0.70325
PIP5K1B	1.07033333333333
AGXT	-2.21466666666667
RNF181	0.1745
ATP8A2	0.8025
AFTPH	0.81175
FGF21	0.2875
FCER1G	2.3855
SNTB1	-1.186
SLC24A3	2.05325
TXNL4B	-1.3852
RPL10L	-0.172333333333333
LOC389517	-0.9797
TSGA13	0.4795
SHOX2	0.2295
ITGA7	-0.8478
KCNIP2	-0.248166666666667
KLF13	0.2964
ZFAND2A	-0.35425
CEACAM1	-0.674
PFKFB4	-2.61266666666667
MED19	0.86725
LRRC57	0.255666666666667
RNF11	1.08275
ANKRD32	-1.766
P117	0.14825
OBFC2A	0.3715
POLD3	-0.615083333333333
RAB18	0.97975
TPH2	-0.154166666666667
PHB	-0.8008
JDP2	2.06533333333333
MORF4L1	0.2179
POU2F1	-0.11525
CNNM2	-0.327416666666667
LOXHD1	0.0236666666666667
ZC3H15	-0.2105
ELK3	0.732333333333333
FAM111B	0.556
CBLC	2.62183333333333
SBNO1	0.2875
ANKMY2	0.1225
PLEKHA5	0.44625
DHX58	2.40333333333333
ARCN1	0.0701666666666667
TREML1	0.0963
KNCN	0.3305
SEC24A	-0.0972499999999999
PSCA	2.08925
MGC24125	0.326833333333333
DNA2L	-1.24925
CIB4	1.3285
HIGD2A	0.356166666666667
TBX6	-0.291333333333333
TTLL5	-0.271833333333333
SGK3	1.45566666666667
GCN1L1	-0.692
AMOT	0.1741
LDOC1	0.326333333333333
NRK	-0.2855
ASB9	-2.4245
NAT1	4.4876
TRAFD1	-0.37475
PEAR1	0.336666666666667
FAM36A	-0.396125
OR1S2	0.450666666666667
LOC388323	-1.91125
PGS1	-1.011
LEPREL1	-2.5205
TFF1	1.17616666666667
HAP1	0.35725
EPHB2	0.709
ACTG1	0.2405
ZFP42	-1.8225
HAVCR2	1.4444
NME1	-0.6185
SNX26	-0.939416666666667
LACTB	0.726333333333333
ZKSCAN2	-0.088
C5orf35	1.061
ANKS3	-0.215
RBM28	-2.0035
DKFZP586P0123	-0.84575
HNRNPA1	0.131833333333333
BCAS3	-1.70858333333333
FLJ20184	0.464
POLA2	-1.665
TMC7	-0.885666666666667
HSD17B6	3.0285
ZNF658B	1.39783333333333
TTTY10	-0.161833333333333
RANBP9	0.773416666666667
CPNE7	-2.306
EVL	1.52682352941176
LNX1	1.1225
IFNA21	0.196
CFD	0.8845
PYCARD	1.95033333333333
MYBPC2	0.268
ENPP3	-0.501333333333333
ACSL4	-1.081
LOC440258	-1.28166666666667
TMEM176B	3.36916666666667
SOX2	-2.971
SCO1	-0.712666666666667
COMT	-1.0255
AOC2	-0.07425
PDLIM5	1.13135714285714
SPHK2	0.62
NXPH2	0.477
GPR108	0.401
RAD51L1	0.112166666666667
TMEM54	0.09425
LETMD1	-0.798666666666667
SLC6A17	-0.336
KRT75	0.517
STT3B	-0.704333333333333
CD3EAP	-0.335333333333333
TMEM63A	-0.53325
DUSP13	-2.567
CD1C	0.9285
LASS2	-0.0986666666666667
AVP	-1.312
PITPNM1	-0.80125
FLJ22795	-0.873
MCTP1	-1.6995
TRIM68	0.234666666666667
UCK2	-1.41816666666667
ABHD1	0.89725
FAM50A	-1.115
RNASEH1	-0.8265
PCP2	1.27883333333333
OR52H1	0.468
C20orf149	1.918
RBP5	0.922333333333333
HYAL3	-0.98875
CLPB	-1.25825
SMNDC1	0.205
DONSON	-2.06383333333333
FLJ27523	-0.00800000000000001
BARHL2	0.106166666666667
SLC30A9	0.333166666666667
TMPRSS11B	0.089
E2F8	-0.536
CCDC25	0.58575
C14orf48	-0.354666666666667
C20orf116	0.498
TSPAN11	0.207
YIF1B	-0.9705
FAM12B	0.68525
OR1L6	0.4055
HPN	0.7257
NBN	0.882875
C14orf94	-0.571
OCLM	0.0995
ZSCAN18	1.1558
L3MBTL	-1.4189
TSTA3	1.13266666666667
RAC1	0.487875
C19orf15	0.581333333333333
NFE2	-4.3895
KLK14	0.0955
ARSF	-0.1035
MAST2	-0.948166666666667
AMICA1	2.8045
GTF2A1	0.499125
ATP1A3	-1.10775
TC2N	3.4954
PNKP	-0.46925
ODZ2	1.002875
MATR3	0.296875
S100P	0.391125
KRT82	0.312
CA13	0.3734
PROZ	0.518333333333333
AASDH	0.495625
C19orf40	0.164166666666667
DCK	-0.0966923076923077
FAM5C	2.9135
SLC6A4	-1.607
MID1IP1	-0.566125
TESSP5	0.3035
TMOD4	-0.307166666666667
DOCK2	-0.178166666666667
TUG1	0.407625
NUP214	-1.376
DPYSL2	-0.121954545454545
GOLM1	1.98125
MPFL	0.2715
SOX13	0.68975
SDCCAG8	0.715
KEL	-2.06466666666667
NUP210L	-2.17975
GK	-0.438625
DNAJB1	0.03075
ALPK3	0.0615
CHID1	0.0777
CYLC2	0.164666666666667
IKZF5	0.687
C8orf51	1.6615
PPM1J	1.40225
GIMAP8	3.31516666666667
GPR101	-0.516
NR2F1	0.8745
ACAD8	-0.22725
RBM35A	2.307
GNAI2	-0.113166666666667
METTL8	-0.421666666666667
SLC39A7	-1.215
FBXO8	0.55425
CAMK1	-0.56525
RFC3	-0.896375
FAM129A	1.24635714285714
ILF2	-0.38725
FGFBP3	-0.166875
NOM1	-0.377833333333333
PSMA3	0.66325
ASCC3	0.0587
ZYG11A	0.16525
SOX21	-1.471375
LYRM1	0.299
DEFB1	0.99
LOC91431	-2.15233333333333
OR7C2	1.282
FAM46B	1.13175
TMEM18	-0.00100000000000001
ARHGAP30	1.639
TMEM86A	2.56333333333333
EPHA2	-1.52933333333333
C10orf46	0.7021
TCHH	1.9075
C3orf30	0.3295
LOC285636	0.0665
PAIP2	0.5415
CYP2U1	0.19325
C12orf34	0.73625
SARS2	-0.284333333333333
ZCWPW1	1.8985
SAMD12	1.654375
KIAA1430	0.30475
ACAT1	-0.42
MEOX1	1.56266666666667
ADAMDEC1	6.63
PHKA2	-0.76225
CARD11	-0.759166666666667
CALML4	0.0475
TSSC1	-0.7315
TMEM45A	-0.742333333333333
MPP7	1.72625
POU1F1	-0.095
SLC2A13	0.0707
FBN2	-0.104142857142857
ZC3H7A	0.3648
LAIR2	1.55375
ST3GAL1	-0.0886666666666667
LCT	-2.742
GEMIN8	0.338833333333333
KLF16	-0.7148
HIF3A	-0.4612
FAM44A	0.489571428571429
AQP10	-1.2826
PLA2G2A	-0.9725
FOLH1	1.59766666666667
C20orf186	0.416
MAPKAP1	-0.941
SPRR2D	-1.24575
UBQLN4	-1.39866666666667
RSHL1	0.261
PIAS3	0.301375
MRPL24	-0.265
GREB1	-0.9095
FAM27E3	-2.2115
NUP62CL	-0.5265
NEUROG3	-2.219
REEP3	1.04725
MARK1	-0.12375
LMBRD1	0.60025
PRPF19	-1.246
PNMT	0.325833333333333
CTGLF1	-1.5415
SLC25A16	0.28
EIF2B3	-0.8225
RPA2	-0.53075
PAK6	0.591
CCDC26	-4.071875
SEMA3E	1.89875
MXD4	1.0067
TNFSF10	3.4446
SMARCB1	-0.221166666666667
DTX3L	2.05233333333333
PLA2G4E	0.441
PPAP2A	1.4835
ULK1	-0.907416666666667
TAS1R3	-0.016
SLC2A3	-2.53263636363636
ARID3A	-2.44275
GNG5	0.3465
ACOX1	0.2519
KIF5B	-0.0645
NUP153	-0.67625
MUC7	0.0445
CSDE1	-0.472571428571429
CLPTM1	0.0095
C3orf23	-0.0595
LRRC17	1.71666666666667
TTYH3	-0.794875
ATP5B	-1.384
ELF3	1.1548
CPSF3L	-0.692833333333333
ZNF665	0.767166666666667
TLR6	0.7228
GPI	-0.954
RAD9A	-0.709
NDST4	-3.10975
AGPAT3	0.304083333333333
MAGI3	1.38833333333333
ADORA2A	-0.5155
CACNG7	-0.237
CAMK2D	0.579642857142857
CCHCR1	-0.8635
RPS27A	0.1785
OR10G7	0.410166666666667
GCM2	-0.018
FAM135B	0.5412
E2F1	-1.614
PLCB3	-0.5165
OR2AE1	0.3495
COIL	-0.0881666666666667
CDC25C	-1.10566666666667
RAB11FIP2	0.550166666666667
TSC2	-0.1755
CTGLF5	-1.84
CCDC108	0.8338
OR13C4	0.1305
C10orf81	6.02575
PTPRB	1.40075
ACP2	0.617
LAG3	1.808
MRPL54	0.935
LOC201175	-1.0065
ITGB1BP3	-2.07525
SPTAN1	-0.0853333333333333
SIPA1L2	-0.11125
RCAN2	-0.276
CDX2	0.421
ECOP	0.81025
ACTR1A	0.162071428571429
PPARG	-0.960833333333333
BBS10	0.13
TMEM44	-1.434125
BPIL2	-0.03325
CITED1	-0.53875
IRF6	2.72225
PRDM4	0.656
RRP9	-0.749833333333333
OR10H4	0.14525
IL31RA	-0.48875
GNB1L	-1.83033333333333
MYBL2	-2.163875
ZNF407	0.9565
PPIG	0.433
TTC18	3.32775
RPSA	-0.481
MAPT	1.07175
MRE11A	-0.428785714285714
C8orf37	0.529166666666667
RASGEF1C	-0.111333333333333
STBD1	-0.52925
CTAG2	-0.0315
MGAT5B	-1.58533333333333
ECM1	0.182
RLN1	2.932
PARP14	2.047
EPB41L1	1.1643
HOXA3	-1.14908333333333
MAGEA9	-4.75425
RPS8	0.291
RPS19BP1	-0.57425
FOXJ2	0.535375
C10orf76	0.482375
IL17RE	0.2655
C10orf65	-0.59725
ZNF343	0.162
FBXO33	-0.00437499999999999
UHMK1	0.9662
LY6G6C	0.04975
FGF19	-1.52125
C14orf128	0.737166666666667
IFIT2	3.77225
TIGD1	-0.018
S100G	0.302
GUCY1B3	2.527
NR3C1	-0.0523
CORO1B	-0.569
PARP11	1.409
DNALI1	4.30816666666667
OR4N4	0.22225
MAP2K6	-0.666
FSTL4	1.2835
ANKRD47	0.9495
TMEM171	-1.02
PNLIP	3.245
YY1	0.0738333333333333
CCDC138	-0.529833333333333
AASDHPPT	0.1056
CKS1B	-1.158
MCM3	-1.18816666666667
ANAPC7	-0.274166666666667
FAM110A	1.875
CDC37L1	1.0675
THTPA	0.88425
NBPF20	-0.947
WDR24	-0.01925
NPTX2	-2.20375
CBLB	1.01983333333333
CETN1	-0.0705
RPUSD1	-0.2275
FAF1	-0.8835
CDK6	-1.9535
HMX2	-0.0435
CSK	-0.722166666666667
TEAD2	-0.2215
SNAP25	-0.7715
TUFT1	0.8921
TMTC3	1.09416666666667
LCK	-1.09625
SGOL1	-1.40883333333333
AKTIP	1.01375
FURIN	-0.95425
SOX12	0.194666666666667
DEFB103A	-0.32825
RAMP1	1.708
KIR3DX1	-0.803
GAS2L3	0.00600000000000001
PDE8A	-0.5353
EDN3	2.226
GMIP	0.669
SF3A2	-0.904
FN3KRP	-0.37825
SMAD7	1.2255
RHBDD2	0.371
OR11H6	0.2185
PPP1R3B	2.2884
C9orf23	0.253
CADPS	-0.1545
GOLGA8A	-3.0345
TMEM57	0.580333333333333
RGL3	-0.434
S100A14	2.54725
FGFR2	2.35775
XRCC3	-0.391
RTN4RL2	0.04425
MGC3771	2.642
GH2	-0.295166666666667
BTBD2	-0.47625
LMO2	-0.02725
RDBP	-0.22275
ACRBP	-1.25875
AMY2A	1.4665
DUOXA1	-0.0755
PTK7	0.6475
TWF2	-0.607
FAM80A	0.99575
TNNI2	-2.21316666666667
GLT25D1	-0.900333333333333
OCC-1	-1.1155
CYC1	-0.880833333333333
RPL22	0.0281818181818182
MORN3	2.2095
DISP1	0.9745
PRB2	-0.178
CHUK	0.266
HR	-0.82225
CCDC134	-0.7495
DENND4B	-1.62225
C14orf130	0.5925
RAB33A	-0.0625
DCST2	0.0745
TNMD	-0.14275
PEX7	0.50825
FAM62A	-0.520875
SRD5A2L	0.39325
IL22	-0.09725
RPS26	-0.473833333333333
HOXC5	0.021
SPATA6	1.669
FLJ38482	0.531625
ZNF234	1.8675
C18orf22	-0.22875
SPATA22	0.91725
THOC1	-0.1535
CYP7B1	2.65875
KCNC3	0.479
C8orf42	0.0735
ALDH1B1	0.1075
CCDC100	0.9481
ARMC4	1.659
FAM18B2	0.017
SLC44A1	0.66675
FBXO17	-1.42283333333333
C6orf107	-0.47725
C19orf29	-0.58325
ZC3HAV1L	-0.6445
PARP6	-0.1902
SULT2A1	-4.472375
C1orf159	-0.88375
TMC1	0.71325
CHST14	-0.133625
GAMT	-0.296166666666667
SMCP	0.0746666666666667
TSPAN33	-0.0516666666666666
MIDN	-0.193
NOX4	3.9835
RNASEN	0.0375
TBX1	0.0348333333333333
SALL2	0.23325
C10orf35	0.84425
CYP2E1	-0.73925
LRFN2	1.22483333333333
ACO1	-1.4615
IQCG	2.3032
MEGF9	1.503
TM7SF4	1.9375
PLEKHA1	0.849133333333333
STK33	-1.16725
C1orf210	1.88325
SNUPN	-0.1896
KIAA0406	-0.7792
C20orf29	1.029
TMEM55B	-0.20725
OSTM1	-1.135
CLCN7	-0.6995
OTP	0.11125
FLJ23049	3.37475
HEATR4	0.5185
MAP3K10	-1.238
PCDHGA9	0.479
AMDHD2	-0.0515
LCTL	-1.9395
PDCD2L	-0.8865
CABLES2	0.461
SLC5A9	-0.624
CLCA2	-0.266833333333333
MGC16025	0.7455
STRAP	-0.7525
C20orf196	0.135
RRBP1	0.418666666666667
NAT13	-0.53825
MAT2B	0.38025
CSNK1D	-0.905333333333333
KIR3DL1	-0.0295
PRKAG3	0.1155
ZNF599	1.763
PRM3	0.756
PER2	1.43333333333333
ASPHD1	-1.397
PRMT6	-0.217
KCNE1L	-0.910071428571428
FAM118A	-0.618666666666667
TAF4	0.533
NDUFB6	0.1715
TRIM9	-1.45291666666667
PMFBP1	-0.38375
KY	0.381
DKFZp762E1312	-2.57518181818182
CSMD1	-1.14175
TBP	-0.505
OR1Q1	0.352
RETNLB	0.13825
HPGD	0.773642857142857
DNAJC12	0.698333333333333
FKBP1B	-1.93875
ANKRD24	-0.320333333333333
CXXC5	0.73
IL3	0.343375
DRAM	1.7492
PTCH1	-0.5775
TP53BP1	-0.5505
SLC17A7	-0.65825
COL25A1	-1.2461
AMACR	0.5505
RHCG	-0.16925
VPS13A	-0.819166666666667
FAM55D	1.375
PRPF38B	-0.426333333333333
OSBPL6	0.841
PFDN5	0.289
CMTM6	1.025125
KCNK12	-1.51525
RP2	1.005
C16orf52	-1.01225
PICK1	-1.0085
IFNE1	-1.58166666666667
SEMA4B	-0.3775
TYRO3	-1.8135
OR12D2	0.6225
CSNK1A1	0.8767
FANCF	1.214
LONP2	0.0225
TBL1Y	-0.28425
LDOC1L	0.18375
CCNC	-0.5715
C3orf60	0.025
CHKA	-1.68475
UBAP1	0.26925
MAP3K1	2.374
ANKRD9	-1.33525
FAM92A1	-0.383166666666667
GAB2	0.142375
AZU1	0.00374999999999999
DIS3	-0.177166666666667
C21orf109	-0.7915
IQCB1	-0.133
SPATS2	-0.469166666666667
EFCAB3	-0.179
PRB3	-0.00524999999999998
FUZ	0.208166666666667
ZNF813	0.92425
BMPER	-0.843333333333333
HEG1	0.161625
ALS2CR11	-1.546
SURF2	-0.04975
PSMC1	0.426666666666667
OR2D2	0.696
SLC7A8	1.80783333333333
C4orf40	0.0965
SPATA7	1.2515
MAZ	-0.345833333333333
PIN4	0.18575
PDE1A	-0.538
TAF6L	-0.428833333333333
OR2T34	0.3535
KIAA0284	0.58825
ACADS	-0.497818181818182
MKRN2	-0.74
C18orf56	-1.861
MS4A6E	0.2175
GALNT4	1.2336
C22orf31	0.429
FLJ36070	-0.3805
PSME4	-0.38425
TFG	-0.0138
EPHX2	2.162625
ANXA5	-0.0775
KRTAP1-1	-0.2142
BATF	2.40425
KARS	-1.8055
MSTP9	0.241
GPR26	1.989625
CCDC72	0.40375
TEF	0.264166666666667
FOXK1	-1.001
PRLHR	-0.3495
EMX1	1.49175
C11orf30	-0.01225
ICK	0.492875
THSD7B	0.576
C21orf100	-1.025
DUOX1	2.2995
EFCAB4B	-0.0135
UBE2G2	-1.0395
C3orf54	0.30475
PARP1	-0.6965
FAM60A	-1.05866666666667
C6orf146	0.2795
OR9K2	0.6445
DDX55	-0.992333333333333
RPS15	0.0843333333333333
ZNF618	0.880125
DKFZp686D0972	0.5925
SSPO	-0.9805
SHFM3P1	-0.330666666666667
CPA6	-0.90925
JAG2	-0.21725
DEFA3	0.17475
PPBPL2	-0.086
CD34	3.694375
SLCO4A1	-2.961125
AFG3L1	-1.84916666666667
SHD	-0.35225
RP13-122B23.3	-1.152
PRKCSH	-0.8235
DPH5	-0.4745
HLA-F	2.222625
TBC1D4	-0.30575
RIG	-0.0693333333333333
GLUD1	-0.0621666666666667
HNRPCL1	0.629875
HBXIP	-0.47175
RNF207	-0.3015
APIP	-0.494
PLA2G3	-2.935
CCDC84	-1.1335
MYLIP	-0.192153846153846
PHIP	-0.449
AARS2	-0.4745
DHX32	0.5625
SCAPER	-0.228
MEN1	-0.35425
NIP7	-1.22125
FLJ25404	0.3065
FASTKD3	0.2385
TMEM158	-2.06591666666667
RARA	0.72
BDH1	-0.063
ANKRD16	0.53675
CARM1	0.406
SS18	0.180333333333333
IKZF2	1.0095
MYD88	0.1355
PML	0.61455
TAF1A	-0.48475
CBFB	-0.9585
HIST1H3H	0.836
C7orf29	-1.204
COMMD4	-0.759
DPP3	-1.182
DAB2	0.480625
LOC388882	0.184
YPEL4	-0.39775
AGBL3	-0.247
LRP6	0.8871
SERPINH1	-0.4775
TLE1	-0.97425
CD244	0.977666666666667
ZDHHC15	1.07825
MGLL	-0.5498
PLDN	0.0635833333333333
LOC654346	1.952
FAP	3.87075
GPR37	-0.325166666666667
SCARA5	0.702
EBF4	1.867
LSM6	-0.034
MLLT1	-0.2914375
SLC5A12	0.151
A2BP1	-1.8535
COPS5	0.2185
TPM4	0.305785714285714
TNFSF4	1.969
ACADSB	1.31233333333333
HERPUD1	0.49825
BCL2L11	-0.626166666666667
CEP78	-0.512
CDCA3	-1.61775
WBSCR19	-0.0537
MYO1A	-1.536
PPEF1	3.28316666666667
LOC440348	-0.27625
CPEB2	1.243875
BPTF	-0.0424166666666666
RPL21	0.19475
GSX2	-0.4475
ADPRH	1.17966666666667
C17orf68	-0.136833333333333
KCNS1	-0.6745
MLLT6	-0.2739
PIWIL4	0.994
RNF26	-0.58525
RAP1B	-0.174125
ADAMTS1	-2.2278
ZNF571	1.371
P2RY6	0.15375
TRIM21	1.414
CADM3	-0.17775
NLRC5	0.675333333333333
ADRA2B	-0.0601666666666667
LOC90835	0.6085
PCF11	0.1505
LOC400451	1.21975
GLTSCR1	-0.478
C17orf88	-0.936833333333333
CDH16	-1.5085
FGF7	3.19375
PCSK4	-0.00849999999999999
NPC1L1	-0.9975
TAT	0.09125
TBCA	-0.07125
MGC33407	-0.03775
GPR115	-0.7665
CYGB	0.2255
FNBP4	-0.550166666666667
C12orf43	-0.354
CBL	-0.4634
CLECL1	2.834
PPAPDC1A	2.49
WDR25	0.303833333333333
SGCA	1.081
C22orf29	-0.100166666666667
YIPF1	1.2265
GALK2	-1.247
RAB3B	-2.083
LOC440087	1.79425
UCP1	0.042
REEP5	1.911625
FADD	-0.5001
FOXA1	2.9745
CACNA1A	0.0476666666666667
ABI1	0.3915
GRIN2D	-1.71325
SLC1A4	-0.239
LOC401127	-0.69125
HINT2	0.55975
PLD4	0.792333333333333
ZNF286A	0.238
ENY2	-0.00725
IL1F6	-0.272
PXDNL	0.9655
C20orf79	-0.3515
TNFSF13B	4.329
DENND3	0.56025
JARID1D	-2.68125
HIST1H2AK	1.12225
LOC93349	0.6467
SSH1	-1.0152
ENSA	-0.7115
LOC219854	0.416166666666667
CKAP2	-1.0548
DKFZP564J102	0.761666666666667
MGC87315	-0.307833333333333
HNRPAB	-0.40625
AMH	-2.2785
ZNF526	0.458
BRUNOL5	-0.1562
CACNG3	0.239166666666667
TRPM1	-1.396
PPP2R1A	-0.19625
COL2A1	-1.2155
DDN	-0.286666666666667
FLJ25770	0.90825
HK2	-0.260428571428571
ELOVL6	-1.78125
MDK	-0.0695
EPHX1	1.68775
RASSF2	1.271875
DKFZP434B0335	-0.661
DLX3	0.3405
PRTN3	-0.53775
AVPR1A	0.7115
C21orf125	-1.8485
TNFAIP8	0.848166666666667
GNB2L1	0.0445
CALCRL	3.43075
SCGB2A2	8.28783333333333
UBXD7	-0.31175
ZNF674	0.027
TMEM35	0.174125
BRSK2	-0.5245
HECTD3	-0.467666666666667
TMEM188	-0.496166666666667
LGALS9	2.277875
SCARB2	0.950666666666667
USP34	-0.0243333333333333
C17orf28	1.07675
ZDHHC23	-0.73375
AQP12B	0.1195
SLC16A3	-1.97475
APLP2	-0.112875
ITIH2	-5.388
MICAL3	-0.93825
TNNI3K	0.1646
HDAC2	-1.166375
PRR7	-1.2015
THBS2	1.76825
LOC751071	-0.0441666666666667
CA2	3.24233333333333
RANBP17	1.37525
RLN3	-0.09125
CRYZ	-0.254666666666667
GBAS	0.360333333333333
TAS1R1	-0.313
MPZL3	0.607
PCDH8	-0.5105
HSP90B1	-0.0194166666666667
KCNK15	2.4665
TNIP2	-0.717
GPR146	-0.07975
NOL6	-0.711
SPC25	-2.38155555555556
STEAP2	2.35892857142857
VAMP3	-0.099
TCIRG1	-0.29175
ZP4	0.367166666666667
PARL	-0.023125
TRIM39	0.270166666666667
KIAA1305	1.86425
CRNN	0.282166666666667
GRN	0.33075
HSH2D	0.22225
SCAMP1	1.17775
KIAA1913	2.576
PTS	0.0125
BANP	-0.300571428571429
PRKACG	0.033
ADCY6	-0.0363333333333333
C16orf46	0.2095
CYP51A1	-0.7435
DDC	-5.3415
ANPEP	-1.42033333333333
PROM1	1.34166666666667
SIGLEC10	1.82975
COPG	0.4265
FAM26E	2.267875
TRIP4	0.71625
SNX3	0.101666666666667
C1orf175	0.0758333333333333
PPY2	-0.0955
C14orf152	0.32825
FTSJ1	-0.889666666666667
DST	0.27475
LOC554235	-0.087
GLRX5	-0.1045
C20orf12	2.0082
CAB39	0.598
MSH2	-0.995666666666667
PIP4K2C	0.242375
CYLD	1.274
WTAP	0.7685625
MGAT4A	1.86477777777778
TSC22D4	-0.4688
CHRM2	-1.9415
PPYR1	0.026
CCNH	0.476833333333333
RRM1	-0.69425
ECAT8	-3.5115
LOC400120	0.1595
GABRA4	-0.327375
C14orf4	0.9165
C1orf59	0.3095
CTDSPL	0.610833333333333
NHEDC2	-0.725
PDE11A	-0.772375
KLHL29	-0.207
CD5	1.0023
TSPAN9	1.5323125
WDR67	0.0555
THUMPD1	0.9989
C18orf17	-0.05725
CLYBL	-0.295
FLJ13231	-0.055
CMBL	0.828625
LECT2	-0.1125
NKAPL	2.446
LOC654780	0.597
OR4C6	0.1955
RAB30	0.701
TSSK4	0.1255
TMEM163	1.136
OSBPL11	0.184
GNB5	-0.489
CCL21	1.4535
C1orf121	-0.136333333333333
FMO2	2.31033333333333
RPTN	2.6055
MSTN	0.5555
VCL	0.225857142857143
FYTTD1	0.21225
C11orf1	0.418
CCDC88C	0.7540625
HFE	-0.187944444444444
MOGAT1	-0.511
FAM125B	0.558166666666667
IRGQ	-0.1245
RAVER2	0.17525
AKAP5	0.6775
SSSCA1	0.12175
C11orf63	1.528
ACTG2	1.3269
PORCN	-0.906
DTL	-1.20490909090909
TMEM151	0.20275
FAM122C	-1.125
RSAD2	5.1108
BAT4	-0.047
KRTDAP	-1.78683333333333
MYH8	0.864875
CRTC3	-0.0205
LRRFIP2	0.0129
INTS4	-0.106833333333333
TTN	-1.19366666666667
SLC26A5	0.2395
PLLP	0.169
RGS6	-0.324
SRGAP3	0.269375
ZNF525	0.483
NBR2	-0.719333333333333
C13orf1	-0.1693
ZNF137	0.7475
CEP27	-1.29175
BEST2	0.215
RNF121	-0.23275
DMRTC2	0.51275
C8orf76	0.6685
BCCIP	0.44175
MEST	-0.9955
HTRA2	-0.8105
ANGPTL2	0.69425
ILKAP	0.351833333333333
ERAS	-0.0215
HBS1L	-0.45275
CPA5	0.354
TMEM30A	0.598333333333333
CD300LF	2.67616666666667
WISP3	1.1625
CRK	-0.0943571428571428
PDS5A	-0.1866
BRPF3	0.892166666666667
NEDD9	1.20975
SMPDL3B	0.63825
PSG6	-0.92575
PSMD13	-0.02125
ETV5	-1.5279375
OR51A4	0.157
BTBD7	1.62291666666667
GSTO1	-0.387375
hCG_16001	-0.0155
MAD2L1BP	-0.0216666666666667
COX6A2	-1.546
SCNN1A	1.84966666666667
LSM1	0.5705
UGT2B11	-0.094
IDUA	0.19375
PPP2R3C	-0.319
COX11	0.0641666666666667
PDZK1	1.15625
ZNF443	1.20966666666667
MGC21874	1.17266666666667
ZNF323	1.7415
KRTAP10-10	0.217
CXCL6	0.30625
SLC34A2	0.7708
LOC284402	0.1605
NPTN	1.23075
UPP1	-2.01025
SLC6A9	-0.2285
OR7G3	0.2315
CISD1	-0.667833333333333
ZNF545	0.8165
SYT14	-0.861
NT5C3L	-1.37433333333333
ZNHIT3	-0.1455
SNRPD3	-0.02675
KIAA0701	0.031125
UNC93B1	-0.12
GMNN	-1.324875
SPCS2	0.363833333333333
LOC388524	-0.45
NAPRT1	0.85225
PNLIPRP1	0.097
OR6V1	0.677
PRKAB1	-0.46225
EYA4	-2.50833333333333
KIF20A	-1.23825
ALG10	0.226
ITPKC	0.747
LMX1B	0.414
RPUSD4	-0.637166666666667
C7orf34	-0.0955
DLGAP2	0.286875
PFN1	-0.8072
MICALL2	-0.208333333333333
ZNF654	1.003
SS18L1	0.124375
SLC16A8	0.307
MKI67IP	0.259833333333333
ITGB3	-0.893
TCEA3	2.357
CEP152	-1.6180625
CLIP1	0.941125
ZNF75	0.6941875
ATP5C1	0.0186666666666667
NUDT5	-0.964166666666667
PSCDBP	2.00175
UBP1	0.02975
RBM27	0.6385
C13orf15	2.447375
ZNF282	-0.8565
ZNF222	0.8471
COL10A1	5.38925
PRDM15	-0.70625
TTTY5	-0.5215
