Hybridization REF	TCGA-AN-A0FW-01A-11R-A034-07
TMEM188	-0.368416666666667
LGALS9	1.1965
SCARB2	-0.0190833333333333
USP34	-0.479333333333333
C17orf28	2.88133333333333
ZDHHC23	-0.63275
AQP12B	-0.156
SLC16A3	-3.36075
APLP2	0.2205
ITIH2	-4.96775
MICAL3	-0.97025
TNNI3K	2.0051
HDAC2	-0.915
PRR7	0.0876
THBS2	-0.204875
LOC751071	-0.618666666666667
CA2	-1.87766666666667
RANBP17	-0.8075
RLN3	0.2885
CRYZ	-0.664666666666667
GBAS	-0.693833333333333
TAS1R1	-0.327
MPZL3	0.5425
PCDH8	0.53225
HSP90B1	-0.691
KCNK15	1.5785
TNIP2	0.390333333333333
GPR146	0.20475
NOL6	0.18275
SPC25	-2.70911111111111
STEAP2	0.158928571428571
VAMP3	-0.341
TCIRG1	-0.631
ZP4	-0.1115
PARL	0.10825
TRIM39	-0.079
KIAA1305	1.26175
CRNN	0.6065
GRN	-0.0745
HSH2D	0.1345
SCAMP1	0.38275
KIAA1913	0.6885
PTS	-1.172
BANP	-0.0536428571428571
PRKACG	-0.19475
ADCY6	0.255833333333333
C16orf46	1.1415
CYP51A1	-0.0866250000000001
DDC	-4.45
ANPEP	-1.31583333333333
PROM1	-1.46383333333333
SIGLEC10	1.04675
COPG	1.662
FAM26E	0.90975
TRIP4	0.786
SNX3	-0.304333333333333
C1orf175	-0.0345
PPY2	0.0665
C14orf152	1.12925
FTSJ1	-1.05316666666667
DST	-0.73375
LOC554235	-0.3935
GLRX5	-0.257
C20orf12	0.8075
CAB39	-0.0483333333333333
MSH2	-1.37
PIP4K2C	0.828
CYLD	0.403875
WTAP	0.867
MGAT4A	0.626222222222222
TSC22D4	-0.2295
CHRM2	-1.6505
PPYR1	0.405333333333333
CCNH	-0.6405
RRM1	-0.4275
ECAT8	-2.72775
LOC400120	0.57225
GABRA4	-0.854142857142857
C14orf4	1.73266666666667
C1orf59	-2.35525
CTDSPL	0.358583333333333
NHEDC2	-1.519
PDE11A	-1.414
KLHL29	-1.442
CD5	-0.6469
TSPAN9	1.4946875
WDR67	-1.3235
THUMPD1	0.5773
C18orf17	-0.39275
CLYBL	-0.625166666666667
FLJ13231	-0.69125
CMBL	0.602375
LECT2	-0.267
NKAPL	1.83833333333333
LOC654780	0.8015
OR4C6	-1.101
RAB30	0.2255
TSSK4	0.557
TMEM163	-0.2275
OSBPL11	-0.15225
GNB5	-2.89483333333333
CCL21	1.0755
C1orf121	0.514333333333333
FMO2	2.7905
RPTN	null
MSTN	-0.5715
VCL	-0.831214285714286
FYTTD1	-0.404
C11orf1	-0.93275
CCDC88C	0.2773125
HFE	-1.04361111111111
MOGAT1	-1.883
FAM125B	-0.043
IRGQ	-0.3195
RAVER2	-0.3865
AKAP5	0.7415
SSSCA1	0.22925
C11orf63	-0.83725
ACTG2	-0.5822
PORCN	-1.478
DTL	-0.519727272727273
TMEM151	1.142
FAM122C	-1.1715
RSAD2	1.1657
BAT4	-0.419
KRTDAP	-1.1765
MYH8	0.8655
CRTC3	0.25925
LRRFIP2	0.757
INTS4	-0.632833333333333
TTN	-0.900166666666667
SLC26A5	0.7475
PLLP	-0.907
RGS6	0.86925
SRGAP3	1.456
ZNF525	0.421
NBR2	-0.745666666666667
C13orf1	0.2903
ZNF137	0.333
CEP27	-2.5505
BEST2	0.619
RNF121	-0.51475
DMRTC2	1.16366666666667
C8orf76	-0.09075
BCCIP	-0.94675
MEST	0.13
HTRA2	-0.6095
ANGPTL2	0.918
ILKAP	-0.0293333333333333
ERAS	0.5705
HBS1L	-0.513
CPA5	0.2385
TMEM30A	0.625666666666667
CD300LF	1.5188
WISP3	0.336
CRK	0.543071428571429
PDS5A	-0.433
BRPF3	-0.0396666666666667
NEDD9	-0.451
SMPDL3B	-1.26875
PSG6	-0.7515
PSMD13	0.11025
ETV5	-2.1315625
OR51A4	-0.101
BTBD7	1.06691666666667
GSTO1	-1.38175
hCG_16001	1.0735
MAD2L1BP	0.340333333333333
COX6A2	1.55
SCNN1A	0.823666666666667
LSM1	0.0901666666666666
UGT2B11	-2.72325
IDUA	0.2515
PPP2R3C	-0.795666666666667
COX11	0.994833333333333
PDZK1	3.321
ZNF443	1.43983333333333
MGC21874	1.23666666666667
ZNF323	0.7575
KRTAP10-10	0.1065
CXCL6	-0.9485
SLC34A2	0.4915
LOC284402	0.4925
NPTN	1.59583333333333
UPP1	-2.29925
SLC6A9	-1.5075
OR7G3	1.02975
CISD1	-1.651
ZNF545	0.076
SYT14	-1.3165
NT5C3L	-0.694166666666667
ZNHIT3	-1.02133333333333
SNRPD3	-0.483
KIAA0701	-0.676125
UNC93B1	-0.263166666666667
GMNN	-1.810375
SPCS2	-0.0261666666666667
LOC388524	1.756
NAPRT1	0.897375
PNLIPRP1	-0.8485
OR6V1	1.262
PRKAB1	0.12325
EYA4	-1.4906
KIF20A	-1.65225
ALG10	0.37525
ITPKC	0.803166666666666
LMX1B	1.32016666666667
RPUSD4	-0.5865
C7orf34	0.565
DLGAP2	-0.0135
PFN1	-1.0134
MICALL2	0.159833333333333
ZNF654	0.456
SS18L1	-1.055
SLC16A8	0.534
MKI67IP	-0.385666666666667
ITGB3	-1.81325
TCEA3	3.14416666666667
CEP152	-1.768625
CLIP1	0.54925
ZNF75	0.057
ATP5C1	-1.7645
NUDT5	-1.65666666666667
PSCDBP	-0.1695
UBP1	0.2835
RBM27	0.28725
C13orf15	1.789125
ZNF282	0.357333333333333
ZNF222	1.0006
COL10A1	6.006
PRDM15	-1.151875
TTTY5	0.3995
FAM9C	0.283636363636364
C20orf67	0.115
GNG13	1.063
F12	0.55325
C1orf41	-0.9215
CPXCR1	0.6725
GSK3A	0.29175
SUPT6H	-0.100666666666667
PI16	1.96633333333333
ELL2	-0.0158333333333333
C9orf167	-1.87
PVRL3	-2.2899
FLJ38596	0.26775
ADAM20	0.407
GPR89A	1.587
GPR87	-2.537
ZNF30	1.31775
SMR3B	1.8865
ZNF770	-0.401571428571429
TRPC4AP	-0.296666666666667
DKFZP686E2158	0.5855
C2orf28	-0.122333333333333
FREM1	0.214666666666667
LAMA4	0.544833333333333
ADPRHL2	0.0625
EIF4G2	-0.189333333333333
GUCA1A	-0.3465
CTNNA2	-1.367
NUDT15	-0.894666666666667
CEPT1	-0.0198333333333333
ZNFX1	0.3416
CCDC92	1.0735
TDRD1	-0.9095
KCNK5	-2.45066666666667
ETNK1	0.1295
LTA	0.63
TTPA	0.8305
B3GALNT2	0.394875
SC65	-1.1715
PEX5L	-0.394571428571429
EPS15L1	0.279
MGEA5	-0.19625
HIST1H3A	1.69325
ING1	-0.357875
BCAT1	-4.105
ORC6L	-3.06672727272727
KLK11	-4.592
C19orf28	-0.664875
DNER	-3.95875
MED22	-1.29457142857143
ETV6	0.6855
CHAC2	-2.03175
CD300E	-1.323
CEBPB	-0.312416666666667
ZNF398	0.01775
LRCH3	-0.6615
HMGA1	-1.27733333333333
CAPN7	-0.0878333333333333
MGC5566	-2.24225
CCL3	1.9475
NANOS1	-0.779428571428571
ZFYVE19	-0.62275
APITD1	-0.787
PARD3	0.338875
IRAK4	-0.92
SERPINI2	-0.847
CEP170L	-0.8145
TTC9	1.798375
MYOM3	-2.1565
MLPH	2.21325
LOC222699	0.4755
NRG1	-1.70254545454545
TBC1D9	4.02272727272727
TTK	-1.96816666666667
ZNF557	0.9634
DDX41	-0.4945
FANK1	2.0485
UBE2D2	-0.354875
PSMB10	0.39675
MYH7B	0.44
GABARAPL2	-0.0945
MARVELD2	2.51916666666667
DGCR2	0.342833333333333
UNC45A	0.424333333333333
C6orf72	-0.075
ZNF683	2.32975
GIT2	0.0015
CASK	1.66583333333333
C14orf161	1.49333333333333
LRRC44	0.31525
TIFA	-1.02025
UTP11L	-0.885
C6orf65	-0.7265
FDPS	0.237
DUSP9	-1.4509
SLC17A8	1.2488
OR51G1	0.266666666666667
NANS	0.52075
OLFML1	1.6765
ATP10B	0.0718571428571429
NPAS3	0.185
PRKCA	-2.676
GGA2	0.499625
LCE4A	0.5055
SPANXN3	-0.1795
CCDC115	0.960125
SDCCAG3	-0.71375
GLIPR1L1	0.267
TTC1	-0.1925
C17orf76	0.725
MAD2L2	-1.1605
HIPK1	0.0286
LRRC3B	-0.5835
CLN3	-0.567136363636364
C17orf47	0.1765
FMN2	-2.373875
TUBB1	-1.26083333333333
WAPAL	-0.343166666666667
C3orf21	-0.726125
SCN5A	-0.5802
SMYD1	0.03525
BEX5	-0.00574999999999999
ZNF192	-0.531
SEC22A	0.4525
GRIA2	4.99685714285714
KIAA0825	-0.3545
NUSAP1	-1.97263636363636
LANCL1	-0.329125
C15orf40	-0.6558
ZNF645	0.32225
GPR61	-0.10675
NLRP14	0.378
SNX21	-0.2782
C1QTNF8	0.6895
C17orf46	-0.041
IFNA8	-0.468
SPRR1B	-2.59366666666667
FLRT1	0.04875
SNX17	0.214666666666667
ASB2	-0.305
HBG1	-5.4145
RPRML	-0.88775
JOSD2	0.177333333333333
PLSCR3	-0.2725
SPOCD1	0.747166666666667
RAB39	-0.3845
GHRH	0.576333333333333
ITIH5L	0.38775
C17orf37	-0.4
SMCR8	1.188
DPY19L2P3	0.0848333333333334
IL11RA	0.263166666666667
GDF3	-3.295
RPS6KB1	0.252916666666667
DNAJC19	0.4431
TOP1	0.027
CRCT1	0.028
MPST	0.119375
DPM2	0.041375
FAM38B	-2.217
SLC18A1	1.61566666666667
FARP1	0.224666666666667
PAX7	-0.3465
TUBD1	0.3135
GNL3	-0.282625
BTG2	1.3294
NDUFS6	-0.99975
C1orf79	-2.0005
ERAL1	-0.6
ECHS1	0.102
VPS4A	0.0366666666666667
CYP11A1	-0.775125
ABCC6	-1.8735
PBX4	-3.3515
MOSC1	0.67325
NCF4	-0.155
HYMAI	0.638
NAGPA	-0.76725
OTOP2	0.18625
ACOT12	-0.866
MTHFD2L	-0.571375
LOC441376	4.3235
C19orf34	0.414
RAB1B	-0.214
ALDOAP2	0.5
NTRK1	-3.68516666666667
ARTS-1	0.6344
SLC6A11	-0.9115
NAP1L2	0.81725
CNGB1	0.113333333333333
EPB41L4B	-0.0807272727272727
FAM134B	4.335875
HS3ST3A1	-1.6935
CPXM2	5.21575
SIRPB2	-0.288
CHORDC1	-0.914333333333333
TRIB3	-0.825166666666667
SLC2A5	-0.16175
C2orf49	0.0658333333333333
DDX5	-0.147
OR5L1	1.524
ANAPC4	-0.409833333333333
ZSWIM1	0.382875
LOC93622	0.126
KCNK3	-0.2174
RP11-35N6.1	-1.357
ZFP161	0.172
AQP9	0.96325
SLC15A2	-1.13216666666667
MREG	0.00866666666666667
OR9I1	0.1105
PDLIM2	-0.044
ADAM7	1.033
GSTCD	0.651166666666667
WDR21A	0.007625
SLC12A8	1.499
TMEM174	0.0465
IGSF3	0.253333333333333
LRRN1	0.6125
LOC402117	-0.8805
SRPK1	-1.259
LY6K	-1.84553333333333
NFIA	1.421
PTCD3	-0.366125
LEP	3.73733333333333
PCDH21	-0.8318
MAPKAPK2	1.87635714285714
NMNAT1	-0.875666666666667
LHFPL2	-0.52425
C9orf43	-0.919
DIP2A	-0.845166666666667
ACTR8	0.360875
CCDC34	-0.876
PTPN22	-1.805
ITGA3	-0.4085
FAM129C	0.4185
RABGGTA	0.664666666666667
UNC45B	0.761
KIAA1033	-0.296875
ZNF510	-0.0918333333333333
CYP2D6	-1.271
SLC26A10	-2.3015
STX8	-0.16475
LUZP1	-0.379875
WDR89	0.079
EIF4G3	0.3012
C5AR1	-0.137
ZNF623	-0.275
A2M	0.3335
TGM7	0.6245
GRPEL1	-0.342166666666667
LMNB2	-0.9425
ROCK2	-0.298833333333333
SNX16	0.4335
CCDC66	-0.6165
ANXA3	-2.15625
KIAA1609	-0.411875
EED	-0.95225
RNF32	-0.147333333333333
HES1	0.8784
CLC	0.766333333333333
ISL1	0.402
KIAA0528	-0.144375
MANEA	0.574375
C1orf61	-2.282
hCG_2001000	0.77025
RAPGEF6	0.7499
KIAA0020	-0.804333333333333
NEIL1	1.473
C16orf45	-1.18525
RBM10	0.501666666666667
C10orf125	-1.303125
MRS2L	-0.60425
DNAH17	-1.64671428571429
C19orf10	-0.1495
C1orf160	0.149
SLFN12	-0.56475
EXOC3	-0.327833333333333
HIST3H3	1.58025
NCOR2	0.7065
TNFRSF9	-2.13825
MFSD8	0.143
ALX1	-3.8318
NOL1	-0.5575
PODN	2.88125
TIAL1	-1.53025
HIST1H1E	2.87475
NPY6R	0.563
TM4SF4	0.48425
CORO2A	0.05625
ETNK2	-0.678166666666667
APOE	0.5788
ANGPT4	1.398
HDGF2	0.0745
G30	1.541
ST8SIA4	-1.155625
F2RL1	-0.525375
FAM19A4	-2.9365
CCAR1	-1.218
B3GNT7	-0.27725
OPHN1	-0.3194
DSCR6	0.7115
C21orf13	0.982666666666667
GAS2L1	0.203916666666667
RFX3	-1.07183333333333
COPS4	-0.452375
BCHE	-4.1945
BCL2	3.51625
HBZ	-2.7295
ARL13B	-0.260625
MAPBPIP	1.645125
MYO15B	-1.172875
SPZ1	-0.177
KIAA1324	3.75611111111111
PLCL2	-1.19925
C4orf29	-1.097
WDFY2	-1.4255
ZNF284	-0.1135
NAALADL1	-0.701
DUSP5	-0.673833333333333
PXDN	-0.016125
SLMO1	-0.4765
TNXB	0.1222
BIRC7	-0.97175
A4GALT	0.473
TIMM22	0.5145
FAM110C	0.09475
TOMM34	0.029875
ABHD9	-0.1505
ADAM32	0.832
CRHBP	-0.00275
AQP2	0.53725
LOC130355	0.7845
ZNF187	0.0766666666666667
ZNF816A	1.0905
F7	0.016375
CNOT1	-0.3995
SLC13A4	0.56
ZBTB11	0.09
B3GALT5	-1.14525
EXOC2	0.986666666666667
IRS1	1.0416
TMEM1	-0.266666666666667
MRPL34	-0.298166666666667
SAMM50	-0.492
CDC42EP3	-0.708375
HSF2	-0.8265
MFN2	-0.539
TSPAN7	-1.17733333333333
NUCB1	0.7715
RHOH	2.1515
ARL16	-0.8015
TACR1	0.275
SFRS5	-0.8225
SNX25	-0.395375
RHBDF1	0.2145
PCDH18	1.73866666666667
HMG1L1	-0.2015
MYO5C	1.451
MAPK10	-0.0605
LDHAL6A	0.0978333333333333
NUDT12	0.703
NCAM1	-0.0375
GLIS2	1.2425
GGTL4	-0.2235
DAPP1	-2.26175
ATF7	0.38825
KIAA0748	-1.01925
NFIL3	-1.8595
TM6SF1	0.599
SEZ6	0.3425
NANOS3	-0.883
DNAJA3	-0.0843333333333333
CLDN6	-3.402
CIITA	2.3427
EPHA4	-0.152833333333333
FANCC	0.692
CMTM3	-0.357875
PSG3	-1.40583333333333
MRPL15	-0.51125
C21orf59	-0.4665
PLCXD2	0.346333333333333
C2orf34	-1.13042857142857
UBE2L6	-0.3415
MED14	-0.2525
HP1BP3	0.8996
C6orf208	0.1905
TPBG	0.258
OSR2	1.475625
XPC	-0.705166666666667
KLHL7	-1.96875
CCR3	-1.41283333333333
AGTPBP1	-1.306
PCSK6	2.316
STAT5A	-1.3896
FAM18B	0.66325
LONRF2	-0.2295
PTPN2	-0.708875
SF3A3	-0.765166666666667
EFCBP2	0.11925
HCFC1	-0.5455
AHNAK	0.88885
ACTR5	0.21
KIF14	-1.66928571428571
TENC1	1.172
HEATR5B	0.261
YIPF2	0.882666666666667
MYEOV2	1.07266666666667
DUSP18	1.24175
KIAA1012	-0.57675
AHR	-1.35333333333333
C17orf53	-1.5785
PTPRH	-1.4215
ATP6V1C1	-0.1536
TAS2R3	0.2485
LOC440356	-1.006
COQ10B	0.55075
PSMF1	0.319666666666667
SORBS2	1.69183333333333
NFE2L2	-0.5305
TMCO7	-0.1405
SH3PXD2A	-0.840111111111111
SH2D2A	-0.86175
SPINK5	-2.403
MRPS24	-0.35725
OPA3	0.634375
TRAF7	-0.172333333333333
C4orf35	-0.886
MT1G	-1.688375
MGC39545	-1.492
HS1BP3	-0.1369
OR2B2	0.8195
CHRM4	0.387
SFRP2	2.67658333333333
RIC3	-0.957
ART1	-1.9875
C6orf1	0.934375
DUS4L	-1.25875
C10orf104	-0.05725
TNFAIP6	2.28825
RTEL1	-0.42725
CCT4	-0.5107
ZNF709	0.65925
CHMP6	-0.311166666666667
UPP2	-0.3965
CYP19A1	-2.91133333333333
CD151	-0.0201666666666667
NDUFA13	0.117166666666667
ARFRP1	-1.0515
FAM26B	1.04125
CRYBA1	-1.4435
MRPL41	-0.498166666666667
NPFFR2	-0.87375
HRH2	-0.0625
SCAMP3	0.998833333333333
MTMR6	0.5992
MTG1	-1.3705
UBTD1	0.798
CRABP1	-2.631
FLJ33790	0.3909
KIAA1908	0.0911666666666667
GPR158	-1.78425
PACSIN3	-0.6025
OMD	2.24433333333333
CATSPER1	-2.20566666666667
HOXB8	-0.0268571428571429
FBXO46	1.7125
OAS1	-0.115333333333333
SVIL	-0.2065
PHB2	-0.689
ADCY3	-0.5575
NDRG2	0.569833333333333
ERMAP	0.2849
APBA2	-1.91633333333333
IGSF9	3.10525
WNT6	-0.163923076923077
MYCBPAP	0.2
ATP2B2	0.108777777777778
CPVL	-0.917
TRAM2	-0.864333333333333
NOP5/NOP58	-0.5655
ZNRF4	0.67475
TLK1	0.000625000000000001
MTMR12	-0.0126428571428571
ZNF384	-0.171
FAM9B	-1.64466666666667
RPN1	0.7453
PMVK	1.4955
EIF3D	0.291
SIX2	1.87875
HPS1	0.191428571428572
RNF7	0.3715
PSKH2	-1.0885
KCTD13	-0.213833333333333
CSMD3	-0.4381
FBF1	-0.7335
IL8	-6.09471428571428
SERPINB13	1.42736363636364
FBXL20	-0.754
BLR1	-0.174
SH2B1	-1.26333333333333
RFNG	-0.669
RAB20	-0.577
RBM7	-0.41025
POLR1A	-0.897666666666667
TMPRSS4	-2.7015
TAF9	-0.9405
TERF2	-0.587833333333333
TNFRSF1A	0.502583333333333
ACADVL	-1.41716666666667
GTF2H5	0.24725
EDG8	-1.001
C9orf140	-0.25175
UST6	0.759333333333333
ZBTB8OS	-0.91175
ZNF710	-0.5075
GPR174	-0.8185
ATP6V0A2	-0.29675
KIAA0319L	0.792666666666667
XKRX	-3.902
DOPEY2	0.6924
SDHD	-0.968333333333333
SUMF1	1.33975
OSM	0.0385
OPN3	-2.51625
DAGLB	0.371
PPFIBP1	0.2979
TRIM63	0.1545
C10orf53	0.467
LYPD3	0.0118333333333333
BCL7A	-0.06625
AGER	-0.8596
TCF19	-0.7985
SAT2	-0.32125
PFTK1	-0.0873333333333333
GABRE	-2.518
C15orf38	1.0046
FIS1	0.194
KCNV2	0.062
CLPS	0.5325
PPCDC	-0.72825
FOXN2	0.243166666666667
NT5E	-3.0519
CD83	-0.02475
IL18	-1.045625
VPS16	0.2235
IGFBP2	-1.77466666666667
NOTCH2	1.29025
SIGLEC1	2.079625
CD93	5.045
SULF2	-1.66025
CEP164	-0.79025
P53AIP1	0.099
TOR2A	-0.0336666666666667
ZNF136	0.6195
MGP	2.6762
CCDC144A	0.384
TRPC1	-1.03016666666667
SMS	-0.911166666666667
MAPK7	-0.647166666666667
RRAGC	0.21
PARD6A	0.522
NUB1	0.298166666666667
SYNGR4	0.83525
OR11H12	-0.114
WIF1	1.54814285714286
GCH1	0.0405
OR11H4	0.55
SLC44A5	-1.0175
GPRIN2	-0.00500000000000001
LOC401431	-1.40375
CPA4	-2.7889
MELK	-2.32711111111111
IL15RA	-0.86875
CUL3	0.404
HMBOX1	-0.365
PODXL	-1.60075
CCT6B	-0.393833333333333
COMTD1	-0.8465
MUC20	1.03
GPX2	-2.724625
ITK	-1.290625
FBXL5	1.45575
C13orf27	-0.8745
DEFA5	-0.2925
TRHDE	-0.6505
MTP18	-1.00916666666667
UQCRQ	0.1592
ITGB2	0.851333333333333
CSRP2BP	0.8055
TAS2R44	-0.019
PHPT1	0.43925
FAM44C	-0.126
ERH	0.82425
MPHOSPH1	-2.28833333333333
MORC1	0.12
PARVB	-1.8
LAMA1	-2.26175
PGBD3	0.04825
GIMAP6	4.07025
AREG	-0.578833333333333
LIPT1	0.1065
MGC99813	-1.31425
C1orf201	0.215333333333333
GRIN2A	-1.1289
MAN2C1	-1.026875
NSUN5	-0.767
SF3B5	0.5605
MYC	-2.01453333333333
NRXN1	-0.510545454545455
ZNF18	0.29775
SPDYA	-0.168857142857143
SLC37A1	0.851
DECR2	0.50125
ANKRD38	-0.472857142857143
SPTLC3	-2.64741666666667
SUPT16H	-0.436625
DTWD2	-1.46975
ULBP1	-1.077
ZADH1	-0.385833333333333
OIP5	-2.2295
IL10RB	0.183666666666667
OTUB2	0.735625
VWA3A	-0.289
SPIC	0.289666666666667
OR6C4	0.4785
PSCD4	0.779833333333333
DPY19L2P2	-0.72
TRAPPC6A	1.29116666666667
C21orf2	-0.457333333333333
CEMP1	-0.88525
LIN7B	0.249
E2F7	-1.47416666666667
VCP	-0.21725
LAMA3	0.126916666666667
BGN	1.45525
GPR160	1.46133333333333
COCH	-2.88516666666667
GPR81	1.65466666666667
APOBEC3F	-2.28625
tcag7.1017	-0.6965
C1orf32	0.5315
SCGB1D2	6.48875
FLJ43987	0.313
C6orf170	-0.077
KLK9	0.3805
GPD1L	0.751125
VPS37B	0.74375
ATG3	-0.5765
ADAMTS17	0.1735
KLHDC2	-0.128833333333333
NDUFV2	-0.50675
BLK	-1.8165
MATN4	-1.3725
GPM6A	-0.0785714285714286
GBP4	1.88783333333333
TMEM162	-0.248666666666667
PKP2	-0.6535
HRASLS	0.211111111111111
MMP1	-4.3765
SFXN3	-0.2119
FSD1	-1.56566666666667
ST6GALNAC3	-1.0918
CA12	0.6407
NCOA6	0.619
C19orf58	-0.4736
PPP4R1	-0.764166666666667
MAN1A2	0.390666666666667
IKBKAP	-1.6135
UPF1	-0.047
KIAA1219	1.02975
WNT16	0.722
SNW1	0.10275
IL18RAP	1.1485
RPP30	-0.9925
CDC40	0.0579285714285714
SETD3	0.103666666666667
SLAMF6	-0.1785
ELK4	-0.506
TRIM47	1.18683333333333
ACOX3	1.84175
TRIM6	-1.0245
KIAA0372	-0.6205
TP53AP1	1.3545
SMURF2	-0.00724999999999999
ADAD1	-0.10825
EBP	-0.7456
KRTAP13-2	-2.832
FLJ36874	-1.40183333333333
TOR1A	-0.448
P2RY4	0.5395
GPBP1	0.19075
TRPV1	-0.77675
ADAMTS12	0.1885
PES1	-0.5634
ATG4A	0.3275
MAGEA10	-3.14625
WFS1	0.5895
CC2D1B	-0.5968
PABPN1	-0.005625
SLC25A30	-0.119
SLCO1C1	-0.3
SLC22A5	1.71875
KIF23	-1.75733333333333
SYN2	-0.162
ASPN	6.975
CENTG2	-0.03625
QSOX2	-1.2039
FLJ10815	-0.456166666666667
STK24	-0.049875
SPEG	-0.6987
STK10	-0.282
DACT2	-1.5045
AAAS	-0.51
SSX3	-0.744125
ABCD3	-0.7394
C4orf12	0.20425
PARVG	-0.0465
FIG4	-0.1065
C9orf46	-0.057
TMCO6	-0.484
IGHMBP2	-0.84175
DUS2L	-0.435833333333333
FAM3C	-0.6811875
TMEM16D	-1.4565
DCTN4	1.09275
KCNH3	-0.729
EIF2AK2	-0.04
AP1S3	-1.0175
CST4	0.306
PAM	-0.418125
NUTF2	-0.169
CITED2	-0.1511
SLC39A4	0.812
C2orf52	-1.0505
GRM3	-0.152
C12orf49	0.524625
CCDC49	-0.8531
GRAMD1B	-1.52425
FNDC4	0.6865
SIAH2	1.127375
GDPD4	1.001
C21orf87	-0.019125
ATP5A1	-1.37966666666667
C16orf63	-0.485875
LOC388135	0.438166666666667
ATP5J2	-0.779625
MMP3	-2.71725
EMID2	0.2185
CRHR1	0.25575
WDR70	-0.35675
C13orf31	0.778
ZFAND1	-0.213
CCL18	4.37066666666667
C3orf49	-0.472
RINT1	-1.2155
KIAA0408	-1.20916666666667
F13A1	4.7877
SLC10A1	0.6825
OGN	2.654
GIPC2	-0.728333333333333
XPO6	-0.1605
LCE1A	0.697
FMR1	0.5434
LOC374920	0.1015
DUSP3	-0.171375
ANKMY1	0.78075
C7orf50	-0.1375
BBS9	-0.5987
UNC119B	0.22925
C9orf72	-0.2125
MGC35440	-1.70175
ENTPD6	-0.00714285714285713
PPP1R2P9	-0.094
ERCC4	-0.2245
FAHD2B	-1.553
HMHA1	-0.491
HACL1	-0.9295
RAD23A	-0.185666666666667
FAM83B	-0.02
PPP5C	-1.13666666666667
RNASEH2C	-0.33575
C9orf153	-0.10575
SCAMP4	0.93075
GHITM	-0.2845
NDUFB7	0.343125
ADCYAP1	-1.08616666666667
SP110	1.26283333333333
MAP3K7IP2	0.3825
DHH	-0.049
AGRN	-0.189
WDR33	0.7365
CEP290	-0.294166666666667
PRPS1L1	-3.41883333333333
KLRA1	0.2845
GPR97	-1.4735
CHD7	-0.339583333333333
TLR10	0.162333333333333
SLC30A8	-0.731
HIC1	1.334
IAPP	0.4585
RXFP4	0.1215
GP1BB	1.0825
SHQ1	0.58
NKX2-3	0.5845
API5	-0.84475
FTHP1	0.4755
MOV10L1	0.466666666666667
TRIM6-TRIM34	2.44866666666667
ADHFE1	-0.6955
FAM117A	0.44875
DDI1	0.5195
CDON	1.4015
TRIM73	-1.0385
IGKC	3.1735
MMP14	-1.07141666666667
DYNC1LI1	-0.522875
C11orf66	-0.83775
TRBV3-1	-1.512
FASTKD5	0.02725
BIVM	-0.5925
LHX4	1.56966666666667
CXCL2	-2.0047
RAB2B	-0.163666666666667
IZUMO1	-0.80075
MAP3K15	-2.81075
FAM19A2	0.2375
ZC3H8	-0.631
ZMAT1	0.74525
SPINK5L3	-2.19725
SLC10A6	0.4095
APPL2	-0.19275
CARD10	-0.583333333333333
LOC402176	-0.55975
EEF1D	0.7438
RAB6A	-0.467
C12orf5	-1.564
PAPOLG	-0.024
MSRB2	0.1015
BCR	0.602555555555556
PUS3	-0.15525
TIAM2	-0.52
ZNF317	0.37
CHD2	-0.292071428571429
FZD5	-1.94504545454545
NUDT8	-1.67775
ZNF763	0.8475
PRC1	-0.861444444444444
ABCB9	1.08483333333333
SPATA3	-0.52025
TRAK2	1.540875
STAB1	2.99075
LRRTM2	-0.6905
psiTPTE22	0.98975
DBI	-0.56375
SERPINA11	-0.755
NAT5	-0.13375
C20orf58	-1.8905
RPS6KA4	0.6795
FLJ90650	1.0265
TGFBRAP1	0.35825
CHRDL2	-0.2185
FAHD2A	-1.58433333333333
CNTN1	-1.33625
BBS4	0.2757
TMEM181	0.7965
MINPP1	-1.29725
MPHOSPH6	-0.405
HOXC10	-0.1305
ITPKB	0.434625
CLPTM1L	-0.319125
MEOX2	0.141166666666667
ATP6V0C	0.42425
PRPF8	-0.795833333333333
TMC5	3.89325
FKBP3	-0.11425
PLEKHB2	-0.39825
OR4D6	1.113
ZNF544	0.2922
D2HGDH	0.258125
RPL18A	0.0747
HEL308	-0.222125
MPP6	-3.175
TCERG1	-1.731
KRT16	-1.41516666666667
KLF17	-0.7895
KLF5	1.3215
CDR1	2.77875
VCX3A	3.4325
FBLN2	1.59175
C14orf104	-0.49975
HBE1	-4.5268
OR4S2	0.632
C1orf108	-1.04183333333333
ROBO4	3.70533333333333
CPEB4	-0.316125
C11orf80	0.0488333333333333
BCKDHA	0.824833333333333
MYOC	1.05975
GIF	1.6655
CKMT1A	0.3725
RPL3	0.4802
THBS1	2.9465
APOO	-0.417
ARMCX1	0.6705
HSZFP36	1.51575
SNAPC5	-0.58775
EIF4ENIF1	0.719
ZNF433	0.12025
TNFRSF21	-1.458125
TMPRSS7	-0.7775
SPATA18	0.3878
HPDL	-2.5555
MKL2	1.5094
TBX3	-0.678461538461538
C21orf93	0.425666666666667
DAXX	-0.041
ELMO1	-0.684875
RGS13	0.609
TAF11	-0.33975
UNC13A	-2.30375
LOC653314	-0.4994
ORC3L	-2.31725
IMAA	-1.3095
