Hybridization REF	TCGA-BH-A0BC-11A-22R-A089-07
SLMO1	-1.424
TNXB	0.7968
BIRC7	-0.9755
A4GALT	-1.283
TIMM22	-0.31175
FAM110C	-1.447
TOMM34	-2.39875
ABHD9	-0.422
ADAM32	2.307
CRHBP	1.02475
AQP2	1.27725
LOC130355	1.69775
ZNF187	0.790833333333333
ZNF816A	1.4385
F7	0.139375
CNOT1	-1.0566
SLC13A4	-0.745666666666667
ZBTB11	0.21275
B3GALT5	0.19925
EXOC2	-0.961666666666667
IRS1	1.1494
TMEM1	-0.0141666666666667
MRPL34	-0.893666666666667
SAMM50	-0.8705
CDC42EP3	1.935125
HSF2	-0.0729
MFN2	-0.231
TSPAN7	-0.334666666666667
NUCB1	1.413
RHOH	-1.29025
ARL16	-0.3795
TACR1	-0.50475
SFRS5	-0.600333333333333
SNX25	-0.26925
RHBDF1	-1.3775
PCDH18	1.60966666666667
HMG1L1	-0.04575
MYO5C	1.176125
MAPK10	0.8645
LDHAL6A	0.45325
NUDT12	0.840833333333333
NCAM1	-0.390428571428571
GLIS2	-0.45
GGTL4	-0.302
DAPP1	1.021
ATF7	0.787125
KIAA0748	-0.360333333333333
NFIL3	0.83925
TM6SF1	1.3424
SEZ6	0.00199999999999998
NANOS3	0.386833333333333
DNAJA3	-2.41566666666667
CLDN6	-1.0285
CIITA	2.8769
EPHA4	0.703583333333333
FANCC	-0.87825
CMTM3	-0.71525
PSG3	0.24925
MRPL15	0.037
C21orf59	0.201
PLCXD2	-0.04975
C2orf34	-0.908
UBE2L6	1.205625
MED14	-0.6618
HP1BP3	0.503
C6orf208	-1.765
TPBG	-0.32375
OSR2	-0.192875
XPC	-1.80683333333333
KLHL7	0.0605833333333333
CCR3	0.3565
AGTPBP1	0.265
PCSK6	-1.40264285714286
STAT5A	-1.3848
FAM18B	0.5855
LONRF2	0.236
PTPN2	0.90925
SF3A3	-0.903666666666667
EFCBP2	-1.03575
HCFC1	-2.72266666666667
AHNAK	0.1087
ACTR5	-1.147
KIF14	-2.9956
TENC1	-0.3275
HEATR5B	0.0675
YIPF2	-0.858166666666667
MYEOV2	1.53116666666667
DUSP18	0.3645
KIAA1012	0.235
AHR	0.6775
C17orf53	-2.34283333333333
PTPRH	-2.88
ATP6V1C1	-0.9905
TAS2R3	0.022
LOC440356	-2.136
COQ10B	-0.3525
PSMF1	0.101166666666667
SORBS2	3.17291666666667
NFE2L2	0.70525
TMCO7	0.1895
SH3PXD2A	-0.760555555555555
SH2D2A	-1.40075
SPINK5	0.6655
MRPS24	-0.201
OPA3	1.059
TRAF7	-2.39516666666667
C4orf35	0.195833333333333
MT1G	0.850625
MGC39545	0.838666666666667
HS1BP3	-0.8272
OR2B2	0.149
CHRM4	0.4625
SFRP2	2.82783333333333
RIC3	2.04
ART1	0.062
C6orf1	-1.347625
DUS4L	-0.44325
C10orf104	0.094
TNFAIP6	3.62025
RTEL1	-2.3565
CCT4	0.2665
ZNF709	0.2565
CHMP6	-1.04833333333333
UPP2	1.26
CYP19A1	-0.522375
CD151	-1.4005
NDUFA13	-0.269166666666667
ARFRP1	-0.846666666666667
FAM26B	1.83975
CRYBA1	-0.7275
MRPL41	-1.3115
NPFFR2	-1.267125
HRH2	-0.268
SCAMP3	-2.35
MTMR6	-0.1939
MTG1	-1.41366666666667
UBTD1	-1.69325
CRABP1	0.751
FLJ33790	-1.1249
KIAA1908	-0.1325
GPR158	-1.4565
PACSIN3	-2.02733333333333
OMD	5.0885
CATSPER1	-0.385
HOXB8	0.276375
FBXO46	-0.792
OAS1	-1.05266666666667
SVIL	1.31175
PHB2	-1.89825
ADCY3	0.0415
NDRG2	3.778
ERMAP	0.1319
APBA2	-1.946
IGSF9	0.70475
WNT6	0.307142857142857
MYCBPAP	0.89275
ATP2B2	0.3355
CPVL	0.3829
TRAM2	-0.101090909090909
NOP5/NOP58	-0.05975
ZNRF4	0.531
TLK1	-0.615375
MTMR12	0.0866428571428571
ZNF384	-0.872166666666667
FAM9B	-2.3715
RPN1	-0.8492
PMVK	-0.3305
EIF3D	1.8812
SIX2	-0.83
HPS1	-0.118928571428572
RNF7	0.53375
PSKH2	0.24
KCTD13	-0.811166666666666
CSMD3	-0.0367777777777777
FBF1	-0.288
IL8	-3.691
SERPINB13	1.03122222222222
FBXL20	-1.4395
BLR1	0.449
SH2B1	-1.8975
RFNG	-1.96075
RAB20	-0.1285
RBM7	0.78425
POLR1A	-1.24766666666667
TMPRSS4	-2.2825
TAF9	0.67
TERF2	-1.54933333333333
TNFRSF1A	-0.643916666666667
ACADVL	-1.52483333333333
GTF2H5	1.616
EDG8	0.7554
C9orf140	-2.887
UST6	0.7865
ZBTB8OS	1.071
ZNF710	-1.447
GPR174	-1.672
ATP6V0A2	-1.0885
KIAA0319L	-1.129
XKRX	-0.9555
DOPEY2	-1.4318
SDHD	0.76725
SUMF1	1.22825
OSM	1.03675
OPN3	-2.17975
DAGLB	-2.94283333333333
PPFIBP1	0.4444
TRIM63	1.24475
C10orf53	-0.0195
LYPD3	0.271833333333333
BCL7A	-0.490375
AGER	-1.402
TCF19	-2.125125
SAT2	0.6245
PFTK1	0.713
GABRE	-0.69275
C15orf38	1.3076
FIS1	0.7255
KCNV2	-0.1295
CLPS	0.75725
PPCDC	-0.827375
FOXN2	1.08516666666667
NT5E	-0.5215
CD83	0.90275
IL18	0.70775
VPS16	-1.125
IGFBP2	-2.641
NOTCH2	1.49975
SIGLEC1	0.0447142857142857
CD93	6.043
SULF2	-0.2635
CEP164	-1.48525
P53AIP1	0.4525
TOR2A	-0.48
ZNF136	0.412
MGP	6.9723
CCDC144A	-0.2992
TRPC1	0.284
SMS	-1.44883333333333
MAPK7	-0.3755
RRAGC	1.104
PARD6A	-0.526833333333333
NUB1	-0.277833333333333
SYNGR4	-0.86025
OR11H12	0.453
WIF1	3.06975
GCH1	-0.932
OR11H4	0.212
SLC44A5	0.027
GPRIN2	2.0245
LOC401431	-0.0575
CPA4	-1.3739
MELK	-2.66522222222222
IL15RA	1.32775
CUL3	1.123125
HMBOX1	0.0405
PODXL	-0.3335
CCT6B	2.43583333333333
COMTD1	-1.7605
MUC20	1.0618
GPX2	-1.425125
ITK	-0.96775
FBXL5	1.2915
C13orf27	-0.83125
DEFA5	0.8265
TRHDE	-0.517
MTP18	-1.38116666666667
UQCRQ	0.4809
ITGB2	0.0565
CSRP2BP	0.536
TAS2R44	0.7515
PHPT1	-1.221625
FAM44C	-0.34625
ERH	0.4225
MPHOSPH1	-1.631
MORC1	-2.321
PARVB	-1.35175
LAMA1	-1.75808333333333
PGBD3	0.73275
GIMAP6	5.7925
AREG	0.825666666666667
LIPT1	2.05125
MGC99813	-0.49325
C1orf201	-0.5415
GRIN2A	-0.672
MAN2C1	-2.25525
NSUN5	-2.15475
SF3B5	-0.132
MYC	-0.271
NRXN1	0.300916666666667
ZNF18	-0.2315
SPDYA	0.115428571428571
SLC37A1	-0.4355
DECR2	-0.85525
ANKRD38	1.57175
SPTLC3	-0.852090909090909
SUPT16H	-0.879875
DTWD2	-0.8925
ULBP1	-0.478
ZADH1	1.02233333333333
OIP5	-3.46475
IL10RB	-0.155833333333333
OTUB2	-0.917
VWA3A	0.2122
SPIC	0.474833333333333
OR6C4	-0.5765
PSCD4	0.656833333333333
DPY19L2P2	-0.342
TRAPPC6A	-0.766166666666667
C21orf2	-0.9576
CEMP1	-0.65825
LIN7B	0.1335
E2F7	-2.40683333333333
VCP	-0.9215625
LAMA3	3.033
BGN	-0.57675
GPR160	0.426833333333333
COCH	-3.53916666666667
GPR81	2.619
APOBEC3F	-2.44525
tcag7.1017	-1.90275
C1orf32	0.3865
SCGB1D2	8.83875
FLJ43987	2.126
C6orf170	-1.7555
KLK9	0.7045
GPD1L	0.77825
VPS37B	-0.6595
ATG3	0.883833333333333
ADAMTS17	-0.204
KLHDC2	0.8115
NDUFV2	0.2595
BLK	-2.568
MATN4	0.579
GPM6A	0.88
GBP4	2.31533333333333
TMEM162	0.164
PKP2	-0.1535
HRASLS	1.43755555555556
MMP1	-5.647
SFXN3	-0.1087
FSD1	-2.27916666666667
ST6GALNAC3	0.462166666666667
CA12	1.5839
NCOA6	0.928
C19orf58	-0.8708
PPP4R1	-1.06783333333333
MAN1A2	0.047
IKBKAP	-1.0795
UPF1	-2.07633333333333
KIAA1219	0.008
WNT16	0.7346
SNW1	0.203
IL18RAP	3.409
RPP30	-0.140571428571429
CDC40	0.0855
SETD3	-0.1385
SLAMF6	-0.8365
ELK4	-1.629
TRIM47	-1.12983333333333
ACOX3	0.175125
TRIM6	2.672375
KIAA0372	-0.331333333333333
TP53AP1	1.218625
SMURF2	-0.7975
ADAD1	-0.526
EBP	-1.149
KRTAP13-2	0.358
FLJ36874	-1.85166666666667
TOR1A	-0.474
P2RY4	-0.3325
GPBP1	0.5395
TRPV1	-0.2985
ADAMTS12	0.0983333333333333
PES1	-1.7122
ATG4A	1.15033333333333
MAGEA10	-2.59133333333333
WFS1	0.282
CC2D1B	-1.407
PABPN1	0.706
SLC25A30	0.4
SLCO1C1	0.621166666666667
SLC22A5	0.90775
KIF23	-3.43
SYN2	-0.0316666666666667
ASPN	6.123
CENTG2	-0.78275
QSOX2	-2.195
FLJ10815	-0.539
STK24	-0.938875
SPEG	0.8061
STK10	-1.39166666666667
DACT2	1.5765
AAAS	-1.87775
SSX3	-0.418625
ABCD3	0.4149
C4orf12	2.420875
PARVG	-0.8935
FIG4	-0.4135
C9orf46	1.44225
TMCO6	-1.1605
IGHMBP2	-2.97475
DUS2L	-1.99983333333333
FAM3C	0.9973125
TMEM16D	-0.843285714285714
DCTN4	0.71725
KCNH3	-0.336666666666667
EIF2AK2	-1.555
AP1S3	-0.88775
CST4	0.457
PAM	1.362375
NUTF2	-1.6065
CITED2	1.6682
SLC39A4	-1.34275
C2orf52	-1.063
GRM3	0.26675
C12orf49	-0.581875
CCDC49	-0.75
GRAMD1B	-1.104
FNDC4	0.46
SIAH2	-1.63475
GDPD4	0.30275
C21orf87	0.066125
ATP5A1	-0.0435
C16orf63	-0.7085
LOC388135	-0.263666666666667
ATP5J2	-0.66875
MMP3	-2.52675
EMID2	-0.9535
CRHR1	-0.12625
WDR70	0.20475
C13orf31	0.61825
ZFAND1	1.8335
CCL18	5.716
C3orf49	-0.6615
RINT1	-0.9875
KIAA0408	0.461
F13A1	6.4059
SLC10A1	2.422
OGN	6.07525
GIPC2	0.82
XPO6	-1.94966666666667
LCE1A	-0.294
FMR1	-0.1555
LOC374920	1.1305
DUSP3	-0.051
ANKMY1	-1.70775
C7orf50	-2.6855
BBS9	0.3798
UNC119B	0.126285714285714
C9orf72	0.6795
MGC35440	-1.12575
ENTPD6	-1.630375
PPP1R2P9	0.229333333333333
ERCC4	-0.56825
FAHD2B	-0.4455
HMHA1	-1.9215
HACL1	0.40775
RAD23A	-1.89783333333333
FAM83B	-1.40425
PPP5C	-2.013
RNASEH2C	-0.977
C9orf153	-0.342333333333333
SCAMP4	-0.8075
GHITM	1.3676
NDUFB7	-0.58775
ADCYAP1	0.02925
SP110	1.51716666666667
MAP3K7IP2	1.241
DHH	0.6485
AGRN	-1.33092857142857
WDR33	1.2435
CEP290	0.483833333333333
PRPS1L1	-2.3286
KLRA1	-0.604
GPR97	0.3925
CHD7	0.283416666666667
TLR10	1.02575
SLC30A8	-1.1325
HIC1	0.275166666666667
IAPP	-0.6335
RXFP4	0.05125
GP1BB	0.3995
SHQ1	-0.671
NKX2-3	0.501666666666667
API5	-0.34775
FTHP1	1.393
MOV10L1	0.217833333333333
TRIM6-TRIM34	3.86583333333333
ADHFE1	1.1945
FAM117A	-0.7805
DDI1	-0.0395
CDON	0.5205
TRIM73	-1.718
IGKC	3.3185
MMP14	-1.57716666666667
DYNC1LI1	-0.088375
C11orf66	-2.06366666666667
TRBV3-1	-1.08125
FASTKD5	0.44625
BIVM	-0.2605
LHX4	0.591
CXCL2	5.4766
RAB2B	-0.646833333333333
IZUMO1	0.36425
MAP3K15	-0.274875
FAM19A2	0.648666666666667
ZC3H8	0.464666666666667
ZMAT1	2.14625
SPINK5L3	-2.03525
SLC10A6	0.86
APPL2	0.083875
CARD10	-1.07766666666667
LOC402176	2.3205
EEF1D	-0.00910000000000004
RAB6A	-0.2596
C12orf5	0.039375
PAPOLG	-0.0015
MSRB2	0.802
BCR	-0.509555555555556
PUS3	1.774
TIAM2	0.236
ZNF317	-0.462
CHD2	0.0202857142857142
FZD5	-0.814863636363636
NUDT8	-1.704
ZNF763	-1.673
PRC1	-3.53933333333333
ABCB9	-0.835333333333333
SPATA3	0.85675
TRAK2	0.19925
STAB1	1.068375
LRRTM2	0.0313333333333333
psiTPTE22	0.21575
DBI	1.48275
SERPINA11	-1.42975
NAT5	0.34725
C20orf58	-2.75625
RPS6KA4	-1.61733333333333
FLJ90650	2.292
TGFBRAP1	-1.3305
CHRDL2	1.217125
FAHD2A	-0.1955
CNTN1	0.35175
BBS4	-0.0892
TMEM181	0.36525
MINPP1	-1.24175
MPHOSPH6	0.8155
HOXC10	-0.5465
ITPKB	-1.241125
CLPTM1L	0.00762499999999994
MEOX2	1.9055
ATP6V0C	-1.39075
PRPF8	-1.58216666666667
TMC5	2.92375
FKBP3	-0.03425
PLEKHB2	-1.50925
OR4D6	1.5335
ZNF544	-0.501
D2HGDH	-1.152125
RPL18A	0.7867
HEL308	0.740875
MPP6	-1.3865
TCERG1	-1.697
KRT16	0.918666666666667
KLF17	-0.6505
KLF5	1.937375
CDR1	3.456
VCX3A	-1.964
FBLN2	2.785
C14orf104	-0.64175
HBE1	-4.4462
OR4S2	1.444
C1orf108	-1.718
ROBO4	4.47233333333333
CPEB4	-1.354
C11orf80	-1.38016666666667
BCKDHA	-0.861666666666666
MYOC	6.63875
GIF	-0.944
CKMT1A	1.3575
RPL3	1.8468
THBS1	1.977375
APOO	0.035
ARMCX1	2.405
HSZFP36	1.34725
SNAPC5	0.0495
EIF4ENIF1	1.0505
ZNF433	-0.64375
TNFRSF21	-0.682
TMPRSS7	1.687
SPATA18	1.58177777777778
HPDL	-1.5865
MKL2	2.1734
TBX3	0.442384615384615
C21orf93	-0.061
DAXX	-1.88125
ELMO1	-0.76275
RGS13	2.114
TAF11	-0.9695
UNC13A	-1.789625
LOC653314	0.6351
ORC3L	0.6105
IMAA	-2.7485
TARBP2	-1.88425
CABIN1	-1.0638
TRIOBP	-0.646
HIST1H2AC	-0.358
RGS22	0.0195
NCOA1	1.74816666666667
IL25	1.3005
SNCG	2.158
GPR6	1.0465
AMDHD1	-0.306833333333333
CHEK2	-0.8955
C6orf142	0.73025
DRD4	-0.52475
C14orf68	-1.14975
GDF11	-2.45425
SEMG2	0.83
CD247	-0.87675
CDAN1	-1.78775
RBMX2	0.240833333333333
TGS1	-0.862
OIT3	0.39375
SYF2	1.50475
MCM4	-3.513
PKHD1L1	1.15371428571429
CEP192	-0.263666666666667
IFT88	0.3565
RPL9	2.98292857142857
RAB32	1.218625
DDX43	0.77525
P2RX2	0.686333333333333
OR5D18	0.49
UBE1	-1.33291666666667
SLC24A1	1.598875
ARHGAP5	-0.1845
CETP	-1.616
KIAA1731	-0.693166666666667
SLC9A4	0.176
PTPN6	-1.55025
BAHD1	-0.30925
GRIK3	0.6375
CACNB2	0.6253
PDE10A	-1.145
DGCR14	-2.0545
PCDHB9	-0.00599999999999997
RHOQ	1.8785
MAP3K4	0.33025
KTI12	0.274
RPL23AP13	0.31375
GNG11	2.77075
CLCN3	0.551
GPAM	1.76875
VSTM2A	0.8895
SLAMF7	2.87366666666667
INTS2	-1.188
PPP2CA	-0.4556
LRP12	-0.323666666666667
SEC14L2	1.64722222222222
DKFZP586H2123	5.88425
MC3R	0.0745
CIRH1A	-1.70583333333333
HIST1H2AB	-0.562666666666667
POLH	-1.48842857142857
MGC16703	-2.39816666666667
SNAPC2	-1.2585
FILIP1L	1.862
RASGRP4	-0.345
LRRC1	1.7215
GAS1	2.405
PRAC	-0.135
DGKA	-0.825166666666667
NT5C3	0.14225
PEG3	-1.53975
NADK	-1.88875
PRR17	-0.691
LOC374569	-0.16975
SGSH	-1.5755
NLRP8	0.9775
GALT	-0.3199
MCF2	-0.5815
ZNF263	-2.01275
TACSTD1	1.32483333333333
TYR	-5.3753
ATP6AP2	0.91875
RNUXA	0.9935
ABHD10	0.5837
GDPD2	-1.26666666666667
SLC35C1	0.136
UBE2A	0.661625
HERC5	0.02
FAM112B	-2.90566666666667
FBXL16	-0.062
DKFZP434A0131	0.25125
ELA3A	-0.7595
RBM41	-0.92675
HAO2	-0.018
RNH1	-1.492375
SHANK2	2.20233333333333
OSBP2	-3.294875
DAK	-2.29333333333333
C3orf58	0.0355
TCL1B	-1.3075
KBTBD2	-0.551375
SUGT1L1	0.114
UBE2E2	-0.8615
MYL9	4.77
CDC23	-0.532333333333333
PBXIP1	1.5474
CXorf40B	0.1015
NBL1	0.3115
RTBDN	0.383
RAB11FIP5	-1.00975
TTTY13	-0.227
SCOTIN	-0.949833333333333
SOHLH1	-0.580833333333333
CDKN1A	-0.511571428571429
NCK1	0.8135
ZNF550	0.66925
SAPS3	0.21425
SPIN3	-0.0646666666666667
MAGEE2	0.262
MIS12	0.230833333333333
OR8H2	-0.6815
KIAA0774	-1.462
UNC5D	-1.382
CUL7	-2.39083333333333
LIPC	-1.05366666666667
DIO1	-2.832
C20orf11	-0.797
CTRL	-1.09766666666667
HS3ST2	1.0945
PAK4	-0.394333333333334
CCRL1	5.3525
RNF10	-1.681125
ZNF567	1.787
ZNF660	-1.1825
TCEAL3	1.00475
MAGOH	2.6905
CENPB	-1.01466666666667
C19orf7	1.496
LOC388965	1.22775
ZCCHC13	2.253
JMJD1A	-0.3778
HIST1H4H	-1.2315
TBRG1	0.0551
GPC3	-1.558
TAF1C	-1.13225
EBNA1BP2	-0.4295
CIAPIN1	-1.539
PDGFRA	1.05305555555556
CSTB	-0.163
CENPI	-1.9035
GTF2E2	-0.360666666666667
RPP21	-0.68575
CCNF	-3.46666666666667
KCNQ3	-0.7665
FAM79A	0.58825
SLC22A12	0.782
NOVA1	0.575666666666667
FZD3	1.1787
AKAP8	-1.15425
SOCS5	1.007375
CFDP1	-0.318
DLG5	0.799
PGM5	1.1635
C1orf144	-0.428666666666667
HDAC10	-2.7465
RND2	-1.13525
C20orf199	1.47675
RNMT	-0.367
SLURP1	-0.1545
ASTN1	0.804375
SH3BGR	2.10775
MYCL1	-0.62125
ZHX1	0.651
CENPK	-2.57175
FOSB	3.1435
LOC643406	-0.0429999999999999
C2orf59	0.023125
TMEM135	-0.2475
SLC27A2	-3.626
KRT33A	1.329
OVOL1	-0.187125
PAMCI	1.14366666666667
S100A7	1.255
ZNF789	-0.21
HARS2	-0.045
RPL23A	0.7645
TCF23	0.4725
UPF3B	-0.221625
C17orf78	0.87
HLA-DOB	0.173
C14orf142	1.16216666666667
TEKT5	0.3248
DMWD	0.186
POLD1	-2.72583333333333
GSCL	0.504
CALD1	1.0657
SCRT1	-0.3488
AIG1	2.34775
UNC84B	-1.63875
ZNF404	0.992
TMED6	-0.312
KIAA1462	0.534
LRRC27	0.451333333333333
PYGO1	-1.003
PIGU	-0.973333333333333
ALAS2	-2.5875
WRNIP1	-0.592625
CNNM3	-2.0485
ZNF2	-0.248666666666667
ST3GAL5	-1.113
MRPL23	-0.379
TSSK6	-1.03366666666667
PSMA6	0.1325
C16orf70	-1.52525
KIAA1602	-1.07275
ALMS1	-0.120833333333333
DCN	6.33875
TMEM132D	-0.32525
SUCLG2	-0.30025
ABHD14A	-0.23875
DEXI	0.180833333333333
AMPD2	-1.9125
IFNAR2	-1.14466666666667
CYB5A	2.529
TLOC1	0.629473684210526
NXF5	-1.037
NRBF2	1.183375
KCTD3	0.553
ITGAE	0.342
SLC30A3	-1.28533333333333
ZRF1	-0.2325
IFRD2	-1.42714285714286
XAB1	0.55375
PYCR2	-1.94316666666667
SERPINB3	-2.2885
TMLHE	0.2402
GEFT	-1.456375
ABCA5	1.504
EMR4	0.2568
TSFM	-0.28875
HIST3H2BB	-1.48325
ARHGEF19	-1.5055
TSPAN17	-1.18483333333333
ABCC8	1.29775
MAP1S	-1.7675
C22orf36	-0.4855
BNC2	-0.356230769230769
HIST1H4A	-0.5185
NDUFS3	-0.101333333333333
WDR3	-1.07083333333333
XKR4	0.179333333333333
TTC33	0.238857142857143
STMN2	5.12175
CPN2	0.142666666666667
HSPC105	0.966375
PCOLCE2	2.58525
C3orf55	1.967
KLHDC9	0.891833333333333
TBC1D23	0.210625
ATXN2L	-1.90608333333333
MAP2K3	-1.242
SCAP	-1.874
ZNF486	-0.286666666666667
C20orf96	0.452
NARS	-0.46
ADAMTSL1	-0.257285714285714
PRCC	-1.6
CCDC126	2.01733333333333
ZNF675	-0.0145
CALCOCO1	0.44425
ANKRD43	2.15075
CWF19L2	0.4565
ZBTB32	0.415
BRAF	0.23025
ODF4	0.58925
MGC14376	2.4735
HORMAD1	-2.00716666666667
AAK1	0.494555555555556
PEBP1	1.518
TNFSF5IP1	0.294666666666667
DKFZp564N2472	0.587
RMND1	0.4115
IGKV1-5	5.05325
COL1A2	3.23616666666667
SERPINA5	-0.935
AANAT	1.279
C19orf21	-2.6085
GEMIN5	-1.0495
UBR4	-1.47483333333333
LTBP3	-1.72983333333333
AMHR2	-2.06166666666667
PROCR	1.4625
MYBBP1A	-2.402
C20orf39	-2.1944
ZNF697	-1.191125
PASK	-1.66577777777778
ZNF776	0.1915
RFXDC2	-0.469625
KIAA0467	-0.9675
C10orf96	-1.53325
ZNF503	-0.06475
GULP1	0.429416666666667
KCNE4	-1.14333333333333
DKFZp434K191	-0.61775
LOC196913	-0.083
BHLHB4	0.846
CH25H	2.8995
LOC81691	-2.19525
ALPL	-0.071
COL12A1	0.37
FOLR3	-0.873666666666667
GPR123	0.286625
TRIM62	-1.25971428571429
ABLIM1	1.94666666666667
MAST3	-2.1175
RHBDD1	-0.484333333333333
LOC338809	0.413
RYBP	-0.76575
TTC26	-0.73125
ZNF22	0.641
ISCA2	-0.67
RDM1	-1.3775
PIGM	-0.78825
GNB3	-1.5125
ACTR2	-0.9732
HMGB1	0.69645
EDG1	4.47866666666667
SOAT2	-2.93833333333333
OR10AD1	0.559
RAP1GDS1	2.2565
LCE1F	1.541
ESM1	-2.177875
RCN3	-1.324
CREBL1	-0.4755
DBNL	-2.17233333333333
PTGER3	1.3745
USP30	-0.429
BCL2L12	-0.526166666666667
KIF26B	0.26925
ZNF416	0.24675
ZNF225	-0.1205
C17orf70	-2.32425
ZNF554	0.70925
RAE1	-1.297
TNIK	0.3465
ACTN3	-1.424
MGC45922	0.0135
CCNA1	2.70133333333333
RYK	-0.0551666666666666
IL26	2.2895
LRP3	-0.120833333333333
QARS	-1.37975
SOX7	1.14964285714286
BID	0.00375000000000002
OR2S2	0.197
CXCL14	6.703
C11orf47	-1.269
MGC29891	-0.492833333333333
HSPB8	1.9691
PRDM14	-1.585
NUFIP2	0.656
MNAT1	0.577
ZDHHC2	0.67025
MBNL2	1.676125
ADD3	1.033375
CSNK2A1P	-1.93375
KLK6	1.58833333333333
TMEM111	0.126
KIAA1279	0.62
NUBP2	-2.14283333333333
RAB42	-2.31875
ID3	-0.1931
TM9SF1	-1.38875
MDP-1	-0.17625
POU4F2	0.77175
IQCK	0.93325
C16orf14	-2.74025
CAPN3	-1.657125
FAM43B	1.276
RECQL	-0.36925
AP1G1	-0.358
CTNNBL1	-0.581666666666667
ECHDC1	0.914833333333333
SMARCC1	-1.0322
FOXQ1	-1.0085
GNAI3	0.202166666666667
POLG2	-1.23325
CD4	0.53225
ITLN1	0.51325
EBI2	4.2295
IRF1	-1.52275
PTPRE	3.4975
PTK2B	-0.6035
NXNL2	-0.8055
SOX4	-0.0255555555555556
TSPAN3	0.504333333333333
SH2D1A	-2.09016666666667
C8orf58	-0.607833333333333
USP20	-2.6365
DUSP22	0.47425
CALB1	-2.1904
L3MBTL2	-0.33575
MCRS1	-1.5815
TMEM118	-1.5155
C18orf8	0.562833333333333
FLJ10241	-0.996625
GJA12	1.6625
PKD1	-1.68466666666667
ZFP3	0.237
JAM3	0.060875
LAPTM4A	2.4443
DIRC2	0.60075
KIAA2022	-0.0330000000000001
MYOM1	1.93766666666667
TRPM8	-1.9535
MOP-1	0.432
PHKG2	-1.82071428571429
ZNF650	0.198375
KIAA1522	-0.5145
PSG8	-0.399833333333333
DDX19B	-0.5235
MOBKL1B	0.10425
DIAPH2	1.10783333333333
PTPN12	0.47775
CLN8	-1.0235
CRYZL1	1.22366666666667
CRY2	0.0928333333333334
FCGR2B	3.78633333333333
PNPLA4	1.40525
ZNF454	0.192
DKFZp434B1231	-0.4465
CLDN11	1.1583
RFWD2	0.605666666666667
CIB2	0.238833333333333
MXRA8	1.003125
HRK	0.723125
MAML2	0.495
C4orf31	1.564
C6orf192	1.16475
COG6	1.3675
FAM5B	0.01925
NFATC1	0.367
SEPT10	1.02375
SCYL1	-2.0214
RPP40	-0.13825
SCOC	1.1534
KIAA1450	0.81825
CTDSPL2	0.0515
TBX5	0.7092
NAPG	-0.12325
RHD	-3.066
C14orf45	2.09283333333333
ZBTB22	-0.4765
PLCG1	-5.139
ANKRD10	-0.35525
AQP7P2	3.606
TAGLN2	-1.25666666666667
HTR2C	-0.45325
SLC16A7	1.13533333333333
C17orf83	-0.0465
TSGA14	-0.140333333333333
MDH1	0.905
PPP3R2	0.15675
DCBLD2	-0.983642857142857
RBM33	-0.280125
DPH3	0.04175
SYT10	-0.807
FMO4	1.815375
THYN1	0.558
DRD5	-0.1065
OTOR	0.31425
PGRMC2	0.8407
KATNAL1	0.6345
PAQR6	-2.52525
UBE2I	-1.7655
C14orf28	1.2355
C8orf70	1.9305
FLYWCH1	-2.11525
ANGPTL3	-0.07425
GLRX2	0.0311666666666667
ATP11A	-0.951928571428571
ARL5B	-1.30885714285714
MUC16	-0.608
SLC25A5	-0.3455
ACRC	0.00999999999999998
MYO1C	-1.3765
FAM89B	-0.411666666666667
FAS	2.114375
KIFAP3	0.978
GLRA2	0.874
BTN3A2	-0.0804
CNKSR3	0.06425
CSTF3	-1.88016666666667
ARPM1	0.6585
KIAA1530	-2.305
C9orf150	0.976333333333333
PRKCI	-0.014
tcag7.1015	-1.85125
SOD3	1.9825
ZNF574	-0.21375
CYP21A2	1.6115
RPL12	1.122
COMMD2	0.1735
WIZ	-1.384
LOC344405	0.31575
ALDH4A1	-1.50452941176471
CRYAB	6.4115
COPA	-0.124068965517241
PCDHGA7	-0.179
KIF11	-1.84918181818182
RASD2	-0.026125
SLC26A3	2.622
ZNF175	0.0625
JAKMIP2	-2.58071428571429
C8orf4	2.03483333333333
PTHLH	1.1745
SLC40A1	3.7445
OR7D4	-0.1485
PCDHB17	0.1325
CD36	7.66914285714286
C6orf203	1.9745
PRKG2	0.254
LOC400566	0.09875
ANAPC13	0.753
SLCO3A1	-1.06075
ZNF692	-2.361
FANCL	-0.4155
SH3GLB1	1.38325
C12orf61	0.563
KBTBD6	0.45875
SUPT5H	-0.45675
XRCC6	0.5361
HUS1B	-0.7303
FAM133B	1.13328571428571
LOC728276	-0.031
KCTD18	1.084
SOS2	1.693
CCDC99	-1.851
C1QTNF5	2.276
NNAT	1.23583333333333
USP16	1.332
LARS	-0.674625
ZBTB2	-0.032875
ABO	0.331666666666667
TRAF3	-0.221
GALNT5	-1.9145
NAP5	1.48342857142857
ALG14	1.64216666666667
KIAA0515	-0.268692307692308
WDR75	0.0546666666666667
TEX261	-1.1625
LY86	2.026
LOC389072	-1.861
FLJ13611	0.5205
MRGPRX2	0.1535
SNRPA	-1.8735
OR2G2	-0.7815
GPRASP2	2.092
C7orf42	-0.1843
C9orf163	0.317
CYP11B2	1.7655
