Hybridization REF	TCGA-BH-A0BQ-11A-33R-A115-07
THBS2	-1.4675
LOC751071	-0.565333333333333
CA2	1.13466666666667
RANBP17	0.337
RLN3	-0.08075
CRYZ	-0.802166666666667
GBAS	-0.372666666666667
TAS1R1	0.43775
MPZL3	0.577
PCDH8	-0.237666666666667
HSP90B1	-0.74875
KCNK15	-0.5955
TNIP2	0.0125
GPR146	1.57
NOL6	0.049125
SPC25	-4.753
STEAP2	2.65364285714286
VAMP3	-0.1875
TCIRG1	-0.16775
ZP4	0.049
PARL	-0.47775
TRIM39	0.0613333333333333
KIAA1305	1.64775
CRNN	0.071
GRN	0.5915
HSH2D	-1.51775
SCAMP1	0.0145
KIAA1913	0.95475
PTS	-0.7975
BANP	-0.256928571428571
PRKACG	-0.1385
ADCY6	0.467166666666667
C16orf46	1.955
CYP51A1	0.293
DDC	-3.21825
ANPEP	2.257
PROM1	3.32033333333333
SIGLEC10	1.567
COPG	-0.2895
FAM26E	0.3135
TRIP4	0.54625
SNX3	-0.233833333333333
C1orf175	1.03033333333333
PPY2	-0.35975
C14orf152	0.6665
FTSJ1	-1.1045
DST	1.9948
LOC554235	-0.223
GLRX5	-0.5645
C20orf12	1.1269
CAB39	0.0726666666666667
MSH2	-1.688
PIP4K2C	0.287375
CYLD	0.629875
WTAP	0.616875
MGAT4A	0.593666666666667
TSC22D4	0.681
CHRM2	-1.0005
PPYR1	0.381333333333333
CCNH	-0.133166666666667
RRM1	-1.553
ECAT8	0.13675
LOC400120	-0.1505
GABRA4	0.041125
C14orf4	0.3365
C1orf59	-0.61
CTDSPL	0.742333333333333
NHEDC2	-1.0865
PDE11A	0.08125
KLHL29	2.3455
CD5	-0.6736
TSPAN9	1.1535625
WDR67	-2.16175
THUMPD1	0.6615
C18orf17	-0.31675
CLYBL	0.474
FLJ13231	-0.571375
CMBL	-0.429375
LECT2	-0.5355
NKAPL	2.7355
LOC654780	0.3635
OR4C6	0.707
RAB30	-0.7695
TSSK4	-0.0035
TMEM163	2.808
OSBPL11	-0.330083333333333
GNB5	-0.7185
CCL21	2.46575
C1orf121	-0.736333333333333
FMO2	3.50716666666667
RPTN	0.7055
MSTN	0.161
VCL	0.0797142857142857
FYTTD1	-0.33575
C11orf1	0.391
CCDC88C	-0.0355
HFE	-0.564444444444444
MOGAT1	1.4765
FAM125B	1.14466666666667
IRGQ	-0.18
RAVER2	0.67625
AKAP5	null
SSSCA1	-0.6115
C11orf63	0.803
ACTG2	3.0789
PORCN	-0.6785
DTL	-3.32363636363636
TMEM151	0.36225
FAM122C	-0.4765
RSAD2	1.0554
BAT4	-0.1205
KRTDAP	-0.4635
MYH8	0.235
CRTC3	0.4105
LRRFIP2	-0.1461
INTS4	-0.733333333333333
TTN	-0.9295
SLC26A5	0.766
PLLP	-0.242
RGS6	0.22425
SRGAP3	1.4895
ZNF525	0.296833333333333
NBR2	-0.197
C13orf1	-0.2493
ZNF137	0.0395
CEP27	-2.1545
BEST2	-0.0515
RNF121	-1.3735
DMRTC2	0.40575
C8orf76	-0.7095
BCCIP	-0.75125
MEST	0.34125
HTRA2	-0.2065
ANGPTL2	1.63575
ILKAP	-0.8125
ERAS	0.2905
HBS1L	-0.6525
CPA5	0.539
TMEM30A	-0.1635
CD300LF	1.14516666666667
WISP3	2.7305
CRK	0.620714285714286
PDS5A	-0.7211
BRPF3	0.00933333333333334
NEDD9	1.69
SMPDL3B	0.994
PSG6	-0.30525
PSMD13	0.0575
ETV5	0.912625
OR51A4	0.2695
BTBD7	0.96475
GSTO1	-1.072625
hCG_16001	0.5555
MAD2L1BP	-0.457
COX6A2	3.1315
SCNN1A	2.39766666666667
LSM1	-0.721666666666667
UGT2B11	-0.136
IDUA	1.43275
PPP2R3C	-0.531666666666667
COX11	-0.737166666666667
PDZK1	-2.1505
ZNF443	0.409
MGC21874	0.702833333333333
ZNF323	0.7943
KRTAP10-10	0.483
CXCL6	1.07425
SLC34A2	2.8439
LOC284402	0.112
NPTN	1.46741666666667
UPP1	-1.98583333333333
SLC6A9	-0.4505
OR7G3	0.1695
CISD1	-0.9475
ZNF545	0.0481666666666667
SYT14	0.1495
NT5C3L	-0.257166666666667
ZNHIT3	-0.2005
SNRPD3	-0.74775
KIAA0701	-0.578875
UNC93B1	-0.145833333333333
GMNN	-1.75525
SPCS2	-0.239833333333333
LOC388524	0.704
NAPRT1	0.56225
PNLIPRP1	0.163
OR6V1	0.46
PRKAB1	0.056
EYA4	-1.64333333333333
KIF20A	-4.0535
ALG10	-0.7935
ITPKC	2.79983333333333
LMX1B	0.285
RPUSD4	-0.088
C7orf34	-0.0928333333333333
DLGAP2	-0.087
PFN1	-0.8278
MICALL2	0.306916666666667
ZNF654	0.234
SS18L1	-1.3095
SLC16A8	0.696
MKI67IP	-0.134666666666667
ITGB3	-0.37475
TCEA3	1.1325
CEP152	-1.698125
CLIP1	0.946875
ZNF75	0.1689375
ATP5C1	-1.089
NUDT5	-1.46316666666667
PSCDBP	1.2935
UBP1	-0.89425
RBM27	-0.216
C13orf15	2.544
ZNF282	0.219833333333333
ZNF222	-0.3634
COL10A1	3.10875
PRDM15	-0.337375
TTTY5	-0.373
FAM9C	-0.3113
C20orf67	0.49375
GNG13	2.5205
F12	-0.42025
C1orf41	-1.217
CPXCR1	-0.2635
GSK3A	-0.159375
SUPT6H	-0.0653333333333333
PI16	3.80066666666667
ELL2	0.0919166666666666
C9orf167	-1.96483333333333
PVRL3	-1.0127
FLJ38596	-0.05875
ADAM20	0.089
GPR89A	-0.773
GPR87	1.7035
ZNF30	-0.6095
SMR3B	3.865
ZNF770	-0.155625
TRPC4AP	-0.322
DKFZP686E2158	-0.124333333333333
C2orf28	-0.140833333333333
FREM1	2.43316666666667
LAMA4	0.903666666666667
ADPRHL2	0.29475
EIF4G2	-0.528333333333333
GUCA1A	-0.301
CTNNA2	-1.167375
NUDT15	-1.46583333333333
CEPT1	-0.774333333333333
ZNFX1	0.4827
CCDC92	1.186
TDRD1	-0.37
KCNK5	-0.7725
ETNK1	-0.426833333333333
LTA	0.04
TTPA	0.0742
B3GALNT2	-0.4875
SC65	-0.5975
PEX5L	-1.14171428571429
EPS15L1	-0.50225
MGEA5	0.4765
HIST1H3A	-0.3105
ING1	-0.707375
BCAT1	-3.851
ORC6L	-3.856
KLK11	-2.4475
C19orf28	-1.243875
DNER	-2.81875
MED22	-0.573785714285714
ETV6	1.97575
CHAC2	-2.519
CD300E	-0.0695
CEBPB	0.651333333333333
ZNF398	-0.156
LRCH3	0.1215
HMGA1	-1.36066666666667
CAPN7	-0.248666666666667
MGC5566	-2.57275
CCL3	2.189875
NANOS1	0.735125
ZFYVE19	-0.218
APITD1	-1.13433333333333
PARD3	1.062875
IRAK4	-0.582833333333333
SERPINI2	-0.66
CEP170L	-1.1535
TTC9	2.03375
MYOM3	-0.19725
MLPH	0.413
LOC222699	0.0095
NRG1	0.96
TBC1D9	2.87872727272727
TTK	-3.82133333333333
ZNF557	-0.1
DDX41	-0.495166666666667
FANK1	1.694
UBE2D2	0.0375
PSMB10	0.846625
MYH7B	0.5745
GABARAPL2	0.0515
MARVELD2	1.025
DGCR2	0.873166666666667
UNC45A	0.598333333333333
C6orf72	0.5885
ZNF683	4.03125
GIT2	-0.14325
CASK	0.566833333333333
C14orf161	1.97283333333333
LRRC44	1.0525
TIFA	0.1635
UTP11L	-0.595
C6orf65	-1.03875
FDPS	-0.74575
DUSP9	-1.8835
SLC17A8	0.563833333333333
OR51G1	0.1405
NANS	-0.85125
OLFML1	1.779
ATP10B	-0.540375
NPAS3	2.03025
PRKCA	-1.5552
GGA2	0.1463125
LCE4A	0.186
SPANXN3	-0.14475
CCDC115	0.95825
SDCCAG3	-0.85875
GLIPR1L1	0.61675
TTC1	-0.758
C17orf76	0.212
MAD2L2	-1.85925
HIPK1	0.4838
LRRC3B	1.25983333333333
CLN3	-0.221727272727273
C17orf47	0.418
FMN2	-1.360875
TUBB1	-1.01025
WAPAL	-0.408666666666667
C3orf21	-0.806125
SCN5A	-0.2398
SMYD1	2.729
BEX5	1.795
ZNF192	-0.46
SEC22A	-0.373
GRIA2	0.595071428571429
KIAA0825	-0.7935
NUSAP1	-3.85409090909091
LANCL1	-0.456
C15orf40	-1.0067
ZNF645	0.12925
GPR61	-0.16725
NLRP14	0.204
SNX21	0.3588
C1QTNF8	-0.611
C17orf46	0.759
IFNA8	0.7105
SPRR1B	-0.4375
FLRT1	-0.168
SNX17	-0.014
ASB2	0.225
HBG1	-5.864
RPRML	-0.25075
JOSD2	-0.0388333333333333
PLSCR3	1.0685
SPOCD1	-1.53166666666667
RAB39	0.278
GHRH	0.0431666666666667
ITIH5L	0.6615
C17orf37	0.12875
SMCR8	-0.09175
DPY19L2P3	-0.00483333333333337
IL11RA	2.40316666666667
GDF3	-4.63683333333333
RPS6KB1	-0.750666666666667
DNAJC19	-0.0951
TOP1	-1.171
CRCT1	0.469142857142857
MPST	0.058875
DPM2	-0.0935
FAM38B	-1.9
SLC18A1	-1.88366666666667
FARP1	0.257
PAX7	-0.16425
TUBD1	-1.40975
GNL3	-0.04125
BTG2	1.91686666666667
NDUFS6	-0.8725
C1orf79	-0.24175
ERAL1	-0.3875
ECHS1	0.61375
VPS4A	-0.0396666666666667
CYP11A1	0.147375
ABCC6	-1.05135714285714
PBX4	-0.2225
MOSC1	0.821375
NCF4	0.192
HYMAI	0.0605
NAGPA	-0.5445
OTOP2	0.2045
ACOT12	0.282
MTHFD2L	0.07025
LOC441376	2.38525
C19orf34	null
RAB1B	-0.33325
ALDOAP2	-0.887
NTRK1	-0.205333333333333
ARTS-1	0.6005
SLC6A11	-1.073
NAP1L2	1.862
CNGB1	-0.0871666666666666
EPB41L4B	0.85575
FAM134B	1.627
HS3ST3A1	-1.88016666666667
CPXM2	5.66725
SIRPB2	0.046
CHORDC1	-1.58216666666667
TRIB3	-1.39933333333333
SLC2A5	0.251
C2orf49	-0.775833333333333
DDX5	0.44475
OR5L1	1.013
ANAPC4	0.135833333333333
ZSWIM1	-0.146
LOC93622	-0.46425
KCNK3	0.1749
RP11-35N6.1	-0.670375
ZFP161	-0.333833333333333
AQP9	-0.01675
SLC15A2	-0.349
MREG	0.0911666666666667
OR9I1	0.352
PDLIM2	-0.49625
ADAM7	0.1475
GSTCD	-0.188333333333333
WDR21A	0.01775
SLC12A8	0.479166666666667
TMEM174	0.04125
IGSF3	0.20975
LRRN1	1.065
LOC402117	-0.144
SRPK1	-1.44066666666667
LY6K	-0.4494375
NFIA	3.3045
PTCD3	-1.132625
LEP	3.60416666666667
PCDH21	-0.1455
MAPKAPK2	0.383428571428571
NMNAT1	-0.280833333333333
LHFPL2	1.299625
C9orf43	-0.1235
DIP2A	-0.646
ACTR8	-0.733625
CCDC34	-0.69275
PTPN22	-0.8235
ITGA3	0.5545
FAM129C	0.715
RABGGTA	0.694333333333333
UNC45B	0.53425
KIAA1033	0.214875
ZNF510	-0.3825
CYP2D6	-0.00566666666666666
SLC26A10	-0.1145
STX8	-0.4355
LUZP1	-0.29275
WDR89	-0.510833333333333
EIF4G3	-0.1343
C5AR1	-0.18025
ZNF623	-0.6245
A2M	2.206
TGM7	0.4285
GRPEL1	-1.11333333333333
LMNB2	-1.7426
ROCK2	0.033
SNX16	-0.023875
CCDC66	0.46
ANXA3	1.8815
KIAA1609	-0.626375
EED	-0.6715
RNF32	-0.0473333333333333
HES1	0.9334
CLC	-0.167833333333333
ISL1	-0.0573333333333333
KIAA0528	0.22525
MANEA	0.244
C1orf61	-0.344
hCG_2001000	0.71025
RAPGEF6	0.0761
KIAA0020	-0.173333333333333
NEIL1	1.9015
C16orf45	0.015125
RBM10	-0.0411666666666667
C10orf125	-0.834375
MRS2L	-0.7715
DNAH17	-0.734142857142857
C19orf10	-1.091
C1orf160	1.0695
SLFN12	0.935
EXOC3	0.223166666666667
HIST3H3	0.1855
NCOR2	0.762666666666667
TNFRSF9	-0.86725
MFSD8	-0.5235
ALX1	-3.8715
NOL1	-1.327
PODN	2.513
TIAL1	-1.32325
HIST1H1E	-1.5835
NPY6R	0.27675
TM4SF4	0.5885
CORO2A	-0.30775
ETNK2	0.097
APOE	0.8242
ANGPT4	0.459
HDGF2	-0.309
G30	0.8695
ST8SIA4	-1.23914285714286
F2RL1	0.222125
FAM19A4	0.38175
CCAR1	-0.346
B3GNT7	0.05475
OPHN1	0.5154
DSCR6	-0.647
C21orf13	0.868333333333333
GAS2L1	0.511166666666667
RFX3	0.253833333333333
COPS4	0.099375
BCHE	-2.8525
BCL2	2.69125
HBZ	-3.47716666666667
ARL13B	0.777375
MAPBPIP	-0.625125
MYO15B	0.908875
SPZ1	0.61575
KIAA1324	3.05
PLCL2	0.00337500000000002
C4orf29	-1.59375
WDFY2	-0.632375
ZNF284	-0.78
NAALADL1	1.2565
DUSP5	-0.3305
PXDN	-0.265
SLMO1	-0.96125
TNXB	1.2283
BIRC7	-1.0855
A4GALT	0.773833333333333
TIMM22	0.01125
FAM110C	1.1695
TOMM34	-1.018375
ABHD9	0.8975
ADAM32	0.707
CRHBP	0.03825
AQP2	0.271
LOC130355	0.925
ZNF187	0.204666666666667
ZNF816A	0.004
F7	0.444
CNOT1	-1.0443
SLC13A4	-0.327
ZBTB11	-0.24925
B3GALT5	-1.02425
EXOC2	-0.3275
IRS1	1.2246
TMEM1	-0.243
MRPL34	-0.275333333333333
SAMM50	-0.49625
CDC42EP3	0.460625
HSF2	-0.7671
MFN2	0.012
TSPAN7	-0.290333333333333
NUCB1	0.441083333333333
RHOH	-0.002
ARL16	-0.3995
TACR1	-0.54125
SFRS5	0.032
SNX25	-0.574375
RHBDF1	0.877666666666667
PCDH18	3.082
HMG1L1	-0.64375
MYO5C	0.655625
MAPK10	-0.593
LDHAL6A	0.576833333333333
NUDT12	0.519333333333333
NCAM1	-0.154625
GLIS2	0.6985
GGTL4	0.24475
DAPP1	0.88525
ATF7	1.158625
KIAA0748	-0.702
NFIL3	1.15
TM6SF1	0.4707
SEZ6	0.130375
NANOS3	0.582
DNAJA3	-0.6025
CLDN6	-1.8735
CIITA	2.2833
EPHA4	0.328833333333333
FANCC	-0.4615
CMTM3	0.531375
PSG3	0.01625
MRPL15	-0.97
C21orf59	-0.2425
PLCXD2	-0.32275
C2orf34	-0.40675
UBE2L6	0.49275
MED14	-0.803
HP1BP3	0.7639
C6orf208	0.476
TPBG	0.0885
OSR2	-0.30875
XPC	0.5485
KLHL7	-1.02816666666667
CCR3	0.417
AGTPBP1	-0.377333333333333
PCSK6	0.558466666666667
STAT5A	0.4441
FAM18B	0.29575
LONRF2	1.19816666666667
PTPN2	-0.433375
SF3A3	-0.330166666666667
EFCBP2	0.00575000000000001
HCFC1	-0.467333333333333
AHNAK	0.8987
ACTR5	-0.64675
KIF14	-3.798
TENC1	2.31125
HEATR5B	0.5275
YIPF2	0.116833333333333
MYEOV2	0.2835
DUSP18	0.8765
KIAA1012	0.08775
AHR	0.278833333333333
C17orf53	-1.75866666666667
PTPRH	-2.4325
ATP6V1C1	-0.669
TAS2R3	-0.274
LOC440356	-1.25925
COQ10B	-0.141
PSMF1	0.383833333333333
SORBS2	3.11616666666667
NFE2L2	0.6945
TMCO7	-0.522
SH3PXD2A	0.2892
SH2D2A	-0.8165
SPINK5	-0.57475
MRPS24	-0.52575
OPA3	0.499
TRAF7	-0.392166666666667
C4orf35	0.289166666666667
MT1G	2.662875
MGC39545	0.259
HS1BP3	0.3464
OR2B2	0.0705
CHRM4	0.095
SFRP2	2.49541666666667
RIC3	2.3165
ART1	-0.903
C6orf1	-0.150375
DUS4L	-2.033
C10orf104	0.564
TNFAIP6	1.98875
RTEL1	-0.47725
CCT4	-0.9435
ZNF709	0.49
CHMP6	0.850666666666667
UPP2	0.07075
CYP19A1	-2.328625
CD151	-0.264666666666667
NDUFA13	-0.180166666666667
ARFRP1	-0.894666666666667
FAM26B	1.5755
CRYBA1	0.0335
MRPL41	-0.0735
NPFFR2	0.72725
HRH2	0.4575
SCAMP3	-0.390333333333333
MTMR6	0.4228
MTG1	-0.466666666666667
UBTD1	1.3345
CRABP1	0.679
FLJ33790	-0.4598
KIAA1908	0.0581666666666667
GPR158	-3.09925
PACSIN3	0.0788333333333333
OMD	2.96583333333333
CATSPER1	-1.69566666666667
HOXB8	-0.78475
FBXO46	0.9545
OAS1	0.6425
SVIL	0.9765
PHB2	-0.55525
ADCY3	0.88
NDRG2	3.5625
ERMAP	2.22044604925031e-17
APBA2	-0.892
IGSF9	2.3915
WNT6	1.388
MYCBPAP	0.57
ATP2B2	0.1768
CPVL	-0.6388
TRAM2	-0.829
NOP5/NOP58	-0.016
ZNRF4	-0.16325
TLK1	-0.5385
MTMR12	0.225357142857143
ZNF384	-0.228
FAM9B	-2.4695
RPN1	-0.1846
PMVK	0.04625
EIF3D	0.4173
SIX2	-0.9535
HPS1	0.883214285714286
RNF7	-0.64325
PSKH2	0.5885
KCTD13	-0.860166666666667
CSMD3	-0.0725555555555556
FBF1	-0.299
IL8	-4.74875
SERPINB13	0.295
FBXL20	-1.33775
BLR1	-0.06125
SH2B1	-0.0576666666666667
RFNG	0.31925
RAB20	0.403666666666667
RBM7	-0.1945
POLR1A	-0.462333333333333
TMPRSS4	-2.7625
TAF9	-0.76575
TERF2	-0.3725
TNFRSF1A	1.00558333333333
ACADVL	0.4625
GTF2H5	0.22775
EDG8	-0.0268333333333333
C9orf140	-1.275
UST6	-0.00500000000000002
ZBTB8OS	-0.95325
ZNF710	1.022
GPR174	-1.205
ATP6V0A2	-1.04925
KIAA0319L	0.147
XKRX	-0.811
DOPEY2	-0.1656
SDHD	-0.498666666666667
SUMF1	1.277
OSM	-0.257
OPN3	-1.39425
DAGLB	-0.459833333333333
PPFIBP1	0.4774
TRIM63	-1.0955
C10orf53	-0.024
LYPD3	1.748
BCL7A	-0.02725
AGER	-0.776666666666667
TCF19	-1.821625
SAT2	0.418
PFTK1	1.15116666666667
GABRE	-0.810625
C15orf38	0.5177
FIS1	0.0025
KCNV2	0.316
CLPS	0.106
PPCDC	-0.37725
FOXN2	2.01666666666667
NT5E	-2.1388
CD83	-0.0425
IL18	-1.106375
VPS16	0.378
IGFBP2	0.180666666666667
NOTCH2	0.7525
SIGLEC1	0.992625
CD93	3.593
SULF2	-0.53925
CEP164	-0.0145
P53AIP1	1.03033333333333
TOR2A	-0.1025
ZNF136	0.52125
MGP	4.4077
CCDC144A	0.7215
TRPC1	0.436
SMS	-1.7395
MAPK7	0.376166666666667
RRAGC	0.31175
PARD6A	0.145833333333333
NUB1	0.174666666666667
SYNGR4	0.01925
OR11H12	0.357
WIF1	4.73875
GCH1	-0.326
OR11H4	-0.36
SLC44A5	-0.6625
GPRIN2	2.28883333333333
LOC401431	0.3385
CPA4	-2.4917
MELK	-3.87066666666667
IL15RA	1.30025
CUL3	0.629125
HMBOX1	-2.57575
PODXL	-0.6895
CCT6B	1.38133333333333
COMTD1	-0.57375
MUC20	1.6255
GPX2	-0.88675
ITK	-0.551125
FBXL5	1.5995
C13orf27	-1.72575
DEFA5	0.4485
TRHDE	0.0765
MTP18	-0.404
UQCRQ	-0.1351
ITGB2	1.27041666666667
CSRP2BP	0.04775
TAS2R44	0.3255
PHPT1	-0.167625
FAM44C	-0.4885
ERH	0.19475
MPHOSPH1	-2.237
MORC1	-0.5725
PARVB	-1.041
LAMA1	-0.869
PGBD3	0.1685
GIMAP6	4.086
AREG	1.69533333333333
LIPT1	0.1335
MGC99813	-0.7485
C1orf201	0.0438333333333333
GRIN2A	-0.453
MAN2C1	0.078625
NSUN5	-0.6555
SF3B5	-0.07925
MYC	-0.316875
NRXN1	0.188916666666667
ZNF18	0.05375
SPDYA	-0.2204
SLC37A1	0.5825
DECR2	-0.0205
ANKRD38	0.692125
SPTLC3	-0.801272727272727
SUPT16H	-0.998375
DTWD2	0.3115
ULBP1	0.346
ZADH1	-0.477833333333333
OIP5	-3.79425
IL10RB	-0.732
OTUB2	-0.310125
VWA3A	-0.362166666666667
SPIC	-0.3635
OR6C4	-0.6215
PSCD4	0.813166666666667
DPY19L2P2	-0.402
TRAPPC6A	0.395833333333333
C21orf2	0.198666666666667
CEMP1	0.375
LIN7B	-0.313
E2F7	-3.07416666666667
VCP	-0.31625
LAMA3	3.43825
BGN	0.16175
GPR160	-0.1645
COCH	-3.34783333333333
GPR81	2.106
APOBEC3F	-0.166
tcag7.1017	-0.2285
C1orf32	0.087
SCGB1D2	7.198
FLJ43987	0.086
C6orf170	-0.4245
KLK9	0.3865
GPD1L	0.553625
VPS37B	1.29625
ATG3	-0.568833333333333
ADAMTS17	0.049
KLHDC2	0.0873333333333333
NDUFV2	-0.569
BLK	-1.24825
MATN4	-0.5165
GPM6A	1.138375
GBP4	2.76
TMEM162	0.384666666666667
PKP2	0.8885
HRASLS	0.252333333333333
MMP1	-5.9465
SFXN3	-0.1557
FSD1	-1.92866666666667
ST6GALNAC3	-1.18883333333333
CA12	1.8173
NCOA6	0.0205
C19orf58	-0.5036
PPP4R1	-0.538333333333333
MAN1A2	0.213666666666667
IKBKAP	-0.904
UPF1	0.172333333333333
KIAA1219	0.20625
WNT16	-0.0076
SNW1	-0.353375
IL18RAP	2.7075
RPP30	-0.64375
CDC40	-0.449642857142857
SETD3	-0.108
SLAMF6	0.40175
ELK4	-1.1255
TRIM47	1.704
ACOX3	1.594125
TRIM6	0.9675
KIAA0372	0.158333333333333
TP53AP1	0.510875
SMURF2	-0.64475
ADAD1	0.193
EBP	-1.2533
KRTAP13-2	0.644
FLJ36874	-1.12283333333333
TOR1A	-0.634833333333333
P2RY4	0.363
GPBP1	0.14825
TRPV1	0.127375
ADAMTS12	0.592666666666667
PES1	-0.0624
ATG4A	0.122833333333333
MAGEA10	-4.8925
WFS1	1.35975
CC2D1B	-0.384166666666667
PABPN1	0.317
SLC25A30	-0.00225000000000002
SLCO1C1	0.325833333333333
SLC22A5	0.21125
KIF23	-3.2195
SYN2	0.497
ASPN	4.1985
CENTG2	0.55275
QSOX2	-1.7115
FLJ10815	-0.143166666666667
STK24	-0.0918125
SPEG	1.2162
STK10	-0.059
DACT2	0.152
AAAS	-0.408
SSX3	-0.83875
ABCD3	-0.0116
C4orf12	0.392625
PARVG	0.354166666666667
FIG4	0.33325
C9orf46	0.22725
TMCO6	-0.219
IGHMBP2	-0.811
DUS2L	-0.516666666666667
FAM3C	-0.0604375
TMEM16D	-1.177
DCTN4	0.24325
KCNH3	-0.0545
EIF2AK2	0.2895
AP1S3	-0.161125
CST4	-0.335
PAM	0.51375
NUTF2	-1.03575
CITED2	0.5545
SLC39A4	-0.923
C2orf52	-0.7895
GRM3	0.6605
C12orf49	0.053125
CCDC49	-0.0403
GRAMD1B	-1.208
FNDC4	1.751
SIAH2	-0.660625
GDPD4	0.0765
C21orf87	0.206375
ATP5A1	-0.267333333333333
C16orf63	-0.993375
LOC388135	-1.30633333333333
ATP5J2	-1.028875
MMP3	-0.1335
EMID2	-0.5085
CRHR1	0.31025
WDR70	-0.17375
C13orf31	1.31275
ZFAND1	0.02725
CCL18	1.494
C3orf49	-0.027
RINT1	-0.9595
KIAA0408	-0.0133333333333333
F13A1	4.1844
SLC10A1	0.420666666666667
OGN	4.67375
GIPC2	-0.00500000000000002
XPO6	-0.5425
LCE1A	0.4915
FMR1	0.2224
LOC374920	0.2545
DUSP3	0.113875
ANKMY1	0.06525
C7orf50	-0.38525
BBS9	-0.0739
UNC119B	-0.092625
C9orf72	0.388
MGC35440	-0.7645
ENTPD6	0.159625
PPP1R2P9	0.24925
ERCC4	-0.596
FAHD2B	-0.205
HMHA1	-0.437
HACL1	-0.111
RAD23A	0.126166666666667
FAM83B	0.39625
PPP5C	-0.3605
RNASEH2C	-0.19675
C9orf153	-0.18825
SCAMP4	0.49075
GHITM	-0.4081
NDUFB7	0.00375
ADCYAP1	0.0761666666666667
SP110	1.668
MAP3K7IP2	0.61575
DHH	-0.06
AGRN	0.696928571428572
WDR33	-0.176166666666667
CEP290	0.774333333333333
PRPS1L1	-3.15416666666667
KLRA1	-0.2425
GPR97	0.268
CHD7	-0.0694166666666667
TLR10	0.54975
SLC30A8	0.1115
HIC1	1.53866666666667
IAPP	-0.091
RXFP4	-0.16525
GP1BB	2.9165
SHQ1	-0.698
NKX2-3	0.0948333333333333
API5	-0.56025
FTHP1	-0.305
MOV10L1	0.283
TRIM6-TRIM34	1.39433333333333
ADHFE1	1.02725
FAM117A	0.5995
DDI1	-0.139833333333333
CDON	0.0208333333333333
TRIM73	-0.986
IGKC	4.2205
MMP14	-2.03791666666667
DYNC1LI1	-0.552875
C11orf66	0.44725
TRBV3-1	-1.352
FASTKD5	0.297
BIVM	-1.199
LHX4	-0.570333333333333
CXCL2	3.282
RAB2B	-0.954
IZUMO1	-0.0635
MAP3K15	-1.427
FAM19A2	0.571166666666667
ZC3H8	-0.848666666666667
ZMAT1	2.260375
SPINK5L3	-2.3245
SLC10A6	1.313
APPL2	0.332125
CARD10	0.411166666666667
LOC402176	0.842875
EEF1D	0.5424
RAB6A	-0.2802
C12orf5	-1.049
PAPOLG	-0.33575
MSRB2	0.143
BCR	1.08294444444444
PUS3	0.093
TIAM2	1.6465
ZNF317	0.025
CHD2	0.0518571428571429
FZD5	-1.42668181818182
NUDT8	-0.67625
ZNF763	0.402
PRC1	-3.13255555555556
ABCB9	0.0106666666666667
SPATA3	0.13025
TRAK2	-0.06825
STAB1	2.586125
LRRTM2	1.021
psiTPTE22	2.8285
DBI	0.75175
SERPINA11	-0.1725
NAT5	-0.29225
C20orf58	-2.37
RPS6KA4	0.100666666666667
FLJ90650	0.5415
TGFBRAP1	-0.09625
CHRDL2	0.759625
FAHD2A	-0.3395
CNTN1	0.194
BBS4	-0.1359
TMEM181	-0.11925
MINPP1	-1.15825
MPHOSPH6	0.488916666666667
HOXC10	-0.6536
ITPKB	0.42675
CLPTM1L	-1.012375
MEOX2	1.04466666666667
ATP6V0C	0.339125
PRPF8	0.340166666666667
TMC5	3.26
FKBP3	-0.734
PLEKHB2	-0.796875
OR4D6	0.4535
ZNF544	-0.7907
D2HGDH	-0.003875
RPL18A	0.9499
HEL308	-0.164625
MPP6	-2.72725
TCERG1	-1.169
KRT16	2.98566666666667
KLF17	-1.46066666666667
KLF5	1.73525
CDR1	3.720375
VCX3A	-2.4715
FBLN2	1.59225
C14orf104	-0.55375
HBE1	-5.4772
OR4S2	-0.572
C1orf108	-0.469166666666667
ROBO4	4.119
CPEB4	0.41975
C11orf80	-0.241333333333333
BCKDHA	1.21816666666667
MYOC	2.88675
GIF	0.5345
CKMT1A	0.869
RPL3	1.1171
THBS1	1.577125
APOO	-0.9285
ARMCX1	2.04325
HSZFP36	0.61875
SNAPC5	-0.85725
EIF4ENIF1	0.791
ZNF433	0.15525
TNFRSF21	0.609125
TMPRSS7	0.928
SPATA18	1.6839
HPDL	-1.998
MKL2	1.0163
TBX3	0.628538461538461
C21orf93	0.262666666666667
DAXX	0.3465
ELMO1	0.351875
RGS13	1.02333333333333
TAF11	-1.42575
UNC13A	-1.73
LOC653314	0.7439
ORC3L	-0.31725
IMAA	-1.9185
TARBP2	-0.60425
CABIN1	0.2665
TRIOBP	0.5438125
HIST1H2AC	0.09725
RGS22	-0.714333333333333
NCOA1	1.67283333333333
IL25	1.1695
SNCG	1.932
GPR6	-0.292
AMDHD1	-0.811666666666667
CHEK2	-1.521625
C6orf142	-0.31825
DRD4	1.4105
C14orf68	-1.07425
GDF11	-1.668
SEMG2	-0.5495
CD247	-0.725
CDAN1	-0.56725
RBMX2	-0.396333333333333
TGS1	-0.776
OIT3	0.429
SYF2	0.02
MCM4	-2.950375
PKHD1L1	0.570375
CEP192	-0.153333333333333
IFT88	0.348
RPL9	1.23371428571429
