Hybridization REF	TCGA-B6-A0I9-01A-11R-A034-07
C14orf94	0.1565
OCLM	0.8435
ZSCAN18	-1.2887
L3MBTL	-0.9696
TSTA3	0.537666666666667
RAC1	0.25625
C19orf15	-0.718666666666667
NFE2	-4.8905
KLK14	0.228
ARSF	-0.067
MAST2	-0.279666666666667
AMICA1	2.18383333333333
GTF2A1	-0.1545
ATP1A3	-0.489
TC2N	3.2929
PNKP	-0.73375
ODZ2	-0.195875
MATR3	0.68975
S100P	-3.60575
KRT82	0.6505
CA13	-0.7859
PROZ	-2.25066666666667
AASDH	0.2375
C19orf40	-0.661166666666667
DCK	0.689538461538462
FAM5C	-1.76275
SLC6A4	-2.2295
MID1IP1	-1.20075
TESSP5	0.4855
TMOD4	-0.24
DOCK2	-1.36033333333333
TUG1	0.34375
NUP214	-1.83325
DPYSL2	-1.14463636363636
GOLM1	0.312083333333333
MPFL	-0.03425
SOX13	2.296
SDCCAG8	1.4421
KEL	-2.28683333333333
NUP210L	-2.38825
GK	0.614375
DNAJB1	0.625
ALPK3	-0.462
CHID1	-0.2024
CYLC2	-0.481166666666667
IKZF5	0.6765
C8orf51	1.6905
PPM1J	-1.88
GIMAP8	3.05733333333333
GPR101	-0.5185
NR2F1	0.618
ACAD8	-0.09825
RBM35A	1.01
GNAI2	-1.787
METTL8	-0.642166666666667
SLC39A7	-1.523
FBXO8	1.54375
CAMK1	-1.16125
RFC3	-0.205875
FAM129A	3.65535714285714
ILF2	-0.068
FGFBP3	-0.786125
NOM1	-0.409666666666667
PSMA3	0.95175
ASCC3	1.0497
ZYG11A	0.68675
SOX21	-1.596875
LYRM1	0.733
DEFB1	2.71
LOC91431	-1.88966666666667
OR7C2	1.1785
FAM46B	0.865875
TMEM18	0.177
ARHGAP30	0.446166666666667
TMEM86A	3.84533333333333
EPHA2	-2.05183333333333
C10orf46	1.31425
TCHH	-0.258833333333333
C3orf30	-0.0208333333333333
LOC285636	0.149166666666667
PAIP2	0.424
CYP2U1	0.07775
C12orf34	0.85025
SARS2	-0.606166666666667
ZCWPW1	0.7315
SAMD12	1.886375
KIAA1430	0.34
ACAT1	0.06875
MEOX1	0.0966666666666667
ADAMDEC1	6.9885
PHKA2	0.03625
CARD11	-2.21916666666667
CALML4	0.3485
TSSC1	-0.3455
TMEM45A	-0.164666666666667
MPP7	1.839
POU1F1	-1.06275
SLC2A13	-0.1282
FBN2	-1.34246153846154
ZC3H7A	-0.1914
LAIR2	-1.035
ST3GAL1	0.5165
LCT	-2.59225
GEMIN8	1.12516666666667
KLF16	-0.7976
HIF3A	0.2594
FAM44A	0.301285714285714
AQP10	-1.3929
PLA2G2A	-1.6525
FOLH1	0.597833333333333
C20orf186	-0.362
MAPKAP1	-0.5285
SPRR2D	-1.80375
UBQLN4	-0.897
RSHL1	0.557
PIAS3	0.146875
MRPL24	1.20275
GREB1	-3.490125
FAM27E3	-2.309
NUP62CL	-0.73775
NEUROG3	-1.901
REEP3	1.3095
MARK1	1.43575
LMBRD1	1.12675
PRPF19	-1.16
PNMT	2.34
CTGLF1	-1.426
SLC25A16	0.49825
EIF2B3	-0.9165
RPA2	-0.94
PAK6	1.05966666666667
CCDC26	-3.742
SEMA3E	1.093125
MXD4	-0.0634
TNFSF10	3.3343
SMARCB1	-1.515
DTX3L	1.96216666666667
PLA2G4E	-1.118
PPAP2A	0.58875
ULK1	0.295
TAS1R3	0.366
SLC2A3	-3.11018181818182
ARID3A	-1.42175
GNG5	-0.68175
ACOX1	0.6933
KIF5B	1.15775
NUP153	-0.29875
MUC7	0.714
CSDE1	0.642214285714286
CLPTM1	-0.96775
C3orf23	-0.310125
LRRC17	-1.83966666666667
TTYH3	-1.709375
ATP5B	-0.987
ELF3	1.8283
CPSF3L	-0.983333333333333
ZNF665	0.547333333333333
TLR6	0.0606
GPI	-0.313
RAD9A	0.757875
NDST4	-2.85525
AGPAT3	0.676416666666667
MAGI3	1.575
ADORA2A	-1.040875
CACNG7	0.496
CAMK2D	-0.267
CCHCR1	-1.32175
RPS27A	-0.57925
OR10G7	1.27033333333333
GCM2	-1.5745
FAM135B	0.6777
E2F1	-1.0635
PLCB3	-0.1075
OR2AE1	0.6935
COIL	0.595833333333333
CDC25C	-0.248166666666667
RAB11FIP2	0.348583333333333
TSC2	-0.465
CTGLF5	-1.8945
CCDC108	-0.1611
OR13C4	1.03825
C10orf81	5.89725
PTPRB	1.402
ACP2	-0.61525
LAG3	0.0535
MRPL54	1.1925
LOC201175	-0.966
ITGB1BP3	-1.97025
SPTAN1	-0.500333333333333
SIPA1L2	-0.52675
RCAN2	-0.544
CDX2	0.046
ECOP	-0.71675
ACTR1A	0.0933571428571428
PPARG	-1.20466666666667
BBS10	0.487833333333333
TMEM44	-2.064875
BPIL2	0.108
CITED1	-1.84075
IRF6	3.595
PRDM4	0.1685
RRP9	-1.13666666666667
OR10H4	0.54875
IL31RA	-1.1635
GNB1L	-0.218166666666667
MYBL2	-2.6025
ZNF407	1.88816666666667
PPIG	-0.15
TTC18	0.41425
RPSA	-1.091
MAPT	-0.707875
MRE11A	0.540857142857143
C8orf37	0.0183333333333334
RASGEF1C	-0.4678
STBD1	-0.107
CTAG2	-0.063
MGAT5B	-2.23016666666667
ECM1	-0.623
RLN1	-0.3625
PARP14	0.57575
EPB41L1	0.5525
HOXA3	-1.4155
MAGEA9	-3.24425
RPS8	-0.581166666666667
RPS19BP1	0.50725
FOXJ2	0.36625
C10orf76	0.61225
IL17RE	0.224
C10orf65	-1.068
ZNF343	-0.508833333333333
FBXO33	0.30975
UHMK1	2.3515
LY6G6C	-0.44075
FGF19	-1.76875
C14orf128	0.257166666666667
IFIT2	1.601375
TIGD1	-0.6175
S100G	0.0135
GUCY1B3	3.7615
NR3C1	0.0785
CORO1B	1.29166666666667
PARP11	0.97375
DNALI1	4.44483333333333
OR4N4	0.649714285714286
MAP2K6	-1.33666666666667
FSTL4	0.3405
ANKRD47	0.709625
TMEM171	-1.515
PNLIP	0.41875
YY1	-0.1135
CCDC138	-2.36833333333333
AASDHPPT	-0.3789
CKS1B	0.0672
MCM3	-0.4265
ANAPC7	-0.626333333333333
FAM110A	1.23275
CDC37L1	0.742333333333333
THTPA	0.40475
NBPF20	-1.0925
WDR24	-0.0215
NPTX2	-2.82875
CBLB	0.281833333333333
CETN1	0.105
RPUSD1	-0.20475
FAF1	-0.8355
CDK6	-3.145
HMX2	0.303
CSK	-1.28133333333333
TEAD2	-0.312
SNAP25	-0.30775
TUFT1	1.5551
TMTC3	1.7135
LCK	-2.45975
SGOL1	-1.10316666666667
AKTIP	1.86
FURIN	-0.631625
SOX12	-1.63883333333333
DEFB103A	-0.1925
RAMP1	1.03
KIR3DX1	0.058
GAS2L3	-0.1885
PDE8A	0.0243
EDN3	2.432
GMIP	0.81675
SF3A2	-0.97075
FN3KRP	0.64775
SMAD7	0.548
RHBDD2	-1.1485
OR11H6	0.496
PPP1R3B	1.6439
C9orf23	-0.06625
CADPS	-1.8095
GOLGA8A	-2.23825
TMEM57	0.469
RGL3	0.062
S100A14	0.83
FGFR2	-1.007375
XRCC3	-0.8715
RTN4RL2	0.71625
MGC3771	0.869
GH2	0.0113333333333334
BTBD2	-0.3715
LMO2	-1.00225
RDBP	-0.210875
ACRBP	-1.74125
AMY2A	2.28375
DUOXA1	0.5355
PTK7	0.543666666666667
TWF2	-1.44366666666667
FAM80A	-1.7065
TNNI2	-2.91083333333333
GLT25D1	-0.8665
OCC-1	-3.263
CYC1	-2.157
RPL22	-0.353045454545454
MORN3	0.643166666666667
DISP1	3.1945
PRB2	-0.295
CHUK	0.7675
HR	-1.13475
CCDC134	-0.779625
DENND4B	-0.649
C14orf130	1.344875
RAB33A	-1.7945
DCST2	0.448
TNMD	-1.6285
PEX7	1.60225
FAM62A	-0.654875
SRD5A2L	1.74925
IL22	1.11275
RPS26	-1.11816666666667
HOXC5	0.0335
SPATA6	0.517
FLJ38482	0.32675
ZNF234	1.9095
C18orf22	-0.5245
SPATA22	3.7305
THOC1	-0.1215
CYP7B1	2.2775
KCNC3	-0.5835
C8orf42	-1.6825
ALDH1B1	-1.4375
CCDC100	0.832
ARMC4	-2.214
FAM18B2	0.322
SLC44A1	0.9565
FBXO17	-2.03533333333333
C6orf107	-0.50075
C19orf29	-0.44375
ZC3HAV1L	-0.3805
PARP6	0.2013
SULT2A1	-4.13757142857143
C1orf159	-0.65025
TMC1	-0.6335
CHST14	-1.2415
GAMT	1.14433333333333
SMCP	0.2515
TSPAN33	-0.47875
MIDN	0.375125
NOX4	2.66375
RNASEN	0.2096
TBX1	-2.02466666666667
SALL2	-0.752
C10orf35	2.02425
CYP2E1	0.46125
LRFN2	4.01066666666667
ACO1	-0.6335
IQCG	0.5089
MEGF9	3.02075
TM7SF4	2.89325
PLEKHA1	1.1312
STK33	-3.145
C1orf210	2.32175
SNUPN	0.8168
KIAA0406	-1.2469
C20orf29	0.0725
TMEM55B	-0.32625
OSTM1	0.94825
CLCN7	-0.973
OTP	-0.09875
FLJ23049	-0.99425
HEATR4	0.2415
MAP3K10	-1.27316666666667
PCDHGA9	-0.3225
AMDHD2	-1.04125
LCTL	-2.9915
PDCD2L	-0.77
CABLES2	1.3075
SLC5A9	-0.137
CLCA2	-2.06116666666667
MGC16025	0.4285
STRAP	-0.342166666666667
C20orf196	-1.4155
RRBP1	-0.6095
NAT13	-0.1085
MAT2B	0.881375
CSNK1D	-0.621
KIR3DL1	0.42975
PRKAG3	-0.516
ZNF599	0.8875
PRM3	1.156
PER2	0.896833333333333
ASPHD1	-3.297
PRMT6	-1.51925
KCNE1L	-0.967714285714286
FAM118A	-0.557166666666667
TAF4	0.97
NDUFB6	-0.066
TRIM9	-0.8797
PMFBP1	-0.52275
KY	0.1285
DKFZp762E1312	-1.34763636363636
CSMD1	-1.6205
TBP	0.557
OR1Q1	0.576
RETNLB	0.68625
HPGD	-0.449928571428571
DNAJC12	-0.833666666666667
FKBP1B	-1.8605
ANKRD24	-0.555166666666667
CXXC5	0.1205
IL3	-0.00587500000000005
DRAM	1.5993
PTCH1	-1.581125
TP53BP1	-0.5795
SLC17A7	1.10875
COL25A1	-1.4517
AMACR	-0.496666666666667
RHCG	0.151
VPS13A	-1.80141666666667
FAM55D	-0.81
PRPF38B	-0.224166666666667
OSBPL6	-0.57925
PFDN5	0.1407
CMTM6	0.818625
KCNK12	-1.7815
RP2	1.21375
C16orf52	-0.95075
PICK1	-0.7145
IFNE1	0.00833333333333334
SEMA4B	-0.37675
TYRO3	-2.826
OR12D2	0.3465
CSNK1A1	1.70865
FANCF	2.21375
LONP2	1.674125
TBL1Y	0.8915
LDOC1L	0.326625
CCNC	0.8685
C3orf60	0.02275
CHKA	1.86525
UBAP1	-0.457
MAP3K1	2.2485
ANKRD9	-1.8515
FAM92A1	-1.582
GAB2	-0.051375
AZU1	-0.24025
DIS3	0.521833333333333
C21orf109	-1.91825
IQCB1	-0.30575
SPATS2	-0.768
EFCAB3	0.252
PRB3	0.33825
FUZ	-0.599833333333333
ZNF813	1.077625
BMPER	-0.899333333333333
HEG1	-0.608125
ALS2CR11	-2.44575
SURF2	0.021
PSMC1	-0.759583333333333
OR2D2	-0.06
SLC7A8	2.63283333333333
C4orf40	1.1325
SPATA7	-0.5955
MAZ	-1.33666666666667
PIN4	1.8875
PDE1A	-1.90275
TAF6L	-0.897166666666667
OR2T34	0.6605
KIAA0284	0.70875
ACADS	0.246545454545455
MKRN2	-1.316
C18orf56	-1.46575
MS4A6E	0.444333333333333
GALNT4	-0.3818
C22orf31	0.319
FLJ36070	-0.035
PSME4	0.0115
TFG	-0.0522
EPHX2	1.625875
ANXA5	-0.346375
KRTAP1-1	-0.0052
BATF	1.52375
KARS	-1.72675
MSTP9	-1.034
GPR26	0.075375
CCDC72	-0.04425
TEF	0.667166666666667
FOXK1	-0.6463
PRLHR	-0.351
EMX1	0.36725
C11orf30	0.827625
ICK	1.462625
THSD7B	0.311666666666667
C21orf100	-0.666
DUOX1	0.994
EFCAB4B	-0.1875
UBE2G2	-1.50233333333333
C3orf54	-0.27625
PARP1	0.1295
FAM60A	-1.43108333333333
C6orf146	0.327666666666667
OR9K2	0.638
DDX55	-0.9725
RPS15	0.773916666666667
ZNF618	0.0789375
DKFZp686D0972	-0.72975
SSPO	0.1645
SHFM3P1	-1.0625
CPA6	3.61125
JAG2	0.175
DEFA3	0.45475
PPBPL2	0.0742
CD34	3.780125
SLCO4A1	-2.6745
AFG3L1	-1.71133333333333
SHD	-0.72725
RP13-122B23.3	-0.543666666666667
PRKCSH	-1.99166666666667
DPH5	-0.304166666666667
HLA-F	2.466875
TBC1D4	-1.285
RIG	1.425
GLUD1	-0.5345
HNRPCL1	-0.046375
HBXIP	0.447
RNF207	-0.5765
APIP	-0.11425
PLA2G3	-2.07033333333333
CCDC84	-0.891
MYLIP	1.04338461538462
PHIP	0.95225
AARS2	0.339333333333333
DHX32	0.63
SCAPER	0.770666666666667
MEN1	-0.729125
NIP7	-0.47075
FLJ25404	0.939
FASTKD3	0.14075
TMEM158	-2.72766666666667
RARA	1.136
BDH1	0.271
ANKRD16	-0.4745
CARM1	-0.8015
SS18	-0.291333333333333
IKZF2	-0.472727272727273
MYD88	-0.939875
PML	0.1481
TAF1A	-0.77175
CBFB	0.573125
HIST1H3H	-1.67233333333333
C7orf29	-1.87875
COMMD4	-0.0225
DPP3	2.015
DAB2	-0.073
LOC388882	-0.8765
YPEL4	-0.481
AGBL3	-0.23225
LRP6	0.7657
SERPINH1	-0.789083333333333
TLE1	-1.09475
CD244	0.6775
ZDHHC15	0.10925
MGLL	0.838
PLDN	-0.602833333333333
LOC654346	1.2505
FAP	2.935
GPR37	0.122333333333333
SCARA5	-0.099
EBF4	0.240727272727273
LSM6	0.17325
MLLT1	-0.4244375
SLC5A12	-0.521
A2BP1	-1.41816666666667
COPS5	0.178833333333333
TPM4	-1.054
TNFSF4	1.36816666666667
ACADSB	1.30372222222222
HERPUD1	1.11425
BCL2L11	-0.315611111111111
CEP78	-2.041
CDCA3	-1.451625
WBSCR19	-0.287
MYO1A	-1.8295
PPEF1	1.3865
LOC440348	-0.776
CPEB2	1.703125
BPTF	1.39475
RPL21	-0.18025
GSX2	0.8685
ADPRH	0.322833333333333
C17orf68	-0.395833333333333
KCNS1	-0.742333333333333
MLLT6	-0.521
PIWIL4	0.4395
RNF26	-0.99925
RAP1B	0.45275
ADAMTS1	-1.827
ZNF571	0.7745
P2RY6	0.05575
TRIM21	0.781666666666667
CADM3	-0.42
NLRC5	1.19966666666667
ADRA2B	-0.756
LOC90835	0.194125
PCF11	-0.37975
LOC400451	2.18775
GLTSCR1	-0.3288
C17orf88	-1.18883333333333
CDH16	-1.25325
FGF7	0.196125
PCSK4	0.181333333333333
NPC1L1	-1.094
TAT	0.478375
TBCA	0.22825
MGC33407	0.6465
GPR115	-1.604625
CYGB	-1.102
FNBP4	-0.528333333333333
C12orf43	-0.63475
CBL	-0.4329
CLECL1	1.3535
PPAPDC1A	1.943
WDR25	-0.859
SGCA	-0.163
C22orf29	-1.21083333333333
YIPF1	1.09875
GALK2	0.46475
RAB3B	-4.22166666666667
LOC440087	-0.9825
UCP1	-0.4725
REEP5	2.794125
FADD	1.6296
FOXA1	3.66675
CACNA1A	0.00733333333333334
ABI1	0.787166666666667
GRIN2D	-1.8185
SLC1A4	-1.2905
LOC401127	-0.8065
HINT2	-0.76
PLD4	-1.123
ZNF286A	-1.1295
ENY2	-0.02125
IL1F6	-0.8045
PXDNL	1.95225
C20orf79	0.097
TNFSF13B	3.61283333333333
DENND3	-0.400875
JARID1D	-3.0365
HIST1H2AK	0.17675
LOC93349	0.0656
SSH1	-0.5981
ENSA	0.707
LOC219854	-0.0948333333333333
CKAP2	0.1409
DKFZP564J102	-2.1365
MGC87315	-0.714
HNRPAB	-1.0725
AMH	-1.243
ZNF526	0.6115
BRUNOL5	-0.4746
CACNG3	0.168
TRPM1	-1.668
PPP2R1A	0.129
COL2A1	-1.2995
DDN	-0.359166666666667
FLJ25770	0.388818181818182
HK2	-0.534285714285714
ELOVL6	-1.638375
MDK	0.4545
EPHX1	0.96375
RASSF2	0.188875
DKFZP434B0335	-1.151
DLX3	0.02975
PRTN3	-0.24825
AVPR1A	0.91325
C21orf125	-1.465
TNFAIP8	-0.824166666666667
GNB2L1	-0.89275
CALCRL	3.04025
SCGB2A2	7.87416666666666
UBXD7	-0.00574999999999998
ZNF674	0.882
TMEM35	0.672125
BRSK2	-0.514375
HECTD3	-0.953333333333333
TMEM188	0.4775
LGALS9	1.277375
SCARB2	1.32816666666667
USP34	-0.0121666666666667
C17orf28	2.44183333333333
ZDHHC23	-0.10125
AQP12B	-0.058
SLC16A3	-2.028375
APLP2	0.632875
ITIH2	-5.18025
MICAL3	-0.784875
TNNI3K	2.6111
HDAC2	1.2615
PRR7	-1.689
THBS2	0.0125
LOC751071	-0.670666666666667
CA2	-0.549333333333333
RANBP17	1.444
RLN3	0.84325
CRYZ	-1.0545
GBAS	-1.10883333333333
TAS1R1	-0.50475
MPZL3	0.5285
PCDH8	-1.358
HSP90B1	-0.101
KCNK15	-0.017
TNIP2	-1.13216666666667
GPR146	-1.27425
NOL6	-0.96825
SPC25	-1.967
STEAP2	1.61392857142857
VAMP3	-0.9955
TCIRG1	0.564
ZP4	-0.463
PARL	-0.229625
TRIM39	0.819333333333333
KIAA1305	0.31175
CRNN	0.660333333333333
GRN	-0.53325
HSH2D	-0.39925
SCAMP1	1.493375
KIAA1913	1.1725
PTS	0.55675
BANP	0.2825
PRKACG	0.1485
ADCY6	0.2475
C16orf46	0.5775
CYP51A1	-0.830875
DDC	-4.767
ANPEP	-1.10383333333333
PROM1	0.2755
SIGLEC10	1.18625
COPG	1.0295
FAM26E	0.317375
TRIP4	0.61975
SNX3	0.9465
C1orf175	0.3095
PPY2	-0.0875
C14orf152	0.24675
FTSJ1	-1.30416666666667
DST	0.623684210526316
LOC554235	0.13625
GLRX5	1.07275
C20orf12	0.3323
CAB39	0.7935
MSH2	-0.865666666666667
PIP4K2C	1.482125
CYLD	1.954625
WTAP	1.7733125
MGAT4A	2.19344444444444
TSC22D4	-1.1538
CHRM2	-1.6775
PPYR1	0.204666666666667
CCNH	-0.7685
RRM1	-0.29725
ECAT8	-3.868
LOC400120	0.074
GABRA4	0.53825
C14orf4	0.1955
C1orf59	0.33125
CTDSPL	0.14175
NHEDC2	-1.8155
PDE11A	0.3129375
KLHL29	-0.91775
CD5	-0.5449
TSPAN9	1.1426875
WDR67	-1.06675
THUMPD1	0.1588
C18orf17	1.52725
CLYBL	-0.4355
FLJ13231	-0.2825
CMBL	2.05775
LECT2	-0.43125
NKAPL	2.139
LOC654780	0.7195
OR4C6	-0.404
RAB30	-0.312166666666667
TSSK4	-0.326
TMEM163	0.695
OSBPL11	0.729916666666667
GNB5	0.331833333333333
CCL21	0.9515
C1orf121	0.969666666666667
FMO2	2.30766666666667
RPTN	-0.206
MSTN	1.258
VCL	-0.147714285714286
FYTTD1	1.1335
C11orf1	-0.4785
CCDC88C	-0.7910625
HFE	-0.114888888888889
MOGAT1	-0.1315
FAM125B	0.308
IRGQ	-0.559
RAVER2	-0.16375
AKAP5	-1.735
SSSCA1	-0.437
C11orf63	1.908
ACTG2	0.9306
PORCN	-1.1905
DTL	0.0134545454545455
TMEM151	0.402
FAM122C	-1.435
RSAD2	2.7337
BAT4	-0.602
KRTDAP	-1.95133333333333
MYH8	1.34385714285714
CRTC3	-0.12
LRRFIP2	-0.0478
INTS4	0.858833333333333
TTN	-1.77483333333333
SLC26A5	0.509
PLLP	-1.808
RGS6	-0.193428571428571
SRGAP3	0.3135
ZNF525	0.298
NBR2	-0.184
C13orf1	2.0933
ZNF137	0.8155
CEP27	-1.44375
BEST2	0.1775
RNF121	-1.21375
DMRTC2	0.275
C8orf76	0.26225
BCCIP	0.053875
MEST	-0.605
HTRA2	-1.129
ANGPTL2	0.367
ILKAP	-0.507333333333333
ERAS	0.2275
HBS1L	0.922375
CPA5	0.652
TMEM30A	1.4445
CD300LF	2.903
WISP3	2.545
CRK	-0.3475
PDS5A	0.6944
BRPF3	0.978833333333333
NEDD9	-1.014
SMPDL3B	-0.7775
PSG6	-0.382
PSMD13	-1.05975
ETV5	-2.434375
OR51A4	0.4015
BTBD7	1.78025
GSTO1	-0.93475
hCG_16001	0.951
MAD2L1BP	0.0738333333333333
COX6A2	-1.6835
SCNN1A	1.22783333333333
LSM1	0.418333333333333
UGT2B11	-2.26
IDUA	0.33775
PPP2R3C	-0.890833333333333
COX11	-1.5355
PDZK1	-2.00275
ZNF443	0.791833333333333
MGC21874	1.06233333333333
ZNF323	0.6469
KRTAP10-10	0.7415
CXCL6	1.2755
SLC34A2	2.4199
LOC284402	0.279
NPTN	2.0435
UPP1	-1.85333333333333
SLC6A9	-1.102
OR7G3	1.073
CISD1	-0.00899999999999999
ZNF545	0.0501666666666667
SYT14	-1.3625
NT5C3L	-1.42566666666667
ZNHIT3	-0.0956666666666667
SNRPD3	-0.187
KIAA0701	0.8095
UNC93B1	0.300333333333333
GMNN	-0.72
SPCS2	1.06266666666667
LOC388524	-0.318
NAPRT1	-0.3295
PNLIPRP1	0.304666666666667
OR6V1	0.893
PRKAB1	-1.07375
EYA4	-2.147
KIF20A	-1.3595
ALG10	0.4875
ITPKC	0.9075
LMX1B	0.5465
RPUSD4	0.784666666666667
C7orf34	0.791833333333333
DLGAP2	0.68425
PFN1	-0.6653
MICALL2	-1.39141666666667
ZNF654	0.306
SS18L1	0.812875
SLC16A8	0.404
MKI67IP	0.000666666666666649
ITGB3	-1.611875
TCEA3	2.01341666666667
CEP152	-0.7971875
CLIP1	0.44225
ZNF75	1.118375
ATP5C1	-0.416833333333333
NUDT5	-0.444333333333333
PSCDBP	0.584
UBP1	0.29075
RBM27	1.729
C13orf15	2.039875
ZNF282	-0.682
ZNF222	1.7238
COL10A1	6.2275
PRDM15	-0.564625
TTTY5	-0.4215
FAM9C	5.98225
C20orf67	-0.41475
GNG13	3.2545
F12	-0.7705
C1orf41	-0.40975
CPXCR1	-0.4215
GSK3A	0.58925
SUPT6H	0.0673333333333333
PI16	0.135666666666667
ELL2	0.495833333333333
C9orf167	-2.08
PVRL3	-3.232
FLJ38596	0.2215
ADAM20	0.522
GPR89A	0.2265
GPR87	-1.1195
ZNF30	1.55
SMR3B	0.53225
ZNF770	0.147375
TRPC4AP	0.5965
DKFZP686E2158	0.6445
C2orf28	-0.642666666666667
FREM1	-0.9625
LAMA4	-0.051
ADPRHL2	-0.90525
EIF4G2	0.299666666666667
GUCA1A	-0.247
CTNNA2	-0.959625
NUDT15	-0.0553333333333333
CEPT1	0.561
ZNFX1	1.0507
CCDC92	-0.1795
TDRD1	-1.533
KCNK5	-1.98683333333333
ETNK1	1.40658333333333
LTA	0.479
TTPA	0.191
B3GALNT2	0.829125
SC65	-2.4555
PEX5L	-1.180875
EPS15L1	-1.3925
MGEA5	0.586
HIST1H3A	1.91275
ING1	-0.154875
BCAT1	-2.785375
ORC6L	-0.452
KLK11	-4.93733333333333
C19orf28	-0.660375
DNER	-4.131375
MED22	-0.772714285714286
ETV6	0.932666666666667
CHAC2	-0.88125
CD300E	-0.863
CEBPB	0.212666666666667
ZNF398	0.6885
LRCH3	-0.379
HMGA1	-1.46933333333333
CAPN7	0.261666666666667
MGC5566	-2.81625
CCL3	4.28342857142857
NANOS1	0.01275
ZFYVE19	-0.4105
APITD1	-0.142
PARD3	0.779625
IRAK4	-1.18733333333333
SERPINI2	-1.5135
CEP170L	0.88875
TTC9	1.95625
MYOM3	-1.75225
MLPH	1.0465
LOC222699	0.6595
NRG1	-1.588
TBC1D9	5.48709090909091
TTK	-0.532166666666667
ZNF557	0.9287
DDX41	-0.314166666666667
FANK1	1.8925
UBE2D2	-0.08825
PSMB10	1.782875
MYH7B	0.6555
GABARAPL2	1.0765
MARVELD2	2.45716666666667
DGCR2	0.434833333333333
UNC45A	-0.273166666666667
C6orf72	0.4275
ZNF683	4.579
GIT2	0.1515
CASK	1.93033333333333
C14orf161	5.14316666666667
LRRC44	0.436
TIFA	0.680375
UTP11L	-0.966875
C6orf65	-1.13075
FDPS	-0.044
DUSP9	-2.01
SLC17A8	1.81233333333333
OR51G1	0.761333333333333
NANS	-1.27975
OLFML1	1.12625
ATP10B	-0.870833333333333
NPAS3	-0.9165
PRKCA	-2.4065
GGA2	-0.0208125
LCE4A	0.5655
SPANXN3	-0.453
CCDC115	1.119875
SDCCAG3	-0.46325
GLIPR1L1	0.95225
TTC1	0.23925
C17orf76	-0.153
MAD2L2	-2.31525
HIPK1	0.2532
LRRC3B	-0.6872
CLN3	-1.019
C17orf47	0.2465
FMN2	-2.58285714285714
TUBB1	0.176625
WAPAL	0.904166666666667
C3orf21	-0.96675
SCN5A	-1.3741
SMYD1	1.78275
BEX5	0.6835
ZNF192	-0.209
SEC22A	0.319166666666667
GRIA2	0.371076923076923
KIAA0825	-0.54175
NUSAP1	-1.13772727272727
LANCL1	0.151625
C15orf40	-0.0467
ZNF645	0.490125
GPR61	-0.0625
NLRP14	-0.403
SNX21	-0.6445
C1QTNF8	0.5335
C17orf46	-0.15125
IFNA8	0.204
SPRR1B	-2.74916666666667
FLRT1	-0.3825
SNX17	-0.9725
ASB2	-0.515
HBG1	-6.052
RPRML	-1.603
JOSD2	0.032
PLSCR3	0.1435
SPOCD1	1.064
RAB39	-1.329
GHRH	-0.0778333333333333
ITIH5L	-0.15925
C17orf37	3.49475
SMCR8	0.407
DPY19L2P3	1.49766666666667
IL11RA	1.12183333333333
GDF3	-3.398
RPS6KB1	-0.32925
DNAJC19	0.5041
TOP1	0.8275
CRCT1	-0.7715
MPST	-0.090875
DPM2	-0.018625
FAM38B	-2.65366666666667
SLC18A1	-3.218
FARP1	0.410666666666667
PAX7	-0.03125
TUBD1	-0.486
GNL3	-1.018875
BTG2	1.30473333333333
NDUFS6	-0.29
C1orf79	-0.96275
ERAL1	-0.384
ECHS1	1.1605
VPS4A	0.127666666666667
CYP11A1	-2.008
ABCC6	-0.602428571428571
PBX4	-2.1175
MOSC1	-0.170625
NCF4	-0.53875
HYMAI	-0.337
NAGPA	-1.1565
OTOP2	0.37575
ACOT12	0.489
MTHFD2L	0.688
LOC441376	0.526
C19orf34	-0.752
RAB1B	0.45825
ALDOAP2	-0.65
NTRK1	-2.3085
ARTS-1	1.6003
SLC6A11	-1.8345
NAP1L2	0.776
CNGB1	0.045
EPB41L4B	-0.29825
FAM134B	2.94675
HS3ST3A1	-0.842833333333333
CPXM2	4.4575
SIRPB2	0.309
CHORDC1	1.64366666666667
TRIB3	-1.35716666666667
SLC2A5	1.27475
C2orf49	-0.196333333333333
DDX5	0.33775
OR5L1	-0.6405
ANAPC4	-0.427166666666667
ZSWIM1	0.995625
LOC93622	-0.148625
KCNK3	-0.6776
RP11-35N6.1	-1.29414285714286
ZFP161	0.791166666666667
AQP9	5.29425
SLC15A2	-0.486666666666667
MREG	-0.0916666666666667
OR9I1	1.1925
PDLIM2	-0.735625
ADAM7	0.0745
GSTCD	-0.0266666666666667
WDR21A	-0.41475
SLC12A8	0.243333333333333
TMEM174	-0.08725
IGSF3	0.32425
LRRN1	-1.332
LOC402117	0.254
SRPK1	0.212833333333333
LY6K	-1.5082
NFIA	1.643
PTCD3	-0.354125
LEP	0.302333333333333
PCDH21	-0.7905
MAPKAPK2	0.413785714285714
NMNAT1	-1.37
LHFPL2	0.69475
C9orf43	-0.48775
DIP2A	-0.889
ACTR8	-0.251875
CCDC34	-2.14166666666667
PTPN22	-0.986125
ITGA3	-1.74
FAM129C	-0.251
RABGGTA	0.303166666666667
UNC45B	-0.492666666666667
KIAA1033	-0.291125
ZNF510	-0.608833333333333
