Hybridization REF	TCGA-AV-A03E-20A-01R-A00Z-07
INTS4	-1.05266666666667
TTN	-0.6308
SLC26A5	0.597
PLLP	-2.2855
RGS6	-0.776125
SRGAP3	-0.344875
ZNF525	-2.9275
NBR2	0.621833333333333
C13orf1	0.3698
ZNF137	-3.5505
CEP27	-0.90725
BEST2	0.99
RNF121	-1.15975
DMRTC2	0.28
C8orf76	-0.63325
BCCIP	-0.183125
MEST	0.73375
HTRA2	-0.204
ANGPTL2	1.69875
ILKAP	0.554
ERAS	-0.435
HBS1L	0.959
CPA5	1.6065
TMEM30A	-2.99683333333333
CD300LF	-0.759666666666667
WISP3	-1.1625
CRK	-0.206642857142857
PDS5A	-0.5724
BRPF3	-0.407166666666667
NEDD9	-3.92375
SMPDL3B	-2.5125
PSG6	0.3735
PSMD13	0.7635
ETV5	0.95975
OR51A4	0.1965
BTBD7	0.892083333333333
GSTO1	1.19225
hCG_16001	-0.6045
MAD2L1BP	-1.133
COX6A2	1.6695
SCNN1A	-2.64366666666667
LSM1	0.0866666666666667
UGT2B11	-2.12725
IDUA	2.77525
PPP2R3C	-1.42916666666667
COX11	-0.549
PDZK1	-4.11725
ZNF443	-1.02566666666667
MGC21874	0.592
ZNF323	-1.8334
KRTAP10-10	0.3855
CXCL6	-1.32425
SLC34A2	0.13325
LOC284402	0.4465
NPTN	-0.508083333333333
UPP1	1.2235
SLC6A9	-0.203
OR7G3	0.109666666666667
CISD1	-0.41
ZNF545	-3.496
SYT14	0.019
NT5C3L	-0.402333333333333
ZNHIT3	-0.171666666666667
SNRPD3	-0.60475
KIAA0701	-0.425125
UNC93B1	0.444
GMNN	-2.641875
SPCS2	-1.57983333333333
LOC388524	-0.9005
NAPRT1	-1.062125
PNLIPRP1	0.222
OR6V1	1.2365
PRKAB1	-1.1325
EYA4	1.05233333333333
KIF20A	-0.45725
ALG10	-1.96375
ITPKC	0.506333333333333
LMX1B	0.151333333333333
RPUSD4	-1.5915
C7orf34	0.212
DLGAP2	-0.176
PFN1	0.2114
MICALL2	0.273083333333333
ZNF654	0.947
SS18L1	-0.273375
SLC16A8	-0.047
MKI67IP	-0.574166666666667
ITGB3	2.761125
TCEA3	-1.19816666666667
CEP152	-0.0224375
CLIP1	2.2265
ZNF75	0.0598125
ATP5C1	-0.772166666666667
NUDT5	-0.0908333333333333
PSCDBP	-3.35375
UBP1	-0.764
RBM27	0.6025
C13orf15	-2.219375
ZNF282	-0.536166666666667
ZNF222	0.522
COL10A1	0.959
PRDM15	-0.676625
TTTY5	0.261
FAM9C	-0.5637
C20orf67	0.8105
GNG13	5.6715
F12	-3.27725
C1orf41	0.0955
CPXCR1	-1.0845
GSK3A	0.555375
SUPT6H	0.261166666666667
PI16	-1.272
ELL2	-0.220416666666667
C9orf167	-2.27133333333333
PVRL3	0.7407
FLJ38596	-3.08
ADAM20	1.36075
GPR89A	-0.8765
GPR87	-2.9195
ZNF30	-0.97925
SMR3B	-0.552
ZNF770	-0.231375
TRPC4AP	-0.266666666666667
DKFZP686E2158	0.123
C2orf28	-0.078
FREM1	-3.801
LAMA4	-0.576666666666667
ADPRHL2	0.12925
EIF4G2	-0.200333333333333
GUCA1A	-0.2575
CTNNA2	2.5235
NUDT15	-2.3235
CEPT1	-0.768166666666667
ZNFX1	-0.2581
CCDC92	1.6805
TDRD1	-0.774
KCNK5	-3.96766666666667
ETNK1	-0.971083333333334
LTA	0.4515
TTPA	0.9916
B3GALNT2	-0.311
SC65	-1.14516666666667
PEX5L	-1.512125
EPS15L1	0.30275
MGEA5	0.360125
HIST1H3A	-0.3205
ING1	0.3245
BCAT1	-0.25525
ORC6L	-1.17727272727273
KLK11	-5.37683333333333
C19orf28	0.332625
DNER	1.859625
MED22	-1.01364285714286
ETV6	0.129833333333333
CHAC2	-2.01325
CD300E	1.3795
CEBPB	1.91791666666667
ZNF398	-0.265
LRCH3	1.397
HMGA1	-0.032
CAPN7	-0.7195
MGC5566	-2.8945
CCL3	2.939875
NANOS1	-1.887375
ZFYVE19	-0.47475
APITD1	0.5585
PARD3	-0.19225
IRAK4	-0.7265
SERPINI2	0.5935
CEP170L	0.63075
TTC9	-1.80442857142857
MYOM3	-2.65575
MLPH	1.085125
LOC222699	0.4315
NRG1	1.79018181818182
TBC1D9	-2.23063636363636
TTK	-1.93633333333333
ZNF557	1.3984
DDX41	0.0391666666666667
FANK1	2.2185
UBE2D2	-0.5915
PSMB10	1.71625
MYH7B	1.08
GABARAPL2	-1.1135
MARVELD2	-3.1846
DGCR2	-0.442333333333333
UNC45A	-0.00633333333333338
C6orf72	-0.077
ZNF683	-0.13925
GIT2	-0.222875
CASK	0.160166666666667
C14orf161	0.377333333333333
LRRC44	2.359
TIFA	-1.124625
UTP11L	-0.658125
C6orf65	-0.5395
FDPS	-0.71075
DUSP9	-1.7455
SLC17A8	0.700666666666667
OR51G1	0.323166666666667
NANS	-0.38275
OLFML1	0.28425
ATP10B	-1.04728571428571
NPAS3	-1.05275
PRKCA	1.3902
GGA2	-0.63275
LCE4A	0.968
SPANXN3	-0.61675
CCDC115	0.270875
SDCCAG3	-0.8425
GLIPR1L1	-0.248
TTC1	0.532
C17orf76	-0.84675
MAD2L2	-1.01525
HIPK1	-0.0218
LRRC3B	-0.754
CLN3	-0.225818181818182
C17orf47	2.411
FMN2	0.3435
TUBB1	-0.075857142857143
WAPAL	-0.855
C3orf21	-0.90325
SCN5A	-0.206
SMYD1	3.96566666666667
BEX5	0.12775
ZNF192	-0.007
SEC22A	0.0503333333333333
GRIA2	0.474833333333333
KIAA0825	-2.02225
NUSAP1	-2.10945454545455
LANCL1	-0.92225
C15orf40	-0.293
ZNF645	0.657714285714286
GPR61	0.57625
NLRP14	0.9285
SNX21	1.0851
C1QTNF8	0.993
C17orf46	0.36025
IFNA8	0.0925
SPRR1B	-1.3445
FLRT1	-0.209666666666667
SNX17	-1.4605
ASB2	0.988666666666667
HBG1	-5.9365
RPRML	-2.04875
JOSD2	1.826
PLSCR3	0.88875
SPOCD1	3.97233333333333
RAB39	-2.27
GHRH	0.1035
ITIH5L	0.6885
C17orf37	1.81025
SMCR8	0.69475
DPY19L2P3	0.9565
IL11RA	0.838833333333333
GDF3	-3.67116666666667
RPS6KB1	-1.168
DNAJC19	-0.0074
TOP1	-0.282
CRCT1	0.214714285714286
MPST	0.0959999999999999
DPM2	0.6735
FAM38B	-4.233
SLC18A1	-3.24383333333333
FARP1	-0.574666666666667
PAX7	0.54725
TUBD1	-1.733
GNL3	-0.085375
BTG2	-2.20153333333333
NDUFS6	-0.5795
C1orf79	0.01925
ERAL1	0.292
ECHS1	0.67
VPS4A	0.722
CYP11A1	-0.7595
ABCC6	-0.765928571428571
PBX4	0.2465
MOSC1	-4.22875
NCF4	-3.107
HYMAI	1.4895
NAGPA	-0.95975
OTOP2	0.05925
ACOT12	-0.0375
MTHFD2L	1.386375
LOC441376	1.48
C19orf34	-2.72
RAB1B	-0.3785
ALDOAP2	-0.1535
NTRK1	-2.02916666666667
ARTS-1	0.2383
SLC6A11	-0.7725
NAP1L2	-0.5165
CNGB1	0.510166666666667
EPB41L4B	-1.13575
FAM134B	1.159625
HS3ST3A1	3.2295
CPXM2	-1.3315
SIRPB2	0.185
CHORDC1	-0.788166666666667
TRIB3	-0.867166666666667
SLC2A5	-0.3195
C2orf49	0.3135
DDX5	-0.3535
OR5L1	1.3135
ANAPC4	0.877166666666667
ZSWIM1	0.56375
LOC93622	-1.6895
KCNK3	-0.1587
RP11-35N6.1	-2.4345
ZFP161	-0.0991666666666667
AQP9	6.78675
SLC15A2	-1.53833333333333
MREG	-2.15216666666667
OR9I1	0.6125
PDLIM2	0.120571428571429
ADAM7	0.0555
GSTCD	0.0173333333333333
WDR21A	-0.2715
SLC12A8	0.325
TMEM174	0.81225
IGSF3	-2.40233333333333
LRRN1	-2.168
LOC402117	-0.9955
SRPK1	-2.833
LY6K	-2.64733333333333
NFIA	-0.26
PTCD3	0.011
LEP	0.747166666666667
PCDH21	-0.539166666666667
MAPKAPK2	-0.00314285714285712
NMNAT1	0.5385
LHFPL2	1.286
C9orf43	1.3605
DIP2A	-0.525
ACTR8	0.263
CCDC34	-1.6415
PTPN22	0.106375
ITGA3	3.3675
FAM129C	0.19925
RABGGTA	-0.331333333333333
UNC45B	-0.7065
KIAA1033	0.756125
ZNF510	-1.14233333333333
CYP2D6	-0.0795
SLC26A10	-0.049
STX8	1.265
LUZP1	-0.4275
WDR89	-0.0291666666666667
EIF4G3	1.0981
C5AR1	1.511625
ZNF623	-0.1845
A2M	-7.95325
TGM7	1.3665
GRPEL1	0.140833333333333
LMNB2	0.8186
ROCK2	0.1355
SNX16	-0.06125
CCDC66	0.92025
ANXA3	-6.17566666666667
KIAA1609	0.055625
EED	-2.07525
RNF32	-0.557
HES1	-4.3818
CLC	-0.3842
ISL1	1.6505
KIAA0528	-0.425625
MANEA	-0.521125
C1orf61	-2.729
hCG_2001000	0.21125
RAPGEF6	0.0228
KIAA0020	-0.8485
NEIL1	-2.33525
C16orf45	1.9145
RBM10	0.0705
C10orf125	-1.06325
MRS2L	-2.15975
DNAH17	-2.815875
C19orf10	-0.11575
C1orf160	1.42475
SLFN12	0.0245
EXOC3	-0.548
HIST3H3	-0.7245
NCOR2	-0.115333333333333
TNFRSF9	2.99625
MFSD8	-0.50875
ALX1	-0.268166666666667
NOL1	-0.069
PODN	-1.25475
TIAL1	-0.5795
HIST1H1E	-1.4755
NPY6R	0.50925
TM4SF4	-1.65375
CORO2A	-1.6455
ETNK2	-2.39433333333333
APOE	-2.1499
ANGPT4	0.2995
HDGF2	0.52475
G30	2.973
ST8SIA4	-2.7855
F2RL1	-1.524625
FAM19A4	-2.9205
CCAR1	0.3005
B3GNT7	0.06825
OPHN1	0.0613999999999999
DSCR6	-3.0005
C21orf13	1.32666666666667
GAS2L1	0.387416666666667
RFX3	-0.306166666666667
COPS4	-1.653375
BCHE	-1.5625
BCL2	-1.210125
HBZ	-3.14783333333333
ARL13B	0.91775
MAPBPIP	0.60475
MYO15B	-1.105125
SPZ1	-0.984
KIAA1324	-1.10833333333333
PLCL2	-1.9455
C4orf29	-1.2895
WDFY2	-0.00987499999999997
ZNF284	0.4515
NAALADL1	-1.601
DUSP5	0.396833333333333
PXDN	-3.57916666666667
SLMO1	0.8075
TNXB	1.1257
BIRC7	-1.1775
A4GALT	0.897
TIMM22	0.7895
FAM110C	-3.787
TOMM34	-0.08875
ABHD9	0.8655
ADAM32	2.731
CRHBP	2.41525
AQP2	0.46125
LOC130355	0.644
ZNF187	-0.321833333333333
ZNF816A	-3.1975
F7	0.0115
CNOT1	-0.2891
SLC13A4	-1.41475
ZBTB11	-0.26175
B3GALT5	-0.20775
EXOC2	-0.0928333333333333
IRS1	0.6132
TMEM1	-0.148
MRPL34	0.543
SAMM50	-0.695
CDC42EP3	2.287125
HSF2	-0.294
MFN2	0.42025
TSPAN7	-3.052
NUCB1	-0.1795
RHOH	-5.17525
ARL16	-0.9505
TACR1	-0.31475
SFRS5	0.278833333333333
SNX25	0.69325
RHBDF1	0.532
PCDH18	0.0115
HMG1L1	-0.7395
MYO5C	-4.32225
MAPK10	1.8395
LDHAL6A	0.158
NUDT12	0.7192
NCAM1	0.42425
GLIS2	0.8605
GGTL4	0.48025
DAPP1	-4.832
ATF7	-0.158125
KIAA0748	-1.55225
NFIL3	-0.76175
TM6SF1	-0.227777777777778
SEZ6	0.390375
NANOS3	1.20833333333333
DNAJA3	-1.759
CLDN6	-1.994
CIITA	3.0031
EPHA4	-0.366666666666667
FANCC	0.286
CMTM3	-0.182875
PSG3	0.62075
MRPL15	-1.00875
C21orf59	0.77325
PLCXD2	-0.163333333333333
C2orf34	-1.1545
UBE2L6	0.75475
MED14	-0.555
HP1BP3	-0.1369
C6orf208	0.147
TPBG	0.42925
OSR2	-2.052
XPC	0.0653333333333333
KLHL7	-0.69575
CCR3	1.34133333333333
AGTPBP1	0.0371666666666667
PCSK6	-4.2022
STAT5A	-2.9573
FAM18B	-0.92725
LONRF2	-1.07966666666667
PTPN2	-0.110125
SF3A3	-0.664166666666667
EFCBP2	2.859
HCFC1	-1.7195
AHNAK	0.2765
ACTR5	0.3835
KIF14	-0.912
TENC1	1.69175
HEATR5B	0.0455
YIPF2	0.4705
MYEOV2	0.7982
DUSP18	2.35775
KIAA1012	0.52475
AHR	0.6935
C17orf53	-1.053
PTPRH	-0.345
ATP6V1C1	-0.1701
TAS2R3	-0.192
LOC440356	0.82475
COQ10B	0.759
PSMF1	-0.722666666666667
SORBS2	2.757
NFE2L2	-0.57075
TMCO7	0.06675
SH3PXD2A	-0.0478
SH2D2A	-3.11325
SPINK5	-3.8705
MRPS24	-0.0575
OPA3	0.809875
TRAF7	-1.46966666666667
C4orf35	0.278
MT1G	2.40525
MGC39545	2.24666666666667
HS1BP3	1.4568
OR2B2	0.646
CHRM4	0.845
SFRP2	-1.92283333333333
RIC3	-1.61433333333333
ART1	-0.909
C6orf1	1.50625
DUS4L	-0.70775
C10orf104	-0.1725
TNFAIP6	2.26525
RTEL1	0.39125
CCT4	-1.5179
ZNF709	-1.769
CHMP6	0.696333333333333
UPP2	0.2205
CYP19A1	-0.761625
CD151	0.148
NDUFA13	0.398166666666667
ARFRP1	-0.5195
FAM26B	1.783
CRYBA1	-1.591
MRPL41	1.26183333333333
NPFFR2	-2.919
HRH2	0.766
SCAMP3	-1.10683333333333
MTMR6	-0.9221
MTG1	-0.571166666666667
UBTD1	1.46625
CRABP1	-2.6255
FLJ33790	-2.0312
KIAA1908	-0.605
GPR158	-3.30225
PACSIN3	-0.678333333333333
OMD	-0.570833333333333
CATSPER1	1.863
HOXB8	-0.932875
FBXO46	0.5255
OAS1	-1.49183333333333
SVIL	1.346
PHB2	-0.735
ADCY3	-0.418
NDRG2	-2.62266666666667
ERMAP	-1.1086
APBA2	-2.94466666666667
IGSF9	-2.75825
WNT6	-0.510928571428571
MYCBPAP	0.72
ATP2B2	0.238555555555556
CPVL	-4.4818
TRAM2	0.695666666666667
NOP5/NOP58	1.207
ZNRF4	1.13675
TLK1	-0.0205
MTMR12	-0.852428571428571
ZNF384	-0.658333333333333
FAM9B	-3.12166666666667
RPN1	0.4631
PMVK	0.0725
EIF3D	0.3223
SIX2	-1.58575
HPS1	2.54671428571429
RNF7	0.894
PSKH2	-0.222
KCTD13	0.306
CSMD3	-0.587
FBF1	-1.9255
IL8	0.085875
SERPINB13	-0.0808333333333333
FBXL20	0.203
BLR1	0.65125
SH2B1	0.53
RFNG	-0.057625
RAB20	-0.379166666666667
RBM7	-3.97275
POLR1A	-0.643666666666667
TMPRSS4	-3.262
TAF9	0.238625
TERF2	-1.468
TNFRSF1A	0.430666666666667
ACADVL	0.387
GTF2H5	0.93325
EDG8	-1.8428
C9orf140	-0.564
UST6	0.9265
ZBTB8OS	0.80125
ZNF710	-0.2085
GPR174	-1.436
ATP6V0A2	-1.533
KIAA0319L	0.2415
XKRX	-0.9985
DOPEY2	0.314
SDHD	-1.38858333333333
SUMF1	1.42825
OSM	0.33125
OPN3	-2.072
DAGLB	-0.528833333333333
PPFIBP1	1.7774
TRIM63	-3.565
C10orf53	2.393
LYPD3	-3.01533333333333
BCL7A	-0.927375
AGER	-0.253
TCF19	-1.20025
SAT2	1.8895
PFTK1	1.251
GABRE	-3.84225
C15orf38	-0.2769
FIS1	-0.391
KCNV2	1.397
CLPS	0.5025
PPCDC	-0.312375
FOXN2	1.5215
NT5E	1.1081
CD83	-1.47625
IL18	-4.99525
VPS16	-0.405
IGFBP2	-4.80266666666667
NOTCH2	0.71775
SIGLEC1	-0.469142857142857
CD93	-1.6005
SULF2	-5.8395
CEP164	0.743
P53AIP1	1.5458
TOR2A	0.290166666666667
ZNF136	0.34475
MGP	-2.1782
CCDC144A	0.385666666666667
TRPC1	1.46966666666667
SMS	0.477333333333333
MAPK7	1.20216666666667
RRAGC	1.39325
PARD6A	0.1385
NUB1	-0.500666666666667
SYNGR4	0.2875
OR11H12	0.1875
WIF1	0.642571428571429
GCH1	-1.4165
OR11H4	-0.3275
SLC44A5	-1.717
GPRIN2	-0.738
LOC401431	1.4495
CPA4	1.4711
MELK	-0.485444444444445
IL15RA	-0.97875
CUL3	-0.295625
HMBOX1	-3.6375
PODXL	-3.93775
CCT6B	0.465333333333333
COMTD1	-0.479
MUC20	-1.41783333333333
GPX2	-3.484375
ITK	-0.354375
FBXL5	0.297
C13orf27	-0.14275
DEFA5	1.271
TRHDE	-0.4865
MTP18	-0.511333333333333
UQCRQ	1.1662
ITGB2	-3.37441666666667
CSRP2BP	-1.2935
TAS2R44	0.921
PHPT1	0.859625
FAM44C	-0.6415
ERH	1.047
MPHOSPH1	-1.16216666666667
MORC1	4.076
PARVB	0.21575
LAMA1	-1.05625
PGBD3	0.128
GIMAP6	-0.49675
AREG	-7.24866666666667
LIPT1	0.9155
MGC99813	0.49175
C1orf201	0.467333333333333
GRIN2A	-1.47055555555556
MAN2C1	-0.32325
NSUN5	-2.01325
SF3B5	-0.286
MYC	-1.9728
NRXN1	-0.311181818181818
ZNF18	1.78025
SPDYA	0.445
SLC37A1	-2.687
DECR2	-0.18375
ANKRD38	-1.68275
SPTLC3	1.07333333333333
SUPT16H	-1.227875
DTWD2	-0.57375
ULBP1	0.822
ZADH1	0.5165
OIP5	-2.77
IL10RB	-0.772
OTUB2	0.563125
VWA3A	-0.299333333333333
SPIC	0.266333333333333
OR6C4	0.049
PSCD4	0.712666666666667
DPY19L2P2	0.239
TRAPPC6A	-0.626666666666667
C21orf2	-0.1175
CEMP1	1.37725
LIN7B	0.6575
E2F7	0.763166666666667
VCP	-0.2560625
LAMA3	0.739636363636364
BGN	-0.941
GPR160	-4.29
COCH	-5.63483333333333
GPR81	-2.42266666666667
APOBEC3F	1.2255
tcag7.1017	-0.578
C1orf32	0.7565
SCGB1D2	-1.70875
FLJ43987	0.111
C6orf170	0.77525
KLK9	1.519
GPD1L	-0.409375
VPS37B	0.86875
ATG3	-0.280333333333333
ADAMTS17	1.2705
KLHDC2	-2.5275
NDUFV2	0.127
BLK	3.23575
MATN4	-1.0835
GPM6A	0.207125
GBP4	-1.2884
TMEM162	0.4976
PKP2	-2.262
HRASLS	0.950555555555555
MMP1	-2.79075
SFXN3	1.162
FSD1	1.49983333333333
ST6GALNAC3	-3.84016666666667
CA12	3.2609
NCOA6	1.22225
C19orf58	0.427
PPP4R1	-1.003
MAN1A2	1.06866666666667
IKBKAP	-1.44875
UPF1	-0.8085
KIAA1219	0.32
WNT16	0.0186666666666666
SNW1	-0.179625
IL18RAP	-0.5715
RPP30	0.16375
CDC40	-0.121928571428571
SETD3	0.5775
SLAMF6	-0.00100000000000001
ELK4	-0.8165
TRIM47	1.6415
ACOX3	1.191
TRIM6	0.25775
KIAA0372	0.398833333333333
TP53AP1	0.246875
SMURF2	-0.48125
ADAD1	-0.05025
EBP	-0.3197
KRTAP13-2	-0.5595
FLJ36874	0.2055
TOR1A	-0.4305
P2RY4	1.234
GPBP1	-0.7825
TRPV1	1.137375
ADAMTS12	2.5515
PES1	-0.2015
ATG4A	0.410666666666667
MAGEA10	-4.0215
WFS1	0.72625
CC2D1B	1.33183333333333
PABPN1	0.6345
SLC25A30	0.11975
SLCO1C1	-0.3905
SLC22A5	0.4585
KIF23	-1.34366666666667
SYN2	0.0303333333333333
ASPN	0.936833333333333
CENTG2	0.66575
QSOX2	-0.3615
FLJ10815	1.75333333333333
STK24	-0.4094375
SPEG	2.5194
STK10	0.436833333333333
DACT2	-3.513
AAAS	0.87875
SSX3	-0.5585
ABCD3	-1.7429
C4orf12	1.63925
PARVG	-2.48966666666667
FIG4	1.77125
C9orf46	0.01375
TMCO6	-0.423
IGHMBP2	-1.03025
DUS2L	-0.6435
FAM3C	-1.7368125
TMEM16D	-2.98183333333333
DCTN4	0.3125
KCNH3	-0.0525
EIF2AK2	1.26575
AP1S3	-1.681375
CST4	2.32
PAM	1.349875
NUTF2	-0.0155
CITED2	-0.9957
SLC39A4	0.154
C2orf52	-0.227
GRM3	0.06075
C12orf49	0.21325
CCDC49	-0.3446
GRAMD1B	-0.648875
FNDC4	2.406
SIAH2	-1.882375
GDPD4	-0.5295
C21orf87	0.073125
ATP5A1	-1.787
C16orf63	-0.895625
LOC388135	-1.46866666666667
ATP5J2	0.12925
MMP3	2.95825
EMID2	-0.2385
CRHR1	0.43925
WDR70	-0.04275
C13orf31	2.63225
ZFAND1	-2.55325
CCL18	1.83616666666667
C3orf49	-0.391
RINT1	-0.7255
KIAA0408	1.592
F13A1	0.321375
SLC10A1	0.1655
OGN	-3.399
GIPC2	-2.81483333333333
XPO6	-0.373166666666667
LCE1A	1.166
FMR1	-0.00620000000000001
LOC374920	-0.196
DUSP3	1.17175
ANKMY1	-0.534
C7orf50	-0.194
BBS9	0.4393
UNC119B	0.063625
C9orf72	0.49175
MGC35440	0.89875
ENTPD6	-0.26075
PPP1R2P9	0.393
ERCC4	0.44775
FAHD2B	-0.3865
HMHA1	-4.813
HACL1	-0.845
RAD23A	1.09483333333333
FAM83B	-2.20425
PPP5C	-0.643666666666667
RNASEH2C	0.12025
C9orf153	0.61625
SCAMP4	1.124125
GHITM	0.6117
NDUFB7	1.07225
ADCYAP1	-0.316666666666667
SP110	1.029
MAP3K7IP2	0.28725
DHH	0.64
AGRN	-0.157357142857143
WDR33	-0.464666666666667
CEP290	1.094
PRPS1L1	-1.95466666666667
KLRA1	-0.427
GPR97	0.0905
CHD7	-0.54825
TLR10	1.0385
SLC30A8	-2.6675
HIC1	-0.533333333333333
IAPP	0.933
RXFP4	0.42725
GP1BB	1.34275
SHQ1	-0.054
NKX2-3	0.325166666666667
API5	-0.4555
FTHP1	1.933
MOV10L1	0.655
TRIM6-TRIM34	2.77116666666667
ADHFE1	1.7325
FAM117A	-0.8485
DDI1	0.4116
CDON	-0.9906
TRIM73	1.7065
IGKC	0.0525
MMP14	1.17966666666667
DYNC1LI1	-0.576375
C11orf66	-0.1865
TRBV3-1	-0.92675
FASTKD5	-0.95125
BIVM	0.178
LHX4	-0.00174999999999997
CXCL2	3.7026
RAB2B	-1.8775
IZUMO1	-1.36125
MAP3K15	-1.95642857142857
FAM19A2	-0.343
ZC3H8	-1.38366666666667
ZMAT1	2.673125
SPINK5L3	1.01275
SLC10A6	0.0349999999999999
APPL2	-0.2325
CARD10	0.0691666666666667
LOC402176	-1.59525
EEF1D	0.277
RAB6A	-1.172
C12orf5	-0.55975
PAPOLG	-0.31325
MSRB2	0.095
BCR	-0.717222222222222
PUS3	-0.5655
TIAM2	-1.84
ZNF317	0.104666666666667
CHD2	0.3935
FZD5	-1.08222727272727
NUDT8	-0.522
ZNF763	0.203
PRC1	-1.22988888888889
ABCB9	0.221333333333333
SPATA3	0.723
TRAK2	1.7195
STAB1	-0.61825
LRRTM2	0.302666666666667
psiTPTE22	1.1945
DBI	0.9325
SERPINA11	-3.3235
NAT5	-0.505
C20orf58	-2.639
RPS6KA4	1.43983333333333
FLJ90650	-0.32475
TGFBRAP1	0.384
CHRDL2	-1.599875
FAHD2A	-0.454
CNTN1	-0.0645
BBS4	-0.5869
TMEM181	1.237
MINPP1	-1.92525
MPHOSPH6	-0.445166666666667
HOXC10	-1.2
ITPKB	-1.408625
CLPTM1L	-1.13675
MEOX2	-2.0706
ATP6V0C	0.3555
PRPF8	-0.4775
TMC5	0.434
FKBP3	-1.00725
PLEKHB2	-0.10525
OR4D6	0.477
ZNF544	-3.4147
D2HGDH	0.163875
RPL18A	-0.8677
HEL308	-0.051625
MPP6	-2.006
TCERG1	-0.542
KRT16	-2.48283333333333
KLF17	-0.45225
KLF5	-0.328375
CDR1	4.778625
VCX3A	-2.047
FBLN2	-1.88275
C14orf104	-2.09825
HBE1	-4.6847
OR4S2	2.154
C1orf108	-0.965333333333333
ROBO4	1.24366666666667
CPEB4	0.86
C11orf80	-0.933833333333333
BCKDHA	0.187166666666667
MYOC	-0.205
GIF	-0.2345
CKMT1A	-1.8545
RPL3	-0.0371
THBS1	-1.617125
APOO	0.25825
ARMCX1	1.13975
HSZFP36	-0.63275
SNAPC5	0.1175
EIF4ENIF1	0.0455
ZNF433	-2.60475
TNFRSF21	-1.9025
TMPRSS7	0.328
SPATA18	1.2046
HPDL	-3.9425
MKL2	-0.00639999999999997
TBX3	0.703384615384615
C21orf93	0.930666666666667
DAXX	-0.095
ELMO1	-1.199875
RGS13	1.8462
TAF11	-3.10825
UNC13A	-1.846625
LOC653314	0.2168
ORC3L	0.777
IMAA	-0.21
TARBP2	0.2125
CABIN1	0.6038
TRIOBP	1.6505
HIST1H2AC	-1.691
RGS22	-3.131
NCOA1	1.114
IL25	-2.75
SNCG	-0.7915
GPR6	0.1595
AMDHD1	-1.59816666666667
CHEK2	-0.02625
C6orf142	-0.60675
DRD4	1.02
C14orf68	-1.08275
GDF11	-0.87825
SEMG2	-1
CD247	-4.865
CDAN1	0.08375
RBMX2	0.158333333333333
TGS1	-1.62325
OIT3	1.40366666666667
SYF2	-0.10075
MCM4	-0.5705
PKHD1L1	0.014875
CEP192	-0.918
IFT88	-0.197
RPL9	-0.3565
RAB32	0.408125
DDX43	-4.14975
P2RX2	1.346
OR5D18	-0.707
UBE1	-0.0939166666666667
SLC24A1	0.2745
ARHGAP5	-1.278
CETP	-2.8145
KIAA1731	-0.110666666666667
SLC9A4	0.636
PTPN6	-2.0185
BAHD1	1.001
GRIK3	1.3495
CACNB2	-0.6122
PDE10A	-1.9045
DGCR14	0.802
PCDHB9	1.157
RHOQ	2.75083333333333
MAP3K4	0.1865
KTI12	0.850666666666667
RPL23AP13	2.45475
GNG11	2.474
CLCN3	1.84666666666667
GPAM	-1.555375
VSTM2A	-0.997
SLAMF7	3.1095
INTS2	-1.49175
PPP2CA	-1.4076
LRP12	0.743866666666667
SEC14L2	1.625
DKFZP586H2123	5.6815
MC3R	0.063
CIRH1A	-0.621833333333333
HIST1H2AB	-0.488666666666667
POLH	-0.46275
MGC16703	-0.0425
SNAPC2	1.454
FILIP1L	-1.59
RASGRP4	0.9485
LRRC1	-0.74875
GAS1	-2.76325
PRAC	-0.329
DGKA	0.2555
NT5C3	-1.5945
PEG3	-4.2495
NADK	-1.30975
PRR17	0.1085
LOC374569	-0.351
SGSH	0.405
NLRP8	-0.2815
GALT	-0.1268
MCF2	0.761
ZNF263	-1.5145
TACSTD1	-6.373
TYR	-6.3716
ATP6AP2	-0.89025
RNUXA	0.11125
ABHD10	-0.573666666666667
GDPD2	-1.18375
SLC35C1	0.5665
UBE2A	-0.365875
HERC5	0.658166666666667
FAM112B	-5.09566666666667
FBXL16	-0.70525
DKFZP434A0131	0.272
ELA3A	-1.7245
RBM41	-1.600875
HAO2	-0.356333333333333
RNH1	0.425125
SHANK2	-3.99033333333333
OSBP2	0.980375
DAK	-1.57466666666667
C3orf58	0.504416666666667
TCL1B	-0.539
KBTBD2	-0.701625
SUGT1L1	-1.5345
UBE2E2	-0.7415
MYL9	3.521375
CDC23	-1.3435
PBXIP1	0.3543
CXorf40B	-0.0225
NBL1	-1.274
RTBDN	1.609
RAB11FIP5	1.278375
TTTY13	0.102
SCOTIN	-0.5755
SOHLH1	-1.4785
CDKN1A	0.964357142857143
NCK1	-1.02325
ZNF550	-1.63975
SAPS3	-0.655916666666667
SPIN3	0.842666666666667
MAGEE2	-0.17425
MIS12	-0.428666666666667
OR8H2	0.541
KIAA0774	0.0106666666666667
UNC5D	-3.917
CUL7	-0.672666666666667
LIPC	-2.394
DIO1	-2.66825
C20orf11	-1.3
CTRL	-0.067
HS3ST2	0.05625
PAK4	1.07816666666667
CCRL1	-0.30225
RNF10	1.23675
ZNF567	-4.857
ZNF660	-1.9035
TCEAL3	1.00975
MAGOH	0.401
