Hybridization REF	TCGA-C8-A12X-01A-11R-A115-07
ZBTB11	0.0415
B3GALT5	0.76425
EXOC2	0.100666666666667
IRS1	1.0982
TMEM1	0.407333333333333
MRPL34	-0.219666666666667
SAMM50	0.20725
CDC42EP3	-0.553875
HSF2	-2.083
MFN2	0.44675
TSPAN7	-2.6985
NUCB1	1.51966666666667
RHOH	-0.88375
ARL16	-0.145
TACR1	0.3295
SFRS5	-2.0955
SNX25	0.278625
RHBDF1	0.973666666666667
PCDH18	1.50366666666667
HMG1L1	-1.20725
MYO5C	1.198875
MAPK10	-1.582
LDHAL6A	-0.0521666666666666
NUDT12	2.57033333333333
NCAM1	0.0585
GLIS2	0.403
GGTL4	0.326
DAPP1	0.09925
ATF7	0.686
KIAA0748	-1.8485
NFIL3	-1.83975
TM6SF1	0.9369
SEZ6	0.034875
NANOS3	-0.550166666666667
DNAJA3	0.015
CLDN6	-1.6585
CIITA	1.8157
EPHA4	1.19141666666667
FANCC	-0.62725
CMTM3	0.12175
PSG3	-0.745625
MRPL15	-0.4175
C21orf59	0.57825
PLCXD2	0.142
C2orf34	0.361625
UBE2L6	2.22025
MED14	0.0821666666666667
HP1BP3	-0.1278
C6orf208	-0.373
TPBG	1.2635
OSR2	-0.516375
XPC	-0.548166666666667
KLHL7	-1.08008333333333
CCR3	-0.0171666666666667
AGTPBP1	-0.516666666666667
PCSK6	-0.127933333333333
STAT5A	-0.7562
FAM18B	1.2315
LONRF2	-1.08333333333333
PTPN2	-0.6635
SF3A3	-0.615833333333333
EFCBP2	-0.44575
HCFC1	-0.246666666666667
AHNAK	0.26125
ACTR5	-0.534
KIF14	-3.08228571428571
TENC1	0.80925
HEATR5B	0.9585
YIPF2	1.32516666666667
MYEOV2	1.18016666666667
DUSP18	1.4295
KIAA1012	1.5285
AHR	-1.41033333333333
C17orf53	-0.894666666666667
PTPRH	-3.776
ATP6V1C1	0.9834
TAS2R3	-0.5445
LOC440356	-1.411
COQ10B	0.52775
PSMF1	0.8665
SORBS2	1.99333333333333
NFE2L2	0.06725
TMCO7	-0.5495
SH3PXD2A	-0.6584
SH2D2A	-2.0625
SPINK5	-4.1075
MRPS24	-0.641
OPA3	0.17275
TRAF7	1.1515
C4orf35	0.365833333333333
MT1G	-1.441
MGC39545	1.08133333333333
HS1BP3	0.6249
OR2B2	-0.0755
CHRM4	0.464
SFRP2	1.49058333333333
RIC3	1.23
ART1	-0.4265
C6orf1	1.294375
DUS4L	-0.33975
C10orf104	0.22425
TNFAIP6	1.34225
RTEL1	-0.01625
CCT4	-1.466
ZNF709	1.0865
CHMP6	0.900666666666667
UPP2	0.5765
CYP19A1	-1.958
CD151	0.0515
NDUFA13	0.508333333333333
ARFRP1	-0.394
FAM26B	2.53725
CRYBA1	-1.449
MRPL41	0.479333333333333
NPFFR2	-1.817
HRH2	0.3095
SCAMP3	0.6725
MTMR6	1.0782
MTG1	-0.419666666666667
UBTD1	1.73825
CRABP1	1.2395
FLJ33790	0.1762
KIAA1908	0.227
GPR158	-1.3755
PACSIN3	0.475333333333333
OMD	1.97466666666667
CATSPER1	-0.772833333333333
HOXB8	-1.556625
FBXO46	0.6535
OAS1	3.46933333333333
SVIL	0.73725
PHB2	-0.70675
ADCY3	-0.107
NDRG2	1.115
ERMAP	0.9699
APBA2	-1.57416666666667
IGSF9	1.39475
WNT6	-0.542785714285714
MYCBPAP	3.65125
ATP2B2	-0.1509
CPVL	-1.1235
TRAM2	-0.370833333333333
NOP5/NOP58	-1.4095
ZNRF4	0.128
TLK1	-0.704125
MTMR12	0.261285714285714
ZNF384	-0.271333333333333
FAM9B	-2.9605
RPN1	1.1977
PMVK	1.254
EIF3D	-0.3363
SIX2	-0.63075
HPS1	0.610142857142857
RNF7	0.5235
PSKH2	0.727
KCTD13	0.498666666666667
CSMD3	-0.6827
FBF1	0.446
IL8	-5.04225
SERPINB13	-0.26275
FBXL20	0.0495
BLR1	0.78225
SH2B1	0.244833333333333
RFNG	1.04225
RAB20	0.458
RBM7	-0.31125
POLR1A	0.0786666666666667
TMPRSS4	-3.1755
TAF9	-1.390875
TERF2	1.51116666666667
TNFRSF1A	0.11475
ACADVL	-0.178
GTF2H5	0.038
EDG8	1.73533333333333
C9orf140	-0.98325
UST6	-0.01975
ZBTB8OS	-0.361
ZNF710	-0.057
GPR174	-2.075
ATP6V0A2	-0.611
KIAA0319L	0.655583333333333
XKRX	0.339
DOPEY2	2.3812
SDHD	-0.617083333333333
SUMF1	2.7655
OSM	2.59075
OPN3	-0.097
DAGLB	-0.0616666666666667
PPFIBP1	-0.1663
TRIM63	-4.38
C10orf53	0.668
LYPD3	0.6475
BCL7A	0.519375
AGER	-1.3065
TCF19	-0.063
SAT2	0.5225
PFTK1	-0.281333333333333
GABRE	-3.85275
C15orf38	-0.1227
FIS1	1.067
KCNV2	0.20275
CLPS	0.325
PPCDC	-0.00487499999999999
FOXN2	-0.721
NT5E	-3.0467
CD83	0.33
IL18	-0.645375
VPS16	0.5595
IGFBP2	0.536666666666667
NOTCH2	-0.527
SIGLEC1	3.624
CD93	5.9495
SULF2	-0.70575
CEP164	0.413625
P53AIP1	-0.0825
TOR2A	0.162333333333333
ZNF136	0.519
MGP	3.7005
CCDC144A	-1.12716666666667
TRPC1	-1.3995
SMS	-0.381166666666667
MAPK7	0.0793333333333334
RRAGC	0.36475
PARD6A	1.7165
NUB1	1.1855
SYNGR4	0.9145
OR11H12	0.8735
WIF1	0.506875
GCH1	-0.21325
OR11H4	0.1635
SLC44A5	-0.4185
GPRIN2	-0.776166666666667
LOC401431	-0.41575
CPA4	-2.5613
MELK	-1.66611111111111
IL15RA	-0.24925
CUL3	1.603875
HMBOX1	-0.22725
PODXL	-1.88575
CCT6B	1.54616666666667
COMTD1	0.16775
MUC20	-0.558333333333333
GPX2	-3.781
ITK	-1.6975
FBXL5	2.3775
C13orf27	-1.6585
DEFA5	0.821
TRHDE	-0.231
MTP18	0.473833333333333
UQCRQ	0.6275
ITGB2	1.338
CSRP2BP	0.558
TAS2R44	0.5615
PHPT1	0.203625
FAM44C	0.78925
ERH	-0.92075
MPHOSPH1	-0.315333333333333
MORC1	-0.4225
PARVB	0.9155
LAMA1	-2.52483333333333
PGBD3	0.22425
GIMAP6	4.063
AREG	-6.82933333333333
LIPT1	-0.26025
MGC99813	0.18975
C1orf201	0.431666666666667
GRIN2A	-1.1792
MAN2C1	-0.80725
NSUN5	-0.0785
SF3B5	-0.4415
MYC	-2.0379375
NRXN1	-1.1883
ZNF18	0.65225
SPDYA	-0.179
SLC37A1	1.675
DECR2	0.517
ANKRD38	-1.279625
SPTLC3	-1.5565
SUPT16H	-1.485375
DTWD2	-0.05925
ULBP1	-0.057
ZADH1	-0.0733333333333333
OIP5	-2.17575
IL10RB	0.428833333333333
OTUB2	-0.046875
VWA3A	1.67783333333333
SPIC	0.573833333333333
OR6C4	0.1485
PSCD4	1.14016666666667
DPY19L2P2	-0.913
TRAPPC6A	1.40566666666667
C21orf2	0.3145
CEMP1	0.4135
LIN7B	0.427
E2F7	-1.789
VCP	0.2341875
LAMA3	-0.22175
BGN	1.67625
GPR160	2.0125
COCH	-4.39266666666667
GPR81	0.746333333333333
APOBEC3F	0.7085
tcag7.1017	-0.79075
C1orf32	0.403
SCGB1D2	5.96725
FLJ43987	-0.1565
C6orf170	0.28325
KLK9	0.156
GPD1L	-0.07075
VPS37B	0.50625
ATG3	0.1105
ADAMTS17	0.07
KLHDC2	-0.029
NDUFV2	0.07
BLK	-3.00175
MATN4	-1.491
GPM6A	-0.504125
GBP4	3.30266666666667
TMEM162	0.113833333333333
PKP2	-0.9205
HRASLS	-1.53266666666667
MMP1	-2.8035
SFXN3	-0.0127
FSD1	-1.8405
ST6GALNAC3	-1.9945
CA12	3.6121
NCOA6	0.8115
C19orf58	0.6247
PPP4R1	0.307666666666667
MAN1A2	0.467166666666667
IKBKAP	-0.99475
UPF1	0.1575
KIAA1219	1.028
WNT16	0.5082
SNW1	-0.583875
IL18RAP	1.3685
RPP30	-0.674625
CDC40	-0.00157142857142857
SETD3	-0.421
SLAMF6	0.635
ELK4	-0.916
TRIM47	1.33983333333333
ACOX3	0.69275
TRIM6	-0.95075
KIAA0372	-1.19533333333333
TP53AP1	1.23875
SMURF2	-1.48475
ADAD1	1.05475
EBP	-0.6111
KRTAP13-2	-0.453
FLJ36874	-0.639166666666667
TOR1A	0.1205
P2RY4	0.7195
GPBP1	-0.8385
TRPV1	0.753625
ADAMTS12	-0.622
PES1	0.3171
ATG4A	0.321666666666667
MAGEA10	-5.11225
WFS1	2.01575
CC2D1B	-0.122833333333333
PABPN1	-0.616625
SLC25A30	0.2795
SLCO1C1	0.286833333333333
SLC22A5	1.0345
KIF23	-2.26233333333333
SYN2	-0.691166666666667
ASPN	6.86
CENTG2	-0.12775
QSOX2	-1.6137
FLJ10815	1.35266666666667
STK24	0.321375
SPEG	0.1095
STK10	0.278333333333333
DACT2	-3.6825
AAAS	0.43625
SSX3	-1.327375
ABCD3	0.26
C4orf12	0.22075
PARVG	1.01083333333333
FIG4	1.774
C9orf46	1.63475
TMCO6	0.438
IGHMBP2	-0.519
DUS2L	-0.0933333333333333
FAM3C	0.296125
TMEM16D	-3.113125
DCTN4	1.2735
KCNH3	2.22025
EIF2AK2	1.07025
AP1S3	-1.442125
CST4	2.238
PAM	-0.9059375
NUTF2	-0.759
CITED2	0.0729
SLC39A4	-3.0625
C2orf52	-0.807
GRM3	0.40975
C12orf49	0.73925
CCDC49	0.3213
GRAMD1B	-1.495
FNDC4	-0.60775
SIAH2	2.269125
GDPD4	0.224
C21orf87	0.929625
ATP5A1	0.6795
C16orf63	-0.928875
LOC388135	-1.2735
ATP5J2	0.138125
MMP3	-2.08975
EMID2	-0.13925
CRHR1	0.47125
WDR70	-0.65525
C13orf31	1.18425
ZFAND1	-0.86375
CCL18	4.15983333333333
C3orf49	0.5745
RINT1	-0.9815
KIAA0408	-2.72716666666667
F13A1	4.7341
SLC10A1	0.00533333333333336
OGN	-1.856
GIPC2	-1.215
XPO6	-0.494833333333333
LCE1A	0.261
FMR1	0.1578
LOC374920	0.042
DUSP3	0.25425
ANKMY1	0.665
C7orf50	0.6745
BBS9	-0.5659
UNC119B	-0.493625
C9orf72	0.45
MGC35440	0.26275
ENTPD6	1.00275
PPP1R2P9	0.67775
ERCC4	0.27275
FAHD2B	-0.6725
HMHA1	0.086
HACL1	-1.0135
RAD23A	0.346666666666667
FAM83B	-2.74575
PPP5C	1.10316666666667
RNASEH2C	0.68875
C9orf153	-0.628
SCAMP4	1.3925
GHITM	0.4707
NDUFB7	0.7925
ADCYAP1	-0.412
SP110	2.21633333333333
MAP3K7IP2	-1.041
DHH	0.298
AGRN	1.6145
WDR33	0.0411666666666667
CEP290	0.0621666666666667
PRPS1L1	-2.61483333333333
KLRA1	-1.4185
GPR97	0.525
CHD7	-2.37058333333333
TLR10	0.871
SLC30A8	-1.175
HIC1	0.9425
IAPP	0.2305
RXFP4	0.39725
GP1BB	1.0185
SHQ1	0.8605
NKX2-3	0.61
API5	0.18
FTHP1	0.3635
MOV10L1	-0.0405
TRIM6-TRIM34	2.52666666666667
ADHFE1	1.028
FAM117A	-1.09575
DDI1	0.447166666666667
CDON	0.0791666666666667
TRIM73	-0.5485
IGKC	2.927
MMP14	-0.996083333333333
DYNC1LI1	1.0865
C11orf66	1.733
TRBV3-1	-1.66475
FASTKD5	0.126
BIVM	-0.5725
LHX4	-0.53375
CXCL2	-2.2118
RAB2B	-0.809166666666667
IZUMO1	-0.54825
MAP3K15	-2.1295
FAM19A2	0.874
ZC3H8	-1.44416666666667
ZMAT1	0.97975
SPINK5L3	-2.0585
SLC10A6	-0.2745
APPL2	0.939
CARD10	1.11283333333333
LOC402176	-0.654875
EEF1D	0.5682
RAB6A	0.7261
C12orf5	-0.824625
PAPOLG	-0.31525
MSRB2	0.36775
BCR	1.06327777777778
PUS3	-0.43675
TIAM2	-1.2725
ZNF317	0.310833333333333
CHD2	-0.0603571428571428
FZD5	-1.63118181818182
NUDT8	-0.841
ZNF763	1.0515
PRC1	-2.18133333333333
ABCB9	0.089
SPATA3	1.062
TRAK2	-0.26075
STAB1	2.869125
LRRTM2	-0.667333333333333
psiTPTE22	1.18575
DBI	0.31975
SERPINA11	-3.143
NAT5	0.3615
C20orf58	-2.33175
RPS6KA4	0.708
FLJ90650	-0.9695
TGFBRAP1	-0.07875
CHRDL2	-0.338625
FAHD2A	-0.4415
CNTN1	0.1455
BBS4	-0.4529
TMEM181	-0.28075
MINPP1	0.6425
MPHOSPH6	1.90925
HOXC10	-0.72
ITPKB	0.9935
CLPTM1L	-0.00475
MEOX2	-0.230666666666667
ATP6V0C	1.72625
PRPF8	0.194833333333333
TMC5	-0.41825
FKBP3	-1.316
PLEKHB2	-0.311125
OR4D6	0.8165
ZNF544	0.5186
D2HGDH	-0.620375
RPL18A	-0.53
HEL308	-0.07725
MPP6	-4.75775
TCERG1	-1.79175
KRT16	-2.40883333333333
KLF17	-2.5535
KLF5	-2.144
CDR1	0.82225
VCX3A	-4.722
FBLN2	0.13625
C14orf104	-0.254
HBE1	-5.0275
OR4S2	0.0335000000000001
C1orf108	-0.5855
ROBO4	3.54283333333333
CPEB4	1.409375
C11orf80	1.7985
BCKDHA	1.3145
MYOC	0.73175
GIF	0.334
CKMT1A	1.6135
RPL3	-0.2264
THBS1	2.162375
APOO	0.264
ARMCX1	2.0655
HSZFP36	1.81125
SNAPC5	-0.48025
EIF4ENIF1	0.8365
ZNF433	1.43325
TNFRSF21	-2.267375
TMPRSS7	0.125
SPATA18	2.6221
HPDL	-4.0015
MKL2	1.0178
TBX3	-0.672230769230769
C21orf93	0.534
DAXX	0.8935
ELMO1	-0.16075
RGS13	1.693
TAF11	-0.09475
UNC13A	-1.85175
LOC653314	-0.3479
ORC3L	-0.76425
IMAA	-3.513
TARBP2	0.0685
CABIN1	0.00700000000000001
TRIOBP	0.714375
HIST1H2AC	2.027375
RGS22	-3.25116666666667
NCOA1	1.247
IL25	0.1865
SNCG	0.381
GPR6	0.596
AMDHD1	-2.03
CHEK2	-0.145
C6orf142	-1.21125
DRD4	0.86625
C14orf68	-1.03725
GDF11	-1.0915
SEMG2	1.393
CD247	-1.93675
CDAN1	-0.1385
RBMX2	-0.4685
TGS1	-0.408
OIT3	0.1005
SYF2	-0.2355
MCM4	-1.963
PKHD1L1	-0.316875
CEP192	-0.72
IFT88	1.8825
RPL9	-0.931214285714286
RAB32	-0.6075
DDX43	-3.91775
P2RX2	0.201666666666667
OR5D18	0.111
UBE1	1.63375
SLC24A1	0.522875
ARHGAP5	-2.381
CETP	-0.194
KIAA1731	-1.22133333333333
SLC9A4	0.8545
PTPN6	1.8105
BAHD1	0.20025
GRIK3	1.784
CACNB2	-0.8659
PDE10A	0.00774999999999998
DGCR14	0.2365
PCDHB9	-0.302333333333333
RHOQ	-0.105166666666667
MAP3K4	-0.5655
KTI12	-0.526833333333333
RPL23AP13	-2.99925
GNG11	-0.51475
CLCN3	0.0638333333333333
GPAM	-1.3175
VSTM2A	-0.575
SLAMF7	1.83866666666667
INTS2	-1.033
PPP2CA	-0.1324
LRP12	-0.112
SEC14L2	2.144
DKFZP586H2123	2.28975
MC3R	0.627
CIRH1A	-1.04416666666667
HIST1H2AB	2.47383333333333
POLH	-0.343625
MGC16703	-0.667833333333333
SNAPC2	2.094
FILIP1L	1.5265
RASGRP4	1.1855
LRRC1	0.837
GAS1	-0.88925
PRAC	-1.41975
DGKA	-0.0633333333333333
NT5C3	-0.6655
PEG3	2.5935
NADK	0.57525
PRR17	0.36875
LOC374569	-0.39675
SGSH	0.4855
NLRP8	-0.4215
GALT	0.1931
MCF2	-0.734
ZNF263	0.2555
TACSTD1	1.38066666666667
TYR	-6.6326
ATP6AP2	1.31175
RNUXA	0.17925
ABHD10	0.2142
GDPD2	-2.29075
SLC35C1	1.18825
UBE2A	0.41725
HERC5	2.702
FAM112B	-4.0135
FBXL16	1.11875
DKFZP434A0131	-0.89725
ELA3A	-2.1205
RBM41	-1.59125
HAO2	0.289
RNH1	0.068875
SHANK2	1.47966666666667
OSBP2	-0.78375
DAK	0.424833333333333
C3orf58	0.992416666666667
TCL1B	-0.166
KBTBD2	-0.082625
SUGT1L1	3.21075
UBE2E2	-0.952833333333333
MYL9	2.360875
CDC23	-0.277333333333333
PBXIP1	1.5767
CXorf40B	0.5235
NBL1	1.85825
RTBDN	0.286
RAB11FIP5	0.451375
TTTY13	-0.298
SCOTIN	1.21558333333333
SOHLH1	-0.908666666666667
CDKN1A	0.975714285714286
NCK1	-0.29825
ZNF550	-0.55725
SAPS3	0.3335
SPIN3	3.47533333333333
MAGEE2	-0.2225
MIS12	0.1405
OR8H2	0.5755
KIAA0774	-1.64366666666667
UNC5D	-2.2605
CUL7	1.01366666666667
LIPC	-3.55333333333333
DIO1	-1.0785
C20orf11	-0.2003
CTRL	-0.72825
HS3ST2	4.9065
PAK4	1.65833333333333
CCRL1	2.498
RNF10	0.743125
ZNF567	0.214
ZNF660	-1.407
TCEAL3	2.45625
MAGOH	-1.156
CENPB	0.208333333333333
C19orf7	0.065125
LOC388965	0.24
ZCCHC13	-0.1975
JMJD1A	-1.1484
HIST1H4H	0.704
TBRG1	-0.8498
GPC3	-3.859625
TAF1C	-0.4275
EBNA1BP2	-0.0898333333333333
CIAPIN1	-0.26075
PDGFRA	-1.532
CSTB	0.3925
CENPI	-2.56
GTF2E2	-0.807333333333333
RPP21	0.3395
CCNF	-0.906
KCNQ3	3.2885
FAM79A	1.637
SLC22A12	0.7095
NOVA1	2.35383333333333
FZD3	-2.9596
AKAP8	-0.43125
SOCS5	-0.3085
CFDP1	-0.6285
DLG5	0.698
PGM5	0.457333333333333
C1orf144	0.1435
HDAC10	-0.9745
RND2	-0.4415
C20orf199	-1.41225
RNMT	-0.524625
SLURP1	0.94775
ASTN1	-0.966625
SH3BGR	1.20475
MYCL1	-2.613
ZHX1	0.548666666666667
CENPK	-3.27675
FOSB	1.6441
LOC643406	0.17625
C2orf59	-1.893
TMEM135	-0.236625
SLC27A2	-2.61125
KRT33A	2.99
OVOL1	2.115
PAMCI	-3.52083333333333
S100A7	-0.8965
ZNF789	-1.6395
HARS2	0.10175
RPL23A	-0.2995
TCF23	1.45625
UPF3B	-2.497625
C17orf78	-0.447
HLA-DOB	-0.2065
C14orf142	-0.232
TEKT5	0.406166666666667
DMWD	0.789
POLD1	-1.41033333333333
GSCL	0.172
CALD1	-0.9237
SCRT1	0.702666666666667
AIG1	0.6465
UNC84B	0.22075
ZNF404	0.332
TMED6	-3.16525
KIAA1462	0.274
LRRC27	2.59983333333333
PYGO1	-1.025
PIGU	-0.304666666666667
ALAS2	-4.33366666666667
WRNIP1	0.308875
CNNM3	0.685
ZNF2	0.3965
ST3GAL5	-1.748
MRPL23	0.4875
TSSK6	0.54525
PSMA6	-0.8635
C16orf70	1.055
KIAA1602	0.35325
ALMS1	0.2345
DCN	1.120375
TMEM132D	-0.634
SUCLG2	-0.831
ABHD14A	0.3735
DEXI	0.382166666666667
AMPD2	-1.8325
IFNAR2	-0.0486666666666666
CYB5A	1.8992
TLOC1	1.28495
NXF5	-0.748833333333333
NRBF2	-0.165125
KCTD3	1.26725
ITGAE	-1.16533333333333
SLC30A3	-2.47433333333333
ZRF1	-0.8815
IFRD2	-0.427125
XAB1	-0.5485
PYCR2	-0.0506666666666667
SERPINB3	-4.1745
TMLHE	0.3469
GEFT	-1.04125
ABCA5	-0.965875
EMR4	-0.0981666666666667
TSFM	-0.37625
HIST3H2BB	1.092
ARHGEF19	1.269
TSPAN17	0.715333333333333
ABCC8	4.575
MAP1S	0.856666666666667
C22orf36	1.88125
BNC2	-1.95578571428571
HIST1H4A	-1.22925
NDUFS3	-0.161
WDR3	-1.14433333333333
XKR4	0.35475
TTC33	-0.807692307692308
STMN2	3.44975
CPN2	-0.603
HSPC105	-2.2415
PCOLCE2	-4.555
C3orf55	-1.463
KLHDC9	2.1435
TBC1D23	0.459125
ATXN2L	-1.20633333333333
MAP2K3	0.06725
SCAP	0.6315
ZNF486	0.67
C20orf96	-0.13375
NARS	0.59875
ADAMTSL1	-0.532357142857143
PRCC	0.582166666666667
CCDC126	0.832083333333333
ZNF675	1.1785
CALCOCO1	1.864
ANKRD43	2.67225
CWF19L2	0.4895
ZBTB32	0.933
BRAF	-0.13725
ODF4	0.209
MGC14376	0.8115
HORMAD1	-2.6675
AAK1	-0.21725
PEBP1	0.813583333333333
TNFSF5IP1	0.0125
DKFZp564N2472	0.31025
RMND1	0.232875
IGKV1-5	3.1305
COL1A2	1.82375
SERPINA5	0.45475
AANAT	0.66
C19orf21	1.27166666666667
GEMIN5	-0.37425
UBR4	-0.119166666666667
LTBP3	1.41316666666667
AMHR2	-2.5485
PROCR	-1.791
MYBBP1A	-0.31825
C20orf39	-0.760166666666667
ZNF697	-1.455375
PASK	-0.3872
ZNF776	1.10316666666667
RFXDC2	-1.080625
KIAA0467	0.8275
C10orf96	-2.72725
ZNF503	-1.88825
GULP1	-1.49291666666667
KCNE4	3.18316666666667
DKFZp434K191	-1.741625
LOC196913	0.43
BHLHB4	1.1595
CH25H	-1.04925
LOC81691	-0.719166666666667
ALPL	-0.018
COL12A1	1.487875
FOLR3	-2.136
GPR123	0.000375
TRIM62	0.7325
ABLIM1	-0.360166666666667
MAST3	0.2035
RHBDD1	1.08566666666667
LOC338809	1.542
RYBP	1.1545
TTC26	-0.455625
ZNF22	-0.580333333333333
ISCA2	-0.578
RDM1	-0.431
PIGM	1.157
GNB3	-0.7375
ACTR2	-0.3916
HMGB1	-0.70495
EDG1	3.30466666666667
SOAT2	-2.2145
OR10AD1	1.09
RAP1GDS1	0.593666666666667
LCE1F	0.495
ESM1	-1.406125
RCN3	2.24825
CREBL1	-0.56175
DBNL	0.578833333333333
PTGER3	0.522
USP30	0.417833333333333
BCL2L12	-0.587
KIF26B	1.34025
ZNF416	0.53375
ZNF225	-0.0405
C17orf70	0.6245
ZNF554	1.3275
RAE1	-1.127
TNIK	-1.97566666666667
ACTN3	0.124
MGC45922	0.606
CCNA1	1.85866666666667
RYK	-0.3495
IL26	0.2765
LRP3	1.0185
QARS	0.2875
SOX7	1.92242857142857
BID	0.272
OR2S2	0.7465
CXCL14	1.74525
C11orf47	-0.6665
MGC29891	-0.871833333333333
HSPB8	3.7443
PRDM14	-2.542
NUFIP2	0.87975
MNAT1	-1.008625
ZDHHC2	0.100833333333333
MBNL2	-1.669375
ADD3	-1.232
CSNK2A1P	-0.85025
KLK6	-2.83683333333333
TMEM111	0.5832
KIAA1279	2.54575
NUBP2	0.18
RAB42	-1.16175
ID3	-1.0625
TM9SF1	0.653
MDP-1	-0.66325
POU4F2	-0.719
IQCK	2.42425
C16orf14	0.388
CAPN3	-2.022375
FAM43B	-0.52575
RECQL	-1.21525
AP1G1	0.56
CTNNBL1	-0.473833333333333
ECHDC1	-0.231333333333333
SMARCC1	-0.0914
FOXQ1	-2.269625
GNAI3	-0.8155
POLG2	-1.66275
CD4	1.53925
ITLN1	0.25775
EBI2	2.593
IRF1	0.51175
PTPRE	1.3782
PTK2B	0.22725
NXNL2	-1.131
SOX4	-0.247777777777778
TSPAN3	0.862666666666667
SH2D1A	-3.55316666666667
C8orf58	-0.499166666666667
USP20	-0.67925
DUSP22	-0.272333333333333
CALB1	-2.736
L3MBTL2	1.91316666666667
MCRS1	0.91975
TMEM118	-1.61533333333333
C18orf8	1.1225
FLJ10241	0.608125
GJA12	0.49975
PKD1	-0.233666666666667
ZFP3	0.093
JAM3	-1.5785
LAPTM4A	1.1013
DIRC2	0.77675
KIAA2022	1.3395
MYOM1	0.439666666666667
TRPM8	-0.544166666666667
MOP-1	1.327
PHKG2	0.256375
ZNF650	0.876125
KIAA1522	1.26975
PSG8	-1.68883333333333
DDX19B	-0.4045
MOBKL1B	-0.404
DIAPH2	-0.330583333333333
PTPN12	-0.73675
CLN8	-1.3291
CRYZL1	-0.112166666666667
CRY2	1.26233333333333
FCGR2B	5.48216666666667
PNPLA4	2.56175
ZNF454	0.8435
DKFZp434B1231	0.04975
CLDN11	-0.0755
RFWD2	0.6375
CIB2	-1.18133333333333
MXRA8	1.923125
HRK	-0.491875
MAML2	-0.573
C4orf31	1.6735
C6orf192	-1.7785
COG6	1.150875
FAM5B	1.34525
NFATC1	0.7029
SEPT10	-0.911
SCYL1	0.7122
RPP40	-0.657
SCOC	0.942
KIAA1450	0.05475
CTDSPL2	-0.78325
TBX5	0.904333333333333
NAPG	-0.486
RHD	-5.08725
C14orf45	1.5605
ZBTB22	1.614
PLCG1	-1.416
ANKRD10	-1.95375
AQP7P2	-0.257
TAGLN2	0.753
HTR2C	-1.31933333333333
SLC16A7	-2.3005
C17orf83	-0.0676666666666667
TSGA14	-0.190083333333333
MDH1	-0.80975
PPP3R2	-0.1972
DCBLD2	-2.45864285714286
RBM33	-0.452
DPH3	-1.367
SYT10	-1.13966666666667
FMO4	2.628625
THYN1	-0.741
DRD5	-2.8505
OTOR	0.692375
PGRMC2	-0.364
KATNAL1	-0.506
PAQR6	-2.18525
UBE2I	-0.3235
C14orf28	-0.044
C8orf70	-0.119
FLYWCH1	0.50825
ANGPTL3	-1.345
GLRX2	-0.0721666666666667
ATP11A	-0.520785714285714
ARL5B	-0.6555
MUC16	-1.41475
SLC25A5	-1.008
ACRC	-2.5005
MYO1C	0.35175
FAM89B	1.2695
FAS	-0.976625
KIFAP3	0.69975
GLRA2	0.904
BTN3A2	0.6253
CNKSR3	-2.349
CSTF3	-0.2385
ARPM1	0.267
KIAA1530	-0.8395
C9orf150	-0.0651666666666667
PRKCI	0.154
tcag7.1015	-0.5755
SOD3	-0.64475
ZNF574	0.947
CYP21A2	0.77875
RPL12	-0.53225
COMMD2	-1.016
WIZ	0.11225
LOC344405	-1.00725
ALDH4A1	-0.0333529411764706
CRYAB	1.3615
COPA	0.7184
PCDHGA7	0.661666666666667
KIF11	-1.48041666666667
RASD2	1.08125
SLC26A3	0.246
ZNF175	-0.001
JAKMIP2	-1.413875
C8orf4	-0.769333333333333
PTHLH	2.01125
SLC40A1	0.99425
OR7D4	0.299666666666667
PCDHB17	-0.303
CD36	2.08635714285714
C6orf203	-0.1937
PRKG2	0.302
LOC400566	2.04775
ANAPC13	0.76725
SLCO3A1	-0.43425
ZNF692	-2.0365
FANCL	-1.62
SH3GLB1	-0.004
C12orf61	-0.036
KBTBD6	1.731
SUPT5H	0.54075
XRCC6	-0.1946
HUS1B	-0.9669
FAM133B	-0.765214285714286
LOC728276	-0.2175
KCTD18	1.02325
SOS2	-0.237833333333333
CCDC99	-1.59625
C1QTNF5	3.793
NNAT	-0.00533333333333334
USP16	0.0055
LARS	-0.661125
ZBTB2	-0.4755
ABO	0.335833333333333
TRAF3	-1.1225
GALNT5	-0.5195
NAP5	-0.077875
ALG14	-0.86
KIAA0515	-0.0432307692307692
WDR75	-1.4045
TEX261	0.44375
LY86	0.88075
LOC389072	-0.5755
FLJ13611	-0.79025
MRGPRX2	0.7705
SNRPA	-0.12
OR2G2	0.402
GPRASP2	-0.28675
C7orf42	0.5519
C9orf163	-0.2315
CYP11B2	1.6095
FCRL3	0.171
PRDX1	1.109
FGB	-6.98166666666667
COX17	0.501333333333333
C16orf33	-0.12275
PIWIL1	-0.0328333333333333
FOLR1	-2.45333333333333
KIAA0082	-0.586
FREQ	-1.636
TMCC2	-1.74833333333333
TCF12	0.147583333333333
ZNF721	0.526
FAM130A2	0.77775
POU4F1	-2.6
SNRPF	-1.404375
SGIP1	0.612166666666667
ZNF641	1.15866666666667
EMG1	-0.374
PRRG4	1.5395
HIRA	-2.3805
MYNN	0.298166666666667
AEBP2	-0.222666666666667
