Hybridization REF	TCGA-BH-A0AY-11A-23R-A089-07
IFNE1	-0.285
SEMA4B	0.29275
TYRO3	-0.0385
OR12D2	0.422
CSNK1A1	0.41405
FANCF	0.5695
LONP2	0.201375
TBL1Y	-1.11775
LDOC1L	0.290625
CCNC	0.26925
C3orf60	0.134
CHKA	-0.83025
UBAP1	0.65125
MAP3K1	1.56
ANKRD9	-1.22575
FAM92A1	-0.328833333333333
GAB2	0.610375
AZU1	-0.018
DIS3	0.117
C21orf109	-1.256
IQCB1	-0.136
SPATS2	-1.02333333333333
EFCAB3	0.13675
PRB3	-0.639375
FUZ	-0.2
ZNF813	0.392
BMPER	0.855333333333333
HEG1	0.712375
ALS2CR11	-0.199
SURF2	-0.64675
PSMC1	0.0205
OR2D2	0.103
SLC7A8	1.257
C4orf40	0.238
SPATA7	0.36025
MAZ	-1.64533333333333
PIN4	0.70975
PDE1A	1.334
TAF6L	-0.473833333333333
OR2T34	0.0465
KIAA0284	0.32725
ACADS	1.30018181818182
MKRN2	-0.569
C18orf56	-3.33575
MS4A6E	0.3135
GALNT4	0.6149
C22orf31	0.0425
FLJ36070	-0.1925
PSME4	-0.66975
TFG	-0.1688
EPHX2	1.9385
ANXA5	0.2665
KRTAP1-1	0.287
BATF	0.59675
KARS	-0.81075
MSTP9	0.2965
GPR26	-0.11775
CCDC72	-0.18525
TEF	1.60316666666667
FOXK1	-0.6483
PRLHR	0.151
EMX1	-0.0525
C11orf30	-0.260375
ICK	0.492
THSD7B	0.5455
C21orf100	-0.7295
DUOX1	2.1635
EFCAB4B	-0.33025
UBE2G2	-0.806666666666667
C3orf54	0.901
PARP1	-1.61275
FAM60A	-1.18316666666667
C6orf146	0.3105
OR9K2	0.607
DDX55	-1.25783333333333
RPS15	0.0274166666666667
ZNF618	0.6151875
DKFZp686D0972	1.6105
SSPO	-1.1545
SHFM3P1	0.974666666666666
CPA6	-0.64
JAG2	1.64375
DEFA3	0.70375
PPBPL2	-0.0628333333333333
CD34	5.213625
SLCO4A1	-2.354375
AFG3L1	-1.12233333333333
SHD	-1.452
RP13-122B23.3	-1.0125
PRKCSH	-0.798333333333333
DPH5	-0.254166666666667
HLA-F	1.763125
TBC1D4	0.56025
RIG	-0.224166666666667
GLUD1	0.626833333333333
HNRPCL1	0.48025
HBXIP	-0.6275
RNF207	-0.347
APIP	0.2015
PLA2G3	-1.867
CCDC84	-0.72875
MYLIP	0.793692307692308
PHIP	0.48975
AARS2	-0.639166666666667
DHX32	0.4935
SCAPER	0.365333333333333
MEN1	-0.20675
NIP7	-0.9525
FLJ25404	0.3185
FASTKD3	-0.9035
TMEM158	-2.94591666666667
RARA	0.9695
BDH1	0.033
ANKRD16	0.13875
CARM1	-0.289
SS18	0.528333333333333
IKZF2	0.1475
MYD88	0.15025
PML	0.6679
TAF1A	-0.64325
CBFB	-0.964375
HIST1H3H	-2.903
C7orf29	-1.26675
COMMD4	-0.993
DPP3	-2.229
DAB2	0.984
LOC388882	-0.287
YPEL4	0.623
AGBL3	-0.286
LRP6	0.7139
SERPINH1	-0.549
TLE1	0.71275
CD244	1.255
ZDHHC15	0.93075
MGLL	2.3309
PLDN	0.502416666666667
LOC654346	0.8825
FAP	1.215
GPR37	-0.9135
SCARA5	3.62616666666667
EBF4	1.152
LSM6	-0.06875
MLLT1	-0.2400625
SLC5A12	-0.25625
A2BP1	-1.0345
COPS5	-0.255166666666667
TPM4	-0.764142857142857
TNFSF4	-0.1355
ACADSB	1.72988888888889
HERPUD1	1.0815
BCL2L11	-0.606222222222222
CEP78	-1.696375
CDCA3	-3.17925
WBSCR19	0.6522
MYO1A	-2.0805
PPEF1	-1.688
LOC440348	-0.636
CPEB2	0.947
BPTF	-0.16175
RPL21	0.3361875
GSX2	-1.079
ADPRH	1.648
C17orf68	-0.189166666666667
KCNS1	0.794333333333333
MLLT6	0.101
PIWIL4	1.49475
RNF26	-0.85325
RAP1B	0.529625
ADAMTS1	1.0663
ZNF571	1.467
P2RY6	-1.07875
TRIM21	1.06566666666667
CADM3	0.72825
NLRC5	0.561
ADRA2B	1.0385
LOC90835	-1.093875
PCF11	-0.18275
LOC400451	1.02175
GLTSCR1	0.1539
C17orf88	-0.379833333333333
CDH16	-1.84725
FGF7	3.734
PCSK4	0.0105
NPC1L1	-1.3
TAT	1.243625
TBCA	-0.62925
MGC33407	-0.06175
GPR115	-1.15425
CYGB	1.652
FNBP4	-0.5115
C12orf43	0.0015
CBL	-0.5003
CLECL1	1.74025
PPAPDC1A	-2.90575
WDR25	0.464166666666667
SGCA	1.685
C22orf29	-0.318833333333333
YIPF1	0.98175
GALK2	-0.41425
RAB3B	-3.66241666666667
LOC440087	0.77875
UCP1	0.7235
REEP5	1.885375
FADD	-0.3745
FOXA1	1.858875
CACNA1A	-0.169833333333333
ABI1	0.654666666666667
GRIN2D	-0.405
SLC1A4	0.271833333333333
LOC401127	-1.66425
HINT2	0.29175
PLD4	0.42
ZNF286A	-0.89
ENY2	-0.622
IL1F6	0.1275
PXDNL	1.7785
C20orf79	-0.19725
TNFSF13B	2.31533333333333
DENND3	1.026625
JARID1D	-2.956
HIST1H2AK	-0.309
LOC93349	0.4852
SSH1	-0.8404
ENSA	-0.433
LOC219854	0.943
CKAP2	-2.2835
DKFZP564J102	1.80233333333333
MGC87315	-0.032
HNRPAB	-0.80625
AMH	-2.8595
ZNF526	0.299
BRUNOL5	-0.1607
CACNG3	0.0191666666666667
TRPM1	-1.0745
PPP2R1A	-0.3205
COL2A1	-0.5655
DDN	-0.418
FLJ25770	1.57658333333333
HK2	-0.739071428571428
ELOVL6	-1.839875
MDK	-1.0245
EPHX1	2.1435
RASSF2	0.4255
DKFZP434B0335	0.13625
DLX3	-0.181875
PRTN3	-0.60525
AVPR1A	1.816
C21orf125	-2.229
TNFAIP8	0.296833333333333
GNB2L1	0.1645
CALCRL	3.03375
SCGB2A2	9.1185
UBXD7	0.06
ZNF674	0.24
TMEM35	1.233375
BRSK2	-1.147625
HECTD3	0.209333333333333
TMEM188	0.678916666666667
LGALS9	1.33725
SCARB2	1.33658333333333
USP34	0.1475
C17orf28	0.652
ZDHHC23	-1.362
AQP12B	-0.3235
SLC16A3	-3.603125
APLP2	0.736625
ITIH2	-3.1325
MICAL3	0.413
TNNI3K	1.6918
HDAC2	-0.588625
PRR7	-1.6583
THBS2	-0.01275
LOC751071	-0.801666666666667
CA2	4.88883333333333
RANBP17	-0.7375
RLN3	-0.0165
CRYZ	0.772333333333333
GBAS	0.399166666666667
TAS1R1	0.2635
MPZL3	0.3525
PCDH8	-0.89
HSP90B1	-0.0665
KCNK15	-0.818
TNIP2	0.125166666666667
GPR146	2.5265
NOL6	-0.65625
SPC25	-5.74422222222222
STEAP2	2.82092857142857
VAMP3	0.589166666666667
TCIRG1	-0.786
ZP4	0.179833333333333
PARL	0.116125
TRIM39	0.353166666666667
KIAA1305	1.73675
CRNN	-0.0218333333333333
GRN	0.1225
HSH2D	-1.07175
SCAMP1	0.965625
KIAA1913	0.711
PTS	-0.80925
BANP	-0.0142142857142857
PRKACG	-0.1185
ADCY6	0.685333333333333
C16orf46	0.1705
CYP51A1	-0.60825
DDC	-5.65
ANPEP	1.29
PROM1	2.799
SIGLEC10	0.927
COPG	0.4925
FAM26E	2.11925
TRIP4	0.45
SNX3	0.983666666666667
C1orf175	0.768
PPY2	0.03625
C14orf152	0.31275
FTSJ1	-1.02383333333333
DST	1.8566
LOC554235	-0.10975
GLRX5	-0.30375
C20orf12	1.1231
CAB39	0.566166666666667
MSH2	-1.18716666666667
PIP4K2C	-0.135625
CYLD	0.952125
WTAP	0.614125
MGAT4A	0.861222222222222
TSC22D4	-0.3245
CHRM2	-1.134
PPYR1	-0.0906666666666667
CCNH	0.161666666666667
RRM1	-1.19175
ECAT8	-3.42775
LOC400120	1.726
GABRA4	0.113625
C14orf4	0.493
C1orf59	-1.2475
CTDSPL	0.7875
NHEDC2	-0.26
PDE11A	1.4686875
KLHL29	2.15225
CD5	-0.5813
TSPAN9	1.1828125
WDR67	-1.384
THUMPD1	0.6472
C18orf17	-0.29575
CLYBL	0.859
FLJ13231	-0.467
CMBL	0.07875
LECT2	-0.26725
NKAPL	3.8555
LOC654780	0.364
OR4C6	-0.1
RAB30	1.80633333333333
TSSK4	-0.483
TMEM163	1.2305
OSBPL11	0.48375
GNB5	-0.514
CCL21	3.35675
C1orf121	-0.234
FMO2	3.67
RPTN	0.1355
MSTN	0.822
VCL	0.212857142857143
FYTTD1	0.34
C11orf1	0.13175
CCDC88C	-0.100375
HFE	0.0267777777777778
MOGAT1	0.611
FAM125B	0.862333333333333
IRGQ	-0.066
RAVER2	0.807
AKAP5	0.194
SSSCA1	-0.62275
C11orf63	1.426875
ACTG2	3.2875
PORCN	-1.048
DTL	-3.62718181818182
TMEM151	-0.15225
FAM122C	-0.3005
RSAD2	1.8365
BAT4	-0.207
KRTDAP	-0.7575
MYH8	0.248375
CRTC3	0.76525
LRRFIP2	0.4019
INTS4	-0.440833333333333
TTN	-0.211166666666667
SLC26A5	0.419
PLLP	-0.1235
RGS6	0.831375
SRGAP3	0.700625
ZNF525	0.118833333333333
NBR2	-0.644333333333333
C13orf1	0.0457
ZNF137	0.3945
CEP27	-1.49525
BEST2	-0.193
RNF121	-0.3125
DMRTC2	-0.407333333333333
C8orf76	-0.3305
BCCIP	0.000375
MEST	1.35325
HTRA2	-0.3535
ANGPTL2	2.1225
ILKAP	0.152666666666667
ERAS	-0.134
HBS1L	-0.074375
CPA5	-0.096
TMEM30A	0.859166666666667
CD300LF	1.15583333333333
WISP3	5.49
CRK	0.400357142857143
PDS5A	-0.4523
BRPF3	0.0948333333333333
NEDD9	1.42725
SMPDL3B	0.57725
PSG6	-0.794
PSMD13	0.26325
ETV5	-0.70325
OR51A4	0.129
BTBD7	0.802833333333333
GSTO1	-0.9855
hCG_16001	-0.2505
MAD2L1BP	-0.663
COX6A2	-0.387
SCNN1A	1.87133333333333
LSM1	-0.0798333333333334
UGT2B11	-0.8685
IDUA	0.2655
PPP2R3C	-0.306166666666667
COX11	-0.402666666666667
PDZK1	1.947
ZNF443	0.552833333333333
MGC21874	1.06533333333333
ZNF323	1.392
KRTAP10-10	-0.138
CXCL6	1.11425
SLC34A2	2.5647
LOC284402	0.4405
NPTN	1.2355
UPP1	-1.74808333333333
SLC6A9	-0.0925
OR7G3	0.02225
CISD1	-1.0515
ZNF545	0.269
SYT14	-0.3825
NT5C3L	-0.235
ZNHIT3	-0.371833333333333
SNRPD3	-0.60925
KIAA0701	0.196125
UNC93B1	-0.451833333333333
GMNN	-1.251375
SPCS2	0.184666666666667
LOC388524	-1.2085
NAPRT1	-0.618875
PNLIPRP1	-0.6135
OR6V1	0.353
PRKAB1	0.17325
EYA4	-2.93883333333333
KIF20A	-4.1565
ALG10	-0.5675
ITPKC	1.5925
LMX1B	0.330333333333333
RPUSD4	-0.0498333333333333
C7orf34	0.1635
DLGAP2	0.8245
PFN1	-0.6376
MICALL2	-1.17708333333333
ZNF654	0.1815
SS18L1	-0.961625
SLC16A8	0.47075
MKI67IP	-0.321333333333333
ITGB3	-0.0995
TCEA3	1.58808333333333
CEP152	-2.0914375
CLIP1	1.0525
ZNF75	0.658375
ATP5C1	-0.271833333333333
NUDT5	-1.17933333333333
PSCDBP	1.5215
UBP1	-0.0475
RBM27	-0.5115
C13orf15	2.775125
ZNF282	-0.398666666666667
ZNF222	0.0383
COL10A1	0.699
PRDM15	-0.667875
TTTY5	-0.083
FAM9C	-0.453833333333333
C20orf67	-0.02975
GNG13	-0.7135
F12	-2.2855
C1orf41	-1.312
CPXCR1	0.00949999999999995
GSK3A	-0.123625
SUPT6H	-0.211333333333333
PI16	4.1745
ELL2	-0.0954166666666667
C9orf167	-1.44366666666667
PVRL3	-0.1808
FLJ38596	0.6665
ADAM20	0.525
GPR89A	0.0485
GPR87	1.144
ZNF30	0.23825
SMR3B	3.0385
ZNF770	0.30075
TRPC4AP	-0.5805
DKFZP686E2158	0.235
C2orf28	0.426
FREM1	2.15133333333333
LAMA4	2.12133333333333
ADPRHL2	-0.16575
EIF4G2	0.00483333333333333
GUCA1A	-0.2075
CTNNA2	-0.74725
NUDT15	-0.249833333333333
CEPT1	0.3925
ZNFX1	0.209
CCDC92	1.207
TDRD1	-0.211
KCNK5	-0.595166666666667
ETNK1	-0.210916666666667
LTA	0.276
TTPA	0.3305
B3GALNT2	-0.605375
SC65	-1.37933333333333
PEX5L	-0.896
EPS15L1	-0.38425
MGEA5	-0.00362500000000001
HIST1H3A	-0.28325
ING1	-0.176625
BCAT1	-2.972625
ORC6L	-4.031
KLK11	-0.208166666666667
C19orf28	-2.38025
DNER	-2.589875
MED22	-0.4105
ETV6	1.04116666666667
CHAC2	-2.06825
CD300E	0.161
CEBPB	0.622
ZNF398	0.00475
LRCH3	0.1815
HMGA1	-2.79383333333333
CAPN7	0.489666666666667
MGC5566	-2.734
CCL3	2.222375
NANOS1	0.597125
ZFYVE19	-0.343
APITD1	-0.830333333333333
PARD3	0.997
IRAK4	-0.270833333333333
SERPINI2	0.0455
CEP170L	-0.3025
TTC9	1.63725
MYOM3	-0.656
MLPH	0.509375
LOC222699	-0.2595
NRG1	0.42375
TBC1D9	2.91672727272727
TTK	-4.44233333333333
ZNF557	-0.1597
DDX41	-0.899
FANK1	1.98
UBE2D2	-0.197875
PSMB10	0.526625
MYH7B	0.768
GABARAPL2	0.60975
MARVELD2	0.885
DGCR2	0.763
UNC45A	-0.179333333333333
C6orf72	0.982
ZNF683	4.53075
GIT2	0.471625
CASK	0.315833333333333
C14orf161	1.81566666666667
LRRC44	0.45775
TIFA	1.234
UTP11L	-0.253375
C6orf65	-1.03175
FDPS	-0.75
DUSP9	-2.2221
SLC17A8	0.051
OR51G1	0.106333333333333
NANS	-0.4025
OLFML1	2.1005
ATP10B	-0.268875
NPAS3	1.98525
PRKCA	-1.6308
GGA2	-0.1075
LCE4A	0.418
SPANXN3	0.28725
CCDC115	1.642
SDCCAG3	-1.209
GLIPR1L1	-0.17925
TTC1	0.13325
C17orf76	0.865
MAD2L2	-2.18625
HIPK1	0.3183
LRRC3B	2.99366666666667
CLN3	-0.670772727272727
C17orf47	0.1445
FMN2	-1.395
TUBB1	-0.902375
WAPAL	-0.2515
C3orf21	-0.822875
SCN5A	0.4132
SMYD1	1.9625
BEX5	1.88225
ZNF192	-0.097
SEC22A	0.00799999999999999
GRIA2	1.68457142857143
KIAA0825	-0.6955
NUSAP1	-4.36909090909091
LANCL1	-0.0895
C15orf40	0.2282
ZNF645	0.0785
GPR61	-0.078
NLRP14	0.339
SNX21	0.6735
C1QTNF8	-0.3485
C17orf46	0.31575
IFNA8	0.439
SPRR1B	-1.63866666666667
FLRT1	-0.762
SNX17	0.1505
ASB2	0.612166666666667
HBG1	-5.1515
RPRML	-0.04125
JOSD2	-0.103833333333333
PLSCR3	0.65125
SPOCD1	-1.83783333333333
RAB39	-0.1815
GHRH	-0.2335
ITIH5L	0.18525
C17orf37	-0.201
SMCR8	-0.48075
DPY19L2P3	-0.0541666666666666
IL11RA	1.9015
GDF3	-3.575
RPS6KB1	-0.8515
DNAJC19	-0.0564
TOP1	-0.4615
CRCT1	-0.255625
MPST	-0.045875
DPM2	-0.839875
FAM38B	0.2825
SLC18A1	-2.23066666666667
FARP1	-0.465
PAX7	-0.0305
TUBD1	-1.03375
GNL3	-0.614625
BTG2	1.9806
NDUFS6	-0.8995
C1orf79	-1.72175
ERAL1	-0.68225
ECHS1	1.0205
VPS4A	-0.272
CYP11A1	0.44325
ABCC6	0.490071428571429
PBX4	-0.7595
MOSC1	2.131125
NCF4	0.71375
HYMAI	-0.864
NAGPA	-0.698125
OTOP2	-0.051
ACOT12	0.13825
MTHFD2L	0.1375
LOC441376	1.829
C19orf34	0.1875
RAB1B	-0.2375
ALDOAP2	-1.6135
NTRK1	-0.9375
ARTS-1	1.2289
SLC6A11	-0.2235
NAP1L2	2.04175
CNGB1	-0.115333333333333
EPB41L4B	1.42975
FAM134B	2.264
HS3ST3A1	-1.40633333333333
CPXM2	6.5975
SIRPB2	0.0885
CHORDC1	-1.1665
TRIB3	-2.03133333333333
SLC2A5	0.553
C2orf49	-0.848666666666667
DDX5	0.15775
OR5L1	-0.352
ANAPC4	-0.0168333333333333
ZSWIM1	0.166125
LOC93622	-0.3895
KCNK3	0.4358
RP11-35N6.1	-0.094375
ZFP161	0.466333333333333
AQP9	0.9755
SLC15A2	-0.0236666666666667
MREG	-0.588
OR9I1	0.2005
PDLIM2	0.5655
ADAM7	0.272
GSTCD	-0.283166666666667
WDR21A	-0.441375
SLC12A8	0.676166666666667
TMEM174	0.0935
IGSF3	-0.456416666666667
LRRN1	0.514
LOC402117	-0.09675
SRPK1	-1.7675
LY6K	0.1125625
NFIA	3.395
PTCD3	-0.86675
LEP	3.81516666666667
PCDH21	-0.521
MAPKAPK2	-0.0435
NMNAT1	-0.181166666666667
LHFPL2	0.859125
C9orf43	0.35525
DIP2A	-0.77
ACTR8	-0.014375
CCDC34	-0.56325
PTPN22	-0.7495
ITGA3	-0.376625
FAM129C	0.033
RABGGTA	-0.0121666666666667
UNC45B	1.5315
KIAA1033	0.441125
ZNF510	0.399166666666667
CYP2D6	-0.866333333333333
SLC26A10	-0.898
STX8	0.62375
LUZP1	0.31375
WDR89	0.0656666666666667
EIF4G3	-0.1677
C5AR1	0.61025
ZNF623	-0.149
A2M	2.68775
TGM7	0.243
GRPEL1	-0.3935
LMNB2	-2.1338
ROCK2	0.834333333333333
SNX16	1.04875
CCDC66	0.75775
ANXA3	2.28375
KIAA1609	-0.271625
EED	-0.80975
RNF32	0.506333333333333
HES1	1.719
CLC	0.00483333333333335
ISL1	0.774
KIAA0528	0.17675
MANEA	0.99375
C1orf61	-1.0645
hCG_2001000	0.04475
RAPGEF6	-0.1376
KIAA0020	-0.325166666666667
NEIL1	1.26925
C16orf45	0.443
RBM10	-0.702833333333333
C10orf125	-1.344875
MRS2L	-0.84
DNAH17	-0.598125
C19orf10	-0.87625
C1orf160	0.1965
SLFN12	1.16375
EXOC3	-0.158
HIST3H3	0.2665
NCOR2	0.389833333333333
TNFRSF9	-0.298
MFSD8	0.4415
ALX1	-2.70116666666667
NOL1	-1.67675
PODN	2.857
TIAL1	-1.00775
HIST1H1E	-2.18675
NPY6R	0.178
TM4SF4	0.79425
CORO2A	-0.7045
ETNK2	-0.280333333333333
APOE	-0.2417
ANGPT4	0.431
HDGF2	-0.6395
G30	0.744
ST8SIA4	-0.286125
F2RL1	0.439875
FAM19A4	-3.07575
CCAR1	-0.95475
B3GNT7	-0.27825
OPHN1	-0.0349
DSCR6	-1.251
C21orf13	1.033
GAS2L1	0.530166666666667
RFX3	0.357166666666667
COPS4	0.413
BCHE	-1.171
BCL2	2.772625
HBZ	-3.2185
ARL13B	0.677
MAPBPIP	0.245
MYO15B	0.2785
SPZ1	0.417
KIAA1324	2.96022222222222
PLCL2	0.766875
C4orf29	-0.3685
WDFY2	-0.430875
ZNF284	-0.6825
NAALADL1	1.536
DUSP5	1.20516666666667
PXDN	0.09075
SLMO1	-1.08275
TNXB	0.9004
BIRC7	-1.396
A4GALT	1.67366666666667
TIMM22	0.18325
FAM110C	-0.0415
TOMM34	-1.230375
ABHD9	0.214
ADAM32	1.8
CRHBP	1.9165
AQP2	0.12975
LOC130355	0.92225
ZNF187	0.818666666666667
ZNF816A	0.263
F7	-0.68075
CNOT1	-0.6433
SLC13A4	-0.73275
ZBTB11	0.10525
B3GALT5	0.46275
EXOC2	0.557666666666667
IRS1	1.4403
TMEM1	-0.114166666666667
MRPL34	-0.2085
SAMM50	-0.33475
CDC42EP3	1.003625
HSF2	0.042
MFN2	0.35025
TSPAN7	1.86833333333333
NUCB1	0.206
RHOH	-0.4205
ARL16	0.053
TACR1	0.2875
SFRS5	0.285833333333333
SNX25	-0.267125
RHBDF1	0.275833333333333
PCDH18	4.11916666666667
HMG1L1	-0.0955
MYO5C	1.630375
MAPK10	1.4615
LDHAL6A	-0.107
NUDT12	0.8455
NCAM1	-0.277125
GLIS2	-0.445
GGTL4	-0.66275
DAPP1	0.2815
ATF7	0.551125
KIAA0748	-1.013
NFIL3	0.51125
TM6SF1	1.0425
SEZ6	0.178875
NANOS3	0.0431666666666667
DNAJA3	-0.813666666666667
CLDN6	-2.772
CIITA	2.3389
EPHA4	0.959833333333334
FANCC	-0.9005
CMTM3	0.565625
PSG3	-0.204875
MRPL15	-0.7295
C21orf59	-0.2845
PLCXD2	-0.1745
C2orf34	-0.0715
UBE2L6	0.565875
MED14	-0.681166666666667
HP1BP3	-0.1301
C6orf208	-0.293
TPBG	0.13925
OSR2	1.279125
XPC	0.279166666666667
KLHL7	-0.300916666666667
CCR3	-0.129166666666667
AGTPBP1	-0.427
PCSK6	-0.9234
STAT5A	-0.109
FAM18B	0.6765
LONRF2	0.229333333333333
PTPN2	-0.57875
SF3A3	-0.701333333333333
EFCBP2	-0.201
HCFC1	-0.396333333333333
AHNAK	1.73935
ACTR5	-0.359
KIF14	-4.62014285714286
TENC1	2.251
HEATR5B	1.0955
YIPF2	0.160833333333333
MYEOV2	0.0896666666666667
DUSP18	0.9575
KIAA1012	0.4785
AHR	1.16883333333333
C17orf53	-1.95266666666667
PTPRH	-2.95375
ATP6V1C1	0.0892
TAS2R3	0.362
LOC440356	-1.55575
COQ10B	1.043
PSMF1	0.478583333333333
SORBS2	3.38166666666667
NFE2L2	0.88825
TMCO7	-0.06225
SH3PXD2A	0.1548
SH2D2A	-1.448
SPINK5	-0.90675
MRPS24	-0.819
OPA3	-0.389875
TRAF7	-0.542833333333333
C4orf35	0.0171666666666667
MT1G	-0.05225
MGC39545	0.3525
HS1BP3	-0.1334
OR2B2	0.029
CHRM4	0.2375
SFRP2	3.35483333333333
RIC3	2.56725
ART1	0.0365
C6orf1	-0.05625
DUS4L	-0.931
C10orf104	0.9245
TNFAIP6	2.55675
RTEL1	-1.7975
CCT4	-0.7567
ZNF709	0.613
CHMP6	-0.00216666666666667
UPP2	0.34375
CYP19A1	-1.9155
CD151	0.414833333333333
NDUFA13	-0.46
ARFRP1	-0.886333333333333
FAM26B	2.3405
CRYBA1	-1.777
MRPL41	-0.4405
NPFFR2	-0.049875
HRH2	-0.0035
SCAMP3	-0.720166666666667
MTMR6	0.862
MTG1	-1.25166666666667
UBTD1	0.66225
CRABP1	-0.5285
FLJ33790	-0.5952
KIAA1908	-0.0216666666666667
GPR158	-1.701
PACSIN3	-0.6295
OMD	3.97166666666667
CATSPER1	-1.28716666666667
HOXB8	-0.884
FBXO46	0.211
OAS1	0.156333333333333
SVIL	1.154
PHB2	-0.5955
ADCY3	0.609
NDRG2	3.231
ERMAP	1.06
APBA2	-1.498
IGSF9	0.64925
WNT6	0.595
MYCBPAP	1.59275
ATP2B2	0.00369999999999997
CPVL	-0.046
TRAM2	-0.713416666666667
NOP5/NOP58	-0.9235
ZNRF4	-0.35625
TLK1	0.049625
MTMR12	0.589642857142857
ZNF384	-0.2205
FAM9B	-2.273
RPN1	0.5029
PMVK	0.459
EIF3D	0.2144
SIX2	-0.891
HPS1	0.357928571428571
RNF7	0.34025
PSKH2	0.136
KCTD13	-0.576
CSMD3	-0.3265
FBF1	-0.109
IL8	-5.434125
SERPINB13	0.127666666666667
FBXL20	-0.3445
BLR1	0.141
SH2B1	-0.00966666666666667
RFNG	-0.24525
RAB20	0.640333333333333
RBM7	0.3255
POLR1A	-0.580333333333333
TMPRSS4	-3.63175
TAF9	-0.688125
TERF2	0.417666666666667
TNFRSF1A	0.895166666666667
ACADVL	0.305833333333333
GTF2H5	0.3235
EDG8	0.536666666666667
C9orf140	-2.57425
UST6	-0.223
ZBTB8OS	-0.81175
ZNF710	-0.2595
GPR174	-0.9525
ATP6V0A2	-0.6435
KIAA0319L	-0.0163333333333333
XKRX	0.04
DOPEY2	0.1856
SDHD	0.211666666666667
SUMF1	1.568
OSM	0.496
OPN3	-1.45
DAGLB	-0.795666666666667
PPFIBP1	0.5543
TRIM63	-2.5645
C10orf53	-0.5935
LYPD3	0.000999999999999999
BCL7A	0.143625
AGER	-1.31416666666667
TCF19	-1.728125
SAT2	0.88125
PFTK1	0.137
GABRE	-0.176
C15orf38	0.8238
FIS1	0.4125
KCNV2	-0.10125
CLPS	0.2495
PPCDC	-0.51025
FOXN2	0.950666666666667
NT5E	-1.1258
CD83	0.20725
IL18	-0.215
VPS16	-0.2775
IGFBP2	-0.920833333333333
NOTCH2	0.901
SIGLEC1	2.66525
CD93	6.1835
SULF2	-0.4915
CEP164	-0.418375
P53AIP1	1.36116666666667
TOR2A	-0.398833333333333
ZNF136	0.936
MGP	3.399
CCDC144A	1.88916666666667
TRPC1	0.670333333333333
SMS	-1.052
MAPK7	-0.00683333333333334
RRAGC	1.26175
PARD6A	-0.465833333333333
NUB1	0.296333333333333
SYNGR4	-0.4765
OR11H12	0.4155
WIF1	3.1955
GCH1	0.1065
OR11H4	0.2285
SLC44A5	0.62
GPRIN2	1.93133333333333
LOC401431	1.28775
CPA4	-2.62
MELK	-5.00833333333333
IL15RA	1.257
CUL3	1.16125
HMBOX1	1.23575
PODXL	-0.58125
CCT6B	0.816166666666667
COMTD1	-1.33025
MUC20	1.00983333333333
GPX2	-3.064125
ITK	-0.410375
FBXL5	2.45225
C13orf27	-1.44625
DEFA5	0.2365
TRHDE	0.6125
MTP18	-1.60283333333333
UQCRQ	-0.7145
ITGB2	1.233
CSRP2BP	-0.35575
TAS2R44	-0.0655
PHPT1	-0.055625
FAM44C	-0.1515
ERH	-0.87225
MPHOSPH1	-1.73933333333333
MORC1	-0.272
PARVB	-0.647
LAMA1	-1.41975
PGBD3	0.39625
GIMAP6	4.1345
AREG	-1.4645
LIPT1	0.772
MGC99813	-1.50625
C1orf201	0.2335
GRIN2A	-0.6022
MAN2C1	-1.091875
NSUN5	-1.11725
SF3B5	0.3725
MYC	-0.2551875
NRXN1	2.57333333333333
ZNF18	0.27
SPDYA	-0.368875
SLC37A1	0.5985
DECR2	-0.29475
ANKRD38	1.75175
SPTLC3	-0.7135
SUPT16H	-0.51125
DTWD2	0.5995
ULBP1	-0.2615
ZADH1	0.267833333333333
OIP5	-4.8865
IL10RB	0.359333333333333
OTUB2	-0.2235
VWA3A	0.2445
SPIC	-0.151666666666667
OR6C4	-0.07
PSCD4	1.28483333333333
DPY19L2P2	0.5595
TRAPPC6A	0.302166666666667
C21orf2	0.103666666666667
CEMP1	-0.591
LIN7B	-0.006
E2F7	-4.25483333333333
VCP	-0.1661875
LAMA3	2.69291666666667
BGN	-0.1355
GPR160	0.526666666666667
COCH	-3.72166666666667
GPR81	2.11233333333333
APOBEC3F	-0.045
tcag7.1017	-0.772
C1orf32	-0.0455
SCGB1D2	6.66075
FLJ43987	0.0735
C6orf170	0.241
KLK9	0.365
GPD1L	0.8305
VPS37B	0.283
ATG3	-0.106333333333333
ADAMTS17	-0.101
KLHDC2	0.708833333333333
NDUFV2	-0.489
BLK	-2.519
MATN4	-0.3095
GPM6A	1.981625
GBP4	3.80233333333333
TMEM162	-0.0205
PKP2	0.522
HRASLS	0.0358888888888889
MMP1	-5.56025
SFXN3	-0.0395
FSD1	-2.385
ST6GALNAC3	0.0545
CA12	1.994
NCOA6	0.06975
C19orf58	-0.626
PPP4R1	0.2375
MAN1A2	0.446
IKBKAP	-1.38
UPF1	0.00866666666666666
KIAA1219	0.47925
WNT16	0.708166666666667
SNW1	0.231375
IL18RAP	3.4165
RPP30	-0.304875
CDC40	0.384571428571428
SETD3	0.632333333333333
SLAMF6	0.2275
ELK4	-0.395
TRIM47	0.5645
ACOX3	0.872625
TRIM6	1.172
KIAA0372	-0.00249999999999999
TP53AP1	0.428625
