Hybridization REF	TCGA-A8-A09T-01A-11R-A00Z-07
NFE2L2	-0.385
TMCO7	-0.479
SH3PXD2A	0.3487
SH2D2A	-2.5955
SPINK5	-3.4075
MRPS24	-0.658
OPA3	0.28575
TRAF7	0.816166666666667
C4orf35	0.176
MT1G	-1.018125
MGC39545	0.6455
HS1BP3	0.4775
OR2B2	0.0065
CHRM4	-0.011
SFRP2	2.3445
RIC3	-1.5365
ART1	0.0155
C6orf1	0.261625
DUS4L	-1.05675
C10orf104	0.67125
TNFAIP6	2.11425
RTEL1	-0.813
CCT4	-0.8446
ZNF709	-0.07875
CHMP6	0.666666666666667
UPP2	0.00275
CYP19A1	-2.483
CD151	0.0448333333333333
NDUFA13	0.3015
ARFRP1	-0.619166666666667
FAM26B	2.0975
CRYBA1	-1.467
MRPL41	-0.165666666666667
NPFFR2	-0.846875
HRH2	0.2195
SCAMP3	0.1705
MTMR6	0.5166
MTG1	-1.02516666666667
UBTD1	1.5715
CRABP1	-2.678
FLJ33790	0.6356
KIAA1908	0.255833333333333
GPR158	-0.09425
PACSIN3	-0.250833333333333
OMD	3.97133333333333
CATSPER1	0.906333333333333
HOXB8	-0.675125
FBXO46	1.074
OAS1	0.5545
SVIL	0.217
PHB2	-0.256
ADCY3	-0.542
NDRG2	0.561
ERMAP	0.7951
APBA2	-0.770333333333333
IGSF9	2.0055
WNT6	-0.279928571428571
MYCBPAP	1.09275
ATP2B2	-0.3178
CPVL	-1.5933
TRAM2	-1.25308333333333
NOP5/NOP58	-0.9585
ZNRF4	-0.11
TLK1	0.082875
MTMR12	0.320357142857143
ZNF384	-0.383666666666667
FAM9B	-2.29425
RPN1	0.3041
PMVK	1.28275
EIF3D	-0.3907
SIX2	-0.77775
HPS1	0.657
RNF7	0.50775
PSKH2	-0.038
KCTD13	0.383333333333333
CSMD3	-0.56
FBF1	0.291
IL8	-2.41925
SERPINB13	0.433666666666667
FBXL20	-0.01525
BLR1	0.527
SH2B1	0.345666666666667
RFNG	0.47575
RAB20	1.41166666666667
RBM7	-0.77125
POLR1A	-0.498833333333333
TMPRSS4	1.26625
TAF9	-0.921375
TERF2	-0.548166666666667
TNFRSF1A	0.536416666666667
ACADVL	0.0798333333333333
GTF2H5	0.2585
EDG8	-0.767833333333333
C9orf140	-1.1485
UST6	0.23175
ZBTB8OS	-0.7945
ZNF710	0.1695
GPR174	-1.884
ATP6V0A2	-0.424
KIAA0319L	0.348666666666667
XKRX	-0.383
DOPEY2	1.3303
SDHD	-0.74525
SUMF1	2.2335
OSM	2.65125
OPN3	-0.56875
DAGLB	0.379666666666667
PPFIBP1	0.0454
TRIM63	-4.33975
C10orf53	0.324
LYPD3	1.67416666666667
BCL7A	0.330875
AGER	-1.29816666666667
TCF19	-1.0685
SAT2	0.1735
PFTK1	0.3145
GABRE	-3.3125
C15orf38	1.6096
FIS1	0.182
KCNV2	-0.0305
CLPS	0.357
PPCDC	-0.462875
FOXN2	-0.779333333333333
NT5E	-3.2956
CD83	1.252
IL18	0.239625
VPS16	0.82725
IGFBP2	-0.367166666666667
NOTCH2	0.54475
SIGLEC1	2.003875
CD93	4.872
SULF2	1.09725
CEP164	-0.128875
P53AIP1	-0.0333333333333333
TOR2A	-0.245333333333333
ZNF136	0.7025
MGP	2.7129
CCDC144A	0.447166666666667
TRPC1	-1.01566666666667
SMS	-0.560666666666667
MAPK7	-0.219666666666667
RRAGC	0.744
PARD6A	0.886
NUB1	0.743166666666667
SYNGR4	0.78575
OR11H12	0.145
WIF1	0.2005
GCH1	0.5035
OR11H4	0.432
SLC44A5	-1.059
GPRIN2	2.19066666666667
LOC401431	0.5685
CPA4	-2.0807
MELK	-2.54577777777778
IL15RA	-0.96875
CUL3	0.589375
HMBOX1	-0.23925
PODXL	-2.459
CCT6B	1.18533333333333
COMTD1	-0.29125
MUC20	-0.0466666666666667
GPX2	-3.558
ITK	-2.133875
FBXL5	1.65825
C13orf27	-1.4735
DEFA5	0.435
TRHDE	0.247
MTP18	-0.2165
UQCRQ	0.2498
ITGB2	2.1535
CSRP2BP	0.542
TAS2R44	0.6715
PHPT1	0.202125
FAM44C	0.60625
ERH	0.4995
MPHOSPH1	-1.36933333333333
MORC1	-0.487
PARVB	-0.9385
LAMA1	-2.35608333333333
PGBD3	0.16625
GIMAP6	3.046
AREG	-0.891333333333333
LIPT1	-0.549
MGC99813	-1.1135
C1orf201	0.652833333333333
GRIN2A	-0.8581
MAN2C1	-0.67775
NSUN5	-0.32825
SF3B5	0.2325
MYC	-2.1963125
NRXN1	-0.378833333333333
ZNF18	0.69675
SPDYA	-0.766
SLC37A1	0.506
DECR2	0.43275
ANKRD38	1.108875
SPTLC3	-0.798
SUPT16H	-0.214125
DTWD2	1.19475
ULBP1	0.3765
ZADH1	0.294
OIP5	-2.484
IL10RB	0.19
OTUB2	0.67975
VWA3A	0.221
SPIC	-0.137333333333333
OR6C4	-0.00700000000000001
PSCD4	1.30933333333333
DPY19L2P2	-0.362
TRAPPC6A	1.044
C21orf2	0.278
CEMP1	0.7625
LIN7B	0.0995
E2F7	-2.19783333333333
VCP	0.0080625
LAMA3	0.0668333333333333
BGN	2.2345
GPR160	1.0805
COCH	-4.45533333333333
GPR81	1.73633333333333
APOBEC3F	-1.889
tcag7.1017	-0.8505
C1orf32	0.6265
SCGB1D2	4.76875
FLJ43987	0.1085
C6orf170	0.4
KLK9	0.375
GPD1L	1.5695
VPS37B	0.319
ATG3	-0.231166666666667
ADAMTS17	-0.305
KLHDC2	-0.0305
NDUFV2	0.1785
BLK	-2.838
MATN4	-1.695
GPM6A	-0.33425
GBP4	2.322
TMEM162	0.255333333333333
PKP2	1.7845
HRASLS	-2.99166666666667
MMP1	-4.2285
SFXN3	0.0119
FSD1	-1.8975
ST6GALNAC3	-2.20333333333333
CA12	3.0038
NCOA6	0.27425
C19orf58	-0.1111
PPP4R1	0.633833333333333
MAN1A2	1.17116666666667
IKBKAP	-1.44875
UPF1	0.134666666666667
KIAA1219	1.022
WNT16	0.0621666666666667
SNW1	-0.038875
IL18RAP	0.40925
RPP30	-0.372875
CDC40	0.150071428571429
SETD3	0.126166666666667
SLAMF6	-0.35075
ELK4	-0.843
TRIM47	0.712666666666667
ACOX3	1.3245
TRIM6	0.224625
KIAA0372	-0.573833333333333
TP53AP1	2.09225
SMURF2	-1.09525
ADAD1	0.135
EBP	-0.9555
KRTAP13-2	-0.207
FLJ36874	-0.915833333333333
TOR1A	-0.236333333333333
P2RY4	0.9535
GPBP1	-2.75975
TRPV1	0.102125
ADAMTS12	0.0388333333333333
PES1	-0.7731
ATG4A	0.712666666666667
MAGEA10	-4.3195
WFS1	2.07625
CC2D1B	-0.403333333333333
PABPN1	0.080125
SLC25A30	0.5885
SLCO1C1	-0.255666666666667
SLC22A5	0.51725
KIF23	-1.79333333333333
SYN2	-0.716333333333333
ASPN	8.62266666666667
CENTG2	0.95825
QSOX2	-2.2976
FLJ10815	0.504166666666667
STK24	0.270375
SPEG	-0.3635
STK10	0.267833333333333
DACT2	-2.5085
AAAS	-0.42675
SSX3	-1.428375
ABCD3	1.3804
C4orf12	0.31175
PARVG	0.943833333333333
FIG4	1.70825
C9orf46	1.48825
TMCO6	-0.468
IGHMBP2	-0.85225
DUS2L	-0.424666666666667
FAM3C	-0.477625
TMEM16D	-2.211
DCTN4	0.729
KCNH3	-0.52275
EIF2AK2	0.28875
AP1S3	0.77675
CST4	0.0569999999999999
PAM	0.0135625
NUTF2	-0.8225
CITED2	-0.3759
SLC39A4	0.8205
C2orf52	-0.715
GRM3	-0.12625
C12orf49	0.29525
CCDC49	-0.1258
GRAMD1B	-1.33825
FNDC4	0.147
SIAH2	2.320875
GDPD4	0.23775
C21orf87	0.86725
ATP5A1	0.397166666666667
C16orf63	0.22075
LOC388135	0.109
ATP5J2	-1.085875
MMP3	-3.59975
EMID2	-0.39725
CRHR1	0.371
WDR70	-0.239
C13orf31	1.72475
ZFAND1	-0.14075
CCL18	0.6895
C3orf49	0.264
RINT1	-0.738
KIAA0408	-1.6795
F13A1	5.4163
SLC10A1	0.1765
OGN	0.5925
GIPC2	-1.85733333333333
XPO6	0.473166666666667
LCE1A	0.9875
FMR1	0.4188
LOC374920	0.24725
DUSP3	0.584625
ANKMY1	0.46825
C7orf50	0.19825
BBS9	0.1145
UNC119B	0.276375
C9orf72	-0.860375
MGC35440	0.0775
ENTPD6	-0.134875
PPP1R2P9	-0.1835
ERCC4	0.93325
FAHD2B	-0.841
HMHA1	0.315
HACL1	-0.26375
RAD23A	0.189166666666667
FAM83B	-1.763
PPP5C	-0.262833333333333
RNASEH2C	-0.182
C9orf153	-0.3
SCAMP4	0.94175
GHITM	0.5587
NDUFB7	0.236
ADCYAP1	-0.676666666666667
SP110	1.30683333333333
MAP3K7IP2	0.5815
DHH	0.314
AGRN	0.965357142857143
WDR33	0.016
CEP290	0.2395
PRPS1L1	-1.44116666666667
KLRA1	-0.701
GPR97	0.0495
CHD7	-2.37908333333333
TLR10	0.49325
SLC30A8	-0.6595
HIC1	1.03316666666667
IAPP	0.654
RXFP4	0.029
GP1BB	1.001
SHQ1	0.3825
NKX2-3	0.269666666666667
API5	0.06425
FTHP1	0.1585
MOV10L1	0.518833333333333
TRIM6-TRIM34	1.91733333333333
ADHFE1	1.71925
FAM117A	0.06025
DDI1	0.312166666666667
CDON	0.718333333333333
TRIM73	-0.4855
IGKC	0.601
MMP14	0.511
DYNC1LI1	-0.20675
C11orf66	0.346
TRBV3-1	-1.64675
FASTKD5	-0.19325
BIVM	-1.06025
LHX4	-0.17125
CXCL2	-2.5856
RAB2B	-0.290333333333333
IZUMO1	-1.07475
MAP3K15	-2.413375
FAM19A2	0.514166666666667
ZC3H8	-0.945
ZMAT1	1.416625
SPINK5L3	-3.032
SLC10A6	1.0085
APPL2	0.464125
CARD10	-0.633833333333333
LOC402176	-0.495375
EEF1D	1.1346
RAB6A	0.1547
C12orf5	-0.174875
PAPOLG	-0.01825
MSRB2	1.127
BCR	0.392388888888889
PUS3	-0.2295
TIAM2	0.914
ZNF317	0.2825
CHD2	0.0648571428571429
FZD5	-1.03509090909091
NUDT8	-1.553
ZNF763	0.434
PRC1	-1.63733333333333
ABCB9	0.636
SPATA3	-0.02225
TRAK2	0.409875
STAB1	3.0115
LRRTM2	-0.211666666666667
psiTPTE22	1.1865
DBI	0.022
SERPINA11	-0.148
NAT5	0.228
C20orf58	-2.109
RPS6KA4	0.1235
FLJ90650	-0.70675
TGFBRAP1	0.2645
CHRDL2	-0.347875
FAHD2A	-0.973333333333333
CNTN1	0.4445
BBS4	0.1221
TMEM181	0.1215
MINPP1	-0.45775
MPHOSPH6	-1.6805
HOXC10	1.9486
ITPKB	-0.1125
CLPTM1L	0.04
MEOX2	-1.13083333333333
ATP6V0C	1.404
PRPF8	0.149
TMC5	3.64675
FKBP3	-0.014
PLEKHB2	-0.2115
OR4D6	0.018
ZNF544	-0.3012
D2HGDH	-0.42475
RPL18A	-0.505
HEL308	0.05275
MPP6	-4.2475
TCERG1	-1.85625
KRT16	-0.916666666666667
KLF17	-0.87175
KLF5	-1.3705
CDR1	2.427875
VCX3A	-3.6615
FBLN2	1.9065
C14orf104	-0.49925
HBE1	-4.4392
OR4S2	-0.1685
C1orf108	-0.032
ROBO4	3.20933333333333
CPEB4	0.887375
C11orf80	-0.245
BCKDHA	0.913
MYOC	0.35875
GIF	-0.436
CKMT1A	1.691
RPL3	-0.0078
THBS1	2.436875
APOO	-0.60875
ARMCX1	2.04025
HSZFP36	0.5865
SNAPC5	-0.0425
EIF4ENIF1	0.3665
ZNF433	0.24825
TNFRSF21	-1.82275
TMPRSS7	-0.07
SPATA18	2.2945
HPDL	-1.8415
MKL2	2.1711
TBX3	1.60992307692308
C21orf93	0.3545
DAXX	0.343
ELMO1	-0.23275
RGS13	-0.168833333333333
TAF11	-1.25
UNC13A	-2.1075
LOC653314	-0.2222
ORC3L	-0.59125
IMAA	-2.782
TARBP2	-0.0435
CABIN1	-0.2167
TRIOBP	-0.2364375
HIST1H2AC	1.0345
RGS22	1.737
NCOA1	1.13516666666667
IL25	1.108
SNCG	1.1015
GPR6	-0.0055
AMDHD1	-1.1515
CHEK2	-1.7285
C6orf142	-1.5595
DRD4	0.82925
C14orf68	-1.19425
GDF11	-1.3465
SEMG2	-0.05
CD247	-3.2175
CDAN1	-0.00974999999999999
RBMX2	-0.016
TGS1	-0.249
OIT3	0.25425
SYF2	0.33875
MCM4	-1.525125
PKHD1L1	-0.209
CEP192	-0.889
IFT88	1.594
RPL9	-0.0528571428571429
RAB32	0.170125
DDX43	-2.15625
P2RX2	0.628666666666667
OR5D18	0.607
UBE1	0.0591666666666667
SLC24A1	0.932
ARHGAP5	0.01025
CETP	-0.80925
KIAA1731	-0.718333333333333
SLC9A4	0.253
PTPN6	1.5655
BAHD1	0.38925
GRIK3	1.4795
CACNB2	-0.7764
PDE10A	-0.2025
DGCR14	-0.51775
PCDHB9	-1.259
RHOQ	0.168
MAP3K4	-0.07175
KTI12	-0.176333333333333
RPL23AP13	-1.83725
GNG11	-1.1875
CLCN3	0.963333333333333
GPAM	-1.157125
VSTM2A	0.8945
SLAMF7	0.344333333333333
INTS2	-1.07875
PPP2CA	0.344
LRP12	-1.1686
SEC14L2	3.22977777777778
DKFZP586H2123	0.0935
MC3R	-0.1705
CIRH1A	-2.04116666666667
HIST1H2AB	-0.0635
POLH	-0.723875
MGC16703	-1.23716666666667
SNAPC2	1.445
FILIP1L	1.33025
RASGRP4	-0.173
LRRC1	1.143
GAS1	1.07
PRAC	-0.9465
DGKA	-0.103833333333333
NT5C3	-1.0835
PEG3	-1.90141666666667
NADK	-0.08625
PRR17	-0.457
LOC374569	0.1105
SGSH	0.6885
NLRP8	0.187
GALT	-0.4329
MCF2	-0.6355
ZNF263	1.661
TACSTD1	0.712
TYR	-6.0579
ATP6AP2	0.92525
RNUXA	0.12175
ABHD10	-0.0592
GDPD2	-1.17575
SLC35C1	-0.4
UBE2A	0.046625
HERC5	-0.969666666666667
FAM112B	-4.06483333333333
FBXL16	3.47125
DKFZP434A0131	-0.788
ELA3A	-2.512
RBM41	-1.289625
HAO2	0.51
RNH1	0.495625
SHANK2	1.11816666666667
OSBP2	-1.219625
DAK	0.136333333333333
C3orf58	-0.716
TCL1B	-0.8495
KBTBD2	-0.523875
SUGT1L1	0.633
UBE2E2	-0.862666666666667
MYL9	2.480625
CDC23	-0.637333333333333
PBXIP1	0.8743
CXorf40B	1.2025
NBL1	1.10825
RTBDN	0.0855
RAB11FIP5	0.49975
TTTY13	-0.965
SCOTIN	0.398666666666667
SOHLH1	-0.6745
CDKN1A	1.13235714285714
NCK1	-0.32625
ZNF550	-0.3505
SAPS3	-0.12125
SPIN3	1.08966666666667
MAGEE2	0.04675
MIS12	-0.699666666666667
OR8H2	-0.062
KIAA0774	-1.57866666666667
UNC5D	-2.322
CUL7	-0.381833333333333
LIPC	-2.76083333333333
DIO1	3.814
C20orf11	0.2436
CTRL	-0.74325
HS3ST2	0.1875
PAK4	1.11566666666667
CCRL1	1.964
RNF10	0.635
ZNF567	-0.354
ZNF660	-0.5915
TCEAL3	2.08225
MAGOH	-0.711
CENPB	0.211833333333333
C19orf7	0.536875
LOC388965	0.402
ZCCHC13	-0.1075
JMJD1A	-0.8054
HIST1H4H	0
TBRG1	-0.656
GPC3	-4.67875
TAF1C	-1.11275
EBNA1BP2	-0.217
CIAPIN1	-0.67
PDGFRA	-0.870777777777778
CSTB	-0.01725
CENPI	-1.99716666666667
GTF2E2	-1.5765
RPP21	-0.4885
CCNF	-0.397333333333333
KCNQ3	1.297
FAM79A	1.37575
SLC22A12	0.713
NOVA1	-1.29633333333333
FZD3	-0.205
AKAP8	-0.4085
SOCS5	0.184375
CFDP1	-1.11075
DLG5	1.09625
PGM5	0.806583333333333
C1orf144	0.482916666666667
HDAC10	-1.557
RND2	0.30775
C20orf199	-1.01
RNMT	-0.622625
SLURP1	1.656875
ASTN1	-0.635875
SH3BGR	1.01725
MYCL1	-1.011125
ZHX1	0.536333333333333
CENPK	-2.865
FOSB	0.152
LOC643406	1.04675
C2orf59	-1.2265
TMEM135	-0.114125
SLC27A2	-2.4925
KRT33A	3.06
OVOL1	1.454125
PAMCI	-3.629
S100A7	-1.3755
ZNF789	-2.633
HARS2	0.08825
RPL23A	-0.616166666666667
TCF23	0.15475
UPF3B	-1.4665
C17orf78	-0.457
HLA-DOB	-0.355833333333333
C14orf142	0.151666666666667
TEKT5	0.969333333333333
DMWD	0.2585
POLD1	-1.42016666666667
GSCL	0.597
CALD1	-0.0114
SCRT1	0.389
AIG1	0.175
UNC84B	-0.02625
ZNF404	-1.79025
TMED6	-3.567
KIAA1462	0.112
LRRC27	1.72166666666667
PYGO1	-0.497
PIGU	-0.185666666666667
ALAS2	-3.87766666666667
WRNIP1	0.2305
CNNM3	0.886
ZNF2	0.514
ST3GAL5	-0.567583333333333
MRPL23	-0.58425
TSSK6	-0.2355
PSMA6	-0.28475
C16orf70	-0.64375
KIAA1602	0.36125
ALMS1	0.379
DCN	2.945625
TMEM132D	-0.64
SUCLG2	0.9075
ABHD14A	0.93925
DEXI	0.920166666666667
AMPD2	-0.849666666666667
IFNAR2	-0.849666666666667
CYB5A	2.3863
TLOC1	0.0965
NXF5	-0.917666666666667
NRBF2	-0.125625
KCTD3	0.61475
ITGAE	-0.0713333333333333
SLC30A3	-2.467
ZRF1	-1.304
IFRD2	-0.473875
XAB1	-0.618
PYCR2	-0.263666666666667
SERPINB3	-4.597
TMLHE	-0.3767
GEFT	-1.6325
ABCA5	-1.469125
EMR4	0.120833333333333
TSFM	0.02975
HIST3H2BB	-0.39475
ARHGEF19	1.5445
TSPAN17	0.405
ABCC8	3.51575
MAP1S	0.561666666666667
C22orf36	-0.41925
BNC2	0.120071428571429
HIST1H4A	-1.03575
NDUFS3	-0.215
WDR3	-0.722
XKR4	-0.09725
TTC33	-0.562642857142857
STMN2	3.6575
CPN2	-0.868333333333333
HSPC105	0.6955
PCOLCE2	-4.55675
C3orf55	1.128
KLHDC9	2.78633333333333
TBC1D23	0.275125
ATXN2L	-0.832916666666667
MAP2K3	0.04875
SCAP	-0.4
ZNF486	0.159166666666667
C20orf96	0.1735
NARS	-0.44625
ADAMTSL1	-1.35335714285714
PRCC	0.456
CCDC126	1.15066666666667
ZNF675	-0.56025
CALCOCO1	0.98625
ANKRD43	1.8655
CWF19L2	0.0308333333333333
ZBTB32	-0.107333333333333
BRAF	0.545
ODF4	0.8545
MGC14376	0.647333333333333
HORMAD1	-1.86116666666667
AAK1	-0.0665833333333333
PEBP1	0.841833333333333
TNFSF5IP1	-0.244166666666667
DKFZp564N2472	0.25425
RMND1	1.36225
IGKV1-5	0.19775
COL1A2	3.38016666666667
SERPINA5	1.13475
AANAT	0.555
C19orf21	1.98566666666667
GEMIN5	-0.154
UBR4	-0.186166666666667
LTBP3	1.03366666666667
AMHR2	-2.14633333333333
PROCR	-1.27125
MYBBP1A	-0.52275
C20orf39	2.82533333333333
ZNF697	-0.26825
PASK	-0.6933
ZNF776	0.82
RFXDC2	0.091875
KIAA0467	0.12475
C10orf96	-1.50725
ZNF503	-0.7535
GULP1	-1.2135
KCNE4	3.7
DKFZp434K191	-1.652125
LOC196913	0.353
BHLHB4	1.066
CH25H	-0.3825
LOC81691	-0.646166666666667
ALPL	-0.459714285714286
COL12A1	3.503125
FOLR3	-2.165
GPR123	-0.323125
TRIM62	0.562571428571429
ABLIM1	0.2335
MAST3	0.397
RHBDD1	0.521833333333333
LOC338809	0.158
RYBP	1.4505
TTC26	0.514125
ZNF22	0.1225
ISCA2	0.21825
RDM1	-2.1225
PIGM	0.5415
GNB3	-1.2285
ACTR2	-0.0312
HMGB1	0.1154
EDG1	1.031
SOAT2	-2.85225
OR10AD1	0.38
RAP1GDS1	1.21116666666667
LCE1F	0.1615
ESM1	-0.644
RCN3	2.27075
CREBL1	-0.6845
DBNL	0.1215
PTGER3	2.779625
USP30	0.5585
BCL2L12	-0.0503333333333333
KIF26B	2.0655
ZNF416	0.4355
ZNF225	-0.305
C17orf70	0.1435
ZNF554	0.9865
RAE1	-0.882333333333333
TNIK	0.330333333333333
ACTN3	0.735
MGC45922	0.9745
CCNA1	0.168666666666667
RYK	0.622333333333333
IL26	-0.451
LRP3	0.824
QARS	0.404
SOX7	0.315785714285714
BID	-1.337
OR2S2	0.0275
CXCL14	3.58675
C11orf47	-1.45
MGC29891	0.151333333333333
HSPB8	2.1087
PRDM14	-2.4005
NUFIP2	-0.1925
MNAT1	-0.520875
ZDHHC2	-1.15466666666667
MBNL2	-0.0635
ADD3	-2.057625
CSNK2A1P	-0.74875
KLK6	-1.61016666666667
TMEM111	0.7002
KIAA1279	1.16325
NUBP2	1.0175
RAB42	-0.34625
ID3	-1.1455
TM9SF1	0.31775
MDP-1	0.11
POU4F2	-0.00624999999999999
IQCK	2.19175
C16orf14	0.5
CAPN3	-1.64625
FAM43B	-0.70325
RECQL	-1.35725
AP1G1	-0.486214285714286
CTNNBL1	-0.246
ECHDC1	-0.544833333333333
SMARCC1	-0.3733
FOXQ1	-1.707625
GNAI3	0.1335
POLG2	-1.82375
CD4	1.388125
ITLN1	-0.52
EBI2	3.10025
IRF1	0.62625
PTPRE	1.9515
PTK2B	-0.71825
NXNL2	2.6245
SOX4	0.648277777777778
TSPAN3	-0.301
SH2D1A	-4.1815
C8orf58	-0.7125
USP20	-0.69525
DUSP22	-0.855666666666667
CALB1	-2.153
L3MBTL2	0.909833333333333
MCRS1	0.0105
TMEM118	-0.353833333333333
C18orf8	0.515333333333333
FLJ10241	0.212
GJA12	0.25725
PKD1	0.00983333333333333
ZFP3	0.4895
JAM3	-0.972875
LAPTM4A	1.0153
DIRC2	0.103
KIAA2022	-0.365833333333333
MYOM1	0.0946666666666667
TRPM8	-2.48883333333333
MOP-1	1.20575
PHKG2	1.040125
ZNF650	0.03075
KIAA1522	1.844375
PSG8	-0.360666666666667
DDX19B	-0.213
MOBKL1B	-0.252
DIAPH2	-0.410666666666667
PTPN12	0.14725
CLN8	-0.5291
CRYZL1	-0.316833333333333
CRY2	0.529
FCGR2B	4.63883333333333
PNPLA4	1.397625
ZNF454	-0.065
DKFZp434B1231	-0.43425
CLDN11	0.0949
RFWD2	0.0806666666666667
CIB2	-1.06733333333333
MXRA8	3.13225
HRK	-0.66275
MAML2	-0.4745
C4orf31	1.32175
C6orf192	-0.33325
COG6	0.233375
FAM5B	0.411
NFATC1	0.9846
SEPT10	-0.2645
SCYL1	0.0062
RPP40	-1.22675
SCOC	0.344
KIAA1450	-0.18325
CTDSPL2	-0.2205
TBX5	1.60633333333333
NAPG	0.1275
RHD	-4.78475
C14orf45	2.26466666666667
ZBTB22	1.0065
PLCG1	-0.9315
ANKRD10	-1.019
AQP7P2	-0.73375
TAGLN2	-0.0095
HTR2C	-1.15883333333333
SLC16A7	-1.43633333333333
C17orf83	0.30175
TSGA14	0.0568333333333333
MDH1	-0.595
PPP3R2	0.506666666666667
DCBLD2	-1.64814285714286
RBM33	-0.5685
DPH3	-1.1405
SYT10	2.13433333333333
FMO4	2.05
THYN1	-0.7095
DRD5	-2.797
OTOR	0.413375
PGRMC2	0.133
KATNAL1	0.302625
PAQR6	-2.6375
UBE2I	0.24025
C14orf28	0.343
C8orf70	1.10675
FLYWCH1	0.278875
ANGPTL3	-0.59975
GLRX2	-0.468666666666667
ATP11A	-0.667285714285714
ARL5B	-0.243625
MUC16	-1.544
SLC25A5	-0.706785714285714
ACRC	-1.3105
MYO1C	-0.150125
FAM89B	0.692166666666667
FAS	0.787
KIFAP3	0.98525
GLRA2	0.188
BTN3A2	-0.1581
CNKSR3	0.93775
CSTF3	-0.570333333333333
ARPM1	-0.0835
KIAA1530	-0.4575
C9orf150	2.217
PRKCI	0.2185
tcag7.1015	-0.765
SOD3	-1.431
ZNF574	0.40625
CYP21A2	2.36725
RPL12	-0.1875
COMMD2	-0.354
WIZ	0.43675
LOC344405	-1.29775
ALDH4A1	0.148294117647059
CRYAB	1.2695
COPA	-0.0035
PCDHGA7	0.366666666666667
KIF11	-1.44808333333333
RASD2	-0.051125
SLC26A3	0.4875
ZNF175	-0.0495
JAKMIP2	-1.073375
C8orf4	0.0868333333333334
PTHLH	0.3365
SLC40A1	3.95558333333333
OR7D4	0.324833333333333
PCDHB17	0.3515
CD36	-0.566071428571429
C6orf203	0.0593
PRKG2	0.2155
LOC400566	2.0175
ANAPC13	0.51025
SLCO3A1	-0.27425
ZNF692	-2.1475
FANCL	-1.803
SH3GLB1	0.43375
C12orf61	-0.1785
KBTBD6	0.9755
SUPT5H	0.343
XRCC6	-0.7063
HUS1B	-0.6845
FAM133B	-0.293928571428571
LOC728276	0.2065
KCTD18	0.50775
SOS2	0.759833333333333
CCDC99	-1.89575
C1QTNF5	3.3845
NNAT	0.163833333333333
USP16	0.27325
LARS	-0.79675
ZBTB2	0.796625
ABO	0.237666666666667
TRAF3	0.00974999999999999
GALNT5	-1.835
NAP5	0.8635
ALG14	0.926833333333333
KIAA0515	-0.120769230769231
WDR75	-0.942
TEX261	-0.14075
LY86	1.21425
LOC389072	-0.436
FLJ13611	0.35475
MRGPRX2	0.263
SNRPA	-1.067875
OR2G2	0.2475
GPRASP2	0.84025
C7orf42	0.484
C9orf163	-0.6695
CYP11B2	0.514
FCRL3	0.484333333333333
PRDX1	0.16925
FGB	-6.55933333333333
COX17	0.101833333333333
C16orf33	0.62925
PIWIL1	0.110833333333333
FOLR1	-3.01116666666667
KIAA0082	-0.2515
FREQ	-1.00766666666667
TMCC2	-1.48633333333333
TCF12	0.401083333333333
ZNF721	0.33375
FAM130A2	0.55025
POU4F1	-2.37875
SNRPF	-0.92475
SGIP1	0.865333333333333
ZNF641	0.574166666666667
EMG1	-0.467
PRRG4	0.711
HIRA	-3.8205
MYNN	0.0268333333333333
AEBP2	-0.97325
TBXA2R	-0.039
ISL2	-1.0175
PCDHB11	-0.872
RNF144A	-0.893
MARCH5	0.3525
DULLARD	0.369833333333333
DCLRE1B	-0.0386666666666667
ITGA8	1.18475
TP73	0.403875
PRKCD	1.663
NDUFB4	0.0805
ATP13A4	0.34025
ANTXR2	-0.387166666666667
COL4A3	-1.12133333333333
MYO10	-2.143
SLC6A18	0.3675
PEX1	-0.18725
TMEM74	-1.41583333333333
RBM19	1.08975
TAPBP	0.2735
RUNX1	1.4955
MID1	-2.78758333333333
GPR64	-1.7745
RASEF	3.849
GABRG1	0.486125
MYO16	-0.28625
DBF4	-2.225
TSHZ2	1.15525
RIPK2	1.138625
PPTC7	-0.035
KIF4B	-0.728
LRRC31	0.36525
ZNF540	0.7435
EFNB3	0.0158333333333333
LOH12CR1	0.179875
STON2	0.666
GLP1R	0.73375
CSTF2T	0.131375
IREB2	-0.57725
GRSF1	0.38775
PDCD7	-0.431833333333333
LRRC43	2.1915
CNR1	-1.14733333333333
IL1F7	-0.724
C12orf64	-0.464
FAM69B	-2.17375
NR2E1	-2.066
MS4A6A	1.894
FTL	-0.3231
C7orf36	-0.595
PCLO	1.6805
DYRK2	0.0920833333333334
ARIH2	-0.34875
SAMD7	0.1185
SCNN1D	-0.88
SLC32A1	-0.779
C22orf25	-0.336666666666667
MRPS18A	-0.4223
GPR112	0.249
EARS2	0.4755
ERN2	0.6775
ATPBD3	-0.119166666666667
PRH2	3.7855
CDKN2D	0.272
PGLYRP2	4.062
TRIM40	-0.05075
SEC14L3	0.280166666666667
SLC22A1	-0.54275
BTN2A3	-0.079
RASA4	0.349
CCNL2	-0.715833333333333
MYBPC3	0.548
GJA4	2.50625
CDC42SE1	0.709875
TRPV2	-1.61125
MYPN	-2.2299
SIM1	0.324
CDADC1	0.24475
ZFHX4	1.077
