Hybridization REF	TCGA-A7-A0D9-11A-53R-A089-07
IGF2BP2	-1.31508333333333
OR1D5	0.358
SIX6	-3.30625
CCR6	-0.807
PALM	3.361
PUM2	0.268285714285714
SPRYD5	-2.105
ALG10B	0.01575
ZNF365	-0.24975
PHC1	-1.998
KIAA0913	-0.43825
ARX	-0.04875
PPP3CB	1.88216666666667
IRX6	2.6418
ANGPTL4	3.2457
LSM14B	-0.2791
PCDHGB7	1.419
INSM1	-0.886166666666667
WBP2NL	0.046
ZNF493	-0.117125
NGEF	-3.84525
RNASE13	0.8075
SPPL2A	0.206833333333333
SFXN1	-2.441125
FAM102A	-0.489
SAPS2	0.191416666666667
JTV1	-1.6355
OR51B4	-1.70375
SCGB1A1	-0.0841666666666667
NEUROD2	0.266375
tAKR	-0.192
C1orf26	0.73825
RICH2	-0.392
TEDDM1	-0.34025
CYP2S1	-1.1425
TBCE	-0.945833333333333
MAPK1	-0.820875
HDHD1A	-0.34575
MRM1	-1.17
ATP9A	1.06714285714286
HSD17B3	0.520166666666667
HN1L	-0.995333333333333
RNF216	-0.258875
HOXD12	0.3285
PPP1R14B	-1.277125
SBF1	-0.27075
TAS2R42	-0.515
USP46	-0.024
LILRB3	3.41216666666667
SPI1	1.3515
OXSM	-0.622
GYS2	2.63266666666667
NUPL2	-1.369
C8orf46	-0.51575
SF3A1	0.2841
C21orf99	-1.10775
HOXB4	1.5976
YRDC	-0.89175
GPRC5D	0.3835
BLVRA	0.1865
KIF12	-0.8235
LRRC23	-0.32175
FAM14A	0.335
RASL12	1.553625
DAZAP2	1.09325
IKBKB	-0.147714285714286
ZNF271	1.34116666666667
BOK	3.4455
CXorf6	-0.58375
MYEOV	1.68025
BTN2A2	-0.755
FRG1	0.52475
HSP90AB6P	-0.72575
ENOX1	0.251833333333333
ZNF706	0.565
DOK1	2.3393
PGAP1	-0.043875
TMEM136	-0.49475
FSCN1	-2.788
KIF17	1.5045
TRIM66	-0.1415
CBR3	1.49583333333333
C13orf24	0.404
C19orf52	-0.216
BNIP1	0.65725
AQP3	-1.96975
KRT6C	-3.364
SIRPA	1.57358333333333
IGFBP6	2.381
PLEKHK1	-3.01025
RNASE7	-0.3915
ARHGEF15	1.7715
NPHS2	0.6
SRD5A1	-1.1075
REXO4	-1.361
EEF1DP3	-0.4435
SLC37A2	0.0465
ZNF142	-0.29875
ANKHD1	-1.2645
MUT	1.878
VPS37A	0.5505
GPRIN1	-2.12325
SLC38A3	-1.161625
BAZ2B	1.69275
WDR87	0.113833333333333
BRD7	-0.15375
POU6F2	0.5685
NISCH	0.815875
TCEB1	-0.07375
LINGO2	-2.4905
TAX1BP3	0.174
RPL34	-0.0703333333333333
MARK2	-0.3065
AKAP12	3.3986
AMBN	-0.175
SLC25A27	0.855166666666667
FLJ21865	-0.32725
KIR2DS2	0.5775
WDR77	-1.22025
ATF2	0.492583333333333
ITFG3	0.655333333333333
SLC39A13	0.8765
ARL6IP5	2.330125
C10orf137	-0.454375
QTRT1	-1.33316666666667
CCNT1	0.12375
DYNLL1	0.5898
WDR53	-0.6425
LIPG	-2.04983333333333
ASAH3	0.2455
HELB	0.4855
PHACTR2	2.31575
VENTX	0.93375
LAD1	-2.91133333333333
PAOX	1.0175
MAPK8	-0.7215
CCDC38	0.31825
DNAJC8	0.218
RBBP8	-1.1835
WNT11	2.9684
KCNJ12	1.2035
HDAC8	-0.536833333333333
STARD4	-2.51725
ACVR1	1.27566666666667
C14orf65	-2.23408333333333
KLB	3.367
C1orf65	-0.218
ZFYVE28	0.4445
NSUN6	-0.003
KIF27	0.5195
SYTL2	-2.39583333333333
UBXD2	0.1111
OR6T1	0.089
CCDC91	1.7345
GRID2	0.5235
CALN1	0.073
ZNF423	2.366
PSMB4	-0.558833333333333
XPNPEP3	-0.187333333333333
ARPP-21	-1.93944444444444
SART1	-0.44975
RACGAP1P	-4.299
SPTA1	-1.877
C6orf113	-0.813666666666667
C7orf16	-1.18925
CHST7	1.51483333333333
C21orf29	-0.108666666666667
SEMA6D	0.936125
PCMTD1	2.7886875
KIAA1754	0.407833333333333
MYCN	-1.809125
KCNJ3	-0.747
MAPK13	-1.0027
ERO1LB	0.5035
NTF3	-0.6985
NKX6-2	-0.21825
GTF2B	0.236
GSPT1	-1.13383333333333
GUSB	-0.369833333333333
LOC221091	2.9165
LIG1	-3.61475
EXTL3	-0.392
NID2	-0.6095
TTC29	-0.059
TMEM97	-2.9855
EXTL2	-0.2805
SUZ12	-0.30275
IL1F8	-0.8885
KRT18	-4.97436363636364
MRPS16	-1.07658333333333
PI4K2B	-0.7325
LACRT	0.085
OR51F2	1.0255
JMJD2C	0.048875
KGFLP1	3.5505
CDK5RAP3	-1.2699
YTHDF2	0.0353333333333333
GGCX	0.5455
ARPC4	-0.10625
EGLN2	0.9225
KBTBD4	0.0510714285714286
ROBO3	0.4347
DEFB118	0.0815
KIAA1543	-2.85075
RTCD1	0.179333333333333
MZF1	-0.9505
C18orf26	-0.1865
CNIH4	-0.660833333333333
ZFP2	3.04516666666667
HTATSF1	0.963
WFDC2	-2.14225
NDUFA7	-0.03
TTC22	-0.2565
FAM40B	-3.971625
DCPS	-1.89225
SH2D1B	0.957
MRGPRE	0.0735
SBK1	-0.4615
UNQ6411	0.3945
OSBPL9	-0.30925
NUP107	-0.939
MYOZ3	-0.5049
PDE4B	-1.13383333333333
FAM113A	-0.859
IDH3G	-0.195333333333333
FBXL7	0.61275
ARFGAP3	-0.01775
MAPRE2	-0.176230769230769
IL1RN	1.6348
KIF13A	1.11475
RAC3	-0.894
TCTE1	-0.076
TMEM14B	0.378166666666667
ADIPOR1	-0.180166666666667
GRINA	0.5005
CLIP4	3.022
LRIT2	-0.234
TFPI	-0.348357142857143
FABP6	-2.10725
SLITRK2	1.9723
HKR1	-0.3845
SMTN	-0.39925
C1orf75	-1.693
CD209	1.533625
CYB5R2	0.27775
DNTTIP2	0.0255
CSGlcA-T	0.04475
GABRB3	-1.59875
PCBD1	0.138833333333333
TAF3	1.382
HOXD3	0.792333333333333
GIPC3	-0.0875
P11	1.8804
BFSP1	-0.77875
LCP2	1.2685
TAS2R8	0.9135
SEZ6L	-0.66725
NR2C1	-0.258
EXDL2	1.0696
TNFRSF13B	-2.18733333333333
MKI67	-4.8955
GLS	0.683166666666667
C7orf54	-0.6413
LGALS13	0.1744
IL4R	0.06975
SEC11A	0.582333333333333
SPP2	0.413
C18orf32	0.89725
CLSPN	-2.871
SPAG1	-0.554625
C9orf82	-0.16575
TM4SF1	-0.8035
EMILIN2	2.792
SMG7	-0.3495
TAS2R13	0.111
ZNF628	-0.827
DZIP1L	1.459
ANKRD13A	0.1282
VASP	0.750625
ZCCHC11	-0.733375
SYPL1	0.116125
MGC34774	0.0955
C4orf28	0.12975
KIAA1211	-2.14141666666667
RPS27L	-0.29075
TATDN3	0.14425
PDCD1	-1.31725
OR5P2	0.4435
IFIT1L	0.631
MIPOL1	-0.4445
OR51D1	0.30825
C1orf92	-0.74
LAMP2	0.366944444444445
CAT	3.48533333333333
C16orf80	-0.39575
C15orf32	0.0255
ZNF746	0.22475
C1orf76	-2.5045
ATXN1	0.29875
LAMC2	-1.312375
SLC2A7	-0.123
CPOX	-1.70725
APH1B	1.05666666666667
LOC442245	1.3595
CTNND1	0.550222222222222
GABRG2	-0.796714285714286
MADCAM1	-0.652166666666667
F5	-1.570375
SEMA4F	0.264833333333333
NUDCD3	0.026
PDZD11	-0.435
TRIML1	-0.163
GCNT3	-3.251
TMEM120A	1.816
CNDP1	-0.6865
N4BP1	0.334875
SLC35F2	-3.123125
LCP1	-0.146
IGBP1	0.3088
DCAKD	0.087125
ELA2A	-1.053
C12orf56	-1.60514285714286
PITRM1	0.665357142857143
GUK1	0.476666666666667
RASSF8	0.5809375
OR2A14	-0.088
ADM	1.78344444444444
FGD3	0.1085
GHRHR	0.191833333333333
RHPN2	-2.51025
C4orf39	0.911333333333333
VPS72	-0.81725
SERF2	1.08005555555556
CD22	0.127
CD47	0.1443
PPIC	0.341166666666667
IMPDH1	0.0491666666666667
ACP6	-0.857833333333333
PRKACA	0.2835
PPP1R1A	5.1715
TRPV3	0.11325
ASXL1	-0.734125
C17orf55	0.321833333333333
FXYD1	3.56216666666667
LMOD2	-0.177
ANKRD33	0.4485
LCE2C	-0.492
ZNF620	-1.3465
DKFZP566E164	-0.5395
VSIG2	-0.50425
KIAA1128	2.41775
USO1	1.1595
NUDT4	0.8055
CLDN1	-2.73535714285714
OR4Q3	0.5715
FASTK	-0.473166666666667
ICOS	0.4685
LDB1	-0.8145
GSTA5	-1.65775
ABCC1	-0.961166666666667
FAM54A	-4.4075
PCBP2	0.0808333333333333
NUP205	-1.90325
ACTA1	-2.298
GABBR2	-2.1755
PIP5K1B	0.353833333333333
AGXT	-1.911
RNF181	0.0705
ATP8A2	0.211
AFTPH	0.3695
FGF21	0.23225
FCER1G	1.67675
SNTB1	0.0175
SLC24A3	2.408375
TXNL4B	-1.5397
RPL10L	-1.00016666666667
LOC389517	-0.92295
TSGA13	0.22
SHOX2	1.99833333333333
ITGA7	2.9196
KCNIP2	4.49433333333333
KLF13	1.8955
ZFAND2A	-0.7075
CEACAM1	-1.81257142857143
PFKFB4	-3.4585
MED19	-0.071
LRRC57	0.278166666666667
RNF11	1.89425
ANKRD32	-2.96075
P117	0.2065
OBFC2A	1.034
POLD3	-0.549666666666667
RAB18	1.235125
TPH2	0.234833333333333
PHB	-0.4264
JDP2	3.3625
MORF4L1	1.1548
POU2F1	-0.0515
CNNM2	-1.03133333333333
LOXHD1	0.2204
ZC3H15	0.17975
ELK3	0.647166666666667
FAM111B	-2.069
CBLC	-0.672666666666667
SBNO1	1.13975
ANKMY2	0.478
PLEKHA5	0.41275
DHX58	0.697166666666667
ARCN1	0.0748333333333333
TREML1	0.5341
KNCN	-0.1495
SEC24A	-0.369125
PSCA	-1.35475
MGC24125	0.279
DNA2L	-2.267
CIB4	-0.30725
HIGD2A	0.0256666666666667
TBX6	-0.0986666666666667
TTLL5	-1.25183333333333
SGK3	0.0251666666666667
GCN1L1	-0.09475
AMOT	1.145
LDOC1	-0.291166666666667
NRK	-0.0878333333333333
ASB9	-0.68925
NAT1	0.3055
TRAFD1	-0.6935
PEAR1	1.121
FAM36A	-0.3525
OR1S2	0.429166666666667
LOC388323	-2.38025
PGS1	-0.804666666666667
LEPREL1	-2.5515
TFF1	-4.33358333333333
HAP1	0.4115
EPHB2	0.69625
ACTG1	0.032
ZFP42	-0.851
HAVCR2	1.7788
NME1	-1.4465
SNX26	-0.588
LACTB	0.269333333333333
ZKSCAN2	-0.47375
C5orf35	0.6745
ANKS3	-1.0775
RBM28	-1.131
DKFZP586P0123	-1.102
HNRNPA1	-0.5895
BCAS3	-1.13741666666667
FLJ20184	0.4875
POLA2	-2.25216666666667
TMC7	-0.344666666666667
HSD17B6	-2.5985
ZNF658B	1.55366666666667
TTTY10	0.00533333333333338
RANBP9	-0.332083333333333
CPNE7	-3.157
EVL	-1.15011764705882
LNX1	1.41366666666667
IFNA21	0.2265
CFD	5.86975
PYCARD	-0.443333333333333
MYBPC2	-1.445
ENPP3	-0.9205
ACSL4	0.46875
LOC440258	0.105
TMEM176B	3.39983333333333
SOX2	-4.867
SCO1	-0.224166666666667
COMT	0.08
AOC2	2.24525
PDLIM5	0.798785714285714
SPHK2	0.263666666666667
NXPH2	0.41
GPR108	-0.00333333333333334
RAD51L1	-0.308
TMEM54	-0.06575
LETMD1	-0.0826666666666667
SLC6A17	0.091
KRT75	-0.6415
STT3B	-0.926
CD3EAP	-0.968166666666667
TMEM63A	-0.5415
DUSP13	-3.29925
CD1C	0.801333333333333
LASS2	-0.406166666666667
AVP	0.9585
PITPNM1	-2.777375
FLJ22795	-3.6345
MCTP1	-1.375
TRIM68	0.912166666666667
UCK2	-2.62833333333333
ABHD1	1.75325
FAM50A	0.1605
RNASEH1	-0.762
PCP2	-1.04866666666667
OR52H1	0.1475
C20orf149	-0.7005
RBP5	-0.610666666666667
HYAL3	-1.58125
CLPB	-0.70675
SMNDC1	-0.113
DONSON	-3.35016666666667
FLJ27523	0.1815
BARHL2	-0.00900000000000001
SLC30A9	0.0746666666666667
TMPRSS11B	0.36425
E2F8	-3.41833333333333
CCDC25	0.449583333333333
C14orf48	-0.136833333333333
C20orf116	0.091375
TSPAN11	0.459
YIF1B	-1.86533333333333
FAM12B	-0.19425
OR1L6	-0.048
HPN	-3.3059
NBN	0.779625
C14orf94	0.00216666666666667
OCLM	-0.415
ZSCAN18	1.2503
L3MBTL	-1.3201
TSTA3	-1.0055
RAC1	0.416625
C19orf15	0.0958333333333333
NFE2	-3.04425
KLK14	-0.0345
ARSF	0.22
MAST2	-0.6755
AMICA1	3.45333333333333
GTF2A1	0.26875
ATP1A3	-1.886
TC2N	0.6038
PNKP	-0.472
ODZ2	-1.394875
MATR3	0.2245
S100P	-3.78825
KRT82	-0.0525
CA13	-0.4733
PROZ	-2.154
AASDH	0.75875
C19orf40	-1.44466666666667
DCK	-0.229923076923077
FAM5C	-1.7075
SLC6A4	-2.386
MID1IP1	0.042875
TESSP5	0.244
TMOD4	-0.337333333333333
DOCK2	-0.720833333333333
TUG1	0.662375
NUP214	-1.08825
DPYSL2	1.39818181818182
GOLM1	-0.9345
MPFL	0.25075
SOX13	0.36025
SDCCAG8	1.0872
KEL	-2.8105
NUP210L	-2.3375
GK	-1.774375
DNAJB1	1.273
ALPK3	1.904
CHID1	0.1076
CYLC2	0.192166666666667
IKZF5	0.9305
C8orf51	-1.8685
PPM1J	-1.824
GIMAP8	5.02966666666667
GPR101	0.504
NR2F1	-1.0115
ACAD8	0.5885
RBM35A	-3.58275
GNAI2	0.456666666666667
METTL8	-0.0558333333333333
SLC39A7	-1.08775
FBXO8	1.98775
CAMK1	1.666
RFC3	-1.44825
FAM129A	1.14478571428571
ILF2	-1.339
FGFBP3	-1.04675
NOM1	-0.643166666666667
PSMA3	-0.188
ASCC3	-0.314
ZYG11A	-5.06825
SOX21	-1.402625
LYRM1	1.40575
DEFB1	4.159
LOC91431	-2.79966666666667
OR7C2	-0.096
FAM46B	-1.77625
TMEM18	0.21275
ARHGAP30	1.35516666666667
TMEM86A	1.68683333333333
EPHA2	-0.836666666666667
C10orf46	0.8421
TCHH	0.101333333333333
C3orf30	0.00933333333333329
LOC285636	-0.0751666666666667
PAIP2	0.94475
CYP2U1	1.008125
C12orf34	-1.84675
SARS2	-1.17266666666667
ZCWPW1	1.09975
SAMD12	-0.61325
KIAA1430	0.20025
ACAT1	1.232
MEOX1	5.17116666666667
ADAMDEC1	1.8285
PHKA2	0.56875
CARD11	-2.42333333333333
CALML4	-0.343
TSSC1	-1.30875
TMEM45A	-1.16755555555556
MPP7	1.6295
POU1F1	0.5055
SLC2A13	0.1506
FBN2	-1.60971428571429
ZC3H7A	0.7199
LAIR2	0.7065
ST3GAL1	0.747833333333333
LCT	-2.5875
GEMIN8	0.208666666666667
KLF16	-0.2601
HIF3A	1.7267
FAM44A	1.38914285714286
AQP10	-1.3848
PLA2G2A	2.7855
FOLH1	-0.031
C20orf186	-0.00549999999999999
MAPKAP1	0.81075
SPRR2D	-0.5245
UBQLN4	-1.39
RSHL1	-0.0505
PIAS3	-0.70475
MRPL24	-0.135
GREB1	-3.230125
FAM27E3	-1.9345
NUP62CL	-3.7925
NEUROG3	-0.424
REEP3	1.50925
MARK1	3.483625
LMBRD1	2.24875
PRPF19	-2.6855
PNMT	-0.821666666666667
CTGLF1	-0.73
SLC25A16	2.24025
EIF2B3	-0.273
RPA2	-0.7485
PAK6	-0.264833333333333
CCDC26	-4.620875
SEMA3E	3.18125
MXD4	1.6578
TNFSF10	3.3818
SMARCB1	-1.18083333333333
DTX3L	0.501
PLA2G4E	0.732
PPAP2A	3.35475
ULK1	-0.130583333333333
TAS1R3	-0.285
SLC2A3	-1.87436363636364
ARID3A	-1.39525
GNG5	-0.69625
ACOX1	1.3426
KIF5B	0.651
NUP153	-0.86525
MUC7	-0.081
CSDE1	0.835785714285714
CLPTM1	-0.6035
C3orf23	0.444375
LRRC17	0.268
TTYH3	-1.45675
ATP5B	-0.9765
ELF3	-3.0493
CPSF3L	-0.620166666666667
ZNF665	0.587166666666667
TLR6	0.8681
GPI	-0.183125
RAD9A	-0.854625
NDST4	-3.7855
AGPAT3	0.801916666666667
MAGI3	1.5255
ADORA2A	-1.168
CACNG7	-0.0845
CAMK2D	1.663
CCHCR1	-1.75775
RPS27A	-0.25775
OR10G7	0.0228333333333333
GCM2	-0.5015
FAM135B	0.7443
E2F1	-2.82875
PLCB3	-0.20825
OR2AE1	0.489
COIL	-0.803833333333333
CDC25C	-4.25883333333333
RAB11FIP2	2.15933333333333
TSC2	-0.13925
CTGLF5	-1.5125
CCDC108	0.1304
OR13C4	0.1355
C10orf81	-0.843
PTPRB	3.53725
ACP2	-0.47475
LAG3	-0.45025
MRPL54	-0.0405
LOC201175	0.1725
ITGB1BP3	-1.684
SPTAN1	0.2
SIPA1L2	-0.63375
RCAN2	0.2415
CDX2	0.7485
ECOP	-0.10075
ACTR1A	0.671
PPARG	3.99483333333333
BBS10	1.78533333333333
TMEM44	-1.044875
BPIL2	-0.43425
CITED1	-1.60875
IRF6	-0.30275
PRDM4	0.148833333333333
RRP9	-1.48966666666667
OR10H4	0.226
IL31RA	-0.896
GNB1L	-2.18716666666667
MYBL2	-3.68
ZNF407	1.449
PPIG	0.291
TTC18	2.55775
RPSA	-0.8735
MAPT	1.328
MRE11A	-0.138769230769231
C8orf37	-0.502
RASGEF1C	-0.520833333333333
STBD1	2.96575
CTAG2	-0.591
MGAT5B	-2.42716666666667
ECM1	0.678
RLN1	1.2115
PARP14	1.1355625
EPB41L1	2.414
HOXA3	0.606083333333333
MAGEA9	-5.61975
RPS8	-0.523
RPS19BP1	0.04875
FOXJ2	1.26825
C10orf76	0.319
IL17RE	0.37225
C10orf65	2.40575
ZNF343	0.186833333333333
FBXO33	0.80825
UHMK1	1.9608
LY6G6C	-0.60825
FGF19	-2.1565
C14orf128	0.504333333333333
IFIT2	3.082
TIGD1	-1.06225
S100G	0.238
GUCY1B3	2.671
NR3C1	1.7307
CORO1B	-0.667
PARP11	1.13408333333333
DNALI1	1.668
OR4N4	0.04725
MAP2K6	0.194666666666667
FSTL4	-0.33625
ANKRD47	3.059625
TMEM171	-1.948
PNLIP	-0.21125
YY1	0.742666666666667
CCDC138	-2.63
AASDHPPT	-0.4563
CKS1B	-0.8364
MCM3	-1.63233333333333
ANAPC7	-1.26833333333333
FAM110A	-0.88525
CDC37L1	2.064
THTPA	1.54975
NBPF20	-0.1725
WDR24	-0.541
NPTX2	-3.23575
CBLB	1.582
CETN1	0.08
RPUSD1	-0.697
FAF1	-0.46675
CDK6	-1.3352
HMX2	0.519
CSK	-0.761833333333333
TEAD2	0.192
SNAP25	-1.1625
TUFT1	-0.3794
TMTC3	0.510333333333333
LCK	-2.5505
SGOL1	-2.93483333333333
AKTIP	1.886
FURIN	0.98525
SOX12	-2.61033333333333
DEFB103A	0.18075
RAMP1	-2.45725
KIR3DX1	-0.00950000000000001
GAS2L3	-0.13
PDE8A	0.5971
EDN3	-0.87175
GMIP	0.2005
SF3A2	0.361
FN3KRP	0.1945
SMAD7	1.564
RHBDD2	-0.1845
OR11H6	-0.305
PPP1R3B	1.1939
C9orf23	-0.60475
CADPS	-3.33025
GOLGA8A	-2.115125
TMEM57	-0.133
RGL3	-1.5355
S100A14	-4.63175
FGFR2	0.2424375
XRCC3	-1.37625
RTN4RL2	-0.08175
MGC3771	0.4895
GH2	0.253666666666667
BTBD2	-0.347
LMO2	1.90525
RDBP	-0.622
ACRBP	-0.501
AMY2A	3.299
DUOXA1	0.127
PTK7	-2.34733333333333
TWF2	0.321333333333333
FAM80A	-2.2895
TNNI2	-2.29683333333333
GLT25D1	-0.754666666666667
OCC-1	-3.209
CYC1	-0.847333333333333
RPL22	0.167272727272727
MORN3	-0.619666666666667
DISP1	1.56375
PRB2	-0.7015
CHUK	0.49875
HR	-0.55875
CCDC134	-0.6325
DENND4B	-0.79975
C14orf130	-0.311875
RAB33A	-1.79875
DCST2	0.05
TNMD	5.291
PEX7	0.42175
FAM62A	1.34575
SRD5A2L	-0.43175
IL22	-0.22875
RPS26	-1.215
HOXC5	1.077
SPATA6	1.18
FLJ38482	1.10375
ZNF234	1.8125
C18orf22	1.3375
SPATA22	3.6435
THOC1	-0.5245
CYP7B1	3.582
KCNC3	0.60125
C8orf42	-0.726
ALDH1B1	-0.921666666666667
CCDC100	0.803
ARMC4	-3.65375
FAM18B2	0.304
SLC44A1	0.26825
FBXO17	0.0598333333333333
C6orf107	-0.0645
C19orf29	-0.25975
ZC3HAV1L	-0.4625
PARP6	-0.0359
SULT2A1	-5.02375
C1orf159	-1.4955
TMC1	0.92
CHST14	-0.045
GAMT	-1.31383333333333
SMCP	-0.161666666666667
TSPAN33	0.563666666666667
MIDN	-0.693875
NOX4	4.066
RNASEN	-0.6397
TBX1	-0.630666666666667
SALL2	-1.52925
C10orf35	-1.09425
CYP2E1	-0.937625
LRFN2	-1.04316666666667
ACO1	2.60366666666667
IQCG	1.3497
MEGF9	2.178
TM7SF4	2.299
PLEKHA1	1.33006666666667
STK33	-2.38475
C1orf210	-1.42875
SNUPN	0.2301
KIAA0406	-1.9286
C20orf29	0.188
TMEM55B	0.10175
OSTM1	0.799375
CLCN7	-0.60375
OTP	-0.436
FLJ23049	-1.09525
HEATR4	1.834
MAP3K10	0.216666666666667
PCDHGA9	1.1775
AMDHD2	-0.673
LCTL	-1.739
PDCD2L	-1.07375
CABLES2	-2.06875
SLC5A9	-0.7535
CLCA2	0.846166666666667
MGC16025	-1.213
STRAP	-0.166166666666667
C20orf196	-1.163
RRBP1	-0.269
NAT13	-0.3395
MAT2B	0.69675
CSNK1D	-1.5345
KIR3DL1	0.6155
PRKAG3	0.405
ZNF599	1.082
PRM3	0.241
PER2	1.81316666666667
ASPHD1	-3.8215
PRMT6	-1.7425
KCNE1L	1.623
FAM118A	-1.629
TAF4	-0.67025
NDUFB6	-0.0875
TRIM9	-1.512
PMFBP1	0.00925
KY	-0.031
DKFZp762E1312	-5.01709090909091
CSMD1	-0.77925
TBP	-0.544
OR1Q1	0.328
RETNLB	0.488
HPGD	0.830571428571429
DNAJC12	-3.90466666666667
FKBP1B	-1.59975
ANKRD24	-0.417333333333333
CXXC5	0.287333333333333
IL3	-0.124
DRAM	0.4816
PTCH1	-0.526125
TP53BP1	-0.8595
SLC17A7	0.11175
COL25A1	0.4544
AMACR	-0.603333333333333
RHCG	0.65725
VPS13A	0.578166666666667
FAM55D	1.3305
PRPF38B	-0.611083333333333
OSBPL6	-0.8315
PFDN5	0.6165
CMTM6	0.289125
KCNK12	-2.23
RP2	0.59975
C16orf52	-0.725
PICK1	-0.508
IFNE1	-1.704
SEMA4B	-1.3615
TYRO3	1.5615
OR12D2	0.6475
CSNK1A1	0.26155
FANCF	-0.3515
LONP2	0.213875
TBL1Y	0.6145
LDOC1L	0.215625
CCNC	0.4015
C3orf60	0.477
CHKA	-1.89175
UBAP1	0.70825
MAP3K1	1.027
ANKRD9	-0.279
FAM92A1	0.8365
GAB2	1.181375
AZU1	-0.2615
DIS3	0.3725
C21orf109	-1.0305
IQCB1	-0.81325
SPATS2	-1.938
EFCAB3	0.94525
PRB3	-0.255625
FUZ	-0.280333333333333
ZNF813	0.13275
BMPER	1.80483333333333
HEG1	0.935125
ALS2CR11	0.587
SURF2	-1.023
PSMC1	0.606
OR2D2	0.378
SLC7A8	0.8115
C4orf40	0.6295
SPATA7	0.9515
MAZ	-2.17333333333333
PIN4	0.51325
PDE1A	0.81075
TAF6L	-0.967833333333333
OR2T34	0.2975
KIAA0284	0.65575
ACADS	2.09318181818182
MKRN2	-0.3135
C18orf56	-3.8055
MS4A6E	2.84733333333333
GALNT4	0.567
C22orf31	-0.54
FLJ36070	-0.25
PSME4	-0.95575
TFG	-0.4069
EPHX2	1.50975
ANXA5	1.967875
KRTAP1-1	-0.295444444444444
BATF	-0.825
KARS	-1.16
MSTP9	-0.512
GPR26	0.0375
CCDC72	0.20025
TEF	2.3365
FOXK1	-0.3749
PRLHR	0.113
EMX1	0.183
C11orf30	0.129375
ICK	1.248875
THSD7B	2.204
C21orf100	-0.646
DUOX1	1.4385
EFCAB4B	-0.876
UBE2G2	-0.130666666666667
C3orf54	0.4035
PARP1	-1.5505
FAM60A	-2.10641666666667
C6orf146	0.799
OR9K2	1.1225
DDX55	-0.8825
RPS15	-0.546583333333334
ZNF618	0.241625
DKFZp686D0972	0.18925
SSPO	-1.262
SHFM3P1	1.02333333333333
CPA6	-0.40675
JAG2	0.724
DEFA3	3.924
PPBPL2	0.0516
CD34	5.958875
SLCO4A1	-2.241
AFG3L1	-2.06483333333333
SHD	-1.15525
RP13-122B23.3	-1.30483333333333
PRKCSH	-1.89366666666667
DPH5	-0.64
HLA-F	1.999875
TBC1D4	0.854
RIG	-0.165
GLUD1	0.302166666666667
HNRPCL1	-0.76125
HBXIP	-0.58125
RNF207	-1.09
APIP	1.11375
PLA2G3	-3.80483333333333
CCDC84	-1.02375
MYLIP	1.05146153846154
PHIP	-0.18325
AARS2	-0.758166666666667
DHX32	0.15625
SCAPER	0.417166666666667
MEN1	-0.850875
NIP7	-1.46275
FLJ25404	1.07
FASTKD3	-0.7365
TMEM158	-3.75608333333333
RARA	0.82625
BDH1	-1.204
ANKRD16	0.07025
CARM1	-0.447
SS18	0.3615
IKZF2	0.362
MYD88	-0.27375
PML	0.69195
TAF1A	-1.247
CBFB	-1.08525
HIST1H3H	-2.94916666666667
C7orf29	-1.62675
COMMD4	-1.40816666666667
DPP3	-2.13975
DAB2	1.853375
LOC388882	0.092
YPEL4	0.13375
AGBL3	0.415
LRP6	0.8838
SERPINH1	-0.310166666666667
TLE1	1.4535
CD244	1.49466666666667
ZDHHC15	-0.06225
MGLL	3.5173
PLDN	1.2325
LOC654346	1.2715
FAP	1.781
GPR37	-1.7375
SCARA5	4.73166666666667
EBF4	-0.369272727272727
LSM6	0.77075
MLLT1	-0.133125
SLC5A12	0.022
A2BP1	-1.365
COPS5	-0.2495
TPM4	-1.26257142857143
TNFSF4	0.285666666666667
ACADSB	0.367333333333333
HERPUD1	0.85725
BCL2L11	-1.45227777777778
CEP78	-1.472
CDCA3	-3.296
WBSCR19	0.4285
MYO1A	-2.1645
PPEF1	-1.77416666666667
LOC440348	-0.8915
CPEB2	1.15825
BPTF	-0.244666666666667
RPL21	-0.114875
GSX2	-0.493
ADPRH	2.18616666666667
C17orf68	-0.5435
KCNS1	-1.03866666666667
MLLT6	0.1026
PIWIL4	1.64025
RNF26	-0.88625
RAP1B	0.989
ADAMTS1	1.2152
ZNF571	1.01625
P2RY6	-0.758
TRIM21	1.17416666666667
CADM3	2.0965
NLRC5	0.606333333333333
ADRA2B	1.2045
LOC90835	-2.951625
PCF11	-0.44575
LOC400451	-1.3085
GLTSCR1	0.5911
C17orf88	-0.3205
CDH16	-2.05275
FGF7	4.5585
PCSK4	-0.721833333333333
NPC1L1	-1.17166666666667
TAT	0.255
TBCA	-0.4185
MGC33407	-0.19475
GPR115	-2.15057142857143
CYGB	2.084
FNBP4	-1.18116666666667
C12orf43	0.2325
CBL	0.468
CLECL1	1.12
PPAPDC1A	-3.13125
WDR25	0.0971666666666667
SGCA	1.606
C22orf29	-1.21216666666667
YIPF1	0.12925
GALK2	-0.4925
RAB3B	-3.86233333333333
LOC440087	-0.592
UCP1	-0.0365
REEP5	1.908125
FADD	-1.2416
FOXA1	-6.979
CACNA1A	0.2685
ABI1	0.385166666666667
GRIN2D	0.50375
SLC1A4	-2.11333333333333
LOC401127	-1.35625
HINT2	0.95625
