Hybridization REF	TCGA-E2-A107-01A-11R-A10J-07
SLC37A1	1.548
DECR2	1.0645
ANKRD38	0.468375
SPTLC3	-0.249166666666667
SUPT16H	0.243625
DTWD2	2.11975
ULBP1	-0.183
ZADH1	-0.183
OIP5	-1.3195
IL10RB	-0.8505
OTUB2	0.6775
VWA3A	0.322
SPIC	0.380833333333333
OR6C4	0.2115
PSCD4	0.63
DPY19L2P2	-0.5225
TRAPPC6A	0.750833333333333
C21orf2	-0.666666666666667
CEMP1	0.518
LIN7B	0.386
E2F7	-1.141
VCP	-0.13275
LAMA3	1.02466666666667
BGN	0.6215
GPR160	2.00783333333333
COCH	-4.97866666666667
GPR81	1.87116666666667
APOBEC3F	-2.0535
tcag7.1017	-0.4325
C1orf32	0.211
SCGB1D2	6.9575
FLJ43987	0.1035
C6orf170	0.9885
KLK9	0.7125
GPD1L	1.657125
VPS37B	1.10625
ATG3	-0.359666666666667
ADAMTS17	-0.325
KLHDC2	-0.140833333333333
NDUFV2	0.0085
BLK	-3.00925
MATN4	-2.2055
GPM6A	2.970375
GBP4	3.53
TMEM162	-0.0205
PKP2	-0.3045
HRASLS	1.50711111111111
MMP1	-4.8845
SFXN3	-0.4885
FSD1	-2.23583333333333
ST6GALNAC3	-0.868333333333334
CA12	3.6502
NCOA6	0.59325
C19orf58	-0.0882
PPP4R1	-0.0218333333333333
MAN1A2	1.02716666666667
IKBKAP	-0.92925
UPF1	0.161166666666667
KIAA1219	-1.18825
WNT16	0.277666666666667
SNW1	0.16725
IL18RAP	1.27325
RPP30	-0.026625
CDC40	-0.163642857142857
SETD3	0.508833333333333
SLAMF6	0.00349999999999996
ELK4	-0.3515
TRIM47	0.458
ACOX3	1.991375
TRIM6	-0.01825
KIAA0372	-0.382666666666667
TP53AP1	1.733875
SMURF2	-0.02825
ADAD1	0.4215
EBP	-0.3975
KRTAP13-2	-0.1125
FLJ36874	-0.0923333333333333
TOR1A	0.024
P2RY4	0.3355
GPBP1	0.725
TRPV1	0.315625
ADAMTS12	-0.635333333333333
PES1	-1.0033
ATG4A	0.729
MAGEA10	-4.828
WFS1	1.763
CC2D1B	-0.1355
PABPN1	-0.053875
SLC25A30	-0.508
SLCO1C1	0.3865
SLC22A5	1.981
KIF23	-0.688666666666667
SYN2	-0.411166666666667
ASPN	5.94416666666667
CENTG2	0.6015
QSOX2	-1.9176
FLJ10815	0.0798333333333333
STK24	-0.10825
SPEG	0.187
STK10	0.0213333333333333
DACT2	-1.56
AAAS	-0.473
SSX3	-1.57375
ABCD3	0.6005
C4orf12	-0.33375
PARVG	0.402833333333333
FIG4	1.59825
C9orf46	1.0165
TMCO6	-0.476
IGHMBP2	-0.5725
DUS2L	-0.748333333333333
FAM3C	-0.1321875
TMEM16D	-2.464625
DCTN4	1.36275
KCNH3	0.15725
EIF2AK2	1.22875
AP1S3	-0.052
CST4	-0.0845
PAM	0.1895
NUTF2	-0.5065
CITED2	0.1151
SLC39A4	-0.14175
C2orf52	-0.3815
GRM3	-0.12075
C12orf49	0.019375
CCDC49	0.0491
GRAMD1B	-1.7035
FNDC4	0.235
SIAH2	1.025
GDPD4	-0.106
C21orf87	0.442375
ATP5A1	-0.478
C16orf63	0.12075
LOC388135	0.497833333333333
ATP5J2	-0.09275
MMP3	-1.068
EMID2	-0.18325
CRHR1	0.2245
WDR70	-0.36875
C13orf31	1.4395
ZFAND1	-0.3655
CCL18	4.06083333333333
C3orf49	-0.2575
RINT1	-0.323
KIAA0408	-1.962
F13A1	2.6987
SLC10A1	0.0848333333333333
OGN	1.547
GIPC2	-0.732333333333333
XPO6	0.0988333333333333
LCE1A	0.455
FMR1	0.7805
LOC374920	0.32075
DUSP3	0.30175
ANKMY1	0.8205
C7orf50	0.66825
BBS9	-0.2734
UNC119B	-0.032
C9orf72	-0.365875
MGC35440	-0.2165
ENTPD6	0.3365
PPP1R2P9	0.482
ERCC4	0.761
FAHD2B	0.5325
HMHA1	-0.846
HACL1	-0.84075
RAD23A	0.318
FAM83B	0.12025
PPP5C	-0.488666666666667
RNASEH2C	0.056875
C9orf153	-0.77725
SCAMP4	1.101375
GHITM	0.8053
NDUFB7	0.483
ADCYAP1	1.459
SP110	1.73383333333333
MAP3K7IP2	0.41325
DHH	-0.174
AGRN	-0.735857142857143
WDR33	0.311166666666667
CEP290	2.16516666666667
PRPS1L1	-2.3855
KLRA1	0.304
GPR97	-0.4705
CHD7	-0.8725
TLR10	0.4715
SLC30A8	4.177
HIC1	0.7855
IAPP	0.0895
RXFP4	0.28425
GP1BB	0.74675
SHQ1	0.343
NKX2-3	0.173666666666667
API5	0.00524999999999999
FTHP1	-0.0455
MOV10L1	-0.0441666666666667
TRIM6-TRIM34	2.458
ADHFE1	1.53725
FAM117A	-1.03325
DDI1	0.220666666666667
CDON	-0.3635
TRIM73	-0.331
IGKC	0.6895
MMP14	-1.21458333333333
DYNC1LI1	0.16975
C11orf66	0.7285
TRBV3-1	-1.30275
FASTKD5	0.27275
BIVM	-0.37925
LHX4	0.02025
CXCL2	-0.883
RAB2B	-1.45083333333333
IZUMO1	-0.64025
MAP3K15	-1.870625
FAM19A2	0.493833333333333
ZC3H8	-0.85
ZMAT1	2.418625
SPINK5L3	-2.347
SLC10A6	0.543
APPL2	0.609625
CARD10	-0.0035
LOC402176	-1.408125
EEF1D	0.7282
RAB6A	0.9031
C12orf5	-0.46025
PAPOLG	0.17
MSRB2	1.72175
BCR	0.336055555555556
PUS3	-1.3695
TIAM2	-0.8425
ZNF317	0.0663333333333333
CHD2	-0.218357142857143
FZD5	-3.04404545454545
NUDT8	-1.052
ZNF763	-0.056
PRC1	-0.539
ABCB9	2.27983333333333
SPATA3	0.21975
TRAK2	0.877875
STAB1	2.62075
LRRTM2	-0.158833333333333
psiTPTE22	0.972
DBI	2.49925
SERPINA11	-2.406
NAT5	0.10425
C20orf58	-2.524
RPS6KA4	-0.212666666666667
FLJ90650	-0.60725
TGFBRAP1	0.59625
CHRDL2	-1.008
FAHD2A	0.0858333333333333
CNTN1	-0.20175
BBS4	0.3353
TMEM181	0.62375
MINPP1	-0.64925
MPHOSPH6	0.747833333333333
HOXC10	2.5029
ITPKB	0.773875
CLPTM1L	-0.041625
MEOX2	1.093
ATP6V0C	1.124375
PRPF8	0.231166666666667
TMC5	3.7145
FKBP3	-0.23525
PLEKHB2	-0.341625
OR4D6	0.1765
ZNF544	-1.5112
D2HGDH	0.408875
RPL18A	-1.2976
HEL308	-0.42125
MPP6	-4.74325
TCERG1	-0.872
KRT16	-1.12466666666667
KLF17	-1.163
KLF5	1.336375
CDR1	1.7685
VCX3A	-5.237
FBLN2	0.581125
C14orf104	-0.526
HBE1	-5.0107
OR4S2	0.7945
C1orf108	-0.0903333333333333
ROBO4	3.44533333333333
CPEB4	1.433125
C11orf80	0.662166666666667
BCKDHA	0.535666666666667
MYOC	0.293
GIF	0.113
CKMT1A	2.1195
RPL3	-0.0751
THBS1	0.98225
APOO	-0.41975
ARMCX1	-1.148
HSZFP36	1.38025
SNAPC5	-0.147
EIF4ENIF1	0.2205
ZNF433	0.76075
TNFRSF21	-0.092375
TMPRSS7	0.066
SPATA18	1.8318
HPDL	-3.327
MKL2	1.7978
TBX3	0.992
C21orf93	0.360166666666667
DAXX	0.26325
ELMO1	-0.175
RGS13	1.90433333333333
TAF11	-1.334
UNC13A	-2.177125
LOC653314	-0.0723
ORC3L	-0.2995
IMAA	-2.871
TARBP2	0.1555
CABIN1	-0.4755
TRIOBP	0.3988125
HIST1H2AC	-0.0755
RGS22	-1.1255
NCOA1	1.5385
IL25	0.649
SNCG	0.539
GPR6	0.3815
AMDHD1	-1.94366666666667
CHEK2	-0.249875
C6orf142	1.55125
DRD4	0.46725
C14orf68	-1.18125
GDF11	-2.714
SEMG2	-0.3035
CD247	-1.472
CDAN1	0.562
RBMX2	-0.449666666666667
TGS1	-0.504
OIT3	0.8985
SYF2	-0.38425
MCM4	-0.851
PKHD1L1	-0.1145
CEP192	-0.661
IFT88	1.65625
RPL9	-0.359928571428571
RAB32	-1.001
DDX43	-3.54025
P2RX2	0.4485
OR5D18	0.1155
UBE1	-0.1395
SLC24A1	1.178625
ARHGAP5	0.687
CETP	-0.38025
KIAA1731	-0.599333333333333
SLC9A4	0.4975
PTPN6	1.312
BAHD1	1.06525
GRIK3	0.599
CACNB2	-1.1025
PDE10A	-1.2995
DGCR14	0.16975
PCDHB9	-0.894
RHOQ	-0.403166666666667
MAP3K4	-0.14325
KTI12	-0.618
RPL23AP13	-1.27675
GNG11	-0.9805
CLCN3	1.218
GPAM	-0.644375
VSTM2A	0.94
SLAMF7	1.44133333333333
INTS2	-0.5605
PPP2CA	0.083
LRP12	-0.716066666666667
SEC14L2	0.733
DKFZP586H2123	2.24225
MC3R	0.0765
CIRH1A	-2.24683333333333
HIST1H2AB	0.471166666666667
POLH	-0.32275
MGC16703	-1.23966666666667
SNAPC2	0.324
FILIP1L	0.3525
RASGRP4	0.594
LRRC1	1.793
GAS1	-0.586
PRAC	-0.8245
DGKA	-0.0846666666666667
NT5C3	-0.45525
PEG3	-3.73616666666667
NADK	-0.68525
PRR17	0.1305
LOC374569	-0.40575
SGSH	1.02783333333333
NLRP8	0.1015
GALT	-0.78
MCF2	-0.6965
ZNF263	1.1275
TACSTD1	1.34216666666667
TYR	-6.9611
ATP6AP2	-0.15025
RNUXA	0.2085
ABHD10	0.3549
GDPD2	-1.5035
SLC35C1	-0.22
UBE2A	0.6755
HERC5	-1.60383333333333
FAM112B	-5.293
FBXL16	1.89175
DKFZP434A0131	-0.48275
ELA3A	-2.7095
RBM41	-0.48875
HAO2	-0.05925
RNH1	0.13425
SHANK2	1.06033333333333
OSBP2	-1.350875
DAK	0.0721666666666667
C3orf58	-0.835
TCL1B	-0.1235
KBTBD2	-0.3985
SUGT1L1	0.7965
UBE2E2	-1.63183333333333
MYL9	1.517
CDC23	-0.1635
PBXIP1	1.631
CXorf40B	0.3735
NBL1	-0.25275
RTBDN	-0.109
RAB11FIP5	0.2095
TTTY13	-0.602
SCOTIN	-0.05225
SOHLH1	-0.212333333333333
CDKN1A	-0.342357142857143
NCK1	-0.20175
ZNF550	-1.387
SAPS3	0.60775
SPIN3	1.259
MAGEE2	-0.235
MIS12	0.0125
OR8H2	0.3575
KIAA0774	-0.951333333333333
UNC5D	-2.0185
CUL7	-0.925333333333333
LIPC	-4.19466666666667
DIO1	-1.0275
C20orf11	-0.3641
CTRL	-1.1505
HS3ST2	2.01875
PAK4	1.20516666666667
CCRL1	1.0055
RNF10	0.691125
ZNF567	0.4155
ZNF660	0.0085
TCEAL3	1.3815
MAGOH	-0.442666666666667
CENPB	-0.0728333333333333
C19orf7	0.5925
LOC388965	-0.18875
ZCCHC13	-0.0355
JMJD1A	-1.134
HIST1H4H	-0.5905
TBRG1	-1.7065
GPC3	-2.434625
TAF1C	-1.25525
EBNA1BP2	-0.899833333333333
CIAPIN1	-0.8705
PDGFRA	-1.24311111111111
CSTB	-1.435625
CENPI	-0.8845
GTF2E2	-0.283166666666667
RPP21	-0.517
CCNF	-0.342166666666667
KCNQ3	1.1155
FAM79A	0.75875
SLC22A12	0.102
NOVA1	1.46366666666667
FZD3	2.0129
AKAP8	-0.266
SOCS5	0.024
CFDP1	-1.82125
DLG5	0.99675
PGM5	0.649416666666667
C1orf144	0.0920833333333333
HDAC10	-1.6575
RND2	-1.478
C20orf199	-1.1545
RNMT	-0.9095
SLURP1	1.478
ASTN1	-0.0945
SH3BGR	2.0195
MYCL1	-0.094375
ZHX1	0.452
CENPK	-1.20225
FOSB	0.3828
LOC643406	-0.043125
C2orf59	-1.26125
TMEM135	-0.765
SLC27A2	-2.616
KRT33A	2.891
OVOL1	1.51
PAMCI	-2.636
S100A7	-1.163
ZNF789	-0.917
HARS2	0.77725
RPL23A	-0.634666666666667
TCF23	0.10175
UPF3B	-1.309625
C17orf78	1.0525
HLA-DOB	0.2795
C14orf142	0.0596666666666667
TEKT5	1.77383333333333
DMWD	0.1335
POLD1	-1.7895
GSCL	-0.4975
CALD1	-0.7181
SCRT1	0.344333333333333
AIG1	0.8945
UNC84B	-0.5615
ZNF404	-2.26875
TMED6	-3.9945
KIAA1462	0.0755
LRRC27	2.0465
PYGO1	-0.184
PIGU	-0.525666666666667
ALAS2	-4.09416666666667
WRNIP1	0.270125
CNNM3	0.7895
ZNF2	0.155
ST3GAL5	-2.04041666666667
MRPL23	-0.32225
TSSK6	-0.1285
PSMA6	-0.45425
C16orf70	-0.61525
KIAA1602	-0.55475
ALMS1	0.646333333333333
DCN	0.81225
TMEM132D	-0.526
SUCLG2	0.8045
ABHD14A	0.09875
DEXI	0.4075
AMPD2	-2.05466666666667
IFNAR2	-0.488333333333333
CYB5A	3.1027
TLOC1	0.80065
NXF5	-0.3635
NRBF2	-0.171625
KCTD3	2.203
ITGAE	0.320333333333333
SLC30A3	-2.484
ZRF1	-0.8
IFRD2	-0.228625
XAB1	-0.25225
PYCR2	0.703666666666667
SERPINB3	-4.584
TMLHE	0.00109999999999998
GEFT	-1.09525
ABCA5	-1.02075
EMR4	0.465333333333333
TSFM	0.887
HIST3H2BB	-1.04875
ARHGEF19	1.54275
TSPAN17	0.204333333333333
ABCC8	4.21975
MAP1S	0.245833333333333
C22orf36	1.03025
BNC2	-0.7505
HIST1H4A	-0.18675
NDUFS3	-0.0866666666666667
WDR3	-1.30216666666667
XKR4	-0.413
TTC33	-0.956857142857143
STMN2	3.24875
CPN2	-0.916
HSPC105	1.153875
PCOLCE2	-4.57225
C3orf55	-0.1805
KLHDC9	4.028
TBC1D23	0.3605
ATXN2L	-0.579
MAP2K3	0.310583333333333
SCAP	0.1455
ZNF486	1.086
C20orf96	0.9475
NARS	-0.355
ADAMTSL1	-0.994642857142857
PRCC	1.19583333333333
CCDC126	2.2985
ZNF675	0.48825
CALCOCO1	0.5455
ANKRD43	5.0515
CWF19L2	-0.291166666666667
ZBTB32	0.943666666666667
BRAF	0.6275
ODF4	0.3445
MGC14376	-0.312833333333333
HORMAD1	-2.03116666666667
AAK1	0.209083333333333
PEBP1	1.46283333333333
TNFSF5IP1	0.0191666666666667
DKFZp564N2472	0.43225
RMND1	-0.772875
IGKV1-5	1.7525
COL1A2	1.84991666666667
SERPINA5	1.1555
AANAT	0.1995
C19orf21	1.82533333333333
GEMIN5	0.192
UBR4	-0.409666666666667
LTBP3	0.786833333333333
AMHR2	-1.87833333333333
PROCR	-2.05575
MYBBP1A	-0.55925
C20orf39	-1.039
ZNF697	-1.22075
PASK	0.3782
ZNF776	0.8125
RFXDC2	0.45125
KIAA0467	-0.61875
C10orf96	-1.14925
ZNF503	-0.1635
GULP1	-2.15208333333333
KCNE4	2.98666666666667
DKFZp434K191	-0.446125
LOC196913	-0.2115
BHLHB4	0.9
CH25H	0.6355
LOC81691	0.661333333333333
ALPL	-0.0167857142857143
COL12A1	0.18425
FOLR3	-2.57516666666667
GPR123	0.02475
TRIM62	0.481928571428571
ABLIM1	1.17283333333333
MAST3	-0.45225
RHBDD1	0.778
LOC338809	0.685
RYBP	1.2695
TTC26	0.135125
ZNF22	-0.067
ISCA2	0.00425
RDM1	-0.25675
PIGM	1.56325
GNB3	-1.6175
ACTR2	0.2176
HMGB1	0.46045
EDG1	3.31783333333333
SOAT2	-1.71375
OR10AD1	0.43
RAP1GDS1	0.765833333333333
LCE1F	0.246
ESM1	-1.484625
RCN3	0.764
CREBL1	-0.74275
DBNL	-0.138333333333333
PTGER3	1.129
USP30	0.675333333333333
BCL2L12	-0.687833333333333
KIF26B	1.50675
ZNF416	0.25425
ZNF225	-0.289
C17orf70	0.40525
ZNF554	0.772
RAE1	-0.932166666666667
TNIK	-0.331333333333333
ACTN3	-0.0135
MGC45922	0.456
CCNA1	-0.9655
RYK	0.290333333333333
IL26	-0.303
LRP3	0.690333333333333
QARS	-0.48975
SOX7	0.565857142857143
BID	-0.1205
OR2S2	-0.1705
CXCL14	3.70775
C11orf47	-0.6755
MGC29891	1.92466666666667
HSPB8	-0.8502
PRDM14	-1.0705
NUFIP2	0.3705
MNAT1	0.133125
ZDHHC2	-2.16516666666667
MBNL2	-0.65175
ADD3	-2.254625
CSNK2A1P	-0.6215
KLK6	-1.4455
TMEM111	-0.0132
KIAA1279	1.6445
NUBP2	0.9635
RAB42	-0.6545
ID3	-1.4835
TM9SF1	0.2275
MDP-1	-0.646
POU4F2	0.11475
IQCK	2.28275
C16orf14	0.549
CAPN3	-1.814375
FAM43B	-0.7515
RECQL	-0.7215
AP1G1	-0.2595
CTNNBL1	-0.0443333333333333
ECHDC1	-2.61866666666667
SMARCC1	0.559
FOXQ1	-2.264625
GNAI3	-0.377333333333333
POLG2	-1.9265
CD4	0.8345
ITLN1	0.2445
EBI2	2.427
IRF1	0.396
PTPRE	0.9233
PTK2B	-0.20525
NXNL2	-0.774
SOX4	0.810388888888889
TSPAN3	0.704666666666667
SH2D1A	-3.45383333333333
C8orf58	-0.317333333333333
USP20	-0.604
DUSP22	-0.831666666666667
CALB1	-2.7505
L3MBTL2	0.8555
MCRS1	0.48125
TMEM118	-1.386
C18orf8	0.666833333333333
FLJ10241	0.293625
GJA12	0.51525
PKD1	-0.495666666666667
ZFP3	0.528
JAM3	-1.686375
LAPTM4A	1.2729
DIRC2	0.88525
KIAA2022	2.75183333333333
MYOM1	0.3305
TRPM8	-2.01766666666667
MOP-1	0.986
PHKG2	-0.00475
ZNF650	0.842625
KIAA1522	1.19625
PSG8	-1.84783333333333
DDX19B	-0.742
MOBKL1B	-0.28
DIAPH2	-1.2955
PTPN12	-0.212
CLN8	0.0671
CRYZL1	-0.846166666666667
CRY2	0.98
FCGR2B	2.78416666666667
PNPLA4	1.993125
ZNF454	-0.2315
DKFZp434B1231	-0.30725
CLDN11	0.375
RFWD2	1.28383333333333
CIB2	-0.772833333333333
MXRA8	1.727375
HRK	-0.322125
MAML2	-0.999
C4orf31	1.4345
C6orf192	-1.8555
COG6	0.178625
FAM5B	-0.366
NFATC1	-0.0782
SEPT10	-0.34925
SCYL1	-0.0989
RPP40	-1.55725
SCOC	0.3883
KIAA1450	0.087
CTDSPL2	-0.145
TBX5	0.840333333333333
NAPG	-0.049625
RHD	-4.90275
C14orf45	2.1435
ZBTB22	0.8055
PLCG1	-1.389
ANKRD10	-1.596875
AQP7P2	0.67725
TAGLN2	0.5065
HTR2C	-1.17
SLC16A7	-0.7435
C17orf83	-0.048
TSGA14	0.187166666666667
MDH1	-0.754
PPP3R2	0.2325
DCBLD2	-1.57371428571429
RBM33	-0.07925
DPH3	-1.75025
SYT10	-1.33816666666667
FMO4	2.29325
THYN1	-1.555
DRD5	-2.5005
OTOR	2.981
PGRMC2	0.6218
KATNAL1	-0.599125
PAQR6	-1.827
UBE2I	0.29825
C14orf28	-0.11675
C8orf70	0.275
FLYWCH1	-0.00325000000000001
ANGPTL3	-1.2735
GLRX2	0.229666666666667
ATP11A	-1.60164285714286
ARL5B	0.555875
MUC16	-2.227
SLC25A5	-0.580714285714286
ACRC	-1.53625
MYO1C	0.72225
FAM89B	1.0555
FAS	-0.473875
KIFAP3	1.007
GLRA2	0.3705
BTN3A2	-0.9555
CNKSR3	-0.509375
CSTF3	-0.323666666666667
ARPM1	1.00375
KIAA1530	-0.013
C9orf150	2.431
PRKCI	1.38975
tcag7.1015	-0.60125
SOD3	-1.18575
ZNF574	0.3665
CYP21A2	1.46825
RPL12	-0.7475
COMMD2	-0.4865
WIZ	-0.15975
LOC344405	-1.13025
ALDH4A1	0.543882352941176
CRYAB	1.873
COPA	0.696933333333333
PCDHGA7	0.505333333333333
KIF11	0.147166666666667
RASD2	0.459
SLC26A3	2.4845
ZNF175	-0.764
JAKMIP2	-2.654
C8orf4	0.324166666666667
PTHLH	1.233
SLC40A1	2.498
OR7D4	0.391166666666667
PCDHB17	-0.246
CD36	3.10821428571429
C6orf203	0.675
PRKG2	0.1
LOC400566	2.9525
ANAPC13	0.1235
SLCO3A1	-0.913
ZNF692	-1.178
FANCL	-0.954
SH3GLB1	0.1425
C12orf61	0.011
KBTBD6	0.17225
SUPT5H	-0.0025
XRCC6	-0.9532
HUS1B	-0.0378
FAM133B	0.276642857142857
LOC728276	0.415
KCTD18	1.0625
SOS2	1.08916666666667
CCDC99	-1.554
C1QTNF5	2.572
NNAT	1.11016666666667
USP16	-0.59975
LARS	-0.392375
ZBTB2	0.169875
ABO	0.0286666666666667
TRAF3	-0.1455
GALNT5	-0.2485
NAP5	2.14075
ALG14	0.7815
KIAA0515	0.314653846153846
WDR75	-0.7975
TEX261	-0.240916666666667
LY86	0.7105
LOC389072	-1.457
FLJ13611	0.46325
MRGPRX2	0.3195
SNRPA	-0.70225
OR2G2	0.247
GPRASP2	0.268
C7orf42	1.0532
C9orf163	-0.697
CYP11B2	1.0685
FCRL3	0.677833333333333
PRDX1	-0.0625
FGB	-7.309
COX17	0.863833333333333
C16orf33	0.75125
PIWIL1	0.2
FOLR1	-2.73383333333333
KIAA0082	-0.1915
FREQ	-1.15766666666667
TMCC2	-2.00616666666667
TCF12	0.261833333333333
ZNF721	0.86525
FAM130A2	0.90525
POU4F1	-2.68275
SNRPF	-0.091
SGIP1	0.3545
ZNF641	1.022
EMG1	0.050375
PRRG4	2.385
HIRA	-3.15125
MYNN	0.474
AEBP2	0.424166666666667
TBXA2R	-0.2685
ISL2	-1.60733333333333
PCDHB11	-0.018
RNF144A	-0.89225
MARCH5	1.11425
DULLARD	0.079
DCLRE1B	-0.498166666666667
ITGA8	0.4555
TP73	0.5825
PRKCD	2.28875
NDUFB4	1.26475
ATP13A4	2.432375
ANTXR2	-1.06533333333333
COL4A3	-0.7515
MYO10	-1.1873
SLC6A18	0.64
PEX1	0.688
TMEM74	-1.11983333333333
RBM19	0.3415
TAPBP	0.26295
RUNX1	-0.0769999999999999
MID1	-1.97266666666667
GPR64	-2.10416666666667
RASEF	2.825
GABRG1	-0.038375
MYO16	-0.662
DBF4	-0.6845
TSHZ2	2.70375
RIPK2	-0.066375
PPTC7	0.190166666666667
KIF4B	-0.284
LRRC31	3.99725
ZNF540	0.48225
EFNB3	-0.399333333333333
LOH12CR1	0.03325
STON2	0.764333333333333
GLP1R	0.26
CSTF2T	0.3835
IREB2	-0.74725
GRSF1	0.0565
PDCD7	-0.439333333333333
LRRC43	1.492
CNR1	0.284
IL1F7	-0.3845
C12orf64	-0.175666666666667
FAM69B	-1.0265
NR2E1	-2.27216666666667
MS4A6A	2.0578
FTL	-1.1675
C7orf36	0.04525
PCLO	2.8926
DYRK2	1.16275
ARIH2	-0.37525
SAMD7	0.4395
SCNN1D	-0.92875
SLC32A1	-0.911375
C22orf25	0.290333333333333
MRPS18A	-0.6261
GPR112	-0.052
EARS2	0.66225
ERN2	0.3545
ATPBD3	-0.317666666666667
PRH2	-0.214
CDKN2D	0.1865
PGLYRP2	1.59975
TRIM40	0.026
SEC14L3	0.0411666666666667
SLC22A1	-0.5115
BTN2A3	-0.12825
RASA4	-0.000999999999999997
CCNL2	-1.45841666666667
MYBPC3	0.248
GJA4	3.27125
CDC42SE1	1.7145
TRPV2	-2.2005
MYPN	-3.7819
SIM1	1.314
CDADC1	0.249166666666667
ZFHX4	1.62725
NIBP	0.965
ADAMTS19	1.841
ABTB2	-0.53675
TSPYL2	-0.62175
EIF2S3	-1.1486
SOX30	-0.00225
AP2A1	0.161166666666667
DKFZP564O0523	0.149333333333333
LOC285398	0.01275
CDH18	-3.045
CHL1	0.8585
GATS	-0.9039
TBC1D2B	0.0155
OR1J1	0.0035
GSN	0.267166666666667
DPCR1	0.21175
GARNL4	-0.129
SMARCA5	0.05775
PLEKHG3	0.878
ZBTB45	0.492
FRMD6	-0.687
PLS1	-0.589666666666667
DGKZ	0.468166666666667
EFNA1	1.544
WDR85	-0.660125
ANK2	-0.21475
PAGE4	-1.21433333333333
SENP6	0.738333333333333
AKR7A2	-0.00316666666666667
FKBP10	-2.563
VEGFC	-1.37633333333333
LARP1	0.0840625
SRBD1	0.00625
ITGB6	3.312
SLC1A2	0.604857142857143
INVS	-0.877666666666667
MPO	0.11875
MOBKL3	-0.1174
CUTL2	-1.44975
KLK2	-0.167166666666667
VIM	-1.3265
REG1B	0.206166666666667
PCDHGC4	0.19625
C3orf34	-0.297166666666667
SUMO3	-1.05983333333333
CST9L	2.32625
MLL4	-0.38325
SPR	2.43016666666667
SAMD9L	1.859
ABCE1	-0.4355
SUPT3H	-1.26666666666667
ACTBL1	1.388
ADAMTS4	0.206666666666667
SLIT3	2.511
RHEBL1	-2.04325
NPM2	-1.92125
MAN1C1	1.669125
KIAA1856	0.887583333333334
HSPA6	1.958
LOC388152	0.011
C10orf140	2.20475
ZDHHC12	0.38
LIN7A	3.2722
PHC2	-0.0286666666666667
SPHK1	-1.83175
TRIM26	0.13775
FAM83E	2.4475
C18orf24	-0.906
ZNF578	0.409666666666667
ORAI1	0.75975
RUVBL1	-1.06675
C7orf20	-0.2605
APAF1	-0.1225
SLC36A4	-2.88566666666667
MYH11	4.745
NEK1	0.8418
MPP2	0.06725
C12orf24	-4.09525
TNK2	0.341625
ZNF289	-0.13325
MATN3	-0.884142857142857
IFNGR2	0.4555
ITPR1	0.225625
EBF3	2.8497
TBC1D20	0.3821
OR10P1	0.48925
DDAH2	1.54225
SHPRH	-0.116375
STX7	-0.6735
LOC554248	-1.16825
BCAR1	-0.1345
ATXN3	-0.0911666666666667
TRIM27	-0.56425
CDC42EP2	0.4
CHP	0.234071428571429
SOX17	1.870875
ZNF259	-1.53583333333333
CHCHD1	1.02725
ZDHHC19	0.1855
GBP2	1.7135
GARNL3	1.28075
MRC2	-0.6
C1orf52	-0.73825
AOF2	-1.15233333333333
LRPPRC	0.4111
ACVR1C	-0.302333333333333
TM4SF18	2.51366666666667
TMEM169	-0.158833333333333
PPP1R16A	0.3235
EBF1	-0.000666666666666663
RRS1	0.021
SNX2	-0.22075
OR2T2	0.6065
RBX1	-0.51475
ANKRD54	0.171
TSNAX	0.8375
TMEM83	-1.77275
ZBTB7A	1.50475
ATM	-1.93908333333333
LOC338328	2.56916666666667
TIE1	1.34833333333333
HIST1H3G	-0.197
PASD1	-4.8775
TINAG	0.65975
PCDHAC2	-0.221
LRRC15	-0.926375
WBSCR17	-1.44375
TFF2	-0.511
PARP2	-0.7465
NDFIP2	-0.734375
PCDHGB2	1.04
WDR60	0.75225
MAP7D2	-1.9214
USP45	-1.70225
GSDML	-0.68125
TNS1	0.079
PLCD4	1.578
IQCD	1.92983333333333
SMPX	-2.72475
CD9	2.0555
SRGN	0.273375
CASP7	1.620125
INOC1	0.569833333333333
DKFZp451M2119	-1.22025
VMAC	2.2935
USP53	1.554
CAMK1G	-0.4545
TMEM106A	-0.437
CDC20	-1.5085
ACSL5	-0.0551666666666667
CBWD5	-0.494875
C1orf87	-0.106333333333333
KIAA1274	-0.13775
PRUNE2	-2.0195
LYPLA2	-0.325833333333333
DOK6	-2.0585
GPR149	-0.01475
FAM30A	0.93625
TMEM129	0.77175
SLC35B3	0.55475
ACPP	-0.0216
LOC200261	-0.676
SLC4A7	0.0597
CCDC40	2.8695
GART	-2.371375
THOP1	-1.02075
SCARB1	0.426
CACNA1F	0.517
TRIAP1	0.419833333333333
SYT14L	0.122
SFRS8	0.222833333333333
PBOV1	-0.08025
GOLSYN	2.05975
GJB7	-1.808
CAMK2N1	1.74441666666667
GREM1	1.25283333333333
FLJ20433	0.88725
QPCT	-4.347625
PRKAG2	1.2385
H2AFX	-0.47875
C6orf154	1.45875
PLOD3	-1.31225
ZBTB39	0.0126666666666667
WASF3	-1.3755
DRG1	-1.38775
PRR4	-0.887
SPCS1	-0.154
KDELR3	-0.619666666666667
SRP19	0.380666666666667
GABRA6	0.657
MFSD1	0.2515
