Hybridization REF	TCGA-A8-A09A-01A-11R-A00Z-07
TBX1	1.48466666666667
SALL2	-0.6275
C10orf35	1.24125
CYP2E1	-0.2505
LRFN2	3.25683333333333
ACO1	-1.59283333333333
IQCG	0.0396
MEGF9	1.68725
TM7SF4	2.54525
PLEKHA1	0.861066666666667
STK33	-2.89975
C1orf210	2.5465
SNUPN	-0.1504
KIAA0406	0.0381
C20orf29	-0.36225
TMEM55B	-0.4775
OSTM1	-1.2480625
CLCN7	0.387
OTP	0.149
FLJ23049	-0.6685
HEATR4	-0.795
MAP3K10	0.786333333333333
PCDHGA9	0.3625
AMDHD2	0.16275
LCTL	-1.2795
PDCD2L	-1.401
CABLES2	-0.1385
SLC5A9	-0.70725
CLCA2	-0.0115
MGC16025	-1.8315
STRAP	-0.381
C20orf196	-0.2525
RRBP1	0.545833333333333
NAT13	-0.8945
MAT2B	0.028
CSNK1D	-0.346833333333333
KIR3DL1	-0.2175
PRKAG3	0.8785
ZNF599	0.4925
PRM3	0.3665
PER2	1.08216666666667
ASPHD1	-2.1995
PRMT6	0.0385
KCNE1L	-1.22414285714286
FAM118A	0.73
TAF4	0.064
NDUFB6	-1.09975
TRIM9	-1.36090909090909
PMFBP1	-1.33875
KY	-0.0525
DKFZp762E1312	-2.43009090909091
CSMD1	-2.14
TBP	-1.25916666666667
OR1Q1	0.4404
RETNLB	-0.06975
HPGD	0.469928571428571
DNAJC12	-0.556
FKBP1B	-1.46125
ANKRD24	-1.10733333333333
CXXC5	0.934833333333333
IL3	0.141428571428571
DRAM	1.031
PTCH1	-1.392875
TP53BP1	0.07575
SLC17A7	-0.0545
COL25A1	-0.9427
AMACR	0.435
RHCG	-0.06375
VPS13A	-0.355583333333333
FAM55D	0.1815
PRPF38B	-0.974833333333333
OSBPL6	0.27775
PFDN5	0.119
CMTM6	0.7015
KCNK12	-0.5075
RP2	0.5855
C16orf52	-1.6285
PICK1	0.6675
IFNE1	-1.5724
SEMA4B	0.93775
TYRO3	-2.092
OR12D2	1
CSNK1A1	0.1743
FANCF	1.608
LONP2	0.858625
TBL1Y	-0.1525
LDOC1L	0.064625
CCNC	-0.586
C3orf60	-0.018
CHKA	-0.229
UBAP1	0.1755
MAP3K1	0.909
ANKRD9	-1.14425
FAM92A1	-1.97333333333333
GAB2	0.45125
AZU1	-1.39525
DIS3	-0.74575
C21orf109	-1.38666666666667
IQCB1	-0.9095
SPATS2	-0.195333333333333
EFCAB3	0.19175
PRB3	0.261375
FUZ	0.0536666666666667
ZNF813	0.853625
BMPER	-1.77633333333333
HEG1	0.408
ALS2CR11	-3.03375
SURF2	-0.746
PSMC1	-0.21825
OR2D2	0.8885
SLC7A8	2.304
C4orf40	0.281
SPATA7	-0.1045
MAZ	-0.710333333333333
PIN4	-0.692
PDE1A	-0.32075
TAF6L	-0.275833333333333
OR2T34	0.154
KIAA0284	0.26475
ACADS	-0.125363636363636
MKRN2	0.4595
C18orf56	-2.59
MS4A6E	0.208333333333333
GALNT4	0.658
C22orf31	-0.806
FLJ36070	-0.12
PSME4	-0.11625
TFG	-0.241
EPHX2	2.314625
ANXA5	0.242125
KRTAP1-1	-0.220222222222222
BATF	1.62325
KARS	-0.8435
MSTP9	-0.3175
GPR26	0.164875
CCDC72	-0.37325
TEF	0.644166666666667
FOXK1	-0.6274
PRLHR	-0.1505
EMX1	0.60125
C11orf30	0.171
ICK	0.44775
THSD7B	0.57925
C21orf100	-1.4205
DUOX1	0.113
EFCAB4B	0.65125
UBE2G2	-1.3175
C3orf54	-0.1105
PARP1	-0.888
FAM60A	-0.681916666666667
C6orf146	0.5355
OR9K2	0.7265
DDX55	-0.924333333333333
RPS15	-0.823333333333333
ZNF618	0.712125
DKFZp686D0972	1.76475
SSPO	0.4165
SHFM3P1	1.13516666666667
CPA6	-0.67825
JAG2	1.4225
DEFA3	-0.02675
PPBPL2	-0.016
CD34	4.32525
SLCO4A1	-3.32825
AFG3L1	-1.86783333333333
SHD	-1.35375
RP13-122B23.3	-0.156166666666667
PRKCSH	-1.04166666666667
DPH5	-0.531666666666667
HLA-F	1.799
TBC1D4	-0.06325
RIG	0.888333333333333
GLUD1	0.165
HNRPCL1	0.527375
HBXIP	-0.7215
RNF207	-0.129
APIP	-0.0915
PLA2G3	-3.67683333333333
CCDC84	-2.58975
MYLIP	1.77715384615385
PHIP	-0.2235
AARS2	-0.227333333333333
DHX32	0.3995
SCAPER	0.205833333333333
MEN1	0.135142857142857
NIP7	-0.9895
FLJ25404	-0.4195
FASTKD3	-0.22675
TMEM158	-2.902
RARA	2.43
BDH1	0.5695
ANKRD16	1.2215
CARM1	-0.5035
SS18	0.804666666666667
IKZF2	0.845666666666667
MYD88	0.848625
PML	0.26955
TAF1A	-1.7155
CBFB	-0.3975
HIST1H3H	1.39033333333333
C7orf29	-1.80225
COMMD4	-1.13616666666667
DPP3	0.4325
DAB2	0.60075
LOC388882	-0.465
YPEL4	-0.2635
AGBL3	0.56275
LRP6	0.3171
SERPINH1	0.69225
TLE1	0.5985
CD244	1.11783333333333
ZDHHC15	-0.94375
MGLL	0.1924
PLDN	-0.222166666666667
LOC654346	1.757
FAP	3.708
GPR37	-0.619166666666667
SCARA5	1.13283333333333
EBF4	1.71027272727273
LSM6	-0.88875
MLLT1	0.1098125
SLC5A12	0.63075
A2BP1	-1.81383333333333
COPS5	0.151833333333333
TPM4	-0.114714285714286
TNFSF4	0.354333333333333
ACADSB	2.55511111111111
HERPUD1	1.511
BCL2L11	-0.472111111111111
CEP78	-1.475625
CDCA3	-1.173375
WBSCR19	0.00360000000000001
MYO1A	-2.585
PPEF1	2.8745
LOC440348	-1.4425
CPEB2	1.067875
BPTF	0.694
RPL21	-0.3855625
GSX2	0.368
ADPRH	0.9705
C17orf68	-0.304166666666667
KCNS1	-0.747833333333333
MLLT6	0.3587
PIWIL4	0.00325000000000002
RNF26	-0.974
RAP1B	0.4955
ADAMTS1	-2.2254
ZNF571	0.7935
P2RY6	1.084
TRIM21	0.909666666666667
CADM3	0.5375
NLRC5	0.7535
ADRA2B	0.0743333333333334
LOC90835	-1.846625
PCF11	-0.49
LOC400451	1.4305
GLTSCR1	0.8126
C17orf88	-0.4045
CDH16	-2.466
FGF7	1.727125
PCSK4	-0.0408333333333333
NPC1L1	-0.467166666666667
TAT	0.923375
TBCA	-0.90375
MGC33407	-0.27375
GPR115	-2.08325
CYGB	0.8695
FNBP4	-1.48933333333333
C12orf43	0.291
CBL	-0.9518
CLECL1	1.47825
PPAPDC1A	2.38625
WDR25	0.176833333333333
SGCA	0.1865
C22orf29	0.783333333333333
YIPF1	1.107
GALK2	-1.82775
RAB3B	-3.251
LOC440087	-0.37175
UCP1	-0.198
REEP5	1.338875
FADD	0.6375
FOXA1	3.33875
CACNA1A	0.149
ABI1	1.04633333333333
GRIN2D	0.57975
SLC1A4	0.0766666666666667
LOC401127	-0.0305
HINT2	-0.6165
PLD4	0.553666666666667
ZNF286A	-0.579
ENY2	-0.6745
IL1F6	0.415
PXDNL	1.11275
C20orf79	0.231
TNFSF13B	3.25116666666667
DENND3	0.251625
JARID1D	-3.54
HIST1H2AK	2.09825
LOC93349	-0.0607
SSH1	-0.4362
ENSA	-0.0435
LOC219854	-0.1205
CKAP2	-1.5129
DKFZP564J102	0.0828333333333333
MGC87315	1.07383333333333
HNRPAB	-0.5505
AMH	-3.142
ZNF526	1.135
BRUNOL5	0.0128
CACNG3	0.128166666666667
TRPM1	-2.4125
PPP2R1A	0.813125
COL2A1	3.09375
DDN	-0.546166666666667
FLJ25770	0.852583333333333
HK2	-0.943285714285714
ELOVL6	-1.18975
MDK	0.9485
EPHX1	1.4175
RASSF2	0.6635
DKFZP434B0335	-0.2305
DLX3	1.061875
PRTN3	-0.9265
AVPR1A	0.12125
C21orf125	-2.8155
TNFAIP8	-1.17616666666667
GNB2L1	-0.5655
CALCRL	3.421
SCGB2A2	3.79533333333333
UBXD7	-0.65525
ZNF674	-0.7365
TMEM35	0.16425
BRSK2	-1.3765
HECTD3	0.489666666666667
TMEM188	0.0153333333333333
LGALS9	1.741875
SCARB2	1.28475
USP34	0.126166666666667
C17orf28	2.82116666666667
ZDHHC23	-1.54175
AQP12B	-0.449
SLC16A3	-1.471125
APLP2	1.9605
ITIH2	-5.609
MICAL3	-0.316125
TNNI3K	0.853
HDAC2	-0.34775
PRR7	-0.7085
THBS2	1.268875
LOC751071	-0.9515
CA2	0.700333333333333
RANBP17	-0.75775
RLN3	0.737
CRYZ	0.5085
GBAS	0.249
TAS1R1	-0.45625
MPZL3	0.023
PCDH8	-1.68275
HSP90B1	-0.178083333333333
KCNK15	1.6605
TNIP2	1.08866666666667
GPR146	0.2225
NOL6	-0.350375
SPC25	-3.236
STEAP2	1.93628571428571
VAMP3	-0.470833333333333
TCIRG1	-0.58825
ZP4	-0.143
PARL	-0.132875
TRIM39	0.578333333333333
KIAA1305	1.04075
CRNN	-0.096
GRN	1.04125
HSH2D	-1.86925
SCAMP1	0.30975
KIAA1913	1.27675
PTS	-1.2855
BANP	0.256571428571429
PRKACG	0.64325
ADCY6	0.7415
C16orf46	1.274
CYP51A1	0.6275
DDC	-5.23275
ANPEP	-0.3085
PROM1	0.42
SIGLEC10	2.817
COPG	0.879
FAM26E	1.459625
TRIP4	-0.27025
SNX3	0.394333333333333
C1orf175	0.159166666666667
PPY2	-0.374
C14orf152	-0.003
FTSJ1	-0.359
DST	0.728
LOC554235	0.02925
GLRX5	-0.4055
C20orf12	0.7835
CAB39	0.826166666666667
MSH2	-1.298
PIP4K2C	1.60375
CYLD	0.78025
WTAP	0.1576875
MGAT4A	2.41788888888889
TSC22D4	-0.3077
CHRM2	-1.2965
PPYR1	-0.0743333333333333
CCNH	-1.3925
RRM1	-1.05875
ECAT8	-3.91775
LOC400120	-0.572
GABRA4	0.007
C14orf4	0.829666666666667
C1orf59	-0.70025
CTDSPL	-0.370583333333333
NHEDC2	-1.1105
PDE11A	-1.046125
KLHL29	-0.27725
CD5	-0.3448
TSPAN9	1.4079375
WDR67	-1.44575
THUMPD1	0.2182
C18orf17	0.019
CLYBL	-0.4725
FLJ13231	0.283375
CMBL	1.925375
LECT2	-0.498333333333333
NKAPL	1.40583333333333
LOC654780	0.342
OR4C6	0.0025
RAB30	2.04383333333333
TSSK4	-2.3305
TMEM163	0.901
OSBPL11	-0.0309166666666667
GNB5	-1.26516666666667
CCL21	2.8155
C1orf121	-0.1015
FMO2	3.15566666666667
RPTN	0.1455
MSTN	1.152
VCL	0.492142857142857
FYTTD1	-0.31075
C11orf1	-1.23
CCDC88C	0.27075
HFE	-0.483444444444445
MOGAT1	-1.324
FAM125B	0.6536
IRGQ	0.696
RAVER2	0.20375
AKAP5	-0.036
SSSCA1	-0.198
C11orf63	-0.386125
ACTG2	2.4746
PORCN	-1.3975
DTL	-1.6954
TMEM151	-0.0425
FAM122C	-0.85425
RSAD2	2.7575
BAT4	-0.8835
KRTDAP	-1.93816666666667
MYH8	0.35375
CRTC3	0.88675
LRRFIP2	-0.305
INTS4	-0.268333333333333
TTN	-1.19975
SLC26A5	-0.354
PLLP	-0.437
RGS6	-0.155625
SRGAP3	0.822875
ZNF525	0.5255
NBR2	0.164666666666667
C13orf1	-0.2933
ZNF137	0.7555
CEP27	-1.8735
BEST2	0.0375
RNF121	-0.3915
DMRTC2	-0.584333333333333
C8orf76	0.276
BCCIP	0.0325
MEST	-0.012
HTRA2	0.222
ANGPTL2	0.936
ILKAP	-0.487166666666667
ERAS	-0.2905
HBS1L	-0.832625
CPA5	-1.2925
TMEM30A	1.55966666666667
CD300LF	2.46883333333333
WISP3	2.659
CRK	0.727571428571429
PDS5A	0.524
BRPF3	0.138166666666667
NEDD9	1.000875
SMPDL3B	1.74625
PSG6	-0.327
PSMD13	0.02025
ETV5	-1.4605
OR51A4	0.3135
BTBD7	0.458583333333333
GSTO1	-1.503125
hCG_16001	-0.2615
MAD2L1BP	-0.361833333333333
COX6A2	0.6945
SCNN1A	2.8175
LSM1	2.1595
UGT2B11	-2.7705
IDUA	-0.1335
PPP2R3C	-0.187833333333333
COX11	-0.525833333333333
PDZK1	-0.77225
ZNF443	0.1665
MGC21874	1.62266666666667
ZNF323	1.3953
KRTAP10-10	0.6725
CXCL6	1.014
SLC34A2	1.826
LOC284402	0.00799999999999998
NPTN	0.788416666666667
UPP1	-2.47816666666667
SLC6A9	-0.4915
OR7G3	0.66075
CISD1	-0.8785
ZNF545	0.211666666666667
SYT14	0.084
NT5C3L	0.739166666666667
ZNHIT3	-0.539
SNRPD3	0.198
KIAA0701	0.01475
UNC93B1	-0.0555
GMNN	-1.65125
SPCS2	0.903166666666667
LOC388524	-0.5555
NAPRT1	-0.284625
PNLIPRP1	0.211
OR6V1	0.4125
PRKAB1	0.2425
EYA4	-1.5135
KIF20A	-2.2435
ALG10	0.193
ITPKC	1.56233333333333
LMX1B	1.0145
RPUSD4	-0.869666666666667
C7orf34	0.666833333333333
DLGAP2	0.620625
PFN1	-0.0591
MICALL2	-1.29983333333333
ZNF654	-0.812
SS18L1	-0.363
SLC16A8	0.514
MKI67IP	0.0276666666666667
ITGB3	0.00812500000000001
TCEA3	1.59066666666667
CEP152	-2.1076875
CLIP1	1.270625
ZNF75	0.7678125
ATP5C1	-0.00166666666666667
NUDT5	-0.580833333333333
PSCDBP	0.502
UBP1	-0.37775
RBM27	-0.14725
C13orf15	1.800375
ZNF282	0.181333333333333
ZNF222	0.7559
COL10A1	6.32075
PRDM15	-1.230875
TTTY5	-0.2365
FAM9C	0.3358
C20orf67	-0.0585
GNG13	-1.4
F12	-1.6935
C1orf41	-1.0635
CPXCR1	0.141
GSK3A	0.641875
SUPT6H	-0.016
PI16	1.9638
ELL2	-1.20916666666667
C9orf167	-1.359
PVRL3	-1.751
FLJ38596	1.1705
ADAM20	0.03875
GPR89A	0.578
GPR87	0.303
ZNF30	0.25625
SMR3B	0.41075
ZNF770	0.02725
TRPC4AP	0.418666666666667
DKFZP686E2158	-0.0343333333333333
C2orf28	0.3765
FREM1	-0.0171666666666667
LAMA4	0.3605
ADPRHL2	0.0755
EIF4G2	0.796833333333333
GUCA1A	-0.048
CTNNA2	-1.57214285714286
NUDT15	-0.445
CEPT1	0.165833333333333
ZNFX1	1.079
CCDC92	1.49425
TDRD1	-0.6435
KCNK5	-0.963166666666667
ETNK1	0.563583333333333
LTA	0.221
TTPA	0.653
B3GALNT2	-0.225875
SC65	1.114
PEX5L	-1.257375
EPS15L1	0.16475
MGEA5	-0.53275
HIST1H3A	0.35725
ING1	0.416125
BCAT1	-3.2995
ORC6L	-2.64709090909091
KLK11	-4.89983333333333
C19orf28	-0.886625
DNER	-4.487125
MED22	-0.249785714285714
ETV6	1.13008333333333
CHAC2	-2.86375
CD300E	0.277
CEBPB	0.61125
ZNF398	0.46125
LRCH3	0.219
HMGA1	-2.08683333333333
CAPN7	0.462666666666667
MGC5566	-3.35325
CCL3	2.07
NANOS1	0.209
ZFYVE19	-0.1035
APITD1	-1.05116666666667
PARD3	1.503
IRAK4	-0.461666666666667
SERPINI2	0.632
CEP170L	-0.399
TTC9	1.842
MYOM3	-0.3185
MLPH	1.85
LOC222699	0.19
NRG1	-1.50527272727273
TBC1D9	3.97018181818182
TTK	-2.57616666666667
ZNF557	0.647
DDX41	-0.556833333333333
FANK1	0.1215
UBE2D2	-0.470875
PSMB10	-0.28275
MYH7B	-0.8815
GABARAPL2	-0.043625
MARVELD2	1.35966666666667
DGCR2	1.19416666666667
UNC45A	0.501333333333333
C6orf72	-0.0535
ZNF683	4.42975
GIT2	0.412375
CASK	0.953
C14orf161	3.4195
LRRC44	1.71825
TIFA	0.8225
UTP11L	-0.346875
C6orf65	-0.34425
FDPS	-0.30675
DUSP9	-1.9638
SLC17A8	0.4235
OR51G1	0.374333333333333
NANS	0.3235
OLFML1	2.25325
ATP10B	-1.752375
NPAS3	1.81575
PRKCA	-2.26966666666667
GGA2	-0.1783125
LCE4A	0.2335
SPANXN3	-0.0815
CCDC115	1.98875
SDCCAG3	-0.28475
GLIPR1L1	0.469
TTC1	-0.552
C17orf76	-0.1845
MAD2L2	-1.7275
HIPK1	0.0605
LRRC3B	0.714833333333333
CLN3	-0.287681818181818
C17orf47	0.2465
FMN2	1.08575
TUBB1	-1.353125
WAPAL	0.0648333333333333
C3orf21	-0.090125
SCN5A	-0.5152
SMYD1	1.3985
BEX5	0.4525
ZNF192	-1.2005
SEC22A	-0.485333333333333
GRIA2	0.413916666666667
KIAA0825	-1.797
NUSAP1	-2.58690909090909
LANCL1	-0.066875
C15orf40	-0.6738
ZNF645	0.387857142857143
GPR61	-0.75525
NLRP14	-0.2125
SNX21	-0.4708
C1QTNF8	0.1365
C17orf46	-0.37375
IFNA8	0.913
SPRR1B	-1.95083333333333
FLRT1	-0.42225
SNX17	0.6005
ASB2	0.0741666666666667
HBG1	-4.923
RPRML	-1.548
JOSD2	-0.180666666666667
PLSCR3	0.35825
SPOCD1	-0.0595
RAB39	-0.8325
GHRH	-0.2585
ITIH5L	1.534
C17orf37	0.277
SMCR8	-0.20825
DPY19L2P3	-0.566333333333333
IL11RA	0.229833333333333
GDF3	-3.6575
RPS6KB1	-0.678666666666667
DNAJC19	0.0207
TOP1	0.324
CRCT1	0.24675
MPST	0.39675
DPM2	0.05475
FAM38B	-2.06833333333333
SLC18A1	-1.899
FARP1	0.789
PAX7	-0.3225
TUBD1	-0.44675
GNL3	-0.784875
BTG2	1.6286
NDUFS6	-0.2835
C1orf79	-2.22125
ERAL1	-0.66775
ECHS1	0.789
VPS4A	-0.07
CYP11A1	-1.079
ABCC6	-1.65185714285714
PBX4	-2.44
MOSC1	0.3255
NCF4	0.293
HYMAI	0.7745
NAGPA	-0.299125
OTOP2	0.23225
ACOT12	-0.09875
MTHFD2L	-1.213375
LOC441376	0.04425
C19orf34	-0.9795
RAB1B	0.7845
ALDOAP2	0.033
NTRK1	-1.4185
ARTS-1	0.0883
SLC6A11	-1.1605
NAP1L2	0.05125
CNGB1	0.163833333333333
EPB41L4B	0.0136666666666667
FAM134B	3.0705
HS3ST3A1	-1.08166666666667
CPXM2	5.0295
SIRPB2	0.1545
CHORDC1	-0.398666666666667
TRIB3	-0.636
SLC2A5	0.18525
C2orf49	-0.441833333333333
DDX5	-0.2205
OR5L1	0.309
ANAPC4	-0.962
ZSWIM1	0.116125
LOC93622	0.693625
KCNK3	-0.1305
RP11-35N6.1	-1.70185714285714
ZFP161	0.535
AQP9	3.79975
SLC15A2	1.19983333333333
MREG	1.24516666666667
OR9I1	1.033
PDLIM2	0.572125
ADAM7	0.087
GSTCD	-0.216666666666667
WDR21A	0.280875
SLC12A8	1.7
TMEM174	-0.23925
IGSF3	1.66041666666667
LRRN1	1.77425
LOC402117	-0.586
SRPK1	-1.4605
LY6K	-1.6208
NFIA	1.65
PTCD3	-0.200125
LEP	1.6185
PCDH21	-0.615
MAPKAPK2	0.606285714285714
NMNAT1	-0.295666666666667
LHFPL2	0.864875
C9orf43	0.7085
DIP2A	0.0578333333333333
ACTR8	0.024125
CCDC34	-0.57675
PTPN22	-1.325875
ITGA3	-0.344875
FAM129C	-0.30475
RABGGTA	0.0346666666666667
UNC45B	0.1095
KIAA1033	0.274125
ZNF510	-0.162833333333333
CYP2D6	-0.828333333333333
SLC26A10	-1.921
STX8	-0.29475
LUZP1	0.46875
WDR89	-0.691
EIF4G3	-0.4668
C5AR1	0.408875
ZNF623	1.4215
A2M	1.82075
TGM7	-0.4195
GRPEL1	-0.0571666666666666
LMNB2	-0.8556
ROCK2	0.273666666666667
SNX16	0.693714285714286
CCDC66	-0.52525
ANXA3	0.46425
KIAA1609	0.11675
EED	-0.7025
RNF32	0.485833333333333
HES1	1.3451
CLC	0.0228333333333333
ISL1	-0.6238
KIAA0528	-0.00174999999999999
MANEA	-0.11
C1orf61	-2.484
hCG_2001000	-0.2395
RAPGEF6	-0.2991
KIAA0020	-0.803
NEIL1	-0.022
C16orf45	-0.109875
RBM10	-0.219333333333333
C10orf125	-1.683875
MRS2L	-0.42225
DNAH17	-0.8835
C19orf10	-0.5675
C1orf160	0.241
SLFN12	-0.0165
EXOC3	0.8155
HIST3H3	0.81975
NCOR2	0.3605
TNFRSF9	0.60825
MFSD8	1.28675
ALX1	-3.9036
NOL1	-0.743
PODN	3.07175
TIAL1	-0.88425
HIST1H1E	1.322
NPY6R	0.15375
TM4SF4	1.81425
CORO2A	1.20175
ETNK2	1.55366666666667
APOE	1.1127
ANGPT4	-0.527
HDGF2	0.23575
G30	0.127
ST8SIA4	0.0188571428571429
F2RL1	-0.341375
FAM19A4	-3.51133333333333
CCAR1	-0.46725
B3GNT7	0.07675
OPHN1	-0.5017
DSCR6	-1.046
C21orf13	-0.267333333333333
GAS2L1	0.6955
RFX3	-0.0286666666666667
COPS4	-0.0975
BCHE	-4.946
BCL2	1.427625
HBZ	-2.91266666666667
ARL13B	-0.2325
MAPBPIP	0.594375
MYO15B	-0.37875
SPZ1	0.450333333333333
KIAA1324	3.11655555555556
PLCL2	-0.308625
C4orf29	-1.0815
WDFY2	-0.353
ZNF284	-0.1525
NAALADL1	0.534
DUSP5	1.36483333333333
PXDN	1.20175
SLMO1	-0.88775
TNXB	0.3319
BIRC7	-1.00425
A4GALT	0.630333333333333
TIMM22	0.48375
FAM110C	2.18925
TOMM34	-0.26625
ABHD9	0.2475
ADAM32	1.6725
CRHBP	0.11925
AQP2	0.183375
LOC130355	1.37425
ZNF187	0.315666666666667
ZNF816A	1.438
F7	1.152625
CNOT1	-0.1556
SLC13A4	-1.759
ZBTB11	-0.5115
B3GALT5	0.45
EXOC2	4.311
IRS1	-0.0216
TMEM1	-0.318833333333333
MRPL34	-0.8855
SAMM50	-0.3145
CDC42EP3	-0.587875
HSF2	-0.981
MFN2	-0.141
TSPAN7	-1.228
NUCB1	0.928333333333333
RHOH	0.72825
ARL16	-0.0275
TACR1	0.33875
SFRS5	-1.51883333333333
SNX25	0.976625
RHBDF1	1.138
PCDH18	2.96283333333333
HMG1L1	-0.263
MYO5C	0.18475
MAPK10	0.409
LDHAL6A	0.384833333333333
NUDT12	-1.5436
NCAM1	0.00974999999999998
GLIS2	0.6955
GGTL4	1.5045
DAPP1	-0.41525
ATF7	0.63925
KIAA0748	-0.137
NFIL3	-1.1755
TM6SF1	0.5488
SEZ6	0.381
NANOS3	-0.650333333333333
DNAJA3	0.0276666666666666
CLDN6	-3.1015
CIITA	2.5448
EPHA4	-0.988833333333333
FANCC	-0.92925
CMTM3	0.90375
PSG3	-0.239571428571429
MRPL15	-0.45725
C21orf59	-0.824
PLCXD2	-0.14075
C2orf34	-0.2335
UBE2L6	0.3315
MED14	0.6255
HP1BP3	-0.5399
C6orf208	-0.2905
TPBG	0.524
OSR2	2.375875
XPC	0.748666666666667
KLHL7	-0.199666666666667
CCR3	-0.5218
AGTPBP1	-0.889166666666667
PCSK6	0.4894
STAT5A	-1.0593
FAM18B	0.4065
LONRF2	-0.105
PTPN2	-0.677875
SF3A3	-0.563666666666667
EFCBP2	-0.79975
HCFC1	0.411166666666667
AHNAK	1.6605
ACTR5	0.2375
KIF14	-2.59385714285714
TENC1	1.126
HEATR5B	1.338
YIPF2	0.3925
MYEOV2	0.3424
DUSP18	0.972
KIAA1012	0.42225
AHR	0.0576666666666667
C17orf53	-1.3345
PTPRH	-3.661
ATP6V1C1	1.1084
TAS2R3	-0.921
LOC440356	-0.76825
COQ10B	1.0575
PSMF1	0.06975
SORBS2	1.16
NFE2L2	0.0585
TMCO7	-0.0255
SH3PXD2A	0.8242
SH2D2A	-1.24225
SPINK5	-2.14475
MRPS24	-1.02675
OPA3	0.069875
TRAF7	0.201166666666667
C4orf35	0.157166666666667
MT1G	-1.405625
MGC39545	0.173
HS1BP3	1.2143
OR2B2	0.445
CHRM4	0.095
SFRP2	3.84841666666667
RIC3	-0.08775
ART1	-0.0675
C6orf1	0.04225
DUS4L	-0.64225
C10orf104	0.26125
TNFAIP6	3.0195
RTEL1	-1.14125
CCT4	-0.4869
ZNF709	-0.607
CHMP6	1.10066666666667
UPP2	0.761
CYP19A1	-2.72085714285714
CD151	-0.403333333333333
NDUFA13	-0.777166666666667
ARFRP1	-0.3325
FAM26B	1.56725
CRYBA1	-0.7395
MRPL41	0.018
NPFFR2	-1.967
HRH2	0.055
SCAMP3	0.760666666666667
MTMR6	1.0489
MTG1	-1.2105
UBTD1	1.28075
CRABP1	-2.7205
FLJ33790	1.7668
KIAA1908	0.512666666666667
GPR158	1.28575
PACSIN3	0.249833333333333
OMD	2.85866666666667
CATSPER1	-0.9695
HOXB8	-2.163875
FBXO46	0.6185
OAS1	0.807666666666667
SVIL	1.69525
PHB2	-0.708
ADCY3	-0.294
NDRG2	1.04183333333333
ERMAP	1.0524
APBA2	-1.153
IGSF9	1.25175
WNT6	-0.202142857142857
MYCBPAP	-1.41725
ATP2B2	-0.0853
CPVL	-0.2627
TRAM2	-0.891583333333333
NOP5/NOP58	-1.0315
ZNRF4	-0.457
TLK1	0.947875
MTMR12	0.920428571428571
ZNF384	0.42
FAM9B	-3.00025
RPN1	0.0525
PMVK	1.00975
EIF3D	-0.2027
SIX2	-1.57025
HPS1	0.227785714285714
RNF7	0.9205
PSKH2	0.11
KCTD13	0.303333333333333
CSMD3	-0.5958
FBF1	-0.014
IL8	-5.13925
SERPINB13	0.690666666666667
FBXL20	0.76675
BLR1	0.75575
SH2B1	-0.4545
RFNG	0.113375
RAB20	0.820333333333333
RBM7	-1.001
POLR1A	0.227666666666667
TMPRSS4	0.771
TAF9	-1.77525
TERF2	0.600166666666667
TNFRSF1A	0.966916666666667
ACADVL	-0.587
GTF2H5	-0.2505
EDG8	0.824333333333333
C9orf140	-0.915625
UST6	0.191
ZBTB8OS	-1.147
ZNF710	0.615
GPR174	-0.348
ATP6V0A2	-0.10575
KIAA0319L	0.619166666666667
XKRX	-0.8895
DOPEY2	0.7504
SDHD	-1.15627272727273
SUMF1	2.40375
OSM	1.70475
OPN3	-0.1
DAGLB	0.237
PPFIBP1	0.5674
TRIM63	-2.76275
C10orf53	-1.002
LYPD3	1.54033333333333
BCL7A	-0.149375
AGER	-1.91533333333333
TCF19	-1.315875
SAT2	0.273
PFTK1	0.809
GABRE	-2.89775
C15orf38	0.5312
FIS1	-0.339
KCNV2	-0.9215
CLPS	2.482
PPCDC	-0.61275
FOXN2	0.130166666666667
NT5E	-3.2473
CD83	0.52275
IL18	0.048
VPS16	-0.103
IGFBP2	-1.28466666666667
NOTCH2	0.3275
SIGLEC1	2.841875
CD93	4.915
SULF2	-0.2675
CEP164	-0.50425
P53AIP1	1.65966666666667
TOR2A	-0.379833333333333
ZNF136	-0.1965
MGP	3.8563
CCDC144A	0.325666666666667
TRPC1	-0.436166666666667
SMS	-0.985833333333333
MAPK7	-0.367666666666667
RRAGC	0.841
PARD6A	-0.252166666666667
NUB1	0.954833333333333
SYNGR4	-0.0995
OR11H12	-0.983
WIF1	2.118625
GCH1	0.56625
OR11H4	0.677
SLC44A5	1.0185
GPRIN2	0.3955
LOC401431	0.5455
CPA4	-1.9278
MELK	-2.86244444444444
IL15RA	0.4125
CUL3	-0.040625
HMBOX1	-1.154
PODXL	-1.27
CCT6B	0.728333333333333
COMTD1	-0.741
MUC20	-0.0378333333333333
GPX2	-2.643875
ITK	-0.372375
FBXL5	1.6765
C13orf27	-0.809
DEFA5	0.235
TRHDE	0.2495
MTP18	-1.29433333333333
UQCRQ	-0.7817
ITGB2	2.016
CSRP2BP	0.2275
TAS2R44	0.6015
PHPT1	0.057375
FAM44C	0.064
ERH	-0.5825
MPHOSPH1	-1.97766666666667
MORC1	-0.1655
PARVB	-0.68075
LAMA1	-1.46483333333333
PGBD3	-0.63425
GIMAP6	4.05
