Hybridization REF	TCGA-A8-A09Z-01A-11R-A00Z-07
OR7G3	0.4315
CISD1	-0.903166666666667
ZNF545	-0.281
SYT14	-0.7005
NT5C3L	0.304
ZNHIT3	0.1255
SNRPD3	-0.39875
KIAA0701	0.791625
UNC93B1	0.337833333333333
GMNN	-2.122
SPCS2	0.495333333333333
LOC388524	-1.403
NAPRT1	1.8255
PNLIPRP1	0.09525
OR6V1	0.6665
PRKAB1	-0.26225
EYA4	-2.18816666666667
KIF20A	-2.1625
ALG10	0.01575
ITPKC	2.03916666666667
LMX1B	1.1525
RPUSD4	-0.412333333333333
C7orf34	0.0065
DLGAP2	0.856125
PFN1	-0.2472
MICALL2	0.03825
ZNF654	-0.0475
SS18L1	-1.320375
SLC16A8	0.0565
MKI67IP	-0.477333333333333
ITGB3	-1.896375
TCEA3	2.59175
CEP152	-2.387375
CLIP1	1.36875
ZNF75	0.76425
ATP5C1	0.0941666666666667
NUDT5	-1.135
PSCDBP	0.9335
UBP1	-1.769
RBM27	-1.0635
C13orf15	2.20575
ZNF282	-0.111166666666667
ZNF222	2.3601
COL10A1	5.31875
PRDM15	-0.821375
TTTY5	-0.103
FAM9C	-0.3645
C20orf67	0.49225
GNG13	-1.17
F12	1.2375
C1orf41	-0.222
CPXCR1	0.1105
GSK3A	0.49225
SUPT6H	0.425666666666667
PI16	-1.84516666666667
ELL2	-1.309
C9orf167	-1.61466666666667
PVRL3	-0.7578
FLJ38596	0.261
ADAM20	0.2725
GPR89A	0.5765
GPR87	-1.203
ZNF30	0.1345
SMR3B	0.164
ZNF770	0.134875
TRPC4AP	-0.195833333333333
DKFZP686E2158	0.563333333333333
C2orf28	0.347833333333333
FREM1	-3.26116666666667
LAMA4	-0.553333333333333
ADPRHL2	0.84675
EIF4G2	0.319166666666667
GUCA1A	-0.301
CTNNA2	-2.439
NUDT15	0.179833333333333
CEPT1	0.132166666666667
ZNFX1	1.0812
CCDC92	0.27675
TDRD1	-0.312
KCNK5	-2.4345
ETNK1	0.656333333333333
LTA	0.823
TTPA	0.3272
B3GALNT2	0.29425
SC65	0.59
PEX5L	-0.822875
EPS15L1	0.46225
MGEA5	-0.575125
HIST1H3A	-0.393
ING1	0.58075
BCAT1	-2.6915
ORC6L	-4.22781818181818
KLK11	-5.2235
C19orf28	-0.993
DNER	-4.558125
MED22	-0.692785714285714
ETV6	0.847916666666667
CHAC2	-2.81175
CD300E	0.711
CEBPB	0.59575
ZNF398	-1.07525
LRCH3	0.0325
HMGA1	-1.627
CAPN7	0.159333333333333
MGC5566	-2.873
CCL3	2.443
NANOS1	-0.840125
ZFYVE19	1.10125
APITD1	-0.603166666666667
PARD3	0.32175
IRAK4	0.189666666666667
SERPINI2	0.131
CEP170L	-1.6815
TTC9	2.532875
MYOM3	-1.424
MLPH	2.3455
LOC222699	0.018
NRG1	-2.25875
TBC1D9	4.45318181818182
TTK	-2.337
ZNF557	0.2863
DDX41	0.378666666666667
FANK1	-1.767
UBE2D2	0.410875
PSMB10	1.714
MYH7B	0.2245
GABARAPL2	-0.44725
MARVELD2	1.68733333333333
DGCR2	1.30983333333333
UNC45A	0.6505
C6orf72	0.9445
ZNF683	5.45125
GIT2	-0.426375
CASK	0.937333333333333
C14orf161	-0.122833333333333
LRRC44	0.321
TIFA	-0.14525
UTP11L	-0.557375
C6orf65	-1.60825
FDPS	-0.18725
DUSP9	-1.705
SLC17A8	0.526166666666667
OR51G1	0.208
NANS	0.5355
OLFML1	1.59625
ATP10B	-1.15185714285714
NPAS3	-2.1935
PRKCA	-2.7447
GGA2	-0.25925
LCE4A	0.405
SPANXN3	0.52625
CCDC115	1.562125
SDCCAG3	-0.73775
GLIPR1L1	0.403
TTC1	0.28025
C17orf76	-0.607
MAD2L2	-0.85775
HIPK1	-0.1623
LRRC3B	-0.304
CLN3	-0.369363636363636
C17orf47	0.729
FMN2	-3.570375
TUBB1	-1.16085714285714
WAPAL	0.0398333333333333
C3orf21	-1.2875
SCN5A	-0.5828
SMYD1	-0.00950000000000001
BEX5	-0.5875
ZNF192	-0.123
SEC22A	0.3885
GRIA2	6.49628571428571
KIAA0825	-1.60525
NUSAP1	-1.97109090909091
LANCL1	-0.032625
C15orf40	-0.7845
ZNF645	0.370571428571429
GPR61	0.0655
NLRP14	-0.381
SNX21	-0.584
C1QTNF8	-0.0145
C17orf46	0.05975
IFNA8	0.543
SPRR1B	-1.99833333333333
FLRT1	-0.68525
SNX17	1.14833333333333
ASB2	-0.569333333333333
HBG1	-5.147
RPRML	-2.4485
JOSD2	0.533166666666667
PLSCR3	-0.17425
SPOCD1	-0.652
RAB39	-0.5295
GHRH	-0.214166666666667
ITIH5L	1.579
C17orf37	0.95025
SMCR8	0.263
DPY19L2P3	-0.814833333333333
IL11RA	-0.0201666666666667
GDF3	-3.43716666666667
RPS6KB1	-1.18991666666667
DNAJC19	0.3347
TOP1	-0.62875
CRCT1	-0.271125
MPST	0.237
DPM2	0.458
FAM38B	-3.242
SLC18A1	-2.3615
FARP1	-0.507333333333333
PAX7	0.23875
TUBD1	-0.9065
GNL3	-0.90075
BTG2	2.3712
NDUFS6	-0.85475
C1orf79	-2.24625
ERAL1	-0.272
ECHS1	0.96
VPS4A	-0.579166666666667
CYP11A1	-2.1685
ABCC6	-2.03792857142857
PBX4	-0.4445
MOSC1	-0.368625
NCF4	0.968
HYMAI	0.183
NAGPA	-0.10725
OTOP2	-0.08825
ACOT12	-0.43775
MTHFD2L	-1.25375
LOC441376	-2.3265
C19orf34	-0.001
RAB1B	1.43825
ALDOAP2	-0.8455
NTRK1	-2.08966666666667
ARTS-1	1.1681
SLC6A11	-0.333
NAP1L2	-3.37375
CNGB1	-0.0806666666666667
EPB41L4B	-2.08675
FAM134B	1.306375
HS3ST3A1	-2.55066666666667
CPXM2	3.34925
SIRPB2	0.454
CHORDC1	-0.772166666666667
TRIB3	0.112
SLC2A5	0.51025
C2orf49	-0.6265
DDX5	-0.782
OR5L1	0.719
ANAPC4	-0.302333333333333
ZSWIM1	0.255875
LOC93622	0.600625
KCNK3	-0.7805
RP11-35N6.1	-2.70375
ZFP161	-0.5275
AQP9	3.74125
SLC15A2	-1.842
MREG	1.241
OR9I1	-0.111
PDLIM2	-0.130571428571429
ADAM7	0.7115
GSTCD	-0.762833333333333
WDR21A	-0.156375
SLC12A8	-1.022
TMEM174	0.2925
IGSF3	-0.361916666666667
LRRN1	-4.419
LOC402117	0.4595
SRPK1	-2.43716666666667
LY6K	-1.99675
NFIA	0.741
PTCD3	-0.25575
LEP	0.132833333333333
PCDH21	-0.765166666666667
MAPKAPK2	2.04207142857143
NMNAT1	-0.611
LHFPL2	2.157875
C9orf43	0.89525
DIP2A	0.193
ACTR8	-0.531375
CCDC34	0.1315
PTPN22	0.194
ITGA3	0.202875
FAM129C	0.147
RABGGTA	1.069
UNC45B	0.201
KIAA1033	-0.400875
ZNF510	0.695333333333333
CYP2D6	-0.627666666666666
SLC26A10	-2.7615
STX8	0.26675
LUZP1	0.0815
WDR89	0.00566666666666666
EIF4G3	-0.4496
C5AR1	1.9115
ZNF623	0.234
A2M	0.571
TGM7	0.1675
GRPEL1	-0.349666666666667
LMNB2	-1.819
ROCK2	-0.514166666666667
SNX16	0.7425
CCDC66	-1.45825
ANXA3	-4.4695
KIAA1609	-0.767125
EED	-1.007
RNF32	1.01183333333333
HES1	1.2951
CLC	0.971666666666667
ISL1	-0.990666666666667
KIAA0528	-0.0385
MANEA	0.6345
C1orf61	-2.388
hCG_2001000	0.0065
RAPGEF6	0.2431
KIAA0020	-0.445333333333333
NEIL1	-1.41925
C16orf45	-2.75975
RBM10	0.0118333333333333
C10orf125	-0.609625
MRS2L	-0.8825
DNAH17	-1.822
C19orf10	0.41175
C1orf160	1.01925
SLFN12	-0.51
EXOC3	0.200333333333333
HIST3H3	-0.0635
NCOR2	-0.7955
TNFRSF9	1.333
MFSD8	1.60975
ALX1	-3.46933333333333
NOL1	-0.91125
PODN	1.98225
TIAL1	-0.8085
HIST1H1E	-0.7915
NPY6R	0.49475
TM4SF4	3.52275
CORO2A	0.9595
ETNK2	0.137333333333333
APOE	2.1623
ANGPT4	0.4215
HDGF2	0.2025
G30	-1.1335
ST8SIA4	0.282625
F2RL1	1.772875
FAM19A4	-3.01375
CCAR1	-0.7235
B3GNT7	0.15025
OPHN1	-1.0054
DSCR6	-1.003
C21orf13	1.227
GAS2L1	1.05041666666667
RFX3	0.634666666666667
COPS4	0.623125
BCHE	-5.49933333333333
BCL2	1.755875
HBZ	-2.7935
ARL13B	-0.011375
MAPBPIP	1.18975
MYO15B	-0.65325
SPZ1	-0.3455
KIAA1324	2.64033333333333
PLCL2	-0.63575
C4orf29	0.474
WDFY2	-0.23525
ZNF284	0.0355
NAALADL1	-0.3715
DUSP5	0.313333333333333
PXDN	-1.058375
SLMO1	-2.4335
TNXB	0.681
BIRC7	-1.0825
A4GALT	-0.0555
TIMM22	0.62875
FAM110C	1.2695
TOMM34	-0.098125
ABHD9	0.4605
ADAM32	2.775
CRHBP	-0.72825
AQP2	0.62275
LOC130355	-0.06225
ZNF187	0.5905
ZNF816A	1.2165
F7	-0.88675
CNOT1	-0.6014
SLC13A4	-0.48975
ZBTB11	-0.48075
B3GALT5	0.12375
EXOC2	-0.107666666666667
IRS1	2.2384
TMEM1	-0.1385
MRPL34	-0.00483333333333333
SAMM50	-0.316
CDC42EP3	-2.036
HSF2	-0.8188
MFN2	1.54925
TSPAN7	-1.09933333333333
NUCB1	1.99791666666667
RHOH	-1.879
ARL16	-0.468
TACR1	0.9935
SFRS5	-0.5935
SNX25	-0.8685
RHBDF1	0.0831666666666667
PCDH18	0.0621666666666667
HMG1L1	-1.20475
MYO5C	1.27625
MAPK10	0.3235
LDHAL6A	0.551833333333333
NUDT12	2.996
NCAM1	-0.01475
GLIS2	1.0595
GGTL4	-0.60225
DAPP1	1.70025
ATF7	0.3405
KIAA0748	-0.85225
NFIL3	-1.32075
TM6SF1	-0.877
SEZ6	0.228375
NANOS3	-0.466
DNAJA3	-0.145666666666667
CLDN6	-1.961
CIITA	3.523
EPHA4	-2.77483333333333
FANCC	-0.8525
CMTM3	-0.692625
PSG3	0.11875
MRPL15	-0.7535
C21orf59	-0.48575
PLCXD2	0.2745
C2orf34	0.393875
UBE2L6	2.235375
MED14	-0.019
HP1BP3	-0.7066
C6orf208	-0.123
TPBG	0.4145
OSR2	1.617625
XPC	1.06316666666667
KLHL7	-1.04875
CCR3	0.431333333333333
AGTPBP1	-1.9615
PCSK6	3.42286666666667
STAT5A	-0.5025
FAM18B	1.29625
LONRF2	-0.2895
PTPN2	-1.201
SF3A3	-0.6315
EFCBP2	-0.93325
HCFC1	-0.480166666666667
AHNAK	1.10785
ACTR5	-0.02675
KIF14	-2.80557142857143
TENC1	-0.02925
HEATR5B	0.992
YIPF2	1.4545
MYEOV2	0.239666666666667
DUSP18	1.15125
KIAA1012	-0.6565
AHR	-1.15833333333333
C17orf53	-1.50716666666667
PTPRH	-3.178
ATP6V1C1	0.2968
TAS2R3	-0.6765
LOC440356	-1.002
COQ10B	1.89625
PSMF1	1.25508333333333
SORBS2	-2.30816666666667
NFE2L2	0.098
TMCO7	-1.288
SH3PXD2A	-2.1706
SH2D2A	0.2115
SPINK5	-4.1065
MRPS24	-1.151
OPA3	0.685625
TRAF7	0.658833333333333
C4orf35	0.6005
MT1G	-0.45
MGC39545	-0.107333333333333
HS1BP3	1.3247
OR2B2	0.63
CHRM4	0.0055
SFRP2	0.9285
RIC3	-1.51275
ART1	0.6195
C6orf1	1.31675
DUS4L	-0.931
C10orf104	0.55125
TNFAIP6	1.29725
RTEL1	-0.7265
CCT4	-0.1062
ZNF709	-0.179
CHMP6	0.113333333333333
UPP2	0.143
CYP19A1	-3.042375
CD151	-0.687
NDUFA13	-0.137833333333333
ARFRP1	-0.235166666666667
FAM26B	1.285
CRYBA1	-2.807
MRPL41	-0.190333333333333
NPFFR2	2.673625
HRH2	0.304
SCAMP3	1.27766666666667
MTMR6	0.8063
MTG1	-0.205166666666667
UBTD1	0.2865
CRABP1	-2.9375
FLJ33790	0.6882
KIAA1908	0.828166666666667
GPR158	-2.4785
PACSIN3	-0.529333333333333
OMD	1.47033333333333
CATSPER1	-0.567666666666667
HOXB8	-1.143875
FBXO46	0.6995
OAS1	1.42616666666667
SVIL	-0.1085
PHB2	-0.2875
ADCY3	-1.6835
NDRG2	1.11633333333333
ERMAP	0.8739
APBA2	-2.23
IGSF9	1.17675
WNT6	-0.711
MYCBPAP	1.49325
ATP2B2	-0.4632
CPVL	-0.5219
TRAM2	-1.30958333333333
NOP5/NOP58	-1.05625
ZNRF4	-0.00825000000000001
TLK1	0.178125
MTMR12	0.277714285714286
ZNF384	0.0338333333333333
FAM9B	-2.989
RPN1	0.7013
PMVK	1.975
EIF3D	0.686
SIX2	0.349
HPS1	1.23135714285714
RNF7	0.6345
PSKH2	0.5205
KCTD13	0.3415
CSMD3	0.8483
FBF1	0.5745
IL8	-5.456625
SERPINB13	0.416272727272727
FBXL20	0.202
BLR1	0.39825
SH2B1	-0.0813333333333333
RFNG	0.43575
RAB20	2.0605
RBM7	0.895
POLR1A	-0.123666666666667
TMPRSS4	-2.16125
TAF9	-0.175375
TERF2	-0.171333333333333
TNFRSF1A	0.606333333333333
ACADVL	0.3125
GTF2H5	-0.1035
EDG8	-1.3815
C9orf140	-1.05075
UST6	0.3005
ZBTB8OS	-0.41225
ZNF710	0.7775
GPR174	-0.4705
ATP6V0A2	-1.50725
KIAA0319L	1.1985
XKRX	0.8925
DOPEY2	1.9595
SDHD	0.489583333333333
SUMF1	0.65125
OSM	2.8985
OPN3	-0.61625
DAGLB	0.500333333333333
PPFIBP1	-0.5732
TRIM63	-3.176
C10orf53	0.3445
LYPD3	4.7445
BCL7A	-0.893125
AGER	-1.449
TCF19	-0.192
SAT2	0.5365
PFTK1	-2.29716666666667
GABRE	-3.303125
C15orf38	1.1401
FIS1	0.84
KCNV2	-0.32025
CLPS	0.188
PPCDC	0.123625
FOXN2	-0.0908333333333333
NT5E	-3.8264
CD83	1.70725
IL18	0.65725
VPS16	0.41175
IGFBP2	-3.882
NOTCH2	-0.71125
SIGLEC1	2.7565
CD93	4.4265
SULF2	-2.49925
CEP164	-0.842
P53AIP1	2.11483333333333
TOR2A	0.321833333333333
ZNF136	0.562
MGP	1.0844
CCDC144A	-0.45
TRPC1	-2.63483333333333
SMS	-0.194166666666667
MAPK7	-0.417166666666667
RRAGC	1.29875
PARD6A	-0.202833333333333
NUB1	1.64566666666667
SYNGR4	1.508
OR11H12	-0.3485
WIF1	0.24825
GCH1	1.29075
OR11H4	-0.089
SLC44A5	-1.527
GPRIN2	-1.067
LOC401431	-0.8845
CPA4	-3.168
MELK	-2.58888888888889
IL15RA	1.76625
CUL3	0.2445
HMBOX1	-0.2195
PODXL	-1.287
CCT6B	0.282666666666667
COMTD1	-0.11525
MUC20	0.133166666666667
GPX2	-3.652375
ITK	-0.057
FBXL5	1.892
C13orf27	-1.45675
DEFA5	0.5795
TRHDE	0.079
MTP18	0.224833333333333
UQCRQ	0.0518
ITGB2	2.22008333333333
CSRP2BP	-1.00075
TAS2R44	0.7875
PHPT1	0.266
FAM44C	0.50775
ERH	-0.35375
MPHOSPH1	-1.14283333333333
MORC1	0.0255
PARVB	-1.54975
LAMA1	-2.84583333333333
PGBD3	-0.16875
GIMAP6	4.36075
AREG	-3.626
LIPT1	0.81625
MGC99813	-0.6455
C1orf201	0.286333333333333
GRIN2A	-0.664666666666667
MAN2C1	-0.358375
NSUN5	-0.38825
SF3B5	0.678
MYC	-1.0723125
NRXN1	-0.890545454545455
ZNF18	0.15975
SPDYA	-0.659625
SLC37A1	1.2935
DECR2	-0.4125
ANKRD38	1.318875
SPTLC3	-2.75283333333333
SUPT16H	-0.635375
DTWD2	0.54225
ULBP1	-0.5195
ZADH1	0.125833333333333
OIP5	-2.182
IL10RB	1.15666666666667
OTUB2	0.53175
VWA3A	-0.200166666666667
SPIC	0.890833333333333
OR6C4	0.47
PSCD4	0.951833333333333
DPY19L2P2	-1.0955
TRAPPC6A	1.4305
C21orf2	0.568
CEMP1	-0.42325
LIN7B	-0.474
E2F7	-2.46483333333333
VCP	0.437375
LAMA3	-1.83708333333333
BGN	1.74675
GPR160	2.1175
COCH	-4.94383333333333
GPR81	-2.043
APOBEC3F	-0.6205
tcag7.1017	-0.541
C1orf32	0.602
SCGB1D2	2.1055
FLJ43987	0.09
C6orf170	0.83175
KLK9	0.46
GPD1L	1.463375
VPS37B	0.02225
ATG3	0.203333333333333
ADAMTS17	-0.7525
KLHDC2	0.775333333333333
NDUFV2	-0.2805
BLK	-2.39725
MATN4	-1.6405
GPM6A	-0.282571428571429
GBP4	6.13616666666667
TMEM162	-0.0115
PKP2	-0.0335
HRASLS	-4.34622222222222
MMP1	-5.23975
SFXN3	0.3651
FSD1	-1.91
ST6GALNAC3	-2.21766666666667
CA12	-2.7547
NCOA6	-0.4265
C19orf58	0.3311
PPP4R1	-0.374666666666667
MAN1A2	0.4495
IKBKAP	-0.82775
UPF1	0.0903333333333333
KIAA1219	1.009
WNT16	0.458833333333333
SNW1	0.027125
IL18RAP	3.341
RPP30	-0.492625
CDC40	0.447785714285714
SETD3	0.217666666666667
SLAMF6	0.97225
ELK4	0.3055
TRIM47	0.380166666666667
ACOX3	1.660625
TRIM6	2.094125
KIAA0372	-0.321333333333333
TP53AP1	0.192875
SMURF2	-0.4545
ADAD1	0.65625
EBP	-1.3323
KRTAP13-2	-0.6035
FLJ36874	-0.225333333333333
TOR1A	-0.319666666666667
P2RY4	1.7975
GPBP1	0.68325
TRPV1	-0.021375
ADAMTS12	-0.0263333333333333
PES1	0.7814
ATG4A	1.05966666666667
MAGEA10	-4.37575
WFS1	2.0655
CC2D1B	-0.568333333333333
PABPN1	-1.196875
SLC25A30	2.8405
SLCO1C1	-0.842166666666667
SLC22A5	1.67825
KIF23	-2.7605
SYN2	-1.18666666666667
ASPN	7.16566666666667
CENTG2	0.97425
QSOX2	-1.7339
FLJ10815	-0.484166666666667
STK24	0.6959375
SPEG	0.0834
STK10	0.207
DACT2	-4.5045
AAAS	-0.42
SSX3	-1.31325
ABCD3	-0.7492
C4orf12	0.31025
PARVG	1.39933333333333
FIG4	1.34675
C9orf46	1.356
TMCO6	0.2815
IGHMBP2	-0.60975
DUS2L	-1.27733333333333
FAM3C	0.449125
TMEM16D	-1.954625
DCTN4	0.7785
KCNH3	-0.3305
EIF2AK2	0.22875
AP1S3	1.23275
CST4	2.435
PAM	0.7829375
NUTF2	0.6715
CITED2	2.0567
SLC39A4	-1.5695
C2orf52	-1.17
GRM3	-0.1355
C12orf49	1.00975
CCDC49	0.7017
GRAMD1B	-0.987125
FNDC4	-1.4575
SIAH2	0.51275
GDPD4	0.35875
C21orf87	0.25425
ATP5A1	-0.561666666666667
C16orf63	-0.06275
LOC388135	-1.69716666666667
ATP5J2	-0.606375
MMP3	-5.4835
EMID2	-0.4935
CRHR1	0.44625
WDR70	-0.738
C13orf31	1.71
ZFAND1	-0.0305
CCL18	4.48466666666667
C3orf49	0.3825
RINT1	-0.181
KIAA0408	-2.772
F13A1	1.3558
SLC10A1	0.337
OGN	-1.9315
GIPC2	-1.84716666666667
XPO6	-0.426166666666667
LCE1A	1.255
FMR1	-0.1827
LOC374920	-1.291
DUSP3	0.95175
ANKMY1	0.627
C7orf50	0.11975
BBS9	0.5922
UNC119B	-0.482375
C9orf72	1.45075
MGC35440	1.292
ENTPD6	0.35625
PPP1R2P9	0.9815
ERCC4	-0.1205
FAHD2B	-0.046
HMHA1	0.641
HACL1	0.4925
RAD23A	-0.784333333333333
FAM83B	-0.234
PPP5C	-0.349666666666667
RNASEH2C	-0.86675
C9orf153	-0.411
SCAMP4	0.92375
GHITM	1.1768
NDUFB7	0.2965
ADCYAP1	-0.225166666666667
SP110	2.36083333333333
MAP3K7IP2	-0.3305
DHH	0.464
AGRN	1.61521428571429
WDR33	-0.761833333333333
CEP290	-1.109
PRPS1L1	-1.3825
KLRA1	-0.8455
GPR97	0.3475
CHD7	-2.29575
TLR10	0.38375
SLC30A8	-0.273
HIC1	0.944
IAPP	0.312
RXFP4	0.2095
GP1BB	1.477
SHQ1	-0.8675
NKX2-3	0.527833333333333
API5	-0.01425
FTHP1	-0.1465
MOV10L1	0.112833333333333
TRIM6-TRIM34	1.85666666666667
ADHFE1	1.38275
FAM117A	-0.79125
DDI1	0.135666666666667
CDON	-1.85916666666667
TRIM73	-2.1945
IGKC	2.98
MMP14	-1.72075
DYNC1LI1	-0.656875
C11orf66	0.37925
TRBV3-1	-1.16325
FASTKD5	-0.81125
BIVM	-1.19425
LHX4	-0.33025
CXCL2	-3.1808
RAB2B	-0.0505
IZUMO1	-0.994
MAP3K15	-2.339375
FAM19A2	-0.278
ZC3H8	-1.29416666666667
ZMAT1	-0.04925
SPINK5L3	-2.262
SLC10A6	0.394
APPL2	-0.781
CARD10	-0.116333333333333
LOC402176	-0.470125
EEF1D	0.8634
RAB6A	0.4541
C12orf5	-0.965125
PAPOLG	0.4505
MSRB2	0.525
BCR	0.841888888888889
PUS3	-0.39475
TIAM2	-0.57725
ZNF317	0.533
CHD2	0.695214285714286
FZD5	1.25754545454545
NUDT8	-0.22825
ZNF763	-0.326
PRC1	-1.487
ABCB9	-0.705
SPATA3	0.6385
TRAK2	-0.448625
STAB1	2.530875
LRRTM2	0.177
psiTPTE22	1.7355
DBI	-0.63
SERPINA11	-3.27625
NAT5	0.128
C20orf58	-2.22775
RPS6KA4	0.293333333333333
FLJ90650	-0.95575
TGFBRAP1	0.091
CHRDL2	-0.8165
FAHD2A	-0.412666666666667
CNTN1	-0.361333333333333
BBS4	0.2099
TMEM181	-0.64225
MINPP1	0.0555
MPHOSPH6	-1.03791666666667
HOXC10	2.8096
ITPKB	-0.14375
CLPTM1L	-0.021375
MEOX2	-1.48266666666667
ATP6V0C	0.6675
PRPF8	0.7105
TMC5	4.04725
FKBP3	-0.111
PLEKHB2	1.5465
OR4D6	-0.2735
ZNF544	-0.0112
D2HGDH	-0.01425
RPL18A	-0.3235
HEL308	0.1125
MPP6	-4.388
TCERG1	-1.866
KRT16	-2.682
KLF17	-0.622
KLF5	-0.299625
CDR1	0.632125
VCX3A	-5.5505
FBLN2	0.3125
C14orf104	-0.63325
HBE1	-4.4078
OR4S2	1.506
C1orf108	-0.801166666666667
ROBO4	3.379
CPEB4	0.68075
C11orf80	0.144666666666667
BCKDHA	1.3585
MYOC	0.01925
GIF	-0.286
CKMT1A	-1.488
RPL3	1.1741
THBS1	1.188
APOO	-0.91125
ARMCX1	-1.28725
HSZFP36	0.8
SNAPC5	-0.42575
EIF4ENIF1	0.039
ZNF433	-0.1785
TNFRSF21	-1.1625
TMPRSS7	0.0895
SPATA18	0.7432
HPDL	-3.61
MKL2	0.5515
TBX3	1.88130769230769
C21orf93	0.592
DAXX	0.25375
ELMO1	-0.525125
RGS13	-0.160333333333333
TAF11	-0.4715
UNC13A	-2.678875
LOC653314	0.0022
ORC3L	0.5575
IMAA	-2.2565
TARBP2	-0.35775
CABIN1	-0.6103
TRIOBP	0.40825
HIST1H2AC	1.120625
RGS22	-3.46966666666667
NCOA1	0.487333333333333
IL25	0.377
SNCG	-0.051
GPR6	0.3475
AMDHD1	-2.65566666666667
CHEK2	-0.95275
C6orf142	-1.90766666666667
DRD4	0.558
C14orf68	-1.1755
GDF11	-2.27725
SEMG2	0.47
CD247	0.02125
CDAN1	-0.68075
RBMX2	0.191833333333333
TGS1	-0.20175
OIT3	-0.88175
SYF2	1.05125
MCM4	-2.108375
PKHD1L1	-0.707625
CEP192	-1.90016666666667
IFT88	0.44375
RPL9	0.389785714285714
RAB32	1.305
DDX43	2.08875
P2RX2	0.397833333333333
OR5D18	0.8325
UBE1	0.6905
SLC24A1	0.57075
ARHGAP5	-1.2035
CETP	-0.3165
KIAA1731	-1.031
SLC9A4	0.5875
PTPN6	2.39875
BAHD1	-0.30875
GRIK3	-0.204
CACNB2	-1.3967
PDE10A	-0.9975
DGCR14	0.4415
PCDHB9	1.813
RHOQ	0.710666666666667
MAP3K4	-0.57875
KTI12	-0.0933333333333333
RPL23AP13	-1.6735
GNG11	-1.4105
CLCN3	-0.294166666666667
GPAM	-0.256375
VSTM2A	0.672
SLAMF7	4.32466666666667
INTS2	-1.55125
PPP2CA	1.6328
LRP12	-1.53673333333333
SEC14L2	-1.47922222222222
DKFZP586H2123	2.303
MC3R	0.031
CIRH1A	-1.44133333333333
HIST1H2AB	-0.399333333333333
POLH	-0.088
MGC16703	-2.4995
SNAPC2	-0.616
FILIP1L	0.27375
RASGRP4	0.854
LRRC1	2.05025
GAS1	-2.25925
PRAC	-0.78975
DGKA	-1.11833333333333
NT5C3	0.17225
PEG3	-4.483
NADK	0.36075
PRR17	0.215
LOC374569	-0.8195
SGSH	0.508666666666667
NLRP8	2.6285
GALT	-0.6897
MCF2	-0.6075
ZNF263	1.483
TACSTD1	1.25766666666667
TYR	-6.2774
ATP6AP2	0.70675
RNUXA	0.25275
ABHD10	0.3759
GDPD2	-1.53625
SLC35C1	-0.389
UBE2A	-0.01625
HERC5	0.065
FAM112B	-4.43983333333333
FBXL16	0.8035
DKFZP434A0131	-0.9895
ELA3A	-2.389
RBM41	-1.376625
HAO2	0.10575
RNH1	0.29525
SHANK2	2.10433333333333
OSBP2	0.00562499999999998
DAK	1.1645
C3orf58	-0.0854166666666666
TCL1B	1.439
KBTBD2	0.01075
SUGT1L1	2.324
UBE2E2	-0.3165
MYL9	2.93675
CDC23	0.207
PBXIP1	2.2913
CXorf40B	1.2985
NBL1	2.6835
RTBDN	1.0165
RAB11FIP5	0.357875
TTTY13	-0.7655
SCOTIN	0.216916666666667
SOHLH1	-1.251
CDKN1A	1.12821428571429
NCK1	0.24975
ZNF550	-0.29625
SAPS3	-0.0961666666666667
SPIN3	0.615
MAGEE2	0.08625
MIS12	0.861
OR8H2	0.429
KIAA0774	-1.83483333333333
UNC5D	-3.1565
CUL7	0.705166666666667
LIPC	-3.82816666666667
DIO1	1.18925
C20orf11	0.3098
CTRL	-0.78175
HS3ST2	1.00125
PAK4	1.28033333333333
CCRL1	1.86925
RNF10	-0.675
ZNF567	0.2695
ZNF660	-2.146
TCEAL3	2.28175
MAGOH	-0.716333333333333
CENPB	0.148833333333333
C19orf7	-0.520375
LOC388965	0.94375
ZCCHC13	-0.095
JMJD1A	-0.1815
HIST1H4H	-0.156
TBRG1	0.0257
GPC3	-4.837125
TAF1C	-0.38675
EBNA1BP2	-0.299
CIAPIN1	-0.96825
PDGFRA	-1.84672222222222
CSTB	-0.408375
CENPI	-2.14183333333333
GTF2E2	-0.4725
RPP21	-0.477
CCNF	-1.01683333333333
KCNQ3	1.003
FAM79A	2.08525
SLC22A12	0.9375
NOVA1	-0.850166666666667
FZD3	-3.4228
AKAP8	-0.819
SOCS5	0.093375
CFDP1	-1.1485
DLG5	0.93575
PGM5	-0.55025
C1orf144	0.478083333333333
HDAC10	-0.727
RND2	0.63975
C20orf199	-1.59275
RNMT	-0.79275
SLURP1	0.43125
ASTN1	-0.886625
SH3BGR	1.655
MYCL1	-1.145125
ZHX1	0.0593333333333333
CENPK	-3.06425
FOSB	4.2981
LOC643406	-0.176
C2orf59	-1.2775
TMEM135	0.25625
SLC27A2	2.76275
KRT33A	2.19
OVOL1	1.88475
PAMCI	-4.2045
S100A7	-1.931
ZNF789	-1.311
HARS2	0.8555
RPL23A	-0.659
TCF23	0.14075
UPF3B	-2.295375
C17orf78	-0.8645
HLA-DOB	0.975
C14orf142	1.12583333333333
TEKT5	1.33033333333333
DMWD	0.4145
POLD1	-2.0685
GSCL	0.591
CALD1	-1.5081
