Hybridization REF	TCGA-A2-A0D4-01A-11R-A00Z-07
CDC40	0.045
SETD3	-0.143333333333333
SLAMF6	-0.31575
ELK4	-0.1695
TRIM47	0.833666666666667
ACOX3	1.6535
TRIM6	0.44675
KIAA0372	-0.386833333333333
TP53AP1	0.959
SMURF2	-0.50525
ADAD1	0.41725
EBP	0.1151
KRTAP13-2	-0.08
FLJ36874	-0.899666666666667
TOR1A	0.0775
P2RY4	1.0125
GPBP1	0.49575
TRPV1	-0.36075
ADAMTS12	0.0863333333333333
PES1	-0.5864
ATG4A	0.498333333333333
MAGEA10	-4.37175
WFS1	2.669
CC2D1B	-0.401166666666667
PABPN1	0.145625
SLC25A30	-0.09575
SLCO1C1	0.245666666666667
SLC22A5	3.07775
KIF23	-0.731833333333333
SYN2	-0.0141666666666666
ASPN	5.46433333333333
CENTG2	0.92275
QSOX2	-1.9196
FLJ10815	0.0473333333333333
STK24	-0.437625
SPEG	0.4507
STK10	-0.230833333333333
DACT2	-1.9845
AAAS	-1.01725
SSX3	-1.3215
ABCD3	0.9917
C4orf12	-0.084625
PARVG	-0.893166666666667
FIG4	0.87575
C9orf46	1.8035
TMCO6	-0.354
IGHMBP2	-1.44
DUS2L	-0.587166666666667
FAM3C	-0.4091875
TMEM16D	-2.028125
DCTN4	1.143
KCNH3	-0.426
EIF2AK2	1.642
AP1S3	0.21475
CST4	-0.5645
PAM	-0.6915
NUTF2	-0.4875
CITED2	0.2741
SLC39A4	-0.9995
C2orf52	-0.6935
GRM3	-0.1795
C12orf49	0.93075
CCDC49	-0.2639
GRAMD1B	-1.687625
FNDC4	-0.27525
SIAH2	2.01775
GDPD4	0.036
C21orf87	0.632125
ATP5A1	0.237833333333333
C16orf63	0.123875
LOC388135	-0.9305
ATP5J2	-0.465125
MMP3	-0.745
EMID2	0.0995
CRHR1	-0.05225
WDR70	-0.60675
C13orf31	0.2805
ZFAND1	0.92575
CCL18	3.37833333333333
C3orf49	0.177
RINT1	-2.5375
KIAA0408	-0.860666666666667
F13A1	3.2934
SLC10A1	0.190666666666667
OGN	1.45675
GIPC2	-1.0645
XPO6	-0.579833333333333
LCE1A	0.0195
FMR1	1.3798
LOC374920	0.267
DUSP3	0.2455
ANKMY1	0.50675
C7orf50	0.1155
BBS9	-0.5393
UNC119B	-0.12825
C9orf72	-1.570875
MGC35440	0.30075
ENTPD6	0.195375
PPP1R2P9	0.0135
ERCC4	-0.129
FAHD2B	-0.1925
HMHA1	-0.3855
HACL1	-1.71125
RAD23A	-0.0483333333333333
FAM83B	-0.5625
PPP5C	-0.183166666666667
RNASEH2C	0.953875
C9orf153	-0.122666666666667
SCAMP4	0.652125
GHITM	-0.0115
NDUFB7	-0.11825
ADCYAP1	1.48733333333333
SP110	2.2945
MAP3K7IP2	0.18625
DHH	0.019
AGRN	0.311857142857143
WDR33	0.136333333333333
CEP290	1.14633333333333
PRPS1L1	-3.89866666666667
KLRA1	0.1425
GPR97	0.0875
CHD7	1.02258333333333
TLR10	-0.102666666666667
SLC30A8	0.288
HIC1	1.20483333333333
IAPP	0.6525
RXFP4	0.5115
GP1BB	0.77675
SHQ1	-0.00800000000000001
NKX2-3	0.365
API5	-0.16275
FTHP1	0.079
MOV10L1	0.7252
TRIM6-TRIM34	2.05983333333333
ADHFE1	1.741
FAM117A	-0.19375
DDI1	-0.0273333333333333
CDON	1.34266666666667
TRIM73	-0.475
IGKC	2.2445
MMP14	-1.26266666666667
DYNC1LI1	-0.259875
C11orf66	0.84275
TRBV3-1	-1.3245
FASTKD5	0.0925
BIVM	-2.81775
LHX4	0.105
CXCL2	-1.1163
RAB2B	0.113
IZUMO1	0.1855
MAP3K15	-1.54971428571429
FAM19A2	0.869166666666667
ZC3H8	0.2255
ZMAT1	0.9805
SPINK5L3	-0.66225
SLC10A6	-0.023
APPL2	0.13
CARD10	0.103333333333333
LOC402176	-1.195625
EEF1D	1.9706
RAB6A	-0.3258
C12orf5	-1.29525
PAPOLG	0.65475
MSRB2	0.51625
BCR	0.840777777777778
PUS3	-0.6635
TIAM2	-1.401
ZNF317	-0.6235
CHD2	0.0980714285714286
FZD5	-0.608045454545455
NUDT8	-1.693
ZNF763	-0.8935
PRC1	-0.300222222222222
ABCB9	0.766
SPATA3	0.05525
TRAK2	0.99275
STAB1	2.528125
LRRTM2	0.148333333333333
psiTPTE22	0.9705
DBI	-0.0605
SERPINA11	-0.18725
NAT5	0.5195
C20orf58	-1.9655
RPS6KA4	-0.309166666666667
FLJ90650	-0.05075
TGFBRAP1	0.855
CHRDL2	-0.159
FAHD2A	-0.264666666666667
CNTN1	0.177
BBS4	0.1875
TMEM181	1.30325
MINPP1	-1.2005
MPHOSPH6	0.0868333333333334
HOXC10	-1.4337
ITPKB	-0.157625
CLPTM1L	0.598125
MEOX2	0.352166666666667
ATP6V0C	1.58225
PRPF8	-0.785833333333333
TMC5	0.767
FKBP3	0.8545
PLEKHB2	0.472
OR4D6	0.00899999999999999
ZNF544	0.2362
D2HGDH	-0.029875
RPL18A	-1.7519
HEL308	-0.094875
MPP6	-4.19075
TCERG1	-1.18
KRT16	0.309666666666667
KLF17	-0.65925
KLF5	1.046375
CDR1	1.70325
VCX3A	-1.079
FBLN2	0.158125
C14orf104	0.34325
HBE1	-4.6029
OR4S2	1.1335
C1orf108	-0.646666666666667
ROBO4	3.94933333333333
CPEB4	2.403
C11orf80	0.522333333333333
BCKDHA	0.842666666666667
MYOC	-0.23575
GIF	0.157
CKMT1A	-2.0125
RPL3	-0.0878
THBS1	2.55325
APOO	0.26625
ARMCX1	2.51925
HSZFP36	0.61175
SNAPC5	0.28725
EIF4ENIF1	0.7195
ZNF433	-0.68475
TNFRSF21	-0.673125
TMPRSS7	0.075
SPATA18	0.0273
HPDL	-3.949
MKL2	2.5258
TBX3	0.184153846153846
C21orf93	0.388166666666667
DAXX	-0.12675
ELMO1	-0.382375
RGS13	1.03883333333333
TAF11	-1.0585
UNC13A	-1.389875
LOC653314	-0.1217
ORC3L	-0.4825
IMAA	-2.53
TARBP2	0.05475
CABIN1	0.3306
TRIOBP	0.2578125
HIST1H2AC	0.895375
RGS22	-2.32566666666667
NCOA1	1.34466666666667
IL25	0.2645
SNCG	1.1695
GPR6	1.1405
AMDHD1	0.217333333333333
CHEK2	-0.371875
C6orf142	-1.2335
DRD4	0.39775
C14orf68	-0.85475
GDF11	-1.81025
SEMG2	0.478
CD247	-2.868
CDAN1	-0.5565
RBMX2	-0.422666666666667
TGS1	0.00799999999999999
OIT3	0.7185
SYF2	-0.52525
MCM4	-0.278375
PKHD1L1	-0.420125
CEP192	-1.0605
IFT88	0.657
RPL9	-0.4835
RAB32	-1.947
DDX43	-2.26975
P2RX2	0.233666666666667
OR5D18	1.4025
UBE1	0.0408333333333333
SLC24A1	-0.3495
ARHGAP5	0.8175
CETP	0.89675
KIAA1731	-0.423333333333333
SLC9A4	0.5485
PTPN6	0.69175
BAHD1	-0.179
GRIK3	0.553
CACNB2	-0.8947
PDE10A	-1.277
DGCR14	-0.56175
PCDHB9	-0.977333333333333
RHOQ	0.4075
MAP3K4	-0.303
KTI12	-0.274666666666667
RPL23AP13	-0.41975
GNG11	-0.01325
CLCN3	1.34716666666667
GPAM	-0.043875
VSTM2A	0.629
SLAMF7	-0.00266666666666665
INTS2	-0.7425
PPP2CA	-0.034
LRP12	-1.6246
SEC14L2	0.537444444444445
DKFZP586H2123	3.02775
MC3R	-0.5185
CIRH1A	-1.8995
HIST1H2AB	2.01266666666667
POLH	0.167875
MGC16703	-1.80583333333333
SNAPC2	-1.014
FILIP1L	0.49825
RASGRP4	-0.075
LRRC1	2.224
GAS1	-1.5355
PRAC	-0.61625
DGKA	-0.0593333333333333
NT5C3	-0.39825
PEG3	-2.9305
NADK	-0.32075
PRR17	0.239
LOC374569	-0.4715
SGSH	-0.221
NLRP8	0.1615
GALT	0.584
MCF2	-1.182
ZNF263	0.3465
TACSTD1	2.37833333333333
TYR	-6.2871
ATP6AP2	0.36975
RNUXA	0.5265
ABHD10	0.0914444444444444
GDPD2	-0.558
SLC35C1	-0.293
UBE2A	0.389375
HERC5	-0.1865
FAM112B	-4.50616666666667
FBXL16	1.12725
DKFZP434A0131	-0.2955
ELA3A	-2.2375
RBM41	-1.157375
HAO2	0.19575
RNH1	0.25475
SHANK2	1.64933333333333
OSBP2	-1.5475
DAK	0.472833333333333
C3orf58	0.0198333333333333
TCL1B	-0.455
KBTBD2	-0.403875
SUGT1L1	0.2785
UBE2E2	0.0661666666666667
MYL9	1.613625
CDC23	-0.048
PBXIP1	0.8159
CXorf40B	2.041
NBL1	1.62475
RTBDN	0.328
RAB11FIP5	0.701375
TTTY13	1.757
SCOTIN	0.357583333333333
SOHLH1	0.471833333333333
CDKN1A	0.999642857142857
NCK1	-0.06175
ZNF550	0.13775
SAPS3	0.23875
SPIN3	0.609833333333333
MAGEE2	0.17175
MIS12	-1.0955
OR8H2	0.26
KIAA0774	-1.267
UNC5D	-1.058
CUL7	-0.379166666666667
LIPC	-2.84616666666667
DIO1	1.8665
C20orf11	0.2982
CTRL	-0.601
HS3ST2	1.892
PAK4	1.11066666666667
CCRL1	1.0225
RNF10	0.38275
ZNF567	0.01
ZNF660	-0.1445
TCEAL3	0.96
MAGOH	-0.366
CENPB	0.617833333333333
C19orf7	0.570625
LOC388965	0.9575
ZCCHC13	0.55
JMJD1A	-0.7591
HIST1H4H	1.5445
TBRG1	-1.2268
GPC3	-3.81975
TAF1C	-1.022875
EBNA1BP2	-0.3895
CIAPIN1	-0.93425
PDGFRA	-1.18988888888889
CSTB	-0.421375
CENPI	-0.502833333333333
GTF2E2	-0.822
RPP21	-0.0815
CCNF	-0.371666666666667
KCNQ3	0.7965
FAM79A	0.93
SLC22A12	0.4455
NOVA1	3.55583333333333
FZD3	0.2677
AKAP8	-1.06875
SOCS5	0.11625
CFDP1	-1.06875
DLG5	-0.0185
PGM5	0.00558333333333334
C1orf144	0.321583333333333
HDAC10	-0.3945
RND2	-0.4195
C20orf199	-1.301
RNMT	-1.22425
SLURP1	0.18325
ASTN1	0.105285714285714
SH3BGR	0.966
MYCL1	-1.181
ZHX1	1.1355
CENPK	-1.587
FOSB	1.6187
LOC643406	1.563125
C2orf59	-1.4265
TMEM135	-1.462125
SLC27A2	2.68375
KRT33A	2.5815
OVOL1	2.675
PAMCI	-3.25816666666667
S100A7	-0.753
ZNF789	-0.6705
HARS2	0.64025
RPL23A	-0.634666666666667
TCF23	0.06775
UPF3B	-0.46775
C17orf78	0.258
HLA-DOB	0.242666666666667
C14orf142	0.0541666666666667
TEKT5	1.40766666666667
DMWD	0.0875
POLD1	-1.44366666666667
GSCL	-0.1475
CALD1	-0.4142
SCRT1	0.722166666666667
AIG1	1.59925
UNC84B	-0.89275
ZNF404	0.70425
TMED6	-2.96225
KIAA1462	-0.003
LRRC27	1.39316666666667
PYGO1	0.12
PIGU	0.120666666666667
ALAS2	-3.88033333333333
WRNIP1	0.292
CNNM3	1.0425
ZNF2	0.318
ST3GAL5	0.0405833333333333
MRPL23	0.383
TSSK6	-0.24475
PSMA6	0.9225
C16orf70	-0.52075
KIAA1602	-0.65575
ALMS1	0.904
DCN	0.995625
TMEM132D	-0.55475
SUCLG2	-0.9425
ABHD14A	0.05025
DEXI	-0.9555
AMPD2	-0.978333333333333
IFNAR2	-0.1775
CYB5A	0.3321
TLOC1	0.1694
NXF5	-0.792333333333333
NRBF2	-0.68375
KCTD3	2.842
ITGAE	-1.19483333333333
SLC30A3	-1.97333333333333
ZRF1	-1.222
IFRD2	-0.964625
XAB1	-0.141
PYCR2	0.558
SERPINB3	-4.59
TMLHE	0.3108
GEFT	-1.766
ABCA5	0.850875
EMR4	0.2435
TSFM	0.05025
HIST3H2BB	0.64625
ARHGEF19	1.74825
TSPAN17	0.322833333333333
ABCC8	2.5225
MAP1S	-0.4665
C22orf36	2.0285
BNC2	-1.142
HIST1H4A	-0.00175
NDUFS3	0.538833333333333
WDR3	-0.390833333333333
XKR4	-0.465
TTC33	-0.586857142857143
STMN2	2.32175
CPN2	-0.592833333333333
HSPC105	-1.106125
PCOLCE2	-2.22025
C3orf55	-1.0945
KLHDC9	2.364
TBC1D23	0.44
ATXN2L	-0.708333333333333
MAP2K3	-0.573
SCAP	-0.425
ZNF486	0.775
C20orf96	1.0905
NARS	0.114
ADAMTSL1	-1.31942857142857
PRCC	0.378833333333333
CCDC126	0.281083333333333
ZNF675	-0.0375
CALCOCO1	0.449
ANKRD43	1.17425
CWF19L2	-0.881666666666667
ZBTB32	0.3345
BRAF	0.6965
ODF4	0.65225
MGC14376	-0.336166666666667
HORMAD1	-1.8338
AAK1	0.224833333333333
PEBP1	0.934
TNFSF5IP1	-0.693166666666667
DKFZp564N2472	0.6555
RMND1	1.07725
IGKV1-5	3.52875
COL1A2	0.924833333333333
SERPINA5	2.30575
AANAT	0.4685
C19orf21	0.710333333333333
GEMIN5	0.383
UBR4	-0.335166666666667
LTBP3	0.878166666666667
AMHR2	-2.423
PROCR	0.6155
MYBBP1A	-1.27525
C20orf39	-3.20816666666667
ZNF697	0.41
PASK	0.2003
ZNF776	0.934666666666667
RFXDC2	-0.03825
KIAA0467	0.10075
C10orf96	-0.357
ZNF503	-2.22975
GULP1	-1.561
KCNE4	0.3695
DKFZp434K191	-0.752
LOC196913	-0.0295
BHLHB4	0.733
CH25H	1.33125
LOC81691	0.471
ALPL	-0.287571428571429
COL12A1	0.613625
FOLR3	-2.23633333333333
GPR123	-0.121
TRIM62	0.797214285714286
ABLIM1	-0.978666666666667
MAST3	-0.8275
RHBDD1	1.29366666666667
LOC338809	0.216
RYBP	0.757
TTC26	0.221625
ZNF22	-0.138333333333333
ISCA2	-0.35525
RDM1	0.309
PIGM	0.83625
GNB3	-1.0715
ACTR2	0.1126
HMGB1	0.35125
EDG1	2.70033333333333
SOAT2	-3.074
OR10AD1	0.068
RAP1GDS1	0.475833333333333
LCE1F	0.209
ESM1	-1.596625
RCN3	1.659
CREBL1	-0.49575
DBNL	-0.4625
PTGER3	1.0045
USP30	0.449333333333333
BCL2L12	-0.485666666666667
KIF26B	2.082
ZNF416	0.53975
ZNF225	-0.856
C17orf70	0.23775
ZNF554	-0.22675
RAE1	-0.636
TNIK	-2.22383333333333
ACTN3	0.156
MGC45922	0.524
CCNA1	-0.995166666666667
RYK	0.548
IL26	-0.036
LRP3	0.275
QARS	-0.996
SOX7	0.636214285714286
BID	-2.494875
OR2S2	0.7115
CXCL14	3.22375
C11orf47	-1.3945
MGC29891	-0.00983333333333331
HSPB8	3.4967
PRDM14	-0.7825
NUFIP2	0.91225
MNAT1	0.595
ZDHHC2	-2.08558333333333
MBNL2	0.550625
ADD3	0.025
CSNK2A1P	-0.564666666666667
KLK6	-1.133
TMEM111	-0.0992
KIAA1279	1.00075
NUBP2	0.423166666666667
RAB42	-1.00025
ID3	-0.8869
TM9SF1	0.922
MDP-1	1.24875
POU4F2	0.4015
IQCK	1.42825
C16orf14	-0.2985
CAPN3	-1.40475
FAM43B	0.572
RECQL	-2.09925
AP1G1	0.0172142857142857
CTNNBL1	0.4795
ECHDC1	-0.194666666666667
SMARCC1	-0.1259
FOXQ1	-2.168125
GNAI3	0.1585
POLG2	-1.23575
CD4	0.57125
ITLN1	-0.191
EBI2	1.7485
IRF1	0.75325
PTPRE	0.9864
PTK2B	-0.81775
NXNL2	-0.7875
SOX4	0.559722222222222
TSPAN3	-0.784166666666667
SH2D1A	-3.8075
C8orf58	-0.821
USP20	-0.8665
DUSP22	-0.878
CALB1	-1.28883333333333
L3MBTL2	0.774416666666667
MCRS1	-0.27675
TMEM118	-0.102666666666667
C18orf8	0.5035
FLJ10241	0.076875
GJA12	0.47775
PKD1	-0.2455
ZFP3	-0.3495
JAM3	-1.4735
LAPTM4A	1.5909
DIRC2	0.58625
KIAA2022	2.01283333333333
MYOM1	0.613
TRPM8	-1.58466666666667
MOP-1	1.00425
PHKG2	-0.156285714285714
ZNF650	1.32175
KIAA1522	1.330375
PSG8	-1.79766666666667
DDX19B	-0.6405
MOBKL1B	0.18225
DIAPH2	-0.43325
PTPN12	0.30825
CLN8	0.0703
CRYZL1	-0.0811666666666667
CRY2	0.511916666666667
FCGR2B	2.43383333333333
PNPLA4	0.611
ZNF454	-0.6965
DKFZp434B1231	0.1215
CLDN11	0.0832
RFWD2	0.592833333333333
CIB2	-0.741666666666667
MXRA8	0.789875
HRK	-0.684625
MAML2	-0.99625
C4orf31	-1.8065
C6orf192	-1.74
COG6	0.161375
FAM5B	-0.46025
NFATC1	-0.6801
SEPT10	-0.74525
SCYL1	0.5521
RPP40	-1.41975
SCOC	0.5958
KIAA1450	2.16175
CTDSPL2	0.34725
TBX5	0.567
NAPG	-0.28775
RHD	-4.26275
C14orf45	1.71516666666667
ZBTB22	0.535
PLCG1	-0.8975
ANKRD10	-1.33125
AQP7P2	1.15875
TAGLN2	0.422666666666667
HTR2C	-0.514666666666667
SLC16A7	-0.541333333333333
C17orf83	0.093
TSGA14	-0.4915
MDH1	0.45475
PPP3R2	0.242
DCBLD2	-3.10514285714286
RBM33	0.086375
DPH3	-2.03475
SYT10	-0.648333333333333
FMO4	0.710625
THYN1	-1.65225
DRD5	-1.789
OTOR	0.491125
PGRMC2	0.4171
KATNAL1	0.6195
PAQR6	-2.56625
UBE2I	-0.20475
C14orf28	-0.22025
C8orf70	1.125
FLYWCH1	-0.172875
ANGPTL3	-0.77075
GLRX2	0.419833333333333
ATP11A	-0.689571428571429
ARL5B	0.148375
MUC16	-2.8515
SLC25A5	-0.508642857142857
ACRC	-0.71475
MYO1C	-0.05425
FAM89B	1.7485
FAS	-0.510875
KIFAP3	0.683
GLRA2	0.457
BTN3A2	-0.5023
CNKSR3	-1.25475
CSTF3	0.585166666666667
ARPM1	-0.202
KIAA1530	0.1445
C9orf150	0.551833333333333
PRKCI	1.1325
tcag7.1015	-1.4025
SOD3	-1.86025
ZNF574	0.5185
CYP21A2	0.20225
RPL12	-0.78275
COMMD2	-0.5265
WIZ	-0.86325
LOC344405	-1.874
ALDH4A1	-0.700823529411765
CRYAB	2.3965
COPA	0.1882
PCDHGA7	0.4275
KIF11	-1.08733333333333
RASD2	-0.20275
SLC26A3	-0.2405
ZNF175	-1.701
JAKMIP2	-2.17414285714286
C8orf4	0.700666666666667
PTHLH	1.96375
SLC40A1	2.503
OR7D4	0.208666666666667
PCDHB17	0.6135
CD36	4.11378571428571
C6orf203	0.8268
PRKG2	-0.048
LOC400566	0.4155
ANAPC13	0.62625
SLCO3A1	-0.412
ZNF692	-1.4015
FANCL	0.1945
SH3GLB1	0.4135
C12orf61	-0.232
KBTBD6	0.232
SUPT5H	0.253375
XRCC6	-0.2114
HUS1B	2.5904
FAM133B	0.198071428571429
LOC728276	-0.212
KCTD18	0.66825
SOS2	0.157333333333333
CCDC99	-0.933
C1QTNF5	2.315
NNAT	1.18916666666667
USP16	0.33325
LARS	-1.158
ZBTB2	0.539
ABO	-0.124666666666667
TRAF3	-1.1675
GALNT5	-2.5045
NAP5	2.434375
ALG14	0.759333333333333
KIAA0515	0.726576923076923
WDR75	-0.415166666666667
TEX261	-0.0238333333333334
LY86	-0.24225
LOC389072	-0.36
FLJ13611	0.42875
MRGPRX2	0.457
SNRPA	-0.648125
OR2G2	0.3115
GPRASP2	-0.10775
C7orf42	0.145
C9orf163	-0.313
CYP11B2	0.1465
FCRL3	0.7816
PRDX1	0.563
FGB	-5.24916666666667
COX17	1.44466666666667
C16orf33	0.29025
PIWIL1	0.196833333333333
FOLR1	-2.80183333333333
KIAA0082	-0.276
FREQ	-0.159833333333333
TMCC2	-1.493
TCF12	0.06975
ZNF721	0.57275
FAM130A2	0.16775
POU4F1	-2.029
SNRPF	-0.38625
SGIP1	-0.037
ZNF641	0.717833333333333
EMG1	-2.03575
PRRG4	2.089
HIRA	-3.05875
MYNN	0.725833333333333
AEBP2	-1.03616666666667
TBXA2R	0.314
ISL2	-1.255
PCDHB11	-0.649
RNF144A	-0.55825
MARCH5	-0.30625
DULLARD	-0.910166666666667
DCLRE1B	0.013
ITGA8	-0.33525
TP73	-0.090375
PRKCD	2.10675
NDUFB4	0.979
ATP13A4	0.235625
ANTXR2	-1.31733333333333
COL4A3	-0.586
MYO10	-2.4704
SLC6A18	0.6985
PEX1	0.04825
TMEM74	-1.03183333333333
RBM19	0.35475
TAPBP	0.4132
RUNX1	0.532375
MID1	-2.541
GPR64	-1.79183333333333
RASEF	4.51625
GABRG1	0.413125
MYO16	-0.31
DBF4	-1.0995
TSHZ2	1.736
RIPK2	1.285
PPTC7	0.524166666666667
KIF4B	0.0995
LRRC31	-0.0187142857142857
ZNF540	0.57025
EFNB3	0.303666666666667
LOH12CR1	-0.563875
STON2	0.593166666666667
GLP1R	1.284
CSTF2T	-0.63775
IREB2	-0.58975
GRSF1	0.631
PDCD7	0.054
LRRC43	0.054
CNR1	-0.715833333333333
IL1F7	0.1475
C12orf64	0.126
FAM69B	-1.1
NR2E1	-2.25033333333333
MS4A6A	1.4847
FTL	-1.5667
C7orf36	-0.35025
PCLO	0.2469
DYRK2	0.993833333333333
ARIH2	-0.21025
SAMD7	0.55
SCNN1D	-0.85125
SLC32A1	-0.95
C22orf25	-0.365833333333333
MRPS18A	0.0528
GPR112	0.641
EARS2	-0.3335
ERN2	0.6025
ATPBD3	-0.0198333333333334
PRH2	-0.994
CDKN2D	0.7655
PGLYRP2	0.2765
TRIM40	0.04675
SEC14L3	0.353166666666667
SLC22A1	-0.0925
BTN2A3	-0.1995
RASA4	0.24825
CCNL2	-0.744
MYBPC3	0.707
GJA4	3.18575
CDC42SE1	0.9795
TRPV2	-2.0065
MYPN	-2.91077777777778
SIM1	0.29
CDADC1	-0.4805
ZFHX4	0.76625
NIBP	2.038
ADAMTS19	2.32266666666667
ABTB2	-0.783
TSPYL2	-0.351875
EIF2S3	-1.0162
SOX30	-0.57375
AP2A1	0.100833333333333
DKFZP564O0523	-0.5335
LOC285398	-0.0755
CDH18	-5.27
CHL1	0.469875
GATS	-0.1945
TBC1D2B	0.408666666666667
OR1J1	-0.6395
GSN	1.0795
DPCR1	0.362125
GARNL4	0.322833333333333
SMARCA5	-0.29725
PLEKHG3	0.373333333333333
ZBTB45	0.57
FRMD6	-1.0705
PLS1	-1.48466666666667
DGKZ	0.730166666666667
EFNA1	1.0798
WDR85	-0.954625
ANK2	-0.21725
PAGE4	0.332833333333333
SENP6	0.2035
AKR7A2	0.312166666666667
FKBP10	-1.9155
VEGFC	-2.2965
LARP1	0.2908125
SRBD1	0.5555
ITGB6	0.66675
SLC1A2	0.126307692307692
INVS	-0.6305
MPO	-0.05875
MOBKL3	0.4968
CUTL2	-1.714125
KLK2	0.103083333333333
VIM	-1.87325
REG1B	0.349666666666667
PCDHGC4	0.64275
C3orf34	0.497333333333333
SUMO3	-0.531
CST9L	5.9565
MLL4	-0.3405
SPR	2.35266666666667
SAMD9L	-1.373
ABCE1	-0.1725
SUPT3H	-2.22283333333333
ACTBL1	2.54025
ADAMTS4	0.4685
SLIT3	2.14475
RHEBL1	-0.534
NPM2	-1.7605
MAN1C1	0.7185
KIAA1856	0.769
HSPA6	0.64225
LOC388152	-0.19
C10orf140	-2.123
ZDHHC12	0.648
LIN7A	0.897
PHC2	-0.076
SPHK1	-1.6075
TRIM26	0.0194375
FAM83E	1.8655
C18orf24	-0.198166666666667
ZNF578	0.153333333333333
ORAI1	0.46425
RUVBL1	-0.0659166666666667
C7orf20	-0.702666666666667
APAF1	-0.45
SLC36A4	-1.89116666666667
MYH11	3.70683333333333
NEK1	-0.0717
MPP2	-1.076625
C12orf24	-0.903
TNK2	0.6845
ZNF289	0.2105
MATN3	-2.62314285714286
IFNGR2	0.681833333333333
ITPR1	0.0045
EBF3	2.7431
TBC1D20	0.0424
OR10P1	0.48675
DDAH2	0.20625
SHPRH	-0.498
STX7	-0.9045
LOC554248	-3.133
BCAR1	-0.14875
ATXN3	-0.210166666666667
TRIM27	-0.71175
CDC42EP2	0.107
CHP	-0.844285714285714
SOX17	1.98975
ZNF259	-1.3805
CHCHD1	-0.15
ZDHHC19	0.77
GBP2	0.743
GARNL3	1.749875
MRC2	-0.8465
C1orf52	-0.9345
AOF2	-0.779166666666667
LRPPRC	0.2745
ACVR1C	1.03916666666667
TM4SF18	2.5205
TMEM169	0.0723333333333333
PPP1R16A	1.54575
EBF1	0.9725
RRS1	1.626
SNX2	-1.55925
OR2T2	-0.4085
RBX1	0.60825
ANKRD54	0.672333333333333
TSNAX	0.892666666666667
TMEM83	-1.98675
ZBTB7A	1.099
ATM	-1.897
LOC338328	2.486
TIE1	0.988166666666667
HIST1H3G	0.9355
PASD1	-4.02966666666667
TINAG	0.65125
PCDHAC2	1.3685
LRRC15	-2.117375
WBSCR17	-0.606
TFF2	0.0145
PARP2	-1.14275
NDFIP2	-0.35675
PCDHGB2	-0.3795
WDR60	-0.33225
MAP7D2	-1.4751
USP45	-0.948
GSDML	0.52175
TNS1	-0.1591
PLCD4	1.6795
IQCD	2.62533333333333
SMPX	-2.14066666666667
CD9	0.397333333333333
SRGN	0.188
CASP7	0.419875
INOC1	-0.435833333333333
DKFZp451M2119	-0.591875
VMAC	0.516
USP53	0.3035
CAMK1G	0.076
TMEM106A	0.5715
CDC20	-1.2485
ACSL5	-1.6055
CBWD5	-1.529125
C1orf87	-0.18725
KIAA1274	0.03875
PRUNE2	-1.80057142857143
LYPLA2	-0.386166666666667
DOK6	-1.28883333333333
GPR149	-0.06425
FAM30A	0.467
TMEM129	0.65675
SLC35B3	-0.09575
ACPP	0.4581
LOC200261	-0.2345
SLC4A7	0.7728
CCDC40	2.00425
GART	-1.626125
THOP1	-0.834
SCARB1	-0.527375
CACNA1F	-0.19975
TRIAP1	0.0636666666666667
SYT14L	0.488
SFRS8	-0.0405
PBOV1	0.09925
GOLSYN	3.1815
GJB7	-0.457
CAMK2N1	2.32991666666667
GREM1	0.760166666666667
FLJ20433	1.05975
QPCT	-2.506875
PRKAG2	0.9425
H2AFX	-0.18375
C6orf154	1.23325
PLOD3	-1.19975
ZBTB39	-0.0855
WASF3	-1.34475
DRG1	-0.364
PRR4	-1.2465
SPCS1	-0.48975
KDELR3	-1.237
SRP19	0.0611666666666666
GABRA6	0.51125
MFSD1	-0.3035
MMEL1	2.4685
PDXDC2	-0.2076
BUB1	-1.18922222222222
RNF138	-1.40425
MYLPF	-0.2406
AIF1	-0.503333333333333
DYNLRB1	0.9638
HCN3	-0.918666666666667
HIST1H2AI	1.75225
MAP4K5	-0.669916666666666
LASP1	1.9525
LOC130951	0.564
PLAA	1.130125
KRT6A	-2.1815
C6orf117	-2.673875
ARHGAP23	-1.144
PTF1A	-0.029
GPHA2	-0.3245
LCE3B	0.30925
MCL1	-0.0200714285714286
EHBP1	-0.298333333333333
PRNP	-1.784625
ZSCAN1	0.441
C1orf113	-0.221666666666667
FOXA3	-3.291625
NEB	1.4065
ASGR1	-5.3195
CTGF	0.9495
RAB17	0.671166666666667
MST101	0.0975
JARID1B	0.5706
USP37	1.5201
PTBP1	-0.714166666666667
PTPN7	-1.54866666666667
CDC7	-0.738166666666667
SNX7	-1.7025
ZNF335	0.13475
CPT2	0.5985
HEATR1	-1.107375
HSPC152	-0.0525
C5orf40	0.07975
PSME1	1.53933333333333
STAG3	-2.3775
TMEM154	-1.00466666666667
KLHL32	0.0703333333333333
TSGA10IP	-1.0475
SUV420H2	-0.197833333333333
SF1	-0.722222222222222
2'-PDE	0.0971875
PNLIPRP2	-0.176
TRSPAP1	0.0534166666666667
NUP210	-0.422
ANP32C	-1.543
RAB11B	0.138
ASB15	0.435
ITGB3BP	-1.39875
UBASH3A	-1.97925
YWHAB	0.731875
TPRX1	-0.1425
