Hybridization REF	TCGA-AN-A0FE-01A-11R-A00Z-07
MTP18	-0.342833333333333
UQCRQ	0.6268
ITGB2	2.49325
CSRP2BP	0.2155
TAS2R44	0.962
PHPT1	-0.15825
FAM44C	-0.0295
ERH	0.85625
MPHOSPH1	-0.7095
MORC1	0.837
PARVB	-0.55425
LAMA1	-2.068
PGBD3	-0.531
GIMAP6	4.5685
AREG	3.1145
LIPT1	-0.54825
MGC99813	-1.23025
C1orf201	0.256833333333333
GRIN2A	-0.6039
MAN2C1	-1.200375
NSUN5	-0.59725
SF3B5	0.76
MYC	-1.7234375
NRXN1	-0.422416666666667
ZNF18	0.0805
SPDYA	-0.310875
SLC37A1	1.3385
DECR2	1.44375
ANKRD38	-0.478375
SPTLC3	-1.176
SUPT16H	-0.313875
DTWD2	1.3505
ULBP1	0.3995
ZADH1	0.731333333333333
OIP5	-1.63625
IL10RB	0.169666666666667
OTUB2	0.28775
VWA3A	0.605666666666667
SPIC	1.44
OR6C4	0.07
PSCD4	1.92316666666667
DPY19L2P2	-1.1995
TRAPPC6A	0.8025
C21orf2	-0.500333333333333
CEMP1	0.178
LIN7B	0.8135
E2F7	-1.938
VCP	-0.4448125
LAMA3	2.16383333333333
BGN	1.814
GPR160	0.957666666666667
COCH	-3.6915
GPR81	2.12783333333333
APOBEC3F	-0.0875
tcag7.1017	-1.046
C1orf32	1.9015
SCGB1D2	2.53675
FLJ43987	0.0345
C6orf170	0.785
KLK9	0.4625
GPD1L	0.051625
VPS37B	-0.016
ATG3	-0.339666666666667
ADAMTS17	-0.9825
KLHDC2	-0.435833333333333
NDUFV2	0.46025
BLK	-0.655
MATN4	-1.536
GPM6A	0.168714285714286
GBP4	5.0035
TMEM162	0.409833333333333
PKP2	-1.2015
HRASLS	-2.40377777777778
MMP1	1.658
SFXN3	-0.0273
FSD1	-1.645
ST6GALNAC3	-1.634
CA12	3.0648
NCOA6	0.535
C19orf58	-0.1089
PPP4R1	-0.398666666666667
MAN1A2	1.38066666666667
IKBKAP	-1.42575
UPF1	-0.155333333333333
KIAA1219	0.42225
WNT16	-0.0504
SNW1	-0.23275
IL18RAP	3.764
RPP30	-0.29225
CDC40	0.391857142857143
SETD3	0.774166666666667
SLAMF6	1.82825
ELK4	-0.4305
TRIM47	0.9945
ACOX3	1.428625
TRIM6	1.532375
KIAA0372	-0.59
TP53AP1	1.120625
SMURF2	0.12275
ADAD1	1.0735
EBP	-0.6246
KRTAP13-2	0.063
FLJ36874	-0.543166666666667
TOR1A	-0.251333333333333
P2RY4	1.007
GPBP1	0.3255
TRPV1	0.012375
ADAMTS12	0.205666666666667
PES1	-0.685
ATG4A	0.866666666666667
MAGEA10	-4.21875
WFS1	2.0715
CC2D1B	-0.263
PABPN1	-0.046125
SLC25A30	-0.55475
SLCO1C1	0.353166666666667
SLC22A5	1.93625
KIF23	-1.4615
SYN2	-0.719166666666667
ASPN	6.6715
CENTG2	-0.2585
QSOX2	-1.4632
FLJ10815	0.130333333333333
STK24	-0.478
SPEG	-0.137
STK10	0.613
DACT2	-0.7475
AAAS	-0.61225
SSX3	-1.3875
ABCD3	0.8701
C4orf12	0.26575
PARVG	1.86283333333333
FIG4	1.06925
C9orf46	0.266
TMCO6	-0.509
IGHMBP2	-0.59275
DUS2L	-0.530666666666667
FAM3C	-0.3595625
TMEM16D	-1.583125
DCTN4	0.72275
KCNH3	-0.1905
EIF2AK2	1.7905
AP1S3	-0.172875
CST4	1.7195
PAM	-0.5754375
NUTF2	-0.57025
CITED2	-0.3696
SLC39A4	1.6715
C2orf52	-0.1655
GRM3	-0.19275
C12orf49	0.333375
CCDC49	0.1989
GRAMD1B	-1.168375
FNDC4	-0.226
SIAH2	1.619375
GDPD4	-0.4225
C21orf87	0.45125
ATP5A1	-0.8955
C16orf63	0.63425
LOC388135	-1.04183333333333
ATP5J2	-0.544
MMP3	2.3055
EMID2	-0.24425
CRHR1	0.40725
WDR70	-0.509
C13orf31	2.30075
ZFAND1	0.393
CCL18	4.50883333333333
C3orf49	0.9465
RINT1	-1.028
KIAA0408	-1.58233333333333
F13A1	3.7105
SLC10A1	0.0286666666666667
OGN	-0.0215
GIPC2	-1.3255
XPO6	0.00883333333333334
LCE1A	0.9045
FMR1	0.9129
LOC374920	0.06225
DUSP3	0.61425
ANKMY1	-0.07275
C7orf50	0.19675
BBS9	-0.2587
UNC119B	-0.797125
C9orf72	-0.22
MGC35440	-0.5885
ENTPD6	-0.202125
PPP1R2P9	0.51175
ERCC4	0.72475
FAHD2B	-0.291
HMHA1	0.629
HACL1	-0.8075
RAD23A	-0.0838333333333333
FAM83B	0.983
PPP5C	-0.7875
RNASEH2C	0.061625
C9orf153	-0.5565
SCAMP4	0.982
GHITM	0.4176
NDUFB7	0.479375
ADCYAP1	0.638
SP110	2.79
MAP3K7IP2	0.859
DHH	0.3555
AGRN	-0.478214285714286
WDR33	-0.103666666666667
CEP290	0.711333333333333
PRPS1L1	-1.849
KLRA1	-0.681
GPR97	0.0915
CHD7	0.290166666666667
TLR10	1.80575
SLC30A8	-0.9205
HIC1	1.40166666666667
IAPP	0.5245
RXFP4	0.50825
GP1BB	1.104
SHQ1	0.2335
NKX2-3	0.378
API5	-0.29475
FTHP1	0.4635
MOV10L1	0.779166666666667
TRIM6-TRIM34	2.22266666666667
ADHFE1	1.2955
FAM117A	-0.1645
DDI1	0.201
CDON	-0.5525
TRIM73	-0.4595
IGKC	5.3395
MMP14	-0.32475
DYNC1LI1	0.134375
C11orf66	0.2755
TRBV3-1	-0.42625
FASTKD5	-0.37775
BIVM	-1.95725
LHX4	-0.276
CXCL2	-2.2819
RAB2B	-0.186833333333333
IZUMO1	-1.3455
MAP3K15	-2.122875
FAM19A2	-0.148833333333333
ZC3H8	-0.503166666666667
ZMAT1	1.655625
SPINK5L3	-1.405
SLC10A6	0.5105
APPL2	-0.21975
CARD10	-0.1195
LOC402176	-1.102875
EEF1D	1.6096
RAB6A	0.9074
C12orf5	-0.059625
PAPOLG	0.35175
MSRB2	1.3295
BCR	0.577111111111111
PUS3	-0.34025
TIAM2	-0.073
ZNF317	-0.257
CHD2	-0.274
FZD5	-1.4915
NUDT8	-2.0545
ZNF763	-0.366
PRC1	-0.986777777777778
ABCB9	0.525166666666667
SPATA3	0.61525
TRAK2	1.362625
STAB1	2.974375
LRRTM2	-0.0325
psiTPTE22	1.209
DBI	0.64325
SERPINA11	0.51925
NAT5	0.3605
C20orf58	-2.2235
RPS6KA4	0.642166666666667
FLJ90650	-0.77775
TGFBRAP1	0.373
CHRDL2	1.05475
FAHD2A	-0.664833333333333
CNTN1	-1.23575
BBS4	-0.0493
TMEM181	0.0815
MINPP1	-0.08825
MPHOSPH6	-1.42383333333333
HOXC10	1.9806
ITPKB	0.285375
CLPTM1L	0.183125
MEOX2	0.601833333333333
ATP6V0C	1.293375
PRPF8	-0.975666666666667
TMC5	3.0405
FKBP3	-0.20825
PLEKHB2	0.000749999999999973
OR4D6	0.489
ZNF544	-0.8229
D2HGDH	-0.594375
RPL18A	-0.8502
HEL308	-0.060625
MPP6	-3.7645
TCERG1	-1.39275
KRT16	-1.15866666666667
KLF17	-1.50675
KLF5	-0.769375
CDR1	1.37525
VCX3A	-5.2415
FBLN2	1.61925
C14orf104	-0.23275
HBE1	-4.2741
OR4S2	0.024
C1orf108	-0.6925
ROBO4	3.30483333333333
CPEB4	1.6315
C11orf80	0.0653333333333333
BCKDHA	0.128833333333333
MYOC	-0.2875
GIF	0.3965
CKMT1A	-0.146
RPL3	-0.3173
THBS1	2.857375
APOO	-0.70525
ARMCX1	1.31925
HSZFP36	-0.097
SNAPC5	-0.08
EIF4ENIF1	0.45725
ZNF433	-0.113
TNFRSF21	-0.063
TMPRSS7	0.199
SPATA18	1.7888
HPDL	-3.1255
MKL2	1.3349
TBX3	2.36938461538462
C21orf93	0.509333333333333
DAXX	-0.13875
ELMO1	0.642375
RGS13	2.162
TAF11	-0.869
UNC13A	-1.729875
LOC653314	0.119
ORC3L	-0.4015
IMAA	-1.9315
TARBP2	-0.4445
CABIN1	-0.0749
TRIOBP	-0.05375
HIST1H2AC	0.612
RGS22	1.63983333333333
NCOA1	0.911833333333333
IL25	0.499
SNCG	2.3175
GPR6	0.3395
AMDHD1	-1.68783333333333
CHEK2	-0.497
C6orf142	-1.196
DRD4	0.79325
C14orf68	-0.76575
GDF11	-1.66525
SEMG2	0.5285
CD247	1.207
CDAN1	-0.39625
RBMX2	-0.101833333333333
TGS1	0.27375
OIT3	1.27475
SYF2	-0.46425
MCM4	-0.2355
PKHD1L1	2.215875
CEP192	-0.558166666666667
IFT88	0.4465
RPL9	-0.4025
RAB32	-0.3665
DDX43	-2.257
P2RX2	0.451666666666667
OR5D18	0.925
UBE1	-0.647583333333333
SLC24A1	0.610125
ARHGAP5	0.12875
CETP	-0.454
KIAA1731	-0.784833333333333
SLC9A4	0.782
PTPN6	1.36825
BAHD1	-0.31925
GRIK3	0.1885
CACNB2	-1.1186
PDE10A	-0.30225
DGCR14	-0.02275
PCDHB9	-0.883333333333333
RHOQ	1.08033333333333
MAP3K4	-0.062
KTI12	-0.163666666666667
RPL23AP13	-1.3635
GNG11	-0.5635
CLCN3	1.5835
GPAM	-0.743625
VSTM2A	0.844
SLAMF7	5.061
INTS2	-0.54025
PPP2CA	-0.000800000000000028
LRP12	-0.2734
SEC14L2	1.66377777777778
DKFZP586H2123	3.04225
MC3R	0.246
CIRH1A	-1.78733333333333
HIST1H2AB	0.614333333333333
POLH	-0.71775
MGC16703	-1.76583333333333
SNAPC2	0.3785
FILIP1L	1.34875
RASGRP4	0.923
LRRC1	1.931
GAS1	0.308
PRAC	-0.7895
DGKA	0.0796666666666667
NT5C3	0.195
PEG3	-2.87825
NADK	-0.5935
PRR17	0.09775
LOC374569	-0.48025
SGSH	-0.296
NLRP8	-0.162
GALT	-0.3949
MCF2	-0.402
ZNF263	0.499
TACSTD1	1.002
TYR	-6.1954
ATP6AP2	0.63675
RNUXA	0.3935
ABHD10	-0.2918
GDPD2	2.3715
SLC35C1	-0.22
UBE2A	0.763125
HERC5	0.393666666666667
FAM112B	-3.19766666666667
FBXL16	0.478
DKFZP434A0131	-0.69025
ELA3A	-1.889
RBM41	-0.877625
HAO2	-0.05225
RNH1	-0.184
SHANK2	1.4055
OSBP2	-1.021875
DAK	-0.468166666666667
C3orf58	-0.0834166666666667
TCL1B	1.6215
KBTBD2	-0.336875
SUGT1L1	0.28325
UBE2E2	-0.3075
MYL9	2.080375
CDC23	-0.328833333333333
PBXIP1	1.6596
CXorf40B	1.007
NBL1	0.57675
RTBDN	0.404
RAB11FIP5	-0.086875
TTTY13	-0.3135
SCOTIN	0.226916666666667
SOHLH1	1.07116666666667
CDKN1A	0.0892142857142857
NCK1	0.31175
ZNF550	-1.42625
SAPS3	0.702
SPIN3	0.407333333333333
MAGEE2	0.1615
MIS12	-0.913166666666667
OR8H2	0.4675
KIAA0774	-1.03833333333333
UNC5D	-2.5155
CUL7	-1.20483333333333
LIPC	-2.82766666666667
DIO1	3.8895
C20orf11	-0.1314
CTRL	-0.44775
HS3ST2	1.563
PAK4	0.950666666666667
CCRL1	2.9055
RNF10	0.03025
ZNF567	-0.301
ZNF660	-0.9
TCEAL3	1.77375
MAGOH	-1.2255
CENPB	-0.00516666666666666
C19orf7	0.299
LOC388965	0.22225
ZCCHC13	-0.226
JMJD1A	-1.4135
HIST1H4H	0.5755
TBRG1	-0.9643
GPC3	-4.94025
TAF1C	-1.49775
EBNA1BP2	-0.824166666666667
CIAPIN1	-0.92675
PDGFRA	0.0914444444444445
CSTB	-0.287875
CENPI	-1.27
GTF2E2	-0.950166666666667
RPP21	-0.01475
CCNF	-0.6755
KCNQ3	0.648
FAM79A	-0.0175
SLC22A12	0.6195
NOVA1	1.926
FZD3	0.9948
AKAP8	-1.1065
SOCS5	-0.326375
CFDP1	-1.105
DLG5	0.24
PGM5	1.00716666666667
C1orf144	-0.00808333333333334
HDAC10	-1.0765
RND2	0.73925
C20orf199	-1.65525
RNMT	-0.65875
SLURP1	1.282875
ASTN1	-1.03425
SH3BGR	1.544
MYCL1	-0.969
ZHX1	0.670166666666667
CENPK	-1.72875
FOSB	0.5872
LOC643406	0.96175
C2orf59	-0.660375
TMEM135	-0.129875
SLC27A2	1.00775
KRT33A	2.285
OVOL1	1.43525
PAMCI	-3.16583333333333
S100A7	-0.957
ZNF789	-1.5365
HARS2	0.28125
RPL23A	-0.899333333333333
TCF23	0.19125
UPF3B	-1.65975
C17orf78	-0.2115
HLA-DOB	1.68516666666667
C14orf142	0.431666666666667
TEKT5	2.074
DMWD	0.595
POLD1	-1.44716666666667
GSCL	0.454
CALD1	-0.4932
SCRT1	0.398833333333333
AIG1	1.53
UNC84B	-0.23525
ZNF404	-1.245
TMED6	-3.21075
KIAA1462	0.3225
LRRC27	1.90783333333333
PYGO1	-0.1645
PIGU	-0.582666666666667
ALAS2	-3.53583333333333
WRNIP1	0.45875
CNNM3	-0.2675
ZNF2	0.00750000000000001
ST3GAL5	-0.240166666666667
MRPL23	-0.50025
TSSK6	0.03475
PSMA6	-0.022
C16orf70	-1.08075
KIAA1602	-0.0675
ALMS1	-0.855166666666667
DCN	2.509125
TMEM132D	-1.14075
SUCLG2	-0.0445
ABHD14A	0.764
DEXI	0.707
AMPD2	-1.4965
IFNAR2	0.118833333333333
CYB5A	1.8493
TLOC1	0.2388
NXF5	-0.484
NRBF2	0.3505
KCTD3	1.9945
ITGAE	-0.847333333333333
SLC30A3	-1.52183333333333
ZRF1	-0.999
IFRD2	-0.686
XAB1	-0.71625
PYCR2	0.1495
SERPINB3	-4.013
TMLHE	-0.7269
GEFT	-1.111875
ABCA5	-0.297125
EMR4	0.359
TSFM	0.08475
HIST3H2BB	-0.19675
ARHGEF19	0.11425
TSPAN17	0.1085
ABCC8	1.992
MAP1S	0.231666666666667
C22orf36	1.6815
BNC2	0.0532857142857143
HIST1H4A	0.069
NDUFS3	-0.473666666666667
WDR3	-0.648833333333333
XKR4	-0.095
TTC33	-0.640142857142857
STMN2	2.394
CPN2	-0.518833333333333
HSPC105	-0.56425
PCOLCE2	-4.8725
C3orf55	-0.8155
KLHDC9	2.97916666666667
TBC1D23	0.199375
ATXN2L	-0.383833333333333
MAP2K3	-0.353333333333333
SCAP	-0.303
ZNF486	0.733333333333333
C20orf96	1.33425
NARS	-0.148
ADAMTSL1	-0.645285714285714
PRCC	0.552166666666667
CCDC126	1.16366666666667
ZNF675	-0.528
CALCOCO1	0.31975
ANKRD43	4.03175
CWF19L2	-0.313166666666667
ZBTB32	2.66016666666667
BRAF	0.43325
ODF4	0.6185
MGC14376	0.1825
HORMAD1	-1.898
AAK1	0.0711666666666667
PEBP1	0.454083333333333
TNFSF5IP1	0.220333333333333
DKFZp564N2472	0.82225
RMND1	-0.048
IGKV1-5	4.78775
COL1A2	2.12141666666667
SERPINA5	3.245375
AANAT	0.6795
C19orf21	1.406
GEMIN5	-0.19075
UBR4	-0.742166666666667
LTBP3	0.6435
AMHR2	-2.07683333333333
PROCR	-0.86425
MYBBP1A	-1.0055
C20orf39	1.66483333333333
ZNF697	-0.494375
PASK	-0.3247
ZNF776	0.309333333333333
RFXDC2	-0.2415
KIAA0467	-0.371
C10orf96	-0.904666666666667
ZNF503	-0.90575
GULP1	-2.12866666666667
KCNE4	2.74133333333333
DKFZp434K191	-0.556375
LOC196913	0.647
BHLHB4	1.0135
CH25H	1.03525
LOC81691	-0.135333333333333
ALPL	0.487714285714286
COL12A1	2.228625
FOLR3	-2.02733333333333
GPR123	0.2085
TRIM62	0.286071428571429
ABLIM1	0.643166666666667
MAST3	-0.35025
RHBDD1	0.786666666666667
LOC338809	0.743
RYBP	0.7955
TTC26	-0.0385
ZNF22	0.291333333333333
ISCA2	0.26675
RDM1	-0.03375
PIGM	1.05725
GNB3	-1.078
ACTR2	0.4639
HMGB1	-0.08465
EDG1	3.12816666666667
SOAT2	-2.80425
OR10AD1	-0.1045
RAP1GDS1	0.849833333333333
LCE1F	0.4065
ESM1	-1.817
RCN3	1.877
CREBL1	-0.42475
DBNL	-0.632833333333333
PTGER3	2.106
USP30	0.173166666666667
BCL2L12	-0.169333333333333
KIF26B	2.019
ZNF416	0.07725
ZNF225	0.00649999999999999
C17orf70	0.236
ZNF554	0.43575
RAE1	-0.644
TNIK	-0.28
ACTN3	0.617
MGC45922	0.95
CCNA1	-0.321
RYK	0.279833333333333
IL26	0.418
LRP3	0.467833333333333
QARS	-0.91425
SOX7	0.958285714285714
BID	-0.67025
OR2S2	-0.2105
CXCL14	4.45875
C11orf47	-0.985
MGC29891	0.955833333333333
HSPB8	1.5729
PRDM14	-2.209
NUFIP2	0.35775
MNAT1	-0.18875
ZDHHC2	-0.726583333333333
MBNL2	0.41225
ADD3	-0.463625
CSNK2A1P	-1.3105
KLK6	0.146666666666667
TMEM111	0.4926
KIAA1279	0.9425
NUBP2	0.582333333333333
RAB42	0.04475
ID3	-0.9112
TM9SF1	0.3485
MDP-1	0.34075
POU4F2	-0.2485
IQCK	1.76325
C16orf14	0.29925
CAPN3	-1.490625
FAM43B	0.452
RECQL	-1.03775
AP1G1	-0.468928571428571
CTNNBL1	-0.188333333333333
ECHDC1	-1.571
SMARCC1	-0.33
FOXQ1	-2.291
GNAI3	0.349833333333333
POLG2	-1.41075
CD4	2.35375
ITLN1	0.86125
EBI2	4.82775
IRF1	1.524
PTPRE	2.4186
PTK2B	-0.0215
NXNL2	-1.408
SOX4	0.6405
TSPAN3	-0.0315
SH2D1A	-0.321166666666667
C8orf58	-1.02316666666667
USP20	-1.12875
DUSP22	-0.293416666666667
CALB1	-2.25533333333333
L3MBTL2	1.02933333333333
MCRS1	-0.41775
TMEM118	-0.6545
C18orf8	1.20316666666667
FLJ10241	-0.239625
GJA12	0.70175
PKD1	-0.613666666666667
ZFP3	-0.129
JAM3	-1.2765
LAPTM4A	0.9158
DIRC2	0.166
KIAA2022	1.91333333333333
MYOM1	-0.0781666666666667
TRPM8	-2.17733333333333
MOP-1	1.27375
PHKG2	0.10075
ZNF650	0.65875
KIAA1522	0.289
PSG8	-1.2315
DDX19B	-0.3345
MOBKL1B	-0.1625
DIAPH2	-0.855416666666667
PTPN12	0.13425
CLN8	-1.1148
CRYZL1	-0.574
CRY2	-0.28375
FCGR2B	4.71683333333333
PNPLA4	1.073125
ZNF454	-0.384
DKFZp434B1231	0.11225
CLDN11	0.4465
RFWD2	1.11716666666667
CIB2	-0.432833333333333
MXRA8	2.44175
HRK	-0.625625
MAML2	-0.3695
C4orf31	-2.21525
C6orf192	0.0895
COG6	0.316
FAM5B	1.5015
NFATC1	1.1584
SEPT10	-0.99025
SCYL1	-0.1792
RPP40	-1.077
SCOC	0.547
KIAA1450	0.44
CTDSPL2	-0.343
TBX5	1.42483333333333
NAPG	0.935375
RHD	-5.85475
C14orf45	1.0375
ZBTB22	0.336
PLCG1	-0.6165
ANKRD10	-1.917
AQP7P2	-0.12425
TAGLN2	0.353333333333333
HTR2C	-1.04266666666667
SLC16A7	-0.401833333333333
C17orf83	-0.0573333333333333
TSGA14	0.117416666666667
MDH1	-0.50975
PPP3R2	0.414166666666667
DCBLD2	-2.68542857142857
RBM33	-0.195375
DPH3	-1.24375
SYT10	-1.218
FMO4	2.4215
THYN1	-0.80625
DRD5	-2.175
OTOR	2.869125
PGRMC2	0.3515
KATNAL1	-0.3945
PAQR6	-1.04925
UBE2I	0.09275
C14orf28	0.0965
C8orf70	2.504
FLYWCH1	-0.16075
ANGPTL3	-0.895
GLRX2	0.428333333333333
ATP11A	-0.907571428571429
ARL5B	0.371375
MUC16	-2.73675
SLC25A5	-0.911714285714286
ACRC	-0.8805
MYO1C	-0.66325
FAM89B	1.15666666666667
FAS	0.85775
KIFAP3	1.2195
GLRA2	0.2595
BTN3A2	0.9951
CNKSR3	0.776875
CSTF3	0.444666666666667
ARPM1	0.4495
KIAA1530	-0.503
C9orf150	3.04983333333333
PRKCI	0.35975
tcag7.1015	-1.2845
SOD3	-0.01425
ZNF574	0.60575
CYP21A2	2.4155
RPL12	-0.39175
COMMD2	-0.60625
WIZ	-0.317
LOC344405	-1.8075
ALDH4A1	-0.652588235294118
CRYAB	2.4655
COPA	0.338066666666667
PCDHGA7	0.642
KIF11	-0.715916666666667
RASD2	0.701125
SLC26A3	0.4645
ZNF175	-0.454
JAKMIP2	-1.188
C8orf4	3.19316666666667
PTHLH	3.48325
SLC40A1	1.63241666666667
OR7D4	0.5955
PCDHB17	-0.4705
CD36	2.178
C6orf203	0.6747
PRKG2	0.805
LOC400566	-0.0585
ANAPC13	0.188
SLCO3A1	0.12625
ZNF692	-1.848
FANCL	-1.3575
SH3GLB1	0.52075
C12orf61	0.492
KBTBD6	0.63975
SUPT5H	0.08675
XRCC6	-0.4284
HUS1B	-0.4186
FAM133B	-0.0283571428571428
LOC728276	-0.2415
KCTD18	1.04975
SOS2	0.524833333333333
CCDC99	-0.84275
C1QTNF5	3.193
NNAT	0.797333333333333
USP16	-0.47125
LARS	-0.74575
ZBTB2	0.961375
ABO	0.0166666666666667
TRAF3	0.8575
GALNT5	-2.586
NAP5	0.697875
ALG14	0.938833333333333
KIAA0515	-0.306038461538462
WDR75	-0.818166666666667
TEX261	-0.246916666666667
LY86	1.03475
LOC389072	-1.1865
FLJ13611	0.33975
MRGPRX2	0.82
SNRPA	-0.745625
OR2G2	0.5615
GPRASP2	-0.14625
C7orf42	0.488
C9orf163	-0.4645
CYP11B2	0.103
FCRL3	1.25316666666667
PRDX1	0.555
FGB	-6.5365
COX17	0.781666666666667
C16orf33	1.31325
PIWIL1	0.083
FOLR1	-2.68483333333333
KIAA0082	0.12375
FREQ	-1.01266666666667
TMCC2	-1.22466666666667
TCF12	0.0689166666666667
ZNF721	-0.05075
FAM130A2	0.431
POU4F1	-2.4405
SNRPF	-0.972625
SGIP1	1.85583333333333
ZNF641	1.48583333333333
EMG1	-1.06975
PRRG4	2.178
HIRA	-3.303
MYNN	0.00916666666666664
AEBP2	-0.7115
TBXA2R	0.635
ISL2	-1.67216666666667
PCDHB11	-0.6405
RNF144A	-0.975625
MARCH5	0.917375
DULLARD	-0.558166666666667
DCLRE1B	-0.687166666666667
ITGA8	1.149
TP73	-0.29475
PRKCD	1.64125
NDUFB4	0.56425
ATP13A4	2.914875
ANTXR2	-0.713
COL4A3	-0.641833333333333
MYO10	-2.1971
SLC6A18	0.44525
PEX1	-0.226
TMEM74	-1.45416666666667
RBM19	0.102
TAPBP	0.74635
RUNX1	-0.0161250000000002
MID1	-2.10033333333333
GPR64	-1.41566666666667
RASEF	4.5715
GABRG1	-0.149625
MYO16	-1.20025
DBF4	-1.052
TSHZ2	2.74475
RIPK2	1.687875
PPTC7	0.2965
KIF4B	-0.443
LRRC31	0.09575
ZNF540	0.55375
EFNB3	0.405166666666667
LOH12CR1	-0.09175
STON2	0.729333333333333
GLP1R	0.6455
CSTF2T	-0.20975
IREB2	-1.027875
GRSF1	0.376
PDCD7	-0.564833333333333
LRRC43	-0.3685
CNR1	0.356833333333333
IL1F7	-0.3215
C12orf64	-0.29275
FAM69B	-1.548
NR2E1	-1.8585
MS4A6A	3.252
FTL	0.0459
C7orf36	0.08375
PCLO	1.856
DYRK2	0.7565
ARIH2	-0.365625
SAMD7	0.241
SCNN1D	-0.777
SLC32A1	-0.999
C22orf25	-0.311666666666667
MRPS18A	-0.1134
GPR112	0.089
EARS2	0.221
ERN2	0.323
ATPBD3	0.378
PRH2	-0.3625
CDKN2D	0.667
PGLYRP2	1.71825
TRIM40	-0.04825
SEC14L3	0.0136666666666667
SLC22A1	0.6645
BTN2A3	0.27575
RASA4	-0.137
CCNL2	-1.33966666666667
MYBPC3	0.4985
GJA4	3.703
CDC42SE1	1.077
TRPV2	-0.1355
MYPN	-3.5653
SIM1	0.498
CDADC1	0.48025
ZFHX4	0.5575
NIBP	1.90666666666667
ADAMTS19	1.121
ABTB2	0.86925
TSPYL2	-0.861375
EIF2S3	-1.0043
SOX30	-0.25575
AP2A1	0.0123333333333333
DKFZP564O0523	-0.798166666666667
LOC285398	-0.1045
CDH18	-4.612
CHL1	2.932375
GATS	-0.9854
TBC1D2B	0.0855
OR1J1	-0.42
GSN	1.086
DPCR1	0.138125
GARNL4	-1.06183333333333
SMARCA5	-0.3565
PLEKHG3	0.579666666666667
ZBTB45	0.462
FRMD6	-0.196833333333333
PLS1	0.4705
DGKZ	0.908
EFNA1	1.2777
WDR85	-0.947875
ANK2	1.169
PAGE4	-1.07083333333333
SENP6	0.264833333333333
AKR7A2	0.00966666666666667
FKBP10	-1.364
VEGFC	-1.108
LARP1	-0.1671875
SRBD1	-0.000750000000000001
ITGB6	3.62475
SLC1A2	1.62471428571429
INVS	-0.878333333333333
MPO	0.135
MOBKL3	0.1164
CUTL2	-1.4235
KLK2	0.0628333333333333
VIM	-0.542
REG1B	0.2195
PCDHGC4	0.40275
C3orf34	0.710166666666667
SUMO3	-0.452166666666667
CST9L	2.09625
MLL4	-0.94275
SPR	1.1805
SAMD9L	2.39475
ABCE1	0.11475
SUPT3H	-1.14133333333333
ACTBL1	0.56575
ADAMTS4	0.828166666666667
SLIT3	2.9855
RHEBL1	-0.6075
NPM2	-1.62675
MAN1C1	1.03275
KIAA1856	0.594666666666667
HSPA6	1.7185
LOC388152	-0.2
C10orf140	-1.9205
ZDHHC12	-0.0205
LIN7A	-0.8074
PHC2	-0.0279166666666667
SPHK1	-0.26275
TRIM26	-0.0804375
FAM83E	1.0485
C18orf24	-0.709666666666667
ZNF578	0.241166666666667
ORAI1	0.13875
RUVBL1	-0.431916666666667
C7orf20	-0.28
APAF1	-0.659
SLC36A4	-1.48483333333333
MYH11	4.6405
NEK1	0.608
MPP2	0.61525
C12orf24	-2.21075
TNK2	0.71925
ZNF289	-0.84175
MATN3	-0.538
IFNGR2	1.166
ITPR1	-0.12125
EBF3	3.0354
TBC1D20	0.0449
OR10P1	0.8915
DDAH2	0.734
SHPRH	-0.10725
STX7	0.168
LOC554248	-2.1595
BCAR1	-0.37025
ATXN3	0.227166666666667
TRIM27	-0.875
CDC42EP2	0.672
CHP	-0.0877142857142857
SOX17	2.422
ZNF259	-0.8965
CHCHD1	0.10475
ZDHHC19	0.455
GBP2	3.152
GARNL3	1.439625
MRC2	-0.01275
C1orf52	-0.614
AOF2	-0.986166666666667
LRPPRC	-0.3935
ACVR1C	-0.752333333333333
TM4SF18	2.40083333333333
TMEM169	-0.0185
PPP1R16A	1.262375
EBF1	1.09316666666667
RRS1	1.68466666666667
SNX2	-0.04525
OR2T2	0.4695
RBX1	0.132
ANKRD54	0.534666666666667
TSNAX	0.664833333333333
TMEM83	-1.40825
ZBTB7A	1.318
ATM	-0.973583333333333
LOC338328	1.80466666666667
TIE1	1.414
HIST1H3G	0.0346666666666667
PASD1	-4.3665
TINAG	0.5365
PCDHAC2	0.6465
LRRC15	1.1075
WBSCR17	-1.08975
TFF2	0.4315
PARP2	-0.41275
NDFIP2	-0.508875
PCDHGB2	-0.601
WDR60	-0.29125
MAP7D2	-1.6979
USP45	-1.1735
GSDML	-0.15125
TNS1	0.2473
PLCD4	0.533
IQCD	1.16283333333333
SMPX	-2.25033333333333
CD9	0.138166666666667
SRGN	2.145875
CASP7	1.932125
INOC1	0.158833333333333
DKFZp451M2119	-1.607375
VMAC	1.578
USP53	0.883
CAMK1G	0.3725
TMEM106A	0.641666666666667
CDC20	-1.5239
ACSL5	0.410333333333333
CBWD5	-1.513375
C1orf87	-1.01033333333333
KIAA1274	0.73775
PRUNE2	-1.77476923076923
LYPLA2	-0.874
DOK6	-2.0485
GPR149	-0.216
FAM30A	4.905
TMEM129	0.14875
SLC35B3	0.35325
ACPP	-0.4035
