Hybridization REF	TCGA-BH-A0E7-01A-11R-A034-07
CPEB2	1.39025
BPTF	-0.295083333333333
RPL21	-0.121
GSX2	0.6885
ADPRH	1.2225
C17orf68	1.02083333333333
KCNS1	-0.891833333333333
MLLT6	0.1545
PIWIL4	-0.976
RNF26	-0.47925
RAP1B	0.64375
ADAMTS1	-2.8664
ZNF571	1.04575
P2RY6	-0.54075
TRIM21	0.521166666666667
CADM3	0.195
NLRC5	0.242333333333333
ADRA2B	-0.0715
LOC90835	0.744625
PCF11	-0.6605
LOC400451	2.15375
GLTSCR1	0.8253
C17orf88	-0.111666666666667
CDH16	-2.03375
FGF7	1.75925
PCSK4	0.942833333333333
NPC1L1	-0.345166666666667
TAT	0.466
TBCA	-0.35125
MGC33407	-0.16475
GPR115	-1.693875
CYGB	0.14
FNBP4	-1.544
C12orf43	0.149
CBL	-0.5663
CLECL1	1.8045
PPAPDC1A	1.57825
WDR25	0.660666666666667
SGCA	2.0985
C22orf29	0.658666666666667
YIPF1	2.08825
GALK2	-0.8645
RAB3B	-0.763583333333333
LOC440087	0.01325
UCP1	-1.3785
REEP5	2.391875
FADD	-0.2237
FOXA1	3.79325
CACNA1A	-0.0295
ABI1	0.067
GRIN2D	1.1275
SLC1A4	0.975
LOC401127	-1.28925
HINT2	0.601
PLD4	0.235333333333333
ZNF286A	-0.91725
ENY2	0.207
IL1F6	0.754
PXDNL	2.418
C20orf79	0.22925
TNFSF13B	1.91516666666667
DENND3	1.1105
JARID1D	-3.37625
HIST1H2AK	1.394625
LOC93349	0.0432
SSH1	-0.954
ENSA	0.20525
LOC219854	1.39283333333333
CKAP2	-1.0908
DKFZP564J102	-1.30166666666667
MGC87315	0.136666666666667
HNRPAB	-0.8985
AMH	-1.6365
ZNF526	0.6955
BRUNOL5	1.7026
CACNG3	-0.0363333333333333
TRPM1	-2.085
PPP2R1A	0.272125
COL2A1	2.153
DDN	-0.182333333333333
FLJ25770	0.884166666666667
HK2	-0.480428571428571
ELOVL6	-2.162625
MDK	-0.9795
EPHX1	0.12425
RASSF2	0.05175
DKFZP434B0335	-0.65025
DLX3	1.011
PRTN3	-0.30825
AVPR1A	1.2985
C21orf125	-0.002
TNFAIP8	-1.5015
GNB2L1	-0.8075
CALCRL	3.91925
SCGB2A2	9.035
UBXD7	-0.3075
ZNF674	-0.847
TMEM35	-0.088375
BRSK2	-1.270625
HECTD3	0.160666666666667
TMEM188	-0.878583333333333
LGALS9	1.069
SCARB2	1.04966666666667
USP34	0.173
C17orf28	2.34866666666667
ZDHHC23	-0.77525
AQP12B	-0.553
SLC16A3	-2.664
APLP2	1.038125
ITIH2	-5.53425
MICAL3	-0.665375
TNNI3K	0.9541
HDAC2	-0.197625
PRR7	-0.9136
THBS2	-0.34275
LOC751071	-0.203
CA2	-0.2485
RANBP17	0.364
RLN3	0.25325
CRYZ	0.502166666666667
GBAS	0.629166666666667
TAS1R1	-0.501
MPZL3	0.9355
PCDH8	-2.96025
HSP90B1	0.263
KCNK15	2.199
TNIP2	0.140833333333333
GPR146	-0.55925
NOL6	-0.0655
SPC25	-3.74988888888889
STEAP2	1.10421428571429
VAMP3	0.1985
TCIRG1	0.7725
ZP4	-0.2755
PARL	0.095
TRIM39	0.610333333333333
KIAA1305	1.44125
CRNN	0.698833333333333
GRN	0.72375
HSH2D	0.339
SCAMP1	0.8224375
KIAA1913	0.4365
PTS	-0.12325
BANP	0.268642857142857
PRKACG	0.39475
ADCY6	1.10016666666667
C16orf46	-0.2955
CYP51A1	0.202875
DDC	-5.97375
ANPEP	1.80716666666667
PROM1	2.8545
SIGLEC10	1.73775
COPG	0.849
FAM26E	1.35125
TRIP4	0.23375
SNX3	-0.169166666666667
C1orf175	0.9815
PPY2	-0.48325
C14orf152	0.10975
FTSJ1	-0.754666666666667
DST	-0.18055
LOC554235	0.07325
GLRX5	0.624
C20orf12	1.1926
CAB39	0.3265
MSH2	-1.32916666666667
PIP4K2C	1.56875
CYLD	-0.330625
WTAP	0.6385625
MGAT4A	1.75766666666667
TSC22D4	-0.5338
CHRM2	-1.0315
PPYR1	0.139666666666667
CCNH	-0.3085
RRM1	-1.157
ECAT8	-3.63525
LOC400120	0.64625
GABRA4	0.076375
C14orf4	1.24116666666667
C1orf59	0.57375
CTDSPL	1.67508333333333
NHEDC2	-1.968
PDE11A	0.4234375
KLHL29	-2.0425
CD5	-2.2401
TSPAN9	1.8173125
WDR67	-1.77175
THUMPD1	0.8995
C18orf17	1.1725
CLYBL	-0.076
FLJ13231	-0.514
CMBL	1.05875
LECT2	-1.0575
NKAPL	1.84233333333333
LOC654780	0.597
OR4C6	-0.245
RAB30	2.429
TSSK4	0.044
TMEM163	-0.346
OSBPL11	0.478583333333333
GNB5	-1.48633333333333
CCL21	0.079
C1orf121	-0.771666666666667
FMO2	1.9945
RPTN	-0.093
MSTN	-0.3935
VCL	0.0715
FYTTD1	-0.2875
C11orf1	0.70625
CCDC88C	0.875875
HFE	0.164666666666667
MOGAT1	-0.77
FAM125B	1.22216666666667
IRGQ	0.7895
RAVER2	-0.75375
AKAP5	-0.381
SSSCA1	-0.47925
C11orf63	1.2235
ACTG2	-0.7108
PORCN	-1.1605
DTL	-2.90990909090909
TMEM151	0.53675
FAM122C	-2.26025
RSAD2	1.4045
BAT4	-0.3905
KRTDAP	-2.53383333333333
MYH8	0.23475
CRTC3	0.029
LRRFIP2	0.5422
INTS4	-0.315666666666667
TTN	-1.71016666666667
SLC26A5	0.475
PLLP	-0.84825
RGS6	-0.530125
SRGAP3	1.003375
ZNF525	0.218
NBR2	0.665333333333333
C13orf1	0.4965
ZNF137	0.4395
CEP27	-1.76675
BEST2	0.115
RNF121	-0.5885
DMRTC2	0.23375
C8orf76	-0.00650000000000001
BCCIP	-0.260625
MEST	-1.764
HTRA2	-0.1725
ANGPTL2	-0.02025
ILKAP	-0.2595
ERAS	0.219
HBS1L	0.422125
CPA5	-0.247
TMEM30A	1.05116666666667
CD300LF	1.63016666666667
WISP3	0.621
CRK	0.217714285714286
PDS5A	-0.1725
BRPF3	0.457333333333333
NEDD9	0.2445
SMPDL3B	1.95025
PSG6	1.65825
PSMD13	0.13025
ETV5	-2.0493125
OR51A4	0.3125
BTBD7	0.845083333333333
GSTO1	-1.23025
hCG_16001	-0.18
MAD2L1BP	-0.144
COX6A2	1.2595
SCNN1A	2.66716666666667
LSM1	-0.8065
UGT2B11	-2.524
IDUA	0.35175
PPP2R3C	-0.778333333333333
COX11	-1.22116666666667
PDZK1	-1.31325
ZNF443	0.4215
MGC21874	1.4815
ZNF323	1.0157
KRTAP10-10	0.4885
CXCL6	-0.54675
SLC34A2	0.2427
LOC284402	1.168
NPTN	1.49016666666667
UPP1	-2.42583333333333
SLC6A9	1.321
OR7G3	0.23475
CISD1	-0.822833333333333
ZNF545	0.225
SYT14	-1.201
NT5C3L	-0.499333333333333
ZNHIT3	-0.0431666666666667
SNRPD3	0.2265
KIAA0701	0.370875
UNC93B1	0.363833333333333
GMNN	-2.452375
SPCS2	0.8035
LOC388524	-0.8355
NAPRT1	1.17425
PNLIPRP1	-0.824666666666667
OR6V1	0.435
PRKAB1	0.3015
EYA4	-4.10983333333333
KIF20A	-2.8285
ALG10	0.4095
ITPKC	0.6205
LMX1B	1.8015
RPUSD4	-0.563166666666667
C7orf34	0.045
DLGAP2	0.42875
PFN1	-0.7836
MICALL2	-0.250416666666667
ZNF654	-0.2825
SS18L1	-1.127875
SLC16A8	0.42025
MKI67IP	-0.111333333333333
ITGB3	-0.86525
TCEA3	2.56141666666667
CEP152	-2.777875
CLIP1	1.46725
ZNF75	0.2434375
ATP5C1	-0.711333333333333
NUDT5	-0.630833333333333
PSCDBP	-2.02025
UBP1	1.0225
RBM27	-0.159
C13orf15	2.386875
ZNF282	0.199833333333333
ZNF222	-0.4271
COL10A1	6.0285
PRDM15	-0.693
TTTY5	0.3475
FAM9C	-0.717818181818182
C20orf67	-0.0505
GNG13	1.528
F12	-2.03175
C1orf41	0.17375
CPXCR1	-1.04
GSK3A	0.02475
SUPT6H	0.102166666666667
PI16	-1.31733333333333
ELL2	-1.76725
C9orf167	-1.83416666666667
PVRL3	-2.7534
FLJ38596	0.241
ADAM20	0.764
GPR89A	0.2245
GPR87	0.829
ZNF30	0.72875
SMR3B	0.486666666666667
ZNF770	0.29475
TRPC4AP	-0.634833333333333
DKFZP686E2158	0.117166666666667
C2orf28	0.0045
FREM1	-3.81316666666667
LAMA4	0.6785
ADPRHL2	0.40925
EIF4G2	0.519666666666667
GUCA1A	-0.2535
CTNNA2	-2.207875
NUDT15	-1.03516666666667
CEPT1	-0.209
ZNFX1	0.5215
CCDC92	0.82025
TDRD1	-0.703
KCNK5	-0.594833333333333
ETNK1	0.31675
LTA	0.228
TTPA	-0.0888333333333333
B3GALNT2	-0.272
SC65	0.129166666666667
PEX5L	-1.339875
EPS15L1	0.74175
MGEA5	-0.272125
HIST1H3A	-0.011
ING1	0.323375
BCAT1	-1.137375
ORC6L	-3.09381818181818
KLK11	-3.4985
C19orf28	-1.08975
DNER	-5.174625
MED22	-0.736928571428571
ETV6	1.51716666666667
CHAC2	-2.50875
CD300E	-0.7295
CEBPB	-0.475416666666667
ZNF398	-0.183
LRCH3	-0.3745
HMGA1	-1.95133333333333
CAPN7	-0.00616666666666667
MGC5566	-3.8175
CCL3	3.254875
NANOS1	-0.58675
ZFYVE19	0.738
APITD1	-0.233833333333333
PARD3	0.5155
IRAK4	0.256166666666667
SERPINI2	-0.3405
CEP170L	-1.7025
TTC9	2.21475
MYOM3	-1.64925
MLPH	2.374375
LOC222699	0.547
NRG1	-1.95741666666667
TBC1D9	3.86818181818182
TTK	-3.06316666666667
ZNF557	0.6069
DDX41	-0.274833333333333
FANK1	3.444
UBE2D2	-0.20775
PSMB10	-0.19075
MYH7B	-0.074
GABARAPL2	-0.198375
MARVELD2	2.35083333333333
DGCR2	1.0675
UNC45A	0.1515
C6orf72	0.7675
ZNF683	1.6115
GIT2	-0.108
CASK	0.0641666666666667
C14orf161	3.73633333333333
LRRC44	1.663
TIFA	1.16675
UTP11L	-0.515
C6orf65	-1.91
FDPS	-0.76675
DUSP9	-2.1722
SLC17A8	0.458833333333333
OR51G1	0.3675
NANS	-0.32825
OLFML1	1.6565
ATP10B	-1.61842857142857
NPAS3	1.052
PRKCA	-3.0223
GGA2	0.9746875
LCE4A	0.501
SPANXN3	1.2335
CCDC115	1.74125
SDCCAG3	-0.92825
GLIPR1L1	-0.4965
TTC1	0.07625
C17orf76	-0.30825
MAD2L2	-1.87275
HIPK1	0.3647
LRRC3B	-0.3795
CLN3	0.677909090909091
C17orf47	-0.262
FMN2	-2.774
TUBB1	-1.213375
WAPAL	0.2935
C3orf21	-0.49925
SCN5A	-0.6696
SMYD1	0.45975
BEX5	1.9545
ZNF192	0.6235
SEC22A	-0.111833333333333
GRIA2	3.3955
KIAA0825	-1.7035
NUSAP1	-2.80263636363636
LANCL1	-0.452
C15orf40	-0.8196
ZNF645	0.763625
GPR61	-0.17125
NLRP14	-0.866
SNX21	-0.7166
C1QTNF8	0.0045
C17orf46	0.22075
IFNA8	0.714
SPRR1B	-1.963
FLRT1	-0.98575
SNX17	0.118666666666667
ASB2	-1.58216666666667
HBG1	-5.215
RPRML	-2.48525
JOSD2	-0.0525
PLSCR3	-0.06225
SPOCD1	-0.913166666666667
RAB39	0.2715
GHRH	1.00683333333333
ITIH5L	0.871
C17orf37	0.81575
SMCR8	0.50875
DPY19L2P3	0.173166666666667
IL11RA	-0.0475
GDF3	-3.95766666666667
RPS6KB1	-1.58266666666667
DNAJC19	0.1709
TOP1	-0.69925
CRCT1	-0.18225
MPST	0.07875
DPM2	0.19275
FAM38B	0.402666666666667
SLC18A1	-2.8235
FARP1	0.857
PAX7	0.17275
TUBD1	-1.41875
GNL3	-0.4935
BTG2	1.25806666666667
NDUFS6	-0.6405
C1orf79	-1.69
ERAL1	-0.49775
ECHS1	0.709
VPS4A	-0.769833333333333
CYP11A1	-1.148875
ABCC6	-0.447714285714286
PBX4	-2.561
MOSC1	-1.545625
NCF4	-0.54675
HYMAI	0.099
NAGPA	0.5425
OTOP2	0.4215
ACOT12	0.06775
MTHFD2L	-0.13725
LOC441376	4.93575
C19orf34	0.494
RAB1B	-0.053
ALDOAP2	0.915
NTRK1	-1.79333333333333
ARTS-1	0.2782
SLC6A11	-1.8545
NAP1L2	-2.524
CNGB1	-0.015
EPB41L4B	1.40008333333333
FAM134B	0.279
HS3ST3A1	-1.03433333333333
CPXM2	4.7515
SIRPB2	-0.1885
CHORDC1	-0.795333333333333
TRIB3	-0.553333333333333
SLC2A5	0.4565
C2orf49	-0.757833333333333
DDX5	-0.0625
OR5L1	1.5075
ANAPC4	-0.365333333333333
ZSWIM1	0.209875
LOC93622	0.31025
KCNK3	-0.0623
RP11-35N6.1	-2.684375
ZFP161	0.505333333333333
AQP9	1.41925
SLC15A2	-1.77383333333333
MREG	1.662
OR9I1	0.1775
PDLIM2	0.23275
ADAM7	0.285
GSTCD	0.559833333333333
WDR21A	1.60325
SLC12A8	1.006
TMEM174	0.25025
IGSF3	1.02891666666667
LRRN1	1.995
LOC402117	-0.23375
SRPK1	-1.2475
LY6K	-0.8185625
NFIA	3.6245
PTCD3	-0.50525
LEP	0.501833333333333
PCDH21	-1.43283333333333
MAPKAPK2	0.768642857142857
NMNAT1	0.487833333333333
LHFPL2	0.3785
C9orf43	1.1315
DIP2A	-0.833666666666667
ACTR8	0.172375
CCDC34	-0.051
PTPN22	-2.297875
ITGA3	-0.900625
FAM129C	0.000500000000000011
RABGGTA	0.2735
UNC45B	0.76125
KIAA1033	-0.1575
ZNF510	-0.226833333333333
CYP2D6	-0.811333333333333
SLC26A10	-2.0365
STX8	0.18375
LUZP1	-0.100375
WDR89	0.335666666666667
EIF4G3	0.1365
C5AR1	0.784
ZNF623	0.928
A2M	0.794
TGM7	0.1185
GRPEL1	-0.211
LMNB2	-1.7976
ROCK2	-0.0316666666666667
SNX16	0.969125
CCDC66	0.5425
ANXA3	1.56175
KIAA1609	1.05125
EED	-1.14225
RNF32	0.921833333333333
HES1	0.3515
CLC	-0.046
ISL1	-0.471166666666667
KIAA0528	-0.068625
MANEA	0.936375
C1orf61	-2.8045
hCG_2001000	-0.04775
RAPGEF6	-0.6527
KIAA0020	-0.833
NEIL1	1.1925
C16orf45	2.114375
RBM10	-0.409666666666667
C10orf125	-2.349375
MRS2L	-1.0285
DNAH17	-1.124375
C19orf10	-0.53575
C1orf160	1.27175
SLFN12	1.63025
EXOC3	-0.156666666666667
HIST3H3	0.0545
NCOR2	-0.0503333333333333
TNFRSF9	-0.851
MFSD8	1.2905
ALX1	-4.078
NOL1	-1.31225
PODN	2.98175
TIAL1	-1.067
HIST1H1E	0.51675
NPY6R	0.3415
TM4SF4	0.1205
CORO2A	0.40775
ETNK2	1.76883333333333
APOE	-0.3797
ANGPT4	0.272
HDGF2	-0.594
G30	0.369
ST8SIA4	-0.644375
F2RL1	-0.4185
FAM19A4	-4.2745
CCAR1	-0.229
B3GNT7	0.299
OPHN1	0.4481
DSCR6	0.542
C21orf13	1.65016666666667
GAS2L1	0.754083333333333
RFX3	0.158333333333333
COPS4	0.21875
BCHE	-5.42766666666667
BCL2	3.452375
HBZ	-2.92416666666667
ARL13B	-0.305125
MAPBPIP	0.194125
MYO15B	0.095125
SPZ1	0.1675
KIAA1324	3.83611111111111
PLCL2	0.754875
C4orf29	-0.67975
WDFY2	-0.0155
ZNF284	-0.838
NAALADL1	-0.462
DUSP5	1.64283333333333
PXDN	0.94375
SLMO1	-0.6085
TNXB	0.0136
BIRC7	-1.808
A4GALT	1.43216666666667
TIMM22	0.38775
FAM110C	1.4965
TOMM34	-0.496375
ABHD9	0.2555
ADAM32	0.628
CRHBP	-0.2415
AQP2	0.3735
LOC130355	1.13275
ZNF187	0.244
ZNF816A	0.5365
F7	1.0045
CNOT1	-1.2167
SLC13A4	-1.984
ZBTB11	-0.27125
B3GALT5	-0.55725
EXOC2	0.694166666666667
IRS1	0.1201
TMEM1	0.0328333333333333
MRPL34	0.229666666666667
SAMM50	-0.20275
CDC42EP3	-1.197625
HSF2	-0.4689
MFN2	0.3965
TSPAN7	-3.17916666666667
NUCB1	0.626333333333333
RHOH	-1.19125
ARL16	-0.619
TACR1	0.12825
SFRS5	-0.3105
SNX25	0.505
RHBDF1	1.79083333333333
PCDH18	0.912666666666667
HMG1L1	-0.831
MYO5C	1.68425
MAPK10	1.482
LDHAL6A	0.0951666666666666
NUDT12	0.313666666666667
NCAM1	-0.07075
GLIS2	0.571
GGTL4	0.1245
DAPP1	0.23675
ATF7	0.66775
KIAA0748	-1.38175
NFIL3	-0.6785
TM6SF1	0.1568
SEZ6	-0.1645
NANOS3	0.852333333333333
DNAJA3	0.388
CLDN6	-3.0195
CIITA	1.9683
EPHA4	-1.48758333333333
FANCC	-0.6145
CMTM3	-0.17975
PSG3	0.669125
MRPL15	-0.01675
C21orf59	-0.0475
PLCXD2	-0.19175
C2orf34	-0.07675
UBE2L6	0.98825
MED14	-0.0895
HP1BP3	0.7842
C6orf208	-0.304
TPBG	2.131
OSR2	-1.2795
XPC	0.103166666666667
KLHL7	-1.45083333333333
CCR3	-0.1756
AGTPBP1	-1.08916666666667
PCSK6	-1.402
STAT5A	-0.6399
FAM18B	0.45425
LONRF2	2.19783333333333
PTPN2	-0.951125
SF3A3	-0.727
EFCBP2	-0.51525
HCFC1	-0.838
AHNAK	0.79465
ACTR5	-0.9295
KIF14	-3.52114285714286
TENC1	1.3595
HEATR5B	1.1325
YIPF2	0.972333333333333
MYEOV2	1.20833333333333
DUSP18	1.2425
KIAA1012	0.28875
AHR	0.4055
C17orf53	-2.12333333333333
PTPRH	-4.41575
ATP6V1C1	1.5935
TAS2R3	-0.1845
LOC440356	-1.96175
COQ10B	0.71775
PSMF1	0.176166666666667
SORBS2	-0.284416666666667
NFE2L2	-0.13725
TMCO7	-1.09725
SH3PXD2A	-0.4453
SH2D2A	-2.84875
SPINK5	-4.3545
MRPS24	-0.974
OPA3	0.713375
TRAF7	0.342333333333333
C4orf35	0.737833333333333
MT1G	-0.1655
MGC39545	0.772
HS1BP3	1.1495
OR2B2	0.2945
CHRM4	0.6165
SFRP2	3.22083333333333
RIC3	-1.2675
ART1	0.143
C6orf1	0.815875
DUS4L	-1.16875
C10orf104	0.22675
TNFAIP6	2.3845
RTEL1	-1.0025
CCT4	-0.8374
ZNF709	-0.1385
CHMP6	0.318666666666667
UPP2	0.68875
CYP19A1	-3.6425
CD151	-0.185
NDUFA13	-0.2015
ARFRP1	-0.813
FAM26B	1.7185
CRYBA1	-2.827
MRPL41	0.0261666666666667
NPFFR2	-2.139875
HRH2	0.032
SCAMP3	0.1145
MTMR6	0.6456
MTG1	-0.815333333333333
UBTD1	1.39875
CRABP1	-3.086
FLJ33790	1.3657
KIAA1908	0.6165
GPR158	0.22475
PACSIN3	-0.411833333333333
OMD	3.77983333333333
CATSPER1	0.0933333333333333
HOXB8	-1.350875
FBXO46	0.697
OAS1	1.34433333333333
SVIL	-0.18475
PHB2	-0.6835
ADCY3	-1.5095
NDRG2	0.445666666666667
ERMAP	0.4978
APBA2	-1.52783333333333
IGSF9	2.35925
WNT6	-0.6895
MYCBPAP	1.6335
ATP2B2	-0.3355
CPVL	-1.9679
TRAM2	-0.966416666666667
NOP5/NOP58	-1.2045
ZNRF4	-0.1145
TLK1	0.440125
MTMR12	0.2315
ZNF384	-0.356
FAM9B	-3.46775
RPN1	0.5582
PMVK	0.709
EIF3D	0.0912
SIX2	-0.59775
HPS1	0.919785714285714
RNF7	0.40375
PSKH2	-0.124
KCTD13	0.0703333333333333
CSMD3	-1.4012
FBF1	-0.168
IL8	-5.975875
SERPINB13	-0.459818181818182
FBXL20	-0.16775
BLR1	0.592
SH2B1	0.4515
RFNG	0.078875
RAB20	1.96666666666667
RBM7	-0.63175
POLR1A	-0.644166666666667
TMPRSS4	-2.7635
TAF9	-0.896
TERF2	-0.403
TNFRSF1A	0.140916666666667
ACADVL	0.0403333333333333
GTF2H5	0.329
EDG8	0.329333333333333
C9orf140	-1.414875
UST6	-0.4205
ZBTB8OS	-0.52525
ZNF710	0.4285
GPR174	-3.209
ATP6V0A2	-0.8275
KIAA0319L	0.746333333333333
XKRX	-0.395
DOPEY2	1.4525
SDHD	-0.642583333333333
SUMF1	2.75275
OSM	1.37025
OPN3	-1.1815
DAGLB	-0.266166666666667
PPFIBP1	0.6177
TRIM63	-3.491
C10orf53	0.6365
LYPD3	1.79133333333333
BCL7A	0.416125
AGER	-1.47833333333333
TCF19	-1.907
SAT2	0.652
PFTK1	-0.3865
GABRE	-3.272625
C15orf38	2.1134
FIS1	0.197
KCNV2	0.14925
CLPS	0.51525
PPCDC	-0.34625
FOXN2	-0.237833333333333
NT5E	-3.0733
CD83	-0.48525
IL18	-1.236375
VPS16	0.648
IGFBP2	-0.185333333333333
NOTCH2	0.671
SIGLEC1	2.706125
CD93	5.3855
SULF2	0.85875
CEP164	-0.53775
P53AIP1	-0.2395
TOR2A	0.0361666666666667
ZNF136	0.32225
MGP	3.9288
CCDC144A	0.372333333333333
TRPC1	-1.19416666666667
SMS	-0.0268333333333333
MAPK7	-0.316833333333333
RRAGC	0.69275
PARD6A	-0.205333333333333
NUB1	0.556333333333333
SYNGR4	0.80725
OR11H12	-0.193
WIF1	-0.0622857142857143
GCH1	-0.492
OR11H4	0.0865
SLC44A5	0.177
GPRIN2	2.577
LOC401431	-0.11075
CPA4	-2.5531
MELK	-3.27844444444444
IL15RA	-0.60475
CUL3	0.512125
HMBOX1	0.0975
PODXL	-1.38975
CCT6B	1.60716666666667
COMTD1	0.2405
MUC20	1.95216666666667
GPX2	-3.6715
ITK	-3.18875
FBXL5	1.9465
C13orf27	-1.66625
DEFA5	-0.3695
TRHDE	-0.9295
MTP18	0.0386666666666667
UQCRQ	0.147
ITGB2	0.657083333333333
CSRP2BP	0.5835
TAS2R44	0.413
PHPT1	-0.155125
FAM44C	0.572
ERH	0.7715
MPHOSPH1	-2.12416666666667
MORC1	-0.666
PARVB	-1.223
LAMA1	-2.46275
PGBD3	0.45575
GIMAP6	3.9355
AREG	1.06233333333333
LIPT1	0.0555
MGC99813	-0.63775
C1orf201	0.0495
GRIN2A	-1.3808
MAN2C1	-0.652125
NSUN5	-0.82475
SF3B5	0.282
MYC	-3.1819375
NRXN1	-1.41245454545455
ZNF18	0.683
SPDYA	-0.92425
SLC37A1	0.912
DECR2	0.5325
ANKRD38	0.938375
SPTLC3	-0.670083333333333
SUPT16H	-0.538125
DTWD2	2.01575
ULBP1	-0.792
ZADH1	1.1025
OIP5	-3.08775
IL10RB	-0.0281666666666667
OTUB2	0.08775
VWA3A	1.47916666666667
SPIC	0.1148
OR6C4	0.239
PSCD4	0.718
DPY19L2P2	-1.455
TRAPPC6A	0.6005
C21orf2	0.462
CEMP1	1.51425
LIN7B	-0.7225
E2F7	-2.87316666666667
VCP	0.155125
LAMA3	2.01183333333333
BGN	2.17725
GPR160	1.79183333333333
COCH	-3.5775
GPR81	2.3805
APOBEC3F	-2.3425
tcag7.1017	-0.7255
C1orf32	0.1805
SCGB1D2	6.64375
FLJ43987	-3.122
C6orf170	0.132
KLK9	0.4775
GPD1L	2.52175
VPS37B	-0.0425
ATG3	-0.5585
ADAMTS17	0.047
KLHDC2	0.924166666666667
NDUFV2	0.071
BLK	-3.313
MATN4	-1.795
GPM6A	0.68
GBP4	1.4805
TMEM162	0.798833333333333
PKP2	0.918
HRASLS	-3.11122222222222
MMP1	-4.442
SFXN3	-0.3683
FSD1	-1.78583333333333
ST6GALNAC3	-2.54883333333333
CA12	3.455
NCOA6	0.4305
C19orf58	-0.0566
PPP4R1	0.957833333333333
MAN1A2	0.6135
IKBKAP	-1.15625
UPF1	0.0498333333333333
KIAA1219	0.266
WNT16	1.281
SNW1	0.04175
IL18RAP	0.90875
RPP30	-0.411625
CDC40	0.136357142857143
SETD3	-0.1395
SLAMF6	-0.5605
ELK4	-1.0275
TRIM47	-0.1195
ACOX3	0.859125
TRIM6	2.19525
KIAA0372	-0.290666666666667
TP53AP1	1.54125
SMURF2	-1.38975
ADAD1	0.4245
EBP	-1.6063
KRTAP13-2	-0.228
FLJ36874	-1.05166666666667
TOR1A	-0.293666666666667
P2RY4	1.2845
GPBP1	0.22525
TRPV1	0.36
ADAMTS12	0.238
PES1	-0.2462
ATG4A	0.885833333333333
MAGEA10	-4.48725
WFS1	2.22975
CC2D1B	-0.266166666666667
PABPN1	-0.296
SLC25A30	1.0935
SLCO1C1	0.404666666666667
SLC22A5	1.90725
KIF23	-2.583
SYN2	-0.942833333333333
ASPN	8.93633333333333
CENTG2	1.4155
QSOX2	-2.8976
FLJ10815	-0.0796666666666667
STK24	-0.151125
SPEG	-0.5533
STK10	0.512666666666667
DACT2	-5.0815
AAAS	-1.02375
SSX3	-1.5275
ABCD3	1.6328
C4orf12	-0.446875
PARVG	0.0888333333333333
FIG4	3.35375
C9orf46	1.90075
TMCO6	-0.6855
IGHMBP2	-0.97425
DUS2L	-1.06683333333333
FAM3C	-0.370125
TMEM16D	-2.837375
DCTN4	0.81075
KCNH3	-0.91625
EIF2AK2	0.2755
AP1S3	2.003
CST4	2.8545
PAM	0.80175
NUTF2	-1.0445
CITED2	1.0884
SLC39A4	0.23725
C2orf52	-0.1005
GRM3	-0.38775
C12orf49	0.899125
CCDC49	-0.1373
GRAMD1B	-1.877625
FNDC4	-0.25275
SIAH2	2.119625
GDPD4	-0.0815
C21orf87	1.163125
ATP5A1	0.388166666666667
C16orf63	0.164625
LOC388135	1.28566666666667
ATP5J2	-0.7985
MMP3	-4.6425
EMID2	0.0825
CRHR1	0.376
WDR70	-0.53525
C13orf31	1.971
ZFAND1	0.446
CCL18	3.4985
C3orf49	0.636
RINT1	-0.6135
KIAA0408	-2.021
F13A1	4.5851
SLC10A1	-0.577166666666667
OGN	1.2215
GIPC2	-2.83333333333333
XPO6	0.113333333333333
LCE1A	0.3865
FMR1	0.538
LOC374920	-0.16125
DUSP3	0.529625
ANKMY1	0.55875
C7orf50	-0.1975
BBS9	-0.3235
UNC119B	0.186875
C9orf72	-0.507625
MGC35440	0.16725
ENTPD6	0.412
PPP1R2P9	-0.089
ERCC4	0.9955
FAHD2B	0.036
HMHA1	0.5245
HACL1	-0.126
RAD23A	-0.435666666666667
FAM83B	-3.10075
PPP5C	-1.24966666666667
RNASEH2C	-0.81675
C9orf153	-0.58175
SCAMP4	0.774625
GHITM	0.8622
NDUFB7	0.01875
ADCYAP1	-0.466166666666667
SP110	0.930666666666667
MAP3K7IP2	1.2825
DHH	-0.0925
AGRN	0.989928571428571
WDR33	-0.1725
CEP290	0.406
PRPS1L1	-1.54816666666667
KLRA1	-1.132
GPR97	-0.064
CHD7	-0.728083333333333
TLR10	-0.11075
SLC30A8	-1.047
HIC1	0.965333333333333
IAPP	0.768
RXFP4	0.38425
GP1BB	0.9535
SHQ1	-0.024
NKX2-3	0.4175
API5	-0.20075
FTHP1	0.106
MOV10L1	0.373666666666667
TRIM6-TRIM34	2.46483333333333
ADHFE1	2.48025
FAM117A	-0.3235
DDI1	0.940166666666667
CDON	0.533166666666667
TRIM73	-0.41
IGKC	0.8795
MMP14	-0.105166666666667
DYNC1LI1	-0.456875
C11orf66	0.6545
TRBV3-1	-1.69
FASTKD5	0.04975
BIVM	-0.69525
LHX4	0.383
CXCL2	-3.0246
RAB2B	-0.135
IZUMO1	-0.559
MAP3K15	-2.199625
FAM19A2	0.284833333333333
ZC3H8	-0.674666666666667
ZMAT1	2.43375
SPINK5L3	-3.821
SLC10A6	1.3175
APPL2	0.888125
CARD10	-0.616
LOC402176	-0.59075
