Hybridization REF	TCGA-BH-A0H7-11A-13R-A089-07
FAM9C	-0.399
C20orf67	0.17675
GNG13	-0.68
F12	-1.64675
C1orf41	-0.86925
CPXCR1	0.102
GSK3A	-0.46225
SUPT6H	-0.271333333333333
PI16	3.53216666666667
ELL2	-0.095
C9orf167	-2.36033333333333
PVRL3	-0.9545
FLJ38596	1.5495
ADAM20	0.5125
GPR89A	0.149
GPR87	1.398
ZNF30	0.6925
SMR3B	1.38175
ZNF770	0.322625
TRPC4AP	-0.542
DKFZP686E2158	0.591166666666667
C2orf28	0.2805
FREM1	0.621833333333333
LAMA4	0.403833333333333
ADPRHL2	-0.06475
EIF4G2	-0.002
GUCA1A	-0.3545
CTNNA2	-2.00625
NUDT15	-0.214
CEPT1	-0.0133333333333333
ZNFX1	0.1829
CCDC92	0.745
TDRD1	-0.829
KCNK5	0.418666666666667
ETNK1	-0.2305
LTA	0.022
TTPA	-0.183166666666667
B3GALNT2	-0.927625
SC65	-1.03766666666667
PEX5L	-1.966125
EPS15L1	-0.49175
MGEA5	-0.05275
HIST1H3A	0.40475
ING1	-0.00974999999999999
BCAT1	-4.227875
ORC6L	-3.39036363636364
KLK11	-0.072
C19orf28	-2.351875
DNER	-3.098125
MED22	-0.869642857142857
ETV6	1.76416666666667
CHAC2	-2.6435
CD300E	0.0835
CEBPB	0.649083333333333
ZNF398	0.0395
LRCH3	0.0055
HMGA1	-2.13516666666667
CAPN7	-0.0801666666666667
MGC5566	-3.15725
CCL3	2.156625
NANOS1	0.35575
ZFYVE19	-0.3055
APITD1	-0.547166666666667
PARD3	1.257125
IRAK4	-0.500833333333333
SERPINI2	-0.051
CEP170L	-1.448
TTC9	3.061125
MYOM3	-1.13975
MLPH	1.233625
LOC222699	-0.4765
NRG1	-0.198083333333333
TBC1D9	3.271
TTK	-3.6035
ZNF557	-0.26
DDX41	-0.7245
FANK1	1.128
UBE2D2	-0.11825
PSMB10	0.197625
MYH7B	0.9105
GABARAPL2	0.67
MARVELD2	2.08666666666667
DGCR2	1.26883333333333
UNC45A	0.0151666666666667
C6orf72	0.8145
ZNF683	4.02225
GIT2	0.27525
CASK	0.6105
C14orf161	2.22233333333333
LRRC44	0.6365
TIFA	1.203125
UTP11L	-0.387375
C6orf65	-1.8235
FDPS	-0.37575
DUSP9	-2.1741
SLC17A8	0.2605
OR51G1	-0.0191666666666667
NANS	-0.601
OLFML1	2.26075
ATP10B	-1.436125
NPAS3	1.7215
PRKCA	-2.3829
GGA2	0.1980625
LCE4A	0.3025
SPANXN3	0.022
CCDC115	1.77875
SDCCAG3	-0.98
GLIPR1L1	-0.109
TTC1	-0.124
C17orf76	1.176
MAD2L2	-1.6
HIPK1	0.1644
LRRC3B	2.0605
CLN3	-0.649590909090909
C17orf47	0.1155
FMN2	-1.54625
TUBB1	-0.745285714285714
WAPAL	-0.309333333333333
C3orf21	-0.82525
SCN5A	0.2558
SMYD1	2.16125
BEX5	2.1445
ZNF192	-0.558
SEC22A	0.252666666666667
GRIA2	2.93371428571429
KIAA0825	-1.51575
NUSAP1	-3.27709090909091
LANCL1	0.267875
C15orf40	0.1406
ZNF645	-0.161125
GPR61	-0.0875
NLRP14	-0.1135
SNX21	0.3275
C1QTNF8	-0.5955
C17orf46	0.44725
IFNA8	0.742
SPRR1B	-1.56033333333333
FLRT1	-0.72525
SNX17	-0.0841666666666667
ASB2	0.2595
HBG1	-5.724
RPRML	1.125
JOSD2	-0.7155
PLSCR3	0.30375
SPOCD1	-2.20183333333333
RAB39	-0.43
GHRH	0.768166666666667
ITIH5L	0.79925
C17orf37	0.292
SMCR8	-0.06325
DPY19L2P3	-0.532166666666667
IL11RA	1.72733333333333
GDF3	-3.929
RPS6KB1	-0.912083333333333
DNAJC19	0.3638
TOP1	-0.95275
CRCT1	0.586625
MPST	-0.1215
DPM2	-0.516875
FAM38B	-2.396
SLC18A1	-2.58633333333333
FARP1	0.00433333333333332
PAX7	0.01875
TUBD1	-1.07675
GNL3	-0.567
BTG2	1.40626666666667
NDUFS6	-0.90125
C1orf79	-1.8865
ERAL1	-0.74225
ECHS1	0.654
VPS4A	-0.386333333333333
CYP11A1	0.25375
ABCC6	-1.45314285714286
PBX4	-1.45
MOSC1	1.1335
NCF4	-0.4595
HYMAI	1.806
NAGPA	-0.515
OTOP2	-0.1205
ACOT12	0.0805
MTHFD2L	0.25825
LOC441376	3.41975
C19orf34	0.6455
RAB1B	0.19575
ALDOAP2	-1.0075
NTRK1	-0.5135
ARTS-1	0.7033
SLC6A11	-1.689
NAP1L2	2.362
CNGB1	-0.116833333333333
EPB41L4B	1.2615
FAM134B	1.907875
HS3ST3A1	-1.991
CPXM2	5.916
SIRPB2	0.6515
CHORDC1	-2.01666666666667
TRIB3	-0.404833333333333
SLC2A5	0.273
C2orf49	-1.09583333333333
DDX5	-0.31975
OR5L1	0.882
ANAPC4	-0.228333333333333
ZSWIM1	-0.217875
LOC93622	0.106625
KCNK3	0.7756
RP11-35N6.1	0.26025
ZFP161	0.514
AQP9	0.6285
SLC15A2	1.1785
MREG	-0.165
OR9I1	0.096
PDLIM2	0.114625
ADAM7	0.52
GSTCD	-0.551833333333333
WDR21A	0.56
SLC12A8	0.798
TMEM174	-0.051
IGSF3	-0.189333333333333
LRRN1	0.72875
LOC402117	-0.063
SRPK1	-1.3005
LY6K	-0.39425
NFIA	3.1055
PTCD3	-1.010625
LEP	3.54033333333333
PCDH21	-0.539166666666667
MAPKAPK2	-0.1115
NMNAT1	-0.868833333333333
LHFPL2	0.960625
C9orf43	0.39625
DIP2A	-1.315
ACTR8	-0.10275
CCDC34	-0.12825
PTPN22	-1.41425
ITGA3	-0.400125
FAM129C	-0.25425
RABGGTA	-0.0501666666666667
UNC45B	0.842
KIAA1033	0.3415
ZNF510	0.2295
CYP2D6	-1.07
SLC26A10	-1.482
STX8	0.18475
LUZP1	-0.269
WDR89	-0.142333333333333
EIF4G3	-0.7831
C5AR1	-0.257625
ZNF623	0.766
A2M	1.37525
TGM7	-0.046
GRPEL1	-0.368666666666667
LMNB2	-2.3636
ROCK2	0.388333333333333
SNX16	0.822125
CCDC66	-0.3725
ANXA3	1.9285
KIAA1609	0.37425
EED	-0.9405
RNF32	0.503333333333333
HES1	1.3707
CLC	0.433666666666667
ISL1	-0.993666666666667
KIAA0528	-0.15475
MANEA	0.666
C1orf61	-2.071
hCG_2001000	1.12275
RAPGEF6	-0.0347
KIAA0020	-0.463333333333333
NEIL1	0.84675
C16orf45	-0.386875
RBM10	-0.817
C10orf125	-1.367375
MRS2L	-0.456
DNAH17	-1.21775
C19orf10	-1.25475
C1orf160	0.47125
SLFN12	1.1675
EXOC3	-0.173333333333333
HIST3H3	0.248
NCOR2	0.307166666666667
TNFRSF9	-0.98775
MFSD8	0.3765
ALX1	-4.16783333333333
NOL1	-1.7595
PODN	2.874
TIAL1	-1.02825
HIST1H1E	-1.47325
NPY6R	-0.000500000000000014
TM4SF4	1.783
CORO2A	-0.407
ETNK2	0.110833333333333
APOE	0.4068
ANGPT4	-0.0445
HDGF2	-0.614
G30	-0.437
ST8SIA4	-0.195875
F2RL1	0.615875
FAM19A4	-2.87225
CCAR1	-0.9895
B3GNT7	-0.54425
OPHN1	-0.2819
DSCR6	1.1535
C21orf13	1.14566666666667
GAS2L1	0.335583333333333
RFX3	0.0441666666666667
COPS4	0.1415
BCHE	-2.59433333333333
BCL2	2.623375
HBZ	-3.55766666666667
ARL13B	0.6165
MAPBPIP	0.112125
MYO15B	-0.10875
SPZ1	0.3085
KIAA1324	3.41588888888889
PLCL2	-0.181125
C4orf29	-1.42225
WDFY2	-0.65375
ZNF284	-1.3175
NAALADL1	0.808
DUSP5	-0.693
PXDN	-0.826875
SLMO1	-1.022
TNXB	0.666
BIRC7	-1.61925
A4GALT	0.791666666666667
TIMM22	0.023
FAM110C	0.0945
TOMM34	-0.85425
ABHD9	0.0575
ADAM32	2.0945
CRHBP	-0.00749999999999999
AQP2	0.236375
LOC130355	1.0225
ZNF187	0.617
ZNF816A	0.4285
F7	-0.642375
CNOT1	-0.317
SLC13A4	-1.21225
ZBTB11	-0.2535
B3GALT5	1.44725
EXOC2	0.521666666666667
IRS1	1.1226
TMEM1	-0.396166666666667
MRPL34	-0.471333333333333
SAMM50	-0.1285
CDC42EP3	0.76575
HSF2	-0.4239
MFN2	0.1435
TSPAN7	0.338833333333333
NUCB1	0.303166666666667
RHOH	-0.8935
ARL16	-0.128
TACR1	0.118
SFRS5	-0.0283333333333333
SNX25	-0.61275
RHBDF1	0.388166666666667
PCDH18	3.384
HMG1L1	-0.37275
MYO5C	0.801375
MAPK10	1.297
LDHAL6A	-0.2975
NUDT12	1.6455
NCAM1	-0.514625
GLIS2	-0.315
GGTL4	1.199
DAPP1	-0.10475
ATF7	0.93775
KIAA0748	-1.68325
NFIL3	-0.05925
TM6SF1	0.6356
SEZ6	-0.160625
NANOS3	-0.0421666666666667
DNAJA3	-0.678666666666667
CLDN6	-2.7485
CIITA	2.1276
EPHA4	0.301333333333333
FANCC	-0.59425
CMTM3	-0.29775
PSG3	-0.232375
MRPL15	0.17075
C21orf59	-0.38525
PLCXD2	-1.16725
C2orf34	-0.242375
UBE2L6	0.865125
MED14	-0.586333333333333
HP1BP3	0.6319
C6orf208	-0.1365
TPBG	0.47775
OSR2	1.48275
XPC	-0.0606666666666667
KLHL7	-0.26075
CCR3	-1.24316666666667
AGTPBP1	-0.397833333333333
PCSK6	-1.1358
STAT5A	-0.3105
FAM18B	0.7505
LONRF2	-0.439166666666667
PTPN2	-0.538875
SF3A3	-0.914
EFCBP2	-0.2625
HCFC1	-0.9945
AHNAK	0.58125
ACTR5	-0.1275
KIF14	-3.90871428571429
TENC1	1.89425
HEATR5B	0.944
YIPF2	0.192833333333333
MYEOV2	0.352166666666667
DUSP18	0.833
KIAA1012	-0.054
AHR	-0.0691666666666667
C17orf53	-1.75316666666667
PTPRH	-3.6375
ATP6V1C1	1.5087
TAS2R3	0.106
LOC440356	-1.377
COQ10B	0.89525
PSMF1	0.657666666666667
SORBS2	3.14841666666667
NFE2L2	0.30125
TMCO7	-0.25
SH3PXD2A	-0.327
SH2D2A	-1.706
SPINK5	-1.3385
MRPS24	-0.7805
OPA3	-0.053375
TRAF7	-0.768333333333333
C4orf35	-0.275166666666667
MT1G	0.071125
MGC39545	0.415666666666667
HS1BP3	-0.1947
OR2B2	0.411
CHRM4	-0.025
SFRP2	1.89925
RIC3	2.4085
ART1	0.1305
C6orf1	0.335875
DUS4L	-0.85625
C10orf104	0.63725
TNFAIP6	0.96975
RTEL1	-1.22325
CCT4	-0.3327
ZNF709	0.28725
CHMP6	0.236166666666667
UPP2	0.356
CYP19A1	-2.4685
CD151	0.0811666666666667
NDUFA13	-0.593666666666667
ARFRP1	-1.118
FAM26B	1.42575
CRYBA1	-1.638
MRPL41	-0.522166666666667
NPFFR2	-1.039
HRH2	0.2475
SCAMP3	-0.445666666666667
MTMR6	0.5469
MTG1	-1.2095
UBTD1	0.498
CRABP1	-0.035
FLJ33790	1.5621
KIAA1908	-0.0368333333333333
GPR158	-1.2005
PACSIN3	0.303166666666667
OMD	3.89166666666667
CATSPER1	-1.70916666666667
HOXB8	-1.097625
FBXO46	0.1985
OAS1	1.1575
SVIL	1.0365
PHB2	-0.50525
ADCY3	-0.1265
NDRG2	3.72933333333333
ERMAP	1.3216
APBA2	-0.672
IGSF9	1.087
WNT6	0.8335
MYCBPAP	-0.359
ATP2B2	-0.00609999999999999
CPVL	-0.3613
TRAM2	-0.742166666666667
NOP5/NOP58	-0.6015
ZNRF4	-0.34125
TLK1	0.075125
MTMR12	0.780428571428571
ZNF384	-0.234166666666667
FAM9B	-3.394
RPN1	-0.0618
PMVK	0.5215
EIF3D	0.7605
SIX2	-1.6545
HPS1	0.378714285714286
RNF7	0.287
PSKH2	1.1785
KCTD13	-0.721666666666667
CSMD3	-0.2677
FBF1	-0.5355
IL8	-5.481125
SERPINB13	0.686666666666667
FBXL20	-1.14175
BLR1	0.325
SH2B1	-0.465166666666667
RFNG	-0.33575
RAB20	0.773166666666667
RBM7	0.3325
POLR1A	-1.509
TMPRSS4	-2.6805
TAF9	-0.4705
TERF2	0.155833333333333
TNFRSF1A	0.213666666666667
ACADVL	-0.621166666666667
GTF2H5	0.1335
EDG8	0.908166666666667
C9orf140	-1.671875
UST6	-0.09325
ZBTB8OS	-0.748
ZNF710	-0.3055
GPR174	-2.251
ATP6V0A2	-0.68125
KIAA0319L	-0.0125
XKRX	-0.2405
DOPEY2	0.5109
SDHD	0.234
SUMF1	1.7905
OSM	0.15525
OPN3	-1.7045
DAGLB	-0.757
PPFIBP1	0.2906
TRIM63	-1.33675
C10orf53	-0.5585
LYPD3	0.8535
BCL7A	0.43625
AGER	-1.92833333333333
TCF19	-1.46375
SAT2	0.69775
PFTK1	0.554
GABRE	-1.58125
C15orf38	0.7374
FIS1	-0.076
KCNV2	-0.1375
CLPS	0.218
PPCDC	-0.8295
FOXN2	1.46333333333333
NT5E	-2.2721
CD83	0.18725
IL18	-0.567875
VPS16	0.341
IGFBP2	-0.164
NOTCH2	0.61625
SIGLEC1	2.203625
CD93	5.1475
SULF2	-0.612
CEP164	-0.90425
P53AIP1	1.378
TOR2A	-0.366
ZNF136	0.58425
MGP	3.7519
CCDC144A	1.34333333333333
TRPC1	0.288166666666667
SMS	-0.4235
MAPK7	-0.401
RRAGC	1.0245
PARD6A	-0.138333333333333
NUB1	0.195666666666667
SYNGR4	-0.42225
OR11H12	0.0655
WIF1	4.8815
GCH1	-0.065
OR11H4	-0.1945
SLC44A5	-0.055
GPRIN2	2.79083333333333
LOC401431	0.13825
CPA4	-2.2666
MELK	-3.96155555555556
IL15RA	0.6245
CUL3	1.285125
HMBOX1	0.4245
PODXL	-0.536
CCT6B	2.21133333333333
COMTD1	-1.1685
MUC20	2.61866666666667
GPX2	-2.076125
ITK	-1.5045
FBXL5	1.952
C13orf27	-1.169
DEFA5	0.1735
TRHDE	0.028
MTP18	-0.717333333333333
UQCRQ	-0.3507
ITGB2	0.441416666666667
CSRP2BP	0.8435
TAS2R44	0.3915
PHPT1	-0.39425
FAM44C	0.04475
ERH	0.26475
MPHOSPH1	-2.02266666666667
MORC1	-0.683
PARVB	-1.50525
LAMA1	-1.4765
PGBD3	0.70475
GIMAP6	4.38
AREG	-0.779
LIPT1	1.00375
MGC99813	-0.88575
C1orf201	0.059
GRIN2A	-1.2412
MAN2C1	-1.259375
NSUN5	-0.90325
SF3B5	0.0545
MYC	-0.50875
NRXN1	1.693
ZNF18	-0.407
SPDYA	-0.880714285714286
SLC37A1	0.8695
DECR2	-0.666
ANKRD38	0.60675
SPTLC3	-0.77125
SUPT16H	-0.17975
DTWD2	0.378
ULBP1	-0.433
ZADH1	0.673833333333333
OIP5	-3.13975
IL10RB	0.169833333333333
OTUB2	-0.028375
VWA3A	-0.106833333333333
SPIC	-0.0355
OR6C4	0.1905
PSCD4	0.328833333333333
DPY19L2P2	-1.947
TRAPPC6A	0.717666666666667
C21orf2	0.0133333333333333
CEMP1	0.47375
LIN7B	0.339
E2F7	-2.9405
VCP	-0.5625
LAMA3	3.1125
BGN	-0.03725
GPR160	1.31816666666667
COCH	-3.44483333333333
GPR81	2.444
APOBEC3F	-1.37375
tcag7.1017	-0.74125
C1orf32	0.006
SCGB1D2	6.66425
FLJ43987	0.12
C6orf170	0.2275
KLK9	0.3545
GPD1L	0.8705
VPS37B	1.136
ATG3	-0.153833333333333
ADAMTS17	0
KLHDC2	0.595
NDUFV2	-0.2005
BLK	-2.7625
MATN4	-0.555
GPM6A	1.806
GBP4	2.76783333333333
TMEM162	-0.2696
PKP2	0.6055
HRASLS	0.312888888888889
MMP1	-5.91225
SFXN3	-0.2864
FSD1	-2.483
ST6GALNAC3	-0.957333333333333
CA12	1.9078
NCOA6	-0.045
C19orf58	-0.8126
PPP4R1	-0.455333333333333
MAN1A2	-0.03
IKBKAP	-1.42075
UPF1	-0.2175
KIAA1219	0.301
WNT16	-0.3904
SNW1	-0.074625
IL18RAP	2.86
RPP30	-0.29775
CDC40	0.17
SETD3	0.258166666666667
SLAMF6	-0.311
ELK4	-1.1515
TRIM47	-0.136666666666667
ACOX3	1.77675
TRIM6	1.293875
KIAA0372	-0.1215
TP53AP1	0.69475
SMURF2	-0.77225
ADAD1	-0.013
EBP	-0.7276
KRTAP13-2	0.00999999999999995
FLJ36874	-0.917333333333333
TOR1A	-0.323
P2RY4	0.2435
GPBP1	0.40075
TRPV1	-0.750125
ADAMTS12	0.712833333333333
PES1	-0.4409
ATG4A	0.166166666666667
MAGEA10	-4.759
WFS1	0.591
CC2D1B	-1.15016666666667
PABPN1	-0.628
SLC25A30	0.622
SLCO1C1	0.715166666666667
SLC22A5	0.37325
KIF23	-3.3515
SYN2	0.670333333333333
ASPN	5.78783333333333
CENTG2	0.70625
QSOX2	-1.6925
FLJ10815	-0.451833333333333
STK24	-0.225875
SPEG	0.6171
STK10	-0.587
DACT2	2.5875
AAAS	-1.24175
SSX3	-1.618
ABCD3	0.6228
C4orf12	1.4525
PARVG	-0.536666666666667
FIG4	1.597
C9orf46	0.74475
TMCO6	-0.701
IGHMBP2	-0.937
DUS2L	-0.615666666666667
FAM3C	0.1688125
TMEM16D	-2.005875
DCTN4	0.81575
KCNH3	0.41125
EIF2AK2	0.4795
AP1S3	-0.3655
CST4	-0.4895
PAM	0.4873125
NUTF2	-0.7055
CITED2	0.7723
SLC39A4	-0.66025
C2orf52	-1.554
GRM3	-0.24625
C12orf49	1.007125
CCDC49	-0.0561
GRAMD1B	-2.001
FNDC4	1.101
SIAH2	0.210625
GDPD4	-0.25775
C21orf87	0.547
ATP5A1	0.062
C16orf63	-0.276625
LOC388135	-0.780666666666667
ATP5J2	-1.182
MMP3	-2.96075
EMID2	-0.0815
CRHR1	0.1735
WDR70	-0.06875
C13orf31	1.7845
ZFAND1	1.435
CCL18	3.8975
C3orf49	-0.5575
RINT1	-0.3705
KIAA0408	-0.380166666666667
F13A1	4.8557
SLC10A1	-0.175333333333333
OGN	4.5115
GIPC2	0.628833333333333
XPO6	-1.05483333333333
LCE1A	0.0885
FMR1	0.613
LOC374920	-0.15125
DUSP3	-0.1215
ANKMY1	-0.12925
C7orf50	-0.05925
BBS9	0.2557
UNC119B	0.389428571428572
C9orf72	0.11925
MGC35440	-1.23125
ENTPD6	0.177625
PPP1R2P9	-0.149666666666667
ERCC4	-0.37025
FAHD2B	0.5305
HMHA1	-0.674
HACL1	-0.13175
RAD23A	-0.8045
FAM83B	0.1375
PPP5C	-1.45116666666667
RNASEH2C	-0.5505
C9orf153	-0.087
SCAMP4	0.384375
GHITM	0.4214
NDUFB7	0.14875
ADCYAP1	-0.313
SP110	0.960833333333333
MAP3K7IP2	0.77
DHH	-0.0655
AGRN	0.873428571428571
WDR33	-0.238666666666667
CEP290	0.264666666666667
PRPS1L1	-2.58816666666667
KLRA1	-0.28
GPR97	0.0515
CHD7	-0.472416666666667
TLR10	2.01375
SLC30A8	-0.6915
HIC1	1.58316666666667
IAPP	-0.487
RXFP4	0.02825
GP1BB	0.622
SHQ1	-0.241
NKX2-3	-0.713333333333333
API5	-0.015
FTHP1	-0.101
MOV10L1	0.6818
TRIM6-TRIM34	2.3165
ADHFE1	2.18575
FAM117A	0.64075
DDI1	0.619666666666667
CDON	0.182666666666667
TRIM73	-1.608
IGKC	4.4525
MMP14	-1.74991666666667
DYNC1LI1	-0.568375
C11orf66	0.2795
TRBV3-1	-1.80533333333333
FASTKD5	0.4205
BIVM	-0.833
LHX4	-0.199
CXCL2	2.1765
RAB2B	-1.38883333333333
IZUMO1	-0.534
MAP3K15	-1.5805
FAM19A2	0.827166666666667
ZC3H8	-0.446
ZMAT1	2.24925
SPINK5L3	-4.91875
SLC10A6	0.269
APPL2	0.285
CARD10	-0.0668333333333333
LOC402176	0.755125
EEF1D	1.0062
RAB6A	0.0025
C12orf5	-1.381625
PAPOLG	0.32575
MSRB2	0.46925
BCR	0.470722222222222
PUS3	0.02925
TIAM2	0.01825
ZNF317	-0.0985
CHD2	-0.033
FZD5	-0.776863636363636
NUDT8	-0.8725
ZNF763	-0.112
PRC1	-2.49377777777778
ABCB9	1.53083333333333
SPATA3	-0.14175
TRAK2	0.949375
STAB1	2.629
LRRTM2	1.37483333333333
psiTPTE22	0.60675
DBI	1.2695
SERPINA11	-1.84025
NAT5	0.44025
C20orf58	-2.522
RPS6KA4	-0.292333333333333
FLJ90650	1.94725
TGFBRAP1	0.7665
CHRDL2	0.0965
FAHD2A	0.1805
CNTN1	1.389
BBS4	-0.1969
TMEM181	0.10125
MINPP1	-0.517
MPHOSPH6	0.07175
HOXC10	0.3947
ITPKB	0.1175
CLPTM1L	-0.689
MEOX2	2.14216666666667
ATP6V0C	0.070125
PRPF8	-0.409166666666667
TMC5	2.2945
FKBP3	-0.71875
PLEKHB2	-0.794875
OR4D6	-0.0415
ZNF544	-0.8239
D2HGDH	-0.248
RPL18A	0.2781
HEL308	0.307125
MPP6	-1.97225
TCERG1	-1.407
KRT16	1.34183333333333
KLF17	-2.2385
KLF5	2.6755
CDR1	3.60375
VCX3A	-2.8955
FBLN2	1.833875
C14orf104	-0.0345
HBE1	-4.969
OR4S2	0.025
C1orf108	-0.728
ROBO4	4.07416666666667
CPEB4	1.266375
C11orf80	0.0973333333333333
BCKDHA	0.588166666666667
MYOC	4.4805
GIF	0.4
CKMT1A	0.6885
RPL3	1.409
THBS1	1.5915
APOO	-1.5725
ARMCX1	2.59375
HSZFP36	1.01425
SNAPC5	-0.35225
EIF4ENIF1	0.94825
ZNF433	0.15075
TNFRSF21	-0.0805
TMPRSS7	0.5725
SPATA18	1.6546
HPDL	-2.059
MKL2	1.5916
TBX3	0.783076923076923
C21orf93	0.02
DAXX	-0.598
ELMO1	0.09475
RGS13	1.53316666666667
TAF11	-0.73175
UNC13A	-2.796875
LOC653314	0.2732
ORC3L	-0.43525
IMAA	-2.984
TARBP2	-0.62
CABIN1	-0.7731
TRIOBP	0.344875
HIST1H2AC	0.451375
RGS22	-1.51183333333333
NCOA1	1.484
IL25	2.421
SNCG	2.409
GPR6	0.336
AMDHD1	-1.36833333333333
CHEK2	-1.372
C6orf142	0.797
DRD4	0.232
C14orf68	-1.29
GDF11	-2.571
SEMG2	-0.6555
CD247	-1.27875
CDAN1	-0.5235
RBMX2	0.0816666666666667
TGS1	0.058
OIT3	0.5895
SYF2	0.65275
MCM4	-2.273
PKHD1L1	1.72825
CEP192	-0.568666666666667
IFT88	0.266
RPL9	1.50528571428571
RAB32	-0.170625
DDX43	1.0805
P2RX2	0.3725
OR5D18	0.1915
UBE1	-0.654
SLC24A1	0.486375
ARHGAP5	0.4995
CETP	0.143
KIAA1731	-1.07216666666667
SLC9A4	0.6345
PTPN6	0.0335
BAHD1	0.08625
GRIK3	0.255
CACNB2	-0.3877
PDE10A	-0.77975
DGCR14	-0.27175
PCDHB9	-0.07
RHOQ	0.619
MAP3K4	-0.3635
KTI12	-0.0428333333333333
RPL23AP13	-0.084
GNG11	0.8545
CLCN3	1.91583333333333
GPAM	1.412375
VSTM2A	4.108
SLAMF7	1.8045
INTS2	-0.8155
PPP2CA	0.0871
LRP12	0.728933333333333
SEC14L2	2.67944444444444
DKFZP586H2123	5.0295
MC3R	-0.155
CIRH1A	-1.01816666666667
HIST1H2AB	0.412666666666667
POLH	-0.93
MGC16703	-2.21316666666667
SNAPC2	-0.3725
FILIP1L	0.8485
RASGRP4	0.026
LRRC1	2.1825
GAS1	2.1535
PRAC	-1.34325
DGKA	-0.807333333333333
NT5C3	-0.163
PEG3	-1.44791666666667
NADK	-1.5085
PRR17	-0.5615
LOC374569	-0.34825
SGSH	0.562666666666667
NLRP8	0.8415
GALT	0.0923
MCF2	-0.3905
ZNF263	0.414
TACSTD1	1.45483333333333
TYR	-6.9225
ATP6AP2	0.53925
RNUXA	0.0095
ABHD10	0.7288
GDPD2	-1.27125
SLC35C1	0.4535
UBE2A	-0.060625
HERC5	0.0216666666666667
FAM112B	-5.05616666666667
FBXL16	1.12375
DKFZP434A0131	-0.852
ELA3A	-2.575
RBM41	-0.952125
HAO2	0.81025
RNH1	0.182625
SHANK2	2.25133333333333
OSBP2	-0.96
DAK	-0.478
C3orf58	1.33591666666667
TCL1B	-1.135
KBTBD2	-0.559125
SUGT1L1	1.66925
UBE2E2	0.3615
MYL9	2.86975
CDC23	-0.4555
PBXIP1	1.3451
CXorf40B	0.772
NBL1	0.668
RTBDN	-0.1325
RAB11FIP5	0.487625
TTTY13	-0.7565
SCOTIN	-0.0421666666666667
SOHLH1	-1.242
CDKN1A	-0.796285714285714
NCK1	0.62775
ZNF550	0.67575
SAPS3	0.128083333333333
SPIN3	0.446333333333333
MAGEE2	0.634
MIS12	-0.5015
OR8H2	0.258
KIAA0774	-0.247166666666667
UNC5D	-2.7805
CUL7	-0.5485
LIPC	-2.752
DIO1	2.709
C20orf11	0.7465
CTRL	-1.3095
HS3ST2	1.93325
PAK4	0.364666666666667
CCRL1	4.08225
RNF10	-0.237875
ZNF567	0.41375
ZNF660	0.2285
TCEAL3	0.59275
MAGOH	0.558166666666667
CENPB	0.152
C19orf7	0.69575
LOC388965	0.2205
ZCCHC13	0.745
JMJD1A	-0.9466
HIST1H4H	-0.3965
TBRG1	-0.6234
GPC3	-1.9365
TAF1C	-0.749625
EBNA1BP2	-0.834166666666667
CIAPIN1	-0.471
PDGFRA	1.05361111111111
CSTB	-0.803375
CENPI	-2.96533333333333
GTF2E2	-1.02466666666667
RPP21	-0.59075
CCNF	-2.25616666666667
KCNQ3	0.245
FAM79A	1.799
SLC22A12	0.095
NOVA1	0.4795
FZD3	0.7252
AKAP8	-0.814
SOCS5	1.574125
CFDP1	-0.49
DLG5	0.10025
PGM5	1.59933333333333
C1orf144	-0.170083333333333
HDAC10	-1.365
RND2	-0.5765
C20orf199	-0.61125
RNMT	-0.375625
SLURP1	0.137875
ASTN1	0.276714285714286
SH3BGR	2.333
MYCL1	-0.8105
ZHX1	1.2715
CENPK	-3.358
FOSB	2.4409
LOC643406	0.217375
C2orf59	-1.450875
TMEM135	0.312625
SLC27A2	-3.0915
KRT33A	2.8045
OVOL1	1.2975
PAMCI	-0.084
S100A7	-0.7475
ZNF789	-1.163
HARS2	0.1365
RPL23A	-0.403166666666667
TCF23	-0.19
UPF3B	-1.516875
C17orf78	-0.159
HLA-DOB	0.338166666666667
C14orf142	-0.0265
TEKT5	0.899333333333333
DMWD	-0.1245
POLD1	-2.22833333333333
GSCL	-0.2005
CALD1	1.2886
SCRT1	0.0273333333333333
AIG1	1.0095
UNC84B	0.5645
ZNF404	0.9125
TMED6	-2.83425
KIAA1462	0.3665
LRRC27	1.254
PYGO1	-0.0255
PIGU	-0.1865
ALAS2	-3.8135
WRNIP1	0.20375
CNNM3	0.3265
ZNF2	0.878
ST3GAL5	-0.7235
MRPL23	-0.021
TSSK6	-0.336
PSMA6	-0.513
C16orf70	-0.3405
KIAA1602	-0.2425
ALMS1	-0.35
DCN	4.151875
TMEM132D	-2.1165
SUCLG2	0.71325
ABHD14A	-0.2865
DEXI	0.0921666666666667
AMPD2	-1.43433333333333
IFNAR2	-0.1375
CYB5A	2.007
TLOC1	1.1274
NXF5	-1.21933333333333
NRBF2	0.5585
KCTD3	0.932
ITGAE	-0.580166666666667
SLC30A3	-1.96566666666667
ZRF1	-1.332
IFRD2	-0.917875
XAB1	0.02025
PYCR2	-0.783833333333333
SERPINB3	-3.512
TMLHE	0.7266
GEFT	-0.6655
ABCA5	0.920875
EMR4	0.0876666666666667
TSFM	-0.20825
HIST3H2BB	-1.11075
ARHGEF19	0.68525
TSPAN17	-0.670666666666667
ABCC8	2.108
